que	זה	que	זה	CONJ	PRO;MASC;SG;3
punk	פאנק	punk	פאנק	N;SG	PROPN
encuentros	מפגשים	encuentro	מפגש	N;MASC;PL	V;MASC;PL;V.PTCP;ACT
encuentros	מפגשים	encuentro	מפגש	N;MASC;PL	V;MASC;PL;V.PTCP;ACT
auto	אוטומטי	auto	אוטומטי	N;MASC;SG	ADJ;MASC;SG
auto	אוטו	auto	אוטו	N;MASC;SG	PROPN
auto	סלף	auto	סלף	N;MASC;SG	PROPN
auto	עצמי	auto	עצמו	N;MASC;SG	PRO;SG;1;REFL
ford	פורד	ford	פורד	PROPN	PROPN
clásicos	קלאסיקה	clásico	קלאסיקה	N;MASC;PL	N;FEM;SG
clásicos	קלאסי	clásico	קלאסי	N;MASC;PL	ADJ;MASC;SG
clásicos	קלאסית	clásico	קלאסי	N;MASC;PL	ADV
clásicos	קלאסיקה	clásico	קלאסיקה	N;MASC;PL	N;FEM;SG
clásicos	קלאסי	clásico	קלאסי	N;MASC;PL	ADJ;MASC;SG
clásicos	קלאסית	clásico	קלאסי	N;MASC;PL	ADV
incluida	כולל	incluido	כלל	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP;ACT
incluida	כלולים	incluido	כלול	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP;ACT
incluida	כלול	incluido	כלול	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP;ACT
incluida	כולל	incluido	כלל	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP;ACT
comunicaciones	תקשורת	comunicación	תקשורת	N;FEM;PL	N;FEM;SG
elena	הלנה	eleno	הלנה	N;FEM;SG	PROPN
elena	אלנה	eleno	אלנה	N;FEM;SG	PROPN
elena	ילנה	eleno	ילן	N;FEM;SG	PROPN
elena	אלן	eleno	אלן	N;FEM;SG	PROPN
elena	הלן	eleno	הלן	N;FEM;SG	PROPN
productores	מפיקים	productor	הפיק	N;MASC;PL	V;MASC;PL;V.PTCP;ACT
productores	מפיק	productor	מפיק	N;MASC;PL	N;MASC;SG
productores	מפיק	productor	מפיק	N;MASC;PL	N;MASC;SG
productores	מפיקה	productor	הפיק	N;MASC;PL	V;FEM;SG;V.PTCP;ACT
racing	מירוצים	racing	מירוץ	N;MASC;SG	N;MASC;PL
guzmán	גוזמן	guzmán	גוזמן	N;MASC;SG	PROPN
tesis	התזה	tesis	התזה	N;FEM	
conexión	החיבור	conexión	החיבור	N;FEM;SG	PROPN
conexión	מתחבר	conexión	התחבר	N;FEM;SG	V;MASC;SG;V.PTCP
conexión	מתחברים	conexión	התחבר	N;FEM;SG	V;MASC;PL;V.PTCP
secretaría	המזכירה	secretaría	המזכירה	N;FEM;SG	V;FEM;SG;3;PST;ACT
secretaría	המזכיר	secretaría	המזכיר	N;FEM;SG	PROPN
secretaría	מזכירה	secretaría	הזכיר	N;FEM;SG	V;FEM;SG;V.PTCP;ACT
bautista	באוטיסטה	bautista	באוטיסטה	N;SG	PROPN
bautista	הבפטיסטית	bautista	הבפטיסטית	N;SG	ADV
invitado	אורחת	invitado	אורחה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
invitado	אורח	invitado	אורח	ADJ;MASC;SG;V.PTCP	N;MASC;SG
invitado	מוזמנים	invitado	הוזמן	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
invitado	מוזמנת	invitado	הוזמן	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;PASS
invitado	הוזמן	invitado	הוזמן	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;PASS
invitado	הוזמנה	invitado	הוזמן	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;PASS
invitado	מוזמן	invitado	הוזמן	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
colón	קולומבוס	colón	קולומבוס	N;MASC;SG	PROPN
colón	הגס	colón	הגס	N;MASC;SG	
colón	קולון	colón	קולון	N;MASC;SG	PROPN
best	best	best	best	N;MASC;SG	
tenis	טניס	tenis	טניס	N;MASC	PROPN
individuos	יחידים	individuo	יחיד	N;MASC;PL	ADJ;MASC;PL
exposiciones	תערוכה	exposición	תערוכה	N;FEM;PL	N;FEM;SG
exposiciones	תערוכה	exposición	תערוכה	N;FEM;PL	N;FEM;SG
exposiciones	התערוכה	exposición	התערוכה	N;FEM;PL	V;FEM;SG;3;PST
exposiciones	מוצגים	exposición	הוצג	N;FEM;PL	V;MASC;PL;V.PTCP;PASS
museos	מוזיאון	museo	מוזיאון	N;MASC;PL	N;MASC;SG
museos	המוזיאון	museo	המוזיאון	N;MASC;PL	PROPN
museos	מוזיאון	museo	מוזיאון	N;MASC;PL	N;MASC;SG
little	קטן	little	קטן	N	ADJ;MASC;SG
little	קטנה	little	קטן	N	ADJ;FEM;SG
little	ליטל	little	ניטל	N	PROPN
explica	תסביר	explicar	הסביר	V;IND;SG;3;PRS;FIN	V;MASC;SG;2;FUT;ACT
explica	הסבר	explicar	הסבר	V;IND;SG;3;PRS;FIN	N;MASC;SG
explica	מסבירה	explicar	הסביר	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
explica	מסביר	explicar	הסביר	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
lectura	קראי	lectura	קראי	N;FEM;SG	PROPN
lectura	לקרוא	lectura	קרא	N;FEM;SG	V;NFIN;ACT
lectura	קרא	lectura	קרא	N;FEM;SG	V;MASC;SG;3;PST;ACT
lectura	קוראת	lectura	קרא	N;FEM;SG	V;FEM;SG;V.PTCP;ACT
álvaro	אלברו	álvaro	אלברו	N;MASC;SG	PROPN
extiende	משתרע	extender	השתרע	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
quiero	רוצה	querer	רצה	V;IND;SG;1;PRS;FIN	V;MASC;SG;V.PTCP;ACT
quiero	רוצים	querer	רצה	V;IND;SG;1;PRS;FIN	V;MASC;PL;V.PTCP;ACT
wiley	ויילי	wiley	ויילי	PROPN	PROPN
colorado	קולורדו	colorado	קולורדו	ADJ;MASC;SG;V.PTCP	PROPN
transición	המעבר	transición	המעבר	N;FEM;SG	PROPN
transición	מעבר	transición	מעבר	N;FEM;SG	
muere	תמות	morir	מת	V;IND;SG;3;PRS;FIN	
muere	למות	morir	מת	V;IND;SG;3;PRS;FIN	
muere	ימות	morir	יום	V;IND;SG;3;PRS;FIN	
recientes	אחרונות	reciente	אחרון	ADJ;PL	N;FEM;PL
recientes	לאחרונה	reciente	לאחרונה	ADJ;PL	ADV
llamadas	שיחות	llamado	שיחה	ADJ;FEM;PL;V.PTCP	N;FEM;PL
llamadas	קריאות	llamado	קריאה	ADJ;FEM;PL;V.PTCP	N;FEM;PL
cristina	כריסטינה	cristinar	כריסטינה	N;FEM;SG	PROPN
cristina	קריסטינה	cristinar	קריסטינה	N;FEM;SG	PROPN
cristina	כריסטינה	cristinar	כריסטינה	N;FEM;SG	PROPN
cristina	קריסטינה	cristinar	קריסטינה	N;FEM;SG	PROPN
cristina	כריסטין	cristinar	כריסטין	N;FEM;SG	PROPN
cristina	קריסטין	cristinar	קריסטין	N;FEM;SG	PROPN
presentar	שלחי	presentar	שלח	V;NFIN	
norma	נורם	norma	נורם	N;FEM;SG	PROPN
norma	סטנדרטים	norma	לסטנדרט	N;FEM;SG	N;MASC;PL
norma	סטנדרט	norma	None	N;FEM;SG	PROPN
norma	סטנדרטי	norma	סטנדרטי	N;FEM;SG	ADJ;MASC;SG
posesión	דיבוק	posesión	דיבוק	N;FEM;SG	PROPN
noticia	חדשות	noticia	חדשות	N;FEM;SG	N;FEM;PL
noticia	בשורות	noticia	בשורה	N;FEM;SG	
taller	המלאכה	taller	המלאכה	N;MASC;SG	PROPN
taller	הסדנה	taller	הסדנה	N;MASC;SG	
laura	לאורה	laura	לאורה	N;FEM;SG	PROPN
laura	לורה	laura	לורה	N;FEM;SG	PROPN
pdf	pdf	pdf	pdf	N;MASC;SG	
privado	פרטית	privado	פרטי	ADJ;MASC;SG;V.PTCP	ADV
privado	פרטי	privado	פרט	ADJ;MASC;SG;V.PTCP	N;MASC;PL
privado	טוראי	privado	טוראי	ADJ;MASC;SG;V.PTCP	PROPN
privado	לפרטי	privado	לפרטי	ADJ;MASC;SG;V.PTCP	
participado	השתתפו	participado	השתתף	ADJ;MASC;SG;V.PTCP	V;PL;3;PST
participado	השתתפה	participado	השתתף	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST
participado	השתתפתי	participado	השתתף	ADJ;MASC;SG;V.PTCP	V;SG;1;PST
participado	השתתף	participado	השתתף	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST
capa	כף	capa	כף	N;FEM;SG	
lateral	לרוחב	lateral	לרוחב	N;SG	
lateral	סייד	lateral	סייד	N;SG	PROPN
lateral	לצד	lateral	לצד	N;SG	ADP
lateral	הצד	lateral	הצד	N;SG	
daños	נזק	daño	נזק	N;MASC;PL	N;MASC;SG
ernesto	ארנסט	ernesto	ארנסט	N;MASC;SG	PROPN
ernesto	ארנסטו	ernesto	ארנסטו	N;MASC;SG	PROPN
ernesto	ארנסט	ernesto	ארנסט	N;MASC;SG	PROPN
exclusivamente	בבלעדיות	exclusivamente	בבלעדיות	ADV	N;FEM;PL
alternativa	אלטרנטיבית	alternativa	אלטרנטיבי	N;FEM;SG	ADV
alternativa	אלטרנטיבי	alternativa	אלטרנטיבי	N;FEM;SG	PROPN
alternativa	האלטרנטיבי	alternativa	האלטרנטיבי	N;FEM;SG	PROPN
alternativa	אלטרנטיבי	alternativa	אלטרנטיבי	N;FEM;SG	PROPN
alternativa	חלופית	alternativa	חלופי	N;FEM;SG	ADV
alternativa	חלופי	alternativa	חלופי	N;FEM;SG	ADJ;MASC;SG
discurso	השיח	discurso	השיח	N;MASC;SG	
discurso	שיח	discurso	שיח	N;MASC;SG	PROPN
activa	פעיל	activo	פעיל	ADJ;FEM;SG	N;MASC;SG
activa	פעילים	activo	פעיל	ADJ;FEM;SG	N;MASC;PL
activa	הפעל	activo	הפעל	ADJ;FEM;SG	PROPN
relacionado	קשורות	relacionado	קשר	ADJ;MASC;SG;V.PTCP	V;FEM;PL;V.PTCP;ACT
relacionado	קשור	relacionado	קשר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;ACT
relacionado	קשורה	relacionado	קשר	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;ACT
relacionado	קשורים	relacionado	קשר	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;ACT
armadas	חמוש	armado	חמוש	ADJ;FEM;PL;V.PTCP	PROPN
armadas	חמושה	armado	חמושה	ADJ;FEM;PL;V.PTCP	
aldea	המלט	aldea	המליט	N;FEM;SG	PROPN
aldea	הכפר	aldea	הכפר	N;FEM;SG	
soporte	תומך	soporte	תמך	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
soporte	התמיכה	soporte	התמיך	N;MASC;SG	V;FEM;SG;3;PST;ACT
occidente	המערב	occidente	המערב	N;MASC;SG	PROPN
occidente	ווסט	occidente	וסט	N;MASC;SG	PROPN
occidente	מערבה	occidente	מערבה	N;MASC;SG	ADV
occidente	וסט	occidente	וסט	N;MASC;SG	PROPN
occidente	המערבי	occidente	המערבי	N;MASC;SG	PROPN
occidente	מערבי	occidente	מערבי	N;MASC;SG	PROPN
vivienda	מגורים	vivienda	מגורים	N;FEM;SG	N;MASC;PL
gloria	תפארת	gloria	תפארת	N;FEM;SG	PROPN
gloria	תהילה	gloria	תהילה	N;FEM;SG	PROPN
gloria	גלורי	gloria	גלורי	N;FEM;SG	PROPN
gloria	גלוריה	gloria	גלוריה	N;FEM;SG	PROPN
chico	בוי	chico	בוי	N;MASC;SG	PROPN
chico	קיד	chico	קיד	N;MASC;SG	PROPN
prado	פרדו	prado	פרד	N;MASC;SG	PROPN
prado	מדו	prado	מדו	N;MASC;SG	
católico	קתולי	católico	קתולי	ADJ;MASC;SG	PROPN
católico	קתולית	católico	קתולי	ADJ;MASC;SG	ADV
católico	קתולים	católico	קתולי	ADJ;MASC;SG	N;MASC;PL
editado	ערכה	editado	ערך	ADJ;MASC;SG;V.PTCP	N;FEM;SG
editado	נערך	editado	נערך	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
editado	ערוך	editado	ערך	ADJ;MASC;SG;V.PTCP	PROPN
times	הטיימס	time	הטיימס	N	PROPN
times	טיימס	time	טיימס	N	PROPN
caballería	פרשים	caballería	פרש	N;FEM;SG	N;MASC;PL
caballería	הפרשים	caballería	הפרש	N;FEM;SG	N;MASC;PL
representan	מייצגים	representar	ייצג	V;IND;PL;3;PRS;FIN	V;MASC;PL;V.PTCP;ACT
representan	מייצג	representar	ייצג	V;IND;PL;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
religiosas	דת	religioso	דת	ADJ;FEM;PL	N;FEM;SG
religiosas	דתי	religioso	דתי	ADJ;FEM;PL	N;MASC;SG
religiosas	דתית	religioso	דתי	ADJ;FEM;PL	N;FEM;SG
religiosas	דתיים	religioso	דתי	ADJ;FEM;PL	N;MASC;PL
religiosas	נזירות	religioso	נזירה	ADJ;FEM;PL	N;FEM;PL
asistente	עוזרת	asistente	עוזר	N;SG	ADJ;FEM;SG
fallecido	נפטר	fallecido	נפטר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
fallecido	מנוח	fallecido	מנוח	ADJ;MASC;SG;V.PTCP	
fallecido	נפטרה	fallecido	נפטר	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
fallecido	המנוח	fallecido	המנוח	ADJ;MASC;SG;V.PTCP	
canadiense	קנדית	canadiense	קנדי	N;SG	PROPN
canadiense	קנדי	canadiense	קנדי	N;SG	PROPN
alex	אלכס	alex	אלכס	PROPN	PROPN
ritmo	פייס	ritmo	פייס	N;MASC;SG	PROPN
ritmo	קצב	ritmo	קצב	N;MASC;SG	PROPN
andes	האנדים	ande	האנד	N;MASC;PL	PROPN
guionista	תסריטאי	guionista	תסריטאי	N;SG	PROPN
mallorca	מיורקה	mallorco	מיורקה	N;MASC;SG	PROPN
mallorca	מיורקה	mallorco	מיורקה	N;MASC;SG	PROPN
vocal	תנועה	vocal	תנועה	ADJ;SG	N;FEM;SG
vocal	קולי	vocal	קולי	ADJ;SG	PROPN
tío	דוד	tío	דוד	N;MASC;SG	PROPN
tío	הדוד	tío	הדוד	N;MASC;SG	
senador	סנטור	senador	סנטור	N;MASC;SG	PROPN
costas	חופה	costa	חופה	N;FEM;PL	N;FEM;SG
costas	קוסט	costa	קוסט	N;FEM;PL	PROPN
costas	קוסטס	costa	קוסטס	N;FEM;PL	PROPN
organizado	מאורגנת	organizado	אורגן	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;PASS
organizado	מאורגנת	organizado	אורגן	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;PASS
organizado	מאורגנים	organizado	אורגן	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
adultos	בוגרת	adulto	בוגר	N;MASC;PL	N;FEM;SG
adultos	בוגר	adulto	בוגר	N;MASC;PL	
adultos	מבוגר	adulto	מבוגר	N;MASC;PL	ADJ;MASC;SG
piso	שטוחה	piso	שטוח	N;MASC;SG	
piso	במול	piso	במול	N;MASC;SG	PROPN
piso	שטוח	piso	שטוח	N;MASC;SG	
declarado	הוכרזה	declarado	הוכרז	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;PASS
declarado	הכריז	declarado	הכריז	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
declarado	הוכרז	declarado	הוכרז	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;PASS
declarado	הצהיר	declarado	הצהיר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
special	ספיישל	special	ספיישל	N	PROPN
special	מיוחדת	special	מיוחד	N	ADJ;FEM;SG
special	מיוחדים	special	מיוחד	N	ADJ;MASC;PL
special	מיוחדות	special	מיוחד	N	ADJ;FEM;PL
special	מיוחד	special	מיוחד	N	ADJ;MASC;SG
quito	קיטו	queter	קיטה		PROPN
cardenal	החשמן	cardenal	החשמן	N;MASC;SG	PROPN
cardenal	חשמן	cardenal	חשמן	N;MASC;SG	
cardenal	קרדינל	cardenal	קרדינל	N;MASC;SG	PROPN
perro	כלב	perro	כלב	N;MASC;SG	PROPN
perro	דוג	perro	דוג	N;MASC;SG	PROPN
rápida	מהר	rápido	מהר	ADJ;FEM;SG	ADV
rápida	מהיר	rápido	מהיר	ADJ;FEM;SG	
dura	קשה	duro	קשה	ADJ;FEM;SG	ADV
dura	קשיח	duro	קשיח	ADJ;FEM;SG	
dura	קשה	duro	קשה	ADJ;FEM;SG	ADV
dura	קשוחים	duro	קשוח	ADJ;FEM;SG	ADJ;MASC;PL
dura	דורה	duro	דורה	ADJ;FEM;SG	PROPN
archipiélago	הארכיפלג	archipiélago	הארכיפלג	N;MASC;SG	PROPN
portuguesa	פורטוגזית	portugués	פורטוגזי	ADJ;FEM;SG	PROPN
portuguesa	בפורטוגזית	portugués	בפורטוגזית	ADJ;FEM;SG	PROPN
gregorio	גרגוריו	gregorio	גרגוריו	N;MASC;SG	PROPN
gregorio	גרגורי	gregorio	גרגור	N;MASC;SG	PROPN
gregorio	גרגוריוס	gregorio	גרגוריוס	N;MASC;SG	PROPN
gregorio	גרגור	gregorio	גרגור	N;MASC;SG	PROPN
listado	רשימה	listado	רשימה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
listado	הרשימה	listado	הרשים	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;ACT
listado	רשום	listado	רשם	ADJ;MASC;SG;V.PTCP	PROPN
listado	רשומה	listado	רשומה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
listado	רישום	listado	רישום	ADJ;MASC;SG;V.PTCP	N;MASC;SG
tocar	נגיעות	tocar	נגיעה	V;NFIN	N;FEM;PL
tocar	נגיעה	tocar	נגיעה	V;NFIN	N;FEM;SG
negros	שחורה	negro	שחורה	N;MASC;PL	ADJ;FEM;SG
negros	השחור	negro	השחור	N;MASC;PL	
negros	black	negro	black	N;MASC;PL	
negros	שחור	negro	שחור	N;MASC;PL	ADJ;MASC;SG
negros	שחורים	negro	שחור	N;MASC;PL	ADJ;MASC;PL
publica	פרסומים	publicar	פרסום	V;IND;SG;3;PRS;FIN	N;MASC;PL
publica	פרסומים	publicar	פרסום	V;IND;SG;3;PRS;FIN	N;MASC;PL
publica	פוסטים	publicar	פוסט	V;IND;SG;3;PRS;FIN	N;MASC;PL
morir	תמות	morir	מת	V;NFIN	
morir	למות	morir	מת	V;NFIN	
morir	גוסס	morir	גסס	V;NFIN	PROPN
morir	למות	morir	מת	V;NFIN	
insecto	חרק	insecto	חרק	N;MASC;SG	
insecto	באג	insecto	באג	N;MASC;SG	PROPN
insecto	חרק	insecto	חרק	N;MASC;SG	
ganando	מנצח	ganar	מנצח	V;V.MSDR	N;MASC;SG
ganando	זכייה	ganar	זכייה	V;V.MSDR	N;FEM;SG
cartagena	קרטחנה	cartagena	קרטחנה	N;FEM;SG	PROPN
autonomía	האוטונומית	autonomía	האוטונומי	N;FEM;SG	ADV
cocina	קוק	cocina	קוק	N;FEM;SG	PROPN
cocina	המטבח	cocina	המטבח	N;FEM;SG	PROPN
cocina	המטבח	cocina	המטבח	N;FEM;SG	PROPN
asociado	שותפה	asociado	שותף	ADJ;MASC;SG;V.PTCP	N;FEM;SG
asociado	עמית	asociado	עמית	ADJ;MASC;SG;V.PTCP	PROPN
asociado	שותף	asociado	שותף	ADJ;MASC;SG;V.PTCP	N;MASC;SG
cualquiera	מישהו	cualquiera	מישהו	PRO;SG	N;MASC;SG
cualquiera	כל	cualquiera	כול	PRO;SG	DET;PSSD
cualquiera	מישהו	cualquiera	מישהו	PRO;SG	N;MASC;SG
concejo	המועצה	concejo	המועצה	N;MASC;SG	PROPN
pesca	דג	pesca	דג	N;FEM;SG	
pesca	פיש	pesca	פיש	N;FEM;SG	PROPN
pesca	דגים	pesca	דג	N;FEM;SG	N;MASC;PL
pesca	לדוג	pesca	דג	N;FEM;SG	
pesca	דייג	pesca	דייג	N;FEM;SG	PROPN
sucesión	רצף	sucesión	רצף	N;FEM;SG	
sucesión	הירושה	sucesión	הירושה	N;FEM;SG	
sucesión	הירושה	sucesión	הירושה	N;FEM;SG	
primo	דודן	primo	דודן	N;MASC;SG	PROPN
primo	פרימו	primo	פרימו	N;MASC;SG	PROPN
avance	מראש	avance	מראש	N;MASC;SG	ADV
avance	התקדם	avance	התקדם	N;MASC;SG	V;MASC;SG;3;PST
proteger	מגן	proteger	מגן	V;NFIN	PROPN
proteger	מגנה	proteger	גינה	V;NFIN	
pacientes	חולי	paciente	חולי	N;PL	PROPN
pacientes	חולים	paciente	חלה	N;PL	V;MASC;PL;V.PTCP;ACT
pacientes	המטופל	paciente	המטופל	N;PL	PROPN
pacientes	חולה	paciente	חלה	N;PL	PROPN
pacientes	מטופלת	paciente	טופל	N;PL	V;FEM;SG;V.PTCP;PASS
pacientes	מטופל	paciente	טופל	N;PL	PROPN
finlandia	פינלנד	finlandia	פינלנד	N;FEM;SG	PROPN
finlandia	פיני	finlandia	פיני	N;FEM;SG	PROPN
finlandia	פינית	finlandia	פיני	N;FEM;SG	PROPN
laterales	לרוחב	lateral	לרוחב	N;PL	
laterales	סייד	lateral	סייד	N;PL	PROPN
laterales	צד	lateral	צד	N;PL	N;MASC;SG
laterales	לצד	lateral	לצד	N;PL	ADP
laterales	הצד	lateral	הצד	N;PL	
laterales	צד	lateral	צד	N;PL	N;MASC;SG
estrecho	מצר	estrecho	מצר	ADJ;MASC;SG	PROPN
estrecho	צר	estrecho	צר	ADJ;MASC;SG	
estrecho	צרה	estrecho	צר	ADJ;MASC;SG	
estrecho	צמצם	estrecho	צמצם	ADJ;MASC;SG	N;MASC;SG
estrecho	צמצום	estrecho	צמצום	ADJ;MASC;SG	N;MASC;SG
papeles	ניירת	papel	ניירת	N;MASC;PL	N;FEM;SG
telenovela	הטלנובלה	telenovela	הטלנובלה	N;FEM;SG	PROPN
lados	צד	lado	צד	N;MASC;PL	N;MASC;SG
saludo	ברכה	saludo	ברכה	N;MASC;SG	PROPN
saludo	להצדיע	saludo	הצדיע	N;MASC;SG	V;NFIN;ACT
saludo	מצדיע	saludo	הצדיע	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
saludo	מצדיעים	saludo	הצדיע	N;MASC;SG	V;MASC;PL;V.PTCP;ACT
recuerda	זוכרים	recordar	זכר	V;IND;SG;3;PRS;FIN	V;MASC;PL;V.PTCP;ACT
recuerda	נזכור	recordar	זכר	V;IND;SG;3;PRS;FIN	V;PL;1;FUT;ACT
recuerda	יזכור	recordar	זכר	V;IND;SG;3;PRS;FIN	PROPN
indonesia	האינדונזי	indonesio	האינדונזי	N;FEM;SG	PROPN
indonesia	אינדונזיה	indonesio	אינדונזיה	N;FEM;SG	PROPN
indonesia	אינדונזיה	indonesio	אינדונזיה	N;FEM;SG	PROPN
prentice	פרנטיס	prentize	פרנטיס	N;SG	PROPN
marino	ימית	marino	ימית	N;MASC;SG	PROPN
marino	נחת	marino	נחת	N;MASC;SG	
marino	מרינו	marino	מרינו	N;MASC;SG	PROPN
ramos	ראמוס	ramo	ראמוס	N;MASC;PL	PROPN
ray	ריי	ray	ריי	PROPN	PROPN
batallón	גדוד	batallón	גדוד	N;MASC;SG	PROPN
batallón	הגדוד	batallón	הגדוד	N;MASC;SG	PROPN
pelea	הילחם	pelea	הילחם	N;FEM;SG	PROPN
pelea	להילחם	pelea	נלחם	N;FEM;SG	V;NFIN;MID
gastronomía	המטבח	gastronomía	המטבח	N;FEM;SG	PROPN
académico	אקדמית	académico	אקדמי	ADJ;MASC;SG	ADV
virus	נגיף	virus	נגיף	N;MASC	PROPN
virus	וירוסים	virus	וירוסים	N;MASC	PROPN
umbral	סף	umbral	סף	N;MASC;SG	
umbral	מפתן	umbral	מפתן	N;MASC;SG	ADV
umbral	הסף	umbral	הסף	N;MASC;SG	
potencial	פוטנציאלי	potencial	פוטנציאלי	N;MASC;SG	ADJ;MASC;SG
extra	בונוס	extra	בונוס		PROPN
extra	ניצבים	extra	ניצב		V;MASC;PL;V.PTCP;MID
extra	תוספות	extra	תוספת		N;FEM;PL
extra	תוספת	extra	תוספת		N;FEM;SG
extra	אקסטרה	extra	אקסטרה		PROPN
pilar	פילר	pilar	פילר	N;SG	PROPN
pilar	פילאר	pilar	פילאר	N;SG	PROPN
utilizados	משומש	utilizado	משומש	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP;PASS
utilizados	בשימוש	utilizado	בשימוש	ADJ;MASC;PL;V.PTCP	PROPN
moral	מורל	moral	מורל	N;FEM;SG	PROPN
moral	מוסרי	moral	מוסרי	N;FEM;SG	ADJ;MASC;SG
moral	המוסר	moral	המוסר	N;FEM;SG	
cierre	קרוב	cierre	קרוב	N;MASC;SG	
cierre	סגור	cierre	סגור	N;MASC;SG	
cierre	קרובים	cierre	קרוב	N;MASC;SG	N;MASC;PL
cierre	סוגרת	cierre	סגר	N;MASC;SG	V;FEM;SG;V.PTCP;ACT
cierre	סוגרים	cierre	סגר	N;MASC;SG	N;MASC;PL
cierre	סוגר	cierre	סגר	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
cierre	נסגר	cierre	נסגר	N;MASC;SG	V;MASC;SG;3;PST;MID
vargas	ורגס	vargo	ורגס	N;FEM;SG	PROPN
vargas	ורגאס	vargo	ורגאס	N;FEM;SG	PROPN
carl	קרל	carl	קרל	PROPN	PROPN
carl	קארל	carl	קארל	PROPN	PROPN
paisaje	לרוחב	paisaje	לרוחב	N;MASC;SG	
noble	אציל	noble	אציל	ADJ;SG	PROPN
noble	אציל	noble	אציל	ADJ;SG	PROPN
noble	נובל	noble	נובל	ADJ;SG	N;MASC;SG
noble	אצילי	noble	אצילי	ADJ;SG	PROPN
noble	אצולה	noble	אצולה	ADJ;SG	N;FEM;SG
pertenecientes	שייכות	perteneciente	שייכות	ADJ;PL	N;FEM;SG
pertenecientes	השייך	perteneciente	השייך	ADJ;PL	PROPN
rendimiento	ביצועי	rendimiento	ביצוע	N;MASC;SG	N;MASC;PL
rendimiento	ביצועים	rendimiento	ביצוע	N;MASC;SG	N;MASC;PL
rendimiento	הביצועים	rendimiento	הביצוע	N;MASC;SG	N;MASC;PL
rendimiento	נכנע	rendimiento	נכנע	N;MASC;SG	V;MASC;SG;3;PST;MID
escultor	פסל	escultor	פסל	N;MASC;SG	PROPN
supuesto	הניחה	supuesto	הניח	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;ACT
supuesto	הניח	supuesto	הניח	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
supuesto	הנחתי	supuesto	הנחתי	ADJ;MASC;SG;V.PTCP	V;SG;1;PST;ACT
usada	משומש	usado	משומש	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
usada	בשימוש	usado	בשימוש	ADJ;FEM;SG;V.PTCP	PROPN
antigüedad	עתיק	antigüedad	עתיק	N;FEM;SG	
penal	עונשין	penal	עונש	ADJ;SG	N;MASC;PL
penal	קנס	penal	קנס	ADJ;SG	PROPN
penal	עונש	penal	עונש	ADJ;SG	N;MASC;SG
penal	פושע	penal	פושע	ADJ;SG	N;MASC;SG
penal	פושעת	penal	פושע	ADJ;SG	N;FEM;SG
penal	פלילית	penal	פלילי	ADJ;SG	ADV
davis	דייוויס	davis	דייוויס	PROPN	PROPN
davis	דיוויס	davis	דיוויס	PROPN	PROPN
