από	from	από	from	ADP	
επαγγελματίας	profesjonalne	επαγγελματίας	profesjonalny	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
επαγγελματίας	profesjonalna	επαγγελματίας	profesjonalny	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
επαγγελματίας	profesjonalny	επαγγελματίας	profesjonalny	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
επαγγελματίας	profesjonalnie	επαγγελματίας	profesjonalnie	N;NOM;FEM;SG	ADV
επαγγελματίας	pro	επαγγελματίας	pro	N;NOM;FEM;SG	
αντίστασης	opór	αντίσταση	opór	N;GEN;FEM;SG	N;NOM;MASC;SG
αντίστασης	odporność	αντίσταση	odporność	N;GEN;FEM;SG	N;ACC;FEM;SG
συστηματική	systemowego	συστηματικός	systemowy	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
συστηματική	systematycznie	συστηματικός	systematycznie	ADJ;NOM;FEM;SG	ADV
κινητήρες	silników	κινητήρας	silnik	N;NOM;MASC;PL	N;GEN;MASC;PL
ίχνη	ścieżki	ίχνος	ścieżka	N;NOM;NEUT;PL	N;ACC;FEM;PL
ίχνη	śladu	ίχνος	ślad	N;NOM;NEUT;PL	N;GEN;MASC;SG
ίχνη	ślad	ίχνος	ślad	N;NOM;NEUT;PL	N;NOM;MASC;SG
μηνών	miesiące	μήνας	miesiąc	N;GEN;MASC;PL	N;NOM;MASC;SG
σπορ	sport	σπορ	sport	N	
σπορ	sportowy	σπορ	sportowy	N	ADJ;NOM;MASC;SG
σπορ	sport	σπορ	sport	N	
σπορ	sportowe	σπορ	sportowy	N	ADJ;NOM;NEUT;SG
στρατηγική	strategii	στρατηγική	strategia	N;NOM;FEM;SG	N;GEN;FEM;SG
δημοσίευση	opublikować	δημοσίευση	opublikować	N;NOM;FEM;SG	V;PFV;NFIN;ACT
δημοσίευση	publikować	δημοσίευση	publikować	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
δημοσίευση	publikacji	δημοσίευση	publikacja	N;NOM;FEM;SG	N;GEN;FEM;SG
δημοσίευση	publikacje	δημοσίευση	publikacja	N;NOM;FEM;SG	N;NOM;FEM;PL
δημοσίευση	opublikowane	δημοσίευση	opublikować	N;NOM;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
δημοσίευση	opublikowany	δημοσίευση	opublikować	N;NOM;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
δημοσίευση	opublikowano	δημοσίευση	opublikować	N;NOM;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
δημοσίευση	publikowane	δημοσίευση	publikować	N;NOM;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
παρέμειναν	pozostał	παραμένω	pozostać	V;PFV;IND;PL;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
βιβλιοθήκες	biblioteki	βιβλιοθήκη	biblioteka	V;PFV;IND;PL;2;PST;FIN;PASS	N;GEN;FEM;SG
βιβλιοθήκες	bibliotek	βιβλιοθήκη	bibliotek	V;PFV;IND;PL;2;PST;FIN;PASS	N;GEN;FEM;PL
ανακοίνωση	zapowiedź	ανακοίνωση	zapowiedź	N;NOM;FEM;SG	V;IPFV;IND;SG;FIN;ACT
ανακοίνωση	komunikacji	ανακοίνωση	komunikacja	N;NOM;FEM;SG	N;GEN;FEM;SG
ευρύ	szeroki	ευρύς	szeroki	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ευρύ	szeroka	ευρύς	szeroki	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ευρύ	szeroko	ευρύς	szeroko	N;NOM;NEUT;SG	ADV
ευρύ	szerokie	ευρύς	szeroki	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
κόμικς	komiks	κόμικός	komiks	ADV	N;NOM;MASC;SG
κόμικς	komiksów	κόμικός	komiks	ADV	N;GEN;MASC;PL
κόμικς	komiksy	κόμικός	komiks	ADV	N;NOM;MASC;PL
σκάφη	łodzi	σκάφος	łódź	N;NOM;NEUT;PL	
σκάφη	łódki	σκάφος	łódka	N;NOM;NEUT;PL	N;ACC;FEM;SG
γνώσεις	wiedzy	γνώση	wiedza	N;NOM;FEM;PL	N;GEN;FEM;SG
γνώσεις	wiedza	γνώση	wiedza	N;NOM;FEM;PL	N;NOM;FEM;SG
γνώσεις	znajomość	γνώση	znajomość	N;NOM;FEM;PL	N;NOM;FEM;SG
γνώσεις	wiedzę	γνώση	wiedza	N;NOM;FEM;PL	N;ACC;FEM;SG
ζώνες	stref	ζώνη	stref	N;NOM;FEM;PL	
ζώνες	strefy	ζώνη	strefa	N;NOM;FEM;PL	N;ACC;FEM;PL
θύματα	ofiarami	θύμα	ofiara	N;NOM;NEUT;PL	N;INS;FEM;PL
θύματα	ofiar	θύμα	ofiara	N;NOM;NEUT;PL	
επιθετικός	agresywnie	επιθετικός	agresywnie	ADJ;NOM;MASC;SG	ADV
επιθετικός	agresja	επιθετικός	agresja	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
επιθετικός	napastnik	επιθετικός	napastnik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
επιθετικός	striker	επιθετικός	striker	ADJ;NOM;MASC;SG	
πετρούπολη	petersburgu	πετρούπολη	petersburg	PROPN;ACC;FEM;SG	N;ACC;MASC;SG
πνευματικά	duchowy	πνευματικά	duchowy	ADV	ADJ;NOM;MASC;SG
πνευματικά	duchowego	πνευματικά	duchowy	ADV	ADJ;ACC;MASC;SG
πνευματικά	duchowym	πνευματικά	duchowy	ADV	ADJ;INS;MASC;SG
πνευματικά	duchowej	πνευματικά	duchowy	ADV	ADJ;GEN;FEM;SG
πνευματικά	duchowe	πνευματικά	duchowy	ADV	ADJ;NOM;NEUT;SG
λαρούς	larousse	λαρός	larouss	PROPN;NOM;MASC;SG	
άλμα	alma	άλμα	alma	N;NOM;NEUT;SG	
πολιτικούς	politycy	πολιτικός	polityk	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
πολιτικούς	polityków	πολιτικός	polityk	ADJ;NOM;MASC;PL	N;ACC;MASC;PL
δήλωση	deklaracja	δήλωση	deklaracja	N;ACC;FEM;SG	N;NOM;FEM;SG
δήλωση	oświadczenie	δήλωση	oświadczenie	N;ACC;FEM;SG	N;NOM;NEUT;SG
δήλωση	oświadczenia	δήλωση	oświadczenie	N;ACC;FEM;SG	N;NOM;NEUT;SG
δήλωση	stwierdzenie	δήλωση	stwierdzenie	N;ACC;FEM;SG	N;NOM;NEUT;SG
δήλωση	deklaracja	δήλωση	deklaracja	N;ACC;FEM;SG	N;NOM;FEM;SG
δήλωση	oświadczenie	δήλωση	oświadczenie	N;ACC;FEM;SG	N;NOM;NEUT;SG
δήλωση	deklaracje	δήλωση	deklaracja	N;ACC;FEM;SG	N;NOM;FEM;PL
δήλωση	zgłoszenie	δήλωση	zgłosić	N;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
θέα	zobacz	θέα	zobaczyć	N;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
ουκρανίας	ukrainy	ουκρανία	ukrainy	PROPN;GEN;FEM;SG	
ουκρανίας	ukrainę	ουκρανία	ukraina	PROPN;GEN;FEM;SG	N;ACC;FEM;SG
ουκρανίας	ukraina	ουκρανία	ukrainać	PROPN;GEN;FEM;SG	
ουκρανίας	ukrainie	ουκρανία	ukrać	PROPN;GEN;FEM;SG	
ουκρανίας	ukraiński	ουκρανία	ukraiński	PROPN;GEN;FEM;SG	ADJ;NOM;MASC;SG
ηθική	etycznych	ηθικός	etyczny	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
ηθική	etyka	ηθικός	etyka	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
ηθική	etyki	ηθικός	etyk	ADJ;NOM;FEM;SG	
ηθική	morał	ηθικός	morać	ADJ;NOM;FEM;SG	N;ACC;MASC;SG
ηθική	moralność	ηθικός	moralność	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
ηθική	moralności	ηθικός	moralność	ADJ;NOM;FEM;SG	N;GEN;FEM;SG
ηθική	moralność	ηθικός	moralność	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
ηθική	moralności	ηθικός	moralność	ADJ;NOM;FEM;SG	N;GEN;FEM;SG
ηθική	moralność	ηθικός	moralność	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
ξύλο	wood	ξύλο	wood	N;NOM;NEUT;SG	
ξύλο	drewna	ξύλο	drewna	N;NOM;NEUT;SG	
ανάγνωση	czytaj	ανάγνωση	czytać	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
ανάγνωση	czytać	ανάγνωση	czytać	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
ανάγνωση	przeczytaj	ανάγνωση	przeczytać	N;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
ανάγνωση	czytania	ανάγνωση	czytać	N;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
ανάγνωση	czytam	ανάγνωση	czytać	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
ναπολέοντα	napoleon	ναπολέων	napoleon	N;ACC;MASC;SG	
αλή	ali	αλή	ali	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
μαθηματικός	matematyk	μαθηματικός	matematyk	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
λίβερπουλ	liverpoolu	λίβερπουλ	liverpool	PROPN;NOM;FEM;SG	N;GEN;MASC;SG
λίβερπουλ	liverpool	λίβερπουλ	liverpool	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
μιλάνο	milan	μιλάνος	milan	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
μιλάνο	mediolan	μιλάνος	mediolan	PROPN;NOM;NEUT;SG	N;NOM;NEUT;SG
μιλάνο	milano	μιλάνος	milano	PROPN;NOM;NEUT;SG	V;IPFV;IND;PRS;FIN;ACT
νεότερη	młodsi	νέος	młody	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;PL
νεότερη	nowsze	νέος	nowy	ADJ;NOM;CMPR;FEM;SG	V;IPFV;IND;SG;3;FIN;ACT
θερμότητα	upał	θερμότητα	upał	N;NOM;FEM;SG	
θερμότητα	heat	θερμότητα	heat	N;NOM;FEM;SG	
θερμότητα	ciepło	θερμότητα	ciepło	N;NOM;FEM;SG	
θερμότητα	gorąco	θερμότητα	gorąco	N;NOM;FEM;SG	ADV
θερμότητα	ciepła	θερμότητα	ciepło	N;NOM;FEM;SG	
γερουσία	senatu	γερουσία	senat	N;NOM;FEM;SG	N;GEN;MASC;SG
γερουσία	senat	γερουσία	senat	N;NOM;FEM;SG	
αε	roi	αε	roić	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
προσωπικού	personel	προσωπικό	personel	N;GEN;NEUT;SG	N;NOM;MASC;SG
λάρισα	łarisa	λάρισα	łarisa	PROPN;ACC;FEM;SG	
λάρισα	larissa	λάρισα	lariss	PROPN;ACC;FEM;SG	PROPN;NOM;FEM;SG
προκαλώντας	powodujące	προκαλώ	powodować	V;IPFV;V.CVB;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
προκαλώντας	spowodowanie	προκαλώ	spowodować	V;IPFV;V.CVB;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
αργά	późny	αργά	późny	ADV	ADJ;NOM;MASC;SG
αργά	wolno	αργά	wolno	ADV	V;IND;PRS;FIN
εκδήλωση	wydarzenie	εκδήλωση	wydarzenie	N;ACC;FEM;SG	N;NOM;NEUT;SG
εκδήλωση	wydarzenia	εκδήλωση	wydarzenie	N;ACC;FEM;SG	N;NOM;NEUT;PL
εκδήλωση	zdarzenie	εκδήλωση	zdarzenie	N;ACC;FEM;SG	N;NOM;NEUT;SG
αύγουστος	sierpnia	αύγουστος	sierpień	N;NOM;MASC;SG	N;GEN;MASC;SG
αύγουστος	augusta	αύγουστος	augusta	N;NOM;MASC;SG	
αύγουστος	sierpień	αύγουστος	sierpienie	N;NOM;MASC;SG	
καθηγητές	profesorów	καθηγητής	profesor	N;NOM;MASC;PL	N;ACC;MASC;PL
καθηγητές	nauczycielom	καθηγητής	nauczyciel	N;NOM;MASC;PL	N;DAT;MASC;PL
καθηγητές	nauczycielki	καθηγητής	nauczycielka	N;NOM;MASC;PL	N;GEN;FEM;PL
καθηγητές	nauczycieli	καθηγητής	nauczyciel	N;NOM;MASC;PL	N;ACC;MASC;PL
τοπίο	scenerii	τοπίο	scenzria	N;NOM;NEUT;SG	N;GEN;FEM;SG
τοπίο	dekoracje	τοπίο	dekoracja	N;NOM;NEUT;SG	N;NOM;FEM;PL
τοπίο	krajobrazy	τοπίο	krajobraza	N;NOM;NEUT;SG	N;NOM;MASC;PL
τοπίο	krajobrazy	τοπίο	krajobraza	N;NOM;NEUT;SG	N;NOM;MASC;PL
επιτέθηκε	zaatakowana	επιτίθεμαι	zaatakować	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
επιτέθηκε	zaatakowany	επιτίθεμαι	zaatakować	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
επιτέθηκε	zaatakował	επιτίθεμαι	zaatakować	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
επιτέθηκε	zaatakowano	επιτίθεμαι	zaatakować	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
ιερός	świętość	ιερός	świętość	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
ιερός	święty	ιερός	święty	ADJ;NOM;MASC;SG	
ιερός	święte	ιερός	święty	ADJ;NOM;MASC;SG	
όγκο	objętości	όγκος	objętość	N;ACC;MASC;SG	N;GEN;FEM;SG
όγκο	objętość	όγκος	objętość	N;ACC;MASC;SG	N;NOM;FEM;SG
ξεχωριστά	osobne	ξεχωριστώ	osobny	ADV	ADJ;NOM;NEUT;SG
ξεχωριστά	odrębne	ξεχωριστώ	odrębny	ADV	ADJ;NOM;NEUT;SG
ξεχωριστά	oddzielne	ξεχωριστώ	oddzielny	ADV	ADJ;NOM;NEUT;SG
μουσικούς	muzyków	μουσικός	muzyk	ADJ;ACC;MASC;PL	N;ACC;MASC;PL
μουσικούς	muzycy	μουσικός	muzyk	ADJ;ACC;MASC;PL	N;NOM;MASC;PL
άγνωστη	nieznane	άγνωστος	nieznany	ADJ;NOM;FEM;SG	
κατάλληλη	odpowiednie	κατάλληλος	odpowiedni	ADJ;NOM;FEM;SG	V;PFV;IND;SG;FIN;ACT
κατάλληλη	odpowiednie	κατάλληλος	odpowiedni	ADJ;NOM;FEM;SG	V;PFV;IND;SG;FIN;ACT
εξώφυλλο	okładki	εξώφυλλο	okładka	N;NOM;NEUT;SG	N;ACC;FEM;PL
εξώφυλλο	pokrycie	εξώφυλλο	pokrycie	N;NOM;NEUT;SG	
σχεδιασμός	planowania	σχεδιασμός	planowanie	N;NOM;MASC;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
σχεδιασμός	design	σχεδιασμός	design	N;NOM;MASC;SG	
ναυτικών	marynarze	ναυτικός	marynarz	ADJ;GEN;NEUT;PL	N;NOM;MASC;PL
ναυτικών	marynarzy	ναυτικός	marynarz	ADJ;GEN;NEUT;PL	N;GEN;MASC;PL
ναυτικών	marynarze	ναυτικός	marynarz	ADJ;GEN;NEUT;PL	N;NOM;MASC;PL
ναυτικών	marynarzy	ναυτικός	marynarz	ADJ;GEN;NEUT;PL	N;GEN;MASC;PL
ανθρώπινο	człowiek	ανθρώπινος	człowiek	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
ανθρώπινο	human	ανθρώπινος	human	ADJ;NOM;NEUT;SG	
ανθρώπινο	człowieka	ανθρώπινος	człowiek	ADJ;NOM;NEUT;SG	N;ACC;MASC;SG
τζόουνς	jones	τζόουνς	jones	PROPN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
τζόουνς	jonesa	τζόουνς	jones	PROPN;NOM;MASC;SG	
αντόνιο	antonia	αντόνιο	antonia		V;IPFV;IND;SG;PRS;FIN;ACT
αντόνιο	antonio	αντόνιο	antonio		PROPN;NOM;MASC;SG
αδέλφια	rodzeństwo	αδέρφι	rodzeństwo	N;NOM;NEUT;PL	N;NOM;NEUT;SG
αδέλφια	rodzeństwa	αδέρφι	rodzeństwo	N;NOM;NEUT;PL	N;NOM;NEUT;SG
αδέλφια	braci	αδέρφι	brat	N;NOM;NEUT;PL	
σουδάν	sudan	σουδάν	sudan		N;NOM;MASC;SG
σουδάν	sudanie	σουδάν	sudać		N;NOM;NEUT;SG
σουδάν	sudanu	σουδάν	sudan		N;GEN;MASC;SG
εύρος	zasięg	εύρος	zasięg	N;ACC;NEUT;SG	N;NOM;MASC;SG
εύρος	zakres	εύρος	zakres	N;ACC;NEUT;SG	N;NOM;MASC;SG
εύρος	zasięgu	εύρος	zasiąg	N;ACC;NEUT;SG	N;GEN;MASC;SG
εύρος	przedział	εύρος	przedział	N;ACC;NEUT;SG	N;NOM;MASC;SG
θρησκευτικές	religijny	θρησκευτικός	religijny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
θρησκευτικές	religijnych	θρησκευτικός	religijny	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
θρησκευτικές	religia	θρησκευτικός	religia	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
θρησκευτικές	religijna	θρησκευτικός	religijny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
θρησκευτικές	religijne	θρησκευτικός	religijny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
ευρεία	szerokiej	ευρεία	szeroki	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
υποστηρικτές	zwolenników	υποστηρικτής	zwolennik	N;NOM;MASC;PL	N;ACC;MASC;PL
λατρεία	sekty	λατρεία	sekt	N;NOM;FEM;SG	
λατρεία	kultu	λατρεία	kult	N;NOM;FEM;SG	
λατρεία	pokłon	λατρεία	pokłon	N;NOM;FEM;SG	N;ACC;MASC;SG
σύμβαση	umowa	σύμβαση	umowa	N;ACC;FEM;SG	N;NOM;FEM;SG
σύμβαση	zlecenie	σύμβαση	zlecenie	N;ACC;FEM;SG	N;NOM;NEUT;SG
σύμβαση	umowy	σύμβαση	umowa	N;ACC;FEM;SG	
σύμβαση	konwencje	σύμβαση	konwencja	N;ACC;FEM;SG	N;NOM;FEM;PL
σύμβαση	konwencji	σύμβαση	konwencja	N;ACC;FEM;SG	N;GEN;FEM;SG
σύμβαση	konwent	σύμβαση	konwent	N;ACC;FEM;SG	N;NOM;MASC;SG
σύμβαση	zjazd	σύμβαση	zjazd	N;ACC;FEM;SG	N;NOM;MASC;SG
σύμβαση	konwencja	σύμβαση	konwencja	N;ACC;FEM;SG	N;NOM;FEM;SG
κακή	źle	κακός	źle	ADJ;NOM;FEM;SG	ADV
κακή	bad	κακός	bad	ADJ;NOM;FEM;SG	
κακή	zła	κακός	zły	ADJ;NOM;FEM;SG	
κακή	złe	κακός	zły	ADJ;NOM;FEM;SG	
κακή	zły	κακός	zły	ADJ;NOM;FEM;SG	
ορισμός	definicji	ορισμός	definicja	N;NOM;MASC;SG	N;GEN;FEM;SG
ορισμός	definicje	ορισμός	definicja	N;NOM;MASC;SG	N;NOM;FEM;PL
ιταλικό	włochy	ιταλικός	włochy	ADJ;NOM;NEUT;SG	
ιταλικό	włoski	ιταλικός	włoski	ADJ;NOM;NEUT;SG	
ιταλικό	włoch	ιταλικός	wąć	ADJ;NOM;NEUT;SG	
τυχαία	przypadkowe	τυχαίος	przypadkowy	ADV	ADJ;NOM;NEUT;SG
τυχαία	przypadkowa	τυχαίος	przypadkowy	ADV	ADJ;NOM;FEM;SG
τυχαία	przypadkowy	τυχαίος	przypadkowy	ADV	ADJ;NOM;MASC;SG
τυχαία	losowe	τυχαίος	losowy	ADV	ADJ;NOM;NEUT;SG
τυχαία	przypadkowe	τυχαίος	przypadkowy	ADV	ADJ;NOM;NEUT;SG
τυχαία	przypadkowa	τυχαίος	przypadkowy	ADV	ADJ;NOM;FEM;SG
τυχαία	przypadkowy	τυχαίος	przypadkowy	ADV	ADJ;NOM;MASC;SG
πετρελαίου	oleje	πετρέλαιο	olej	N;GEN;NEUT;SG	N;NOM;MASC;PL
πετρελαίου	olej	πετρέλαιο	olej	N;GEN;NEUT;SG	N;NOM;MASC;SG
πετρελαίου	oliwa	πετρέλαιο	oliwa	N;GEN;NEUT;SG	
πετρελαίου	naftowa	πετρέλαιο	naftowy	N;GEN;NEUT;SG	N;NOM;FEM;SG
ντράμερ	perkusista	ντράμερ	perkusista		N;NOM;MASC;SG
ακρωτήριο	cape	ακρωτήριο	capy	N;NOM;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
μέτρησης	pomiar	μέτρηση	pomiar	N;GEN;FEM;SG	N;NOM;MASC;SG
μέτρησης	pomiary	μέτρηση	pomiar	N;GEN;FEM;SG	N;NOM;MASC;PL
σικελίας	sycylii	σικελία	sycylia	PROPN;GEN;FEM;SG	N;GEN;FEM;SG
μπάλα	piłkę	μπάλα	piłka	N;NOM;FEM;SG	N;ACC;FEM;SG
μπάλα	ball	μπάλα	ball	N;NOM;FEM;SG	
μπάλα	kula	μπάλα	kula	N;NOM;FEM;SG	
ξεκινώντας	uruchamianie	ξεκινώ	uruchamiać	V;IPFV;V.CVB;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ξεκινώντας	rozpoczęcie	ξεκινώ	rozpocząć	V;IPFV;V.CVB;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ξεκινώντας	początek	ξεκινώ	początek	V;IPFV;V.CVB;ACT	N;NOM;MASC;SG
διαστήματα	odstępach	διάστημα	odstęp	N;NOM;NEUT;PL	N;DAT;FEM;PL
συνεχείς	ciągła	συνεχής	ciągły	ADJ;NOM;FEM;PL	V;IPFV;FEM;IND;SG;PST;FIN;ACT
συνεχείς	ciągł	συνεχής	ciąg	ADJ;NOM;FEM;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
συνεχείς	ciągły	συνεχής	ciągły	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
συνεχείς	ciągłego	συνεχής	ciągły	ADJ;NOM;FEM;PL	ADJ;ACC;MASC;SG
επισκέπτες	odwiedziny	επισκέπτης	odwiedzina	N;NOM;MASC;PL	N;NOM;FEM;SG
επισκέπτες	gości	επισκέπτης	gość	N;NOM;MASC;PL	N;ACC;MASC;PL
επισκέπτες	odwiedzający	επισκέπτης	odwiedzać	N;NOM;MASC;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
επισκέπτες	odwiedzających	επισκέπτης	odwiedzać	N;NOM;MASC;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
επισκέπτες	gości	επισκέπτης	gość	N;NOM;MASC;PL	N;ACC;MASC;PL
ορίζει	zdefiniowano	ορίζω	zdefiniować	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
συσκευή	urządzenia	συσκευή	urządzenie	N;NOM;FEM;SG	N;NOM;NEUT;PL
απαιτήσεις	wymagania	απαίτηση	wymagać	N;NOM;FEM;PL	N;NOM;NEUT;SG
απαιτήσεις	wymogi	απαίτηση	wymoga	N;NOM;FEM;PL	
απαιτήσεις	żądań	απαίτηση	żądanie	N;NOM;FEM;PL	N;GEN;NEUT;PL
απαιτήσεις	roszczenia	απαίτηση	roszczenie	N;NOM;FEM;PL	N;NOM;NEUT;SG
απαιτήσεις	należności	απαίτηση	należność	N;NOM;FEM;PL	N;ACC;FEM;SG
απαιτήσεις	wierzytelności	απαίτηση	wierzytelność	N;NOM;FEM;PL	N;ACC;FEM;SG
απαιτήσεις	twierdzi	απαίτηση	twierdzić	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
κονγκό	kongo	κονγκός	kongo	PROPN;NOM;NEUT;SG	
κονγκό	konga	κονγκός	kongać	PROPN;NOM;NEUT;SG	
κονγκό	kongijskie	κονγκός	kongijski	PROPN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
υδρογόνο	wodoru	υδρογόνο	wodor	N;NOM;NEUT;SG	N;ACC;MASC;SG
πρόποδες	pogórze	πρόποδος	pogór	N;NOM;MASC;PL	
εβραίοι	żyd	εβραίος	żyd	ADJ;NOM;MASC;PL	N;NOM;MASC;SG
εβραίοι	żydem	εβραίος	żyd	ADJ;NOM;MASC;PL	N;INS;MASC;SG
εβραίοι	żydowskie	εβραίος	żydowski	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
εβραίοι	żydowska	εβραίος	żydowski	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
εβραίοι	żydzi	εβραίος	żydzić	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
εβραίοι	żydowski	εβραίος	żydowski	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
εβραίοι	żydów	εβραίος	żyd	ADJ;NOM;MASC;PL	N;GEN;MASC;PL
εβραίοι	żydzi	εβραίος	żydzić	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
κατάρρευση	podział	κατάρρευση	podziać	N;ACC;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
κατάρρευση	załamanie	κατάρρευση	załamanie	N;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
κατάρρευση	rozbicie	κατάρρευση	rozbić	N;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
κατάρρευση	upadku	κατάρρευση	upadek	N;ACC;FEM;SG	N;GEN;MASC;SG
κατάρρευση	zapaść	κατάρρευση	zapaść	N;ACC;FEM;SG	V;PFV;NFIN;ACT
κινείται	przenoszenie	κινώ	przenosić	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;NEUT;SG;POS;V.MSDR
κινείται	przeprowadzka	κινώ	przeprowadzka	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;FEM;SG
κινείται	przeprowadzki	κινώ	przeprowadzki	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;FEM;PL
εισήχθη	wprowadzone	εισάγω	wprowadzić	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
εισήχθη	wprowadzono	εισάγω	wprowadzić	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
εισήχθη	wprowadzony	εισάγω	wprowadzić	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
εισήχθη	wprowadzona	εισάγω	wprowadzić	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
εισήχθη	przyjęty	εισάγω	przyjąć	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
εισήχθη	przyznał	εισάγω	przyznać	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
επιχείρημα	argumenty	επιχείρημα	argument	N;NOM;NEUT;SG	N;NOM;MASC;PL
χρήσεις	wykorzystuje	χρήση	wykorzystywać	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
χρήσεις	używa	χρήση	używać	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
