категория	категории	категория	категория	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
мъжете	men	мъж	men	N;DEF;MASC;PL	PROPN
човешки	человек	човешки	человек	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
човешки	человека	човешки	человек	ADJ;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
сао	ац	сао	ац	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
леко	полегче	леко	легкий	ADV	ADJ;CMPR
леко	легче	леко	легкий	ADV	ADJ;CMPR
леко	легко	леко	легкий	ADV	ADJ;NEUT;SG
златни	золотая	златен	золотой	ADJ;INDF;PL	ADJ;NOM;FEM;SG
златни	золотой	златен	золотой	ADJ;INDF;PL	ADJ;NOM;MASC;SG
златни	golden	златен	golden	ADJ;INDF;PL	PROPN
златни	золотой	златен	золотой	ADJ;INDF;PL	ADJ;NOM;MASC;SG
златни	золотая	златен	золотой	ADJ;INDF;PL	ADJ;NOM;FEM;SG
златни	gold	златен	gold	ADJ;INDF;PL	PROPN
златни	золото	златен	золото	ADJ;INDF;PL	N;INAN;NOM;NEUT;SG
включен	включенные	включа-(се)	включить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
академията	академии	академия	академия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
вазов	вазов	вазов	ваз	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;PL
златко	златко	златко	златко	N;INDF;MASC;SG	ADV
флорида	флорида	флорида	флорида	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
флорида	флориде	флорида	флорида	PROPN;INDF;FEM;SG	N;INAN;NOM;MASC;SG
йозеф	йозеф	йозеф	йозеф	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
балканите	балканах	балкан	балкан	PROPN;DEF;MASC;PL	N;INAN;ESS;MASC;PL
балканите	балкан	балкан	балкан	PROPN;DEF;MASC;PL	N;INAN;NOM;MASC;SG
нива	уровень	ниво	уровень	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
общността	общины	общност	община	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
общността	сообщества	общност	сообщество	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
широк	широкие	широк	широкий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
успехи	успех	успех	успех	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
успехи	успеха	успех	успех	N;INDF;MASC;PL	N;INAN;GEN;MASC;SG
милан	милан	милан	милан	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
гръцка	греки	гръцки	грек	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
гръцка	греков	гръцки	грек	ADJ;INDF;FEM;SG	N;ANIM;GEN;MASC;PL
построени	построенный	построя-(се)	строить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
построени	построено	построя-(се)	строить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
построени	построена	построя-(се)	строить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
построени	построен	построя-(се)	строить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
построени	построили	построя-(се)	строить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
построени	построено	построя-(се)	строить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
построени	построен	построя-(се)	строить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
нападател	нападавшего	нападател	нападать	N;INDF;MASC;SG	V;PFV;ACC;MASC;SG;PST;V.PTCP;ACT
нападател	личинки	нападател	личинка	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
длъжност	функции	длъжност	функция	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
нека	let	нека	let	PART	PROPN
академик	академических	академик	академический	N;INDF;MASC;SG	ADJ;GEN;PL
адрес	адреса	адрес	адрес	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
марс	марс	марс	марс	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
обявена	объявил	обявя-(се)	объявить	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
обявена	объявили	обявя-(се)	объявить	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
обявена	объявил	обявя-(се)	объявить	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
обявена	объявленные	обявя-(се)	объявить	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
обявена	объявила	обявя-(се)	объявить	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
стои	стою	стоя	стоять	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
собствена	собственных	собствен	собственный	ADJ;INDF;FEM;SG	ADJ;GEN;PL
собствена	собственные	собствен	собственный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
равнина	plain	равнина	plain	N;INDF;FEM;SG	PROPN
равнина	плоскости	равнина	плоскость	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
скала	шкалы	скала	шкала	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
скала	масштабы	скала	масштаб	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
скала	rock	скала	rock	N;INDF;FEM;SG	PROPN
кинг	king	кинг	king	N;INDF;MASC;SG	PROPN
пътят	дорожной	път	дорожный	N;DEF;MASC;SG	ADJ;INS;FEM;SG
пътят	road	път	road	N;DEF;MASC;SG	PROPN
тит	тит	тит	тит	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
крило	крыла	крило	крыло	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
местно	местная	местен	местный	ADV	ADJ;NOM;FEM;SG
местно	локальные	местен	локальный	ADV	ADJ;NOM;PL
местно	местных	местен	местный	ADV	ADJ;GEN;PL
местно	местное	местен	местный	ADV	ADJ;NOM;NEUT;SG
местно	местный	местен	местный	ADV	ADJ;NOM;MASC;SG
местно	местные	местен	местный	ADV	ADJ;NOM;PL
пфалц	пфальц	пфалц	пфальц	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
басейни	бассейны	басеен	бассейн	ADJ;INDF;PL	N;INAN;NOM;MASC;PL
германска	немецкие	германски	немецкий	ADJ;INDF;FEM;SG	ADJ;NOM;PL
германска	немец	германски	немец	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
германска	германии	германски	германия	ADJ;INDF;FEM;SG	N;INAN;ESS;NEUT;SG
замъка	касл	замъкам	касл	N;DEF;MASC;SG	PART
долу	down	долу	down	ADV	PROPN
долу	ниже	долу	низкий	ADV	ADJ;CMPR
чужди	иностранный	чужд	иностранный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
чужди	иностранное	чужд	иностранный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
вирджиния	вирджиния	вирджиния	вирджиние	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
околната	окружающего	околен	окружать	ADJ;DEF;FEM;SG	V;IPFV;GEN;MASC;SG;PRS;V.PTCP;ACT
поздрави	приветствия	поздравя	приветствие	V;PFV;IMP;SG;2;FIN	N;INAN;NOM;NEUT;PL
поздрави	привет	поздравя	привет	V;PFV;IMP;SG;2;FIN	
поздрави	приветствую	поздравя	приветствовать	V;PFV;IMP;SG;2;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
разград	разград	разград	разград	PROPN;INDF;MASC;SG	
силни	сильный	силен	сильный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
силни	сильная	силен	сильный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
силни	сильна	силен	сильный	ADJ;INDF;PL	ADJ;FEM;SG
силни	сильное	силен	сильный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
ханс	ханс	ханс	ханс	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
ханс	ганс	ханс	ганс	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
приходи	доход	приход	доход	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
приходи	заработок	приход	заработок	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
приходи	прибыль	приход	прибыль	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
приходи	доход	приход	доход	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
приходи	выручка	приход	выручка	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
наименование	конфессии	наименование	конфессия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
определено	определённо	определено	определённо	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADV
определено	однозначно	определено	однозначно	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADV
определено	определенно	определено	определенно	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADV
фирма	company	фирма	company	N;INDF;FEM;SG	PROPN
фирма	компании	фирма	компания	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
многобройни	несколько	многоброен	несколько	ADJ;INDF;PL	ADV
отделно	отдельная	отделно	отдельный	ADV	ADJ;NOM;FEM;SG
отделно	отделить	отделно	отделить	ADV	V;PFV;NFIN;ACT
отделно	отдельный	отделно	отдельный	ADV	ADJ;NOM;MASC;SG
отделно	отдельное	отделно	отдельный	ADV	ADJ;NOM;NEUT;SG
държавно	штат	държавен	штат	ADV	N;INAN;NOM;MASC;SG
държавно	состояние	държавен	состояние	ADV	N;INAN;NOM;NEUT;SG
държавно	государство	държавен	государство	ADV	N;INAN;NOM;NEUT;SG
полузащитник	полузащитник	полузащитник	полузащитник	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
язовир	дам	язовир	дать	N;INDF;MASC;SG	
язовир	плотины	язовир	плотина	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
намери	найдите	намеря-(се)	найти	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
намери	найди	намеря-(се)	найти	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
франциско	франциско	франциско	франциский	N;INDF;MASC;SG	ADV
франциско	франсиско	франциско	франсиский	N;INDF;MASC;SG	ADV
макс	max	макс	max	N;INDF;MASC;SG	PROPN
макс	макс	макс	макс	N;INDF;MASC;SG	
лазар	лазарь	лазар	лазарь	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
лазар	лазар	лазар	лазар	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
антонио	антонио	антонио	антонио	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
шампиони	champs	шампион	champs	N;INDF;MASC;PL	PROPN
западен	запад	западя-(се)	запад	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;INAN;NOM;MASC;SG
западен	уэст	западя-(се)	уэст	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PART
западен	западная	западя-(се)	западный	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
западен	западный	западя-(се)	западный	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
западен	вест	западя-(се)	вест	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;INAN;NOM;MASC;SG
западен	западная	западя-(се)	западный	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
западен	западные	западя-(се)	западный	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL
западен	западной	западя-(се)	западный	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INS;FEM;SG
западен	западный	западя-(се)	западный	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
западен	западное	западя-(се)	западный	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
лични	личная	личен	личный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
лични	личное	личен	личный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
лични	личного	личен	личный	ADJ;INDF;PL	ADJ;GEN;MASC;SG
лични	личный	личен	личный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
пълен	полные	пълен	полный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
пълен	завершить	пълен	завершить	ADJ;INDF;MASC;SG	V;PFV;NFIN;ACT
растение	растения	растение	растение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
растение	растений	растение	растение	N;INDF;NEUT;SG	N;INAN;GEN;NEUT;PL
собствени	собственная	собствен	собственный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
собствени	собственный	собствен	собственный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
собствени	собственное	собствен	собственный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
пряко	прямая	пряко	прямой	ADV	ADJ;NOM;FEM;SG
пряко	direct	пряко	direct	ADV	PROPN
пряко	прямые	пряко	прямой	ADV	ADJ;NOM;PL
пряко	директ	пряко	директ	ADV	N;INAN;NOM;MASC;SG
девет	nine	девет	nine	NUM;INDF;PL	PROPN
консулство	консульства	консулство	консульство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
долно	низкий	долен	низкий	ADV	ADJ;NOM;MASC;SG
долно	низкая	долен	низкий	ADV	ADJ;NOM;FEM;SG
долно	низким	долен	низкий	ADV	ADJ;INS;NEUT;SG
долно	низкое	долен	низкий	ADV	ADJ;NOM;NEUT;SG
спира	остановки	спирам-(се)	остановка	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
спира	останавливается	спирам-(се)	останавливаться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
спира	прекращается	спирам-(се)	прекращаться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
армии	армии	армия	армия	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
приключва	концы	приключвам	конец	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
приключва	заканчивается	приключвам	заканчиваться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
физически	физически	физически	физически	ADJ;INDF;MASC;SG	ADV
физически	физические	физически	физический	ADJ;INDF;MASC;SG	ADJ;NOM;PL
икономическа	экономические	икономически	экономический	ADJ;INDF;FEM;SG	ADJ;NOM;PL
сърцето	heart	сърце	heart	N;DEF;NEUT;SG	PROPN
естествено	естественно	естествено	естественный	ADV	ADJ;NEUT;SG
максим	максим	максим	максим	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
максим	максим	максим	максим	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
максим	максим	максим	максим	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
цикъл	циклы	цикъл	цикл	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
издадени	выпущено	издам-(се)	выпустить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
издадени	издан	издам-(се)	издать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
издадени	выдано	издам-(се)	выдать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
дон	дон	дон	дон	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
дон	don	дон	don	PROPN;INDF;MASC;SG	PROPN
дон	дона	дон	дон	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
дон	дону	дон	дон	PROPN;INDF;MASC;SG	N;INAN;DAT;MASC;SG
родопи	родопи	родощ	родопь	N;INDF;MASC;SG	
беларус	беларусь	беларус	беларусь	PROPN;INDF;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;MID
беларус	белорусские	беларус	белорусский	PROPN;INDF;MASC;SG	ADJ;NOM;PL
лен	лен	лен	лен	N;INDF;MASC;SG	
югозападна	юго	югозападен	южный	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;SG
напрежение	напряжения	напрежение	напряжение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
пояснение	значения	пояснение	значение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
пояснение	пояснения	пояснение	пояснение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
историческа	исторические	исторически	исторический	ADJ;INDF;FEM;SG	ADJ;NOM;PL
историческа	исторических	исторически	исторический	ADJ;INDF;FEM;SG	ADJ;GEN;PL
историческа	исторические	исторически	исторический	ADJ;INDF;FEM;SG	ADJ;NOM;PL
активни	активная	активен	активный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
активни	активный	активен	активный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
активни	активное	активен	активный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
реакция	реакции	реакция	реакция	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
математика	математики	математика	математика	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
професионална	professional	професионален	professional	ADJ;INDF;FEM;SG	PROPN
професионална	профессионал	професионален	профессионал	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
площад	квадратный	площад	квадратный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
рекорд	записать	рекорд	записать	N;INDF;MASC;SG	V;PFV;NFIN;ACT
рекорд	записывать	рекорд	записывать	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
нещата	вещи	някой	вещь	PRO;NOM;DEF;PL	N;INAN;NOM;FEM;PL
антарктика	антарктики	антарктика	антарктика	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
марков	марков	марков	марк	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
местния	отборочных	местен	отборочный	ADJ;DEF;MASC;SG	ADJ;GEN;PL
естония	эстонии	естония	эстония	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
естония	эстония	естония	эстония	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
коалиция	коалиции	коалиция	коалиция	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
подкрепя	поддерживаются	подкрепя	поддерживать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
подкрепя	поддерживается	подкрепя	поддерживать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
нато	нато	нато	нато	PROPN;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
вълна	шерсти	вълна	шерсть	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
вълна	волны	вълна	волна	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
доброволци	доброволец	доброволец	доброволец	N;INDF;MASC;PL	N;ANIM;NOM;MASC;SG
частни	частное	частен	частный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
частни	частный	частен	частный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
частни	частная	частен	частный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
частни	частного	частен	частный	ADJ;INDF;PL	ADJ;GEN;MASC;SG
частни	личное	частен	личный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
тече	вытекающих	тека	вытекать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
печелят	заработать	печеля	заработать	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
външен	открытый	външен	открыть	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
външен	внешние	външен	внешний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
външен	внешних	външен	внешний	ADJ;INDF;MASC;SG	ADJ;GEN;PL
союз	союз	союз	союз	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
задължително	обязательных	задължително	обязательный	ADV	ADJ;GEN;PL
задължително	обязательное	задължително	обязательный	ADV	ADJ;NOM;NEUT;SG
задължително	обязательна	задължително	обязательный	ADV	ADJ;FEM;SG
задължително	обязательные	задължително	обязательный	ADV	ADJ;NOM;PL
задължително	обязательная	задължително	обязательный	ADV	ADJ;NOM;FEM;SG
задължително	обязательный	задължително	обязательный	ADV	ADJ;NOM;MASC;SG
задължително	обязательное	задължително	обязательный	ADV	ADJ;NOM;NEUT;SG
задължително	обязательный	задължително	обязательный	ADV	ADJ;NOM;MASC;SG
задължително	обязательные	задължително	обязательный	ADV	ADJ;NOM;PL
задължително	обязательная	задължително	обязательный	ADV	ADJ;NOM;FEM;SG
развиват	развить	развивам-(се)	развить	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
ерик	эрик	ерик	эрик	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
ерик	эрик	ерик	эрик	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
древни	древний	древен	древний	ADJ;INDF;PL	ADJ;NOM;MASC;SG
древни	древняя	древен	древний	ADJ;INDF;PL	ADJ;NOM;FEM;SG
древни	оригиналы	древен	оригинал	ADJ;INDF;PL	N;INAN;NOM;MASC;PL
нигерия	нигерии	нигерия	нигерия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;PL
нигерия	нигерию	нигерия	нигерие	PROPN;INDF;FEM;SG	N;INAN;ACC;FEM;SG
нигерия	нигерия	нигерия	нигерий	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
хосе	жозе	хосе	жозе	PROPN;MASC	N;INAN;NOM;FEM;SG
хосе	хосе	хосе	хосе	PROPN;MASC	N;INAN;NOM;MASC;SG
хосе	жозе	хосе	жозе	PROPN;MASC	N;INAN;NOM;FEM;SG
хосе	хосе	хосе	хосе	PROPN;MASC	N;INAN;NOM;MASC;SG
създадено	созданные	създам	создать	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
джо	джо	джо	джо	PROPN;INDF;MASC;SG	PART
социална	социальные	социален	социальный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
бележки	отмечает	бележка	отмечать	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
електрически	электрические	електрически	электрический	ADJ;INDF;MASC;SG	ADJ;NOM;PL
електрически	электрических	електрически	электрический	ADJ;INDF;MASC;SG	ADJ;GEN;PL
електрически	электрик	електрически	электрик	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
електрически	electric	електрически	electric	ADJ;INDF;MASC;SG	PROPN
подобна	похожие	подобен	похожий	ADJ;INDF;FEM;SG	ADJ;NOM;PL
подобна	аналогичные	подобен	аналогичный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
подобна	схожие	подобен	схожий	ADJ;INDF;FEM;SG	ADJ;NOM;PL
момиче	girl	момиче	girl	N;INDF;NEUT;SG	PROPN
светци	святые	светц	святой	N;INDF;MASC;PL	ADJ;NOM;PL
отбрана	обороны	отбрана	оборона	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
отбрана	обороны	отбрана	оборона	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
ниско	низкий	ниско	низкий	ADV	ADJ;NOM;MASC;SG
ниско	низкая	ниско	низкий	ADV	ADJ;NOM;FEM;SG
ниско	низким	ниско	низкий	ADV	ADJ;INS;NEUT;SG
ниско	низкое	ниско	низкий	ADV	ADJ;NOM;NEUT;SG
плодове	фрукт	плод	фрукт	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
плодове	плод	плод	плод	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
анри	анри	анри	анри	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
флоренция	флоренции	флоренция	флоренция	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
финансови	финансы	финансов	финансы	ADJ;INDF;PL	N;INAN;NOM;MASC;PL
финансови	финансовая	финансов	финансовый	ADJ;INDF;PL	ADJ;NOM;FEM;SG
значителни	существенная	значителен	существенный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
значителни	существенный	значителен	существенный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
значителни	существенное	значителен	существенный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
значителни	значительное	значителен	значительный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
значителни	значительный	значителен	значительный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
либия	ливийская	либия	ливийский	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
либия	ливии	либия	ливия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
стабилна	стабильно	стабилен	стабильно	ADJ;INDF;FEM;SG	ADV
практически	практических	практически	практический	ADJ;INDF;MASC;SG	ADJ;GEN;PL
практически	практические	практически	практический	ADJ;INDF;MASC;SG	ADJ;NOM;PL
практически	практически	практически	практически	ADJ;INDF;MASC;SG	ADV
изпълнител	artist	изпълнител	artist	N;INDF;MASC;SG	PROPN
температурата	температуры	температура	температура	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
разрешение	разрешить	разрешение	разрешить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
разрешение	разрешите	разрешение	разрешить	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;FIN;ACT
бих	биг	съм	биг	V;IPFV;COND;SG;1;FIN	
представен	представил	представя-(се)	представить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
автоматично	auto	автоматично	auto	ADV	PROPN
автоматично	авто	автоматично	авто	ADV	N;INAN;NOM;NEUT;SG
автоматично	автоматические	автоматично	автоматический	ADV	ADJ;NOM;PL
автоматично	автоматическое	автоматично	автоматический	ADV	ADJ;NOM;NEUT;SG
автоматично	автоматический	автоматично	автоматический	ADV	ADJ;NOM;MASC;SG
автоматично	автоматическая	автоматично	автоматический	ADV	ADJ;NOM;FEM;SG
автоматично	автоматического	автоматично	автоматический	ADV	ADJ;GEN;MASC;SG
полети	муха	полет	муха	N;INDF;MASC;PL	N;ANIM;NOM;FEM;SG
полети	лети	полет	лето	N;INDF;MASC;PL	V;IPFV;IMP;SG;2;FIN;ACT
полети	летать	полет	летать	N;INDF;MASC;PL	V;IPFV;NFIN;ACT
преглед	пересмотреть	преглед	пересмотреть	N;INDF;MASC;SG	V;PFV;NFIN;ACT
преглед	посмотреть	преглед	смотреть	N;INDF;MASC;SG	V;PFV;NFIN;ACT
преглед	просмотреть	преглед	просмотреть	N;INDF;MASC;SG	V;PFV;NFIN;ACT
разделени	разделились	разделя-(се)	разделиться	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;MID
разделени	отдельная	разделя-(се)	отдельный	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG
разделени	отделить	разделя-(се)	отделить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NFIN;ACT
разделени	отдельный	разделя-(се)	отдельный	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;SG
разделени	отдельное	разделя-(се)	отдельный	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG
