din	from	din	from	ADP;ACC	N
global	globales	global	global	ADJ;INDF;MASC;SG	ADJ;PL
sarbi	serbios	sarb	serbio	N;INDF;MASC;SG	N;MASC;PL
sarbi	serbios	sarb	serbio	N;INDF;MASC;SG	N;MASC;PL
activi	activos	activ	activo	ADJ;INDF;MASC;PL	N;MASC;PL
activi	activo	activ	activo	ADJ;INDF;MASC;PL	ADJ;MASC;SG
activi	activa	activ	activo	ADJ;INDF;MASC;PL	ADJ;FEM;SG
doresc	desea	dori	desear	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
doresc	deseo	dori	desear	V;IND;PL;3;PRS;FIN	V;IND;SG;1;PRS;FIN
doresc	desearía	dori	desear	V;IND;PL;3;PRS;FIN	V;COND;SG;3;FIN
doresc	desee	dori	desear	V;IND;PL;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
minas	minas	minas	mina	N;INDF;MASC;SG	N;FEM;PL
secundar	secundarios	secundar	secundario	ADJ;INDF;MASC;SG	N;MASC;PL
secundar	secundarias	secundar	secundario	ADJ;INDF;MASC;SG	ADJ;FEM;PL
frederick	federico	frederick	federico	N;INDF;MASC;SG	ADJ;MASC;SG
dezvolta	desarrolla	dezvolta	desarrollar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
dezvolta	desarrolle	dezvolta	desarrollar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
dezvolta	desarrollarse	dezvolta	desarrollar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
dezvolta	desarrolla	dezvolta	desarrollar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
dezvolta	desarrolle	dezvolta	desarrollar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
dezvolta	desarrollarse	dezvolta	desarrollar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
dezvolta	desarrolla	dezvolta	desarrollar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
licenta	licencias	licentă	licencia	N;DEF;FEM;SG	N;FEM;PL
licenta	licencias	licentă	licencia	N;DEF;FEM;SG	N;FEM;PL
licenta	licencias	licentă	licencia	N;DEF;FEM;SG	N;FEM;PL
comert	intercambios	comert	intercambio	N;INDF;MASC;SG	N;MASC;PL
initiat	iniciadas	initia	iniciado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
initiat	iniciados	initia	iniciado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
initiat	iniciadas	initia	iniciado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
initiat	iniciados	initia	iniciado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
long	largos	long	largo		ADJ;MASC;PL
long	largo	long	largo		ADJ;MASC;SG
long	larga	long	largo		ADJ;FEM;SG
urgenta	urgente	urgent	urgente	N;DEF;FEM;SG	ADJ;SG
urgenta	urgencias	urgent	urgencia	N;DEF;FEM;SG	N;FEM;PL
urgenta	emergencias	urgent	emergencia	N;DEF;FEM;SG	N;FEM;PL
urgenta	urge	urgent	urge	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
urgenta	urgentes	urgent	urgente	N;DEF;FEM;SG	ADJ;PL
urgenta	urgente	urgent	urgente	N;DEF;FEM;SG	ADJ;SG
urgenta	urgente	urgent	urgente	N;DEF;FEM;SG	ADJ;SG
urgenta	urgencias	urgent	urgencia	N;DEF;FEM;SG	N;FEM;PL
urgenta	emergencias	urgent	emergencia	N;DEF;FEM;SG	N;FEM;PL
memorie	recuerdos	memorie	recuerdo	N;INDF;FEM;SG	N;MASC;PL
memorie	recuerdo	memorie	recordar	N;INDF;FEM;SG	V;IND;SG;1;PRS;FIN
lewis	lewis	lewis	lewi	PROPN	PROPN
josef	josef	josef	josef	PROPN	N;MASC;SG
josef	josé	josef	josé	PROPN	PROPN
difuzat	transmisión	difuza	transmisión	ADJ;INDF;MASC;SG	N;FEM;SG
difuzat	radiodifusión	difuza	radiodifusión	ADJ;INDF;MASC;SG	N;FEM;SG
difuzat	emisión	difuza	emisión	ADJ;INDF;MASC;SG	N;FEM;SG
difuzat	transmision	difuza	transmision	ADJ;INDF;MASC;SG	N;FEM;SG
difuzat	difusión	difuza	difusión	ADJ;INDF;MASC;SG	N;FEM;SG
difuzat	emitió	difuza	emitir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
parlamentare	parlamentaria	parlamentar	parlamentario	ADJ;INDF;FEM;PL	ADJ;FEM;SG
parlamentare	parlamentario	parlamentar	parlamentario	ADJ;INDF;FEM;PL	N;MASC;SG
parlamentare	parlamentarios	parlamentar	parlamentario	ADJ;INDF;FEM;PL	N;MASC;PL
earth	terrestre	earth	terrestre	N	ADJ;SG
schleswig	schleswig	schleswig	schleswig	PROPN	N;MASC;SG
ain	ain	ain	ain		N;MASC;SG
amphoe	amphoe	amphoe	amphoe	PROPN	
siria	siria	sirie	sirio	N;DEF;FEM;SG	ADJ;FEM;SG
prusiei	prusia	prusie	prusia	PROPN;DEF;FEM;SG	N;FEM;SG
rose	rose	rosă	rose	PROPN	N
rose	rosa	rosă	rosa	PROPN	N;FEM;SG
schimbare	cambios	schimbare	cambio	N;INDF;FEM;SG	N;MASC;PL
schimbare	cambiar	schimbare	cambiar	N;INDF;FEM;SG	V;NFIN
schimbare	cambia	schimbare	cambiar	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
evreu	judías	evreu	judía	N;INDF;MASC;SG	N;FEM;PL
evreu	judía	evreu	judío	N;INDF;MASC;SG	ADJ;FEM;SG
evreu	judíos	evreu	judío	N;INDF;MASC;SG	N;MASC;PL
evreu	judía	evreu	judío	N;INDF;MASC;SG	ADJ;FEM;SG
entertainment	espectáculos	entertainment	espectáculo	N;INDF;MASC;SG	N;MASC;PL
castigatoare	ganar	castigatoare	ganar	ADJ;INDF;FEM	V;NFIN
castigatoare	ganando	castigatoare	ganar	ADJ;INDF;FEM	V;V.MSDR
imperiale	imperial	imperial	imperial	ADJ;INDF;FEM;PL	ADJ;SG
propune	proponga	propune	proponer	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
propune	proponen	propune	proponer	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
propune	propondrá	propune	proponer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;FUT;FIN
ocazie	oportunidades	ocazie	oportunidad	N;INDF;FEM;SG	N;FEM;PL
albania	albania	albania	albania	PROPN	N;FEM;SG
calculator	calculadoras	calculator	calculador	N;INDF;MASC;SG	N;FEM;PL
calculator	computadoras	calculator	computador	N;INDF;MASC;SG	N;FEM;PL
calculator	ordenadores	calculator	ordenador	N;INDF;MASC;SG	N;MASC;PL
vertical	verticalmente	vertical	verticalmente	ADJ;INDF;MASC;SG	ADV
vertical	verticalmente	vertical	verticalmente	ADJ;INDF;MASC;SG	ADV
vertical	verticales	vertical	vertical	ADJ;INDF;MASC;SG	ADJ;PL
alege	elija	alege	elegir		V;IND;SG;3;PRS;FIN
alege	escoja	alege	escoger		V;SBJV;SG;3;PRS;FIN
alege	elegir	alege	elegir		V;NFIN
alege	elige	alege	elegir		V;IND;SG;3;PRS;FIN
alege	seleccione	alege	seleccionar		V;IMP;SG;3;FIN
alege	elegir	alege	elegir		V;NFIN
alege	pick	alege	pick		N;SG
medical	medico	medical	medico	ADJ;INDF;MASC;SG	N;MASC;SG
medical	médicas	medical	médico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
medical	médicos	medical	médico	ADJ;INDF;MASC;SG	N;MASC;PL
medical	medicina	medical	medicina	ADJ;INDF;MASC;SG	N;FEM;SG
medical	médico	medical	médico	ADJ;INDF;MASC;SG	N;MASC;SG
stiri	noticias	stire	noticia		N;FEM;PL
stiri	novedades	stire	novedad		N;FEM;PL
stiri	noticia	stire	noticia		N;FEM;SG
stiri	noticias	stire	noticia		N;FEM;PL
stiri	novedades	stire	novedad		N;FEM;PL
stiri	noticia	stire	noticia		N;FEM;SG
stiri	noticias	stire	noticia		N;FEM;PL
stiri	novedades	stire	novedad		N;FEM;PL
stiri	noticia	stire	noticia		N;FEM;SG
brad	brad	brad	brad	N;INDF;MASC;SG	PROPN
multiple	múltiple	multiplu	múltiple	ADJ;INDF;FEM;PL	ADJ;SG
grea	heavy	greu	heavy	ADJ;INDF;FEM;SG	N;MASC;SG
grea	pesadas	greu	pesado	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
grea	pesados	greu	pesado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
ian	lan	ian	el		N;FEM;SG
ian	lan	ian	el		N;FEM;SG
ian	ian	ian	ir		PROPN
aude	aude	auzi	aude	V;IND;SG;3;PRS;FIN	N;MASC;SG
pericol	peligros	pericol	peligro	N;INDF;MASC;SG	N;MASC;PL
anca	anca	anca	anca	PROPN	N;FEM;SG
iesit	salido	iesi	salir	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vienne	vienne	viannă	vienne	PROPN	N;MASC;SG
gustav	gustav	gustav	gustav	PROPN	N;SG
gustav	gustavo	gustav	gustavo	PROPN	
barbat	masculino	barbat	masculino	N;INDF;MASC;SG	ADJ;MASC;SG
barbat	machos	barbat	macho	N;INDF;MASC;SG	N;MASC;PL
barbat	masculino	barbat	masculino	N;INDF;MASC;SG	ADJ;MASC;SG
barbat	machos	barbat	macho	N;INDF;MASC;SG	N;MASC;PL
sticla	vidrios	sticlă	vidrio	N;DEF;FEM;SG	N;MASC;PL
sticla	vidrios	sticlă	vidrio	N;DEF;FEM;SG	N;MASC;PL
carlo	carlo	carlo	carlo	PROPN	PROPN
calabria	calabria	calabrie	calabria	PROPN	N;FEM;SG
materialul	materiales	material	material	N;DEF;MASC;SG	N;MASC;PL
latime	anchura	latimă	anchura		N;FEM;SG
latime	ancho	latimă	ancho		N;MASC;SG
mobile	movil	mobil	movil	N;INDF;FEM;PL	N;MASC;SG
mobile	móvil	mobil	móvil	N;INDF;FEM;PL	N;SG
mobile	celular	mobil	celular	N;INDF;FEM;PL	ADJ;SG
distrugerea	destruyendo	distrugere	destruir	N;DEF;FEM;SG	V;V.MSDR
distrugerea	destruir	distrugere	destruir	N;DEF;FEM;SG	V;NFIN
alesi	electo	ales	electo	ADJ;INDF;MASC;PL	N;MASC;SG
alesi	elegido	ales	elegido	ADJ;INDF;MASC;PL	ADJ;MASC;SG;V.PTCP
alesi	elegida	ales	elegido	ADJ;INDF;MASC;PL	ADJ;FEM;SG;V.PTCP
apartin	perteneces	apartin	pertenez	V;IND;PL;3;PRS;FIN	V;IND;SG;2;PRS;FIN
universul	universe	univers	universe	N;DEF;MASC;SG	
socialiste	socialistas	socialist	socialista	ADJ;INDF;FEM;PL	N;PL
socialiste	socialista	socialist	socialista	ADJ;INDF;FEM;PL	N;SG
festivalului	festivales	festival	festival	N;DEF;MASC;SG	N;MASC;PL
traditie	tradiciones	traditie	tradición	N;INDF;FEM;SG	N;FEM;PL
traditie	tradiciones	traditie	tradición	N;INDF;FEM;SG	N;FEM;PL
interpretarea	interpretando	interpretare	interpretar	N;DEF;FEM;SG	V;V.MSDR
interpretarea	intérpretes	interpretare	intérprete	N;DEF;FEM;SG	N;PL
interpretarea	interpretar	interpretare	interpretar	N;DEF;FEM;SG	V;NFIN
industrial	industriales	industrial	industrial	ADJ;INDF;MASC;SG	ADJ;PL
biroul	oficinas	birou	oficina	N;DEF;MASC;SG	N;FEM;PL
executiv	executive	executiv	executive	ADJ;INDF;MASC;SG	N;SG
executiv	ejecutiva	executiv	ejecutiva	ADJ;INDF;MASC;SG	N;FEM;SG
executiv	ejecutivos	executiv	ejecutivo	ADJ;INDF;MASC;SG	N;MASC;PL
executiv	ejecutivas	executiv	ejecutivo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
executiv	ejecutivo	executiv	ejecutivo	ADJ;INDF;MASC;SG	N;MASC;SG
soldat	soldados	soldat	soldado	N;INDF;MASC;SG	N;MASC;PL
soldat	soldado	soldat	soldado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
antica	antiguo	antic	antiguo	N;DEF;FEM;SG	ADJ;MASC;SG
antica	antigüedades	antic	antigüedad	N;DEF;FEM;SG	N;FEM;PL
antica	antiguas	antic	antiguo	N;DEF;FEM;SG	ADJ;FEM;PL
antica	antigua	antic	antiguo	N;DEF;FEM;SG	ADJ;FEM;SG
antica	antiguo	antic	antiguo	N;DEF;FEM;SG	ADJ;MASC;SG
antica	antiguas	antic	antiguo	N;DEF;FEM;SG	ADJ;FEM;PL
antica	antiguos	antic	antiguo	N;DEF;FEM;SG	ADJ;MASC;PL
antica	antigua	antic	antiguo	N;DEF;FEM;SG	ADJ;FEM;SG
apel	apelaciones	apel	apelación	N;INDF;MASC;SG	N;FEM;PL
apel	apelar	apel	apelar	N;INDF;MASC;SG	V;NFIN
apel	atractivo	apel	atractivo	N;INDF;MASC;SG	ADJ;MASC;SG
apel	llamada	apel	llamado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
apel	llame	apel	llamar	N;INDF;MASC;SG	V;IMP;SG;3;FIN
apel	llamar	apel	llamar	N;INDF;MASC;SG	V;NFIN
apel	llama	apel	llamar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
mesajul	mensajes	mesaj	mensaje	N;DEF;MASC;SG	N;MASC;PL
exprima	expresa	exprima	expresar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
exprima	expresas	exprima	expresa	V;IND;SG;3;IPFV;FIN	ADJ;FEM;PL
exprima	express	exprima	express	V;IND;SG;3;IPFV;FIN	N;MASC
exprima	expreso	exprima	expreso	V;IND;SG;3;IPFV;FIN	ADJ;MASC;SG
exprima	expresa	exprima	expresar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
exprima	exprés	exprima	exprés	V;IND;SG;3;IPFV;FIN	
exprima	expresas	exprima	expresa	V;IND;SG;3;IPFV;FIN	ADJ;FEM;PL
exprima	express	exprima	express	V;IND;SG;3;IPFV;FIN	N;MASC
exprima	expreso	exprima	expreso	V;IND;SG;3;IPFV;FIN	ADJ;MASC;SG
exprima	expresa	exprima	expresar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
exprima	exprés	exprima	exprés	V;IND;SG;3;IPFV;FIN	
sters	eliminados	sters	eliminado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
sters	eliminados	sters	eliminado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
stan	stan	stan	star	PROPN	PROPN
pretutindeni	dondequiera	pretutinden	dondequir	ADJ;INDF;MASC;PL	ADV
mort	muertos	mort	muerto	ADJ;INDF;MASC;SG	N;MASC;PL
mort	dead	mort	dead	ADJ;INDF;MASC;SG	N
manche	manche	manche	manche	N;INDF;FEM;SG	V;IMP;SG;3;FIN
palestina	palestinos	palestina	palestino	N;DEF;FEM;SG	N;MASC;PL
palestina	palestina	palestina	palestino	N;DEF;FEM;SG	ADJ;FEM;SG
vreodata	ever	vreodată	ever		N
asemanator	similares	asemanator	similar	ADJ;INDF;MASC;SG	ADJ;PL
asemanator	parecidos	asemanator	parecido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
asemanator	similares	asemanator	similar	ADJ;INDF;MASC;SG	ADJ;PL
asemanator	parecidos	asemanator	parecido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
capital	capitales	capital	capital	N;INDF;MASC;SG	N;MASC;PL
fondatorul	fundadores	fondator	fundador	N;DEF;MASC;SG	N;MASC;PL
fondatorul	fundadora	fondator	fundadora	N;DEF;MASC;SG	ADJ;FEM;SG
atlantic	atlántico	atlantic	atlántico	ADV	ADJ;MASC;SG
atlantic	atlántica	atlantic	atlántico	ADV	ADJ;FEM;SG
atacuri	ataca	atac	atacar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
dovada	evidencias	dovadă	evidencia	N;DEF;FEM;SG	N;FEM;PL
dovada	pruebas	dovadă	prueba	N;DEF;FEM;SG	N;FEM;PL
dovada	pruebas	dovadă	prueba	N;DEF;FEM;SG	N;FEM;PL
dovada	evidencias	dovadă	evidencia	N;DEF;FEM;SG	N;FEM;PL
dovada	pruebas	dovadă	prueba	N;DEF;FEM;SG	N;FEM;PL
dovada	pruebas	dovadă	prueba	N;DEF;FEM;SG	N;FEM;PL
sovietici	soviéticos	sovietic	soviético	ADJ;INDF;MASC;PL	N;MASC;PL
sovietici	soviético	sovietic	soviético	ADJ;INDF;MASC;PL	ADJ;MASC;SG
sovietici	soviéticos	sovietic	soviético	ADJ;INDF;MASC;PL	N;MASC;PL
sovietici	soviética	sovietic	soviético	ADJ;INDF;MASC;PL	ADJ;FEM;SG
georgescu	georgescu	georgescu	georgescu	PROPN	
amsterdam	ámsterdam	amsterda	ámsterdam	PROPN	N;MASC;SG
amsterdam	amsterdam	amsterda	amsterdam	PROPN	N;MASC;SG
complexe	complejos	complex	complejo	ADJ;INDF;FEM;PL	N;MASC;PL
complexe	compleja	complex	complejo	ADJ;INDF;FEM;PL	ADJ;FEM;SG
complexe	complejo	complex	complejo	ADJ;INDF;FEM;PL	ADJ;MASC;SG
complexe	complejos	complex	complejo	ADJ;INDF;FEM;PL	N;MASC;PL
respins	despedidos	respinge	despedido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
respins	desestimó	respinge	desestimar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
respins	despedida	respinge	despedida	ADJ;INDF;MASC;SG	N;FEM;SG
respins	rechazados	respinge	rechazado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
documentare	documental	documentare	documental	N;INDF;FEM;PL	ADJ;SG
canadian	canadiense	canadian	canadiense	ADJ;INDF;MASC;SG	N;SG
canadian	canadienses	canadian	canadiense	ADJ;INDF;MASC;SG	N;PL
explica	explique	explica	explicar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
explica	expliquen	explica	explicar	V;IND;SG;3;IPFV;FIN	V;IMP;PL;3;FIN
explica	explica	explica	explicar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
explica	explica	explica	explicar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
explica	explique	explica	explicar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
explica	expliquen	explica	explicar	V;IND;SG;3;IPFV;FIN	V;IMP;PL;3;FIN
explica	explica	explica	explicar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
suplimentare	adicional	suplimentar	adicional	ADJ;INDF;FEM;PL	ADJ;SG
fenomen	fenómenos	fenomen	fenómeno	N;INDF;MASC;SG	N;MASC;PL
campionat	campeonatos	campiona	campeonato	N;INDF;MASC;SG	N;MASC;PL
mike	mike	euke	mike	PROPN	PROPN
mike	miguel	euke	miguel	PROPN	PROPN
australian	australianas	australian	australiano	ADJ;INDF;MASC;SG	ADJ;FEM;PL
australian	australianos	australian	australiano	ADJ;INDF;MASC;SG	N;MASC;PL
australian	australiano	australian	australiano	ADJ;INDF;MASC;SG	N;MASC;SG
dumitrescu	dumitrescu	dumitrescu	dumitrescu	PROPN	
grave	seria	grav	serio	ADJ;INDF;FEM;PL	ADJ;FEM;SG
grave	seriedad	grav	seriedad	ADJ;INDF;FEM;PL	N;FEM;SG
grave	serio	grav	serio	ADJ;INDF;FEM;PL	ADJ;MASC;SG
grave	grave	grav	grave	ADJ;INDF;FEM;PL	ADJ;SG
stone	gema	stonă	gema	PROPN	N;FEM;SG
stone	stone	stonă	stone	PROPN	N
stone	piedra	stonă	piedra	PROPN	N;FEM;SG
terestre	terrestre	terestru	terrestre	ADJ;INDF;FEM;PL	ADJ;SG
terestre	terrenal	terestru	terrenal	ADJ;INDF;FEM;PL	ADJ;SG
terestre	terrestres	terestru	terrestre	ADJ;INDF;FEM;PL	N;PL
spital	hospitales	spital	hospital	N;INDF;MASC;SG	N;MASC;PL
spital	hospitalaria	spital	hospitalario	N;INDF;MASC;SG	ADJ;FEM;SG
spital	hospitalario	spital	hospitalario	N;INDF;MASC;SG	ADJ;MASC;SG
gasite	encontrada	gasi	encontrado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
gasite	hallado	gasi	hallado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
gasite	encontrado	gasi	encontrado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
break	romper	break	romper	N;INDF;MASC;SG	V;NFIN
frate	bro	frate	bro		INTJ
frate	hermano	frate	hermano		N;MASC;SG
frate	carnal	frate	carnal		ADJ;SG
frate	hermano	frate	hermano		N;MASC;SG
frate	brother	frate	brother		N
semne	señalización	semn	señalización	N;INDF;FEM;PL	N;FEM;SG
medalie	medallas	medalie	medalla	N;INDF;FEM;SG	N;FEM;PL
scriere	escribiendo	scriere	escribir	N;INDF;FEM;SG	V;V.MSDR
scriere	escribir	scriere	escribir	N;INDF;FEM;SG	V;NFIN
procese	procesa	proces	procesa	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
disparute	extinguido	disparut	extinguir	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
disparute	extinta	disparut	extinto	ADJ;INDF;FEM;PL	ADJ;FEM;SG
disparute	extinto	disparut	extinto	ADJ;INDF;FEM;PL	ADJ;MASC;SG
elizabeth	isabel	elizabeth	isabel	PROPN	N;FEM;SG
elizabeth	elizabeth	elizabeth	elizabeth	PROPN	N;FEM;SG
davis	davis	davis	davis	PROPN	PROPN
power	poder	power	poder	N	V;NFIN
frankfurt	frankfurt	frankfurt	frankfurt	PROPN	N;MASC;SG
frankfurt	francfort	frankfurt	francfort	PROPN	PROPN
frankfurt	fráncfort	frankfurt	fráncfort	PROPN	N;MASC;SG
ismail	ismail	ismail	ismail	PROPN	N;SG
ismail	ismael	ismail	ismael	PROPN	N;SG
arizona	arizona	arizona	arizona	PROPN	N;FEM;SG
tony	tony	tony	tony	PROPN	PROPN
tony	toni	tony	toni	PROPN	PROPN
tony	antonio	tony	antonio	PROPN	N;MASC;SG
schmidt	schmidt	schmidt	schmidt	PROPN	PROPN
aliatii	aliadas	aliat	aliado	N;DEF;MASC;PL	ADJ;FEM;PL;V.PTCP
puy	puy	puy	puy	PROPN	N;MASC;SG
primara	primarias	primar	primaria	ADJ;DEF;FEM;SG	N;FEM;PL
primara	primarios	primar	primario	ADJ;DEF;FEM;SG	ADJ;MASC;PL
primara	primaria	primar	primario	ADJ;DEF;FEM;SG	N;FEM;SG
propusa	propuesta	propus	propuesta	ADJ;DEF;FEM;SG	N;FEM;SG
propusa	proponía	propus	proponer	ADJ;DEF;FEM;SG	V;IND;SG;3;IPFV;FIN
propusa	propuestas	propus	propuesta	ADJ;DEF;FEM;SG	N;FEM;PL
propusa	propuso	propus	proponer	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
confirmat	confirmadas	confirma	confirmado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
confirmat	confirmados	confirma	confirmado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
dordogne	dordoña	dordogn	dordoña	PROPN	N;FEM;SG
main	principales	main	principal	N	ADJ;PL
main	principal	main	principal	N	ADJ;SG
pedro	pedro	pedro	pedro	PROPN	N;MASC;SG
fox	fox	fox	fox	N;INDF;MASC;SG	PROPN
fox	zorros	fox	zorro	N;INDF;MASC;SG	N;MASC;PL
promovare	ascensos	promovare	ascenso	N;INDF;FEM;SG	N;MASC;PL
promovare	promociones	promovare	promoción	N;INDF;FEM;SG	N;FEM;PL
lansare	lanzando	lansare	lanzar	N;INDF;FEM;SG	V;V.MSDR
lansare	lanzar	lansare	lanzar	N;INDF;FEM;SG	V;NFIN
incercarea	probar	incercare	probar	N;DEF;FEM;SG	V;NFIN
diploma	diplomado	diploma	diplomado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
diploma	diplomado	diploma	diplomado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
fortat	forzados	fortat	forzado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
fortat	forzar	fortat	forzar	ADJ;INDF;MASC;SG	V;NFIN
fortat	forzados	fortat	forzado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
fortat	forzar	fortat	forzar	ADJ;INDF;MASC;SG	V;NFIN
organizeaza	organice	organizeaza	organizar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
organizeaza	organizan	organizeaza	organizar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
organizeaza	organizarse	organizeaza	organizar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;IPFV;FIN
organizeaza	organiza	organizeaza	organizar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
organizeaza	organice	organizeaza	organizar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
organizeaza	organizan	organizeaza	organizar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
organizeaza	organizarse	organizeaza	organizar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;IPFV;FIN
organizeaza	organiza	organizeaza	organizar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
organizeaza	organiza	organizeaza	organizar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
kosovo	kosovo	kosovo	kosovo	PROPN	N;FEM;SG
depinde	dependen	depinde	depender	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
evita	evita	evita	evitar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
evita	evitan	evita	evitar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
evita	evite	evita	evitar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
evita	eviten	evita	evitar	V;IND;SG;3;IPFV;FIN	V;IMP;PL;3;FIN
evita	evita	evita	evitar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
evita	evitan	evita	evitar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
evita	evite	evita	evitar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
evita	eviten	evita	evitar	V;IND;SG;3;IPFV;FIN	V;IMP;PL;3;FIN
delia	delia	deliu	delia	PROPN	N;FEM;SG
rurala	rural	rurală	rural	N;DEF;FEM;SG	ADJ;SG
rurala	rurales	rurală	rural	N;DEF;FEM;SG	ADJ;PL
versurile	letra	vers	letra	N;DEF;FEM;PL	N;FEM;SG
valley	valle	valley	valle	PROPN	N;MASC;SG
risc	riesgos	risc	riesgo	N;INDF;MASC;SG	N;MASC;PL
risc	arriesgar	risc	arriesgar	N;INDF;MASC;SG	V;NFIN
auvergne	auvergne	auvergne	auvergnir	PROPN	PROPN
numiti	nombrado	numi	nombrado		ADJ;MASC;SG;V.PTCP
numiti	designados	numi	designado		ADJ;MASC;PL;V.PTCP
numiti	designado	numi	designado		ADJ;MASC;SG;V.PTCP
nikolai	nikolai	nikolai	nikolai	PROPN	N;MASC;SG
nikolai	nikolái	nikolai	nikolái	PROPN	N;MASC;SG
nikolai	nikolái	nikolai	nikolái	PROPN	N;MASC;SG
solomon	salomón	solomon	salomón	PROPN	PROPN
ziar	periódicos	ziar	periódico	N;INDF;MASC;SG	N;MASC;PL
jiu	jiu	jiu	jiu	PROPN	N;MASC;SG
jiu	dci	jiu	dci	PROPN	
complexul	complejas	complex	complejo	N;DEF;MASC;SG	ADJ;FEM;PL
