loại	kirjoita	loại	kirja	N	V;IMP;SG;2;FIN;ACT
khách	vierasta	khách	vieras	N	ADJ;PRT;SG
khách	käymään	khách	käydä	N	V;IN+ALL;SG;NFIN;ACT
khách	käy	khách	käydä	N	V;IMP;SG;2;FIN;ACT
địch	vihamielisiä	địch	viha#mielinen	N	ADJ;PRT;PL
địch	vihamielinen	địch	viha#mielinen	N	ADJ;NOM;SG
thánh	saint	thánh	saada	N	
trẻ	nuori	trẻ	nuori	N	ADJ;NOM;SG
trẻ	youngin	trẻ	young	N	PROPN;GEN;SG
trẻ	young	trẻ	young	N	PROPN;NOM;SG
linh	ling	linh	ling	N	PROPN;NOM;SG
linh	henkinen	linh	henkinen	N	ADJ;NOM;SG
linh	hengellinen	linh	hengellinen	N	ADJ;NOM;SG
chạy	juoksu	chạy	juoksu	V	N;NOM;SG
chạy	käynnissä	chạy	käynti	V	N;IN+ESS;SG
thuận	shun	thuận	shun	ADJ	N;NOM;SG
thuận	sopimus	thuận	sopimus	ADJ	N;NOM;SG
tức	välitön	tức	välitön		ADJ;NOM;SG
tức	välitön	tức	välitön		ADJ;NOM;SG
tức	välittömät	tức	välitön		ADJ;NOM;PL
tức	sur	tức	sur		INTJ
phú	phu	phú	phu	N	
truy	säälimätön	truy	säälimätön	V	ADJ;NOM;SG
cực	hyvin	cực	hyvin		ADV
cực	erittäin	cực	erittäin		ADV
cực	polar	cực	polar		N;NOM;SG
cực	napa	cực	napa		N;NOM;SG
cực	tanko	cực	tanko		N;NOM;SG
cực	pole	cực	pole		N;NOM;SG
lâu	kauan	lâu	kauan	ADJ	ADV
lâu	pitkään	lâu	pitkään	ADJ	ADV
lâu	long	lâu	long	ADJ	
gặp	tapaaminen	gặp	tapaaminen	V	N;NOM;SG
gặp	tapaa	gặp	tapa	V	N;PRT;SG
blank	tyhjä	blank	tyhjä	V	ADJ;NOM;SG
bại	tappio	bại	tappio	V	N;NOM;SG
bại	tappion	bại	tappio	V	N;GEN;SG
bại	häviö	bại	häviö	V	N;NOM;SG
chu	luultavasti	chu	luultavasti		ADV
chu	todennäköisesti	chu	toden#näköisesti		ADV
chu	varmaan	chu	varmaan		ADV
chu	zhu	chu	zhu		PROPN;NOM;SG
chu	chu	chu	chu		N;NOM;SG
chu	zhou	chu	zhou		PROPN;NOM;SG
ước	toivottaa	ước	toivottaa		V;IND;SG;2;PRS;FIN;ACT
ước	toive	ước	toive		N;NOM;SG
ước	kunpa	ước	kunpa		INTJ
ước	toivoo	ước	toivoa		V;IND;SG;3;PRS;FIN;ACT
chuyên	erikoistunut	chuyên	erikoistua	ADJ	V;NOM;SG;V.PTCP;ACT
chuyên	asiantuntija	chuyên	asian#tuntija	ADJ	N;NOM;SG
chuyên	erikoistuneet	chuyên	erikoistua	ADJ	V;NOM;PL;V.PTCP;ACT
chuyên	erikoistunut	chuyên	erikoistua	ADJ	V;NOM;SG;V.PTCP;ACT
chuyên	erikoistuneet	chuyên	erikoistua	ADJ	V;NOM;PL;V.PTCP;ACT
lai	tulevaisuuden	lai	tulevaisuus		N;GEN;SG
lai	tuleva	lai	tulla		ADJ;NOM;SG
lai	tulevaisuus	lai	tulevaisuus		N;NOM;SG
lai	tulevaisuutta	lai	tulevaisuus		N;PRT;SG
lai	tulevaisuudessa	lai	tulevaisuus		N;IN+ESS;SG
lai	tulevaisuuteen	lai	tulevaisuus		N;IN+ALL;SG
lai	lai	lai	lai		N;NOM;SG
vài	harvat	vài	harva	DET	PRO;NOM;PL
vài	muutaman	vài	muutama	DET	PRO;GEN;SG
vài	harva	vài	harva	DET	PRO;NOM;SG
vài	muutama	vài	muutama	DET	PRO;NOM;SG
san	san	san	san		PROPN;NOM;SG
nền	taustan	nền	tausta		N;GEN;SG
nền	tausta	nền	tausta		N;NOM;SG
nền	taustaa	nền	tausta		N;PRT;SG
nền	taustatietoja	nền	tausta#tieto		N;PRT;PL
style	style	style	style		N;NOM;SG
style	tyyliä	style	tyyli		N;PRT;SG
style	tyyli	style	tyyli		N;NOM;SG
song	kaksonen	song	kaksonen	CONJ	N;NOM;SG
song	twin	song	twin	CONJ	
song	vanhemmat	song	vanhempi	CONJ	N;NOM;PL
song	vanhempien	song	vanha	CONJ	ADJ;GEN;CMPR;PL
song	vanhempia	song	vanha	CONJ	ADJ;PRT;CMPR;PL
song	biisi	song	biisi	CONJ	N;NOM;SG
song	song	song	song	CONJ	
song	laulua	song	laulu	CONJ	N;PRT;SG
song	laulu	song	laulu	CONJ	N;NOM;SG
song	kappale	song	kappale	CONJ	N;NOM;SG
giai	melody	giai	melody		N;NOM;SG
quay	laituri	quay	laituri	V	N;NOM;SG
quay	kierto	quay	kierto	V	N;NOM;SG
quay	spin	quay	spin	V	N;NOM;SG
xuân	chun	xuân	chun	N	PROPN;NOM;SG
american	amerikkalainen	american	amerikkalainen	N	ADJ;NOM;SG
american	american	american	america	N	
rừng	woods	rừng	woods	N	PROPN;NOM;SG
thưởng	bonus	thưởng	bonus	V	N;NOM;SG
thưởng	bonuksen	thưởng	bonus	V	N;GEN;SG
thưởng	korotus	thưởng	korotus	V	N;NOM;SG
thưởng	palkkion	thưởng	palkkio	V	N;GEN;SG
thưởng	palkinto	thưởng	palkinto	V	N;NOM;SG
thưởng	palkkiota	thưởng	palkkio	V	N;PRT;SG
thưởng	palkkio	thưởng	palkkio	V	N;NOM;SG
list	lista	list	lista	ADJ	N;NOM;SG
list	luettelo	list	luettelo	ADJ	N;NOM;SG
list	listan	list	lista	ADJ	N;GEN;SG
list	listaa	list	lista	ADJ	N;PRT;SG
list	luetteloon	list	luettelo	ADJ	N;IN+ALL;SG
xuống	down	xuống	down	V	
xuống	alas	xuống	alas	V	ADV
xuống	alaspäin	xuống	alaspäin	V	ADV
đứng	pystyssä	đứng	pystyssä	V	ADV
đứng	pysyvän	đứng	pysyvä	V	ADJ;GEN;SG
đứng	stand	đứng	stand	V	N;NOM;SG
môn	hienovarainen	môn	hieno#varainen	N	ADJ;NOM;SG
phóng	asteikko	phóng	asteikko	V	N;NOM;SG
phóng	vaaka	phóng	vaaka	V	N;NOM;SG
phóng	mittakaavassa	phóng	mitta#kaava	V	N;IN+ESS;SG
phóng	laukaisu	phóng	laukaisu	V	N;NOM;SG
phóng	käynnistä	phóng	käynti	V	N;IN+ABL;SG
đốc	kuvernööri	đốc	kuvernööri		N;NOM;SG
khởi	alku	khởi	alku	V	N;NOM;SG
khởi	käynnistä	khởi	käynti	V	N;IN+ABL;SG
bầu	äänestykset	bầu	äänestys	V	N;NOM;PL
bầu	äänestys	bầu	äänestys	V	N;NOM;SG
bầu	äänestäminen	bầu	äänestäminen	V	N;NOM;SG
bầu	raskaana	bầu	raskas	V	ADJ;FRML;SG
mềm	pehmeää	mềm	pehmeä	N	ADJ;PRT;SG
mềm	pehmeät	mềm	pehmeä	N	ADJ;NOM;PL
mềm	pehmeä	mềm	pehmeä	N	ADJ;NOM;SG
cha	cha	cha	cha	N	INTJ
giết	tappamista	giết	tappaminen	V	N;PRT;SG
giết	tappaminen	giết	tappaminen	V	N;NOM;SG
giết	tappo	giết	tappo	V	N;NOM;SG
giết	tapa	giết	tapa	V	N;NOM;SG
nhanh	nopeasti	nhanh	nopeasti	ADJ	ADV
nhanh	nopeasti	nhanh	nopeasti	ADJ	ADV
nhanh	nopeasti	nhanh	nopeasti	ADJ	ADV
thấp	vähä	thấp	vähän	ADJ	ADV
kiểu	kirjoita	kiểu	kirja	N	V;IMP;SG;2;FIN;ACT
nghiệm	kokeita	nghiệm	kokea	V	N;PRT;PL
nghiệm	kokeiluja	nghiệm	kokeilu	V	N;PRT;PL
nghiệm	kokeet	nghiệm	koe	V	N;NOM;PL
tối	dark	tối	dark	N	
tối	tumma	tối	tumma	N	ADJ;NOM;SG
tối	pimeä	tối	pimeä	N	ADJ;NOM;SG
tối	pimeää	tối	pimeä	N	ADJ;PRT;SG
tối	tumman	tối	tumma	N	ADJ;GEN;SG
tối	päivällinen	tối	päivällinen	N	ADJ;NOM;SG
giảm	lasku	giảm	lasku	V	N;NOM;SG
giảm	väheneminen	giảm	väheneminen	V	N;NOM;SG
giảm	vähemmän	giảm	vähemmän	V	ADV
bắn	ammuskelua	bắn	ammuskelu	V	N;PRT;SG
bắn	ammuskelu	bắn	ammuskelu	V	N;NOM;SG
bắn	ampuminen	bắn	ampuminen	V	N;NOM;SG
bắn	laukaus	bắn	laukaus	V	N;NOM;SG
bắn	ampuminen	bắn	ampuminen	V	N;NOM;SG
bắn	potkut	bắn	potku	V	N;NOM;PL
nhằm	kumosi	nhằm	kumota		V;IND;SG;3;PST;FIN;ACT
đôi	kaksinkertainen	đôi	kaksinkertainen	NUM	ADJ;NOM;SG
đôi	tupla	đôi	tupla	NUM	N;NOM;SG
đôi	pariskunta	đôi	pariskunta	NUM	N;NOM;SG
đôi	pariskunnan	đôi	paris#kunta	NUM	N;GEN;SG
đôi	joskus	đôi	joskus	NUM	ADV
đôi	toisinaan	đôi	toisinaan	NUM	ADV
gái	girl	gái	girl	N	
gái	girls	gái	girls	N	
lĩnh	valloitti	lĩnh	valloittaa	N	V;IND;SG;3;PST;FIN;ACT
lĩnh	harjaa	lĩnh	harjata	N	V;IMP;SG;2;FIN;ACT
mắt	eye	mắt	eye	N	
cáo	fox	cáo	fox	N	PROPN;NOM;SG
sai	väärin	sai	väärin	ADJ	ADV
sai	väärin	sai	väärin	ADJ	ADV
sai	vikaa	sai	vika	ADJ	N;PRT;SG
sai	virhe	sai	virhe	ADJ	N;NOM;SG
sửa	edit	sửa	edit	V	N;NOM;SG
sửa	muokkaa	sửa	muokka	V	N;NOM;SG
sửa	korjaus	sửa	korjaus	V	N;NOM;SG
sửa	oikaisu	sửa	oikaisu	V	N;NOM;SG
lửa	tuli	lửa	tulla	N	V;IND;SG;0;PST;FIN;ACT
tuyển	palkkaa	tuyển	palkka	V	N;PRT;SG
tuyển	vuokraus	tuyển	vuokraus	V	N;NOM;SG
tuyển	palkkaa	tuyển	palkka	V	N;PRT;SG
tuyển	vuokraus	tuyển	vuokraus	V	N;NOM;SG
trương	cheung	trương	cheung	N	PROPN;NOM;SG
trương	zhang	trương	zhang	N	PROPN;NOM;SG
ngành	hänen	ngành	hän	N	PRO;GEN;SG;3
isbn	isbn	isbn	isbn		N;NOM;SG
trắng	valkoiset	trắng	valkoinen	N	ADJ;NOM;PL
trắng	valkoinen	trắng	valkoinen	N	ADJ;NOM;SG
trắng	valkoista	trắng	valkoinen	N	ADJ;PRT;SG
đọc	lukema	đọc	lukema	V	N;NOM;SG
đọc	käsittelyssä	đọc	käsittely	V	N;IN+ESS;SG
đọc	lukeminen	đọc	lukeminen	V	N;NOM;SG
đọc	lukemista	đọc	lukema	V	N;PRT;SG
đọc	les	đọc	les	V	INTJ
xung	impulssi	xung	impultsi	V	N;NOM;SG
xung	konflikti	xung	konflikti	V	N;NOM;SG
xung	selkkaus	xung	selkkaus	V	N;NOM;SG
xung	konfliktin	xung	konflikti	V	N;GEN;SG
xung	ristiriita	xung	risti#riita	V	N;NOM;SG
xung	konfliktit	xung	konflikti	V	N;NOM;PL
quý	arvokas	quý	arvokas	N	ADJ;NOM;SG
quý	arvokasta	quý	arvokas	N	ADJ;PRT;SG
hưng	hung	hưng	hung	N	PROPN;NOM;SG
luyện	koulutus	luyện	koulutus	V	N;NOM;SG
tống	soong	tống	soong	N	INTJ
thật	real	thật	real	PART	
thật	todellinen	thật	todellinen	PART	ADJ;NOM;SG
thật	oikea	thật	oikea	PART	ADJ;NOM;SG
thật	aito	thật	aito	PART	ADJ;NOM;SG
thật	todellista	thật	todellinen	PART	ADJ;PRT;SG
thật	true	thật	true	PART	N;NOM;SG
thật	totta	thật	tosi	PART	ADJ;PRT;SG
thật	totuuden	thật	totuus	PART	N;GEN;SG
thật	totuutta	thật	totuus	PART	N;PRT;SG
thật	totuus	thật	totuus	PART	N;NOM;SG
thật	todella	thật	todella	PART	ADV
thật	oikeesti	thật	oikeasti	PART	ADV
kéo	sakset	kéo	sasse	V	N;NOM;PL
kéo	puff	kéo	puff	V	
đen	black	đen	black	ADJ	
đen	musta	đen	musta	ADJ	N;NOM;SG
saint	pyhä	saint	pyhä		N;NOM;SG
saint	saint	saint	saada		
saint	pyhimys	saint	pyhimys		N;NOM;SG
trời	sky	trời	sky	N	PROPN;NOM;SG
trả	palkka	trả	palkka	V	N;NOM;SG
niệm	matkamuistoja	niệm	matkamuisto	V	N;PRT;PL
lao	lao	lao	lao		PROPN;NOM;SG
luôn	aina	luôn	aina		ADV
côn	vielä	côn	vielä	N	ADV
côn	vieläkin	côn	vieläkin	N	ADV
côn	edelleen	côn	edelleen	N	ADV
côn	yhä	côn	yhä	N	ADV
thạch	haastaa	thạch	haastaa	N	V;IND;SG;3;PRS;FIN;ACT
thạch	shi	thạch	shi	N	PROPN;NOM;SG
phúc	hyvää	phúc	hyvä	N	ADJ;PRT;SG
phúc	onnellinen	phúc	onnellinen	N	ADJ;NOM;SG
phúc	tyytyväinen	phúc	tyytyväinen	N	ADJ;NOM;SG
phúc	iloinen	phúc	iloinen	N	ADJ;NOM;SG
sâu	deep	sâu	deep	ADJ	
cục	työvaliokunta	cục	työ#valio#kunta		N;NOM;SG
cục	puhemiehistö	cục	puhe#miehistö		N;NOM;SG
cục	ylimääräiset	cục	yli#määräinen		ADJ;NOM;PL
cục	ylimääräistä	cục	yli#määräinen		ADJ;PRT;SG
cục	extra	cục	extra		N;NOM;SG
cục	ylimääräinen	cục	yli#määräinen		ADJ;NOM;SG
cục	lisä	cục	lisä		N;NOM;SG
kịch	drama	kịch	drama	N	
kịch	dramaattinen	kịch	dramaattinen	N	ADJ;NOM;SG
kịch	dramaattista	kịch	dramaattinen	N	ADJ;PRT;SG
kịch	järjesti	kịch	järjestää	N	V;IND;SG;3;PST;FIN;ACT
kịch	järjestetty	kịch	järjestää	N	V;NOM;SG;V.PTCP;PASS
phường	ward	phường	ward	N	PROPN;NOM;SG
ngọc	jade	ngọc	jade	N	PROPN;NOM;SG
ngọc	jewel	ngọc	jewel	N	
club	klubi	club	klubi		N;NOM;SG
club	club	club	club		N;NOM;SG
club	kerho	club	kerho		N;NOM;SG
club	seura	club	seura		N;NOM;SG
top	huippu	top	huippu		N;NOM;SG
top	top	top	top		PROPN;NOM;SG
top	huippua	top	huippu		N;PRT;SG
top	ylä	top	ylä		N;NOM;SG
top	suosituimmat	top	suosittu		ADJ;NOM;RL;PL
tải	kuorma	tải	kuorma	V	N;NOM;SG
tải	kuormitus	tải	kuormitus	V	N;NOM;SG
tải	lataaminen	tải	lataaminen	V	N;NOM;SG
tải	kuormitus	tải	kuormitus	V	N;NOM;SG
tải	lastaus	tải	lastaus	V	N;NOM;SG
wikipedia	wikipedia	wikipedia	wikipedia	V	N;NOM;SG
bốn	nelonen	bốn	nelonen	NUM	N;NOM;SG
phật	hakata	phật	hakata	N	V;SG;NFIN;ACT
phật	hakkaa	phật	hakata	N	V;IMP;SG;2;PRS;FIN;ACT
nghi	epäilyttävä	nghi	epäilyttävä	V	ADJ;NOM;SG
nghi	kyseenalainen	nghi	kyseenalainen	V	ADJ;NOM;SG
thừa	reno	thừa	reno	ADJ	
thừa	perinyt	thừa	periä	ADJ	V;NOM;SG;V.PTCP;ACT
thừa	peri	thừa	periä	ADJ	V;IMP;SG;2;FIN;ACT
thừa	peritty	thừa	periä	ADJ	V;NOM;SG;V.PTCP;PASS
buộc	voima	buộc	voima	V	N;NOM;SG
buộc	force	buộc	force	V	
đăng	postitse	đăng	postita	V	N;NOM;SG
đăng	post	đăng	post	V	N;NOM;SG
đăng	julkaisu	đăng	julkaisu	V	N;NOM;SG
đăng	julkaisun	đăng	julkaisu	V	N;GEN;SG
đăng	julkaiseminen	đăng	julkaiseminen	V	N;NOM;SG
kiếm	miekat	kiếm	miekka	V	N;NOM;PL
kiếm	miekkaa	kiếm	miekka	V	N;PRT;SG
kiếm	miekan	kiếm	miekka	V	N;GEN;SG
kiếm	miekka	kiếm	miekka	V	N;NOM;SG
bụng	vatsa	bụng	vatsa	ADJ	N;NOM;SG
bụng	vatsan	bụng	vatsa	ADJ	N;GEN;SG
bụng	vatsa	bụng	vatsa	ADJ	N;NOM;SG
bụng	maha	bụng	maha	ADJ	N;NOM;SG
bụng	vatsan	bụng	vatsa	ADJ	N;GEN;SG
bụng	vatsa	bụng	vatsa	ADJ	N;NOM;SG
bụng	maha	bụng	maha	ADJ	N;NOM;SG
bụng	vatsa	bụng	vatsa	ADJ	N;NOM;SG
bụng	vatsan	bụng	vatsa	ADJ	N;GEN;SG
nuôi	pet	nuôi	pet	V	N;NOM;SG
nuôi	lemmikki	nuôi	lemmikki	V	N;NOM;SG
nuôi	adoptoitu	nuôi	adoptoida	V	N;NOM;SG
đầy	täys	đầy	täys	ADJ	INTJ
đầy	täynnä	đầy	täynnä	ADJ	ADV
kính	lasinen	kính	lasinen	N	ADJ;NOM;SG
cạnh	edge	cạnh	edge	N	
khá	melko	khá	melko		ADV
vừa	keskikokoinen	vừa	keski#kokoinen		ADJ;NOM;SG
vừa	maltillinen	vừa	maltillinen		ADJ;NOM;SG
vừa	kohtalainen	vừa	kohtalainen		ADJ;NOM;SG
vừa	kohtalaista	vừa	kohtalainen		ADJ;PRT;SG
vừa	kohtuullinen	vừa	kohtuullinen		ADJ;NOM;SG
thử	testi	thử	testi	V	N;NOM;SG
thử	testin	thử	testi	V	N;GEN;SG
brasil	brasil	brasil	brasil	N	
john	johannes	john	johannes	N	PROPN;NOM;SG
john	john	john	joka	N	PROPN;NOM;SG
john	jukka	john	jukka	N	PROPN;NOM;SG
lược	kokonaisvaltainen	lược	kokonais#valtainen	N	ADJ;NOM;SG
lược	kattava	lược	kattaa	N	ADJ;NOM;SG
lược	combs	lược	combs	N	PROPN;NOM;SG
paris	pariisiin	paris	pariisi		N;IN+ALL;SG
paris	pariisi	paris	pariisi		N;NOM;SG
paris	pariisin	paris	pariisi		N;GEN;SG
tội	syyllinen	tội	syyllinen	N	ADJ;NOM;SG
tội	viaton	tội	viatto	N	ADJ;NOM;SG
tội	viattomat	tội	viaton	N	ADJ;NOM;PL
liệt	halvaantunut	liệt	halvaantua	N	V;NOM;SG;V.PTCP;ACT
băng	jää	băng	jäädä	N	V;IND;SG;3;PRS;FIN;ACT
khắc	kaivertaa	khắc	kaivertaa	N	V;IND;SG;PRS;FIN;ACT
mua	osto	mua	osto	V	N;NOM;SG
mua	hankinta	mua	hankkinta	V	N;NOM;SG
mua	ostaminen	mua	ostaminen	V	N;NOM;SG
mua	osto	mua	osto	V	N;NOM;SG
mua	ostoa	mua	osto	V	N;PRT;SG
mua	ostaminen	mua	ostaminen	V	N;NOM;SG
khối	estä	khối	estää	N	V;IMP;SG;2;FIN;ACT
khối	korttelin	khối	kortteli	N	V;IND;SG;1;PST;FIN;ACT
khối	katkaistu	khối	katkaista	N	V;NOM;SG;V.PTCP;PASS
dấu	ylitti	dấu	ylittää	N	V;IND;SG;3;PST;FIN;ACT
dấu	ylitetty	dấu	ylittää	N	V;NOM;SG;V.PTCP;PASS
hiến	uhrataan	hiến	uhrata	N	V;IND;PRS;FIN;PASS
hiến	uhrasi	hiến	uhrata	N	V;IND;SG;3;PST;FIN;ACT
hiến	uhrannut	hiến	uhrata	N	V;NOM;SG;V.PTCP;ACT
chiếu	shakkia	chiếu	shakki	V	N;PRT;SG
chiếu	shakki	chiếu	shakki	V	N;NOM;SG
chùa	temple	chùa	temple	N	
ist	ist	ist	ist		PROPN;NOM;SG
york	york	york	york	N	PROPN;NOM;SG
huấn	teoreettinen	huấn	teoreettinen	V	ADJ;NOM;SG
group	konserni	group	konserni		N;NOM;SG
group	ryhmän	group	ryhmä		N;GEN;SG
group	ryhmä	group	ryhmä		N;NOM;SG
loạt	alue	loạt	alue		N;NOM;SG
loạt	alueen	loạt	alue		N;GEN;SG
loạt	alue	loạt	alue		N;NOM;SG
team	tiimi	team	tiimi		N;NOM;SG
team	ryhmä	team	ryhmä		N;NOM;SG
team	joukkue	team	joukkue		N;NOM;SG
team	team	team	team		
xanh	sininen	xanh	sininen	N	ADJ;NOM;SG
xanh	siniset	xanh	sininen	N	ADJ;NOM;PL
xanh	sinistä	xanh	sininen	N	ADJ;PRT;SG
khóa	lukitaan	khóa	lukia	N	V;IND;PRS;FIN;PASS
khóa	lukittu	khóa	lukia	N	V;NOM;SG;V.PTCP;PASS
khóa	keskeinen	khóa	keskeinen	N	ADJ;NOM;SG
mối	uhkaa	mối	uhata	N	V;IND;SG;3;PRS;FIN;ACT
suy	ajatuksia	suy	ajatus	V	N;PRT;PL
suy	ajatukset	suy	ajatus	V	N;NOM;PL
thiệu	shao	thiệu	shao	V	PROPN;NOM;SG
đích	määränpää	đích	määrä		N;NOM;SG
đúng	true	đúng	true	ADJ	N;NOM;SG
đúng	korjaa	đúng	korjata	ADJ	V;IMP;SG;2;FIN;ACT
đúng	oikein	đúng	oikein	ADJ	ADV
siêu	super	siêu	super		
trách	syytä	trách	syy	V	N;PRT;SG
vây	fin	vây	fin	V	N;NOM;SG
vây	kestävyys	vây	kestävyys	V	N;NOM;SG
vây	vastustus	vây	vastustus	V	N;NOM;SG
vây	vastarinta	vây	vasta#rinta	V	N;NOM;SG
vây	vastarinnan	vây	vasta#rinta	V	N;GEN;SG
vây	vastarintaa	vây	vastarinta	V	N;PRT;SG
van	venttiili	van	venttiili	V	N;NOM;SG
van	van	van	van	V	PROPN;NOM;SG
van	pakettiauto	van	paketti#auto	V	N;NOM;SG
van	venttiilit	van	venttiili	V	N;NOM;PL
gray	gray	gray	gray		PROPN;NOM;SG
gray	harmaata	gray	harmaa		ADJ;PRT;SG
gray	harmaa	gray	harmaa		ADJ;NOM;SG
bom	bom	bom	bom	N	INTJ
chỗ	place	chỗ	place	N	
giác	tuntuu	giác	tuntua	N	V;IND;SG;0;PRS;FIN;ACT
giác	tuntee	giác	tuntea	N	V;IND;SG;0;PRS;FIN;ACT
giác	aistia	giác	aisti	N	V;SG;NFIN;ACT
vân	blaa	vân	bla	N	INTJ
vân	vielä	vân	vielä	N	ADV
vân	silti	vân	silti	N	ADV
tai	korvan	tai	korva		N;GEN;SG
tai	korva	tai	korva		N;NOM;SG
tai	korvat	tai	korva		N;NOM;PL
tai	korvia	tai	korva		N;PRT;PL
tai	korvien	tai	korva		N;GEN;PL
bước	vaihe	bước	vaihe		N;NOM;SG
bước	askel	bước	askel		N;NOM;SG
bước	astu	bước	astua		V;IMP;SG;2;FIN;ACT
bước	vaiheita	bước	vaihe		N;PRT;PL
bước	vaiheet	bước	vaihe		N;NOM;PL
bước	askelia	bước	askel		N;PRT;PL
bước	portaat	bước	portaat		N;NOM;PL
bước	askeleet	bước	askel		N;NOM;PL
vinh	kunnioitettu	vinh	kunnioittaa	N	V;NOM;SG;V.PTCP;PASS
bác	setä	bác	setä		N;NOM;SG
bác	eno	bác	eno		N;NOM;SG
tuyệt	cool	tuyệt	cool	ADJ	N;NOM;SG
hôn	suukko	hôn	suukko	V	N;NOM;SG
hôn	suudelma	hôn	suudelma	V	N;NOM;SG
hôn	kiss	hôn	kiss	V	
trừ	paitsi	trừ	paitsi	V	ADV
trừ	miinus	trừ	miinus	V	N;NOM;SG
ship	laiva	ship	laiva	V	N;NOM;SG
ship	alusta	ship	alku	V	N;IN+ABL;SG
ship	aluksen	ship	alus	V	N;GEN;SG
ship	alus	ship	alus	V	N;NOM;SG
mạc	desert	mạc	desert	N	
california	kaliforniasta	california	kalifornia		N;IN+ABL;SG
california	kaliforniaan	california	kalifornia		N;IN+ALL;SG
california	kalifornia	california	kaliforni		N;NOM;SG
california	kalifornian	california	kalifornia		N;GEN;SG
đẹp	kaunotar	đẹp	kaunotar	ADJ	N;NOM;SG
cai	puhdasta	cai	puhdas	N	ADJ;PRT;SG
cai	puhdas	cai	puhdas	N	ADJ;NOM;SG
cai	puhtaat	cai	puhdas	N	ADJ;NOM;PL
hơi	hieman	hơi	hieman		ADV
hơi	hiukan	hơi	hiukan		ADV
loạn	kapina	loạn	kapina	V	N;NOM;SG
loạn	kapinaa	loạn	kapina	V	N;PRT;SG
loạn	mellakka	loạn	mellakka	V	N;NOM;SG
loạn	kapina	loạn	kapina	V	N;NOM;SG
loạn	kapinan	loạn	kapina	V	N;GEN;SG
loạn	kapinaa	loạn	kapina	V	N;PRT;SG
phí	pois	phí	pois	N	ADV
phí	tuhlaa	phí	tuhla	N	V;IMP;SG;2;FIN;ACT
khủng	terroristit	khủng	terroristi	ADJ	N;NOM;PL
khủng	terrorismi	khủng	terrorismi	ADJ	N;NOM;SG
khủng	terrori	khủng	terrori	ADJ	N;NOM;SG
khủng	terroristi	khủng	terroristi	ADJ	N;NOM;SG
cấm	kielto	cấm	kielto	V	N;NOM;SG
cấm	kieltäminen	cấm	kieltäminen	V	N;NOM;SG
ủng	saappaat	ủng	saapas	V	N;NOM;PL
nâng	nosto	nâng	nosto	V	N;NOM;SG
nâng	nostamiseen	nâng	nostaminen	V	N;IN+ALL;SG
nâng	nosto	nâng	nosto	V	N;NOM;SG
nâng	nostaminen	nâng	nostaminen	V	N;NOM;SG
hủy	peru	hủy	perua	V	INTJ
hủy	keskeytys	hủy	keskeytys	V	N;NOM;SG
hủy	peruuttaminen	hủy	peruuttaminen	V	N;NOM;SG
mai	mai	mai	mai		INTJ
mai	mei	mai	mein		N;NOM;SG
mai	mein	mai	minä		INTJ
mai	huomenna	mai	huomenna		ADV
mai	huominen	mai	huominen		N;NOM;SG
cảng	harbour	cảng	harbour	N	
tách	kupit	tách	kuppi	V	N;NOM;PL
tách	jako	tách	jako	V	N;NOM;SG
tách	kuppi	tách	kuppi	V	N;NOM;SG
tách	kuppia	tách	kuppi	V	N;PRT;SG
tách	muki	tách	muki	V	N;NOM;SG
tách	cupin	tách	cup	V	N;GEN;SG
tách	cup	tách	cup	V	N;NOM;SG
bạch	valkoiset	bạch	valkoinen	N	ADJ;NOM;PL
bạch	valkoinen	bạch	valkoinen	N	ADJ;NOM;SG
bạch	valkoista	bạch	valkoinen	N	ADJ;PRT;SG
bạch	bai	bạch	bai	N	PROPN;NOM;SG
phê	kahvilla	phê	kahvi		N;AT+ESS
;SG
phê	kahvia	phê	kahvi		N;PRT;SG
phê	kahvi	phê	kahvi		N;NOM;SG
liền	vinossa	liền	vinossa		ADV
liền	kiero	liền	kiero		ADJ;NOM;SG
liền	vajaan	liền	vajaa		N;GEN;SG
liền	mantereella	liền	manner		N;AT+ESS
;SG
liền	manner	liền	manner		N;NOM;SG
cắt	leikkaaminen	cắt	leikkaaminen	V	N;NOM;SG
cắt	rajaa	cắt	raja	V	N;PRT;SG
cắt	sadon	cắt	sato	V	N;GEN;SG
cắt	satoa	cắt	satoa	V	N;PRT;SG
cắt	sato	cắt	sato	V	N;NOM;SG
cắt	leikkaukset	cắt	leikkaus	V	N;NOM;PL
cắt	leikkauksia	cắt	leikkaus	V	N;PRT;PL
cắt	palat	cắt	palat	V	N;NOM;PL
bạc	hopeinen	bạc	hopeinen	N	ADJ;NOM;SG
bạc	silver	bạc	silver	N	
trịnh	zheng	trịnh	zheng	N	PROPN;NOM;SG
trịnh	cheng	trịnh	cheng	N	PROPN;NOM;SG
tán	levitä	tán	levitä	N	V;IMP;SG;2;FIN;ACT
tán	levinnyt	tán	levitä	N	V;NOM;SG;V.PTCP;ACT
http	http	http	http		N;NOM;SG
đền	temple	đền	temple	N	
bào	paina	bào	painaa	N	V;IMP;SG;2;FIN;ACT
đỉnh	top	đỉnh	top	N	PROPN;NOM;SG
đỉnh	suosituimmat	đỉnh	suosittu	N	ADJ;NOM;RL;PL
bão	storm	bão	storm	N	
sur	sur	sur	sur	NUM	INTJ
