der	do	der	do	DET;NOM;DEF;MASC;SG	PROPN
büro	oficina	büro	oficinar		N
büro	despacho	büro	despacho		N
büro	correo	büro	correo		N
plattform	plataforma	plattform	plataforma	ADJ	N
mediziner	médico	medizin	médico	ADJ	N
mediziner	os	medizin	o	ADJ	DET
mediziner	médicos	medizin	médico	ADJ	N
regelung	réxime	Regelung	réxime	ADJ	N
regelung	arranxo	Regelung	arranxo	ADJ	N
regelung	acordo	Regelung	acordo	ADJ	N
diplom	estudante	diplom	estudante	ADJ	N
westliche	oeste	westlich	oeste	ADJ;NOM;FEM;PL	N
westliche	occidente	westlich	occidente	ADJ;NOM;FEM;PL	N
westliche	do	westlich	do	ADJ;NOM;FEM;PL	PROPN
westliche	da	westlich	da	ADJ;NOM;FEM;PL	V
westliche	west	westlich	west	ADJ;NOM;FEM;PL	PROPN
verfolgung	da	verfolgung	da		V
verfolgung	busca	verfolgung	buscar		V
verfolgung	persecución	verfolgung	persecución		N
gray	gris	gray	gris	PROPN;SG	PROPN
jura	xurásico	jura	xurásico		ADJ
gezwungen	a	zwingen	o	V;V.PTCP	DET
gezwungen	todo	zwingen	todo	V;V.PTCP	DET
off	a	off	o		DET
berichten	informes	berichten	informe	V;NFIN	N
berichten	sobre	berichten	sobre	V;NFIN	ADP
versorgung	de	versorgung	de	N;NOM;FEM;SG	ADP
korps	corpo	korps	corpo		N
korps	de	korps	de		ADP
korps	fuxitivos	korps	fuxitivo		N
may	poden	maylen	poder	PROPN	V
may	pode	maylen	poder	PROPN	V
may	maio	maylen	maio	PROPN	N
may	que	maylen	que	PROPN	PRO
may	podo	maylen	podar	PROPN	V
temperatur	temperatura	temperatur	temperatura		N
temperatur	a	temperatur	o		DET
komödie	a	komödie	o	N;NOM;SG	DET
fans	ventiladores	fans	ventiladores		N
getan	feito	tun	feito	V;V.PTCP	N
kaisers	emperador	kaisers	emperador		N
wiederaufbau	reedificar	wiederaufbau	reedificar	ADJ	V
wiederaufbau	reconstruír	wiederaufbau	reconstruír	ADJ	V
hollywood	hollywood	hollywood	hollywood	PROPN	PROPN
nördliche	do	nördlich	do	ADJ;NOM;FEM;PL	PROPN
nördliche	norte	nördlich	norte	ADJ;NOM;FEM;PL	N
toronto	toronto	toronto	toronto	PROPN;NOM;MASC;SG	PROPN
aufstand	raciais	aufstehen	racial	V;IND;SG;3;PST;FIN	ADJ
aufstand	disturbios	aufstehen	disturbio	V;IND;SG;3;PST;FIN	N
aufstand	rebelión	aufstehen	rebelión	V;IND;SG;3;PST;FIN	N
aufstand	rebeldes	aufstehen	rebelde	V;IND;SG;3;PST;FIN	N
ähnliches	parecido	ähnlich	parecer	ADJ;NOM;NEUT;SG	N
ernennung	cita	ernennung	cita	ADJ;SG	N
engagiert	cometeu	engagiert	cometar	ADJ;V.PTCP	V
engagiert	cometido	engagiert	cometer	ADJ;V.PTCP	V
engagiert	cometiches	engagiert	cometiche	ADJ;V.PTCP	N
engagiert	cometeses	engagiert	cometer	ADJ;V.PTCP	N
engagiert	cometer	engagiert	cometer	ADJ;V.PTCP	V
engagiert	compromiso	engagiert	compromiso	ADJ;V.PTCP	N
engagiert	cometidos	engagiert	cometer	ADJ;V.PTCP	V
engagiert	comprometido	engagiert	comprometer	ADJ;V.PTCP	V
engagiert	coa	engagiert	coar	ADJ;V.PTCP	V
künstlern	artistas	künstlern	artista		N
künstlern	de	künstlern	de		ADP
falschen	mal	falsch	mal	ADJ	ADV
falschen	malo	falsch	malo	ADJ	PROPN
gesetze	estatutos	gesetzen	estatuto		N
gesetze	leis	gesetzen	lei		N
gesetze	lei	gesetzen	lei		N
gesetze	a	gesetzen	o		DET
gesetze	lexislación	gesetzen	lexislación		N
gesetze	a	gesetzen	o		DET
gesetze	lei	gesetzen	lei		N
gesetze	leis	gesetzen	lei		N
gesetze	as	gesetzen	o		DET
stufe	paso	stufen	paso	ADJ	N
stufe	un	stufen	un	ADJ	DET
stufe	escala	stufen	escala	ADJ	N
stufe	escenario	stufen	escenario	ADJ	N
stufe	etapa	stufen	etapa	ADJ	N
stufe	no	stufen	no	ADJ	V
stufe	palco	stufen	palco	ADJ	N
stufe	nivel	stufen	nivel	ADJ	N
vorsitzende	presidente	vorsitzend	presidente	ADJ;NOM;FEM;SG	N
zurzeit	estamos	zurzeit	estar	ADV	V
zurzeit	neste	zurzeit	neste	ADV	PROPN
zurzeit	momento	zurzeit	momento	ADV	N
momentan	estamos	momentan	estar	ADJ	V
momentan	actualmente	momentan	actual	ADJ	ADV
momentan	neste	momentan	neste	ADJ	PROPN
momentan	momento	momentan	momento	ADJ	N
vollständige	total	vollständig	total	ADJ;NOM;FEM;PL	N
vollständige	completa	vollständig	completar	ADJ;NOM;FEM;PL	V
vollständige	completar	vollständig	completar	ADJ;NOM;FEM;PL	V
einzig	só	einzig	só	ADJ	ADV
rasch	axiña	rasch	axiña	ADJ	ADV
rasch	veña	rasch	vir	ADJ	V
rasch	marchar	rasch	marchar	ADJ	V
rasch	velocidade	rasch	velocidade	ADJ	N
rasch	rapidamente	rasch	rapidamente	ADJ	ADV
rasch	axiña	rasch	axiña	ADJ	ADV
zellen	as	zellen	o	V;NFIN	DET
zellen	células	zellen	célula	V;NFIN	N
walther	walter	walth	walter	PROPN	PROPN
identität	identidade	identität	identidade		N
tot	mortos	tot	morto	ADJ	N
tot	morto	tot	morto	ADJ	N
tot	morta	tot	morto	ADJ	N
tot	morreu	tot	morrer	ADJ	V
boote	bote	bioten	bote	N;NOM;NEUT;PL	PROPN
boote	chalana	bioten	chalanar	N;NOM;NEUT;PL	ADJ
fotograf	fotógrafo	fotograf	fotógrafo	PROPN	N
stars	estrelas	stars	estrela	PROPN	N
stars	das	stars	das	PROPN	N
hit	éxito	hit	éxito	PROPN	N
can	poden	can	poder		V
can	podo	can	podar		V
can	podes	can	poder		V
can	podemos	can	poder		V
can	pode	can	poder		V
can	non	can	non		PART
erscheinung	fenómeno	Erscheinung	fenómeno	ADJ	N
kinos	filmes	kinos	filme		N
kinos	cinema	kinos	cinema		N
miller	miller	mill	miller	PROPN;NOM;MASC;SG	PROPN
brigade	brigade	brigade	brigade		N
brigade	a	brigade	o		DET
brigade	brigada	brigade	brigado		N
jenseits	da	jenseits	da	ADV	V
gitarrist	guitarra	gitarrist	guitarrar	ADJ	N
flugzeuge	os	flugzeug	o	N;NOM;NEUT;PL	DET
howard	howard	howard	howard	PROPN;NOM;MASC;SG	PROPN
gewinner	gaña	gewinner	gaña		V
gewinner	gañadores	gewinner	gañador		N
amerikaner	americanos	amerikaner	americano	ADJ	N
amerikaner	os	amerikaner	o	ADJ	DET
amerikaner	americanos	amerikaner	americano	ADJ	N
amerikaner	ianquis	amerikaner	ianqui	ADJ	N
gesundheit	saúde	gesundheit	saúde		N
gesundheit	a	gesundheit	o		DET
gesundheit	health	gesundheit	health		PROPN
gesundheit	saúde	gesundheit	saúde		N
niemals	non	niemals	non	ADV	PART
niemals	que	niemals	que	ADV	PRO
niemals	algunha	niemals	algún	ADV	DET
niemals	vez	niemals	vez	ADV	N
verantwortung	responsabilidades	verantwortung	responsabilidade	ADJ	N
verantwortung	responsabilidade	verantwortung	responsabilidade	ADJ	N
verantwortung	a	verantwortung	o	ADJ	DET
klima	mudanza	klima	mudanza	PROPN	N
klima	climática	klima	climático	PROPN	ADJ
klima	clima	klima	clima	PROPN	N
klima	cambio	klima	cambio	PROPN	N
klima	climático	klima	climático	PROPN	ADJ
wandte	volta	wenden	volta	V;IND;SG;3;PST;FIN	N
sonstige	outra	sonstig	outro	ADJ;NOM;FEM;PL	DET
sonstige	outros	sonstig	outro	ADJ;NOM;FEM;PL	DET
sonstige	outro	sonstig	outro	ADJ;NOM;FEM;PL	DET
sonstige	outras	sonstig	outro	ADJ;NOM;FEM;PL	DET
sonstige	aos	sonstig	aos	ADJ;NOM;FEM;PL	PROPN
sonstige	outros	sonstig	outro	ADJ;NOM;FEM;PL	DET
sonstige	demais	sonstig	demais	ADJ;NOM;FEM;PL	DET
sonstige	outras	sonstig	outro	ADJ;NOM;FEM;PL	DET
herum	redor	herum	redor	ADV	N
herum	por	herum	por	ADV	ADP
geschickt	a	schicken	o	V;V.PTCP	DET
retten	salvalo	retten	salvalo	V;NFIN	N
retten	aforro	retten	aforro	V;NFIN	N
retten	de	retten	de	V;NFIN	ADP
retten	apoio	retten	apoio	V;NFIN	N
briefe	cartas	brufen	carta		N
briefe	letras	brufen	letra		N
sorgen	te	sorgen	te	V;NFIN	PRO
sorgen	preocupes	sorgen	preocupe	V;NFIN	ADV
sorgen	por	sorgen	por	V;NFIN	ADP
sorgen	se	sorgen	se	V;NFIN	CONJ
flug	avión	flagen	avión		N
flug	voo	flagen	voo		N
schatten	sombras	schatten	sombra	V;NFIN	N
schatten	sombra	schatten	sombra	V;NFIN	N
schatten	sombra	schatten	sombra	V;NFIN	N
übersetzer	tradución	übersetzer	tradución	ADJ	N
ersatz	substituír	ersatzen	substituír		V
ersatz	substituír	ersatzen	substituír		V
löwen	leóns	löwen	león		N
jagd	cazar	jagd	cazar		V
jagd	caza	jagd	caza		N
jagd	persecución	jagd	persecución		N
unsinn	parvada	unsinn	parvada		N
unsinn	parvadas	unsinn	parvar		ADJ
typisch	normalmente	typisch	normal	ADJ	ADV
rechtswissenschaften	leis	rechtswissenschaft	lei	ADJ	N
rechtswissenschaften	lei	rechtswissenschaft	lei	ADJ	N
rechtswissenschaften	a	rechtswissenschaft	o	ADJ	DET
express	expresar	express	expresar		V
gebirge	lorenzo	gebirge	lorenzo	N	PROPN
gebirge	montañosa	gebirge	montañoso	N	ADJ
jim	jim	jim	jim	PROPN;NOM;MASC;SG	PROPN
disziplin	disciplina	disziplin	disciplina		N
lust	bonitas	lusen	bonita	PROPN	N
chemische	químicas	chemisch	química	ADJ;NOM;FEM;PL	N
point	momento	poinen	momento		N
point	punto	poinen	punto		N
basketball	baloncesto	basketball	baloncesto		N
basketball	básquet	basketball	básquet		PROPN
orchestra	orquestra	orchestra	orquestra	PROPN;NOM;SG	N
beides	tanto	beide	tanto	PRO;NOM;INDF;NEUT;SG	ADV
beides	dúas	beide	dous	PRO;NOM;INDF;NEUT;SG	N
beides	dous	beide	dous	PRO;NOM;INDF;NEUT;SG	N
beides	os	beide	o	PRO;NOM;INDF;NEUT;SG	DET
beides	ambos	beide	ambos	PRO;NOM;INDF;NEUT;SG	DET
vorname	nome	vornam	nome		N
vorname	se	vornam	se		CONJ
florenz	florence	florenz	florence	PROPN;NOM;SG	N
konferenz	conferencia	konferenz	conferencia	ADJ	N
konferenz	de	konferenz	de	ADJ	ADP
konferenz	conferencias	konferenz	conferencia	ADJ	N
konferenz	rolda	konferenz	rolda	ADJ	N
sound	son	sound	ser		V
sound	de	sound	de		ADP
sound	parece	sound	parecer		V
flusses	río	fluß	río	ADV	N
vergleichbar	parecido	vergleichbar	parecer	ADJ	N
tieren	animais	tier	animal	V;NFIN	N
tieren	os	tier	o	V;NFIN	DET
lothar	lothar	lothar	lothar	PROPN;NOM;MASC;SG	PROPN
wille	vai	willen	ir		V
grafik	gráficos	grafik	gráfico		ADJ
normale	cotiáns	normal	cotián	ADJ;NOM;FEM;PL	N
normale	era	normal	ser	ADJ;NOM;FEM;PL	V
normale	normais	normal	normal	ADJ;NOM;FEM;PL	N
normale	normais	normal	normal	ADJ;NOM;FEM;PL	N
legen	aí	legen	aí	V;NFIN	ADV
model	modelo	model	modelo		N
sun	sol	sun	sol	PROPN;NOM;SG	N
kenntnis	coñecemento	kenntnis	coñecemento	ADJ	N
kenntnis	coñecía	kenntnis	coñecer	ADJ	V
kenntnis	coñecementos	kenntnis	coñecemento	ADJ	N
erfasst	prisioneiro	erfassen	prisioneiro	V;V.PTCP	N
benutzen	uso	benutzen	uso	V;NFIN	N
francesco	francesco	francesco	francesco	PROPN;NOM;MASC;SG	N
seltener	pouco	selten	pouco	ADJ	ADV
künstlerische	artística	künstlerisch	artístico	ADJ;NOM;FEM;PL	N
golf	golf	golf	golf		N
golf	ao	golf	ao		PROPN
golf	golfo	golf	golfo		N
digital	dixitais	digital	dixital	ADJ	N
behauptung	a	behauptung	o	ADV	DET
behauptung	que	behauptung	que	ADV	PRO
maße	tamaños	massen	tamaño	ADV	N
maße	nivel	massen	nivel	ADV	N
schicksal	destino	schicksal	destino	ADJ	N
schicksal	o	schicksal	o	ADJ	DET
schicksal	destino	schicksal	destino	ADJ	N
act	acto	act	acto	PROPN	N
act	actuar	act	actuar	PROPN	V
bibel	biblia	bibel	biblia		N
bibel	biblias	bibel	biblia		N
unentschieden	unha	unentschieden	un	ADJ	DET
unentschieden	os	unentschieden	o	ADJ	DET
unentschieden	gravata	unentschieden	gravatar	ADJ	N
unentschieden	átenos	unentschieden	átenos	ADJ	N
unentschieden	garavata	unentschieden	garavatar	ADJ	PROPN
unentschieden	debuxar	unentschieden	debuxar	ADJ	V
unentschieden	que	unentschieden	que	ADJ	PRO
unentschieden	os	unentschieden	o	ADJ	DET
unentschieden	absorber	unentschieden	absorber	ADJ	V
unentschieden	sur	unentschieden	sur	ADJ	N
unentschieden	debuxaría	unentschieden	debuxar	ADJ	V
verschiebung	de	verschiebung	de	N;SG	ADP
jahrzehnte	décadas	jahrzehnt	década		N
vorbereitung	preparar	vorbereitung	preparar	N;NOM;FEM;SG	V
vorbereitung	para	vorbereitung	para	N;NOM;FEM;SG	ADP
vorbereitung	a	vorbereitung	o	N;NOM;FEM;SG	DET
vorbereitung	preparar	vorbereitung	preparar	N;NOM;FEM;SG	V
inklusive	incluía	inklusive	incluír	ADP	V
inklusive	inclúe	inklusive	incluír	ADP	V
inklusive	incluíndo	inklusive	incluír	ADP	V
inklusive	mesmo	inklusive	mesmo	ADP	DET
inklusive	incluído	inklusive	incluír	ADP	V
inklusive	incluídos	inklusive	incluír	ADP	V
inklusive	a	inklusive	o	ADP	DET
harvard	harvard	harvard	harvard	PROPN;NOM;MASC;SG	V
mengen	volumes	mengen	volume	V;NFIN	N
mengen	cantidade	mengen	cantidade	V;NFIN	N
nick	nick	nick	nick	PROPN;NOM;SG	PROPN
sam	sam	sam	sam	PROPN;NOM;SG	PROPN
reihenfolge	orde	reihenfolge	orde	ADJ;NOM;FEM;PL	N
reihenfolge	para	reihenfolge	para	ADJ;NOM;FEM;PL	ADP
reihenfolge	xiro	reihenfolge	xiro	ADJ;NOM;FEM;PL	N
reihenfolge	postal	reihenfolge	postal	ADJ;NOM;FEM;PL	N
reihenfolge	secuencia	reihenfolge	secuencia	ADJ;NOM;FEM;PL	N
dachte	que	denken	que	V;IND;SG;3;PST;FIN	PRO
jap	si	jap	si		ADV
fähigkeiten	habilidades	fähigkeit	habilidade	V;NFIN	N
fähigkeiten	habilidade	fähigkeit	habilidade	V;NFIN	N
fähigkeiten	capacidades	fähigkeit	capacidade	V;NFIN	N
fähigkeiten	capacidade	fähigkeit	capacidade	V;NFIN	N
fähigkeiten	habilidade	fähigkeit	habilidade	V;NFIN	N
valley	val	valley	val	PROPN;NOM;SG	N
valley	da	valley	da	PROPN;NOM;SG	V
valley	valley	valley	valley	PROPN;NOM;SG	PROPN
älter	máis	alt	máis	ADJ	ADV
älter	vella	alt	vella	ADJ	N
älter	vello	alt	vello	ADJ	N
älter	os	alt	o	ADJ	DET
älter	ancián	alt	ancián	ADJ	N
älter	sexa	alt	ser	ADJ	V
älter	maiores	alt	maior	ADJ	N
älter	crecen	alt	crecer	ADJ	V
schade	mágoa	schade	mágoa	ADV	ADJ
schade	mágoa	schade	mágoa	ADV	ADJ
schade	vergoña	schade	vergoña	ADV	N
schade	que	schade	que	ADV	PRO
wiederherstellung	a	wiederherstellung	o	ADJ;NOM;FEM;SG	DET
wiederherstellung	restaurar	wiederherstellung	restaurar	ADJ;NOM;FEM;SG	V
messe	xusto	messe	xusto		ADV
messe	feira	messe	feira		N
aufnehmen	de	aufnehmen	de	V;NFIN	ADP
aufnehmen	disco	aufnehmen	disco	V;NFIN	N
ablauf	secuencia	ablauf	secuencia	ADV	N
zimmer	cuarto	zimmer	cuarto	N	ADJ
zimmer	ventiladas	zimmer	ventilar	N	V
zimmer	cuarto	zimmer	cuarto	N	ADJ
bewegen	moverse	bewegen	moverse	V;NFIN	PROPN
bewegen	a	bewegen	o	V;NFIN	DET
bewegen	aquí	bewegen	aquí	V;NFIN	ADV
bewegen	de	bewegen	de	V;NFIN	ADP
meldung	historia	meldung	historia	ADJ	N
meldung	relato	meldung	relato	ADJ	N
meldung	reportando	meldung	reportar	ADJ	V
meldung	información	meldung	información	ADJ	N
meldung	informe	meldung	informe	ADJ	N
meldung	informar	meldung	informar	ADJ	V
meldung	mensaxe	meldung	mensaxe	ADJ	N
vereinen	unídevos	verein	unídevo	V;NFIN	N
vereinen	irmandádevos	verein	irmandádevo	V;NFIN	N
vereinen	vosas	verein	voso	V;NFIN	DET
hauptmann	capitán	hauptmann	capitán		N
hauptmann	meu	hauptmann	meu		DET
mache	que	machen	que	V;IND;SG;3;PRS;FIN	PRO
mache	que	machen	que	V;IND;SG;3;PRS;FIN	PRO
anwendungen	para	anwendung	para	N;NOM;FEM;PL	ADP
dick	groso	dick	groso	ADJ	N
dick	dick	dick	dick	ADJ	PROPN
ehemann	marido	ehemann	marido		N
ehemann	home	ehemann	home		N
ehemann	o	ehemann	o		DET
wachsen	de	wachsen	de	V;NFIN	ADP
wachsen	crecemento	wachsen	crecemento	V;NFIN	N
wachsen	medra	wachsen	medra	V;NFIN	N
wachsen	medra	wachsen	medra	V;NFIN	N
griff	realidade	greifen	realidade	V;FIN	N
griff	mango	greifen	mango	V;FIN	N
griff	diso	greifen	diso	V;FIN	PRO
niveau	niveis	niveau	nivel	ADV	N
niveau	nivel	niveau	nivel	ADV	N
präfektur	prefeitura	präfektur	prefeitura	ADJ	N
abbildung	figura	abbildung	figurar		V
abbildung	que	abbildung	que		PRO
abbildung	descubrir	abbildung	descubrir		V
abbildung	pensar	abbildung	pensar		V
abbildung	imaxe	abbildung	imaxe		N
abbildung	gráfica	abbildung	gráfico		ADJ
abbildung	amosa	abbildung	amosar		V
abbildung	gráfico	abbildung	gráfico		ADJ
lehrstuhl	cadeira	lehrstuhl	cadeira	PROPN	N
stamm	células	stamm	célula	ADJ	N
stamm	nai	stamm	nai	ADJ	N
stamm	maleteiro	stamm	maleteiro	ADJ	N
saß	eu	sitzen	eu	V;IND;SG;3;PST;FIN	PRO
saß	sentei	sitzen	sentir	V;IND;SG;3;PST;FIN	ADV
saß	senteime	sitzen	senteime	V;IND;SG;3;PST;FIN	PROPN
saß	onda	sitzen	onda	V;IND;SG;3;PST;FIN	N
jury	xurado	jury	xurado		N
anwalt	fiscal	anwalt	fiscal	N;NOM;SG	ADJ
anwalt	avogadiño	anwalt	avogadiño	N;NOM;SG	PROPN
beruht	base	beruhen	base	V;IND;SG;3;PRS;FIN	N
konkurrenz	competir	konkurrenz	competir	ADJ	V
solches	tan	solch	tan	PRO;NOM;INDF;NEUT;SG	ADV
solches	tal	solch	tal	PRO;NOM;INDF;NEUT;SG	DET
prüfen	cheque	prüfen	cheque	V;NFIN	N
prüfen	comprobalo	prüfen	comprobalo	V;NFIN	PROPN
gesicht	rostros	sechen	rostro	V;V.PTCP	N
gesicht	caras	sechen	cara	V;V.PTCP	N
gesicht	facial	sechen	facial	V;V.PTCP	ADJ
gesicht	faciais	sechen	facial	V;V.PTCP	ADJ
gesicht	cara	sechen	cara	V;V.PTCP	N
gesicht	rostro	sechen	rostro	V;V.PTCP	N
unfall	de	unfall	de	N	ADP
sterben	morte	sterben	morte	V;NFIN	N
sterben	moribundos	sterben	moribundo	V;NFIN	N
sterben	por	sterben	por	V;NFIN	ADP
sand	area	sinden	area		N
index	índice	index	índice		N
ruine	a	ruin	o	N;NOM;SG	DET
meinte	que	meinen	que	V;IND;SG;3;PST;FIN	PRO
meinte	para	meinen	para	V;IND;SG;3;PST;FIN	ADP
meinte	que	meinen	que	V;IND;SG;3;PST;FIN	PRO
wies	recomendáronme	weisen	recomendáronme	V;IND;SG;3;PST;FIN	PROPN
district	distrito	district	distrito	PROPN	N
district	fiscal	district	fiscal	PROPN	ADJ
district	do	district	do	PROPN	PROPN
ereignis	incidente	ereignis	incidente		N
ereignis	accidente	ereignis	accidente		N
ereignis	acontecemento	ereignis	acontecemento		N
ereignis	de	ereignis	de		ADP
ereignis	eventos	ereignis	evento		N
ereignis	evento	ereignis	evento		N
ereignis	suceso	ereignis	suceso		N
oberbürgermeister	alcalde	oberbürgermeister	alcalde	ADV	N
oberbürgermeister	o	oberbürgermeister	o	ADV	DET
oberbürgermeister	alcaldesa	oberbürgermeister	alcaldesa	ADV	N
wesen	ser	wesen	ser	N;NOM;NEUT;SG	V
wesen	estar	wesen	estar	N;NOM;NEUT;SG	V
wesen	a	wesen	o	N;NOM;NEUT;SG	DET
wesen	se	wesen	se	N;NOM;NEUT;SG	CONJ
zeugen	testemuñas	zeugen	testemuña	V;NFIN	N
zeugen	testemuña	zeugen	testemuña	V;NFIN	N
gefahren	perigo	fahren	perigo	V;V.PTCP	N
dateien	arquivos	datei	arquivo	V;NFIN	N
luther	luther	luther	luther	PROPN;NOM;MASC;SG	PROPN
luther	king	luther	king	PROPN;NOM;MASC;SG	PROPN
verwandten	parentes	verwandt	parente	V;PL;FIN	N
verwandten	familiares	verwandt	familiar	V;PL;FIN	ADJ
vögel	aves	vögel	ave		N
vögel	paxaros	vögel	paxar		N
vögel	as	vögel	o		DET
vögel	paxaro	vögel	paxaro		N
vögel	aves	vögel	ave		N
vögel	ave	vögel	ave		N
kommunistischen	comunista	kommunistisch	comunista	ADJ;NOM;MASC;PL	N
kommunistischen	partido	kommunistisch	partido	ADJ;NOM;MASC;PL	N
kommunistischen	comunistas	kommunistisch	comunista	ADJ;NOM;MASC;PL	N
letztes	o	letzt	o	ADJ;NOM;NEUT;SG	DET
letztes	onte	letzt	onte	ADJ;NOM;NEUT;SG	ADV
ursula	ursula	ursula	ursular	PROPN;NOM;FEM;SG	N
vorstellungen	as	vorstellingen	o	V;NFIN	DET
vorstellungen	ideas	vorstellingen	idea	V;NFIN	N
willy	willie	willy	willie	PROPN;NOM;MASC;SG	PROPN
pflanze	plantas	pflanz	planta		N
pflanze	planta	pflanz	planta		N
pflanze	vexetais	pflanz	vexetal		ADJ
pflanze	de	pflanz	de		ADP
pflanze	cultivos	pflanz	cultivo		N
kämpfte	contra	kämpfen	contra	V;IND;SG;3;PST;FIN	ADP
kritische	crítica	kritisch	crítica	ADJ;NOM;FEM;PL	N
hund	os	hund	o	N;NOM;MASC;SG	DET
hund	aos	hund	aos	N;NOM;MASC;SG	PROPN
hütte	casa	hüten	casa		N
hütte	cabana	hüten	cabanar		N
ding	que	ding	que		PRO
ding	cousa	ding	cousa		N
ding	mesmo	ding	mesmo		DET
scheinbar	aparentemente	scheinbar	aparente	ADJ	ADV
soldat	soldado	soldat	soldar	PROPN	V
soldat	soldados	soldat	soldar	PROPN	V
eigentum	propiedade	eigentum	propiedade	ADJ	N
leer	valeiro	leer	valeiro	ADJ	N
leichter	luz	leicht	luz	ADJ	N
leichter	calma	leicht	calma	ADJ	N
leichter	acouguen	leicht	acougar	ADJ	PROPN
leichter	máis	leicht	máis	ADJ	ADV
zusammenschluss	de	zusammenschlussen	de	ADJ	ADP
zusammenschluss	concentración	zusammenschlussen	concentración	ADJ	N
beobachten	coidado	beobachten	coidado	V;NFIN	N
beobachten	a	beobachten	o	V;NFIN	DET
beobachten	as	beobachten	o	V;NFIN	DET
block	mazá	block	mazá		N
block	bloque	block	bloque		N
block	bloquear	block	bloquear		V
block	acceso	block	acceso		N
block	barracón	block	barracón		N
sammeln	reunión	sammeln	reunión	V;NFIN	N
angriffe	ataca	angreifen	ataca	N;NOM;PL	V
durchschnittliche	media	durchschnittlich	media	ADJ;NOM;FEM;PL	N
durchschnittliche	medio	durchschnittlich	medio	ADJ;NOM;FEM;PL	N
durchschnittliche	de	durchschnittlich	de	ADJ;NOM;FEM;PL	ADP
durchschnittliche	mediocre	durchschnittlich	mediocre	ADJ;NOM;FEM;PL	N
gebäuden	edificios	gebäuden	edificio	V;NFIN	N
hell	inferno	hell	inferno	ADJ	N
hell	carallo	hell	carallo	ADJ	ADV
hell	demo	hell	demo	ADJ	N
hell	cona	hell	cona	ADJ	N
hell	e	hell	e	ADJ	CONJ
schnelle	axiña	schnell	axiña	ADJ;NOM;FEM;PL	ADV
schnelle	veña	schnell	vir	ADJ;NOM;FEM;PL	V
schnelle	marchar	schnell	marchar	ADJ;NOM;FEM;PL	V
schnelle	velocidade	schnell	velocidade	ADJ;NOM;FEM;PL	N
wörterbuch	vocabulario	wörterbuch	vocabulario	ADJ	N
aktionen	acción	aktion	acción	V;NFIN	N
aktionen	campañas	aktion	campaña	V;NFIN	N
aktionen	as	aktion	o	V;NFIN	DET
aktionen	accións	aktion	acción	V;NFIN	N
papier	papel	papier	papel		N
papier	xornal	papier	xornal		N
papier	artigo	papier	artigo		N
stift	lapis	stefen	lapis		N
stift	boli	stefen	boli		PROPN
stift	lápiz	stefen	lápiz		N
stift	pluma	stefen	plumo		N
stift	prendedor	stefen	prendedor		N
wahr	verdade	wahr	verdade	ADJ	N
wahr	certo	wahr	certo	ADJ	DET
erzielt	independencia	erzielen	independencia	V;V.PTCP	N
halb	media	halb	media	ADJ	N
halb	metade	halb	metade	ADJ	N
halb	medio	halb	medio	ADJ	N
halb	a	halb	o	ADJ	DET
überzeugt	de	überzeugt	de	ADJ	ADP
überzeugt	convencido	überzeugt	convencer	ADJ	V
überzeugt	seguros	überzeugt	seguro	ADJ	N
überzeugt	seguro	überzeugt	seguro	ADJ	N
freundschaft	amizade	freundschaft	amizade		N
freundschaft	a	freundschaft	o		DET
stärke	fortaleza	stark	fortalezar		N
stärke	forzas	stark	forza		N
stärke	forza	stark	forza		N
stärke	a	stark	o		DET
stärke	radica	stark	radicar		V
sekretär	de	sekretär	de	N	ADP
genügend	abonda	genügend	abondar	ADV	V
genügend	suficiente	genügend	suficiente	ADV	ADJ
genügend	dabondo	genügend	dabor	ADV	V
genügend	para	genügend	para	ADV	ADP
fred	fred	fred	fred	PROPN;NOM;SG	PROPN
beenden	de	beenden	de	V;NFIN	ADP
beenden	non	beenden	non	V;NFIN	PART
beenden	a	beenden	o	V;NFIN	DET
beenden	unllas	beenden	unlla	V;NFIN	N
beenden	fin	beenden	fin	V;NFIN	N
beenden	final	beenden	final	V;NFIN	N
beenden	saída	beenden	saída	V;NFIN	N
johnny	johnny	johnny	johnny	PROPN;NOM;MASC;SG	PROPN
arm	pobres	arm	pobre	ADJ	N
arm	brazo	arm	brazo	ADJ	N
samen	sementes	samen	semente	V;NFIN	N
kontakte	contacto	kontakt	contacto	ADJ	N
kontakte	coñecidos	kontakt	coñecer	ADJ	V
kontakte	en	kontakt	en	ADJ	ADP
kontakte	con	kontakt	con	ADJ	ADP
kontakte	podo	kontakt	podar	ADJ	V
kontakte	contactar	kontakt	contactar	ADJ	V
unterscheidung	diferenza	unterscheidung	diferenza	ADJ	N
unterscheidung	distinción	unterscheidung	distinción	ADJ	N
hits	golpea	hits	golper	PROPN;NOM	V
hits	a	hits	o	PROPN;NOM	DET
hits	toca	hits	toca	PROPN;NOM	V
pflege	coidado	pfleg	coidado		N
pflege	importa	pfleg	importar		V
pflege	igual	pfleg	igual		ADV
pflege	me	pfleg	me		PRO
wirklichkeit	realidade	wirklichkeit	realidade	ADJ	N
wirklichkeit	a	wirklichkeit	o	ADJ	DET
corporation	corporación	corporation	corporación	PROPN	N
corporation	nosa	corporation	noso	PROPN	DET
corporation	corporación	corporation	corporación	PROPN	N
hochzeit	de	hochzeit	de	N;NOM;FEM;SG	ADP
