que	że	que	że	PRO;MASC;SG	PART
grega	greckie	grego	grecki	N;FEM;SG	ADJ;NOM;NEUT;SG
lança	lance	lançar	lanka	V;IND;SG;3;PRS;FIN	
lança	startów	lançar	start	V;IND;SG;3;PRS;FIN	N;GEN;MASC;PL
lança	włócznia	lançar	włócznia	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
troféu	trophy	troféu	trophy	N;MASC;SG	
troféu	trofea	troféu	trofe	N;MASC;SG	N;NOM;MASC;PL
faria	faria	fazer	faria	V;COND;SG;3;FIN	
convidado	zaproszone	convidar	zaprosić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
convidado	zaproszeni	convidar	zaprosić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
convidado	zaproszony	convidar	zaprosić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
convidado	goście	convidar	gość	V;MASC;SG;V.PTCP	N;NOM;MASC;PL
hill	hill	hill	hill	N;MASC;SG	
mesa	tabeli	mesa	tabel	N;FEM;SG	
mesa	tabela	mesa	tabel	N;FEM;SG	
mesa	mesa	mesa	mesa	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
mesa	moja	mesa	mój	N;FEM;SG	DET;NOM;FEM;SG;1
revisão	przegląd	revisão	przegląd	N;FEM;SG	
inimigo	wrogowie	inimigo	wróg	N;MASC;SG	N;NOM;MASC;PL
inimigo	wroga	inimigo	wróg	N;MASC;SG	
citação	cytuję	citação	cytować	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
citação	citation	citação	citation	N;FEM;SG	
elevado	podwyższone	elevar	podwyższyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
elevado	podniesiony	elevar	podnieść	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
conceição	conceição	conceição	conceição	N;FEM;SG	
simon	szymon	simon	szymon	N;MASC;SG	PROPN;NOM;MASC;SG
simon	simon	simon	simon	N;MASC;SG	PROPN;NOM;MASC;SG
cristãos	chrześcijanin	cristão	chrześcijanin	N;MASC;PL	N;NOM;MASC;SG
cristãos	chrześcijański	cristão	chrześcijański	N;MASC;PL	ADJ;NOM;MASC;SG
cristãos	christian	cristão	christianin	N;MASC;PL	N;NOM;MASC;SG
cristãos	krystian	cristão	krystianin	N;MASC;PL	PROPN;NOM;MASC;SG
cristãos	chrześcijan	cristão	chrześcijanin	N;MASC;PL	
aves	drobiu	ave	drobie	N;FEM;PL	
aves	drób	ave	droba	N;FEM;PL	
aves	ptaszki	ave	ptaszek	N;FEM;PL	N;NOM;MASC;SG
aves	ptaka	ave	ptak	N;FEM;PL	N;ACC;MASC;SG
aves	ptak	ave	ptak	N;FEM;PL	N;NOM;MASC;SG
aves	bird	ave	bird	N;FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
aves	ptaszek	ave	ptaszek	N;FEM;PL	N;NOM;MASC;SG
visita	wizyty	visita	wizyta	N;FEM;SG	N;ACC;FEM;PL
visita	wizyty	visita	wizyta	N;FEM;SG	N;ACC;FEM;PL
visita	odwiedzin	visita	odwiedziny	N;FEM;SG	
visita	wizyt	visita	wizyta	N;FEM;SG	N;GEN;FEM;PL
stone	stone	stone	stone	N;MASC;SG	
stone	kamienie	stone	kamień	N;MASC;SG	N;NOM;MASC;PL
escritos	napisane	escrever	napisać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
escritos	pisemne	escrever	pisemny	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG
escritos	zapisane	escrever	zapisać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
escritos	pisma	escrever	pismo	V;MASC;PL;V.PTCP	N;NOM;NEUT;SG
sur	sur	sur	sura	N;MASC;SG	
flamengo	flamengo	flamengo	flamenga	N;MASC;SG	PROPN;NOM;MASC;SG
flamengo	flamandzkiej	flamengo	flamandzki	N;MASC;SG	ADJ;GEN;FEM;SG
silveira	silveira	silveira	silveira	N;FEM;SG	
contendo	zawierająca	conter	zawierać	V;V.MSDR	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
contendo	zawierającej	conter	zawierać	V;V.MSDR	ADJ;IPFV;GEN;FEM;SG;POS;V.PTCP;ACT
contendo	zawierający	conter	zawierać	V;V.MSDR	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
contendo	zawierające	conter	zawierać	V;V.MSDR	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
boy	boy	boy	boy	N;MASC;SG	
litoral	przybrzeżnych	litoral	przybrzeżny	N;MASC;SG	ADJ;GEN;MASC;PL
litoral	przybrzeżne	litoral	przybrzeżny	N;MASC;SG	ADJ;NOM;NEUT;SG
villa	villa	villa	vill	N;MASC;SG	
green	zieleń	green	zieleń	N;MASC;SG	
green	zielony	green	zielony	N;MASC;SG	
green	zielono	green	zielono	N;MASC;SG	
green	zielona	green	zielony	N;MASC;SG	
green	zielone	green	zielony	N;MASC;SG	
chinês	chiny	chinês	chiny	N;MASC;SG	
chinês	chińskich	chinês	chiński	N;MASC;SG	ADJ;GEN;MASC;PL
chinês	chińska	chinês	chiński	N;MASC;SG	ADJ;NOM;FEM;SG
chinês	chiński	chinês	chiński	N;MASC;SG	ADJ;NOM;MASC;SG
chinês	chińskie	chinês	chiński	N;MASC;SG	ADJ;NOM;NEUT;SG
trabalha	prace	trabalhar	praca	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
trabalha	dziala	trabalhar	dzialać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;PST;FIN;ACT
cunha	wedge	cunha	wedga	N;FEM;SG	
cunha	cunha	cunha	cunha	N;FEM;SG	
aviso	zauważ	aviso	zauważ	N;MASC;SG	
doenças	choroba	doença	choroba	N;FEM;PL	N;NOM;FEM;SG
doenças	chorób	doença	chorób	N;FEM;PL	
doenças	choroba	doença	choroba	N;FEM;PL	N;NOM;FEM;SG
doenças	choroba	doença	choroba	N;FEM;PL	N;NOM;FEM;SG
ray	ray	ray	ray	N;MASC;SG	PROPN;NOM;MASC;SG
participações	kapitałowych	participação	kapitałowy	N;FEM;PL	ADJ;GEN;MASC;PL
bloqueado	zablokowany	bloqueado	zablokować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bloqueado	zablokowana	bloqueado	zablokować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
bloqueado	zablokowane	bloqueado	zablokować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
remix	remix	remix	remin	N;MASC;SG	
fama	sławy	fama	sława	N;FEM;SG	
conferência	konferencje	conferência	konferencja	N;FEM;SG	N;NOM;FEM;PL
oferece	ofert	oferecer	ofert	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;FIN;ACT
oferece	oferty	oferecer	oferta	V;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
útil	handy	útil	handa	ADJ;MASC;SG	
coluna	kolumny	coluna	kolumna	N;FEM;SG	N;NOM;FEM;PL
disputada	kwestionowane	disputar	kwestionować	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
disputada	spór	disputar	spór	V;FEM;SG;V.PTCP	N;NOM;MASC;SG
disputada	sporne	disputar	sporny	V;FEM;SG;V.PTCP	
eleitoral	wyborczych	eleitoral	wyborczy	N;MASC;SG	ADJ;GEN;MASC;PL
indo	indo	ir	indo	V;V.MSDR	
aliados	allied	aliado	allied	V;MASC;PL;V.PTCP	
aliados	sojuszników	aliado	sojusznik	V;MASC;PL;V.PTCP	N;ACC;MASC;PL
aliados	sojusznikami	aliado	sojusznik	V;MASC;PL;V.PTCP	N;INS;MASC;PL
exatamente	dokladnie	exatamente	dokladnie	ADV	
vii	vii	ver	vii	NUM	
dificuldades	trudność	dificuldade	trudność	N;FEM;PL	N;NOM;FEM;SG
comunista	komunistą	comunista	komunista	ADJ;MASC;SG	N;INS;MASC;SG
comunista	komuniści	comunista	komunista	ADJ;MASC;SG	N;NOM;MASC;PL
reação	reakcje	reação	reakcja	N;FEM;SG	N;NOM;FEM;PL
regular	regularnie	regular	regularnie	ADJ;MASC;SG	ADV
regular	regulowania	regular	regulować	ADJ;MASC;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
regular	regulować	regular	regulować	ADJ;MASC;SG	V;IPFV;NFIN;ACT
disponíveis	dostępny	disponível	dostępny	N;MASC;PL	ADJ;NOM;MASC;SG
disponíveis	dostępna	disponível	dostępny	N;MASC;PL	ADJ;NOM;FEM;SG
disponíveis	dostępne	disponível	dostępny	N;MASC;PL	ADJ;NOM;NEUT;SG
tempestade	storm	tempestade	storm	N;FEM;SG	
tempestade	tempest	tempestade	tempest	N;FEM;SG	
moscou	moskwy	moscar	moskwy	N;MASC;SG	PROPN;GEN;FEM;SG
moscou	moskwie	moscar	moskwa	N;MASC;SG	PROPN;DAT;FEM;SG
moscou	moskwa	moscar	moskwa	N;MASC;SG	PROPN;NOM;MASC;SG
pedidos	zastosowania	pedido	zastosowanie	N;MASC;PL	N;GEN;NEUT;SG
pedidos	podania	pedido	podać	N;MASC;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
pedidos	zaproszenia	pedido	zaprosić	N;MASC;PL	N;NOM;NEUT;SG
estrangeiros	cudzoziemiec	estrangeiro	cudzoziemiec	N;MASC;PL	N;NOM;MASC;SG
estrangeiros	zagraniczny	estrangeiro	zagraniczny	N;MASC;PL	ADJ;NOM;MASC;SG
estrangeiros	zagranicznych	estrangeiro	zagraniczny	N;MASC;PL	ADJ;GEN;MASC;PL
estrangeiros	obce	estrangeiro	obcy	N;MASC;PL	
estrangeiros	zagraniczna	estrangeiro	zagraniczny	N;MASC;PL	ADJ;NOM;FEM;SG
estrangeiros	zagraniczne	estrangeiro	zagraniczny	N;MASC;PL	ADJ;NOM;NEUT;SG
oportunidade	szanse	oportunidade	szansa	N;FEM;SG	N;NOM;FEM;PL
oportunidade	chance	oportunidade	chanka	N;FEM;SG	
oportunidade	okazje	oportunidade	okazjy	N;FEM;SG	N;NOM;FEM;PL
folha	li	folha	lić	N;FEM;SG	PROPN;NOM;MASC;SG
folha	liść	folha	liść	N;FEM;SG	
folha	arkusze	folha	arkusz	N;FEM;SG	N;NOM;MASC;PL
bernardo	bernard	bernardo	bernard	N;MASC;SG	PROPN;NOM;MASC;SG
bernardo	bernhard	bernardo	bernhard	N;MASC;SG	PROPN;NOM;MASC;SG
bernardo	bernardo	bernardo	bernardo	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
series	szeregi	ser	szereg	N;MASC;PL	N;ACC;MASC;SG
series	serie	ser	serie	N;MASC;PL	
series	series	ser	series	N;MASC;PL	
series	seria	ser	seria	N;MASC;PL	N;NOM;FEM;SG
series	serii	ser	seria	N;MASC;PL	
gravou	zarejestrowany	gravar	zarejestrować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gravou	rejestrowane	gravar	rejestrować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gravou	zapisane	gravar	zapisać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gravou	zarejestrowane	gravar	zarejestrować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gravou	nagrane	gravar	nagrać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
criados	służący	criar	służąc	V;MASC;PL;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
criados	słudzy	criar	słudzyć	V;MASC;PL;V.PTCP	N;NOM;MASC;PL
criados	utworzona	criar	utworzyć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
criados	utworzony	criar	utworzyć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
criados	stworzył	criar	stworzyć	V;MASC;PL;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
criados	utworzone	criar	utworzyć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
teresa	thérèse	teresa	therss	N;FEM;SG	
teresa	teresa	teresa	teresa	N;FEM;SG	PROPN;NOM;FEM;SG
teresa	teresa	teresa	teresa	N;FEM;SG	PROPN;NOM;FEM;SG
teresa	theresa	teresa	theres	N;FEM;SG	PROPN;NOM;FEM;SG
medo	przestraszony	medo	przestraszyć	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
medo	przerażony	medo	przerazić	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
domingos	niedziele	domingo	niedziela	N;MASC;PL	
domingos	domingos	domingo	domingos	N;MASC;PL	
domingos	sunday	domingo	sunday	N;MASC;PL	
domingos	niedziela	domingo	niedziela	N;MASC;PL	
domingos	niedzielny	domingo	niedzielny	N;MASC;PL	ADJ;NOM;MASC;SG
latino	łacińskiej	latino	łaciński	N;MASC;SG	ADJ;GEN;FEM;SG
latino	latino	latino	latino	N;MASC;SG	
alice	alicja	alice	alicja	N;FEM;SG	PROPN;NOM;FEM;SG
alice	alice	alice	alica	N;FEM;SG	PROPN;NOM;FEM;SG
polônia	poland	polônia	poland	N;FEM;SG	
polônia	polsce	polônia	polska	N;FEM;SG	ADV
polônia	polski	polônia	polski	N;FEM;SG	ADJ;NOM;MASC;SG
polônia	polska	polônia	polski	N;FEM;SG	ADJ;NOM;FEM;SG
classificado	oceniony	classificar	ocenić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
classificado	ocenione	classificar	ocenić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
classificado	oceniane	classificar	oceniać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
classificado	znamionowej	classificar	znamionowy	V;MASC;SG;V.PTCP	ADJ;GEN;FEM;SG
classificado	oceniany	classificar	oceniać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
classificado	sklasyfikowane	classificar	sklasyfikować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
classificado	tajne	classificar	tajny	V;MASC;SG;V.PTCP	
classificado	tajna	classificar	tajny	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
classificado	tajny	classificar	tajny	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
classificado	ranking	classificar	ranking	V;MASC;SG;V.PTCP	N;NOM;MASC;SG
classificado	rankingu	classificar	ranking	V;MASC;SG;V.PTCP	N;DAT;MASC;SG
hollywood	hollywood	hollywood	hollywood	N;MASC;SG	V;IPFV;IND;SG;FIN;ACT
uruguai	urugwaju	urugual	urugwaj	N;MASC;SG	PROPN;GEN;MASC;SG
anime	anime	anime	anima	N;MASC;SG	
veículo	pojazdy	veículo	pojazd	N;MASC;SG	N;NOM;MASC;PL
desejo	pragnienia	desejo	pragnienie	N;MASC;SG	N;NOM;NEUT;PL
desejo	życzymy	desejo	życzyć	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
desejo	życzy	desejo	życzyć	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
desejo	życzę	desejo	życzyć	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
assinou	podpisany	assinar	podpisać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
assinou	podpisano	assinar	podpisać	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
assinou	podpisana	assinar	podpisać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
assinou	podpisane	assinar	podpisać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
onda	fale	onda	fala	N;FEM;SG	N;NOM;FEM;PL
derrotado	pokonany	derrotar	pokonać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
derrotado	pokonani	derrotar	pokonać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
feminina	kobiece	feminino	kobiece	N;FEM;SG	
feminina	kobiecy	feminino	kobiecy	N;FEM;SG	ADJ;NOM;MASC;SG
who	kto	who	kto	N;MASC;SG	PRO;NOM;MASC;SG
who	kogo	who	kto	N;MASC;SG	PRO;ACC;MASC;SG
who	who	who	who	N;MASC;SG	
actual	prąd	actual	prąd	ADJ;MASC;SG	N;NOM;MASC;SG
garcia	garcia	garcia	garcia	N;MASC;SG	PROPN;NOM;MASC;SG
garcia	garcia	garcia	garcia	N;MASC;SG	PROPN;NOM;MASC;SG
garcia	garcía	garcia	garcía	N;MASC;SG	PROPN;NOM;MASC;SG
canadense	kanady	canadense	kanada	N;MASC;SG	
canadense	kanadyjski	canadense	kanadyjski	N;MASC;SG	ADJ;NOM;MASC;SG
terreno	tereny	terreno	teren	N;MASC;SG	N;NOM;MASC;PL
terreno	mielone	terreno	mielony	N;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
animação	animowany	animação	animować	N;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
guia	przewodników	guia	przewodnik	N;FEM;SG	N;GEN;MASC;PL
guia	przewodniki	guia	przewodnik	N;FEM;SG	N;NOM;MASC;PL
estaduais	stan	estadual	stan	N;MASC;PL	N;NOM;MASC;SG
estaduais	state	estadual	staty	N;MASC;PL	
estaduais	państwo	estadual	państwo	N;MASC;PL	N;NOM;NEUT;SG
caça	polować	caça	polować	N;FEM;SG	V;IPFV;NFIN;ACT
caça	łowy	caça	łowa	N;FEM;SG	
caça	hunt	caça	hunt	N;FEM;SG	
violência	przemoc	violência	przemoc	N;FEM;SG	
violência	przemocy	violência	przemoc	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
dan	dan	dan	dana	N;MASC;SG	
verdadeira	real	verdadeiro	real	ADJ;FEM;SG	
verdadeira	prawda	verdadeiro	prawda	ADJ;FEM;SG	N;NOM;FEM;SG
verdadeira	true	verdadeiro	true	ADJ;FEM;SG	
policial	oficerze	policial	oficerz	N;MASC;SG	
órgãos	organ	órgão	organ	N;MASC;PL	N;NOM;MASC;SG
órgãos	ciał	órgão	ciało	N;MASC;PL	
órgãos	ciała	órgão	ciało	N;MASC;PL	N;GEN;NEUT;SG
venezuela	wenezuela	venezuela	wenezuel	N;FEM;SG	PROPN;NOM;FEM;SG
curto	short	curto	short	ADJ;MASC;SG	
curto	krótko	curto	krótko	ADJ;MASC;SG	ADV
estudar	nauka	estudar	nauka	V;NFIN	N;NOM;FEM;SG
estudar	studium	estudar	studium	V;NFIN	N;ACC;NEUT;SG
estudar	badania	estudar	badanie	V;NFIN	N;NOM;NEUT;PL
estudar	badanie	estudar	badanie	V;NFIN	N;NOM;NEUT;SG
moradores	miejscowi	morador	miejscowy	N;MASC;PL	ADJ;NOM;MASC;PL
moradores	miejscowych	morador	miejscowy	N;MASC;PL	ADJ;GEN;MASC;PL
loja	zakupy	loja	zakup	N;FEM;SG	N;NOM;MASC;PL
loja	store	loja	stór	N;FEM;SG	
formando	stanowiących	formar	stanowić	V;V.MSDR	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
diferenças	diff	diferença	diff	N;FEM;PL	
diferenças	różnica	diferença	różnica	N;FEM;PL	N;NOM;FEM;SG
diferenças	różnica	diferença	różnica	N;FEM;PL	N;NOM;FEM;SG
apelido	nazwiska	apelido	nazwisko	N;MASC;SG	N;NOM;NEUT;PL
ave	ave	ave	ave	N;FEM;SG	
ave	bird	ave	bird	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
avião	samoloty	avião	samolot	N;MASC;SG	N;NOM;MASC;PL
brasileiras	brazylii	brasileira	brazylia	N;FEM;PL	N;GEN;FEM;SG
equivalente	równowartość	equivalente	równowartość	ADJ;MASC;SG	N;ACC;FEM;SG
equivalente	odpowiednik	equivalente	odpowiednik	ADJ;MASC;SG	N;NOM;MASC;SG
equivalente	ekwiwalent	equivalente	ekwiwalent	ADJ;MASC;SG	N;NOM;MASC;SG
licença	licencje	licença	licencja	N;FEM;SG	N;NOM;FEM;PL
licença	licencje	licença	licencja	N;FEM;SG	N;NOM;FEM;PL
mix	mix	mix	mix	N;MASC;SG	
mix	mieszać	mix	mieszać	N;MASC;SG	V;IPFV;NFIN;ACT
mix	wymieszać	mix	wymieszać	N;MASC;SG	V;PFV;NFIN;ACT
cardoso	cardoso	cardoso	cardoso	N;MASC;SG	PROPN;NOM;MASC;SG
dividido	podzielona	dividir	podzielić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
dividido	dzielone	dividir	dzielić	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dividido	podzielone	dividir	podzielić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dividido	podzielony	dividir	podzielić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
beleza	uroda	beleza	uroda	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
beleza	cudo	beleza	cudo	N;FEM;SG	
beleza	piękno	beleza	piękno	N;FEM;SG	
pés	stóp	pé	stóp	N;MASC;PL	
pés	stopy	pé	stopa	N;MASC;PL	
air	air	air	air	N;MASC;SG	
destacado	zaznaczone	destacar	zaznaczyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
destacado	oddelegowany	destacar	oddelegować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pacífico	pokojowe	pacífico	pokojowy	N;MASC;SG	ADJ;NOM;NEUT;SG
pacífico	pokojowych	pacífico	pokojowy	N;MASC;SG	ADJ;GEN;MASC;PL
pacífico	spokojne	pacífico	spokojny	N;MASC;SG	ADJ;NOM;NEUT;SG
pacífico	spokojna	pacífico	spokojny	N;MASC;SG	ADJ;NOM;FEM;SG
relacionamento	relacje	relacionamento	relacja	N;MASC;SG	N;NOM;FEM;PL
relacionamento	stosunki	relacionamento	stosunki	N;MASC;SG	N;NOM;NEUT;PL
part	częściowo	part	częściowo	N;MASC;SG	ADV
alan	alana	alan	alan	N;MASC;SG	
alan	alan	alan	alan	N;MASC;SG	PROPN;NOM;MASC;SG
bizantino	bizantyjskie	bizantino	bizantyjski	N;MASC;SG	ADJ;NOM;NEUT;SG
festas	festiwale	festa	festiwal	N;FEM;PL	N;NOM;MASC;SG
festas	imprezy	festa	impreza	N;FEM;PL	
festas	przyjęcia	festa	przyjęcie	N;FEM;PL	N;NOM;NEUT;SG
rtp	rtp	rtp	rtpzić	N;FEM;SG	
barbosa	barbosa	barboso	barbos	N;MASC;SG	PROPN;NOM;MASC;SG
media	nośnik	media	nośnik	N;MASC;PL	N;NOM;MASC;SG
figuras	liczby	figura	liczba	N;FEM;PL	N;ACC;FEM;SG
like	jak	like	jak	N;MASC;SG	ADV
like	like	like	lik	N;MASC;SG	
albert	alberta	albert	albert	N;MASC;SG	
albert	albert	albert	albert	N;MASC;SG	PROPN;NOM;MASC;SG
albert	albercie	albert	albert	N;MASC;SG	
tio	tio	tio	tio	N;MASC;SG	
atualizado	zmodernizowane	atualizar	zmodernizować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atualizado	aktualizacja	atualizar	aktualizacja	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
atualizado	zaktualizowane	atualizar	zaktualizować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atualizado	zaktualizowany	atualizar	zaktualizować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atualizado	zaktualizowana	atualizar	zaktualizować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
belém	belém	belém	bel	N;MASC;SG	PROPN;NOM;MASC;SG
belém	betlejem	belém	betlej	N;MASC;SG	
foto	zdjęcia	foto	zdjęcie	N;FEM;SG	N;NOM;NEUT;PL
foto	foto	foto	foto	N;FEM;SG	
foto	pic	foto	pić	N;FEM;SG	
foto	zdjecie	foto	zdjecie	N;FEM;SG	V;PFV;IND;SG;FIN;ACT
coelho	coelho	coelho	coelho	N;MASC;SG	
coelho	bunny	coelho	bunny	N;MASC;SG	
coelho	rabbit	coelho	rabbit	N;MASC;SG	
coelho	króliki	coelho	królika	N;MASC;SG	N;NOM;MASC;PL
criando	tworzenie	criar	tworzyć	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
criando	tworzeniu	criar	tworzyć	V;V.MSDR	N;IPFV;DAT;NEUT;SG;POS;V.MSDR
criando	tworzenia	criar	tworzyć	V;V.MSDR	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
errado	źle	errar	źle	V;MASC;SG;V.PTCP	ADV
braço	ręka	braço	ręka	N;MASC;SG	
bloco	zablokuj	bloco	zablokować	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
bloco	zablokować	bloco	zablokować	N;MASC;SG	V;PFV;NFIN;ACT
reconhecido	uznane	reconhecer	uznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecido	uznawane	reconhecer	uznawać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecido	uznany	reconhecer	uznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
reconhecido	uznana	reconhecer	uznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
reconhecido	uznany	reconhecer	uznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
reconhecido	uznawane	reconhecer	uznawać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecido	uznane	reconhecer	uznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecido	uznana	reconhecer	uznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
beira	beira	beira	beir	N;FEM;SG	PROPN;NOM;MASC;SG
religioso	religijnych	religioso	religijny	ADJ;MASC;SG	ADJ;GEN;MASC;PL
religioso	religia	religioso	religia	ADJ;MASC;SG	N;NOM;FEM;SG
use	wykorzystanie	usar	wykorzystać	V;SBJV;SG;3;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
use	użyj	usar	użyj	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
way	way	way	wy	N;MASC;SG	
