til	för	til	för	ADV	ADP
ledere	ledarna	leder	ledare	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
bands	band	band	band	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
holbæk	holbæk	holbæk	holb		N;NOM;INDF;NEUT;SG
haderslev	haderslev	haderslev	haderslev	N;INDF;MASC+FEM;SG	PROPN;NOM
fysiske	fysiskt	fysisk	fysisk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
fysiske	fysikalisk	fysisk	fysikalisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
fysiske	fysisk	fysisk	fysisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
rumænien	rumänien	rumænie	rumänie	PROPN	PROPN;NOM
modsatte	motsatsen	modsat	motsats	ADJ;PL	N;NOM;DEF;MASC+FEM;SG
modsatte	mittemot	modsat	mittemot	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
modsatte	motsatt	modsat	motsatt	ADJ;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
naturligt	naturliga	naturlig	naturlig	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
naturligt	natural	naturlig	natural	ADJ;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gennemførte	implementeras	gennemføre	implementera	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
gennemførte	genomförda	gennemføre	genomföra	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
gennemførte	genomförd	gennemføre	genomföra	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
gennemførte	genomföras	gennemføre	genomföra	V;IND;PST;FIN;ACT	V;IND;NFIN;PASS
gennemførte	genomfört	gennemføre	genomföra	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
interesser	ränta	interesse	ränta	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
interesser	intresse	interesse	intresse	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
øget	ökade	øge	öka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
øget	ökad	øge	öka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
øget	ökat	øge	öka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
øget	förhöjt	øge	förhöja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
systemer	system	system	system	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
systemer	systems	system	system	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
hits	träffar	hits	träffa	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
hits	hits	hits	hits	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
herre	husse	herre	husse	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
herre	mäster	herre	mästa	N;INDF;MASC+FEM;SG	PROPN;NOM
rødder	rötterna	rod	rot	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
sydøstlige	sydöstra	sydøstlig	sydöstra	ADJ;PL	ADJ;NOM;DEF;SG
sydøstlige	sydost	sydøstlig	sydost	ADJ;PL	ADV
sydøstlige	sydöst	sydøstlig	sydöst	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
drama	dramat	drama	dramat	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
stoppede	stoppad	stoppe	stoppa	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
stoppede	stoppade	stoppe	stoppa	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
stoppede	slutat	stoppe	sluta	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
phil	phil	phil	phil		PROPN;NOM
ændring	ändra	ændring	ändra	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
ændring	byt	ændring	byta	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
ændring	byta	ændring	byta	N;INDF;MASC+FEM;SG	V;NFIN;ACT
undtagelse	undantaget	undtagelse	undantag	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
francisco	francisco	francisco	francisco		PROPN;NOM
medarbejdere	personal	medarbejder	personal	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
medarbejdere	personalen	medarbejder	personal	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
tilføjet	tillagda	tilføje	tillagd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
tilføjet	tillagt	tilføje	tillägga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tilføjet	tillagd	tilføje	tillagd	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
tilføjet	tillsatt	tilføje	tillsatt	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sur	arga	sur	arga	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
sur	surt	sur	sur	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
sur	sur	sur	sur	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sur	sura	sur	sura	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
sur	mad	sur	mad	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sur	sur	sur	sur	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
eng	ängen	eng	äng	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kampvogne	tanks	kampvogne	tank	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
hastighed	växlad	hastighed	växla	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udpeget	utsett	udpege	utse	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
udpeget	utsedd	udpege	utse	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udpeget	utsedda	udpege	utse	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
udpeget	utnämnd	udpege	utnämnd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udpeget	utnämnda	udpege	utnämnd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
udpeget	utsedd	udpege	utse	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udpeget	utsedda	udpege	utse	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
udpeget	nominerade	udpege	nominera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
udpeget	nominerad	udpege	nominera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udpeget	utsedda	udpege	utse	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
port	gate	port	gate		N;NOM;INDF;NEUT;SG
port	grind	port	grind		N;NOM;INDF;MASC+FEM;SG
port	hamn	port	hamn		N;NOM;INDF;MASC+FEM;SG
port	hamnen	port	hamn		N;NOM;DEF;MASC+FEM;SG
port	portvin	port	portvin		N;NOM;INDF;NEUT;SG
port	port	port	port		N;NOM;INDF;NEUT;SG
port	babord	port	babord		N;NOM;INDF;MASC+FEM;SG
kommandoen	command	kommando	command	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kommandoen	kommando	kommando	kommando	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
hoved	huvudet	hoved	huvud	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
piger	girls	pige	girls	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
arabisk	arabiska	arabisk	arabisk	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
mødes	träffas	mødes	träffa	V;NFIN;ACT	V;NFIN;PASS
mødes	mötas	mødes	möta	V;NFIN;ACT	V;NFIN;PASS
mødes	möts	mødes	möta	V;NFIN;ACT	V;IND;PRS;FIN;PASS
mødes	sammanträde	mødes	sammanträde	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
mødes	möte	mødes	möte	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
mødes	mötet	mødes	möte	V;NFIN;ACT	N;NOM;DEF;NEUT;SG
skilt	bricka	skilt	bricka	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
skilt	frånskild	skilt	frånskild	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
skilt	skild	skilt	skild	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
skilt	skilt	skilt	skild	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
lokal	lokala	lokal	lokal	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
lokal	lokal	lokal	lokal	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lokal	local	lokal	local	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
samtidigt	samtidig	samtidigt	samtidig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
samtidigt	samtidiga	samtidigt	samtidig	ADV	ADJ;NOM;PL
praktisk	praktiska	praktisk	praktisk	ADJ;INDF;SG	ADJ;NOM;PL
praktisk	handy	praktisk	handy	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
kulturelle	kulturellt	kulturel	kulturell	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
kulturelle	kulturell	kulturel	kulturell	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
medlemmerne	medlemmars	medlem	medlem	N;DEF;NEUT;PL	N;GEN;INDF;MASC+FEM;PL
medlemmerne	medlemmar	medlem	medlem	N;DEF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
medlemmerne	ledamöter	medlem	ledamot	N;DEF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
town	staden	town	stad	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
stillinger	inlägg	stilling	inlägg	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
tårn	tornet	tårn	torn	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
godsejer	markägare	godsej	markägare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
institutioner	institut	institution	institut	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
institutioner	institutionerna	institution	institution	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
brødre	bröderna	broder	bröd	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
brødre	brothers	broder	broth	N;INDF;MASC+FEM;PL	N;GEN;INDF;MASC+FEM;SG
brede	bred	bred	bred	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
brede	brett	bred	bred	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
brede	bred	bred	bred	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
brede	brett	bred	bred	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
brede	wide	bred	wide	ADJ;PL	N;NOM;INDF;NEUT;SG
driver	drivande	drive	drivande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
driver	förare	drive	förare	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
driver	föraren	drive	föraren	V;IND;PRS;FIN;ACT	N;NOM;DEF;MASC+FEM;SG
driver	chaufför	drive	chaufför	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
forkortet	förkortade	forkorte	förkortad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
forkortet	förkortad	forkorte	förkortad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
forkortet	förkortat	forkorte	förkorta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
forkortet	kortare	forkorte	kort	V;INDF;SG;PST;V.PTCP	ADJ;NOM;CMPR
forkortet	förkortade	forkorte	förkortad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
forkortet	förkortad	forkorte	förkortad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
forkortet	förkortas	forkorte	förkorta	V;INDF;SG;PST;V.PTCP	V;IND;PRS;NFIN;PASS
forkortet	förkortat	forkorte	förkorta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
forkortet	förkortade	forkorte	förkortad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
forkortet	förkortad	forkorte	förkortad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
flygtede	rymt	flygte	rymma	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
flygtede	undkom	flygte	undkoma	V;IND;PST;FIN;ACT	V;IMP;PST;FIN;ACT
flygtede	flytt	flygte	flytt	V;IND;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
flygtede	flytt	flygte	flytt	V;IND;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
oxford	oxford	oxford	oxford		PROPN;NOM
funktioner	funktionerna	funktion	funktion	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
funktioner	funktionalitet	funktion	funktionalitet	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
marked	marknaden	marked	marknad	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
digital	digitala	digital	digital	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
hektar	tunnland	hektar	tunnland	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
hektar	tunnland	hektar	tunnland	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
hektar	hektar	hektar	hektar	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
holdning	hållningen	holdning	hållning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
briterne	brittisk	brit	brittisk	N;DEF;MASC+FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
briterne	brittiska	brit	brittisk	N;DEF;MASC+FEM;PL	ADJ;NOM;PL
briterne	britter	brit	britt	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
briterne	brittiskt	brit	brittisk	N;DEF;MASC+FEM;PL	ADJ;NOM;INDF;NEUT;SG
ovenstående	ovanstående	ovenstående	ovanstående	ADV	ADJ;NOM
latinske	latin	latinsk	latin	ADJ;PL	N;NOM;INDF;NEUT;SG
ein	ein	ein	ei		V;IMP;FIN;ACT
korrekt	korrigera	korrekt	korrigera	ADJ;INDF;SG	V;IMP;FIN;ACT
korrekt	rätta	korrekt	rätta	ADJ;INDF;SG	N;MASC+FEM
korrekt	rätt	korrekt	rätt	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
resterende	återstoden	resterende	återstod	V;PRS;V.PTCP	N;NOM;DEF;MASC+FEM;SG
resterende	återstående	resterende	återstående	V;PRS;V.PTCP	ADJ;NOM
resterende	resterande	resterende	resterande	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
resterende	kvarvarande	resterende	kvarvarande	V;PRS;V.PTCP	ADJ;NOM
resterende	återstående	resterende	återstående	V;PRS;V.PTCP	ADJ;NOM
resterende	resterande	resterende	resterande	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
resterende	kvarvarande	resterende	kvarvarande	V;PRS;V.PTCP	ADJ;NOM
resterende	resterande	resterende	resterande	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
hovedkvarter	huvudkontoret	hovedkvarter	huvudkontor	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
hovedkvarter	högkvarteret	hovedkvarter	högkvarter	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
irak	irak	irak	irak	PROPN	PROPN;NOM
trafik	trafiken	trafik	trafik	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
enke	änkan	enke	änkan	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sager	fall	sag	fall	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
kyst	kusten	kyst	kust	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
vinderen	segrare	vinder	segrare	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vinderen	vinnare	vinder	vinnare	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aften	afton	aften	afton	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aften	kväll	aften	kväll	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aften	kvälls	aften	kvälla	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aften	night	aften	night	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aften	kväll	aften	kväll	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aften	natt	aften	natt	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
samle	samlas	samle	samla	V;NFIN;ACT	V;IND;NFIN;PASS
samle	samlas	samle	samla	V;NFIN;ACT	V;IND;NFIN;PASS
wwe	wwe	wwe	wwe	PROPN	PROPN;NOM
breve	budskap	brev	budskap	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
breve	brev	brev	brev	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
afhængig	avhängiga	afhængig	avhängig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
invasion	invasionen	invasion	invasion	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
airport	flygplatsen	airport	flygplats	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
såret	skadade	sår	skada	N;DEF;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
såret	skadad	sår	skada	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
såret	sårad	sår	såra	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
såret	skadad	sår	skada	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
såret	skadade	sår	skada	N;DEF;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
såret	sårade	sår	såra	N;DEF;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
såret	sår	sår	så	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
såret	skadad	sår	skada	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
såret	sårad	sår	såra	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
såret	ont	sår	ond	N;DEF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
gratis	gratis	gratis	gratis	ADV	ADJ;NOM
gratis	fri	gratis	fri	ADV	ADJ;NOM;INDF;MASC+FEM;SG
gratis	free	gratis	free	ADV	V;IMP;FIN;ACT
gratis	ledig	gratis	ledig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
gratis	fria	gratis	fri	ADV	ADJ;NOM;PL
betydelige	avsevärd	betydelig	avsevärd	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
betydelige	betydelsefull	betydelig	betydelsefull	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
betydelige	avsevärd	betydelig	avsevärd	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
betydelige	signifikant	betydelig	signifikant	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
anderledes	annorlunda	anderledes	annorlunda	ADJ	ADV
fanger	fångar	fange	fånga	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
fanger	häktade	fange	häkta	N;INDF;MASC+FEM;PL	ADJ;NOM;PL;PST;V.PTCP
fanger	fångar	fange	fånga	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
baron	baronen	baron	baron	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
blanding	blanda	blanding	bland	N;INDF;MASC+FEM;SG	V;IMP;NFIN;ACT
blanding	blandningar	blanding	blandning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
rejst	uppfostrade	rejse	uppfostra	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
rejst	uppfostrad	rejse	uppfostrad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
rejst	uppväxt	rejse	uppväxt	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
rejst	höjt	rejse	höja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rejst	uppvuxen	rejse	uppvuxen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
rejst	rest	rejse	rest	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
rejst	rest	rejse	rest	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
kvalitet	kvaliteten	kvalitet	kvalitet	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
associerede	kompanjoner	associere	kompanjon	ADJ;PL	N;NOM;INDF;MASC+FEM;PL
dominerende	dominanta	dominere	dominant	V;PRS;V.PTCP	ADJ;NOM;PL
dominerende	dominant	dominere	dominant	V;PRS;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
dominerende	dominerande	dominere	dominerande	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
nasa	nasa	nasa	nasa	PROPN	PROPN;NOM
napoleon	napoleon	napoleon	napoleon	N;INDF;MASC+FEM;SG	PROPN;NOM
storm	stormen	storm	storm	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
målet	måltavla	mål	måltavla	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sorø	sor	sorø	sora		N
stationer	stationerna	station	station	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
das	das	das	das		PROPN;NOM
skoven	skog	skov	skog	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skoven	woods	skov	woods	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skoven	skogar	skov	skoga	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
skoven	skog	skov	skog	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skoven	skogs	skov	skoga	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skoven	forest	skov	forest	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
joachim	joachim	joachim	joachim		PROPN;NOM
estland	estland	estland	estland	PROPN	PROPN;NOM
slettet	borttagna	slette	bortta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
slettet	borttagen	slette	borttag	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
slettet	raderat	slette	radera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
slettet	borttaget	slette	borttag	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;NEUT;SG
slettet	raderade	slette	radera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
elektriske	elektriskt	elektrisk	elektrisk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
elektriske	elektrisk	elektrisk	elektrisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
elektriske	electric	elektrisk	electric	ADJ;PL	N;NOM;INDF;NEUT;SG
elektriske	elektriskt	elektrisk	elektrisk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
elektriske	elektrisk	elektrisk	elektrisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
sent	sena	sent	sen	ADV	ADJ;NOM;PL
sent	försenat	sent	försena	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sent	försenade	sent	försena	ADV	ADJ;NOM;PL;PST;V.PTCP
sent	försenad	sent	försenad	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
historiker	historiker	historike	historik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
sam	sam	sam	sam		N;NOM;INDF;MASC+FEM;SG
udseende	framträdande	udseende	framträdande	N;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
udseende	utseendet	udseende	utseende	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
udseende	blickar	udseende	blicka	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
udseende	ser	udseende	se	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
chile	chile	chile	chile	PROPN	PROPN;NOM
tryk	pressen	tryk	press	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
tryk	trycka	tryk	trycka	N;INDF;NEUT;SG	V;IMP;FIN;ACT
skuespil	agerar	skuespil	agera	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
skuespil	tillförordnad	skuespil	tillförordnad	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
skuespil	agera	skuespil	agera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
skuespil	pjäser	skuespil	pjäsa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
skuespil	spelar	skuespil	spela	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
alternativ	alternativt	alternativ	alternativ	N;INDF;NEUT;SG	ADV
alternativ	alternativa	alternativ	alternativ	N;INDF;NEUT;SG	ADJ;NOM;PL
alternativ	alternativt	alternativ	alternativ	N;INDF;NEUT;SG	ADV
alternativ	alternativa	alternativ	alternativ	N;INDF;NEUT;SG	ADJ;NOM;PL
samlinger	lederna	samling	leda	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
samlinger	leder	samling	leda	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
vælger	väljare	vælge	väljare	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
vælger	välja	vælge	välja	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
vælger	välj	vælge	välj	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
vælger	välja	vælge	välja	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
anton	anton	anton	anton	N;INDF;MASC+FEM;SG	PROPN;NOM
skyld	klandra	skyld	klandra	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
skyld	skuldkänslor	skyld	skuldkänsla	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
