til	लिये	til	ले	ADV	V;PFV;MASC;SG;V.PTCP;ACT
hektar	एकड़	hektar	एकड	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
holdning	तेवर	holdning	तेवर	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
holdning	एटीट्यूड	holdning	एटीट्यूड	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
holdning	रूख	holdning	रूख	N;INDF;MASC+FEM;SG	
briterne	ब्रिटिश	brit	ब्रिटिश	N;DEF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
ovenstående	अरदास	ovenstående	अरदास	ADV	
latinske	लातिन	latinsk	लातिन	ADJ;PL	
latinske	लैटिन	latinsk	लैटिन	ADJ;PL	
ein	ऐं	ein	ऐं		PROPN;NOM;MASC;SG;3
resterende	शेष	resterende	शेष	V;PRS;V.PTCP	ADJ
resterende	शेष	resterende	शेष	V;PRS;V.PTCP	ADJ
resterende	बाकी	resterende	बाकी	V;PRS;V.PTCP	ADJ
resterende	अवशिष्ट	resterende	अवशिष्ट	V;PRS;V.PTCP	
resterende	बाकी	resterende	बाकी	V;PRS;V.PTCP	ADJ
resterende	अवशेष	resterende	अवशेष	V;PRS;V.PTCP	N;NOM;MASC;PL;3
irak	इराक	irak	इराक	PROPN	PROPN;NOM;MASC;SG;3
irak	इराक़	irak	इराका	PROPN	PROPN;NOM;MASC;SG;3
irak	ईराक	irak	ईराक	PROPN	PROPN;NOM;MASC;SG;3
irak	इराकी	irak	इराकी	PROPN	N;NOM;MASC;SG;3
trafik	ट्रैफ़िक	trafik	ट्रैफ़िक	N;INDF;MASC+FEM;SG	
enke	विधवा	enke	विधवा	N;INDF;MASC+FEM;SG	
enke	विधवा	enke	विधवा	N;INDF;MASC+FEM;SG	
sager	केस	sag	केस	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
samle	एकत्रित	samle	एकत्रित	V;NFIN;ACT	ADJ
samle	इकट्ठे	samle	इकट्ठा	V;NFIN;ACT	ADJ;NOM;MASC;PL
wwe	wwe	wwe	wwe	PROPN	PROPN;NOM;MASC;SG;3
wwe	डब्ल्यूडब्ल्यूई	wwe	डब्ल्यूडब्ल्यूई	PROPN	PROPN;NOM;MASC;SG;3
breve	संदेश	brev	संदेश	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
breve	letters	brev	letters	N;INDF;NEUT;PL	
breve	अक्षर	brev	अक्षर	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
afhængig	आसक्त	afhængig	आसक्त	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afhængig	व्यसनी	afhængig	व्यसनी	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afhængig	आदी	afhængig	आदी	ADJ;INDF;MASC+FEM;SG	
afhængig	आश्रित	afhængig	आश्रित	ADJ;INDF;MASC+FEM;SG	
såret	घायल	sår	घायल	N;DEF;NEUT;SG	ADJ
såret	आहत	sår	आहत	N;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
såret	ठेस	sår	ठेस	N;DEF;NEUT;SG	
gratis	निशुल्क	gratis	निशुल्क	ADV	N;NOM;MASC;SG;3
gratis	मुफ्त	gratis	मुफ्त	ADV	N;NOM;MASC;SG;3
gratis	मुक्त	gratis	मुक्त	ADV	ADJ
gratis	फ्री	gratis	फ्री	ADV	
gratis	आजाद	gratis	आजाद	ADV	PROPN;NOM;MASC;SG;3
gratis	फ़्री	gratis	फा्री	ADV	
handlinger	क्रिया	handling	क्रिया	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
anderledes	भिन्न	anderledes	भिन्न	ADJ	ADP
blanding	मिक्स	blanding	मिक्स	N;INDF;MASC+FEM;SG	
blanding	मिक्सर	blanding	मिक्सर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
rejst	अर्जित	rejse	अर्जित	V;INDF;SG;PST;V.PTCP	ADJ
associerede	शरीक	associere	शरीक	ADJ;PL	
dominerende	प्रबल	dominere	प्रबल	V;PRS;V.PTCP	
nasa	नासा	nasa	नासा	PROPN	PROPN;NOM;FEM;SG;3
stationer	स्टेशन	station	स्टेशन	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
das	दास	das	दास		PROPN;NOM;MASC;SG;3
skoven	वुड्स	skov	वुड्स	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
skoven	वनों	skov	वन	N;DEF;MASC+FEM;SG	N;NOM;MASC;PL;3
skoven	वन	skov	वन	N;DEF;MASC+FEM;SG	
joachim	joachim	joachim	joachim		PROPN;NOM;MASC;SG;3
hollywood	हॉलीवुड	hollywood	हॉलीवुड	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
estland	एस्टोनिया	estland	एस्टोनिया	PROPN	PROPN;NOM;MASC;SG;3
slettet	विलोपित	slette	विलोपित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG;3
elektriske	इलेक्ट्रिकल	elektrisk	इलेक्ट्रिकल	ADJ;PL	N;NOM;MASC;SG;3
elektriske	विद्युत	elektrisk	विद्युत	ADJ;PL	N;NOM;FEM;SG;3
elektriske	विद्युत	elektrisk	विद्युत	ADJ;PL	N;NOM;FEM;SG;3
elektriske	इलेक्ट्रिक	elektrisk	इलेक्ट्रिक	ADJ;PL	N;NOM
nederlandene	नीदरलैंड	nederland	नीदरलैंड	N;DEF;NEUT;PL	PROPN;NOM;MASC;SG;3
nederlandene	नीदरलैंड्स	nederland	नीदरलैंड्स	N;DEF;NEUT;PL	PROPN;NOM;MASC;SG;3
sent	देरी	sent	देरी	ADV	N;NOM;FEM;SG;3
sent	देर	sent	देर	ADV	N;NOM;FEM;SG;3
sent	लेट	sent	लेट	ADV	N;NOM;FEM;SG;3
sam	सैम	sam	सैम		N;NOM;MASC;SG;3
sam	sam	sam	sam		PROPN;NOM;MASC;SG;3
chile	चिली	chile	चिली	PROPN	PROPN;NOM;MASC;SG;3
tryk	दबाएँ	tryk	दबा	N;INDF;NEUT;SG	V;SBJV;PL;FIN;ACT
tryk	दबाएं	tryk	दबा	N;INDF;NEUT;SG	V;SBJV;PL;FIN;ACT
tryk	दबायें	tryk	दबाय	N;INDF;NEUT;SG	V;SBJV;PL;3;FIN;ACT
tryk	छापें	tryk	छापा	N;INDF;NEUT;SG	V;SBJV;PL;FIN;ACT
tryk	छपाई	tryk	छपाई	N;INDF;NEUT;SG	V;PFV;FEM;SG;V.PTCP;ACT
alternativ	वैकल्पिक	alternativ	वैकल्पिक	N;INDF;NEUT;SG	ADJ;NOM
alternativ	वैकल्पिक	alternativ	वैकल्पिक	N;INDF;NEUT;SG	ADJ;NOM
samlinger	बैठक	samling	बैठक	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
samlinger	संग्रह	samling	संग्रह	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
samlinger	एकत्रण	samling	एकत्रण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
samlinger	संग्रहण	samling	संग्रहण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
dna	डीएनए	dna	डीएनए	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
vælger	वोटर	vælge	वोटर	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
vælger	चयन	vælge	चयन	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
vælger	चुनें	vælge	चुन	V;IND;PRS;FIN;ACT	V;SBJV;SG;FIN;ACT
anton	एंटोन	anton	एंटोन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
skyld	दोष	skyld	दोष	N;INDF;MASC+FEM;SG	
skyld	कसूर	skyld	कसूर	N;INDF;MASC+FEM;SG	
skyld	दोष	skyld	दोष	N;INDF;MASC+FEM;SG	
flemming	फ्लेमिंग	flemming	फ्लेमिंग		PROPN;NOM;MASC;SG;3
kongelig	नवाबी	kongelig	नवाबी	ADJ;INDF;MASC+FEM;SG	
kongelig	रॉयल	kongelig	रॉयल	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kongelig	शाही	kongelig	शाही	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kongelig	royal	kongelig	royal	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ære	महिमा	ære	महिमा	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
normale	सामान्य	normal	सामान्य	ADJ;PL	N;NOM;MASC;SG;3
søger	खोजें	søge	खोज	V;IND;PRS;FIN;ACT	V;SBJV;FIN;ACT
søger	खोज	søge	खोज	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
søger	प्राप्ति	søge	प्राप्ति	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
søger	तलाश	søge	तलाश	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
sea	सागर	sea	सागर		PROPN;NOM;MASC;SG;3
sea	समुद्र	sea	समुद्र		N;NOM;MASC;SG;3
gunnar	गुन्नार	gunnar	गुन्नार		PROPN;NOM;MASC;SG;3
fag	प्रजा	fag	प्रजा	N;INDF;NEUT;SG	
tanker	विचार	tanke	विचार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
finn	फिन	finn	फिन		
referencer	संदर्भ	reference	संदर्भ	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
referencer	सन्दर्भ	reference	संदर्भ	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
edvard	एडवर्ड	edvard	एडवर्ड	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bunden	बॉटम	bund	बॉटम	N;DEF;MASC+FEM;SG	
bunden	नीचे	bund	नीचे	N;DEF;MASC+FEM;SG	ADV;NOM;MASC;SG;3
victor	विक्टर	victor	विक्टर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
indspillede	दर्ज	indspille	दर्ज	V;IND;PST;FIN;ACT	ADJ
indspillede	अंकित	indspille	अंकित	V;IND;PST;FIN;ACT	ADJ
holdene	टीम	holde	टीम	N;DEF;MASC+FEM;PL	N;NOM;FEM;SG;3
skud	गोलियों	skud	गोली	N;INDF;NEUT;SG	N;ACC;FEM;PL;3
skud	गोले	skud	गोला	N;INDF;NEUT;SG	N;NOM;MASC;PL;3
skud	गोलियाँ	skud	गोली	N;INDF;NEUT;SG	N;NOM;FEM;PL;3
grunde	कारण	grund	कारण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
wcw	wcw	wcw	wcw	PROPN	PROPN;NOM;MASC;SG;3
valign	valign	valign	ओुआ	ADJ;INDF;MASC+FEM;SG	
ombygget	रूपांतरित	ombygge	रूपांतरित	V;INDF;SG;PST;V.PTCP	ADJ
ombygget	परिवर्तित	ombygge	परिवर्तित	V;INDF;SG;PST;V.PTCP	ADJ
ombygget	परिवर्तित	ombygge	परिवर्तित	V;INDF;SG;PST;V.PTCP	ADJ
ombygget	संशोधित	ombygge	संशोधित	V;INDF;SG;PST;V.PTCP	ADJ
ombygget	परिवर्धित	ombygge	परिवर्धित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG;3
forum	फ़ोरम	forum	फाोरम	N;INDF;NEUT;SG	
cross	क्रास	cross	क्रास		
cross	पार	cross	पार		N;NOM;MASC;SG;3
cross	क्रॉस	cross	क्रॉस		
kritisk	क्रिटिकल	kritisk	क्रिटिकल	ADJ;INDF;SG	PROPN;NOM;MASC;SG;3
kritisk	नाजुक	kritisk	नाजुक	ADJ;INDF;SG	PROPN;NOM;SG;3
disney	डिज़्नी	disney	डिज़्नी		PROPN;NOM;MASC;SG;3
omvendt	विपरीत	omvendt	विपरीत	ADJ;INDF;SG	
omvendt	उल्टा	omvendt	उल्टा	ADJ;INDF;SG	
omvendt	उलटा	omvendt	उलट	ADJ;INDF;SG	N;NOM;MASC;SG;3
omvendt	रिवर्स	omvendt	रिवर्स	ADJ;INDF;SG	N;NOM;MASC;SG;3
freden	सलाम	fred	सलाम	N;DEF;MASC+FEM;SG	
tokyo	टोक्यो	tokyo	टोक्यो		PROPN;NOM;MASC;SG;3
tokyo	टोकियो	tokyo	टोकियो		PROPN;NOM;MASC;SG;3
bille	भृंग	bille	भृंग	N;INDF;MASC+FEM;SG	
liverpool	लिवरपूल	liverpool	लिवरपूल	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
drives	संचालित	drive	संचालित	V;IND;PRS;FIN;PASS	ADJ
anti	एंटी	anti	एंटी		N;NOM;MASC;SG;3
prøve	नमूना	prøve	नमूना	V;NFIN;ACT	N;NOM;MASC;SG;3
prøve	परीक्षा	prøve	परीक्षा	V;NFIN;ACT	N;NOM;FEM;SG;3
prøve	जांच	prøve	जांच	V;NFIN;ACT	N;NOM;FEM;SG;3
prøve	जाँच	prøve	जाँच	V;NFIN;ACT	N;NOM;FEM;SG;3
prøve	परीक्षण	prøve	परीक्षण	V;NFIN;ACT	N;NOM;MASC;SG;3
årsager	कारण	årsag	कारण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
årsager	ध्येय	årsag	ध्येय	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
årsager	कारण	årsag	कारण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
årsager	कल्याणकारी	årsag	कल्याणकारी	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
jonas	जोनास	jonas	जोनास	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spredt	बिखरे	spredt	बिखर	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
metoder	विधि	metoder	विधि	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
bjerge	kyu	bjerg	kyu	N;INDF;NEUT;PL	PROPN;NOM;MASC;SG;3
wilson	विल्सन	wilson	विल्सन		PROPN;NOM;MASC;SG;3
færøske	फारसी	færøske	फारसी	ADJ;PL	PROPN;NOM;MASC;SG;3
afslutning	समाप्त	afslutning	समाप्त	N;INDF;MASC+FEM;SG	ADJ
afslutning	निष्कर्ष	afslutning	निष्कर्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
matematik	गणित	matematik	गणित	N;INDF;MASC+FEM;SG	
matematik	गणित	matematik	गणित	N;INDF;MASC+FEM;SG	
matematik	मैथ	matematik	मैथ	N;INDF;MASC+FEM;SG	
matematik	maths	matematik	maths	N;INDF;MASC+FEM;SG	
matematik	गणित	matematik	गणित	N;INDF;MASC+FEM;SG	
opløsning	विच्छेद	opløsning	विच्छेद	N;INDF;MASC+FEM;SG	
kæreste	गर्लफ्रेंड	kær	गर्लफ्रेंड	ADJ;DEF;RL	N;NOM;FEM;SG;3
kæreste	प्रेमी	kær	प्रेमी	ADJ;DEF;RL	N;NOM;MASC;SG;3
kæreste	बॉयफ्रेंड	kær	बॉयफ्रेंड	ADJ;DEF;RL	N;NOM;MASC;SG;3
markeret	चयनित	markere	चयनित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
markeret	चिह्नित	markere	चिह्नित	V;INDF;SG;PST;V.PTCP	ADJ
øvre	upper	øvre	upper	ADJ	N;NOM;MASC;SG;3
øvre	अपर	øvre	अपर	ADJ	
afsluttet	सम्पन्न	afslutte	संपन्न	V;INDF;SG;PST;V.PTCP	
afsluttet	समाप्त	afslutte	समाप्त	V;INDF;SG;PST;V.PTCP	ADJ
afsluttet	पूर्ण	afslutte	पूर्ण	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
afsluttet	पूरा	afslutte	पूरा	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
afsluttet	समाप्त	afslutte	समाप्त	V;INDF;SG;PST;V.PTCP	ADJ
athen	एथेंस	athen	एथेंस	PROPN	PROPN;NOM;MASC;SG;3
lyder	आवाजें	lyde	आवाज	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;3
lyder	ध्वनियाँ	lyde	ध्वनी	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;3
lyder	ध्वनि	lyde	ध्वनि	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
jerusalem	जेरूसलम	jerusalem	जेरूसलम	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
netværk	संजाल	netværk	संजाल	N;INDF;NEUT;SG	
netværk	संजाल	netværk	संजाल	N;INDF;NEUT;SG	
skudt	गोली	skyde	गोली	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
skudt	शॉट	skyde	शॉट	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
producere	उपज	producere	उपज	V;NFIN;ACT	N;NOM;FEM;SG;3
charlie	चार्ली	charlie	चार्ली		PROPN;NOM;MASC;SG;3
butikker	शॉप	butik	शॉप	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
butikker	स्टोर	butik	स्टोर	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
personligt	पर्सनल	personligt	पर्सनल	ADV	N;NOM;MASC;SG;3
personligt	व्यक्तिगत	personligt	व्यक्तिगत	ADV	ADJ
personligt	निजी	personligt	निजी	ADV	ADJ;NOM
passer	फ़िट	passe	फािट	V;IND;PRS;FIN;ACT	
passer	अनुरूप	passe	अनुरूप	V;IND;PRS;FIN;ACT	CONJ
troede	विचार	tro	विचार	V;IND;PST;FIN;ACT	N;NOM;MASC;SG;3
artiklerne	लेख	artikel	लेख	N;DEF;MASC+FEM;PL	N;NOM;MASC;SG;3
artiklerne	आलेख	artikel	आलेख	N;DEF;MASC+FEM;PL	N;NOM;MASC;SG;3
may	मई	may	मई		PROPN;NOM;FEM;SG;3
may	may	may	may		
kommunistiske	कम्युनिस्ट	kommunistisk	कम्युनिस्ट	ADJ;PL	N;NOM;MASC;SG;3
blues	ब्लेक	blue	ब्लेक	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
blues	ब्लू	blue	ब्लू	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
blues	ब्लूज़	blue	ब्लूज़	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nato	नाटो	nato	नाटो	PROPN	PROPN;NOM;MASC;SG;3
repræsentanter	प्रतिनिधि	repræsentant	प्रतिनिधि	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
desværre	दुर्भाग्य	desværre	दुर्भाग्य	ADV	CONJ
lighed	साम्य	lighed	साम्य	N;INDF;MASC+FEM;SG	
lighed	समता	lighed	समता	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
handling	कार्रवाइयों	handling	कार्रवाई	N;INDF;MASC+FEM;SG	N;ACC;FEM;PL;3
handling	कार्रवाइयाँ	handling	कार्रवाई	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;3
handling	क्रियाएँ	handling	क्रिया	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;3
tony	टोनी	tony	टोनी		PROPN;NOM;MASC;SG;3
fulde	फुल	fuld	फुल	ADJ;DEF;SG	
fulde	पूर्ण	fuld	पूर्ण	ADJ;DEF;SG	PROPN;NOM;MASC;SG;3
fulde	शराबी	fuld	शराबी	ADJ;DEF;SG	N;NOM;MASC;SG;3
fulde	नशे	fuld	नशा	ADJ;DEF;SG	N;NOM;MASC;SG;3
eksamen	exam	eksamen	exam	N;INDF;MASC+FEM;SG	
sex	sex	sex	sex	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
forbedre	improve	forbedre	improve	V;NFIN;ACT	N;NOM;MASC;SG;3
førende	अग्रणी	førende	अग्रणी	ADJ	PROPN;NOM;MASC;SG;3
beskrev	वर्णित	beskrive	वर्णित	V;IND;PST;FIN;ACT	ADJ
rektor	रेक्टर	rektor	रेक्टर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
vilde	जंगली	vild	जंगली	ADJ;PL	N;NOM;MASC;SG;3
cambridge	कैम्ब्रिज	cambridge	कैम्ब्रिज	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
beregnet	गणना	beregne	गणना	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
langsomt	धीमे	langsomt	धीमा	ADV	V;MASC;SG;FIN;ACT
langsomt	धीमा	langsomt	धीमा	ADV	N;NOM;MASC;SG;3
langsomt	स्लो	langsomt	स्लो	ADV	
langsomt	मन्द	langsomt	मन्द	ADV	
langsomt	slow	langsomt	slow	ADV	
langsomt	धीमे	langsomt	धीमा	ADV	V;MASC;SG;FIN;ACT
rolling	रोलिंग	rolling	रोलिंग	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
offentligt	सार्वजनिक	offentligt	सार्वजनिक	ADV	ADJ
offentligt	जनता	offentligt	जनता	ADV	N;NOM;FEM;SG;3
offentligt	लोक	offentligt	लोक	ADV	N;NOM;MASC;SG;3
offentligt	पब्लिक	offentligt	पब्लिक	ADV	N;NOM;MASC;SG;3
offentligt	सरेआम	offentligt	सरेआम	ADV	N;NOM;MASC;SG;3
skove	वुड्स	skov	वुड्स	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
skove	जंगल	skov	जंगल	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
skove	वन	skov	वन	N;INDF;MASC+FEM;PL	
navy	नौसेना	navy	नौसेना		N;NOM;FEM;SG;3
navy	नेवी	navy	नेवी		PROPN;NOM;FEM;SG;3
len	len	len	ओे		PROPN;NOM;MASC;SG;3
tilladt	अधिकृत	tillade	अधिकृत	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG;3
tilladt	प्राधिकृत	tillade	प्राधिकृत	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
tilladt	अनुमति	tillade	अनुमति	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
tilladt	अनुमत	tillade	अनुमत	V;INDF;SG;PST;V.PTCP	
milliarder	बिलियन	milliard	बिलियन	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
milliarder	अरब	milliard	अरब	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
fremragende	उत्कृष्ट	fremragende	उत्कृष्ट	ADJ	PROPN;NOM;SG;3
stone	पत्थर	stone	पत्थर		N;NOM;MASC;PL;3
stone	स्टोन	stone	स्टोन		PROPN;NOM;MASC;SG;3
dårlig	ख़राब	dårlig	ख़राब	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
steg	गुलाब	stige	गुलाब	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
steg	रोज	stige	रोज	V;IND;PST;FIN;ACT	N;NOM;MASC;SG;3
steg	रोज़	stige	रोज़	V;IND;PST;FIN;ACT	
musikalske	संगीतमय	musikalsk	संगीतमय	ADJ;PL	PROPN;NOM;MASC;SG;3
musikalske	musical	musikalsk	musical	ADJ;PL	
juridisk	लीगल	juridisk	लीगल	ADJ;INDF;SG	
juridisk	विधिक	juridisk	विधिक	ADJ;INDF;SG	N;NOM;MASC;SG;3
sports	क्रीड़ा	sports	क्रीड़ा		N;NOM;MASC;SG;3
sports	खेलकूद	sports	खेलकूद		N;NOM;MASC;SG;3
sports	स्पोर्ट्स	sports	स्पोर्ट		N;NOM;MASC;PL;3
sports	खेल	sports	खेल		N;NOM;MASC;SG;3
fans	फ़ैन	fans	फाैन	N;INDF;MASC+FEM;PL	
kolde	कोल्ड	kold	कोल्ड	ADJ;PL	
kolde	ठंड	kold	ठंड	ADJ;PL	N;NOM;FEM;SG;3
kolde	सर्दी	kold	सर्दी	ADJ;PL	N;NOM;FEM;SG;3
kolde	ठंडा	kold	ठंडा	ADJ;PL	ADJ;NOM;MASC;SG
halvt	हाफ़	halv	हाफ़	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG;3
halvt	आधा	halv	आधा	ADJ;INDF;NEUT;SG	NUM
halvt	आधी	halv	आधा	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG;3
halvt	हाफ	halv	हाफ	ADJ;INDF;NEUT;SG	
hessen	hessen	hesse	ओुआ		
hessen	हेस	hesse	हेस		PROPN;NOM;MASC;SG;3
islam	इस्लाम	islam	इस्लाम	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
islam	islam	islam	islam	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
foreslået	प्रस्तावित	foreslå	प्रस्तावित	V;INDF;SG;PST;V.PTCP	ADJ
flora	फ्लोरा	flora	फ्लोरा	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
rigtigt	सही	rigtigt	सही	ADV	ADJ
rigtigt	सच	rigtigt	सच	ADV	N;NOM;MASC;SG;3
rigtigt	सही	rigtigt	सही	ADV	ADJ
rigtigt	सच्चा	rigtigt	सच्चा	ADV	PROPN;NOM;MASC;SG;3
gram	गामा	gram	गामा	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
iran	ईरानी	iran	ईरानी	PROPN	PROPN;NOM;MASC;SG;3
iran	ईरान	iran	ईरान	PROPN	PROPN;NOM;MASC;SG;3
iran	इरान	iran	इरान	PROPN	PROPN;NOM;MASC;SG;3
bevarede	कायम	bevare	कायम	V;PL;PST;V.PTCP	ADJ
kristen	क्रिश्चियन	kristen	क्रिश्चियन	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kristen	क्रिस्चियन	kristen	क्रिस्चियन	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kristen	ईसाई	kristen	ईसाई	ADJ;INDF;MASC+FEM;SG	
kristen	क्रिस्टन	kristen	क्रिस्टन	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
junior	जूनियर	junior	जूनियर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mulig	संभावित	mulig	संभावित	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;SG;3
fod	पैर	fod	पैर	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
fod	पैरों	fod	पैर	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
fod	पैर	fod	पैर	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
halv	हाफ़	halv	हाफ़	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
halv	आधा	halv	आधा	ADJ;INDF;MASC+FEM;SG	NUM
halv	आधी	halv	आधा	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
halv	हाफ	halv	हाफ	ADJ;INDF;MASC+FEM;SG	
fyldt	भरवां	fylde	भरवां	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
fyldt	भरे	fylde	भर	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
fyldt	भर	fylde	भर	V;INDF;SG;PST;V.PTCP	PART
jim	जिम	jim	जिम	PROPN	N;NOM;MASC;SG;3
snarere	बजाय	snarere	बजाय	ADV	
snarere	बल्कि	snarere	बल्कि	ADV	CONJ
ægte	यथार्थ	ægte	यथार्थ	ADJ	ADV
ægte	रीयल	ægte	रीयल	ADJ	N;NOM;MASC;SG;3
ægte	रियल	ægte	रियल	ADJ	N;NOM;MASC;SG;3
ægte	प्रमाणिक	ægte	प्रमाणिक	ADJ	N;NOM;MASC;SG;3
styret	कामयाब	styre	कामयाब	V;INDF;SG;PST;V.PTCP	ADJ
styret	प्रबंधित	styre	प्रबंधित	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
styret	निर्देशित	styre	निर्देशित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG;3
styret	हिदायत	styre	हिदायत	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
