berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG;3	N;MASC+FEM;SG
minimum	minimale	minim	minimaal	N;NOM;SG;3	ADJ
cbs	cbs	cbs	cbs		N;NEUT;SG
cbs	gis	cbs	gis		ADJ
yen	yen	yen	yen		N;MASC+FEM;SG
joey	joey	joey	joey		N;MASC+FEM;SG
asistan	inwoner	asistan	inwoner		N;MASC+FEM;SG
asistan	ingezetene	asistan	inzeten		V;V.PTCP
asistan	woonachtig	asistan	woonachtig		ADJ
asistan	assistente	asistan	assistent		N;MASC+FEM;SG
asistan	assistent	asistan	assistent		N;MASC+FEM;SG
karşılaşma	match	karşılaşma	match		N;MASC+FEM;SG
karşılaşma	ontmoetingen	karşılaşma	ontmoeting		N;PL
karşılaşma	ontmoeting	karşılaşma	ontmoeting		N;MASC+FEM;SG
karşılaşma	tegenkomen	karşılaşma	tegenkomen		V;NFIN
bitkisel	kruiden	bitkisel	kruid		N;PL
bitkisel	groente	bitkisel	groente		N;MASC+FEM;SG
bitkisel	plantaardig	bitkisel	plantaardig		ADJ
bitkisel	groenten	bitkisel	groent		N;PL
bitkisel	vegetatieve	bitkisel	vegetatief		ADJ
sedan	sedan	sedan	sedan	PROPN;NOM;SG;3	N;MASC+FEM;SG
sedan	sedans	sedan	sedans	PROPN;NOM;SG;3	N;PL
veronica	veronica	veronica	veronicaan		N;MASC+FEM;SG
nötron	neutronen	nötron	neutron	N;NOM;SG;3	N;PL
nötron	neutronen	nötron	neutron	N;NOM;SG;3	N;PL
agg	agg	agg	agg		N;MASC+FEM;SG
beğeni	waardering	beğen	waardering		N;MASC+FEM;SG
beğeni	rating	beğen	rating		N;MASC+FEM;SG
beğeni	beoordeling	beğen	beoordeling		N;MASC+FEM;SG
beğeni	likes	beğen	like		N;PL
beğeni	waardering	beğen	waardering		N;MASC+FEM;SG
beğeni	appreciatie	beğen	appreciatie		N;MASC+FEM;SG
şifreleme	encryptie	şifrele	encryptie	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
şifreleme	versleuteling	şifrele	versleuteling	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
şifreleme	codering	şifrele	codering	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
şifreleme	crypto	şifrele	crypto	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
şifreleme	cryptografie	şifrele	cryptografie	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
galileo	galileo	gal	galileo		N;MASC+FEM;SG
chuck	chuck	chuck	chuck		N;MASC+FEM;SG
goethe	goethe	goethe	goethe		N;MASC+FEM;SG
wales	wales	wales	wale	PROPN;NOM;SG;3	PROPN;NEUT;SG
fetih	verovering	fetih	verovering		N;MASC+FEM;SG
fetih	veroveringen	fetih	verovering		N;PL
meşgul	druk	meşgul	druk		ADJ
meşgul	bezig	meşgul	bezig		ADJ
meşgul	bezet	meşgul	bezetten		V;V.PTCP
beyan	statement	beyan	statement		N;NEUT;SG
beyan	verklaring	beyan	verklaring		N;MASC+FEM;SG
beyan	aangifte	beyan	aangifte		N;MASC+FEM;SG
beyan	declaratie	beyan	declaratie		N;MASC+FEM;SG
beyan	verklaring	beyan	verklaring		N;MASC+FEM;SG
engellendi	geblokkeerde	engelle	blokkeren		V;V.PTCP
engellendi	geblokkeerd	engelle	blokkeren		V;V.PTCP
taklit	imiteren	taklit	imiteren		V;NFIN
taklit	imitatie	taklit	imitatie		N;MASC+FEM;SG
chan	chan	chan	chan		N;MASC+FEM;SG
aras	aras	aras	aras		N;MASC+FEM;SG
kaybeder	verliest	kaybet	verliezen	V;IPFV;IND;SG;3;POS	V;SG;PRS;FIN
kaybeder	verlies	kaybet	verlies	V;IPFV;IND;SG;3;POS	N;NEUT;SG
milletvekilleri	afgevaardigden	milletvekili	afvaardigen	N;NOM;PL;3	V;V.PTCP
mevsim	seizoensgebonden	mevsim	seizoensgebond		N;PL
mevsim	seizoen	mevsim	seizoen		N;NEUT;SG
mevsim	seizoenen	mevsim	seizoen		N;PL
analitik	analytisch	analitik	analytisch		ADJ
bulma	vinden	bul	vinden		V;NFIN
bulma	bulma	bul	bulma		N;MASC+FEM;SG
bahreyn	bahrein	bahrey	bahrein	PROPN;NOM;SG;3	N;MASC+FEM;SG
sarp	steile	sarp	steil		ADJ
sarp	steil	sarp	steil		ADJ
maccabi	maccabi	maccabi	maccabi		N;MASC+FEM;SG
atp	atp	atp	atp		N;MASC+FEM;SG
turne	rondreis	tur	rondreis		N;MASC+FEM;SG
turne	tour	tur	tour		N;MASC+FEM;SG
turne	rondleiding	tur	rondleiding		N;MASC+FEM;SG
turne	tournee	tur	tournee		N;MASC+FEM;SG
turne	touring	tur	touring		N;MASC+FEM;SG
turne	toeren	tur	toeren		N;PL
sipariş	bestellen	sipariş	bestellen	N;NOM;SG;3	V;NFIN
sipariş	bestellen	sipariş	bestellen	N;NOM;SG;3	V;NFIN
sipariş	bevelen	sipariş	bevelen	N;NOM;SG;3	V;NFIN
sipariş	bestellingen	sipariş	bestelling	N;NOM;SG;3	N;PL
sipariş	orders	sipariş	order	N;NOM;SG;3	N;PL
bern	bern	bern	bern	PROPN;NOM;SG;3	PROPN;NEUT;SG
bulanık	fuzzy	bulanık	fuzzy		N;MASC+FEM;SG
bulanık	wazig	bulanık	wazig		ADJ
bulanık	wazige	bulanık	wazig		ADJ
bulanık	wazig	bulanık	wazig		ADJ
bulanık	vervaagd	bulanık	vervaagd		ADJ
bulanık	wazig	bulanık	wazig		ADJ
ispat	bewijzen	ispat	bewijzen		V;NFIN
gözlemci	waarnemer	gözlemci	waarnemer		N;MASC+FEM;SG
gerilla	guerrilla	geril	guerrilla		N;MASC+FEM;SG
gerilla	guerrillastrijders	geril	guerrillastrijder		N;PL
gerilla	guerrilla	geril	guerrilla		N;MASC+FEM;SG
gerilla	guerrilla	geril	guerrilla		N;MASC+FEM;SG
dolaşım	circulatie	dolaşım	circulatie		N;MASC+FEM;SG
dolaşım	oplage	dolaşım	oplage		N;MASC+FEM;SG
dolaşım	bloedsomloop	dolaşım	bloedsomloop		N;MASC+FEM;SG
dolaşım	circulerende	dolaşım	circuleren		V;V.PTCP
dolaşım	roaming	dolaşım	roaming		N;MASC+FEM;SG
bayar	bayar	bayar	bayar		N;MASC+FEM;SG
bataklık	moerassige	bataklık	moerassig	N;NOM;SG;3	ADJ
bataklık	drijfzand	bataklık	drijfzand	N;NOM;SG;3	ADJ
bataklık	moerassen	bataklık	moeras	N;NOM;SG;3	N;PL
palermo	palermo	palermo	palermo	PROPN;NOM;SG;3	N;MASC+FEM;SG
blackburn	blackburn	blackburn	blackburn	PROPN;NOM;SG;3	N;MASC+FEM;SG
çar	tsaar	çar	tsaar		N;MASC+FEM;SG
farkında	bewust	fark	bewust	N;ESS;SG;3	ADJ
asi	rebel	asi	rebel		N;MASC+FEM;SG
greg	greg	greg	greg		N;MASC+FEM;SG
tyler	tyler	iy	tyler		N;MASC+FEM;SG
ilaçlar	medicatie	ilaç	medicatie	N;NOM;PL;3	N;MASC+FEM;SG
ilaçlar	geneeskunde	ilaç	geneeskunde	N;NOM;PL;3	N;MASC+FEM;SG
ilaçlar	geneesmiddel	ilaç	geneesmiddel	N;NOM;PL;3	N;NEUT;SG
nielsen	nielson	niel	nielson		N;MASC+FEM;SG
nielsen	nielsen	niel	niels		N;PL
yasadışı	onwettig	yasa	onwettig		ADJ
yasadışı	illegaal	yasa	illegaal		ADJ
yasadışı	illegale	yasa	illegaal		ADJ
yasadışı	illegaal	yasa	illegaal		ADJ
yasadışı	illegale	yasa	illegaal		ADJ
viking	viking	viking	viking		N;MASC+FEM;SG
viking	vikingen	viking	viking		N;PL
medeni	civiele	meden	civiel		ADJ
medeni	burgerlijke	meden	burgerlijk		ADJ
medeni	burgerlijk	meden	burgerlijk		ADJ
medeni	civiel	meden	civiel		ADJ
medeni	beschaafde	meden	beschaafd		ADJ
medeni	beschaafd	meden	beschaafd		ADJ
medeni	beschaafde	meden	beschaafd		ADJ
medeni	beschaafd	meden	beschaafd		ADJ
fiziki	lichamelijk	fizik	lichamelijk		ADJ
fiziki	lichamelijke	fizik	lichamelijk		ADJ
fiziki	fysieke	fizik	fysiek		ADJ
fiziki	fysiek	fizik	fysiek		ADJ
riski	risico	riski	risico		N;NEUT;SG
quebec	quebec	quebec	quebec	PROPN;NOM;SG;3	N;MASC+FEM;SG
teşhis	diagnostische	teşhis	diagnostisch	N;NOM;SG;3	ADJ
teşhis	identificeren	teşhis	identificeren	N;NOM;SG;3	V;NFIN
teşhis	diagnoses	teşhis	diagnose	N;NOM;SG;3	N;PL
tavşan	haas	tavşan	haas		N;MASC+FEM;SG
tavşan	hare	tavşan	hare		PRO;GEN;3
tavşan	konijntje	tavşan	konijn		N;NEUT;SG
tavşan	bunny	tavşan	bunny		N;MASC+FEM;SG
tavşan	konijntje	tavşan	konijn		N;NEUT;SG
tavşan	konijnen	tavşan	konijn		N;PL
tavşan	konijn	tavşan	konijn		N;NEUT;SG
piknik	picknicken	piknik	picknick	N;NOM;SG;3	V;NFIN
thunder	thunder	thunder	thunder		N;MASC+FEM;SG
thunder	onweer	thunder	onweer		N;NEUT;SG
thunder	donder	thunder	donder		N;MASC+FEM;SG
yaklaşan	aanstaande	yaklaş	aanstaande	V;PFV;IND;POS;PRS;V.PTCP	ADV
hayvanat	dierentuin	hayvanat	dierentuin	ADJ;NOM;SG;3	N;MASC+FEM;SG
hayvanat	zoo	hayvanat	zullen	ADJ;NOM;SG;3	N;MASC+FEM;SG
luigi	luigi	luigi	luigi		N;MASC+FEM;SG
iğne	injecteren	iğne	injecteren	N;NOM;SG;3	V;NFIN
iğne	naalden	iğne	naald	N;NOM;SG;3	N;PL
iğne	vastzetten	iğne	vastzetten	N;NOM;SG;3	V;NFIN
dokuma	geweven	dokum	weven		V;V.PTCP
dokuma	weven	dokum	weven		V;NFIN
dokuma	weven	dokum	weven		V;NFIN
eşsiz	unique	eşsiz	unique	ADJ	
eşsiz	matchless	eşsiz	matchless	ADJ	N;MASC+FEM;SG
nicole	nicole	nicol	nicole		N;MASC+FEM;SG
todd	todd	todd	todd		N;MASC+FEM;SG
katılımcılar	aanwezigen	katılımcı	aanwezig	N;NOM;PL;3	ADJ
ellen	ellen	el	el		N;MASC+FEM;SG
deve	kamelen	deve	kamel		N;PL
deve	kamelen	deve	kamel		N;PL
deve	kameel	deve	kameel		N;MASC+FEM;SG
deve	camel	deve	camel		N;MASC+FEM;SG
wesley	wesley	wesley	wesley		N;MASC+FEM;SG
selahaddin	saladin	selahaddi	saladin		N;MASC+FEM;SG
ameliyat	opereren	ameliyat	opereren	N;NOM;SG;3	V;NFIN
ameliyat	operation	ameliyat	operation	N;NOM;SG;3	
mercury	mercury	mercury	mercury	PROPN;NOM;SG;3	N;MASC+FEM;SG
mercury	mercurius	mercury	mercurius	PROPN;NOM;SG;3	N;MASC+FEM;SG
mercury	kwik	mercury	kwik	PROPN;NOM;SG;3	N;NEUT;SG
pearl	pearl	pearl	pearl		N;MASC+FEM;SG
pearl	parel	pearl	parel		N;MASC+FEM;SG
beckett	beckett	beckett	becket		N;MASC+FEM;SG
taşlar	steentjes	taş	steentje	ADJ;NOM;PL;3	N;PL
taşlar	stones	taş	stones	ADJ;NOM;PL;3	N;PL
taşlar	stenen	taş	steen	ADJ;NOM;PL;3	N;PL
taşlar	rotsen	taş	rotsen	ADJ;NOM;PL;3	N;PL
taşlar	stenen	taş	steen	ADJ;NOM;PL;3	N;PL
hesaplama	computationele	hesaplama	computionioneel	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADJ
hesaplama	informatica	hesaplama	informatica	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
hesaplama	berekening	hesaplama	berekening	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
hesaplama	berekeningen	hesaplama	berekening	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;PL
hesaplama	berekeningen	hesaplama	berekening	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;PL
cohen	cohen	cohen	cohen		N;MASC+FEM;SG
ekvator	evenaar	ekvator	evenaar		N;MASC+FEM;SG
ekvator	ecuador	ekvator	ecuador		N;MASC+FEM;SG
anayasal	constitutionele	anayasal	constitutioneel		ADJ
anayasal	grondwettelijke	anayasal	grondwettelijk		ADJ
anayasal	constitutioneel	anayasal	constitutioneel		ADJ
anayasal	grondwettelijk	anayasal	grondwettelijk		ADJ
jonas	jonas	jonas	jonas		N;MASC+FEM;SG
ekler	voegt	ek	voegen		V;SG;PRS;FIN
ekler	voegt	ek	voegen		V;SG;PRS;FIN
karen	karen	karen	kaar		N;MASC+FEM;SG
pascal	pascal	pascal	pascal		N;MASC+FEM;SG
çarpan	multiplier	çarp	multiplier		N;MASC+FEM;SG
esp	esp	esp	esp		N;MASC+FEM;SG
laurent	laurent	laurent	laurent	PROPN;NOM;SG;3	N;MASC+FEM;SG
touch	touch	touch	touch		N;MASC+FEM;SG
touch	aanraken	touch	aanraak		V;NFIN
touch	aanraking	touch	aanraking		N;MASC+FEM;SG
discovery	ontdekkingen	discovery	ontdekking	N;NOM;SG;3	N;PL
kürek	roeien	kürek	roeien		V;NFIN
kürek	schep	kürek	scheppen		V;SG;PRS;FIN
kürek	schop	kürek	schop		N;MASC+FEM;SG
kürek	peddel	kürek	peddel		N;MASC+FEM;SG
kürek	rij	kürek	rij		N;MASC+FEM;SG
kürek	roei	kürek	roei		V;SG;PRS;FIN
kürek	roeien	kürek	roeien		V;NFIN
kürek	row	kürek	row		N;MASC+FEM;SG
takas	handelsverkeer	takas	handelsverkeer		N;NEUT;SG
takas	handel	takas	handel		N;MASC+FEM;SG
takas	trading	takas	trading		N;MASC+FEM;SG
takas	ruil	takas	ruil		N;MASC+FEM;SG
takas	ruilen	takas	ruilen		V;NFIN
takas	swap	takas	swap		N;MASC+FEM;SG
takas	omwisselen	takas	omwisselen		V;NFIN
takas	ruilhandel	takas	ruilhandel		N;MASC+FEM;SG
takas	ruil	takas	ruil		N;MASC+FEM;SG
takas	uitwisseling	takas	uitwisseling		N;MASC+FEM;SG
takas	uitwisselen	takas	uitwisselen		V;NFIN
cola	coke	cola	coke		N;MASC+FEM;SG
cola	cokes	cola	coke		N;MASC+FEM;SG
cola	cola	cola	cola		N;MASC+FEM;SG
cola	cola	cola	cola		N;MASC+FEM;SG
yalancı	leugenaar	yalancı	leugenaar		N;MASC+FEM;SG
yalancı	leugenaars	yalancı	leugenaar		N;PL
dul	weduwnaar	dul	weduwnaar		N;MASC+FEM;SG
dul	weduwe	dul	weduwe		N;MASC+FEM;SG
dul	weduwnaar	dul	weduwnaar		N;MASC+FEM;SG
dul	weduwe	dul	weduwe		N;MASC+FEM;SG
xxx	xxx	xxx	xxx		N;MASC+FEM;SG
bolton	bolton	bolton	bolton	PROPN;NOM;SG;3	N;NEUT;SG
romen	roemeens	romen	roemeens		ADJ
romen	roemeense	romen	roemeens		ADJ
komplo	plot	komplo	plot		N;MASC+FEM;SG
komplo	perceel	komplo	perceel		N;NEUT;SG
komplo	complot	komplo	complot		N;NEUT;SG
komplo	complot	komplo	complot		N;NEUT;SG
komplo	samenzwering	komplo	samenzwering		N;MASC+FEM;SG
césar	cesar	césar	cesar		N;MASC+FEM;SG
césar	césar	césar	césar		N;MASC+FEM;SG
açıklamalar	onderschriften	açıkla	onderschriften	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;PL
açıklamalar	toelichtingen	açıkla	toelichting	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;PL
açıklamalar	uitleg	açıkla	uitleg	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC+FEM;SG
açıklamalar	beschrijvingen	açıkla	beschrijving	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;PL
açıklamalar	omschrijvingen	açıkla	omschrijving	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;PL
store	winkel	store	winkel		N;MASC+FEM;SG
store	bewaren	store	bewaren		V;NFIN
seine	seine	sein	seine	PROPN;NOM;SG;3	N;MASC+FEM;SG
galya	galliër	gal	galliër		N;MASC+FEM;SG
galya	gallië	gal	gallië		PROPN;NEUT;SG
iletim	transmissie	iletim	transmissie		N;MASC+FEM;SG
hawks	hawks	hawks	hawks	PROPN;NOM;SG;3	N;PL
hawks	haviken	hawks	havik	PROPN;NOM;SG;3	N;PL
hamit	hamit	hamit	hamit		N;MASC+FEM;SG
beatles	beatles	beatles	beatle		N;PL
kumaş	doek	kumaş	doek		N;NEUT;SG
kumaş	stof	kumaş	stof		N;MASC+FEM;SG
kumaş	weefsel	kumaş	weefsel		N;NEUT;SG
kumaş	stoffen	kumaş	stof		N;PL
kumaş	weefsels	kumaş	weefsel		N;PL
reaksiyon	reactie	reaksiyon	reactie		N;MASC+FEM;SG
odak	focussen	odak	focus		V;NFIN
odak	concentreren	odak	concentreren		V;NFIN
odak	focus	odak	focus		N;MASC+FEM;SG
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;SG;3	N;NEUT;SG
verlag	verlag	verlag	verlag		INTJ
sınav	examens	sınav	examen	N;NOM;SG;3	N;PL
sınav	tentamens	sınav	tentamens	N;NOM;SG;3	N;PL
sınav	testen	sınav	testen	N;NOM;SG;3	V;NFIN
tarama	scannen	tarama	scannen		V;NFIN
tarama	scanning	tarama	scanning		N;MASC+FEM;SG
tarama	browsen	tarama	browsen		V;NFIN
tarama	scannen	tarama	scannen		V;NFIN
tarama	scan	tarama	scan		N;MASC+FEM;SG
tüyleri	veren	tüy	veer	ADJ;NOM;PL;3	N;PL
donetsk	donetsk	donetsk	donetsk	PROPN;NOM;SG;3	N;NEUT;SG
evcil	temmen	evcil	temmen	N;NOM;SG;3	V;NFIN
evcil	gedomesticeerde	evcil	domesticeren	N;NOM;SG;3	V;V.PTCP
nathan	nathan	nathan	nathan	PROPN;NOM;SG;3	N;MASC+FEM;SG
kenneth	kenneth	kenneth	kenneth		N;MASC+FEM;SG
fisher	fisher	fishe	fisher		N;MASC+FEM;SG
satürn	saturn	satürn	saturn		N;MASC+FEM;SG
satürn	saturnus	satürn	saturnus		N;MASC+FEM;SG
sorunlu	problematisch	sorunlu	problematisch		ADJ
sorunlu	problematische	sorunlu	problematisch		ADJ
sorunlu	verontrust	sorunlu	verontrusten		V;V.PTCP
sorunlu	onrustige	sorunlu	onrustig		ADJ
karesi	vierkante	kare	vierkant		ADJ
karesi	vierkant	kare	vierkant		ADJ
karesi	plein	kare	plein		N;NEUT;SG
komisyon	provisies	komisyon	provisie		N;PL
komisyon	provisie	komisyon	provisie		N;MASC+FEM;SG
komisyon	commissies	komisyon	commissie		N;PL
komisyon	commissie	komisyon	commissie		N;MASC+FEM;SG
favori	favoriet	favori	favoriet		N;MASC+FEM;SG
favori	favoriete	favori	favoriet		ADJ
favori	fav	favori	fav		N;MASC+FEM;SG
favori	favoriet	favori	favoriet		N;MASC+FEM;SG
favori	favoriete	favori	favoriet		ADJ
şef	chef	şef	chef		N;MASC+FEM;SG
şef	kok	şef	kok		N;MASC+FEM;SG
şef	chef	şef	chef		N;MASC+FEM;SG
şef	chief	şef	chief		N;MASC+FEM;SG
şef	opperhoofd	şef	opperhoofd		N;NEUT;SG
vergisi	belastingen	vergi	belastingen	N;NOM;SG;3	N;PL
telgraf	telegram	telgraf	telegram		N;NEUT;SG
telgraf	telegraaf	telgraf	telegraaf		N;MASC+FEM;SG
leone	leone	leone	leoen	PROPN;NOM;SG;3	N;MASC+FEM;SG
parsons	parsons	parsons	parson		N;MASC+FEM;SG
herkül	hercules	herkül	hercule		N;PL
herkül	herakles	herkül	herakle		N;SG
arayan	beller	ara	beller	V;PFV;IND;POS;PRS;V.PTCP	N;MASC+FEM;SG
ilim	kennis	ilim	kennis		N;MASC+FEM;SG
bond	binding	bond	binding		N;MASC+FEM;SG
bond	obligatie	bond	obligatie		N;MASC+FEM;SG
bond	bond	bond	bond		N;MASC+FEM;SG
yuri	joeri	yuri	joeri		N;MASC+FEM;SG
yuri	yuri	yuri	yuri		N;MASC+FEM;SG
gözde	favoriet	gözde	favoriet		N;MASC+FEM;SG
gözde	favoriete	gözde	favoriet		ADJ
tecrübe	ervaar	tecrübe	ervaar		V;SG;PRS;FIN
tecrübe	ervaren	tecrübe	ervaren		V;V.PTCP
tecrübe	ervaring	tecrübe	ervaring		N;MASC+FEM;SG
tecrübe	ervaringen	tecrübe	ervaring		N;PL
lahana	kale	lahana	kaal	N;NOM;SG;3	ADJ
andromeda	andromeda	androme	andromeda		N;MASC+FEM;SG
nokia	nokia	nokia	nokia		N;MASC+FEM;SG
stargate	stargate	stargate	stargate		N;MASC+FEM;SG
gridcolor	gridcolor	gridco	gridcolor		N;MASC+FEM;SG
zoolog	zoöloog	zoolog	zoöloog		N;MASC+FEM;SG
durak	stopt	durak	stoppen		V;SG;PRS;FIN
durak	haltes	durak	halte		N;PL
stark	stark	stark	stark		N;MASC+FEM;SG
soğutma	koeling	soğut	koeling		N;MASC+FEM;SG
soğutma	afkoeling	soğut	afkoeling		N;MASC+FEM;SG
soğutma	koelen	soğut	koel		V;NFIN
soğutma	koeling	soğut	koeling		N;MASC+FEM;SG
ocl	bovenleiding	ocl	bovenleiding		N;MASC+FEM;SG
abbasi	abbasi	abba	abbasi		N;MASC+FEM;SG
nereye	waar	nere	waar	PRO;DAT;SG;3	ADV
step	step	step	step		N;MASC+FEM;SG
step	stap	step	stap		N;MASC+FEM;SG
step	stapje	step	stap		N;NEUT;SG
dale	dale	dale	daal		N;MASC+FEM;SG
inanılmaz	wonderbaarlijk	inan	wonderbaarlijk	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
inanılmaz	amazing	inan	amazing	V;IPFV;IND;NEG;V.PTCP;PASS	
inanılmaz	geweldig	inan	geweldig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
inanılmaz	verbazingwekkend	inan	verbazingwekkend	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
inanılmaz	onvoorstelbaar	inan	onvoorstelbaar	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
inanılmaz	ongelooflijk	inan	ongelooflijk	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
inanılmaz	ongelofelijk	inan	ongelofelijk	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
inanılmaz	ongelooflijk	inan	ongelooflijk	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
inanılmaz	ongelofelijk	inan	ongelofelijk	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
damar	aders	damar	ader		N;PL
damar	aderen	damar	ader		N;PL
damar	bloedvat	damar	bloedvat		N;NEUT;SG
damar	ader	damar	ader		N;MASC+FEM;SG
damar	vasculaire	damar	vasculair		ADJ
rumen	roemeens	rumen	roemeens		ADJ
rumen	roemeense	rumen	roemeens		ADJ
erbil	erbil	erbil	erbil		N;MASC+FEM;SG
psv	psv	psv	psv		N;MASC+FEM;SG
riley	riley	riley	riley		N;MASC+FEM;SG
göreceli	relatief	gör	relatief		ADJ
göreceli	relatieve	gör	relatief		ADJ
göreceli	relativistische	gör	relativistisch		ADJ
mercan	koralen	mercan	koraal		N;PL
mercan	coral	mercan	coral		N;MASC+FEM;SG
mercan	koraal	mercan	koraal		N;NEUT;SG
arya	arya	arya	arya		N;MASC+FEM;SG
lane	laan	la	laan	PROPN;NOM;SG;3	N;MASC+FEM;SG
lane	lane	la	laan	PROPN;NOM;SG;3	N;MASC+FEM;SG
lang	lang	lang	lang		ADJ
feminist	feministen	feminist	feminist		N;PL
feminist	feministe	feminist	feministe		N;MASC+FEM;SG
feminist	feministen	feminist	feminist		N;PL
feminist	feminisme	feminist	feminisme		N;NEUT;SG
feminist	feministische	feminist	feministisch		ADJ
mühimmat	ammunitie	mühimmat	ammunitie		N;MASC+FEM;SG
mühimmat	munitie	mühimmat	munitie		N;MASC+FEM;SG
mühimmat	munitie	mühimmat	munitie		N;MASC+FEM;SG
louise	louise	loui	louis	PROPN;NOM;SG;3	N;MASC+FEM;SG
myspace	myspace	myspace	myspace		N;PL
izlenen	keek	izle	kijken	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PST;FIN
yugoslav	joegoslavische	yugoslav	joegoslavisch		ADJ
yugoslav	joegoslaven	yugoslav	joegoslaaf		N;PL
yugoslav	joegoslavische	yugoslav	joegoslavisch		ADJ
stand	stand	stand	stand		N;MASC+FEM;SG
notları	toelichting	not	toelichting	N;ACC;PL;3	N;MASC+FEM;SG
ebru	ebru	ebru	ebru		N;MASC+FEM;SG
blake	blake	blake	blaak		N;MASC+FEM;SG
mad	boos	mad	boos		ADJ
mad	mad	mad	mad		N;MASC+FEM;SG
ece	ece	ece	eec		N;MASC+FEM;SG
zıt	tegenstellingen	zıt	tegenstelling		N;PL
zıt	tegenpolen	zıt	tegenpolen		N;PL
zıt	tegengesteld	zıt	tegengesteld		ADJ
zıt	tegenovergesteld	zıt	tegenovergesteld		V;V.PTCP
zıt	tegenovergestelde	zıt	tegenoverstellen		V;V.PTCP
zıt	tegenover	zıt	tegenover		ADP
gonzález	gonzález	gonzález	gonzález	PROPN;NOM;SG;3	N;MASC+FEM;SG
helikopter	helikopters	helikopter	helikopter	N;NOM;SG;3	N;PL
helikopter	helicopters	helikopter	helicopter	N;NOM;SG;3	N;PL
klaus	klaus	klaus	klaus		N;MASC+FEM;SG
koch	koch	koch	koch		N;MASC+FEM;SG
yatılı	instappen	yatılı	instappen		V;NFIN
yatılı	intramurale	yatılı	intramuraal		ADJ
mig	mig	mig	miggen		N;MASC+FEM;SG
zaza	zaza	zaza	zaza		N;MASC+FEM;SG
atı	ati	at	ati		N;MASC+FEM;SG
masal	tale	masal	taal		
masal	verhaal	masal	verhaal		N;NEUT;SG
masal	sprookje	masal	sprookje		N;NEUT;SG
masal	verhaal	masal	verhaal		N;NEUT;SG
masal	story	masal	story		N;MASC+FEM;SG
luk	luk	lik	luk		N;MASC+FEM;SG
dinlenme	ontspanning	dinlen	ontspanning	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
dinlenme	recreatie	dinlen	recreatie	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
dinlenme	rest	dinlen	rest	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
dinlenme	rust	dinlen	rust	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;MASC+FEM;SG
mhz	mhz	mhz	mhz		N;MASC+FEM;SG
heinz	heinz	heinz	heinz	PROPN;NOM;SG;3	N;MASC+FEM;SG
tatmin	bevrediging	tatmin	bevrediging		N;MASC+FEM;SG
tatmin	tevredenheid	tatmin	tevredenheid		N;MASC+FEM;SG
tatmin	voldoening	tatmin	voldoening		N;MASC+FEM;SG
tatmin	bevredigend	tatmin	bevredigend		ADJ
tatmin	voldaan	tatmin	voldoen		V;V.PTCP
tatmin	tevreden	tatmin	tevreden		ADJ
britney	britney	britney	britney		N;MASC+FEM;SG
porsche	porsche	porsche	porsche		N;MASC+FEM;SG
eğlenceli	fun	eğlenceli	fun	ADJ	N;MASC+FEM;SG
eğlenceli	gezelligheid	eğlenceli	gezelligheid	ADJ	N;MASC+FEM;SG
malcolm	malcolm	malcolm	malcolm		N;MASC+FEM;SG
kentucky	kentucky	kentucky	kentucky		N;NEUT;SG
ekseni	as	ekseni	zijn		
enzim	enzymen	enzi	enzym		N;PL
enzim	enzymen	enzi	enzym		N;PL
enzim	enzym	enzi	enzym		N;NEUT;SG
