obliczu	αντιμετωπίζοντας	oblicze	αντιμετωπίζω	N;DAT;NEUT;SG	V;IPFV;V.CVB;ACT
podstawowego	βασικό	podstawowy	βασικός	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;SG
podstawowego	βασικού	podstawowy	βασικός	ADJ;ACC;MASC;SG	ADJ;GEN;NEUT;SG
skuteczność	επίδοση	skuteczność	επίδοση	N;NOM;FEM;SG	N;ACC;FEM;SG
skuteczność	επιδόσεων	skuteczność	επίδοση	N;NOM;FEM;SG	N;GEN;FEM;PL
skuteczność	επιδόσεις	skuteczność	επίδοση	N;NOM;FEM;SG	N;NOM;FEM;PL
skuteczność	απόδοση	skuteczność	απόδοση	N;NOM;FEM;SG	N;ACC;FEM;SG
skuteczność	παράσταση	skuteczność	παράσταση	N;NOM;FEM;SG	N;ACC;FEM;SG
skuteczność	αποτελεσματικότητα	skuteczność	αποτελεσματικότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
skuteczność	αποτελεσματικότητα	skuteczność	αποτελεσματικότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
skuteczność	αποτελεσματικότητα	skuteczność	αποτελεσματικότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
skuteczność	αποδοτικότητα	skuteczność	αποδοτικότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
skuteczność	απόδοση	skuteczność	απόδοση	N;NOM;FEM;SG	N;ACC;FEM;SG
dama	κυρά	dam	κυρώ		N;NOM;FEM;SG
dama	κυρία	dam	κυρία		N;VOC;FEM;SG
ślad	ίχνη	ślad	ίχνος	N;NOM;MASC;SG	N;NOM;NEUT;PL
przyjęte	αποδοχή	przyjąć	αποδοχή	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;ACC;FEM;SG
przyjęte	υιοθετήθηκε	przyjąć	υιοθετώ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
przyjęte	υιοθετημένος	przyjąć	υιοθετημένος	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
przyjęte	εγκρίθηκε	przyjąć	εγκρίνω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
przyjęte	ενέκρινε	przyjąć	εγκρίνω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PST;FIN;ACT
przyjęte	εγκρίνεται	przyjąć	εγκρίνω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
bloki	μπλοκ	blok	μπλοκ	N;NOM;MASC;PL	N;NOM;NEUT;SG
bloki	τετράγωνα	blok	τετράγωνος	N;NOM;MASC;PL	ADV
niska	χαμηλά	niska	χαμηλός		ADV
niska	χαμηλό	niska	χαμηλός		ADJ;NOM;NEUT;SG
niska	χαμηλή	niska	χαμηλός		ADJ;NOM;FEM;SG
niska	χαμηλός	niska	χαμηλός		ADJ;NOM;MASC;SG
twierdzą	αξίωση	twierdzić	αξίωση	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;ACC;FEM;SG
twierdzą	διεκδίκηση	twierdzić	διεκδίκηση	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;ACC;FEM;SG
twierdzą	κατοχύρωση	twierdzić	κατοχύρωση	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;ACC;FEM;SG
twierdzą	ισχυρισμός	twierdzić	ισχυρισμός	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;MASC;SG
testament	διαθήκη	testament	διαθήκη	N;ACC;MASC;SG	N;NOM;FEM;SG
berg	μπεργκ	berg	μπεργκ	PROPN;NOM;MASC;SG	
anhalt	άνχαλτ	anhalt	άνχαλτ	PROPN;NOM;MASC;SG	N
podobieństwo	ομοιότητα	podobieństwo	ομοιότητα	N;NOM;NEUT;SG	N;ACC;FEM;SG
podobieństwo	ομοιότητα	podobieństwo	ομοιότητα	N;NOM;NEUT;SG	N;ACC;FEM;SG
mitsubishi	m	mitsubisha	ο		
przedni	πρόσθια	przednia	πρόσθιος	N;NOM;MASC;SG	ADV
zatrudnienie	απασχόληση	zatrudnienie	απασχόληση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zatrudnienie	απασχόλησης	zatrudnienie	απασχόληση	N;NOM;NEUT;SG	N;GEN;FEM;SG
zatrudnienie	πρόσληψη	zatrudnienie	πρόσληψη	N;NOM;NEUT;SG	N;ACC;FEM;SG
zatrudnienie	προσλήψεις	zatrudnienie	πρόσληψη	N;NOM;NEUT;SG	N;NOM;FEM;PL
horror	τρόμου	horror	τρόμος	N;NOM;MASC;SG	N;GEN;MASC;SG
oklahoma	οκλαχόμα	oklahy	οκλαχόμα	N;NOM;NEUT;SG	PROPN;NOM;FEM;SG
konkretne	ειδικές	konkretny	ειδικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
konkretne	συγκεκριμένα	konkretny	συγκεκριμένα	ADJ;NOM;NEUT;SG	ADV
konkretne	τσιμέντο	konkretny	τσίμει	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
konkretne	σκυροδέματος	konkretny	σκύροδεμα	ADJ;NOM;NEUT;SG	N;GEN;NEUT;SG
konkretne	σκυρόδεμα	konkretny	σκυρόδεμα	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
konflikty	σύγκρουση	konflikt	σύγκρουση	N;NOM;MASC;PL	N;NOM;FEM;SG
konflikty	σύρραξη	konflikt	σύρραξη	N;NOM;MASC;PL	N;ACC;FEM;SG
wezwanie	κλήτευση	wezwanie	κλήτευση	N;NOM;NEUT;SG	N;ACC;FEM;SG
sophie	sophie	soph	sophie	N;NOM;FEM;SG	
sophie	σόφι	soph	σόφι	N;NOM;FEM;SG	
sophie	σοφί	soph	σοφί	N;NOM;FEM;SG	
kings	βασιλιάδες	kings	βασιλιάδα		N;NOM;MASC;PL
kings	βασιλείς	kings	βασίλης		N;NOM;MASC;PL
kings	βασιλέων	kings	βασίλει		N;GEN;MASC;PL
kings	κινγκς	kings	κινγκς		
dokładne	ακριβείς	dokładny	ακριβής	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
dokładne	ακριβή	dokładny	ακριβός	ADJ;NOM;NEUT;SG	ADV
dokładne	ακριβές	dokładny	ακριβής	ADJ;NOM;NEUT;SG	ADV
dokładne	ακριβές	dokładny	ακριβής	ADJ;NOM;NEUT;SG	ADV
dokładne	ακριβή	dokładny	ακριβός	ADJ;NOM;NEUT;SG	ADV
dokładne	ακριβείς	dokładny	ακριβής	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
dokładne	ακριβές	dokładny	ακριβής	ADJ;NOM;NEUT;SG	ADV
podziemia	υπογείως	podziemiać	υπογείως		ADV
podziemia	υπόγειο	podziemiać	υπόγειο		N;NOM;NEUT;SG
podziemia	υπόγεια	podziemiać	υπόγεια		N;NOM;NEUT;PL
podziemia	υπόκοσμο	podziemiać	υπόκοσμος		N;ACC;MASC;SG
skrzyżowanie	διασταύρωση	skrzyżowanie	διασταύρωση	N;NOM;NEUT;SG	N;ACC;FEM;SG
skrzyżowanie	διασταύρωση	skrzyżowanie	διασταύρωση	N;NOM;NEUT;SG	N;ACC;FEM;SG
architektów	αρχιτέκτονες	architekt	αρχιτέκτονας	N;ACC;MASC;PL	N;NOM;MASC;PL
muza	μούσα	muza	μούσα		N;NOM;FEM;SG
czytać	διαβάσει	czytać	διαβάζω	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
czytać	διάβαζε	czytać	διαβάζω	V;IPFV;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
czytać	ανάγνωση	czytać	ανάγνωση	V;IPFV;NFIN;ACT	N;NOM;FEM;SG
czytać	διαβάστε	czytać	διαβάζω	V;IPFV;NFIN;ACT	N
czytać	διάβασε	czytać	διαβάζω	V;IPFV;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
organizatorów	διοργανωτές	organizator	διοργανωτής	N;ACC;MASC;PL	N;NOM;MASC;PL
organizatorów	διοργανωτές	organizator	διοργανωτής	N;ACC;MASC;PL	N;NOM;MASC;PL
dopuszczalna	αποδεκτές	dopuścizalny	αποδεκτός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
dopuszczalna	αποδεκτά	dopuścizalny	αποδεκτά	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;PL
dopuszczalna	επιτρεπόμενο	dopuścizalny	επιτρεπόμενο	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
spada	πτώσεις	spadać	πτώση	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
spada	καταρράκτες	spadać	καταρράκτης	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
spada	φολς	spadać	φολς	V;IPFV;IND;SG;3;PRS;FIN;ACT	
dramatyczny	δραματικά	dramatyczny	δραματικά	ADJ;NOM;MASC;SG	ADV
siódmego	έβδομη	siódmy	έβδομος	N;GEN;MASC;SG	PROPN;NOM;FEM;SG
siódmego	έβδομο	siódmy	έβδομος	N;GEN;MASC;SG	NUM;NOM;NEUT;SG
zapasy	πάλη	zapas	πάλη	N;NOM;MASC;PL	N;NOM;FEM;SG
zapasy	απόθεμα	zapas	απόθεμα	N;NOM;MASC;PL	N;NOM;NEUT;SG
zapasy	στοκ	zapas	στοκ	N;NOM;MASC;PL	
żyły	φλέβες	żyły	φλέβω	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;NOM;FEM;PL
żyły	φλέβα	żyły	φλέβω	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;NOM;FEM;SG
donieck	ντονέτσκ	donieck	ντονέτσκ	PROPN;NOM;MASC;SG	
cesarzem	αυτοκράτορα	cesarz	αυτοκράτορα	N;INS;MASC;SG	N;ACC;MASC;SG
cesarzem	αυτοκράτορας	cesarz	αυτοκράτορα	N;INS;MASC;SG	N;NOM;MASC;SG
organiczny	οργανικά	organiczny	οργανικά	ADJ;NOM;MASC;SG	ADV
organiczny	βιολογικά	organiczny	βιολογικά	ADJ;NOM;MASC;SG	ADV
organiczny	οργανικές	organiczny	οργανικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
chrześcijaństwo	χριστιανισμού	chrześcijaństwo	χριστιανισμός	N;NOM;NEUT;SG	N;GEN;MASC;SG
instrukcji	οδηγίες	instrukcja	οδηγία	N;GEN;FEM;SG	N;NOM;FEM;PL
hope	ελπίδα	hopy	ελπίδα		N;NOM;FEM;SG
hope	χόουπ	hopy	χόουπ		PROPN;NOM;MASC;SG
hope	ελπιδα	hopy	ελπιδα		N;NOM;FEM;SG
zgoda	συγκατάθεση	zgoda	συγκατάθεση	N;NOM;FEM;SG	N;ACC;FEM;SG
zgoda	συναίνεση	zgoda	συναίνεση	N;NOM;FEM;SG	N;ACC;FEM;SG
zgoda	σύμφωνοι	zgoda	σύμφωνος	N;NOM;FEM;SG	ADJ;NOM;MASC;PL
zgoda	συμφώνησε	zgoda	συμφωνώ	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
zgoda	συμφώνησαν	zgoda	συμφωνώ	N;NOM;FEM;SG	V;PFV;IND;PL;3;PST;FIN;ACT
face	πρόσωπο	faka	πρόσωπο		N;NOM;NEUT;SG
face	προσωπο	faka	προσωπο		N;NOM;NEUT;SG
face	φάτσα	faka	φάτσα		N;ACC;FEM;SG
opada	πτώσεις	opadać	πτώση	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
opada	καταρράκτες	opadać	καταρράκτης	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
opada	φολς	opadać	φολς	V;IPFV;IND;SG;3;PRS;FIN;ACT	
genewie	γενεύη	genew	γενεύη	N;NOM;MASC;SG	PROPN;ACC;FEM;SG
ojców	πατεράδες	ojciec	πατεράδα	N;ACC;MASC;PL	N;NOM;MASC;PL
ojców	πατέρες	ojciec	πατέρα	N;ACC;MASC;PL	N;NOM;MASC;PL
ojców	μπαμπάδες	ojciec	μπαμπάδα	N;ACC;MASC;PL	N;NOM;MASC;PL
zapewnienie	εξασφαλίζοντας	zapewnić	εξασφαλίζω	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IPFV;V.CVB;ACT
zapewnienie	διασφάλιση	zapewnić	διασφάλιση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
zapewnienie	διαβεβαιώσεις	zapewnić	διαβεβαίωση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;PL
zapewnienie	διαβεβαίωση	zapewnić	διαβεβαίωση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
wspomnień	μνήμες	wspomnienie	μνήμα	N;GEN;NEUT;PL	N;NOM;FEM;PL
wspomnień	αναμνήσεις	wspomnienie	ανάμνηση	N;GEN;NEUT;PL	N;NOM;FEM;PL
inżynieria	μηχανική	inżynierie	μηχανικός	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
inżynieria	μηχανικοί	inżynierie	μηχανικός	N;NOM;FEM;SG	ADJ;NOM;MASC;PL
inżynieria	μηχανικούς	inżynierie	μηχανικός	N;NOM;FEM;SG	ADJ;NOM;MASC;PL
turbo	τούρμπο	turbo	τούρμπο		N;NOM;FEM;SG
sale	πώληση	sala	πώληση	N;NOM;FEM;PL	N;NOM;FEM;SG
literaturę	φιλολογία	literatura	φιλολογία	N;ACC;FEM;SG	N;NOM;FEM;SG
literaturę	λογοτεχνία	literatura	λογοτεχνία	N;ACC;FEM;SG	N;NOM;FEM;SG
dat	dat	dat	dat		
siatkówki	αμφιβληστροειδή	siatkówka	αμφιβληστροειδής	N;NOM;FEM;SG	ADV
siatkówki	αμφιβληστροειδούς	siatkówka	αμφιβληστροειδός	N;NOM;FEM;SG	N;GEN;NEUT;SG
siatkówki	βόλεϊ	siatkówka	βόλεϊ	N;NOM;FEM;SG	
roślinności	βλάστηση	roślinność	βλάστηση	N;GEN;FEM;SG	N;NOM;FEM;SG
design	σχεδιασμό	design	σχεδιασμός		N;ACC;MASC;SG
design	σχεδίαση	design	σχεδίαση		N;ACC;FEM;SG
design	design	design	design		
design	σχέδιο	design	σχέδιο		N;NOM;NEUT;SG
design	σχεδιασμός	design	σχεδιασμός		N;NOM;MASC;SG
concacaf	concacaf	concacaf	concacaf	N;GEN;MASC;SG	
maks	max	maks	max		
maks	μαξ	maks	μαξ		
buffalo	βουβάλια	buffalo	βουβάλιο	N;NOM;MASC;SG	N;NOM;NEUT;PL
buffalo	μπάφαλο	buffalo	μπάφαλος	N;NOM;MASC;SG	
uzupełnić	γέμισμα	uzupełnić	γέμισμα	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
prawdopodobieństwo	πιθανότητες	prawdopodobieństwo	πιθανότητα	N;NOM;NEUT;SG	N;NOM;FEM;PL
prawdopodobieństwo	πιθανότητας	prawdopodobieństwo	πιθανώτητα	N;NOM;NEUT;SG	N;GEN;FEM;SG
prawdopodobieństwo	πιθανότητα	prawdopodobieństwo	πιθανότητα	N;NOM;NEUT;SG	N;ACC;FEM;SG
zwłoki	πτώματα	zwłoki	πτώμα	N;ACC;NEUT;PL	N;NOM;NEUT;PL
zwłoki	πτώμα	zwłoki	πτώμα	N;ACC;NEUT;PL	N;NOM;NEUT;SG
pokoleń	γενεές	pokolenie	γενή		N;NOM;FEM;PL
pokoleń	γενεών	pokolenie	γενή		N;GEN;FEM;PL
pokoleń	γενιές	pokolenie	γενιά		N;NOM;FEM;PL
wieczny	αιώνια	wieczny	αιώνιος	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
wieczny	αιώνιο	wieczny	αιώνιος	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
wieczny	αιώνια	wieczny	αιώνιος	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
przyznaje	παραδέχεται	przyznawać	παραδέχομαι	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
odkryć	ανακαλύψεις	odkryć	ανακάλυψη	V;PFV;NFIN;ACT	N;NOM;FEM;PL
odkryć	ανακάλυψη	odkryć	ανακάλυψη	V;PFV;NFIN;ACT	N;ACC;FEM;SG
stężenie	συγκεντρώσεις	stężyć	σύγκεντρωση	N;NOM;NEUT;SG	N;NOM;FEM;PL
stężenie	συγκέντρωση	stężyć	συγκέντρωση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zrobione	τραβήχτηκε	zrobić	τραβήχω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zrobione	φτιαγμένο	zrobić	φτιαγμένος	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
zrobione	φτιαγμένα	zrobić	φτιαγμένα	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;PL
zrobione	φτιαγμένη	zrobić	φτιαγμένος	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
zrobione	έκανε	zrobić	κάνω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
zrobione	κάνει	zrobić	κάνω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
zrobione	έγινε	zrobić	γίνομαι	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zrobione	εγινε	zrobić	εγίνομαι	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
rozbił	συνετρίβη	rozbić	συνετρίβος	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
inżynierów	μηχανικοί	inżynier	μηχανικός	N;ACC;MASC;PL	ADJ;NOM;MASC;PL
inżynierów	μηχανικούς	inżynier	μηχανικός	N;ACC;MASC;PL	ADJ;NOM;MASC;PL
bonaparte	βοναπάρτη	bonaparty	βοναπάρτης		N;NOM;MASC;SG
odwołany	ακυρώθηκε	odwołać	ακυρώνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
odwołany	ακυρώνεται	odwołać	ακυρώνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
odwołany	ακυρώθηκε	odwołać	ακυρώνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
odwołany	ακυρώνεται	odwołać	ακυρώνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
żyła	έζησα	żyć	έζησα	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
żyła	έζησε	żyć	φήνω	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
żyła	έζησαν	żyć	χάνω	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
żyła	φλέβα	żyć	φλέβω	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;NOM;FEM;SG
zjednoczenie	ενοποίηση	zjednoczenie	ενοποίηση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
zjednoczenie	επανένωση	zjednoczenie	επανένωση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
zjednoczenie	επανασύνδεση	zjednoczenie	επανασύνδεση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
wnioski	σύναψη	wniosek	σύναψη	N;NOM;MASC;PL	N;ACC;FEM;SG
wnioski	συμπέρασμα	wniosek	συμπέρασμα	N;NOM;MASC;PL	N;NOM;NEUT;SG
podłoża	υποστρώματα	podłoże	υπόστρωμα		N;NOM;NEUT;PL
rak	καρκίνο	rak	καρκίνος	N;NOM;MASC;SG	N;ACC;MASC;SG
luksemburga	λουξεμβούργο	luksemburga	λουξεμβούργο	N;GEN;MASC;SG	PROPN;NOM;NEUT;SG
radiowy	ασύρματο	radiowy	άσυρμα	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
radiowy	ραδιόφωνο	radiowy	ραδιόφωνος	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
radiowy	ράδιο	radiowy	ράδιο	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
radiowy	ραδιο	radiowy	ραδιο	ADJ;NOM;MASC;SG	N
emi	eni	em	eni		
sauber	sauber	sauber	sauber	N;NOM;MASC;SG	
somerset	σόμερσετ	somerset	σόμερσητ	V;IPFV;IND;SG;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
atlantyku	atlantic	atlantyk	atlantic	N;GEN;MASC;SG	
atlantyku	ατλαντικού	atlantyk	ατλαντικός	N;GEN;MASC;SG	ADJ;GEN;NEUT;SG
atlantyku	ατλάντικ	atlantyk	ατλάντικ	N;GEN;MASC;SG	
atlantyku	ατλαντικός	atlantyk	ατλαντικός	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
atlantyku	ατλαντικό	atlantyk	ατλαντικός	N;GEN;MASC;SG	N;NOM;MASC;SG
pytaj	ρώτησε	pytać	ρωτώ	V;IPFV;IMP;SG;2;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
pytaj	ρώτα	pytać	ρώτα	V;IPFV;IMP;SG;2;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
pytaj	ρωτήστε	pytać	ρωτώ	V;IPFV;IMP;SG;2;FIN;ACT	V;PFV;IND;PL;2;FIN;ACT
pytaj	ρωτήσω	pytać	ρωτώ	V;IPFV;IMP;SG;2;FIN;ACT	V;PFV;IND;SG;1;FIN;ACT
pytaj	ζήτα	pytać	ζήτα	V;IPFV;IMP;SG;2;FIN;ACT	V;IPFV;IND;SG;1;PST;FIN;ACT
ronald	ρόναλντ	ronald	ρόναλντ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
parki	παρκ	park	παρκ	N;NOM;MASC;PL	
parki	park	park	park	N;NOM;MASC;PL	
parki	πάρκο	park	πάρκο	N;NOM;MASC;PL	N;NOM;NEUT;SG
parki	παρκς	park	παρκς	N;NOM;MASC;PL	
hong	χονγκ	hong	χονγκ	V;IPFV;IND;SG;PRS;FIN;ACT	
hong	hong	hong	hong	V;IPFV;IND;SG;PRS;FIN;ACT	
hong	χόνγκ	hong	χόνγκ	V;IPFV;IND;SG;PRS;FIN;ACT	N
rain	βροχή	raina	βροχή		N;ACC;FEM;SG
rain	ρέιν	raina	ρέιν		
rain	βροχές	raina	βροχή		N;NOM;FEM;PL
jam	μαρμελάδα	ja	μαρμελάδα		N;NOM;FEM;SG
połączyć	συγχώνευση	połączyć	συγχώνευση	V;PFV;NFIN;ACT	N;NOM;FEM;SG
połączyć	συνδυασμός	połączyć	συνδυασμός	V;PFV;NFIN;ACT	N;NOM;MASC;SG
połączyć	συνδυάζουν	połączyć	συνδυάζω	V;PFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
pozytywne	θετικές	pozytywny	θετικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
pozytywne	θετικά	pozytywny	θετικός	ADJ;NOM;NEUT;SG	ADV
pętli	βρόχους	pętla	βρόχος		N;ACC;MASC;PL
pętli	θηλιά	pętla	θηλίά		N;ACC;FEM;SG
pętli	βρόχο	pętla	βρόχος		N;ACC;MASC;SG
historie	ιστορίες	histora	ιστορία	N;NOM;FEM;SG	N;NOM;FEM;PL
historie	ανακοινώσεις	histora	ανακοίνωση	N;NOM;FEM;SG	N;NOM;FEM;PL
sheffield	σέφιλντ	sheffield	σέφιλντ	PROPN;NOM;MASC;SG	
intensywnie	έντονη	intensywnie	έντονος	ADV	ADJ;NOM;FEM;SG
intensywnie	έντονες	intensywnie	έντονος	ADV	ADJ;NOM;FEM;PL
intensywnie	έντονος	intensywnie	έντονος	ADV	ADJ;NOM;MASC;SG
intensywnie	έντονο	intensywnie	έντονος	ADV	ADJ;NOM;NEUT;SG
niepełnosprawnych	αναπηρία	niepełnosprawny	αναπηρία	ADJ;GEN;MASC;PL	N;NOM;NEUT;PL
niepełnosprawnych	ανάπηροι	niepełnosprawny	ανάπηρος	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;PL
niepełnosprawnych	απενεργοποιήθηκε	niepełnosprawny	απενεργοποιώ	ADJ;GEN;MASC;PL	V;PFV;IND;SG;3;PST;FIN;PASS
niepełnosprawnych	ανάπηρος	niepełnosprawny	ανάπηρος	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
niepełnosprawnych	ανάπηρος	niepełnosprawny	ανάπηρος	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
niepełnosprawnych	ανάπηροι	niepełnosprawny	ανάπηρος	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;PL
przejęcia	εξαγορές	przejąć	εξαγορά	N;NOM;NEUT;SG	N;NOM;FEM;PL
przejęcia	αποκτήσεις	przejąć	απόκτηση	N;NOM;NEUT;SG	N;NOM;FEM;PL
przejęcia	εξαγορές	przejąć	εξαγορά	N;NOM;NEUT;SG	N;NOM;FEM;PL
przejęcia	κατάληψη	przejąć	κατάληψη	N;NOM;NEUT;SG	N;ACC;FEM;SG
libii	λιβύη	libić	λιβύη	PROPN;GEN;FEM;SG	PROPN;ACC;FEM;SG
libii	λιβύης	libić	λιβύη	PROPN;GEN;FEM;SG	PROPN;GEN;FEM;SG
fizyka	φυσικής	fizyk	φυσικός		ADJ;GEN;FEM;SG
fizyka	φυσική	fizyk	φυσικός		ADJ;NOM;FEM;SG
islamu	ισλάμ	islam	ισλάμ		N;NOM;NEUT;SG
sporów	διενέξεις	spór	διένεξη		N;NOM;FEM;PL
sporów	διαφορές	spór	διαφορά		N;NOM;FEM;PL
sporów	διαφωνίες	spór	διαφωνία		N;NOM;FEM;PL
sporów	αμφισβητήσεις	spór	αμφισβήτηση		N;NOM;FEM;PL
sporów	διαφορών	spór	διαφορά		N;GEN;FEM;PL
malarzy	ζωγράφοι	malarz	ζωγράφος	N;ACC;MASC;PL	N;NOM;MASC;PL
jeremy	τζέρεμυ	jeremć	τζέρω	PROPN;NOM;MASC;SG	N
jeremy	jeremy	jeremć	jeremy	PROPN;NOM;MASC;SG	
jeremy	τζέρεμι	jeremć	τζέρεμι	PROPN;NOM;MASC;SG	
nagrobek	ταφόπλακα	nagrobek	ταφόπλακο	N;ACC;MASC;SG	ADV
nagrobek	τάφος	nagrobek	τάφος	N;ACC;MASC;SG	N;NOM;MASC;SG
nagrobek	ταφόπλακα	nagrobek	ταφόπλακο	N;ACC;MASC;SG	ADV
haiti	αϊτή	haiti	αυτός		PROPN;NOM;FEM;SG
rozmieszczenie	διάταξη	rozmieszczenie	διάταξη	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
calcio	κάλτσιο	calcio	κάλτσιος	INTJ	
przekształcenia	μεταμορφώσεις	przekształcenie	μεταμορφώση	N;NOM;NEUT;SG	N;NOM;FEM;PL
dłoni	παλμ	dłoń	παλμ	N;GEN;FEM;SG	
