סטודנט	studerande	סטודנט	studerande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
פלילית	brottsling	פלילי	brottsling	ADV	N;NOM;INDF;MASC+FEM;SG
פלילית	brottmål	פלילי	brottmål	ADV	N;NOM;INDF;NEUT;SG
כנען	canaan	כנען	canaan	PROPN	N;NOM;INDF;MASC+FEM;SG
שן	shen	שן	shen		PROPN;NOM
שן	tanden	שן	tand		N;NOM;DEF;MASC+FEM;SG
שן	tand	שן	tand		N;NOM;INDF;MASC+FEM;SG
הגבלה	begränsningar	הגבלה	begränsning	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
הגבלה	begränsa	הגבלה	begränsa	N;FEM;SG	V;NFIN;ACT
צילם	filmade	צילם	filma	PROPN	V;PST;V.PTCP;ACT
צילם	filmat	צילם	filma	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
צילם	tog	צילם	ta	PROPN	V;IND;PST;FIN;ACT
צילם	fotograferad	צילם	fotograferad	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
צילם	fotograferade	צילם	fotografera	PROPN	ADJ;NOM;PL;PST;V.PTCP
גופני	fysiskt	גופני	fysisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
גופני	fysikalisk	גופני	fysikalisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
גופני	fysiska	גופני	fysisk	N;MASC;SG	ADJ;NOM;PL
גופני	fysisk	גופני	fysisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
בסקי	baskiska	בסק	baskisk		ADJ;NOM;PL
בסקי	skidor	בסק	skida		N;NOM;INDF;MASC+FEM;PL
בסקי	skidåkning	בסק	skidåkning		N;NOM;INDF;MASC+FEM;SG
פגיעות	sårbarhet	פגיעה	sårbarhet	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
פגיעות	utsatthet	פגיעה	utsatthet	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
רגשית	känslomässiga	רגשי	känslomässig	ADV	ADJ;NOM;PL
רגשית	känslomässigt	רגשי	känslomässig	ADV	ADJ;NOM;INDF;NEUT;SG
רגשית	emotionell	רגשי	emotionell	ADV	ADJ;NOM;INDF;MASC+FEM;SG
רגשית	känslomässig	רגשי	känslomässig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
רגשית	emotionellt	רגשי	emotionell	ADV	ADJ;NOM;INDF;NEUT;SG
רגשית	emotionellt	רגשי	emotionell	ADV	ADJ;NOM;INDF;NEUT;SG
רגשית	känslomässigt	רגשי	känslomässig	ADV	ADJ;NOM;INDF;NEUT;SG
ביקרו	besökta	ביקר	besökta	V;PL;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
ביקרו	besökt	ביקר	besöka	V;PL;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נוספה	tillagda	נוסף	tillagd	V;FEM;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נוספה	tillagt	נוסף	tillägga	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נוספה	tillagd	נוסף	tillagd	V;FEM;SG;3;PST;MID	N;NOM;INDF;MASC+FEM;SG
נוספה	tillsatt	נוסף	tillsatt	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
פירס	pierce	פירס	pierce	PROPN	PROPN;NOM
אפלטון	platon	אפלטון	platon	PROPN	N;NOM;DEF;MASC+FEM;SG
אפלטון	appleton	אפלטון	appleton	PROPN	PROPN;NOM
מרסל	marcel	מרסל	marcel	PROPN	PROPN;NOM
פינק	rosa	פינק	rosa	PROPN	N;NOM;INDF;MASC+FEM;SG
פינק	fink	פינק	få	PROPN	N;NOM;INDF;MASC+FEM;SG
ברון	baron	ברון	baron	PROPN	N;NOM;INDF;MASC+FEM;SG
ברון	baronen	ברון	baron	PROPN	N;NOM;DEF;MASC+FEM;SG
ספריות	biblioteken	ספריות	bibliotek	N;FEM;PL	N;NOM;DEF;MASC+FEM;SG
ספריות	bibliotek	ספריות	bibliotek	N;FEM;PL	N;NOM;INDF;NEUT;SG
ווטסון	watson	ווטסון	watson	PROPN	PROPN;NOM
דאגה	oroväckande	דאגה	oroväcka	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
דאגה	oroande	דאגה	oroa	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
טימור	östtimor	טימור	östtimor	PROPN	PROPN;NOM
טימור	timor	טימור	tima	PROPN	N;NOM;INDF;MASC+FEM;PL
טימור	timur	טימור	timur	PROPN	NUM;NOM
הביולוגי	biologiskt	הביולוגי	biologisk	PROPN	ADJ;NOM;INDF;NEUT;SG
הביולוגי	biologisk	הביולוגי	biologisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
הביולוגי	biologiska	הביולוגי	biologisk	PROPN	ADJ;NOM;PL
יוצרי	skapare	יוצרי	skapare	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;PL
יריחו	jericho	יריחו	jericho	PROPN	PROPN;NOM
הירידה	härkomst	הירידה	härkomst	V;FEM;SG;3;PST;ACT	N;NOM;INDF;MASC+FEM;SG
גומי	gummi	גומי	gummi	PROPN	N;NOM;INDF;MASC+FEM;SG
הארכיון	arkiverar	הארכיון	arkivera	N;MASC;SG	V;IND;PRS;FIN;ACT
הארכיון	arkivera	הארכיון	arkivera	N;MASC;SG	V;IMP;FIN;ACT
חוזים	avtal	חוזה	avtal	N;MASC;PL	N;NOM;INDF;NEUT;SG
חוזים	kontrakt	חוזה	kontrakt	N;MASC;PL	N;NOM;INDF;NEUT;SG
ריהאנה	rihanna	ריהאנה	rihan	PROPN	N;NOM;INDF;MASC+FEM;SG
הכיוון	riktningen	הכיוון	riktning	PROPN	N;NOM;DEF;MASC+FEM;SG
הכיוון	riktning	הכיוון	riktning	PROPN	N;NOM;INDF;MASC+FEM;SG
משיח	messias	משיח	messias	PROPN	N;NOM;DEF;MASC+FEM;SG
ללבוש	slitage	לבש	slitage	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
רייגן	regan	רייגן	regan	PROPN	N;NOM;INDF;MASC+FEM;SG
רייגן	reagan	רייגן	reagan	PROPN	PROPN;NOM
סנטיאגו	santiago	סנטיאגו	santiag	PROPN	PROPN;NOM
אמיתיים	real	אמיתי	real	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;SG
אמיתיים	verklig	אמיתי	verklig	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
אמיתיים	riktigt	אמיתי	riktig	ADJ;MASC;PL	ADV
אמיתיים	verkligt	אמיתי	verklig	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
אמיתיים	riktig	אמיתי	riktig	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
נוב	nov	נוב	nov		N
נוב	nob	נוב	nob		N;NOM;INDF;NEUT;SG
דורה	dora	דורה	dora	PROPN	PROPN;NOM
דורה	dura	דורה	dura	PROPN	N;NOM;INDF;MASC+FEM;SG
ברן	bren	ברן	bren	PROPN	N;NOM;INDF;MASC+FEM;SG
ברן	bern	ברן	bern	PROPN	PROPN;NOM
שינויי	ändringar	שינוי	ändring	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;PL
שינויי	förändringar	שינוי	förändring	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;PL
מונעת	driven	מנע	driv	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מונעת	kört	מנע	köra	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מונעת	drivna	מנע	driva	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
מונעת	förebyggande	מנע	förebygga	V;FEM;SG;V.PTCP	ADJ;NOM;PRS;V.PTCP
אריות	lejon	אריה	lejon	N;FEM;PL	N;NOM;INDF;NEUT;SG
לאום	nationalitet	לאום	nationalitet		N;NOM;INDF;MASC+FEM;SG
לאום	medborgarskap	לאום	medborgarskap		N;NOM;INDF;NEUT;SG
ורוד	rosa	ורוד	rosa		N;NOM;INDF;MASC+FEM;SG
דריה	daria	דריה	dari	PROPN	PROPN;NOM
טנסי	tennessee	טנסי	tennesse	PROPN	PROPN;NOM
כפוף	underordnade	כפוף	underordnad	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
כפוף	böjde	כפוף	böja	ADJ;MASC;SG	V;IMP;PST;FIN;ACT
כפוף	bent	כפוף	ben	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
בעלים	ägaren	בעלים	ägare	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
קמפיין	kampanj	קמפיין	kampanj	PROPN	N;NOM;INDF;MASC+FEM;SG
קמפיין	kampanjen	קמפיין	kampanj	PROPN	N;NOM;DEF;MASC+FEM;SG
אלישע	elisha	אלישע	elisha	PROPN	PROPN;NOM
מחמד	pet	מחמד	pet		N;NOM;INDF;NEUT;SG
מחמד	husdjur	מחמד	husdjur		N;NOM;INDF;NEUT;PL
מחמד	sällskapsdjur	מחמד	sällskapsdjur		N;NOM;INDF;NEUT;SG
מחמד	husdjur	מחמד	husdjur		N;NOM;INDF;NEUT;PL
מחמד	sällskapsdjur	מחמד	sällskapsdjur		N;NOM;INDF;NEUT;SG
אטומים	atomer	אטום	atom	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;PL
מונטריאול	montreal	מונטריאול	montreal	PROPN	PROPN;NOM
סו	stäm	סו	stäm		V;IMP;FIN;ACT
סו	sue	סו	sue		PROPN;NOM
סו	stämma	סו	stämma		V;IMP;FIN;ACT
סו	soo	סו	soo		N;NOM;INDF;MASC+FEM;SG
נשיאה	president	נשיאה	president	PROPN	N;NOM;DEF;MASC+FEM;SG
נשיאה	ordförande	נשיאה	ordförande	PROPN	N;NOM;INDF;MASC+FEM;SG
נשיאה	ordföranden	נשיאה	ordförande	PROPN	N;NOM;DEF;MASC+FEM;SG
נשיאה	talmannen	נשיאה	talman	PROPN	N;NOM;DEF;MASC+FEM;SG
ערוצי	kanaler	ערוץ	kanal	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;PL
קלווין	kelvin	קלווין	kelvin	PROPN	PROPN;NOM
קלווין	calvin	קלווין	calvin	PROPN	N;NOM;INDF;MASC+FEM;SG
שובר	bryter	שובר	bryta	PROPN	V;IND;PRS;FIN;ACT
שובר	raster	שובר	rast	PROPN	N;NOM;INDF;MASC+FEM;PL
תחזוקה	bibehållande	תחזוקה	bibehålla	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
תחזוקה	underhålls	תחזוקה	underhålla	N;FEM;SG	V;IND;FIN;PASS
בורות	okunniga	בורה	okunnig	N;MASC;PL	ADJ;NOM;PL
בורות	ovetande	בורה	ovetande	N;MASC;PL	ADJ;NOM;PRS;V.PTCP
בורות	okunnig	בורה	okunnig	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
בורות	okunskap	בורה	okunskap	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
בורות	okunnighet	בורה	okunnighet	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
יורדת	fallande	ירד	fallande	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
הניח	förmodad	הניח	förmodad	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מיזוג	samgående	מיזוג	samgående		N;NOM;INDF;NEUT;SG
מיזוג	fusion	מיזוג	fusion		N;NOM;INDF;NEUT;SG
מיזוג	sammanslagning	מיזוג	sammanslagning		N;NOM;INDF;MASC+FEM;SG
מיזוג	sammanfoga	מיזוג	sammanfoga		V;IMP;FIN;ACT
מיזוג	sammanfogning	מיזוג	sammanfogning		N;NOM;INDF;MASC+FEM;SG
מיזוג	sammanfoga	מיזוג	sammanfoga		V;IMP;FIN;ACT
מיזוג	samgående	מיזוג	samgående		N;NOM;INDF;NEUT;SG
מיזוג	sammanfogning	מיזוג	sammanfogning		N;NOM;INDF;MASC+FEM;SG
מיזוג	sammanslagning	מיזוג	sammanslagning		N;NOM;INDF;MASC+FEM;SG
פארקר	parker	פארקר	park	PROPN	N;NOM;INDF;MASC+FEM;PL
הוחזר	återinsatt	הוחזר	återinsätta	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הוחזר	återvänt	הוחזר	återvänd	V;MASC;SG;3;PST;PASS	V;V.CVB;ACT
הוחזר	återvände	הוחזר	återvände	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN;ACT
הוחזר	återbetalas	הוחזר	återbetala	V;MASC;SG;3;PST;PASS	V;IND;PRS;FIN;PASS
שליליות	negativt	שלילי	negativ	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
שליליות	negativ	שלילי	negativ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
גרנדה	grenada	גרנדה	grenad	PROPN	ADJ;NOM;PL;PST;V.PTCP
גרנדה	grande	גרנדה	grand	PROPN	N;NOM;INDF;NEUT;SG
גרנדה	granada	גרנדה	granad	PROPN	N;NOM;INDF;MASC+FEM;SG
שפע	överflöd	שפע	överflöd		N;NOM;INDF;NEUT;SG
שפע	massor	שפע	massa		N;NOM;INDF;MASC+FEM;PL
שפע	riklig	שפע	riklig		ADJ;NOM;INDF;MASC+FEM;SG
שפע	rikliga	שפע	riklig		ADJ;NOM;PL
שפע	rikligt	שפע	riklig		ADV
מקדונלד	macdonald	מקדונלד	macdonald	PROPN	N;NOM;INDF;MASC+FEM;SG
מקדונלד	mcdonald	מקדונלד	mcdonald	PROPN	N;NOM;INDF;MASC+FEM;SG
מקדונלד	mcdonalds	מקדונלד	mcdonald	PROPN	N;NOM;INDF;MASC+FEM;SG
מיין	maine	מיין	maine	PROPN	N;NOM;INDF;MASC+FEM;SG
צינורות	rör	צינור	röra	N;MASC;PL	N;NOM;INDF;NEUT;SG
צינורות	rör	צינור	röra	N;MASC;PL	N;NOM;INDF;NEUT;SG
האף	näsan	האף	näsan		N;NOM;DEF;MASC+FEM;SG
האף	näsa	האף	näsa		N;NOM;INDF;MASC+FEM;SG
האף	nos	האף	nos		N;NOM;INDF;MASC+FEM;SG
ניה	nia	ניה	ni		N;NOM;INDF;MASC+FEM;SG
נוזלי	likvida	נוזלי	likvid	PROPN	N;NOM;INDF;MASC+FEM;PL
נוזלי	flytande	נוזלי	flyta	PROPN	ADJ;NOM;PRS;V.PTCP
נוזלי	vätska	נוזלי	vätsk	PROPN	N;NOM;INDF;MASC+FEM;SG
ניומן	newman	ניום	newman	PROPN	PROPN;NOM
פסיפס	mosaik	פסיפס	mosaik	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אכילה	äter	אכילה	äta	N;FEM;SG	V;IND;PRS;FIN;ACT
אכילה	äta	אכילה	äta	N;FEM;SG	V;IMP;FIN;ACT
אכילה	ätbara	אכילה	ätbara	N;FEM;SG	ADJ;NOM;PL
אכילה	ätliga	אכילה	ätlig	N;FEM;SG	ADJ;NOM;PL
סנטר	hakan	סנטר	haka	PROPN	N;NOM;DEF;MASC+FEM;SG
סנטר	haka	סנטר	haka	PROPN	V;IMP;FIN;ACT
סנטר	centrum	סנטר	centrum	PROPN	N;NOM;INDF;NEUT;SG
סנטר	center	סנטר	cent	PROPN	N;NOM;INDF;NEUT;SG
סנטר	mitten	סנטר	mitt	PROPN	N;NOM;DEF;MASC+FEM;SG
בון	bon	בון	bo	PROPN	N;NOM;INDF;NEUT;PL
בון	bonn	בון	bonna	PROPN	PROPN;NOM
בון	ben	בון	ben	PROPN	N;NOM;INDF;NEUT;PL
בון	bone	בון	bone	PROPN	N;NOM;INDF;MASC+FEM;SG
בון	benvävnad	בון	benvävnad	PROPN	N;NOM;INDF;MASC+FEM;SG
בון	boone	בון	boone	PROPN	PROPN;NOM
בון	boon	בון	boon	PROPN	N;NOM;INDF;NEUT;SG
לבוב	lviv	לבוב	lviv	PROPN	PROPN;NOM
סקוטי	scottie	סקוטי	scottie	PROPN	N;NOM;INDF;MASC+FEM;SG
סקוטי	scotty	סקוטי	scotty	PROPN	PROPN;NOM
סקוטי	skotte	סקוטי	skotte	PROPN	N;NOM;INDF;MASC+FEM;SG
סקוטי	skotska	סקוטי	skotsk	PROPN	N;NOM;INDF;MASC+FEM;SG
סקוטי	scottish	סקוטי	scottish	PROPN	N;NOM;INDF;MASC+FEM;SG
סקוטי	skotsk	סקוטי	skotsk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
יצרן	tillverkare	יצרן	tillverkare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
מאל	mal	מאל	mal		V;IMP;FIN;ACT
פייסבוק	facebook	פייסבוק	facebook	PROPN	N;NOM;INDF;NEUT;SG
קופה	copa	קופה	copa	N;FEM;SG	PROPN;NOM
מחזאי	dramatiker	מחזאי	dramatik	PROPN	N;NOM;INDF;MASC+FEM;PL
תחנה	parkera	תחנה	parkera	N;FEM;SG	V;IMP;FIN;ACT
אלמוני	anonym	אלמוני	anonym	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אלמוני	anonyma	אלמוני	anonym	PROPN	ADJ;NOM;PL
פצצת	bomba	פצצה	bomba	N;FEM;SG	V;IMP;FIN;ACT
בנין	benin	בניין	benin	PROPN	N;NOM;INDF;NEUT;SG
מקוריים	ursprungligt	מקורי	ursprunglig	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
מקוריים	originellt	מקורי	originell	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
מקוריים	original	מקורי	original	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מקוריים	ursprunglig	מקורי	ursprunglig	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
מקוריים	original	מקורי	original	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;SG
גאורגי	georgi	גאורגי	georgi	PROPN	PROPN;NOM
חטא	syndiga	חטא	syndig	PROPN	ADJ;NOM;PL
חטא	synd	חטא	synd	PROPN	N;NOM;INDF;MASC+FEM;SG
חטא	synden	חטא	synd	PROPN	N;NOM;DEF;MASC+FEM;SG
חטא	synda	חטא	synda	PROPN	V;IMP;FIN;ACT
סולטאן	sultan	סולטאן	sultan	PROPN	PROPN;NOM
המעי	tarmarna	המעי	tarmare	PROPN	N;NOM;DEF;MASC+FEM;PL
המעי	tarmar	המעי	tarm	PROPN	N;NOM;INDF;MASC+FEM;PL
המעי	tarmen	המעי	tarm	PROPN	N;NOM;DEF;MASC+FEM;SG
המעי	tarm	המעי	tarm	PROPN	N;NOM;INDF;MASC+FEM;SG
המעי	inälvor	המעי	inälvor	PROPN	N;NOM;INDF;MASC+FEM;PL
רצינית	seriös	רציני	seriös	ADV	ADJ;NOM;INDF;MASC+FEM;SG
רצינית	seriöst	רציני	seriös	ADV	ADJ;NOM;INDF;NEUT;SG
רצינית	allvarliga	רציני	allvarlig	ADV	ADJ;NOM;PL
רצינית	allvarlig	רציני	allvarlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
רצינית	allvarligt	רציני	allvarlig	ADV	ADJ;NOM;INDF;NEUT;SG
דקר	decker	דקר	decka		N;NOM;INDF;MASC+FEM;SG
דקר	dekker	דקר	dekk		PROPN;NOM
דורו	duro	דור	duro	PROPN	N;NOM;INDF;MASC+FEM;SG
הורדת	hämtas	הורדה	hämta	N;FEM;SG	V;NFIN;PASS
סתיו	hösten	סתיו	höst		N;NOM;DEF;MASC+FEM;SG
סתיו	höst	סתיו	höst		N;NOM;INDF;MASC+FEM;SG
סתיו	hösten	סתיו	höst		N;NOM;DEF;MASC+FEM;SG
סתיו	faller	סתיו	falla		V;IND;PRS;FIN;ACT
סתיו	fall	סתיו	fall		N;NOM;INDF;NEUT;SG
סתיו	ramla	סתיו	ramla		V;IMP;FIN;ACT
סתיו	höst	סתיו	höst		N;NOM;INDF;MASC+FEM;SG
סתיו	falla	סתיו	falla		V;IMP;FIN;ACT
צלילה	dykt	צלילה	dyk	N;FEM;SG	V;V.CVB;ACT
צלילה	dyker	צלילה	dyka	N;FEM;SG	V;IND;PRS;FIN;ACT
צלילה	dyka	צלילה	dyk	N;FEM;SG	V;IMP;FIN;ACT
צלילה	dyka	צלילה	dyk	N;FEM;SG	V;IMP;FIN;ACT
מקורית	ursprungliga	מקורי	ursprunglig	ADV	ADJ;NOM;PL
מקורית	ursprungligt	מקורי	ursprunglig	ADV	ADJ;NOM;INDF;NEUT;SG
מקורית	originellt	מקורי	originell	ADV	ADJ;NOM;INDF;NEUT;SG
מקורית	original	מקורי	original	ADV	N;NOM;INDF;MASC+FEM;SG
מקורית	ursprunglig	מקורי	ursprunglig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
באחריות	garanteras	באחריות	garantera	PROPN	V;IND;PRS;FIN;PASS
באחריות	garanterade	באחריות	garantera	PROPN	ADJ;NOM;PL;PST;V.PTCP
באחריות	garanterat	באחריות	garantera	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
באחריות	garanterad	באחריות	garantera	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
באחריות	ansvarsfullt	באחריות	ansvarsfull	PROPN	ADJ;NOM;INDF;NEUT;SG
צוותי	arbetslag	צוות	arbetslag	N;FEM;PL	N;NOM;INDF;NEUT;SG
צוותי	lag	צוות	lag	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
צוותי	team	צוות	team	N;FEM;PL	N;NOM;INDF;NEUT;SG
חמורים	åsnor	חמור	åsna	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;PL
בואי	come	בא	come		N;NOM;INDF;MASC+FEM;SG
בואי	kommer	בא	komma		V;IND;PRS;FIN;ACT
בואי	kom	בא	komma		V;IMP;FIN;ACT
מגנוס	magnus	מגנוס	magnus	PROPN	PROPN;NOM
אינדיאנים	indier	אינדיאני	indi	N;MASC;PL	N;NOM;INDF;NEUT;SG
מחוברים	anslutet	מחובר	ansluta	V;MASC;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מחוברים	ansluten	מחובר	ansluta	V;MASC;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מחוברים	anslutna	מחובר	ansluta	V;MASC;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
פופולריים	populärt	פופולרי	populär	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
פופולריים	popular	פופולרי	popul	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;SG
פופולריים	populär	פופולרי	populär	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
פופולריים	populärt	פופולרי	populär	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
מתוקים	söt	מתוק	söta	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
מתוקים	sött	מתוק	söt	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
מתוקים	godis	מתוק	godis	ADJ;MASC;PL	N;NOM;INDF;NEUT;SG
מתוקים	sötsaker	מתוק	sötsak	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;PL
מתוקים	karameller	מתוק	karamell	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;PL
איזון	balansera	איזון	balansera	N;MASC;SG	V;IMP;FIN;ACT
איזון	balansera	איזון	balansera	N;MASC;SG	V;IMP;FIN;ACT
מכני	mekaniskt	מכאני	mekanisk	PROPN	ADJ;NOM;INDF;NEUT;SG
מכני	mekaniska	מכאני	mekanisk	PROPN	ADJ;NOM;PL
מכני	mekanisk	מכאני	mekanisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
ייחודיות	unik	ייחודי	unik	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
ייחודיות	unikt	ייחודי	unik	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
דוגמא	exempel	דוגמה	exempel		N;NOM;INDF;NEUT;SG
המאפיין	karakteristiska	המאפיין	karakteristisk	N;MASC;SG	ADJ;NOM;PL
המאפיין	karakteristisk	המאפיין	karakteristisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
מתמשך	kontinuerlig	התמשך	kontinuerlig	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
מתמשך	kontinuerliga	התמשך	kontinuerlig	V;MASC;SG;V.PTCP	ADJ;NOM;PL
מתמשך	fortlöpande	התמשך	fortlöpande	V;MASC;SG;V.PTCP	ADJ;NOM;PRS;V.PTCP
מתמשך	kontinuerligt	התמשך	kontinuerlig	V;MASC;SG;V.PTCP	ADV
מתמשך	pågående	התמשך	pågående	V;MASC;SG;V.PTCP	ADJ;NOM;PRS;V.PTCP
מתמשך	bestående	התמשך	bestående	V;MASC;SG;V.PTCP	ADJ;NOM;PRS;V.PTCP
מתמשך	varaktigt	התמשך	varaktig	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG
מתמשך	varaktig	התמשך	varaktig	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
משערים	spekulerar	משער	spekulera	N;MASC;PL	V;IND;PRS;FIN;ACT
משערים	spekulera	משער	spekulera	N;MASC;PL	V;IMP;FIN;ACT
ממציא	uppfinnare	ממציא	uppfinnare	PROPN	N;NOM;INDF;MASC+FEM;SG
שוות	lika	שווה	lika	ADJ	ADV
שוות	equal	שווה	equal	ADJ	N;NOM;INDF;MASC+FEM;SG
שמיני	åttonde	שמיני	åtta	PROPN	ADJ;NOM
שמיני	eighth	שמיני	eighth	PROPN	PROPN;NOM
נקי	rensa	נקי	rensa	ADJ;MASC;SG	V;IMP;FIN;ACT
נקי	rena	נקי	rena	ADJ;MASC;SG	ADJ;NOM;PL
נקי	städa	נקי	städ	ADJ;MASC;SG	V;IMP;FIN;ACT
נקי	rent	נקי	ren	ADJ;MASC;SG	ADV
נקי	clean	נקי	clea	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מקנה	mckenna	הקנה	mcken	V;FEM;SG;V.PTCP;ACT	PROPN;NOM
מיקרו	micro	היקר	micro	PROPN	N;NOM;INDF;NEUT;SG
מיקרו	mikro	היקר	mikro	PROPN	N;NOM;INDF;MASC+FEM;SG
גורדי	gordie	גורדי	gordie	PROPN	PROPN;NOM
גורדי	gordy	גורדי	gordy	PROPN	PROPN;NOM
שפל	låga	שפל	låg	N;MASC;SG	ADJ;NOM;PL
שפל	lågt	שפל	låg	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
שפל	låg	שפל	låg	N;MASC;SG	INTJ
ורה	vera	ורה	vera	PROPN	N;NOM;INDF;MASC+FEM;SG
פריץ	fritz	פריץ	fritz	PROPN	PROPN;NOM
העתקה	kopiera	העתקה	kopiera	N;FEM;SG	V;IMP;FIN;ACT
העתקה	kopiera	העתקה	kopiera	N;FEM;SG	V;IMP;FIN;ACT
העתקה	kopierar	העתקה	kopiera	N;FEM;SG	V;IND;PRS;FIN;ACT
בניתוח	kirurgiskt	בניתוח	kirurgisk		ADJ;NOM;INDF;NEUT;SG
פלין	flynn	פלין	flynn	PROPN	PROPN;NOM
ספירס	spjut	ספירס	spjut	PROPN	N;NOM;INDF;NEUT;SG
ספירס	spears	ספירס	speara	PROPN	PROPN;NOM
סטנפורד	stanford	סטנפורד	stanford	PROPN	PROPN;NOM
הכספי	kaspiska	הכסף	kaspisk	PROPN	ADJ;NOM;SG
ברצינות	seriöst	ברצינות	seriös	ADV	ADJ;NOM;INDF;NEUT;SG
