κβαντική	quantum	κβαντικός	quantum	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
χαμ	hamm	χαμ	hamm		PROPN;NOM
χαμ	skinka	χαμ	skinka		N;NOM;INDF;MASC+FEM;SG
χαμ	ham	χαμ	ham		PROPN;NOM
εκκεντρότητα	excentricitet	εκκεντρότητα	excentricitet	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
διάσωσης	räddning	διάσωση	räddning	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
διάσωσης	rädda	διάσωση	rädda	N;GEN;FEM;SG	V;IMP;NFIN;ACT
διάσωσης	undsättning	διάσωση	undsättning	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σιγκαπούρη	sundbyberg	σιγκαπούρης	sundbyberg	PROPN;NOM;FEM;SG	PROPN;NOM
σιγκαπούρη	singapore	σιγκαπούρης	singapore	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
δασκάλους	lärare	δάσκαλος	lärare	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
δασκάλους	lärarna	δάσκαλος	lärare	N;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
λάρνακα	larnaca	λάρνακα	lareac	PROPN;NOM;FEM;SG	PROPN;NOM
κολοράντο	colorado	κολοράντος	colorado	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
λαχανικά	grönsaker	λαχανικά	grönsak	ADV	N;NOM;INDF;MASC+FEM;PL
αντιμετώπισης	orka	αντιμετώπιση	orka	N;GEN;FEM;SG	V;IMP;FIN;ACT
αντιμετώπισης	klarar	αντιμετώπιση	klara	N;GEN;FEM;SG	V;IND;PRS;FIN;ACT
συνδεδεμένο	anslutna	συνδεδεμένος	ansluta	ADJ;NOM;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
συνδεδεμένο	länkade	συνδεδεμένος	länka	ADJ;NOM;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
συνδεδεμένο	kopplade	συνδεδεμένος	koppla	ADJ;NOM;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
τομπάγκο	tobago	τομπάγκο	tobago		PROPN;NOM
ξύλινα	trä	ξυλένα	trä	ADJ;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
βικτόρια	victoria	βικτόριο	victoria	ADJ;NOM;FEM;SG	PROPN;NOM
μειονέκτημα	nackdelar	μειονέκτημα	nackdel	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
υποβιβαστεί	degraderad	υποβιβάζω	degraderad	V;PFV;NFIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
υεμένης	jemen	Υεμένη	jem	PROPN;GEN;FEM;SG	PROPN;NOM
υεμένης	yemen	Υεμένη	yemen	PROPN;GEN;FEM;SG	N;NOM;INDF;NEUT;SG
υεμένης	jemen	Υεμένη	jem	PROPN;GEN;FEM;SG	PROPN;NOM
μαγεία	magi	μαγείο	magi	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μαγεία	magiskt	μαγείο	magisk	N;ACC;FEM;SG	ADJ;NOM;INDF;NEUT;SG
μαγεία	magic	μαγείο	magic	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μαγεία	magisk	μαγείο	magisk	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
μαγεία	magiska	μαγείο	magisk	N;ACC;FEM;SG	ADJ;NOM;PL
μαγεία	häxeri	μαγείο	häxeri	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αστυνομικός	polis	αστυνομικός	polis	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
αστυνομικός	cop	αστυνομικός	cop	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
αστυνομικός	polisman	αστυνομικός	polisman	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
σίδνεϊ	sydney	σίδνεϊ	sydney	PROPN;NOM;FEM;SG	PROPN;NOM
θερμά	hjärtligt	θερμά	hjärtlig	ADV	ADJ;NOM;INDF;NEUT;SG
επιχειρησιακή	operationella	επιχειρησιακός	operationell	ADJ;NOM;FEM;SG	ADJ;NOM;PL
επιχειρησιακή	operativa	επιχειρησιακός	operativ	ADJ;NOM;FEM;SG	ADJ;NOM;PL
επιχειρησιακή	operativ	επιχειρησιακός	operativ	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ικανή	kapabla	ικανός	kapabel	ADJ;NOM;FEM;SG	ADJ;NOM;PL
έβανς	evans	έβανς	evans		PROPN;NOM
βίκι	vicky	βίκι	vicky	N;NOM;FEM;SG	PROPN;NOM
βίκι	vicki	βίκι	vicki	N;NOM;FEM;SG	PROPN;NOM
ανεπίσημα	inofficiell	ανεπίσημα	inofficiell	ADV	ADJ;NOM;INDF;MASC+FEM;SG
ανεπίσημα	inofficiella	ανεπίσημα	inofficiell	ADV	ADJ;NOM;PL
ανεπίσημα	inofficiellt	ανεπίσημα	inofficiell	ADV	ADJ;NOM;INDF;NEUT;SG
ανεπίσημα	inofficiellt	ανεπίσημα	inofficiell	ADV	ADJ;NOM;INDF;NEUT;SG
στάθμη	nivå	στάθμη	nivå	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
στάθμη	level	στάθμη	level	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
απότομα	branta	απότομα	branta	ADV	ADJ;NOM;PL
απότομα	brant	απότομα	brant	ADV	ADJ;NOM;INDF;NEUT;SG
ρουμανική	rumäner	ρουμανικός	rumän	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
ρουμανική	rumänska	ρουμανικός	rumänsk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
στέλλα	stella	στέλλα	stella	PROPN;NOM;FEM;SG	PROPN;NOM
κατάλοιπα	återstod	κατάλοιπος	återstod	N;NOM;NEUT;PL	V;IND;PST;FIN;ACT
κατάλοιπα	kvarvarande	κατάλοιπος	kvarvarande	N;NOM;NEUT;PL	ADJ;NOM
κατάλοιπα	resterande	κατάλοιπος	resterande	N;NOM;NEUT;PL	ADJ;NOM;PRS;V.PTCP
σπουδαστές	studerande	σπουδαστής	studerande	N;NOM;MASC;PL	ADJ;NOM;PRS;V.PTCP
παύση	paus	παύση	paus	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
παύση	pausa	παύση	pausa	N;ACC;FEM;SG	V;IMP;FIN;ACT
λετονία	lettland	λετονία	lettland	PROPN;ACC;FEM;SG	PROPN;NOM
αργίες	semester	αργία	semest	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
εισαγγελέας	åklagare	εισαγγελέας	åklagare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
νταβίντ	david	νταβίντ	david		PROPN;NOM
γραφική	diagram	γραφικός	diagram	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
γραφική	graf	γραφικός	graf	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κάρολ	carol	κάρολ	carol		PROPN;NOM
κάρολ	carroll	κάρολ	carroll		PROPN;NOM
χωρισμένη	frånskild	χωρίζω	frånskild	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
χωρισμένη	skild	χωρίζω	skild	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
χωρισμένη	skilt	χωρίζω	skild	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
μπαρμπούντα	barbuda	μπαρμπούμτα	barbuda	PROPN;NOM;MASC;PL	PROPN;NOM
διαφορετικοί	annorlunda	διαφορετικός	annorlunda	ADJ;NOM;MASC;PL	ADV
χένρυ	henrik	χένρυ	henrik	PROPN;NOM;MASC;SG	PROPN;NOM
χένρυ	henry	χένρυ	henry	PROPN;NOM;MASC;SG	PROPN;NOM
συμβολική	symboliska	συμβολικός	symbolisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
κλειστά	stängda	κλειστώ	stänga	ADV	ADJ;NOM;PL;PST;V.PTCP
κλειστά	stängd	κλειστώ	stänga	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
κλειστά	sluten	κλειστώ	slut	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
κλειστά	stängt	κλειστώ	stänga	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
σελίμ	selim	σελίμ	selim		PROPN;NOM
χαβάη	hawaii	χαβά	hawaii	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αποζημίωση	ersättning	αποζημίωση	ersättning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αποζημίωση	kompensation	αποζημίωση	kompensation	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αποζημίωση	ersättningar	αποζημίωση	ersättning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;PL
πρόσφατο	senaste	πρόσφατος	sen	N;NOM;NEUT;SG	ADJ;NOM;DEF;RL
πρόσφατο	nyligen	πρόσφατος	nyligen	N;NOM;NEUT;SG	ADV
επιθυμητό	önskas	επιθυμητός	önska	ADJ;NOM;NEUT;SG	V;NFIN;PASS
επιθυμητό	önskvärda	επιθυμητός	önskvärd	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
κωμικός	comic	κωμικός	comic	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
κωμικός	komiker	κωμικός	komik	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
τομέ	tomé	τομέ	tomé	N	PROPN;NOM
κρατήρα	månkrater	κρατήρα	månkrat	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
κρατήρα	krater	κρατήρα	krata	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
καλησπέρα	afton	καλησπέρα	afton	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
καλησπέρα	kvällen	καλησπέρα	kväll	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;DEF;MASC+FEM;SG
καλησπέρα	kväll	καλησπέρα	kväll	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
καλησπέρα	kvälls	καλησπέρα	kvälla	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
μάη	may	μάη	may	ADP	N;NOM;INDF;NEUT;SG
μάη	maj	μάη	maj	ADP	N;NOM;INDF;MASC+FEM;SG
χάγη	haag	χάγη	haag	PROPN;ACC;FEM;SG	PROPN;NOM
υποδομές	infrastruktur	υποδομή	infrastruktur	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
υποδομές	infrastrukturen	υποδομή	infrastruktur	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
υποδομές	infrastruktur	υποδομή	infrastruktur	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ρέιντζερς	rangers	ρέιντζερς	rang		N;GEN;INDF;MASC+FEM;SG
σκι	skidor	σκι	skida		N;NOM;INDF;MASC+FEM;PL
σκι	skidor	σκι	skida		N;NOM;INDF;MASC+FEM;PL
σκι	ski	σκι	ski		N;NOM;INDF;NEUT;SG
σκι	skidor	σκι	skida		N;NOM;INDF;MASC+FEM;PL
σκι	skidåkning	σκι	skidåkning		N;NOM;INDF;MASC+FEM;SG
εβδομαδιαία	veckans	εβδομαδιαίος	vecka	ADJ;NOM;FEM;SG	N;GEN;DEF;MASC+FEM;SG
εβδομαδιαία	veckan	εβδομαδιαίος	vecka	ADJ;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
εβδομαδιαία	veckovis	εβδομαδιαίος	veckovis	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εβδομαδιαία	vecka	εβδομαδιαίος	vecka	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ρόμα	romer	ρόμα	rom		N;NOM;INDF;MASC+FEM;PL
ρόμα	roma	ρόμα	roma		PROPN;NOM
μίτσελ	mitchell	μίτσελ	mitchell		PROPN;NOM
βανουάτου	vanuatu	βανούατος	vanuatu		N;NOM;INDF;MASC+FEM;SG
πλούσιος	rich	πλούσιος	rich	ADJ;NOM;MASC;SG	PROPN;NOM
πλούσιος	rika	πλούσιος	rik	ADJ;NOM;MASC;SG	ADJ;NOM;PL
πλούσιος	förmögna	πλούσιος	förmögen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
πλούσιος	rika	πλούσιος	rik	ADJ;NOM;MASC;SG	ADJ;NOM;PL
αναχώρησε	bortgångna	αναχωρώ	bortgången	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
παρακολούθησης	övervakning	παρακολούθηση	övervakning	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
παρακολούθησης	uppföljning	παρακολούθηση	uppföljning	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αυστραλός	australiska	αυστραλός	australisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
βρυξελλών	bryssel	βρύξελλος	bryssel	N;GEN;MASC;PL	PROPN;NOM
προηγήθηκε	föregick	προηγούμαι	föregå	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PST;FIN;ACT
ανάσταση	återuppståndelse	ανάσταση	återuppståndelse	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ανάσταση	uppståndelse	ανάσταση	uppståndelse	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μπαρμπάντος	barbados	μπαρμπάντος	barbados		PROPN;NOM
τρινιντάντ	trinidad	τρινιντάντ	trinidad		N;NOM;INDF;MASC+FEM;SG
απασχόληση	sysselsättning	απασχόληση	sysselsättning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
απασχόληση	anställning	απασχόληση	anställning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
απασχόληση	sysselsättningen	απασχόληση	sysselsättning	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
τζόναθαν	jonatan	τζονείω	jonata	V;PFV;IND;SG;3;PST;FIN;PASS	N;NOM;DEF;MASC+FEM;SG
τζόναθαν	jonathan	τζονείω	jonathan	V;PFV;IND;SG;3;PST;FIN;PASS	N;NOM;INDF;MASC+FEM;SG
αδελφότητα	broderskap	αδελφότητα	broderskap	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
αδελφότητα	broderskap	αδελφότητα	broderskap	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
αδελφότητα	brödraskap	αδελφότητα	brödraskap	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
αδελφότητα	brödraskapet	αδελφότητα	brödraskap	N;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
συντηρητικό	konserveringsmedel	συντηρητικός	konserveringsmedel	ADJ;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
συντηρητικό	konservativa	συντηρητικός	konservativ	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
βορειοδυτικό	nordväst	βορειοδυτικό	nordväst	ADJ;NOM;NEUT;SG	ADV
διαχειρίζεται	förvaltar	διαχειρίζω	förvalta	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
διαχειρίζεται	hanterar	διαχειρίζω	hantera	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
περιορισμός	begränsningar	περιορισμός	begränsning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
αψίδα	arch	αψίδα	arch	N;NOM;FEM;SG	PROPN;NOM
ψήφισε	röstades	ψηφίζω	rösta	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;PASS
κράμα	legeringar	κράμα	legering	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
πανεπιστημίων	universitet	πανεπιστήμιο	universitet	N;GEN;NEUT;PL	N;NOM;INDF;NEUT;SG
πανεπιστημίων	universiteten	πανεπιστήμιο	universitet	N;GEN;NEUT;PL	N;NOM;DEF;NEUT;PL
φιλίπ	philippe	φιλίπ	philippe	PROPN;NOM;MASC;SG	PROPN;NOM
φιλίπ	filip	φιλίπ	filip	PROPN;NOM;MASC;SG	PROPN;NOM
κάμπος	campos	κάμπος	campos	PROPN;NOM;MASC;SG	PROPN;NOM
τόγκο	togo	τόγκος	togo		V;IMP;FIN;ACT
κατώτερο	underlägsna	κάτω	underlägsen	N;NOM;NEUT;SG	ADJ;NOM;PL
γάτες	cats	γάτη	cats	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
γάτες	katt	γάτη	katt	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ριντ	reid	ριντ	reid		PROPN;NOM
ριντ	reed	ριντ	reed		PROPN;NOM
νόμιμη	berättigade	νόμιμος	berättigad	ADJ;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
νόμιμη	legitima	νόμιμος	legitim	ADJ;NOM;FEM;SG	ADJ;NOM;PL
νόμιμη	juridiska	νόμιμος	juridisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
νόμιμη	rättsliga	νόμιμος	rättslig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
χρήσιμα	användbar	χρήσιμα	användbar	ADJ;NOM;NEUT;PL	ADJ;NOM;INDF;MASC+FEM;SG
χρήσιμα	användbart	χρήσιμα	användbar	ADJ;NOM;NEUT;PL	ADJ;NOM;INDF;NEUT;SG
χρήσιμα	nyttig	χρήσιμα	nyttig	ADJ;NOM;NEUT;PL	ADJ;NOM;INDF;MASC+FEM;SG
γυμναστική	träning	γυμναστικός	träning	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
γυμναστική	träningspass	γυμναστικός	träningspass	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
γυμναστική	gymnastik	γυμναστικός	gymnastik	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ανάβαση	uppstigning	ανάβαση	uppstigning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ανάβαση	klättrar	ανάβαση	klättra	N;ACC;FEM;SG	V;IND;PRS;FIN;ACT
ανάβαση	klättring	ανάβαση	klättring	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ανάβαση	klättra	ανάβαση	klättra	N;ACC;FEM;SG	V;IMP;FIN;ACT
ανάβαση	klättrar	ανάβαση	klättra	N;ACC;FEM;SG	V;IND;PRS;FIN;ACT
ανάβαση	klättra	ανάβαση	klättra	N;ACC;FEM;SG	V;IMP;FIN;ACT
ανάβαση	bestigning	ανάβαση	bestigning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ανάβαση	uppstigning	ανάβαση	uppstigning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
λιμένες	hamnar	λιμένος	hamna	N;NOM;MASC;PL	V;IND;PRS;FIN;ACT
κόμβους	nav	κόμβος	nav	N;ACC;MASC;PL	N;NOM;INDF;NEUT;SG
κόμβους	knop	κόμβος	knop	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
κόμβους	knutar	κόμβος	knuta	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
κόμβους	noder	κόμβος	noder	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
κόμβους	knutpunkter	κόμβος	knutpunkt	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
παρθένος	jungfru	παρθένος	jungfru	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
παρθένος	jungfrun	παρθένος	jungfru	ADJ;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
παρθένος	oskuld	παρθένος	oskuld	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
παρθένος	virgin	παρθένος	virgi	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
παρθένος	jungfru	παρθένος	jungfru	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
λίβανο	libanon	λίβανο	libanon	PROPN;NOM;MASC;SG	PROPN;NOM
πύλου	pylos	πύλος	pylos	PROPN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
δεξαμενές	tanks	δεξαμενή	tank	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
εγκρίνει	godkänna	εγκρίνω	godkänna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
οσμή	lukta	οσμή	lukta	N;NOM;FEM;SG	V;IMP;FIN;ACT
οσμή	luktar	οσμή	lukta	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
τήρηση	iakttagande	τήρηση	iaktta	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
καίσαρ	caesar	καίσαρ	caes	PROPN;NOM;MASC;SG	PROPN;NOM
εμποδίζει	förhindras	εμποδίζω	förhindra	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
συμπλήρωση	färdigställande	συμπλήρωση	färdigställande	N;ACC;FEM;SG	ADJ;NOM;PRS;V.PTCP
συμπλήρωση	komplettering	συμπλήρωση	komplettering	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
συμπλήρωση	komplettering	συμπλήρωση	komplettering	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
συμπλήρωση	slutför	συμπλήρωση	slutför	N;ACC;FEM;SG	V;IMP;FIN;ACT
συμπλήρωση	kompletterar	συμπλήρωση	komplettera	N;ACC;FEM;SG	V;IND;PRS;FIN;ACT
συμπλήρωση	komplettera	συμπλήρωση	komplettera	N;ACC;FEM;SG	V;IMP;NFIN;ACT
συμπλήρωση	komplement	συμπλήρωση	komplement	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
συμπλήρωση	komplettera	συμπλήρωση	komplettera	N;ACC;FEM;SG	V;IMP;NFIN;ACT
συμπλήρωση	tillägg	συμπλήρωση	tillägg	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
συμπλήρωση	supplement	συμπλήρωση	supplement	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
κλαύδιος	claudius	κλαύδιος	claudius	PROPN;NOM;MASC;SG	PROPN;NOM
πρόσληψη	rekrytering	πρόσληψη	rekrytering	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πρόσληψη	anställa	πρόσληψη	anställa	N;ACC;FEM;SG	V;IMP;FIN;ACT
πρόσληψη	hyra	πρόσληψη	hyra	N;ACC;FEM;SG	V;IMP;FIN;ACT
πρόσληψη	uthyrning	πρόσληψη	uthyrning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μπιπ	ljudsignal	μπιπ	ljudsignal		N;NOM;INDF;MASC+FEM;SG
μπιπ	tonen	μπιπ	ton		N;NOM;DEF;MASC+FEM;SG
μπιπ	piper	μπιπ	piper		N;NOM;INDF;MASC+FEM;SG
επισκέψεις	studiebesök	επίσκεψη	studiebesök	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
επισκέψεις	besök	επίσκεψη	besök	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
γενέτειρα	födelseplats	γενέτειρα	födelsepla	N;NOM;FEM;SG	V;V.CVB;PASS
επέζησε	överleva	επιζώ	överleva	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
επέζησε	överlever	επιζώ	överleva	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PRS;FIN;ACT
σοσιαλιστικής	socialistisk	σοσιαλιστικός	socialistisk	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
σοσιαλιστικής	socialistiska	σοσιαλιστικός	socialistisk	ADJ;GEN;FEM;SG	ADJ;NOM;PL
σοσιαλιστικής	socialist	σοσιαλιστικός	socialist	ADJ;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σοσιαλιστικής	socialdemokratiska	σοσιαλιστικός	socialdemokratisk	ADJ;GEN;FEM;SG	ADJ;NOM;PL
σοσιαλιστικής	socialdemokrat	σοσιαλιστικός	socialdemokrad	ADJ;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ζημιά	skadade	ζημιά	skada	N;ACC;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
ζημιά	skadat	ζημιά	skada	N;ACC;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ζημιά	skadad	ζημιά	skada	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ζημιά	skador	ζημιά	skada	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;PL
ζημιά	skada	ζημιά	skada	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
γιούρι	yuri	γιούρι	yuri		PROPN;NOM
γιούρι	jurij	γιούρι	jurij		PROPN;NOM
γιούρι	uri	γιούρι	uri		N;NOM;INDF;MASC+FEM;SG
λίρα	lira	λίρο	lira	N;NOM;FEM;SG	V;IMP;FIN;ACT
σκοτεινό	mörkt	σκοτεινός	mörk	N;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
σκοτεινό	mörk	σκοτεινός	mörk	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
σκοτεινό	mörka	σκοτεινός	mörka	N;NOM;NEUT;SG	ADJ;NOM;PL
ζερμέν	germaine	ζερμέν	germaine		N;NOM;INDF;MASC+FEM;SG
πρόσθετα	tillsatser	πρόσθετος	tillsats	ADV	N;NOM;INDF;MASC+FEM;PL
πρόσθετα	insticksprogram	πρόσθετος	insticksprogram	ADV	N;NOM;INDF;NEUT;SG
πλούτωνα	pluto	πλούτωνα	pluto	N;NOM;NEUT;SG	PROPN;NOM
τζέι	jay	τζέι	jay		PROPN;NOM
αμοιβαία	ömsesidiga	αμοιβαίος	ömsesidig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
αμοιβαία	ömsesidig	αμοιβαίος	ömsesidig	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αμοιβαία	inbördes	αμοιβαίος	inbördes	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
μπλάκμορ	blackmore	μπλάκμορ	blackmore		PROPN;NOM
λιβάδια	gräsmarker	λιβάδιο	gräsmark	N;NOM;NEUT;PL	V;IND;PRS;FIN;ACT
λιβάδια	meadows	λιβάδιο	meadoj	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
αλγεβρική	algebraisk	αλγεβρικός	algebraisk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
τρίτες	tisdagar	τρίτος	tisdag	NUM;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
τόξου	båge	τόξος	båge	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
τόξου	arc	τόξος	arc	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
βυθίστηκε	sänkt	βυθίζω	sänka	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
βυθίστηκε	sänkte	βυθίζω	sänka	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PST;FIN;ACT
βυθίστηκε	sjunkit	βυθίζω	sjunka	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.CVB;ACT
