yang	yang	yang	yang	PRO	
pacific	pacific	pacific	pacific	PROPN	
fire	fyr	fire	fyr	PROPN	N;INDF;MASC+FEM;SG
fire	brand	fire	brand	PROPN	N;INDF;MASC+FEM;SG
fire	ild	fire	ild	PROPN	N;INDF;MASC+FEM;SG
fire	brande	fire	brand	PROPN	N;INDF;MASC+FEM;PL
beras	rice	beras	rice	N;SG	
commander	kommandør	commander	kommandør	PROPN	N;INDF;MASC+FEM;SG
commander	øverstbefalende	commander	øverstbefalende	PROPN	ADJ
commander	kommandant	commander	kommandant	PROPN	N;INDF;MASC+FEM;SG
commander	commander	commander	commande	PROPN	N;INDF;MASC+FEM;SG
bumbu	krydderier	bumbu	krydderi	N;SG	N;INDF;NEUT;PL
bumbu	krydderier	bumbu	krydderi	N;SG	N;INDF;NEUT;PL
bumbu	spice	bumbu	spice	N;SG	
konsumen	forbrugerne	konsumen	forbruger	N;SG	N;DEF;MASC+FEM;PL
konsumen	forbrugere	konsumen	forbruger	N;SG	N;INDF;MASC+FEM;PL
konsumen	forbrugerne	konsumen	forbruger	N;SG	N;DEF;MASC+FEM;PL
konsumen	forbrugere	konsumen	forbruger	N;SG	N;INDF;MASC+FEM;PL
disini	her	disini	her	PROPN;SG;PASS	ADV
hancur	knust	hancur	knust	ADJ;SG	V;INDF;SG;PST;V.PTCP
hancur	knuste	hancur	knuse	ADJ;SG	V;PST;V.PTCP
hancur	smadret	hancur	smadret	ADJ;SG	V;INDF;SG;PST;V.PTCP
hancur	knust	hancur	knust	ADJ;SG	V;INDF;SG;PST;V.PTCP
hancur	knuste	hancur	knuse	ADJ;SG	V;PST;V.PTCP
hancur	ødelagt	hancur	ødelægge	ADJ;SG	V;INDF;SG;PST;V.PTCP
hancur	ruineret	hancur	ruinere	ADJ;SG	V;INDF;SG;PST;V.PTCP
hancur	ødelagde	hancur	ødelægge	ADJ;SG	V;IND;PST;FIN;ACT
hancur	udslettet	hancur	udslette	ADJ;SG	V;INDF;SG;PST;V.PTCP
hancur	ødelagt	hancur	ødelægge	ADJ;SG	V;INDF;SG;PST;V.PTCP
hancur	tilintetgjort	hancur	tilintetgjort	ADJ;SG	V;INDF;SG;PST;V.PTCP
hancur	destrueret	hancur	destruere	ADJ;SG	V;INDF;SG;PST;V.PTCP
stand	stå	stand	stå	PROPN	V;NFIN;ACT
stand	stand	stand	stand	PROPN	N;INDF;MASC+FEM;SG
stand	står	stand	stå	PROPN	V;IND;PRS;FIN;ACT
stand	stande	stand	stand	PROPN	N;INDF;MASC+FEM;PL
stand	støtteben	stand	støtteb	PROPN	N;INDF;MASC+FEM;SG
datar	flad	datar	flad	N;SG	ADJ;INDF;MASC+FEM;SG
datar	fladt	datar	fladt	N;SG	ADV
datar	flade	datar	flad	N;SG	ADJ;PL
meja	tabellerne	meja	tabel	N;SG	N;DEF;MASC+FEM;PL
meja	tabeller	meja	tabel	N;SG	N;INDF;NEUT;PL
meja	borde	meja	bord	N;SG	N;INDF;NEUT;PL
liberal	liberale	liberal	liberal	N;SG	ADJ;PL
liberal	liberale	liberal	liberal	N;SG	ADJ;PL
liberal	liberalt	liberal	liberal	N;SG	ADJ;INDF;NEUT;SG
disajikan	præsenterede	disajikan	præsentere	V;SG;PASS	V;PL;PST;V.PTCP
short	kort	short	kort	PROPN	ADJ;INDF;SG
short	short	short	short	PROPN	
short	korte	short	kort	PROPN	ADJ;PL
philip	phillip	philip	phillip	PROPN	
philip	philip	philip	philip	PROPN	
philip	filip	philip	filip	PROPN	
siklus	cyklusser	siklus	cyklusse	N;SG	N;INDF;MASC+FEM;PL
siklus	cykler	siklus	cykle	N;SG	N;INDF;MASC+FEM;PL
siklus	cycle	siklus	cycle	N;SG	
cross	kryds	cross	kryds	PROPN	N;INDF;NEUT;SG
cross	kors	cross	kors	PROPN	N;INDF;NEUT;SG
cross	cross	cross	cross	PROPN	
cross	krydse	cross	krydse	PROPN	V;NFIN;ACT
cross	krydser	cross	krydse	PROPN	V;IND;PRS;FIN;ACT
parah	dårligt	parah	dårligt	ADJ;SG	ADV
parah	alvorlige	parah	alvorlig	ADJ;SG	ADJ;PL
parah	alvorligt	parah	alvorligt	ADJ;SG	ADV
matius	matthew	matius	matthew	PROPN	
spesifik	specifikt	spesifik	specifikt	ADJ;SG	ADV
spesifik	specifikke	spesifik	specifikke	ADJ;SG	ADJ;PL
japanese	japansk	japanese	japansk	PROPN	ADJ;INDF;SG
japanese	japanerne	japanese	japaner	PROPN	N;DEF;MASC+FEM;PL
japanese	japaner	japanese	japaner	PROPN	N;INDF;MASC+FEM;SG
japanese	japanere	japanese	japanere	PROPN	N;INDF;MASC+FEM;PL
japanese	japanske	japanese	japansk	PROPN	ADJ;PL
arm	arm	arm	arm	PROPN	N;INDF;MASC+FEM;SG
arm	armen	arm	arm	PROPN	N;DEF;MASC+FEM;SG
kennedy	kennedys	kennedy	kennedys	PROPN	N;GEN;INDF;MASC+FEM;SG
kennedy	kennedy	kennedy	kennedy	PROPN	N;INDF;MASC+FEM;SG
latm	latm	latm	latm	PROPN	
longm	longm	longm	longm		
height	højder	height	højde	PROPN	N;INDF;MASC+FEM;PL
height	heights	height	heights	PROPN	N;INDF;MASC+FEM;SG
dipasang	installerede	dipasang	installere	V;SG;PASS	V;PL;PST;V.PTCP
dead	dødt	dead	død	PROPN	ADJ;INDF;NEUT;SG
dead	døde	dead	død	PROPN	ADJ;PL
dead	død	dead	død	PROPN	N;INDF;MASC+FEM;SG
dead	dead	dead	dead	PROPN	
control	kontrol	control	kontrol	PROPN	N;INDF;MASC+FEM;SG
control	control	control	control	PROPN	
control	kontroller	control	kontrol	PROPN	N;INDF;MASC+FEM;PL
mengusulkan	foreslåede	menusulkan	foreslå	V;SG;ACT	V;PL;PST;V.PTCP
java	java	java	java	PROPN	N;INDF;MASC+FEM;SG
honda	honda	honda	honda	N	
psikologi	psykologisk	psikologi	psykologisk	N;SG	ADV
psikologi	psykologiske	psikologi	psykologisk	N;SG	ADJ;PL
psikologi	psykiske	psikologi	psykisk	N;SG	ADJ;PL
psikologi	psykisk	psikologi	psykisk	N;SG	ADJ;INDF;SG
geografi	geografiske	geografi	geografisk	N;SG	ADJ;PL
geografi	geografisk	geografi	geografisk	N;SG	ADV
dimakan	spiselige	dimakan	spiselig	V;SG;PASS	ADJ;PL
dimakan	spiseligt	dimakan	spiseligt	V;SG;PASS	ADV
dimakan	spiselig	dimakan	spiselig	V;SG;PASS	ADJ;INDF;MASC+FEM;SG
membintangi	hovedrollen	menbintangi	hovedrol	V;SG;ACT	N;DEF;MASC+FEM;SG
bapa	far	bapa	far	PROPN	N;INDF;MASC+FEM;SG
bapa	fader	bapa	fade	PROPN	N;INDF;MASC+FEM;SG
kontak	kontakt	kontak	kontakt	PROPN;SG	N;INDF;MASC+FEM;SG
kontak	henvendelse	kontak	henvendelse	PROPN;SG	N;INDF;MASC+FEM;SG
kontak	kontakter	kontak	kontakt	PROPN;SG	N;INDF;MASC+FEM;PL
kontak	kontaktpersoner	kontak	kontaktperson	PROPN;SG	N;INDF;MASC+FEM;PL
kontak	kontaktlinser	kontak	kontaktlins	PROPN;SG	N;INDF;MASC+FEM;PL
penurunan	faldt	penturunan	falde	N;SG	V;IND;PST;FIN;ACT
penurunan	sænket	penturunan	sænke	N;SG	V;INDF;SG;PST;V.PTCP
penurunan	mindsket	penturunan	mindske	N;SG	V;INDF;SG;PST;V.PTCP
penurunan	nedsat	penturunan	nedsætte	N;SG	V;INDF;SG;PST;V.PTCP
penurunan	reduceret	penturunan	reducere	N;SG	V;INDF;SG;PST;V.PTCP
penurunan	formindsket	penturunan	formindske	N;SG	V;INDF;SG;PST;V.PTCP
penurunan	faldende	penturunan	falde	N;SG	V;PRS;V.PTCP
penurunan	vigende	penturunan	vige	N;SG	V;PRS;V.PTCP
penurunan	aftagende	penturunan	aftage	N;SG	V;PRS;V.PTCP
memisahkan	separat	menpisahkan	separat	V;SG;ACT	ADV
memisahkan	særskilt	menpisahkan	særskilt	V;SG;ACT	ADJ;INDF;SG
memisahkan	separate	menpisahkan	separat	V;SG;ACT	N;INDF;NEUT;SG
kambing	geder	kambing	ged	N;SG	N;INDF;MASC+FEM;PL
kambing	gede	kambing	ged	N;SG	
tebal	tykt	tebal	tyk	ADJ;SG	ADV
tebal	tykke	tebal	tyk	ADJ;SG	ADJ;PL
tebal	dristige	tebal	dristig	ADJ;SG	ADJ;PL
atmosfer	atmosfærer	atmosfer	atmosfære	N;SG	N;INDF;NEUT;PL
stone	smæk	stone	smæk	PROPN	N;INDF;NEUT;SG
stone	stone	stone	stone	PROPN	
stone	sten	stone	sten	PROPN	N;INDF;MASC+FEM;SG
kebangkitan	opvågnen	kebangkitan	opvågn	N;SG	V;V.MSDR
true	sand	true	sand	PROPN	N;INDF;MASC+FEM;SG
true	sandt	true	sinde	PROPN	ADJ;INDF;NEUT;SG
true	true	true	true	PROPN	V;NFIN;ACT
true	rigtigt	true	rigtigt	PROPN	ADV
bioskop	movie	bioskop	movie	N	
besaran	massiv	besaran	massiv	N;SG	ADJ;INDF;MASC+FEM;SG
besaran	massivt	besaran	massivt	N;SG	ADJ;INDF;NEUT;SG
besaran	massive	besaran	massive	N;SG	ADJ;PL
osaka	osaka	osaka	osaka	PROPN	
kroasia	kroatiens	kroasia	kroatie	PROPN	PROPN;GEN
kroasia	kroatien	kroasia	kroati	PROPN	PROPN
kroasia	kroatiens	kroasia	kroatie	PROPN	PROPN;GEN
kroasia	kroatiske	kroasia	kroatisk	PROPN	ADJ;PL
stabil	stabiliseret	stabil	stabilisere	ADJ;SG	V;INDF;SG;PST;V.PTCP
stabil	stald	stabil	stald	ADJ;SG	N;INDF;MASC+FEM;SG
stabil	stabile	stabil	stabil	ADJ;SG	ADJ;PL
terbunuh	myrdede	terbunuh	myrde	V;SG;PASS	V;PL;PST;V.PTCP
terbunuh	dræbte	terbunuh	dræbe	V;SG;PASS	V;PL;PST;V.PTCP
vegas	vegas	vegas	vegas	PROPN	
bangladesh	bangladesh	bangladesh	bangladesh	PROPN	N;INDF;NEUT;SG
pelanggan	kunderne	penlanggan	kunde	N;SG	N;DEF;MASC+FEM;PL
pelanggan	kunder	penlanggan	kunde	N;SG	N;INDF;MASC+FEM;PL
pelanggan	kunders	penlanggan	kunde	N;SG	N;GEN;INDF;MASC+FEM;PL
pelanggan	abonnenter	penlanggan	abonnent	N;SG	N;INDF;MASC+FEM;PL
pelanggan	abonnenterne	penlanggan	abonnent	N;SG	N;DEF;MASC+FEM;PL
perbandingan	sammenlignende	perbandingan	sammenlignende	N;SG	V;PRS;V.PTCP
perbandingan	sammenligninger	perbandingan	sammenligning	N;SG	N;INDF;MASC+FEM;PL
nelayan	fiskerne	nelayan	fisker	N;SG	N;DEF;MASC+FEM;PL
nelayan	fiskere	nelayan	fisker	N;SG	N;INDF;MASC+FEM;PL
kredit	credits	kredit	credits	N;SG	
kredit	kreditter	kredit	kreditte	N;SG	N;INDF;MASC+FEM;PL
kajian	studier	kajian	studi	N;SG	N;INDF;NEUT;PL
bell	klokke	bell	klokke	PROPN	N;INDF;MASC+FEM;SG
bell	bell	bell	bell	PROPN	
current	aktuel	current	aktuel	PROPN	ADJ;INDF;MASC+FEM;SG
current	aktuelt	current	aktuel	PROPN	ADJ;INDF;NEUT;SG
current	løbende	current	løbende	PROPN	ADJ
current	nuværende	current	nuværende	PROPN	ADJ
resolusi	resolutioner	resolusi	resolution	N;SG	N;INDF;MASC+FEM;PL
resolusi	beslutninger	resolusi	beslutning	N;SG	N;INDF;MASC+FEM;PL
shanghai	shanghai	shanghai	shanghai	PROPN	N;INDF;NEUT;SG
maksimum	maksimum	maksimum	maksimum	ADJ;SG	N;INDF;NEUT;SG
maksimum	maksimalt	maksimum	maksimalt	ADJ;SG	ADV
aneh	særling	aneh	særling	ADJ;SG	N;INDF;MASC+FEM;SG
aneh	freak	aneh	freak	ADJ;SG	
aneh	tosse	aneh	tos	ADJ;SG	N;INDF;MASC+FEM;SG
aneh	besynderligt	aneh	besynderligt	ADJ;SG	ADV
aneh	besynderligt	aneh	besynderligt	ADJ;SG	ADV
aneh	ulige	aneh	ulig	ADJ;SG	ADJ;PL
aneh	bizarre	aneh	bizar	ADJ;SG	ADJ;PL
berani	dristige	berani	dristig	ADJ;SG	ADJ;PL
berani	tappert	berani	tappert	ADJ;SG	N;INDF;MASC+FEM;SG
berani	modigt	berani	modig	ADJ;SG	ADV
berani	modige	berani	modig	ADJ;SG	ADJ;PL
berani	tapper	berani	tappe	ADJ;SG	N;INDF;MASC+FEM;SG
berani	dristighed	berani	dristighed	ADJ;SG	N;INDF;MASC+FEM;SG
berani	dristige	berani	dristig	ADJ;SG	ADJ;PL
berani	vovede	berani	vovet	ADJ;SG	V;PST;V.PTCP;ACT
berani	vovet	berani	vove	ADJ;SG	V;INDF;SG;PST;V.PTCP
berani	vover	berani	vove	ADJ;SG	V;IND;PRS;FIN;ACT
berani	turde	berani	turde	ADJ;SG	V;IND;PST;FIN;ACT
berani	modigt	berani	modig	ADJ;SG	ADV
berani	modige	berani	modig	ADJ;SG	ADJ;PL
express	ekspres	express	ekspre	PROPN	N;INDF;NEUT;SG
express	express	express	express	PROPN	
express	udtrykke	express	udtrykke	PROPN	V;NFIN;ACT
abraham	abraham	abraham	abraham	PROPN;SG	N;INDF;MASC+FEM;SG
beta	beta	beta	beta	PROPN	
potongan	stykker	potongan	stykke	N;SG	N;INDF;NEUT;PL
potongan	brikker	potongan	brik	N;SG	N;INDF;MASC+FEM;PL
potongan	stumper	potongan	stump	N;SG	N;INDF;MASC+FEM;PL
serat	fibre	serat	fibre	N;SG	N;INDF;MASC+FEM;PL
serat	fibre	serat	fibre	N;SG	N;INDF;MASC+FEM;PL
serat	fibre	serat	fibre	N;SG	N;INDF;MASC+FEM;PL
ditugaskan	tildelte	ditugaskan	tildele	V;SG;PASS	V;IND;PST;FIN;ACT
wong	wong	wong	wong	PROPN	
side	side	side	side	PROPN	N;INDF;MASC+FEM;SG
domba	fåre	domba	fåre	N;SG	ADJ;INDF;MASC+FEM;SG
domba	får	domba	få	N;SG	V;IND;PRS;FIN;ACT
domba	lamb	domba	lamb	N;SG	
url	url	url	url	PROPN	N;INDF;MASC+FEM;SG
php	php	php	php	PROPN	N;INDF;MASC+FEM;SG
menggabungkan	sammenfletning	mengabungkan	sammenfletning	V;SG;ACT	N;INDF;MASC+FEM;SG
menggabungkan	fletning	mengabungkan	fletning	V;SG;ACT	N;INDF;MASC+FEM;SG
menggabungkan	flet	mengabungkan	flet	V;SG;ACT	N;INDF;NEUT;SG
menggabungkan	fletning	mengabungkan	fletning	V;SG;ACT	N;INDF;MASC+FEM;SG
menggabungkan	sammensmeltning	mengabungkan	sammensmeltning	V;SG;ACT	N;INDF;MASC+FEM;SG
menggabungkan	kombineres	mengabungkan	kombinere	V;SG;ACT	V;NFIN;PASS
menggabungkan	kombination	mengabungkan	kombination	V;SG;ACT	N;INDF;MASC+FEM;SG
murah	billige	murah	billig	ADJ;SG	ADJ;PL
murah	billige	murah	billig	ADJ;SG	ADJ;PL
lurus	lige	lurus	lige	N;SG	ADV
lurus	straight	lurus	straight	N;SG	
doktor	doctor	doktor	doctor	N;SG	
sky	himmel	sky	himmel	PROPN	N;INDF;MASC+FEM;SG
sky	sky	sky	sky	PROPN	
sky	himlen	sky	himmel	PROPN	N;DEF;MASC+FEM;SG
delta	delta	delta	delta	PROPN	
cetak	print	cetak	print	PROPN;SG;ACT	N;INDF;NEUT;SG
cetak	udskriv	cetak	udskrive	PROPN;SG;ACT	V;IMP
cetak	tryk	cetak	tryk	PROPN;SG;ACT	N;INDF;NEUT;SG
cetak	udskrift	cetak	udskrift	PROPN;SG;ACT	N;INDF;MASC+FEM;SG
cetak	trykning	cetak	trykning	PROPN;SG;ACT	N;INDF;MASC+FEM;SG
cetak	udskrivning	cetak	udskrivning	PROPN;SG;ACT	N;INDF;MASC+FEM;SG
cetak	trykkeri	cetak	trykkeri	PROPN;SG;ACT	N;INDF;NEUT;SG
rama	rama	rama	rama	PROPN	
dijelaskan	forklarede	dijelaskan	forklare	V;SG;PASS	V;IND;PST;FIN;ACT
dijelaskan	beskrevne	dijelaskan	beskrevne	V;SG;PASS	ADJ;PL
dijelaskan	beskrev	dijelaskan	beskrive	V;SG;PASS	V;IND;PST;FIN;ACT
wilson	wilson	wilson	wilson	PROPN	
speed	fart	speed	fart	PROPN	N;INDF;MASC+FEM;SG
speed	hastighed	speed	hastighed	PROPN	N;INDF;MASC+FEM;SG
speed	speed	speed	speed	PROPN	
speed	hastigheden	speed	hastighed	PROPN	N;DEF;MASC+FEM;SG
penyiaran	udsende	pensiaran	udsende	N;SG	V;NFIN;ACT
production	produktion	production	produktion	PROPN	N;INDF;MASC+FEM;SG
production	fremstilling	production	fremstilling	PROPN	N;INDF;MASC+FEM;SG
lambat	langsomme	lambat	langsom	ADJ;SG	ADJ;PL
lambat	langsomt	lambat	langsomt	ADJ;SG	ADV
lambat	langsommere	lambat	langsommere	ADJ;SG	ADV;CMPR
darurat	nødsituationer	darurat	nødsituation	N;SG	N;INDF;MASC+FEM;PL
darurat	nødsituationer	darurat	nødsituation	N;SG	N;INDF;MASC+FEM;PL
habitatnya	habitater	habitat	habitat	N;SG	N;INDF;NEUT;PL
habitatnya	naturtyper	habitat	naturtyppe	N;SG	N;INDF;MASC+FEM;PL
habitatnya	levesteder	habitat	levested	N;SG	N;INDF;NEUT;PL
habitatnya	habitater	habitat	habitat	N;SG	N;INDF;NEUT;PL
habitatnya	levesteder	habitat	levested	N;SG	N;INDF;NEUT;PL
lewis	lewis	lewis	lewis	PROPN	
sport	idræt	sport	idræt	PROPN	N;INDF;NEUT;SG
sport	sport	sport	sport	PROPN	N;INDF;MASC+FEM;SG
sport	sporten	sport	sport	PROPN	N;DEF;MASC+FEM;SG
kritikus	kritikerne	kritikus	kritiker	N;SG	N;DEF;MASC+FEM;PL
kritikus	kritikere	kritikus	kritiker	N;SG	N;INDF;MASC+FEM;PL
seleksi	markeringer	seleksi	markering	N;SG	N;INDF;MASC+FEM;PL
keahlian	kvalifikationer	keahlian	kvalifikation	N;SG	N;INDF;MASC+FEM;PL
keahlian	færdigheder	keahlian	færdighed	N;SG	N;INDF;MASC+FEM;PL
keahlian	specialiteter	keahlian	specialitet	N;SG	N;INDF;MASC+FEM;PL
keahlian	specialer	keahlian	speciale	N;SG	N;INDF;MASC+FEM;PL
keahlian	færdigheder	keahlian	færdighed	N;SG	N;INDF;MASC+FEM;PL
disunting	redigerede	disunting	redigere	V;SG;PASS	V;IND;PST;FIN;ACT
pokémon	pokémon	pokémon	pokémon	PROPN	N;INDF;MASC+FEM;SG
pokémon	pokemon	pokémon	pokemon	PROPN	
wahyu	åbenbaring	wahyu	åbenbaring	PROPN	N;INDF;MASC+FEM;SG
wahyu	afsløring	wahyu	afsløring	PROPN	N;INDF;MASC+FEM;SG
wahyu	afsløringer	wahyu	afsløring	PROPN	N;INDF;MASC+FEM;PL
keberhasilan	succeser	keberhasilan	succes	N;SG	N;INDF;MASC+FEM;PL
seribu	tusinde	seribu	tusinde	NUM	N;INDF;NEUT;PL
seribu	tusind	seribu	tusind	NUM	N;INDF;NEUT;SG
malik	malik	malik	malik	PROPN	
andy	andy	andy	andy	PROPN	PROPN
andy	anders	andy	anders	PROPN	
virginia	virginia	virginia	virginia	PROPN	N;INDF;MASC+FEM;SG
december	december	december	december	PROPN	N;INDF;MASC+FEM;SG
berjuang	stræben	berjuang	stræben	V;SG;ACT	N;DEF;MASC+FEM;SG
berjuang	kæmpe	berjuang	kæmpe	V;SG;ACT	ADJ
berjuang	slås	berjuang	slås	V;SG;ACT	V;NFIN;PASS
berjuang	kampe	berjuang	kamp	V;SG;ACT	N;INDF;MASC+FEM;PL
berjuang	slåskamp	berjuang	slåskamp	V;SG;ACT	N;INDF;MASC+FEM;SG
berjuang	kæmpe	berjuang	kæmpe	V;SG;ACT	ADJ
berjuang	kamp	berjuang	kamp	V;SG;ACT	N;INDF;MASC+FEM;SG
berjuang	slåskamp	berjuang	slåskamp	V;SG;ACT	N;INDF;MASC+FEM;SG
multi	multi	multi	multi	PROPN	
multi	fler	multi	fler	PROPN	
fernando	fernando	fernando	fernando	PROPN	
mengembalikan	afkast	menkembalikan	afkast	V;SG;ACT	N;INDF;NEUT;SG
bung	fyr	bung	fyr	PROPN	N;INDF;MASC+FEM;SG
bung	makker	bung	makke	PROPN	N;INDF;MASC+FEM;SG
bung	dude	bung	dude	PROPN	N;INDF;MASC+FEM;SG
victor	viktor	victor	viktor	PROPN	N;INDF;MASC+FEM;SG
victor	victor	victor	victor	PROPN	N;INDF;MASC+FEM;SG
asuransi	forsikringer	asuransi	forsikring	N;SG	N;INDF;MASC+FEM;PL
lebanon	libanesiske	lebanon	libanesisk	PROPN	ADJ;PL
lebanon	libanon	lebanon	libanon	PROPN	PROPN
menurun	nedadgående	menturun	nedadgående	V;SG;ACT	ADJ
menurun	nedgang	menturun	nedgang	V;SG;ACT	N;INDF;MASC+FEM;SG
menurun	fald	menturun	fald	V;SG;ACT	N;INDF;NEUT;SG
than	end	than	end	PROPN	ADP
menandai	mærkning	mentandai	mærkning	V;SG;ACT	N;INDF;MASC+FEM;SG
menandai	markering	mentandai	markering	V;SG;ACT	N;INDF;MASC+FEM;SG
menandai	afmærkning	mentandai	afmærkning	V;SG;ACT	N;INDF;MASC+FEM;SG
menandai	tagging	mentandai	tagging	V;SG;ACT	N;INDF;MASC+FEM;SG
frame	rammer	frame	ramme	N	V;IND;PRS;FIN;ACT
andi	andi	andi	andi	PROPN	
mempromosikan	fremme	menpromosikan	fremme	V;SG;ACT	ADV
mempromosikan	promovering	menpromosikan	promovering	V;SG;ACT	N;INDF;MASC+FEM;SG
mempromosikan	fremme	menpromosikan	fremme	V;SG;ACT	ADV
shift	skift	shift	skift	PROPN	N;INDF;NEUT;SG
shift	shift	shift	shift	PROPN	N;INDF;MASC+FEM;SG
shift	skift	shift	skift	PROPN	N;INDF;NEUT;SG
shift	forskydninger	shift	forskydning	PROPN	N;INDF;MASC+FEM;PL
german	tysk	german	tysk	PROPN	ADJ;INDF;SG
german	tysker	german	tysker	PROPN	N;INDF;MASC+FEM;SG
german	tyske	german	tysk	PROPN	ADJ;PL
pemberontak	rebellerne	penberontak	rebel	N;SG	N;DEF;MASC+FEM;PL
pemberontak	rebeller	penberontak	rebel	N;SG	N;INDF;MASC+FEM;PL
pemberontak	oprørere	penberontak	oprører	N;SG	N;INDF;MASC+FEM;PL
pemberontak	oprørerne	penberontak	oprører	N;SG	N;DEF;MASC+FEM;PL
pemberontak	oprørere	penberontak	oprører	N;SG	N;INDF;MASC+FEM;PL
pemberontak	oprørerne	penberontak	oprører	N;SG	N;DEF;MASC+FEM;PL
jim	jim	jim	jim	PROPN	PROPN
template	skabeloner	template	skabelon	PROPN	N;INDF;MASC+FEM;PL
template	skabelonen	template	skabelon	PROPN	N;DEF;MASC+FEM;SG
template	skabelon	template	skabelon	PROPN	N;INDF;MASC+FEM;SG
beach	stranden	beach	strand	PROPN	N;DEF;MASC+FEM;SG
beach	beach	beach	beach	PROPN	
beach	strand	beach	strand	PROPN	N;INDF;MASC+FEM;SG
otonomi	selvstændig	otonomi	selvstændig	N;SG	ADJ;INDF;MASC+FEM;SG
otonomi	autonomt	otonomi	autonomt	N;SG	ADJ;INDF;NEUT;SG
otonomi	selvstyrende	otonomi	selvstyrende	N;SG	ADJ
otonomi	autonom	otonomi	autonom	N;SG	ADJ;INDF;MASC+FEM;SG
otonomi	autonome	otonomi	autonome	N;SG	ADJ;PL
situ	situ	situ	situ		N;INDF;MASC+FEM;SG
balikpapan	balikpapan	balikpapan	balikpapan	PROPN	N;INDF;NEUT;SG
middle	midten	middle	midte	PROPN	N;DEF;MASC+FEM;SG
middle	midterste	middle	midter	PROPN	ADJ;DEF;RL
middle	mellemste	middle	mellem	PROPN	ADJ;DEF;RL
pembuka	dåseåbner	penbuka	dåseåbne	PROPN;SG	N;INDF;MASC+FEM;PL
pembuka	forret	penbuka	forre	PROPN;SG	N;INDF;MASC+FEM;SG
manager	driftsleder	manager	driftsleder	PROPN	N;INDF;MASC+FEM;SG
manager	manager	manager	manager	PROPN	N;INDF;MASC+FEM;SG
manager	leder	manager	leder	PROPN	N;INDF;MASC+FEM;SG
leader	leader	leader	leade	PROPN	N;INDF;MASC+FEM;SG
leader	leder	leader	leder	PROPN	N;INDF;MASC+FEM;SG
memindahkan	flytning	menpindahkan	flytning	V;SG;ACT	N;INDF;MASC+FEM;SG
angel	engel	angel	engel	PROPN	N;INDF;MASC+FEM;SG
angel	angel	angel	angel	PROPN	
skenario	manuskript	skenario	manuskript	PROPN;SG	N;INDF;NEUT;SG
skenario	scenarier	skenario	scenarium	PROPN;SG	N;INDF;NEUT;PL
skenario	scenariet	skenario	scenariet	PROPN;SG	N;DEF;NEUT;SG
skenario	scenarie	skenario	scenarie	PROPN;SG	N;INDF;NEUT;SG
skenario	scenario	skenario	scenario	PROPN;SG	N;INDF;NEUT;SG
disampaikan	leverede	disampaikan	levere	V;SG;PASS	V;IND;PST;FIN;ACT
melebihi	overskridelse	menlebihi	overskridelse	V;SG;ACT	N;INDF;MASC+FEM;SG
anthony	anthony	anthony	anthony	PROPN	
maaf	undskyld	maaf	undskylde	PROPN	N;INDF;NEUT;SG
berencana	planlægningen	berrencana	planlægning	V;SG;ACT	N;DEF;MASC+FEM;SG
berencana	planlægning	berrencana	planlægning	V;SG;ACT	N;INDF;MASC+FEM;SG
perhitungan	beregningerne	perhitungan	beregning	N;SG	N;DEF;MASC+FEM;PL
perhitungan	beregninger	perhitungan	beregning	N;SG	N;INDF;MASC+FEM;PL
perhitungan	udregninger	perhitungan	udregning	N;SG	N;INDF;MASC+FEM;PL
stage	etape	stage	etape	PROPN	N;INDF;MASC+FEM;SG
stage	stadie	stage	stadie	PROPN	N;INDF;NEUT;SG
stage	scenen	stage	scene	PROPN	N;DEF;MASC+FEM;SG
stage	stage	stage	stage	PROPN	N;INDF;MASC+FEM;SG
stage	fase	stage	fase	PROPN	N;INDF;MASC+FEM;SG
und	und	und	und	PROPN	
adaptasi	tilpasse	adaptasi	tilpasse	N;SG	V;NFIN;ACT
arya	arya	arya	arya	PROPN	
arya	ariere	arya	ariere	PROPN	N;INDF;MASC+FEM;PL
arya	ariske	arya	arisk	PROPN	ADJ;PL
generation	generation	generation	generation	PROPN	N;INDF;MASC+FEM;SG
generation	generationen	generation	generation	PROPN	N;DEF;MASC+FEM;SG
generation	generering	generation	generering	PROPN	N;INDF;MASC+FEM;SG
generation	generations	generation	generation	PROPN	N;GEN;INDF;MASC+FEM;SG
five	fem	five	fem	PROPN	NUM
kasar	forrevne	kasar	forrevne	ADJ;SG	ADJ;PL
kasar	ubehøvlet	kasar	ubehøvlet	ADJ;SG	V;INDF;SG;PST;V.PTCP
kasar	grove	kasar	grov	ADJ;SG	ADJ;PL
kasar	groft	kasar	groft	ADJ;SG	ADV
kasar	ru	kasar	ru	ADJ;SG	
kasar	groft	kasar	groft	ADJ;SG	ADV
akreditasi	akkrediteret	akreditasi	akkreditere	N;SG	V;INDF;SG;PST;V.PTCP
akreditasi	akkrediterede	akreditasi	akkreditere	N;SG	V;PL;PST;V.PTCP
sports	sports	sports	sports	PROPN	
sports	sport	sports	sport	PROPN	N;INDF;MASC+FEM;SG
sports	sportsgrene	sports	sportsgen	PROPN	N;DEF;NEUT;PL
penyimpanan	lager	pensimpanan	lage	N;SG	N;INDF;MASC+FEM;PL
ponsel	mobile	ponsel	mobil	N;SG	
rose	rose	rose	rose	PROPN	N;INDF;MASC+FEM;SG
rose	steg	rose	stige	PROPN	V;IND;PST;FIN;ACT
