der	را	der	را	DET;NOM;DEF;MASC;SG	PART
lady	بانو	lady	بانو	PROPN;NOM;SG	N;SG
interpretation	تعبیر	interpretation	تعبیر	ADJ	N;SG
interpretation	تفسیر	interpretation	تفسیر	ADJ	N;SG
interpretation	تعبیر	interpretation	تعبیر	ADJ	N;SG
interpretation	تفسیر	interpretation	تفسیر	ADJ	N;SG
saarbrücken	زاربروکن	saarbrücken	زاربروکن	PROPN;NOM	N;SG
adler	عقاب	adle	عقاب		N;SG
adler	ایگل	adle	ایگل		N;SG
adler	آدلر	adle	آدلر		N;SG
adler	ادلر	adle	ادلر		N;SG
adler	عقاب	adle	عقاب		N;SG
adler	عقابها	adle	عقاب		N;SG
adler	ایگلز	adle	ایگلز		N;SG
ursache	علت	ursache	علت		N;SG
ursache	دلیل	ursache	دلیل		N;SG
ursache	cause	ursache	cause		N;SG
ursache	علل	ursache	علت		N;PL
ursache	موجب	ursache	موجب		N;SG
zerstörung	تخریب	zerstörung	تخریب	ADJ	N;SG
zerstörung	هلاکت	zerstörung	هلاکت	ADJ	N;SG
zerstörung	نابودی	zerstörung	نابودی	ADJ	N;SG
zerstörung	خرابی	zerstörung	خرابی	ADJ	N;SG
zerstörung	ویرانی	zerstörung	None	ADJ	N;SG
beschreiben	توصیف	beschreiben	توصیف	V;NFIN	N;SG
luis	لویس	luis	لویس	PROPN;NOM;MASC;SG	N;SG
stahl	فولاد	stahl	فولاد		N;SG
stahl	استیل	stahl	استیل		N;SG
stahl	فولادی	stahl	فولادی		N;SG
stahl	استال	stahl	استال		N;SG
fehlende	گمشده	fehlend	گمشده	ADJ;NOM;FEM;PL	N;SG
rené	رنه	rené	رنه	PROPN;NOM;MASC;SG	N;SG
rené	رنه	rené	رنه	PROPN;NOM;MASC;SG	N;SG
entscheidungen	تصمیم	entscheidung	تصمیم	V;NFIN	N;SG
entscheidungen	تصمیمات	entscheidung	تصمیم	V;NFIN	N;PL
entscheidungen	انتخابهای	entscheidung	None	V;NFIN	N;PL
besucht	بازدید	besuchen	None	V;V.PTCP	N;SG
komposition	انشاء	komposition	انشاء	ADJ	N;SG
komposition	ترکیب	komposition	ترکیب	ADJ	N;SG
plus	پلاس	plus	پلاس		N;SG
heimatstadt	زادگاه	heimatstadt	زادگاه	V;SG	N;SG
heimatstadt	زادگاهم	heimatstadt	زادگاهم	V;SG	N;SG
gemeinderat	کارگزار	gemeinderat	کارگزار	ADJ	N;SG
ruhe	آرامش	ruhe	آرامش		N;SG
ruhe	الباقی	ruhe	الباقی		N;SG
ruhe	استراحت	ruhe	استراحت		N;SG
ruhe	آرام	ruhe	آرام		ADV
ruhe	سکوت	ruhe	سکوت		N;SG
ruhe	ساکت	ruhe	ساکت		ADJ
zugelassen	مجاز	zulassen	مجاز	V;V.PTCP	ADJ
zugelassen	تأیید	zulassen	تأیید	V;V.PTCP	N;SG
serien	متوالی	serien	متوالی		N;SG
serien	سریالی	serien	None		N;SG
serien	سریالهای	serien	سریال		N;PL
wuppertal	ووپرتال	wuppertal	ووپرتال	PROPN	N;SG
georges	ژرژ	georges	ژرژ	PROPN;NOM;MASC;SG	N;SG
horn	هورن	horn	هورن		N;SG
horn	بوق	horn	بوق		N;SG
horn	شیپور	horn	شیپور		N;SG
horn	صور	horn	صورت		N;PL
kritiker	منتقدان	kritik	منتقد	ADJ	N;PL
kritiker	منتقدین	kritik	منتقد	ADJ	N;PL
kritiker	منتقد	kritik	منتقد	ADJ	N;SG
mount	کوه	mounen	کوه	PROPN	N;SG
mount	طور	mounen	طور	PROPN	N;SG
jüdischer	یهود	jüdisch	یهود	ADJ	N;SG
jüdischer	یهودیان	jüdisch	یهودی	ADJ	N;PL
jüdischer	یهودی	jüdisch	یهودی	ADJ	N;SG
konsens	اجماع	konsens	اجماع	ADV	N;SG
sydney	سیدنی	sydney	سیدنی	PROPN;NOM;MASC;SG	N;SG
erwarten	انتظار	erwarten	انتظار	V;NFIN	N;SG
erwarten	توقع	erwarten	توقع	V;NFIN	N;SG
erwarten	انتظار	erwarten	انتظار	V;NFIN	N;SG
selbstverständlich	طبیعتا	selbstverständlich	None	ADJ	ADV
schnitt	بریدن	schneiden	بریدن	ADJ	N;SG
schnitt	تدوین	schneiden	تدوین	ADJ	N;SG
schnitt	ویرایش	schneiden	ویرایش	ADJ	N;SG
schnitt	قطع	schneiden	قطع	ADJ	N;SG
schnitt	برش	schneiden	None	ADJ	N;SG
schnitt	کات	schneiden	کات	ADJ	N;SG
ali	علی	ali	علی	PROPN;NOM;MASC;SG	N;SG
ali	ali	ali	ali	PROPN;NOM;MASC;SG	N;SG
religiösen	دینی	religiös	دین	ADJ	N;SG
klassen	کلاس	klassen	کلاس	N;NOM;PL	N;SG
klassen	رده	klassen	رده	N;NOM;PL	N;SG
klassen	ردۀ	klassen	ردۀ	N;NOM;PL	N;SG
klassen	کلاس	klassen	کلاس	N;NOM;PL	N;SG
klassen	class	klassen	class	N;NOM;PL	N;SG
klassen	کلاسی	klassen	کلاسی	N;NOM;PL	N;SG
ibn	ابن	ibn	ابن	PROPN;NOM;MASC;SG	
partien	قرعه	parti	قرعه		N;SG
geleitet	led	geleiten|leiten	led	V;V.PTCP	N;SG
geleitet	رفاقت	geleiten|leiten	رفاقت	V;V.PTCP	N;SG
kilometern	کیلومتر	kilometern	کیلومتر	ADJ	N;SG
kilometern	کیلومتر	kilometern	کیلومتر	ADJ	N;SG
weibliche	زنانگی	weiblich	زنانگی	ADJ;NOM;FEM;PL	N;SG
weibliche	زنانه	weiblich	None	ADJ;NOM;FEM;PL	N;SG
weibliche	نسوان	weiblich	نسوان	ADJ;NOM;FEM;PL	N;SG
weibliche	زن	weiblich	زن	ADJ;NOM;FEM;PL	N;SG
weibliche	مؤنث	weiblich	مؤنث	ADJ;NOM;FEM;PL	N;SG
weibliche	مونث	weiblich	مونث	ADJ;NOM;FEM;PL	N;SG
weibliche	ماده	weiblich	ماده	ADJ;NOM;FEM;PL	N;SG
abstieg	relegation	absteigen	relegation	V;IND;SG;3;PST;FIN	N;SG
abstieg	نزول	absteigen	نزول	V;IND;SG;3;PST;FIN	N;SG
alliierten	متفقین	alliiert	متفقین	V;IND;PL;3;PST;FIN	N;PL
alliierten	متحد	alliiert	None	V;IND;PL;3;PST;FIN	N;SG
alliierten	متفقین	alliiert	متفقین	V;IND;PL;3;PST;FIN	N;PL
alliierten	متحدین	alliiert	None	V;IND;PL;3;PST;FIN	N;SG
umgekehrt	معکوس	umgekehrt	معکوس	ADJ	N;SG
umgekehrt	وارون	umgekehrt	وارون	ADJ	N;SG
umgekehrt	معکوس	umgekehrt	معکوس	ADJ	N;SG
umgekehrt	وارونه	umgekehrt	وارونه	ADJ	N;SG
brian	براین	brian	براین	PROPN;NOM;SG	ADP
brian	برایان	brian	برایان	PROPN;NOM;SG	N;SG
pianist	پیانیست	pianist	پیانیست	PROPN;NOM;SG	N;SG
vorgehen	رویکرد	vorgehen	رویکرد	V;NFIN	N;SG
blatt	ورقه	blatt	None	ADJ	N;SG
blatt	برگه	blatt	برگه	ADJ	N;SG
blatt	برگی	blatt	برگی	ADJ	N;SG
blatt	برگ	blatt	برگ	ADJ	N;SG
weimarer	وایمار	weimar	وایمار	ADJ	N;SG
hildesheim	هیلدسهایم	hildesheim	هیلدسهایم	PROPN;NOM;NEUT;SG	N;PL
griechische	یونان	griechisch	یونان	ADJ;NOM;FEM;PL	N;SG
griechische	یونانی	griechisch	یونانی	ADJ;NOM;FEM;PL	N;SG
männern	مردانی	männern	مردانی		N;PL
männern	مردها	männern	مرد		N;PL
männern	مردان	männern	مرد		N;PL
bekanntheit	بدنامی	bekanntheit	بدنامی	ADJ	N;SG
bekanntheit	اعتبار	bekanntheit	اعتبار	ADJ	N;SG
bekanntheit	آبرو	bekanntheit	None	ADJ	N;SG
bekanntheit	شهرت	bekanntheit	شهرت	ADJ	N;SG
bekanntheit	شهرتش	bekanntheit	شهرتش	ADJ	N;SG
bekanntheit	شهرتش	bekanntheit	شهرتش	ADJ	N;SG
bekanntheit	شهرت	bekanntheit	شهرت	ADJ	N;SG
bekanntheit	شهرتی	bekanntheit	شهرت	ADJ	N;SG
bekanntheit	آگاهی	bekanntheit	آگاهی	ADJ	N;SG
befehl	فرمانها	befehl	فرمان	N;ACC;MASC;SG	N;PL
befehl	فرمانهای	befehl	فرمان	N;ACC;MASC;SG	N;PL
free	free	free	free	PROPN	N;SG
free	آزادی	free	آزادی	PROPN	N;SG
free	رایگان	free	None	PROPN	N;SG
free	آزاده	free	آزاده	PROPN	N;SG
free	آزاد	free	آزاد	PROPN	ADJ
marathon	ماراتن	marathon	ماره	PROPN	N;SG
marathon	ماراتون	marathon	ماراتون	PROPN	N;SG
demokratie	دمکراسی	demokratie	دمکراسی		N;SG
demokratie	دموکراسی	demokratie	None		N;SG
tier	حیوانات	Tier	حیوان	N;NOM;NEUT;SG	N;PL
tier	جانوران	Tier	جانور	N;NOM;NEUT;SG	N;PL
geschlecht	جنسیتی	schlechen	جنسیتی	ADJ	N;SG
geschlecht	جنسیت	schlechen	جنسیت	ADJ	N;SG
geschlecht	سکس	schlechen	سکس	ADJ	N;SG
geschlecht	جنسیت	schlechen	جنسیت	ADJ	N;SG
geschlecht	جنسی	schlechen	جنسی	ADJ	N;SG
instrument	ساز	instrument	ساز	ADJ	N;SG
albums	آلبومهای	albums	آلبوم	N;NOM;SG	N;PL
gießen	ریزان	gießen	ریزه	V;NFIN	N;SG
gießen	گیسن	gießen	گیسن	V;NFIN	N;SG
aufgeteilt	تقسیم	aufteilen	تقسیم	V;V.PTCP	N;SG
kopenhagen	کپنهاگ	kopenhagen	کپنهاگ	PROPN;NOM;NEUT;SG	N;SG
rücktritt	استعفا	rücktreten	استعفا	V;IND;SG;3;PST;FIN	N;SG
rücktritt	استعفای	rücktreten	استعفا	V;IND;SG;3;PST;FIN	N;SG
rücktritt	استعفاء	rücktreten	استعفاء	V;IND;SG;3;PST;FIN	N;SG
rücktritt	استعفا	rücktreten	استعفا	V;IND;SG;3;PST;FIN	N;SG
summe	مجموع	summen	مجموع		N;SG
summe	مبلغ	summen	مبلغ		N;SG
sage	حماسه	sagen	حماسه		N;SG
sage	ساگا	sagen	ساگا		N;SG
sage	سیج	sagen	سیج		N;SG
fielen	فل	fallen	فل	V;IND;PL;3;PST;FIN	
wende	نوبت	wenden	نوبت		N;SG
musical	موزیکال	musical	موزیکال		N;SG
worten	کلمات	worten	None	V;NFIN	N;PL
worten	واژه	worten	واژه	V;NFIN	N;SG
burgen	قصری	burgen	قصری	N;NOM;FEM;PL	N;SG
ansehen	see	ansehen	see	V;NFIN	
ansehen	دیدن	ansehen	دیدن	V;NFIN	N;SG
ansehen	مشاهده	ansehen	مشاهده	V;NFIN	N;SG
ansehen	مشاهدۀ	ansehen	مشاهدۀ	V;NFIN	N;SG
jersey	نیوجرسی	jersey	نیوجرسی	PROPN;NOM;SG	N;SG
jersey	جرسی	jersey	جرسی	PROPN;NOM;SG	N;SG
jersey	جرزی	jersey	جرزی	PROPN;NOM;SG	N;SG
solo	سولو	solo	سولو		N;SG
osnabrück	اسنابروک	osnabrück	اسنابروک	PROPN;NOM;SG	N;PL
antworten	پاسخگویی	antworten	پاسخگویی	V;NFIN	N;SG
antworten	جواب	antworten	جواب	V;NFIN	N;SG
antworten	پاسخ	antworten	پاسخ	V;NFIN	N;SG
antworten	پاسخ	antworten	پاسخ	V;NFIN	N;SG
antworten	پاسخها	antworten	پاسخ	V;NFIN	N;PL
antworten	پاسخهای	antworten	پاسخ	V;NFIN	N;PL
antworten	جوابها	antworten	جواب	V;NFIN	N;PL
antworten	پاسخها	antworten	پاسخ	V;NFIN	N;PL
antworten	جوابهای	antworten	جواب	V;NFIN	N;PL
antworten	پاسخهای	antworten	پاسخ	V;NFIN	N;PL
witwe	بیوه	witwe	بیوه		N;SG
witwe	بیوه	witwe	بیوه		N;SG
witwe	بیوه	witwe	بیوه		N;SG
hart	سخت	hart	سخت	ADJ	ADV
hart	خروشان	hart	خروش	ADJ	N;SG
hart	هارت	hart	هارت	ADJ	N;SG
hart	عالیست	hart	عالیست	ADJ	N;SG
hart	زننده	hart	None	ADJ	N;SG
gerd	گرد	gerd	گرد	PROPN;NOM;MASC;SG	N;SG
reserve	رزرو	reserve	رزرو		N;SG
reserve	ذخیره	reserve	ذخیره		N;SG
kim	کیم	kim	کرد#کن	PROPN;NOM;MASC;SG	N;SG
kim	kim	kim	kim	PROPN;NOM;MASC;SG	N;SG
bewertung	ارزیابی	bewertung	ارزیابی	ADJ	N;SG
bewertung	مرور	bewertung	مرور	ADJ	N;SG
bewertung	بازبینی	bewertung	بازبینی	ADJ	N;SG
bewertung	بازدید	bewertung	None	ADJ	N;SG
bewertung	ارزیابی	bewertung	ارزیابی	ADJ	N;SG
bewertung	ارزیابی	bewertung	ارزیابی	ADJ	N;SG
jugendliche	جوانان	jugendlich	جوان	ADJ;NOM;FEM;PL	N;PL
jugendliche	نوجوان	jugendlich	نوجوان	ADJ;NOM;FEM;PL	N;SG
jugendliche	جوانی	jugendlich	جوانی	ADJ;NOM;FEM;PL	N;SG
jugendliche	جوانان	jugendlich	جوان	ADJ;NOM;FEM;PL	N;PL
jugendliche	نوجوانان	jugendlich	نوجوان	ADJ;NOM;FEM;PL	N;PL
jugendliche	نوجوانان	jugendlich	نوجوان	ADJ;NOM;FEM;PL	N;PL
beachten	پند	beichen	پند	V;NFIN	N;SG
genf	لوزان	genf	لوز	PROPN;NOM;MASC;SG	N;SG
genf	ژنو	genf	ژنو	PROPN;NOM;MASC;SG	N;SG
verdacht	مظنونین	verdachen|verdenken	مظنونین	V;V.PTCP	N;SG
verdacht	مظنون	verdachen|verdenken	مظنون	V;V.PTCP	N;SG
verdacht	مضنون	verdachen|verdenken	مضنون	V;V.PTCP	N;SG
verdacht	بدگمانی	verdachen|verdenken	بدگمانی	V;V.PTCP	N;SG
verdacht	ظن	verdachen|verdenken	ظن	V;V.PTCP	N;SG
medizinische	طبی	medizinisch	طبی	ADJ;NOM;FEM;PL	N;SG
medizinische	medical	medizinisch	medical	ADJ;NOM;FEM;PL	N;SG
medizinische	پزشکی	medizinisch	پزشکی	ADJ;NOM;FEM;PL	N;SG
häufiger	غالبا	häufig	غالبا	ADJ	ADV
tokio	توکیو	tokio	توکیو	PROPN;NOM;MASC;SG	N;SG
erlebte	تجربه	erleben	تجربه	V;IND;SG;3;PST;FIN	N;SG
hügel	هیلز	hügeln	هیلز		N;SG
hügel	تپه	hügeln	تپه		N;SG
hügel	هیل	hügeln	هیل		N;SG
junior	جونیور	junior	جونیور	PROPN;NOM;MASC;SG	N;SG
materialien	مواد	materialien	ماده	V;NFIN	N;PL
materialien	مصالح	materialien	مصالح	V;NFIN	N;PL
materialien	مواد	materialien	ماده	V;NFIN	N;PL
materialien	مصالح	materialien	مصالح	V;NFIN	N;PL
gelegenheit	مناسبت	gelegenheit	مناسب	ADJ	N;SG
gelegenheit	فرصتی	gelegenheit	فرصت	ADJ	N;SG
gelegenheit	فرصت	gelegenheit	فرصت	ADJ	N;SG
gelegenheit	شانس	gelegenheit	شانس	ADJ	N;SG
gelegenheit	فرصت	gelegenheit	فرصت	ADJ	N;SG
schau	see	schau	see	;SG	
schau	دیدن	schau	دیدن	;SG	N;SG
schau	نگاهی	schau	نگاه	;SG	N;SG
schau	ببین	schau	دید#بین	;SG	V;IMP;SG;2
chinesische	چینی	chinesisch	چینی	ADJ;NOM;FEM;PL	N;SG
christliche	کریستین	christlich	کریستین	ADJ;NOM;FEM;PL	N;SG
christliche	کریستیان	christlich	کریستی	ADJ;NOM;FEM;PL	N;SG
christliche	مسیحی	christlich	مسیحی	ADJ;NOM;FEM;PL	N;SG
christliche	کریستن	christlich	کریستن	ADJ;NOM;FEM;PL	N;SG
überblick	خلاصۀ	überblick	خلاصۀ	PROPN	N;SG
überblick	خلاصه	überblick	خلاصه	PROPN	N;SG
überblick	خلاصۀ	überblick	خلاصۀ	PROPN	N;SG
überblick	خلاصه	überblick	خلاصه	PROPN	N;SG
onkel	عمو	onkel	عمو		N;SG
onkel	عموی	onkel	None		N;SG
onkel	دایی	onkel	دا		N;SG
onkel	عموهای	onkel	عمو		N;PL
end	پایان	end	پایان		N;SG
wein	شرابی	wein	شراب		N;SG
wein	شراب	wein	شراب		N;SG
wein	باده	wein	باده		N;SG
gegenteil	خلاف	Gegenteil	خلاف	ADV	N;SG
gegenteil	مخالف	Gegenteil	مخالف	ADV	N;SG
fiction	تخیلی	fiction	تخیل	PROPN	N;SG
richtlinien	سیاست	richtlinien	سیاست	V;NFIN	N;SG
richtlinien	دستورالعملهای	richtlinien	دستورالع	V;NFIN	N;PL
richtlinien	دستورالعملها	richtlinien	دستورالع	V;NFIN	N;PL
richtlinien	رهنمودهای	richtlinien	رهنمود	V;NFIN	N;PL
richtlinien	سیاستهای	richtlinien	سیاست	V;NFIN	N;PL
richtlinien	راهبرد	richtlinien	راهبرد	V;NFIN	N;SG
grundschule	مقدماتی	grundschule	مقدمه	N;NOM;FEM;SG	N;PL
grundschule	اصلی	grundschule	اصلی	N;NOM;FEM;SG	ADJ
grundschule	اولیه	grundschule	اولیه	N;NOM;FEM;SG	ADJ
element	عنصر	element	عنصر	ADJ	N;SG
kapitän	کاپیتان	kapitän	کاپیت		N;SG
kapitän	سروان	kapitän	سروان		N;SG
kapitän	ناخدا	kapitän	ناخدا		N;SG
südliche	جنوب	südlich	جنوب	ADJ;NOM;FEM;PL	N;SG
südliche	جنوبی	südlich	جنوبی	ADJ;NOM;FEM;PL	N;SG
natürlichen	natural	natürlich	natural	ADJ	N;SG
räume	اتاق	räumen	None	N;NOM;MASC;PL	N;SG
bucht	کوو	buchen	کوو	ADJ	N;SG
bucht	کاو	buchen	کاو	ADJ	N;SG
bucht	اینلت	buchen	اینلت	ADJ	
bucht	خلیج	buchen	None	ADJ	N;SG
bucht	بای	buchen	با	ADJ	
fortsetzung	دنباله	fortsetzung	دنباله		N;SG
fortsetzung	ادامه	fortsetzung	ادامه		N;SG
natürliche	natural	natürlich	natural	ADJ;NOM;FEM;PL	N;SG
büro	دفاتر	büro	دفاتر		N;PL
büro	ادارات	büro	ادارت		N;PL
büro	اداره	büro	اداره		N;SG
büro	دفتر	büro	دفتر		N;SG
plattform	ریگ	plattform	ریگ	ADJ	N;SG
plattform	سکوی	plattform	سکوی	ADJ	N;SG
plattform	سکو	plattform	سکو	ADJ	N;SG
plattform	سکوهای	plattform	سکو	ADJ	N;PL
auseinandersetzungen	درگیریهای	auseinandersetzen	درگیری	V;NFIN	N;PL
auseinandersetzungen	تضاد	auseinandersetzen	None	V;NFIN	N;SG
auseinandersetzungen	ناسازگار	auseinandersetzen	ناسازگار	V;NFIN	N;SG
auseinandersetzungen	ناسازگاری	auseinandersetzen	ناسازگاری	V;NFIN	N;SG
auseinandersetzungen	درگیریها	auseinandersetzen	درگیری	V;NFIN	N;PL
auseinandersetzungen	clashes	auseinandersetzen	clashes	V;NFIN	N;SG
mediziner	پزشکان	medizin	پزشک	ADJ	N;PL
mediziner	پزشک	medizin	پزشک	ADJ	N;SG
mediziner	پزشکان	medizin	پزشک	ADJ	N;PL
ulm	اولم	ulm	اولم	PROPN;NOM;MASC;SG	N;SG
regelung	رژیم	Regelung	رژیم	ADJ	N;SG
regelung	توافق	Regelung	توافق	ADJ	N;SG
ard	ard	ard	ard	PROPN;NOM;MASC;SG	
diplom	دیپلم	diplom	دیپلم	ADJ	N;SG
westliche	وست	westlich	None	ADJ;NOM;FEM;PL	N;SG
westliche	باختر	westlich	باخت#باز	ADJ;NOM;FEM;PL	N;SG
westliche	غرب	westlich	غرب	ADJ;NOM;FEM;PL	N;SG
westliche	وسترن	westlich	وسترن	ADJ;NOM;FEM;PL	N;SG
verfolgung	فتنه	verfolgung	فتنه		N;SG
verfolgung	ردگیری	verfolgung	ردگیر		N;SG
verfolgung	ردیابی	verfolgung	None		N;SG
verfolgung	پیگیر	verfolgung	None		ADJ
verfolgung	پیگرد	verfolgung	None		N;SG
verfolgung	تعقیب	verfolgung	تعقیب		N;SG
motiv	انگیزه	motiv	انگیزه	ADJ	N;SG
motiv	موتیف	motiv	موتیف	ADJ	N;SG
motiv	انگیزش	motiv	انگیزش	ADJ	N;SG
usd	usd	usd	usd		N;SG
gray	خاکستری	gray	خاکستری	PROPN;SG	N;SG
jura	ژورا	jura	ژورا		N;SG
jura	ژوراسیک	jura	ژوراسیک		N;SG
kaiserlichen	امپراطوری	kaiserlich	امپراطوری	ADJ;NOM;MASC;PL	N;SG
kaiserlichen	سلطنتی	kaiserlich	سلطنت	ADJ;NOM;MASC;PL	N;SG
kaiserlichen	امپراتوری	kaiserlich	امپراتوری	ADJ;NOM;MASC;PL	N;SG
gezwungen	اجباری	zwingen	اجباری	V;V.PTCP	N;SG
gezwungen	اجبار	zwingen	اجبار	V;V.PTCP	N;SG
bachelor	لیسانس	bachelor	لیسانس		N;SG
bachelor	مجرد	bachelor	مجرد		N;SG
bachelor	مجردها	bachelor	مجرد		N;PL
abstammung	نسب	abstammung	None	ADJ	N;SG
abstammung	نشاندار	abstammung	نشاندار	ADJ	N;SG
abstammung	نزول	abstammung	نزول	ADJ	N;SG
off	خاموش	off	خاموش		N;SG
berichten	گزارشها	berichten	گزارش	V;NFIN	N;PL
johanna	یوحنا	johanna	یوحنا	PROPN;NOM;FEM;SG	N;SG
johanna	جوآن	johanna	جوآن	PROPN;NOM;FEM;SG	N;SG
johanna	ژان	johanna	ژان	PROPN;NOM;FEM;SG	N;SG
johanna	جوان	johanna	جوان	PROPN;NOM;FEM;SG	N;SG
johanna	جون	johanna	None	PROPN;NOM;FEM;SG	N;SG
versorgung	تدارکات	versorgung	تدارک	N;NOM;FEM;SG	N;PL
versorgung	تجهیزات	versorgung	تجهیزات	N;NOM;FEM;SG	N;PL
korps	لشگر	korps	لشگر		N;SG
korps	تفنگداران	korps	تفنگدار		N;PL
straßburg	استراسبورگ	straßburg	استراسبورگ	PROPN;NOM;SG	N;SG
alan	آلان	alan	آلان	PROPN	
alan	آلن	alan	آلن	PROPN	N;SG
may	می	maylen	می	PROPN	
may	مه	maylen	مه	PROPN	N;SG
may	تا	maylen	تا	PROPN	ADP
temperatur	دما	temperatur	دما		N;SG
temperatur	موقت	temperatur	None		N;SG
temperatur	موقتی	temperatur	موقتی		N;SG
fans	هواداران	fans	هوادار		N;PL
fans	هوادارن	fans	هوادارن		N;PL
fans	طرفداران	fans	طرفدار		N;PL
costa	کوستا	costa	کوستا	PROPN	N;SG
costa	کاستا	costa	کاستا	PROPN	N;SG
kaisers	امپراتور	kaisers	امپراتور		N;SG
kaisers	امپراطور	kaisers	امپراطور		N;SG
wiederaufbau	بازسازی	wiederaufbau	بازسازی	ADJ	N;SG
wiederaufbau	بازسازی	wiederaufbau	بازسازی	ADJ	N;SG
abgelöst	برطرف	ablösen	برطرف	V;V.PTCP	ADJ
hollywood	هالیوود	hollywood	هالیوود	PROPN	N;SG
hollywood	هالیوودی	hollywood	هالیوودی	PROPN	N;SG
nördliche	شمالی	nördlich	شمالی	ADJ;NOM;FEM;PL	N;SG
nördliche	شمال	nördlich	شمال	ADJ;NOM;FEM;PL	N;SG
vorsitzenden	جوبالند	vorsitzend	جوبالند	V;IND;PL;3;PST;FIN	N;SG
toronto	toronto	toronto	toronto	PROPN;NOM;MASC;SG	N;SG
toronto	تورنتو	toronto	تورنتو	PROPN;NOM;MASC;SG	N;SG
aufstand	خیزش	aufstehen	خیزش	V;IND;SG;3;PST;FIN	N;SG
aufstand	عصیان	aufstehen	عصیان	V;IND;SG;3;PST;FIN	N;SG
aufstand	طغیان	aufstehen	طغیان	V;IND;SG;3;PST;FIN	N;SG
aufstand	سرکشی	aufstehen	سرکشی	V;IND;SG;3;PST;FIN	N;SG
aufstand	شورش	aufstehen	شورش	V;IND;SG;3;PST;FIN	N;SG
engagiert	وقف	engagiert	وقف	ADJ;V.PTCP	N;SG
engagiert	استخدام	engagiert	استخدام	ADJ;V.PTCP	N;SG
engagiert	engaged	engagiert	engaged	ADJ;V.PTCP	N;SG
engagiert	نامزد	engagiert	نامزد	ADJ;V.PTCP	N;SG
künstlern	هنرمندان	künstlern	هنرمند		N;PL
falschen	اشتباه	falsch	اشتباه	ADJ	N;SG
falschen	نادرست	falsch	نادرست	ADJ	N;SG
falschen	کاذب	falsch	کاذب	ADJ	N;SG
falschen	دروغین	falsch	دروغین	ADJ	N;SG
falschen	نادرست	falsch	نادرست	ADJ	N;SG
falschen	باطل	falsch	None	ADJ	N;SG
bulgarien	بلغارستان	bulgarien	بلغارستان	PROPN;NOM;SG	N;SG
gesetze	احکام	gesetzen	حکم		N;PL
gesetze	حقوق	gesetzen	حق		N;PL
gesetze	قانون	gesetzen	قانون		N;SG
gesetze	قانونگذاری	gesetzen	قانونگذاری		N;SG
gesetze	قوانین	gesetzen	قانون		N;PL
stufe	گام	stufen	گام	ADJ	N;SG
stufe	مرحله	stufen	مرحله	ADJ	N;SG
stufe	قدم	stufen	قدم	ADJ	N;SG
stufe	مرحله	stufen	مرحله	ADJ	N;SG
stufe	صحنه	stufen	صحنه	ADJ	N;SG
stufe	استیج	stufen	استیج	ADJ	N;SG
stufe	تراز	stufen	تراز	ADJ	N;SG
stufe	لول	stufen	None	ADJ	N;SG
stufe	سطح	stufen	سطح	ADJ	N;SG
vorsitzende	جوبالند	vorsitzend	جوبالند	ADJ;NOM;FEM;SG	N;SG
christopher	کریستوفر	christopher	کریستوفر	PROPN;NOM;SG	N;SG
philadelphia	فیلادلفیا	philadelphia	فیلادلفا	PROPN;NOM;MASC;SG	N;SG
verbot	بان	verbieten	بان	V;IND;SG;3;PST;FIN	N;SG
verbot	قدغن	verbieten	قدغن	V;IND;SG;3;PST;FIN	N;SG
verbot	ممنوع	verbieten	ممنوع	V;IND;SG;3;PST;FIN	ADJ
verbot	نهی	verbieten	نهی	V;IND;SG;3;PST;FIN	N;SG
verbot	ممنوع	verbieten	ممنوع	V;IND;SG;3;PST;FIN	ADJ
verbot	حرام	verbieten	None	V;IND;SG;3;PST;FIN	N;SG
verbot	ممنوعیت	verbieten	ممنوعیت	V;IND;SG;3;PST;FIN	N;SG
vollständige	تکمیل	vollständig	تکمیل	ADJ;NOM;FEM;PL	N;SG
einzig	تنها	einzig	تنها	ADJ	ADV
rasch	سریع	rasch	سریع	ADJ	ADV
rasch	سوئیفت	rasch	سوئیفت	ADJ	N;SG
rasch	سریع	rasch	سریع	ADJ	ADV
rasch	روزه	rasch	روزه	ADJ	N;SG
rasch	بسرعت	rasch	بسرعت	ADJ	ADV
zellen	سلولهای	zellen	None	V;NFIN	N;PL
zellen	سلول	zellen	سلول	V;NFIN	N;SG
zellen	سلولها	zellen	None	V;NFIN	N;PL
walther	والتر	walth	None	PROPN	N;SG
identität	هویت	identität	هویت		N;SG
tot	tot	tot	tot	ADJ	N;SG
tot	مرده	tot	مرده	ADJ	N;SG
tot	مردن	tot	مردن	ADJ	N;SG
tot	مردگان	tot	مرده	ADJ	N;PL
mach	ماخ	mach	ماخ	V;IND;SG;2;PRS;FIN	N;SG
boote	کرجی	bioten	کرجی	N;NOM;NEUT;PL	N;SG
boote	قایق	bioten	None	N;NOM;NEUT;PL	N;SG
boote	کشتی	bioten	کشتی	N;NOM;NEUT;PL	N;SG
hagen	هاگن	hagen	هاگن	PROPN;NOM;SG	N;SG
fotograf	photographer	fotograf	photographer	PROPN	N;SG
fotograf	عکاس	fotograf	عکاس	PROPN	N;SG
stars	مشاهیر	stars	مشهور	PROPN	N;PL
stars	ستارگان	stars	None	PROPN	N;PL
elbe	البه	elb	البه	PROPN;NOM;SG	
