berkeley	berkeley	berkeley	berkeley	PROPN	PROPN
driver	driver	driver	driver	PROPN	N;INDF;MASC;SG
driver	șofer	driver	șofer	PROPN	N;INDF;MASC;SG
sans	sans	sans	sans	PROPN	
look	uite	look	uita	PROPN	
hias	ornamentale	hias	ornamental	N;SG;ACT	ADJ;INDF;FEM;PL
hias	decora	hias	decora	N;SG;ACT	V;IND;SG;3;IPFV;FIN
solar	solare	solar	solar	PROPN	N;INDF;FEM;PL
solar	solară	solar	sola	PROPN	ADJ;INDF;FEM;SG
solar	solar	solar	solar	PROPN	N;INDF;MASC;SG
kotor	murdare	kotor	murdar	ADJ;SG	ADJ;INDF;FEM;PL
kotor	murdari	kotor	murdar	ADJ;SG	ADJ;INDF;MASC;PL
yuri	iuri	yuri	iuri	PROPN	PROPN
yuri	yuri	yuri	yuri	PROPN	PROPN
sunni	sunni	sunni	sunn	PROPN	
tian	tian	tian	tian	PROPN	N;INDF;MASC;SG
crazy	nebunie	crazy	nebunie	PROPN	N;INDF;FEM;SG
crazy	nebuni	crazy	nebun	PROPN	N;INDF;MASC;PL
crazy	nebun	crazy	nebun	PROPN	ADJ;INDF;MASC;SG
crazy	nebuna	crazy	nebuna	PROPN	N;DEF;FEM;SG
crazy	nebună	crazy	nebun	PROPN	ADJ;INDF;FEM;SG
impian	visează	impian	visa	N;SG	V;IND;3;PRS;FIN
impian	viseaza	impian	visează	N;SG	V;IND;SG;3;IPFV;FIN
impian	visele	impian	vise	N;SG	N;DEF;FEM;PL
impian	visuri	impian	vis	N;SG	N;INDF;FEM;PL
impian	vise	impian	vis	N;SG	N;INDF;FEM;PL
wen	wen	wen	wen	PROPN	PROPN
nice	nice	nice	nice	PROPN	
nice	frumos	nice	frumos	PROPN	ADJ;INDF;MASC;SG
nancy	nancy	nancy	nancy	PROPN	PROPN
filter	filtrează	filter	filtra	N;SG	V;IND;3;PRS;FIN
filter	filtre	filter	filtre	N;SG	N;INDF;FEM;PL
marketing	comercializare	marketing	comercializare	PROPN	N;INDF;FEM;SG
marketing	marketing	marketing	marketing	PROPN	N;INDF;MASC;SG
marketing	comercializarea	marketing	comercializare	PROPN	N;DEF;FEM;SG
menghambat	retardat	menhambat	retarda	V;SG;ACT	ADJ;INDF;MASC;SG
touch	atinge	touch	atinge	PROPN	V;IND;SG;3;PRS;FIN
touch	touch	touch	touch	PROPN	N;INDF;MASC;SG
touch	atingere	touch	atingere	PROPN	N;INDF;FEM;SG
apel	mar	apel	mar	N;SG	
apel	mere	apel	mere	N;SG	N;INDF;FEM;PL
apel	mere	apel	mere	N;SG	N;INDF;FEM;PL
narkoba	droguri	narkoba	drog	N;SG	N;INDF;FEM;PL
narkoba	drogurile	narkoba	drog	N;SG	N;DEF;FEM;PL
narkoba	medicamente	narkoba	medicament	N;SG	N;INDF;FEM;PL
narkoba	droguri	narkoba	drog	N;SG	N;INDF;FEM;PL
narkoba	narcotice	narkoba	narcotic	N;SG	ADJ;INDF;FEM;PL
narkoba	narcotic	narkoba	narcotic	N;SG	ADV
turbo	turbo	turbo	turbo	PROPN	N;INDF;MASC;SG
tumor	tumori	tumor	tumoare	N;SG	N;INDF;FEM;PL
tumor	tumorile	tumor	tumoare	N;SG	N;DEF;FEM;PL
tumor	tumori	tumor	tumoare	N;SG	N;INDF;FEM;PL
tumor	tumorile	tumor	tumoare	N;SG	N;DEF;FEM;PL
usd	usd	usd	usd		N
private	privată	private	privat	PROPN	ADJ;INDF;FEM;SG
private	privat	private	privat	PROPN	ADJ;INDF;MASC;SG
private	private	private	privat	PROPN	ADJ;INDF;FEM;PL
private	pionul	private	pion	PROPN	N;DEF;MASC;SG
private	pion	private	pion	PROPN	N;INDF;MASC;SG
konstitusional	constituționale	konstitusional	constituțional	N	ADJ;INDF;FEM;PL
phil	phil	phil	phil	PROPN	PROPN
agent	agent	agent	agent	PROPN	N;INDF;MASC;SG
agent	agentul	agent	agent	PROPN	N;DEF;MASC;SG
turner	turner	turner	turner	PROPN	PROPN
obyek	obiectele	obyek	obiect	N;SG	N;DEF;FEM;PL
obyek	obiecte	obyek	obiect	N;SG	N;INDF;FEM;PL
opini	parere	opini	parere	N;SG	
opini	opinii	opini	opinie	N;SG	N;INDF;FEM;PL
opini	avize	opini	aviz	N;SG	N;INDF;FEM;PL
opini	opiniile	opini	opinie	N;SG	N;DEF;FEM;PL
opini	păreri	opini	părere	N;SG	N;INDF;FEM;PL
opini	pareri	opini	parer	N;SG	
karate	karate	karate	karate	N	
plant	plantă	plant	plantă	PROPN	N;INDF;FEM;SG
plant	planta	plant	plantă	PROPN	N;DEF;FEM;SG
pegulat	luptători	pegulat	luptător	N;SG	N;INDF;MASC;PL
ranting	nuiele	ranting	nuie	N;SG	N;INDF;FEM;PL
ranting	ramuri	ranting	ram	N;SG	N;INDF;FEM;PL
ranting	crengi	ranting	creangă	N;SG	N;INDF;FEM;PL
ranting	sucursale	ranting	sucursală	N;SG	N;INDF;FEM;PL
ranting	ramurile	ranting	ram	N;SG	N;DEF;FEM;PL
ranting	branch	ranting	branch	N;SG	PROPN
menanam	plantarea	menanam	plantare	V;SG;ACT	N;DEF;FEM;SG
menanam	plantare	menanam	plantare	V;SG;ACT	N;INDF;FEM;SG
rome	rome	rome	romă	PROPN	N;INDF;MASC;SG
rome	roma	rome	romă	PROPN	PROPN
istirahat	rupe	istirahat	rupe	N;SG	V;IND;SG;3;PRS;FIN
istirahat	sparge	istirahat	sparge	N;SG	V;IND;SG;3;PRS;FIN
alfa	alpha	alfa	alpha	PROPN	
alfa	alfa	alfa	alfa	PROPN	N;INDF;MASC
luke	luke	luke	luke	PROPN	PROPN
luke	luca	luke	luca	PROPN	N;DEF;FEM;SG
menyamar	deghizarea	mensamar	deghizare	V;SG;ACT	N;DEF;FEM;SG
menyamar	deghizare	mensamar	deghizare	V;SG;ACT	N;INDF;FEM;SG
menyamar	prefac	mensamar	prefac	V;SG;ACT	V;IND;PL;3;PRS;FIN
watch	ceas	watch	ceas	PROPN	N;INDF;MASC;SG
yeon	yeon	yeon	yeon	PROPN	PROPN
menuduh	acuzatii	mentuduh	acuzat	V;SG;ACT	N;INDF;FEM;PL
menuduh	acuzații	mentuduh	acuzație	V;SG;ACT	N;INDF;FEM;PL
shu	shu	shu	shu	PROPN	
municipal	municipale	municipal	municipal	PROPN	ADJ;INDF;FEM;PL
municipal	municipal	municipal	municipal	PROPN	N;INDF;MASC;SG
municipal	municipală	municipal	municipal	PROPN	ADJ;INDF;FEM;SG
melintas	traversare	menlintas	traversare	V;SG;ACT	N;INDF;FEM;SG
melintas	traversarea	menlintas	traversare	V;SG;ACT	N;DEF;FEM;SG
melintas	trecere	menlintas	trecere	V;SG;ACT	N;INDF;FEM;SG
melintas	treceri	menlintas	trecere	V;SG;ACT	N;INDF;FEM;PL
alternative	alternative	alternative	alternativ	N;SG	ADJ;INDF;FEM;PL
alternative	alternativă	alternative	alternativ	N;SG	ADJ;INDF;FEM;SG
alternative	alternativ	alternative	alternativ	N;SG	ADV
alternative	alternativ	alternative	alternativ	N;SG	ADV
alternative	alternative	alternative	alternativ	N;SG	ADJ;INDF;FEM;PL
alternative	alternativele	alternative	alternativă	N;SG	N;DEF;FEM;PL
block	blochează	block	bloca	PROPN	V;IND;3;PRS;FIN
block	bloc	block	bloc	PROPN	N;INDF;MASC;SG
block	block	block	block	PROPN	N;INDF;MASC;SG
gerbong	vagoane	gerbong	vagon	N;SG	N;INDF;FEM;PL
terpengaruh	influentat	terpengaruh	influenta	V;SG;PASS	ADJ;INDF;MASC;SG
terpengaruh	influențat	terpengaruh	influența	V;SG;PASS	ADJ;INDF;MASC;SG
terpengaruh	neafectată	terpengaruh	neafectat	V;SG;PASS	ADJ;INDF;FEM;SG
terpengaruh	afectate	terpengaruh	afectat	V;SG;PASS	ADJ;INDF;FEM;PL
terpengaruh	afectat	terpengaruh	afecta	V;SG;PASS	ADJ;INDF;MASC;SG
terpengaruh	afectata	terpengaruh	afectată	V;SG;PASS	N;DEF;FEM;SG
terpengaruh	afectată	terpengaruh	afecta	V;SG;PASS	ADJ;INDF;FEM;SG
georges	georges	georges	georges	PROPN	PROPN
charente	charente	charente	charent	PROPN	N;INDF;FEM;SG
gembala	shepherd	gembala	shepherd	N;SG	PROPN
gembala	păstori	gembala	păstor	N;SG	N;INDF;MASC;PL
lines	liniile	lines	linie	PROPN	N;DEF;FEM;PL
lines	linii	lines	linie	PROPN	N;INDF;FEM;PL
lines	replici	lines	replic	PROPN	N;INDF;FEM;PL
dominika	dominika	dominika	dominika	N	PROPN
dominika	dominicani	dominika	dominican	N	ADJ;INDF;MASC;PL
astro	astro	astro	astro	PROPN	
panorama	panoramică	panorama	panoramic	N;SG	ADJ;INDF;FEM;SG
panorama	panorame	panorama	panoram	N;SG	N;INDF;FEM;PL
rwanda	rwanda	rwanda	rwanda	PROPN	PROPN
chun	chun	chun	chun	PROPN	PROPN
yokohama	yokohama	yokohama	yokohamă	PROPN	PROPN
menyutradarai	regie	mensutradarai	regie	V;SG;ACT	N;INDF;FEM;SG
belarus	belarus	belarus	belarus	PROPN	PROPN
belarus	belarus	belarus	belarus	PROPN	PROPN
siluman	demonii	siluman	demoniu	N;SG	N;DEF;MASC;PL
siluman	demoni	siluman	demon	N;SG	N;INDF;MASC;PL
halmahera	raphael	halmahera	raphael	PROPN	PROPN
halmahera	rafael	halmahera	rafael	PROPN	PROPN
hormat	saluta	hormat	saluta	N;SG	V;IND;SG;3;IPFV;FIN
minnesota	minnesota	minnesota	minnesotă	PROPN	N;DEF;FEM;SG
horizontal	orizontal	horizontal	orizontal	N	ADV
horizontal	orizontal	horizontal	orizontal	N	ADV
horizontal	orizontale	horizontal	orizontal	N	ADJ;INDF;FEM;PL
horizontal	orizontală	horizontal	orizontal	N	ADJ;INDF;FEM;SG
keith	keith	keith	keith	PROPN	PROPN
journey	calatorie	journey	calatorie	PROPN	N;INDF;FEM;SG
journey	călătorie	journey	călătorie	PROPN	N;INDF;FEM;SG
fotografer	fotografi	fotografer	fotograf	N;SG	N;INDF;MASC;PL
skandal	scandalos	skandal	scandalos	N;SG	ADV
skandal	scandaloase	skandal	scandalos	N;SG	ADJ;INDF;FEM;PL
skandal	scandaluri	skandal	scandal	N;SG	N;INDF;FEM;PL
jamie	jamie	jamie	jamie	PROPN	N;INDF;FEM;SG
diperpanjang	prelungită	diperpanjang	prelungit	V;SG;PASS	ADJ;INDF;FEM;SG
diperpanjang	prelungit	diperpanjang	prelungi	V;SG;PASS	ADJ;INDF;MASC;SG
diperpanjang	extins	diperpanjang	extins	V;SG;PASS	ADJ;INDF;MASC;SG
diperpanjang	extinsă	diperpanjang	extins	V;SG;PASS	ADJ;INDF;FEM;SG
terlarang	interzis	terlarang	interzice	PROPN;SG;PASS	ADJ;INDF;MASC;SG
terlarang	interzisă	terlarang	interzice	PROPN;SG;PASS	ADJ;INDF;FEM;SG
terlarang	interzise	terlarang	interzice	PROPN;SG;PASS	V;IND;SG;3;PST;FIN
terlarang	interzis	terlarang	interzice	PROPN;SG;PASS	ADJ;INDF;MASC;SG
terlarang	interzisă	terlarang	interzice	PROPN;SG;PASS	ADJ;INDF;FEM;SG
terlarang	interzise	terlarang	interzice	PROPN;SG;PASS	V;IND;SG;3;PST;FIN
terlarang	ilicite	terlarang	ilicita	PROPN;SG;PASS	ADJ;INDF;FEM;PL
terlarang	ilicit	terlarang	ilicit	PROPN;SG;PASS	ADJ;INDF;MASC;SG
lebah	albinele	lebah	albină	N;SG	N;DEF;FEM;PL
lebah	albinelor	lebah	albină	N;SG	N;DEF;FEM;PL
lebah	albine	lebah	albină	N;SG	N;INDF;FEM;PL
maine	maine	maine	maină	PROPN	
menyesuaikan	reglare	mensesuaikan	reglare	V;SG;ACT	N;INDF;FEM;SG
menyesuaikan	ajustarea	mensesuaikan	ajustare	V;SG;ACT	N;DEF;FEM;SG
chung	chung	chung	chung	PROPN	PROPN
buddhis	budist	buddhis	budist	N	ADJ;INDF;MASC;SG
berlalu	pase	berlalu	pasă	V;SG;ACT	N;INDF;FEM;PL
beyond	dincolo	beyond	dincolo	PROPN	ADV
pemandian	scăldat	penmandian	scălda	N;SG	ADJ;INDF;MASC;SG
pemandian	băile	penmandian	baie	N;SG	N;DEF;FEM;PL
pemandian	băi	penmandian	baie	N;SG	N;INDF;FEM;PL
nickelodeon	nickelodeon	nickelodeon	nickelodeon	PROPN	N;INDF;MASC;SG
penasehat	consultativ	pennasehat	consultativ	N;SG	ADJ;INDF;MASC;SG
penasehat	consilierii	pennasehat	consilier	N;SG	N;DEF;MASC;PL
penasehat	consilieri	pennasehat	consilier	N;SG	N;INDF;MASC;PL
lópez	lópez	lópez	lópez	PROPN	PROPN
bulanan	lunare	bulanan	lunar	N;SG	ADJ;INDF;FEM;PL
bulanan	lunar	bulanan	lunar	N;SG	ADJ;INDF;MASC;SG
bulanan	lunară	bulanan	lunar	N;SG	ADJ;INDF;FEM;SG
maeda	maeda	maeda	maedă	PROPN	
anatomi	anatomice	anatomi	anatomic	N;SG	ADJ;INDF;FEM;PL
vista	vista	vista	vista	PROPN	N;DEF;FEM;SG
diamati	observate	diamati	observat	V;SG;PASS	ADJ;INDF;FEM;PL
diamati	observat	diamati	observa	V;SG;PASS	ADJ;INDF;MASC;SG
diamati	observată	diamati	observat	V;SG;PASS	ADJ;INDF;FEM;SG
lucu	funny	lucu	funny	ADJ;SG	N;INDF;MASC;SG
lucu	drăguț	lucu	drăguț	ADJ;SG	N;INDF;MASC;SG
kian	kian	kian	kian		N;INDF;MASC;SG
mendidik	educativ	mendidik	educativ	V;SG;ACT	ADJ;INDF;MASC;SG
mendidik	educarea	mendidik	educare	V;SG;ACT	N;DEF;FEM;SG
dikutip	citată	dikutip	cita	V;SG;PASS	ADJ;INDF;FEM;SG
dibahas	discutat	dibahas	discuta	V;SG;PASS	ADJ;INDF;MASC;SG
dibahas	discutate	dibahas	discutat	V;SG;PASS	ADJ;INDF;FEM;PL
norfolk	norfolk	norfolk	norfolk	PROPN	N;INDF;MASC;SG
nissan	nissan	nissan	nissan	PROPN	N;INDF;MASC;SG
edinburgh	edinburgh	edinburgh	edinburgh	PROPN	N;INDF;MASC;SG
pendahulunya	predecesorii	pendahulunya	predecesor	N;SG	N;DEF;MASC;PL
std	bts	std	bts	PROPN	N;INDF;MASC
eks	exp	eks	exp	PROPN	
broadway	broadway	broadway	broadway	PROPN	PROPN
millidge	millidge	millidge	millidge	PROPN	PROPN
triple	triplă	triple	triplă	PROPN	ADJ;INDF;FEM;SG
triple	tripla	triple	triplă	PROPN	ADJ;DEF;FEM;SG
triple	triple	triple	triplu	PROPN	
triple	triplu	triple	triplu	PROPN	ADJ;INDF;MASC;SG
torino	torino	torino	torină	PROPN	PROPN
torino	torino	torino	torină	PROPN	PROPN
diklasifikasikan	clasificate	diklasifikasikan	clasificat	V;SG;PASS	ADJ;INDF;FEM;PL
diklasifikasikan	clasificat	diklasifikasikan	clasifica	V;SG;PASS	ADJ;INDF;MASC;SG
diklasifikasikan	clasificată	diklasifikasikan	clasificat	V;SG;PASS	ADJ;INDF;FEM;SG
gregory	grigore	gregory	grigore	PROPN	PROPN
gregory	gregory	gregory	gregory	PROPN	PROPN
vancouver	vancouver	vancouver	vancouver	PROPN	PROPN
gate	gate	gate	gate	PROPN	N;INDF;MASC;SG
gate	poarta	gate	poartă	PROPN	N;DEF;FEM;SG
gate	poartă	gate	purta	PROPN	V;IND;3;PRS;FIN
ende	ende	ende	ende	PROPN	
kei	kei	kei	kei	PROPN	PROPN
didistribusikan	distribuite	didistribusikan	distribuit	V;SG;PASS	ADJ;INDF;FEM;PL
didistribusikan	distribuită	didistribusikan	distribui	V;SG;PASS	ADJ;INDF;FEM;SG
rao	rao	rao	rao	PROPN	N;INDF;MASC;SG
dirawat	tratat	dirawat	tratat	V;SG;PASS	N;INDF;MASC;SG
dirawat	tratate	dirawat	tratat	V;SG;PASS	ADJ;INDF;FEM;PL
dirawat	tratată	dirawat	trata	V;SG;PASS	ADJ;INDF;FEM;SG
once	odată	once	odată	PROPN	ADV
joshua	joshua	joshua	joshua	PROPN	PROPN
fungsional	funcțional	fungsional	funcțional	N	ADJ;INDF;MASC;SG
fungsional	funcționale	fungsional	funcțional	N	ADJ;INDF;FEM;PL
fungsional	functional	fungsional	functional	N	ADJ;INDF;MASC;SG
fungsional	funcțională	fungsional	funcțional	N	ADJ;INDF;FEM;SG
rajawali	hawk	rajawali	hawk	PROPN	N;INDF;MASC;SG
rajawali	condor	rajawali	condor	PROPN	N;INDF;MASC;SG
wangi	parfumate	wangi	parfuma	PROPN;SG	ADJ;INDF;FEM;PL
wangi	parfumat	wangi	parfuma	PROPN;SG	ADJ;INDF;MASC;SG
wangi	parfum	wangi	parfum	PROPN;SG	N;INDF;MASC;SG
wangi	parfum	wangi	parfum	PROPN;SG	N;INDF;MASC;SG
italy	italia	italy	italia	PROPN	PROPN
ocean	oceanul	ocean	ocean	PROPN	N;DEF;MASC;SG
ocean	ocean	ocean	ocean	PROPN	N;INDF;MASC;SG
hampshire	hampshire	hampshire	hampshire	PROPN	PROPN
bengali	bengali	bengali	bengal	PROPN	N;INDF;MASC;SG
things	lucrurile	things	lucru	PROPN	N;DEF;FEM;PL
things	lucruri	things	lucru	PROPN	N;INDF;FEM;PL
josh	josh	josh	josh	PROPN	PROPN
scientific	științifică	scientific	științific	PROPN	ADJ;INDF;FEM;SG
scientific	științific	scientific	științific	PROPN	ADV
scientific	stiintific	scientific	stiintific	PROPN	ADJ;INDF;MASC;SG
too	prea	too	prea	PROPN	ADV
jeong	jung	jeong	jung	PROPN	PROPN
jeong	jeong	jeong	jeong	PROPN	PROPN
rocket	racheta	rocket	rachetă	PROPN	N;DEF;FEM;SG
rocket	rachetă	rocket	rachetă	PROPN	N;INDF;FEM;SG
rocket	rocket	rocket	rocket	PROPN	N;INDF;MASC;SG
kung	kung	kung	kung	PROPN	N;INDF;MASC;SG
esai	eseuri	esai	eseu	N;SG;ACT	N;INDF;FEM;PL
integral	integrale	integral	integral	N	ADJ;INDF;FEM;PL
integral	integrantă	integral	integrantă	N	ADJ;INDF;FEM;SG
integral	integrală	integral	integral	N	ADJ;INDF;FEM;SG
manik	maniaco	manik	maniaco	N	
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN
marcus	marcus	marcus	marcus	PROPN	N;INDF;MASC;SG
singer	cântăreață	singer	cântăreață	PROPN	N;INDF;FEM;SG
singer	singer	singer	singer	PROPN	N;INDF;MASC;SG
singer	cântăreț	singer	cântăreț	PROPN	N;INDF;MASC;SG
grant	subvenție	grant	subvenție	PROPN	N;INDF;FEM;SG
grant	grant	grant	grant	PROPN	N;INDF;MASC;SG
yun	yun	yun	yun	PROPN	PROPN
lingga	falus	lingga	falus	PROPN	N;INDF;MASC;SG
paten	brevete	paten	brevet	N;SG	N;INDF;FEM;PL
aria	aria	aria	arie	PROPN	N;DEF;FEM;SG
melukis	tablou	menlukis	tablou	V;SG;ACT	N;INDF;MASC;SG
melukis	vopsire	menlukis	vopsire	V;SG;ACT	N;INDF;FEM;SG
melukis	pictura	menlukis	pictură	V;SG;ACT	N;DEF;FEM;SG
melukis	pictură	menlukis	pictură	V;SG;ACT	N;INDF;FEM;SG
gao	gao	gao	gao	PROPN	PROPN
elektrik	electrice	elektrik	electric	N;SG	ADJ;INDF;FEM;PL
elektrik	electric	elektrik	electric	N;SG	ADJ;INDF;MASC;SG
elektrik	electrică	elektrik	electric	N;SG	ADJ;INDF;FEM;SG
dorongan	încurajări	dorongan	încurajare	N;SG	N;INDF;FEM;PL
dorongan	îndeamnă	dorongan	îndeamnă	N;SG	V;IND;3;PRS;FIN
mit	mit	mit	mit	PROPN	N;INDF;MASC;SG
penayangan	impresii	pentayangan	impresie	N;SG	N;INDF;FEM;PL
bis	bus	bis	bus	PROPN	N;INDF;MASC;SG
bis	autocar	bis	autocar	PROPN	N;INDF;MASC;SG
bis	autobuz	bis	autobuz	PROPN	N;INDF;MASC;SG
bis	autobuzul	bis	autobuz	PROPN	N;DEF;MASC;SG
bis	bis	bis	bis	PROPN	
bis	autobuze	bis	autobuz	PROPN	N;INDF;FEM;PL
bis	autobuzele	bis	autobuz	PROPN	N;DEF;FEM;PL
luksemburg	luxembourg	luksemburg	luxembourg	PROPN	N;INDF;MASC;SG
luksemburg	luxemburg	luksemburg	luxemburg	PROPN	N;INDF;MASC;SG
khmer	khmer	khmer	khmer	PROPN	N;INDF;MASC;SG
half	jumatate	half	jumata	PROPN	
half	jumate	half	juma	PROPN	
half	jumătate	half	jumătate	PROPN	N;INDF;FEM;SG
batin	interioară	batin	interior	N;SG	ADJ;INDF;FEM;SG
hand	mînă	hand	mînă	PROPN	N;INDF;FEM;SG
hand	mana	hand	mană	PROPN	N;DEF;FEM;SG
hand	mână	hand	mână	PROPN	N;INDF;FEM;SG
hand	mâna	hand	mână	PROPN	N;DEF;FEM;SG
christina	christina	christina	christina	PROPN	N;DEF;FEM;SG
gita	gita	gita	gita	PROPN	
konversi	conversii	konversi	conversie	N;SG	N;INDF;FEM;PL
konversi	convertesc	konversi	converta	N;SG	V;IND;PL;3;PRS;FIN
konversi	converti	konversi	converti	N;SG	V;IND;SG;3;PRS;FIN
konversi	convertit	konversi	converti	N;SG	ADJ;INDF;MASC;SG
sparta	sparta	sparta	spart	PROPN	
doctor	doctore	doctor	doctore	PROPN	
doctor	doctor	doctor	doctor	PROPN	N;INDF;MASC;SG
botani	botanică	botani	botanic	N;SG	ADJ;INDF;FEM;SG
botani	botanică	botani	botanic	N;SG	ADJ;INDF;FEM;SG
jingga	orange	jingga	orange	PROPN	N;INDF;MASC;SG
jingga	portocală	jingga	portocal	PROPN	N;INDF;FEM;SG
jingga	portocaliu	jingga	portocaliu	PROPN	ADV
jingga	portocalie	jingga	portocalie	PROPN	N;INDF;FEM;SG
toilet	toaletă	toilet	toaletă	PROPN;SG	N;INDF;FEM;SG
toilet	toaleta	toilet	toaletă	PROPN;SG	N;DEF;FEM;SG
toilet	wc	toilet	wc	PROPN;SG	N;INDF;MASC;SG
toilet	toaletele	toilet	toaletă	PROPN;SG	N;DEF;FEM;PL
toilet	toalete	toilet	toaletă	PROPN;SG	N;INDF;FEM;PL
cnn	cnn	cnn	cnn	PROPN	N;INDF;MASC;SG
marseille	marseille	marseille	marseillă	PROPN	N;DEF;FEM;SG
marseille	marsilia	marseille	marsilie	PROPN	PROPN
marseille	marsilia	marseille	marsilie	PROPN	PROPN
calvados	calvados	calvados	calvados	PROPN	N;INDF;FEM;SG
seung	seung	seung	seung	PROPN	N;INDF;MASC;SG
pembicara	boxe	penbicara	boxă	N;SG	N;INDF;FEM;PL
pembicara	difuzoare	penbicara	difuzoare	N;SG	N;INDF;FEM;PL
pembicara	vorbitori	penbicara	vorbitor	N;SG	N;INDF;MASC;PL
pembicara	vorbitor	penbicara	vorbitor	N;SG	ADJ;INDF;MASC;SG
pembicara	vorbitor	penbicara	vorbitor	N;SG	ADJ;INDF;MASC;SG
armstrong	armstrong	armstrong	armstrong	PROPN	PROPN
yakobus	james	yakobus	james	PROPN	PROPN
yakobus	iacov	yakobus	iacov	PROPN	PROPN
yakobus	iacob	yakobus	iacob	PROPN	PROPN
didorong	condus	didorong	conduce	V;SG;PASS	ADJ;INDF;MASC;SG
didorong	împins	didorong	împinge	V;SG;PASS	ADJ;INDF;MASC;SG
didorong	impins	didorong	impinge	V;SG;PASS	ADJ;INDF;MASC;SG
didorong	împinsă	didorong	împinge	V;SG;PASS	ADJ;INDF;FEM;SG
didorong	încurajat	didorong	încuraja	V;SG;PASS	ADJ;INDF;MASC;SG
didorong	incurajat	didorong	incuraja	V;SG;PASS	ADJ;INDF;MASC;SG
didorong	încurajate	didorong	încuraja	V;SG;PASS	ADJ;INDF;FEM;PL
didorong	încurajată	didorong	încuraja	V;SG;PASS	ADJ;INDF;FEM;SG
kesaksian	mărturii	kesaksian	mărturie	N;SG	N;INDF;FEM;PL
kesaksian	mărturii	kesaksian	mărturie	N;SG	N;INDF;FEM;PL
watson	watson	watson	watson	PROPN	PROPN
heat	caldura	heat	caldura	PROPN	N;DEF;FEM;SG
heat	heat	heat	heat	PROPN	N;INDF;MASC;SG
heat	căldură	heat	căldură	PROPN	N;INDF;FEM;SG
heat	căldura	heat	căldură	PROPN	N;DEF;FEM;SG
edwin	edwin	edwin	edwin	PROPN	PROPN
helen	helen	helen	helen	PROPN	PROPN
kuantum	cuantic	kuantum	cuantic	N;SG	ADJ;INDF;MASC;SG
kuantum	cuantice	kuantum	cuantic	N;SG	ADJ;INDF;FEM;PL
diy	diy	diy	diy	PROPN	N;INDF;MASC;SG
maryland	maryland	maryland	maryland	PROPN	N;INDF;MASC;SG
mekanika	mecanici	mekanika	mecanic	N;SG	ADJ;INDF;MASC;PL
mekanika	mecanicii	mekanika	mecanic	N;SG	N;DEF;MASC;PL
mekanika	mecanică	mekanika	mecanic	N;SG	ADJ;INDF;FEM;SG
mekanika	mecanice	mekanika	mecanic	N;SG	ADJ;INDF;FEM;PL
mekanika	mecanic	mekanika	mecanic	N;SG	ADJ;INDF;MASC;SG
mekanika	mecanică	mekanika	mecanic	N;SG	ADJ;INDF;FEM;SG
queens	reginele	queens	regină	PROPN	N;DEF;FEM;PL
queens	regine	queens	regine	PROPN	N;INDF;FEM;PL
queens	queens	queens	queens	PROPN	N;INDF;MASC;SG
hamzah	hamza	hamzah	hamză	PROPN	PROPN
mekar	blossom	mekar	blossom	PROPN	N;INDF;MASC;SG
mekar	bloom	mekar	bloom	PROPN	N;INDF;MASC;SG
mekar	înflorit	mekar	înflori	PROPN	ADJ;INDF;MASC;SG
steel	steel	steel	steel	PROPN	N;INDF;MASC;SG
steel	otel	steel	otel	PROPN	N;INDF;MASC;SG
steel	oțel	steel	oțel	PROPN	N;INDF;MASC;SG
bureau	biroul	bureau	birou	PROPN	N;DEF;MASC;SG
timah	tinichea	timah	tinichea	PROPN;SG	
timah	tin	timah	tin	PROPN;SG	V;IND;SG;3;PRS;FIN
timah	staniu	timah	staniu	PROPN;SG	N;INDF;MASC;SG
timah	tablă	timah	tablă	PROPN;SG	N;INDF;FEM;SG
germain	germain	germain	germain	PROPN	PROPN
berhala	idoli	berhala	idol	PROPN;SG	N;INDF;MASC;PL
berhala	idolii	berhala	idolie	PROPN;SG	N;DEF;MASC;PL
berhala	idolatrie	berhala	idolatrie	PROPN;SG	N;INDF;FEM;SG
diamond	diamond	diamond	diamond	PROPN	N;INDF;MASC;SG
diamond	diamantul	diamond	diamant	PROPN	N;DEF;MASC;SG
diamond	diamant	diamond	diamant	PROPN	N;INDF;MASC;SG
saga	saga	saga	sagă	PROPN	N;DEF;FEM;SG
dihadapi	înfruntat	dihadapi	înfrunta	V;SG;PASS	ADJ;INDF;MASC;SG
dihadapi	întâlnite	dihadapi	întâlni	V;SG;PASS	ADJ;INDF;FEM;PL
rick	rick	rick	rick	PROPN	PROPN
liberty	libertate	liberty	libertate	PROPN	N;INDF;FEM;SG
liberty	liberty	liberty	liberty	PROPN	N;INDF;MASC;SG
kanji	kanji	kanji	kanji	N	
faith	credinta	faith	credintă	PROPN	N;DEF;FEM;SG
faith	faith	faith	faith	PROPN	N;INDF;MASC;SG
faith	credința	faith	credință	PROPN	N;DEF;FEM;SG
faith	credință	faith	credință	PROPN	N;INDF;FEM;SG
renovasi	renovări	renovasi	renovare	N;SG	N;INDF;FEM;PL
renovasi	renovări	renovasi	renovare	N;SG	N;INDF;FEM;PL
gilbert	gilbert	gilbert	gilbert	PROPN	N;INDF;MASC;SG
tembak	trage	tembak	trage	N;SG;ACT	V;IND;SG;3;PRS;FIN
