ψωμί	pães	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;PL
βρύση	toca	βρύση	tocar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
ενδιαφέρεται	interessada	ενδιαφέρω	interessado	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;SG
ενδιαφέρεται	interessado	ενδιαφέρω	interessado	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG
ενδιαφέρεται	interessados	ενδιαφέρω	interessado	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;PL
ενδιαφέρεται	interessadas	ενδιαφέρω	interessado	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
ώθηση	impulsionar	ώθηση	impulsionar	N;ACC;FEM;SG	V;NFIN
λας	las	λος	elas	PROPN;NOM;MASC;SG	PRO;ACC;FEM;PL;3
λευκορωσία	bielorússia	λευκορωσία	bielorússia	PROPN;NOM;FEM;SG	N;FEM;SG
λευκορωσία	bielorrusso	λευκορωσία	bielorrusso	PROPN;NOM;FEM;SG	N;MASC;SG
λευκορωσία	bielorrússia	λευκορωσία	bielorrússia	PROPN;NOM;FEM;SG	N;FEM;SG
πλέγμα	malhas	πλέγμα	malha	N;NOM;NEUT;SG	N;FEM;PL
λένινγκραντ	leningrado	λένινγκραντ	leningrar		V;MASC;SG;V.PTCP
ντιέγκο	diego	ντιέγκο	diego		N;MASC;SG
ντιέγκο	diogo	ντιέγκο	diogo		N;MASC;SG
απεικονίζονται	retratado	απεικονίζω	retratado	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
μάνη	mani	μάνης	mani	PROPN;ACC;FEM;SG	N;MASC;SG
πρώτον	primeira	πρώτον	primeiro	ADV	ADJ;FEM;SG
πρώτον	primeiros	πρώτον	primeiro	ADV	ADJ;MASC;PL
ρυθμίσεις	configuração	ρύθμιση	configuração	N;NOM;FEM;PL	N;FEM;SG
ρυθμίσεις	configuração	ρύθμιση	configuração	N;NOM;FEM;PL	N;FEM;SG
δεκτός	aceitos	δεκτός	aceito	ADJ;NOM;MASC;SG	V;MASC;PL;V.PTCP
δεκτός	aceites	δεκτός	aceite	ADJ;NOM;MASC;SG	V;MASC;PL;V.PTCP
δεκτός	aceitado	δεκτός	aceitar	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
δεκτός	aceite	δεκτός	aceitar	ADJ;NOM;MASC;SG	INTJ
δεκτός	aceita	δεκτός	aceitar	ADJ;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
δεκτός	aceito	δεκτός	aceitar	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
κολύμβηση	nadar	κολύμβηση	nadar	N;ACC;FEM;SG	V;NFIN
ανέβηκαν	carregada	αναβέκω	carregar	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
ανέβηκαν	carregado	αναβέκω	carregar	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
ανέβηκαν	carregou	αναβέκω	carregar	V;PFV;IND;PL;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
καλοκαίρια	summers	καλοκαίριο	summer	N;NOM;NEUT;PL	N;MASC;SG
χρέος	dívidas	χρέος	dívida	N;NOM;NEUT;SG	N;FEM;PL
μειωμένη	diminuição	μειώνω	diminuição	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;FEM;SG
μειωμένη	reduzidos	μειώνω	reduzir	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
μειωμένη	reduzidas	μειώνω	reduzir	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
πιτ	pete	πιτ	pete		PROPN;MASC;SG
υπεύθυνοι	responsável	υπεύθυνος	responsável	ADJ;NOM;MASC;PL	ADJ;MASC;SG
βαυαρία	baviera	βαυαρία	baviera	PROPN;ACC;FEM;SG	N;FEM;SG
βαυαρία	bávaro	βαυαρία	bávaro	PROPN;ACC;FEM;SG	N;MASC;SG
βαυαρία	baviera	βαυαρία	baviera	PROPN;ACC;FEM;SG	N;FEM;SG
νεκρή	morto	νεκρός	morrer	N;NOM;FEM;SG	V;MASC;SG;V.PTCP
νεκρή	mortos	νεκρός	morto	N;NOM;FEM;SG	N;MASC;PL
σεβίλλη	sevilla	σεβίλλη	sevilla	PROPN;NOM;FEM;SG	N;MASC;SG
σεβίλλη	sevilha	σεβίλλη	sevilha	PROPN;NOM;FEM;SG	N;MASC;SG
κέρδος	lucros	κέρδος	lucro	N;NOM;NEUT;SG	N;MASC;PL
σιέρα	serra	σιέρα	serra	PROPN;NOM;FEM;SG	PROPN;MASC;SG
πολωνός	polonês	πολωνός	polonês	ADJ;NOM;MASC;SG	N;MASC;SG
πολωνός	polaco	πολωνός	polaco	ADJ;NOM;MASC;SG	N;MASC;SG
πολωνός	polonesa	πολωνός	polonesa	ADJ;NOM;MASC;SG	N;FEM;SG
θησαυρός	tesouros	θησαυρός	tesouro	N;NOM;MASC;SG	N;MASC;PL
λεπτή	magra	λεπτό	magro	ADJ;NOM;FEM;SG	N;FEM;SG
λεπτή	delgada	λεπτό	delgada	ADJ;NOM;FEM;SG	N;FEM;SG
λεπτή	finos	λεπτό	fino	ADJ;NOM;FEM;SG	N;MASC;PL
λεπτή	magra	λεπτό	magro	ADJ;NOM;FEM;SG	N;FEM;SG
λεπτή	delicadas	λεπτό	delicar	ADJ;NOM;FEM;SG	V;FEM;PL;V.PTCP
λεπτή	delicada	λεπτό	delicado	ADJ;NOM;FEM;SG	V;FEM;SG;V.PTCP
λεπτή	delicados	λεπτό	delicar	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP
λεπτή	delicado	λεπτό	delicar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
σουηδός	suecos	σουηδός	sueco	ADJ;NOM;MASC;SG	N;MASC;PL
σουηδός	sueco	σουηδός	sueco	ADJ;NOM;MASC;SG	N;MASC;SG
σουηδός	sueca	σουηδός	suecar	ADJ;NOM;MASC;SG	N;FEM;SG
σουηδός	sueco	σουηδός	sueco	ADJ;NOM;MASC;SG	N;MASC;SG
κερύνειας	cirénia	κερύνεια	cirénia	PROPN;GEN;FEM;SG	N;FEM;SG
σινά	sinai	σινά	sinai	PROPN;NOM;NEUT;SG	N;MASC;SG
αυτιά	ouvidos	αυτιό	ouvir	N;NOM;NEUT;PL	V;MASC;PL;V.PTCP
κατάρ	catar	κατάρ	catar		N;MASC;SG
κατάρ	qatar	κατάρ	qatar		N;MASC;SG
ευρεσιτεχνίας	patentes	ευρεσιτεχνία	patente	N;GEN;FEM;SG	N;MASC;PL
απόσπαση	publicar	απόσπαση	publicar	N;ACC;FEM;SG	V;NFIN
απόσπαση	postando	απόσπαση	postar	N;ACC;FEM;SG	V;V.MSDR
απόσπαση	postar	απόσπαση	postar	N;ACC;FEM;SG	V;NFIN
απόσπαση	publicando	απόσπαση	publicar	N;ACC;FEM;SG	V;V.MSDR
μαλαισία	malásia	μαλαισία	malásia	PROPN;NOM;FEM;SG	N;FEM;SG
μηχανήματα	maquinaria	μηχάνημα	maquinaria	N;NOM;NEUT;PL	N;FEM;SG
πληροφορική	informática	πληροφορικός	informática	ADJ;NOM;FEM;SG	N;FEM;SG
μίλερ	miller	μίλερ	miller		N;MASC;SG
μίλερ	muller	μίλερ	muller		N;MASC;SG
πυκνό	concentrado	πυκνός	concentrar	N;NOM;NEUT;SG	V;MASC;SG;V.PTCP
πυκνό	densa	πυκνός	denso	N;NOM;NEUT;SG	ADJ;FEM;SG
πυκνό	densas	πυκνός	denso	N;NOM;NEUT;SG	ADJ;FEM;PL
πυκνό	denso	πυκνός	denso	N;NOM;NEUT;SG	ADJ;MASC;SG
ύφασμα	tecidos	ύφασμα	tecido	N;NOM;NEUT;SG	N;MASC;PL
ύφασμα	tecidos	ύφασμα	tecido	N;NOM;NEUT;SG	N;MASC;PL
συμβουλή	conselhos	συμβουλής	conselho	N;NOM;FEM;SG	N;MASC;PL
καραμανλής	karamanlis	καραμανλής	karamanlis	N;NOM;MASC;SG	N;MASC;PL
άνταμς	adams	άνταμς	adar	PROPN;NOM;MASC;SG	N;MASC;SG
ήξερε	sabia	θέρω	saber	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
ήξερε	conhecia	θέρω	conhecer	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
ήξερε	sabiam	θέρω	saber	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
θυγατρική	subsidiária	θυγατρικός	subsidiária	ADJ;NOM;FEM;SG	N;FEM;SG
θυγατρική	filial	θυγατρικός	filial	ADJ;NOM;FEM;SG	N;FEM;SG
διαφυγής	escapar	διαφυγή	escapar	N;GEN;FEM;SG	V;NFIN
ρομπ	rob	ρομπ	rob		N;MASC;SG
ρομπ	roubar	ρομπ	roubar		V;NFIN
νευρικό	nervoso	νευρικός	nervoso	ADJ;NOM;NEUT;SG	N;MASC;SG
νευρικό	nervosos	νευρικός	nervoso	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σουηδική	suecos	σουηδικός	sueco	ADJ;NOM;FEM;SG	N;MASC;PL
σουηδική	sueco	σουηδικός	sueco	ADJ;NOM;FEM;SG	N;MASC;SG
σουηδική	sueca	σουηδικός	suecar	ADJ;NOM;FEM;SG	N;FEM;SG
τρένο	treinar	τρένο	treinar	N;NOM;NEUT;SG	V;NFIN
τρένο	comboios	τρένο	comboio	N;NOM;NEUT;SG	N;MASC;PL
αιθιοπίας	etíope	αιθιοπία	etíope	PROPN;GEN;FEM;SG	N;MASC;SG
αιθιοπίας	etiópia	αιθιοπία	etiópia	PROPN;GEN;FEM;SG	N;FEM;SG
κιριμπάτι	kiribati	κιριμπάτι	kiribati		N;FEM;SG
στυλιανός	estiliano	στυλιανός	estiliano	ADJ;NOM;MASC;SG	N;MASC;SG
βολιβία	bolívia	βολιβία	bolívia	PROPN;ACC;FEM;SG	N;FEM;SG
μεσαίο	meados	μεσαίος	meado	N;NOM;NEUT;SG	N;MASC;PL
μεσαίο	médio	μεσαίος	médio	N;NOM;NEUT;SG	ADJ;MASC;SG
μεσαίο	meio	μεσαίος	meio	N;NOM;NEUT;SG	ADV
μεσαίο	médio	μεσαίος	médio	N;NOM;NEUT;SG	ADJ;MASC;SG
μεσαίο	meio	μεσαίος	meio	N;NOM;NEUT;SG	ADV
κάμερον	cameron	κάμερον	cameron	PROPN;NOM;MASC;SG	N;MASC;SG
θεώρηση	vistos	θεώρηση	ver	N;ACC;FEM;SG	V;MASC;PL;V.PTCP
θεώρηση	visa	θεώρηση	visar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
θεώρηση	visto	θεώρηση	ver	N;ACC;FEM;SG	PROPN;MASC;SG;V.PTCP
θεώρηση	vistos	θεώρηση	ver	N;ACC;FEM;SG	V;MASC;PL;V.PTCP
φόβος	temer	φόβος	temer	N;NOM;MASC;SG	V;NFIN
κολωνία	colônia	κολωνία	colônia	PROPN;ACC;FEM;SG	N;FEM;SG
κολωνία	colónia	κολωνία	colónia	PROPN;ACC;FEM;SG	N;FEM;SG
περίχωρα	periferia	περίχωρα	periferia	N;NOM;NEUT;PL	N;FEM;SG
τροχιές	orbita	τροχιά	orbita	N;NOM;FEM;PL	N;FEM;SG
καζάν	kazan	καζάν	kazan		N;MASC;SG
κατάθλιψη	depressivo	κατάθλιψη	depressivo	N;ACC;FEM;SG	ADJ;MASC;SG
κατάθλιψη	deprimida	κατάθλιψη	deprimido	N;ACC;FEM;SG	ADJ;FEM;SG
κατάθλιψη	deprimido	κατάθλιψη	deprimir	N;ACC;FEM;SG	ADJ;MASC;SG
φανερό	obvio	φανερός	obvio	ADJ;NOM;NEUT;SG	ADV
επιβάλει	imponha	επιβάζω	impor	V;PFV;IND;SG;3;FIN;ACT	V;SBJV;SG;3;PRS;FIN
λοιπά	outro	λοιπός	outro	ADV	PRO;MASC;SG
λοιπά	outros	λοιπός	outro	ADV	PRO;MASC;PL
λοιπά	outras	λοιπός	outro	ADV	PRO;FEM;PL
λοιπά	outra	λοιπός	outro	ADV	PRO;FEM;SG
άλεν	allen	άλεν	allen		N;MASC;SG
αλεξέι	alexei	αλεξέι	alexar	PROPN;NOM;MASC;SG	N;MASC;SG
παρατηρητή	observadora	παρατηρητής	observador	N;ACC;MASC;SG	ADJ;FEM;SG
παρατηρητή	observadores	παρατηρητής	observador	N;ACC;MASC;SG	N;MASC;PL
βαρβάρα	varvara	βαρβάρα	varvar	PROPN;NOM;FEM;SG	V;IND;SG;3;FIN
εκδηλώθηκε	manifestadas	εκδηλώνω	manifestar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
χρήστο	christo	χρήστος	christo	PROPN;ACC;MASC;SG	N;MASC;SG
σκληρός	crueldade	σκληρός	crueldade	ADJ;NOM;MASC;SG	N;FEM;SG
σκληρός	cruéis	σκληρός	cruel	ADJ;NOM;MASC;SG	ADJ;MASC;PL
σκληρός	hard	σκληρός	hard	ADJ;NOM;MASC;SG	N;MASC;SG
σκληρός	dura	σκληρός	durar	ADJ;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
σκληρός	durão	σκληρός	durão	ADJ;NOM;MASC;SG	N;MASC;SG
κατανοητό	percebido	κατανοητός	perceber	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
κατανοητό	entendido	κατανοητός	entender	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
κατανοητό	entendi	κατανοητός	entender	ADJ;NOM;NEUT;SG	V;IND;SG;1;PST;FIN
κατανοητό	entendeu	κατανοητός	entender	ADJ;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
κατανοητό	compreendido	κατανοητός	compreender	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
κατανοητό	compreendeu	κατανοητός	compreender	ADJ;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
κατανοητό	compreensíveis	κατανοητός	compreensível	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
αλβανική	albanês	αλβανικός	albanês	ADJ;NOM;FEM;SG	N;MASC;SG
αλβανική	albaneses	αλβανικός	albanês	ADJ;NOM;FEM;SG	N;MASC;PL
αλβανική	albânia	αλβανικός	albânia	ADJ;NOM;FEM;SG	N;FEM;SG
αλβανική	albanesa	αλβανικός	albanês	ADJ;NOM;FEM;SG	N;FEM;SG
αναγκαίο	necessários	αναγκαίος	necessário	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
αναγκαίο	necessario	αναγκαίος	necessario	ADJ;NOM;NEUT;SG	N;MASC;SG
επιβίωση	sobreviver	επιβίωση	sobreviver	N;ACC;FEM;SG	V;NFIN
επιβίωση	sobrevive	επιβίωση	sobreviver	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
επιβίωση	sobrevivem	επιβίωση	sobreviver	N;ACC;FEM;SG	V;IND;PL;3;PRS;FIN
επιβίωση	sobreviva	επιβίωση	sobrevivo	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
ερυθρά	rubéola	ερυθρός	rubéola	PROPN;NOM;NEUT;SG	N;FEM;SG
γιορκ	york	γιορκ	york		N;MASC;SG
γιορκ	iorque	γιορκ	iorque		N;FEM;SG
λιλ	lil	λιλ	lil		N;MASC;SG
λιλ	lille	λιλ	lille		N;MASC;SG
εξαιρετικό	excelentes	εξαιρετικός	excelente	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
εξαιρετικό	requintado	εξαιρετικός	requintar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
εξαιρετικό	requintada	εξαιρετικός	requintar	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
ομάν	omã	ομάν	omã		N;MASC;SG
πρόσθεση	adicionando	πρόσθεση	adicionar	N;NOM;FEM;SG	V;V.MSDR
πρόσθεση	acrescentando	πρόσθεση	acrescentar	N;NOM;FEM;SG	V;V.MSDR
φίλτρο	filtrar	φίλτρο	filtrar	N;NOM;NEUT;SG	V;NFIN
φίλτρο	filtros	φίλτρο	filtro	N;NOM;NEUT;SG	N;MASC;PL
ηγούμενος	prior	ηγούμενος	prior	ADJ;NOM;MASC;SG	N;MASC;SG
ηγούμενος	abade	ηγούμενος	abade	ADJ;NOM;MASC;SG	N;MASC;SG
ομπάμα	obama	ομπάμα	obama	PROPN;NOM;MASC;SG	N;MASC;SG
προσέλαβε	contratados	προσελαμβάνω	contratar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
καραϊβική	caribe	καραϊβικός	caribe	ADJ;NOM;FEM;SG	N;MASC;SG
καραϊβική	caraíbas	καραϊβικός	caraíba	ADJ;NOM;FEM;SG	N;FEM;PL
μεταμόρφωση	transformações	μεταμόρφωση	transformação	N;NOM;FEM;SG	N;FEM;PL
μεταμόρφωση	transforme	μεταμόρφωση	transformer	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
μεταμόρφωση	transformada	μεταμόρφωση	transformar	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
μεταμόρφωση	transformar	μεταμόρφωση	transformar	N;NOM;FEM;SG	V;NFIN
μεταμόρφωση	transforma	μεταμόρφωση	transformar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
θεμελιώδη	fundamental	θεμελιώδη	fundamental	ADV	ADJ;MASC;SG
θεμελιώδη	fundamentais	θεμελιώδη	fundamental	ADV	N;MASC;PL
κίεβο	kiev	κίεβος	kiev	PROPN;NOM;NEUT;SG	N;MASC;SG
βρείτε	encontre	βρίσκω	encontre	V;PFV;IMP;PL;2;FIN;ACT	V;SBJV;SG;3;PRS;FIN
βρείτε	encontra	βρίσκω	encontrar	V;PFV;IMP;PL;2;FIN;ACT	V;IND;SG;3;PRS;FIN
δίωξη	perseguições	δίωξη	perseguição	N;ACC;FEM;SG	N;FEM;PL
κλασικά	clássicos	κλασικός	clássico	ADV	N;MASC;PL
κλασικά	clássica	κλασικός	clássico	ADV	N;FEM;SG
κλασικά	clássicos	κλασικός	clássico	ADV	N;MASC;PL
κλασικά	clássicas	κλασικός	clássico	ADV	N;FEM;PL
κλασικά	clássico	κλασικός	clássico	ADV	N;MASC;SG
κλασικά	clássica	κλασικός	clássico	ADV	N;FEM;SG
κλασικά	clássicos	κλασικός	clássico	ADV	N;MASC;PL
κλασικά	classic	κλασικός	classic	ADV	N;MASC;SG
κλασικά	clássico	κλασικός	clássico	ADV	N;MASC;SG
δυναμικά	dinâmico	δυναμικά	dinâmico	ADV	ADJ;MASC;SG
δυναμικά	dinâmicos	δυναμικά	dinâmico	ADV	ADJ;MASC;PL
δυναμικά	dinâmicas	δυναμικά	dinâmica	ADV	N;FEM;PL
δυναμικά	dynamic	δυναμικά	dynamic	ADV	N;MASC;SG
δυναμικά	dinâmica	δυναμικά	dinâmica	ADV	N;FEM;SG
ήθη	moral	ήθη	moral	N;NOM;NEUT;PL	N;FEM;SG
άντι	andie	άντι	andie		N;FEM;SG
άντι	andi	άντι	andi		N;MASC;SG
άντι	andy	άντι	andy		N;MASC;SG
άντι	addy	άντι	addy		N;MASC;SG
τεχνικός	técnico	τεχνικός	técnico	ADJ;NOM;MASC;SG	N;MASC;SG
χτύπησε	bate	χτυπώ	bater	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
χτύπησε	hit	χτυπώ	hit	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
μεμβράνη	filmes	μεμβράνη	filme	N;NOM;FEM;SG	N;MASC;PL
μεμβράνη	películas	μεμβράνη	película	N;NOM;FEM;SG	N;FEM;PL
βεβαιότητα	certezas	βεβαιότητα	certeza	N;ACC;FEM;SG	N;FEM;PL
παράλληλες	paralelo	παράλληλος	paralelo	ADJ;NOM;FEM;PL	N;MASC;SG
παράλληλες	paralelas	παράλληλος	paralelo	ADJ;NOM;FEM;PL	N;FEM;PL
παράλληλες	paralelos	παράλληλος	paralelo	ADJ;NOM;FEM;PL	N;MASC;PL
παράλληλες	paralela	παράλληλος	paralelo	ADJ;NOM;FEM;PL	N;FEM;SG
αλφαβητική	alfabética	αλφαβητικός	alfabético	ADJ;NOM;FEM;SG	N;FEM;SG
αποκαλύπτεται	revelados	αποκαλύπτω	revelar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
αποκαλύπτεται	reveladas	αποκαλύπτω	revelar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
αποκαλύπτεται	revelou	αποκαλύπτω	revelar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
πέταξε	fly	πετώ	fly	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
πέταξε	voe	πετώ	voe	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
πέταξε	mosca	πετώ	mosco	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
πέταξε	voa	πετώ	voa	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
πέταξε	voaram	πετώ	voar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
αριζόνα	arizona	αριζόνα	arizonar	PROPN;NOM;NEUT;SG	N;MASC;SG
τίτο	tito	τίτος	tito		N;MASC;SG
αύριο	amanha	αύριο	amanha	ADV	INTJ
αιγύπτιοι	egípcios	αιγύπτιος	egípcio	ADJ;NOM;MASC;PL	N;MASC;PL
ιόντων	íon	ιόντος	íon	N;GEN;NEUT;PL	N;MASC;SG
μεταφέρονται	transportado	μεταφέρω	transportar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
μεταφέρονται	transportada	μεταφέρω	transportar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
συντελεστής	classifique	συντελεστής	classificar	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
μισά	metades	μισό	metade	ADV	N;FEM;PL
μισά	metade	μισό	metade	ADV	N;FEM;SG
μισά	meia	μισό	meia	ADV	N;FEM;SG
μισά	half	μισό	half	ADV	N;MASC;SG
επιβεβαιώθηκε	confirmaram	επιβεβαιώνω	confirmar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PL;3;FIN
επιβεβαιώθηκε	confirmados	επιβεβαιώνω	confirmar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
παλέρμο	palermo	παλέρμο	palermo	PROPN;NOM;NEUT;SG	N;MASC;SG
ρητορική	retórica	ρητορικός	retórica	ADJ;NOM;FEM;SG	N;FEM;SG
ρητορική	retórica	ρητορικός	retórica	ADJ;NOM;FEM;SG	N;FEM;SG
επιδαύρου	epidauro	επίδαυρος	epidauro	PROPN;GEN;MASC;SG	N;MASC;SG
διαφορική	diferencial	διαφορικός	diferencial	ADJ;NOM;FEM;SG	N;MASC;SG
διαφορική	diferenciais	διαφορικός	diferencial	ADJ;NOM;FEM;SG	N;MASC;PL
εβραϊκό	judaica	εβραϊκός	judaica	ADJ;NOM;NEUT;SG	N;FEM;SG
εβραϊκό	judeus	εβραϊκός	judeu	ADJ;NOM;NEUT;SG	N;MASC;PL
εβραϊκό	judia	εβραϊκός	judia	ADJ;NOM;NEUT;SG	N;FEM;SG
εβραϊκό	judeu	εβραϊκός	judeu	ADJ;NOM;NEUT;SG	N;MASC;SG
εβραϊκό	judaico	εβραϊκός	judaico	ADJ;NOM;NEUT;SG	N;MASC;SG
εβραϊκό	hebraico	εβραϊκός	hebraico	ADJ;NOM;NEUT;SG	N;MASC;SG
εβραϊκό	hebraica	εβραϊκός	hebraica	ADJ;NOM;NEUT;SG	N;FEM;SG
εβραϊκό	hebreu	εβραϊκός	hebreu	ADJ;NOM;NEUT;SG	N;MASC;SG
εβραϊκό	hebreus	εβραϊκός	hebreu	ADJ;NOM;NEUT;SG	N;MASC;PL
δημιουργό	criadora	δημιουργός	criadora	N;ACC;MASC;SG	ADJ;FEM;SG
ακριβείς	precisos	ακριβής	preciso	N;NOM;FEM;PL	ADJ;MASC;PL
ακριβείς	exato	ακριβής	exato	N;NOM;FEM;PL	N;MASC;SG
ευγενή	noble	ευγενής	noble	ADV	N;MASC;SG
ευγενή	nobres	ευγενής	nobre	ADV	N;MASC;PL
ευγενή	nobre	ευγενής	nobre	ADV	N;MASC;SG
δίδυμο	gêmeos	δίδυμο	gêmeo	N;NOM;MASC;SG	N;MASC;PL
δίδυμο	gêmeas	δίδυμο	gêmea	N;NOM;MASC;SG	N;FEM;PL
ουάσιγκτον	washington	ουάσιγκτον	washington		N;MASC;SG
γαλάζιο	azuis	γαλάζιος	azul	N;NOM;NEUT;SG	N;MASC;PL
ερωμένη	amante	ερώνω	amante	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;MASC;SG
ερωμένη	patroa	ερώνω	patroa	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;FEM;SG
ερωμένη	amante	ερώνω	amante	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;MASC;SG
ερωμένη	lover	ερώνω	lover	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;MASC;SG
τήνου	tinos	τήνος	tino	PROPN;GEN;FEM;SG	N;MASC;PL
καύση	queime	καύση	queime	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
καύση	queimar	καύση	queimar	N;NOM;FEM;SG	V;NFIN
καύση	queimando	καύση	queimar	N;NOM;FEM;SG	V;V.MSDR
καύση	queimar	καύση	queimar	N;NOM;FEM;SG	V;NFIN
λετονίας	letónia	λετονία	letónia	PROPN;GEN;FEM;SG	N;FEM;SG
λετονίας	letônia	λετονία	letônia	PROPN;GEN;FEM;SG	N;FEM;SG
υπόγειο	subterrâneo	υπόγειο	subterrâneo	N;NOM;NEUT;SG	ADJ;MASC;SG
υπόγειο	subterrâneos	υπόγειο	subterrâneo	N;NOM;NEUT;SG	N;MASC;PL
αντίστροφο	inverter	αντίστροφος	inverter	N;NOM;NEUT;SG	V;NFIN
αντίστροφο	reverter	αντίστροφος	reverter	N;NOM;NEUT;SG	V;NFIN
ίντερνετ	internet	ίντερνετ	internet		N;FEM;SG
πεκίνο	beijing	πεκίνο	beijing		N;MASC;SG
πεκίνο	pequim	πεκίνο	pequim		N;MASC;SG
πεκίνο	pequim	πεκίνο	pequim		N;MASC;SG
κρύο	frios	κρύο	frio	N;NOM;NEUT;SG	N;MASC;PL
ψηφοφόροι	eleitores	ψηφοφόρος	eleitor	ADJ;NOM;MASC;PL	N;MASC;PL
ψηφοφόροι	votantes	ψηφοφόρος	votante	ADJ;NOM;MASC;PL	N;MASC;PL
διάλογος	dialogar	διάλογος	dialogar	N;NOM;MASC;SG	V;NFIN
διάλογος	diálogos	διάλογος	diálogo	N;NOM;MASC;SG	N;MASC;PL
αντάντ	adad	αντάντ	adad		N;MASC;SG
τατζικιστάν	tajiquistão	τατζικιστάν	tajiquistão		N;MASC;SG
σάιμον	simon	σάιμον	simon	PROPN;NOM;MASC;SG	N;MASC;SG
σάιμον	simão	σάιμον	simão	PROPN;NOM;MASC;SG	N;MASC;SG
σάιμον	simón	σάιμον	simón	PROPN;NOM;MASC;SG	N;MASC;SG
ισλαμικό	islâmica	ισλαμικός	islâmico	ADJ;NOM;NEUT;SG	N;FEM;SG
ισλαμικό	islâmicos	ισλαμικός	islâmico	ADJ;NOM;NEUT;SG	N;MASC;PL
ισλαμικό	islâmicas	ισλαμικός	islâmico	ADJ;NOM;NEUT;SG	N;FEM;PL
