pietro	pietro	pietro	pietro	PROPN;NOM;SG	N;MASC;SG
vahvistettu	confirmada	vahvistaa	confirmado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
vahvistettu	comprobada	vahvistaa	comprobado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
vahvistettu	verificado	vahvistaa	verificar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
vahvistettu	verificada	vahvistaa	verificado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
vahvistettu	verificadas	vahvistaa	verificado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
vahvistettu	comprobado	vahvistaa	comprobar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
vahvistettu	reforzado	vahvistaa	reforzado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
vahvistettu	reforzados	vahvistaa	reforzado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
vahvistettu	reforzadas	vahvistaa	reforzado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
vahvistettu	reforzada	vahvistaa	reforzado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
suvi	summer	suvi	summer	PROPN;NOM;SG	N
suvi	verano	suvi	verano	PROPN;NOM;SG	N;MASC;SG
täytä	rellena	täyttää	rellenar	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
täytä	llena	täyttää	lleno	V;IMP;SG;2;FIN;ACT	ADJ;FEM;SG
täytä	relleno	täyttää	relleno	V;IMP;SG;2;FIN;ACT	N;MASC;SG
muslimien	musulmana	muslimi	musulmán	N;GEN;PL	ADJ;FEM;SG
muslimien	musulmán	muslimi	musulmán	N;GEN;PL	N;MASC;SG
muslimien	musulmana	muslimi	musulmán	N;GEN;PL	ADJ;FEM;SG
muslimien	musulmán	muslimi	musulmán	N;GEN;PL	N;MASC;SG
benny	benito	benny	benito	PROPN;NOM;SG	
benny	benny	benny	benny	PROPN;NOM;SG	N;MASC;SG
joulukuu	dec	joulukuu	dec	N;NOM;SG	
joulukuu	dic	joulukuu	decir	N;NOM;SG	
fyysinen	físicas	fyysinen	físico	ADJ;NOM;SG	ADJ;FEM;PL
fyysinen	físicos	fyysinen	físico	ADJ;NOM;SG	ADJ;MASC;PL
hullu	locos	hullu	loco	ADJ;NOM;SG	ADJ;MASC;PL
hullu	crazy	hullu	crazy	ADJ;NOM;SG	N;MASC;SG
hullu	locura	hullu	locura	ADJ;NOM;SG	N;FEM;SG
hullu	locos	hullu	loco	ADJ;NOM;SG	ADJ;MASC;PL
hullu	mad	hullu	mad	ADJ;NOM;SG	N
vaihteli	variada	vaihdella	variado	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
vaihteli	variado	vaihdella	variado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
vaihteli	variados	vaihdella	variado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
vaihteli	variadas	vaihdella	variado	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
lyon	lyon	lyoda	lyon		N;MASC;SG
neuvoa	consultiva	neuvo	consultiva	N;PRT;SG	ADJ;FEM;SG
neuvoa	asesorar	neuvo	asesorar	N;PRT;SG	V;NFIN
yhdistyvät	combina	yhdistyä	combinar	V;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
helge	helge	helge	helge	PROPN;NOM;SG	N;SG
foster	foster	foster	foster	PROPN;NOM;SG	N;SG
sotilaallinen	ejército	sotilaallinen	ejército	ADJ;NOM;SG	N;MASC;SG
sotilaallinen	militares	sotilaallinen	militar	ADJ;NOM;SG	N;PL
kokonainen	enteras	kokonainen	entero	ADJ;NOM;SG	ADJ;FEM;PL
kokonainen	enteros	kokonainen	entero	ADJ;NOM;SG	ADJ;MASC;PL
kokonainen	enteras	kokonainen	entero	ADJ;NOM;SG	ADJ;FEM;PL
kokonainen	enteros	kokonainen	entero	ADJ;NOM;SG	ADJ;MASC;PL
kuori	pelar	kuori	pelar	N;NOM;SG	V;NFIN
muokattu	editado	muokata	editado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
muokattu	editada	muokata	editado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
muokattu	modificada	muokata	modificado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
muokattu	modificados	muokata	modificado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
muokattu	modificadas	muokata	modificar	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
muokattu	modificado	muokata	modificado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
eronnut	dimitido	erota	dimitir	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
eronnut	divorciada	erota	divorciado	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
eronnut	divorciados	erota	divorciado	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
eronnut	divorciadas	erota	divorciado	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
eronnut	divorciado	erota	divorciado	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
irina	irina	irina	irina	PROPN;NOM;SG	N;FEM;SG
sovittu	acordado	sopia	acordado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
sovittu	acordadas	sopia	acordado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
sovittu	convenido	sopia	convenido	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
alexandre	alexandre	alexandre	alexandre	N;NOM;SG	PROPN
azerbaidžanin	azerbaiyán	azerbaidžan	azerbaiyán	N;GEN;SG	ADJ;FEM;SG
viola	viola	viola	violar	N;NOM;SG	V;IND;SG;3;PRS;FIN
osallisena	implicados	osallinen	implicado	ADJ;FRML;SG	ADJ;MASC;PL;V.PTCP
osallisena	involucrados	osallinen	involucrado	ADJ;FRML;SG	ADJ;MASC;PL;V.PTCP
vertaa	compare	vertaa	comparar	V;IMP;SG;2;FIN;ACT	V;IMP;SG;3;FIN
vertaa	comparación	vertaa	comparación	V;IMP;SG;2;FIN;ACT	N;FEM;SG
vertaa	compara	vertaa	comparar	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
une	une	uni	unir		V;IND;SG;3;PRS;FIN
yritetty	intentado	yrittää	intentar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
yritetty	probado	yrittää	probado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
gregory	gregorio	gregory	gregorio	PROPN;NOM;SG	N;MASC;SG
lil	lil	lil	lil	PROPN;NOM;SG	N
kehittyivät	evolucionado	kehittyä	evolucionar	V;IND;PL;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
kehittyivät	evolucionó	kehittyä	evolucionar	V;IND;PL;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
asukas	residentes	asukas	residente	N;NOM;SG	N;PL
martínez	martínez	martínez	martínez	PROPN;NOM;SG	N;MASC;SG
kaivos	míos	kaivos	mío	N;NOM;SG	PRO;MASC;PL;2
kaivos	mio	kaivos	mio	N;NOM;SG	INTJ
kaivos	mías	kaivos	mío	N;NOM;SG	PRO;FEM;PL;2
kaivos	mío	kaivos	mío	N;NOM;SG	PRO;MASC;SG;1
kaivos	mía	kaivos	mía	N;NOM;SG	DET;FEM;SG;1
italialaiset	italiana	italia#lainen	italiano	N;NOM;PL	ADJ;FEM;SG
italialaiset	italiano	italia#lainen	italiano	N;NOM;PL	N;MASC;SG
esp	esp	esp	espe	N;NOM;SG	
virheellinen	incorrectos	virheellinen	incorrecto	ADJ;NOM;SG	ADJ;MASC;PL
virheellinen	incorrectas	virheellinen	incorrecto	ADJ;NOM;SG	ADJ;FEM;PL
virheellinen	inválidos	virheellinen	inválido	ADJ;NOM;SG	ADJ;MASC;PL
kokemuksia	experiencia	kokemus	experiencia	N;PRT;PL	N;FEM;SG
hiiri	ratones	hiiri	ratón	N;NOM;SG	N;MASC;PL
työntekijä	empleada	työ#tekijä	empleado	N;NOM;SG	ADJ;FEM;SG;V.PTCP
työntekijä	empleados	työ#tekijä	empleado	N;NOM;SG	N;MASC;PL
työntekijä	asalariado	työ#tekijä	asalariado	N;NOM;SG	ADJ;MASC;SG;V.PTCP
työntekijä	empleado	työ#tekijä	empleado	N;NOM;SG	ADJ;MASC;SG;V.PTCP
työntekijä	trabajadora	työ#tekijä	trabajador	N;NOM;SG	ADJ;FEM;SG
julkiset	público	julkinen	público	ADJ;NOM;PL	N;MASC;SG
julkiset	publico	julkinen	publico	ADJ;NOM;PL	ADJ;MASC;SG
henkilökohtaista	personales	henkilö#kohtainen	personal	ADJ;PRT;SG	ADJ;PL
hal	hal	hal	hal	PROPN;NOM;SG	PROPN
häät	boda	häät	boda	N;NOM;PL	N;FEM;SG
häät	casamiento	häät	casamiento	N;NOM;PL	N;MASC;SG
freeman	freeman	freema	freemar	N;NOM;SG	PROPN
virus	viral	virus	viral	N;NOM;SG	ADJ;SG
virus	virales	virus	viral	N;NOM;SG	ADJ;PL
hyväksytään	aceptación	hyväksyä	aceptación	V;IND;PRS;FIN;PASS	N;FEM;SG
hyväksytään	aceptadas	hyväksyä	aceptado	V;IND;PRS;FIN;PASS	ADJ;FEM;PL;V.PTCP
hyväksytään	aceptados	hyväksyä	aceptar	V;IND;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
hyväksytään	aceptada	hyväksyä	aceptado	V;IND;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
hyväksytään	aceptado	hyväksyä	aceptado	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
ehdokkaat	nominados	ehdokas	nominado	N;NOM;PL	ADJ;MASC;PL;V.PTCP
paineen	presiones	paine	presión	N;GEN;SG	N;FEM;PL
saatavissa	disponible	saada	disponible	V;IN+ESS;PL;V.PTCP;PASS	ADJ;SG
saatavissa	disponibles	saada	disponible	V;IN+ESS;PL;V.PTCP;PASS	ADJ;PL
arvostelut	reseña	arvostelu	reseñar	N;NOM;PL	N;FEM;SG
esitelty	destacada	esitellä	destacado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
esitelty	destacado	esitellä	destacado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
esitelty	destacados	esitellä	destacado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
esitelty	destacadas	esitellä	destacado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
esitelty	presentado	esitellä	presentado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
esitelty	presentada	esitellä	presentado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
esitelty	presentados	esitellä	presentado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
iskut	ataca	isku	atacar	N;NOM;PL	V;IND;SG;3;PRS;FIN
iskut	sacudidas	isku	sacudido	N;NOM;PL	ADJ;FEM;PL;V.PTCP
matias	matias	matias	matio	N;NOM;SG	
pelkää	temor	pelätä	temor	V;IMP;SG;2;FIN;ACT	N;MASC;SG
pelkää	miedo	pelätä	miedo	V;IMP;SG;2;FIN;ACT	N;MASC;SG
pelkää	fear	pelätä	fear	V;IMP;SG;2;FIN;ACT	N
haastoi	desafiado	haastaa	desafiado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
schmidt	schmidt	schmidt	schmidt	PROPN;NOM;SG	PROPN
pahin	peores	paha	peor	ADJ;NOM;RL;SG	ADJ;PL
pahin	peor	paha	peor	ADJ;NOM;RL;SG	ADV
puhkesi	estallido	puhketa	estallido	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
puhkesi	ráfaga	puhketa	ráfaga	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
puhkesi	reventado	puhketa	reventar	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
arne	arne	arne	arne	PROPN;NOM;SG	PROPN
suhteellinen	pariente	suhteellinen	pariente	ADJ;NOM;SG	N;SG
suhteellinen	proporcionales	suhteellinen	proporcional	ADJ;NOM;SG	ADJ;PL
uros	masculino	uros	masculino	N;NOM;SG	ADJ;MASC;SG
uros	machos	uros	macho	N;NOM;SG	N;MASC;PL
beck	beck	beck	beck	PROPN;NOM;SG	PROPN
täydet	lleno	täysi	lleno	ADJ;NOM;PL	ADJ;MASC;SG
täydet	full	täysi	full	ADJ;NOM;PL	INTJ
täydet	llena	täysi	lleno	ADJ;NOM;PL	ADJ;FEM;SG
täydet	plena	täysi	pleno	ADJ;NOM;PL	ADJ;FEM;SG
täydet	completo	täysi	completo	ADJ;NOM;PL	ADJ;MASC;SG
epäillään	presuntos	epäillä	presunto	V;IND;PRS;FIN;PASS	ADJ;MASC;PL
epäillään	sospechado	epäillä	sospechar	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
epäillään	sospechosa	epäillä	sospechoso	V;IND;PRS;FIN;PASS	ADJ;FEM;SG
epäillään	sospechoso	epäillä	sospechoso	V;IND;PRS;FIN;PASS	ADJ;MASC;SG
epäillään	sospecha	epäillä	sospecha	V;IND;PRS;FIN;PASS	N;FEM;SG
olennainen	integrales	olennainen	integral	ADJ;NOM;SG	ADJ;PL
olennainen	esenciales	olennainen	esencial	ADJ;NOM;SG	ADJ;PL
olennainen	imprescindibles	olennainen	imprescindible	ADJ;NOM;SG	ADJ;PL
sijoitti	invertidos	sijoittaa	invertido	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
sijoitti	invertido	sijoittaa	invertido	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
nähtävyydet	atractivos	nähtävyys	atractivo	N;NOM;PL	ADJ;MASC;PL
nähtävyydet	turismo	nähtävyys	turismo	N;NOM;PL	N;MASC;SG
lentävä	flying	lentää	flying	V;NOM;SG;V.PTCP;ACT	N;SG
lentävä	vuelo	lentää	vuelo	V;NOM;SG;V.PTCP;ACT	N;MASC;SG
häviää	pierden	hävitä	perder	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
häviää	pierda	hävitä	perder	V;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;3;FIN
häviää	pierdo	hävitä	perder	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
liiketoiminnan	negocios	liike#toiminta	negocio	N;GEN;SG	N;MASC;PL
kyle	kyle	kyle	kyle	PROPN;NOM;SG	N;SG
mann	mann	manta	mann	PROPN;NOM;SG	PROPN
kysyi	pregunté	kysyä	preguntar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
kysyi	preguntado	kysyä	preguntado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
gmbh	gmbh	gmbh	gmbh	PROPN;NOM;SG	PROPN
yksityiskohtia	detalle	yksityis#kohta	detalle	N;PRT;PL	N;MASC;SG
saatavana	disponible	saada	disponible	V;FRML;SG;V.PTCP;PASS	ADJ;SG
saatavana	disponibles	saada	disponible	V;FRML;SG;V.PTCP;PASS	ADJ;PL
svensk	svensk	svensk	svensk	N;NOM;SG	PROPN
tupla	dobles	tupla	doble	N;NOM;SG	N;PL
tupla	doble	tupla	doble	N;NOM;SG	ADJ;SG
unelma	sueña	unelma	soñar	N;NOM;SG	V;IND;SG;3;PRS;FIN
unelma	ensueño	unelma	ensueño	N;NOM;SG	ADJ;MASC;SG
unelma	soñar	unelma	soñar	N;NOM;SG	V;NFIN
oven	puertas	ovi	puerta	N;GEN;SG	N;FEM;PL
porsche	porsche	porsche	porsche	PROPN;NOM;SG	N;MASC;SG
sparta	esparta	sparta	espartar	PROPN;NOM;SG	N;FEM;SG
lääke	medicinas	lääke	medicina	N;NOM;SG	N;FEM;PL
kaasu	gases	kaasu	gas	N;NOM;SG	N;MASC;PL
blossom	flor	blossom	flor		N;FEM;SG
blossom	florecer	blossom	florecer		V;NFIN
lassi	calvin	lassi	calvin	N;NOM;SG	PROPN
slovenia	eslovenia	sloven	eslovenia	N;NOM;PL	N;FEM;SG
slovenia	esloveno	sloven	esloveno	N;NOM;PL	N;MASC;SG
slovenia	eslovenia	sloven	eslovenia	N;NOM;PL	N;FEM;SG
slovenia	eslovena	sloven	eslovena	N;NOM;PL	ADJ;FEM;SG
keskusteluissa	debate	keskustelu	debate	N;IN+ESS;PL	N;MASC;SG
näkyvissä	visible	näkyä	visible	V;IN+ESS;PL;V.PTCP;ACT	ADJ;SG
näkyvissä	visibles	näkyä	visible	V;IN+ESS;PL;V.PTCP;ACT	ADJ;PL
julistaa	declaran	julistaa	declarar	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
julistaa	declare	julistaa	declarar	V;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;3;FIN
julistaa	declaro	julistaa	declarar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
kommunistit	comunista	kommunisti	comunista	N;NOM;PL	ADJ;SG
kommunistit	comunismo	kommunisti	comunismo	N;NOM;PL	N;MASC;SG
kommunistit	comunista	kommunisti	comunista	N;NOM;PL	ADJ;SG
ocean	océano	ocea	océano		N;MASC;SG
ocean	mar	ocea	mar		N;SG
ocean	oceano	ocea	oceano		N;MASC;SG
tenori	tenor	tenori	tenor	N;NOM;SG	
rover	rover	rover	rover		N;MASC;SG
vuotuinen	anualmente	vuotuinen	anualmente	ADJ;NOM;SG	ADV
vuotuinen	anuales	vuotuinen	anual	ADJ;NOM;SG	ADJ;PL
järjestäjä	organizadora	järjestäjä	organizador	N;NOM;SG	ADJ;FEM;SG
täytti	lleno	täyttää	lleno	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG
täytti	llenado	täyttää	llenado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
säteily	radiaciones	säteily	radiación	N;NOM;SG	N;FEM;PL
shawn	shawn	shawn	shawn	PROPN;NOM;SG	PROPN
kustannukset	coste	kustannus	coste	N;NOM;PL	N;MASC;SG
kustannukset	costo	kustannus	costo	N;NOM;PL	N;MASC;SG
kustannukset	coste	kustannus	coste	N;NOM;PL	N;MASC;SG
kustannukset	costo	kustannus	costo	N;NOM;PL	N;MASC;SG
hyödyllinen	utilidad	hyödyllinen	utilidad	ADJ;NOM;SG	N;FEM;SG
hyödyllinen	útiles	hyödyllinen	útil	ADJ;NOM;SG	ADJ;PL
hyödyllinen	útiles	hyödyllinen	útil	ADJ;NOM;SG	ADJ;PL
kiista	controversias	kiista	controversia	N;NOM;SG	N;FEM;PL
reinhold	reinhold	reinhold	reinhold	N;NOM;SG	PROPN
vietnam	vietnamitas	vieton	vietnamita	N;NOM;SG	N;PL
vietnam	vietnamita	vieton	vietnamita	N;NOM;SG	ADJ;SG
operaattori	explotador	operaattori	explotador	N;NOM;SG	ADJ;MASC;SG
operaattori	portaaviones	operaattori	portavión	N;NOM;SG	N;MASC;PL
oikeudenkäynti	trial	oikeuden#käynti	trial	N;NOM;SG	
lyö	golpeó	lyödä	golpear	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PST;FIN
lyö	hit	lyödä	hit	V;IMP;SG;2;FIN;ACT	N;MASC;SG
kouluja	escuela	koulu	escuela	N;PRT;PL	N;FEM;SG
heimojen	tribales	heimo	tribal	N;GEN;PL	ADJ;PL
heimojen	tribal	heimo	tribal	N;GEN;PL	ADJ;SG
säännöllinen	regulares	säännöllinen	regular	ADJ;NOM;SG	ADJ;PL
säännöllinen	regular	säännöllinen	regular	ADJ;NOM;SG	V;NFIN
säännöllinen	regularidad	säännöllinen	regularidad	ADJ;NOM;SG	N;FEM;SG
eugen	eugen	eugi	eugen	N;NOM;SG	PROPN
eugen	eugenio	eugi	eugenio	N;NOM;SG	PROPN
ein	ein	ein	ein	INTJ	
slovakia	eslovaca	slovakia	eslovaco	PROPN;NOM;SG	ADJ;FEM;SG
slovakia	eslovaco	slovakia	eslovaco	PROPN;NOM;SG	N;MASC;SG
slovakia	eslovaquia	slovakia	eslovaquia	PROPN;NOM;SG	N;FEM;SG
osoitettu	asignadas	osoittaa	asignado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
osoitettu	asignada	osoittaa	asignar	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
osoitettu	asignado	osoittaa	asignar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
osoitettu	asignados	osoittaa	asignado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
osoitettu	abordado	osoittaa	abordado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
osoitettu	asignado	osoittaa	asignar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
osoitettu	asignada	osoittaa	asignar	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
osoitettu	asignados	osoittaa	asignado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
osoitettu	demostrada	osoittaa	demostrado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
osoitettu	probado	osoittaa	probado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
osoitettu	comprobada	osoittaa	comprobado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
osoitettu	demostrado	osoittaa	demostrado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
osoitettu	probada	osoittaa	probado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
osoitettu	demostrada	osoittaa	demostrado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
osoitettu	demostradas	osoittaa	demostrado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
osoitettu	demostrado	osoittaa	demostrado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
troijan	troyanos	troija	troyano	N;GEN;SG	N;MASC;PL
troijan	troy	troija	troy	N;GEN;SG	PROPN
simpsonit	simpson	simpsoni	simpson	N;NOM;PL	N;MASC;SG
maailmanlaajuinen	worldwide	maailman#laajuinen	worldwide	ADJ;NOM;SG	N
maailmanlaajuinen	mundialmente	maailman#laajuinen	mundialmente	ADJ;NOM;SG	ADV
maailmanlaajuinen	globales	maailman#laajuinen	global	ADJ;NOM;SG	ADJ;PL
thaimaassa	tailandia	thaimaassa	tailandia	ADJ;IN+ESS;SG	N;FEM;SG
tuho	desastres	tuho	desastre	N;NOM;SG	N;MASC;PL
reaktion	reacciones	reaktio	reacción	N;GEN;SG	N;FEM;PL
uutinen	noticias	uutinen	noticia	N;NOM;SG	N;FEM;PL
uutinen	novedades	uutinen	novedad	N;NOM;SG	N;FEM;PL
poikia	sons	poika	sons	N;PRT;PL	PROPN
luottaa	trust	luottaa	trust	V;IND;SG;PRS;FIN;ACT	N
luottaa	confianza	luottaa	confianza	V;IND;SG;PRS;FIN;ACT	N;FEM;SG
luottaa	fideicomiso	luottaa	fideicomiso	V;IND;SG;PRS;FIN;ACT	N;MASC;SG
luottaa	confiaba	luottaa	confiar	V;IND;SG;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
luottaa	confianza	luottaa	confianza	V;IND;SG;PRS;FIN;ACT	N;FEM;SG
luottaa	confiable	luottaa	confiable	V;IND;SG;PRS;FIN;ACT	ADJ;SG
luottaa	confiado	luottaa	confiado	V;IND;SG;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
rangaistus	penal	rangaistus	penal	N;NOM;SG	ADJ;SG
rangaistus	castigos	rangaistus	castigo	N;NOM;SG	N;MASC;PL
hinnan	precios	hinta	precio	N;GEN;SG	N;MASC;PL
wallin	wallin	wall	wallin	N;NOM;SG	
suhtautuminen	actitudes	suhtautuminen	actitud	N;NOM;SG	N;FEM;PL
outo	strange	outo	strange	ADJ;NOM;SG	N
outo	impares	outo	impar	ADJ;NOM;SG	N;MASC;PL
räjähti	explotado	räjähtää	explotar	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
räjähti	explotaron	räjähtää	explotar	V;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
varastaa	robo	varastaa	robo	V;IND;SG;PRS;FIN;ACT	N;MASC;SG
varastaa	robe	varastaa	robar	V;IND;SG;PRS;FIN;ACT	V;IMP;SG;3;FIN
varastaa	roban	varastaa	robar	V;IND;SG;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
kongressi	congresos	kongressi	congreso	N;NOM;SG	N;MASC;PL
putken	oleoductos	putki	oleoducto	N;GEN;SG	N;MASC;PL
mukaisia	compatible	mukainen	compatible	ADJ;PRT;PL	ADJ;SG
mukaisia	obediente	mukainen	obediente	ADJ;PRT;PL	ADJ;SG
mukaisia	conforme	mukainen	conforme	ADJ;PRT;PL	
luotain	sonar	luotain	sonar	N;NOM;SG	V;NFIN
target	blanco	tarki	blanco	N;NOM;SG	ADJ;MASC;SG
kohtaus	convulsiones	kohtaus	convulsión	N;NOM;SG	N;FEM;PL
kohtaus	incautaciones	kohtaus	incautación	N;NOM;SG	N;FEM;PL
maasto	terrenos	maasto	terreno	N;NOM;SG	N;MASC;PL
liberty	liberty	libertyä	liberty		N;MASC;SG
liberty	libertad	libertyä	libertad		N;FEM;SG
lynn	lynn	lyntää	lynn	PROPN;NOM;SG	N;FEM;SG
huhtikuu	apr	huhtikuu	apr	N;NOM;SG	
huhtikuu	april	huhtikuu	april	N;NOM;SG	PROPN
metsästäjä	cazadores	metsästäjä	cazador	N;NOM;SG	N;MASC;PL
tove	tove	tove	tove	PROPN;NOM;SG	PROPN
kameran	cámaras	kamera	cámara	N;GEN;SG	N;FEM;PL
tennessee	tennessee	tennessee	tennesse	INTJ	N;MASC;SG
earl	earl	earl	earl	PROPN;NOM;SG	N;MASC;SG
earl	conde	earl	conde	PROPN;NOM;SG	N;MASC;SG
alhainen	baja	alhainen	baja	ADJ;NOM;SG	N;FEM;SG
alhainen	bajos	alhainen	bajo	ADJ;NOM;SG	ADJ;MASC;PL
alhainen	bajas	alhainen	baja	ADJ;NOM;SG	N;FEM;PL
alhainen	low	alhainen	low	ADJ;NOM;SG	
alhainen	bajo	alhainen	bajo	ADJ;NOM;SG	ADP
lähetetty	despachado	lähettää	despachado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
lähetetty	enviada	lähettää	enviado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
lähetetty	enviado	lähettää	enviado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
lähetetty	enviada	lähettää	enviado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
lähetetty	enviados	lähettää	enviar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
lähetetty	enviadas	lähettää	enviado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
lähetetty	enviado	lähettää	enviado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
