loại	type	loại	type	N	
ghi	γράψιμο	ghi	γράψιμο	V	N;NOM;NEUT;SG
sao	γιατι	sao	γιατι	PROPN	ADV
sao	γιατί	sao	γιατί	PROPN	CONJ
giả	τζα	giả	τζα		N
giả	jia	giả	jia		
giả	ψευδής	giả	ψευδή		ADJ;NOM;MASC;SG
giả	ψευδή	giả	ψευδή		PRO;NOM;FEM;SG;3
giả	ψεύτικα	giả	ψεύτικος		ADJ;NOM;NEUT;PL
giả	ψεύτικος	giả	ψεύτικος		ADJ;NOM;MASC;SG
giả	ψεύτικο	giả	ψεύτικο		ADJ;NOM;NEUT;SG
giả	ψεύτικη	giả	ψεύτικος		ADJ;NOM;FEM;SG
kích	ρέιντζερ	kích	ρέιντζερ	N	
kích	ρέιντζερς	kích	ρέιντζερς	N	
cung	τόξο	cung	τόξο	V	N;NOM;NEUT;SG
cung	υπόκλιση	cung	υπόκλιση	V	N;ACC;FEM;SG
cung	τόξα	cung	τόξα	V	N;NOM;NEUT;PL
đài	κάστρο	đài	κάστρο	N	PROPN;NOM;NEUT;SG
đài	castle	đài	castle	N	
đài	ασύρματος	đài	άσυρμα	N	ADJ;NOM;MASC;SG
đài	ράδιο	đài	ράδιο	N	PROPN;NOM;MASC;SG
tượng	αντικειμένων	tượng	αντικειμένος	N	ADJ;GEN;NEUT;PL
chống	κουράγιο	chống	κουράγιο	V	N;NOM;NEUT;SG
chống	θάρρος	chống	θάρρος	V	N;NOM;NEUT;SG
chống	ενάντια	chống	ενάντια	V	ADV
chống	κόντρα	chống	κόντρο	V	N;ACC;FEM;SG
chống	εναντίον	chống	εναντίον	V	ADP
đảng	party	đảng	party	N	
nhập	είσοδος	nhập	είσοδος	V	N;NOM;FEM;SG
nhập	εισροές	nhập	εισρός	V	N;NOM;FEM;PL
nhập	εισόδου	nhập	είσοδος	V	N;GEN;FEM;SG
nhập	εισροή	nhập	εισροή	V	N;ACC;FEM;SG
nhập	εισαγωγή	nhập	εισαγωγή	V	N;NOM;FEM;SG
nhập	εισαγωγής	nhập	εισαγωγή	V	N;GEN;FEM;SG
hạt	νομό	hạt	νομός	N	ADV
chết	die	chết	die	V	
chết	θάνατος	chết	θάνατος	V	N;NOM;MASC;SG
chết	θάνατο	chết	θάνατος	V	N;ACC;MASC;SG
chết	νεκροί	chết	νεκρός	V	ADJ;NOM;MASC;PL
chết	νεκρή	chết	νεκρός	V	N;NOM;FEM;SG
chết	νεκρός	chết	νεκρός	V	ADJ;NOM;MASC;SG
chết	νεκρό	chết	νεκρός	V	N;ACC;MASC;SG
lạc	επικοινωνήστε	lạc	επικοινωνώ	N	V;PFV;IMP;PL;2;FIN;ACT
chung	τσουνγκ	chung	τσουνγκ	ADJ	
chung	τσανγκ	chung	τσανγκ	ADJ	
chung	στρατηγός	chung	στρατηγός	ADJ	N;NOM;MASC;SG
chung	γενικά	chung	γενικά	ADJ	ADV
chung	συχνές	chung	συχνή	ADJ	N;NOM;FEM;PL
màu	χρωστικές	màu	χρωστικός	N	ADJ;NOM;FEM;PL
trần	chen	trần	chen	N	
trần	τσεν	trần	τσεν	N	NUM;NOM;MASC;SG
trần	τσαν	trần	τσαν	N	
mẫu	μαλ	mẫu	μαλ	N	
tất	κάλτσα	tất	κάλτσα		N;NOM;FEM;SG
trái	αριστερά	trái	αριστερά		ADV
trái	αριστερό	trái	αριστερός		N;NOM;NEUT;SG
trái	αριστερή	trái	αριστερής		ADJ;NOM;FEM;SG
trái	αριστερα	trái	αριστέρα		ADV
từng	ποτέ	từng	ποτέ	PROPN	ADV
bán	πούλα	bán	πούλα	V	PROPN;NOM;NEUT;SG
bán	πώληση	bán	πώληση	V	N;NOM;FEM;SG
bán	πώληση	bán	πώληση	V	N;NOM;FEM;SG
bán	πωλήσεων	bán	πώληση	V	N;GEN;FEM;PL
bán	πωλήσεις	bán	πώληση	V	N;NOM;FEM;PL
rộng	πλάτος	rộng	πλάτος	ADJ	N;ACC;NEUT;SG
rộng	πλατύ	rộng	πλατύ	ADJ	ADV
rộng	ευρύ	rộng	ευρύς	ADJ	N;NOM;NEUT;SG
thủy	μάγισσα	thủy	μάγισσα	V	N;NOM;FEM;SG
thủy	σούι	thủy	σούι	V	N
album	ρεκόρ	album	ρεκόρ	N	
đạt	επίτευξη	đạt	επίτευξη	V	N;ACC;FEM;SG
giờ	τώρα	giờ	τώρα	N	ADV
giờ	τωρα	giờ	τωρα	N	ADV
mỗi	κάθε	mỗi	κάθε	NUM	PRO;ACC;FEM;SG;3
mỗi	καθε	mỗi	καθε	NUM	N
mỗi	έκαστος	mỗi	έκαστος	NUM	N;NOM;MASC;PL
mỗi	κάθε	mỗi	κάθε	NUM	PRO;ACC;FEM;SG;3
núi	ορεινή	núi	ορεινός	N	ADJ;NOM;FEM;SG
núi	μάουντεν	núi	μάουντεν	N	
sang	πολυτελές	sang	πολυτελής	V	N;NOM;FEM;SG
sang	πολυτελή	sang	πολύ	V	ADV
sang	σανγκ	sang	σανγκ	V	N
lấy	λήψη	lấy	λήψη	V	N;ACC;FEM;SG
phản	προδοσία	phản	προδοσία	V	N;NOM;FEM;SG
yêu	αγαπη	yêu	αγαπη	V	N;NOM;FEM;SG
yêu	έρωτας	yêu	έρωτο	V	N;NOM;MASC;SG
yêu	αγάπη	yêu	αγάπη	V	N;NOM;FEM;SG
môi	λιπ	môi	λιπ	N	
kiện	sue	kiện	sue	V	
align	ευθυγράμμιση	align	ευθυγράμμιση		N;ACC;FEM;SG
độc	μονη	độc	μονος	ADJ	N;ACC;FEM;SG
độc	τοξικά	độc	τοξικά	ADJ	ADV
độc	δηλητηρίασε	độc	δηλητηρία	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
độc	δηλητηριάστηκε	độc	δηλητηριάζω	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
độc	δηλητηριασμένο	độc	δηλητηριάζω	ADJ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
hiệp	στρογγυλή	hiệp	στρογγυλή	N	ADJ;NOM;FEM;SG
giúp	βοηθεια	giúp	βοηθεια	V	N;ACC;FEM;SG
giúp	βοήθεια	giúp	βοήθεια	V	N;ACC;FEM;SG
nha	οδοντίατρος	nha	οδοντίατρος		N;NOM;MASC;SG
nha	οδοντίατρο	nha	οδοντίατρο		N;NOM;MASC;SG
nha	nha	nha	nha		
nha	οδοντιατρική	nha	οδοντιατρικός		ADJ;NOM;FEM;SG
nha	οδοντιατρικά	nha	οδοντιατρικός		ADV
phá	διάλειμμα	phá	διάλειμμα	V	N;NOM;NEUT;SG
phá	διακοπή	phá	διακοπή	V	N;ACC;FEM;SG
phá	σπάσιμο	phá	σπάσιμο	V	N;NOM;NEUT;SG
phá	σπάσιμο	phá	σπάσιμο	V	N;NOM;NEUT;SG
phổ	πρωσία	phổ	πρωσία	N	PROPN;ACC;FEM;SG
phổ	πρωσική	phổ	πρωσικός	N	ADJ;NOM;FEM;SG
quảng	κουάνγκ	quảng	κουάνγκ	N	
hồng	χονγκ	hồng	χονγκ	N	
hồng	hong	hồng	hong	N	
hồng	ρόζα	hồng	ρόζος	N	PROPN;NOM;FEM;SG
hồng	rosa	hồng	rosa	N	
rồi	τότε	rồi	τότε	CONJ	ADV
rồi	μετά	rồi	μετά	CONJ	ADV
nghị	μπαντ	nghị	μπαντ	N	
chia	share	chia	share	V	
chia	κοινοποίηση	chia	κοινοποίηση	V	N;NOM;FEM;SG
chia	μετοχή	chia	μετοχή	V	N;NOM;FEM;SG
chia	μερίδιο	chia	μερίδιο	V	N;NOM;NEUT;SG
chia	διαχωρισμός	chia	διαχωρισμός	V	N;NOM;MASC;SG
chia	διάσπαση	chia	διάσπαση	V	N;NOM;FEM;SG
chia	σπλιτ	chia	σπλιτ	V	
chia	διαίρεση	chia	διαίρεση	V	N;NOM;FEM;SG
chia	μοιρασιά	chia	μοιρασία	V	N;ACC;FEM;SG
chia	χάσμα	chia	χάσμα	V	N;NOM;NEUT;SG
chia	διαίρεση	chia	διαίρεση	V	N;NOM;FEM;SG
ruồi	πετάξει	ruồi	πετώ	N	V;PFV;NFIN;ACT
ruồi	πέταξε	ruồi	πετώ	N	V;PFV;IND;SG;3;PST;FIN;ACT
ruồi	πετάει	ruồi	πετώ	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
phạm	εγκληματική	phạm	εγκληματικός	N	ADJ;NOM;FEM;SG
phạm	ποινικό	phạm	ποινικός	N	ADJ;NOM;NEUT;SG
chọn	επιλογή	chọn	επιλογή	V	N;NOM;FEM;SG
chọn	επιλογή	chọn	επιλογή	V	N;NOM;FEM;SG
chọn	επιλογή	chọn	επιλογή	V	N;NOM;FEM;SG
lục	πράσινη	lục	πράσινος	N	ADJ;NOM;FEM;SG
lục	πράσινα	lục	πράσινος	N	ADV
lục	πράσινος	lục	πράσινος	N	ADJ;NOM;MASC;SG
lục	πράσινο	lục	πράσινο	N	PROPN;NOM;NEUT;SG
đai	απελαθεί	đai	απελαύνω	N	V;PFV;NFIN;PASS
tông	οδηγούσε	tông	οδηγώ	N	V;IPFV;IND;SG;3;PST;FIN;ACT
trực	άμεσο	trực	άμεσος	V	ADJ;NOM;NEUT;SG
trực	απευθείας	trực	απευθείας	V	ADV
trực	direct	trực	direct	V	
trực	άμεση	trực	άμεσος	V	ADJ;NOM;FEM;SG
trực	άμεσος	trực	άμεσος	V	ADJ;NOM;MASC;SG
chứng	πιστοποιητικά	chứng	πιστοποιητικά	N	ADV
dung	περιεκτικότητα	dung	περιεκτικότητα		N;NOM;FEM;SG
dung	περιεχόμενο	dung	περιεχόμενο		N;NOM;NEUT;SG
dung	κοπριά	dung	κοπριά		N;NOM;FEM;SG
dung	περιεχόμενα	dung	περιεχόμενο		N;NOM;NEUT;PL
dung	περιεχόμενο	dung	περιεχόμενο		N;NOM;NEUT;SG
bệnh	άρρωστος	bệnh	άρρωστος	N	ADJ;NOM;MASC;SG
bệnh	άρρωστοι	bệnh	άρρωστος	N	ADJ;NOM;MASC;PL
bệnh	άρρωστη	bệnh	άρρωστος	N	ADJ;NOM;FEM;SG
bệnh	άρρωστο	bệnh	άρρωστος	N	ADJ;NOM;NEUT;SG
vòng	γύρω	vòng	γύρω	N	ADV
vòng	γυρω	vòng	γυρω	N	ADV
vòng	τριγύρω	vòng	τριγύρω	N	ADV
vòng	στρογγυλή	vòng	στρογγυλή	N	ADJ;NOM;FEM;SG
phái	στέλνει	phái	στέλνω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
phái	στέλνω	phái	στέλνω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
đào	τάο	đào	ο	N	
đào	γκρέιβς	đào	γκρέια	N	PROPN;NOM;MASC;SG
đào	πιτς	đào	πιτς	N	
khai	ανεκμετάλλευτη	khai	ανεκμετάλλευτος	V	N;NOM;FEM;SG
khai	απαιτήσεις	khai	απαίτηση	V	N;NOM;FEM;PL
khai	αξιώσεις	khai	αξίωση	V	N;NOM;FEM;PL
khai	ισχυρισμοί	khai	ισχυρισμός	V	N;NOM;MASC;PL
tốt	καλο	tốt	καλος	ADJ	ADV
tốt	καλά	tốt	καλά	ADJ	ADV
tốt	καλα	tốt	καλά	ADJ	ADV
lệnh	εντολές	lệnh	εντολή		N;NOM;FEM;PL
lệnh	διοίκηση	lệnh	διοίκηση		N;ACC;FEM;SG
lệnh	εντολή	lệnh	εντολή		N;ACC;FEM;SG
lệnh	παραγγελίες	lệnh	παραγγελία		N;NOM;FEM;PL
lệnh	διαταγές	lệnh	διαταγή		N;NOM;FEM;PL
lệnh	εντολές	lệnh	εντολή		N;NOM;FEM;PL
chuẩn	στάνταρ	chuẩn	στάνταρ	V	N;GEN;NEUT;PL
chuẩn	πρότυπο	chuẩn	πρότυπο	V	N;NOM;NEUT;SG
chuẩn	standard	chuẩn	standard	V	
chuẩn	φυσιολογικός	chuẩn	φυσιολογικός	V	ADJ;NOM;MASC;SG
chuẩn	κανονικό	chuẩn	κανονικός	V	ADJ;NOM;NEUT;SG
chuẩn	φυσιολογική	chuẩn	φυσιολογικός	V	ADJ;NOM;FEM;SG
chuẩn	φυσιολογικό	chuẩn	φυσιολογικός	V	ADJ;NOM;NEUT;SG
chuẩn	κανονική	chuẩn	κανονικός	V	ADJ;NOM;FEM;SG
duy	μόνον	duy	μόνο	N	ADV
duy	μόνο	duy	μόνο	N	ADV
duy	μονο	duy	μονο	N	ADV
thiếu	αγνοούμενος	thiếu	αγνοούμενος	V	ADJ;NOM;MASC;SG
hết	ολα	hết	όλος	V	ADV
hết	όλα	hết	όλος	V	ADJ;NOM;NEUT;PL
hết	ολα	hết	όλος	V	ADV
hết	όλοι	hết	όλος	V	ADJ;NOM;MASC;PL
hết	όλες	hết	όλος	V	ADJ;NOM;FEM;PL
hết	όλα	hết	όλος	V	ADJ;NOM;NEUT;PL
hết	over	hết	over	V	
hán	han	hán	han	N	
hầu	σχεδόν	hầu	σχεδόν		ADV
hầu	σχεδον	hầu	σχεδον		ADV
hầu	hou	hầu	hou		
mặc	φόρα	mặc	φόρα	V	ADV
mặc	φθορά	mặc	φθορά	V	N;NOM;FEM;SG
tuyến	λιβερία	tuyến	λιβερία	N	PROPN;ACC;FEM;SG
tuyến	γραμμική	tuyến	γραμμικός	N	ADJ;NOM;FEM;SG
gốc	αυθεντικό	gốc	αυθεντικός		ADJ;NOM;NEUT;SG
gốc	αρχική	gốc	αρχικός		ADJ;NOM;FEM;SG
gốc	πρωτότυπο	gốc	πρωτότυπο		N;NOM;NEUT;SG
gốc	αρχικό	gốc	αρχικός		ADJ;NOM;NEUT;SG
gốc	αρχικός	gốc	αρχικός		ADJ;NOM;MASC;SG
rêu	μος	rêu	μος	N	
rêu	μος	rêu	μος	N	
muốn	γουίλ	muốn	γουίλ	V	
muốn	will	muốn	will	V	
muốn	θα	muốn	θα	V	PART
trùng	αντιγραφή	trùng	αντιγραφή	V	N;NOM;FEM;SG
trùng	αντίγραφο	trùng	αντίγραφο	V	N;NOM;NEUT;SG
giang	jiang	giang	jiang	N	
đĩa	δίσκος	đĩa	δίσκος		N;NOM;MASC;SG
đĩa	δίσκο	đĩa	δίσκο		N;ACC;MASC;SG
đĩa	πιάτο	đĩa	πιάτο		N;NOM;NEUT;SG
đĩa	δίσκος	đĩa	δίσκος		N;NOM;MASC;SG
đĩa	δίσκο	đĩa	δίσκο		N;ACC;MASC;SG
đĩa	δισκέτα	đĩa	δισκέτα		N;NOM;FEM;SG
đĩa	πιατάκι	đĩa	πιατάκι		N;NOM;NEUT;SG
khỏi	απο	khỏi	απο	V	ADP
khỏi	από	khỏi	από	V	ADP
tưởng	σκέψη	tưởng	σκέψη	V	N;NOM;FEM;SG
lâm	λαμ	lâm	λαμ	N	
lâm	λιν	lâm	λιν	N	
vàng	χρυσό	vàng	χρυσός	N	
vàng	κίτρινος	vàng	κίτρινος	N	ADJ;NOM;MASC;SG
vàng	κίτρινη	vàng	κίτρινος	N	ADJ;NOM;FEM;SG
dòng	line	dòng	line	N	
hàn	κορεάτικα	hàn	κορεάτικος	N	ADJ;NOM;NEUT;PL
hàn	κορέας	hàn	κορέας	N	PROPN;GEN;FEM;SG
hàn	κορέα	hàn	κορέας	N	PROPN;ACC;FEM;SG
hàn	han	hàn	han	N	
ngay	αμέσως	ngay	αμέσως	PART	ADV
ngay	τώρα	ngay	τώρα	PART	ADV
ngay	τωρα	ngay	τωρα	PART	ADV
hồi	ανθεί	hồi	ανθώ	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
cận	κλείσιμο	cận	κλείσιμο	V	N;NOM;NEUT;SG
cận	καρδινάλιος	cận	καρδινάλιος	V	N;NOM;MASC;SG
đậu	μπιν	đậu	μπιν	V	
đậu	φασόλια	đậu	φασόλιο	V	N;NOM;NEUT;PL
đậu	προσευχές	đậu	προσευχής	V	N;NOM;FEM;PL
khách	φιλοξενούμενος	khách	φιλοξενούμενος	N	ADJ;NOM;MASC;SG
khách	καλεσμένος	khách	καλεσμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
khách	επισκεφθείτε	khách	επισκέπτομαι	N	V;PFV;IND;PL;2;FIN;PASS
khách	προσκεκλημένοι	khách	προσκεκλημένος	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
khách	καλεσμένους	khách	καλώ	N	ADJ;NOM;MASC;PL
khách	καλεσμένοι	khách	καλώ	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
khách	φιλοξενούμενοι	khách	φιλοξενούμενος	N	ADJ;NOM;MASC;PL
địch	εχθρικός	địch	εχθρικός	N	ADJ;NOM;MASC;SG
địch	εχθρικά	địch	εχθρικά	N	ADV
địch	εχθρική	địch	εχθρικός	N	ADJ;NOM;FEM;SG
địch	εχθρικό	địch	εχθρικός	N	ADJ;NOM;NEUT;SG
thánh	αγία	thánh	αγία	N	PROPN;NOM;FEM;SG
thánh	αγιος	thánh	αγιος	N	DET;NOM;DEF;MASC;SG
thánh	άγιος	thánh	άγιος	N	ADJ;NOM;MASC;SG
thánh	ιερά	thánh	ιερός	N	ADV
trẻ	νέος	trẻ	νέος	N	ADJ;NOM;MASC;SG
phó	αναπληρωτής	phó	αναπληρωτής		N;NOM;MASC;SG
phó	βοηθός	phó	βοηθός		N;NOM;MASC;SG
phó	αναπληρωτή	phó	αναπληρωτής		N;VOC;MASC;SG
phó	ηθών	phó	ηθός		N;GEN;MASC;PL
linh	λινγκ	linh	λινγκ	N	
linh	πνευματικά	linh	πνευματικά	N	ADV
linh	πνευματική	linh	πνευματικός	N	ADJ;NOM;FEM;SG
linh	πνευματικός	linh	πνευματικός	N	ADJ;NOM;MASC;SG
linh	πνευματικό	linh	πνευματικός	N	ADJ;NOM;NEUT;SG
trai	γιε	trai	για	N	
chạy	τρέξιμο	chạy	τρέξιμο	V	N;NOM;NEUT;SG
chạy	τρέξε	chạy	τρώω	V	N
chạy	drive	chạy	drive	V	
chạy	οδήγηση	chạy	οδήγηση	V	N;NOM;FEM;SG
thuận	σουν	thuận	σε	ADJ	N
nông	ράντσο	nông	ράντσο	N	
tức	στιγμιαία	tức	στιγμιαία		ADV
tức	στιγμιαίο	tức	στιγμιαίος		ADJ;NOM;NEUT;SG
tức	άμεσο	tức	άμεσος		ADJ;NOM;NEUT;SG
tức	αμεσα	tức	αμεσα		ADV
tức	άμεση	tức	άμεσος		ADJ;NOM;FEM;SG
tức	sur	tức	sur		
phú	fun	phú	fun	N	
truy	αμείλικτη	truy	αμείλικτος	V	ADJ;NOM;FEM;SG
cực	πολυ	cực	πολυ		ADV
cực	πολύ	cực	πολύ		ADV
cực	πολική	cực	πολικός		ADJ;NOM;FEM;SG
cực	πολικές	cực	πολικός		ADJ;NOM;FEM;PL
cực	καλάμι	cực	καλάμι		N;NOM;NEUT;SG
cực	πόλο	cực	πόλος		N;NOM;MASC;SG
cực	κοντάρι	cực	κοντάρι		N;NOM;NEUT;SG
lương	leung	lương	leung	N	
lâu	μακρύ	lâu	μακρύς	ADJ	N;NOM;NEUT;SG
lâu	λονγκ	lâu	λονγκ	ADJ	
lâu	long	lâu	long	ADJ	
gặp	συνάντηση	gặp	συνάντηση	V	N;ACC;FEM;SG
blank	κενό	blank	κενό	V	N;NOM;NEUT;SG
blank	κενή	blank	κενός	V	ADJ;NOM;FEM;SG
bại	ήττα	bại	ήττα	V	N;ACC;FEM;SG
chu	πιθανότατα	chu	πιθανώς		ADV;CMPR
chu	πιθανόν	chu	πιθανώς		ADV
chu	πιθανώς	chu	πιθανώς		ADV
chu	ζου	chu	ζου		N
chu	τσου	chu	τσου		N
chu	ζου	chu	ζου		N
ước	ευχή	ước	ευχή		N;NOM;FEM;SG
ước	επιθυμία	ước	επιθυμία		N;ACC;FEM;SG
chuyên	εξειδικευμένο	chuyên	εκειδικεύω	ADJ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
chuyên	εξειδικευμένη	chuyên	εκειδικεύω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
lai	μελλοντικός	lai	μελλοντικός		ADJ;NOM;MASC;SG
lai	μέλλον	lai	μέλλον		N;NOM;NEUT;SG
lai	μελλον	lai	μελλον		N;NOM;NEUT;SG
lai	λάι	lai	λαι		
vài	λίγοι	vài	λίγος	DET	ADJ;NOM;MASC;PL
vài	ελάχιστοι	vài	ελάχιστος	DET	ADJ;NOM;CMPR;MASC;PL
vài	λίγες	vài	λίγος	DET	ADJ;NOM;FEM;PL
san	san	san	san		
nền	φόντο	nền	φόντος		N;NOM;NEUT;SG
nền	υπόβαθρο	nền	υπόβαθρος		N;NOM;NEUT;SG
nền	ιστορικό	nền	ιστορικός		ADJ;NOM;NEUT;SG
style	στυλ	style	στυλ		N;NOM;NEUT;SG
style	ύφος	style	ύφος		N;NOM;NEUT;SG
style	στιλ	style	στιλ		N;NOM;NEUT;SG
song	δίδυμη	song	δίδυμη	CONJ	N;NOM;FEM;SG
song	δίδυμος	song	δίδυμος	CONJ	N;NOM;MASC;SG
song	δίδυμο	song	δίδυμο	CONJ	N;NOM;MASC;SG
song	γονείς	song	γονέας	CONJ	N;NOM;MASC;PL
song	τραγουδι	song	τραγουδι	CONJ	N;NOM;NEUT;SG
song	τραγούδι	song	τραγούδι	CONJ	N;NOM;NEUT;SG
song	σονγκ	song	σονγκ	CONJ	
giai	μελωδία	giai	μελωδία		N;NOM;FEM;SG
quay	περιστροφή	quay	περιστροφή	V	N;NOM;FEM;SG
quay	προβλήτα	quay	προβλήτα	V	N;NOM;FEM;SG
quay	προκυμαία	quay	προκυμαίος	V	N;NOM;FEM;SG
quay	αποβάθρα	quay	αποβάθρα	V	N;NOM;FEM;SG
quay	στροφή	quay	στροφή	V	N;ACC;FEM;SG
quay	περιστροφή	quay	περιστροφή	V	N;NOM;FEM;SG
quay	s	quay	s	V	
quay	περιστροφή	quay	περιστροφή	V	N;NOM;FEM;SG
xuân	chun	xuân	chun	N	
xuân	τσουν	xuân	τω	N	
xuân	τσαν	xuân	τσαν	N	
xuân	ανοιξιάτικες	xuân	ανοιξιάτικος	N	ADJ;NOM;FEM;PL
trúc	panda	trúc	panda	N	
american	αμερικανική	american	αμερικάνικος	N	ADJ;NOM;FEM;SG
american	αμερικάνικα	american	αμερικάνικος	N	ADV
american	αμερικανός	american	Αμερικανός	N	ADJ;NOM;MASC;SG
american	αμερικάνος	american	αμερικάνος	N	ADJ;NOM;MASC;SG
american	αμερικάνικο	american	Αμερικάνικος	N	ADJ;NOM;NEUT;SG
american	αμερικανοί	american	Αμερικανός	N	PROPN;NOM;MASC;PL
rừng	γουντς	rừng	γουντς	N	
cerambycidae	cerambycidae	cerambycidae	cerambycidae		
thưởng	bonus	thưởng	bonus	V	
thưởng	μπόνους	thưởng	μπόνος	V	N;NOM;MASC;PL
thưởng	επιβράβευση	thưởng	επιβράβευση	V	N;ACC;FEM;SG
thưởng	ανταμοιβή	thưởng	ανταμοιβός	V	N;ACC;FEM;SG
thưởng	αμοιβή	thưởng	αμοιβός	V	N;NOM;FEM;SG
list	λίστα	list	λίστα	ADJ	N;NOM;FEM;SG
list	κατάλογος	list	κατάλογος	ADJ	N;NOM;MASC;SG
xuống	down	xuống	down	V	
xuống	κάτω	xuống	κάτω	V	ADV
xuống	κατω	xuống	κατω	V	ADV
toán	μαθηματικά	toán	μαθηματικά	N	ADV
toán	μαθηματικά	toán	μαθηματικά	N	ADV
toán	μαθηματικά	toán	μαθηματικά	N	ADV
đứng	όρθια	đứng	όρθιο	V	ADV
đứng	όρθιος	đứng	όρθιος	V	ADJ;NOM;MASC;SG
đứng	όρθιοι	đứng	όρθιος	V	ADJ;NOM;MASC;PL
đứng	stand	đứng	stand	V	
phóng	ζυγαριά	phóng	ζυγαριά	V	N;NOM;FEM;SG
phóng	κλίμακα	phóng	κλίμακα	V	N;NOM;FEM;SG
phóng	κλιμάκωση	phóng	κλιμάκωση	V	N;ACC;FEM;SG
phóng	εκτόξευση	phóng	εκτόξευση	V	N;ACC;FEM;SG
đốc	κυβερνήτης	đốc	κυβερνήτης		N;NOM;MASC;SG
đốc	κυβερνήτη	đốc	κυβερνήτης		N;ACC;MASC;SG
khởi	αρχή	khởi	αρχή	V	N;NOM;FEM;SG
khởi	εκκίνηση	khởi	εκκίνηση	V	N;ACC;FEM;SG
khởi	έναρξη	khởi	έναρξη	V	N;ACC;FEM;SG
bầu	ψηφοφορία	bầu	ψηφοφορία	V	N;NOM;FEM;SG
bầu	έγκυος	bầu	έγκυος	V	N;NOM;MASC;SG
mềm	μαλακός	mềm	μαλακός	N	ADJ;NOM;MASC;SG
mềm	μαλακό	mềm	μαλακός	N	ADJ;NOM;NEUT;SG
cha	τσα	cha	οσο	N	
giết	θανάτωση	giết	θανάτωση	V	N;ACC;FEM;SG
giết	σκοτώστε	giết	σκοτώνω	V	N
nhanh	γρήγορα	nhanh	γρήγορα	ADJ	ADV
nhanh	γρήγορος	nhanh	γρήγορος	ADJ	N;NOM;MASC;SG
nhanh	γρήγορα	nhanh	γρήγορα	ADJ	ADV
nhanh	γρήγορος	nhanh	γρήγορος	ADJ	N;NOM;MASC;SG
nhanh	γρήγορο	nhanh	γρήγορος	ADJ	N;NOM;NEUT;SG
nhanh	γρήγορα	nhanh	γρήγορα	ADJ	ADV
thấp	χαμηλά	thấp	χαμηλός	ADJ	ADV
kiểu	type	kiểu	type	N	
nghiệm	πειράματα	nghiệm	πείραμα	V	N;NOM;NEUT;PL
tối	dark	tối	dark	N	
tối	καλησπέρα	tối	καλησπέρα	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
giảm	μείωση	giảm	μείωση	V	N;ACC;FEM;SG
giảm	ελάττωση	giảm	ελάττωση	V	N;ACC;FEM;SG
giảm	λιγότερο	giảm	λίγο	V	ADV;CMPR
giảm	λιγότερες	giảm	λίγος	V	ADJ;NOM;CMPR;FEM;PL
giảm	λιγότερα	giảm	λίγο	V	ADV;CMPR
bắn	πυροβόλα	bắn	πυροβόλο	V	N;NOM;NEUT;PL
bắn	σκοποβολή	bắn	σκοποβολή	V	
bắn	πυροβολισμοί	bắn	πυροβολισμός	V	N;NOM;MASC;PL
bắn	γυρίσματα	bắn	γύρισμα	V	N;NOM;NEUT;PL
bắn	πυροβολισμός	bắn	πυροβολισμός	V	N;NOM;MASC;SG
bắn	πυροβολισμό	bắn	πυροβολισμός	V	N;ACC;MASC;SG
bắn	βολή	bắn	βολή	V	N;ACC;FEM;SG
bắn	σουτ	bắn	σουτ	V	
bắn	πυροβολισμός	bắn	πυροβολισμός	V	N;NOM;MASC;SG
bắn	απόλυση	bắn	απόλυση	V	N;ACC;FEM;SG
nhằm	ανέτρεψε	nhằm	ανατρέπω		V;PFV;IND;SG;3;PST;FIN;ACT
website	website	website	website	N	
website	site	website	site	N	
đôi	ζεύγη	đôi	ζεύγος	NUM	N;NOM;NEUT;PL
đôi	ζευγάρι	đôi	ζευγάρι	NUM	N;NOM;NEUT;SG
đôi	ζεύγος	đôi	ζεύγος	NUM	N;NOM;NEUT;SG
đôi	διπλός	đôi	διπλός	NUM	DET;NOM;DEF;MASC;SG
đôi	ζευγάρι	đôi	ζευγάρι	NUM	N;NOM;NEUT;SG
lĩnh	κατέκτησε	lĩnh	κατακτώ	N	V;PFV;IND;SG;3;PST;FIN;ACT
mắt	eye	mắt	eye	N	
cáo	φοξ	cáo	φοξ	N	
cáo	fox	cáo	fox	N	
tam	ταμ	tam	ο	N	
tam	τρίγωνα	tam	τρίγωνας	N	ADV
sai	λανθασμένη	sai	λανθάζω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
sai	λάθος	sai	λάθος	ADJ	N;NOM;NEUT;SG
sai	εσφαλμένη	sai	εσφάλμενος	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
