til	para	til	para	ADV	ADP
brøndby	brøndby	brøndby	brøndby	PROPN	N;MASC;SG
copenhagen	copenhague	copenhagen	copenhague	N;DEF;MASC+FEM;SG	PROPN
vises	exhibido	vise	exhibido	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
vises	mostrados	vise	mostrar	V;IND;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
vises	mostrado	vise	mostrar	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
walter	walter	walter	walter	N;INDF;MASC+FEM;SG	PROPN
skader	indemnización	skade	indemnización	N;INDF;MASC+FEM;PL	N;FEM;SG
skader	lesión	skade	lesión	N;INDF;MASC+FEM;PL	N;FEM;SG
skader	herida	skade	herido	N;INDF;MASC+FEM;PL	ADJ;FEM;SG;V.PTCP
skader	perjuicio	skade	perjuicio	N;INDF;MASC+FEM;PL	V;IMP;SG;3;FIN
skader	daño	skade	daño	N;INDF;MASC+FEM;PL	N;MASC;SG
thomsen	thomsen	thoms	thomsen	PROPN	PROPN
letland	letonia	letland	letoniar		N;FEM;SG
købe	compra	købe	compra	V;NFIN;ACT	N;FEM;SG
købe	compra	købe	compra	V;NFIN;ACT	N;FEM;SG
skønt	aunque	skøn	aunque	ADJ;INDF;NEUT;SG	CONJ
skønt	aunque	skøn	aunque	ADJ;INDF;NEUT;SG	CONJ
bbc	bbc	bbc	bbc		N;FEM;SG
populært	populares	populær	popular	ADJ;INDF;NEUT;SG	N;PL
populært	tendencias	populær	tendencia	ADJ;INDF;NEUT;SG	N;FEM;PL
populært	tendencia	populær	tendencia	ADJ;INDF;NEUT;SG	N;FEM;SG
udsendt	desplegadas	udsende	desplegado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
udsendt	desplegados	udsende	desplegado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
udsendt	desplegada	udsende	desplegado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
udsendt	desplegado	udsende	desplegado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
gul	amarillos	gul	amarillo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
gul	amarillas	gul	amarillo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
santa	santa	santa	santo		ADJ;FEM;SG
taylor	taylor	taylor	taylor		N;SG
demokratiske	democrática	demokratisk	democrático	ADJ;PL	ADJ;FEM;SG
demokratiske	demócrata	demokratisk	demócrata	ADJ;PL	ADJ;SG
demokratiske	democrático	demokratisk	democrático	ADJ;PL	ADJ;MASC;SG
norden	escandinavia	norden	escandinavia		N;FEM;SG
norden	nórdica	norden	nórdico		ADJ;FEM;SG
norden	nórdico	norden	nórdico		ADJ;MASC;SG
norden	nórdicos	norden	nórdico		N;MASC;PL
personlig	personales	personlig	personal	ADJ;INDF;MASC+FEM;SG	ADJ;PL
personlig	personalmente	personlig	personalmente	ADJ;INDF;MASC+FEM;SG	ADV
jyske	jutlandia	jysk	jutlandia	ADJ;DEF;SG	N;FEM;SG
johnny	johnny	johnny	johnny		N;SG
opdagede	descubierta	opdage	descubrir	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
opdagede	descubiertas	opdage	descubierto	V;IND;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
opdagede	descubiertos	opdage	descubierto	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
hjemsted	asiento	hjemsted	asiento	ADJ	N;MASC;SG
hjemsted	seat	hjemsted	seat	ADJ	N;MASC;SG
sand	arenas	sand	arena	N;INDF;MASC+FEM;SG	N;FEM;PL
sand	cierto	sand	cierto	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
sand	verdadera	sand	verdadero	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
sand	verdadero	sand	verdadero	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
brown	brown	brown	brown		N;MASC;SG
brown	moreno	brown	moreno		N;MASC;SG
brown	marrones	brown	marrón		N;MASC;PL
brown	marrón	brown	marrón		ADJ;MASC;SG
nordøstlige	noreste	nordøstlig	noreste	ADJ;PL	N;MASC;SG
nordøstlige	noreste	nordøstlig	noreste	ADJ;PL	N;MASC;SG
nordøstlige	nordeste	nordøstlig	nordeste	ADJ;PL	N;MASC;SG
friis	friis	friis	friis		PROPN
prøver	intentándolo	prøve	intentándolo	V;IND;PRS;FIN;ACT	PROPN
prøver	muestras	prøve	muestra	V;IND;PRS;FIN;ACT	N;FEM;PL
forskere	científicas	forsker	científico	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
mølle	mill	mølle	mill	N;INDF;MASC+FEM;SG	
nikolaj	nikolaj	nikolaj	nikolaj		N;MASC;SG
nikolaj	nikolai	nikolaj	nikolai		N;MASC;SG
nikolaj	nikolái	nikolaj	nikolái		N;MASC;SG
dårligt	malas	dårligt	malo	ADV	ADJ;FEM;PL
dårligt	malos	dårligt	malo	ADV	ADJ;MASC;PL
dårligt	malo	dårligt	malo	ADV	ADJ;MASC;SG
dårligt	bad	dårligt	bad	ADV	N;MASC;SG
dårligt	mala	dårligt	malo	ADV	ADJ;FEM;SG
ansvar	pasivo	ansvar	pasivo	N;INDF;NEUT;SG	ADJ;MASC;SG
ansvar	responsabilidades	ansvar	responsabilidad	N;INDF;NEUT;SG	N;FEM;PL
litterære	literaria	litterære	literario	ADJ;PL	ADJ;FEM;SG
litterære	literarios	litterære	literario	ADJ;PL	N;MASC;PL
litterære	literario	litterære	literario	ADJ;PL	ADJ;MASC;SG
victoria	victoria	victoria	victoria		N;FEM;SG
forskellig	distintos	forskellig	distinto	ADJ;INDF;MASC+FEM;SG	PRO;MASC;PL
forskellig	diferentes	forskellig	diferente	ADJ;INDF;MASC+FEM;SG	ADJ;PL
holbæk	holbæk	holbæk	holbæk		
fysiske	física	fysisk	físico	ADJ;PL	ADJ;FEM;SG
fysiske	fisico	fysisk	fisico	ADJ;PL	ADJ;MASC;SG
fysiske	físico	fysisk	físico	ADJ;PL	ADJ;MASC;SG
rumænien	rumania	rumænie	rumania	PROPN	N;FEM;SG
rumænien	rumanía	rumænie	rumanía	PROPN	N;FEM;SG
modsatte	enfrente	modsat	enfrente	ADJ;PL	ADV
modsatte	contrario	modsat	contrario	ADJ;PL	ADJ;MASC;SG
modsatte	opuesto	modsat	opuesto	ADJ;PL	ADJ;MASC;SG;V.PTCP
naturligt	naturalidad	naturlig	naturalidad	ADJ;INDF;NEUT;SG	N;FEM;SG
naturligt	naturales	naturlig	natural	ADJ;INDF;NEUT;SG	ADJ;PL
naturligt	naturalmente	naturlig	naturalmente	ADJ;INDF;NEUT;SG	ADV
gennemførte	implementada	gennemføre	implementado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
gennemførte	implementado	gennemføre	implementar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
interesser	interes	interesse	inter	N;INDF;MASC+FEM;PL	N;MASC;SG
interesser	interés	interesse	interés	N;INDF;MASC+FEM;PL	N;MASC;SG
øget	aumentado	øge	aumentar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
øget	aumento	øge	aumento	V;INDF;SG;PST;V.PTCP	N;MASC;SG
øget	incrementado	øge	incrementado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
øget	aumentada	øge	aumentar	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
hits	aciertos	hits	acierto	N;INDF;NEUT;SG	N;MASC;PL
hits	hits	hits	hit	N;INDF;NEUT;SG	N;MASC;PL
hits	éxitos	hits	éxito	N;INDF;NEUT;SG	N;MASC;PL
herre	señor	herre	señor	N;INDF;MASC+FEM;SG	INTJ
herre	amo	herre	amar	N;INDF;MASC+FEM;SG	V;IND;SG;1;PRS;FIN
sydøstlige	sureste	sydøstlig	sureste	ADJ;PL	N;MASC;SG
sydøstlige	sudeste	sydøstlig	sudeste	ADJ;PL	N;MASC;SG
drama	dramática	drama	dramático	N;INDF;NEUT;SG	ADJ;FEM;SG
drama	dramático	drama	dramático	N;INDF;NEUT;SG	ADJ;MASC;SG
stoppede	parado	stoppe	parado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
phil	phil	phil	phil		PROPN
ændring	modificaciones	ændring	modificación	N;INDF;MASC+FEM;SG	N;FEM;PL
ændring	cambios	ændring	cambio	N;INDF;MASC+FEM;SG	N;MASC;PL
ændring	cambiar	ændring	cambiar	N;INDF;MASC+FEM;SG	V;NFIN
ændring	cambia	ændring	cambiar	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
francisco	francisco	francisco	francisco		N;MASC;SG
medarbejdere	asalariados	medarbejder	asalariado	N;INDF;MASC+FEM;PL	ADJ;MASC;PL;V.PTCP
medarbejdere	empleadas	medarbejder	empleada	N;INDF;MASC+FEM;PL	ADJ;FEM;PL;V.PTCP
medarbejdere	personal	medarbejder	personal	N;INDF;MASC+FEM;PL	ADJ;SG
medarbejdere	staff	medarbejder	staff	N;INDF;MASC+FEM;PL	N;MASC;SG
tilføjet	añadido	tilføje	añadido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
tilføjet	agregados	tilføje	agregado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
tilføjet	añadida	tilføje	añadido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
tilføjet	agregado	tilføje	agregar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bay	bay	bay	bay	N;INDF;MASC+FEM;SG	PROPN
sur	mad	sur	mad	ADJ;INDF;MASC+FEM;SG	N
sur	sur	sur	sur	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
udpeget	designadas	udpege	designado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
udpeget	designada	udpege	designado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
udpeget	designado	udpege	designado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udpeget	designados	udpege	designado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
udpeget	nombrado	udpege	nombrado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udpeget	designados	udpege	designado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
udpeget	designado	udpege	designado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udpeget	nominados	udpege	nominado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
udpeget	nominado	udpege	nominar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udpeget	nominada	udpege	nominado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
port	portón	port	portón		N;MASC;SG
port	gate	port	gate		N;MASC;SG
port	puerta	port	puerta		N;FEM;SG
port	puerto	port	puerto		N;MASC;SG
port	puertos	port	puerto		N;MASC;PL
port	babor	port	babor		N;MASC;SG
port	oporto	port	oporto		N;MASC;SG
arabisk	arabe	arabisk	arabar	ADJ;INDF;SG	N;SG
arabisk	árabe	arabisk	árabe	ADJ;INDF;SG	N;SG
mødes	reunión	mødes	reunión	V;NFIN;ACT	N;FEM;SG
mødes	encuentro	mødes	encuentro	V;NFIN;ACT	N;MASC;SG
mødes	reuniones	mødes	reunión	V;NFIN;ACT	N;FEM;PL
skilt	placa	skilt	placa	V;INDF;SG;PST;V.PTCP	N;FEM;SG
skilt	insignia	skilt	insignia	V;INDF;SG;PST;V.PTCP	N;FEM;SG
skilt	divorciada	skilt	divorciado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
skilt	divorciados	skilt	divorciado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
skilt	divorciadas	skilt	divorciado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
skilt	divorciado	skilt	divorciado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
lokal	locales	lokal	local	ADJ;INDF;MASC+FEM;SG	ADJ;PL
samtidigt	simultáneo	samtidigt	simultáneo	ADV	ADJ;MASC;SG
samtidigt	simultáneas	samtidigt	simultáneo	ADV	ADJ;FEM;PL
samtidigt	simultáneos	samtidigt	simultáneo	ADV	ADJ;MASC;PL
samtidigt	simultánea	samtidigt	simultáneo	ADV	ADJ;FEM;SG
praktisk	prácticos	praktisk	práctico	ADJ;INDF;SG	ADJ;MASC;PL
praktisk	práctica	praktisk	práctica	ADJ;INDF;SG	N;FEM;SG
praktisk	convenientes	praktisk	conveniente	ADJ;INDF;SG	ADJ;PL
kulturelle	cultural	kulturel	cultural	ADJ;PL	ADJ;SG
kulturelle	cultura	kulturel	cultura	ADJ;PL	N;FEM;SG
stillinger	puestos	stilling	puesto	N;INDF;MASC+FEM;PL	ADJ;MASC;PL;V.PTCP
stillinger	puestos	stilling	puesto	N;INDF;MASC+FEM;PL	ADJ;MASC;PL;V.PTCP
stillinger	publica	stilling	publicar	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
brede	amplia	bred	amplio	ADJ;PL	ADJ;FEM;SG
brede	amplio	bred	amplio	ADJ;PL	ADJ;MASC;SG
brede	wide	bred	wide	ADJ;PL	N
brede	amplio	bred	amplio	ADJ;PL	ADJ;MASC;SG
brede	ancho	bred	ancho	ADJ;PL	N;MASC;SG
brede	amplia	bred	amplio	ADJ;PL	ADJ;FEM;SG
driver	controlador	drive	controlador	V;IND;PRS;FIN;ACT	N;MASC;SG
driver	driver	drive	driver	V;IND;PRS;FIN;ACT	N;MASC;SG
driver	chofer	drive	chofer	V;IND;PRS;FIN;ACT	N;MASC;SG
driver	conductor	drive	conductor	V;IND;PRS;FIN;ACT	N;MASC;SG
driver	chófer	drive	chófer	V;IND;PRS;FIN;ACT	N;MASC;SG
forkortet	acortado	forkorte	acortar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
forkortet	abreviada	forkorte	abreviado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
forkortet	abreviado	forkorte	abreviado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
forkortet	abreviada	forkorte	abreviado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
forkortet	abreviado	forkorte	abreviado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
flygtede	escapo	flygte	escapo	V;IND;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
flygtede	escapado	flygte	escapar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
flygtede	huido	flygte	huido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
oxford	oxford	oxford	oxford		N;MASC;SG
funktioner	funcionalidad	funktion	funcionalidad	N;INDF;MASC+FEM;PL	N;FEM;SG
digital	digitales	digital	digital	N;INDF;MASC+FEM;SG	ADJ;PL
digital	digital	digital	digital	N;INDF;MASC+FEM;SG	ADJ;SG
hektar	hectárea	hektar	hectárea	N;INDF;MASC+FEM;PL	N;FEM;SG
hektar	acre	hektar	acrir	N;INDF;MASC+FEM;PL	N;MASC;SG
tons	toneladas	ton	tonelada	N;INDF;MASC+FEM;SG	N;FEM;PL
tons	toneladas	ton	tonelada	N;INDF;MASC+FEM;SG	N;FEM;PL
briterne	británico	brit	británico	N;DEF;MASC+FEM;PL	N;MASC;SG
briterne	británica	brit	británico	N;DEF;MASC+FEM;PL	ADJ;FEM;SG
ovenstående	supra	ovenstående	supro	ADV	
latinske	latino	latinsk	latino	ADJ;PL	N;MASC;SG
latinske	latina	latinsk	latino	ADJ;PL	ADJ;FEM;SG
latinske	latin	latinsk	latin	ADJ;PL	N
latinske	latín	latinsk	latín	ADJ;PL	N;MASC;SG
ein	ein	ein	ein		
korrekt	precisa	korrekt	precisar	ADJ;INDF;SG	V;IND;SG;3;PRS;FIN
korrekt	precisos	korrekt	preciso	ADJ;INDF;SG	ADJ;MASC;PL
korrekt	corregir	korrekt	corregir	ADJ;INDF;SG	V;NFIN
korrekt	corrija	korrekt	corregir	ADJ;INDF;SG	V;IMP;SG;3;FIN
korrekt	correctamente	korrekt	correctamente	ADJ;INDF;SG	ADV
resterende	restante	resterende	restante	V;PRS;V.PTCP	ADJ;SG
resterende	restantes	resterende	restante	V;PRS;V.PTCP	ADJ;PL
resterende	residual	resterende	residual	V;PRS;V.PTCP	ADJ;SG
resterende	residuales	resterende	residual	V;PRS;V.PTCP	ADJ;PL
hovedkvarter	cuarteles	hovedkvarter	cuartel	N;INDF;NEUT;SG	N;MASC;PL
hovedkvarter	sedes	hovedkvarter	sede	N;INDF;NEUT;SG	N;FEM;PL
irak	irak	irak	irak	PROPN	N;FEM;SG
irak	iraq	irak	iraq	PROPN	N;FEM;SG
hjørring	hjørring	hjørring	hjørring	N;INDF;MASC+FEM;SG	
kyst	costas	kyst	costa	N;INDF;MASC+FEM;SG	N;FEM;PL
vinderen	ganadora	vinder	ganador	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
aften	tardes	aften	tarde	N;DEF;MASC+FEM;SG	N;FEM;PL
aften	tarde	aften	tarde	N;DEF;MASC+FEM;SG	ADV
aften	nocturno	aften	nocturno	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
aften	noches	aften	noche	N;DEF;MASC+FEM;SG	N;FEM;PL
wwe	wwe	wwe	wwe	PROPN	N
afhængig	adictos	afhængig	adicto	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
afhængig	dependientes	afhængig	dependiente	ADJ;INDF;MASC+FEM;SG	N;PL
invasion	invasiones	invasion	invasión	N;INDF;MASC+FEM;SG	N;FEM;PL
airport	aeropuertos	airport	aeropuerto	N;INDF;MASC+FEM;SG	N;MASC;PL
såret	herida	sår	herido	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
såret	herido	sår	herido	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
såret	lesionados	sår	lesionado	N;DEF;NEUT;SG	ADJ;MASC;PL;V.PTCP
såret	heridos	sår	herido	N;DEF;NEUT;SG	N;MASC;PL
såret	lesionado	sår	lesionado	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
såret	heridos	sår	herido	N;DEF;NEUT;SG	N;MASC;PL
såret	herida	sår	herido	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
såret	herido	sår	herido	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
såret	herida	sår	herido	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
såret	lastimado	sår	lastimado	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
såret	herido	sår	herido	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
gratis	libres	gratis	libre	ADV	ADJ;PL
gratis	gratis	gratis	gratis	ADV	
gratis	free	gratis	freer	ADV	N
gratis	libre	gratis	libre	ADV	ADJ;SG
gratis	gratuito	gratis	gratuito	ADV	ADJ;MASC;SG
betydelige	sustancial	betydelig	sustancial	ADJ;PL	ADJ;SG
betydelige	substancial	betydelig	substancial	ADJ;PL	ADJ;SG
betydelige	significativo	betydelig	significativo	ADJ;PL	ADJ;MASC;SG
betydelige	significativa	betydelig	significativo	ADJ;PL	ADJ;FEM;SG
betydelige	significante	betydelig	significante	ADJ;PL	ADJ;SG
anderledes	distintos	anderledes	distinto	ADJ	PRO;MASC;PL
fanger	detenidas	fange	detener	N;INDF;MASC+FEM;PL	ADJ;FEM;PL;V.PTCP
fanger	detenidos	fange	detenido	N;INDF;MASC+FEM;PL	ADJ;MASC;PL;V.PTCP
blanding	mezclado	blanding	mezclado	N;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
blanding	mezclas	blanding	mezcla	N;INDF;MASC+FEM;SG	N;FEM;PL
blanding	mezclar	blanding	mezclar	N;INDF;MASC+FEM;SG	V;NFIN
blanding	mezclando	blanding	mezclar	N;INDF;MASC+FEM;SG	V;V.MSDR
blanding	mezcle	blanding	mezcle	N;INDF;MASC+FEM;SG	V;SBJV;SG;3;FIN
blanding	mezclar	blanding	mezclar	N;INDF;MASC+FEM;SG	V;NFIN
rejst	levantado	rejse	levantado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rejst	recaudado	rejse	recaudar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rejst	criado	rejse	criado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rejst	planteadas	rejse	planteado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
rejst	erigido	rejse	erigir	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rejst	viajado	rejse	viajar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rejst	viajado	rejse	viajar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
associerede	socios	associere	socio	ADJ;PL	N;MASC;PL
dominerende	dominante	dominere	dominante	V;PRS;V.PTCP	ADJ;SG
dominerende	dominantes	dominere	dominante	V;PRS;V.PTCP	ADJ;PL
nasa	nasa	nasa	nasa	PROPN	N;FEM;SG
målet	blanco	mål	blanco	N;DEF;NEUT;SG	ADJ;MASC;SG
das	das	das	dar		V;IND;SG;2;PRS;FIN
skoven	maderas	skov	madera	N;DEF;MASC+FEM;SG	N;FEM;PL
skoven	bosques	skov	bosque	N;DEF;MASC+FEM;SG	N;MASC;PL
skoven	forestales	skov	forestal	N;DEF;MASC+FEM;SG	ADJ;PL
skoven	forestal	skov	forestal	N;DEF;MASC+FEM;SG	ADJ;SG
skoven	bosques	skov	bosque	N;DEF;MASC+FEM;SG	N;MASC;PL
joachim	joachim	joachim	joachim		N;MASC;SG
joachim	joaquín	joachim	joaquín		PROPN
estland	estonia	estland	estonia	PROPN	N;FEM;SG
slettet	eliminada	slette	eliminado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
slettet	suprimido	slette	suprimir	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
slettet	eliminados	slette	eliminado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
slettet	eliminado	slette	eliminado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
slettet	borrado	slette	borrado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
elektriske	electricidad	elektrisk	electricidad	ADJ;PL	N;FEM;SG
elektriske	eléctrica	elektrisk	eléctrico	ADJ;PL	ADJ;FEM;SG
elektriske	eléctrico	elektrisk	eléctrico	ADJ;PL	ADJ;MASC;SG
elektriske	electrico	elektrisk	electrico	ADJ;PL	N;MASC;SG
elektriske	electrico	elektrisk	electrico	ADJ;PL	N;MASC;SG
elektriske	eléctrica	elektrisk	eléctrico	ADJ;PL	ADJ;FEM;SG
elektriske	eléctrico	elektrisk	eléctrico	ADJ;PL	ADJ;MASC;SG
elektriske	electrica	elektrisk	electrica	ADJ;PL	N;FEM;SG
elektriske	electricidad	elektrisk	electricidad	ADJ;PL	N;FEM;SG
nederlandene	holanda	nederland	holanda	N;DEF;NEUT;PL	N;FEM;SG
sent	tardía	sent	tarder	ADV	ADJ;FEM;SG
sam	sam	sam	sam		PROPN
udseende	miradas	udseende	mirada	N;INDF;NEUT;SG	N;FEM;PL
udseende	parece	udseende	parecer	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
udseende	looks	udseende	look	N;INDF;NEUT;SG	N;MASC;PL
chile	chile	chile	chile	PROPN	PROPN
tryk	presione	tryk	presionar	N;INDF;NEUT;SG	V;SBJV;SG;3;FIN
tryk	prensas	tryk	prensa	N;INDF;NEUT;SG	N;FEM;PL
tryk	presiones	tryk	presión	N;INDF;NEUT;SG	N;FEM;PL
tryk	imprime	tryk	imprimir	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
tryk	impresos	tryk	impreso	N;INDF;NEUT;SG	N;MASC;PL
tryk	imprimir	tryk	imprimir	N;INDF;NEUT;SG	V;NFIN
tryk	tap	tryk	tap	N;INDF;NEUT;SG	
tryk	toca	tryk	tocar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
skuespil	actuar	skuespil	actuar	N;INDF;NEUT;SG	V;NFIN
skuespil	actuando	skuespil	actuar	N;INDF;NEUT;SG	V;V.MSDR
skuespil	obras	skuespil	obra	N;INDF;NEUT;SG	N;FEM;PL
skuespil	juega	skuespil	jugar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
alternativ	alternativo	alternativ	alternativo	N;INDF;NEUT;SG	ADJ;MASC;SG
alternativ	alternativos	alternativ	alternativo	N;INDF;NEUT;SG	ADJ;MASC;PL
alternativ	alternativo	alternativ	alternativo	N;INDF;NEUT;SG	ADJ;MASC;SG
alternativ	suplentes	alternativ	suplente	N;INDF;NEUT;SG	N;PL
alternativ	alternar	alternativ	alternar	N;INDF;NEUT;SG	V;NFIN
vælger	votante	vælge	votante	V;IND;PRS;FIN;ACT	N;SG
vælger	elector	vælge	elector	V;IND;PRS;FIN;ACT	N;MASC;SG
vælger	votantes	vælge	votante	V;IND;PRS;FIN;ACT	N;PL
vælger	electores	vælge	elector	V;IND;PRS;FIN;ACT	N;MASC;PL
vælger	escoja	vælge	escoger	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
vælger	seleccione	vælge	seleccionar	V;IND;PRS;FIN;ACT	V;IMP;SG;3;FIN
skyld	culpas	skyld	culpa	N;INDF;MASC+FEM;SG	N;FEM;PL
skyld	culpar	skyld	culpar	N;INDF;MASC+FEM;SG	V;NFIN
skyld	culpable	skyld	culpable	N;INDF;MASC+FEM;SG	ADJ;SG
skyld	culpas	skyld	culpa	N;INDF;MASC+FEM;SG	N;FEM;PL
flemming	flemming	flemming	flemming		N;MASC;SG
flemming	fleming	flemming	fleming		N;MASC;SG
kongelig	royal	kongelig	royal	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
kongelig	reales	kongelig	real	ADJ;INDF;MASC+FEM;SG	ADJ;PL
sikrede	asegurada	sikre	asegurado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
sikrede	asegurado	sikre	asegurado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
normale	normalidad	normal	normalidad	ADJ;PL	N;FEM;SG
normale	normal	normal	normal	ADJ;PL	ADJ;SG
søger	búsquedas	søge	búsqueda	V;IND;PRS;FIN;ACT	N;FEM;PL
sea	mar	sea	mar		N;SG
sproget	idiomas	sprog	idioma	N;DEF;NEUT;SG	N;MASC;PL
gunnar	gunnar	gunnar	gunnar		N;SG
fag	oficios	fag	oficio	N;INDF;NEUT;SG	N;MASC;PL
fag	bahías	fag	bahía	N;INDF;NEUT;SG	N;FEM;PL
fag	sujetos	fag	sujeto	N;INDF;NEUT;SG	ADJ;MASC;PL;V.PTCP
fag	materias	fag	materia	N;INDF;NEUT;SG	N;FEM;PL
fag	asignaturas	fag	asignatura	N;INDF;NEUT;SG	N;FEM;PL
fag	súbditos	fag	súbdito	N;INDF;NEUT;SG	N;MASC;PL
tanker	pensamiento	tanke	pensamiento	N;INDF;MASC+FEM;PL	N;MASC;SG
finn	finn	finn	finn		PROPN
finn	finlandés	finn	finlandés		N;MASC;SG
kvalificerede	clasificación	kvalificere	clasificación	V;PL;PST;V.PTCP	N;FEM;SG
bunden	inferior	bund	inferior	N;DEF;MASC+FEM;SG	ADJ;SG
victor	victor	victor	victor	N;INDF;MASC+FEM;SG	PROPN
