năm	пет	năm	пет	N	NUM;INDF;PL
chọn	избор	chọn	избор	V	N;INDF;MASC;SG
chọn	избор	chọn	избор	V	N;INDF;MASC;SG
chọn	избор	chọn	избор	V	N;INDF;MASC;SG
chọn	маркиране	chọn	маркиране	V	N;INDF;NEUT;SG
chọn	избиране	chọn	избиране	V	N;INDF;NEUT;SG
lục	грийн	lục	грийн	N	PROPN;INDF;MASC;SG
lục	зелено	lục	зелено	N	ADV
lục	зелен	lục	зелен	N	ADJ;INDF;MASC;SG
lục	зелена	lục	зелен	N	ADJ;INDF;FEM;SG
lục	зелени	lục	зелен	N	ADJ;INDF;PL
đai	депортирани	đai	депортирам	N	V;PFV;INDF;PL;V.PTCP;PASS
tông	конкретни	tông	конкретен	N	ADJ;INDF;PL
tông	карал	tông	карам	N	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
tông	караше	tông	карам	N	V;IPFV;IND;SG;3;IPFV;FIN;ACT
ngoại	бабо	ngoại	бабо	N	INTJ
trực	преки	trực	преки	V	ADJ;INDF;PL
trực	директна	trực	директен	V	ADJ;INDF;FEM;SG
trực	директно	trực	директно	V	ADV
trực	пряко	trực	пряко	V	ADV
trực	директен	trực	директен	V	ADJ;INDF;MASC;SG
dung	съдържание	dung	съдържание		N;INDF;NEUT;SG
dung	съдържание	dung	съдържание		N;INDF;NEUT;SG
bệnh	болно	bệnh	болен	N	ADV
bệnh	болен	bệnh	болен	N	ADJ;INDF;MASC;SG
bệnh	болни	bệnh	болен	N	ADJ;INDF;PL
bệnh	болна	bệnh	болен	N	ADJ;INDF;FEM;SG
vòng	около	vòng	около	N	ADP
vòng	наоколо	vòng	наоколо	N	ADV
vòng	кръгли	vòng	кръгъл	N	ADJ;INDF;PL
vòng	кръгло	vòng	кръг	N	ADV
đào	праскови	đào	прасков	N	ADJ;INDF;PL
đào	праскова	đào	прасков	N	ADJ;INDF;FEM;SG
khai	искове	khai	иск	V	N;INDF;MASC;PL
khai	твърдения	khai	твърдение	V	N;INDF;NEUT;PL
khai	вземания	khai	вземание	V	N;INDF;NEUT;PL
khai	претенции	khai	претенция	V	N;INDF;FEM;PL
tốt	добро	tốt	добър	ADJ	ADV
tốt	добре	tốt	добре	ADJ	ADV
lệnh	команди	lệnh	команд		N;INDF;MASC;PL
lệnh	командите	lệnh	команд		N;DEF;MASC;PL
lệnh	командване	lệnh	командване		N;INDF;NEUT;SG
lệnh	команда	lệnh	команда		N;INDF;FEM;SG
lệnh	командата	lệnh	команда		N;DEF;MASC;SG
lệnh	нареждания	lệnh	нареждане		N;INDF;NEUT;PL
lệnh	заповеди	lệnh	заповедя		N;INDF;MASC;PL
lệnh	поръчки	lệnh	поръчка		N;INDF;FEM;PL
chuẩn	стандартна	chuẩn	стандартен	V	ADJ;INDF;FEM;SG
chuẩn	стандарт	chuẩn	стандарт	V	N;INDF;MASC;SG
chuẩn	стандартни	chuẩn	стандартен	V	ADJ;INDF;PL
chuẩn	стандартно	chuẩn	стандартен	V	ADV
chuẩn	стандартен	chuẩn	стандартен	V	ADJ;INDF;MASC;SG
chuẩn	нормален	chuẩn	нормален	V	ADJ;INDF;MASC;SG
chuẩn	нормално	chuẩn	нормално	V	ADV
chuẩn	нормални	chuẩn	нормален	V	ADJ;INDF;PL
chuẩn	нормална	chuẩn	нормален	V	ADJ;INDF;FEM;SG
gây	причинявайки	gây	причинявам	V	ADV
gây	причиняване	gây	причиняване	V	N;INDF;NEUT;SG
duy	само	duy	само	N	ADV
duy	единствено	duy	единствено	N	ADV
thiếu	липсващ	thiếu	липсвам	V	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
thiếu	липсваща	thiếu	липсвам	V	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
thiếu	липсващи	thiếu	липсвам	V	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
hết	всичко	hết	всеки	V	PRO;NOM;NEUT;SG
hết	всички	hết	всеки	V	PRO;NOM;PL
hết	всичко	hết	всеки	V	PRO;NOM;NEUT;SG
hết	над	hết	над	V	ADP
hầu	почти	hầu	почти		ADV
hầu	хоу	hầu	хоу		N;INDF;FEM;SG
mặc	износване	mặc	износване	V	N;INDF;NEUT;SG
tuyến	либерия	tuyến	либерия	N	PROPN;INDF;FEM;SG
tuyến	линейни	tuyến	линеен	N	ADJ;INDF;PL
tuyến	линеен	tuyến	линеен	N	ADJ;INDF;MASC;SG
tuyến	линейна	tuyến	линеен	N	ADJ;INDF;FEM;SG
gốc	оригинални	gốc	оригинален		ADJ;INDF;PL
gốc	оригинал	gốc	оригинал		N;INDF;MASC;SG
gốc	оригинално	gốc	оригинален		ADV
gốc	оригинална	gốc	оригинален		ADJ;INDF;FEM;SG
gốc	оригинален	gốc	оригинален		ADJ;INDF;MASC;SG
rêu	мос	rêu	мос	N	PROPN;INDF;FEM;SG
muốn	уил	muốn	ухл	V	PROPN;INDF;MASC;SG
trùng	дублиране	trùng	дублиране	V	N;INDF;NEUT;SG
trùng	дубликат	trùng	дубликат	V	N;DEF;MASC;SG
đĩa	диск	đĩa	диск		N;INDF;MASC;SG
đĩa	диска	đĩa	дискам		N;DEF;MASC;SG
đĩa	чинията	đĩa	чиния		N;DEF;FEM;SG
đĩa	чиния	đĩa	чиния		N;INDF;FEM;SG
đĩa	плоча	đĩa	плоча-(се)		N;INDF;FEM;SG
đĩa	диск	đĩa	диск		N;INDF;MASC;SG
đĩa	диска	đĩa	дискам		N;DEF;MASC;SG
đĩa	чиния	đĩa	чиния		N;INDF;FEM;SG
khỏi	от	khỏi	от	V	ADP
tưởng	мисъл	tưởng	мисъл	V	N;INDF;FEM;SG
lâm	лин	lâm	лин	N	PROPN;INDF;FEM;SG
vàng	златен	vàng	златен	N	ADJ;INDF;MASC;SG
vàng	златни	vàng	златен	N	ADJ;INDF;PL
vàng	златно	vàng	златен	N	ADV
vàng	златна	vàng	златен	N	ADJ;INDF;FEM;SG
vàng	жълта	vàng	жълт	N	ADJ;INDF;FEM;SG
vàng	жълто	vàng	жълт	N	ADV
vàng	жълти	vàng	жълт	N	ADJ;INDF;PL
hàn	корейски	hàn	корейски	N	ADJ;INDF;MASC;SG
hàn	корея	hàn	корей	N	PROPN;INDF;FEM;SG
ngay	сега	ngay	сега	PART	ADV
cận	затваряне	cận	затваряне	V	N;INDF;NEUT;SG
cận	закриване	cận	закриване	V	N;INDF;NEUT;SG
cận	кардинале	cận	кардинале	V	N;INDF;MASC;SG
cận	кардинал	cận	кардинал	V	N;INDF;MASC;SG
noctuidae	sphingidae	noctuidae	sphingidae	N	PROPN;INDF;MASC;SG
đậu	бийн	đậu	бийн	V	PROPN;INDF;MASC;SG
đậu	фасул	đậu	фасул	V	N;INDF;MASC;SG
đậu	молитви	đậu	молитвя	V	N;INDF;FEM;PL
đậu	молитвите	đậu	молитв	V	N;DEF;FEM;PL
đậu	молитва	đậu	молитва	V	N;INDF;FEM;SG
khách	посетете	khách	посетя	N	V;PFV;IMP;PL;2;FIN
địch	враждебна	địch	враждебен	N	ADJ;INDF;FEM;SG
địch	враждебни	địch	враждебен	N	ADJ;INDF;PL
địch	враждебно	địch	враждебно	N	ADV
địch	враждебен	địch	враждебен	N	ADJ;INDF;MASC;SG
trẻ	млада	trẻ	млад	N	ADJ;INDF;FEM;SG
trẻ	млади	trẻ	млад	N	ADJ;INDF;PL
trẻ	йънг	trẻ	йънг	N	PROPN;INDF;MASC;SG
trẻ	млад	trẻ	млад	N	ADJ;INDF;MASC;SG
thơ	поема	thơ	поемам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
phó	заместник	phó	заместник		N;INDF;MASC;SG
phó	порок	phó	порок		N;INDF;MASC;SG
phó	пороци	phó	порок		N;INDF;MASC;PL
linh	духовна	linh	духовен	N	ADJ;INDF;FEM;SG
linh	духовни	linh	духовен	N	ADJ;INDF;PL
linh	духовното	linh	духовен	N	ADJ;DEF;NEUT;SG
linh	духовен	linh	духовен	N	ADJ;INDF;MASC;SG
linh	духовно	linh	духовен	N	ADV
trai	синко	trai	синко	N	INTJ
trai	сине	trai	син	N	PART
chạy	тичане	chạy	тичане	V	N;INDF;NEUT;SG
chạy	бягане	chạy	бягане	V	N;INDF;NEUT;SG
thuận	шън	thuận	шън	ADJ	N;INDF;MASC;SG
thuận	шун	thuận	шун	ADJ	N;INDF;MASC;SG
thuận	сделка	thuận	сделка	ADJ	N;INDF;FEM;SG
tức	моментално	tức	моментално		ADV
tức	незабавно	tức	незабавно		ADV
tức	сур	tức	сур		PROPN;INDF;MASC;SG
truy	безмилостно	truy	безмилостно	V	ADV
truy	безмилостен	truy	безмилостен	V	ADJ;INDF;MASC;SG
truy	безмилостна	truy	безмилостен	V	ADJ;INDF;FEM;SG
truy	неумолимо	truy	неумолим	V	ADV
chiều	следобедна	chiều	следобеден	N	ADJ;INDF;FEM;SG
chiều	следобяд	chiều	следобяд	N	ADV
chiều	следобед	chiều	следобед	N	ADV
cực	много	cực	много		ADV;INDF;PL
cực	полярна	cực	полярна		ADJ;INDF;FEM;SG
cực	прът	cực	прът		N;INDF;MASC;SG
cực	стълб	cực	стълб		N;INDF;MASC;SG
cực	полюс	cực	полюс		N;INDF;MASC;SG
cực	поляк	cực	поляк		N;INDF;MASC;SG
cực	пилон	cực	пилон		N;INDF;MASC;SG
lâu	дълго	lâu	дълго	ADJ	ADV
lâu	лонг	lâu	лонг	ADJ	PROPN;INDF;MASC;SG
gặp	среща	gặp	среща	V	N;INDF;FEM;SG
blank	празно	blank	празен	V	ADV
blank	празен	blank	празен	V	ADJ;INDF;MASC;SG
blank	празна	blank	празная-(се)	V	ADJ;INDF;FEM;SG
bại	поражение	bại	поражение	V	N;INDF;NEUT;SG
chu	вероятно	chu	вероятно		ADV
chu	зу	chu	зу		N;INDF;MASC;PL
chu	чу	chu	чуя		V;PFV;IND;SG;3;PST;FIN;ACT
chu	джоу	chu	джоу		N;INDF;FEM;SG
ước	желание	ước	желание		N;INDF;NEUT;SG
ước	пожелание	ước	пожелание		N;INDF;NEUT;SG
ước	пожелание	ước	пожелание		N;INDF;NEUT;SG
ước	желаещи	ước	желая		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
chuyên	специалист	chuyên	специалист	ADJ	N;INDF;MASC;SG
chuyên	специализирана	chuyên	специализирам	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
chuyên	специализиран	chuyên	специализирам	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
chuyên	специализирани	chuyên	специализирам	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
lai	бъдеще	lai	бъдеще		N;INDF;NEUT;SG
lai	бъдещ	lai	бъдещ		ADJ;INDF;MASC;SG
lai	бъдещи	lai	бъдещ		ADJ;INDF;PL
lai	бъдещето	lai	бъдеще		N;DEF;NEUT;SG
lai	бъдеща	lai	бъдещ		ADJ;INDF;FEM;SG
lai	лай	lai	лай		N;INDF;MASC;SG
vài	няколко	vài	няколко	DET	PRO;INDF
vài	малцина	vài	малцина	DET	NUM;ANIM;INDF;PL
san	сан	san	сан		PROPN;INDF;MASC;SG
nền	фон	nền	фон		N;INDF;MASC;SG
nền	контекст	nền	контекст		N;INDF;MASC;SG
style	стил	style	стил		N;INDF;MASC;SG
song	близнаци	song	близнак	CONJ	N;INDF;MASC;PL
song	близначка	song	близначка	CONJ	N;INDF;FEM;SG
song	близнак	song	близнак	CONJ	N;INDF;MASC;SG
song	родители	song	родител	CONJ	N;INDF;MASC;PL
song	родителите	song	родител	CONJ	N;DEF;MASC;PL
song	песен	song	песен	CONJ	N;INDF;FEM;SG
song	песничка	song	песничка	CONJ	N;INDF;FEM;SG
giai	мелъди	giai	мелъд		N;INDF;MASC;SG
giai	мелодия	giai	мелодия		N;INDF;FEM;SG
quay	завъртане	quay	завъртане	V	N;INDF;NEUT;SG
quay	въртене	quay	въртене	V	N;INDF;NEUT;SG
quay	завъртане	quay	завъртане	V	N;INDF;NEUT;SG
quay	завой	quay	завой	V	N;INDF;MASC;SG
quay	завъртане	quay	завъртане	V	N;INDF;NEUT;SG
quay	въртене	quay	въртене	V	N;INDF;NEUT;SG
quay	завъртане	quay	завъртане	V	N;INDF;NEUT;SG
quay	въртене	quay	въртене	V	N;INDF;NEUT;SG
xuân	пролетно	xuân	пролетно	N	ADV
american	американска	american	американски	N	ADJ;INDF;FEM;SG
american	американско	american	американски	N	ADV
american	американски	american	американски	N	ADJ;INDF;MASC;SG
rừng	уудс	rừng	уудс	N	PROPN;INDF;MASC;SG
rừng	горски	rừng	горски	N	ADJ;INDF;MASC;SG
cerambycidae	cerambycidae	cerambycidae	cerambycidae		N;INDF;MASC;SG
thưởng	премия	thưởng	премие	V	N;INDF;FEM;SG
thưởng	бонус	thưởng	бонус	V	N;INDF;MASC;SG
thưởng	бонуси	thưởng	бонуса	V	N;INDF;MASC;PL
thưởng	награда	thưởng	награда	V	N;INDF;FEM;SG
thưởng	награден	thưởng	награден	V	ADJ;INDF;MASC;SG
thưởng	възнаграден	thưởng	възнаграден	V	ADJ;INDF;MASC;SG
list	списък	list	списък	ADJ	N;INDF;MASC;SG
xuống	долу	xuống	долу	V	ADV
xuống	надолу	xuống	надолу	V	ADV
đứng	стояща	đứng	стоящ	V	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
truyện	чета	truyện	чета	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
phóng	мащаб	phóng	мащаб	V	N;INDF;MASC;SG
phóng	скала	phóng	скала	V	N;INDF;FEM;SG
phóng	стартиране	phóng	стартиране	V	N;INDF;NEUT;SG
phóng	изстрелване	phóng	изстрелване	V	N;INDF;NEUT;SG
đốc	управител	đốc	управител		N;INDF;MASC;SG
đốc	губернатор	đốc	губернатор		N;INDF;MASC;SG
khởi	начало	khởi	начало	V	N;INDF;NEUT;SG
khởi	старт	khởi	старт	V	N;INDF;MASC;SG
khởi	стартиране	khởi	стартиране	V	N;INDF;NEUT;SG
bầu	гласуването	bầu	гласуване	V	N;DEF;NEUT;SG
bầu	гласуване	bầu	гласуване	V	N;INDF;NEUT;SG
bầu	бременна	bầu	бременен	V	ADJ;INDF;FEM;SG
bầu	бременни	bầu	бременен	V	ADJ;INDF;PL
thờ	чърч	thờ	чърч	N	PROPN;INDF;MASC;SG
mềm	меко	mềm	меко	N	ADV
mềm	мек	mềm	аз	N	ADJ;INDF;MASC;SG
mềm	меки	mềm	мякък	N	ADJ;INDF;PL
mềm	нежна	mềm	нежен	N	ADJ;INDF;FEM;SG
giết	убиване	giết	убиване	V	N;INDF;NEUT;SG
giết	убий	giết	убия	V	INTJ
nhanh	бързо	nhanh	бързо	ADJ	ADV
nhanh	бързо	nhanh	бързо	ADJ	ADV
thấp	долно	thấp	долен	ADJ	ADV
thấp	ниско	thấp	ниско	ADJ	ADV
nghiệm	опити	nghiệm	опит	V	N;INDF;MASC;PL
nghiệm	експерименти	nghiệm	експеримент	V	N;INDF;MASC;PL
tối	тъмна	tối	тъмен	N	ADJ;INDF;FEM;SG
tối	тъмно	tối	тъмно	N	ADV
tối	тъмен	tối	тъмен	N	ADJ;INDF;MASC;SG
tối	вечерно	tối	вечерен	N	ADV
giảm	намаляване	giảm	намаляване	V	N;INDF;NEUT;SG
giảm	намаление	giảm	намаление	V	N;INDF;NEUT;SG
giảm	намаляване	giảm	намаляване	V	N;INDF;NEUT;SG
giảm	спадане	giảm	спадане	V	N;INDF;NEUT;SG
bắn	стрелба	bắn	стрелба	V	N;INDF;FEM;SG
bắn	изстрел	bắn	изстрел	V	N;INDF;MASC;SG
bắn	стрелба	bắn	стрелба	V	N;INDF;FEM;SG
đôi	двойка	đôi	двойка	NUM	N;INDF;FEM;SG
đôi	чифт	đôi	чифт	NUM	N;INDF;MASC;SG
đôi	двойна	đôi	двоен	NUM	ADJ;INDF;FEM;SG
đôi	двойни	đôi	двоен	NUM	ADJ;INDF;PL
đôi	двоен	đôi	двоен	NUM	ADJ;INDF;MASC;SG
đôi	двойно	đôi	двойно	NUM	ADV
đôi	двойка	đôi	двойка	NUM	N;INDF;FEM;SG
đôi	понякога	đôi	някога	NUM	ADV
đôi	двойни	đôi	двоен	NUM	ADJ;INDF;PL
đôi	двойници	đôi	двойник	NUM	N;INDF;MASC;PL
lĩnh	завладян	lĩnh	завладея	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
lĩnh	завладяна	lĩnh	завладея	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
cáo	фокс	cáo	фокс	N	PROPN;INDF;MASC;SG
cáo	fox	cáo	fox	N	PROPN;INDF;MASC;SG
tam	tam	tam	tam	N	INTJ
sai	неправилно	sai	неправилно	ADJ	ADV
sai	грешно	sai	грешно	ADJ	ADV
sai	грешка	sai	грешка	ADJ	N;INDF;FEM;SG
sai	невярно	sai	неверен	ADJ	ADV
sai	фалшиво	sai	фалшиво	ADJ	ADV
sai	грешка	sai	грешка	ADJ	N;INDF;FEM;SG
sửa	редактиране	sửa	редактиране	V	N;INDF;NEUT;SG
sửa	поправка	sửa	поправка	V	N;INDF;FEM;SG
sửa	корекция	sửa	корекция	V	N;INDF;FEM;SG
sửa	коригиране	sửa	коригиране	V	N;INDF;NEUT;SG
tuyển	наемане	tuyển	наемане	V	N;INDF;NEUT;SG
tuyển	наемане	tuyển	наемане	V	N;INDF;NEUT;SG
tuyển	наеми	tuyển	наемя-(се)	V	N;INDF;FEM;PL
trương	джан	trương	джан	N	PROPN;INDF;MASC;SG
nặng	тежко	nặng	тежко	ADJ	ADV
ngành	неговият	ngành	мой	N	DET;DEF;MASC;SG;3
ngành	неговата	ngành	мой	N	DET;DEF;FEM;SG;3
ngành	му	ngành	мой	N	PRO;DAT;MASC;SG;3
ngành	неговия	ngành	мой	N	DET;DEF;MASC;SG;3
isbn	isbn	isbn	isbn		N;INDF;FEM;SG
trắng	бяла	trắng	бял	N	ADJ;INDF;FEM;SG
trắng	бели	trắng	бял	N	ADJ;INDF;PL
trắng	бял	trắng	бял	N	ADJ;INDF;MASC;SG
trắng	бяло	trắng	бял	N	ADV
đọc	чети	đọc	чета	V	N;INDF;FEM;PL
đọc	четене	đọc	четене	V	N;INDF;NEUT;SG
đọc	четенето	đọc	четене	V	N;DEF;NEUT;SG
đọc	четене	đọc	четене	V	N;INDF;NEUT;SG
đọc	лес	đọc	лес	V	N;INDF;MASC;SG
xung	импулс	xung	импулс	V	N;INDF;MASC;SG
xung	импулсна	xung	импулсен	V	N;INDF;FEM;SG
xung	конфликт	xung	конфликт	V	N;INDF;MASC;SG
xung	конфликти	xung	конфликт	V	N;INDF;MASC;PL
quý	дамски	quý	дамски	N	ADJ;INDF;SG
quý	ценно	quý	ценен	N	ADV
quý	скъпоценен	quý	скъпоценен	N	ADJ;INDF;MASC;SG
quý	безценни	quý	безценен	N	ADJ;INDF;PL
quý	скъпоценни	quý	скъпоценен	N	ADJ;INDF;PL
quý	безценно	quý	безценно	N	ADV
quý	четвърт	quý	четвърт	N	ADJ;INDF;FEM;SG
hưng	хунг	hưng	хунг	N	ADV
hưng	обесен	hưng	обеся	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
luyện	тренировки	luyện	тренировка	V	N;INDF;FEM;PL
luyện	обучение	luyện	обучение	V	N;INDF;NEUT;SG
luyện	тренировка	luyện	тренировка	V	N;INDF;FEM;SG
thật	истинско	thật	истински	PART	ADV
thật	реал	thật	реал	PART	PROPN;INDF;MASC;SG
thật	истинска	thật	истински	PART	ADJ;INDF;FEM;SG
thật	реално	thật	реално	PART	ADV
thật	истински	thật	истински	PART	ADJ;INDF;MASC;SG
thật	истина	thật	истина	PART	N;INDF;FEM;SG
thật	верни	thật	верен	PART	ADJ;INDF;PL
thật	вярно	thật	верен	PART	ADV
thật	истина	thật	истина	PART	N;INDF;FEM;SG
thật	истината	thật	истина	PART	N;DEF;FEM;SG
thật	наистина	thật	наистина	PART	ADV
kéo	влачене	kéo	влачене	V	N;INDF;NEUT;SG
kéo	ножица	kéo	ножица	V	N;INDF;FEM;SG
kéo	ножици	kéo	ножик	V	N;INDF;MASC;PL
kéo	пъф	kéo	пъф	V	PROPN;INDF;MASC;SG
đen	черно	đen	черен	ADJ	ADV
trục	оста	trục	остам	N	ADV
trục	оста	trục	остам	N	ADV
saint	сейнт	saint	сейнт		N;INDF;MASC;SG
saint	свети	saint	свет		N;INDF;MASC;SG
saint	светица	saint	светица		N;INDF;FEM;SG
saint	светец	saint	светец		N;INDF;MASC;SG
ngắn	кратко	ngắn	кратко	ADJ	ADV
ngắn	късо	ngắn	къс	ADJ	ADV
trả	заплащане	trả	заплащане	V	N;INDF;NEUT;SG
niệm	сувенири	niệm	сувенир	V	N;INDF;MASC;PL
lao	лао	lao	лао		PROPN;INDF;MASC;SG
luôn	винаги	luôn	винаги		ADV
côn	още	côn	още	N	ADV
phúc	джейсън	phúc	джейсън	N	PROPN;INDF;MASC;SG
phúc	щастлив	phúc	щастлив	N	ADJ;INDF;MASC;SG
phúc	щастливи	phúc	щастлив	N	ADJ;INDF;PL
phúc	щастлива	phúc	щастлив	N	ADJ;INDF;FEM;SG
phúc	щастливо	phúc	щастлив	N	ADV
phúc	хепи	phúc	хеп	N	INTJ
sâu	дълбоко	sâu	дълбоко	ADJ	ADV
khó	трудно	khó	трудно	ADJ	ADV
khó	силно	khó	силно	ADJ	ADV
khó	здраво	khó	здраво	ADJ	ADV
khó	твърдо	khó	твърдо	ADJ	ADV
khó	трудно	khó	трудно	ADJ	ADV
cục	бюрото	cục	бюро		N;DEF;NEUT;SG
cục	бюро	cục	бюро		N;INDF;NEUT;SG
cục	фбр	cục	фбр		PROPN;INDF;MASC;SG
cục	допълнителни	cục	допълнителен		ADJ;INDF;PL
cục	допълнително	cục	допълнително		ADV
cục	екстра	cục	екстра		N;INDF;MASC;SG
kịch	драматичен	kịch	драматичен	N	ADJ;INDF;MASC;SG
kịch	драматично	kịch	драматично	N	ADV
kịch	драматична	kịch	драматичен	N	ADJ;INDF;FEM;SG
kịch	драматични	kịch	драматичен	N	ADJ;INDF;PL
kịch	уредено	kịch	уреда	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kịch	подредени	kịch	подредя	N	V;PFV;INDF;PL;V.PTCP;PASS
kịch	уреден	kịch	уреден	N	ADJ;INDF;MASC;SG
kịch	уговорено	kịch	уговоря	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
rút	оттегляне	rút	оттегляне	V	N;INDF;NEUT;SG
phường	уорд	phường	уорд	N	PROPN;INDF;MASC;SG
ngọc	джейд	ngọc	джейд	N	PROPN;INDF;FEM;SG
club	club	club	club		PROPN;INDF;MASC;SG
club	клуб	club	клуб		N;INDF;MASC;SG
club	клубът	club	клуб		N;DEF;MASC;SG
top	top	top	top		ADV
top	топ	top	топ		N;INDF;MASC;SG
top	върха	top	връх		N;DEF;MASC;SG
tải	натоварване	tải	натоварване	V	N;INDF;NEUT;SG
tải	зареждане	tải	зареждане	V	N;INDF;NEUT;SG
tải	товар	tải	товар	V	N;INDF;MASC;SG
tải	товарене	tải	товарене	V	N;INDF;NEUT;SG
tải	натоварване	tải	натоварване	V	N;INDF;NEUT;SG
tải	зареждане	tải	зареждане	V	N;INDF;NEUT;SG
wikipedia	уикипедия	wikipedia	уикипедия	V	N;INDF;FEM;SG
nghi	заподозрените	nghi	заподозря	V	ADJ;PFV;DEF;PL;V.PTCP;PASS
nghi	заподозрения	nghi	заподозрение	V	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
nghi	съмнително	nghi	съмнително	V	ADV
thừa	остатъци	thừa	остатък	ADJ	N;INDF;MASC;PL
thừa	рино	thừa	рино	ADJ	N;INDF;MASC;SG
thừa	излишно	thừa	излишен	ADJ	ADV
thừa	наследствено	thừa	наследствен	ADJ	ADV
thừa	наследил	thừa	наследя	ADJ	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
hùng	сион	hùng	сион	N	PROPN;INDF;MASC;SG
buộc	сила	buộc	сила	V	N;INDF;FEM;SG
caps	шапки	caps	шапка		N;INDF;FEM;PL
caps	капачки	caps	капачка		N;INDF;FEM;PL
đăng	post	đăng	post	V	N
đăng	публикация	đăng	публикация	V	N;INDF;FEM;SG
đăng	публикуване	đăng	публикуване	V	N;INDF;NEUT;SG
đăng	пост	đăng	пост	V	N;INDF;MASC;SG
đăng	публикуване	đăng	публикуване	V	N;INDF;NEUT;SG
kiếm	саби	kiếm	саба	V	N;INDF;FEM;PL
kiếm	мечовете	kiếm	меч	V	N;DEF;MASC;PL
kiếm	мечове	kiếm	меч	V	N;INDF;MASC;PL
kiếm	сабя	kiếm	саб	V	N;INDF;FEM;SG
kiếm	мечът	kiếm	меч	V	N;DEF;MASC;SG
kiếm	меч	kiếm	меч	V	N;INDF;MASC;SG
bụng	стомах	bụng	стомах	ADJ	N;INDF;MASC;SG
bụng	стомахът	bụng	стомах	ADJ	N;DEF;MASC;SG
bụng	стомаха	bụng	стомах	ADJ	N;DEF;MASC;SG
bụng	корем	bụng	корем	ADJ	N;INDF;MASC;SG
bụng	коремче	bụng	коремче	ADJ	N;INDF;NEUT;SG
bụng	шкембе	bụng	шкембе	ADJ	N;INDF;NEUT;SG
bụng	корема	bụng	корем	ADJ	N;DEF;MASC;SG
bụng	корем	bụng	корем	ADJ	N;INDF;MASC;SG
bụng	кючек	bụng	кючек	ADJ	N;INDF;MASC;SG
bụng	корем	bụng	корем	ADJ	N;INDF;MASC;SG
bụng	корема	bụng	корем	ADJ	N;DEF;MASC;SG
nuôi	pet	nuôi	pet	V	N;INDF;MASC;SG
nuôi	любимец	nuôi	любимец	V	N;INDF;MASC;SG
nuôi	осиновен	nuôi	осиновя-(се)	V	ADJ;INDF;MASC;SG
nuôi	осиновена	nuôi	осиновя-(се)	V	ADJ;INDF;FEM;SG
đầy	пълно	đầy	пълен	ADJ	ADV
xóa	премахване	xóa	премахване	V	N;INDF;NEUT;SG
xóa	изтриване	xóa	изтриване	V	N;INDF;NEUT;SG
kính	очила	kính	очилам-(се)	N	ADV
vừa	средна	vừa	среден		ADJ;INDF;FEM;SG
vừa	среден	vừa	среден		ADJ;INDF;MASC;SG
vừa	средни	vừa	среден		ADJ;INDF;PL
vừa	средно	vừa	средно		ADV
vừa	умерено	vừa	умерено		ADV
vừa	умерен	vừa	умерен		ADJ;INDF;MASC;SG
vừa	умерена	vừa	умеря-(се)		ADJ;INDF;FEM;SG
thử	изпитване	thử	изпитване	V	N;INDF;NEUT;SG
thử	тест	thử	тест	V	N;INDF;MASC;SG
brasil	бразилия	brasil	бразилия	N	PROPN;INDF;FEM;SG
brasil	бразилия	brasil	бразилия	N	PROPN;INDF;FEM;SG
brasil	бразил	brasil	бразя-се	N	PROPN;INDF;MASC;SG
john	джон	john	джон	N	PROPN;INDF;MASC;SG
john	йоан	john	йоан	N	PROPN;INDF;MASC;SG
lược	изчерпателна	lược	изчерпателен	N	ADJ;INDF;FEM;SG
lược	всеобхватен	lược	всеобхватен	N	ADJ;INDF;MASC;SG
lược	изчерпателно	lược	изчерпателно	N	ADV
lược	изчерпателен	lược	изчерпателен	N	ADJ;INDF;MASC;SG
lược	inv	lược	inv	N	PROPN;INDF;MASC;SG
lược	комбс	lược	комбс	N	PROPN;INDF;MASC;SG
paris	парис	paris	парис		N;INDF;MASC;SG
paris	париж	paris	париж		PROPN;INDF;MASC;SG
tội	виновни	tội	виновен	N	ADJ;INDF;PL
tội	виновна	tội	виновен	N	ADJ;INDF;FEM;SG
tội	виновен	tội	виновен	N	ADJ;INDF;MASC;SG
tội	невинен	tội	невинен	N	ADJ;INDF;MASC;SG
tội	невинно	tội	невинно	N	ADV
