loại	type	loại	type	N	PROPN
mát	потеря	mát	потеря	ADJ	N;INAN;NOM;FEM;SG
mát	утрата	mát	утрата	ADJ	N;INAN;NOM;FEM;SG
mát	обои	mát	оба	ADJ	N;INAN;NOM;MASC;PL
taylor	тэйлор	taylor	тэйлор		N;ANIM;NOM;MASC;SG
taylor	тейлор	taylor	тейлор		N;ANIM;NOM;MASC;SG
xoay	вращения	xoay	вращение	V	N;INAN;NOM;NEUT;PL
xoay	ротации	xoay	ротация	V	N;INAN;NOM;FEM;PL
xoay	вращение	xoay	вращение	V	N;INAN;NOM;NEUT;SG
xoay	вращение	xoay	вращение	V	N;INAN;NOM;NEUT;SG
xoay	поворот	xoay	поворот	V	N;INAN;NOM;MASC;SG
columbia	колумбийский	columbia	колумбийский	N	ADJ;NOM;MASC;SG
đèn	light	đèn	light	N	PROPN
đèn	светло	đèn	светлый	N	ADJ;NEUT;SG
iraq	иракские	iraq	иракский	N	ADJ;NOM;PL
iraq	иракский	iraq	иракский	N	ADJ;NOM;MASC;SG
iraq	иракская	iraq	иракский	N	ADJ;NOM;FEM;SG
live	живи	live	жить		V;IPFV;IMP;SG;2;FIN;ACT
live	живите	live	жить		V;IPFV;IND;PL;2;PRS;FIN;ACT
live	live	live	live		PROPN
live	живу	live	жить		V;IPFV;IND;SG;1;PRS;FIN;ACT
live	жить	live	жить		V;IPFV;NFIN;ACT
live	живой	live	живой		ADJ;NOM;MASC;SG
live	живым	live	живой		ADJ;INS;NEUT;SG
live	живая	live	живой		ADJ;NOM;FEM;SG
live	живые	live	живой		ADJ;NOM;PL
live	жив	live	живой		ADJ;MASC;SG
trộn	слияние	trộn	слияние	V	N;INAN;NOM;NEUT;SG
trộn	объединение	trộn	объединение	V	N;INAN;NOM;NEUT;SG
trộn	mix	trộn	mix	V	PROPN
trộn	микс	trộn	микс	V	N;INAN;NOM;MASC;SG
ngợi	претензии	ngợi	претензия	V	N;INAN;NOM;FEM;PL
ngợi	роуз	ngợi	роуз	V	N;ANIM;NOM;FEM;SG
ngợi	роза	ngợi	роза	V	N;INAN;NOM;FEM;SG
ngợi	роз	ngợi	роза	V	N;INAN;GEN;FEM;PL
ruộng	пэдди	ruộng	пэдди	N	PART
roma	рома	roma	ром	N	
harry	харри	harry	харри		N;ANIM;NOM;MASC;SG
harry	гарри	harry	гарри		N;ANIM;NOM;MASC;SG
pic	пос	pic	поса		N;INAN;NOM;FEM;SG
pic	пик	pic	пик		N;INAN;NOM;MASC;SG
cốc	стучать	cốc	стучать	N	V;IPFV;NFIN;ACT
cốc	cup	cốc	cup	N	PROPN
online	онлайн	online	онлайн		ADV
online	online	online	online		PROPN
thiệp	передовые	thiệp	передовой	V	ADJ;NOM;PL
thiệp	передовых	thiệp	передовой	V	ADJ;GEN;PL
vol	vol	vol	vol		PROPN
hitler	гитлер	hitler	гитлер		N;ANIM;NOM;MASC;SG
hitler	гитлера	hitler	гитлер		N;ANIM;ACC;MASC;SG
quát	кричать	quát	кричать	N	V;IPFV;NFIN;ACT
virginia	вирджиния	virginia	вирджиние		N;INAN;NOM;FEM;SG
marne	марн	marne	марн	NUM	
mượn	заимствования	mượn	заимствование	V	N;INAN;NOM;NEUT;PL
brown	браун	brown	браун		N;ANIM;NOM;MASC;SG
brown	коричневые	brown	коричневый		ADJ;NOM;PL
brown	коричневый	brown	коричневый		ADJ;NOM;MASC;SG
mùi	пахнет	mùi	пахнуть	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
tốn	цена	tốn	цена	ADJ	N;INAN;NOM;FEM;SG
tốn	стоимость	tốn	стоимость	ADJ	N;INAN;NOM;FEM;SG
tốn	затраты	tốn	затрата	ADJ	N;INAN;NOM;FEM;PL
dời	ход	dời	ход	V	N;INAN;NOM;MASC;SG
đáy	снизу	đáy	снизу	N	ADV
ngưỡng	порог	ngưỡng	порог	V	N;INAN;NOM;MASC;SG
cáp	кабельное	cáp	кабельный	N	ADJ;NOM;NEUT;SG
pierre	пьер	pierre	пьер		N;ANIM;NOM;MASC;SG
disney	дисней	disney	диснь		N;INAN;NOM;MASC;SG
disney	disney	disney	disney		PROPN
real	real	real	real	N	PROPN
real	настоящий	real	настоящий	N	ADJ;NOM;MASC;SG
real	настоящие	real	настоящий	N	ADJ;NOM;PL
real	настоящая	real	настоящий	N	ADJ;NOM;FEM;SG
real	реальные	real	реальный	N	ADJ;NOM;PL
românia	румыния	românia	румыния	NUM	N;INAN;NOM;FEM;SG
românia	румынии	românia	румыния	NUM	N;INAN;NOM;FEM;PL
buồn	грусть	buồn	грусть	V	N;INAN;NOM;FEM;SG
buồn	печали	buồn	печаль	V	N;INAN;NOM;FEM;PL
buồn	грусти	buồn	грусть	V	N;INAN;NOM;FEM;PL
buồn	печаль	buồn	печаль	V	N;INAN;NOM;FEM;SG
buồn	грустная	buồn	грустный	V	ADJ;NOM;FEM;SG
buồn	печально	buồn	печальный	V	ADJ;NEUT;SG
buồn	грустный	buồn	грустный	V	ADJ;NOM;MASC;SG
buồn	грустно	buồn	грустный	V	ADJ;NEUT;SG
buồn	грусть	buồn	грусть	V	N;INAN;NOM;FEM;SG
francisco	франциско	francisco	франциский		ADV
francisco	франсиско	francisco	франсиский		ADV
bồi	официант	bồi	официант	V	N;ANIM;NOM;MASC;SG
bồi	джэк	bồi	джэк	V	N;ANIM;NOM;MASC;SG
bồi	джек	bồi	джек	V	N;ANIM;NOM;MASC;SG
bồi	boi	bồi	boi	V	PROPN
valign	valign	valign	valign		PROPN
nhầm	неправильный	nhầm	неправильный	V	ADJ;NOM;MASC;SG
nhầm	неправильно	nhầm	неправильный	V	ADJ;NEUT;SG
nhầm	неверно	nhầm	неверный	V	ADJ;NEUT;SG
ngủ	сон	ngủ	сон	V	N;INAN;NOM;MASC;SG
tiềm	угрожал	tiềm	угрожать	N	V;IPFV;MASC;IND;SG;PST;FIN;ACT
lạt	лат	lạt	латинский	N	
phùng	фэн	phùng	фэн	N	PART
hảo	идеальная	hảo	идеальный	N	ADJ;NOM;FEM;SG
hảo	идеальный	hảo	идеальный	N	ADJ;NOM;MASC;SG
hảo	идеально	hảo	идеально	N	ADV
hảo	хао	hảo	хао	N	PART
star	star	star	star		PROPN
star	звезда	star	звезда		N;ANIM;NOM;FEM;SG
algérie	algérie	algérie	algérie	N	PROPN
thách	challenge	thách	challenge	V	PROPN
thách	задача	thách	задача	V	N;INAN;NOM;FEM;SG
thách	вызов	thách	вызов	V	N;INAN;NOM;MASC;SG
tha	благодать	tha	благодать	V	N;INAN;NOM;FEM;SG
tha	грейс	tha	грейс	V	N;ANIM;NOM;FEM;SG
tha	грэйс	tha	грэйс	V	N;ANIM;NOM;FEM;SG
tha	tha	tha	tha	V	PROPN
hms	hms	hms	hms	N	PROPN
nấu	повар	nấu	повар	V	N;ANIM;NOM;MASC;SG
nấu	кук	nấu	кук	V	N;ANIM;NOM;MASC;SG
virus	вирусный	virus	вирусный		ADJ;NOM;MASC;SG
virus	вирус	virus	вирус		N;INAN;NOM;MASC;SG
virus	вирусы	virus	вирус		N;INAN;NOM;MASC;PL
virus	вирусов	virus	вирус		N;INAN;GEN;MASC;PL
virus	вирусы	virus	вирус		N;INAN;NOM;MASC;PL
virus	антивирус	virus	антивирус		N;ANIM;NOM;MASC;SG
mảng	массив	mảng	массив		N;INAN;NOM;MASC;SG
candèze	candèze	candèze	candèze	V	PROPN
frank	франк	frank	франк		N;INAN;NOM;MASC;SG
frank	фрэнк	frank	фрэнк		N;ANIM;NOM;MASC;SG
liễu	упомянутых	liễu	упомянуть	N	V;PFV;GEN;PL;PST;V.PTCP;PASS
liễu	упоминалось	liễu	упоминать	N	V;IPFV;NEUT;IND;SG;PST;FIN;PASS
liễu	упомянул	liễu	упомянуть	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
liễu	упомянула	liễu	упомянуть	N	V;PFV;FEM;IND;SG;PST;FIN;ACT
liễu	упомянули	liễu	упомянуть	N	V;PFV;IND;PL;PST;FIN;ACT
ordo	ordo	ordo	ordo		PROPN
nord	nord	nord	nord	N	PROPN
familia	familia	familia	familia	N	PROPN
đúc	большая	đúc	большой	V	ADJ;NOM;FEM;SG
đúc	big	đúc	big	V	PROPN
đúc	большие	đúc	большой	V	ADJ;NOM;PL
đúc	большой	đúc	большой	V	ADJ;NOM;MASC;SG
đúc	биг	đúc	биг	V	
volume	объём	volume	объем		N;INAN;NOM;MASC;SG
volume	объем	volume	объем		N;INAN;NOM;MASC;SG
volume	громкость	volume	громкость		N;INAN;NOM;FEM;SG
tươi	свежее	tươi	свежий	N	ADJ;NOM;NEUT;SG
tươi	свежий	tươi	свежий	N	ADJ;NOM;MASC;SG
tươi	свежая	tươi	свежий	N	ADJ;NOM;FEM;SG
tươi	свежие	tươi	свежий	N	ADJ;NOM;PL
tươi	свежее	tươi	свежий	N	ADJ;NOM;NEUT;SG
afghanistan	афганистана	afghanistan	афганистан		N;INAN;GEN;MASC;SG
afghanistan	афганистан	afghanistan	афганистан		N;INAN;NOM;MASC;SG
afghanistan	афганистане	afghanistan	афганистан		N;INAN;ESS;MASC;SG
japan	japan	japan	japan	N	PROPN
radar	радар	radar	радар	V	N;INAN;NOM;MASC;SG
wang	ван	wang	ван	N	PART
say	полный	say	полный	V	ADJ;NOM;MASC;SG
say	полные	say	полный	V	ADJ;NOM;PL
say	полное	say	полный	V	ADJ;NOM;NEUT;SG
say	полного	say	полный	V	ADJ;GEN;MASC;SG
say	полная	say	полный	V	ADJ;NOM;FEM;SG
say	пьяная	say	пьяный	V	ADJ;NOM;FEM;SG
say	пьяные	say	пьяный	V	ADJ;NOM;PL
say	пьян	say	пьяный	V	ADJ;MASC;SG
say	пьяна	say	пьяна	V	ADJ;FEM;SG
say	пьяный	say	пьяный	V	ADJ;NOM;MASC;SG
bùng	вспышка	bùng	вспышка	V	N;INAN;NOM;FEM;SG
italia	italia	italia	italia	N	PROPN
đằng	тенг	đằng	тенг	V	
sừng	хорн	sừng	хорна	N	
syria	сирийской	syria	сирийский	N	ADJ;INS;FEM;SG
syria	сирийские	syria	сирийский	N	ADJ;NOM;PL
syria	сирийская	syria	сирийский	N	ADJ;NOM;FEM;SG
hâm	страстный	hâm	страстный	V	ADJ;NOM;MASC;SG
hâm	страстно	hâm	страстно	V	ADV
mary	маша	mary	маша		N;ANIM;NOM;FEM;SG
mary	мэри	mary	мэр		N;ANIM;NOM;FEM;SG
mary	мария	mary	мария		N;ANIM;NOM;FEM;SG
mary	мери	mary	мера		N;INAN;NOM;FEM;SG
code	code	code	code	N	PROPN
ghép	пара	ghép	пара	V	N;INAN;NOM;FEM;SG
ghép	сопряжения	ghép	сопряжение	V	N;INAN;NOM;NEUT;PL
ghép	трансплантации	ghép	трансплантация	V	N;INAN;NOM;FEM;SG
ghép	пересадка	ghép	пересадка	V	N;INAN;NOM;FEM;SG
mươi	fifty	mươi	fifty	NUM	PROPN
olympic	олимпийские	olympic	олимпийский	N	ADJ;NOM;PL
olympic	олимпийский	olympic	олимпийский	N	ADJ;NOM;MASC;SG
xiêm	сиамские	xiêm	сиамский	N	ADJ;NOM;PL
mau	быстро	mau	быстро	ADJ	ADV
mau	быстро	mau	быстро	ADJ	ADV
java	java	java	java	N	PROPN
royal	королевские	royal	королевский	N	ADJ;NOM;PL
royal	королевский	royal	королевский	N	ADJ;NOM;MASC;SG
royal	royal	royal	royal	N	PROPN
royal	королевской	royal	королевский	N	ADJ;INS;FEM;SG
royal	королевская	royal	королевский	N	ADJ;NOM;FEM;SG
sri	шри	sri	шри	N	
hối	подкуп	hối	подкуп		N;INAN;NOM;MASC;SG
hối	взятки	hối	взятка		N;INAN;NOM;FEM;PL
hối	взятки	hối	взятка		N;INAN;NOM;FEM;PL
will	воля	will	воля		N;INAN;NOM;FEM;SG
will	будет	will	быть		V;IPFV;IND;SG;3;PRS;FIN;ACT
will	уилл	will	уилл		N;ANIM;NOM;MASC;SG
bơi	плавание	bơi	плавание	V	N;INAN;NOM;NEUT;SG
lệch	отклонения	lệch	отклонение	ADJ	N;INAN;NOM;NEUT;PL
lệch	отклонение	lệch	отклонение	ADJ	N;INAN;NOM;NEUT;SG
lệch	лех	lệch	лех	ADJ	PROPN;ANIM;NOM;MASC;SG
tảo	водоросли	tảo	водоросль	V	N;INAN;NOM;FEM;PL
carl	карл	carl	карл		PROPN;ANIM;NOM;MASC;SG
táng	сжег	táng	сжечь	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
táng	сгорела	táng	сгореть	N	V;PFV;FEM;IND;SG;PST;FIN;ACT
táng	сгорел	táng	сгореть	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
táng	сожгли	táng	сжечь	N	V;PFV;IND;PL;PST;FIN;ACT
ray	ray	ray	ray		PROPN
ray	рэй	ray	рэй		N;ANIM;NOM;MASC;SG
giây	секунды	giây	секунда		N;INAN;NOM;FEM;PL
giây	секунд	giây	секунда		N;INAN;GEN;FEM;PL
giây	секунда	giây	секунда		N;INAN;NOM;FEM;SG
giây	второй	giây	второй		ADJ;NOM;MASC;SG
giây	вторая	giây	второй		ADJ;NOM;FEM;SG
giây	второе	giây	второй		ADJ;NOM;NEUT;SG
giây	сек	giây	секунда		N;INAN;NOM;FEM;SG
khmer	кхмерский	khmer	кхмерский	N	ADJ;NOM;MASC;SG
linecolor	linecolor	linecolor	linecolor	N	PROPN
maritime	морские	maritime	морской	N	ADJ;NOM;PL
maritime	морской	maritime	морской	N	ADJ;NOM;MASC;SG
maritime	морская	maritime	морской	N	ADJ;NOM;FEM;SG
cong	изогнутый	cong	изогнуть		V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
cong	кривой	cong	кривой		N;INAN;NOM;MASC;SG
cong	кривая	cong	кривая		N;INAN;NOM;FEM;SG
cong	кривизны	cong	кривизна		N;INAN;NOM;FEM;PL
serbia	сербские	serbia	сербский	N	ADJ;NOM;PL
serbia	сербская	serbia	сербский	N	ADJ;NOM;FEM;SG
sam	сэм	sam	сэм		N;ANIM;NOM;MASC;SG
sivas	сивас	sivas	сивас	NUM	
bền	прочного	bền	прочный	N	ADJ;GEN;MASC;SG
bền	прочный	bền	прочный	N	ADJ;NOM;MASC;SG
bền	прочного	bền	прочный	N	ADJ;GEN;MASC;SG
nhựa	пластиковый	nhựa	пластиковый	N	ADJ;NOM;MASC;SG
nhựa	пластиковые	nhựa	пластиковый	N	ADJ;NOM;PL
model	model	model	model	N	PROPN
china	china	china	china	N	PROPN
cậy	председатель	cậy	председатель		N;ANIM;NOM;MASC;SG
cậy	кресло	cậy	кресло		N;INAN;NOM;NEUT;SG
cậy	стул	cậy	стул		N;INAN;NOM;MASC;SG
tráng	повернул	tráng	повернуть	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
tráng	обратился	tráng	обратиться	N	V;PFV;MASC;IND;SG;PST;FIN;MID
tráng	повернулся	tráng	повернуться	N	V;PFV;MASC;IND;SG;PST;FIN;MID
williams	вильямс	williams	вильямс		N;ANIM;DAT;MASC;PL
williams	уильямс	williams	уильямс		N;ANIM;DAT;NEUT;PL
hãm	мужчин	hãm	мужчина	V	N;ANIM;GEN;MASC;PL
hãm	men	hãm	men	V	PROPN
hãm	мужчины	hãm	мужчина	V	N;ANIM;NOM;MASC;PL
hãm	мужики	hãm	мужик	V	N;ANIM;NOM;MASC;PL
quét	сканирование	quét	сканирование	V	N;INAN;NOM;NEUT;SG
nhịp	пульс	nhịp	пульс	V	N;INAN;NOM;MASC;SG
nhịp	импульс	nhịp	импульс	V	N;INAN;NOM;MASC;SG
chục	десятки	chục	десяток	NUM	N;INAN;NOM;MASC;PL
chục	десятков	chục	десяток	NUM	N;INAN;GEN;MASC;PL
chục	дюжина	chục	дюжин	NUM	N;INAN;NOM;FEM;SG
chục	дюжины	chục	дюжина	NUM	N;INAN;NOM;FEM;PL
chục	дюжину	chục	дюжина	NUM	N;INAN;ACC;FEM;SG
chục	десятка	chục	десяток	NUM	N;INAN;NOM;MASC;SG
victoria	victoria	victoria	victoria	N	PROPN
mộng	ночной	mộng	ночной	N	ADJ;NOM;MASC;SG
mộng	ночные	mộng	ночной	N	ADJ;NOM;PL
cạn	мелко	cạn	мелко	V	ADV
cạn	раковине	cạn	раковина	V	N;INAN;DAT;FEM;SG
val	вэл	val	вэт		N;ANIM;NOM;MASC;SG
val	вал	val	вал		N;INAN;NOM;MASC;SG
diệu	чудо	diệu	чудо	ADJ	N;INAN;NOM;NEUT;SG
tràn	переполнение	tràn	переполнение	V	N;INAN;NOM;NEUT;SG
tràn	разлива	tràn	разлив	V	N;INAN;GEN;MASC;SG
bích	спасти	bích	спасти	N	V;PFV;NFIN;ACT
bích	сохранять	bích	сохранять	N	V;IPFV;NFIN;ACT
bích	сохранить	bích	сохранить	N	V;PFV;NFIN;ACT
bích	сохраните	bích	сохранить	N	V;PFV;IMP;PL;2;FUT;FIN;ACT
dvd	dvd	dvd	dvd	V	N;INAN;NOM;MASC;SG
dvd	dvd	dvd	dvd	V	N;INAN;NOM;MASC;SG
pas	сса	pas	сса		N;INAN;NOM;FEM;SG
newton	ньютон	newton	ньютон		N;ANIM;NOM;MASC;SG
newton	ньютона	newton	ньютон		N;ANIM;ACC;MASC;SG
gói	bundle	gói	bundle	N	PROPN
tràng	скажи	tràng	сказать	N	V;PFV;IMP;SG;2;FIN;ACT
tràng	скажем	tràng	сказать	N	V;PFV;IND;PL;1;FUT;FIN;ACT
tràng	скажите	tràng	сказать	N	V;PFV;IMP;PL;2;FIN;ACT
tràng	сказать	tràng	сказать	N	V;PFV;NFIN;ACT
đói	голодные	đói	голодный	V	ADJ;NOM;PL
đói	голодная	đói	голодный	V	ADJ;NOM;FEM;SG
đói	голодный	đói	голодный	V	ADJ;NOM;MASC;SG
đói	голод	đói	голод	V	N;INAN;NOM;MASC;SG
đói	голода	đói	голод	V	N;INAN;GEN;MASC;SG
tom	том	tom	то	N	PRO;INAN;NOM;NEUT;SG
apple	яблоко	apple	яблоко		N;INAN;NOM;NEUT;SG
apple	яблочный	apple	яблочный		ADJ;NOM;MASC;SG
apple	apple	apple	эппл		PROPN;NOM;SG
times	времена	times	время		N;INAN;NOM;NEUT;PL
times	таймс	times	таймс		N;INAN;NOM;MASC;SG
times	times	times	times		PROPN
media	media	media	media		PROPN
media	медиа	media	медиа		N;INAN;NOM;NEUT;SG
media	сми	media	смотреть		N;INAN;NOM;NEUT;PL
eds	eds	eds	eds	N	PROPN
gọn	компакт	gọn	компакт	ADJ	N;INAN;NOM;MASC;SG
nhạt	light	nhạt	light	ADJ	PROPN
nhạt	свет	nhạt	свет	ADJ	N;INAN;NOM;MASC;SG
nhạt	света	nhạt	свет	ADJ	N;INAN;GEN;MASC;SG
chua	поставить	chua	ставить	N	V;PFV;NFIN;ACT
chua	кислый	chua	кислый	N	ADJ;NOM;MASC;SG
chua	аш	chua	аш	N	
táo	яблоко	táo	яблоко	ADJ	N;INAN;NOM;NEUT;SG
táo	apple	táo	эппл	ADJ	PROPN;NOM;SG
táo	яблоки	táo	яблоко	ADJ	N;INAN;NOM;NEUT;PL
albert	альберт	albert	альберт		N;ANIM;NOM;MASC;SG
albert	альбер	albert	альбер		N;ANIM;NOM;MASC;SG
elizabeth	елизавета	elizabeth	елизавет		N;ANIM;NOM;FEM;SG
elizabeth	элизабет	elizabeth	элизабет		N;ANIM;NOM;FEM;SG
diego	диего	diego	дие		N;INAN;NOM;MASC;SG
lặp	петля	lặp	петля	V	N;INAN;NOM;FEM;SG
lặp	цикл	lặp	цикл	V	N;INAN;NOM;MASC;SG
lặp	петля	lặp	петля	V	N;INAN;NOM;FEM;SG
thơm	ароматные	thơm	ароматный	N	ADJ;NOM;PL
edition	издание	edition	издание		N;INAN;NOM;NEUT;SG
euro	евро	euro	евро		N;INAN;NOM;MASC;SG
latin	репетитор	latin	репетитор		N;ANIM;NOM;MASC;SG
latin	латинской	latin	латинский		ADJ;INS;FEM;SG
latin	латинская	latin	латинский		ADJ;NOM;FEM;SG
ottoman	османской	ottoman	османский	N	ADJ;INS;FEM;SG
rob	роб	rob	роб		N;ANIM;NOM;MASC;SG
rob	ограбить	rob	грабить		V;PFV;NFIN;ACT
opera	opera	opera	opera		PROPN
opera	опера	opera	опера		N;INAN;NOM;FEM;SG
html	html	html	html	N	PROPN
múa	dance	múa	dance	N	PROPN
múa	танцуй	múa	танцея	N	V;IPFV;IMP;SG;2;FIN;ACT
big	большая	big	большой		ADJ;NOM;FEM;SG
big	big	big	big		PROPN
big	большие	big	большой		ADJ;NOM;PL
big	большой	big	большой		ADJ;NOM;MASC;SG
chelsea	челси	chelsea	челси	N	
sâm	новые	sâm	новый	N	ADJ;NOM;PL
sâm	новая	sâm	новый	N	ADJ;NOM;FEM;SG
sâm	новый	sâm	новый	N	ADJ;NOM;MASC;SG
sâm	новых	sâm	новый	N	ADJ;GEN;PL
sâm	новое	sâm	новый	N	ADJ;NOM;NEUT;SG
nhan	янь	nhan	янь		PART
meyrick	meyrick	meyrick	meyrick	V	PROPN
chicago	чикаго	chicago	чикий		N;INAN;NOM;MASC;SG
eupithecia	eupithecia	eupithecia	eupithecia	V	PROPN
cóc	жаба	cóc	жаба	V	N;ANIM;NOM;FEM;SG
cóc	лягушка	cóc	лягушка	V	N;ANIM;NOM;FEM;SG
cóc	лягушки	cóc	лягушка	V	N;ANIM;NOM;FEM;PL
piano	фортепиано	piano	фортепиано	N	ADV
lừa	ослов	lừa	осло	V	N;ANIM;GEN;FEM;PL
lừa	дурак	lừa	дурак	V	N;ANIM;NOM;MASC;SG
lừa	дура	lừa	дура	V	N;ANIM;NOM;FEM;SG
lừa	осёл	lừa	осел	V	N;ANIM;NOM;MASC;SG
lừa	крышкой	lừa	крышка	V	N;INAN;INS;FEM;SG
lừa	крышка	lừa	крышка	V	N;INAN;NOM;FEM;SG
lừa	фокус	lừa	фокус	V	N;INAN;NOM;MASC;SG
lừa	трюк	lừa	трюк	V	N;INAN;NOM;MASC;SG
lừa	уловка	lừa	уловка	V	N;INAN;NOM;FEM;SG
normandie	нормандии	normandie	нормандия	NUM	N;INAN;NOM;FEM;PL
part	часть	part	часть		N;INAN;NOM;FEM;SG
part	частично	part	частично		ADV
bớt	меньше	bớt	мало	V	NUM
bớt	менее	bớt	менее	V	ADV;CMPR
nepal	непала	nepal	непал	V	N;INAN;NOM;MASC;SG
nepal	непале	nepal	непал	V	N;INAN;NOM;FEM;SG
nepal	непал	nepal	непал	V	N;INAN;NOM;MASC;SG
nepal	непала	nepal	непал	V	N;INAN;NOM;MASC;SG
dốc	крутых	dốc	крутой	N	ADJ;GEN;PL
christian	кристиан	christian	кристианин		N;ANIM;NOM;MASC;SG
christian	христианин	christian	христианин		N;ANIM;NOM;MASC;SG
christian	христиане	christian	христианин		N;ANIM;NOM;MASC;PL
christian	христианство	christian	христианство		N;INAN;NOM;NEUT;SG
christian	христиан	christian	христианин		N;ANIM;GEN;MASC;PL
photo	фотография	photo	фотография		N;INAN;NOM;FEM;SG
photo	фото	photo	фото		N;INAN;NOM;MASC;SG
line	линии	line	линия		N;INAN;NOM;FEM;PL
line	строка	line	строка		N;INAN;NOM;FEM;SG
line	линия	line	линия		N;INAN;NOM;FEM;SG
line	line	line	line		PROPN
gen	джин	gen	джин	N	PART
film	film	film	film	N	PROPN
cua	крабов	cua	краб		N;ANIM;GEN;MASC;PL
cua	очередь	cua	очередь		N;INAN;NOM;FEM;SG
cua	поворот	cua	поворот		N;INAN;NOM;MASC;SG
cua	краб	cua	краб		N;INAN;NOM;MASC;SG
bìa	картон	bìa	картон		N;INAN;NOM;MASC;SG
bìa	обложки	bìa	обложка		N;INAN;NOM;FEM;PL
bìa	прикрытие	bìa	прикрытие		N;INAN;NOM;NEUT;SG
bìa	обложка	bìa	обложка		N;INAN;NOM;FEM;SG
bìa	обложку	bìa	обложка		N;INAN;ACC;FEM;SG
bìa	покрытия	bìa	покрытие		N;INAN;NOM;NEUT;PL
hill	холм	hill	холм		N;INAN;NOM;MASC;SG
hill	hill	hill	hill		PROPN
thô	raw	thô	raw	ADJ	PROPN
thô	гроув	thô	гроув	ADJ	N;INAN;NOM;MASC;SG
chém	тире	chém	тир	V	N;INAN;NOM;MASC;SG
tuệ	пила	tuệ	пила	N	V;IPFV;FEM;IND;SG;PRS;FIN;ACT
asplenium	костенец	asplenium	костенец	V	N;ANIM;NOM;MASC;SG
khoan	бурение	khoan	бурение	V	N;INAN;NOM;NEUT;SG
jack	джэк	jack	джэк		N;ANIM;NOM;MASC;SG
jack	джек	jack	джек		N;ANIM;NOM;MASC;SG
hoành	хенг	hoành	хенг	N	
ngon	хорошо	ngon	хорошо	ADJ	ADV
đứt	snap	đứt	snap	V	PROPN
đứt	трещины	đứt	трещина	V	N;INAN;NOM;FEM;PL
levi	леви	levi	лев		N;ANIM;NOM;MASC;SG
chen	чен	chen	чно	N	PART
hẹn	назначение	hẹn	назначение	V	N;INAN;NOM;NEUT;SG
hẹn	назначения	hẹn	назначение	V	N;INAN;NOM;NEUT;PL
bốc	box	bốc	box	V	PROPN
bốc	ящик	bốc	ящик	V	N;INAN;NOM;MASC;SG
bốc	коробку	bốc	коробка	V	N;INAN;ACC;FEM;SG
bốc	коробка	bốc	коробка	V	N;INAN;NOM;FEM;SG
bốc	шкатулка	bốc	шкатулка	V	N;INAN;NOM;FEM;SG
bốc	бокс	bốc	бокс	V	N;INAN;NOM;MASC;SG
yến	янь	yến	янь	N	PART
stalin	сталин	stalin	сталин		N;ANIM;NOM;MASC;SG
stalin	сталина	stalin	сталин		N;ANIM;ACC;MASC;SG
gan	печени	gan	печень		N;INAN;GEN;FEM;SG
gan	печень	gan	печень		N;INAN;NOM;FEM;SG
phun	спрей	phun	спрей	V	N;INAN;NOM;MASC;SG
die	умри	die	умери		V;IPFV;IMP;SG;2;FIN;ACT
die	умереть	die	умереть		V;PFV;NFIN;ACT
marie	мари	marie	мари		N;ANIM;NOM;FEM;SG
bromeliaceae	бромелиевые	bromeliaceae	бромелиевый	N	ADJ;NOM;PL
sul	сул	sul	сул	N	PART
trượt	слайд	trượt	слайд	V	
cười	улыбки	cười	улыбка	V	N;INAN;NOM;FEM;PL
cười	смех	cười	смех	V	N;INAN;NOM;MASC;SG
cười	смех	cười	смех	V	N;INAN;NOM;MASC;SG
cười	улыбка	cười	улыбка	V	N;INAN;NOM;FEM;SG
mặn	соленое	mặn	соленый	V	ADJ;NOM;NEUT;SG
net	net	net	net	N	PROPN
net	чистый	net	чистый	N	ADJ;NOM;MASC;SG
daniel	дэниэл	daniel	дэниэл		N;ANIM;NOM;MASC;SG
daniel	дэниел	daniel	дэниел		N;ANIM;NOM;MASC;SG
daniel	даниель	daniel	даниель		N;ANIM;NOM;MASC;SG
daniel	даниэль	daniel	даниэль		N;ANIM;NOM;MASC;SG
boeing	boeing	boeing	boeing	N	PROPN;NOM;SG
tím	фиолетовый	tím	фиолетовый	N	ADJ;NOM;MASC;SG
đâm	забастовку	đâm	забастовка	V	N;INAN;ACC;FEM;SG
đâm	забастовка	đâm	забастовка	V	N;INAN;NOM;FEM;SG
đâm	ножом	đâm	нож	V	N;INAN;INS;MASC;SG
đâm	ножевых	đâm	ножевой	V	ADJ;GEN;PL
bành	пэн	bành	пэн	V	PART
rạp	кинотеатрах	rạp	кинотеатр	V	N;INAN;ESS;MASC;PL
rạp	кинотеатрах	rạp	кинотеатр	V	N;INAN;ESS;MASC;PL
hong	хон	hong	хон	N	PART
midi	midi	midi	midi	N	PROPN
île	иле	île	иле	N	
nghiêng	tilt	nghiêng	tilt	ADJ	PROPN
nghiêng	курсив	nghiêng	курсив	ADJ	N;INAN;NOM;MASC;SG
mẫn	крутой	mẫn	крутой		ADJ;NOM;MASC;SG
