que	you	que	you	PRO	N;NOM;SG
participación	osalev	participación	osalev	N	ADJ;NOM;SG;PRS;V.PTCP;ACT
participación	osalevad	participación	osalema	N	V;IND;PL;3;PRS;FIN;ACT
participación	see	participación	see	N	PRO;NOM;SG
participación	selle	participación	see	N	PRO;GEN;SG
participación	seda	participación	see	N	PRO;PRT;SG
dei	andis	dar	andma	PROPN	V;IND;SG;3;PST;FIN;ACT
dei	pöördus	dar	pöörduma	PROPN	V;IND;SG;3;PST;FIN;ACT
caro	kallid	caro	kallis	N	ADJ;NOM;PL
caro	liiga	caro	liiga	N	ADV
caro	kõrgele	caro	kõrgele	N	ADV
caro	kõrged	caro	kõrge	N	ADJ;NOM;PL
caro	kõrgel	caro	kõrgel	N	ADV
caro	kõrge	caro	kõrge	N	ADJ;NOM;SG
caro	palju	caro	palju	N	ADV
reverendo	reverend	reverer	reverend	V	N;NOM;SG
peto	nende	peto	tema	N	PRO;GEN;PL
peto	sinu	peto	sina	N	PRO;GEN;SG;2
peto	teie	peto	sina	N	PRO;NOM;PL;2
peto	tema	peto	tema	N	PRO;NOM;SG;3
estivera	siin	estar	siin	V	ADV
puidera	võiks	poder	võima	V	V;COND;PRS;FIN;ACT
cego	pime	cego	pime	N	ADJ;NOM;SG
cego	pimedad	cego	pime	N	ADJ;NOM;PL
cego	ühe	cego	üks	N	NUM;GEN;SG
cego	üks	cego	üks	N	PRO;NOM;SG
lin	lugemine	lin	lugemine	V	N;NOM;SG
lin	haven	lin	haven	V	N;NOM;SG
lin	hommik	lin	hommik	V	N;NOM;SG
clínica	kliinik	clínico	kliinik	ADJ	N;NOM;SG
orixe	alates	orixe	alates	N	ADV
orixe	kellelt	orixe	kes	N	PRO;AT+ABL;SG
corrente	oja	corrente	oja	ADJ	N;NOM;SG
corrente	vett	corrente	vesi	ADJ	N;PRT;SG
corrente	vesi	corrente	vesi	ADJ	N;NOM;SG
corrente	šokk	corrente	šokk	ADJ	N;NOM;SG
corrente	tea	corrente	teadma	ADJ	V;IMP;SG;2;PRS;FIN;ACT
doe	valutab	doar	valutama	PROPN	V;IND;SG;3;PRS;FIN;ACT
doe	haiget	doar	haige	PROPN	N;PRT;SG
doe	valu	doar	valu	PROPN	N;NOM;SG
doe	teeb	doar	tegema	PROPN	V;IND;SG;3;PRS;FIN;ACT
consumo	meie	consumo	mina	N	PRO;NOM;PL;1
rexistro	registreerida	rexistro	registreerima	N	V;NFIN
rexistro	registreeru	rexistro	registreeruma	N	V;IMP;SG;2;PRS;FIN;ACT
rexistro	otsi	rexistro	otsima	N	V;IMP;SG;2;PRS;FIN;ACT
independencia	saavutati	independencia	saavutama	N	V;IND;PST;FIN;PASS
independencia	saavutatud	independencia	saavutama	N	V;PST;V.PTCP;PASS
doente	haige	doente	haige	N	ADJ;NOM;SG
doente	haigeks	doente	haige	N	ADJ;TRANS;SG
doente	haige	doente	haige	N	ADJ;NOM;SG
certeza	kindel	certeza	kindel	N	ADJ;NOM;SG
certeza	mis	certeza	mis	N	PRO;NOM;SG
certeza	teatud	certeza	teatud	N	ADJ;PST;V.PTCP;PASS
certeza	see	certeza	see	N	PRO;NOM;SG
certeza	seda	certeza	see	N	PRO;PRT;SG
certeza	umbes	certeza	umbes	N	ADV
certeza	jah	certeza	jah	N	ADV
sabías	sind	sabía	sina	N	PRO;PRT;SG;2
sabías	sina	sabía	sina	N	PRO;NOM;SG;2
sabías	tea	sabía	teadma	N	V;IMP;SG;2;PRS;FIN;ACT
sabías	tegi	sabía	tegema	N	V;IND;SG;3;PST;FIN;ACT
sabías	teadis	sabía	teadma	N	V;IND;SG;3;PST;FIN;ACT
sabías	teadsid	sabía	teadma	N	V;IND;PL;3;PST;FIN;ACT
sabías	teadsin	sabía	teadma	N	V;IND;SG;1;PST;FIN;ACT
sabías	see	sabía	see	N	PRO;NOM;SG
sabías	seda	sabía	see	N	PRO;PRT;SG
richard	richard	richard	richard	PROPN	N;NOM;SG
desapareceu	kadunud	desaparecer	kadunud	V	ADJ;PST;V.PTCP;ACT
desapareceu	puudu	desaparecer	puudu	V	ADV
desapareceu	kõik	desaparecer	kõik	V	PRO;NOM;SG
desapareceu	ta	desaparecer	tema	V	PRO;NOM;SG;3
wada	teda	wada	tema	N	PRO;PRT;SG;3
orquestra	väike	orquestra	väike	N	ADJ;NOM;SG
orquestra	vähe	orquestra	vähe	N	ADV
céntimos	sind	céntimo	sina	N	PRO;PRT;SG;2
céntimos	sina	céntimo	sina	N	PRO;NOM;SG;2
céntimos	rohkem	céntimo	rohkem	N	ADV
amante	uhke	amante	uhke	N	ADJ;NOM;SG
pelexar	võitlemine	pelexar	võitlemine	V	N;NOM;SG
pelexar	võitlus	pelexar	võitlus	V	N;NOM;SG
pelexar	võitle	pelexar	võitlema	V	N;NOM;SG
pelexar	võitlus	pelexar	võitlus	V	N;NOM;SG
pelexar	kõik	pelexar	kõik	V	PRO;NOM;SG
acabouse	kõik	acabouse	kõik	N	PRO;NOM;SG
acabouse	üle	acabouse	üle	N	ADV
acabouse	see	acabouse	see	N	PRO;NOM;SG
acabouse	seda	acabouse	see	N	PRO;PRT;SG
acabouse	lõpetatud	acabouse	lõpetama	N	ADJ;PST;V.PTCP;PASS
acabouse	läinud	acabouse	minema	N	V;PST;V.PTCP;ACT
acabouse	välju	acabouse	väli	N	V;IMP;PL;2;PRS;FIN;ACT
acabouse	nüüd	acabouse	nüüd	N	ADV
farías	sind	farios	sina	V	PRO;PRT;SG;2
farías	you	farios	you	V	N;NOM;SG
farías	sina	farios	sina	V	PRO;NOM;SG;2
señoría	sinu	señor	sina	N	PRO;GEN;SG;2
señoría	teie	señor	sina	N	PRO;NOM;PL;2
volves	sind	volver	sina	V	PRO;PRT;SG;2
volves	you	volver	you	V	N;NOM;SG
volves	sina	volver	sina	V	PRO;NOM;SG;2
volves	tagasi	volver	tagasi	V	ADV
volves	uuesti	volver	uuesti	V	ADV
volves	taas	volver	taas	V	ADV
volves	jälle	volver	jälle	V	ADV
volves	tagasitulek	volver	tagasi_tulek	V	N;NOM;SG
dilles	ütle	dille	ütlema	PROPN	V;IMP;SG;2;PRS;FIN;ACT
dilles	räägi	dille	rääkima	PROPN	V;IMP;SG;2;PRS;FIN;ACT
dilles	neid	dille	see	PROPN	PRO;PRT;PL
dilles	teda	dille	tema	PROPN	PRO;PRT;SG;3
bebe	juua	beber	jooma	N	V;NFIN
bebe	joob	beber	jooma	N	V;IND;SG;3;PRS;FIN;ACT
bebe	mõned	beber	mõni	N	PRO;NOM;PL
bombardeo	jätka	bombardeo	jätkama	N	V;IMP;SG;2;PRS;FIN;ACT
romanos	roman	romano	roman	ADJ	N;NOM;SG
romanos	roomlased	romano	roomlane	ADJ	N;NOM;PL
romanos	kunagi	romano	kunagi	ADJ	ADV
romanos	ever	romano	ever	ADJ	N;NOM;SG
puto	terved	poñer	terve	N	ADJ;NOM;PL
puto	tervelt	poñer	tervelt	N	ADV
puto	hull	poñer	hull	N	ADJ;NOM;SG
puto	hullud	poñer	hull	N	ADJ;NOM;PL
puto	sind	poñer	sina	N	PRO;PRT;SG;2
puto	sina	poñer	sina	N	PRO;NOM;SG;2
iamos	going	ir	going	V	N;NOM;SG
iamos	minek	ir	minek	V	N;NOM;SG
claramente	puhas	claramente	puhas	ADV	ADJ;NOM;SG
claramente	selge	claramente	selge	ADV	ADJ;NOM;SG
claramente	ja	claramente	ja	ADV	CONJ
claramente	ning	claramente	ning	ADV	CONJ
toque	puuduta	toque	puudutama	N	V;IMP;SG;2;PRS;FIN;ACT
toque	katsuda	toque	katsuma	N	V;NFIN
toque	puutu	toque	puutuma	N	V;IMP;SG;2;PRS;FIN;ACT
toque	nüüd	toque	nüüd	N	ADV
toque	liigutav	toque	liigutav	N	ADJ;NOM;SG;PRS;V.PTCP;ACT
toque	mängi	toque	mängima	N	V;IMP;SG;2;PRS;FIN;ACT
toque	tagasi	toque	tagasi	N	ADV
ee	riigid	ee	riik	PROPN	N;NOM;PL
ee	ameerika	ee	ameerika	PROPN	ADJ
ee	united	ee	united	PROPN	N;NOM;SG
ee	ühinenud	ee	ühinema	PROPN	V;PST;V.PTCP;ACT
noutras	muu	noutro	muu	N	PRO;NOM;SG
noutras	muud	noutro	muu	N	PRO;NOM;SG
batería	trummid	bater	trumm	V	N;NOM;PL
batería	trumme	bater	trumm	V	N;PRT;PL
batería	patarei	bater	patarei	V	N;NOM;SG
batería	aku	bater	aku	V	N;NOM;SG
batería	trumm	bater	trumm	V	N;NOM;SG
batería	trummi	bater	trumm	V	N;NOM;SG
batería	komplekt	bater	komplekt	V	N;NOM;SG
batería	kit	bater	kit	V	N;NOM;SG
batería	trummar	bater	trummar	V	N;NOM;SG
finais	hilja	final	hilja	N	ADV
finais	hiline	final	hiline	N	ADJ;NOM;SG
finais	hilinenud	final	hilinema	N	V;PST;V.PTCP;ACT
estiveron	olid	estar	olema	V	V;IND;PL;3;PST;FIN;ACT
estiveron	nad	estar	tema	V	PRO;NOM;PL;3
queriamos	tagaotsitav	querer	taga_otsitav	V	ADJ;NOM;SG;PRS;V.PTCP;ACT
queriamos	külla	querer	küla	V	N;IN+ALL;LGSPEC1;SG
queriamos	külastus	querer	külastus	V	N;NOM;SG
queriamos	visiit	querer	visiit	V	N;NOM;SG
podiamos	lihtsalt	podiamo	lihtsalt	V	ADV
podiamos	võiks	podiamo	võima	V	V;COND;PRS;FIN;ACT
explicación	see	explicación	see	N	PRO;NOM;SG
explicación	selle	explicación	see	N	PRO;GEN;SG
explicación	seda	explicación	see	N	PRO;PRT;SG
explicación	seleta	explicación	seletama	N	V;IMP;SG;2;PRS;FIN;ACT
explicación	selgita	explicación	selgima	N	V;IMP;SG;2;PRS;FIN;ACT
explicación	selgitada	explicación	selgitama	N	V;NFIN
miras	sind	miro	sina	N	PRO;PRT;SG;2
miras	sina	miro	sina	N	PRO;NOM;SG;2
miras	vaadates	miro	vaatama	N	V;V.CVB
miras	vaata	miro	vaatama	N	V;IMP;SG;2;PRS;FIN;ACT
miras	vaadake	miro	vaatama	N	V;IMP;PL;2;PRS;FIN;ACT
miras	seal	miro	seal	N	ADV
achégase	lähedal	achégar	lähedal	V	ADV
achégase	tulekul	achégar	tulek	V	N;AT+ESS
;SG
achégase	lähenemisviise	achégar	lähenemis_viis	V	N;PRT;PL
achégase	seal	achégar	seal	V	ADV
achégase	talv	achégar	talv	V	N;NOM;SG
orgullo	uhke	orgullo	uhke	N	ADJ;NOM;SG
orgullo	uhked	orgullo	uhke	N	ADJ;NOM;PL
orgullo	uhkelt	orgullo	uhkelt	N	ADV
participar	osale	participar	osa	V	N;AT+ALL;SG
participar	osalev	participar	osalev	V	ADJ;NOM;SG;PRS;V.PTCP;ACT
participar	osas	participar	osa	V	N;IN+ESS;SG
imaxina	nyyd	imaxina	nyyd	V	N;NOM;SG
imaxina	nüüd	imaxina	nüüd	V	ADV
imaxina	lihtsalt	imaxina	lihtsalt	V	ADV
150	per	150	per	NUM	N;NOM;SG
modos	igatahes	modo	iga_tahes	N	ADV
modos	isegi	modo	isegi	N	ADV
especies	lahke	especie	lahke	N	ADJ;NOM;SG
cerebros	pakendatud	cerebro	pakendama	N	V;PST;V.PTCP;PASS
división	pooleks	división	pool	N	NUM;TRANS;SG
adulto	kasvanud	adulto	kasvama	N	V;PST;V.PTCP;ACT
adulto	kasvatatud	adulto	kasvatatud	N	V;PST;V.PTCP;PASS
namorado	love	namorar	love	V	N;NOM;SG
namorado	armastus	namorar	armastus	V	N;NOM;SG
namorado	armastust	namorar	armastus	V	N;PRT;SG
namorado	koos	namorar	koos	V	ADV
antibióticos	on	antibiótico	olema	N	V;IND;SG;3;PRS;FIN;ACT
antibióticos	kasutatud	antibiótico	kasutama	N	V;PST;V.PTCP;PASS
antibióticos	liiga	antibiótico	liiga	N	ADV
estarás	sind	estar	sina	V	PRO;PRT;SG;2
estarás	you	estar	you	V	N;NOM;SG
estarás	sina	estar	sina	V	PRO;NOM;SG;2
estarás	will	estar	will	V	N;NOM;SG
estarás	tahe	estar	tahe	V	N;NOM;SG
témome	kardan	témome	kartma	ADV	V;IND;SG;1;PRS;FIN;ACT
famoso	kuulus	famoso	kuuluma	ADJ	N;NOM;SG
famoso	see	famoso	see	ADJ	PRO;NOM;SG
famoso	selle	famoso	see	ADJ	PRO;GEN;SG
famoso	seda	famoso	see	ADJ	PRO;PRT;SG
quedo	ikkagi	quedo	ikkagi	V	ADV
quedo	ikka	quedo	ikka	V	ADV
nacemento	sündis	nacemento	sündima	N	V;IND;SG;3;PST;FIN;ACT
nacemento	sündinud	nacemento	sündima	N	V;PST;V.PTCP;ACT
darlles	anda	darlles	andma	ADJ	V;NFIN
darlles	anna	darlles	andma	ADJ	V;IMP;SG;2;PRS;FIN;ACT
darlles	neid	darlles	see	ADJ	PRO;PRT;PL
darlles	lihtsalt	darlles	lihtsalt	ADJ	ADV
darlles	nende	darlles	tema	ADJ	PRO;GEN;PL
darlles	proovi	darlles	proov	ADJ	N;PRT;SG
mor	kuna	mor	kuna	N	CONJ
mor	sest	mor	sest	N	CONJ
farto	väsinud	farto	väsinud	N	ADJ;PST;V.PTCP;ACT
farto	täis	farto	täis	N	ADV
farto	täielik	farto	täielik	N	ADJ;NOM;SG
farto	haige	farto	haige	N	ADJ;NOM;SG
farto	haigeks	farto	haige	N	ADJ;TRANS;SG
farto	oli	farto	olema	N	V;IND;SG;3;PST;FIN;ACT
farto	toidetud	farto	toitma	N	ADJ;PST;V.PTCP;PASS
loitamos	võitlemine	loitar	võitlemine	V	N;NOM;SG
loitamos	võitlus	loitar	võitlus	V	N;NOM;SG
loitamos	võitle	loitar	võitlema	V	N;NOM;SG
loitamos	võitlus	loitar	võitlus	V	N;NOM;SG
poñas	doni	poñer	doni	V	ADJ
poñas	don	poñer	don	V	N;NOM;SG
poñas	vaja	poñer	vaja	V	ADV
poñas	vajadus	poñer	vajadus	V	N;NOM;SG
poñas	lihtne	poñer	lihtne	V	ADJ;NOM;SG
poñas	kerge	poñer	kerge	V	ADJ;NOM;SG
poñas	mitte	poñer	mitte	V	ADV;NEG
poñas	ei	poñer	ei	V	ADV
poñas	pale	poñer	pale	V	N;NOM;SG
poñas	kahvatu	poñer	kahvatu	V	ADJ;NOM;SG
vellas	vana	vella	vana	N	ADJ;NOM;SG
vellas	vanaks	vella	vana	N	ADJ;TRANS;SG
vellas	vanad	vella	vana	N	ADJ;NOM;PL
vellas	eakad	vella	eakas	N	ADJ;NOM;PL
flor	õitsevad	flor	õitsema	N	V;IND;PL;3;PRS;FIN;ACT
amas	sind	ama	sina	N	PRO;PRT;SG;2
amas	sina	ama	sina	N	PRO;NOM;SG;2
amas	armastan	ama	armastama	N	V;IND;SG;1;PRS;FIN;ACT
amas	meeldis	ama	meeldima	N	V;IND;SG;3;PST;FIN;ACT
amas	armastasin	ama	armastama	N	V;IND;SG;1;PST;FIN;ACT
amas	armastas	ama	armastama	N	V;IND;SG;3;PST;FIN;ACT
amas	armastasid	ama	armastama	N	V;IND;PL;3;PST;FIN;ACT
bota	saabas	bota	saabas	V	N;NOM;SG
bota	sind	bota	sina	V	PRO;PRT;SG;2
bota	you	bota	you	V	N;NOM;SG
bota	sina	bota	sina	V	PRO;NOM;SG;2
alégrame	rõõmus	alégrame	rõõmus	ADV	ADJ;NOM;SG
alégrame	õnnelik	alégrame	õnnelik	ADV	ADJ;NOM;SG
alégrame	sind	alégrame	sina	ADV	PRO;PRT;SG;2
alégrame	you	alégrame	you	ADV	N;NOM;SG
alégrame	sina	alégrame	sina	ADV	PRO;NOM;SG;2
alégrame	doni	alégrame	doni	ADV	ADJ
alégrame	don	alégrame	don	ADV	N;NOM;SG
matei	tapetud	matei	tapmetu	PROPN	V;PST;V.PTCP;PASS
matei	tapeti	matei	tapma	PROPN	V;IND;PST;FIN;PASS
matei	tappis	matei	tapma	PROPN	V;IND;SG;3;PST;FIN;ACT
matei	tapa	matei	tapa	PROPN	N;NOM;SG
matei	tappa	matei	tapma	PROPN	V;NFIN
gardar	kõik	gardar	kõik	V	PRO;NOM;SG
gardar	kõike	gardar	kõik	V	PRO;PRT;SG
gardar	for	gardar	for	V	N;NOM;SG
gardar	salvestamine	gardar	salvestamine	V	N;NOM;SG
escóitame	kuula	escóitame	kuulama	PROPN	N;NOM;SG
escóitame	välja	escóitame	välja	PROPN	ADV
escóitame	väljas	escóitame	väljas	PROPN	ADV
escóitame	out	escóitame	out	PROPN	N;NOM;SG
ías	sind	ías	sina	PROPN	PRO;PRT;SG;2
ías	you	ías	you	PROPN	N;NOM;SG
ías	sina	ías	sina	PROPN	PRO;NOM;SG;2
ías	olid	ías	olema	PROPN	V;IND;PL;3;PST;FIN;ACT
ías	läheb	ías	minema	PROPN	V;IND;SG;3;PRS;FIN;ACT
ías	going	ías	going	PROPN	N;NOM;SG
ías	minek	ías	minek	PROPN	N;NOM;SG
ías	peaksid	ías	pidama	PROPN	V;COND;PL;3;PRS;FIN;ACT
ías	peaks	ías	pidama	PROPN	V;COND;PRS;FIN;ACT
saúdos	tere	saúdo	tere	N	INTJ
saúdos	siin	saúdo	siin	N	ADV
liscar	välja	liscar	välja	V	ADV
liscar	väljas	liscar	väljas	V	ADV
liscar	out	liscar	out	V	N;NOM;SG
liscar	pilet	liscar	pilet	V	N;NOM;SG
liscar	sõit	liscar	sõit	V	N;NOM;SG
liscar	ta	liscar	tema	V	PRO;NOM;SG;3
tommy	tommy	tommy	tommy	PROPN	N;NOM;SG
tommy	on	tommy	olema	PROPN	V;IND;SG;3;PRS;FIN;ACT
tommy	poiss	tommy	poiss	PROPN	N;NOM;SG
chegará	ta	chegar	tema	V	PRO;NOM;SG;3
chegará	will	chegar	will	V	N;NOM;SG
chegará	tahe	chegar	tahe	V	N;NOM;SG
chegará	siin	chegar	siin	V	ADV
richie	richie	richie	richie	PROPN	N;NOM;SG
richie	ricci	richie	ricc	PROPN	N;NOM;SG
nado	maakond	nacer	maakond	V	N;NOM;SG
nado	ujumine	nacer	ujumine	V	N;NOM;SG
allan	allan	allar	allan	PROPN	N;NOM;SG
estranxeiro	välismaised	estranxeiro	välis_maine	N	ADJ;NOM;PL
decisións	tehtud	decisión	tegema	N	V;PST;V.PTCP;PASS
políticas	poliitilised	política	poliitiline	N	ADJ;NOM;PL
políticas	poliitiline	política	poliitiline	N	ADJ;NOM;SG
políticas	motiveeritud	política	motiveeritud	N	ADJ;PST;V.PTCP;PASS
presentar	olevik	presentar	olevik	V	N;NOM;SG
presentar	kingitus	presentar	kingitus	V	N;NOM;SG
ruta	läbi	ruta	läbi	N	ADV
medrar	saamine	medrar	saamine	V	N;NOM;SG
medrar	kasvatamine	medrar	kasvatamine	V	N;NOM;SG
medrar	kasvav	medrar	kasvav	V	ADJ;NOM;SG;PRS;V.PTCP;ACT
segredos	alates	segrir	alates	N	ADV
segredos	kellelt	segrir	kes	N	PRO;AT+ABL;SG
segredos	iga	segrir	iga	N	PRO;NOM;SG
segredos	salajane	segrir	salajane	N	ADJ;NOM;SG
chamadas	neuronite	chamar	neuron	V	N;GEN;PL
chamadas	kõned	chamar	kõne	V	N;NOM;PL
chamadas	kõne	chamar	kõne	V	N;NOM;SG
chamadas	telefoni	chamar	telefon	V	N;PRT;SG
chamadas	telefon	chamar	telefon	V	N;NOM;SG
coñecen	pime	coñecer	pime	V	ADJ;NOM;SG
coñecen	pimedad	coñecer	pime	V	ADJ;NOM;PL
coñecen	sind	coñecer	sina	V	PRO;PRT;SG;2
coñecen	you	coñecer	you	V	N;NOM;SG
coñecen	sina	coñecer	sina	V	PRO;NOM;SG;2
coñecen	nad	coñecer	tema	V	PRO;NOM;PL;3
traballei	töötatud	traballar	tööta=tud	V	ADJ;PST;V.PTCP;PASS
resolver	lahendatud	resolver	lahenda=tud	V	ADJ;PST;V.PTCP;PASS
resolver	probleemid	resolver	probleem	V	N;NOM;PL
decidiu	kindlaksmääratud	decidir	kindlaks_määratud	V	ADJ;PST;V.PTCP;PASS
fila	tagumised	fila	tagumine	N	ADJ;NOM;PL
fila	tagumine	fila	tagumine	N	ADJ;NOM;SG
fila	tagant	fila	tagant	N	ADV
fila	taga	fila	taga	N	ADV
artigo	loe	artigo	lugema	N	V;IMP;SG;2;PRS;FIN;ACT
artigo	loetud	artigo	lugema	N	V;PST;V.PTCP;PASS
artigo	see	artigo	see	N	PRO;NOM;SG
artigo	selle	artigo	see	N	PRO;GEN;SG
artigo	seda	artigo	see	N	PRO;PRT;SG
artigo	vaata	artigo	vaatama	N	V;IMP;SG;2;PRS;FIN;ACT
artigo	vt	artigo	vt	N	V;IMP;FIN
artigo	näed	artigo	nägema	N	V;IND;SG;2;PRS;FIN;ACT
observar	see	observar	see	V	PRO;NOM;SG
observar	seda	observar	see	V	PRO;PRT;SG
observar	jälgi	observar	jälg	V	N;NOM;SG
exterior	väljaspool	exterior	väljas_pool	N	ADV
exterior	väljas	exterior	väljas	N	ADV
exterior	ilma	exterior	ilma	N	ADV
exterior	välimine	exterior	välimine	N	ADJ;NOM;SG
exterior	välised	exterior	väline	N	ADJ;NOM;PL
rápida	kiiresti	rápido	kiiresti	ADJ	ADV
rápida	ruttu	rápido	ruttu	ADJ	ADV
rápida	kiiresti	rápido	kiiresti	ADJ	ADV
rápida	kiiremini	rápido	kiiremini	ADJ	ADV
rápida	ruttu	rápido	ruttu	ADJ	ADV
comprar	ostmine	comprar	ostmine	V	N;NOM;SG
comprar	sind	comprar	sina	V	PRO;PRT;SG;2
comprar	you	comprar	you	V	N;NOM;SG
comprar	sina	comprar	sina	V	PRO;NOM;SG;2
bob	bob	bob	bob	PROPN	N;NOM;SG
punta	vihje	punta	vihje	N	NUM
precioso	päris	precioso	päris	ADJ	ADV
precioso	nice	precioso	nice	ADJ	N;NOM;SG
preparar	ettevalmistamine	preparar	ette_valmistamine	V	N;NOM;SG
preparar	make	preparar	make	V	N;NOM;SG
preparar	saamine	preparar	saamine	V	N;NOM;SG
preparar	cook	preparar	cook	V	N;NOM;SG
preparar	kokk	preparar	kokk	V	N;NOM;SG
esquecín	haven	esquecín	haven	V	N;NOM;SG
esquecín	unustatud	esquecín	unustatud	V	ADJ;PST;V.PTCP;PASS
atacar	rünnak	atacar	rünnak	V	N;NOM;SG
atacar	going	atacar	going	V	N;NOM;SG
atacar	minek	atacar	minek	V	N;NOM;SG
atacar	rünnakud	atacar	rünnak	V	N;NOM;PL
atacar	ründamine	atacar	ründamine	V	N;NOM;SG
atacar	streik	atacar	streik	V	N;NOM;SG
atacar	löök	atacar	löök	V	N;NOM;SG
tony	tony	tony	tony	PROPN	N;NOM;SG
andas	sind	anda	sina	V	PRO;PRT;SG;2
andas	you	anda	you	V	N;NOM;SG
andas	sina	anda	sina	V	PRO;NOM;SG;2
andas	selline	anda	selline	V	ADJ;NOM;SG
andas	sellised	anda	selline	V	ADJ;NOM;PL
xi	ringkond	xi	ringkond	PROPN	N;NOM;SG
xi	rajoon	xi	rajoon	PROPN	N;NOM;SG
xi	lips	xi	lips	PROPN	N;NOM;SG
xi	viik	xi	viik	PROPN	N;NOM;SG
tolemia	hull	tolemia	hull	N	ADJ;NOM;SG
tolemia	hullud	tolemia	hull	N	ADJ;NOM;PL
discutir	koos	discutir	koos	V	ADV
discutir	iga	discutir	iga	V	PRO;NOM;SG
discutir	going	discutir	going	V	N;NOM;SG
discutir	minek	discutir	minek	V	N;NOM;SG
ouvín	kuulsin	ouvir	kuulma	PROPN	V;IND;SG;1;PST;FIN;ACT
ouvín	kuuldud	ouvir	kuuldud	PROPN	ADJ;PST;V.PTCP;PASS
ouvín	kuulnud	ouvir	kuulma	PROPN	V;PST;V.PTCP;ACT
ouvín	kuulis	ouvir	kuulma	PROPN	V;IND;SG;3;PST;FIN;ACT
ouvín	haven	ouvir	haven	PROPN	N;NOM;SG
conde	krahv	conder	krahv	PROPN	N;NOM;SG
conde	earl	conder	earl	PROPN	N;NOM;SG
conde	jarl	conder	jarl	PROPN	N;NOM;SG
testa	tema	testar	tema	N	PRO;NOM;SG;3
testa	sinu	testar	sina	N	PRO;GEN;SG;2
testa	teie	testar	sina	N	PRO;NOM;PL;2
acusado	süüdistatav	acusar	süüdista=tav	V	ADJ;NOM;SG;PRS;V.PTCP;ACT
acusado	laetud	acusar	laetud	V	ADJ;PST;V.PTCP;PASS
acusado	koos	acusar	koos	V	ADV
acusado	kostja	acusar	kostja	V	N;NOM;SG
diem	diem	diem	diem	PROPN	N;NOM;SG
profe	õpeta	profe	õpe	N	V;IMP;SG;2;PRS;FIN;ACT
profe	õpetada	profe	õpetama	N	V;NFIN
oferta	paku	oferta	pakkuma	N	V;IMP;SG;2;PRS;FIN;ACT
oferta	pakkuda	oferta	pakkuma	N	V;NFIN
oferta	oleks	oferta	olema	N	V;COND;PRS;FIN;ACT
damos	antud	dar	antud	V	ADJ;PST;V.PTCP;PASS
damos	kurbus	dar	kurbuma	V	N;NOM;SG
pastor	karjus	pastor	karjuma	N	V;IND;SG;3;PST;FIN;ACT
facerme	make	facerme	make	V	N;NOM;SG
facerme	tegemine	facerme	tegemine	V	N;NOM;SG
internet	internet	internet	internet	PROPN	N;NOM;SG
escala	mõõtkavas	escala	mõõtmav	N	ADJ;IN+ESS;SG;PRS;V.PTCP;ACT
collín	saak	collín	saak	V	N;NOM;SG
collín	saagi	collín	saama	V	N;NOM;SG
aplauso	ümar	aplauso	ümar	N	ADJ;NOM;SG
aplauso	ümmargused	aplauso	ümmargune	N	ADJ;NOM;PL
aplauso	ümmargune	aplauso	ümmargune	N	ADJ;NOM;SG
representa	mis	representar	mis	V	PRO;NOM;SG
mentes	sind	mente	sina	N	PRO;PRT;SG;2
mentes	sina	mente	sina	N	PRO;NOM;SG;2
mentes	valeta	mente	valetama	N	V;IMP;SG;2;PRS;FIN;ACT
sir	söör	sir	söör	PROPN	N;NOM;SG
esencial	sisuliselt	esencial	sisuliselt	ADJ	ADV
esencial	võtme	esencial	võti	ADJ	N;GEN;SG
esencial	key	esencial	key	ADJ	N;NOM;SG
esencial	võti	esencial	võti	ADJ	N;NOM;SG
certas	teatud	certo	teatud	DET	ADJ;PST;V.PTCP;PASS
certas	mõned	certo	mõni	DET	PRO;NOM;PL
certas	asjad	certo	asi	DET	N;NOM;PL
certas	asju	certo	asi	DET	N;PRT;PL
exame	testitud	exame	testi=tud	N	V;PST;V.PTCP;PASS
exame	katsetatud	exame	katsetatud	N	V;PST;V.PTCP;PASS
exame	nurjunud	exame	nurjuma	N	V;PST;V.PTCP;ACT
exame	ebaõnnestunud	exame	eba_õnnestuma	N	V;PST;V.PTCP;ACT
exame	nurjus	exame	nurjuma	N	V;IND;SG;3;PST;FIN;ACT
exame	ebaõnnestus	exame	eba_õnnestuma	N	V;IND;SG;3;PST;FIN;ACT
exame	võtke	exame	võtma	N	V;IMP;PL;2;PRS;FIN;ACT
exame	võta	exame	võtma	N	V;IMP;SG;2;PRS;FIN;ACT
xuntas	koos	xunta	koos	N	ADV
xuntas	üheskoos	xunta	ühes_koos	N	ADV
xuntas	umbes	xunta	umbes	N	ADV
duns	vähesed	dun	vähene	ADV	ADJ;NOM;PL
duns	mln	dun	mln	ADV	NUM
duns	miljonit	dun	miljon	ADV	NUM;NOM;SG
duns	miljon	dun	miljon	ADV	NUM;NOM;SG
duns	miljoni	dun	miljon	ADV	NUM;NOM;SG
duns	kellelt	dun	kes	ADV	PRO;AT+ABL;SG
duns	suurim	dun	suurim	ADV	ADJ;NOM;RL;SG
duns	peab	dun	pidama	ADV	V;IND;SG;3;PRS;FIN;ACT
preguntarlle	küsi	preguntarlle	küsima	ADJ	V;IMP;SG;2;PRS;FIN;ACT
preguntarlle	küsige	preguntarlle	küsima	ADJ	V;IMP;PL;2;PRS;FIN;ACT
