par	hakkında	par	hak		N;ESS;SG;3
operators	operatörü	operators	operatörü	N;NOM;MASC;SG	
operators	operatör	operators	operatör	N;NOM;MASC;SG	
personām	kişiler	persona	kişi	N;DAT;FEM;PL	N;NOM;PL;3
provincēm	eyaletler	province	eyalet	N;DAT;FEM;PL	N;NOM;PL;3
provincēm	illeri	province	il	N;DAT;FEM;PL	N;ACC;PL;3
bbc	bbc	bbc	bbc	PROPN	
katrīna	katrina	katrīns	katrin	PROPN;NOM;FEM;SG	
katrīna	catherine	katrīns	cather	PROPN;NOM;FEM;SG	N;DAT;SG;3
saimes	sürü	saime	sürü	N;NOM;FEM;PL	
prāgas	prag	prāga	prag	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
ārvalstu	yabancı	ārvalsts	yabancı	N;GEN;FEM;PL	
veicina	artırdı	veicināt	artır	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PST
virsnieki	subay	virsnieks	subay	N;NOM;MASC;PL	
virsnieki	memurların	virsnieks	memur	N;NOM;MASC;PL	N;GEN;PL;3
federālais	federal	federāls	federal	ADJ;NOM;MASC;SG	
sadraudzības	commonwealth	sadraudzība	commonwealth	N;NOM;FEM;PL	PROPN;NOM;SG;3
sadraudzības	cumhuriyet	sadraudzība	cumhuriyet	N;NOM;FEM;PL	
fricis	fritz	fricis	fritz	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
patiesībā	aslinda	patiesība	aslinda	N;ESS;FEM;SG	ADV
patiesībā	aslında	patiesība	aslında	N;ESS;FEM;SG	ADV
modes	moda	mode	moda	N;NOM;FEM;PL	
brāli	kardeş	brālis	kardeş	N;ACC;MASC;SG	
brāli	kardeşim	brālis	kardeş	N;ACC;MASC;SG	N;NOM;SG;3
brāli	birader	brālis	birader	N;ACC;MASC;SG	
brāli	kardes	brālis	kardes	N;ACC;MASC;SG	
brāli	abi	brālis	abi	N;ACC;MASC;SG	
vēlētāji	seçmen	vēlētājs	seçmen	N;NOM;MASC;PL	
vēlētāji	seçmenlerin	vēlētājs	seçmen	N;NOM;MASC;PL	ADJ;GEN;PL;3
vēlētāji	seçmenler	vēlētājs	seçmen	N;NOM;MASC;PL	ADJ;NOM;PL;3
vēlētāji	seçmenlerin	vēlētājs	seçmen	N;NOM;MASC;PL	ADJ;GEN;PL;3
vēlētāji	seçmenler	vēlētājs	seçmen	N;NOM;MASC;PL	ADJ;NOM;PL;3
signālu	sinyal	signāls	sinyal	N;ACC;MASC;SG	
signālu	işaret	signāls	işaret	N;ACC;MASC;SG	
mežā	orman	mežs	orman	N;ESS;MASC;SG	
mežā	woods	mežs	woods	N;ESS;MASC;SG	
nopietni	ciddi	nopietni	ciddi	ADV	ADJ
nopietni	cidden	nopietni	cidden	ADV	
fox	tilki	fox	tilki		
fox	fox	fox	fox		
prospekts	broşür	prospekts	broşür	N;NOM;MASC;SG	
igaunija	estonya	igaunija	estonya	N;NOM;FEM;SG	PROPN;NOM;SG;3
mazie	ufak	mazs	ufak	ADJ;NOM;MASC;PL	
mazie	kucuk	mazs	kucuk	ADJ;NOM;MASC;PL	
klostera	manastır	klosteris	manas	N;GEN;MASC;SG	
klostera	manastırı	klosteris	manastırı	N;GEN;MASC;SG	N;ACC;SG;3
mazas	ufak	maza	ufak	ADJ;NOM;FEM;PL	
mazas	kucuk	maza	kucuk	ADJ;NOM;FEM;PL	
virziens	yön	virziens	yön	N;NOM;MASC;SG	
virziens	yönü	virziens	yön	N;NOM;MASC;SG	N;ACC;SG;3
virziens	istikamet	virziens	istikamet	N;NOM;MASC;SG	
virziens	ekseni	virziens	ekseni	N;NOM;MASC;SG	
pērnavas	pärnu	pērnava	prrn	PROPN;NOM;FEM;PL	PROPN;NOM;SG;3
delta	delta	delts	delta		
fabrika	fabrikada	fabrika	fabrika	N;NOM;FEM;SG	N;ESS;SG;3
fabrika	fabrika	fabrika	fabrika	N;NOM;FEM;SG	
spēcīga	güçlü	spēcīga	güçlü	ADJ;NOM;FEM;SG	
spēcīga	güçlüler	spēcīga	güçlü	ADJ;NOM;FEM;SG	ADJ;NOM;PL;3
spēcīga	kuvvetli	spēcīga	kuvvetli	ADJ;NOM;FEM;SG	
meklēt	ara	meklēt	ara	V;POS;NFIN	
meklēt	arama	meklēt	ara	V;POS;NFIN	
ekonomikā	ekonomi	ekonomika	ekonomi	N;ESS;FEM;SG	
elizabetes	elizabeth	elizabete	elizabeth	N;NOM;FEM;PL	N;NOM;SG;3
maksimālais	maksimum	maksimāls	maksi	ADJ;NOM;MASC;SG	
maksimālais	azami	maksimāls	azami	ADJ;NOM;MASC;SG	
renesanses	rönesans	renesanses	rönesans	N;NOM;FEM;PL	
bērnībā	çocukluğum	bērnība	çocukluk	N;ESS;FEM;SG	N;NOM;SG;3
bērnībā	çocukluğu	bērnība	çocukluk	N;ESS;FEM;SG	N;NOM;SG;3
bērnībā	çocukluk	bērnība	çocukluk	N;ESS;FEM;SG	N;NOM;SG;3
seši	six	seši	six	NUM;NOM;MASC;PL	
seši	alti	seši	alti	NUM;NOM;MASC;PL	
raksturojums	özellikler	raksturojums	özellik	N;NOM;MASC;SG	N;NOM;PL;3
raksturojums	özellikleri	raksturojums	özellik	N;NOM;MASC;SG	N;NOM;PL;3
lasīt	oku	lasīt	oku	V;POS;NFIN	
sekmīgi	başarıyla	sekmīgi	başarı	ADV	N;INS;SG;3
sekmīgi	başarılı	sekmīgi	başarılı	ADV	
formāli	resmen	formāli	resmen	ADV	
formāli	resmi	formāli	resmi	ADV	
hanss	hans	hanss	hans	PROPN;NOM;MASC;SG	
nīderlandiešu	hollandalı	nīderlandietis	hollandal	N;GEN;MASC;PL	
īru	irlandalı	īrs	irlandal	N;NOM;MASC;SG	V;PFV;IND;SG;3;POS;PRS;PASS
baltic	baltık	balticēt	baltık		
zināmi	bilinir	zināt	bil	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PASS
lēni	yavaş	lēni	yavaş	ADV	ADJ
lēni	yavas	lēni	yavas	ADV	
lēni	yavaş	lēni	yavaş	ADV	ADJ
lēni	yavaşça	lēni	yavaşça	ADV	
balsošanas	oylama	balsošana	oyla	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
svarīgi	önemlidir	svarīgi	önemli	ADV	
svarīgi	onemli	svarīgi	onemli	ADV	ADJ
svarīgi	önemli	svarīgi	önemli	ADV	
ivanovs	ivanov	ivanovs	ivanov	PROPN;NOM;MASC;SG	
analīzes	analizi	analīze	analiz	N;NOM;FEM;PL	
analīzes	analiz	analīze	analiz	N;NOM;FEM;PL	N;NOM;SG;3
parāda	gösterir	parādīt	göster	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
parāda	gösteriler	parādīt	göster	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;PL;3
parāda	görüntüler	parādīt	görüntü	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;PL;3
nākotnē	gelecek	nākotne	gel	N;ESS;FEM;SG	
nākotnē	geleceğin	nākotne	gelecek	N;ESS;FEM;SG	ADJ;GEN;SG;3
nākotnē	gelecekteki	nākotne	gel	N;ESS;FEM;SG	V;PFV;IND;SG;3;POS;FUT
korejas	kore	koreja	kore	PROPN;NOM;FEM;SG	
korejas	koreli	koreja	koreli	PROPN;NOM;FEM;SG	
korejas	korece	koreja	korece	PROPN;NOM;FEM;SG	
korejas	kore	koreja	kore	PROPN;NOM;FEM;SG	
revolūcija	devrim	revolūcija	devrim	N;NOM;FEM;SG	
vladislavs	vladislav	vladislavs	vladislav	ADJ;NOM;MASC;SG	
reklāmas	reklamları	reklāma	reklam	N;NOM;FEM;PL	N;ACC;PL;3
reklāmas	reklam	reklāma	reklam	N;NOM;FEM;PL	
media	medya	media	medya		
media	basın	media	basın		
media	basında	media	bas		N;ESS;SG;3
media	ortam	media	ortam		
mazs	ufak	mazs	ufak	ADJ;NOM;MASC;SG	
mazs	kucuk	mazs	kucuk	ADJ;NOM;MASC;SG	
mazs	alçak	mazs	alçak	ADJ;NOM;MASC;SG	
mazs	düşük	mazs	düşük	ADJ;NOM;MASC;SG	
manchester	manchester	manchester	manchester		PROPN;NOM;SG;3
portugāļu	portekizce	portugālis	portekizce	N;GEN;MASC;PL	
sabrukuma	çökme	sabrukums	çök	N;GEN;MASC;SG	
sabrukuma	çöküş	sabrukums	çöküş	N;GEN;MASC;SG	
sākotnējais	orijinal	sākotnējs	orijinal	ADJ;NOM;MASC;SG	
sākotnējais	özgün	sākotnējs	özgün	ADJ;NOM;MASC;SG	
sākotnējais	orjinal	sākotnējs	orjinal	ADJ;NOM;MASC;SG	
sākotnējais	aslı	sākotnējs	aslı	ADJ;NOM;MASC;SG	
vaboles	böcek	Vabole	böcek	N;NOM;FEM;PL	
divdesmit	twenty	divdesmit	twenty	NUM;PL	
divdesmit	yirmi	divdesmit	yirmi	NUM;PL	
madrid	madrid	madrid	madrid		PROPN;NOM;SG;3
dzīvniekus	hayvanlar	dzīvnieks	hayvan	N;ACC;MASC;PL	ADJ;NOM;PL;3
dzīvniekus	hayvan	dzīvnieks	hayvan	N;ACC;MASC;PL	
gals	ipucu	gals	ipuç	N;NOM;MASC;SG	
gals	ihbar	gals	ihbar	N;NOM;MASC;SG	
biafra	biafra	biafra	biafra		
esošie	mevcut	būt	mevcut	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS	
fotogrāfija	fotoğraf	fotogrāfija	fotoğraf	N;NOM;FEM;SG	
fotogrāfija	fotoğraf	fotogrāfija	fotoğraf	N;NOM;FEM;SG	
reģistrēts	kayıtlı	reģistrēt	kayıtlı	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
kopa	küme	kopt	küm	N;NOM;FEM;SG	
kopa	set	kopt	set	N;NOM;FEM;SG	
kopa	seti	kopt	set	N;NOM;FEM;SG	
dzinējs	motoru	dzinējs	motor	N;NOM;MASC;SG	N;ACC;SG;3
dzinējs	motor	dzinējs	motor	N;NOM;MASC;SG	
ādu	derisi	āda	deri	N;ACC;FEM;SG	ADJ;NOM;SG;3
ādu	cildi	āda	cildi	N;ACC;FEM;SG	
ādu	cilt	āda	cilt	N;ACC;FEM;SG	
ādu	ten	āda	ten	N;ACC;FEM;SG	
ādu	deri	āda	deri	N;ACC;FEM;SG	
arguments	tartışma	arguments	tartış	N;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
pastāvīgi	kalıcı	pastāvīgi	kalıcı	ADV	
uzvar	galibiyet	uzvarēt	galibiyet	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;SG;3
uzvar	kazandı	uzvarēt	kazan	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PST
uzvar	kazanır	uzvarēt	kazan	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
koki	ağaç	koks	ağaç	N;NOM;MASC;PL	
max	maksimum	maxēt	maksi		
max	max	maxēt	max		
max	azami	maxēt	azami		
arestēts	tutuklanan	arestēt	tutukla	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
leonīds	leonidas	leonīds	leonidas	PROPN;NOM;MASC;SG	
leonīds	leonid	leonīds	leonid	PROPN;NOM;MASC;SG	
piecus	five	pieci	fiv	NUM;ACC;MASC;PL	
piecus	beş	pieci	beş	NUM;ACC;MASC;PL	
maiņas	vardiya	maiņa	vardi	N;NOM;FEM;PL	
debess	göksel	debess	göksel	N;NOM;FEM;SG	
laulības	evlilik	laulība	evlilik	N;NOM;FEM;PL	N;NOM;SG;3
laulības	evlilikleri	laulība	evlilik	N;NOM;FEM;PL	N;ACC;PL;3
svarīga	önemlidir	svarīga	önemli	ADJ;NOM;FEM;SG	
svarīga	önemli	svarīga	önemli	ADJ;NOM;FEM;SG	
biezums	kalınlığı	biezums	kalınlık	N;NOM;MASC;SG	N;ACC;SG;3
izpaužas	döndürür	izpausties	dön	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
protokols	dakikalar	protokols	dakika	N;NOM;MASC;SG	N;NOM;PL;3
protokols	dakika	protokols	dakika	N;NOM;MASC;SG	
protokols	protokolü	protokols	protokolü	N;NOM;MASC;SG	N;ACC;SG;3
protokols	protokol	protokols	protokol	N;NOM;MASC;SG	
apkalpe	tayfa	apkalpe	tayfa	N;NOM;FEM;SG	
apkalpe	ekip	apkalpe	ekip	N;NOM;FEM;SG	
konstitūcija	anayasaya	konstitūcija	anayasa	N;NOM;FEM;SG	N;DAT;SG;3
konstitūcija	anayasa	konstitūcija	anayasa	N;NOM;FEM;SG	
albumus	albüm	albums	albüm	N;ACC;MASC;PL	
ieraksti	kayıtları	ierakste	kayıt	N;NOM;MASC;PL	N;ACC;PL;3
ieraksti	records	ierakste	records	N;NOM;MASC;PL	
ieraksti	gönderi	ierakste	gönder	N;NOM;MASC;PL	N;NOM;SG;3
ieraksti	girdileri	ierakste	gir	N;NOM;MASC;PL	V;PFV;IND;POS;PST;V.PTCP
ieraksti	girdiler	ierakste	gir	N;NOM;MASC;PL	V;PFV;IND;PL;3;POS;PST
priekšrocības	avantaj	priekšrocība	avantaj	N;NOM;FEM;PL	
priekšrocības	avantajı	priekšrocība	avantajı	N;NOM;FEM;PL	
priekšrocības	avantajlı	priekšrocība	avantajlı	N;NOM;FEM;PL	ADJ
priekšrocības	avantaj	priekšrocība	avantaj	N;NOM;FEM;PL	
senāta	senato	senāt	senato	N;NOM;MASC;SG	
nogalināti	öldürüldü	nogalināt	öl	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;POS;PST;PASS
nogalināti	öldürülmüş	nogalināt	öl	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;NFH;IND;SG;3;POS;PST;PASS
nogalināti	öldürdüm	nogalināt	öl	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;1;POS;PST;CAUS
nogalināti	öldürdü	nogalināt	öl	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;POS;PST;CAUS
ventas	venta	venta	venta	N;NOM;FEM;PL	N;NOM;SG;3
vētras	fırtına	vētra	fırt	N;NOM;FEM;PL	
vētras	storm	vētra	stor	N;NOM;FEM;PL	
kaulu	kemik	kauls	kemik	N;ACC;MASC;SG	
kaulu	bone	kauls	bone	N;ACC;MASC;SG	
apkārtnes	çevre	apkārtne	çevre	N;NOM;FEM;PL	
apkārtnes	çevresi	apkārtne	çevre	N;NOM;FEM;PL	N;NOM;SG;3
torni	kule	tornis	kule	N;ACC;MASC;SG	
torni	tower	tornis	tower	N;ACC;MASC;SG	N;NOM;SG;3
torni	kulesi	tornis	kule	N;ACC;MASC;SG	N;NOM;SG;3
varonis	hero	varonis	hero	N;NOM;MASC;SG	
varonis	kahraman	varonis	kahraman	N;NOM;MASC;SG	
varonis	yiğit	varonis	yiğit	N;NOM;MASC;SG	
izdevies	yönetilen	izdoties	yönet	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
demokrātiskā	demokrat	demokrātiska	demokrat	ADJ;NOM;FEM;SG	
num	num	num	Num		
ikdienas	hergün	ikdiena	hergün	N;NOM;FEM;PL	
konferencē	konferans	konference	konferans	N;ESS;FEM;SG	
konrāds	conrad	konrāds	conrad	PROPN;NOM;MASC;SG	
melni	black	melns	black	ADJ;NOM;MASC;PL	
melni	siyah	melns	siyah	ADJ;NOM;MASC;PL	
melni	kara	melns	kara	ADJ;NOM;MASC;PL	
dzintars	amber	dzintars	amber	N;NOM;MASC;SG	
nedēļā	haftalık	nedēļa	haftalık	N;ESS;FEM;SG	
nedēļā	hafta	nedēļa	hafta	N;ESS;FEM;SG	N;NOM;SG;3
nedēļā	haftalık	nedēļa	haftalık	N;ESS;FEM;SG	
bohēmijas	bohemya	bohēmija	bohemya	N;NOM;FEM;PL	PROPN;NOM;SG;3
brauns	brown	brauns	brown	PROPN;NOM;MASC;SG	
brauns	kumral	brauns	kumral	PROPN;NOM;MASC;SG	
brauns	kahverengi	brauns	kahverengi	PROPN;NOM;MASC;SG	
brauns	esmer	brauns	esmer	PROPN;NOM;MASC;SG	
zāli	çimen	zāle	çimen	N;ACC;FEM;SG	
zāli	çim	zāle	çim	N;ACC;FEM;SG	
zāli	ot	zāle	ot	N;ACC;FEM;SG	
skots	scott	skots	scott	N;NOM;MASC;SG	
komunistu	komünist	komunists	komünist	N;ACC;MASC;SG	
otto	otto	otts	otto		
usd	tl	usdēt	tl		
maiami	miami	maiami	miami		PROPN;NOM;SG;3
populāra	popüler	populāra	popü	ADJ;NOM;FEM;SG	
populāra	sevilen	populāra	sev	ADJ;NOM;FEM;SG	V;PFV;IND;POS;PRS;V.PTCP;PASS
šoseja	otoyol	šoseja	otoyol	N;NOM;FEM;SG	
šoseja	otoban	šoseja	otoban	N;NOM;FEM;SG	
šoseja	otoyol	šoseja	otoyol	N;NOM;FEM;SG	
zivīm	balık	zivs	balık	N;DAT;FEM;PL	
zivīm	balik	zivs	balik	N;DAT;FEM;PL	
zivīm	balıklar	zivs	balık	N;DAT;FEM;PL	ADJ;NOM;PL;3
williams	williams	williams	williams	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
antonio	antonio	antonio	antonio	PROPN	PROPN;NOM;SG;3
kamaniņu	kızak	kamaniņas	kızak	N;ACC;FEM;SG	N;NOM;SG;3
domēna	alan	domēns	al	N;NOM;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP
vēsturiskā	tarihi	vēsturiska	tarih	ADJ;NOM;FEM;SG	
vēsturiskā	tarihsel	vēsturiska	tarihsel	ADJ;NOM;FEM;SG	
medicīna	ilaçlar	medicīna	ilaç	N;NOM;FEM;SG	N;NOM;PL;3
medicīna	tıp	medicīna	tıp	N;NOM;FEM;SG	
medicīna	ilaç	medicīna	ilaç	N;NOM;FEM;SG	
kameras	chambers	kamera	chambers	N;NOM;FEM;PL	PROPN;NOM;SG;3
krūmu	çalıların	krūms	çalı	N;ACC;MASC;SG	N;GEN;PL;3
krūmu	bush	krūms	bush	N;ACC;MASC;SG	
krūmu	çalı	krūms	çalı	N;ACC;MASC;SG	
krūmu	çalılar	krūms	çal	N;ACC;MASC;SG	N;NOM;PL;3
pāra	çifti	pāra	çift	N;NOM;FEM;SG	ADJ;NOM;SG;3
pāra	çift	pāra	çift	N;NOM;FEM;SG	
pāra	çifti	pāra	çift	N;NOM;FEM;SG	ADJ;NOM;SG;3
pāra	çift	pāra	çift	N;NOM;FEM;SG	
durvis	kapı	durvis	kapı	N;NOM;FEM	N;NOM;SG;3
durvis	kapi	durvis	kapi	N;NOM;FEM	
durvis	kapılar	durvis	kapı	N;NOM;FEM	N;NOM;PL;3
durvis	kapıları	durvis	kapı	N;NOM;FEM	N;ACC;PL;3
durvis	kapı	durvis	kapı	N;NOM;FEM	N;NOM;SG;3
augums	boy	augums	boy	N;NOM;MASC;SG	
augums	yüksekliği	augums	yükseklik	N;NOM;MASC;SG	N;ACC;SG;3
mainīts	değişen	mainīt	değiş	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
mainīts	modifiye	mainīt	modif	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;DAT;SG;3
izraisīt	sebebi	izraisīt	sebep	V;POS;NFIN	
izraisīt	nedeni	izraisīt	neden	V;POS;NFIN	N;NOM;SG;3
izraisīt	çünkü	izraisīt	çünkü	V;POS;NFIN	CONJ
atliekas	kalıntı	atlikties	kalıntı	N;NOM;FEM	
atliekas	kalıntılar	atlikties	kalıntı	N;NOM;FEM	N;NOM;PL;3
atliekas	kalıntılar	atlikties	kalıntı	N;NOM;FEM	N;NOM;PL;3
atliekas	artıkları	atlikties	artık	N;NOM;FEM	N;ACC;PL;3
sekas	sonuçlar	sekas	sonuç	N;NOM;FEM	N;NOM;PL;3
sekas	sonuçları	sekas	sonuç	N;NOM;FEM	N;ACC;PL;3
pazemes	yeraltı	pazeme	yeraltı	N;NOM;FEM;PL	
pazemes	yeraltında	pazeme	yeraltı	N;NOM;FEM;PL	N;ESS;SG;3
vāji	zayıf	vāji	zayıf	ADV	
vāji	zayıflar	vāji	zayıf	ADV	N;NOM;PL;3
vāji	güçsüz	vāji	güçsüz	ADV	ADJ
līdzekļi	kaynakları	līdzeklis	kaynak	N;NOM;MASC;PL	N;ACC;PL;3
līdzekļi	kaynak	līdzeklis	kaynak	N;NOM;MASC;PL	
līdzekļi	anlamı	līdzeklis	anlam	N;NOM;MASC;PL	N;ACC;SG;3
līdzekļi	demek	līdzeklis	de	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
dzimtene	vatan	dzimtene	vat	N;NOM;FEM;SG	
droši	güvenlidir	droši	güvenli	PART	
droši	emniyetli	droši	emniyetli	PART	
droši	güvenli	droši	güvenli	PART	
droši	kasa	droši	kasa	PART	
droši	güvende	droši	güven	PART	
droši	güvenle	droši	güven	PART	N;INS;SG;3
pļavas	çayır	pļava	çayır	N;NOM;FEM;PL	
pļavas	meadow	pļava	meadow	N;NOM;FEM;PL	PROPN;NOM;SG;3
pļavas	meadows	pļava	meadows	N;NOM;FEM;PL	PROPN;NOM;SG;3
pļavas	çayır	pļava	çayır	N;NOM;FEM;PL	
dot	nokta	dot	nokta	V;POS;NFIN	
dot	dot	dot	dot	V;POS;NFIN	
dot	ver	dot	ver	V;POS;NFIN	
pasts	postalar	pasts	posta		N;NOM;PL;3
pasts	gönderi	pasts	gönder		N;NOM;SG;3
kazimirs	casimir	kazimirs	casimir	PROPN;NOM;MASC;SG	ADJ
pieaugušo	yetişkin	pieaugt	yetişkin	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	
klubos	kulüpler	klubs	kulüp	N;ESS;MASC;PL	N;NOM;PL;3
klubos	kulüpleri	klubs	kulüp	N;ESS;MASC;PL	N;ACC;PL;3
galileo	galileo	galileo	gal		
biroja	büro	birojs	büro	N;GEN;MASC;SG	
biroja	office	birojs	office	N;GEN;MASC;SG	
biroja	ofis	birojs	ofis	N;GEN;MASC;SG	
pieminēts	bahsedilen	pieminēt	bahset	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
kandidāts	aday	kandidāts	aday	N;NOM;MASC;SG	
novados	illerden	novads	il	N;ESS;MASC;PL	N;AT+ABL;PL;3
leftarm	leftarm	leftarm	leftarm	N;NOM;MASC;SG	
molekulas	molekül	molekula	molekül	N;NOM;FEM;PL	N;NOM;SG;3
molekulas	molekül	molekula	molekül	N;NOM;FEM;PL	N;NOM;SG;3
dziļumā	derinliklerinde	dziļums	derinlik	N;ESS;MASC;SG	N;ESS;PL;3
dziļumā	derinlik	dziļums	derinlik	N;ESS;MASC;SG	N;NOM;SG;3
daļiņas	parçacıkların	daļiņa	parçacık	N;NOM;FEM;PL	N;GEN;PL;3
saite	bağ	saite	bağ	N;NOM;FEM;SG	
saite	link	saite	link	N;NOM;FEM;SG	
saite	bağlantı	saite	bağlantı	N;NOM;FEM;SG	
platforma	platform	platforma	platform	N;NOM;FEM;SG	
lietota	kullanılan	lietot	kullan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
lietota	kullanılır	lietot	kullan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;POS;PASS
pussala	yarımadası	pussala	yarımada	N;NOM;FEM;SG	V;PFV;IND;SG;3;NEG;PST
kapu	mezar	kaps	mezar	N;ACC;MASC;SG	
kapu	mezar	kaps	mezar	N;ACC;MASC;SG	
nesen	geçenlerde	nesen	geçenlerde	ADV	N;ESS;PL;3
nesen	yakınlarda	nesen	yakın	ADV	ADJ;ESS;PL;3
nesen	yakınlardaki	nesen	yakınlardaki	ADV	ADJ;ESS;PL;3
nesen	yakınlarda	nesen	yakın	ADV	ADJ;ESS;PL;3
afganistānas	afgan	afganistāna	afgan	N;NOM;FEM;PL	
ceremonijā	tören	ceremonija	tör	N;ESS;FEM;SG	
ceremonijā	töreni	ceremonija	tören	N;ESS;FEM;SG	N;NOM;SG;3
pretējā	karşıt	pretēja	karşıt	ADJ;NOM;FEM;SG	
pretējā	zıt	pretēja	zıt	ADJ;NOM;FEM;SG	
metalurgs	metalurgs	metalurgs	metalurgs	N;NOM;MASC;SG	
loka	rim	loks	rim	N;NOM;FEM;SG	
loka	ark	loks	ark	N;NOM;FEM;SG	
loka	arc	loks	arc	N;NOM;FEM;SG	
loka	yay	loks	yay	N;NOM;FEM;SG	
arābijas	arap	arābija	arap	N;NOM;FEM;PL	
vietējie	yerli	vietējs	yerli	ADJ;NOM;MASC;PL	
vietējie	lokal	vietējs	lokal	ADJ;NOM;MASC;PL	
vietējie	yöresel	vietējs	yöresel	ADJ;NOM;MASC;PL	
vietējie	yerel	vietējs	yerel	ADJ;NOM;MASC;PL	
veidošanā	şekillendirme	veidošana	şekillen	N;ESS;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
beļģijā	belçika	beļģija	belçika	N;ESS;FEM;SG	PROPN;NOM;SG;3
deniss	dennis	deniss	dennis	N;NOM;MASC;SG	PROPN;NOM;SG;3
deniss	denis	deniss	denis	N;NOM;MASC;SG	PROPN;NOM;SG;3
aģentūra	ajansı	aģentūra	ajansı	N;NOM;FEM;SG	
aģentūra	ajans	aģentūra	ajans	N;NOM;FEM;SG	
aģentūra	teşkilat	aģentūra	teşkilat	N;NOM;FEM;SG	
atbalsts	destekle	atbalsts	destek	N;NOM;MASC;SG	N;INS;SG;3
atbalsts	destek	atbalsts	destek	N;NOM;MASC;SG	
zemāk	aşağıda	zemi	aşağı	ADV;CMPR	ADJ;ESS;SG;3
zemāk	aşağı	zemi	aşağ	ADV;CMPR	
zemāk	aşağıya	zemi	aşağı	ADV;CMPR	ADJ;DAT;SG;3
zemāk	aşağıdan	zemi	aşağı	ADV;CMPR	ADJ;AT+ABL;SG;3
lietoti	kullanılan	lietot	kullan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
lietoti	kullanılmış	lietot	kullan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;NFH;IND;SG;3;POS;PST;PASS
lietoti	kullanıldı	lietot	kullan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;POS;PST;PASS
lietoti	kullanılır	lietot	kullan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;POS;PASS
sarkana	kirmizi	sarkana	kirmiz	ADJ;NOM;FEM;SG	
sarkana	kızıl	sarkana	kızıl	ADJ;NOM;FEM;SG	
sarkana	red	sarkana	red	ADJ;NOM;FEM;SG	
alfa	alpha	alfa	alpha		
alfa	alfa	alfa	alfa		
alfa	alfa	alfa	alfa		
asinis	kan	asins	kan	N;NOM;FEM;PL	
asinis	blood	asins	blood	N;NOM;FEM;PL	
labākās	best	laba	best	ADJ;NOM;CMPR;FEM;PL	
bitu	bit	bita	bit	N;ACC;FEM;SG	
das	das	das	das		
saskaņas	ahenk	saskaņa	ahenk	N;NOM;FEM;PL	
saskaņas	uyumu	saskaņa	uyum	N;NOM;FEM;PL	
saskaņas	uyum	saskaņa	uyum	N;NOM;FEM;PL	N;NOM;SG;3
saskaņas	harmony	saskaņa	harmony	N;NOM;FEM;PL	
olu	yumurta	ola	yumurta	N;ACC;FEM;SG	
