bir	egy	bir	egy		DET;INDF
seçimi	kijelölés	seçim	kijelölés	N;ACC;SG;3	N;NOM;SG
lost	vesztett	lost	veszt		V;INDF;IND;SG;3;PST;FIN;ACT
lost	elveszett	lost	elveszett		V;INDF;IND;SG;3;PST;FIN;ACT
his	érzem	his	érez		V;DEF;IND;SG;1;PRS;FIN;ACT
his	érezni	his	érez		V;NFIN;ACT
his	érzéssel	his	érzés		N;INS;SG
oxford	oxford	o	oxford	PROPN;NOM;SG;3	
diğerleri	másoknak	diğer	más	N;ACC;PL;3	PRO;DAT;PL;3
diğerleri	egyéb	diğer	egyéb	N;ACC;PL;3	
diğerleri	mások	diğer	más	N;ACC;PL;3	
diğerleri	egyebek	diğer	egyéb	N;ACC;PL;3	
ayrılan	kiosztott	ayrıl	kiosztott		V;INDF;IND;SG;3;PST;FIN;ACT
çevresi	kerület	çevre	kerület	N;NOM;SG;3	
çevresi	körülvevő	çevre	körülvevő	N;NOM;SG;3	ADV;V.CVB
çevresi	környező	çevre	környező	N;NOM;SG;3	
çevresi	környezet	çevre	környezet	N;NOM;SG;3	N;NOM;SG
çevresi	környék	çevre	környék	N;NOM;SG;3	N;NOM;SG
museum	museum	museum	museum	N;NOM;SG;3	
bulur	talál	bul	talál	V;IPFV;IND;SG;3;POS	V;INDF;IND;SG;3;PRS;FIN;ACT
bulur	megtalálja	bul	meg+talál	V;IPFV;IND;SG;3;POS	V;DEF;IND;SG;3;PRS;FIN;ACT
holding	gazdaságok	hol	gazdaság		N;NOM;PL
holding	konglomerátum	hol	konglomerátum		N;ACC;SG
holding	holding	hol	holding		N;NOM;SG
küba	kubai	küba	kubai		ADJ;NOM;SG
küba	kubában	küba	kuba		N;IN+ESS;SG
küba	kuba	küba	kuba		PROPN;NOM;SG
alanlar	mezőket	alan	mező	N;NOM;PL;3	N;ACC;PL
alanlar	fields	alan	fields	N;NOM;PL;3	
alanlar	mező	alan	mező	N;NOM;PL;3	N;NOM;SG
jüri	esküdtek	jüri	esküd		V;INDF;IND;PL;3;PST;FIN;ACT
jüri	esküdtszék	jüri	esküdt		N;NOM;SG
jüri	esküdt	jüri	esküdt		V;INDF;IND;SG;3;PST;FIN;ACT
kalın	maradj	kalın	marad		V;INDF;IND;SG;1;PRS;FIN;ACT
bayram	vakáció	bayram	vakáció		N;NOM;SG
bayram	ünnep	bayram	ünnep		N;NOM;SG
bayram	ünnepi	bayram	ünnepi		N;NOM;SG
bayram	nyaralás	bayram	nyaralás		N;NOM;SG
bayram	lakoma	bayram	lakom		N;NOM;SG
bayram	ünnepek	bayram	ünnep		N;NOM;PL
imam	imám	imam	imám		N;NOM;SG
keskin	sharp	keskin	sharp		N;NOM;SG
sorunları	problémák	sorun	probléma	N;ACC;PL;3	N;NOM;PL
sorunları	kérdések	sorun	kérdés	N;ACC;PL;3	N;NOM;PL
değişen	változik	değiş	változik		V;INDF;IND;SG;3;PRS;FIN;ACT
değişen	megváltozott	değiş	megváltozott		V;INDF;IND;SG;3;PST;FIN;ACT
değişen	változott	değiş	változik		V;INDF;IND;SG;3;PST;FIN;ACT
gelişme	fejlesztés	geliş	fejlesztés		N;NOM;SG
gelişme	fejlődés	geliş	fejlődés		N;NOM;SG
gelişme	fejlesztési	geliş	fejlesztési		ADJ;NOM;SG
gelişme	javítása	geliş	javítás		N;NOM;SG
gelişme	javulást	geliş	javulás		N;ACC;SG
gelişme	fejlesztés	geliş	fejlesztés		N;NOM;SG
gelişme	javulás	geliş	javulás		N;NOM;SG
gelişme	előrehaladás	geliş	előrehaladás		N;NOM;SG
gelişme	előrelépés	geliş	előrelépés		N;NOM;SG
gelişme	fejlődés	geliş	fejlődés		N;NOM;SG
gelişme	haladás	geliş	haladás		N;NOM;SG
eve	otthon	ev	otthon	N;DAT;SG;3	
eve	itthon	ev	itthon	N;DAT;SG;3	
eve	haza	ev	haza	N;DAT;SG;3	
eve	éva	ev	év	N;DAT;SG;3	N;NOM;SG
eve	eve	ev	eve	N;DAT;SG;3	
porto	porto	porto	porto	PROPN;NOM;SG;3	
porto	puerto	porto	puerto	PROPN;NOM;SG;3	
demokrasi	demokrácia	demokrasi	demokrácia		N;NOM;SG
florida	floridai	flori	floridai	PROPN;NOM;SG;3	
florida	floridában	flori	florida	PROPN;NOM;SG;3	N;IN+ESS;SG
florida	florida	flori	florida	PROPN;NOM;SG;3	
florida	floridába	flori	florida	PROPN;NOM;SG;3	N;IN+ALL;SG
villa	villa	villa	villa	N;NOM;SG;3	
lübnan	libanon	lübnan	liban	PROPN;NOM;SG;3	
lübnan	libanoni	lübnan	libanoni	PROPN;NOM;SG;3	V;NFIN;ACT
erdem	erény	erdem	erény		N;NOM;SG
erdem	erény	erdem	erény		N;NOM;SG
erdem	erkölcs	erdem	erkölcs		N;NOM;SG
uşak	komornyik	uşak	komornyik		N;NOM;SG
uşak	szolga	uşak	szolga		N;NOM;SG
uşak	cseléd	uşak	cseléd		N;NOM;SG
uşak	inasa	uşak	inas		V;INDF;IND;SG;3;PRS;FIN;ACT
seyahat	utazások	seyahat	utazás	N;NOM;SG;3	N;NOM;PL
seyahat	utazó	seyahat	utazó	N;NOM;SG;3	
seyahat	utazni	seyahat	utazik	N;NOM;SG;3	V;NFIN;ACT
seyahat	utazik	seyahat	utazik	N;NOM;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
seyahat	utazó	seyahat	utazó	N;NOM;SG;3	
kod	kód	kod	kód		N;NOM;SG
lazım	kell	lazım	kell		V;INDF;IND;SG;3;PRS;FIN;ACT
lazım	szükséges	lazım	szükséges		ADJ;NOM;SG
görülebilir	látható	gör	látható	V;IPFV;POT;SG;3;POS;PASS	ADJ;NOM;SG
bahşı	körzet	bahşı	körzet		N;NOM;SG
bahşı	járás	bahşı	járás		N;NOM;SG
adnan	adnan	adnan	adnan	PROPN;NOM;SG;3	
müzikal	zenés	müzikal	zenés		N;NOM;SG
müzikal	zenei	müzikal	zenei		ADJ;NOM;SG
müzikal	musical	müzikal	musical		N;NOM;SG
andrew	andrás	andrew	andrás		PROPN;NOM;SG
kazakistan	kazah	kazakistan	kazah	PROPN;NOM;SG;3	
kazakistan	kazahsztán	kazakistan	kaza+hsz	PROPN;NOM;SG;3	
hizmetleri	szolgáltatások	hizmet	szolgáltatás	N;NOM;PL;3	N;NOM;PL
hizmetleri	szolgáltatás	hizmet	szolgáltatás	N;NOM;PL;3	N;NOM;SG
stephen	stephen	stephen	stephen	PROPN;NOM;SG;3	
stephen	istván	stephen	istván	PROPN;NOM;SG;3	
küre	globe	küre	globe		N;NOM;SG
kapısı	kapu	kapı	kapu	N;NOM;SG;3	N;NOM;SG
kapısı	kaput	kapı	kap	N;NOM;SG;3	N;ACC;SG
ton	tonna	ton	tonna		N;NOM;SG
ton	hangnem	ton	hangnem		N;NOM;SG
ton	tonna	ton	tonna		N;NOM;SG
ton	tonna	ton	tonna		N;NOM;SG
bad	bad	bad	bad	INTJ	
bad	rosz	bad	rosz	INTJ	
bad	rossz	bad	rossz	INTJ	
kaç	futás	kaç	futás	ADJ	N;NOM;SG
şikayet	jelentést	şikayet	jelentés	N;NOM;SG;3	N;ACC;SG
şikayet	beszámoló	şikayet	beszámoló	N;NOM;SG;3	ADJ;NOM;SG
şikayet	panaszokat	şikayet	panasz	N;NOM;SG;3	N;ACC;PL
şikayet	panaszok	şikayet	panasz	N;NOM;SG;3	N;NOM;PL
şikayet	panaszt	şikayet	panaszt	N;NOM;SG;3	N;ACC;SG
şikayet	jelentések	şikayet	jelentés	N;NOM;SG;3	N;NOM;PL
şikayet	jelenteni	şikayet	jelent	N;NOM;SG;3	V;NFIN;ACT
şikayet	panaszkodik	şikayet	panaszkodik	N;NOM;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
karşılıklı	kölcsönösen	karşılıklı	kölcsönös		ADJ;FRML;SG
herkese	mindenki	herkes	mindenki	N;DAT;SG;3	
herkese	mindenkinek	herkes	mindenki	N;DAT;SG;3	
herkese	mindenki	herkes	mindenki	N;DAT;SG;3	
herkese	mindenkinek	herkes	mindenki	N;DAT;SG;3	
ruh	hangulatban	ruh	hangulat		N;IN+ESS;SG
ruh	hangulat	ruh	hangulat		N;NOM;SG
ruh	lélek	ruh	lélek		N;NOM;SG
ruh	lelkem	ruh	lelk		N;NOM;SG
ruh	szellem	ruh	szellem		N;NOM;SG
ruh	lélek	ruh	lélek		N;NOM;SG
suç	bűntett	suç	bűntett		N;NOM;SG
suç	bűncselekmény	suç	bűncselekmény		N;NOM;SG
suç	bűnöző	suç	bűnöző		N;NOM;SG
suç	bűnözői	suç	bűnöző		N;NOM;PL
suç	bűnözés	suç	bűnözés		N;NOM;SG
suç	bűn	suç	bűn		N;NOM;SG
suç	bűntény	suç	bűntény		N;NOM;SG
suç	bűncselekmény	suç	bűncselekmény		N;NOM;SG
suç	bűncselekmények	suç	bűncselekmény		N;NOM;PL
kaydetti	felsorolt	kaydet	fel+sorol	V;PFV;IND;SG;3;POS;PST	
kaydetti	megjegyzendő	kaydet	megjegyzendő	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;SG
kaydetti	megjegyeztem	kaydet	megjegyez	V;PFV;IND;SG;3;POS;PST	V;DEF;IND;SG;1;PRS;FIN;ACT
kevin	kevin	kevin	kév		PROPN;NOM;SG
caddesi	avenue	cadde	aven	N;NOM;SG;3	
caddesi	sugárút	cadde	sugárú	N;NOM;SG;3	N;NOM;SG
tepki	reagálás	tepki	reagálás		N;NOM;SG
tepki	reagálni	tepki	reagál		V;NFIN;ACT
tepki	reagálás	tepki	reagálás		N;NOM;SG
tepki	reakció	tepki	reakció		N;NOM;SG
tepki	reakciók	tepki	reakció		N;NOM;PL
galibiyet	win	galibiyet	win	N;NOM;SG;3	
galibiyet	nyerni	galibiyet	nyer	N;NOM;SG;3	V;NFIN;ACT
galibiyet	nyerj	galibiyet	nyerj	N;NOM;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
galibiyet	győz	galibiyet	győz	N;NOM;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
galibiyet	nyert	galibiyet	nyert	N;NOM;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
elektron	elektronikusan	elektron	elektronikus	N;NOM;SG;3	ADJ;FRML;SG
planı	terv	plan	terv	N;ACC;SG;3	N;NOM;SG
river	folyami	riv	folyami	PROPN;NOM;SG;3	N;NOM;SG
river	folyó	riv	folyó	PROPN;NOM;SG;3	
müze	múzeumi	müze	múzeumi		N;NOM;SG
müze	múzeum	müze	múzeum		N;NOM;SG
kökeni	eredetű	köken	eredetű	N;ACC;SG;3	
kökeni	eredet	köken	eredet	N;ACC;SG;3	N;NOM;SG
kökeni	eredete	köken	eredet	N;ACC;SG;3	N;NOM;SG
kökeni	származás	köken	származás	N;ACC;SG;3	N;NOM;SG
kökeni	eredet	köken	eredet	N;ACC;SG;3	N;NOM;SG
bağ	hivatkozás	bağ	hivatkozás		N;NOM;SG
bağ	kapcsolat	bağ	kapcsolat		N;NOM;SG
bağ	hivatkozást	bağ	hivatkozás		N;ACC;SG
bağ	kapcsolat	bağ	kapcsolat		N;NOM;SG
bağ	kapcsolódás	bağ	kapcsolódás		N;NOM;SG
bağ	csatlakozás	bağ	csatlakozás		N;NOM;SG
bağ	kötés	bağ	kötés		N;NOM;SG
bağ	kötvény	bağ	kötvény		N;NOM;SG
bağ	kötelék	bağ	kötelék		N;NOM;SG
mars	marson	mars	marson		N;NOM;SG
fabrikası	gyár	fabrikası	gyár	N;NOM;SG;3	N;NOM;SG
fabrikası	gyári	fabrikası	gyári	N;NOM;SG;3	
fabrikası	üzem	fabrikası	üz	N;NOM;SG;3	N;NOM;SG
fabrikası	gyárban	fabrikası	gyár	N;NOM;SG;3	N;IN+ESS;SG
hill	dombon	hill	dombon	PROPN;NOM;SG;3	N;ON+ESS;SG
hill	domb	hill	domb	PROPN;NOM;SG;3	N;NOM;SG
hill	hegy	hill	hegy	PROPN;NOM;SG;3	N;NOM;SG
hill	dombra	hill	dombra	PROPN;NOM;SG;3	N;ON+ALL;SG
hill	hegyen	hill	hegy	PROPN;NOM;SG;3	N;ON+ESS;SG
hill	hill	hill	hill	PROPN;NOM;SG;3	
kullanmak	használatával	kullan	használat	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INS;SG
kullanmak	használata	kullan	használat	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
kullanmak	felhasználva	kullan	felhasználva	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADV;V.CVB
kullanmak	használat	kullan	használat	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
kullanmak	használata	kullan	használat	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
kullanmak	felhasználás	kullan	felhasználás	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
ümit	remény	ümit	remény		N;NOM;SG
yazarlar	szerzői	yazar	szerzői	N;NOM;PL;3	ADJ;NOM;SG
açılış	nyitó	açılış	nyitó	N;NOM;SG;3	
numarası	szám	numara	szám	N;NOM;SG;3	N;NOM;SG
yunus	delfin	yunus	delfin		N;NOM;SG
yunus	delfinek	yunus	delfi		N;NOM;PL
yunus	jonah	yunus	jonah		N;NOM;SG
yunus	delfinek	yunus	delfi		N;NOM;PL
kalabalık	tömegek	kalabalık	tömeg	N;NOM;SG;3	N;NOM;PL
kalabalık	zsúfolt	kalabalık	zsúfolt	N;NOM;SG;3	
kadro	brigád	kadro	brigád		N;NOM;SG
kadro	osztag	kadro	osztag		N;NOM;SG
kadro	alkalmazottak	kadro	alkalmazott		N;NOM;PL
kadro	személyzet	kadro	személyzet		N;NOM;SG
kadro	munkatársak	kadro	munkatárs		N;NOM;PL
kablo	vezetékek	kablo	vezeték		N;NOM;PL
kablo	drót	kablo	dró		N;NOM;SG
kablo	drót	kablo	dró		N;NOM;SG
kablo	vezeték	kablo	vezeték		N;NOM;SG
kablo	kábelek	kablo	kabel		N;NOM;PL
kablo	kábel	kablo	kábel		N;NOM;SG
kablo	kábelek	kablo	kabel		N;NOM;PL
beyin	agya	beyin	agya		N;NOM;SG
hikmet	bölcsesség	hikmet	bölcsesség		N;NOM;SG
kuzeyde	észak	kuzeyde	észak	N;ESS;SG;3	
kuzeyde	északi	kuzeyde	északi	N;ESS;SG;3	
kuzeyde	északra	kuzeyde	észak	N;ESS;SG;3	N;ON+ALL;SG
manuel	kézikönyv	manuel	kézikönyv		N;NOM;SG
farkı	különbség	fark	különbség		N;NOM;SG
são	são	são	são	PROPN;NOM;SG;3	
bağdat	bagdad	bağdat	bagdad		N;NOM;SG
france	franciaország	france	franciaország	PROPN;NOM;SG;3	N;NOM;SG
france	france	france	france	PROPN;NOM;SG;3	
işık	fény	işık	fény		N;NOM;SG
işık	fényt	işık	fény		N;ACC;SG
işık	világító	işık	világító		ADJ;NOM;SG
işık	világítás	işık	világítás		N;NOM;SG
işık	lámpák	işık	lámpa		N;NOM;PL
işık	fények	işık	fény		N;NOM;PL
işık	világítás	işık	világítás		N;NOM;SG
korumak	védelme	koru	védelem	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
resmen	hivatalosan	resmen	hivatalos		ADJ;FRML;SG
geliyor	jövök	gel	jövök	V;PROG;IND;SG;3;POS;INFM;PRS	V;INDF;IND;SG;1;PRS;FIN;ACT
meydan	kihívás	meydan	kihívás		N;NOM;SG
meydan	négyzetes	meydan	négyzetes		ADJ;NOM;SG
meydan	tér	meydan	tér		N;NOM;SG
makale	árucikkek	makale	árucik	N;NOM;SG;3	N;NOM;PL
makale	cikkek	makale	cikk	N;NOM;SG;3	N;NOM;PL
politikası	politika	politikası	politika	N;NOM;SG;3	N;NOM;SG
maliye	adóhivatal	maliye	adóhivatal		N;NOM;SG
maliye	adóhatóság	maliye	adóhatóság		N;NOM;SG
maliye	pénzügyi	maliye	pénzügyi		ADJ;NOM;SG
maliye	pénzügyek	maliye	pénzügy		N;NOM;PL
maliye	finanszírozás	maliye	finanszírozás		N;NOM;SG
maliye	kincstár	maliye	kincstár		N;NOM;SG
terimi	kifejezés	terim	kifejezés		N;NOM;SG
bundesliga	bundesliga	bundesliga	bundesliga		N;NOM;SG
örneği	példa	örnek	példa	N;NOM;SG;3	N;NOM;SG
bulunmuş	megtalált	bul	meg+talál	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
bulunmuş	megtaláltam	bul	meg+talál	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;DEF;IND;SG;1;PST;FIN;ACT
bulunmuş	talált	bul	talál	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
kapsamlı	kiterjedt	kapsamlı	kiterjedik		V;INDF;IND;SG;3;PST;FIN;ACT
hollywood	hollywood	hollylood	hollywood	PROPN;NOM;SG;3	
hollywood	hollywoodban	hollylood	holly-ood	PROPN;NOM;SG;3	N;IN+ESS;SG
hollywood	hollywoodi	hollylood	hollywoodi	PROPN;NOM;SG;3	
tarafsız	elfogulatlan	tarafsız	elfogulatlan	ADJ	
tarafsız	semleges	tarafsız	semleges	ADJ	
tarafsız	pártatlan	tarafsız	pártatlan	ADJ	
yedinci	hetedik	yedinci	hetedik		ADJ;NOM;SG
college	kollégium	college	kollégium	PROPN;NOM;SG;3	N;NOM;SG
college	főiskola	college	főiskola	PROPN;NOM;SG;3	N;NOM;SG
college	egyetem	college	egyetem	PROPN;NOM;SG;3	N;NOM;SG
bulmak	megállapítás	bul	megállapítás	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yazıları	írások	yazı	írás	N;ACC;PL;3	N;NOM;PL
sınırı	határ	sınır	határ	N;ACC;SG;3	N;NOM;SG
sınırı	korlátozás	sınır	korlátozás	N;ACC;SG;3	
sınırı	határérték	sınır	határérték	N;ACC;SG;3	N;NOM;SG
sınırı	limit	sınır	limi	N;ACC;SG;3	
sınırı	korlát	sınır	korlát	N;ACC;SG;3	N;NOM;SG
malzeme	hozzávalók	malzem	hozzávaló		N;NOM;PL
malzeme	összetevők	malzem	összetevő		N;NOM;PL
malzeme	anyagok	malzem	anyag		N;NOM;PL
malzeme	anyag	malzem	anyag		N;NOM;SG
malzeme	anyaga	malzem	anyag		N;NOM;SG
malzeme	alapanyagok	malzem	alapanyag		N;NOM;PL
malzeme	anyagok	malzem	anyag		N;NOM;PL
malzeme	kellékek	malzem	kellék		N;NOM;PL
malzeme	ellátmányt	malzem	ellátmány		N;ACC;SG
malzeme	ellátás	malzem	ellátás		N;NOM;SG
malzeme	készletek	malzem	készlet		N;NOM;PL
malzeme	ellátmány	malzem	ellátmány		N;NOM;SG
malzeme	összetevő	malzem	összetevő		N;NOM;SG
isyan	lázadás	isyan	lázadás		N;NOM;SG
isyan	felkelés	isyan	felkelés		N;NOM;SG
isyan	felkelés	isyan	felkelés		N;NOM;SG
isyan	lázadás	isyan	lázadás		N;NOM;SG
isyan	felkelés	isyan	felkelés		N;NOM;SG
isyan	lázadás	isyan	lázadás		N;NOM;SG
isyan	lázadók	isyan	lázadó		N;NOM;PL
isyan	lázadó	isyan	lázadó		ADJ;NOM;SG
isyan	lázadás	isyan	lázadás		N;NOM;SG
galip	győzedelmes	gal	győzedelmes	ADV	
galip	győztes	gal	győztes	ADV	
galip	nyertes	gal	nyertes	ADV	
galip	victor	gal	victor	ADV	
galip	viktor	gal	viktor	ADV	
belirtilen	megadott	belir	megadott	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
belirtilen	meghatározott	belir	meghatározott	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
belirtilen	megadva	belir	megadva	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV;V.CVB
değişim	átalakulás	değişim	átalakulás		N;NOM;SG
değişim	átalakítás	değişim	átalakítás		N;NOM;SG
değişim	változás	değişim	változás		N;NOM;SG
değişim	változtatás	değişim	változtatás		N;NOM;SG
değişim	megváltozott	değişim	megváltozott		V;INDF;IND;SG;3;PST;FIN;ACT
değişim	változások	değişim	változás		N;NOM;PL
hayvanlar	vadállatok	hayvan	vadállat	ADJ;NOM;PL;3	N;NOM;PL
hayvanlar	állat	hayvan	állat	ADJ;NOM;PL;3	N;NOM;SG
hayvanlar	állatok	hayvan	állat	ADJ;NOM;PL;3	N;NOM;PL
hayvanlar	háziállat	hayvan	háziállat	ADJ;NOM;PL;3	N;NOM;SG
hayvanlar	háziállatok	hayvan	háziállat	ADJ;NOM;PL;3	N;NOM;PL
üstü	felett	üst	felett		ADP
üstü	fölött	üst	fölött		ADP
üstü	felette	üst	felet		PRO;NOM;SG;3
acı	fáj	acı	fáj		V;INDF;IND;SG;3;PRS;FIN;ACT
acı	fájdalmat	acı	fájdalom		N;ACC;SG
acı	fájdalom	acı	fájdalom		N;NOM;SG
portekizce	portugália	portekizce	portugália		N;NOM;SG
kıyı	partra	kıy	partra		N;ON+ALL;SG
kıyı	tengerpart	kıy	tengerpart		N;NOM;SG
mezarlığı	temetőben	mezarlık	temető	N;NOM;SG;3	N;IN+ESS;SG
mezarlığı	temető	mezarlık	temető	N;NOM;SG;3	N;NOM;SG
mezarlığı	temetőben	mezarlık	temető	N;NOM;SG;3	N;IN+ESS;SG
mezarlığı	temető	mezarlık	temető	N;NOM;SG;3	N;NOM;SG
iptal	lemondani	iptal	le+mond		V;NFIN;ACT
iptal	lemondta	iptal	lemond		V;DEF;IND;SG;3;PST;FIN;ACT
iptal	törölve	iptal	törölve		N;NOM;SG
iptal	törölve	iptal	törölve		N;NOM;SG
ülkeleri	országokban	ülke	ország	N;ACC;PL;3	N;IN+ESS;PL
ülkeleri	országok	ülke	ország	N;ACC;PL;3	N;NOM;PL
yasa	jogszabályok	yasa	jogszabály		N;NOM;PL
yasa	jog	yasa	jog		N;NOM;SG
yasa	törvény	yasa	törvény		N;NOM;SG
vol	vol	vol	vol		N;NOM;SG
bireysel	egyén	bireysel	egyén		N;NOM;SG
radio	rádió	radio	rádió		N;NOM;SG
umut	reményeim	umut	remény		N;NOM;PL
umut	reméli	umut	remél		V;DEF;IND;SG;3;PRS;FIN;ACT
umut	remény	umut	remény		N;NOM;SG
ikna	meggyőzés	ikna	meggyőzés		N;NOM;SG
ikna	meggyőzni	ikna	meggyőz		V;NFIN;ACT
tabanlı	alapozott	tabanlı	alapozott		V;INDF;IND;SG;3;PST;FIN;ACT
kurban	áldozat	kurban	áldozat		N;NOM;SG
kurban	áldozatot	kurban	áldozat		N;ACC;SG
kurban	áldozat	kurban	áldozat		N;NOM;SG
heinrich	heinrich	heinrich	heinrich	PROPN;NOM;SG;3	
dava	ügy	dava	ügy		N;NOM;SG
dava	eset	dava	eset		N;NOM;SG
elazığ	elazığ	elazığ	elazığ	PROPN;NOM;SG;3	
önemlidir	fontos	önemli	fontos		ADJ;NOM;SG
gelin	menyasszony	gel	menyasszony		N;NOM;SG
gelin	gyere	gel	gyere		V;DEF;IMP;SG;1;PRS;FIN;ACT
mekanik	mechanika	mekanik	mechanika		N;NOM;SG
mekanik	szerelők	mekanik	szerelő		N;NOM;PL
mekanik	autószerelő	mekanik	autószerelő		N;NOM;SG
mekanik	szerelő	mekanik	szerelő		N;NOM;SG
mekanik	mechanikai	mekanik	mechanikai		N;NOM;SG
mekanik	mechanikus	mekanik	mechanikus		N;NOM;SG
köpek	kutyák	köpek	kutya	N;NOM;SG;3	N;NOM;PL
köpek	kutyáknak	köpek	kutya	N;NOM;SG;3	N;DAT;PL
gözden	felülvizsgálat	göz	felülvizsgálat	N;AT+ABL;SG;3	N;NOM;SG
gözden	kritika	göz	kritika	N;AT+ABL;SG;3	N;NOM;SG
francis	ferenc	francis	ferenc		PROPN;NOM;SG
litvanya	litvániában	litvanya	litvánia	PROPN;NOM;SG;3	N;IN+ESS;SG
litvanya	litvánia	litvanya	litvánia	PROPN;NOM;SG;3	N;NOM;SG
şiddetli	erőszakos	şiddetli	erőszakos		ADJ;NOM;SG
yazın	írni	yaz	ír		V;NFIN;ACT
yazın	írjon	yaz	ír		V;INDF;IMP;SG;3;PRS;FIN;ACT
parçaları	darabok	parça	darab	N;ACC;PL;3	N;NOM;PL
parçaları	darabjai	parça	darab	N;ACC;PL;3	N;NOM;PL
parçaları	darab	parça	darab	N;ACC;PL;3	
parçaları	darabokban	parça	darab	N;ACC;PL;3	N;IN+ESS;PL
parçaları	alkatrész	parça	alkatrész	N;ACC;PL;3	N;NOM;SG
parçaları	alkatrészek	parça	alkatrész	N;ACC;PL;3	N;NOM;PL
parçaları	részek	parça	rész	N;ACC;PL;3	N;NOM;PL
ihtiyacı	kell	ihtiyaç	kell		V;INDF;IND;SG;3;PRS;FIN;ACT
ihtiyacı	szükséglet	ihtiyaç	szükséglet		N;NOM;SG
ihtiyacı	szükségletei	ihtiyaç	szükséglet		N;NOM;PL
ihtiyacı	szükségletek	ihtiyaç	szükséglet		N;NOM;PL
golden	golden	gol	golden	N;AT+ABL;SG;3	
golden	arany	gol	arany	N;AT+ABL;SG;3	
dişi	nőies	dişi	nőies		ADJ;NOM;SG
dişi	nőstények	dişi	nőstény		N;NOM;PL
dişi	nő	dişi	nő		N;NOM;SG
dişi	nőstény	dişi	nőstény		N;NOM;SG
pilot	pilóta	pilot	pilóta		N;NOM;SG
amaç	gól	amaç	gól		N;NOM;SG
amaç	cél	amaç	cél		N;NOM;SG
amaç	cél	amaç	cél		N;NOM;SG
amaç	objektív	amaç	objektív		N;NOM;SG
amaç	cél	amaç	cél		N;NOM;SG
amaç	célkitűzés	amaç	célkitűzés		N;NOM;SG
data	adatok	data	adat		N;NOM;PL
data	adat	data	adat		N;NOM;SG
data	adatforgalom	data	adatforgalom		N;NOM;SG
kurulması	telephely	kur	telephely	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;SG
kurulması	létesítmény	kur	létesítmény	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;SG
kurulması	létrehozása	kur	létrehozás	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;SG
kurulması	letelepedés	kur	letelepedés	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;SG
inceleme	vizsgálat	incele	vizsgálat	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
inceleme	ellenőrzési	incele	ellenőrzési	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADJ;NOM;SG
inceleme	ellenőrzés	incele	ellenőrzés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
inceleme	felülvizsgálat	incele	felülvizsgálat	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
inceleme	kritika	incele	kritika	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
inceleme	vizsgálat	incele	vizsgálat	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
inceleme	vizsga	incele	vizsga	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
intihar	öngyilkosság	intihar	öngyilkosság		N;NOM;SG
intihar	öngyilkosok	intihar	öngyilkos		N;NOM;PL
intihar	öngyilkosságok	intihar	öngyilkosság		N;NOM;PL
tablo	táblázat	tablo	táblázat		N;NOM;SG
tablo	tábla	tablo	tábla		N;NOM;SG
tablo	asztal	tablo	asz		N;NOM;SG
tablo	festés	tablo	festés		N;NOM;SG
tablo	festmény	tablo	festmény		N;NOM;SG
korku	félelem	korku	félelem		N;NOM;SG
korku	horror	korku	horror		N;NOM;SG
korku	rémület	korku	rémület		N;NOM;SG
içişleri	belső	içiş	belső	N;ACC;PL;3	
