pat	pat	pat	pat	PROPN;NOM;MASC;SG	PROPN;NOM;SG
dodajanje	lisätä	dodajanje	lisätä	N;NOM;NEUT;SG	V;SG;NFIN;ACT
potrebovali	tarvita	potrebovati	tarvita	V;IPFV;MASC;PL;V.PTCP	V;IMP;SG;2;FIN;ACT
potrebovali	tarvittu	potrebovati	tarvita	V;IPFV;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
običajna	tavallista	običajen	tavallinen	ADJ;NOM;FEM;SG	ADJ;PRT;SG
običajna	tavanomaiset	običajen	tavan#omainen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
običajna	normaalia	običajen	normaali	ADJ;NOM;FEM;SG	ADJ;PRT;SG
vroče	hot	vroč	hot	ADJ;NOM;NEUT;SG	
vroče	kuumat	vroč	kuuma	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
vroče	kuumaa	vroč	kuuma	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
por	por	por	por		INTJ
por	purjo	por	purjo		N;NOM;SG
komercialni	kaupallista	komercialen	kaupallinen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
komercialni	kaupalliset	komercialen	kaupallinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
izbire	valintoja	izbira	valinto	N;NOM;FEM;PL	N;PRT;PL
manjšine	vähemmistöjen	manjšina	vähemmistö	N;NOM;FEM;PL	N;GEN;PL
manjšine	vähemmistö	manjšina	vähemmistö	N;NOM;FEM;PL	N;NOM;SG
manjšine	vähemmistöjen	manjšina	vähemmistö	N;NOM;FEM;PL	N;GEN;PL
manjšine	vähemmistöjä	manjšina	vähemmistö	N;NOM;FEM;PL	N;PRT;PL
zime	winters	zima	winters	N;NOM;FEM;SG	
duhovni	henkistä	duhoven	henkinen	ADJ;NOM;MASC;SG	N;PRT;SG
erwin	erwin	erwin	erwin	N;NOM;MASC;SG	
mišica	lihakset	mišica	lihas	N;NOM;FEM;SG	N;NOM;PL
mišica	lihaksen	mišica	lihas	N;NOM;FEM;SG	N;GEN;SG
mišica	lihasta	mišica	liha	N;NOM;FEM;SG	N;IN+ABL;SG
mišica	lihakseen	mišica	lihas	N;NOM;FEM;SG	N;IN+ALL;SG
sredozemlju	välimeri	sredozemlje	väli#meri	N;DAT;NEUT;SG	N;NOM;SG
sredozemlju	välimeren	sredozemlje	väli#meri	N;DAT;NEUT;SG	PROPN;GEN;SG
preberite	luettu	prebrati	lukea	V;PFV;IMP;PL;2;FIN	V;NOM;SG;V.PTCP;PASS
preberite	lukea	prebrati	lukea	V;PFV;IMP;PL;2;FIN	V;SG;NFIN;ACT
preberite	lue	prebrati	lukea	V;PFV;IMP;PL;2;FIN	V;IMP;SG;2;FIN;ACT
posamezno	yksittäin	posamezno	yksittäin	ADJ;NOM;NEUT;SG	ADV
posamezno	yksilöllisesti	posamezno	yksilöllisesti	ADJ;NOM;NEUT;SG	ADV
posamezno	yksittäiset	posamezno	yksittäinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
posamezno	yksilö	posamezno	yksilö	ADJ;NOM;NEUT;SG	N;NOM;SG
posamezno	yksittäisten	posamezno	yksittäinen	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
posamezno	yksittäin	posamezno	yksittäin	ADJ;NOM;NEUT;SG	ADV
posamezno	yksinään	posamezno	yksinään	ADJ;NOM;NEUT;SG	ADV
ulrik	ulrik	ulrik	ulrik	N;NOM;MASC;SG	PROPN;NOM;SG
kmetije	maatilojen	kmetija	maa#tila	N;NOM;FEM;PL	N;GEN;PL
možni	mahdollisia	možen	mahdollinen	ADJ;NOM;MASC;SG	ADJ;PRT;PL
možni	mahdolliset	možen	mahdollinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
možni	mahdollista	možen	mahdollinen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
hudson	hudson	hudson	hudson	PROPN;NOM;MASC;SG	
ohranjeno	säilynyt	ohranjen	säilyä	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
ohranjeno	säilytetty	ohranjen	säilyttää	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
doherty	doherty	doherty	doherty	PROPN;NOM;MASC;SG	PROPN;NOM;SG
blake	blake	blak	blake	N;NOM;MASC;SG	PROPN;NOM;SG
zlom	rikkoo	zlom	rikkoa	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
jezo	vihaa	jeza	vihata	N;ACC;FEM;SG	N;PRT;SG
jezo	vihan	jeza	vihka	N;ACC;FEM;SG	N;GEN;SG
jezo	viha	jeza	viha	N;ACC;FEM;SG	N;NOM;SG
geometrija	geometrian	geometrija	geometria	N;NOM;FEM;SG	N;GEN;SG
geometrija	geometrinen	geometrija	geometrinen	N;NOM;FEM;SG	ADJ;NOM;SG
iraku	irak	irak	irak	N;DAT;MASC;SG	PROPN;NOM;SG
iraku	irakin	irak	irakki	N;DAT;MASC;SG	N;GEN;SG
iraku	irakista	irak	irak	N;DAT;MASC;SG	N;IN+ABL;SG
strategije	strategioita	strategija	strategia	N;NOM;FEM;PL	N;PRT;PL
ogljik	hiilen	ogljik	hiili	N;NOM;MASC;SG	N;GEN;SG
ogljik	hiiltä	ogljik	hiiltää	N;NOM;MASC;SG	N;PRT;SG
elektro	electro	elektro	electro	N;NOM;MASC;SG	
človeška	ihmisen	človeški	ihminen	ADJ;NOM;FEM;SG	N;GEN;SG
človeška	ihminen	človeški	ihminen	ADJ;NOM;FEM;SG	N;NOM;SG
novosti	uutuus	novost	uutuus	N;NOM;FEM;PL	N;NOM;SG
novosti	innovaatioita	novost	innovaatio	N;NOM;FEM;PL	N;PRT;PL
novosti	päivityksiä	novost	päivitys	N;NOM;FEM;PL	N;PRT;PL
obsežna	laajat	obsežen	laaja	ADJ;NOM;FEM;SG	ADJ;NOM;PL
obsežna	runsaasti	obsežen	runsaasti	ADJ;NOM;FEM;SG	ADV
zaščitna	suojaava	zaščiten	suojaava	ADJ;NOM;FEM;SG	V;NOM;SG;V.PTCP;ACT
ugotovitve	huomioita	ugotovitev	huomio	N;NOM;FEM;PL	N;PRT;PL
ugotovitve	huomautuksia	ugotovitev	huomautus	N;NOM;FEM;PL	N;PRT;PL
leseni	puinen	lesen	puinen	ADJ;NOM;MASC;PL	ADJ;NOM;SG
geografski	maantieteelliset	geografski	maan#tieteellinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
barvni	värit	barven	väri	ADJ;NOM;MASC;SG	N;NOM;PL
barvni	väriä	barven	väri	ADJ;NOM;MASC;SG	N;PRT;SG
barvni	väri	barven	väri	ADJ;NOM;MASC;SG	N;NOM;SG
barvni	värit	barven	väri	ADJ;NOM;MASC;SG	N;NOM;PL
barvni	väriä	barven	väri	ADJ;NOM;MASC;SG	N;PRT;SG
barvni	väri	barven	väri	ADJ;NOM;MASC;SG	N;NOM;SG
otroštva	lapsuus	otroštvo	lapsuus	N;GEN;NEUT;SG	N;NOM;SG
otroštva	lapsuudesta	otroštvo	lapsuus	N;GEN;NEUT;SG	N;IN+ABL;SG
definicije	määritelmiä	definicija	määritelmä	N;NOM;FEM;PL	N;PRT;PL
pravoslavne	ortodoksinen	pravoslaven	ortodoksinen	ADJ;NOM;FEM;PL	ADJ;NOM;SG
samostojnost	autonomian	samostojnost	autonomia	N;NOM;FEM;SG	N;GEN;SG
samostojnost	itsenäisyyttä	samostojnost	itsenäisyys	N;NOM;FEM;SG	N;PRT;SG
razcvet	kukoistaa	razcvet	kukoistaa	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
enrico	enrico	enrica	enrico	N;NOM;MASC;SG	PROPN;NOM;SG
sinove	poikia	sin	poika	N;ACC;MASC;PL	N;PRT;PL
receptorjev	reseptoreihin	receptor	reseptori	N;GEN;MASC;PL	N;IN+ALL;PL
putnam	putnam	putna	puttaa	ADJ;NOM;MASC;SG	
standardna	standardin	standarden	standardi	ADJ;NOM;FEM;SG	N;GEN;SG
standardna	normi	standarden	normi	ADJ;NOM;FEM;SG	N;NOM;SG
standardna	standard	standarden	standard	ADJ;NOM;FEM;SG	N;NOM;SG
standardna	standardi	standarden	standardi	ADJ;NOM;FEM;SG	N;NOM;SG
standardna	vakio	standarden	vakio	ADJ;NOM;FEM;SG	N;NOM;SG
encimi	entsyymien	encim	entsyymi	N;NOM;MASC;PL	N;GEN;PL
dassault	dassault	dassault	dassault	PROPN;NOM;MASC;SG	N;NOM;SG
loke	kaaret	lok	kaari	N;ACC;MASC;PL	N;NOM;PL
tokovi	virtaa	tok	virta	N;NOM;MASC;PL	N;PRT;SG
lisica	fox	lisica	fox	N;NOM;FEM;SG	PROPN;NOM;SG
kalcijev	kalsiumin	kalcij	kalsiumin	N;NOM;MASC;SG	N;GEN;SG
pogovori	puhuu	pogovor	puhua	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
pogovori	keskusteluja	pogovor	keskustelu	N;NOM;MASC;PL	N;PRT;PL
pogovori	haastatteluja	pogovor	haastattelu	N;NOM;MASC;PL	N;PRT;PL
pogovori	puhua	pogovor	puhua	N;NOM;MASC;PL	V;SG;NFIN;ACT
pogovori	puhu	pogovor	puhua	N;NOM;MASC;PL	V;IMP;SG;2;FIN;ACT
pogovori	puhetta	pogovor	puhe	N;NOM;MASC;PL	N;PRT;SG
nazionale	nazionale	nazionati	nazio#nale	PROPN;NOM;MASC;SG	N;FRML;SG
jajčeca	munien	jajčece	muna	N;NOM;NEUT;PL	N;GEN;PL
jajčeca	kananmunia	jajčece	kanan#muna	N;NOM;NEUT;PL	N;PRT;PL
jajčeca	munia	jajčece	muna	N;NOM;NEUT;PL	N;PRT;PL
valle	valle	valle	valle	PROPN;NOM;MASC;SG	PROPN;NOM;SG
regionalni	alueelliset	regionalen	alueellinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
regionalni	alueellisten	regionalen	alueellinen	ADJ;NOM;MASC;SG	ADJ;GEN;PL
richardson	richardson	richardson	richardson	PROPN;NOM;MASC;SG	N;NOM;SG
razširjeni	laajentuneen	razširjen	laajentua	ADJ;NOM;MASC;PL;V.PTCP	V;GEN;SG;V.PTCP;ACT
razširjeni	suurentunut	razširjen	suurentua	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;ACT
razširjeni	laajentunut	razširjen	laajentua	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;ACT
razširjeni	laajennettu	razširjen	laajentaa	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
razširjeni	laajennettu	razširjen	laajentaa	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
razširjeni	jatkettu	razširjen	jatkaa	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
razširjeni	pidentää	razširjen	pidentää	ADJ;NOM;MASC;PL;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
razširjeni	laajennettu	razširjen	laajentaa	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
razširjeni	laajentunut	razširjen	laajentua	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;ACT
prihodnje	tulevaisuuden	prihodnji	tulevaisuus	ADJ;NOM;NEUT;SG	N;GEN;SG
prihodnje	tulevaisuus	prihodnji	tulevaisuus	ADJ;NOM;NEUT;SG	N;NOM;SG
prihodnje	tulevaisuutta	prihodnji	tulevaisuus	ADJ;NOM;NEUT;SG	N;PRT;SG
prihodnje	tulevaisuudessa	prihodnji	tulevaisuus	ADJ;NOM;NEUT;SG	N;IN+ESS;SG
prihodnje	tulevaisuuteen	prihodnji	tulevaisuus	ADJ;NOM;NEUT;SG	N;IN+ALL;SG
prijateljstvo	ystävyyttä	prijateljstvo	ystävyys	N;NOM;NEUT;SG	N;PRT;SG
prijateljstvo	ystävyyden	prijateljstvo	ystävyys	N;NOM;NEUT;SG	N;GEN;SG
alternative	vaihtoehtoinen	alternativa	vaihto#ehtoinen	N;NOM;FEM;PL	ADJ;NOM;SG
alternative	vaihtoehtoiset	alternativa	vaihto#ehtoinen	N;NOM;FEM;PL	ADJ;NOM;PL
alternative	vaihtoehtoisia	alternativa	vaihto#ehtoinen	N;NOM;FEM;PL	ADJ;PRT;PL
alternative	vaihtoehto	alternativa	vaihto#ehto	N;NOM;FEM;PL	N;NOM;SG
alternative	vaihtoehtoja	alternativa	vaihto#ehto	N;NOM;FEM;PL	N;PRT;PL
alternative	vaihtoehtoiset	alternativa	vaihto#ehtoinen	N;NOM;FEM;PL	ADJ;NOM;PL
industries	toimialat	industries	toimi#ala	N;NOM;MASC;SG	N;NOM;PL
pozni	myöhässä	pozen	myöhässä	ADJ;NOM;DEF;MASC;SG	ADV
pozni	myöhään	pozen	myöhään	ADJ;NOM;DEF;MASC;SG	ADV
pogledi	näkemyksiä	pogled	näkemys	N;NOM;MASC;PL	N;PRT;PL
magnus	magnus	magnus	magnus		N;NOM;SG
sorodniki	serkkuja	sorodnik	serkku	N;NOM;MASC;PL	N;PRT;PL
sorodniki	sukulaisia	sorodnik	suku#lainen	N;NOM;MASC;PL	N;PRT;PL
bradley	bradley	bradley	bradley	PROPN;NOM;MASC;SG	PROPN;NOM;SG
mostovi	siltoja	mostov	silta	N;NOM;MASC;PL	N;PRT;PL
mostovi	siltojen	mostov	silta	N;NOM;MASC;PL	N;GEN;PL
marseille	marseille	marseilel	marsi	PROPN;NOM;MASC;SG	N;AT+ALL;SG
marseille	marseillen	marseilel	marse	PROPN;NOM;MASC;SG	V;INS;SG;NFIN;ACT
lastna	omista	lasten	oma	ADJ;NOM;FEM;SG	ADJ;IN+ABL;PL
lastna	oman	lasten	oma	ADJ;NOM;FEM;SG	ADJ;GEN;SG
lastna	omat	lasten	oma	ADJ;NOM;FEM;SG	ADJ;NOM;PL
posredovanje	väliintuloa	posredovanje	väliintulo	N;NOM;NEUT;SG	N;PRT;SG
zaključek	päätökseen	zaključek	päätös	N;NOM;MASC;SG	N;IN+ALL;SG
zaključek	sulkemisen	zaključek	sulkeminen	N;NOM;MASC;SG	N;GEN;SG
zaključek	päätelmät	zaključek	päätelmä	N;NOM;MASC;SG	N;NOM;PL
razstavi	näyttelyyn	razstava	näyttely	N;NOM;FEM;SG	N;IN+ALL;SG
razstavi	näyttelyä	razstava	näyttely	N;NOM;FEM;SG	N;PRT;SG
razstavi	näyttelyssä	razstava	näyttely	N;NOM;FEM;SG	N;IN+ESS;SG
razstavi	messut	razstava	messut	N;NOM;FEM;SG	N;NOM;PL
lucas	lucas	lucas	lucas	N;NOM;MASC;SG	PROPN;NOM;SG
gibson	gibson	gibson	gibson	N;NOM;MASC;SG	PROPN;NOM;SG
terme	spa	terma	spa	N;NOM;FEM;PL	N;NOM;SG
terme	kylpylä	terma	kylpylä	N;NOM;FEM;PL	N;NOM;SG
terme	kylpylässä	terma	kylpylä	N;NOM;FEM;PL	N;IN+ESS;SG
terme	terme	terma	terme	N;NOM;FEM;PL	PROPN;NOM;SG
moon	kuuta	moon	kuu	PROPN;NOM;MASC;SG	N;PRT;SG
moon	kuu	moon	kuu	PROPN;NOM;MASC;SG	N;NOM;SG
moon	kuun	moon	kuu	PROPN;NOM;MASC;SG	N;GEN;SG
moon	moon	moon	moko	PROPN;NOM;MASC;SG	
organizirano	järjestäytyneen	organiziran	järjestäytynyt	ADJ;NOM;NEUT;SG;V.PTCP	V;GEN;SG;V.PTCP;ACT
organizirano	järjestäytynyt	organiziran	järjestäytyä	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
organizirano	järjestetty	organiziran	järjestää	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
organizirano	järjestäytyneen	organiziran	järjestäytynyt	ADJ;NOM;NEUT;SG;V.PTCP	V;GEN;SG;V.PTCP;ACT
organizirano	järjestäytynyt	organiziran	järjestäytyä	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
organizirano	järjestetty	organiziran	järjestää	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
dama	lady	dama	lady	N;NOM;FEM;SG	
dama	dame	dama	dame	N;NOM;FEM;SG	
jezikovno	kielellisen	jezikoven	kielellinen	ADJ;NOM;NEUT;SG	ADJ;GEN;SG
jezikovno	kieli	jezikoven	kieli	ADJ;NOM;NEUT;SG	N;NOM;SG
jezikovno	kielet	jezikoven	kieli	ADJ;NOM;NEUT;SG	N;NOM;PL
izpostavljenost	altistuksen	izpostavljenost	altistus	N;NOM;FEM;SG	N;GEN;SG
izpostavljenost	altistumista	izpostavljenost	altistuminen	N;NOM;FEM;SG	N;PRT;SG
izpostavljenost	altistumisen	izpostavljenost	altistuminen	N;NOM;FEM;SG	N;GEN;SG
biološki	biologinen	biološki	biologinen	ADJ;NOM;MASC;PL	ADJ;NOM;SG
powell	powell	powelati	powell		PROPN;NOM;SG
utrdbo	linnake	utrdba	linnake	N;ACC;FEM;SG	N;NOM;SG
utrdbo	linnoitus	utrdba	linnoitus	N;ACC;FEM;SG	N;NOM;SG
utrdbo	fort	utrdba	fort	N;ACC;FEM;SG	
ted	ted	ted	ted	PROPN;NOM;MASC;SG	PROPN;NOM;SG
ted	tedin	ted	teddä	PROPN;NOM;MASC;SG	N;GEN;SG
imenovanja	tapaamisia	imenovanje	tapaaminen	N;NOM;NEUT;PL	N;PRT;PL
imenovanja	nimityksiä	imenovanje	nimitys	N;NOM;NEUT;PL	N;PRT;PL
emilio	emilio	emilio	emilio	PROPN;NOM;MASC;SG	N;NOM;SG
slab	pahaa	slab	paha	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
slab	bad	slab	bad	ADJ;NOM;INDF;MASC;SG	
izbris	poistamista	izbris	poistaminen	N;NOM;MASC;SG	N;PRT;SG
izbris	poistetaan	izbris	poistaa	N;NOM;MASC;SG	V;IND;PRS;FIN;PASS
izbris	poistaa	izbris	poistaa	N;NOM;MASC;SG	V;IND;SG;PRS;FIN;ACT
izbris	poista	izbris	poistaa	N;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
biologijo	biologian	biologija	biologia	N;ACC;FEM;SG	N;GEN;SG
opremljen	varustettu	opremljen	varustaa	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
epizode	jaksoista	epizoda	jakso	N;NOM;FEM;PL	N;IN+ABL;PL
epizode	jakso	epizoda	jaksaa	N;NOM;FEM;PL	N;NOM;SG
epizode	jakson	epizoda	jakso	N;NOM;FEM;PL	N;GEN;SG
izidi	tulos	izid	tulos	N;NOM;MASC;PL	N;NOM;SG
izidi	lopputulos	izid	loppu#tulos	N;NOM;MASC;PL	N;NOM;SG
izidi	tulos	izid	tulos	N;NOM;MASC;PL	N;NOM;SG
izidi	tulosten	izid	tulos	N;NOM;MASC;PL	N;GEN;PL
izidi	tuloksia	izid	tulos	N;NOM;MASC;PL	N;PRT;PL
izidi	tulosten	izid	tulos	N;NOM;MASC;PL	N;GEN;PL
fisher	fisher	fisher	fisher	N;NOM;MASC;SG	PROPN;NOM;SG
porto	porto	porta	porto	PROPN;NOM;MASC;SG	PROPN;NOM;SG
označen	merkitty	označen	merkitä	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
označen	merkityt	označen	merkitä	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;PL
realno	real	realen	real	ADJ;NOM;NEUT;SG	
realno	todellista	realen	todellinen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
realno	realistisia	realen	realistinen	ADJ;NOM;NEUT;SG	ADJ;PRT;PL
realno	realistista	realen	realistinen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
realno	realistisesti	realen	realistisesti	ADJ;NOM;NEUT;SG	ADV
trinajst	kolmetoista	trinajst	kolme#toista	NUM;NOM;PL	NUM;NOM;SG
trinajst	thirteen	trinajst	thirre	NUM;NOM;PL	N;NOM;SG
casa	casa	cas	casa		
virusi	virus	virus	virus	N;NOM;MASC;PL	N;NOM;SG
virusi	viruksen	virus	virus	N;NOM;MASC;PL	N;GEN;SG
virusi	virusta	virus	virus	N;NOM;MASC;PL	N;IN+ABL;SG
virusi	viruksia	virus	virus	N;NOM;MASC;PL	N;PRT;PL
virusi	virusten	virus	virus	N;NOM;MASC;PL	N;GEN;PL
snega	lumisade	sneg	lumi#sade	N;GEN;MASC;SG	N;NOM;SG
snega	lunta	sneg	lumi	N;GEN;MASC;SG	N;PRT;SG
snega	lumi	sneg	lumi	N;GEN;MASC;SG	N;NOM;SG
snega	lumisade	sneg	lumi#sade	N;GEN;MASC;SG	N;NOM;SG
leteči	lentäminen	leteč	lentäminen	ADJ;NOM;MASC;SG;V.PTCP	N;NOM;SG
leteči	lentävä	leteč	lentää	ADJ;NOM;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
leteči	lentää	leteč	lentää	ADJ;NOM;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
leteči	lentävät	leteč	lentää	ADJ;NOM;MASC;SG;V.PTCP	V;IND;PL;3;PRS;FIN;ACT
hitra	nopeaa	hiter	nopea	ADJ;NOM;FEM;SG	ADJ;PRT;SG
hitra	nopeasti	hiter	nopeasti	ADJ;NOM;FEM;SG	ADV
reynolds	reynolds	reynolds	reynolds	N;NOM;MASC;SG	
priporoča	suosittaa	priporočati	suosittaa	V;IPFV;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
priporoča	suosittelee	priporočati	suositella	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN;ACT
ekonomska	taloudelliset	ekonomski	taloudellinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
zastrupitve	myrkyttää	zastrupitev	myrkyttää	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
warren	warrenin	warren	warren		PROPN;GEN;SG
warren	warren	warren	warren		PROPN;NOM;SG
komunikacija	tiedonannon	komunikacija	tieto#anto	N;NOM;FEM;SG	N;GEN;SG
rick	rick	rick	rick	N;NOM;MASC;SG	PROPN;NOM;SG
alkohol	viinaa	alkohol	viinata	N;NOM;MASC;SG	N;PRT;SG
alkohol	alkoholiin	alkohol	alkoholi	N;NOM;MASC;SG	N;IN+ALL;SG
alkohol	alkoholin	alkohol	alkoholi	N;NOM;MASC;SG	N;GEN;SG
alkohol	alkoholia	alkohol	alkoholi	N;NOM;MASC;SG	N;PRT;SG
terry	terryn	terry	terry	PROPN;NOM;MASC;SG	N;GEN;SG
terry	terry	terry	terry	PROPN;NOM;MASC;SG	PROPN;NOM;SG
osebje	henkilöstön	osebje	henkilöstö	N;NOM;NEUT;SG	N;GEN;SG
osebje	henkilöstön	osebje	henkilöstö	N;NOM;NEUT;SG	N;GEN;SG
zbrane	kerätään	zbran	kerätä	ADJ;NOM;FEM;PL;V.PTCP	V;IND;PRS;FIN;PASS
zbrane	kerätyt	zbran	kerätä	ADJ;NOM;FEM;PL;V.PTCP	V;NOM;PL;V.PTCP;PASS
zbrane	kerätty	zbran	kerätä	ADJ;NOM;FEM;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
zbrane	kokoontunut	zbran	kokoontua	ADJ;NOM;FEM;PL;V.PTCP	V;NOM;SG;V.PTCP;ACT
zbrane	kokoontuneet	zbran	kokoontua	ADJ;NOM;FEM;PL;V.PTCP	V;NOM;PL;V.PTCP;ACT
jelka	puu	jelka	puu	PROPN;NOM;FEM;SG	N;NOM;SG
jelka	puuta	jelka	puu	PROPN;NOM;FEM;SG	N;PRT;SG
jelka	puun	jelka	puu	PROPN;NOM;FEM;SG	N;GEN;SG
izvajalci	toimijoiden	izvajalec	toimija	N;NOM;MASC;PL	N;GEN;PL
mile	kilometrin	mila	kilo#metri		N;GEN;SG
mile	mailin	mila	maili		N;GEN;SG
mile	mailia	mila	maili		N;PRT;SG
rolling	rolling	rolling	rolling	N;NOM;MASC;SG	
rolling	pyörii	rolling	pyöriä	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
dodatki	lisäaineita	dodatek	lisä#aine	N;NOM;MASC;PL	N;PRT;PL
dodatki	lisäaineiden	dodatek	lisä#aine	N;NOM;MASC;PL	N;GEN;PL
dodatki	täydennetään	dodatek	täydentää	N;NOM;MASC;PL	V;IND;PRS;FIN;PASS
dodatki	täydentää	dodatek	täydentää	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
dodatki	lisäyksiä	dodatek	lisäys	N;NOM;MASC;PL	N;PRT;PL
mass	massaa	mass	massa	N;NOM;MASC;SG	N;PRT;SG
dušo	sielu	duša	sielu	N;ACC;FEM;SG	N;NOM;SG
dušo	sielua	duša	sielu	N;ACC;FEM;SG	N;PRT;SG
dušo	sielun	duša	sielu	N;ACC;FEM;SG	N;GEN;SG
dušo	soul	duša	soul	N;ACC;FEM;SG	
lakote	nälänhätä	lakota	nälän	N;NOM;FEM;PL	N;NOM;SG
lakote	nälkään	lakota	nälkä	N;NOM;FEM;PL	N;IN+ALL;SG
lakote	nälänhätä	lakota	nälän	N;NOM;FEM;PL	N;NOM;SG
lakote	nälkä	lakota	nälkä	N;NOM;FEM;PL	N;NOM;SG
lakote	nälän	lakota	näli	N;NOM;FEM;PL	N;GEN;SG
bertrand	bertrand	bertrand	bertrand	N;NOM;MASC;SG	
zaščitena	suojeltu	zaščiten	suojella	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
zaščitena	suojattu	zaščiten	suojata	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
zaščitena	suojellut	zaščiten	suojella	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
kvalifikacije	tutkintojen	kvalifikacija	tutkinta	N;NOM;FEM;PL	N;GEN;PL
kvalifikacije	pätevyys	kvalifikacija	pätevyys	N;NOM;FEM;PL	N;NOM;SG
kvalifikacije	kelpoisuus	kvalifikacija	kelpoisuus	N;NOM;FEM;PL	N;NOM;SG
kvalifikacije	pätevyys	kvalifikacija	pätevyys	N;NOM;FEM;PL	N;NOM;SG
pari	paria	par	pari	N;NOM;MASC;PL	N;PRT;SG
pari	pareittain	par	pareittain	N;NOM;MASC;PL	ADV
pari	pareja	par	pare	N;NOM;MASC;PL	N;PRT;PL
irana	iran	iran	ira	N;GEN;MASC;SG	PROPN;NOM;SG
hrbet	takaisin	hrbet	takaisin	N;NOM;MASC;SG	ADV
hrbet	taaksepäin	hrbet	taaksepäin	N;NOM;MASC;SG	ADV
bach	bach	bacha	bach	N;NOM;MASC;SG	PROPN;NOM;SG
skriva	piilossa	skrivati	piilo	V;IPFV;IND;SG;3;PRS;FIN	N;IN+ESS;SG
osvojitev	valloittaa	osvojitev	valloittaa	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
rena	reno	rena	reno	N;GEN;FEM;SG	
poj	laulaa	poj	laulaa	ADV	V;IND;SG;3;PRS;FIN;ACT
poj	laula	poj	laulaa	ADV	V;IMP;SG;2;FIN;ACT
pomanjkljivosti	puutteet	pomanjkljivost	puute	N;GEN;FEM;SG	N;NOM;PL
pomanjkljivosti	puutteita	pomanjkljivost	puute	N;GEN;FEM;SG	N;PRT;PL
pomanjkljivosti	puutteet	pomanjkljivost	puute	N;GEN;FEM;SG	N;NOM;PL
pomanjkljivosti	puutteita	pomanjkljivost	puute	N;GEN;FEM;SG	N;PRT;PL
pomanjkljivosti	viat	pomanjkljivost	vias	N;GEN;FEM;SG	N;NOM;PL
