monarchie	monarchia	monarchie	monarchia	PROPN	N;NOM;FEM;SG
kontinuierlich	ciągły	kontinuierlich	ciągły	ADJ	N;NOM;MASC;SG
kontinuierlich	nieustannie	kontinuierlich	nieustannie	ADJ	ADV
wayne	wayne	waynen	wayny	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
wayne	łukasz	waynen	łukasz	PROPN;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
gleise	platform	gleis	platform	N	
gleise	platformy	gleis	platforma	N	V;IPFV;IND;PL;1;PRS;FIN;ACT
dessau	dessau	dessau	dessa		PROPN;NOM;MASC;SG
verwundet	ranna	verwunden	ranna	V;V.PTCP	ADJ;NOM;FEM;SG
verwundet	ranny	verwunden	ranny	V;V.PTCP	ADJ;NOM;MASC;SG
verwundet	zraniony	verwunden	zranić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
verwundet	ranni	verwunden	ranny	V;V.PTCP	ADJ;NOM;MASC;PL
klöster	klasztoru	klöst	klasztor	ADJ	N;GEN;MASC;SG
klöster	klasztor	klöst	klasztor	ADJ	N;NOM;MASC;SG
klöster	klasztorze	klöst	klasztor	ADJ	N;DAT;MASC;SG
klöster	klasztory	klöst	klasztor	ADJ	N;NOM;MASC;PL
anfänge	początków	anfangen	początek	N;NOM	N;GEN;MASC;PL
kaiserin	cesarzowa	kaiserin	cesarz	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
meier	meier	meier	meier	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
soundtrack	soundtrack	soundtrack	soundtrack	PROPN	N;NOM;MASC;SG
morris	morris	morris	morris	PROPN;NOM;MASC;SG	
gertrud	gertrude	gertrude	gertruda	PROPN;NOM;SG	N;NOM;FEM;SG
gertrud	gertrud	gertrude	gertrud	PROPN;NOM;SG	
malte	malowane	malen	malować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
malte	malte	malen	malty	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
hitlers	hitlera	hitlers	hitler	PROPN;NOM;MASC;SG	N;ACC;MASC;SG
hitlers	hitler	hitlers	hitler	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
pkw	samochody	pkw	samochód		N;NOM;MASC;PL
pkw	samochodów	pkw	samochód		N;GEN;MASC;PL
pkw	samochody	pkw	samochód		N;NOM;MASC;PL
pkw	auto	pkw	auto		N;NOM;NEUT;SG
pkw	samochód	pkw	samochód		N;NOM;MASC;SG
größen	wielkości	groß	wielkość	V;NFIN	N;GEN;FEM;SG
größen	rozmiary	groß	rozmiar	V;NFIN	N;NOM;MASC;PL
geographischen	geograficzne	geographisch	geograficzny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
geographischen	geograficzna	geographisch	geograficzny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
geographischen	geograficzny	geographisch	geograficzny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
dnb	dnb	dnb	dnb	;SG	
öffnung	otwór	öffnung	otwór	ADJ;SG	N;NOM;MASC;SG
öffnung	otwartości	öffnung	otwartość	ADJ;SG	N;GEN;FEM;SG
öffnung	otwartość	öffnung	otwartość	ADJ;SG	N;NOM;FEM;SG
öffnung	otwieranie	öffnung	otwierać	ADJ;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
öffnung	otwarcie	öffnung	otworzyć	ADJ;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
öffnung	otwarcia	öffnung	otworzyć	ADJ;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
petra	petra	petra	petr	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
geschlossene	zamkniętych	geschlossen	zamknąć	ADJ;NOM;FEM;PL	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
geschlossene	załączony	geschlossen	załączyć	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
geschlossene	zamknięty	geschlossen	zamknięty	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
geschlossene	nieczynne	geschlossen	nieczynny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
geschlossene	zamknięte	geschlossen	zamknąć	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geschlossene	zamknięta	geschlossen	zamknąć	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
betreuung	opieki	betreuung	opieka	N;SG	
betreuung	opieka	betreuung	opieka	N;SG	
lebensmittel	żywności	lebensmittel	żywność		N;GEN;FEM;SG
lebensmittel	pokarm	lebensmittel	pokarm		N;NOM;MASC;SG
lebensmittel	żywność	lebensmittel	żywność		N;NOM;FEM;SG
lebensmittel	jedzenie	lebensmittel	jedzenie		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
lebensmittel	żywności	lebensmittel	żywność		N;GEN;FEM;SG
lebensmittel	żywność	lebensmittel	żywność		N;NOM;FEM;SG
lebensmittel	spożywczy	lebensmittel	spożywczy		ADJ;NOM;MASC;SG
objektiv	obiektyw	objektiv	obiektyw	ADJ	N;NOM;MASC;SG
objektiv	soczewki	objektiv	soczewka	ADJ	N;ACC;FEM;PL
objektiv	cel	objektiv	cel	ADJ	N;NOM;MASC;SG
objektiv	soczewki	objektiv	soczewka	ADJ	N;ACC;FEM;PL
objektiv	obiektywnie	objektiv	obiektywnie	ADJ	ADV
personenverkehr	pasażerów	personenverkehr	pasażer	ADJ	N;ACC;MASC;PL
personenverkehr	pasażer	personenverkehr	pasażer	ADJ	N;NOM;MASC;SG
personenverkehr	pasażera	personenverkehr	pasażer	ADJ	N;ACC;MASC;SG
geometrie	geometria	geometrie	geometria		N;NOM;FEM;SG
geometrie	geometrii	geometrie	geometria		N;GEN;FEM;SG
geometrie	geometria	geometrie	geometria		N;NOM;FEM;SG
geometrie	geometryczne	geometrie	geometryczny		ADJ;NOM;NEUT;SG
bosnien	bośni	bosneinen	bośnić	PROPN;NOM;SG	PROPN;NOM;FEM;SG
bosnien	bośnia	bosneinen	bośnie	PROPN;NOM;SG	PROPN;NOM;FEM;SG
now	teraz	now	teraz	PROPN	ADV
zerstörer	niszczyciele	zerstörer	niszczyciel		N;NOM;MASC;PL
zerstörer	niszczyciel	zerstörer	niszczyciel		N;NOM;MASC;SG
wright	wright	wright	wright	PROPN;NOM;SG	
sergei	siergiej	sergei	siergi	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
sergei	siergiej	sergei	siergi	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
bonner	bonner	bonn	bonner	PROPN;NOM;SG	PROPN;NOM;MASC;SG
wohnsitz	rezydenta	wohnsitz	rezydent	ADJ	N;ACC;MASC;SG
wohnsitz	mieszkaniec	wohnsitz	mieszkaniec	ADJ	N;NOM;MASC;SG
wohnsitz	rezydencja	wohnsitz	rezydencja	ADJ	N;NOM;FEM;SG
wohnsitz	siedziba	wohnsitz	siedziba	ADJ	N;NOM;FEM;SG
studiert	zbadane	studieren	zbadać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
studiert	badane	studieren	badać	V;V.PTCP	ADJ;NOM;NEUT;SG
studiert	badany	studieren	badany	V;V.PTCP	ADJ;NOM;MASC;SG
berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG	N;NOM;MASC;SG
schnee	śnieg	schnen	śnieg		N;NOM;MASC;SG
schnee	śnieżka	schnen	śnieżkać		N;NOM;FEM;SG
schnee	śniegu	schnen	śnieg		N;GEN;MASC;SG
gerald	gerald	gerald	gerald	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
realschule	realschule	realschule	realschul	ADJ;NOM;FEM;SG	
angel	anioł	angel	anioł	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
angel	aniele	angel	aniel	PROPN;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
angel	aniołek	angel	aniołek	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
angel	angel	angel	angel	PROPN;NOM;MASC;SG	
vorgeschichte	prehistorii	vorgeschicht	prehistoria	ADJ;NOM;SG	
vorgeschichte	tła	vorgeschicht	ten	ADJ;NOM;SG	
vorgeschichte	kontekst	vorgeschicht	kontekst	ADJ;NOM;SG	N;NOM;MASC;SG
vorgeschichte	tle	vorgeschicht	tło	ADJ;NOM;SG	
vorgeschichte	tło	vorgeschicht	tło	ADJ;NOM;SG	
hartmut	doreen	hartmun	doreen	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG
hartmut	hartmut	hartmun	hartmut	PROPN;NOM;MASC;SG	
funk	funk	funk	funk	ADJ	
herrmann	herrmann	herrmann	herrmann	PROPN;NOM;SG	PROPN;NOM;MASC;SG
troll	troll	troll	troll	PROPN;SG	N;NOM;MASC;SG
troll	trolle	troll	trolla	PROPN;SG	
mythos	mit	mythos	mit		N;NOM;MASC;SG
mythos	mity	mythos	mit		N;NOM;MASC;PL
schumacher	schumacher	schumach	schumacher	ADJ	N;NOM;MASC;SG
schmalen	slim	schmal	slem	ADJ	
stausee	tamy	stausen	tama	N;SG	
stausee	zapora	stausen	zaporać	N;SG	
stausee	tama	stausen	tama	N;SG	
stausee	dam	stausen	dać	N;SG	V;PFV;IND;SG;1;FUT;FIN;ACT
stausee	lake	stausen	raka	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
tenor	tenor	tenor	tenor		N;NOM;MASC;SG
befehlshaber	komendant	befehlshaber	komendant		N;NOM;MASC;SG
befehlshaber	dowódców	befehlshaber	dowódca		N;ACC;MASC;PL
befehlshaber	dowódcy	befehlshaber	dowódca		N;NOM;MASC;SG
befehlshaber	dowódca	befehlshaber	dowódca		N;NOM;MASC;SG
hochladen	wysyłanie	hochladen	wysyłać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hochladen	dodawanie	hochladen	dodawać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hochladen	przesyłanie	hochladen	przesyłać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hochladen	dodawanie	hochladen	dodawać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hochladen	przesyłanie	hochladen	przesyłać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sin	grzechu	sin	grzech		N;GEN;MASC;SG
sin	grzechem	sin	grzech		N;INS;MASC;SG
sin	grzech	sin	grzech		N;NOM;MASC;SG
begangen	zaangażowana	begehen	zaangażować	V;V.PTCP	ADJ;NOM;FEM;SG
begangen	zaangażowany	begehen	zaangażować	V;V.PTCP	ADJ;NOM;MASC;SG
ansätze	podejścia	ansätzen	podejść	N;NOM;MASC;PL	N;GEN;NEUT;SG
ansätze	podejść	ansätzen	podejść	N;NOM;MASC;PL	V;PFV;NFIN;ACT
designer	projektantów	designer	projektant	ADJ	N;ACC;MASC;PL
designer	projektant	designer	projektant	ADJ	N;NOM;MASC;SG
möge	majowe	mögen	majowy	V;SBJV;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG
möge	maja	mögen	mieć	V;SBJV;SG;3;PRS;FIN	
möge	może	mögen	móc	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
möge	majowy	mögen	majowy	V;SBJV;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
möge	maj	mögen	maj	V;SBJV;SG;3;PRS;FIN	
verstand	rozsądek	verstehen	rozsądek		N;NOM;MASC;SG
verstand	umysłu	verstehen	umysł		N;GEN;MASC;SG
verstand	umysł	verstehen	umysł		N;NOM;MASC;SG
verstand	umysłach	verstehen	umysł		N;GEN;MASC;PL
verstand	umysłów	verstehen	umysł		N;GEN;MASC;PL
verstand	umysły	verstehen	umysł		N;NOM;MASC;PL
türen	gates	türen	gates	V;NFIN	
türen	bramy	türen	brama	V;NFIN	
türen	bram	türen	brama	V;NFIN	
türen	drzwi	türen	drzwi	V;NFIN	N;NOM;NEUT;PL
valentin	valentin	valentin	valentin	PROPN	N;NOM;MASC;SG
valentin	walentynki	valentin	walentynka	PROPN	N;NOM;FEM;PL
valentin	valentine	valentin	valentine	PROPN	
begegnungen	spotkania	begegnungen	spotkanie	V;NFIN	N;NOM;NEUT;PL
begegnungen	spotkań	begegnungen	spotkanie	V;NFIN	N;GEN;NEUT;PL
brandt	brandt	branden	brandt	PROPN	PROPN;NOM;MASC;SG
oklahoma	oklahoma	oklahoma	oklahy	PROPN;NOM;SG	N;NOM;NEUT;SG
gerettet	uratowany	retten	uratować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gerettet	uratowani	retten	uratować	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
gerettet	zapisane	retten	zapisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gerettet	zapisany	retten	zapisać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gerettet	zapisana	retten	zapisać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gerettet	zapisanych	retten	zapisać	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
achter	ósmego	acht	ósmy	ADJ	N;GEN;MASC;SG
achter	ósma	acht	ósma	ADJ	
achter	ósmej	acht	ósmy	ADJ	N;GEN;FEM;SG
achter	ósemki	acht	ósemka	ADJ	N;ACC;FEM;PL
chinesisch	chińczyk	chinesisch	chińczyk	ADJ	N;NOM;MASC;SG
chinesisch	chiny	chinesisch	chiny	ADJ	
gerechtigkeit	sprawiedliwości	gerechtigkeit	sprawiedliwość	PROPN	N;GEN;FEM;SG
gerechtigkeit	sprawiedliwość	gerechtigkeit	sprawiedliwość	PROPN	N;NOM;FEM;SG
gerechtigkeit	uczciwość	gerechtigkeit	uczciwość	PROPN	N;NOM;FEM;SG
gerechtigkeit	kapitałowych	gerechtigkeit	kapitałowy	PROPN	ADJ;GEN;MASC;PL
folglich	stąd	folglich	stąd	ADJ	ADV
bett	łóżka	bett	łóżko		N;NOM;NEUT;SG
bett	łoże	bett	łoże		N;NOM;NEUT;SG
bett	łóżka	bett	łóżko		N;NOM;NEUT;SG
bett	łóżko	bett	łóżko		N;NOM;NEUT;SG
bett	łóżku	bett	łóżko		N;DAT;NEUT;SG
vorarlberg	vorarlberg	vorarlberg	vorarlberg	PROPN	N;NOM;MASC;SG
staatssekretär	podsekretarz	staatssekretär	podsekretarz	ADJ	N;NOM;MASC;SG
verlangen	pragnienie	verlangen	pragnienie	V;NFIN	N;NOM;NEUT;SG
verlangen	pożądanie	verlangen	pożądać	V;NFIN	N;NOM;NEUT;SG
verlangen	pragnienia	verlangen	pragnienie	V;NFIN	N;NOM;NEUT;PL
verlangen	pożądania	verlangen	pożądanie	V;NFIN	N;NOM;NEUT;SG
verlangen	wymagający	verlangen	wymagać	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
verlangen	wymagająca	verlangen	wymagać	V;NFIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
verlangen	wymagających	verlangen	wymagać	V;NFIN	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
verlangen	wymagające	verlangen	wymagać	V;NFIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
verlangen	pragnienie	verlangen	pragnienie	V;NFIN	N;NOM;NEUT;SG
verlangen	ochota	verlangen	ochota	V;NFIN	N;NOM;FEM;SG
schreibe	piszcie	schreibe	pisać	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN;ACT
schreibe	napisz	schreibe	napisać	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
schreibe	pisz	schreibe	pisać	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
schreibe	pisanie	schreibe	pisać	V;IND;SG;3;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
schreibe	pismo	schreibe	pismo	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
angemessen	odpowiednio	angemessen	odpowiednio	ADJ	ADV
angemessen	odpowiednie	angemessen	odpowiedni	ADJ	V;PFV;IND;SG;FIN;ACT
dynamo	dynamo	dynamo	dynamo	PROPN;NOM;SG	N;NOM;NEUT;SG
drehen	twist	drehen	twist	V;NFIN	
drehen	obrót	drehen	obrót	V;NFIN	N;NOM;MASC;SG
dazwischen	między	dazwischen	między	ADV	ADP
dazwischen	pomiędzy	dazwischen	pomiędzy	ADV	
venezuela	wenezuela	venezuela	wenezuel	PROPN;NOM;NEUT;SG	PROPN;NOM;FEM;SG
experiment	eksperyment	experiment	eksperyment	ADJ	N;ACC;MASC;SG
astronom	astronomowie	astronom	astronomowie	PROPN	N;NOM;MASC;PL
astronom	astronom	astronom	astrona	PROPN	N;NOM;MASC;SG
reinbek	reinbek	reinbek	reinbek	PROPN;NOM;MASC;SG	
nina	nina	nina	nina	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
theoretische	teoretyczne	theoretisch	teoretyczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
ingrid	ingrid	ingrid	ingrid	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
industriellen	przemysłowy	industriell	przemysłowy	ADJ;PL	ADJ;NOM;MASC;SG
industriellen	przemysł	industriell	przemysł	ADJ;PL	N;NOM;MASC;SG
industriellen	przemysłowe	industriell	przemysłowy	ADJ;PL	ADJ;NOM;NEUT;SG
industriellen	przemysłowiec	industriell	przemysłowiec	ADJ;PL	N;NOM;MASC;SG
krüger	kruger	krüg	kruger	PROPN;NOM;MASC;SG	
krüger	krüger	krüg	krüger	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
krüger	krueger	krüg	krueger	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
gerichtet	skierowany	richten	skierować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gerichtet	skierowana	richten	skierować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gerichtet	reżyseria	richten	reżyser	V;V.PTCP	
gerichtet	skierowane	richten	skierować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gerichtet	skierowana	richten	skierować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gerichtet	oceniana	richten	oceniać	V;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
gerichtet	osądzony	richten	osądzić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rechtswissenschaft	prawa	rechtswissenschaft	prawo	ADJ	
rechtswissenschaft	prawo	rechtswissenschaft	prawo	ADJ	N;NOM;NEUT;SG
rechtswissenschaft	orzecznictwa	rechtswissenschaft	orzecznictwo	ADJ	N;GEN;NEUT;SG
rechtswissenschaft	orzecznictwo	rechtswissenschaft	orzecznictwo	ADJ	N;NOM;NEUT;SG
umwandlung	konwersji	umwandlung	konwersja	N;SG	
umwandlung	zamiana	umwandlung	zamiana	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
umwandlung	konwersja	umwandlung	konwersja	N;SG	
umwandlung	konwersje	umwandlung	konwersja	N;SG	N;NOM;FEM;PL
umwandlung	konwersja	umwandlung	konwersja	N;SG	
rosenberg	rosenberg	rosenberg	rosenberg	PROPN;NOM;SG	N;NOM;MASC;SG
chaos	bałagan	chaos	bałagan		N;NOM;MASC;SG
chaos	bajzel	chaos	bajzel		N;NOM;MASC;SG
chaos	burdel	chaos	burdel		N;NOM;MASC;SG
chaos	chaos	chaos	chaos		N;NOM;MASC;SG
chaos	chaosie	chaos	chaos		N;INS;MASC;SG
chaos	chaosu	chaos	chaos		N;GEN;MASC;SG
chaos	chaos	chaos	chaos		N;NOM;MASC;SG
xaver	xaver	xaver	xaver	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
xaver	xavier	xaver	xavier	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
ansiedlung	osady	ansiedlung	osada	N;SG	
zoo	zoo	zoo	zoo	PROPN;NOM;SG	
bezahlt	płatny	bezahlen	płatny	V;V.PTCP	ADJ;NOM;MASC;SG
bezahlt	płatne	bezahlen	płatny	V;V.PTCP	ADJ;NOM;NEUT;SG
cornelius	cornelius	cornelius	cornelius	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
bobby	bobby	bobby	bobby	PROPN;NOM;MASC;SG	
interne	wewnętrzny	intern	wewnętrzny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
interne	wewnętrznego	intern	wewnętrzny	ADJ;NOM;FEM;PL	ADJ;ACC;MASC;SG
interne	wewnętrzne	intern	wewnętrzny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
interne	wewnętrzna	intern	wewnętrzny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
besetzte	zajęte	besetzen	zajęty	V;IND;SG;3;PST;FIN	
besetzte	zajęty	besetzen	zająć	V;IND;SG;3;PST;FIN	
käfer	żuki	käfer	żuki		N;NOM;MASC;PL
käfer	robaki	käfer	robak		N;NOM;MASC;PL
käfer	błędy	käfer	błąd		N;NOM;MASC;PL
käfer	owady	käfer	owad		N;NOM;MASC;PL
käfer	robak	käfer	robak		N;NOM;MASC;SG
käfer	żuk	käfer	żuk		N;NOM;MASC;SG
gem	acc	gem	acc		
gem	klejnot	gem	klejnot		N;NOM;MASC;SG
gem	gem	gem	gem		
abgesetzt	obalony	absetzen	obalić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
weihnachten	gwiazdka	weihnacht	gwiazdka	V;NFIN	N;NOM;FEM;SG
weihnachten	święta	weihnacht	święto	V;NFIN	
weihnachten	gwiazdka	weihnacht	gwiazdka	V;NFIN	N;NOM;FEM;SG
reguläre	zwykły	regulär	zwykły	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
reguläre	regularne	regulär	regularny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
reguläre	regularnie	regulär	regularnie	ADJ;NOM;FEM;PL	ADV
reguläre	regularny	regulär	regularny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
fachbereich	wydział	fachbereich	wydział		N;NOM;MASC;SG
fachbereich	departament	fachbereich	departament		N;NOM;MASC;SG
fachbereich	dział	fachbereich	dziać		N;NOM;MASC;SG
fachbereich	wydział	fachbereich	wydział		N;NOM;MASC;SG
fachbereich	kadra	fachbereich	kadra		N;NOM;FEM;SG
beobachtungen	uwagi	beobachtung	uwaga	V;NFIN	N;ACC;FEM;SG
beobachtungen	spostrzeżenia	beobachtung	spostrzeżenie	V;NFIN	N;NOM;NEUT;PL
beobachtungen	obserwacje	beobachtung	obserwacja	V;NFIN	N;NOM;FEM;PL
beobachtungen	obserwacji	beobachtung	obserwacja	V;NFIN	N;GEN;FEM;SG
beobachtungen	obserwację	beobachtung	obserwacja	V;NFIN	N;ACC;FEM;SG
beobachtungen	obserwacja	beobachtung	obserwacja	V;NFIN	N;NOM;FEM;SG
beobachtungen	obserwacje	beobachtung	obserwacja	V;NFIN	N;NOM;FEM;PL
dekan	dean	dekan	dean	N	PROPN;NOM;MASC;SG
ausgeliefert	dostarczony	ausliefern	dostarczyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ausgeliefert	dostarczona	ausliefern	dostarczyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ausgeliefert	dostarczane	ausliefern	dostarczać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgeliefert	dostarczone	ausliefern	dostarczyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgeliefert	wysłane	ausliefern	wysłać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
häftlinge	skazańcy	häftlinge	skazaniec		V;IPFV;IMP;PL;2;FIN;ACT
häftlinge	więźniowie	häftlinge	więźniowie		N;NOM;MASC;PL
häftlinge	więźniów	häftlinge	więzień		N;ACC;MASC;PL
häftlinge	więźniowie	häftlinge	więźniowie		N;NOM;MASC;PL
häftlinge	więźniów	häftlinge	więzień		N;ACC;MASC;PL
häftlinge	zatrzymani	häftlinge	zatrzymać		ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
häftlinge	zatrzymanych	häftlinge	zatrzymać		ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
russen	rosyjski	russen	rosyjski		ADJ;NOM;MASC;SG
russen	rosyjska	russen	rosyjski		ADJ;NOM;FEM;SG
russen	rosyjskie	russen	rosyjski		ADJ;NOM;NEUT;SG
russen	rosjanin	russen	rosjanin		N;NOM;MASC;SG
russen	rosjanie	russen	rosjanin		N;NOM;MASC;PL
allee	allee	alle	alle	PROPN;NOM;SG	
allee	aleja	alle	aleja	PROPN;NOM;SG	
allee	avenue	alle	avenu	PROPN;NOM;SG	
allee	uliczka	alle	uliczka	PROPN;NOM;SG	N;NOM;FEM;SG
allee	aleja	alle	aleja	PROPN;NOM;SG	
allee	zaułek	alle	zaułek	PROPN;NOM;SG	N;NOM;MASC;SG
basilika	bazylika	basilika	bazylika	PROPN;NOM;SG	N;NOM;FEM;SG
zyklus	cykli	zyklus	cykl		N;GEN;MASC;PL
zyklus	cykle	zyklus	cykle		N;NOM;MASC;PL
zyklus	cykl	zyklus	cykl		N;NOM;MASC;SG
zyklus	cyklu	zyklus	cykl		N;GEN;MASC;SG
konzepte	koncepcji	konzepn	koncepcja	N;NOM;PL	N;GEN;FEM;SG
konzepte	pojęcia	konzepn	pojęcie	N;NOM;PL	N;NOM;NEUT;SG
konzepte	pojęć	konzepn	pojęć	N;NOM;PL	N;GEN;NEUT;PL
ganzes	całość	ganz	całość	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
ganzes	cał	ganz	cał	ADJ;NOM;NEUT;SG	ADV
heiliger	świętych	heilig	święty	ADJ	N;GEN;MASC;PL
heiliger	święci	heilig	święcić	ADJ	V;IPFV;IND;PL;2;PRS;FIN;ACT
heiliger	święty	heilig	święty	ADJ	
heiliger	święte	heilig	święty	ADJ	
heiliger	święty	heilig	święty	ADJ	
heiliger	święta	heilig	święto	ADJ	
heiliger	saint	heilig	saint	ADJ	
heiliger	świętość	heilig	świętość	ADJ	N;NOM;FEM;SG
heiliger	święty	heilig	święty	ADJ	
heiliger	święte	heilig	święty	ADJ	
tendenz	trend	tendenz	trend	ADJ	N;NOM;MASC;SG
tendenz	tendencje	tendenz	tendencja	ADJ	N;NOM;FEM;PL
tendenz	tendencja	tendenz	tendencja	ADJ	N;NOM;FEM;SG
tendenz	skłonność	tendenz	skłonność	ADJ	N;NOM;FEM;SG
tendenz	skłonność	tendenz	skłonność	ADJ	N;NOM;FEM;SG
tendenz	tendencja	tendenz	tendencja	ADJ	N;NOM;FEM;SG
garcía	garcia	garcía	garcia	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
garcía	garcia	garcía	garcia	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
garcía	garcía	garcía	garcía	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
beibehalten	zatrzymanych	beibehalten	zatrzymać	V;V.PTCP	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
