το	на	ο	на	DET;NOM;DEF;NEUT;SG	ADP
ταξίδια	пътува	ταξίδι	пътувам	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ταξίδια	пътуване	ταξίδι	пътуване	N;NOM;NEUT;PL	N;INDF;NEUT;SG
ταξίδια	пътувам	ταξίδι	пътувам	N;NOM;NEUT;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
ταξίδια	пътува	ταξίδι	пътувам	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ταξίδια	пътуване	ταξίδι	пътуване	N;NOM;NEUT;PL	N;INDF;NEUT;SG
ταξίδια	пътуващи	ταξίδι	пътувам	N;NOM;NEUT;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
θετικές	позитивна	θετικός	позитивен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
θετικές	положителен	θετικός	положителен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
θετικές	положителна	θετικός	положителен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
θετικές	положително	θετικός	положително	ADJ;NOM;FEM;PL	ADV
κρις	крис	κρις	крис		PROPN;INDF;MASC;SG
σκοτώσει	убий	σκοτώνω	убия	V;PFV;NFIN;ACT	INTJ
επιδόσεις	изпълнение	επίδοση	изпълнение	N;NOM;FEM;PL	N;INDF;NEUT;SG
επιδόσεις	ефективност	επίδοση	ефективност	N;NOM;FEM;PL	N;INDF;FEM;SG
αντικατάσταση	замени	αντικατάσταση	заменя	N;ACC;FEM;SG	V;PFV;IMP;SG;2;FIN
τοιχογραφίες	фрески	τοιχογραφία	фрески	N;NOM;FEM;PL	ADJ;INDF;PL
βιομηχανική	индустриални	βιομηχανικός	индустриален	ADJ;NOM;FEM;SG	ADJ;INDF;PL
βιομηχανική	промишлени	βιομηχανικός	промишлен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
κλαμπ	club	κλαμπ	club		PROPN;INDF;MASC;SG
κλαμπ	клуб	κλαμπ	клуб		N;INDF;MASC;SG
κλαμπ	клубът	κλαμπ	клуб		N;DEF;MASC;SG
κλαμπ	клубове	κλαμπ	клуб		N;INDF;MASC;PL
κλαμπ	спатия	κλαμπ	спатия		N;INDF;FEM;SG
κλαμπ	клубовете	κλαμπ	клуб		N;DEF;MASC;PL
κλαμπ	стикове	κλαμπ	стик		N;INDF;MASC;PL
εσωτερικά	вътрешна	εσωτερικά	вътрешен	ADV	ADJ;INDF;FEM;SG
εσωτερικά	вътрешни	εσωτερικά	вътрешен	ADV	ADJ;INDF;PL
εσωτερικά	вътрешен	εσωτερικά	вътрешен	ADV	ADJ;INDF;MASC;SG
επιρροές	влияние	επιρροή	влияние	N;NOM;FEM;PL	N;INDF;NEUT;SG
περού	перуански	περ	перуански	PROPN;NOM;NEUT;SG	ADJ;INDF;MASC;SG
περού	перу	περ	перу	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
έπαιζε	играха	παίζω	играя	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
μπράιαν	браян	μπράιαν	браян		PROPN;INDF;MASC;SG
μπράιαν	брайън	μπράιαν	брайън		PROPN;INDF;MASC;SG
φρανσουά	франсоа	φρανσούά	франсоа	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
φρανσουά	франсоа	φρανσούά	франсоа	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ιδιωτική	частни	ιδιωτικός	частен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ιδιωτική	частно	ιδιωτικός	частен	ADJ;NOM;FEM;SG	ADV
ιδιωτική	редник	ιδιωτικός	редник	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
θετικά	позитивна	θετικός	позитивен	ADV	ADJ;INDF;FEM;SG
θετικά	положителен	θετικός	положителен	ADV	ADJ;INDF;MASC;SG
θετικά	положителни	θετικός	положителен	ADV	ADJ;INDF;PL
θετικά	положителна	θετικός	положителен	ADV	ADJ;INDF;FEM;SG
δυσκολίες	затруднено	δυσκολία	затрудня-(се)	N;NOM;FEM;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
δυσκολίες	трудност	δυσκολία	трудност	N;NOM;FEM;PL	N;INDF;FEM;SG
δυσκολίες	затруднение	δυσκολία	затруднение	N;NOM;FEM;PL	N;INDF;NEUT;SG
στάλθηκε	изпратени	στέλνω	изпратя	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ατομικό	индивидуално	ατομικός	индивидуално	ADJ;NOM;NEUT;SG	ADV
ατομικό	индивид	ατομικός	индивид	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ατομικό	индивидуални	ατομικός	индивидуален	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
αναφέρθηκε	докладвани	αναφέρω	докладвам	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
αναφέρθηκε	докладвано	αναφέρω	докладвам	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
βουλγαρική	българка	βουλγάρικος	българка	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
βουλγαρική	българско	βουλγάρικος	български	ADJ;NOM;FEM;SG	ADV
βουλγαρική	българин	βουλγάρικος	българин	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
αραβική	арабин	αραβικός	арабин	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
δωρεάν	свободно	δωρεάν	свободно		ADV
δωρεάν	свободни	δωρεάν	свободен		ADJ;INDF;PL
δωρεάν	свободен	δωρεάν	свободен		ADJ;INDF;MASC;SG
δωρεάν	свободна	δωρεάν	свободен		ADJ;INDF;FEM;SG
δωρεάν	безплатни	δωρεάν	безплатен		ADJ;INDF;PL
δωρεάν	безплатно	δωρεάν	безплатно		ADV
βελιγραδίου	белград	βελιγράδιο	белград	PROPN;GEN;NEUT;SG	PROPN;INDF;MASC;SG
εξετάσεις	изпит	εξέταση	изпит	N;NOM;FEM;PL	N;INDF;MASC;SG
εξετάσεις	изпит	εξέταση	изпит	N;NOM;FEM;PL	N;INDF;MASC;SG
συνδυασμός	съчетават	συνδυασμός	съчетавам	N;NOM;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
τζαζ	джаз	τζαζ	джаз		N;INDF;MASC;SG
τζαζ	джаза	τζαζ	джаза		N;DEF;MASC;SG
σόλο	соло	σόλος	соло		N;INDF;MASC;SG
βελιγράδι	белград	βελιγράδι	белград	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
διάσπαση	разделим	διάσπαση	разделя-(се)	N;NOM;FEM;SG	V;PFV;IND;PL;1;PRS;FIN;ACT
διάσπαση	разделен	διάσπαση	разделя-(се)	N;NOM;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
στάλιν	сталин	στάλιν	сталин		N;INDF;MASC;SG
επαγγελματικό	професионални	επαγγελματικός	професионален	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
επαγγελματικό	професионалист	επαγγελματικός	професионалист	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
επαγγελματικό	професионално	επαγγελματικός	професионално	ADJ;NOM;NEUT;SG	ADV
μαύρα	черни	μαύρας	черен	N;NOM;NEUT;PL	ADJ;INDF;PL
μαύρα	черно	μαύρας	черен	N;NOM;NEUT;PL	ADV
μαύρα	черна	μαύρας	чер	N;NOM;NEUT;PL	ADJ;INDF;FEM;SG
μαύρα	черен	μαύρας	черен	N;NOM;NEUT;PL	ADJ;INDF;MASC;SG
φυσικοί	физиците	φυσικός	физик	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
φυσικοί	физици	φυσικός	физик	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
φλωρεντία	флорънс	φλωρεντία	флорънс	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
φλωρεντία	флоренция	φλωρεντία	флоренция	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
μονακό	монако	μονακός	монако		N;INDF;MASC;SG
λήμνου	лемнос	λήμνο	лемнос	PROPN;GEN;FEM;SG	N;INDF;NEUT;SG
μεταφορές	транспорт	μεταφορά	транспорт	N;NOM;FEM;PL	N;INDF;MASC;SG
μεταφορές	превоз	μεταφορά	превоз	N;NOM;FEM;PL	N;INDF;MASC;SG
μεταφορές	транспортиране	μεταφορά	транспортиране	N;NOM;FEM;PL	N;INDF;NEUT;SG
φάρμακα	медицина	φάρμακο	медицина	N;NOM;NEUT;PL	N;INDF;FEM;SG
φάρμακα	лекарство	φάρμακο	лекарство	N;NOM;NEUT;PL	N;INDF;NEUT;SG
δυναμική	динамика	δυναμικός	динамика	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
δυναμική	динамични	δυναμικός	динамичен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
δυναμική	динамика	δυναμικός	динамика	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
δυναμική	динамично	δυναμικός	динамично	ADJ;NOM;FEM;SG	ADV
κατάλληλο	уместно	κατάλληλος	уместно	ADJ;NOM;NEUT;SG	ADV
κατάλληλο	подходящи	κατάλληλος	подходящ	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
κατάλληλο	подходящо	κατάλληλος	подходящ	ADJ;NOM;NEUT;SG	ADV
κατάλληλο	подходящи	κατάλληλος	подходящ	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
κατάλληλο	подходящо	κατάλληλος	подходящ	ADJ;NOM;NEUT;SG	ADV
συνεργάτες	асоциирани	συνεργάτης	асоциирам	N;NOM;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
εναλλακτική	алтернатива	εναλλακτικός	алтернатива	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
εναλλακτική	алтернативно	εναλλακτικός	алтернативно	ADJ;NOM;FEM;SG	ADV
εναλλακτική	алтернативни	εναλλακτικός	алтернативен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
εναλλακτική	алтернативно	εναλλακτικός	алтернативно	ADJ;NOM;FEM;SG	ADV
εκφράσεις	изрази	έκφραση	изразя-(се)	N;NOM;FEM;PL	V;PFV;IMP;SG;3;PST;FIN;ACT
εκφράσεις	изразяване	έκφραση	изразяване	N;NOM;FEM;PL	N;INDF;NEUT;SG
ίαν	иън	ίαν	иън		PROPN;INDF;MASC;SG
ίαν	лан	ίαν	лан		N;INDF;MASC;SG
ίαν	йън	ίαν	йън		N;INDF;MASC;SG
ίαν	иън	ίαν	иън		PROPN;INDF;MASC;SG
ίαν	йън	ίαν	йън		N;INDF;MASC;SG
μύθος	мита	μύθος	мито	N;NOM;MASC;SG	N;INDF;NEUT;PL
χανς	ханс	χανς	ханс		PROPN;INDF;MASC;SG
στερεά	твърда	στεργώ	твърд	ADV	ADJ;INDF;FEM;SG
στερεά	солиден	στεργώ	солиден	ADV	ADJ;INDF;MASC;SG
στερεά	твърд	στεργώ	твърд	ADV	ADJ;INDF;MASC;SG
ισπανός	испанец	ισπανός	испанец	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
ισπανός	испанци	ισπανός	испанец	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
ισπανός	испанско	ισπανός	испански	ADJ;NOM;MASC;SG	ADV
τυπική	типично	τυπικός	типичен	ADJ;NOM;FEM;SG	ADV
τυπική	типични	τυπικός	типичен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
σεν	шен	σεν	шен		N;INDF;MASC;SG
σεν	сен	σεν	сен		PROPN
βιρτζίνια	вирджиния	βιρτζίνιος	вирджиния	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
μέταλλα	metal	μέταλλος	metal	N;NOM;NEUT;PL	N;INDF;MASC;SG
μέταλλα	метъл	μέταλλος	метъл	N;NOM;NEUT;PL	N;INDF;MASC;SG
μέταλλα	метал	μέταλλος	метал	N;NOM;NEUT;PL	N;INDF;MASC;SG
χορός	танци	χορός	танци	N;NOM;MASC;SG	N;INDF;MASC;PL
χορός	танцувай	χορός	танцувам	N;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN
χορός	танци	χορός	танци	N;NOM;MASC;SG	N;INDF;MASC;PL
χορός	танцуващи	χορός	танцувам	N;NOM;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
σχεδιάστηκε	проектирани	σχεδιάζω	проектирам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
μαδρίτη	мадрид	μαδρίτη	мадрид	PROPN;ACC;FEM;SG	PROPN;INDF;MASC;SG
κάρλος	карлос	κάρλος	карлос	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
πύλες	гейтс	πύλη	гейтс	N;NOM;FEM;PL	N;INDF;MASC;SG
πρόσφατη	скорошни	πρόσφατος	скорошен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
πρόσφατη	скорошно	πρόσφατος	скорошен	ADJ;NOM;FEM;SG	ADV
πρόσφατη	отскоро	πρόσφατος	отскоро	ADJ;NOM;FEM;SG	ADV
ρίο	рио	ρίο	рио		PROPN;INDF;NEUT;SG
βυζάντιο	византия	βυζάντιος	византия	PROPN;NOM;NEUT;SG	N;INDF;FEM;SG
θηλυκά	женските	θηλυκά	женски	N;NOM;NEUT;PL	ADJ;DEF;PL
θηλυκά	женски	θηλυκά	женски	N;NOM;NEUT;PL	ADJ;INDF;MASC;SG
σταύρος	ставрос	σταύρος	ставрос	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
αρσενικό	арсен	αρσενικός	арсен	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
αρσενικό	мъжко	αρσενικός	мъжко	ADJ;NOM;NEUT;SG	ADV
αρσενικό	мъжки	αρσενικός	мъжки	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
αρσενικό	мъж	αρσενικός	мъж	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
αρσενικό	мъжкар	αρσενικός	мъжкар	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
αρσενικό	мъжка	αρσενικός	мъжка	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
ψηφιακή	цифров	ψηφιακός	цифров	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
ψηφιακή	цифрово	ψηφιακός	цифров	ADJ;NOM;FEM;SG	ADV
ψηφιακή	цифрови	ψηφιακός	цифров	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ηλεκτρονική	електроника	ηλεκτρονικός	електроника	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
ηλεκτρονική	електрониката	ηλεκτρονικός	електроника	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
ηλεκτρονική	електронно	ηλεκτρονικός	електронен	ADJ;NOM;FEM;SG	ADV
ηλεκτρονική	електронни	ηλεκτρονικός	електронен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
καρδίτσας	кардица	καρδίτσα	кардица	PROPN;GEN;FEM;SG	N;INDF;FEM;SG
τεράστιο	огромно	τεράστιος	огромен	ADJ;NOM;NEUT;SG	ADV
τεράστιο	огромни	τεράστιος	огромен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
τεράστιο	огромни	τεράστιος	огромен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
κομμουνιστικό	комунист	κομμουνιστικός	комунист	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
χάνει	губиш	χάνω	губя-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
χάνει	губя	χάνω	губя-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
επεκτάθηκε	разширени	επικτείνω	разширя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ήλιος	сън	ήλιος	сън	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ήλιος	слънце	ήλιος	слънце	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
άσπρο	бяла	άσπρο	бял	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
άσπρο	бели	άσπρο	бял	N;NOM;NEUT;SG	ADJ;INDF;PL
άσπρο	бял	άσπρο	бял	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
άσπρο	бяло	άσπρο	бял	N;NOM;NEUT;SG	ADV
σύνταξη	пенсии	σύνταξη	пенсия	N;NOM;FEM;SG	N;INDF;FEM;PL
σύνταξη	пенсионно	σύνταξη	пенсионно	N;NOM;FEM;SG	ADV
τεχνικά	техническа	τεχνικά	технически	ADV	ADJ;INDF;FEM;SG
θεατρική	театрално	θεατρικός	театрално	ADJ;NOM;FEM;SG	ADV
θεατρική	театрални	θεατρικός	театрален	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ωραία	хубаво	ωραίος	хубаво	ADJ;NOM;FEM;SG	ADV
ωραία	мило	ωραίος	мило	ADJ;NOM;FEM;SG	ADV
τάσεις	тенденция	τάση	тенденция	N;NOM;FEM;PL	N;INDF;FEM;SG
εύκολο	леко	εύκολος	леко	ADJ;NOM;NEUT;SG	ADV
εύκολο	лесно	εύκολος	лесно	ADJ;NOM;NEUT;SG	ADV
δούναβη	дунав	δούναβη	дунав	N;FEM	PROPN;INDF;MASC;SG
απεικονίζεται	изобразен	απεικονίζω	изобразя	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ολυμπιακοί	олимпиадата	ολυμπιακός	олимпиада	ADJ;NOM;MASC;PL	N;DEF;FEM;SG
ολυμπιακοί	олимпиада	ολυμπιακός	олимпиада	ADJ;NOM;MASC;PL	N;INDF;FEM;SG
απάντησε	отговор	απαντώ	отговор	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
θηλαστικά	бозайници	θηλαστικά	бозайник	ADJ;NOM;NEUT;PL	N;INDF;FEM;PL
θηλαστικά	бозайниците	θηλαστικά	бозайник	ADJ;NOM;NEUT;PL	N;DEF;MASC;PL
θηλαστικά	бозайници	θηλαστικά	бозайник	ADJ;NOM;NEUT;PL	N;INDF;FEM;PL
ισοπαλία	тегли	ισοπαλία	тегля-(се)	N;ACC;FEM;SG	V;IPFV;IMP;SG;2;FIN
άθροισμα	sum	άθροισμα	sum	N;NOM;NEUT;SG	PROPN;INDF;MASC;SG
άθροισμα	сум	άθροισμα	сум	N;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
παρακολούθησε	наблюдаван	παρακολουθώ	наблюдавам	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
παρακολούθησε	наблюдавани	παρακολουθώ	наблюдавам	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
παρακολούθησε	гледах	παρακολουθώ	гледам	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;1;IPFV;FIN;ACT
φυλακές	затворът	φυλακή	затвор	N;NOM;FEM;PL	N;DEF;MASC;SG
φυλακές	затвор	φυλακή	затвор	N;NOM;FEM;PL	N;INDF;MASC;SG
φυλακές	затвора	φυλακή	затвор	N;NOM;FEM;PL	N;DEF;MASC;SG
φυλακές	затвори	φυλακή	затворя-(се)	N;NOM;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
σήμαινε	означаваше	σημαίνω	означавам	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
σαλβαδόρ	салвадор	σαλβαδόρ	салвадор		PROPN;INDF;MASC;SG
ηλεκτρονικό	електронно	ηλεκτρονικός	електронен	ADJ;NOM;NEUT;SG	ADV
ηλεκτρονικό	електронни	ηλεκτρονικός	електронен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
κάλεσε	повикване	καλώ	повикване	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;NEUT;SG
κάλεσε	обаждане	καλώ	обаждане	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;NEUT;SG
αερίου	газове	αέριο	газ	N;GEN;NEUT;SG	N;INDF;MASC;PL
ανακοινώνει	обяви	ανακοινώνω	обявя-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
άσκηση	упражнения	άσκηση	упражнение	N;ACC;FEM;SG	N;INDF;NEUT;PL
ηλεκτρική	електрическо	ηλεκτρικός	електрически	ADJ;NOM;FEM;SG	ADV
ηλεκτρική	електрическо	ηλεκτρικός	електрически	ADJ;NOM;FEM;SG	ADV
ηλεκτρική	електричество	ηλεκτρικός	електричество	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
ηλεκτρικό	електрическо	ηλεκτρικός	електрически	ADJ;NOM;NEUT;SG	ADV
ηλεκτρικό	електричество	ηλεκτρικός	електричество	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
αθηνά	атина	αθηνός	атина	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
επιπτώσεις	влияние	επίπτωση	влияние	N;NOM;FEM;PL	N;INDF;NEUT;SG
επιπτώσεις	сблъсък	επίπτωση	сблъсък	N;NOM;FEM;PL	N;INDF;MASC;SG
επιπτώσεις	въздействие	επίπτωση	въздействие	N;NOM;FEM;PL	N;INDF;NEUT;SG
επιπτώσεις	удар	επίπτωση	удар	N;NOM;FEM;PL	N;INDF;MASC;SG
επιπτώσεις	въздействие	επίπτωση	въздействие	N;NOM;FEM;PL	N;INDF;NEUT;SG
επιπτώσεις	ефект	επίπτωση	ефект	N;NOM;FEM;PL	N;INDF;MASC;SG
αγροτική	селско	αγροτικός	селски	ADJ;NOM;FEM;SG	ADV
δορυφόρος	спътник	δορυφόρος	спътник	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
δορυφόρος	сателитно	δορυφόρος	сателитен	ADJ;NOM;MASC;SG	ADV
δορυφόρος	сателит	δορυφόρος	сателит	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
αρσενικά	мъжко	αρσενικά	мъжко	ADJ;NOM;NEUT;PL	ADV
αρσενικά	мъж	αρσενικά	мъж	ADJ;NOM;NEUT;PL	N;INDF;MASC;SG
αρσενικά	мъжкар	αρσενικά	мъжкар	ADJ;NOM;NEUT;PL	N;INDF;MASC;SG
αρσενικά	мъжка	αρσενικά	мъжка	ADJ;NOM;NEUT;PL	N;INDF;FEM;SG
τίποτε	нищо	τίποτα	никой	PRO;NOM;NEUT;SG;3	PRO;NOM;INDF;NEUT;SG
αθλητικές	спортно	αθλητικός	спортен	ADJ;NOM;FEM;PL	ADV
λευκά	бяла	λευκός	бял	N;NOM;NEUT;PL	ADJ;INDF;FEM;SG
λευκά	бели	λευκός	бял	N;NOM;NEUT;PL	ADJ;INDF;PL
λευκά	бял	λευκός	бял	N;NOM;NEUT;PL	ADJ;INDF;MASC;SG
λευκά	бяло	λευκός	бял	N;NOM;NEUT;PL	ADV
μάρκο	марко	μάρκο	марко		PROPN;INDF;MASC;SG
μάρκο	марко	μάρκο	марко		PROPN;INDF;MASC;SG
υπεύθυνη	отговорни	υπεύθυνος	отговорен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
υπεύθυνη	отговорно	υπεύθυνος	отговорно	ADJ;NOM;FEM;SG	ADV
μόρια	мория	μόριο	мория	N;NOM;NEUT;PL	N;INDF;FEM;SG
αυτόνομη	автономни	αυτόνομος	автономен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
αιγαίο	егейско	αιγαίος	егейски	PROPN;NOM;NEUT;SG	ADV
τατουάζ	татуировката	τατουάζ	татуировка	N;NOM;NEUT;PL	N;DEF;FEM;SG
τατουάζ	татуировка	τατουάζ	татуировка	N;NOM;NEUT;PL	N;INDF;FEM;SG
ανοικτό	отворено	ανοιχτός	отворя	ADJ;NOM;NEUT;SG	ADV
ανοικτό	отвори	ανοιχτός	отворя-(се)	ADJ;NOM;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
ανοικτό	отваряне	ανοιχτός	отваряне	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
θρησκευτικά	религията	θρησκευτικά	религия	ADV	N;DEF;FEM;SG
θρησκευτικά	религия	θρησκευτικά	религия	ADV	N;INDF;FEM;SG
θρησκευτικά	религиозни	θρησκευτικά	религиозен	ADV	ADJ;INDF;PL
θρησκευτικά	религиозен	θρησκευτικά	религиозен	ADV	ADJ;INDF;MASC;SG
θρησκευτικά	религиозна	θρησκευτικά	религиозен	ADV	ADJ;INDF;FEM;SG
χένρι	хенри	χένρι	хенра		N;INDF;MASC;SG
δημοφιλές	популярен	δημοφιλής	популярен	ADV	ADJ;INDF;MASC;SG
δημοφιλές	популярна	δημοφιλής	популярен	ADV	ADJ;INDF;FEM;SG
δημοφιλές	популярни	δημοφιλής	популярен	ADV	ADJ;INDF;PL
χειρόγραφα	ръкопис	χειρόγραφο	ръкопис	N;NOM;NEUT;PL	N;INDF;MASC;SG
κλινική	клиника	κλινικός	клиника	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
κλινική	клиниката	κλινικός	клиника	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
κλινική	клинични	κλινικός	клиничен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
κλινική	клинично	κλινικός	клинично	ADJ;NOM;FEM;SG	ADV
περιφερειακή	регионално	περιφερειακός	регионален	ADJ;NOM;FEM;SG	ADV
περιφερειακή	регионални	περιφερειακός	регионален	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ιδρυτικό	основаването	ιδρυτικός	основаване	ADJ;NOM;NEUT;SG	N;DEF;NEUT;SG
προηγούμενα	предишна	προηγούμενος	предишен	ADV	ADJ;INDF;FEM;SG
προηγούμενα	предишни	προηγούμενος	предишен	ADV	ADJ;INDF;PL
προηγούμενα	предишен	προηγούμενος	предишен	ADV	ADJ;INDF;MASC;SG
επίσκεψη	посетете	επίσκεψη	посетя	N;ACC;FEM;SG	V;PFV;IMP;PL;2;FIN
αποδοχή	приета	αποδοχή	приема	N;ACC;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
αποδοχή	приети	αποδοχή	приема	N;ACC;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
αποδοχή	прие	αποδοχή	приема	N;ACC;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
αποδοχή	прието	αποδοχή	приема	N;ACC;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
αποδοχή	приет	αποδοχή	приема	N;ACC;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
αποδοχή	приеми	αποδοχή	приема	N;ACC;FEM;SG	N;INDF;FEM;PL
αποδοχή	приемете	αποδοχή	приема	N;ACC;FEM;SG	V;PFV;IMP;PL;2;FIN
αποδοχή	приемам	αποδοχή	приема	N;ACC;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
προστέθηκε	добавени	προσθέτω	добавя	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
άφιξη	пристигането	άφιξη	пристигане	V;PFV;IND;SG;3;PST;FIN;PASS	N;DEF;NEUT;SG
άφιξη	пристигане	άφιξη	пристигане	V;PFV;IND;SG;3;PST;FIN;PASS	N;INDF;NEUT;SG
κυνήγι	хънт	κυνήγι	хънт	N;NOM;NEUT;SG	PROPN;INDF;MASC;SG
κυνήγι	ловен	κυνήγι	ловен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
κόκκινη	ред	κόκκινος	ред	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
