категория	kategori	категория	kategori	N;INDF;FEM;SG	
поток	dere	поток	dere	N;INDF;MASC;SG	
комбинация	kombine	комбинация	kombine	N;INDF;FEM;SG	
комбинация	kombinasyon	комбинация	kombinasyon	N;INDF;FEM;SG	
комбинация	combo	комбинация	combo	N;INDF;FEM;SG	
филология	filoloji	филология	filoloji	N;INDF;FEM;SG	
количества	miktarda	количество	miktar	N;INDF;NEUT;PL	N;ESS;SG;3
градуса	derece	градус	derece	N;DEF;MASC;SG	
градуса	dereceler	градус	derece	N;DEF;MASC;SG	N;NOM;PL;3
регистър	kayıt	регистър	kayıt	N;INDF;MASC;SG	
лято	yaza	лято	yaza	N;INDF;NEUT;SG	
лято	yaz	лято	yaz	N;INDF;NEUT;SG	
спорове	tartışmalar	спор	tartış	N;INDF;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
спорове	tartışmalar	спор	tartış	N;INDF;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
крака	ayak	крак	ayak	N;INDF;MASC;PL	N;NOM;SG;3
крака	bacak	крак	bacak	N;INDF;MASC;PL	
крака	bacak	крак	bacak	N;INDF;MASC;PL	
мисли	düşün	мисля	düşün	V;IPFV;IMP;SG;2;FIN	
мисли	düşünün	мисля	düşün	V;IPFV;IMP;SG;2;FIN	V;PFV;IMP;PL;2;POS;PRS
мисли	düşünceler	мисля	düşünce	V;IPFV;IMP;SG;2;FIN	N;NOM;PL;3
мисли	düşünceleriniz	мисля	düşünce	V;IPFV;IMP;SG;2;FIN	N;NOM;PL;3
мисли	düşünce	мисля	düşünce	V;IPFV;IMP;SG;2;FIN	
определяне	kararlılık	определяне	kararlılık	N;INDF;NEUT;SG	
определяне	azim	определяне	azim	N;INDF;NEUT;SG	
миг	anı	миг	an	N;INDF;MASC;SG	
миг	lag	миг	lag	N;INDF;MASC;SG	
миг	gecikme	миг	gecik	N;INDF;MASC;SG	
миг	mig	миг	mig	N;INDF;MASC;SG	
саудитска	suudi	саудитски	suu	ADJ;INDF;FEM;SG	
къп	kupa	къп	kupa	N;INDF;MASC;SG	
къп	cup	къп	cup	N;INDF;MASC;SG	
сигнал	sinyal	сигнал	sinyal	N;INDF;MASC;SG	
сигнал	işaret	сигнал	işaret	N;INDF;MASC;SG	
изкуствата	sanat	изкуство	sanat	N;DEF;NEUT;PL	
бсп	bsp	бсп	bsp	PROPN;INDF;FEM;SG	N;NOM;SG;3
балкански	balkan	балкански	balkan	ADJ;INDF;MASC;SG	
балкански	balkanlar	балкански	balkan	ADJ;INDF;MASC;SG	N;NOM;PL;3
електронни	elektron	електронен	elektron	ADJ;INDF;PL	N;NOM;SG;3
електронни	elektronik	електронен	elektronik	ADJ;INDF;PL	
претор	praetor	претор	praetor	PROPN;INDF;MASC;SG	
горите	orman	гора	orman	N;DEF;FEM;PL	
звук	sound	звук	sound	N;INDF;MASC;SG	
съставен	bileşik	съставя	bileşik	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
съставен	kompozit	съставя	kompozit	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
събота	cumartesi	събота	cumartesi	N;INDF;FEM;SG	
увеличаване	artış	увеличаване	artış	N;INDF;NEUT;SG	
увеличаване	artırma	увеличаване	artırma	N;INDF;NEUT;SG	
увеличаване	zoom	увеличаване	zoom	N;INDF;NEUT;SG	
увеличаване	zum	увеличаване	zum	N;INDF;NEUT;SG	
използвано	kullanılan	използвам	kullan	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
използвано	kullanılmış	използвам	kullan	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
използвано	kullanıldı	използвам	kullan	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
троица	trinity	троица	trinit	N;INDF;FEM;SG	PROPN;NOM;SG;3
работници	işçi	работник	işçi	N;INDF;MASC;PL	
писане	yazma	писане	yazma	N;INDF;NEUT;SG	
писане	yazmak	писане	yaz	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
писане	yazı	писане	yazı	N;INDF;NEUT;SG	
писане	yazmaya	писане	yaz	N;INDF;NEUT;SG	ADV
дует	düet	дует	düet	N;INDF;MASC;SG	
дует	ikili	дует	ikili	N;INDF;MASC;SG	
колония	koloni	колония	koloni	N;INDF;FEM;SG	
симон	simone	симон	simon	PROPN;INDF;MASC;SG	
симон	simon	симон	simon	PROPN;INDF;MASC;SG	
използвайки	kullanıyor	използвам	kullan	V;IPFV;IMP;SG;2;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
използвайки	kullanımı	използвам	kullanım	V;IPFV;IMP;SG;2;FIN	N;NOM;SG;3
използвайки	kullanmak	използвам	kullan	V;IPFV;IMP;SG;2;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
използвайки	kullanma	използвам	kullan	V;IPFV;IMP;SG;2;FIN	
използвайки	kullanarak	използвам	kullan	V;IPFV;IMP;SG;2;FIN	V;PFV;IND;POS;PRS;V.CVB
огромен	kocaman	огромен	kocaman	ADJ;INDF;MASC;SG	
огромен	devasa	огромен	devasa	ADJ;INDF;MASC;SG	
огромен	büyük	огромен	büyük	ADJ;INDF;MASC;SG	
огромен	devasa	огромен	devasa	ADJ;INDF;MASC;SG	
публично	kamu	публично	kamu	ADV	N;NOM;SG;3
публично	halk	публично	halk	ADV	
публично	alenen	публично	ale	ADV	
гана	gana	гана	gen	N;INDF;FEM;SG	PROPN;NOM;SG;3
административна	idari	административен	idari	ADJ;INDF;FEM;SG	
бнт	fet	бнт	fet	PROPN;INDF;FEM;SG	
бнт	bnt	бнт	bnt	PROPN;INDF;FEM;SG	
редовно	düzenli	редовно	düzenli	ADV	
редовно	normal	редовно	normal	ADV	
агнес	agnes	агнес	agnes	N;INDF;FEM;SG	
промените	değişiklik	промяна	değişiklik	N;DEF;FEM;PL	N;NOM;SG;3
истински	real	истински	real	ADJ;INDF;MASC;SG	
истински	gercek	истински	gercek	ADJ;INDF;MASC;SG	
истински	reel	истински	reel	ADJ;INDF;MASC;SG	
истински	gerçek	истински	gerçek	ADJ;INDF;MASC;SG	
истински	hakiki	истински	hakiki	ADJ;INDF;MASC;SG	
атанасий	athanasius	атанасий	athanasius	N;INDF;MASC;SG	
алберт	albert	алберт	albert	N;INDF;MASC;SG	
записи	records	запис	records	N;INDF;MASC;PL	
записи	girdileri	запис	gir	N;INDF;MASC;PL	V;PFV;IND;POS;PST;V.PTCP
записи	girdiler	запис	gir	N;INDF;MASC;PL	V;PFV;IND;PL;3;POS;PST
чад	chad	чад	chad	PROPN;INDF;MASC;SG	
чад	cad	чад	cad	PROPN;INDF;MASC;SG	
резиденция	ikamet	резиденция	ikamet	N;INDF;FEM;SG	
густав	gustav	густав	gustav	N;INDF;MASC;SG	PROPN;NOM;SG;3
густав	gustave	густав	gustave	N;INDF;MASC;SG	PROPN;NOM;SG;3
разнообразни	çeşitli	разнообразен	çeşitli	ADJ;INDF;PL	
разнообразни	çeşitli	разнообразен	çeşitli	ADJ;INDF;PL	
дан	dan	дан	dan	N;INDF;MASC;SG	
водещи	liderlik	водя	liderlik	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	N;NOM;SG;3
водещи	lider	водя	lider	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	
водещи	başrol	водя	başrol	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	
възраждане	rönesans	възраждане	rönesans	N;INDF;NEUT;SG	
възраждане	diriliş	възраждане	diriliş	N;INDF;NEUT;SG	
сандански	sandanski	сандански	sandanski	PROPN;INDF;MASC;SG	
завършен	tam	завърша	tam	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
завършен	komple	завърша	komp	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
замбия	zambiya	замбия	zambi	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
разнообразие	farklılık	разнообразие	farklılık	N;INDF;NEUT;SG	
разнообразие	çeşitli	разнообразие	çeşitli	N;INDF;NEUT;SG	
мишел	michelle	мишел	michel	PROPN;INDF;MASC;SG	
мишел	michel	мишел	michel	PROPN;INDF;MASC;SG	
възможни	muhtemel	възможен	muhtemel	ADJ;INDF;PL	
възможни	mümkün	възможен	mümkün	ADJ;INDF;PL	
възможни	olası	възможен	olası	ADJ;INDF;PL	
сяр	serez	сяр	serez	PROPN;INDF;MASC;SG	
ивайло	ivaylo	ивайло	ivaylo	PROPN;INDF;MASC;SG	
колекция	koleksiyon	колекция	koleksiyon	N;INDF;FEM;SG	
колекция	toplama	колекция	toplama	N;INDF;FEM;SG	
планове	plan	план	plan	N;INDF;MASC;PL	
болест	hastalıklar	болест	hastalık	N;INDF;FEM;SG	N;NOM;PL;3
запазена	ayrılmış	запазя-(се)	ayrıl	V;PFV;INDF;FEM;SG;V.PTCP;PASS	
запазена	rezerve	запазя-(се)	rez	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;NOM;SG;3
запазена	muhafaza	запазя-(се)	muhafaza	V;PFV;INDF;FEM;SG;V.PTCP;PASS	
сол	tuz	сол	tuz	N;INDF;FEM;SG	
сол	salt	сол	salt	N;INDF;FEM;SG	
сол	tuzu	сол	tuz	N;INDF;FEM;SG	
сол	saul	сол	saul	N;INDF;FEM;SG	
белгийски	belçikalı	белгийски	belçikalı	ADJ;INDF;MASC;SG	PROPN;NOM;SG;3
очевидно	anlaşılan	очевидно	anlaş	ADV	V;PFV;IND;POS;PRS;V.PTCP;PASS
очевидно	besbelli	очевидно	besbelli	ADV	
професия	meslek	професия	meslek	N;INDF;FEM;SG	
професия	işgal	професия	işgal	N;INDF;FEM;SG	
професия	meslek	професия	meslek	N;INDF;FEM;SG	
класическа	klasik	класически	klasik	ADJ;INDF;FEM;SG	
класическа	klasik	класически	klasik	ADJ;INDF;FEM;SG	
медали	madalya	медал	madalya	N;INDF;MASC;PL	N;NOM;SG;3
вила	vila	вила	vila	N;INDF;FEM;SG	PROPN;NOM;SG;3
чети	okuma	чета	oku	N;INDF;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
чети	okuyun	чета	oku	N;INDF;FEM;PL	V;PFV;IMP;PL;2;POS;PRS
чети	oku	чета	oku	N;INDF;FEM;PL	
чети	okumak	чета	oku	N;INDF;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
редки	seyrek	редка	seyrek	N;INDF;FEM;PL	
редки	nadir	редка	nadir	N;INDF;FEM;PL	
редки	ender	редка	ende	N;INDF;FEM;PL	
параметри	parametre	параметър	parametre	N;INDF;MASC;PL	N;NOM;SG;3
маргарета	margareta	маргаре	margaret	N;INDF;FEM;SG	
корона	tacı	корон	tacı	N;INDF;FEM;SG	
корона	taç	корон	taç	N;INDF;FEM;SG	
корона	crown	корон	crown	N;INDF;FEM;SG	
корона	corona	корон	coron	N;INDF;FEM;SG	PROPN;NOM;SG;3
критично	kritik	критично	kritik	ADV	
критично	eleştirel	критично	eleştirel	ADV	
специалисти	uzmanlar	специалист	uzman	N;INDF;MASC;PL	ADJ;NOM;PL;3
специалисти	uzmanlara	специалист	uzman	N;INDF;MASC;PL	ADJ;DAT;PL;3
ставрев	stavrev	ставрев	stavrev	PROPN;INDF;MASC;SG	
избухва	patlar	избухвам	pat	V;IPFV;IND;SG;3;PRS;FIN;ACT	
роби	roby	роба	roby	N;INDF;FEM;PL	
роби	robbie	роба	robbie	N;INDF;FEM;PL	
роби	köle	роба	köle	N;INDF;FEM;PL	
роби	robby	роба	robby	N;INDF;FEM;PL	
будапеща	budapeşte	будапеща	budapeş	PROPN;INDF;FEM;SG	PROPN;ESS;SG;3
дипломатически	diplomatik	дипломатически	diplomatik	ADJ;INDF;MASC;SG	N;NOM;SG;3
дипломатически	diplomasi	дипломатически	diplomasi	ADJ;INDF;MASC;SG	N;NOM;SG;3
вратар	kaleci	вратар	kaleci	N;INDF;MASC;SG	
вратар	kaleci	вратар	kaleci	N;INDF;MASC;SG	
максимална	maksimum	максимален	maksi	ADJ;INDF;FEM;SG	
максимална	azami	максимален	azami	ADJ;INDF;FEM;SG	
колежа	üniversite	колеж	üniversite	N;DEF;MASC;SG	
колежа	kolej	колеж	kolej	N;DEF;MASC;SG	
колежа	college	колеж	college	N;DEF;MASC;SG	PROPN;NOM;SG;3
съществуване	varoluş	съществуване	varoluş	N;INDF;NEUT;SG	
анимационни	karikatür	анимационен	karikat	ADJ;INDF;PL	
огромна	kocaman	огромен	kocaman	ADJ;INDF;FEM;SG	
огромна	devasa	огромен	devasa	ADJ;INDF;FEM;SG	
огромна	büyük	огромен	büyük	ADJ;INDF;FEM;SG	
огромна	devasa	огромен	devasa	ADJ;INDF;FEM;SG	
губят	kaybetmek	губя-(се)	kaybet	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
губят	kaybeder	губя-(се)	kaybet	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
плочи	records	плоча-(се)	records	N;INDF;FEM;PL	
плочи	plaka	плоча-(се)	plaka	N;INDF;FEM;PL	
плочи	plakası	плоча-(се)	plaka	N;INDF;FEM;PL	N;NOM;SG;3
плочи	tabak	плоча-(се)	tabak	N;INDF;FEM;PL	
милиарда	milyar	милиард	milyar	N;DEF;MASC;SG	
легион	lejyon	легион	lejyon	N;INDF;MASC;SG	
крайно	aşırı	крайно	aşırı	ADV	
близко	yakın	близък	yakın	ADV	
близко	kapat	близък	kapat	ADV	V;PFV;IMP;SG;2;POS;PRS
близко	yakına	близък	yakın	ADV	
близко	yakin	близък	yakin	ADV	
близко	yakın	близък	yakın	ADV	
близко	yakınında	близък	yakın	ADV	ADJ;ESS;SG;3
близко	yakınındaki	близък	yakınındaki	ADV	ADJ;ESS;SG;3
хижа	loca	хижа	loca	N;INDF;FEM;SG	
хижа	kulübe	хижа	kulübe	N;INDF;FEM;SG	
хижа	kabin	хижа	kabin	N;INDF;FEM;SG	
животът	life	живот	life	N;DEF;MASC;SG	
животът	hayat	живот	hayat	N;DEF;MASC;SG	
животът	ömür	живот	ömür	N;DEF;MASC;SG	
арсенал	arsenal	арсенал	arsenal	N;INDF;MASC;SG	
ювентус	juventus	ювентус	juventus	PROPN;INDF;MASC;SG	N;NOM;SG;3
тейлър	taylor	тейлър	taylo	PROPN;INDF;MASC;SG	
реално	real	реално	real	ADV	
реално	gercek	реално	gercek	ADV	
реално	reel	реално	reel	ADV	
реално	gerçek	реално	gerçek	ADV	
копие	kopya	копие	kopya	N;INDF;NEUT;SG	
копие	kopyası	копие	kopya	N;INDF;NEUT;SG	
копие	kopyala	копие	kopyal	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;POS;PRS
копие	mızrak	копие	mızrak	N;INDF;NEUT;SG	
истината	hakikat	истина	hakikat	N;DEF;FEM;SG	
истината	gerçekler	истина	gerçek	N;DEF;FEM;SG	ADJ;NOM;PL;3
истината	gerçek	истина	gerçek	N;DEF;FEM;SG	
палестина	filistin	палестина	filistin	N;INDF;FEM;SG	
корпуса	gövde	корпус	gövde	N;DEF;MASC;SG	
джорджия	gürcistan	джорджия	gürcistan	N;INDF;FEM;SG	PROPN;NOM;SG;3
джорджия	georgia	джорджия	georgia	N;INDF;FEM;SG	PROPN;NOM;SG;3
сталин	stalin	сталин	stal	N;INDF;MASC;SG	
ефекти	efekt	ефект	efekt	N;INDF;MASC;PL	
ефекти	etkiler	ефект	etkile	N;INDF;MASC;PL	
просветен	aydın	просветен	ay	ADJ;INDF;MASC;SG	
свободни	bedava	свободен	bedava	ADJ;INDF;PL	
свободни	özgür	свободен	özgür	ADJ;INDF;PL	
свободни	free	свободен	free	ADJ;INDF;PL	
свободни	serbest	свободен	serbest	ADJ;INDF;PL	
валентин	valentin	валентин	valent	N;INDF;MASC;SG	
синовете	sons	син	sons	N;DEF;MASC;PL	
кон	at	кон	at	N;INDF;MASC;SG	
кон	kon	кон	kon	N;INDF;MASC;SG	
периоди	aralıklı	период	aralıklı	N;INDF;MASC;PL	
рей	işın	рей	iş	PROPN;INDF;MASC;SG	
рей	ray	рей	ray	PROPN;INDF;MASC;SG	
яйца	yumurta	яйце	yumurta	N;INDF;NEUT;PL	
яйца	yumurta	яйце	yumurta	N;INDF;NEUT;PL	
яйца	yumurtalı	яйце	yumurtalı	N;INDF;NEUT;PL	
компютри	bilgisayar	компютър	bilgisayar	N;INDF;MASC;PL	N;NOM;SG;3
пристанището	iskele	пристанище	iskel	N;DEF;NEUT;SG	
пристанището	port	пристанище	port	N;DEF;NEUT;SG	
пристанището	liman	пристанище	liman	N;DEF;NEUT;SG	
вътре	içi	вътре	iç	ADV	
вътре	içeride	вътре	içeri	ADV	N;ESS;SG;3
вътре	içerde	вътре	içeri	ADV	N;ESS;SG;3
молба	uygulama	молба	uygulama	N;INDF;FEM;SG	
молба	başvuru	молба	başvuru	N;INDF;FEM;SG	
молба	talep	молба	talep	N;INDF;FEM;SG	
молба	istek	молба	istek	N;INDF;FEM;SG	
молба	rica	молба	rica	N;INDF;FEM;SG	
боя	boya	бой	boy	N;INDF;FEM;SG	
боя	boyama	бой	boya	N;INDF;FEM;SG	
боя	boya	бой	boy	N;INDF;FEM;SG	
максимилиан	maximilian	максимилиан	masim	N;INDF;MASC;SG	PROPN;NOM;SG;3
постоянен	daimi	постоянен	daim	ADJ;INDF;MASC;SG	
постоянен	kalıcı	постоянен	kalıcı	ADJ;INDF;MASC;SG	
постоянен	sabit	постоянен	sabit	ADJ;INDF;MASC;SG	
щаба	merkez	щаб	merkez	N;DEF;MASC;SG	
щаба	karargah	щаб	karargah	N;DEF;MASC;SG	
спор	tartışma	спор	tartış	N;INDF;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
спор	itiraz	спор	itiraz	N;INDF;MASC;SG	
спор	tartışma	спор	tartış	N;INDF;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
форд	ford	форд	ford	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
юрий	yuri	юрий	yuri	PROPN;INDF;MASC;SG	
сиера	sierra	сиера	sierr	N;INDF;FEM;SG	PROPN;NOM;SG;3
земеделие	tarım	земеделие	tarım	N;INDF;NEUT;SG	
земеделие	tarım	земеделие	tarım	N;INDF;NEUT;SG	
земеделие	tarımsal	земеделие	tarımsal	N;INDF;NEUT;SG	
бен	ben	бен	ben	PROPN;INDF;MASC;SG	PRO;NOM;SG;1
жертва	kurban	жертва	kurban	N;INDF;FEM;SG	
жертва	fedakarlık	жертва	fedakarlık	N;INDF;FEM;SG	
жертва	feda	жертва	feda	N;INDF;FEM;SG	
жертва	mağdur	жертва	mağdur	N;INDF;FEM;SG	
жертва	kurban	жертва	kurban	N;INDF;FEM;SG	
ирина	irina	ирина	irin	PROPN;INDF;FEM;SG	
тиберий	tiberius	тиберий	tiberius	N;INDF;MASC;SG	
дъното	altta	дъно	altta	N;DEF;NEUT;SG	
дъното	alt	дъно	alt	N;DEF;NEUT;SG	
дъното	alttaki	дъно	alttaki	N;DEF;NEUT;SG	
дъното	dibi	дъно	dibi	N;DEF;NEUT;SG	
дъното	dibe	дъно	dibe	N;DEF;NEUT;SG	
цифри	rakam	цифра	rakam	N;INDF;FEM;PL	
цифри	haneli	цифра	hanel	N;INDF;FEM;PL	
спортове	spor	спорт	spor	N;INDF;MASC;PL	
кралски	kraliyet	кралски	kraliyet	ADJ;INDF;MASC;SG	
кралски	royal	кралски	royal	ADJ;INDF;MASC;SG	
присъствие	katılım	присъствие	katılım	N;INDF;NEUT;SG	
присъствие	varlık	присъствие	varlık	N;INDF;NEUT;SG	
музикално	müzikal	музикален	müzikal	ADV	
музикално	müzikal	музикален	müzikal	ADV	
изучаване	çalışmak	изучаване	çalış	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
изучаване	çalış	изучаване	çalış	N;INDF;NEUT;SG	
изучаване	çalışma	изучаване	çalış	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
писма	mektup	писмо	mektup	N;INDF;NEUT;PL	N;NOM;SG;3
писма	harf	писмо	harf	N;INDF;NEUT;PL	
сестри	kız	сестра	kız	N;INDF;FEM;PL	
разликата	farkı	разлика	fark	N;DEF;FEM;SG	
разликата	farklılık	разлика	farklılık	N;DEF;FEM;SG	
независими	bağımsız	независим	bağımsız	ADJ;INDF;PL	
комнин	komnenos	комнин	komnenos	N;INDF;MASC;SG	
образ	görsel	образ	görsel	N;INDF;MASC;SG	
образ	resim	образ	resim	N;INDF;MASC;SG	
образ	imaj	образ	imaj	N;INDF;MASC;SG	
небето	gökyüzü	небе	gökyüzü	N;DEF;NEUT;SG	
небето	gök	небе	gök	N;DEF;NEUT;SG	
небето	sky	небе	sky	N;DEF;NEUT;SG	
огромни	kocaman	огромен	kocaman	ADJ;INDF;PL	
огромни	devasa	огромен	devasa	ADJ;INDF;PL	
огромни	büyük	огромен	büyük	ADJ;INDF;PL	
огромни	devasa	огромен	devasa	ADJ;INDF;PL	
ирландски	irlandalı	ирландски	irlandal	PROPN;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PRS;PASS
характеристика	karakteristik	характеристика	karakteristik	N;INDF;FEM;SG	ADJ
характеристика	özellik	характеристика	özellik	N;INDF;FEM;SG	
звука	sound	звук	sound	N;DEF;MASC;SG	
магдалена	magdalene	магдален	magdalen	PROPN;INDF;FEM;SG	
магдалена	magdalena	магдален	magdalena	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
допълнителна	ilave	допълнителен	ilave	ADJ;INDF;FEM;SG	
допълнителна	ek	допълнителен	ek	ADJ;INDF;FEM;SG	
струма	struma	струм	stu	N;DEF;MASC;SG	
млада	genç	млад	genç	ADJ;INDF;FEM;SG	
млада	young	млад	young	ADJ;INDF;FEM;SG	
токио	tokyo	токио	tokyo	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
съобщения	mesaj	съобщение	mesaj	N;INDF;NEUT;PL	
завършил	mezun	завърша	mezun	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	
пиеси	oynuyor	пиеса	oyna	N;INDF;FEM;PL	V;PROG;IND;SG;3;POS;INFM;PRS
пиеси	çalar	пиеса	çal	N;INDF;FEM;PL	
свищов	ziştovi	свищов	ziştovi	PROPN;INDF;MASC;SG	
нейни	onunki	мой	onunki	DET;INDF;PL;3	
нидерландски	hollanda	нидерландски	hollan	ADJ;INDF;MASC;SG	
нидерландски	hollandalı	нидерландски	hollandal	ADJ;INDF;MASC;SG	
фактор	etken	фактор	etken	N;INDF;MASC;SG	
фактор	faktör	фактор	faktör	N;INDF;MASC;SG	
бъдещето	gelecek	бъдеще	gel	N;DEF;NEUT;SG	
бъдещето	geleceğin	бъдеще	gelecek	N;DEF;NEUT;SG	ADJ;GEN;SG;3
бъдещето	gelecekteki	бъдеще	gel	N;DEF;NEUT;SG	V;PFV;IND;SG;3;POS;FUT
стената	duvar	стена	duvar	N;DEF;FEM;SG	
домакин	konak	домакин	konak	N;INDF;MASC;SG	
домакин	sunucu	домакин	sunuç	N;INDF;MASC;SG	
масата	tablo	маса	tablo	N;DEF;FEM;SG	
масата	sofra	маса	sofra	N;DEF;FEM;SG	
масата	masa	маса	masa	N;DEF;FEM;SG	
лед	buz	лед	buz	N;INDF;MASC;SG	
лед	ice	лед	ice	N;INDF;MASC;SG	
стойности	değer	стойност	değer	N;INDF;FEM;PL	
основание	gerekçe	основание	gerekçe	N;INDF;NEUT;SG	
джърси	forma	джърся	forma	PROPN;INDF;MASC;SG	
джърси	jersey	джърся	jersey	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
производители	üretici	производител	üretici	N;INDF;MASC;PL	
тясно	dar	тясно	dar	ADV	
четвърта	dördüncüsü	четвърти	dör	ADJ;INDF;FEM;SG	V;PFV;IND;POS;PST;V.PTCP
четвърта	dördüncü	четвърти	dördüncü	ADJ;INDF;FEM;SG	
франческо	francesco	франчески	francesco	ADV	PROPN;NOM;SG;3
боб	bob	боб	bob	N;INDF;MASC;SG	
сатурн	satürn	сатурн	satürn	PROPN;INDF;MASC;SG	
демокрация	demokrasi	демокрация	demokrasi	N;INDF;FEM;SG	
моя	benim	мой	ben	DET;INDF;FEM;SG;1	PRO;GEN;SG;1
моя	mine	мой	mine	DET;INDF;FEM;SG;1	
моя	benimki	мой	benimki	DET;INDF;FEM;SG;1	
моя	moya	мой	moya	DET;INDF;FEM;SG;1	
артилерия	topçu	артилерия	topçu	N;INDF;FEM;SG	
полето	field	поле	field	N;DEF;NEUT;SG	
полето	tarla	поле	tarla	N;DEF;NEUT;SG	
полето	alan	поле	al	N;DEF;NEUT;SG	V;PFV;IND;POS;PRS;V.PTCP
полето	saha	поле	saha	N;DEF;NEUT;SG	
планета	gezegen	планета	gezegen	N;INDF;FEM;SG	
масло	yağ	масло	yağ	N;INDF;NEUT;SG	
масло	petrol	масло	petrol	N;INDF;NEUT;SG	
масло	yağ	масло	yağ	N;INDF;NEUT;SG	
масло	yağı	масло	yağ	N;INDF;NEUT;SG	
понятие	kavram	понятие	kavram	N;INDF;NEUT;SG	
понятие	konsept	понятие	konsept	N;INDF;NEUT;SG	
понятие	konsepti	понятие	konsep	N;INDF;NEUT;SG	
сложни	karışık	сложен	karışık	ADJ;INDF;PL	
сложни	kompleks	сложен	kompleks	ADJ;INDF;PL	
сложни	karışık	сложен	karışık	ADJ;INDF;PL	
познати	tanıdık	познат	tanı	ADJ;INDF;PL	V;PFV;IND;PL;1;POS;PST
познати	aşina	познат	aş	ADJ;INDF;PL	ADV
познати	tanıdık	познат	tanı	ADJ;INDF;PL	V;PFV;IND;PL;1;POS;PST
съвременна	çağdaş	съвременен	çağdaş	ADJ;INDF;FEM;SG	
умения	beceri	умение	becer	N;INDF;NEUT;PL	N;NOM;SG;3
умения	yetenek	умение	yetenek	N;INDF;NEUT;PL	N;NOM;SG;3
умения	beceri	умение	becer	N;INDF;NEUT;PL	N;NOM;SG;3
реформи	reformu	реформа	reform	N;INDF;FEM;PL	N;NOM;SG;3
реформи	reform	реформа	reform	N;INDF;FEM;PL	
реформи	reform	реформа	reform	N;INDF;FEM;PL	
феновете	taraftar	фен	taraf	N;DEF;MASC;PL	N;NOM;SG;3
феновете	hayranları	фен	hayran	N;DEF;MASC;PL	ADJ;NOM;PL;3
феновете	hayran	фен	hayran	N;DEF;MASC;PL	
феновете	hayranlar	фен	hayran	N;DEF;MASC;PL	ADJ;NOM;PL;3
ливърпул	liverpool	ливърпул	liverpool	N;INDF;MASC;SG	PROPN;NOM;SG;3
сърце	kalp	сърце	kalp	N;INDF;NEUT;SG	
сърце	gönül	сърце	gönül	N;INDF;NEUT;SG	
сърце	kalbi	сърце	kalbi	N;INDF;NEUT;SG	ADJ;NOM;SG;3
сърце	yürek	сърце	yürek	N;INDF;NEUT;SG	
дивизии	tümen	дивизия	tümen	N;INDF;FEM;PL	
чуждестранни	yabancı	чуждестранен	yabancı	ADJ;INDF;PL	
частен	özele	частен	özele	ADJ;INDF;MASC;SG	
частен	er	частен	er	ADJ;INDF;MASC;SG	
частен	private	частен	privat	ADJ;INDF;MASC;SG	N;NOM;SG;3
таблица	tablo	таблица	tablo	N;INDF;FEM;SG	
таблица	sofra	таблица	sofra	N;INDF;FEM;SG	
таблица	masa	таблица	masa	N;INDF;FEM;SG	
купи	satın	купя	satın	V;PFV;IMP;SG;3;PST;FIN;ACT	
купи	alım	купя	alım	V;PFV;IMP;SG;3;PST;FIN;ACT	
назад	geri	назад	geri	ADV	
назад	arka	назад	arka	ADV	
роберт	robert	роберт	robert	PROPN;INDF;MASC;SG	
