月	moon	月	moko	N	
等	odottaa	等	odottaa	N	V;IND;SG;3;PRS;FIN;ACT
等	odotetaan	等	odottaa	N	V;IND;PRS;FIN;PASS
等	odottamassa	等	odottaa	N	V;IN+ESS;SG;NFIN;ACT
恆	heng	恆	heng	PROPN	N;NOM;SG
改良	parantaminen	改良	parantaminen	V	N;NOM;SG
改良	parannuksia	改良	parannus	V	N;PRT;PL
改良	parannukset	改良	parannus	V	N;NOM;PL
改良	paraneminen	改良	paraneminen	V	N;NOM;SG
改良	parannus	改良	parannus	V	N;NOM;SG
改良	parannuksia	改良	parannus	V	N;PRT;PL
改良	parannukset	改良	parannus	V	N;NOM;PL
發動	moottorin	發動	moottori	V	N;GEN;SG
發動	moottorit	發動	moottori	V	N;NOM;PL
發動	moottori	發動	moottori	V	N;NOM;SG
發動	moottorit	發動	moottori	V	N;NOM;PL
發動	moottori	發動	moottori	V	N;NOM;SG
完美	täydellisyys	完美	täydellisyys	ADJ	N;NOM;SG
完美	täydellisyyttä	完美	täydellisyys	ADJ	N;PRT;SG
夏天	suvi	夏天	suvi	N	PROPN;NOM;SG
借	lainattu	借	lainata	ADP	V;NOM;SG;V.PTCP;PASS
借	lainasi	借	lainata	ADP	V;IND;SG;3;PST;FIN;ACT
借	lainaa	借	laina	ADP	N;PRT;SG
借	lainata	借	lainata	ADP	V;SG;NFIN;ACT
立陶宛	liettuan	立陶宛	liettu	PROPN	N;GEN;SG
立陶宛	liettua	立陶宛	liettua	PROPN	N;NOM;SG
縮寫	lyhenne	縮寫	lyhenne	V	N;NOM;SG
縮寫	nimikirjaimet	縮寫	nimikirjain	V	N;NOM;PL
玫瑰	rose	玫瑰	rose	N	
記憶	muistin	記憶	muistaa	N	V;IND;SG;1;PST;FIN;ACT
座位	istuin	座位	istua	N	V;IND;SG;1;PST;FIN;ACT
田中	tanaka	田中	tanaka	PROPN	N;NOM;SG
大	massiivinen	大	massiivinen	PART	ADJ;NOM;SG
大	valtava	大	valtava	PART	ADJ;NOM;SG
遊行	paraati	遊行	paraati	V	N;NOM;SG
遊行	kulkue	遊行	kulkua	V	N;NOM;SG
人氣	suosittu	人氣	suosittu	N	ADJ;NOM;SG
人氣	suosittua	人氣	suosittu	N	ADJ;PRT;SG
人氣	suosittuja	人氣	suosittu	N	ADJ;PRT;PL
人氣	suositut	人氣	suosittu	N	ADJ;NOM;PL
人氣	suosittu	人氣	suosittu	N	ADJ;NOM;SG
順利	sileä	順利	sileä	ADV	ADJ;NOM;SG
光明	kevyt	光明	kevyt	N	ADJ;NOM;SG
光明	light	光明	light	N	
平安	turvassa	平安	turva	PROPN	N;IN+ESS;SG
平安	kassakaappi	平安	kassa#kaappi	PROPN	N;NOM;SG
平安	turvallista	平安	turvallinen	PROPN	ADJ;PRT;SG
平安	turvallinen	平安	turvallinen	PROPN	ADJ;NOM;SG
平安	rauhaa	平安	rauha	PROPN	N;PRT;SG
平安	peace	平安	peace	PROPN	
平安	rauha	平安	rauha	PROPN	N;NOM;SG
哈利	harryn	哈利	harry	PROPN	N;GEN;SG
哈利	harry	哈利	harry	PROPN	N;NOM;SG
垂直	pystysuuntainen	垂直	pystysuuntainen	N	ADJ;NOM;SG
帆	purjehtia	帆	purjehtia	PROPN	V;SG;NFIN;ACT
帆	purjeet	帆	purje	PROPN	N;NOM;PL
帆	purjeet	帆	purje	PROPN	N;NOM;PL
雅典	ateenassa	雅典	ateeta	PROPN	N;IN+ESS;SG
雅典	ateena	雅典	ate	PROPN	N;NOM;SG
雅典	ateenan	雅典	ateetta	PROPN	N;GEN;SG
豐富	runsaasti	豐富	runsaasti	ADJ	ADV
豐富	rich	豐富	rich	ADJ	PROPN;NOM;SG
上方	yläpuolelle	上方	yläpuolelle	N	ADV
上方	yläpuolelta	上方	yläpuolelta	N	ADV
上方	yllä	上方	yllä	N	ADV
上方	yläpuolella	上方	yläpuolella	N	ADV
上方	edellä	上方	edellä	N	ADV
梨	päärynä	梨	pääry	PROPN	N;NOM;SG
加速	kiihtyvyys	加速	kiihtyvyys	V	N;NOM;SG
狐	fox	狐	fox	N	PROPN;NOM;SG
重複	kopio	重複	kopio	V	N;NOM;SG
自殺	itsemurha	自殺	itsemurha	V	N;NOM;SG
利物浦	liverpool	利物浦	liver#pool	PROPN	N;NOM;SG
比利	belgia	比利	belgia	PROPN	PROPN;NOM;SG
比利	belgian	比利	belgia	PROPN	PROPN;GEN;SG
尺寸	koko	尺寸	koko	N	ADJ
嫁	naida	嫁	naida	V	N;PRT;SG
嫁	naimisiin	嫁	naimisiin	V	ADV
信徒	uskovat	信徒	uskoa	N	V;IND;PL;3;PRS;FIN;ACT
騎	ratsastaa	騎	ratsastaa	N	V;IND;SG;3;PRS;FIN;ACT
騎	ratsastaa	騎	ratsastaa	N	V;IND;SG;3;PRS;FIN;ACT
逆	käänteinen	逆	käänteinen		ADJ;NOM;SG
逆	kääntää	逆	kääntää		V;IND;SG;PRS;FIN;ACT
鐘	chung	鐘	chung	N	PROPN;NOM;SG
鐘	bell	鐘	bell	N	PROPN;NOM;SG
分享	jakamista	分享	jakaminen	V	N;PRT;SG
分享	jakaminen	分享	jakaminen	V	N;NOM;SG
分享	osuus	分享	osuus	V	N;NOM;SG
分享	osuudet	分享	osuus	V	N;NOM;PL
分享	osakkeita	分享	osake	V	N;PRT;PL
分享	osakkeet	分享	osake	V	N;NOM;PL
入圍	finalisti	入圍	finalisti	V	N;NOM;SG
入圍	finalistit	入圍	finalisti	V	N;NOM;PL
時報	times	時報	times	N	
擴大	laajentaminen	擴大	laajentaminen	V	N;NOM;SG
擴大	laajentuminen	擴大	laajentuminen	V	N;NOM;SG
擴大	laajentaminen	擴大	laajentaminen	V	N;NOM;SG
擴大	laajeneminen	擴大	laajeneminen	V	N;NOM;SG
擴大	laajennus	擴大	laajennus	V	N;NOM;SG
擴大	laajentuminen	擴大	laajentuminen	V	N;NOM;SG
擴大	laajentumisen	擴大	laajentuminen	V	N;GEN;SG
擴大	laajeneminen	擴大	laajeneminen	V	N;NOM;SG
有	kuuluisa	有	kuuluisa	V	ADJ;NOM;SG
有	kuuluisia	有	kuuluisa	V	ADJ;PRT;PL
有	kuuluisat	有	kuuluisa	V	ADJ;NOM;PL
有	tunnettu	有	tunnettu	V	ADJ;NOM;SG
指數	eksponentiaalinen	指數	eksponentiaalinen	N	ADJ;NOM;SG
帝王	imperial	帝王	imperial	N	
撰寫	kirjalliset	撰寫	kirjallinen	V	ADJ;NOM;PL
撰寫	kirjoittaminen	撰寫	kirjoittaminen	V	N;NOM;SG
撰寫	kirjoitus	撰寫	kirjoitus	V	N;NOM;SG
撰寫	kirjoitusta	撰寫	kirjoitus	V	N;PRT;SG
就	tykkää	就	tykätä	ADV	V;IMP;SG;2;FIN;ACT
就	kuten	就	kuten	ADV	CONJ
就	kuin	就	kuin	ADV	CONJ
絕對	absoluuttinen	絕對	absoluuttinen	ADV	ADJ;NOM;SG
絕對	ehdoton	絕對	ehdoton	ADV	ADJ;NOM;SG
重點	keskity	重點	keskity	N	V;IMP;SG;2;FIN;ACT
重點	focus	重點	focus	N	
重點	keskittyä	重點	keskittyä	N	V;SG;NFIN;ACT
感覺	tuntea	感覺	tuntea	N	V;SG;NFIN;ACT
感覺	tuntuu	感覺	tuntua	N	V;IND;SG;0;PRS;FIN;ACT
感覺	tuntuu	感覺	tuntua	N	V;IND;SG;0;PRS;FIN;ACT
感覺	tuntee	感覺	tuntea	N	V;IND;SG;0;PRS;FIN;ACT
左翼	vasemmalle	左翼	vasen	N	ADJ;AT+ALL;SG
左翼	vasemmalla	左翼	vasen	N	ADJ;AT+ESS
;SG
種族	etninen	種族	etninen	N	ADJ;NOM;SG
限	limited	限	limited	N	
限	rajattu	限	rajata	N	V;NOM;SG;V.PTCP;PASS
限	rajoitettu	限	rajoittaa	N	V;NOM;SG;V.PTCP;PASS
限	rajallinen	限	rajallinen	N	ADJ;NOM;SG
限	rajoita	限	rajoittaa	N	V;IMP;SG;2;FIN;ACT
總	toimitusjohtaja	總	toimitus#johtaja	ADJ	N;NOM;SG
總	pääjohtaja	總	pää#johtaja	ADJ	N;NOM;SG
總	toimitusjohtajan	總	toimitus#johtaja	ADJ	N;GEN;SG
休息	tauko	休息	tauko	V	N;NOM;SG
休息	lepo	休息	lepo	V	N;NOM;SG
休息	lepoa	休息	lepo	V	N;PRT;SG
曲目	jäljittää	曲目	jäljittää	N	V;SG;NFIN;ACT
曆	kalenteri	曆	kalenteri		N;NOM;SG
曆	kalenterin	曆	kalenteri		N;GEN;SG
曆	kalenteriin	曆	kalenteri		N;IN+ALL;SG
東區	itäinen	東區	itäinen	N	ADJ;NOM;SG
定期	säännöllisesti	定期	säännöllisesti	N	ADV
定期	tavallinen	定期	tavallinen	N	ADJ;NOM;SG
定期	säännöllinen	定期	säännöllinen	N	ADJ;NOM;SG
定期	säännölliset	定期	säännöllinen	N	ADJ;NOM;PL
反抗	kapina	反抗	kapina	V	N;NOM;SG
殺害	tappamista	殺害	tappaminen	V	N;PRT;SG
殺害	tappaminen	殺害	tappaminen	V	N;NOM;SG
殺害	tappo	殺害	tappo	V	N;NOM;SG
穿越	ylittäminen	穿越	ylittäminen	V	N;NOM;SG
穿越	ylitys	穿越	ylitys	V	N;NOM;SG
株	rasittaa	株	rasittaa	N	V;IND;SG;3;PRS;FIN;ACT
管制	tarkastukset	管制	tarkastus	V	N;NOM;PL
管制	valvontaa	管制	valvonta	V	N;PRT;SG
管制	ohjaimet	管制	ohjain	V	N;NOM;PL
眼睛	eye	眼睛	eye	N	
亂	sotkuista	亂	sotku	N	ADJ;PRT;SG
亂	sotkuinen	亂	sotkuinen	N	ADJ;NOM;SG
否則	muutoin	否則	muutoin	ADP	ADV
否則	muuten	否則	muuten	ADP	ADV
浪漫	romanttista	浪漫	romanttinen	N	ADJ;PRT;SG
浪漫	romanttinen	浪漫	romanttinen	N	ADJ;NOM;SG
窗	windows	窗	windows	N	PROPN;NOM;SG
探索	tutustuminen	探索	tutustuminen	V	N;NOM;SG
探索	etsintä	探索	etsintä	V	N;NOM;SG
探索	tutkiminen	探索	tutkiminen	V	N;NOM;SG
探索	löytö	探索	löytö	V	N;NOM;SG
探索	löytöjä	探索	löytö	V	N;PRT;PL
簽約	allekirjoitus	簽約	allekirjoida	V	N;NOM;SG
簽約	allekirjoittaminen	簽約	allekirjoittaminen	V	N;NOM;SG
參賽	kilpailija	參賽	kilpailija	V	N;NOM;SG
參賽	kilpailijat	參賽	kilpailija	V	N;NOM;PL
望遠	teleskooppi	望遠	teles#kooppi	V	N;NOM;SG
唇	lip	唇	lip	N	
緊急	kiireellinen	緊急	kiireellinen	N	ADJ;NOM;SG
緊急	kiireellistä	緊急	kiireellinen	N	ADJ;PRT;SG
適合	sopivat	適合	sopiva	V	ADJ;NOM;PL
適合	sopiva	適合	sopiva	V	ADJ;NOM;SG
適合	hyväkuntoinen	適合	hyväkuntoinen	V	ADJ;NOM;SG
精選	esitelty	精選	esitellä	N	V;NOM;SG;V.PTCP;PASS
精選	esillä	精選	esillä	N	ADV
精選	suositeltu	精選	suositella	N	V;NOM;SG;V.PTCP;PASS
單	mono	單	mono	NUM	N;NOM;SG
單	naimaton	單	naimaton	NUM	ADJ;NOM;SG
單	single	單	single	NUM	N;NOM;SG
單	sinkku	單	sinkku	NUM	N;NOM;SG
單	yksittäinen	單	yksittäinen	NUM	ADJ;NOM;SG
象徵	symbolin	象徵	symboli	V	N;GEN;SG
象徵	symboli	象徵	symboli	V	N;NOM;SG
象徵	tunnus	象徵	tunnus	V	N;NOM;SG
象徵	symbolista	象徵	symbolinen	V	ADJ;PRT;SG
象徵	symbolinen	象徵	symbolinen	V	ADJ;NOM;SG
百年	centennial	百年	centennial	N	PROPN;NOM;SG
巨人	giants	巨人	giants	N	
無限	ääretön	無限	ääretön	N	ADJ;NOM;SG
無限	loputon	無限	loputon	N	ADJ;NOM;SG
無限	ääretön	無限	ääretön	N	ADJ;NOM;SG
無限	rajattomat	無限	rajaton	N	ADJ;NOM;PL
無限	rajaton	無限	rajaton	N	ADJ;NOM;SG
無限	rajoittamaton	無限	rajoittamaton	N	ADJ;NOM;SG
無限	rajaton	無限	rajaton	N	ADJ;NOM;SG
王后	queen	王后	queki	N	
永遠	aina	永遠	aina	N	ADV
永遠	ikuinen	永遠	ikuinen	N	ADJ;NOM;SG
永遠	ikuisesti	永遠	ikuisesti	N	ADV
充分	täysin	充分	täysin		ADV
福岡	fukuoka	福岡	fuku	PROPN	N;NOM;SG
難	kova	難	kova	N	ADJ;NOM;SG
難	kovaa	難	kova	N	ADJ;PRT;SG
難	rankkaa	難	rankka	N	ADJ;PRT;SG
難	vaikeaa	難	vaikea	N	ADJ;PRT;SG
難	vaikea	難	vaikea	N	ADJ;NOM;SG
難	vaikeat	難	vaikea	N	ADJ;NOM;PL
難	hankala	難	hankala	N	ADJ;NOM;SG
難	hankalaa	難	hankala	N	ADJ;PRT;SG
戰術	taktinen	戰術	taktinen	N	ADJ;NOM;SG
追求	quest	追求	quest	V	
追求	pyrkimys	追求	pyrkimys	V	N;NOM;SG
南斯拉夫	jugoslavian	南斯拉夫	jugoslavi	PROPN	N;GEN;SG
南斯拉夫	jugoslaviassa	南斯拉夫	jugos#lavi	PROPN	N;IN+ESS;SG
南斯拉夫	jugoslavian	南斯拉夫	jugoslavi	PROPN	N;GEN;SG
郝	hao	郝	hao	PROPN	N;NOM;SG
緬甸	burma	緬甸	burma	PROPN	N;NOM;SG
緬甸	burmassa	緬甸	burma	PROPN	N;IN+ESS;SG
緬甸	burman	緬甸	burma	PROPN	N;GEN;SG
緬甸	myanmarin	緬甸	myanmari	PROPN	N;GEN;SG
規範	normatiivinen	規範	normatiivinen	N	ADJ;NOM;SG
環球	maapallo	環球	maa#pallo	PROPN	N;NOM;SG
環球	globe	環球	globe	PROPN	
彬	bin	彬	bin	PROPN	PROPN;NOM;SG
交換	swap	交換	swap	V	N;NOM;SG
交換	vaihto	交換	vaihto	V	N;NOM;SG
交換	vaihtoon	交換	vaihto	V	N;IN+ALL;SG
交換	vaihto	交換	vaihto	V	N;NOM;SG
交換	vaihtaminen	交換	vaihtaminen	V	N;NOM;SG
交易	vaihtoon	交易	vaihto	V	N;IN+ALL;SG
交易	vaihto	交易	vaihto	V	N;NOM;SG
交易	vaihtaminen	交易	vaihtaminen	V	N;NOM;SG
提前	aikaisin	提前	aikaisin	V	ADV
提前	varhainen	提前	varhainen	V	ADJ;NOM;SG
提前	aikainen	提前	aikainen	V	ADJ;NOM;SG
神奇	taikaa	神奇	taikaa	ADJ	N;PRT;SG
神奇	magic	神奇	magic	ADJ	
神奇	taikuutta	神奇	taikuus	ADJ	N;PRT;SG
神奇	taikuus	神奇	taikuus	ADJ	N;NOM;SG
神奇	taika	神奇	taika	ADJ	N;NOM;SG
週刊	viikoittainen	週刊	viikoittainen	N	ADJ;NOM;SG
週刊	viikoittain	週刊	viikoittain	N	ADV
示威	osoittaminen	示威	osoittaminen	V	N;NOM;SG
示威	mielenosoitus	示威	mielen#osoitus	V	N;NOM;SG
示威	mielenosoitukset	示威	mielen#osoitus	V	N;NOM;PL
示威	mielenosoituksia	示威	mielen#osoitus	V	N;PRT;PL
示威	mielenosoitus	示威	mielen#osoitus	V	N;NOM;SG
吐	sylki	吐	sylkeä	V	N;NOM;SG
吐	sylkeä	吐	sylkeä	V	N;PRT;SG
撞擊	törmäys	撞擊	törmäys	V	N;NOM;SG
撞擊	vaikutusta	撞擊	vaikutus	V	N;PRT;SG
撞擊	vaikutus	撞擊	vaikutus	V	N;NOM;SG
撞擊	vaikutuksen	撞擊	vaikutus	V	N;GEN;SG
撞擊	vaikutukset	撞擊	vaikutus	V	N;NOM;PL
撞擊	törmäys	撞擊	törmäys	V	N;NOM;SG
撞擊	törmäyksen	撞擊	törmäys	V	N;GEN;SG
撞擊	kolari	撞擊	kolari	V	N;NOM;SG
瀑布	kaatuu	瀑布	kaatua	N	V;IND;SG;3;PRS;FIN;ACT
瀑布	putoaa	瀑布	pudota	N	V;IND;SG;3;PRS;FIN;ACT
瀑布	falls	瀑布	falls	N	
萍	ping	萍	ping	PROPN	N;NOM;SG
搜尋	etsi	搜尋	etsiä	N	V;IMP;SG;2;FIN;ACT
搜尋	etsii	搜尋	etsiä	N	V;IND;SG;3;PRS;FIN;ACT
搜尋	etsitään	搜尋	etsiä	N	V;IND;PRS;FIN;PASS
米蘭	milanossa	米蘭	milano	PROPN	PROPN;IN+ESS;SG
米蘭	milano	米蘭	milano	PROPN	PROPN;NOM;SG
米蘭	milanon	米蘭	milano	PROPN	PROPN;GEN;SG
德州	texasin	德州	texata	PROPN	N;GEN;SG
德州	texas	德州	texas	PROPN	
威尼斯	venetsia	威尼斯	venetsi	PROPN	N;NOM;SG
威尼斯	venetsiassa	威尼斯	venetsia	PROPN	N;IN+ESS;SG
威尼斯	venetsian	威尼斯	venetsi	PROPN	N;GEN;SG
答	vastaa	答	vastata	N	V;IMP;SG;2;FIN;ACT
答	vastata	答	vastata	N	V;SG;NFIN;ACT
鼓勵	kannustava	鼓勵	kannustava	V	ADJ;NOM;SG
鼓勵	kannustaminen	鼓勵	kannustaminen	V	N;NOM;SG
鼓勵	kannustusta	鼓勵	kannustus	V	N;PRT;SG
考試	koe	考試	kokea	N	V;IMP;SG;2;FIN;ACT
柬埔寨	kambodžan	柬埔寨	kambodža	PROPN	N;GEN;SG
希特勒	hitlerin	希特勒	hitleri	PROPN	N;GEN;SG
希特勒	hitler	希特勒	hitler	PROPN	N;NOM;SG
希特勒	hitleriä	希特勒	hitleri	PROPN	N;PRT;SG
輸入	syöte	輸入	syöte	V	N;NOM;SG
輸入	syöttö	輸入	syöttö	V	N;NOM;SG
輸入	panos	輸入	panos	V	N;NOM;SG
無	virheelliset	無	virheellinen	V	ADJ;NOM;PL
無	virheellinen	無	virheellinen	V	ADJ;NOM;SG
無	kelvoton	無	kelvoton	V	ADJ;NOM;SG
贊助	rahoittaja	贊助	rahoittaja	V	N;NOM;SG
贊助	tukija	贊助	tukija	V	N;NOM;SG
贊助	järjestäjä	贊助	järjestäjä	V	N;NOM;SG
贊助	sponsori	贊助	sponsori	V	N;NOM;SG
贊助	sponsoroinnin	贊助	sponsorointi	V	N;GEN;SG
保守	konservatiivien	保守	konservatiivi	ADJ	N;GEN;PL
保守	konservatiivit	保守	konservatiivit	ADJ	N;NOM;PL
幫忙	apua	幫忙	apu	V	N;PRT;SG
幫忙	ohje	幫忙	ohje	V	N;NOM;SG
首歌	song	首歌	song	N	
出局	ulos	出局	ulos	V	ADV
瑪麗	maija	瑪麗	maija	PROPN	N;NOM;SG
瑪麗	mary	瑪麗	mary	PROPN	PROPN;NOM;SG
平等	equal	平等	equal	N	
聽	kuuntele	聽	kuunnella	ADP	V;IMP;SG;2;FIN;ACT
困難	vaikeaa	困難	vaikea	N	ADJ;PRT;SG
困難	vaikea	困難	vaikea	N	ADJ;NOM;SG
困難	vaikeat	困難	vaikea	N	ADJ;NOM;PL
困難	hankala	困難	hankala	N	ADJ;NOM;SG
困難	hankalaa	困難	hankala	N	ADJ;PRT;SG
機車	scooter	機車	scooter	N	
危險	vaarallista	危險	vaarallinen	N	ADJ;PRT;SG
危險	vaarallinen	危險	vaarallinen	N	ADJ;NOM;SG
危險	vaaralliset	危險	vaarallinen	N	ADJ;NOM;PL
強大	vahvat	強大	vahva	N	ADJ;NOM;PL
強大	vahva	強大	vahva	N	ADJ;NOM;SG
強大	vahvaa	強大	vahva	N	ADJ;PRT;SG
強大	voimakas	強大	voimakas	N	ADJ;NOM;SG
強大	voimakasta	強大	voimakas	N	ADJ;PRT;SG
強大	voimakkaita	強大	voimakas	N	ADJ;PRT;PL
強大	voimakas	強大	voimakas	N	ADJ;NOM;SG
外國	ulkomaalainen	外國	ulko#maalainen	N	ADJ;NOM;SG
外國	ulkomainen	外國	ulko#mainen	N	ADJ;NOM;SG
外國	ulkomaiset	外國	ulko#mainen	N	ADJ;NOM;PL
瓦爾	val	瓦爾	val	PROPN	PROPN;NOM;SG
公寓	litteä	公寓	litteä	N	ADJ;NOM;SG
公寓	tasainen	公寓	tasainen	N	ADJ;NOM;SG
接管	haltuunotto	接管	haltuun#otto	V	N;NOM;SG
一	puolella	一	puoli	NUM	N;AT+ESS
;SG
一	side	一	side	NUM	N;NOM;SG
奧運	olympialaiset	奧運	olympialainen	PROPN	N;NOM;PL
聯絡	yhteyttä	聯絡	yhteys	V	N;PRT;SG
聯絡	yhteyshenkilö	聯絡	yhteys#henkilö	V	N;NOM;SG
聯絡	yhteystiedot	聯絡	yhteys#tieto	V	N;NOM;PL
漢	kiinalainen	漢	kiina#lainen	PROPN	ADJ;NOM;SG
漢	kiinalaiset	漢	kiina#lainen	PROPN	N;NOM;PL
漢	kiinan	漢	kiina	PROPN	N;GEN;SG
漢	kiina	漢	kiina	PROPN	N;NOM;SG
漢	kiinalaista	漢	kiinalainen	PROPN	N;PRT;SG
下載	lataus	下載	lataus	V	N;NOM;SG
下載	lataukset	下載	lataus	V	N;NOM;PL
下載	lataaminen	下載	lataaminen	V	N;NOM;SG
裡面	sisältä	裡面	sisältä	N	ADV
裡面	sisään	裡面	sisään	N	ADV
裡面	sisällä	裡面	sisällä	N	ADV
修道	luostarin	修道	luostari	V	N;GEN;SG
修道	luostari	修道	luostari	V	N;NOM;SG
修道	luostari	修道	luostari	V	N;NOM;SG
修道	luostari	修道	luostari	V	N;NOM;SG
修道	abbey	修道	abbey	V	PROPN;NOM;SG
地中	välimeri	地中	väli#meri	PROPN	N;NOM;SG
地中	välimeren	地中	väli#meri	PROPN	PROPN;GEN;SG
釋放	julkaisu	釋放	julkaisu	V	N;NOM;SG
登記	rekisteriin	登記	rekisteri	V	N;IN+ALL;SG
登記	rekisteri	登記	rekisteri	V	N;NOM;SG
登記	ilmoittautuminen	登記	ilmoittautuminen	V	N;NOM;SG
登記	rekisteröinti	登記	rekisteröinti	V	N;NOM;SG
登記	rekisteröinnin	登記	rekisteröinti	V	N;GEN;SG
黃色	keltainen	黃色	keltainen	N	ADJ;NOM;SG
黃色	keltaisia	黃色	keltainen	N	ADJ;PRT;PL
黃色	keltaiset	黃色	keltainen	N	ADJ;NOM;PL
批判	kriittiset	批判	kriittinen	N	ADJ;NOM;PL
批判	kriittinen	批判	kriittinen	N	ADJ;NOM;SG
批判	kriittistä	批判	kriittinen	N	ADJ;PRT;SG
馬力	malik	馬力	malik	N	PROPN;NOM;SG
熟悉	tuttuja	熟悉	tuttu	ADJ	N;PRT;PL
聖經	raamattua	聖經	raamata	PROPN	V;PRT;SG;V.PTCP;PASS
聖經	raamattu	聖經	raamata	PROPN	V;NOM;SG;V.PTCP;PASS
聖經	raamatun	聖經	raamattu	PROPN	N;GEN;SG
聖經	raamatun	聖經	raamattu	PROPN	N;GEN;SG
威爾斯	wales	威爾斯	wales	PROPN	N;NOM;SG
威爾斯	walesissa	威爾斯	wales	PROPN	N;IN+ESS;SG
威爾斯	walesin	威爾斯	wales	PROPN	N;GEN;SG
招生	pääsy	招生	pääsy	V	N;NOM;SG
招生	sisäänpääsy	招生	sisäänpääsy	V	N;NOM;SG
拱	arch	拱	arch	N	PROPN;NOM;SG
現有	nykyiset	現有	nykyinen	V	ADJ;NOM;PL
銀河	galaktinen	銀河	galaktinen	PROPN	ADJ;NOM;SG
銀河	galaksia	銀河	galaksi	PROPN	N;PRT;SG
銀河	galaxy	銀河	galaxy	PROPN	N;NOM;SG
寶貝	beibi	寶貝	beibi	N	INTJ
創辦	perustaja	創辦	perustaja	V	N;NOM;SG
公會	guild	公會	guild	N	
地質	geologinen	地質	geologinen	N	ADJ;NOM;SG
多倫多	toronto	多倫多	toronto	PROPN	PROPN;NOM;SG
桓	huan	桓	huan	PROPN	N;NOM;SG
桓	hwan	桓	hwan	PROPN	N;NOM;SG
初步	alustavat	初步	alustaa	ADV	V;PL;3;FIN;ACT
初步	alustava	初步	alustava	ADV	V;NOM;SG;V.PTCP;ACT
閱讀	luettu	閱讀	lukea	N	V;NOM;SG;V.PTCP;PASS
閱讀	lukea	閱讀	lukea	N	V;SG;NFIN;ACT
閱讀	lue	閱讀	lukea	N	V;IMP;SG;2;FIN;ACT
檢查	tarkistus	檢查	tarkistus	V	N;NOM;SG
檢查	check	檢查	check	V	N;NOM;SG
增強	parannuksia	增強	parannus	V	N;PRT;PL
增強	parannukset	增強	parannus	V	N;NOM;PL
法拉	fara	法拉	fara	PROPN	N;NOM;SG
法拉	farah	法拉	farah	PROPN	PROPN;NOM;SG
沙漠	desert	沙漠	desert	N	
橫濱	yokohama	橫濱	yo#kohama	PROPN	
棠	tong	棠	tong	PROPN	PROPN;NOM;SG
外界	ulkopuoliset	外界	ulko#puolinen	N	ADJ;NOM;PL
外界	ulkopuolisia	外界	ulko#puolinen	N	ADJ;PRT;PL
外界	ulkopuolisten	外界	ulko#puolinen	N	ADJ;GEN;PL
多	useita	多	usea	NUM	ADJ;PRT;PL
多	useat	多	usea	NUM	ADJ;NOM;PL
遺址	pilaa	遺址	pilata	N	V;IND;SG;2;PRS;FIN;ACT
沖繩	okinawa	沖繩	okinawa	PROPN	N;NOM;SG
一旦	kerran	一旦	kerran	ADP	ADV
慢	hitaasti	慢	hitaasti		ADV
慢	hidas	慢	hidas		ADJ;NOM;SG
慢	hidasta	慢	hidas		ADJ;PRT;SG
彩虹	rainbow	彩虹	rainbow	N	
模仿	jäljitelmä	模仿	jäljitelmä	V	N;NOM;SG
模仿	parodia	模仿	parodia	V	N;NOM;SG
一	sukupolven	一	suku#polvi	NUM	N;GEN;SG
一	sukupolvea	一	suku#polvi	NUM	N;PRT;SG
一	sukupolvi	一	suku#polvi	NUM	N;NOM;SG
一	sukupolvet	一	suku#polvi	NUM	N;NOM;PL
一	sukupolvien	一	suku#polvi	NUM	N;GEN;PL
廣島	hiroshiman	廣島	hiroshima	PROPN	N;GEN;SG
庚	geng	庚	geng	PROPN	N;NOM;SG
複雜	monimutkaisuuden	複雜	monimutkaisuus	ADJ	N;GEN;SG
複雜	monimutkaisuus	複雜	monimutkaisuus	ADJ	N;NOM;SG
三	samsung	三	samsung	NUM	N;NOM;SG
包圍	piiritys	包圍	piiritys	V	N;NOM;SG
平行	samanaikaisesti	平行	samanaikaisesti		ADV
平行	rinnakkain	平行	rinnakkain		ADV
自主	autonominen	自主	autonominen	N	ADJ;NOM;SG
自主	itsenäiset	自主	itsenäinen	N	ADJ;NOM;PL
自主	itsenäinen	自主	itsenäinen	N	ADJ;NOM;SG
預定	varaus	預定	varaus	V	N;NOM;SG
金星	venus	金星	venus	PROPN	N;NOM;SG
寄生	loinen	寄生	loinen	V	N;NOM;SG
拯救	pelastusta	拯救	pelastus	V	N;PRT;SG
拯救	pelastus	拯救	pelastus	V	N;NOM;SG
拯救	pelastuksen	拯救	pelastus	V	N;GEN;SG
拯救	pelastus	拯救	pelastus	V	N;NOM;SG
拯救	pelastaminen	拯救	pelastaminen	V	N;NOM;SG
型態	kirjoita	型態	kirja	N	V;IMP;SG;2;FIN;ACT
消防	tuli	消防	tulla	N	V;IND;SG;0;PST;FIN;ACT
優惠	tarjota	優惠	tarjota	N	V;SG;NFIN;ACT
優惠	tarjoa	優惠	tarjota	N	V;IMP;SG;2;FIN;ACT
優惠	tarjoaa	優惠	tarjota	N	V;IND;SG;3;PRS;FIN;ACT
搖滾	rokkaa	搖滾	rokka	N	V;IMP;SG;2;FIN;ACT
搖滾	rokkaa	搖滾	rokka	N	V;IMP;SG;2;FIN;ACT
搖滾	rock	搖滾	rock	N	
圭	kyu	圭	kyu	PROPN	N;NOM;SG
修訂	tarkistaminen	修訂	tarkistaminen	V	N;NOM;SG
