από	from	από	from	ADP	PROPN
νεαρός	молодых	νεαρός	молодой	N;NOM;MASC;SG	ADJ;GEN;PL
νεαρός	молодой	νεαρός	молодой	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
γραμμένο	письменные	γραμμένος	письменный	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;PL
γραμμένο	письменное	γραμμένος	письменный	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
γραμμένο	письменный	γραμμένος	письменный	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
πέτρα	stone	πέτρο	stone	N;NOM;FEM;SG	PROPN
πέτρα	петра	πέτρο	петр	N;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
πέτρα	rock	πέτρο	rock	N;NOM;FEM;SG	PROPN
δολοφονήθηκε	убил	δολοφονώ	убить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
δολοφονήθηκε	убиты	δολοφονώ	убить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;PL;PST;V.PTCP;PASS
διάδοση	распространение	διάδοση	распространение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
διάδοση	распространения	διάδοση	распространение	N;ACC;FEM;SG	N;INAN;GEN;NEUT;SG
κύκλους	окружности	κύκλος	окружность	N;ACC;MASC;PL	N;INAN;NOM;FEM;PL
κύκλους	круги	κύκλος	круг	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
κύκλους	кругах	κύκλος	круг	N;ACC;MASC;PL	N;INAN;ESS;MASC;PL
κύκλους	циклы	κύκλος	цикл	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
θείο	серы	θείο	сера	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
θείο	серы	θείο	сера	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
θείο	сере	θείο	серя	N;NOM;NEUT;SG	
ανταλλαγή	торговли	ανταλλαγή	торговля	N;NOM;FEM;SG	N;INAN;GEN;FEM;SG
ανταλλαγή	trade	ανταλλαγή	trade	N;NOM;FEM;SG	PROPN
ανταλλαγή	exchange	ανταλλαγή	exchange	N;NOM;FEM;SG	PROPN
αναγνωρίστηκε	признал	αναγνωρίζω	признать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
αναγνωρίστηκε	признали	αναγνωρίζω	признать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
αναγνωρίστηκε	признала	αναγνωρίζω	признать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
αναγνωρίστηκε	выявленные	αναγνωρίζω	выявить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
αναγνωρίστηκε	признанные	αναγνωρίζω	признать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
αναγνωρίστηκε	признали	αναγνωρίζω	признать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
αναγνωρίστηκε	признанных	αναγνωρίζω	признать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
νίκο	нико	νίκος	нико	PROPN;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
νίκο	нико	νίκος	нико	PROPN;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
καταστήματα	магазинах	κατάστημα	магазин	N;NOM;NEUT;PL	N;INAN;ESS;MASC;PL
παρατήρηση	замечание	παρατήρηση	замечание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
παρατήρηση	замечание	παρατήρηση	замечание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
παρατήρηση	наблюдение	παρατήρηση	наблюдение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
παρατήρηση	наблюдения	παρατήρηση	наблюдение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
μόνιμη	постоянные	μόνιμος	постоянный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
κροατία	хорватии	κροατία	хорватия	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
κροατία	хорватия	κροατία	хорватие	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
παντρευτεί	ср	παντρεύω	срондент	V;PFV;NFIN;PASS	
πρωταθλητή	чемпион	πρωταθλητής	чемпион	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
πρωταθλητή	чемпион	πρωταθλητής	чемпион	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
βασίλη	клаус	βασίλη	клаус	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
δευτερόλεπτα	секунд	δευτερόλεπτο	секунда	N;NOM;NEUT;PL	N;INAN;GEN;FEM;PL
τζων	джон	τζων	джон		N;ANIM;NOM;MASC;SG
τζων	иоанн	τζων	иоанный		N;ANIM;NOM;MASC;SG
δομές	структур	δομή	структура	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
αρχιτέκτονα	архитектор	αρχιτέκτονας	архитектор	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
ουίλιαμ	уильям	ουίλιαμ	уилье		N;ANIM;DAT;NEUT;PL
ουίλιαμ	вильям	ουίλιαμ	вилье		N;ANIM;DAT;MASC;PL
ουίλιαμ	вильгельм	ουίλιαμ	вильгельм		N;ANIM;NOM;MASC;SG
ντελ	дель	ντελ	дель		PART
ντελ	del	ντελ	del		PROPN
ντελ	делл	ντελ	делл		N;ANIM;NOM;MASC;SG
αμυντικός	защитника	αμυντικός	защитник	ADJ;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
αμυντικός	защитник	αμυντικός	защитник	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
αμυντικός	оборонительные	αμυντικός	оборонительный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
αμυντικός	оборона	αμυντικός	оборона	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
ηχώ	эко	ηχώ	эко	N;NOM;FEM;SG	
απόσπασμα	цитирую	απόσπασμα	цитировать	N;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
απόσπασμα	спасатели	απόσπασμα	спасатель	N;NOM;NEUT;SG	N;ANIM;NOM;MASC;PL
απόσπασμα	извлечь	απόσπασμα	извлечь	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
πέναλτι	наказание	πέναλτι	наказание		N;INAN;NOM;NEUT;SG
κατανόηση	понимание	κατανόηση	понимание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κατανόηση	понимания	κατανόηση	понимание	N;ACC;FEM;SG	N;INAN;GEN;NEUT;SG
κατανόηση	понимание	κατανόηση	понимание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κατανόηση	взаимопонимание	κατανόηση	взаимопонимание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
κατανόηση	понимания	κατανόηση	понимание	N;ACC;FEM;SG	N;INAN;GEN;NEUT;SG
ναζί	нацистской	ναζί	нацистский	N;NOM;MASC;PL	ADJ;INS;FEM;SG
κορυφές	пикс	κορυφή	пикс	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
δημοσιεύτηκε	опубликованные	δημοσιεύω	опубликовать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
δημοσιεύτηκε	разместил	δημοσιεύω	разместить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
δημοσιεύτηκε	опубликовал	δημοσιεύω	опубликовать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
λευκή	белые	λευκός	белый	ADJ;NOM;FEM;SG	ADJ;NOM;PL
λευκή	уайт	λευκός	уайт	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
λευκή	white	λευκός	white	ADJ;NOM;FEM;SG	PROPN
συγγενείς	родственников	συγγένης	родственник	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
λουί	людовик	λουί	людовик	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
λουί	луи	λουί	луи	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
λουί	луис	λουί	луис	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
διαταγή	орден	διαταγή	орден	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
διαταγή	заказ	διαταγή	заказ	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
διαταγή	заказать	διαταγή	заказать	N;ACC;FEM;SG	V;PFV;NFIN;ACT
διαταγή	приказ	διαταγή	приказ	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
διαταγή	порядок	διαταγή	порядок	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
πολιτιστική	культурные	πολιτιστικός	культурный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
περιορισμένη	ограниченные	περιορίζω	ограничить	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
περιορισμένη	ограниченные	περιορίζω	ограничить	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
μετακίνηση	двигаться	μετακίνηση	двигаться	N;ACC;FEM;SG	V;IPFV;NFIN;MID
μετακίνηση	переместить	μετακίνηση	переместить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
μετακίνηση	ход	μετακίνηση	ход	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
μετακίνηση	переезд	μετακίνηση	переезд	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
μετακίνηση	перемещение	μετακίνηση	перемещение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
μετακίνηση	двигаться	μετακίνηση	двигаться	N;ACC;FEM;SG	V;IPFV;NFIN;MID
μετακίνηση	передвижение	μετακίνηση	передвижение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
μετακίνηση	движение	μετακίνηση	движение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ουάσινγκτον	вашингтон	ουάσινγκτον	вашингтон		N;INAN;NOM;MASC;SG
πω	скажи	λέγω	сказать	V;PFV;IND;SG;1;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
πω	скажем	λέγω	сказать	V;PFV;IND;SG;1;FIN;ACT	V;PFV;IND;PL;1;FUT;FIN;ACT
πω	скажите	λέγω	сказать	V;PFV;IND;SG;1;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
κύματα	волн	κύμα	волна	N;NOM;NEUT;PL	N;INAN;GEN;FEM;PL
εφαρμόζεται	прикладной	εφαρμόζω	прикладной	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INS;FEM;SG
εφαρμόζεται	применимо	εφαρμόζω	применимый	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NEUT;SG
μικρότερες	меньшие	μικρός	меньший	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;PL
μικρότερες	меньше	μικρός	мало	ADJ;NOM;CMPR;FEM;PL	NUM
περιλαμβάνεται	включенные	περιλαμβάνω	включить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
περιλαμβάνεται	включено	περιλαμβάνω	включить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
οργανισμοί	организаций	οργανισμός	организация	N;NOM;MASC;PL	N;INAN;GEN;FEM;PL
οργανισμοί	организмов	οργανισμός	организм	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
διαπραγματεύσεις	переговоров	διαπραγμάτευση	переговоры	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
νεκροί	мертвый	νεκρός	мертвый	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
νεκροί	умер	νεκρός	умереть	ADJ;NOM;MASC;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
νεκροί	мертв	νεκρός	мертвый	ADJ;NOM;MASC;PL	ADJ;MASC;SG
νεκροί	мертва	νεκρός	мертвый	ADJ;NOM;MASC;PL	ADJ;FEM;SG
μεσογείου	средиземноморья	μεσόγειος	средиземноморья	PROPN;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
μεσογείου	средиземноморье	μεσόγειος	средиземноморье	PROPN;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
ψηλά	высокий	ψηλώ	высокий	ADV	ADJ;NOM;MASC;SG
ψηλά	high	ψηλώ	high	ADV	PROPN
ψηλά	высокого	ψηλώ	высокий	ADV	ADJ;GEN;MASC;SG
ψηλά	высокая	ψηλώ	высокий	ADV	ADJ;NOM;FEM;SG
εξωτερικά	внешнее	εξωτερικά	внешний	ADV	ADJ;NOM;NEUT;SG
εξωτερικά	внешние	εξωτερικά	внешний	ADV	ADJ;NOM;PL
εξωτερικά	внешняя	εξωτερικά	внешний	ADV	ADJ;NOM;FEM;SG
εξωτερικά	внешних	εξωτερικά	внешний	ADV	ADJ;GEN;PL
εξωτερικά	внешний	εξωτερικά	внешний	ADV	ADJ;NOM;MASC;SG
αναμέτρηση	разборка	αναμέτρηση	разборка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αναμέτρηση	разборки	αναμέτρηση	разборка	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
επίδοση	исполнение	επίδοση	исполнение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επίδοση	производительность	επίδοση	производительность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
μύθο	fable	μύθος	fable	N;NOM;MASC;SG	PROPN
συστατικά	компонентов	συστατικά	компонент	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
κορέας	корея	κορέας	корея	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
κορέας	корее	κορέας	корея	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
πολιτιστικό	культурные	πολιτιστικός	культурный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ρωμαϊκό	роман	ρωμαϊκός	роман	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
πεθαίνει	умрет	πεθαίνω	умереть	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
πεθαίνει	умирают	πεθαίνω	умирать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
πεθαίνει	умираю	πεθαίνω	умирать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
γαλαξία	галактике	γαλαξία	галактика	N;NOM;MASC;SG	N;INAN;DAT;FEM;SG
γαλαξία	galaxy	γαλαξία	galaxy	N;NOM;MASC;SG	PROPN
στέμμα	короны	στέμμα	корона	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
στέμμα	корону	στέμμα	корона	N;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
ακριβής	точные	ακριβής	точный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ακριβής	точные	ακριβής	точный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ακριβής	точной	ακριβής	точный	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
αίτημα	запросить	αίτημα	запросить	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
αίτημα	просьбе	αίτημα	просьба	N;NOM;NEUT;SG	N;INAN;DAT;FEM;SG
πόλεμοι	войн	πόλεμος	война	N;NOM;MASC;PL	N;INAN;GEN;FEM;PL
στρατιωτικά	военный	στρατιωτικά	военный	ADV	ADJ;NOM;MASC;SG
στρατιωτικά	военных	στρατιωτικά	военный	ADV	N;ANIM;GEN;MASC;PL
στρατιωτικά	военная	στρατιωτικά	военный	ADV	ADJ;NOM;FEM;SG
στρατιωτικά	военные	στρατιωτικά	военный	ADV	N;ANIM;NOM;MASC;PL
πλήρωμα	экипажа	πλήρωμα	экипаж	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
πυροβόλα	стреляй	πυροβόλο	стреля	N;NOM;NEUT;PL	V;IPFV;IMP;SG;2;FIN;ACT
πυροβόλα	стреляйте	πυροβόλο	стрелять	N;NOM;NEUT;PL	V;IPFV;IMP;PL;2;FIN;ACT
πυροβόλα	стрелять	πυροβόλο	стрелять	N;NOM;NEUT;PL	V;IPFV;NFIN;ACT
διανομή	распределения	διανομή	распределение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
χώροι	помещение	χώρος	помещение	N;NOM;MASC;PL	N;INAN;NOM;NEUT;SG
χώροι	помещений	χώρος	помещение	N;NOM;MASC;PL	N;INAN;GEN;NEUT;PL
χώροι	сайтов	χώρος	сайт	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
σικάγο	чикаго	σικάγος	чикий		N;INAN;NOM;MASC;SG
σταθερό	стабильно	σταθερός	стабильно	ADJ;NOM;NEUT;SG	ADV
σταθερό	стабильной	σταθερός	стабильный	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
σταθερό	стационарных	σταθερός	стационарный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
σταθερό	исправлена	σταθερός	исправить	ADJ;NOM;NEUT;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
αθλήματα	спортивные	άθλημα	спортивный	N;NOM;NEUT;PL	ADJ;NOM;PL
αθλήματα	спорт	άθλημα	спорт	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
αθλήματα	спортивная	άθλημα	спортивный	N;NOM;NEUT;PL	ADJ;NOM;FEM;SG
αθλήματα	sports	άθλημα	sports	N;NOM;NEUT;PL	PROPN
πλαγιές	склонах	πλαγιά	склон	N;NOM;FEM;PL	N;INAN;ESS;MASC;PL
καταδικάστηκε	осужденные	καταδικάζω	осудить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
καταδικάστηκε	приговорил	καταδικάζω	приговорить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
καταδικάστηκε	осудил	καταδικάζω	осудить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
καταδικάστηκε	осудила	καταδικάζω	осудить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
καταδικάστηκε	осуждает	καταδικάζω	осуждать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
καταδικάστηκε	осудили	καταδικάζω	осудить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
διαθέσιμο	доступно	διαθέσιμο	доступный	N;NOM;NEUT;SG	ADJ;NEUT;SG
διαθέσιμο	доступные	διαθέσιμο	доступный	N;NOM;NEUT;SG	ADJ;NOM;PL
διαθέσιμο	доступны	διαθέσιμο	доступный	N;NOM;NEUT;SG	ADJ;PL
διαθέσιμο	доступен	διαθέσιμο	доступный	N;NOM;NEUT;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
διαθέσιμο	имеющихся	διαθέσιμο	иметься	N;NOM;NEUT;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
έθνος	нации	έθνος	нация	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
στενή	узких	στενός	узкий	ADJ;NOM;FEM;SG	ADJ;GEN;PL
στενή	узкие	στενός	узкий	ADJ;NOM;FEM;SG	ADJ;NOM;PL
στενή	сузить	στενός	сужать	ADJ;NOM;FEM;SG	V;PFV;NFIN;ACT
πολίτης	гражданская	πολίτης	гражданский	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
πολίτης	гражданские	πολίτης	гражданский	N;NOM;MASC;SG	ADJ;NOM;PL
πολίτης	гражданский	πολίτης	гражданский	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
πολίτης	гражданина	πολίτης	гражданин	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
παρέμβαση	вмешательство	παρέμβαση	вмешательство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
παρέμβαση	вмешательства	παρέμβαση	вмешательство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
παρέμβαση	помехи	παρέμβαση	помехи	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
παρέμβαση	вмешательство	παρέμβαση	вмешательство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
παρέμβαση	интервенции	παρέμβαση	интервенция	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
παρέμβαση	вмешательства	παρέμβαση	вмешательство	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
ένοπλες	вооруженный	ένοπλος	вооружить	ADJ;NOM;FEM;PL	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
ένοπλες	вооруженная	ένοπλος	вооружить	ADJ;NOM;FEM;PL	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
ένοπλες	вооруженных	ένοπλος	вооружить	ADJ;NOM;FEM;PL	V;PFV;GEN;PL;PST;V.PTCP;PASS
λάδι	нефти	λάδι	нефть	N;NOM;NEUT;SG	N;INAN;GEN;FEM;SG
σιδήρου	железа	σίδηρος	железо	N;GEN;NEUT;SG	N;INAN;NOM;NEUT;PL
σιδήρου	утюг	σίδηρος	утюг	N;GEN;NEUT;SG	N;INAN;NOM;MASC;SG
σιδήρου	железо	σίδηρος	железо	N;GEN;NEUT;SG	N;INAN;NOM;NEUT;SG
σιδήρου	железный	σίδηρος	железный	N;GEN;NEUT;SG	ADJ;NOM;MASC;SG
αριστερή	левой	αριστερής	левый	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
αριστερή	слева	αριστερής	слева	ADJ;NOM;FEM;SG	ADV
αριστερή	налево	αριστερής	налево	ADJ;NOM;FEM;SG	ADV
αριστερή	осталось	αριστερής	остаться	ADJ;NOM;FEM;SG	V;PFV;NEUT;IND;SG;PST;FIN;MID
αριστερή	оставил	αριστερής	оставить	ADJ;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
έντονο	интенсивных	έντονος	интенсивный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
έντονο	напряженно	έντονος	напряженно	ADJ;NOM;NEUT;SG	ADV
έντονο	интенсивно	έντονος	интенсивно	ADJ;NOM;NEUT;SG	ADV
πυρκαγιά	fire	πυρκαγιά	fire	N;NOM;FEM;SG	PROPN
οθωμανούς	османов	οθωμανός	осман	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
νεότερος	младшая	νεότερος	младший	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;SG
νεότερος	младший	νεότερος	младший	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;MASC;SG
νεότερος	младшая	νεότερος	младший	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;SG
μέτρηση	измерения	μέτρηση	измерение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
μέτρηση	измерения	μέτρηση	измерение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
μεταφέρθηκαν	перевозимых	μεταφέρθηκαν	перевозить	V;PFV;IND;PL;3;PST;FIN;PASS	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
χαρά	радости	χαρά	радость	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
αμβέρσα	антверпене	αμβέρω	антверпен	PROPN;ACC;FEM;SG	N;INAN;DAT;MASC;SG
καταγραφή	запись	καταγραφή	запись	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
καταγραφή	регистрация	καταγραφή	регистрация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
παρόμοιες	аналогичная	παρόμοιος	аналогичный	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
παρόμοιες	аналогичное	παρόμοιος	аналогичный	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
μετάδοση	передачи	μετάδοση	передача	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
μετάδοση	передача	μετάδοση	передача	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
μετάδοση	трансляция	μετάδοση	трансляция	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
μετάδοση	трансляции	μετάδοση	трансляция	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
μετάδοση	вещание	μετάδοση	вещание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
μετάδοση	вещания	μετάδοση	вещание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
μετάδοση	вещание	μετάδοση	вещание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
εφ	эф	εφ	эф	N	PART
ψυχή	психики	ψυχή	психика	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
ψυχή	души	ψυχή	душа	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
ψυχή	душа	ψυχή	душа	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ψυχή	soul	ψυχή	soul	N;ACC;FEM;SG	PROPN
ψυχή	соул	ψυχή	соул	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
κυπριακή	киприотов	κυπριακός	киприот	ADJ;NOM;FEM;SG	N;ANIM;GEN;MASC;PL
αντιπάλους	противники	αντίπαλος	противник	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
αντιπάλους	оппонентов	αντίπαλος	оппонент	N;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
τείχος	стене	τείχος	стена	N;NOM;NEUT;SG	N;INAN;DAT;FEM;SG
ιστορικούς	историки	ιστορικός	историк	ADJ;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
πτολεμαίος	птолемей	πτολεμαίος	птолемь	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
θηλυκό	женское	θηλυκός	женский	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
θηλυκό	женщины	θηλυκός	женщина	N;NOM;NEUT;SG	N;ANIM;NOM;FEM;PL
θηλυκό	женский	θηλυκός	женский	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
θηλυκό	женская	θηλυκός	женский	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
χιλ	холм	χιλ	холм		N;INAN;NOM;MASC;SG
χιλ	хилл	χιλ	хилл		
χιλ	hill	χιλ	hill		PROPN
ζημιές	ущерб	ζημιά	ущерб	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
ζημιές	ущерба	ζημιά	ущерб	N;NOM;FEM;PL	N;INAN;GEN;MASC;SG
ζημιές	ущерб	ζημιά	ущерб	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
ζημιές	повреждение	ζημιά	повреждение	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
ζημιές	вред	ζημιά	вред	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
βενιζέλου	венизелос	βενιζέλος	венизелос	PROPN;GEN;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
πέφτει	фоллс	πέφτω	фоллс	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
ομιλία	речь	ομιλία	речь	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ομιλία	речи	ομιλία	речь	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
