през	through	през	through	ADP	
публикувани	pubblicato	публикувам	pubblicare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
публикувани	pubblicata	публикувам	pubblicare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
конструкция	costruzioni	конструкция	costruzione	N;INDF;FEM;SG	N;FEM;PL
съвременен	moderne	съвременен	moderno	ADJ;INDF;MASC;SG	ADJ;FEM;PL
съвременен	moderni	съвременен	moderno	ADJ;INDF;MASC;SG	ADJ;MASC;PL
съвременен	modern	съвременен	modern	ADJ;INDF;MASC;SG	N
съвременен	modernità	съвременен	modernità	ADJ;INDF;MASC;SG	N;FEM
съвременен	contemporanei	съвременен	contemporaneo	ADJ;INDF;MASC;SG	N;MASC;PL
варира	gamme	варир	gamma	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
преговори	negoziazione	преговори	negoziazione	N;INDF	N;FEM;SG
преговори	trattativa	преговори	trattativa	N;INDF	N;FEM;SG
преговори	negoziati	преговори	negoziato	N;INDF	N;MASC;PL
преговори	trattative	преговори	trattativa	N;INDF	N;FEM;PL
преговори	negoziato	преговори	negoziare	N;INDF	V;MASC;SG;PST;V.PTCP
преговори	negoziare	преговори	negoziare	N;INDF	V;NFIN
преговори	negoziazione	преговори	negoziazione	N;INDF	N;FEM;SG
преговори	negoziato	преговори	negoziare	N;INDF	V;MASC;SG;PST;V.PTCP
преговори	negoziazioni	преговори	negoziazione	N;INDF	N;FEM;PL
преговори	negoziati	преговори	negoziato	N;INDF	N;MASC;PL
преговори	trattative	преговори	trattativa	N;INDF	N;FEM;PL
икони	icona	икона	icona	N;INDF;FEM;PL	N;FEM;SG
емилия	emilia	емилия	emilia	PROPN;INDF;FEM;SG	N;FEM;SG
мозамбик	mozambico	мозамбик	mozambico	N;INDF;MASC;SG	ADJ;MASC;SG
артилерийски	ordnance	артилерийски	ordnance	ADJ;INDF;MASC;SG	N;MASC
жак	jacques	жак	jacques	PROPN;INDF;MASC;SG	N;MASC;SG
грижи	care	грижа	caro	N;INDF;FEM;PL	ADJ;FEM;PL
грижи	cura	грижа	cura	N;INDF;FEM;PL	N;FEM;SG
йерусалим	gerusalemme	йерусалим	gerusalemma	N;INDF;MASC;SG	ADJ;SG
характеризира	caratterizzato	характеризирам	caratterizzare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
характеризира	caratterizzata	характеризирам	caratterizzare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
характеризира	caratterizzate	характеризирам	caratterizzare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
характеризира	caratterizzati	характеризирам	caratterizzare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
главни	main	главен	main	ADJ;INDF;PL	
главни	principale	главен	principale	ADJ;INDF;PL	ADJ;SG
традиции	tradizione	традиция	tradizione	N;INDF;FEM;PL	N;FEM;SG
шри	sri	шри	sri	PROPN;INDF;MASC;SG	N;MASC;SG
печат	stampare	печат	stampare	N;INDF;MASC;SG	V;NFIN
служители	personale	служител	personale	N;INDF;MASC;PL	ADJ;SG
намаляване	ridurre	намаляване	ridurre	N;INDF;NEUT;SG	V;NFIN
десетки	rte	десятка	rte	N;INDF;FEM;PL	N;MASC;SG
двадесет	twenty	двадесет	twenty	NUM;INDF;PL	N
драматичен	drammatiche	драматичен	drammatico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
драматичен	drammatici	драматичен	drammatico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
разделена	divisi	разделя-(се)	dividere	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
разделена	divise	разделя-(се)	divisa	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;FEM;PL
разделена	suddivisi	разделя-(се)	suddividere	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
мили	millie	мил	millia	ADJ;INDF;PL	N
мили	chilometri	мил	chilometro	ADJ;INDF;PL	N;MASC;PL
мили	miles	мил	miles	ADJ;INDF;PL	N
мили	miglia	мил	miglio	ADJ;INDF;PL	N;FEM;PL
ера	era	ера	essere	N;INDF;FEM;SG	V;IND;SG;3;IPFV;FIN
португалски	portoghesi	португалски	portoghese	ADJ;INDF;MASC;SG	N;PL
кристиан	cristiano	кристиан	cristiano	N;INDF;MASC;SG	ADJ;MASC;SG
кристиан	cristiani	кристиан	cristiano	N;INDF;MASC;SG	N;MASC;PL
кристиан	cristiana	кристиан	cristiano	N;INDF;MASC;SG	ADJ;FEM;SG
джовани	giovanni	джован	giovanne	PROPN;INDF;MASC;SG	N;MASC;SG
добавя	aggiungi	добавям	aggiungere	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;2;PRS;FIN
картина	dipingere	картина	dipingere	N;INDF;FEM;SG	V;NFIN
литва	lituania	литва	lituania	PROPN;INDF;FEM;SG	ADJ;FEM;SG
джак	fante	джак	fante	PROPN;INDF;MASC;SG	N;MASC;SG
джак	jack	джак	jack	PROPN;INDF;MASC;SG	N;MASC
поглед	sbirciare	поглед	sbirciare	N;INDF;MASC;SG	V;NFIN
валерий	valerio	валерий	valerio	PROPN;INDF;MASC;SG	N;MASC;SG
преводач	interpreti	преводач	interprete	N;INDF;MASC;SG	N;MASC;PL
обича	amori	обичам	amore	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
масово	messa	масово	messa	ADV	N;FEM;SG
масово	mass	масово	mass	ADV	N
масово	massa	масово	massa	ADV	N;FEM;SG
ранени	ferito	раня	ferire	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
ранени	feriti	раня	ferito	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;PL
ранени	ferito	раня	ferire	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
ранени	feriti	раня	ferito	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;PL
строителство	costruzioni	строителство	costruzione	N;INDF;NEUT;SG	N;FEM;PL
дълбоко	profonda	дълбоко	profondo	ADV	ADJ;FEM;SG
дълбоко	profondo	дълбоко	profondo	ADV	ADJ;MASC;SG
дълбоко	deep	дълбоко	deep	ADV	N
относително	parente	относително	parente	ADV	N;SG
относително	relativa	относително	relativo	ADV	ADJ;FEM;SG
относително	relativo	относително	relativo	ADV	ADJ;MASC;SG
различно	differenti	различно	differente	ADV	ADJ;PL
различно	differente	различно	differente	ADV	ADJ;SG
различно	diverse	различно	diverso	ADV	ADJ;FEM;PL
различно	diversa	различно	diverso	ADV	DET;FEM;SG
различно	diverso	различно	diverso	ADV	ADJ;MASC;SG
различно	diversi	различно	diverso	ADV	DET;MASC;PL
афганистан	afghani	афганистан	afghano	N;DEF;MASC;SG	N;MASC;PL
афганистан	afgano	афганистан	afgano	N;DEF;MASC;SG	ADJ;MASC;SG
афганистан	afgani	афганистан	afgano	N;DEF;MASC;SG	N;MASC;PL
афганистан	afghano	афганистан	afghare	N;DEF;MASC;SG	ADJ;MASC;SG
глави	testa	глава	testa	N;INDF;FEM;PL	N;FEM;SG
юнеско	unesco	юнеско	unesco	ADV	N;MASC;SG
покрива	tetti	покрив	tetto	N;INDF;MASC;SG	N;MASC;PL
партизанин	partigiano	партизанин	partigiano	N;INDF;MASC;SG	ADJ;MASC;SG
партизанин	partigiani	партизанин	partigiano	N;INDF;MASC;SG	N;MASC;PL
пътуване	viaggi	пътуване	viaggio	N;INDF;NEUT;SG	N;MASC;PL
пътуване	viaggiare	пътуване	viaggiare	N;INDF;NEUT;SG	V;NFIN
пътуване	viaggiare	пътуване	viaggiare	N;INDF;NEUT;SG	V;NFIN
пътуване	viaggiare	пътуване	viaggiare	N;INDF;NEUT;SG	V;NFIN
тайван	taiwan	тайван	taiwan	PROPN;INDF;MASC;SG	N;MASC
активна	active	активна	activo	ADJ;INDF;FEM;SG	N
активна	attivi	активна	attivo	ADJ;INDF;FEM;SG	ADJ;MASC;PL
активна	attive	активна	attivo	ADJ;INDF;FEM;SG	ADJ;FEM;PL
собствен	propria	собствен	proprio	ADJ;INDF;MASC;SG	DET;FEM;SG
специалист	specialisti	специалист	specialista	N;INDF;MASC;SG	N;MASC;PL
хаджи	hadji	хаджи	hadji	N;INDF;MASC;SG	ADJ;SG
арабия	arabia	арабия	arabia	PROPN;INDF;FEM;SG	N;FEM;SG
гръцко	greco	гръцко	greco	ADV	ADJ;MASC;SG
гръцко	greca	гръцко	greca	ADV	ADJ;FEM;SG
гръцко	greci	гръцко	grecio	ADV	N;MASC;PL
месо	carni	месо	carno	N;INDF;NEUT;SG	N;FEM;PL
камерун	camerun	камерун	camerun	PROPN;INDF;MASC;SG	N;MASC
тракийски	tracia	тракийски	tracia	ADJ;INDF;MASC;SG	N;FEM;SG
тракийски	trace	тракийски	trace	ADJ;INDF;MASC;SG	N
костов	kostov	костов	kostov	PROPN;INDF;MASC;SG	ADJ;MASC;SG
правилно	destro	правилно	destro	ADV	N;MASC;SG
правилно	right	правилно	right	ADV	
правилно	giusto	правилно	giusto	ADV	ADJ;MASC;SG
правилно	destra	правилно	destra	ADV	N;FEM;SG
правилно	corretta	правилно	corretto	ADV	ADJ;FEM;SG
правилно	corretti	правилно	corretto	ADV	ADJ;MASC;PL
правилно	correggere	правилно	correggere	ADV	V;NFIN
правилно	corrette	правилно	corretto	ADV	ADJ;FEM;PL
правилно	corretto	правилно	corretto	ADV	ADJ;MASC;SG
представени	presentato	представя-(се)	presentare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
представени	inviato	представя-(се)	inviato	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;SG
представени	rappresentato	представя-(се)	rappresentare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
представени	rappresentata	представя-(се)	rappresentare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
прилага	applica	прилагам	applicare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;2;PRS;FIN
иванова	ivanova	иванова	ivanovare	PROPN;INDF;FEM;SG	ADJ;FEM;SG
пламен	plamen	пламен	plamen	PROPN;INDF;MASC;SG	ADJ;SG
публикувана	pubblicate	публикувам	pubblicare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
публикувана	pubblicati	публикувам	pubblicare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
браун	brown	браун	brown	PROPN;INDF;MASC;SG	N;MASC
браун	marrone	браун	marrone	PROPN;INDF;MASC;SG	N;MASC;SG
браун	marroni	браун	marrone	PROPN;INDF;MASC;SG	N;MASC;PL
браун	braun	браун	braun	PROPN;INDF;MASC;SG	N;MASC
посветен	dedicati	посветя-(се)	dedicare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
посветен	dedicate	посветя-(се)	dedicare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
посочено	citate	посоча	citate	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
посочено	citati	посоча	citare	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
посочено	specificate	посоча	specificare	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PL;PST;FIN
посочено	specificati	посоча	specificare	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
коментар	commenta	коментар	commentare	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
коментар	commentate	коментар	commentare	N;INDF;MASC;SG	V;IND;PL;2;PST;FIN
неапол	napoli	неапол	napola	PROPN;INDF;MASC;SG	N;MASC;SG
популярна	popolari	популярен	popolare	ADJ;INDF;FEM;SG	ADJ;PL
популярен	popolari	популярен	popolare	ADJ;INDF;MASC;SG	ADJ;PL
административни	amministrativo	административен	amministrativo	ADJ;INDF;PL	ADJ;MASC;SG
червена	red	червен	red	ADJ;INDF;FEM;SG	N
брайън	brian	брайън	brian	PROPN;INDF;MASC;SG	N;FEM;SG
брайън	bryan	брайън	bryan	PROPN;INDF;MASC;SG	N;MASC;SG
дейвис	davis	дейвис	davis	PROPN;INDF;MASC;SG	N;MASC;SG
дейвис	davies	дейвис	davies	PROPN;INDF;MASC;SG	N;MASC;SG
съдбата	destini	съдба	destino	N;DEF;FEM;SG	N;MASC;PL
съдбата	fato	съдба	fare	N;DEF;FEM;SG	ADJ;MASC;SG
чувства	sentimento	чувство	sentimento	N;INDF;NEUT;PL	N;MASC;SG
златна	golden	златен	golden	ADJ;INDF;FEM;SG	N;MASC;SG
златна	dorata	златен	dorata	ADJ;INDF;FEM;SG	V;FEM;SG;PST;V.PTCP
златна	oro	златен	oro	ADJ;INDF;FEM;SG	N;MASC;SG
златна	gold	златен	gold	ADJ;INDF;FEM;SG	N
жанр	generi	жанр	genere	N;INDF;MASC;SG	N;MASC;PL
културен	colto	културен	cogliere	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
врата	porta	врата	portare	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
юрист	avvocati	юрист	avvocato	N;INDF;MASC;SG	N;MASC;PL
мира	mira	мир	mirare	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
ниски	basso	нисък	basso	ADJ;INDF;PL	ADJ;MASC;SG
ниски	low	нисък	low	ADJ;INDF;PL	V;IND;SG;2;PRS;FIN
ниски	bassa	нисък	basso	ADJ;INDF;PL	ADJ;FEM;SG
естествени	natural	естествен	natural	ADJ;INDF;PL	N;FEM;SG
естествени	naturale	естествен	naturale	ADJ;INDF;PL	ADJ;SG
младши	junior	младш	junior	PROPN;INDF;MASC;SG	N
младши	juniores	младш	juniores	PROPN;INDF;MASC;SG	N;MASC
брюксел	bruxelles	брюксел	bruxelles	PROPN;INDF;MASC;SG	N;FEM;SG
брюксел	brussels	брюксел	brussels	PROPN;INDF;MASC;SG	N;MASC
павлов	pavlov	павлов	pavlov	PROPN;INDF;MASC;SG	N;MASC;SG
откриване	scoprire	откриване	scoprire	N;INDF;NEUT;SG	V;NFIN
откриване	scopra	откриване	scoprire	N;INDF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
откриване	scopri	откриване	scoprire	N;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN
листата	foglie	листа	foglia	N;DEF;FEM;SG	N;FEM;PL
оборудване	attrezzature	оборудване	attrezzatura	N;INDF;NEUT;SG	N;FEM;PL
тони	toni	тони	tono	N;INDF;MASC;SG	N;MASC;PL
играл	giocati	играя	giocare	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
значителна	sostanziali	значителен	sostanziale	ADJ;INDF;FEM;SG	ADJ;PL
значителна	significative	значителен	significativo	ADJ;INDF;FEM;SG	ADJ;FEM;PL
значителна	significativi	значителен	significativo	ADJ;INDF;FEM;SG	ADJ;MASC;PL
медии	media	медия	media	N;INDF;FEM;PL	N;FEM;SG
номиниран	designati	номинирам	designare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
номиниран	nomination	номинирам	nomination	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;FEM;PL
кратка	corti	кратък	corto	ADJ;INDF;FEM;SG	N;MASC;PL
кратка	short	кратък	short	ADJ;INDF;FEM;SG	N
вокал	vocali	вокал	vocale	N;INDF;MASC;SG	N;FEM;PL
одрин	edirne	одрин	edirn	N;INDF;MASC;SG	ADJ;FEM;SG
усилия	sforzo	усилие	sforzo	N;INDF;NEUT;PL	N;MASC;SG
представена	rappresentate	представя-(се)	rappresentare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
представена	rappresentati	представя-(се)	rappresentare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
представена	inviato	представя-(се)	inviato	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;MASC;SG
представена	presentati	представя-(се)	presentare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
представена	presentate	представя-(се)	presentare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
космоса	spazi	космос	spazio	N;DEF;MASC;SG	N;MASC;PL
средновековна	medioevo	средновековен	medioevo	ADJ;INDF;FEM;SG	N;MASC;SG
средновековна	medievali	средновековен	medievale	ADJ;INDF;FEM;SG	ADJ;PL
населено	popolate	населя	popolato	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
традиционно	tradizionale	традиционен	tradizionale	ADV	ADJ;SG
традиционно	tradizionali	традиционен	tradizionale	ADV	ADJ;PL
костур	persico	костур	persico	N;INDF;MASC;SG	ADJ;MASC;SG
костур	basso	костур	basso	N;INDF;MASC;SG	ADJ;MASC;SG
костур	bassi	костур	basso	N;INDF;MASC;SG	ADJ;MASC;PL
разделен	separati	разделя-(се)	separare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
разделен	separate	разделя-(се)	separare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
разделен	divisi	разделя-(се)	dividere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
разделен	divise	разделя-(се)	divisa	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;FEM;PL
разделен	suddivisi	разделя-(се)	suddividere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
разделен	spalato	разделя-(се)	spalato	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
разделен	split	разделя-(се)	split	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N
среден	media	среден	media	ADJ;INDF;MASC;SG	N;FEM;SG
среден	media	среден	media	ADJ;INDF;MASC;SG	N;FEM;SG
среден	medium	среден	medium	ADJ;INDF;MASC;SG	N
чехословакия	cecoslovacchia	чехословаки	cecoslovacchio	PROPN;INDF;FEM;SG	N;FEM;SG
независима	independent	независим	independent	ADJ;INDF;FEM;SG	N;MASC
независима	indipendenti	независим	indipendente	ADJ;INDF;FEM;SG	ADJ;PL
горски	silvicoltura	горски	silvicoltura	ADJ;INDF;MASC;SG	N;FEM;SG
горски	foreste	горски	foresta	ADJ;INDF;MASC;SG	N;FEM;PL
горски	forestali	горски	forestale	ADJ;INDF;MASC;SG	ADJ;PL
горски	foreste	горски	foresta	ADJ;INDF;MASC;SG	N;FEM;PL
горски	foresta	горски	foresta	ADJ;INDF;MASC;SG	N;FEM;SG
горски	gorski	горски	gorskio	ADJ;INDF;MASC;SG	N;MASC
туризъм	escursioni	туризъм	escursione	N;INDF;MASC;SG	N;FEM;PL
географска	geografici	географски	geografico	ADJ;INDF;FEM;SG	ADJ;MASC;PL
достигне	copertura	достигна	copertura	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
достигне	reach	достигна	reach	V;PFV;IND;SG;3;PST;FIN;ACT	N
активен	active	активен	activo	ADJ;INDF;MASC;SG	N
активен	attivi	активен	attivo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
активен	attive	активен	attivo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
спомени	memoria	споменя	memoria	N;INDF;MASC;PL	N;FEM;SG
бъдеще	futuro	бъдеще	futuro	N;INDF;NEUT;SG	ADJ;MASC;SG
бъдеще	futura	бъдеще	futuro	N;INDF;NEUT;SG	ADJ;FEM;SG
бъдеще	future	бъдеще	futuro	N;INDF;NEUT;SG	ADJ;FEM;PL
бъдеще	futuri	бъдеще	futuro	N;INDF;NEUT;SG	ADJ;MASC;PL
хранене	nutrirsi	хранене	nutrire	N;INDF;NEUT;SG	N;MASC;PL
бразилски	brasiliani	бразилски	brasiliano	ADJ;INDF;MASC;SG	N;MASC;PL
марин	marin	марин	marin	PROPN;INDF;MASC;SG	N;MASC;SG
марин	marín	марин	martn	PROPN;INDF;MASC;SG	N;MASC;SG
интер	inter	интер	inter	PROPN;INDF;MASC;SG	N;FEM;SG
варшава	varsavia	варшав	varsavia	PROPN;INDF;FEM;SG	N;FEM;SG
юлия	yulia	юлия	yulia	PROPN;INDF;FEM;SG	N;FEM;SG
юлия	giulia	юлия	giulia	PROPN;INDF;FEM;SG	N;FEM;SG
псевдоним	pseudonimi	псевдоня	pseudonimo	N;INDF;MASC;SG	N;MASC;PL
мирен	pacifici	мирен	pacifico	N;INDF;MASC;SG	ADJ;MASC;PL
мирен	pacifico	мирен	pacifico	N;INDF;MASC;SG	ADJ;MASC;SG
мирен	pacifica	мирен	pacifico	N;INDF;MASC;SG	ADJ;FEM;SG
вътрешни	interno	вътрешен	interno	ADJ;INDF;PL	ADJ;MASC;SG
вътрешни	interno	вътрешен	interno	ADJ;INDF;PL	ADJ;MASC;SG
вътрешни	interiore	вътрешен	interiore	ADJ;INDF;PL	ADJ;SG
вино	vini	вино	vino	N;INDF;NEUT;SG	N;MASC;PL
кратък	corti	кратък	corto	ADJ;INDF;MASC;SG	N;MASC;PL
кратък	short	кратък	short	ADJ;INDF;MASC;SG	N
заслуги	fondatezza	заслуга	fondatezza	N;INDF;FEM;PL	N;FEM;SG
заслуги	merito	заслуга	merito	N;INDF;FEM;PL	N;MASC;SG
диск	dischi	диск	disco	N;INDF;MASC;SG	N;MASC;PL
крум	krum	крум	krum	PROPN;INDF;MASC;SG	N;MASC;SG
следователно	ergo	следователно	ergo	ADV	INTJ;POS
живи	living	жив	living	ADJ;INDF;PL	N
живи	vivente	жив	vivente	ADJ;INDF;PL	ADJ;SG
живи	vivere	жив	vivere	ADJ;INDF;PL	V;NFIN
живи	live	жив	live	ADJ;INDF;PL	N;MASC
живи	vivere	жив	vivere	ADJ;INDF;PL	V;NFIN
живи	viva	жив	vivo	ADJ;INDF;PL	ADJ;FEM;SG
живи	vivo	жив	vivo	ADJ;INDF;PL	ADJ;MASC;SG
живи	alive	жив	alivo	ADJ;INDF;PL	N
кьолн	colonia	кьолн	colonia	PROPN;INDF;MASC;SG	N;FEM;SG
отделен	separata	отделен	separare	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
отделен	separate	отделен	separare	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
отделен	separati	отделен	separare	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
отделен	separato	отделен	separare	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
отделен	separare	отделен	separare	ADJ;INDF;MASC;SG	V;NFIN
надежда	speranze	надежда	speranza	N;INDF;FEM;SG	N;FEM;PL
надежда	speri	надежда	spero	N;INDF;FEM;SG	V;IND;SG;2;PRS;FIN
надежда	auguro	надежда	augurare	N;INDF;FEM;SG	V;IND;SG;1;PRS;FIN
ракета	razzi	ракета	razzo	N;INDF;FEM;SG	N;MASC;PL
ракета	missili	ракета	missile	N;INDF;FEM;SG	N;MASC;PL
владислав	vladislav	владислав	vladislav	PROPN;INDF;MASC;SG	N;SG
адвокат	avvocati	адвокат	avvocato	N;INDF;MASC;SG	N;MASC;PL
конфликти	conflitto	конфликт	conflitto	N;INDF;MASC;PL	N;MASC;SG
колонии	colonia	колония	colonia	N;INDF;FEM;PL	N;FEM;SG
пресича	traversata	пресичам-(се)	traversare	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
пресича	attraversamento	пресичам-(се)	attraversamento	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
червени	rosso	червен	rosso	ADJ;INDF;PL	ADJ;MASC;SG
червени	rossa	червен	rosso	ADJ;INDF;PL	ADJ;FEM;SG
червени	red	червен	red	ADJ;INDF;PL	N
грешка	errata	грешка	errato	N;INDF;FEM;SG	ADJ;FEM;SG
грешка	sbagliata	грешка	sbagliato	N;INDF;FEM;SG	V;FEM;SG;PST;V.PTCP
грешка	errato	грешка	errato	N;INDF;FEM;SG	ADJ;MASC;SG
грешка	sbagliato	грешка	sbagliare	N;INDF;FEM;SG	V;MASC;SG;PST;V.PTCP
грешка	errori	грешка	errore	N;INDF;FEM;SG	N;MASC;PL
проучване	studia	проучване	studiare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
проучване	studiare	проучване	studiare	N;INDF;NEUT;SG	V;NFIN
проучване	ricerche	проучване	ricerca	N;INDF;NEUT;SG	N;FEM;PL
съжаление	peccato	съжаление	peccato	N;INDF;NEUT;SG	ADJ;MASC;SG
съжаление	rimpianti	съжаление	rimpiante	N;INDF;NEUT;SG	N;PL
включена	inclusi	включа-(се)	includere	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
включена	incluse	включа-(се)	incluso	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;PL
включена	abilitate	включа-(се)	abilitare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
включена	abilitati	включа-(се)	abilitare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
оръдие	cannoni	оръдие	cannone	N;INDF;NEUT;SG	N;MASC;PL
бие	battiti	бия-(се)	battito	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
бие	percosse	бия-(се)	percosso	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
бие	pestaggio	бия-(се)	pestaggio	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
обществено	pubblica	обществен	pubblico	ADV	ADJ;FEM;SG
обществено	pubblici	обществен	pubblico	ADV	ADJ;MASC;PL
обществено	public	обществен	public	ADV	N
обществено	pubblico	обществен	pubblico	ADV	ADJ;MASC;SG
гласуването	votazioni	гласуване	votazione	N;DEF;NEUT;SG	N;FEM;PL
лиценз	licenze	лиценз	licenza	N;INDF;MASC;SG	N;FEM;PL
частици	particolato	частица	particolato	N;INDF;FEM;PL	N;MASC;SG
частици	particella	частица	particella	N;INDF;FEM;PL	N;FEM;SG
произведени	prodotta	произведа	produrre	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
произведени	fabbricato	произведа	fabbricato	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;SG
произведени	fabbricati	произведа	fabbricato	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;PL
женска	femmina	женски	femmina	ADJ;INDF;FEM;SG	N;FEM;SG
женска	donna	женски	donna	ADJ;INDF;FEM;SG	N;FEM;SG
женска	femmine	женски	femmina	ADJ;INDF;FEM;SG	N;FEM;PL
сър	signore	сър	signore	N;INDF;MASC;SG	N;MASC;PL
морска	marine	морски	marina	ADJ;INDF;FEM;SG	N;FEM;PL
морска	marino	морски	marino	ADJ;INDF;FEM;SG	N;MASC;SG
морска	marittimi	морски	marittimo	ADJ;INDF;FEM;SG	N;MASC;PL
крис	chris	крис	chris	PROPN;INDF;MASC;SG	N
крис	cris	крис	cris	PROPN;INDF;MASC;SG	N;SG
крис	kris	крис	kris	PROPN;INDF;MASC;SG	N;MASC;SG
даже	even	даже	eveno	PART	
даже	perfino	даже	perfino	PART	ADV
даже	persino	даже	persino	PART	ADV
даже	anche	даже	anche	PART	ADV
канадски	canadese	канадски	canadese	ADJ;INDF;MASC;SG	N;SG
канадски	canadesi	канадски	canadese	ADJ;INDF;MASC;SG	N;PL
