başrolde	بطولة	başrol	بُطُولَة	N;ESS;SG;3	N;NOM;INDF;SG
avantaj	المزايا	avantaj	مَزِيَّة		N;NOM;DEF;PL
avantaj	الميزة	avantaj	مِيزَة		N;NOM;DEF;SG
avantaj	ميزة	avantaj	مِيزَة		N;NOM;INDF;SG
avantaj	مزية	avantaj	مَزِيَّة		N;NOM;INDF;SG
pinyin	بينيين	piny	بِينِيّ		
burkina	بوركينا	burkina	بُوركِينَا		
samsung	سامسونج	samsung	سامسونج	N;NOM;SG;3	
kay	كاي	kay	كَاي		
via	عبر	via	عَبرَ	PROPN;NOM;SG;3	ADP;ACC
via	فيا	via	فِيَا	PROPN;NOM;SG;3	
gerçeklik	واقعية	gerçeklik	وَاقِعِيَّة	N;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
gerçeklik	واقعا	gerçeklik	وَاقِع	N;NOM;SG;3	N;ACC;INDF;SG
temple	المعبد	temp	مَعبَد	PROPN;NOM;SG;3	N;NOM;DEF;SG
temple	تمبل	temp	مَبَّل	PROPN;NOM;SG;3	
temple	معبد	temp	معبد	PROPN;NOM;SG;3	N;NOM;INDF;SG
betty	بيتى	bet	بِيتِي		
betty	بيتي	bet	بِيتِي		
kablosuz	اللاسلكية	kablosuz	لَاسِلكِيّ	ADJ	N;NOM;DEF;SG
kablosuz	اللاسلكي	kablosuz	لَاسِلكِيّ	ADJ	N;NOM;DEF;SG
soldan	اليسار	sol	يَسَار	ADJ;AT+ABL;SG;3	N;NOM;DEF;SG
soldan	يسار	sol	سَار	ADJ;AT+ABL;SG;3	
onarım	اصلاح	o	إِصلَاح		N;NOM;INDF;SG
onarım	التصليح	o	تَصلِيح		N;NOM;DEF;SG
onarım	الاصلاح	o	إِصلَاح		N;NOM;DEF;SG
onarım	تصليح	o	تَصلِيح		N;NOM;INDF;SG
onarım	الاصلاحات	o	إِصلَاح		N;NOM;DEF;PL
onarım	اصلاحات	o	إِصلَاح		N;NOM;INDF;PL
onarım	الاستعادة	o	اِستِعَادَة		N;NOM;DEF;SG
onarım	الترميم	o	تَرمِيم		N;NOM;DEF;SG
onarım	ترميم	o	تَرمِيم		N;NOM;INDF;SG
adaylıkları	الترشيحات	adaylık	تَرشِيح	N;ACC;PL;3	N;NOM;DEF;PL
forbes	فوربس	forbes	فُوربِس		
forbes	فوربز	forbes	فُوربز		
ücreti	رسوم	ücret	رَسم		N;NOM;INDF;PL
ücreti	الاجر	ücret	أَجر		N;NOM;DEF;SG
ücreti	الرسوم	ücret	رَسم		N;NOM;DEF;PL
ücreti	اجر	ücret	أَجر		N;NOM;INDF;SG
ücreti	الكلفة	ücret	كُلفَة		N;NOM;DEF;SG
ücreti	التكلفة	ücret	تَكلِفَة		N;NOM;DEF;SG
ücreti	التكاليف	ücret	تَكلِيف		N;NOM;DEF;PL
ücreti	تكلفة	ücret	تَكلِفَة		N;NOM;INDF;SG
kabak	القرعة	kabak	قُرعَة		N;NOM;DEF;SG
kabak	اليقطين	kabak	يَقط		N;NOM;DEF;SG
kabak	القرع	kabak	قُرعَة		N;NOM;DEF;SG
kabak	الاسكواش	kabak	سُكوَاش		N;NOM;DEF;SG
kabak	كوسة	kabak	كُوسَة		
arayüzü	واجهة	arayüz	وَاجِهَة	N;ACC;SG;3	N;NOM;INDF;SG
arayüzü	الواجهة	arayüz	وَاجِهَة	N;ACC;SG;3	N;NOM;DEF;SG
hammer	هامر	hammer	هَامِر		
hammer	المطرقة	hammer	مُطَّرِق		N;NOM;DEF;SG
hammer	مطرقة	hammer	مطرقة		N;NOM;INDF;SG
kardinal	الكاردينال	kardinal	كَارِدِينَال	N;DAT;SG;3	
kardinal	كاردينال	kardinal	كاردينال	N;DAT;SG;3	
enflasyon	التضخم	enflasyon	تَضَخُّم		N;NOM;DEF;SG
enflasyon	تضخم	enflasyon	تَضَخَّم		N;NOM;INDF;SG
obama	اوباما	oba	أُوبَام		
nord	نورد	nord	نورد	PROPN;NOM;SG;3	
sakız	العلكة	sakız	عَلكَة		N;NOM;DEF;SG
sakız	علكة	sakız	عَلِكَة		N;NOM;INDF;SG
nina	نينا	nina	نينا		
jeffrey	جيفري	jeffrey	جيفري		
ned	نيد	ned	نيد		
christine	كرستين	christ	كَرسَة	PROPN;DAT;SG;3	N;NOM;INDF;DU
christine	كريستين	christ	كرِيسَة	PROPN;DAT;SG;3	
rogers	روجرز	rogers	رُوجرِز		
lejyon	فيلق	lejyon	فِيلق		N;NOM;INDF;SG
lejyon	الفيلق	lejyon	فَيلَق		N;NOM;DEF;SG
gate	البوابة	gate	بَوَّابَة		N;NOM;DEF;SG
gate	بوابة	gate	بَوَّابَة		N;NOM;INDF;SG
gate	البوابه	gate	بُوَابَهَة		
dell	ديل	dell	دَيلَ		
grove	بستان	grove	بستان	PROPN;NOM;SG;3	
dağılmış	متفرقة	dağıl	مُتَفَرِّق		ADJ;NOM;INDF;FEM;SG
niigata	نيغاتا	niigata	نِيغَاتَا	PROPN;NOM;SG;3	
ofis	مكاتب	ofis	مَكتَب		N;NOM;INDF;PL
ofis	المكاتب	ofis	مَكتَب		N;NOM;DEF;PL
ofis	المكتب	ofis	مَكتَب		N;NOM;DEF;SG
ofis	مكتب	ofis	مَكتَب		N;NOM;INDF;SG
ofis	المنصب	ofis	مَنصِب		N;NOM;DEF;SG
çizgili	مخططة	çizgili	مُخَطَّط		ADJ;NOM;INDF;FEM;SG
ret	الرفض	ret	رَفض		N;NOM;DEF;SG
reel	ريال	reel	رِيَال		N;NOM;INDF;SG
reel	حقيقي	reel	حَقِيقِيّ		ADJ;NOM;INDF;MASC;SG
reel	حقيقية	reel	حَقِيقِيّ		ADJ;NOM;INDF;FEM;SG
connor	كونور	connor	كونور		
acımasız	وحشية	acımasız	وحشية	ADJ	N;NOM;INDF;SG
acımasız	وحشي	acımasız	وحشي	ADJ	
acımasız	ضروب	acımasız	ضَرب	ADJ	N;NOM;INDF;SG
alım	اشتري	alım	أَشتَر		
alım	شراء	alım	شِرَاء		N;NOM;INDF;SG
magnus	ماغنوس	magnus	ماغنوس		
magnus	ماجنوس	magnus	ماجنوس		
filistinli	فلسطينية	filistinli	فِلَسطِينِيّ		ADJ;NOM;INDF;FEM;SG
filistinli	الفلسطيني	filistinli	فِلَسطِينِيّ		N;NOM;DEF;SG
filistinli	فلسطيني	filistinli	فِلَسطِينِيّ		N;NOM;INDF;SG
hacim	الحجم	hacim	حَجم		N;NOM;DEF;SG
hacim	المجلد	hacim	مَجلَد		N;NOM;DEF;SG
hacim	حجم	hacim	حَجم		N;NOM;INDF;SG
çıkarılmış	استخرجت	çıkar	اِستَخرَج	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
istiyor	يريد	iste	أَرَاد	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
petro	بترو	petro	بترو		
petro	بيترو	petro	بيترو		
duncan	دنكان	duncan	دَنكَان	PROPN;NOM;SG;3	
duncan	دانكن	duncan	دَانكُن	PROPN;NOM;SG;3	
duncan	دونكان	duncan	دُونكَان	PROPN;NOM;SG;3	
afet	الكوارث	afet	كَارِثَة		N;NOM;DEF;PL
afet	كارثة	afet	كَارِثَة		N;NOM;INDF;SG
afet	الكارثة	afet	كَارِثَة		N;NOM;DEF;SG
afet	الكارثة	afet	كَارِثَة		N;NOM;DEF;SG
işlenmiş	منقوش	işle	مَنقُوش	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	
stüdyosu	ستوديو	stüdyo	ستوديو	N;NOM;SG;3	
stüdyosu	الاستوديو	stüdyo	اِستَودَيُو	N;NOM;SG;3	
sığ	الضحلة	sığ	الضحلة		N;NOM;DEF;SG
sığ	سطحي	sığ	سَطحِيّ		ADJ;NOM;INDF;MASC;SG
analog	التناظرية	analog	تَنَاظُرِيّ		
analog	تناظرية	analog	تَنَاظُرِيّ		ADJ;NOM;INDF;FEM;SG
yapraklar	يترك	yap	تَرَك	N;NOM;PL;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
canavar	الوحش	canavar	وَحش		N;NOM;DEF;SG
canavar	الوحش	canavar	وَحش		N;NOM;DEF;SG
canavar	وحش	canavar	وَحش		N;NOM;INDF;SG
fazladan	اضافي	fazladan	إِضَافِيّ	ADV	ADJ;NOM;INDF;MASC;SG
fazladan	اضافية	fazladan	إِضَافِيّ	ADV	ADJ;NOM;INDF;FEM;SG
court	محكمة	court	مَحكَمَة		N;NOM;INDF;SG
court	المحكمة	court	مَحكَمَة		N;NOM;DEF;SG
court	المحاكم	court	مَحكَمَة		N;NOM;DEF;PL
elbise	الفساتين	elbise	فَسَّاة	N;NOM;SG;3	N;NOM;DEF;DU
elbise	فساتين	elbise	فَسَاة	N;NOM;SG;3	
elbise	ملابس	elbise	مَلبَس	N;NOM;SG;3	N;NOM;INDF;PL
elbise	الملابس	elbise	مَلبَس	N;NOM;SG;3	N;NOM;DEF;PL
kestane	مارون	kestan	مارون	N;NOM;SG;3	
normandiya	نورماندي	normandiya	نورماندي	N;NOM;SG;3	
yonca	البرسيم	yonca	البرسيم		N;NOM;DEF;SG
yonca	البرسيم	yonca	البرسيم		N;NOM;DEF;SG
ekolojik	الايكولوجية	ekolojik	إِيكُولُوجِيّ		ADJ;NOM;DEF;FEM;SG
ekolojik	الايكولوجي	ekolojik	إِيكُولُوجِيّ		
yükseliş	الارتفاع	yükseliş	اِرتِفَاع		N;NOM;DEF;SG
yükseliş	ارفع	yükseliş	أَرفَع		
yükseliş	رفع	yükseliş	رَفع		N;NOM;INDF;SG
yükseliş	الارتقاء	yükseliş	اِرتِقَاء		N;NOM;DEF;SG
yürüyen	مشي	yürü	مَشي	V;PFV;IND;POS;PRS;V.PTCP	
yürüyen	يمشي	yürü	أَمشَى	V;PFV;IND;POS;PRS;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
yürüyen	امشي	yürü	امشي	V;PFV;IND;POS;PRS;V.PTCP	
yürüyen	المشي	yürü	مُشِيّ	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;DEF;SG
tüp	الانبوب	tüp	أُنبُوب		N;NOM;DEF;SG
tüp	انبوب	tüp	أُنبُوب		N;NOM;INDF;SG
panoramik	بانورامية	panoramik	بانورامية	ADJ	N;NOM;INDF;SG
panoramik	بانورامي	panoramik	بانورامي	ADJ	
tango	تانجو	tango	تانجو		
profil	التشكيلة	profil	تَشكِيلَة		N;NOM;DEF;SG
donna	دونا	donna	دونا		
saddam	صدام	saddam	صدام		
ilanı	اعلان	ilan	إِعلَان	N;ACC;SG;3	N;NOM;INDF;SG
astronomik	الفلكية	astronomik	فَلَكِيّ		
astronomik	فلكي	astronomik	فَلَكِيّ		ADJ;NOM;INDF;MASC;SG
güvercin	زاجل	güvercin	زَاجِل	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
güvercin	دوف	güvercin	دُوف	N;NOM;SG;3	
soma	سوما	soma	سوما		
meyer	ماير	meyer	مَايِر		
dökülen	سكب	dök	سَكب	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
meyveler	توت	meyve	تَوتَ	N;NOM;PL;3	
meyveler	التوت	meyve	تَوتَ	N;NOM;PL;3	N;NOM;DEF;SG
meyveler	فواكه	meyve	فَاكِه	N;NOM;PL;3	
meyveler	فاكهة	meyve	فاكهة	N;NOM;PL;3	N;NOM;INDF;SG
meyveler	الفاكهة	meyve	فَاكِهَة	N;NOM;PL;3	N;NOM;DEF;SG
meyveler	فواكه	meyve	فَاكِه	N;NOM;PL;3	
meyveler	الثمار	meyve	ثَمَر	N;NOM;PL;3	N;NOM;DEF;SG
görünüşü	المظهر	görünüş	مَظهَر	N;NOM;SG;3	
seçenek	خيار	seçenek	خِيَار		N;NOM;INDF;SG
seçenek	اختيار	seçenek	اِختِيَار		N;NOM;INDF;SG
seçenek	الاختيار	seçenek	اِختِيَار		N;NOM;DEF;SG
seçenek	الخيار	seçenek	خِيَار		N;NOM;DEF;SG
seçenek	خيار	seçenek	خِيَار		N;NOM;INDF;SG
seçenek	الخيار	seçenek	خِيَار		N;NOM;DEF;SG
seçenek	خيارات	seçenek	خِيَار		N;NOM;INDF;PL
seçenek	الخيارات	seçenek	خِيَار		N;NOM;DEF;PL
palmiye	النخيل	palmi	نَخل		N;NOM;DEF;PL
palmiye	الكف	palmi	كَفّ		N;NOM;DEF;SG
vatandaş	مواطنو	vatandaş	مُوَاطِن		N;NOM;INDF;PL
vatandaş	المواطنين	vatandaş	مُوَاطِن		N;NOM;DEF;PL
vatandaş	مواطنون	vatandaş	مُوَاطِن		N;NOM;INDF;PL
vatandaş	المواطنون	vatandaş	مُوَاطِن		N;NOM;DEF;PL
vatandaş	مواطنين	vatandaş	مُوَاطِن		N;NOM;INDF;PL
vatandaş	مواطن	vatandaş	مُوَاطِن		N;NOM;INDF;SG
vatandaş	مواطنة	vatandaş	مُوَاطِنَة		N;NOM;INDF;SG
vatandaş	المواطن	vatandaş	مُوَاطِن		N;NOM;DEF;SG
windsor	ويندسور	windsor	ويندسور	PROPN;NOM;SG;3	
windsor	وندسور	windsor	وندسور	PROPN;NOM;SG;3	
çirkin	قبيح	çirkin	قبيح		ADJ;NOM;INDF;MASC;SG
çirkin	قبيحة	çirkin	قَبِيح		ADJ;NOM;INDF;FEM;SG
çirkin	القبيح	çirkin	قُبَيح		ADJ;NOM;DEF;MASC;SG
çirkin	بشع	çirkin	بَشع		N;NOM;INDF;SG
faktörü	العامل	faktörü	عَامِل	N;ACC;SG;3	N;NOM;DEF;SG
faktörü	عامل	faktörü	عَامِل	N;ACC;SG;3	N;NOM;INDF;SG
ayrılma	الانفصال	ayrıl	اِنفِصَال		N;NOM;DEF;SG
ayrılma	انفصال	ayrıl	اِنفِصَال		N;NOM;INDF;SG
çamur	طين	çamur	طين		
çamur	الطين	çamur	طِين		N;NOM;DEF;SG
çamur	طين	çamur	طين		
çamur	كلاي	çamur	كَلَاي		
koşu	الركض	koşu	رُكض		N;NOM;DEF;SG
koşu	تشغيل	koşu	تَشغِيل		N;NOM;INDF;SG
koşu	الركض	koşu	رُكض		N;NOM;DEF;SG
koşu	الجري	koşu	الجري		N;NOM;DEF;SG
koşu	ركض	koşu	ركض		
memleketi	مسقط	memleket	مَسقَط	N;NOM;SG;3	
sürümleri	اصدارات	sürüm	إِصدَار	N;ACC;PL;3	N;NOM;INDF;PL
sürümleri	الاصدارات	sürüm	إِصدَار	N;ACC;PL;3	N;NOM;DEF;PL
davut	ديفيد	davut	دِيفِيد		
davut	داود	davut	دَاوُد		
davut	ديفد	davut	دَيَّف		
davut	دايفيد	davut	دايفيد		
davut	دافيد	davut	دَافِيد		
modu	مود	modu	مود		
modu	النمط	modu	نَمَط		N;NOM;DEF;SG
modu	الوضع	modu	وَضع		N;NOM;DEF;SG
modu	نمط	modu	نَمَط		N;NOM;INDF;SG
kit	طقم	kit	طَقم		N;NOM;INDF;SG
korece	كوري	korece	كُورِيّ		
korece	الكورية	korece	كُورِيّ		ADJ;NOM;DEF;FEM;SG
korece	كوريا	korece	كُورِيَا		
korece	الكوري	korece	كُورِيّ		ADJ;NOM;DEF;MASC;SG
çimento	الاسمنت	çimento	أَسمَنت		N;NOM;DEF;SG
katedral	كاتدرائية	katedral	كَاتِدرَائِيَّة	N;ESS;SG;3	N;NOM;INDF;SG
manken	الموديل	manken	مَودِيل		
manken	عارض	manken	عَارَض		
manken	نموذج	manken	نَمُوذَج		N;NOM;INDF;SG
manken	موديل	manken	مَودِيل		
manken	النموذج	manken	نَمُوذَج		N;NOM;DEF;SG
kaos	كيوس	kaos	كَيس		
kaos	كايوس	kaos	كايوس		
kaos	فوضى	kaos	فوضى		
kaos	الفوضى	kaos	فَوضَى		N;NOM;DEF;SG
paylaşım	شارك	paylaşım	شَارَك	N;NOM;SG;3	V;PFV;MASC;SG;3;ACT
paylaşım	انشر	paylaşım	انشر	N;NOM;SG;3	
savaştı	قاتلت	savaş	قَاتَل		V;PFV;FEM;SG;3;ACT
kalkış	رحيل	kalkış	رَحِيل	N;NOM;SG;3	
kıbrıslı	القبارصة	kıbrıslı	قُبرُصِيّ		N;NOM;DEF;PL
dişli	العتاد	dişli	عِتَاد		N;NOM;DEF;SG
dişli	ترس	dişli	تَرَسَّ		N;NOM;INDF;SG
dişli	التروس	dişli	تَرَوُّس		N;NOM;DEF;SG
dişli	اسنان	dişli	إِسنَان		N;NOM;INDF;SG
dişli	الاسنان	dişli	الاسنان		N;NOM;DEF;SG
aids	الايدز	aids	اَلأَيدز		
aids	الايدز	aids	اَلأَيدز		
anders	اندرس	anders	أَندرِس		
çalı	بوش	çalı	بُوش		
laik	العلمانية	laik	عِلمَانِيَّة		N;NOM;DEF;SG
hamburger	برجر	hamburger	برجر		
hamburger	برغر	hamburger	برغر		
hamburger	بيرجر	hamburger	بِيرجِر		
olgu	ظاهرة	olgu	ظَاهِرَة		N;NOM;INDF;SG
olgu	الظاهرة	olgu	ظَاهِرَة		N;NOM;DEF;SG
sapma	الانحراف	sap	اِنحِرَاف		N;NOM;DEF;SG
sapma	انحراف	sap	اِنحِرَاف		N;NOM;INDF;SG
sapma	انحراف	sap	اِنحِرَاف		N;NOM;INDF;SG
küp	المكعب	küp	مَكعَب		N;NOM;DEF;SG
küp	مكعبة	küp	مَكعَبَة		N;NOM;INDF;SG
küp	مكعب	küp	مُكَعَّب		N;NOM;INDF;SG
küp	مكعبات	küp	مُكَعِّبَة		N;NOM;INDF;PL
küp	مكعبة	küp	مَكعَبَة		N;NOM;INDF;SG
küp	مكعب	küp	مُكَعَّب		N;NOM;INDF;SG
asgari	الادنى	asgari	أَدنَى		ADJ;NOM;DEF;MASC;SG
asgari	دنيا	asgari	دَنِيّ		ADJ;ACC;INDF;MASC;SG
asgari	الدنيا	asgari	دِنِّيَا		N;NOM;DEF;SG
metz	ميتز	metz	ميتز	PROPN;NOM;SG;3	
memeli	ثديي	memel	ثَدِيّ		
memeli	ثدييات	memel	ثَدِيِّيّ		ADJ;NOM;INDF;FEM;PL
memeli	الثديات	memel	ثَدِيَّة		N;NOM;DEF;PL
memeli	الثدييات	memel	ثَدِيِّيّ		ADJ;NOM;DEF;FEM;PL
bekliyorum	الانتظار	bekle	اِنتِظَار	V;PROG;IND;SG;1;POS;INFM;PRS	N;NOM;DEF;SG
bekliyorum	انتظار	bekle	اِنتِظَار	V;PROG;IND;SG;1;POS;INFM;PRS	N;NOM;INDF;SG
bekliyorum	منتظر	bekle	مُنتَظَر	V;PROG;IND;SG;1;POS;INFM;PRS	
bekliyorum	تنتظر	bekle	اِنتَظَر	V;PROG;IND;SG;1;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
kıyafet	ملابس	kıyafet	مَلبَس	N;NOM;SG;3	N;NOM;INDF;PL
kıyafet	الملابس	kıyafet	مَلبَس	N;NOM;SG;3	N;NOM;DEF;PL
kıyafet	ملابس	kıyafet	مَلبَس	N;NOM;SG;3	N;NOM;INDF;PL
kıyafet	الملابس	kıyafet	مَلبَس	N;NOM;SG;3	N;NOM;DEF;PL
medici	ميديتشي	medici	ميديتشي		
girdiler	مدخلات	gir	مدخلات	V;PFV;IND;PL;3;POS;PST	N;NOM;INDF;PL
girdiler	المدخلات	gir	مُدخِلَة	V;PFV;IND;PL;3;POS;PST	N;NOM;DEF;PL
girdiler	مساهمات	gir	مُسَاهَمَة	V;PFV;IND;PL;3;POS;PST	N;NOM;INDF;PL
girdiler	مداخل	gir	مَدخَل	V;PFV;IND;PL;3;POS;PST	N;NOM;INDF;PL
girdiler	مدخلات	gir	مدخلات	V;PFV;IND;PL;3;POS;PST	N;NOM;INDF;PL
girdiler	المدخلات	gir	مُدخِلَة	V;PFV;IND;PL;3;POS;PST	N;NOM;DEF;PL
çekilme	الانسحاب	çek	اِنسِحَاب	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;DEF;SG
çekilme	سحب	çek	سَحب	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;INDF;SG
gökyüzü	السما	gökyüzü	سَمَا		N;NOM;DEF;SG
gökyüzü	سماء	gökyüzü	سَمَاء		N;NOM;INDF;SG
gökyüzü	سكاي	gökyüzü	سَاكِي		
gökyüzü	السماء	gökyüzü	سَمَاء		N;NOM;DEF;SG
gökyüzü	سماء	gökyüzü	سَمَاء		N;NOM;INDF;SG
gökyüzü	السماوات	gökyüzü	سَمَاوَة		N;NOM;DEF;PL
ala	علا	ala	عَلَا		
ala	علاء	ala	علاء		
tüneli	نفق	tüneli	نَفَق	N;ACC;SG;3	N;NOM;INDF;SG
tüneli	النفق	tüneli	نَفَق	N;ACC;SG;3	N;NOM;DEF;SG
alto	التو	alto	اَلَّذِو		
aranan	سعت	ara	سَعَى		V;PFV;FEM;SG;3;ACT
aranan	مطلوب	ara	مَطلُوب		ADJ;NOM;INDF;MASC;SG
yenileme	استرجع	yenilem	استرجع		V;PFV;MASC;SG;3;ACT
yenileme	الاستعادة	yenilem	اِستِعَادَة		N;NOM;DEF;SG
yenileme	الترميم	yenilem	تَرمِيم		N;NOM;DEF;SG
yenileme	ترميم	yenilem	تَرمِيم		N;NOM;INDF;SG
yenileme	الترميم	yenilem	تَرمِيم		N;NOM;DEF;SG
yenileme	التجديد	yenilem	تَجدِيد		N;NOM;DEF;SG
yenileme	تجديد	yenilem	تَجدِيد		N;NOM;INDF;SG
yenileme	التجديد	yenilem	تَجدِيد		N;NOM;DEF;SG
alfonso	الفونسو	alfonso	اَلفُونسُو	PROPN;NOM;SG;3	
nottingham	نوتينغهام	nottingham	نوتينغهام	PROPN;NOM;SG;3	
nottingham	نوتنغهام	nottingham	نوتنغهام	PROPN;NOM;SG;3	
davranışlar	سلوكيات	davranış	سُلُوكِيّ	N;NOM;PL;3	ADJ;NOM;INDF;FEM;PL
davranışlar	السلوكيات	davranış	سُلُوكِيّ	N;NOM;PL;3	ADJ;NOM;DEF;FEM;PL
davranışlar	السلوك	davranış	سُلُوك	N;NOM;PL;3	N;NOM;DEF;SG
davranışlar	سلوك	davranış	سُلُوك	N;NOM;PL;3	N;NOM;INDF;SG
davranışlar	السلوكيات	davranış	سُلُوكِيّ	N;NOM;PL;3	ADJ;NOM;DEF;FEM;PL
davranışlar	السلوك	davranış	سُلُوك	N;NOM;PL;3	N;NOM;DEF;SG
davranışlar	سلوك	davranış	سُلُوك	N;NOM;PL;3	N;NOM;INDF;SG
joyce	جويس	joyce	جُوَيس		
cromwell	كرومويل	cromwell	كرومويل	PROPN;NOM;SG;3	
finanse	تمويل	finanse	تَموِيل		N;NOM;INDF;SG
finanse	التمويل	finanse	تَموِيل		N;NOM;DEF;SG
finanse	تمويل	finanse	تَموِيل		N;NOM;INDF;SG
finanse	المالية	finanse	مَالِيَّة		N;NOM;DEF;SG
finanse	مالية	finanse	مَالِيّ		ADJ;NOM;INDF;FEM;SG
finanse	التمويل	finanse	تَموِيل		N;NOM;DEF;SG
finanse	ممول	finanse	مُمَوَّل		N;NOM;INDF;SG
finanse	الممول	finanse	مُمَوِّل		N;NOM;DEF;SG
finanse	ممولة	finanse	مُمُول		ADJ;NOM;INDF;FEM;SG
taksi	تاكسي	taksi	تاكسي		
taksi	التاكسي	taksi	التاكسي		
mülteci	لاجئ	mülteci	لَاجِئ		N;NOM;INDF;SG
mülteci	لاجئة	mülteci	لَاجِئ		ADJ;NOM;INDF;FEM;SG
mülteci	اللاجئ	mülteci	لَاجِئ		N;NOM;DEF;SG
mülteci	اللاجئين	mülteci	لَاجِئ		N;NOM;DEF;PL
mülteci	لاجئين	mülteci	لَاجِئ		N;NOM;INDF;PL
mülteci	اللاجئون	mülteci	لَاجِئ		N;NOM;DEF;PL
mafya	الغوغاء	mafya	غَوغَاء		N;NOM;DEF;PL
mafya	المافيا	mafya	أَلمَافِيَا		N;NOM;DEF;SG
mafya	مافيا	mafya	مَافِي		
carmen	كارمن	carmen	كارمن	PROPN;NOM;SG;3	
bakteriler	بكتيريا	bakter	بِكتِيرِيَا	N;NOM;PL;3	
bakteriler	البكتيريا	bakter	البكتيريا	N;NOM;PL;3	
mozambik	موزامبيق	mozambik	مُوزَامبِيق	PROPN;NOM;SG;3	
faso	فاسو	faso	فاسو		
chase	تشيس	chase	شِيس	PROPN;NOM;SG;3	
chase	المطاردة	chase	مُطَارَدَة	PROPN;NOM;SG;3	N;NOM;DEF;SG
chase	مطاردة	chase	مُطَارَدَة	PROPN;NOM;SG;3	N;NOM;INDF;SG
pavel	بافل	pavel	بَافِل		
derby	الدربي	derby	دَربِيّ		
derby	ديربي	derby	ديربي		
içecek	شرب	iç	شُرب	V;PFV;IND;POS;FUT	N;NOM;INDF;SG
içecek	اشرب	iç	أَشرَب	V;PFV;IND;POS;FUT	V;MASC;IMP;SG
içecek	شراب	iç	شَرب	V;PFV;IND;POS;FUT	N;NOM;INDF;SG
içecek	مشروب	iç	مَشرُوب	V;PFV;IND;POS;FUT	N;NOM;INDF;SG
içecek	مشروبات	iç	مَشرُوب	V;PFV;IND;POS;FUT	N;NOM;INDF;PL
içecek	المشروبات	iç	مَشرُوب	V;PFV;IND;POS;FUT	N;NOM;DEF;PL
nar	الرمان	nar	رَمنَة		N;NOM;DEF;SG
ithaf	تكريس	ithaf	تَكرِيس		N;NOM;INDF;SG
spiral	دوامة	spiral	دوامة		N;NOM;INDF;SG
çarpma	تكاثر	çarp	تَكَاثُر		N;NOM;INDF;SG
çarpma	الضرب	çarp	ضَرب		N;NOM;DEF;SG
çarpma	الاثر	çarp	أَثَر		N;NOM;DEF;SG
çarpma	تاثير	çarp	تَأثِير		N;NOM;INDF;SG
çarpma	التاثير	çarp	تَاثِير		N;NOM;DEF;SG
çarpma	الاصطدام	çarp	اِصطِدَام		N;NOM;DEF;SG
enstitü	المعهد	enstit	مَعهَد		N;NOM;DEF;SG
enstitü	معهد	enstit	مَعهَد		N;NOM;INDF;SG
enstitü	مؤسسة	enstit	مُؤَسَّسَة		N;NOM;INDF;SG
enstitü	المؤسسة	enstit	مُؤَسَّسَة		N;NOM;DEF;SG
anal	الشرجي	anal	شَرجِيّ		N;NOM;DEF;SG
anal	الشرج	anal	شَرج		N;NOM;DEF;SG
haz	سرور	haz	سرور		
aylar	الاشهر	ay	شَهر		N;NOM;DEF;PL
aylar	شهورا	ay	شَهر		N;ACC;INDF;PL
aylar	الشهور	ay	شَهر		N;NOM;DEF;PL
aylar	اشهر	ay	شَهر		N;NOM;INDF;PL
aylar	شهور	ay	شَهر		N;NOM;INDF;PL
aylar	الاقمار	ay	قَمَر		N;NOM;DEF;PL
aylar	اقمار	ay	قَمَر		N;NOM;INDF;PL
ocean	المحيطات	ocean	مُحِيط	N;NOM;SG;3	ADJ;NOM;DEF;FEM;PL
ocean	محيط	ocean	مُحِيط	N;NOM;SG;3	
bildiri	اعلان	bildiri	إِعلَان		N;NOM;INDF;SG
mao	ماو	mao	مَاو		
doi	دوي	doi	دَوي		
safevi	الصفوية	safev	صُفُوِيَّة		
mülkiyet	الممتلكات	mülkiyet	مُمتَلَكَات	N;NOM;SG;3	N;NOM;DEF;PL
mülkiyet	ممتلكات	mülkiyet	مُمتَلَكَات	N;NOM;SG;3	N;NOM;INDF;PL
hyundai	هونداي	hyundai	هُوندَاي	N;NOM;SG;3	
ithal	مستوردة	ithal	مُستَورَد		N;NOM;INDF;SG
ithal	المستورد	ithal	مُستَورِد		N;NOM;DEF;SG
ithal	المستوردة	ithal	مُستَورِدَة		N;NOM;DEF;SG
ithal	الواردات	ithal	وَارِدَات		N;NOM;DEF;PL
ithal	واردات	ithal	وَارِدَات		N;NOM;INDF;PL
ithal	استيراد	ithal	اِستِيرَاد		N;NOM;INDF;SG
