que	att	que	att	CONJ	PART
suárez	suárez	suárez	suárez	PROPN	PROPN;NOM
cabezas	krona	cabeza	krona	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
misuri	missouri	misuri	missouri	N;MASC;SG	PROPN;NOM
continúa	fortsätt	continuar	fortsätt	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
continúa	fortsätta	continuar	fortsätta	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
opera	opera	operar	opera	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
opera	operan	operar	operan	V;IND;SG;3;PRS;FIN	N;NOM;DEF;MASC+FEM;SG
niña	barn	niña	barn	N;FEM;SG	N;NOM;INDF;NEUT;PL
terremoto	jordbävningar	terremoto	jordbävning	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
casco	hull	casco	hull	N;MASC;SG	PROPN;NOM
oxford	oxford	oxford	oxford	N;MASC;SG	PROPN;NOM
deseo	lust	desear	lust	V;IND;SG;1;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
deseo	önskan	desear	önskan	V;IND;SG;1;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
deseo	åtrå	desear	åtrå	V;IND;SG;1;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
deseo	längtan	desear	längtan	V;IND;SG;1;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
deseo	önskan	desear	önskan	V;IND;SG;1;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
deseo	önska	desear	önska	V;IND;SG;1;PRS;FIN	V;IMP;FIN;ACT
deseo	wish	desear	wish	V;IND;SG;1;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
ejemplares	exemplar	ejemplar	exempel	N;MASC;PL	N;NOM;INDF;NEUT;SG
ejemplares	exemplaren	ejemplar	exemplare	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
ejemplares	föredömligt	ejemplar	föredömlig	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
ejemplares	exemplar	ejemplar	exempel	N;MASC;PL	N;NOM;INDF;NEUT;SG
ejemplares	kopierar	ejemplar	kopiera	N;MASC;PL	V;IND;PRS;FIN;ACT
gonzalo	gonzalo	gonzalo	gonzalo	N;MASC;SG	PROPN;NOM
diciendo	ordspråk	decir	ordspråk	V;V.MSDR	N;NOM;INDF;NEUT;SG
ausencia	avsaknad	ausencia	avsakna	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
lanza	lance	lanza	lance	N;FEM;SG	PROPN;NOM
lanza	lanserar	lanza	lansera	N;FEM;SG	V;IND;PRS;FIN;ACT
lanza	lanseras	lanza	lansera	N;FEM;SG	V;NFIN;PASS
lanza	starter	lanza	start	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
wheeler	wheeler	wheeler	wheeler	N;SG	PROPN;NOM
naves	fartyg	nave	fartyg	N;FEM;PL	N;NOM;INDF;NEUT;SG
naves	skepp	nave	skepp	N;FEM;PL	N;NOM;INDF;NEUT;SG
naves	fartyg	nave	fartyg	N;FEM;PL	N;NOM;INDF;NEUT;SG
naves	kärl	nave	kärl	N;FEM;PL	N;NOM;INDF;NEUT;SG
interna	praktikant	interno	praktikant	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
interna	invärtes	interno	invärte	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
interna	interna	interno	intern	ADJ;FEM;SG	ADJ;NOM;PL
interna	internt	interno	intern	ADJ;FEM;SG	N;NOM;INDF;NEUT;SG
personalidad	personligheter	personalidad	personlighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
félix	felix	félix	felix	PROPN	PROPN;NOM
félix	felix	félix	felix	PROPN	PROPN;NOM
félix	félix	félix	félix	PROPN	PROPN;NOM
bill	räkning	bill	räkning	PROPN	N;NOM;INDF;MASC+FEM;SG
bill	bill	bill	bill	PROPN	PROPN;NOM
celebró	firas	celebrar	fira	V;IND;SG;3;PST;FIN	V;IND;PRS;FIN;PASS
celebró	firad	celebrar	firad	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
alas	wings	ala	Wing	N;FEM;PL	PROPN;NOM
jardines	gardens	jardín	gard	N;MASC;PL	N;GEN;DEF;MASC+FEM;SG
grados	betyg	grado	betyg	N;MASC;PL	N;NOM;INDF;NEUT;SG
grados	grader	grado	grad	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
empresario	företagare	empresario	företagare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
empresario	arbetsgivare	empresario	arbetsgivare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
regresar	återkomst	regresar	återkomst	V;NFIN	N;NOM;INDF;MASC+FEM;SG
regresar	avkastning	regresar	avkastning	V;NFIN	N;NOM;INDF;MASC+FEM;SG
izquierdo	kvar	izquierdo	kvar	ADJ;MASC;SG	ADV
izquierdo	left	izquierdo	lefa	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
izquierdo	vänstern	izquierdo	vänster	ADJ;MASC;SG	N;NOM;DEF;MASC+FEM;SG
izquierdo	vänster	izquierdo	vänster	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
propietario	ägare	propietario	gg	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
llegan	anländer	llegar	anland	V;IND;PL;3;PRS;FIN	V;IMP;PRS;FIN;ACT
llegan	anlända	llegar	anlända	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
claramente	klart	claramente	klar	ADV	ADJ;NOM;INDF;NEUT;SG
claramente	tydligt	claramente	tydlig	ADV	ADJ;NOM;INDF;NEUT;SG
molina	molina	molina	molin	PROPN	PROPN;NOM
cañones	vapen	cañón	vapen	N;MASC;PL	N;NOM;INDF;NEUT;SG
cañones	gevär	cañón	gevär	N;MASC;PL	N;NOM;INDF;NEUT;SG
cañones	kanonen	cañón	kano	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
cañones	kanon	cañón	kano	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
marie	marie	marie	marie	N;FEM;SG	PROPN;NOM
poseen	besitta	poseer	besitta	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
pasos	fotsteg	paso	fotsteg	N;MASC;PL	N;NOM;INDF;NEUT;SG
pasos	steg	paso	steg	N;MASC;PL	N;NOM;INDF;NEUT;SG
pasos	fotspår	paso	fotspå	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
pasos	fotsteg	paso	fotsteg	N;MASC;PL	N;NOM;INDF;NEUT;SG
descubrimiento	upptäckt	descubrimiento	upptäcka	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
descubrimiento	upptäckter	descubrimiento	upptäckt	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
retirada	pensionerade	retirada	pensionera	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
retirada	pensionerad	retirada	pensionerad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
retirada	återkalla	retirada	återkalla	N;FEM;SG	V;IMP;NFIN;ACT
retirada	retirera	retirada	retirera	N;FEM;SG	V;IMP;FIN;ACT
retirada	tillbakadragande	retirada	tillbakadragande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
revisión	granska	revisión	granska	N;FEM;SG	V;IMP;FIN;ACT
tarea	läxor	tarea	läga	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
extranjero	utländska	extranjero	utländsk	N;MASC;SG	ADJ;NOM;PL
extranjero	utländsk	extranjero	utländsk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
extranjero	utländskt	extranjero	utländsk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
extranjero	främmande	extranjero	främmande	N;MASC;SG	ADJ;NOM
extranjero	främmande	extranjero	främmande	N;MASC;SG	ADJ;NOM
extranjero	utomlands	extranjero	utomlands	N;MASC;SG	ADV
anna	anna	anno	anna	PROPN	PROPN;NOM
divide	delningar	dividir	delning	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
divide	dela	dividir	dela	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
vieja	gamla	viejo	gammal	ADJ;FEM;SG	ADJ;NOM;PL
vieja	vieja	viejo	vieja	ADJ;FEM;SG	N;NOM;INDF;NEUT;SG
espectáculo	visa	espectáculo	visa	N;MASC;SG	V;IMP;FIN;ACT
indios	indier	indio	indi	N;MASC;PL	N;NOM;INDF;NEUT;SG
indios	indiska	indio	indisk	N;MASC;PL	ADJ;NOM;PL
indios	indier	indio	indi	N;MASC;PL	N;NOM;INDF;NEUT;SG
indios	indisk	indio	indisk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
indios	indiskt	indio	indisk	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
indios	indian	indio	indian	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
irán	iran	ir	iran	V;IND;PL;3;FUT;FIN	PROPN;NOM
grave	allvarliga	grave	allvarlig	ADJ;SG	ADJ;NOM;PL
grave	allvarliga	grave	allvarlig	ADJ;SG	ADJ;NOM;PL
héctor	hector	héctor	hector	N;MASC;SG	PROPN;NOM
héctor	héctor	héctor	héctor	N;MASC;SG	PROPN;NOM
caracteriza	karakterisera	caracterizar	karakterisera	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
caracteriza	karakterisera	caracterizar	karakterisera	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
organismo	organismer	organismo	organism	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
auto	automatiskt	auto	automatisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
auto	automatiska	auto	automatisk	N;MASC;SG	ADJ;NOM;PL
auto	själv	auto	själv	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ford	ford	ford	ford	PROPN	PROPN;NOM
clásicos	klassiska	clásico	klassisk	N;MASC;PL	ADJ;NOM;PL
clásicos	klassisk	clásico	klassisk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
clásicos	klassiskt	clásico	klassisk	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
clásicos	klassisk	clásico	klassisk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
clásicos	klassiskt	clásico	klassisk	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
clásicos	classic	clásico	classic	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
clásicos	klassiska	clásico	klassisk	N;MASC;PL	ADJ;NOM;PL
incluida	ingår	incluido	ingå	ADJ;FEM;SG;V.PTCP	V;IND;PRS;FIN;ACT
incluida	inkluderade	incluido	inkludera	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
incluida	inbegripet	incluido	inbegrip	ADJ;FEM;SG;V.PTCP	N;NOM;DEF;NEUT;SG
incluida	inklusive	incluido	inklusive	ADJ;FEM;SG;V.PTCP	ADP
comunicaciones	kommunikation	comunicación	kommunikation	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
elena	elena	eleno	elena	N;FEM;SG	PROPN;NOM
elena	jelena	eleno	jele	N;FEM;SG	PROPN;NOM
elena	ellen	eleno	ellen	N;FEM;SG	PROPN;NOM
productores	producent	productor	producent	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
secciones	avsnitt	sección	avsnitt	N;FEM;PL	N;NOM;INDF;NEUT;SG
guzmán	guzmán	guzmán	guzma	N;MASC;SG	PROPN;NOM
conexión	förbinder	conexión	förbind	N;FEM;SG	V;IND;PRS;FIN;ACT
conexión	anslutande	conexión	anslutande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
conexión	ansluter	conexión	ansluta	N;FEM;SG	V;IND;PRS;FIN;ACT
conexión	ansluta	conexión	ansluta	N;FEM;SG	V;IMP;FIN;ACT
secretaría	sekreterare	secretaría	sekreterare	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
bautista	baptist	bautista	baptist	N;SG	PROPN;NOM
invitado	gäst	invitado	gäsa	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
invitado	inbjudna	invitado	inbjuda	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
invitado	bjöd	invitado	bjöd	ADJ;MASC;SG;V.PTCP	V;IMP;PST;FIN;ACT
colón	colón	colón	colón	N;MASC;SG	PROPN;NOM
colón	columbus	colón	columbus	N;MASC;SG	PROPN;NOM
best	bästa	best	bra	N;MASC;SG	ADJ;NOM;DEF;RL
best	bäst	best	bra	N;MASC;SG	ADV;RL
exposiciones	utställning	exposición	utställning	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
exposiciones	utställningen	exposición	utställning	N;FEM;PL	N;NOM;DEF;MASC+FEM;SG
exposiciones	uppvisar	exposición	uppvisa	N;FEM;PL	V;IND;PRS;FIN;ACT
museos	museum	museo	museum	N;MASC;PL	N;NOM;INDF;NEUT;SG
museos	museet	museo	museet	N;MASC;PL	N;NOM;DEF;NEUT;SG
little	lilla	little	liten	N	ADJ;NOM;DEF;SG
little	litet	little	litet	N	ADV
little	liten	little	liten	N	ADJ;NOM;INDF;MASC+FEM;SG
explica	förklara	explicar	förklara	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
cambridge	cambridge	cambridge	cambridge	N;MASC;SG	PROPN;NOM
lectura	läs	lectura	läsa	N;FEM;SG	V;IMP;FIN;ACT
lectura	läst	lectura	läsa	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
lectura	läser	lectura	läsa	N;FEM;SG	V;IND;PRS;FIN;ACT
lectura	läsa	lectura	läsa	N;FEM;SG	V;IMP;FIN;ACT
lectura	läste	lectura	läsa	N;FEM;SG	V;IMP;FIN;ACT
lectura	läser	lectura	läsa	N;FEM;SG	V;IND;PRS;FIN;ACT
lectura	läsa	lectura	läsa	N;FEM;SG	V;IMP;FIN;ACT
jornada	arbetsdagar	jornada	arbetsdag	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
álvaro	alvaro	álvaro	alvaro	N;MASC;SG	PROPN;NOM
álvaro	álvaro	álvaro	álvaro	N;MASC;SG	PROPN;NOM
quiero	want	querer	want	V;IND;SG;1;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
wiley	wiley	wiley	wiley	PROPN	PROPN;NOM
colorado	colorado	colorado	colorado	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
muere	dö	morir	dö	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
muere	die	morir	du	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
muere	dör	morir	dör	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
muere	dör	morir	dör	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
recientes	nyligen	reciente	nyligen	ADJ;PL	ADV
llamadas	samtal	llamado	samtal	ADJ;FEM;PL;V.PTCP	N;NOM;INDF;NEUT;SG
cristina	christina	cristinar	christin	N;FEM;SG	PROPN;NOM
cristina	cristina	cristinar	cristin	N;FEM;SG	PROPN;NOM
cristina	christine	cristinar	christine	N;FEM;SG	PROPN;NOM
rival	rivaliserande	rival	rivalisera	N;SG	ADJ;NOM;PRS;V.PTCP
norma	norma	norma	norma	N;FEM;SG	PROPN;NOM
noticia	nyheter	noticia	nyhet	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
noticia	nyheterna	noticia	nyhet	N;FEM;SG	N;NOM;DEF;MASC+FEM;PL
estudiante	studerande	estudiante	studerande	N;SG	ADJ;NOM;PRS;V.PTCP
caminos	sätt	camino	sätt	N;MASC;PL	N;NOM;INDF;NEUT;SG
alcance	nå	alcance	nå	N;MASC;SG	V;IMP;FIN;ACT
laura	laura	laura	laumal	N;FEM;SG	PROPN;NOM
privado	basse	privado	basse	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
privado	privata	privado	privat	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL
participado	deltog	participado	delta	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
participado	medverkade	participado	medverkad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
piedras	stones	piedra	ston	N;FEM;PL	PROPN;NOM
capa	cape	capa	cape	N;FEM;SG	PROPN;NOM
capa	lager	capa	lag	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
lateral	laterala	lateral	lateral	N;SG	ADJ;NOM;PL
lateral	side	lateral	side	N;SG	PROPN;NOM
editores	förlag	editor	förlag	N;MASC;PL	N;NOM;INDF;NEUT;SG
daños	skada	daño	skada	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
daños	skadestånd	daño	skadestånd	N;MASC;PL	N;NOM;INDF;NEUT;SG
ernesto	ernest	ernesto	ernest	N;MASC;SG	PROPN;NOM
ernesto	ernesto	ernesto	ernesto	N;MASC;SG	PROPN;NOM
ernesto	ernst	ernesto	ernst	N;MASC;SG	PROPN;NOM
exclusivamente	exklusivt	exclusivamente	exklusiv	ADV	ADJ;NOM;INDF;NEUT;SG
exclusivamente	uteslutande	exclusivamente	uteslutande	ADV	ADJ;NOM;PRS;V.PTCP
alternativa	alternativt	alternativa	alternativ	N;FEM;SG	ADV
alternativa	alternativa	alternativa	alternativ	N;FEM;SG	ADJ;NOM;PL
alternativa	alternativt	alternativa	alternativ	N;FEM;SG	ADV
alternativa	alternativa	alternativa	alternativ	N;FEM;SG	ADJ;NOM;PL
activa	aktiva	activo	aktiv	ADJ;FEM;SG	ADJ;NOM;PL
activa	aktivt	activo	aktiv	ADJ;FEM;SG	ADV
activa	aktivera	activo	aktivera	ADJ;FEM;SG	V;IMP;FIN;ACT
activa	aktivt	activo	aktiv	ADJ;FEM;SG	ADV
activa	aktiverar	activo	aktivera	ADJ;FEM;SG	V;IND;PRS;FIN;ACT
tareas	uppdrag	tarea	uppdrag	N;FEM;PL	N;NOM;INDF;NEUT;SG
tareas	läxa	tarea	läxa	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
moneda	mynt	moneda	mynt	N;FEM;SG	N;NOM;INDF;NEUT;PL
moneda	valutor	moneda	valutor	N;FEM;SG	N;NOM;INDF;NEUT;PL
moneda	valutorna	moneda	valutar	N;FEM;SG	N;NOM;DEF;MASC+FEM;PL
relacionado	släkt	relacionado	släkt	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
relacionado	relaterade	relacionado	relatera	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
armadas	beväpnad	armado	beväpnad	ADJ;FEM;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
armadas	väpnad	armado	väpna	ADJ;FEM;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
aldea	aldea	aldea	aldea	N;FEM;SG	V;IMP;FIN;ACT
soporte	stötta	soporte	stötta	N;MASC;SG	V;NFIN;ACT
soporte	stödja	soporte	stödja	N;MASC;SG	V;IMP;FIN;ACT
occidente	västra	occidente	onstra	N;MASC;SG	ADJ;NOM;DEF;SG
occidente	västerut	occidente	västerut	N;MASC;SG	ADV
occidente	västra	occidente	onstra	N;MASC;SG	ADJ;NOM;DEF;SG
occidente	västlig	occidente	västlig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
vivienda	bostäder	vivienda	bostad	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
católico	katoliker	católico	katolik	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;PL
católico	katolska	católico	katolsk	ADJ;MASC;SG	ADJ;NOM;PL
editado	redigerade	editado	redigera	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
times	times	time	tim	N	PROPN;NOM
representan	representera	representar	representera	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
representan	företräda	representar	företräda	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
religiosas	religiöst	religioso	religiös	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
religiosas	religiös	religioso	religiös	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
religiosas	nunnor	religioso	nunnor	ADJ;FEM;PL	N;NOM;INDF;MASC+FEM;PL
asistente	assisterande	asistente	assistera	N;SG	ADJ;NOM;PRS;V.PTCP
fallecido	avlidna	fallecido	avliden	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
fallecido	avlidne	fallecido	avlidne	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
canadiense	kanadensare	canadiense	kanadensare	N;SG	N;NOM;INDF;MASC+FEM;PL
alex	alex	alex	alex	PROPN	PROPN;NOM
jacques	jacques	jacque	jacques	N;MASC;PL	PROPN;NOM
vocal	vokal	vocal	vokal	ADJ;SG	N;NOM;INDF;MASC+FEM;SG
costas	kusten	costa	kust	N;FEM;PL	N;NOM;DEF;MASC+FEM;SG
costas	kust	costa	kust	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
costas	coast	costa	coast	N;FEM;PL	N;NOM;INDF;NEUT;SG
costas	costas	costa	costas	N;FEM;PL	PROPN;NOM
organizado	organiserade	organizado	organiserad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
organizado	organiserade	organizado	organiserad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
adultos	vuxna	adulto	vuxen	N;MASC;PL	ADJ;NOM;PL
adultos	vuxen	adulto	vuxen	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
adultos	vuxna	adulto	vuxen	N;MASC;PL	ADJ;NOM;PL
piso	platt	piso	platt	N;MASC;SG	ADV
partida	avresa	partida	avresa	N;FEM;SG	V;IMP;FIN;ACT
declarado	förklarade	declarado	förklara	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
declarado	deklarerade	declarado	deklarera	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
declarado	uppgav	declarado	uppge	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
special	speciellt	special	speciell	N	ADV
special	särskild	special	särskild	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
special	speciell	special	speciell	N	ADJ;NOM;INDF;MASC+FEM;SG
special	särskilda	special	särskild	N	ADJ;NOM;PL;PST;V.PTCP
special	speciella	special	speciell	N	ADJ;NOM;PL
quito	quito	queter	quito		PROPN;NOM
establecimiento	inrättande	establecimiento	inrätta	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
rápida	snabbt	rápido	snabb	ADJ;FEM;SG	ADV
rápida	snabba	rápido	snabb	ADJ;FEM;SG	ADJ;NOM;PL
dura	hårda	duro	hård	ADJ;FEM;SG	ADJ;NOM;PL
dura	hårt	duro	hård	ADJ;FEM;SG	ADV
dura	tuffa	duro	tuffa	ADJ;FEM;SG	ADJ;NOM;PL
dura	dura	duro	dura	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
capítulos	kapitel	capítulo	kapitel	N;MASC;PL	N;NOM;INDF;NEUT;SG
portuguesa	portugisiska	portugués	portugisisk	ADJ;FEM;SG	ADJ;NOM;PL
gregorio	gregorio	gregorio	gregorio	N;MASC;SG	PROPN;NOM
gregorio	gregory	gregorio	gregory	N;MASC;SG	PROPN;NOM
gregorio	gregor	gregorio	greg	N;MASC;SG	PROPN;NOM
listado	förteckning	listado	förteckning	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
listado	list	listado	list	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
listado	lista	listado	lista	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
listado	listade	listado	lisa	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
listado	listat	listado	listad	ADJ;MASC;SG;V.PTCP	V;V.CVB;ACT
listado	anges	listado	ange	ADJ;MASC;SG;V.PTCP	V;NFIN;PASS
listado	börsnoterade	listado	börsnotera	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
listado	notering	listado	notering	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
listado	listar	listado	lista	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
tocar	beröring	tocar	beröring	V;NFIN	N;NOM;INDF;MASC+FEM;SG
tocar	rörande	tocar	röra	V;NFIN	ADJ;NOM;PRS;V.PTCP
negros	negros	negro	negros	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
negros	black	negro	black	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
negros	svart	negro	svart	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
negros	svarta	negro	svart	N;MASC;PL	ADJ;NOM;PL
negros	svarta	negro	svart	N;MASC;PL	ADJ;NOM;PL
publica	inlägg	publicar	inlägg	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
publica	stolpar	publicar	stolpe	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
morir	die	morir	du	V;NFIN	N;NOM;INDF;NEUT;SG
morir	döende	morir	döende	V;NFIN	ADJ;NOM;PRS;V.PTCP
ganando	vinnande	ganar	vinnande	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
cartagena	cartagena	cartagena	cartagen	N;FEM;SG	N;NOM;DEF;NEUT;PL
autonomía	självständig	autonomía	självständig	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
autonomía	autonoma	autonomía	autonom	N;FEM;SG	ADJ;NOM;PL
autonomía	självstyrande	autonomía	självstyrande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
autonomía	autonom	autonomía	autonom	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
autonomía	oberoende	autonomía	oberoende	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
autonomía	självständigt	autonomía	självständig	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
autonomía	independence	autonomía	independence	N;FEM;SG	N;NOM;INDF;NEUT;PL
cocina	cook	cocina	cook	N;FEM;SG	PROPN;NOM
asociado	associerade	asociado	associera	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
asociado	associerade	asociado	associera	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
asociado	associera	asociado	associera	ADJ;MASC;SG;V.PTCP	V;IMP;FIN;ACT
pesca	fiska	pesca	fisk	N;FEM;SG	V;NFIN;ACT
pesca	fiskar	pesca	fisk	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
pesca	fiska	pesca	fisk	N;FEM;SG	V;NFIN;ACT
pesca	fiskar	pesca	fisk	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
primo	primo	primo	primo	N;MASC;SG	PROPN;NOM
avance	avancera	avance	avancera	N;MASC;SG	V;IMP;FIN;ACT
avance	framåt	avance	framåt	N;MASC;SG	ADV
presidencial	presidentens	presidencial	president	ADJ;SG	N;GEN;DEF;MASC+FEM;SG
pacientes	patientens	paciente	patient	N;PL	N;GEN;DEF;MASC+FEM;SG
pacientes	patienten	paciente	patient	N;PL	N;NOM;DEF;MASC+FEM;SG
pacientes	patient	paciente	patient	N;PL	N;NOM;INDF;MASC+FEM;SG
pacientes	tålmodiga	paciente	tålmodig	N;PL	ADJ;NOM;PL
finlandia	finland	finlandia	finland	N;FEM;SG	PROPN;NOM
finlandia	finsk	finlandia	finsk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
