que	tu	que	tu	PRO	INTJ
bill	bill	bill	bill	PROPN	PROPN;MASC;SG
certamente	curso	certamente	curso	ADV	N;MASC;SG
certamente	tu	certamente	tu	ADV	INTJ
certamente	você	certamente	você	ADV	PRO;NOM;SG;3
certamente	vc	certamente	vc	ADV	PRO;NOM;MASC;SG;3
certamente	os	certamente	o	ADV	PRO;ACC;MASC;PL;3
sementes	os	semente	o	N	PRO;ACC;MASC;PL;3
xira	vire	xira	virar	N	V;SBJV;SG;3;PRS;FIN
xira	vira	xira	ver	N	V;IND;SG;3;FUT;FIN
xira	virar	xira	virar	N	V;NFIN
deixaches	did	deixaches	dider	V	PROPN;MASC;SG
deixaches	tu	deixaches	tu	V	INTJ
deixaches	você	deixaches	você	V	PRO;NOM;SG;3
deixaches	vc	deixaches	vc	V	PRO;NOM;MASC;SG;3
deixaches	esquerdo	deixaches	esquerdo	V	N;MASC;SG
deixaches	left	deixaches	left	V	N;MASC;SG
deixaches	esquerda	deixaches	esquerda	V	N;FEM;SG
seguindo	seguintes	seguir	seguinte	V	N;MASC;PL
seguindo	os	seguir	o	V	PRO;ACC;MASC;PL;3
cumprir	ate	cumprir	ate	V	INTJ
cumprir	até	cumprir	até	V	ADV
cumprir	dever	cumprir	dever	V	N;MASC;SG
cumprir	duty	cumprir	duty	V	N;MASC;SG
enviou	certo	enviar	certo	V	ADJ;MASC;SG
enviou	direito	enviar	direito	V	N;MASC;SG
enviou	direita	enviar	direita	V	N;FEM;SG
responsable	responsável	responsable	responsável	N	ADJ;MASC;SG
responsable	responsáveis	responsable	responsável	N	ADJ;MASC;PL
responsable	por	responsable	por	N	ADP
responsable	para	responsable	para	N	ADP
pelexa	lutar	pelexar	lutar	N	V;NFIN
pelexa	lutando	pelexar	lutar	N	V;V.MSDR
pelexa	lute	pelexar	lute	N	V;SBJV;SG;3;PRS;FIN
dicirlles	conte	dicirlle	conte	N	V;SBJV;SG;3;PRS;FIN
dicirlles	diz	dicirlle	dizer	N	V;IND;SG;3;PRS;FIN
dicirlles	diga	dicirlle	dizer	N	V;SBJV;SG;3;PRS;FIN
dicirlles	tu	dicirlle	tu	N	INTJ
dicirlles	você	dicirlle	você	N	PRO;NOM;SG;3
dicirlles	vc	dicirlle	vc	N	PRO;NOM;MASC;SG;3
dicirlles	deveria	dicirlle	dever	N	V;COND;SG;3;FIN
dicirlles	devia	dicirlle	dever	N	V;IND;SG;3;IPFV;FIN
dicirlles	deve	dicirlle	dever	N	V;IND;SG;3;PRS;FIN
dicirlles	deveriam	dicirlle	dever	N	V;COND;PL;3;FIN
dicirlles	dizer	dicirlle	dizer	N	V;NFIN
dicirlles	digam	dicirlle	dizer	N	V;SBJV;PL;3;PRS;FIN
dicirlles	diga	dicirlle	dizer	N	V;SBJV;SG;3;PRS;FIN
dicirlles	diz	dicirlle	dizer	N	V;IND;SG;3;PRS;FIN
dicirlles	eles	dicirlle	eles	N	PRO;NOM;MASC;PL;3
dicirlles	algo	dicirlle	algo	N	PRO;MASC;SG
casualidade	acontecem	casualidade	acontecer	N	V;IND;PL;3;PRS;FIN
casualidade	acontecer	casualidade	acontecer	N	V;NFIN
casualidade	acontece	casualidade	acontecer	N	V;IND;SG;3;PRS;FIN
casualidade	acidentalmente	casualidade	acidentalmente	N	ADV
casualidade	qualquer	casualidade	qualquer	N	DET;FEM;SG
anuncio	comercial	anuncio	comercial	N	ADJ;MASC;SG
anuncio	ela	anuncio	ela	N	PRO;NOM;FEM;SG;3
crítica	critica	crítica	criticar	N	V;IND;SG;3;PRS;FIN
deixamos	esquerdo	deixar	esquerdo	V	N;MASC;SG
deixamos	left	deixar	left	V	N;MASC;SG
deixamos	esquerda	deixar	esquerda	V	N;FEM;SG
patrón	por	patrón	por	N	ADP
patrón	para	patrón	para	N	ADP
patrón	os	patrón	o	N	PRO;ACC;MASC;PL;3
sacou	fora	sacar	fora	V	ADV
sacou	out	sacar	out	V	N;MASC;SG
sacou	ela	sacar	ela	V	PRO;NOM;FEM;SG;3
sacou	she	sacar	she	V	N;MASC;SG
sacou	drew	sacar	drew	V	N;MASC;SG
fermosas	pretty	fermosa	pretty	ADJ	N;MASC;SG
fermosas	belo	fermosa	belo	ADJ	N;MASC;SG
fermosas	nice	fermosa	nice	ADJ	N;MASC;SG
perdido	lost	perdido	lost	V	N;MASC;SG
ameaza	faz	ameaza	fazer	N	V;IND;SG;3;PRS;FIN
ameaza	ameaçou	ameaza	ameaçar	N	V;IND;SG;3;PST;FIN
ameaza	ameaçadas	ameaza	ameaçar	N	V;FEM;PL;V.PTCP
ameaza	ameaçados	ameaza	ameaçar	N	V;MASC;PL;V.PTCP
ameaza	ameaçado	ameaza	ameaçar	N	V;MASC;SG;V.PTCP
ameaza	ameaçada	ameaza	ameaçar	N	V;FEM;SG;V.PTCP
éche	tu	éche	tu	ADV	INTJ
éche	você	éche	você	ADV	PRO;NOM;SG;3
éche	vc	éche	vc	ADV	PRO;NOM;MASC;SG;3
éche	real	éche	real	ADV	N;MASC;SG
éche	verdadeiro	éche	verdadeiro	ADV	ADJ;MASC;SG
éche	reais	éche	real	ADV	N;MASC;PL
éche	verdadeiros	éche	verdadeiro	ADV	ADJ;MASC;PL
éche	verdadeira	éche	verdadeiro	ADV	ADJ;FEM;SG
éche	vida	éche	vida	ADV	N;FEM;SG
éche	life	éche	life	ADV	N;MASC;SG
rezar	oração	rezar	oração	V	N;FEM;SG
rezar	say	rezar	say	V	N;MASC;SG
rezar	oração	rezar	oração	V	N;FEM;SG
rezar	preces	rezar	prece	V	N;FEM;PL
rezar	orações	rezar	oração	V	N;FEM;PL
rezar	oração	rezar	oração	V	N;FEM;SG
pat	pat	pat	pat	PROPN	N;MASC;SG
montar	negócios	montar	negócio	V	N;MASC;PL
montar	negócio	montar	negócio	V	N;MASC;SG
montar	ride	montar	ride	V	N;MASC;SG
montar	cavalgada	montar	cavalgar	V	N;FEM;SG
montar	rolê	montar	rolê	V	N;MASC;SG
montar	boleia	montar	boleia	V	N;FEM;SG
montar	passeio	montar	passeio	V	N;MASC;SG
montar	por	montar	por	V	ADP
montar	para	montar	para	V	ADP
montar	equitação	montar	equitação	V	N;FEM;SG
montar	hipismo	montar	hipismo	V	N;MASC;SG
deixalo	deixe	deixalo	deixar	N	V;SBJV;SG;3;PRS;FIN
deixalo	deixa	deixalo	deixar	N	V;IND;SG;3;PRS;FIN
deixalo	ele	deixalo	ele	N	PRO;NOM;MASC;SG;3
deixalo	deixe	deixalo	deixar	N	V;SBJV;SG;3;PRS;FIN
deixalo	sair	deixalo	sair	N	V;NFIN
deixalo	deixar	deixalo	deixar	N	V;NFIN
deixalo	este	deixalo	este	N	DET;MASC;SG
deixalo	esta	deixalo	este	N	PRO;FEM;SG
deixalo	isso	deixalo	isso	N	PRO;MASC;SG
deixalo	isto	deixalo	isto	N	PRO;MASC;SG
deixalo	essa	deixalo	esse	N	PRO;FEM;SG
deixalo	esse	deixalo	esse	N	DET;MASC;SG
fodido	realmente	foder	realmente	N	ADV
48	trabalhou	48	trabalhar	NUM	V;IND;SG;3;PST;FIN
48	trabalhava	48	trabalhar	NUM	V;IND;SG;3;IPFV;FIN
48	funcionou	48	funcionar	NUM	V;IND;SG;3;PST;FIN
48	trabalhadas	48	trabalhar	NUM	V;FEM;PL;V.PTCP
48	trabalhados	48	trabalhar	NUM	V;MASC;PL;V.PTCP
48	trabalhado	48	trabalhar	NUM	V;MASC;SG;V.PTCP
48	aconteceu	48	acontecer	NUM	V;IND;SG;3;PST;FIN
pecado	pecar	pecado	pecar	N	V;NFIN
pecado	tenha	pecado	ter	N	V;SBJV;SG;3;PRS;FIN
pecado	ter	pecado	ter	N	V;NFIN
irme	mosto	irme	mosto	ADV	N;MASC;SG
irme	deve	irme	dever	ADV	V;IND;SG;3;PRS;FIN
irme	must	irme	must	ADV	N;MASC;SG
irme	deixe	irme	deixar	ADV	V;SBJV;SG;3;PRS;FIN
irme	sair	irme	sair	ADV	V;NFIN
irme	deixar	irme	deixar	ADV	V;NFIN
irme	saindo	irme	sair	ADV	V;V.MSDR
irme	partindo	irme	partir	ADV	V;V.MSDR
irme	deixando	irme	deixar	ADV	V;V.MSDR
irme	deixar	irme	deixar	ADV	V;NFIN
edith	edith	edithr	edith	PROPN	N;FEM;SG
edith	edite	edithr	edite	PROPN	V;SBJV;SG;3;PRS;FIN
mírame	olhe	mírame	olhar	PROPN	V;SBJV;SG;3;PRS;FIN
mírame	olha	mírame	olhar	PROPN	V;IND;SG;3;PRS;FIN
mírame	tu	mírame	tu	PROPN	INTJ
mírame	você	mírame	você	PROPN	PRO;NOM;SG;3
mírame	vc	mírame	vc	PROPN	PRO;NOM;MASC;SG;3
dicirllo	conte	dicirllo	conte	N	V;SBJV;SG;3;PRS;FIN
dicirllo	diz	dicirllo	dizer	N	V;IND;SG;3;PRS;FIN
dicirllo	diga	dicirllo	dizer	N	V;SBJV;SG;3;PRS;FIN
dicirllo	ela	dicirllo	ela	N	PRO;NOM;FEM;SG;3
dicirllo	tentaram	dicirllo	tentar	N	V;IND;PL;3;FIN
dicirllo	tentou	dicirllo	tentar	N	V;IND;SG;3;PST;FIN
dicirllo	tentei	dicirllo	tentar	N	V;IND;SG;1;PST;FIN
dicirllo	tentado	dicirllo	tentar	N	V;MASC;SG;V.PTCP
dicirllo	tu	dicirllo	tu	N	INTJ
dicirllo	você	dicirllo	você	N	PRO;NOM;SG;3
dicirllo	vc	dicirllo	vc	N	PRO;NOM;MASC;SG;3
dicirllo	ele	dicirllo	ele	N	PRO;NOM;MASC;SG;3
dicirllo	este	dicirllo	este	N	DET;MASC;SG
dicirllo	esta	dicirllo	este	N	PRO;FEM;SG
dicirllo	isso	dicirllo	isso	N	PRO;MASC;SG
dicirllo	isto	dicirllo	isto	N	PRO;MASC;SG
dicirllo	essa	dicirllo	esse	N	PRO;FEM;SG
dicirllo	esse	dicirllo	esse	N	DET;MASC;SG
dicirllo	dizer	dicirllo	dizer	N	V;NFIN
dicirllo	digam	dicirllo	dizer	N	V;SBJV;PL;3;PRS;FIN
dicirllo	diga	dicirllo	dizer	N	V;SBJV;SG;3;PRS;FIN
dicirllo	diz	dicirllo	dizer	N	V;IND;SG;3;PRS;FIN
dicirllo	mencionar	dicirllo	mencionar	N	V;NFIN
covarde	cobarde	covarde	cobarde	V	ADJ;MASC;SG
covarde	covarde	covarde	covardir	V	N;MASC;SG
covarde	covardia	covarde	covardia	V	N;FEM;SG
covarde	cobardia	covarde	cobardia	V	N;FEM;SG
covarde	covardia	covarde	covardia	V	N;FEM;SG
covarde	covarde	covarde	covardir	V	N;MASC;SG
covarde	covardes	covarde	covarde	V	N;MASC;PL
gústanme	like	gústanme	like	V	N;MASC;SG
gústanme	curta	gústanme	curto	V	ADJ;FEM;SG
gústanme	como	gústanme	como	V	ADV
gústanme	tu	gústanme	tu	V	INTJ
gústanme	você	gústanme	você	V	PRO;NOM;SG;3
gústanme	vc	gústanme	vc	V	PRO;NOM;MASC;SG;3
gústanme	eles	gústanme	eles	V	PRO;NOM;MASC;PL;3
esquéceo	esqueça	esquéceo	esquecer	N	V;SBJV;SG;3;PRS;FIN
esquéceo	esquecer	esquéceo	esquecer	N	V;NFIN
esquéceo	esquece	esquéceo	esquecer	N	V;IND;SG;3;PRS;FIN
esquéceo	nunca	esquéceo	nunca	N	ADV
esquéceo	sobre	esquéceo	sobre	N	ADP
skip	ignorar	skip	ignorar	N	V;NFIN
skip	saltar	skip	saltar	N	V;NFIN
skip	pular	skip	pular	N	V;NFIN
chámame	ring	chámame	ring	V	N;MASC;SG
chámame	ringue	chámame	ringue	V	N;MASC;SG
chámame	anel	chámame	anel	V	N;MASC;SG
sloan	sloan	sloar	sloan	PROPN	N;MASC;SG
sloan	cozinha	sloar	cozinha	PROPN	N;FEM;SG
ianquis	os	ianqui	o	N	PRO;ACC;MASC;PL;3
chi	chi	chi	chi	PROPN	N;MASC;SG
downton	downton	do	downton	PROPN	N;FEM;SG
khal	khal	khal	khal	PROPN	N;MASC;SG
sentada	sab	sentar	sab	V	N;MASC;SG
sentada	sáb	sentar	sábado	V	N;MASC;SG
sentada	sat	sentar	sat	V	N;MASC;SG
sentada	ela	sentar	ela	V	PRO;NOM;FEM;SG;3
sentada	she	sentar	she	V	N;MASC;SG
caída	os	caída	o	N	PRO;ACC;MASC;PL;3
caída	duro	caída	duro	N	ADJ;MASC;SG
caída	difícil	caída	difícil	N	ADJ;MASC;SG
caída	dura	caída	durar	N	V;IND;SG;3;PRS;FIN
igualdade	tenha	igualdade	ter	N	V;SBJV;SG;3;PRS;FIN
igualdade	ter	igualdade	ter	N	V;NFIN
igualdade	iguais	igualdade	igual	N	ADJ;MASC;PL
igualdade	igualar	igualdade	igualar	N	V;NFIN
infantil	museus	infantil	museu	ADJ	N;MASC;PL
infantil	museu	infantil	museu	ADJ	N;MASC;SG
infantil	criança	infantil	criança	ADJ	N;FEM;SG
infantil	mortalidade	infantil	mortalidade	ADJ	N;FEM;SG
infantil	sobrevivência	infantil	sobrevivência	ADJ	N;FEM;SG
infantil	infantil	infantil	infantil	ADJ	N;MASC;SG
infantil	infantis	infantil	infantil	ADJ	N;MASC;PL
experiencias	tenha	experiencia	ter	N	V;SBJV;SG;3;PRS;FIN
experiencias	ter	experiencia	ter	N	V;NFIN
aumento	aumente	aumento	aumente	N	V;SBJV;SG;3;PRS;FIN
aumento	aumentem	aumento	aumentar	N	V;SBJV;PL;3;PRS;FIN
aumento	aumentar	aumento	aumentar	N	V;NFIN
aumento	aumenta	aumento	aumentar	N	V;IND;SG;3;PRS;FIN
aumento	aumentar	aumento	aumentar	N	V;NFIN
aumento	aumentando	aumento	aumentar	N	V;V.MSDR
aumento	crescente	aumento	crescente	N	ADJ;MASC;SG
aumento	desempregado	aumento	desempregado	N	ADJ;MASC;SG
aumento	levantar	aumento	levantar	N	V;NFIN
aumento	levantem	aumento	levantar	N	V;SBJV;PL;3;PRS;FIN
aumento	levante	aumento	levante	N	V;SBJV;SG;3;PRS;FIN
rowan	rowan	rozar	rowan	V	N;MASC;SG
seguido	seguida	seguir	seguida	V	N;FEM;SG
seguido	todas	seguir	todo	V	DET;FEM;PL
seguido	tudo	seguir	tudo	V	PRO;MASC;SG
seguido	todos	seguir	todo	V	PRO;MASC;PL
seguido	certo	seguir	certo	V	ADJ;MASC;SG
seguido	direito	seguir	direito	V	N;MASC;SG
seguido	direita	seguir	direita	V	N;FEM;SG
seguido	away	seguir	away	V	N;MASC;SG
seguido	frase	seguir	frase	V	N;FEM;SG
seguido	sentença	seguir	sentença	V	N;FEM;SG
seguido	sido	seguir	ser	V	V;MASC;SG;V.PTCP
brown	marrom	brown	marror	PROPN	N;MASC;SG
brown	brown	brown	brown	PROPN	N;MASC;SG
brown	castanhos	brown	castanho	PROPN	N;MASC;PL
brown	castanhas	brown	castanha	PROPN	N;FEM;PL
brown	castanha	brown	castanha	PROPN	N;FEM;SG
brown	castanho	brown	castanho	PROPN	N;MASC;SG
vías	desenvolver	vía	desenvolver	N	V;NFIN
vías	desenvolvendo	vía	desenvolver	N	V;V.MSDR
vías	os	vía	o	N	PRO;ACC;MASC;PL;3
vías	de	vía	de	N	ADP
vías	da	vía	da	N	INTJ
decidir	mosto	decidir	mosto	V	N;MASC;SG
decidir	must	decidir	must	V	N;MASC;SG
decidir	decisão	decidir	decisão	V	N;FEM;SG
maneiras	pode	maneira	poder	N	V;IND;SG;3;PRS;FIN
maneiras	podem	maneira	poder	N	V;IND;PL;3;PRS;FIN
sinxela	easy	sinxela	easy	ADJ	N;MASC;SG
sinxela	calma	sinxela	calma	ADJ	N;FEM;SG
sinxela	simple	sinxela	simple	ADJ	N;MASC;SG
consegue	lata	conseguir	lata	V	N;FEM;SG
consegue	can	conseguir	can	V	N;MASC;SG
constante	constantemente	constante	constantemente	ADJ	ADV
constante	always	constante	alway	ADJ	N;MASC;SG
constante	sempre	constante	sempre	ADJ	ADV
entrevista	entrevistado	entrevista	entrevistar	N	V;MASC;SG;V.PTCP
entrevista	entrevistados	entrevista	entrevistar	N	V;MASC;PL;V.PTCP
entrevista	entrevistou	entrevista	entrevistar	N	V;IND;SG;3;PST;FIN
ollar	olhar	ollar	olhar	V	N;MASC;SG
estudante	quem	estudante	quem	N	PRO;SG
estudante	graduado	estudante	graduar	N	V;MASC;SG;V.PTCP
parecido	fecha	parecer	fechar	N	V;IND;SG;3;PRS;FIN
parecido	feche	parecer	fecher	N	V;SBJV;SG;3;PRS;FIN
parecido	perto	parecer	perto	N	ADV
parecido	fechar	parecer	fechar	N	V;NFIN
parecido	algo	parecer	algo	N	PRO;MASC;SG
parecido	curta	parecer	curto	N	ADJ;FEM;SG
parecido	como	parecer	como	N	ADV
parecido	semelhante	parecer	semelhante	N	ADJ;MASC;SG
parecido	similar	parecer	similar	N	ADJ;MASC;SG
parecido	semelhantes	parecer	semelhante	N	ADJ;MASC;PL
parecido	essa	parecer	esse	N	PRO;FEM;SG
parecido	isso	parecer	isso	N	PRO;MASC;SG
parecido	que	parecer	que	N	PRO;MASC;SG
pare	dela	pare	dela	V	N;MASC;SG
pare	ela	pare	ela	V	PRO;NOM;FEM;SG;3
pare	her	pare	her	V	N;MASC;SG
difíciles	hard	difícil	hard	ADJ	N;MASC;SG
difíciles	dura	difícil	durar	ADJ	V;IND;SG;3;PRS;FIN
difíciles	muito	difícil	muito	ADJ	ADV
difíciles	perturbado	difícil	perturbar	ADJ	V;MASC;SG;V.PTCP
difíciles	perturbados	difícil	perturbado	ADJ	V;MASC;PL;V.PTCP
difíciles	perturbada	difícil	perturbar	ADJ	V;FEM;SG;V.PTCP
difíciles	incomodado	difícil	incomodar	ADJ	V;MASC;SG;V.PTCP
manda	certo	manda	certo	V	ADJ;MASC;SG
manda	direito	manda	direito	V	N;MASC;SG
manda	direita	manda	direita	V	N;FEM;SG
manda	todas	manda	todo	V	DET;FEM;PL
manda	tudo	manda	tudo	V	PRO;MASC;SG
manda	todos	manda	todo	V	PRO;MASC;PL
manda	patroa	manda	patroa	V	N;FEM;SG
manda	patrão	manda	patrão	V	N;MASC;SG
manda	chefe	manda	chefe	V	N;MASC;SG
manda	boss	manda	boss	V	N;MASC;SG
manda	do	manda	do	V	N;MASC;SG
manda	de	manda	de	V	ADP
manda	da	manda	da	V	INTJ
necesitas	tu	necesitar	tu	N	INTJ
necesitas	você	necesitar	você	N	PRO;NOM;SG;3
necesitas	vc	necesitar	vc	N	PRO;NOM;MASC;SG;3
necesitas	preciso	necesitar	preciso	N	ADJ;MASC;SG
necesitas	precisa	necesitar	precisar	N	V;IND;SG;3;PRS;FIN
fume	fumar	fumir	fumar	N	V;NFIN
fume	fuma	fumir	fumar	N	V;IND;SG;3;PRS;FIN
voces	ouvir	voz	ouvir	N	V;NFIN
liberación	solte	liberación	soltar	N	V;SBJV;SG;3;PRS;FIN
oído	orelha	oír	orelha	V	N;FEM;SG
oído	orelhas	oír	orelha	V	N;FEM;PL
oído	audiência	oír	audiência	V	N;FEM;SG
oído	audição	oír	audição	V	N;FEM;SG
oído	seu	oír	seu	V	DET;MASC;SG
oído	sua	oír	seu	V	DET;FEM;SG
oído	orelhas	oír	orelha	V	N;FEM;PL
completa	completa	completar	completo	V	ADJ;FEM;SG
completa	completos	completar	completo	V	ADJ;MASC;PL
completa	completo	completar	completo	V	N;MASC;SG
completa	cheia	completar	cheio	V	ADJ;FEM;SG
completa	plena	completar	pleno	V	ADJ;FEM;SG
completa	pleno	completar	pleno	V	ADJ;MASC;SG
completa	full	completar	full	V	N;MASC;SG
completa	cheio	completar	cheio	V	ADJ;MASC;SG
completa	total	completar	total	V	N;MASC;SG
taxa	classifique	taxa	classificar	N	V;SBJV;SG;3;PRS;FIN
monstro	tu	monstro	tu	N	INTJ
monstro	você	monstro	você	N	PRO;NOM;SG;3
monstro	vc	monstro	vc	N	PRO;NOM;MASC;SG;3
monstro	horrível	monstro	horrível	N	ADJ;MASC;SG
dólar	certo	dólar	certo	N	ADJ;MASC;SG
cociñar	culinária	cociñar	culinário	V	N;FEM;SG
cociñar	cozinha	cociñar	cozinha	V	N;FEM;SG
cociñar	cook	cociñar	cook	V	N;MASC;SG
cociñar	cozinheiro	cociñar	cozinheiro	V	N;MASC;SG
cociñar	são	cociñar	ser	V	V;IND;PL;3;PRS;FIN
cociñar	estão	cociñar	estar	V	V;IND;PL;3;PRS;FIN
cociñar	are	cociñar	are	V	N;MASC;SG
cociñar	todas	cociñar	todo	V	DET;FEM;PL
cociñar	tudo	cociñar	tudo	V	PRO;MASC;SG
cociñar	todos	cociñar	todo	V	PRO;MASC;PL
postos	fora	posto	fora	N	ADV
postos	vestindo	posto	vestir	N	V;V.MSDR
postos	eles	posto	eles	N	PRO;NOM;MASC;PL;3
postos	elas	posto	ele	N	PRO;NOM;FEM;PL;3
postos	definir	posto	definir	N	V;NFIN
postos	definido	posto	definir	N	V;MASC;SG;V.PTCP
saíndo	namoro	saíndo	namoro	V	N;MASC;SG
saíndo	encontros	saíndo	encontro	V	N;MASC;PL
saíndo	fora	saíndo	fora	V	ADV
saíndo	out	saíndo	out	V	N;MASC;SG
saíndo	só	saíndo	só	V	ADV
saíndo	apenas	saíndo	apenas	V	ADV
saíndo	fora	saíndo	fora	V	ADV
profesional	professional	profesional	professional	ADJ	N;MASC;SG
profesional	profissionais	profesional	profissional	ADJ	N;MASC;PL
profesional	profissional	profesional	profissional	ADJ	N;MASC;SG
profesional	fora	profesional	fora	ADJ	ADV
profesional	out	profesional	out	ADJ	N;MASC;SG
és	tu	ser	tu	PROPN	INTJ
és	você	ser	você	PROPN	PRO;NOM;SG;3
és	vc	ser	vc	PROPN	PRO;NOM;MASC;SG;3
és	são	ser	ser	PROPN	V;IND;PL;3;PRS;FIN
és	estão	ser	estar	PROPN	V;IND;PL;3;PRS;FIN
és	sao	ser	sao	PROPN	V;IND;PL;3;PRS;FIN
és	are	ser	are	PROPN	N;MASC;SG
enteira	inteiros	enteiro	inteiro	ADJ	N;MASC;PL
enteira	vida	enteiro	vida	ADJ	N;FEM;SG
enteira	life	enteiro	life	ADJ	N;MASC;SG
supervivencia	sobrevivente	supervivencia	sobrevivente	N	ADJ;MASC;SG
billete	bill	billete	bill	N	PROPN;MASC;SG
marcharon	away	marchar	away	V	N;MASC;SG
marcharon	esquerdo	marchar	esquerdo	V	N;MASC;SG
marcharon	left	marchar	left	V	N;MASC;SG
marcharon	esquerda	marchar	esquerda	V	N;FEM;SG
marcharon	fora	marchar	fora	V	ADV
marcharon	out	marchar	out	V	N;MASC;SG
marcharon	eles	marchar	eles	V	PRO;NOM;MASC;PL;3
marcharon	elas	marchar	ele	V	PRO;NOM;FEM;PL;3
marcharon	did	marchar	dider	V	PROPN;MASC;SG
marcharon	gone	marchar	gone	V	N;MASC;SG
saio	fora	saio	fora	V	ADV
saio	out	saio	out	V	N;MASC;SG
precisar	need	precisar	need	V	N;MASC;SG
precisar	preciso	precisar	preciso	V	ADJ;MASC;SG
precisar	necessidade	precisar	necessidade	V	N;FEM;SG
pegadas	trace	pegar	trace	N	V;SBJV;SG;3;PRS;FIN
amais	não	amais	não	ADV	INTJ
veciño	vizinha	veciño	vizinha	ADJ	N;FEM;SG
veciño	vizinho	veciño	vizinho	ADJ	N;MASC;SG
veciño	vizinha	veciño	vizinha	ADJ	N;FEM;SG
veciño	vizinho	veciño	vizinho	ADJ	N;MASC;SG
máscara	os	máscara	o	N	PRO;ACC;MASC;PL;3
linda	bonito	linda	bonito	N	ADJ;MASC;SG
linda	bonita	linda	bonito	N	ADJ;FEM;SG
linda	linda	linda	linda	N	ADJ;FEM;SG
linda	fofo	linda	fofo	N	ADJ;MASC;SG
linda	fofa	linda	fofa	N	ADJ;FEM;SG
linda	pequeno	linda	pequeno	N	ADJ;MASC;SG
linda	pouco	linda	pouco	N	ADV
linda	pequena	linda	pequeno	N	ADJ;FEM;SG
linda	sim	linda	sim	N	ADV
reserva	reserve	reserva	reserver	N	V;SBJV;SG;3;PRS;FIN
reserva	reservar	reserva	reservar	N	V;NFIN
piques	sobre	pique	sobre	ADV	ADP
piques	iminência	pique	iminência	ADV	N;FEM;SG
piques	pronto	pique	pronto	ADV	ADJ;MASC;SG
piques	preparados	pique	preparar	ADV	V;MASC;PL;V.PTCP
piques	pronta	pique	pronto	ADV	ADJ;FEM;SG
piques	prontos	pique	pronto	ADV	ADJ;MASC;PL
piques	preparado	pique	preparar	ADV	V;MASC;SG;V.PTCP
piques	fecha	pique	fechar	ADV	V;IND;SG;3;PRS;FIN
piques	feche	pique	fecher	ADV	V;SBJV;SG;3;PRS;FIN
piques	close	pique	close	ADV	N;MASC;SG
piques	fechar	pique	fechar	ADV	V;NFIN
quenda	vire	quenda	virar	N	V;SBJV;SG;3;PRS;FIN
quenda	vira	quenda	ver	N	V;IND;SG;3;FUT;FIN
quenda	virar	quenda	virar	N	V;NFIN
lee	lee	lee	lee	PROPN	N;MASC;SG
absurdo	absurdo	absurdo	absurdo	N	ADJ;MASC;SG
absurdo	absurdo	absurdo	absurdo	N	ADJ;MASC;SG
absurdo	absurdo	absurdo	absurdo	N	ADJ;MASC;SG
absurdo	absurdas	absurdo	absurda	N	ADJ;FEM;PL
absurdo	absurda	absurdo	absurdo	N	ADJ;FEM;SG
absurdo	nunca	absurdo	nunca	N	ADV
absurdo	ridícula	absurdo	ridícula	N	ADJ;FEM;SG
absurdo	ridículo	absurdo	ridículo	N	ADJ;MASC;SG
absurdo	ridículos	absurdo	ridículo	N	ADJ;MASC;PL
absurdo	como	absurdo	como	N	ADV
axudalo	ajude	axudalo	ajude	N	V;SBJV;SG;3;PRS;FIN
axudalo	ajudar	axudalo	ajudar	N	V;NFIN
axudalo	ele	axudalo	ele	N	PRO;NOM;MASC;SG;3
axudalo	dê	axudalo	dar	N	V;SBJV;SG;3;PRS;FIN
axudalo	dar	axudalo	dar	N	V;NFIN
axudalo	dá	axudalo	dar	N	V;IND;SG;3;PRS;FIN
axudalo	tu	axudalo	tu	N	INTJ
axudalo	você	axudalo	você	N	PRO;NOM;SG;3
axudalo	vc	axudalo	vc	N	PRO;NOM;MASC;SG;3
levará	will	levar	will	V	N;MASC;SG
levará	vontade	levar	vontade	V	N;FEM;SG
levará	alguns	levar	algum	V	PRO;MASC;PL
levará	algum	levar	algum	V	DET;MASC;SG
levará	algumas	levar	algum	V	PRO;FEM;PL
levará	take	levar	take	V	N;MASC;SG
cólleo	take	cólleo	take	V	N;MASC;SG
cólleo	ele	cólleo	ele	V	PRO;NOM;MASC;SG;3
cólleo	palheta	cólleo	palheta	V	N;FEM;SG
cólleo	picareta	cólleo	picareta	V	N;FEM;SG
cólleo	pick	cólleo	pick	V	N;MASC;SG
cólleo	catch	cólleo	catch	V	N;MASC;SG
cólleo	capturas	cólleo	captura	V	N;FEM;PL
cólleo	captura	cólleo	captura	V	N;FEM;SG
prefire	tu	preferir	tu	V	INTJ
prefire	você	preferir	você	V	PRO;NOM;SG;3
prefire	vc	preferir	vc	V	PRO;NOM;MASC;SG;3
prefire	like	preferir	like	V	N;MASC;SG
prefire	curta	preferir	curto	V	ADJ;FEM;SG
prefire	como	preferir	como	V	ADV
prefire	melhor	preferir	melhor	V	ADV
prefire	melhores	preferir	bom	V	ADJ;MASC;PL
prefire	than	preferir	than	V	N;MASC;SG
sucio	sacanagem	sucio	sacanagem	ADJ	N;FEM;SG
sucio	suja	sucio	sujo	ADJ	N;FEM;SG
sucio	dirty	sucio	dirty	ADJ	N;MASC;SG
sucio	ai	sucio	ai	ADJ	INTJ
sucio	ali	sucio	ali	ADJ	ADV
sucio	aí	sucio	aí	ADJ	ADV
sucio	lá	sucio	lá	ADJ	ADV
