oklahoma	οκλαχόμα	oklahoma	οκλαχόμα		PROPN;NOM;FEM;SG
falsk	ψεύτικα	falsk	ψεύτικος	ADJ;INDF;SG	ADJ;NOM;NEUT;PL
observeret	παρατηρήθηκαν	observere	παρατηρώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
nash	νας	nash	νας	N;INDF;MASC+FEM;SG	NUM;NOM;MASC;SG
pil	βέλος	pil	βέλος	V;IMP	N;NOM;NEUT;SG
moral	ηθικός	moral	ηθικός	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
moral	ηθική	moral	ηθικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
moral	ήθη	moral	ήθη	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
moral	ηθική	moral	ηθικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
moral	ηθική	moral	ηθικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
gilbert	γκίλμπερτ	gilbert	γκίλμπερτ	N;INDF;MASC+FEM;SG	
sandsynlighed	πιθανότητες	sandsynlighed	πιθανότητα	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
dokumenteret	τεκμηριώνεται	dokumenteret	τεκμηριώνω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
dokumenteret	τεκμηριωμένες	dokumenteret	τεκμηριώνω	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
dokumenteret	αποδεδειγμένα	dokumenteret	αποδεικνύω	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
kosovo	κοσσυφοπέδιο	kosovo	κοσσυφοπέδιο	PROPN	PROPN;NOM;NEUT;SG
kosovo	κόσοβο	kosovo	κόσοβος	PROPN	
nacional	nacional	nacional	nacional		
afvikles	εγκαταστάθηκαν	afvikle	εγκαθιστώ	V;IND;PRS;FIN;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
strengt	αυστηρός	strengt	αυστηρός	ADV	ADJ;NOM;MASC;SG
strengt	αυστηρή	strengt	αυστηρή	ADV	ADJ;NOM;FEM;SG
strengt	αυστηρό	strengt	αυστηρός	ADV	ADJ;NOM;NEUT;SG
strengt	αυστηροί	strengt	αυστηρός	ADV	ADJ;NOM;MASC;PL
torino	τορίνο	torino	τορίνο	PROPN	PROPN;NOM;NEUT;SG
torino	τορίνο	torino	τορίνο	PROPN	PROPN;NOM;NEUT;SG
akustisk	ακουστικό	akustisk	ακουστικός	ADJ;INDF;SG	N;NOM;NEUT;SG
massive	μαζική	massive	μαζικός	ADJ;PL	ADJ;NOM;FEM;SG
leveres	παραδόθηκαν	levere	παραδίδω	V;IND;PRS;FIN;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
leveres	παραδόθηκε	levere	παραδίδω	V;IND;PRS;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
kyster	ακτές	kyste	ακτός	N;INDF;MASC+FEM;PL	ADV
kyster	ακτές	kyste	ακτός	N;INDF;MASC+FEM;PL	ADV
kyster	ακτές	kyste	ακτός	N;INDF;MASC+FEM;PL	ADV
kyster	ακτη	kyste	ακτός	N;INDF;MASC+FEM;PL	PROPN;NOM;FEM;SG
kyster	ακτή	kyste	ακτός	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
frisk	φρέσκα	frisk	φρίσκω	ADJ;INDF;SG	N;NOM;NEUT;PL
frisk	φρέσκος	frisk	φρέσκος	ADJ;INDF;SG	PROPN;NOM;MASC;SG
frisk	φρέσκο	frisk	φρέσκο	ADJ;INDF;SG	N;NOM;NEUT;SG
frisk	φρέσκια	frisk	φρίσκιο	ADJ;INDF;SG	N;NOM;FEM;SG
frisk	νωπά	frisk	νωπός	ADJ;INDF;SG	N;NOM;NEUT;PL
stabil	σταθερά	stabil	σταθερά	ADJ;INDF;MASC+FEM;SG	ADV
germain	germain	germain	germain	N;INDF;NEUT;SG	
eksperter	ειδικοί	ekspert	ειδικός	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
tyndt	λεπτό	tyndt	λεπτό	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
tyndt	αραιά	tyndt	αραιός	ADJ;INDF;NEUT;SG	ADV
anime	anime	anim	anime		
sank	βυθίστηκε	synke	βυθίζω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
sank	βυθίστηκε	synke	βυθίζω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
ask	ρώτησε	ask	ρωτώ		V;PFV;IND;SG;3;PST;FIN;ACT
ask	ρώτα	ask	ρώτα		V;IPFV;IND;SG;1;PRS;FIN;ACT
ask	ρωτήστε	ask	ρωτώ		V;PFV;IND;PL;2;FIN;ACT
ask	ρωτήσω	ask	ρωτώ		V;PFV;IND;SG;1;FIN;ACT
ask	ζήτα	ask	ζήτα		V;IPFV;IND;SG;1;PST;FIN;ACT
ask	στάχτη	ask	στάχτης		N;NOM;FEM;SG
ask	τέφρα	ask	τέφρα		N;NOM;FEM;SG
limited	limited	limited	limited		
limited	περιορισμένη	limited	περιορίζω		V;PFV;NOM;FEM;SG;V.PTCP;PASS
limited	περιορισμένα	limited	περιορίζω		ADV
limited	περιορισμένο	limited	περιορίζω		V;PFV;NOM;NEUT;SG;V.PTCP;PASS
limited	περιορισμένος	limited	περιορισμένος		V;PFV;NOM;MASC;SG;V.PTCP;PASS
chefen	boss	chef	boss	N;DEF;MASC+FEM;SG	
murphy	murphy	murphy	murphy		
murphy	μέρφι	murphy	μέρφι		
analyser	analy	analyse	analy	N;INDF;MASC+FEM;PL	
analyser	ανάλυση	analyse	ανάλυση	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
faxe	φαξ	faxe	φεξ		N;NOM;NEUT;PL
diamond	διαμάντι	diamond	διαμάντι		N;NOM;NEUT;SG
forårsagede	προκλήθηκαν	forårsage	προκλώ	V;IND;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
forårsagede	προκλήθηκε	forårsage	προκαλώ	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
detaljeret	λεπτομερείς	detaljeret	λεπτομερής	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
detaljeret	λεπτομερές	detaljeret	λεπτομερής	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
detaljeret	λεπτομερής	detaljeret	λεπτομερής	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
detaljeret	λεπτομερή	detaljeret	λεπτομερής	V;INDF;SG;PST;V.PTCP	ADV
bekendte	γνωστούς	bekendt	γνωστός	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
bekendte	γνωστοί	bekendt	γνωστός	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
tråd	σύρματα	tråd	σύρμα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
edge	άκρη	edge	άκρη		N;NOM;FEM;SG
jürgen	jürgen	jürg	jürgen	N;DEF;MASC+FEM;SG	
jürgen	γιούργκεν	jürg	γιούργκεν	N;DEF;MASC+FEM;SG	
læsere	αναγνώστης	læser	αναγνώστης	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
knight	νάιτ	knight	νάιτ	N;INDF;MASC+FEM;SG	
tilgængeligt	διαθέσιμα	tilgængeligt	διαθέσιμος	ADJ;INDF;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
tilgængeligt	διατίθεται	tilgængeligt	διαθέτω	ADJ;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
tilgængeligt	διαθέσιμο	tilgængeligt	διαθέσιμο	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
tilgængeligt	προσβάσιμο	tilgængeligt	προσβάσιμο	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
tungt	βαρύ	tungt	βαρύς	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
tungt	βαριά	tungt	βαριός	ADJ;INDF;NEUT;SG	ADV
bertel	bertel	bertel	bertel	N;INDF;NEUT;SG	
smukt	πανέμορφη	smuk	πανέμορφος	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
hugh	χιου	hugh	χιος		N
hugh	χιού	hugh	χιού		
hugh	hugh	hugh	hugh		
grundstoffer	στοιχειώδες	grundstof	στοιχειώδης	N;INDF;NEUT;PL	N;NOM;NEUT;SG
grundstoffer	στοιχειακό	grundstof	στοιχειακός	N;INDF;NEUT;PL	ADJ;NOM;NEUT;SG
ryg	πισω	ryg	πισω	N;INDF;MASC+FEM;SG	ADV
ryg	πίσω	ryg	πίσω	N;INDF;MASC+FEM;SG	ADV
faldende	πτώση	falde	πτώση	V;PRS;V.PTCP	N;ACC;FEM;SG
faldende	φθίνουσα	falde	φθίνων	V;PRS;V.PTCP	ADV
faldende	φθίνουσα	falde	φθίνων	V;PRS;V.PTCP	ADV
faldende	πτωτική	falde	πτωτικός	V;PRS;V.PTCP	ADJ;NOM;FEM;SG
faldende	φθίνουσα	falde	φθίνων	V;PRS;V.PTCP	ADV
niende	ένατη	nie	ένατος	ADJ	NUM;NOM;FEM;SG
niende	ένατο	nie	ένατος	ADJ	NUM;ACC;NEUT;SG
forstad	προάστια	forstad	προάστια	N;INDF;MASC+FEM;SG	ADV
huskes	θυμήθηκε	huske	θύμαι	V;IND;PRS;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ram	ραμ	ram	ραμ		N
ram	ram	ram	ram		
uro	ταραχές	uro	ταραχή	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tna	tna	tna	tna	PROPN	
justin	τζάστιν	justin	τζάστιν	N;INDF;MASC+FEM;SG	
justin	justin	justin	justin	N;INDF;MASC+FEM;SG	
trusler	απειλή	trusel	απειλή	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
lau	λάο	lau	λάος		N;NOM;MASC;SG
lau	λο	lau	λο		
willy	γουίλι	willy	γουίλι		PROPN;NOM;MASC;SG
gestapo	γκεστάπο	gestapo	γκεστάπος	N;INDF;NEUT;SG	
eminem	eminem	eminem	eminem		
andersson	άντερσον	andersson	άντερσον	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
andersson	andersson	andersson	andersson	N;INDF;MASC+FEM;SG	
coast	ακτές	coast	ακτός		ADV
coast	ακτη	coast	ακτός		PROPN;NOM;FEM;SG
coast	ακτή	coast	ακτός		N;NOM;FEM;SG
fjernsyn	τηλεοράσεις	fjernsyn	τηλεόραση	N;INDF;NEUT;SG	N;NOM;FEM;PL
fjernsyn	tv	fjernsyn	tv	N;INDF;NEUT;SG	
leon	λέων	leon	λέος		N;NOM;MASC;SG
leon	λεόν	leon	λεόν		
leon	leon	leon	leon		
leon	λίον	leon	λίον		N
forstået	κατανοητό	forstå	κατανοητός	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
forstået	καταλάβετε	forstå	καταλαβατώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;2;FIN;ACT
leonardo	leonardo	leonardo	leonardo	N;INDF;MASC+FEM;SG	
leonardo	λεονάρντο	leonardo	λεονάρντος	N;INDF;MASC+FEM;SG	
opfandt	εφευρέθηκε	opfinde	εφευρώ	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
tiende	δέκατο	tiende	δέκατος	ADJ	NUM;NOM;NEUT;SG
denis	ντένις	denis	ντένις		
logik	λογική	logik	λογικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
latinsk	λατινικά	latinsk	λατινικός	ADJ;INDF;SG	ADV
investeringer	επένδυση	investering	επένδυση	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
israelsk	ισραηλινοί	israelsk	ισραηλινός	ADJ;INDF;SG	PROPN;NOM;MASC;PL
israelsk	ισραηλινό	israelsk	ισραηλινός	ADJ;INDF;SG	PROPN;NOM;NEUT;SG
israelsk	ισραήλ	israelsk	ισραήλ	ADJ;INDF;SG	
skåret	φέτες	skære	φέτος	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;PL
skåret	κόψτε	skære	κόψτε	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;2;PRS;FIN;ACT
skåret	κομμένα	skære	κομμένος	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;PL
skåret	κόψιμο	skære	κόψιμο	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
skåret	θραύσμα	skære	θραύσμα	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
lane	lane	lane	lane		
lane	λέιν	lane	λέιν		
lane	λωρίδα	lane	λωρίδα		N;NOM;FEM;SG
tottenham	τότεναμ	tottenham	τότεναμ	N;DEF;MASC+FEM;SG	
suðuroy	σούντουροϊ	suðuroy	σούντουρος		N;NOM
tusindvis	χιλιάδες	tusindvis	χιλιάδα	ADV	NUM;NOM;FEM;PL
fjernede	αφαιρέθηκαν	fjerne	αφαιρώ	V;IND;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
fjernede	αφαιρέθηκε	fjerne	αφαιρώ	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
fjernede	αφαιρεθεί	fjerne	αφαιρώ	V;IND;PST;FIN;ACT	V;PFV;NFIN;PASS
ægypten	αίγυπτος	ægypt	αίγυπτος	N;INDF;NEUT;SG	PROPN;NOM;NEUT;SG
ægypten	αίγυπτο	ægypt	αίγυπτος	N;INDF;NEUT;SG	PROPN;ACC;FEM;SG
ulykker	ατύχημα	ulykke	ατύχημα	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
ulykker	δυστύχημα	ulykke	δυστύχημα	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
pete	pete	pete	pete	PROPN	
pete	πητ	pete	πητ	PROPN	PROPN;NOM;MASC;SG
pete	πιτ	pete	πιτ	PROPN	
nicholas	νίκολας	nicholas	νίκολα		PROPN;NOM;MASC;SG
mann	μαν	mann	μαν	N;INDF;MASC+FEM;SG	
mann	mann	mann	mann	N;INDF;MASC+FEM;SG	
beograd	βελιγράδι	beograd	βελιγράδι		PROPN;NOM;NEUT;SG
beograd	βελιγραδίου	beograd	βελιγράδιο		PROPN;GEN;NEUT;SG
ost	τυριά	ost	τυριό	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
ost	τυριά	ost	τυριό	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
værre	χειρότερα	slem	κακός	ADJ;CMPR	ADV;CMPR
renoveret	redone	renovere	redone	V;INDF;SG;PST;V.PTCP	
hulk	χαλκ	hulk	χαλκ	N;INDF;MASC+FEM;SG	
add	προσθέστε	add	προσθέτω	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;FIN;ACT
lara	λάρα	lara	λάρα	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
svækket	αποδυνάμωση	svæk	αποδυνάμωση	V;INDF;SG;PST;V.PTCP	N;ACC;FEM;SG
svækket	εξασθένιση	svæk	εξασθένιση	V;INDF;SG;PST;V.PTCP	N;ACC;FEM;SG
udgår	διαγραφεί	udgå	διαγραφώ	V;IND;PRS;FIN;ACT	V;PFV;NFIN;PASS
udgår	διαγράφεται	udgå	διαγράφω	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
udgår	διαγράφηκε	udgå	διαγράφω	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
udgår	διαγράφονται	udgå	διαγράφω	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
åbnes	ανοίγει	åbne	ανοίγω	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
piper	piper	pipe	piper	N;INDF;MASC+FEM;SG	
piper	πάιπερ	pipe	πάιπερ	N;INDF;MASC+FEM;SG	
palads	ανάκτορα	palads	ανάκτορα	N;INDF;NEUT;SG	N;NOM;NEUT;PL
palads	palace	palads	palace	N;INDF;NEUT;SG	
botaniske	βοτανική	botanisk	βοτανικός	ADJ;PL	ADJ;NOM;FEM;SG
diskuteres	συζητήσιμη	diskutere	συζητήσιμος	V;NFIN;PASS	ADJ;NOM;FEM;SG
helen	ελένη	hel	ελένη	N;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG
helen	έλεν	hel	έλεν	N;DEF;MASC+FEM;SG	
helen	helen	hel	helen	N;DEF;MASC+FEM;SG	
balance	υπόλοιπο	balance	υπόλοιπος	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
españa	españa	españa	españa		
child	τέκνο	child	τέκνο		N;NOM;NEUT;SG
child	παιδι	child	παιδι		N;NOM;NEUT;SG
child	παιδί	child	παιδί		N;NOM;NEUT;SG
krim	κριμαία	krim	κριμαία	PROPN	PROPN;NOM;FEM;SG
krim	κριμαίας	krim	κριμαία	PROPN	N;GEN;FEM;SG
misbrug	καταχρήσεις	misbrug	κατάχρηση	N;INDF;NEUT;SG	N;NOM;FEM;PL
misbrug	καταχρήσεις	misbrug	κατάχρηση	N;INDF;NEUT;SG	N;NOM;FEM;PL
kulturelt	πολιτιστικός	kulturelt	πολιτιστικός	ADV	ADJ;NOM;MASC;SG
kulturelt	πολιτιστικό	kulturelt	πολιτιστικός	ADV	ADJ;NOM;NEUT;SG
kulturelt	πολιτιστική	kulturelt	πολιτιστικός	ADV	ADJ;NOM;FEM;SG
savage	άγριος	savage	άγριος		ADJ;NOM;MASC;SG
savage	σάβατζ	savage	σάβατζ		
sub	υποβρύχιο	sub	υποβρύχιο		N;NOM;NEUT;SG
sub	υπο	sub	υπο		N
fastsat	σταθερό	fastsætte	σταθερός	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
fastsat	σταθερή	fastsætte	σταθερός	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
fastsat	σταθερά	fastsætte	σταθερά	V;INDF;SG;PST;V.PTCP	ADV
hercegovina	ερζεγοβίνη	hercegovina	ερζεγοβίνος		PROPN;ACC;FEM;SG
asfalt	άσφαλτο	asfalt	άσφαλτο	N;INDF;MASC+FEM;SG	ADV
foretrukne	προτιμούσε	foretrukne	προτιμώ	ADJ;PL	V;IPFV;IND;SG;3;PST;FIN;ACT
amerikaner	αμερικανική	amerikaner	αμερικάνικος	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
amerikaner	αμερικάνικα	amerikaner	αμερικάνικος	N;INDF;MASC+FEM;SG	ADV
amerikaner	αμερικανός	amerikaner	Αμερικανός	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
amerikaner	αμερικάνος	amerikaner	αμερικάνος	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
amerikaner	αμερικάνικο	amerikaner	Αμερικάνικος	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
amerikaner	αμερικανοί	amerikaner	Αμερικανός	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;PL
erkendelse	αναγνωρίζοντας	erkendelse	αναγνωρίζω	N;INDF;MASC+FEM;SG	V;IPFV;V.CVB;ACT
abel	έιμπελ	abel	έιμπελ	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
helsingfors	ελσίνκι	helsingfors	ελσίνκι	N;INDF;NEUT;SG	PROPN;NOM;NEUT;SG
siddet	σαβ	sidde	σαβ	V;INDF;SG;PST;V.PTCP	
vindende	νίκη	vinde	νίκη	V;PRS;V.PTCP	N;ACC;FEM;SG
six	έξι	six	έξι		NUM;NOM;MASC;PL
six	six	six	six		
six	εξι	six	εξι		NUM
adrian	άντριαν	adrian	άντριαν		
svalbard	σβάλμπαρντ	svalbard	σβάλμπαρντ		PROPN;NOM;NEUT;SG
adelsmand	ευγενής	adelsmand	ευγενής	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
brooklyn	μπρούκλιν	brooklyn	μπρούκλιν	N;INDF;MASC+FEM;SG	
brooklyn	μπρούκλυν	brooklyn	μπρώ	N;INDF;MASC+FEM;SG	
discovery	ανακάλυψη	discovery	ανακάλυψη		N;ACC;FEM;SG
lukas	luke	lukas	luke	N;INDF;MASC+FEM;SG	
lukas	λούκας	lukas	λούκα	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
avenue	avenue	avenue	avenue		
avenue	λεωφόρος	avenue	λεωφόρος		N;NOM;FEM;SG
avenue	λεωφόρο	avenue	λεωφόρο		N;ACC;FEM;SG
kid	κιντ	kid	κιντ	N;INDF;MASC+FEM;SG	
spencer	spencer	spence	spencer	N;INDF;MASC+FEM;SG	
born	γεννήθηκα	born	γεννώ		V;PFV;IND;SG;1;PST;FIN;PASS
born	γεννημένος	born	γεννημένος		V;PFV;NOM;MASC;SG;V.PTCP;PASS
born	γεννήθηκε	born	γεννώ		V;PFV;IND;SG;3;PST;FIN;PASS
born	γεννηθείς	born	γεννηθής		ADJ;NOM;MASC;SG
alberto	αλμπέρτο	alberto	αλμπέρτος		
nansen	νάνσεν	nans	νάνσεν	N;DEF;MASC+FEM;SG	
logisk	λογικές	logisk	λογικός	ADJ;INDF;SG	ADJ;NOM;FEM;PL
udgifter	κόστος	udgift	κόστος	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
udgifter	δαπάνη	udgift	δαπάνη	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
udstedt	εκδοθέν	udstedt	εκδοθέν	V;INDF;SG;PST;V.PTCP	N
udstedt	εκδίδεται	udstedt	εκδίδω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
erhvervet	αποκτήθηκαν	erhvervet	αποκτώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
erhvervet	κεκτημένα	erhvervet	κεκτημένος	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;PL
biblioteker	βιβλιοθήκες	bibliotek	βιβλιοθήκη	N;INDF;NEUT;PL	V;PFV;IND;PL;2;PST;FIN;PASS
linket	lin	linke	lin	N;DEF;NEUT;SG	
velegnet	κατάλληλα	velegnet	κατάλληλα	ADJ;INDF;SG	ADV
velegnet	κατάλληλοι	velegnet	κατάλληλος	ADJ;INDF;SG	ADJ;NOM;MASC;PL
billigere	φθηνότερα	billig	φτηνός	ADJ;CMPR	ADV;CMPR
himmel	ουρανός	himmel	ουρανός	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
himmel	s	himmel	s	N;INDF;MASC+FEM;SG	
himmel	σκάι	himmel	σκάι	N;INDF;MASC+FEM;SG	
himmel	ουρανοί	himmel	ουρανός	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
himmel	ουρανός	himmel	ουρανός	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
himmel	ουρανούς	himmel	ουρανός	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
wang	wang	wang	wang		
wang	γουάνγκ	wang	γουάνγκ		
ansvarlige	υπεύθυνη	ansvarlig	υπεύθυνος	ADJ;PL	ADJ;NOM;FEM;SG
ansvarlige	υπεύθυνος	ansvarlig	υπεύθυνος	ADJ;PL	ADJ;NOM;MASC;SG
ansvarlige	υπεύθυνο	ansvarlig	υπεύθυνος	ADJ;PL	ADJ;NOM;NEUT;SG
redskaber	εξοπλισμό	redskab	εξοπλισμός	N;INDF;NEUT;PL	N;ACC;MASC;SG
blik	eye	blik	eye	N;INDF;NEUT;SG	
christie	κρίστι	christie	κρίστι	N;INDF;MASC+FEM;SG	
datterselskab	θυγατρική	datterselskab	θυγατρικός	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
påstod	ισχυρίστηκε	påstå	ισχυρίζομαι	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
greg	γκρεγκ	greg	γκρεγκ		
greg	γκρέγκ	greg	γκρέγκ		N
greg	greg	greg	greg		
roberts	ρόμπερτς	rober	ρόμπερτς	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
discogs	discogs	discog	discogs	N;INDF;MASC+FEM;SG	
serbiske	σερβικό	serbisk	σερβικός	ADJ;PL	ADJ;NOM;NEUT;SG
serbiske	σερβική	serbisk	σερβικός	ADJ;PL	ADJ;NOM;FEM;SG
serbiske	σερβικά	serbisk	σερβικά	ADJ;PL	ADV
serbiske	σέρβος	serbisk	σέρβος	ADJ;PL	PROPN;NOM;MASC;SG
koden	κωδικός	koden	κωδικός	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
ferie	διακοπές	ferie	διακοπή	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ferie	διακοπές	ferie	διακοπή	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ferie	γιορτές	ferie	γιορτής	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ferie	αργίες	ferie	αργία	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ferie	διακοπές	ferie	διακοπή	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
freedom	ελευθερια	freedom	ελευθερία		N;NOM;FEM;SG
freedom	ελευθερία	freedom	ελευθερία		N;NOM;FEM;SG
rex	rex	rex	rex	N;INDF;MASC+FEM;SG	
rex	ρεξ	rex	ρεξ	N;INDF;MASC+FEM;SG	
elektronik	ηλεκτρονική	elektronik	ηλεκτρονικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
elektronik	ηλεκτρονικά	elektronik	ηλεκτρονικά	N;INDF;MASC+FEM;SG	ADV
indehaver	χόλντερ	indehave	χόλντερ	N;INDF;MASC+FEM;SG	ADV;CMPR
botanisk	βοτανική	botanisk	βοτανικός	ADV	ADJ;NOM;FEM;SG
polens	πολωνίας	polen	πολωνία	N;GEN;DEF;MASC+FEM;SG	PROPN;GEN;FEM;SG
polens	πολωνία	polen	πολωνία	N;GEN;DEF;MASC+FEM;SG	PROPN;ACC;FEM;SG
passager	επιβατών	passager	επιβάτης	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
passager	περάσματα	passager	πέρασμα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
burma	βιρμανία	burma	βιρμανία		N;NOM;FEM;SG
tchad	τσαντ	tchad	τσαντ	PROPN	
facto	facto	facto	facto	ADJ;INDF;SG	
udpegede	καθορισμένη	udpege	καθορίζω	V;IND;PST;FIN;ACT	V;PFV;NOM;FEM;SG;V.PTCP;PASS
udpegede	καθορισμένο	udpege	καθορίζω	V;IND;PST;FIN;ACT	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
tænkte	σκέψη	tænke	σκέψη	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
tænkte	σκέψης	tænke	σκέψη	V;IND;PST;FIN;ACT	N;GEN;FEM;SG
tænkte	σκέψη	tænke	σκέψη	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
slås	πολεμώντας	slås	πολεμώ	V;NFIN;PASS	V;IPFV;V.CVB;ACT
slås	μάχες	slås	μάχη	V;NFIN;PASS	N;NOM;FEM;PL
kold	κρύος	kold	κρύος	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kold	κρύο	kold	κρύο	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kold	κρύα	kold	κράο	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
værft	shipyard	værft	shipyard	N;INDF;NEUT;SG	
tjekkiske	τσεχική	tjekkisk	τσεχικός	ADJ;PL	PROPN;NOM;FEM;SG
