loại	tasteaza	loại	tastează	N	V;IND;SG;3;IPFV;FIN
mặc	uzura	mặc	uzura	V	N;DEF;FEM;SG
mặc	uzura	mặc	uzura	V	N;DEF;FEM;SG
mặc	poarta	mặc	poartă	V	N;DEF;FEM;SG
tuyến	liberia	tuyến	liberie	N	PROPN
tuyến	liniar	tuyến	liniar	N	ADJ;INDF;MASC;SG
tuyến	liniare	tuyến	liniar	N	ADJ;INDF;FEM;PL
tuyến	liniara	tuyến	liniară	N	ADJ;DEF;FEM;SG
karnataka	karnataka	karnataka	karnataka	N	PROPN
hạn	limiteaza	hạn	limitează	N	V;IND;SG;3;IPFV;FIN
gốc	originala	gốc	original		ADJ;DEF;FEM;SG
gốc	originale	gốc	original		ADJ;INDF;FEM;PL
gốc	original	gốc	original		ADJ;INDF;MASC;SG
gốc	originala	gốc	original		ADJ;DEF;FEM;SG
rêu	mose	rêu	mos	N	
rêu	moss	rêu	moss	N	PROPN
muốn	will	muốn	will	V	PROPN
muốn	va	muốn	vrea	V	V;SG;3
ninh	ninh	ninh	ninh	N	
ninh	ning	ninh	ning	N	
trùng	dublura	trùng	dublura	V	N;DEF;FEM;SG
trùng	duplicat	trùng	duplicat	V	ADJ;INDF;MASC;SG
thượng	shang	thượng	shang	N	PROPN
giang	giang	giang	giang	N	
giang	jiang	giang	jiang	N	PROPN
đĩa	discul	đĩa	disc		N;DEF;MASC;SG
đĩa	disc	đĩa	disc		N;INDF;MASC;SG
đĩa	farfurie	đĩa	farfurie		N;INDF;FEM;SG
đĩa	placa	đĩa	placă		N;DEF;FEM;SG
đĩa	discul	đĩa	disc		N;DEF;MASC;SG
đĩa	disc	đĩa	disc		N;INDF;MASC;SG
đĩa	discheta	đĩa	discheta		N;DEF;FEM;SG
khỏi	din	khỏi	din	V	ADP;ACC
tưởng	gandit	tưởng	gandi	V	ADJ;INDF;MASC;SG
tưởng	crezut	tưởng	crede	V	ADJ;INDF;MASC;SG
lâm	lam	lâm	lam	N	
lâm	lin	lâm	lin	N	
vàng	auriu	vàng	auriu	N	ADJ;INDF;MASC;SG
vàng	gold	vàng	gold	N	
vàng	galben	vàng	galben	N	ADV
vàng	galbena	vàng	galbena	N	ADJ;DEF;FEM;SG
quang	quang	quang	quang	N	PROPN
dòng	line	dòng	line	N	
hàn	coreean	hàn	coreean	N	ADJ;INDF;MASC;SG
hàn	coreea	hàn	corea	N	PROPN
ngay	imediat	ngay	imediat	PART	ADV
ngay	acum	ngay	acum	PART	ADV
cận	inchidere	cận	inchidere	V	N;INDF;FEM;SG
cận	inchidere	cận	inchidere	V	N;INDF;FEM;SG
cận	cardinale	cận	cardinal	V	ADJ;INDF;FEM;PL
cận	cardinal	cận	cardinal	V	N;INDF;MASC;SG
cận	cardinalul	cận	cardinal	V	N;DEF;MASC;SG
đậu	bean	đậu	bean	V	PROPN
đậu	fasole	đậu	fasole	V	N;INDF;FEM;SG
đậu	boabe	đậu	boabă	V	N;INDF;FEM;PL
đậu	fasole	đậu	fasole	V	N;INDF;FEM;SG
đậu	rugaciuni	đậu	rugaciune	V	N;INDF;FEM;PL
đậu	rugaciunile	đậu	rugaciune	V	N;DEF;FEM;PL
khách	invitat	khách	invita	N	ADJ;INDF;MASC;SG
khách	vizitati	khách	vizitati	N	V;IND;PL;2;PRS;FIN
khách	viziteaza	khách	vizitează	N	V;IND;SG;3;IPFV;FIN
địch	ostil	địch	ostil	N	ADJ;INDF;MASC;SG
địch	ostili	địch	ostil	N	ADJ;INDF;MASC;PL
địch	ostila	địch	ostil	N	ADJ;DEF;FEM;SG
địch	ostile	địch	ostil	N	ADJ;INDF;FEM;PL
thánh	sfant	thánh	sfant	N	
thánh	sfant	thánh	sfant	N	
thánh	sfinte	thánh	sfânt	N	
trẻ	tanara	trẻ	tanară	N	ADJ;DEF;FEM;SG
trẻ	tanar	trẻ	tanar	N	ADJ;INDF;MASC;SG
trẻ	tinere	trẻ	tânăr	N	ADJ;INDF;FEM;PL
trẻ	young	trẻ	young	N	PROPN
yên	yên	yên	yên	N	
phó	vicii	phó	viciu		N;INDF;FEM;PL
phó	viciul	phó	viciu		N;DEF;MASC;SG
phó	moravuri	phó	moravuri		N;INDF;FEM;PL
phó	viciu	phó	viciu		N;INDF;MASC;SG
phó	vice	phó	vice		
linh	ling	linh	ling	N	V;IND;PL;3;PRS;FIN
linh	spirituala	linh	spiritual	N	ADJ;DEF;FEM;SG
linh	spiritual	linh	spiritual	N	ADJ;INDF;MASC;SG
linh	spirituale	linh	spiritual	N	ADJ;INDF;FEM;PL
linh	spirituala	linh	spiritual	N	ADJ;DEF;FEM;SG
linh	linh	linh	linh	N	
trai	fiule	trai	fiu	N	
chạy	rularea	chạy	rulare	V	N;DEF;FEM;SG
chạy	alergand	chạy	alergand	V	N;INDF;MASC;SG
chạy	fugi	chạy	fugi	V	
tuyên	declarata	tuyên	declarat	V	ADJ;DEF;FEM;SG
tuyên	declarate	tuyên	declara	V	ADJ;INDF;FEM;PL
tuyên	declarat	tuyên	declara	V	ADJ;INDF;MASC;SG
thuận	shun	thuận	shun	ADJ	N;INDF;MASC;SG
thuận	thuan	thuận	thuan	ADJ	
thuận	afacere	thuận	afacere	ADJ	N;INDF;FEM;SG
tức	instantanee	tức	instantaneu		N;INDF;FEM;PL
tức	instantaneu	tức	instantaneu		ADV
tức	imediata	tức	imediat		N;DEF;FEM;SG
tức	imediate	tức	imediat		ADJ;INDF;FEM;PL
tức	sur	tức	sur		N;INDF;MASC;SG
phú	phú	phú	phú	N	
truy	neobosit	truy	neobosit	V	ADJ;INDF;MASC;SG
truy	inexorabil	truy	inexorabil	V	ADV
cực	foarte	cực	foarte		ADV
cực	polar	cực	polar		ADJ;INDF;MASC;SG
cực	polare	cực	polare		N;INDF;FEM;PL
cực	polara	cực	polară		N;DEF;FEM;SG
cực	stalp	cực	stalp		N;INDF;MASC;SG
cực	pole	cực	polă		N;INDF;MASC;SG
cực	pol	cực	pol		N;INDF;MASC;SG
cực	polul	cực	pol		N;DEF;MASC;SG
lương	liang	lương	liang	N	PROPN
mét	yarzi	mét	yard	N	
lâu	long	lâu	long	ADJ	
bại	invinsa	bại	invinsa	V	N;DEF;FEM;SG
bại	invins	bại	invinge	V	ADJ;INDF;MASC;SG
bại	invins	bại	invinge	V	ADJ;INDF;MASC;SG
bại	infrant	bại	infrant	V	
bại	infrangere	bại	infrangere	V	N;INDF;FEM;SG
bại	infrangerea	bại	infrangere	V	N;DEF;FEM;SG
chu	probabil	chu	probabil		ADV
chu	zhu	chu	zhu		PROPN
chu	chu	chu	chu		N;INDF;MASC;SG
chu	zhou	chu	zhou		PROPN
ước	doresc	ước	dori		V;IND;PL;3;PRS;FIN
ước	dorind	ước	dori		V;V.MSDR
chuyên	specialist	chuyên	specialist	ADJ	N;INDF;MASC;SG
chuyên	specialistul	chuyên	specialist	ADJ	N;DEF;MASC;SG
lai	viitorul	lai	viitor		N;DEF;MASC;SG
lai	viitoare	lai	viitor		ADJ;INDF;FEM
lai	viitor	lai	viitor		N;INDF;MASC;SG
lai	lai	lai	lai		
vài	putine	vài	putea	DET	ADJ;INDF;FEM;PL
vài	putini	vài	putin	DET	
vài	putini	vài	putin	DET	
san	san	san	san		PROPN
nền	fundal	nền	fundal		N;INDF;MASC;SG
nền	fundalul	nền	fundal		N;DEF;MASC;SG
style	stil	style	stil		N;INDF;MASC;SG
style	stilul	style	stil		N;DEF;MASC;SG
song	geaman	song	geaman	CONJ	N;INDF;MASC;SG
song	twin	song	twin	CONJ	N;INDF;MASC;SG
song	parinti	song	parinti	CONJ	
song	parinti	song	parinti	CONJ	
song	parintii	song	parinte	CONJ	N;DEF;MASC;PL
song	parintii	song	parinte	CONJ	N;DEF;MASC;PL
song	cantec	song	cantec	CONJ	N;INDF;MASC;SG
song	song	song	song	CONJ	N;INDF;MASC;SG
song	melodie	song	melodie	CONJ	N;INDF;FEM;SG
song	cantec	song	cantec	CONJ	N;INDF;MASC;SG
giai	melody	giai	melody		N;INDF;MASC;SG
giai	melodia	giai	melodie		N;DEF;FEM;SG
giai	melodie	giai	melodie		N;INDF;FEM;SG
quay	rotire	quay	rotire	V	N;INDF;FEM;SG
quay	quay	quay	quay	V	N;INDF;MASC;SG
quay	rotire	quay	rotire	V	N;INDF;FEM;SG
quay	rotatie	quay	rotatie	V	N;INDF;FEM;SG
quay	rotire	quay	rotire	V	N;INDF;FEM;SG
quay	spin	quay	spin	V	N;INDF;MASC;SG
xuân	chun	xuân	chun	N	PROPN
xuân	xuan	xuân	xuan	N	PROPN
american	american	american	american	N	ADJ;INDF;MASC;SG
rừng	woods	rừng	woods	N	PROPN
rừng	forest	rừng	forest	N	PROPN
rừng	jungle	rừng	junglă	N	
thưởng	bonus	thưởng	bonus	V	N;INDF;MASC;SG
thưởng	bonusul	thưởng	bonus	V	N;DEF;MASC;SG
thưởng	recompensa	thưởng	recompensa	V	N;DEF;FEM;SG
thưởng	recompensa	thưởng	recompensa	V	N;DEF;FEM;SG
thưởng	rasplata	thưởng	rasplata	V	N;DEF;FEM;SG
thưởng	rasplatita	thưởng	rasplatita	V	N;DEF;FEM;SG
thưởng	recompensat	thưởng	recompensat	V	ADJ;INDF;MASC;SG
thưởng	rasplatit	thưởng	rasplatit	V	ADJ;INDF;MASC;SG
list	lista	list	listă	ADJ	N;DEF;FEM;SG
list	lista	list	listă	ADJ	N;DEF;FEM;SG
xuống	jos	xuống	jos	V	ADV
toán	mate	toán	mate	N	
đứng	stand	đứng	sta	V	
truyện	citesc	truyện	citi	N	V;IND;PL;3;PRS;FIN
truyện	citind	truyện	citi	N	V;V.MSDR
môn	subtil	môn	subtil	N	ADJ;INDF;MASC;SG
môn	subtile	môn	subte	N	ADJ;INDF;FEM;PL
môn	subtila	môn	subtila	N	ADJ;DEF;FEM;SG
phóng	cantar	phóng	cantar	V	N;INDF;MASC;SG
phóng	scara	phóng	scară	V	N;DEF;FEM;SG
phóng	scala	phóng	scală	V	N;DEF;FEM;SG
phóng	scala	phóng	scală	V	N;DEF;FEM;SG
phóng	lansare	phóng	lansare	V	N;INDF;FEM;SG
phóng	lansarea	phóng	lansare	V	N;DEF;FEM;SG
đốc	guvernator	đốc	guvernator		N;INDF;MASC;SG
đốc	guvernatorul	đốc	guvernator		N;DEF;MASC;SG
khởi	start	khởi	start	V	N;INDF;MASC;SG
khởi	pornire	khởi	pornire	V	N;INDF;FEM;SG
bầu	votare	bầu	votare	V	N;INDF;FEM;SG
bầu	votul	bầu	vot	V	N;DEF;MASC;SG
bầu	votarea	bầu	votare	V	N;DEF;FEM;SG
bầu	gravida	bầu	gravida	V	N;DEF;FEM;SG
bầu	insarcinata	bầu	insarcinat	V	N;DEF;FEM;SG
bầu	gravida	bầu	gravida	V	N;DEF;FEM;SG
bầu	insarcinata	bầu	insarcinat	V	N;DEF;FEM;SG
mềm	moi	mềm	moale	N	ADJ;INDF;PL
mềm	moale	mềm	moale	N	
cha	parinte	cha	parinte	N	
giết	ucidere	giết	ucidere	V	N;INDF;FEM;SG
giết	uciderea	giết	ucidere	V	N;DEF;FEM;SG
giết	kill	giết	kill	V	N;INDF;MASC;SG
nhanh	repede	nhanh	repede	ADJ	ADV
nhanh	rapid	nhanh	rapid	ADJ	ADV
nhanh	repede	nhanh	repede	ADJ	ADV
nhanh	rapid	nhanh	rapid	ADJ	ADV
nhanh	repede	nhanh	repede	ADJ	ADV
giấy	hartie	giấy	hartie	N	
giấy	hartie	giấy	hartie	N	
thấp	low	thấp	low	ADJ	
kiểu	tasteaza	kiểu	tastează	N	V;IND;SG;3;IPFV;FIN
hương	gusta	hương	gusta	N	V;IND;SG;3;IPFV;FIN
hương	gusta	hương	gusta	N	V;IND;SG;3;IPFV;FIN
nghiệm	experimentele	nghiệm	experiment	V	N;DEF;FEM;PL
nghiệm	experimente	nghiệm	experiment	V	N;INDF;FEM;PL
tối	intunecat	tối	intunecat	N	ADJ;INDF;MASC;SG
tối	cinei	tối	cinel	N	
giảm	scadere	giảm	scădere	V	N;INDF;FEM;SG
bắn	fotografiere	bắn	fotografier	V	N;INDF;FEM;SG
bắn	shot	bắn	shot	V	N;INDF;MASC;SG
bắn	impuscat	bắn	impusca	V	ADJ;INDF;MASC;SG
bắn	impuscat	bắn	impusca	V	ADJ;INDF;MASC;SG
nhằm	rasturnat	nhằm	rasturnat		ADJ;INDF;MASC;SG
website	website	website	websit	N	
đôi	perechea	đôi	pereche	NUM	N;DEF;FEM;SG
đôi	pereche	đôi	pereche	NUM	N;INDF;FEM;SG
đôi	dubla	đôi	dublu	NUM	ADJ;DEF;FEM;SG
đôi	dubla	đôi	dublu	NUM	ADJ;DEF;FEM;SG
đôi	dublu	đôi	dublu	NUM	ADJ;INDF;MASC;SG
đôi	duble	đôi	dublu	NUM	N;INDF;FEM;PL
đôi	cuplu	đôi	cuplu	NUM	N;INDF;MASC;SG
đôi	cuplul	đôi	cuplu	NUM	N;DEF;MASC;SG
đôi	uneori	đôi	uneori	NUM	ADV
đôi	cateodata	đôi	cateodată	NUM	
đôi	dubleaza	đôi	dublează	NUM	V;IND;SG;3;IPFV;FIN
đôi	duble	đôi	dublu	NUM	N;INDF;FEM;PL
lĩnh	cucerita	lĩnh	cucerita	N	ADJ;DEF;FEM;SG
lĩnh	cucerit	lĩnh	cuceri	N	ADJ;INDF;MASC;SG
mắt	eye	mắt	ey	N	
cáo	raporteaza	cáo	raporta	N	V;IND;SG;3;IPFV;FIN
tam	tam	tam	tăm	N	
sai	incorect	sai	incorect	ADJ	ADV
sai	eroare	sai	eroare	ADJ	N;INDF;FEM;SG
sửa	editare	sửa	editare	V	N;INDF;FEM;SG
sửa	corectie	sửa	corectie	V	N;INDF;FEM;SG
sửa	corectarea	sửa	corectare	V	N;DEF;FEM;SG
sửa	corectare	sửa	corectare	V	N;INDF;FEM;SG
dựa	bazat	dựa	baza	V	ADJ;INDF;MASC;SG
lửa	flacari	lửa	flacar	N	
tuyển	angajare	tuyển	angajare	V	N;INDF;FEM;SG
tuyển	angajarea	tuyển	angajare	V	N;DEF;FEM;SG
tuyển	angajari	tuyển	angajare	V	N;INDF;MASC;PL
tuyển	inchiriere	tuyển	inchiriere	V	N;INDF;FEM;SG
trương	zhang	trương	zhang	N	PROPN
nặng	heavy	nặng	heavy	ADJ	N;INDF;MASC;SG
nặng	greu	nặng	greu	ADJ	ADV
ngành	lui	ngành	el	N	PRO;3
trắng	albi	trắng	alb	N	
trắng	albe	trắng	alb	N	ADJ;INDF;FEM;PL
trắng	alb	trắng	alb	N	ADJ;INDF;MASC;SG
đọc	citire	đọc	citire	V	N;INDF;FEM;SG
đọc	citirea	đọc	citire	V	N;DEF;FEM;SG
đọc	citire	đọc	citire	V	N;INDF;FEM;SG
đọc	lectura	đọc	lectură	V	N;DEF;FEM;SG
đọc	les	đọc	les	V	N;INDF;MASC;SG
xung	impuls	xung	impuls	V	N;INDF;MASC;SG
xung	conflictul	xung	conflict	V	N;DEF;MASC;SG
xung	conflicte	xung	conflict	V	N;INDF;FEM;PL
xung	conflict	xung	conflict	V	N;INDF;MASC;SG
chịu	suferi	chịu	suferi	V	
hại	harm	hại	harm	V	N;INDF;MASC;SG
hại	ranit	hại	ranit	V	ADJ;INDF;MASC;SG
hại	ranit	hại	ranit	V	ADJ;INDF;MASC;SG
nhìn	uite	nhìn	uita	V	
quý	pretios	quý	pretios	N	ADJ;INDF;MASC;SG
quý	pretios	quý	pretios	N	ADJ;INDF;MASC;SG
quý	pretioase	quý	pretios	N	ADJ;INDF;FEM;PL
hưng	spanzurat	hưng	spanzura	N	ADJ;INDF;MASC;SG
luyện	antrenamente	luyện	antrenament	V	N;INDF;FEM;PL
luyện	antrenament	luyện	antrenament	V	N;INDF;MASC;SG
luyện	pregatire	luyện	pregatire	V	N;INDF;FEM;SG
luyện	formare	luyện	formare	V	N;INDF;FEM;SG
thật	real	thật	real	PART	ADJ;INDF;MASC;SG
thật	reale	thật	real	PART	ADJ;INDF;FEM;PL
thật	reala	thật	reală	PART	ADJ;DEF;FEM;SG
thật	adevarat	thật	adevarat	PART	ADJ;INDF;MASC;SG
thật	adevarat	thật	adevarat	PART	ADJ;INDF;MASC;SG
thật	adevarul	thật	adevar	PART	N;DEF;MASC;SG
thật	adevar	thật	adevar	PART	N;INDF;MASC;SG
thật	adevarul	thật	adevar	PART	N;DEF;MASC;SG
thật	adevar	thật	adevar	PART	N;INDF;MASC;SG
kéo	foarfeca	kéo	foarfeca	V	N;DEF;FEM;SG
kéo	foarfeca	kéo	foarfeca	V	N;DEF;FEM;SG
kéo	foarfece	kéo	foarfece	V	N;INDF;FEM;PL
kéo	puff	kéo	puff	V	
đen	black	đen	black	ADJ	N;INDF;MASC;SG
vĩnh	vĩnh	vĩnh	vĩnh	N	
trục	osie	trục	osie	N	
saint	sfantul	saint	sfant		N;DEF;MASC;SG
saint	sfantul	saint	sfant		N;DEF;MASC;SG
saint	saint	saint	saint		N;INDF;MASC;SG
trời	cer	trời	cere	N	V;IND;SG;3;PRS;FIN
ngắn	scurt	ngắn	scurt	ADJ	ADV
ngắn	short	ngắn	short	ADJ	N;INDF;MASC;SG
niệm	suveniruri	niệm	suvenir	V	N;INDF;FEM;PL
luôn	mereu	luôn	mereu		ADV
luôn	intotdeauna	luôn	intotdeauna		
luôn	intotdeauna	luôn	intotdeauna		
côn	inca	côn	inca	N	
côn	inca	côn	inca	N	
côn	tot	côn	tot	N	PRO;MASC;SG;3
thạch	shi	thạch	shă	N	
phúc	jason	phúc	jason	N	PROPN
phúc	fericita	phúc	fericita	N	ADJ;DEF;FEM;SG
phúc	fericita	phúc	fericita	N	ADJ;DEF;FEM;SG
phúc	happy	phúc	happy	N	
phúc	fericit	phúc	fericit	N	ADJ;INDF;MASC;SG
sâu	adanc	sâu	adanc	ADJ	
sâu	profund	sâu	profund	ADJ	ADV
sâu	adanc	sâu	adanc	ADJ	
khó	greu	khó	greu	ADJ	ADV
khó	tare	khó	tare	ADJ	ADV
khó	dificil	khó	dificil	ADJ	ADV
cục	biroul	cục	birou		N;DEF;MASC;SG
cục	fbi	cục	fbă		N;INDF;MASC;SG
cục	suplimentar	cục	suplimentar		ADJ;INDF;MASC;SG
kịch	dramatic	kịch	dramatic	N	ADJ;INDF;MASC;SG
kịch	dramatice	kịch	dramatic	N	ADJ;INDF;FEM;PL
kịch	dramatica	kịch	dramatică	N	ADJ;DEF;FEM;SG
kịch	aranjate	kịch	aranja	N	ADJ;INDF;FEM;PL
kịch	aranjat	kịch	aranja	N	ADJ;INDF;MASC;SG
phường	ward	phường	ward	N	PROPN
ngọc	jad	ngọc	jad	N	ADJ
ngọc	jewel	ngọc	jewel	N	PROPN
club	club	club	club		N;INDF;MASC;SG
club	clubul	club	club		N;DEF;MASC;SG
top	top	top	top		N;INDF;MASC;SG
top	topul	top	top		N;DEF;MASC;SG
tải	sarcina	tải	sarcină	V	N;DEF;FEM;SG
tải	incarcare	tải	incarcare	V	N;INDF;FEM;SG
tải	incarcare	tải	incarcare	V	N;INDF;FEM;SG
hàm	functie	hàm	functie	N	
hàm	functie	hàm	functie	N	
hàm	falci	hàm	falc	N	
wikipedia	wikipedia	wikipedia	wikipedia	V	N;DEF;FEM;SG
ngô	ngô	ngô	nge	N	
bốn	four	bốn	four	NUM	N;INDF;MASC;SG
phật	bate	phật	bate	N	V;IND;SG;3;PRS;FIN
phật	buddha	phật	buddha	N	PROPN
nghi	suspecti	nghi	suspect	V	N;INDF;MASC;PL
nghi	suspecta	nghi	suspecta	V	N;DEF;FEM;SG
nghi	suspectul	nghi	suspect	V	N;DEF;MASC;SG
nghi	suspect	nghi	suspect	V	ADJ;INDF;MASC;SG
nghi	indoielnic	nghi	indoielnic	V	ADV
thừa	resturile	thừa	rest	ADJ	N;DEF;FEM;PL
thừa	resturi	thừa	rest	ADJ	N;INDF;FEM;PL
thừa	reno	thừa	reno	ADJ	N;INDF;MASC;SG
hùng	xiong	hùng	xiong	N	
buộc	forta	buộc	forta	V	N;DEF;FEM;SG
buộc	forta	buộc	forta	V	N;DEF;FEM;SG
buộc	forta	buộc	forta	V	N;DEF;FEM;SG
sóng	undei	sóng	undei	N	
chủng	mutant	chủng	mutant	V	N;INDF;MASC;SG
caps	capace	caps	capace		N;INDF;FEM;PL
đăng	post	đăng	post	V	N;INDF;MASC;SG
đăng	postare	đăng	postare	V	N;INDF;FEM;SG
đăng	postarea	đăng	postare	V	N;DEF;FEM;SG
đăng	postarea	đăng	postare	V	N;DEF;FEM;SG
đăng	postata	đăng	postat	V	N;DEF;FEM;SG
đăng	postat	đăng	posta	V	ADJ;INDF;MASC;SG
kiếm	sabiile	kiếm	sabie	V	N;DEF;FEM;PL
kiếm	sabii	kiếm	sabiab	V	N;INDF;FEM;PL
kiếm	sabii	kiếm	sabiab	V	N;INDF;FEM;PL
kiếm	spada	kiếm	spadă	V	N;DEF;FEM;SG
kiếm	sabia	kiếm	sabia	V	N;DEF;FEM;SG
kiếm	sabie	kiếm	sabie	V	N;INDF;FEM;SG
hiểu	inteles	hiểu	inteles	V	N;INDF;MASC;SG
hiểu	inteles	hiểu	inteles	V	N;INDF;MASC;SG
bụng	abdominala	bụng	abdominal	ADJ	N;DEF;FEM;SG
bụng	stomacului	bụng	stomac	ADJ	N;DEF;MASC;SG
bụng	stomacul	bụng	stomac	ADJ	N;DEF;MASC;SG
bụng	stomac	bụng	stomac	ADJ	N;INDF;MASC;SG
bụng	burta	bụng	burtă	ADJ	N;DEF;FEM;SG
bụng	burta	bụng	burtă	ADJ	N;DEF;FEM;SG
bụng	abdomenul	bụng	abdomen	ADJ	N;DEF;MASC;SG
bụng	abdomen	bụng	abdomen	ADJ	N;INDF;MASC;SG
nuôi	pet	nuôi	pet	V	
nuôi	adoptat	nuôi	adopta	V	ADJ;INDF;MASC;SG
nuôi	adoptata	nuôi	adopta	V	N;DEF;FEM;SG
hỏi	intreaba	hỏi	intreba	V	N;DEF;FEM;SG
hỏi	intreaba	hỏi	intreba	V	N;DEF;FEM;SG
hỏi	ask	hỏi	ask	V	N;INDF;MASC;SG
đầy	full	đầy	full	ADJ	
đầy	plin	đầy	plin	ADJ	ADV
xóa	stergere	xóa	stergere	V	N;INDF;FEM;SG
vừa	medii	vừa	medie		N;INDF;FEM;PL
vừa	medium	vừa	medium		N;INDF;MASC;SG
vừa	mediu	vừa	mediu		ADJ;INDF;MASC;SG
vừa	medie	vừa	medie		N;INDF;FEM;SG
vừa	moderate	vừa	moderat		ADJ;INDF;FEM;PL
vừa	moderata	vừa	moderată		ADJ;DEF;FEM;SG
vừa	moderat	vừa	moderat		ADJ;INDF;MASC;SG
thử	incercati	thử	incerca	V	
thử	test	thử	test	V	N;INDF;MASC;SG
thử	testul	thử	test	V	N;DEF;MASC;SG
thử	incercarea	thử	incercare	V	N;DEF;FEM;SG
thử	incercare	thử	incercare	V	N;INDF;FEM;SG
thử	testare	thử	testare	V	N;INDF;FEM;SG
brasil	brazilia	brasil	brazilie	N	PROPN
brasil	brasil	brasil	brasil	N	PROPN
john	john	john	john	N	PROPN
john	ioan	john	ioan	N	PROPN
lược	cuprinzatoare	lược	cuprinzator	N	ADJ;INDF;FEM
lược	cuprinzator	lược	cuprinzator	N	ADJ;INDF;MASC;SG
lược	inv	lược	inv	N	
lược	combs	lược	combs	N	PROPN
paris	paris	paris	paris		PROPN
paris	parisul	paris	paris		N;DEF;MASC;SG
tội	vinovat	tội	vinovat	N	ADJ;INDF;MASC;SG
tội	vinovata	tội	vinovată	N	ADJ;DEF;FEM;SG
tội	nevinovat	tội	nevinovat	N	ADJ;INDF;MASC;SG
tội	inocent	tội	inocent	N	ADJ;INDF;MASC;SG
tội	nevinovata	tội	nevenovat	N	ADJ;DEF;FEM;SG
tội	inocenta	tội	inocenta	N	ADJ;DEF;FEM;SG
liệt	lamb	liệt	lamb	N	PROPN
liệt	paralizat	liệt	paraliza	N	ADJ;INDF;MASC;SG
băng	ice	băng	ice	N	
khắc	sculpta	khắc	sculpta	N	V;IND;SG;3;IPFV;FIN
mua	cumparare	mua	cumparare	V	N;INDF;FEM;SG
mua	achizitie	mua	achizitie	V	N;INDF;FEM;SG
mua	cumparare	mua	cumparare	V	N;INDF;FEM;SG
mua	cumparare	mua	cumparare	V	N;INDF;FEM;SG
mua	cumparat	mua	cumpara	V	ADJ;INDF;MASC;SG
mua	cumparata	mua	cumparat	V	ADJ;DEF;FEM;SG
mua	cumparat	mua	cumpara	V	ADJ;INDF;MASC;SG
mua	cumparate	mua	cumpara	V	ADJ;INDF;FEM;PL
bật	activate	bật	activa	V	ADJ;INDF;FEM;PL
bật	activat	bật	activat	V	ADJ;INDF;MASC;SG
bật	activata	bật	activat	V	N;DEF;FEM;SG
tái	reconstrui	tái	reconstrui		V;IND;SG;3;PRS;FIN
tái	reconstruiesc	tái	reconstrui		V;IND;PL;3;PRS;FIN
khối	blocheaza	khối	bloca	N	V;IND;SG;3;IPFV;FIN
dấu	traversat	dấu	traversa	N	ADJ;INDF;MASC;SG
hiến	sacrificat	hiến	sacrifica	N	ADJ;INDF;MASC;SG
chiếu	sah	chiếu	sah	V	
chiếu	sah	chiếu	sah	V	
chiếu	sah	chiếu	sah	V	
york	york	york	york	N	PROPN
tháp	towers	tháp	towers	N	PROPN
tháp	tower	tháp	tower	N	PROPN
huấn	teoretice	huấn	teoretic	V	ADJ;INDF;FEM;PL
huấn	teoretic	huấn	teoretic	V	ADV
huấn	teoretica	huấn	teoretică	V	N;DEF;FEM;SG
group	grupa	group	grupă		N;DEF;FEM;SG
group	grup	group	grup		N;INDF;MASC;SG
group	grupul	group	grup		N;DEF;MASC;SG
group	grupa	group	grupă		N;DEF;FEM;SG
thao	thao	thao	thao	N	PROPN
loạt	regiunea	loạt	regiune		N;DEF;FEM;SG
loạt	regiune	loạt	regiune		N;INDF;FEM;SG
loạt	zona	loạt	zonă		N;DEF;FEM;SG
loạt	zona	loạt	zonă		N;DEF;FEM;SG
loạt	suprafata	loạt	suprafată		N;DEF;FEM;SG
team	echipa	team	echipă		N;DEF;FEM;SG
team	echipa	team	echipă		N;DEF;FEM;SG
team	team	team	team		N;INDF;MASC;SG
xanh	albastru	xanh	albastru	N	ADJ;INDF;MASC;SG
khóa	blocat	khóa	bloca	N	ADJ;INDF;MASC;SG
khóa	incuiat	khóa	incuia	N	ADJ;INDF;MASC;SG
suy	ganduri	suy	gand	V	N;INDF;FEM;PL
suy	gandurile	suy	gand	V	N;DEF;FEM;PL
suy	ganduri	suy	gand	V	N;INDF;FEM;PL
thiệu	thieu	thiệu	thieu	V	
thiệu	shao	thiệu	shao	V	PROPN
đích	destinatia	đích	destinatie		N;DEF;FEM;SG
đích	destinatie	đích	destinatie		N;INDF;FEM;SG
đích	destinatie	đích	destinatie		N;INDF;FEM;SG
đích	destinatia	đích	destinatie		N;DEF;FEM;SG
đúng	dreapta	đúng	dreaptă	ADJ	N;DEF;FEM;SG
đúng	corect	đúng	corect	ADJ	ADV
đúng	corecteaza	đúng	corectează	ADJ	V;IND;SG;3;IPFV;FIN
đúng	corect	đúng	corect	ADJ	ADV
siêu	metadatele	siêu	metadat		N;DEF;FEM;PL
siêu	metadate	siêu	metada		N;INDF;FEM;PL
trách	vina	trách	vină	V	N;DEF;FEM;SG
vây	fin	vây	fin	V	ADV
vây	rezistenta	vây	rezistentă	V	N;DEF;FEM;SG
vây	rezistenta	vây	rezistentă	V	N;DEF;FEM;SG
vây	rezistenta	vây	rezistentă	V	N;DEF;FEM;SG
van	supapa	van	supapă	V	N;DEF;FEM;SG
van	valva	van	valva	V	N;DEF;FEM;SG
van	valva	van	valva	V	N;DEF;FEM;SG
van	duba	van	duba	V	N;DEF;FEM;SG
