категорія	категории	категорія	категория	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
могили	серьезную	могила	серьезный	N;INAN;NOM;FEM;PL	ADJ;ACC;FEM;SG
зусилля	усилие	зусилля	усилие	N;INAN;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
кавалер	ожидание	кавалер	ожидание	N;ANIM;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
кавалер	ожидания	кавалер	ожидание	N;ANIM;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
основне	начального	основний	начальный	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
основне	первичные	основний	первичный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
основне	фундаментальные	основний	фундаментальный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
основне	основные	основний	основной	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
основне	основных	основний	основной	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
співаки	певцов	співак	певц	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
тер	тер	тер	тер		N;INAN;NOM;FEM;SG
варшава	варшава	варшава	варшав	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
варшава	варшава	варшава	варшав	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
варшава	варшаве	варшава	варшав	PROPN;INAN;NOM;FEM;SG	N;INAN;DAT;MASC;SG
східні	восточная	східний	восточный	ADJ;NOM;PL	ADJ;NOM;FEM;SG
східні	восточной	східний	восточный	ADJ;NOM;PL	ADJ;INS;FEM;SG
східні	восточное	східний	восточный	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
речей	вещи	річ	вещь	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
факторів	факторы	фактор	фактор	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
ураження	затронутые	ураження	затронуть	N;INAN;NOM;NEUT;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
зеландії	зеландии	зеландія	зеландия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
євреї	евреев	єврей	еврей	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
ужгород	ужгород	ужгород	ужгород	PROPN;INAN;NOM;MASC;SG	ADV
ужгород	ужгородский	ужгород	ужгородский	PROPN;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
опера	opera	опера	opera	N;INAN;NOM;FEM;SG	PROPN
вчителів	учителя	вчитель	учитель	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
вчителів	преподаватели	вчитель	преподаватель	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
вчителів	учителей	вчитель	учитель	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
вчителів	преподавателей	вчитель	преподаватель	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
переслідування	преследования	переслідування	преследование	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
переслідування	притеснения	переслідування	притеснение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
переслідування	домогательства	переслідування	домогательство	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
каліфорнії	ucla	каліфорнія	ucla	ADJ;DAT;FEM;SG	PROPN
венеції	венеции	венеція	венеция	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
венеції	венеция	венеція	венеция	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
активні	активная	активний	активный	ADJ;NOM;PL	ADJ;NOM;FEM;SG
активні	активный	активний	активный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
активні	активное	активний	активный	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
суспільно	подготовленный	суспільно	подготовить	ADV	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
суспільно	подготовлена	суспільно	подготовить	ADV	V;PFV;FEM;SG;PST;V.PTCP;PASS
суспільно	подготовленные	суспільно	подготовить	ADV	V;PFV;NOM;PL;PST;V.PTCP;PASS
суспільно	подготовлено	суспільно	подготовить	ADV	V;PFV;NEUT;SG;PST;V.PTCP;PASS
суспільно	подготовлен	суспільно	подготовить	ADV	V;PFV;MASC;SG;PST;V.PTCP;PASS
польською	польская	польський	польский	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
польською	польши	польський	польша	ADJ;INS;FEM;SG	N;INAN;NOM;FEM;SG
польською	польский	польський	польский	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
задачі	задача	задача	задача	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
задачі	задание	задача	задание	N;INAN;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
реал	real	реал	real		PROPN
реал	настоящий	реал	настоящий		ADJ;NOM;MASC;SG
реал	настоящие	реал	настоящий		ADJ;NOM;PL
реал	настоящая	реал	настоящий		ADJ;NOM;FEM;SG
реал	реальные	реал	реальный		ADJ;NOM;PL
житомир	житомир	житомир	житомир	PROPN;INAN;NOM;MASC;SG	N;INAN;INS;MASC;SG
гірський	горы	гірський	гора	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;PL
гірський	гора	гірський	гора	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
гірський	горных	гірський	горный	ADJ;NOM;MASC;SG	ADJ;GEN;PL
хребта	позвонков	хребта	позвонков	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;PL
поставити	очередь	поставити	очередь	V;PFV;NFIN	N;INAN;NOM;FEM;SG
поставити	очереди	поставити	очередь	V;PFV;NFIN	N;INAN;NOM;FEM;PL
лекції	лекцию	лекція	лекция	N;INAN;NOM;FEM;PL	N;INAN;ACC;FEM;SG
лекції	лекция	лекція	лекция	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
камери	камера	камера	камера	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
камери	камеру	камера	камера	N;INAN;NOM;FEM;PL	N;INAN;ACC;FEM;SG
камери	фотоаппарат	камера	фотоаппарат	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG
друг	друга	друг	друг	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
ремонту	ремонт	ремонт	ремонт	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
вважаються	рассмотрел	вважатися	рассмотреть	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
майстра	мастер	майстр	мастер	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
майстра	волшебник	майстр	волшебник	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
цска	цска	цский	цск	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
вели	ведущая	вести	вести	V;IPFV;IND;PL;PST;FIN	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
вели	ведущие	вести	ведущий	V;IPFV;IND;PL;PST;FIN	ADJ;NOM;PL
вели	ведущий	вести	ведущий	V;IPFV;IND;PL;PST;FIN	N;ANIM;NOM;MASC;SG
вели	ведущее	вести	вести	V;IPFV;IND;PL;PST;FIN	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
вели	ведущих	вести	вести	V;IPFV;IND;PL;PST;FIN	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
роти	рота	рот	рот	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
болгарія	болгария	болгарія	болгария	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
болгарія	болгарии	болгарія	болгария	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
постійного	стойкие	постійний	стойкий	ADJ;GEN;MASC;SG	ADJ;NOM;PL
постійного	настойчивые	постійний	настойчивый	ADJ;GEN;MASC;SG	ADJ;NOM;PL
постійного	стойких	постійний	стойкий	ADJ;GEN;MASC;SG	ADJ;GEN;PL
драматичний	драма	драматичний	драма	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
драматичний	драмы	драматичний	драма	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;PL
переробки	переработка	переробка	переработка	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
найвища	наивысший	найвище	наивысший	ADJ;NOM;RL;FEM;SG	ADJ;NOM;MASC;SG
якісь	любой	якийсь	любой	DET;NOM;PL	DET;NOM;MASC;SG
якісь	любую	якийсь	любой	DET;NOM;PL	DET;ACC;FEM;SG
якісь	любое	якийсь	любой	DET;NOM;PL	DET;NOM;NEUT;SG
якісь	любая	якийсь	любой	DET;NOM;PL	DET;NOM;FEM;SG
аварії	авария	аварія	авария	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
правий	вправо	правий	вправо	ADJ;NOM;MASC;SG	ADV
хай	хай	хай	хай	PART	
хай	длинный	хай	длинный	PART	ADJ;NOM;MASC;SG
хай	длинная	хай	длинный	PART	ADJ;NOM;FEM;SG
хай	длинные	хай	длинный	PART	ADJ;NOM;PL
хай	долго	хай	долго	PART	ADV
хай	лонг	хай	лонг	PART	
хай	let	хай	let	PART	PROPN
мін	мин	мін.	минута		N;INAN;NOM;FEM;SG
мін	минг	мін.	минг		
мін	шахты	мін.	шахта		N;INAN;NOM;FEM;PL
мін	мин	мін.	минута		N;INAN;NOM;FEM;SG
мін	мины	мін.	мина		N;INAN;NOM;FEM;PL
мін	мин	мін.	минута		N;INAN;NOM;FEM;SG
судді	судья	суддя	судья	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
судді	судей	суддя	судья	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
офіційні	официальных	офіційний	официальный	ADJ;NOM;PL	ADJ;GEN;PL
офіційні	официальное	офіційний	официальный	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
офіційні	официальный	офіційний	официальный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
офіційні	официальная	офіційний	официальный	ADJ;NOM;PL	ADJ;NOM;FEM;SG
океан	океана	океан	океан	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
хору	хор	хора	хор	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
сусідніх	соседние	сусідній	соседний	ADJ;GEN;PL	ADJ;NOM;PL
проходила	прохождение	проходити	прохождение	V;IPFV;FEM;IND;SG;PST;FIN	N;INAN;NOM;NEUT;SG
проходила	пройдя	проходити	пройти	V;IPFV;FEM;IND;SG;PST;FIN	V;PFV;PST;V.CVB;ACT
секунд	секунды	секунда	секунда	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
визнав	признали	визнати	признать	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
оборону	защита	оборона	защита	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
оборону	оборона	оборона	оборона	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
оборону	обороны	оборона	оборона	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
масиву	массив	масива	массив	ADJ;GEN;FEM;SG	N;INAN;NOM;MASC;SG
адміністратора	администратор	адміністратор	администратор	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
ближче	ближе	ближче	близкий	ADV;CMPR	ADJ;CMPR
мережу	сетей	мережа	сеть	N;INAN;ACC;FEM;SG	N;INAN;GEN;FEM;PL
супутник	спутниковых	супутник	спутниковый	N;INAN;NOM;MASC;SG	ADJ;GEN;PL
супутник	спутниковое	супутник	спутниковый	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
супутник	спутники	супутник	спутник	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
супутник	мун	супутник	мун	N;INAN;NOM;MASC;SG	PART
супутник	луну	супутник	луна	N;INAN;NOM;MASC;SG	N;INAN;ACC;FEM;SG
повстанців	мятежники	повстанець	мятежник	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
повстанців	повстанцы	повстанець	повстанец	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
повстанців	повстанцев	повстанець	повстанец	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
яскраво	потрясающая	яскраво	потрясающий	ADV	ADJ;NOM;FEM;SG
яскраво	потрясающие	яскраво	потрясающий	ADV	ADJ;NOM;PL
чорних	черные	чорний	черный	ADJ;GEN;PL	ADJ;NOM;PL
чорних	чёрные	чорний	черный	ADJ;GEN;PL	ADJ;NOM;PL
зрозуміти	понимаю	зрозуміти	понимать	V;PFV;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
дивись	посмотри	дивися	смотреть	V;IPFV;IMP;SG;2;FIN	V;PFV;IMP;SG;2;FIN;ACT
дивись	смотрите	дивися	смотреть	V;IPFV;IMP;SG;2;FIN	V;IPFV;IMP;PL;2;FIN;ACT
дивись	посмотрите	дивися	смотреть	V;IPFV;IMP;SG;2;FIN	V;PFV;IMP;PL;2;FIN;ACT
злиття	объединить	злиття	объединить	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
злиття	fusion	злиття	fusion	N;INAN;NOM;NEUT;SG	PROPN
відгуки	обзоров	відгук	обзор	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
відгуки	отзыв	відгук	отзыв	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG
перевірки	проверка	перевірка	проверка	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
запрошення	пригласить	запрошення	пригласить	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
запрошення	приглашаем	запрошення	приглашать	N;INAN;NOM;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
запрошення	приглашаю	запрошення	приглашать	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
запрошення	приглашения	запрошення	приглашение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
запрошення	приглашений	запрошення	приглашение	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;PL
запрошення	приглашения	запрошення	приглашение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
запрошення	приглашает	запрошення	приглашать	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
демократична	демократические	демократичний	демократический	ADJ;NOM;FEM;SG	ADJ;NOM;PL
демократична	демократической	демократичний	демократический	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
напад	атаковать	напад	атаковать	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
напад	атаку	напад	атака	N;INAN;NOM;MASC;SG	N;INAN;ACC;FEM;SG
композиція	трека	композиція	трек	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL
обсерваторії	обсерваторий	обсерваторія	обсерватория	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
ночі	ночами	ніч	ночь	N;INAN;NOM;FEM;PL	N;INAN;INS;FEM;PL
ночі	ночей	ніч	ночь	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
ночі	ночь	ніч	ночь	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
ночі	ночное	ніч	ночной	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
ночі	night	ніч	night	N;INAN;NOM;FEM;PL	PROPN
професійний	professional	професійний	professional	ADJ;NOM;MASC;SG	PROPN
професійний	профессионал	професійний	профессионал	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
росіян	русские	росіянин	русский	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
рахунку	баллы	рахунок	балл	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;PL
перепис	переписи	перепис	перепись	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
дивіться	посмотреть	дивитися	смотреть	V;IPFV;IMP;PL;2;FIN	V;PFV;NFIN;ACT
дивіться	часы	дивитися	часы	V;IPFV;IMP;PL;2;FIN	N;INAN;NOM;MASC;PL
дивіться	посмотри	дивитися	смотреть	V;IPFV;IMP;PL;2;FIN	V;PFV;IMP;SG;2;FIN;ACT
дивіться	смотри	дивитися	смотреть	V;IPFV;IMP;PL;2;FIN	V;IPFV;IMP;SG;2;FIN;ACT
дивіться	посмотрите	дивитися	смотреть	V;IPFV;IMP;PL;2;FIN	V;PFV;IMP;PL;2;FIN;ACT
включно	всеобъемлющего	включно	всеобъемлющий	ADV	ADJ;GEN;MASC;SG
повинно	должен	повинно	должен	ADV	ADJ;MASC;SG
повинно	должны	повинно	должен	ADV	ADJ;PL
використані	используется	використаний	использовать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
використані	использовано	використаний	использовать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
використані	используемый	використаний	использовать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
використані	используемые	використаний	использовать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
використані	использован	використаний	использовать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
рамки	граница	рамка	граница	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
рамки	границу	рамка	граница	N;INAN;NOM;FEM;PL	N;INAN;ACC;FEM;SG
лісі	вудс	ліс	вудс	N;INAN;DAT;MASC;SG	N;ANIM;NOM;MASC;SG
лісі	лес	ліс	лес	N;INAN;DAT;MASC;SG	N;INAN;NOM;MASC;SG
захопити	захват	захопити	захват	V;PFV;NFIN	N;INAN;NOM;MASC;SG
захопити	захвата	захопити	захват	V;PFV;NFIN	N;INAN;GEN;MASC;SG
мереж	сети	мереж	сеть	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
мереж	сетях	мереж	сеть	N;INAN;GEN;FEM;PL	N;INAN;ESS;FEM;PL
храмів	храмы	храм	храм	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
риба	рыбы	риба	рыба	N;ANIM;NOM;FEM;SG	N;ANIM;NOM;FEM;PL
ракет	ракеты	ракета	ракета	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
ракет	ракеты	ракета	ракета	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
кольорів	цвета	колір	цвет	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
чехословаччини	чехословакии	чехословаччина	чехословакия	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
розмноження	разведения	розмноження	разведение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
розмноження	породы	розмноження	порода	N;INAN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
розмноження	размножения	розмноження	размножение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
тоні	тони	тині	тонь	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
тоні	тони	тині	тонь	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
члена	участник	член	участник	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
члена	член	член	член	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
фіфа	фифа	фіфа	фиф	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG
ран	побежал	рана	побежать	N;INAN;GEN;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
територіях	районы	територія	район	N;INAN;ESS;FEM;PL	N;INAN;NOM;MASC;PL
територіях	области	територія	область	N;INAN;ESS;FEM;PL	N;INAN;NOM;FEM;PL
африка	африка	африка	африка	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
сини	сыновей	син	сын	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
друку	печать	друк	печать	N;INAN;GEN;MASC;SG	N;INAN;NOM;FEM;SG
посольства	посольства	посольство	посольство	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
ядро	ядра	ядро	ядро	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
ядро	ядра	ядро	ядро	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
ядро	core	ядро	core	N;INAN;NOM;NEUT;SG	PROPN
оновлення	обновления	оновлення	обновление	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
оновлення	обновлять	оновлення	обновлять	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
оновлення	обновить	оновлення	обновить	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
оновлення	обновить	оновлення	обновить	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
оновлення	обновления	оновлення	обновление	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
попередження	консультативная	попередження	консультативный	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
попередження	предупреждения	попередження	предупреждение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
попередження	предупреждения	попередження	предупреждение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
критик	критик	критик	критик	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
критик	критика	критик	критика	N;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;SG
стрічка	reel	стрічка	reel	N;INAN;NOM;FEM;SG	PROPN
стрічка	ленте	стрічка	лента	N;INAN;NOM;FEM;SG	N;INAN;DAT;FEM;SG
стрічка	корма	стрічка	корм	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG
стрічка	ленту	стрічка	лента	N;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
стрічка	ленту	стрічка	лента	N;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
випробувань	испытания	випробування	испытание	N;INAN;GEN;NEUT;PL	N;INAN;NOM;NEUT;PL
вокзал	station	вокзал	station	N;INAN;NOM;MASC;SG	PROPN
вокзал	станции	вокзал	станция	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
вокзал	gare	вокзал	gare	N;INAN;NOM;MASC;SG	PROPN
королівський	королевские	королівський	королевский	ADJ;NOM;MASC;SG	ADJ;NOM;PL
королівський	royal	королівський	royal	ADJ;NOM;MASC;SG	PROPN
королівський	королевской	королівський	королевский	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
вибуху	взрывается	вибух	взрываться	N;INAN;GEN;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
діях	стадии	дія	стадия	N;INAN;ESS;FEM;PL	N;INAN;NOM;FEM;PL
діях	этапы	дія	этап	N;INAN;ESS;FEM;PL	N;INAN;NOM;MASC;PL
видатних	видное	видатний	видный	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
видатних	видные	видатний	видный	ADJ;GEN;PL	ADJ;NOM;PL
кістки	костей	кістка	кость	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
діб	диб	доба	дибина	N;INAN;GEN;FEM;PL	
критика	критику	критика	критика	N;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
тбілісі	тбилиси	тбіліс	тбилиси	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
вступ	intro	вступ	intro	N;INAN;NOM;MASC;SG	PROPN
запит	запросил	запит	запросить	N;INAN;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
запит	запросили	запит	запросить	N;INAN;NOM;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
запит	просила	запит	просить	N;INAN;NOM;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
запит	запросила	запит	запросить	N;INAN;NOM;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
запит	запросить	запит	запросить	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
запит	просьбе	запит	просьба	N;INAN;NOM;MASC;SG	N;INAN;DAT;FEM;SG
запит	просьбы	запит	просьба	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
запит	запросы	запит	запрос	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
вест	запад	вест	запад		N;INAN;NOM;MASC;SG
вест	уэст	вест	уэст		PART
вест	западная	вест	западный		ADJ;NOM;FEM;SG
вест	западный	вест	западный		ADJ;NOM;MASC;SG
вест	вест	вест	вест		N;INAN;NOM;MASC;SG
зібрані	собрали	зібраний	собрать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
зібрані	собранная	зібраний	собрать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
зібрані	собранные	зібраний	собрать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
зібрані	собрано	зібраний	собрать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
зібрані	составлен	зібраний	составить	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
зібрані	собранная	зібраний	собрать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
зібрані	компиляция	зібраний	компиляция	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;INAN;NOM;FEM;SG
зібрані	собранные	зібраний	собрать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
зібрані	собраны	зібраний	собрать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
зібрані	собрались	зібраний	собраться	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;MID
андре	андре	андре	андре	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
андре	андре	андре	андре	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
дочки	дочери	дочка	дочь	N;ANIM;NOM;FEM;PL	N;ANIM;NOM;FEM;SG
дочки	дочерей	дочка	дочь	N;ANIM;NOM;FEM;PL	N;ANIM;GEN;FEM;PL
впливає	воздействие	впливати	воздействие	V;IPFV;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
англо	англо	ангти	англо		ADV
речення	приговор	речення	приговор	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
речення	предложение	речення	предложение	N;INAN;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
графік	граф	графік	граф	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
реклама	объявления	реклама	объявление	N;INAN;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
реклама	ads	реклама	ads	N;INAN;NOM;FEM;SG	PROPN
арт	арт	арт	арт		ADV
арт	art	арт	art		PROPN
арт	искусство	арт	искусство		N;INAN;NOM;NEUT;SG
допоміг	помогли	допомігти	помочь	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
америка	america	америка	america	PROPN;INAN;NOM;FEM;SG	PROPN
америка	америка	америка	америка	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
америка	америки	америка	америка	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
америка	америка	америка	америка	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
