les	os	le	o	DET;DEF;PL	PRO;ACC;MASC;PL;3
express	expresso	express	expresso	N;MASC;SG	V;MASC;SG;V.PTCP
express	expressar	express	expressar	N;MASC;SG	V;NFIN
express	expressa	express	esprimir	N;MASC;SG	V;FEM;SG;V.PTCP
veux	quer	vouloir	querer	V;IND;SG;1;PRS;FIN	V;IND;SG;3;PRS;FIN
veux	queres	vouloir	querer	V;IND;SG;1;PRS;FIN	INTJ
mit	mit	mettre	mit	V;IND;SG;3;PST;FIN	N;MASC;SG
facile	easy	facile	easy	ADJ;MASC;SG	N;MASC;SG
facile	calma	facile	calma	ADJ;MASC;SG	N;FEM;SG
davantage	more	davantage	more	ADV	N;MASC;SG
différent	diferentes	différent	diferente	ADJ;MASC;SG	ADJ;MASC;PL
changements	mudar	changement	mudar	N;MASC;PL	V;NFIN
changements	mudança	changement	mudança	N;MASC;PL	N;FEM;SG
changements	troco	changement	troco	N;MASC;PL	N;MASC;SG
fred	fred	fred	fred	PROPN	N;MASC;SG
chrétien	christian	chrétien	christian	ADJ;MASC;SG	N;MASC;SG
chrétien	cristã	chrétien	cristã	ADJ;MASC;SG	N;FEM;SG
chrétien	cristiano	chrétien	cristiano	ADJ;MASC;SG	N;MASC;SG
chrétien	cristão	chrétien	cristão	ADJ;MASC;SG	N;MASC;SG
chrétien	cristãos	chrétien	cristão	ADJ;MASC;SG	N;MASC;PL
chrétien	chrétien	chrétien	chrétien	ADJ;MASC;SG	N;MASC;SG
oxford	oxford	oxford	oxford	PROPN	N;MASC;SG
robin	robin	robin	robin	PROPN	N;MASC;SG
agricoles	agrícola	agricole	agrícola	ADJ;MASC;PL	N;MASC;SG
bonnes	boa	bon	bom	ADJ;FEM;PL	ADJ;FEM;SG
bonnes	bom	bon	bom	ADJ;FEM;PL	ADJ;MASC;SG
classements	ranking	classement	ranking	N;MASC;PL	N;MASC;SG
récompenses	recompensa	récompense	recompensar	N;FEM;PL	N;FEM;SG
récompenses	premiação	récompense	premiação	N;FEM;PL	N;FEM;SG
récompenses	awards	récompense	award	N;FEM;PL	N;MASC;SG
xiv	xiv	xiv	xiv	NUM	N;MASC;SG
conflits	conflito	conflit	conflito	N;MASC;PL	N;MASC;SG
transformation	processando	transformation	processar	N;FEM;SG	V;V.MSDR
transformation	transformações	transformation	transformação	N;FEM;SG	N;FEM;PL
transformation	transforme	transformation	transformer	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
transformation	transformada	transformation	transformar	N;FEM;SG	V;FEM;SG;V.PTCP
transformation	transformar	transformation	transformar	N;FEM;SG	V;NFIN
transformation	transforma	transformation	transformar	N;FEM;SG	V;IND;SG;3;PRS;FIN
remplace	substitua	remplacer	substituar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
remplace	substituição	remplacer	substituição	V;IND;SG;3;PRS;FIN	N;FEM;SG
étudier	estudo	étudier	estudo	V;NFIN	N;MASC;SG
consacrée	consagradas	consacrer	consagrado	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
consacrée	consagrados	consacrer	consagrado	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
lundi	segundas	lundi	segundo	N;MASC;SG	N;FEM;PL
lundi	segunda	lundi	segundo	N;MASC;SG	ADJ;FEM;SG
viii	viii	viii	viier	NUM	ADJ;MASC;SG
limitée	limitados	limiter	limitar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
limitée	limitadas	limiter	limitar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
limitée	limited	limiter	limited	V;FEM;SG;PST;V.PTCP	N;MASC;SG
andrea	andreia	andrea	andreia	PROPN	N;FEM;SG
andrea	andrea	andrea	andrear	PROPN	N;FEM;SG
accessible	acessíveis	accessible	acessível	ADJ;MASC;SG	ADJ;MASC;PL
avantage	benefícios	avantage	benefício	N;MASC;SG	N;MASC;PL
avantage	beneficiar	avantage	beneficiar	N;MASC;SG	V;NFIN
monts	monts	mont	mont	N;MASC;PL	N;FEM;SG
appui	apoios	appui	apoio	N;MASC;SG	N;MASC;PL
engagé	contratados	engager	contratar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
engagé	noiva	engager	noiva	V;MASC;SG;PST;V.PTCP	N;FEM;SG
engagé	noivos	engager	noivo	V;MASC;SG;PST;V.PTCP	N;MASC;PL
engagé	noivo	engager	noivo	V;MASC;SG;PST;V.PTCP	N;MASC;SG
ann	ann	ann	ann	PROPN	PROPN;FEM;SG
écossais	escoceses	écossais	escocês	ADJ;MASC;SG	N;MASC;PL
écossais	escócia	écossais	escócia	ADJ;MASC;SG	N;FEM;SG
écossais	escocês	écossais	escocês	ADJ;MASC;SG	N;MASC;SG
écossais	escoceses	écossais	escocês	ADJ;MASC;SG	N;MASC;PL
écossais	escocesa	écossais	escocesa	ADJ;MASC;SG	N;FEM;SG
écossais	scottish	écossais	scottish	ADJ;MASC;SG	N;MASC;SG
mélange	misture	mélange	misture	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
mélange	misturar	mélange	misturar	N;MASC;SG	V;NFIN
mélange	misturando	mélange	misturar	N;MASC;SG	V;V.MSDR
mélange	misturar	mélange	misturar	N;MASC;SG	V;NFIN
mélange	misturar	mélange	misturar	N;MASC;SG	V;NFIN
mine	meu	mine	meu	N;FEM;SG	DET;MASC;SG
mine	minha	mine	meu	N;FEM;SG	DET;FEM;SG
montée	montadas	monter	montar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
montée	montados	monter	montar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
montée	subida	monter	subida	V;FEM;SG;PST;V.PTCP	N;FEM;SG
montée	ascensão	monter	ascensão	V;FEM;SG;PST;V.PTCP	N;FEM;SG
acquis	adquiridos	acquérir	adquirir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
acquis	adquiridas	acquérir	adquirir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
lucien	luciano	lucien	luciano	PROPN	N;MASC;SG
lucien	lucien	lucien	lucien	PROPN	N;MASC;SG
représentent	representem	représenter	representar	V;IND;PL;3;PRS;FIN	V;SBJV;PL;3;PRS;FIN
représentent	represente	représenter	represente	V;IND;PL;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
qualifié	habilidoso	qualifier	habilidoso	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
qualifié	qualificadas	qualifier	qualificar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
qualifié	qualificados	qualifier	qualificar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
introduit	introduzidas	introduire	introduzir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
introduit	introduzidos	introduire	introduzir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
introduit	introduz	introduire	introduzir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
caractéristique	característicos	caractéristique	característico	ADJ;FEM;SG	ADJ;MASC;PL
caractéristique	característica	caractéristique	característica	ADJ;FEM;SG	N;FEM;SG
caractéristique	característica	caractéristique	característica	ADJ;FEM;SG	N;FEM;SG
caractéristique	funcionalidade	caractéristique	funcionalidade	ADJ;FEM;SG	N;FEM;SG
howard	howard	howard	howard	PROPN	N;MASC;SG
charlie	charlie	charlie	charlie	PROPN	N;MASC;SG
communautaire	comunidade	communautaire	comunidade	ADJ;MASC;SG	N;FEM;SG
évêques	bispo	évêque	bispo	N;MASC;PL	N;MASC;SG
maires	prefeito	maire	prefeito	N;MASC;PL	N;MASC;SG
maires	mayor	maire	mayor	N;MASC;PL	N;MASC;SG
elizabeth	isabel	elizabeth	isabel	ADJ;MASC;SG	N;FEM;SG
elizabeth	elizabeth	elizabeth	elizabeth	ADJ;MASC;SG	N;FEM;SG
recevoir	recebimento	recevoir	recebimento	V;NFIN	N;MASC;SG
performances	performance	performance	performance	N;FEM;PL	N;FEM;SG
performances	atuação	performance	atuação	N;FEM;PL	N;FEM;SG
performances	desempenho	performance	desempenho	N;FEM;PL	N;MASC;SG
autrichien	austrian	autrichien	austrian	ADJ;MASC;SG	N;MASC;SG
autrichien	áustria	autrichien	áustria	ADJ;MASC;SG	N;FEM;SG
autrichien	austríacos	autrichien	austríaco	ADJ;MASC;SG	ADJ;MASC;PL
brest	brest	brest	brest	PROPN	N;MASC;SG
étrangère	estrangeiro	étranger	estrangeiro	ADJ;FEM;SG	N;MASC;SG
étrangère	estrangeira	étranger	estrangeiro	ADJ;FEM;SG	N;FEM;SG
étrangère	estrangeiras	étranger	estrangeiro	ADJ;FEM;SG	N;FEM;PL
étrangère	estrangeiros	étranger	estrangeiro	ADJ;FEM;SG	N;MASC;PL
friedrich	frederico	friedrich	frederico	PROPN	N;MASC;SG
friedrich	friedrich	friedrich	friedrich	PROPN	N;MASC;SG
occupé	ocupados	occuper	ocupar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
occupé	ocupados	occuper	ocupar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
occupé	ocupadas	occuper	ocupar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
archéologique	archéologique	archéologique	archéologiqaque	ADJ;MASC;SG	N;MASC;SG
archéologique	arqueológica	archéologique	arqueológico	ADJ;MASC;SG	N;FEM;SG
archéologique	arqueológicos	archéologique	arqueológico	ADJ;MASC;SG	N;MASC;PL
archéologique	arqueológicas	archéologique	arqueológico	ADJ;MASC;SG	N;FEM;PL
archéologique	arqueologia	archéologique	arqueologia	ADJ;MASC;SG	N;FEM;SG
musées	museu	musée	museu	N;MASC;PL	N;MASC;SG
traversée	cruzamento	traverser	cruzamento	V;FEM;SG;PST;V.PTCP	N;MASC;SG
traversée	travessia	traverser	travessia	V;FEM;SG;PST;V.PTCP	N;FEM;SG
réussi	sucesso	réussir	sucesso	V;MASC;SG;PST;V.PTCP	N;MASC;SG
antiquité	antigo	antiquité	antigo	N;FEM;SG	ADJ;MASC;SG
antiquité	antigos	antiquité	antigo	N;FEM;SG	ADJ;MASC;PL
antiquité	antiguidades	antiquité	antiguidade	N;FEM;SG	N;FEM;PL
brésilien	brasileiros	brésilien	brasileiro	ADJ;MASC;SG	N;MASC;PL
brésilien	brasileiras	brésilien	brasileira	ADJ;MASC;SG	N;FEM;PL
brésilien	brasileiro	brésilien	brasileiro	ADJ;MASC;SG	N;MASC;SG
brésilien	brasileira	brésilien	brasileira	ADJ;MASC;SG	N;FEM;SG
produite	produzidos	produire	produzir	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
produite	produzidas	produire	produzir	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
réédition	relançado	réédition	relançar	N;FEM;SG	V;MASC;SG;V.PTCP
calcul	cálculos	calcul	cálculo	N;MASC;SG	N;MASC;PL
rêve	sonhar	rêve	sonhar	N;MASC;SG	V;NFIN
rêve	sonha	rêve	sonhar	N;MASC;SG	V;IND;SG;3;PRS;FIN
rêve	sonhos	rêve	sonho	N;MASC;SG	N;MASC;PL
mathieu	matthew	mathieu	matthew	PROPN	N;MASC;SG
mathieu	mateus	mathieu	mater	PROPN	N;MASC;SG
mathieu	mathieu	mathieu	mathiar	PROPN	N;MASC;SG
dérivés	derivado	dériver	derivado	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
dérivés	derivada	dériver	derivar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
simples	simple	simple	simple	ADJ;MASC;PL	N;MASC;SG
simples	simples	simple	simples	ADJ;MASC;PL	ADJ;MASC;SG
simples	singles	simple	single	ADJ;MASC;PL	N;MASC;PL
simples	solteiros	simple	solteiro	ADJ;MASC;PL	N;MASC;PL
ffffff	ffffff	ffffff	ffffff		N;MASC;SG
nez	narizes	nez	nariz	N;MASC;SG	N;MASC;PL
meilleures	melhor	meilleur	melhor	ADJ;FEM;PL	ADV
meilleures	melhor	meilleur	melhor	ADJ;FEM;PL	ADV
meilleures	best	meilleur	best	ADJ;FEM;PL	N;MASC;SG
neuvième	nona	neuvième	nona	ADJ;MASC;SG	N;FEM;SG
élite	elites	élite	elite	N;FEM;SG	N;FEM;PL
aîné	elder	aîné	elder	ADJ;MASC;SG	N;MASC;SG
aîné	ancião	aîné	ancião	ADJ;MASC;SG	N;MASC;SG
aîné	seniores	aîné	senior	ADJ;MASC;SG	N;MASC;PL
aîné	senior	aîné	senior	ADJ;MASC;SG	N;MASC;SG
aîné	finalista	aîné	finalista	ADJ;MASC;SG	N;MASC;SG
aîné	sênior	aîné	sênior	ADJ;MASC;SG	N;MASC;SG
aîné	sénior	aîné	sénior	ADJ;MASC;SG	N;MASC;SG
verre	vidros	verre	vidro	N;MASC;SG	N;MASC;PL
verre	beber	verre	beber	N;MASC;SG	V;NFIN
verre	beba	verre	bebar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
équipement	equipamentos	équipement	equipamento	N;MASC;SG	N;MASC;PL
abandon	abandone	abandon	abandone	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
abandon	abandonem	abandon	abandonar	N;MASC;SG	V;SBJV;PL;3;PRS;FIN
abandon	abandona	abandon	abandonar	N;MASC;SG	V;IND;SG;3;PRS;FIN
abandon	abandonar	abandon	abandonar	N;MASC;SG	V;NFIN
queue	caudas	queue	cauda	N;FEM;SG	N;FEM;PL
hong	hong	hong	hong	PROPN	PROPN;MASC;SG
ivan	ivan	ivan	ivan	PROPN	N;MASC;SG
exécutif	executivos	exécutif	executivo	N;MASC;SG	N;MASC;PL
jonathan	jonathan	jonathan	jonathan	PROPN	N;MASC;SG
tenue	roupa	tenir	roupa	V;FEM;SG;PST;V.PTCP	N;FEM;SG
jacob	jacob	jacob	jacob	PROPN	N;MASC;SG
jacob	jacó	jacob	jacó	PROPN	N;MASC;SG
belgrade	belgrado	belgrade	belgrado	PROPN	N;MASC;SG
revenu	receita	revenir	receita	V;MASC;SG;PST;V.PTCP	N;FEM;SG
revenu	receitas	revenir	receita	V;MASC;SG;PST;V.PTCP	N;FEM;PL
revenu	renda	revenir	renda	V;MASC;SG;PST;V.PTCP	N;FEM;SG
revenu	rendimento	revenir	rendimento	V;MASC;SG;PST;V.PTCP	N;MASC;SG
revenu	receitas	revenir	receita	V;MASC;SG;PST;V.PTCP	N;FEM;PL
revenu	proveitos	revenir	proveito	V;MASC;SG;PST;V.PTCP	N;MASC;PL
revenu	rendimentos	revenir	rendimento	V;MASC;SG;PST;V.PTCP	N;MASC;PL
guinée	guiné	guiné	guiné	ADJ;FEM;SG	N;FEM;SG
jimmy	jimmy	jimmy	jimmy	PROPN	N;MASC;SG
amitié	amizades	amitié	amizade	N;FEM;SG	N;FEM;PL
colspan	colspan	colspan	colspan	PROPN	N;MASC;SG
diego	diego	diego	diego	PROPN	N;MASC;SG
diego	diogo	diego	diogo	PROPN	N;MASC;SG
maladies	doença	maladie	doença	N;FEM;PL	N;FEM;SG
oiseau	aves	oiseau	ave	N;MASC;SG	N;FEM;PL
ump	ump	ump	ump	PROPN	N;FEM;SG
maximale	máximo	maximal	máximo	ADJ;FEM;SG	N;MASC;SG
maximale	máxima	maximal	grande	ADJ;FEM;SG	N;FEM;SG
verte	green	vert	green	ADJ;FEM;SG	N;MASC;SG
verte	verdes	vert	verdes	ADJ;FEM;SG	N;MASC;PL
citer	citação	citer	citação	V;NFIN	N;FEM;SG
francesco	francesco	francesco	francesco	PROPN	N;MASC;SG
compilation	compilar	compilation	compilar	N;FEM;SG	V;NFIN
compilation	compilar	compilation	compilar	N;FEM;SG	V;NFIN
connaissances	conhecidos	connaissance	conhecido	N;FEM;PL	ADJ;MASC;PL
connaissances	conhecimento	connaissance	conhecimento	N;FEM;PL	N;MASC;SG
terrestre	terrestre	terrestre	terrestre	ADJ;MASC;SG	N;MASC;SG
terrestre	terrestres	terrestre	terrestre	ADJ;MASC;SG	N;MASC;PL
terrestre	terrena	terrestre	terrena	ADJ;MASC;SG	N;FEM;SG
budapest	budapeste	budapest	budapeste	PROPN	N;MASC;SG
noble	noble	noble	noble	ADJ;MASC;SG	N;MASC;SG
noble	nobres	noble	nobre	ADJ;MASC;SG	N;MASC;PL
noble	nobre	noble	nobre	ADJ;MASC;SG	N;MASC;SG
inverse	inverso	inverse	inverso	PROPN	N;MASC;SG
inverse	inversa	inverse	inverso	PROPN	N;FEM;SG
inverse	inverter	inverse	inverter	PROPN	V;NFIN
inverse	reverter	inverse	reverter	PROPN	V;NFIN
inverse	inverso	inverse	inverso	PROPN	N;MASC;SG
opérateur	operadores	opérateur	operador	N;MASC;SG	N;MASC;PL
souvenir	lembrança	souvenir	lembrança	V;NFIN	N;FEM;SG
souvenir	recordação	souvenir	recordação	V;NFIN	N;FEM;SG
souvenir	memória	souvenir	memória	V;NFIN	N;FEM;SG
souvenir	lembrança	souvenir	lembrança	V;NFIN	N;FEM;SG
souvenir	memoria	souvenir	memoria	V;NFIN	N;FEM;SG
ennemis	inimigo	ennemi	inimigo	ADJ;MASC;PL	N;MASC;SG
ennemis	inimigas	ennemi	inimiga	ADJ;MASC;PL	N;FEM;PL
ennemis	inimiga	ennemi	inimigar	ADJ;MASC;PL	N;FEM;SG
ennemis	inimigos	ennemi	inimigo	ADJ;MASC;PL	N;MASC;PL
ennemis	inimigos	ennemi	inimigo	ADJ;MASC;PL	N;MASC;PL
ennemis	inimigas	ennemi	inimiga	ADJ;MASC;PL	N;FEM;PL
viens	vem	venir	vir	V;IND;SG;1;PRS;FIN	V;IND;SG;3;PRS;FIN
viens	venham	venir	vir	V;IND;SG;1;PRS;FIN	V;SBJV;PL;3;PRS;FIN
viens	venha	venir	vir	V;IND;SG;1;PRS;FIN	V;SBJV;SG;3;PRS;FIN
inscrits	registrada	inscrire	registrar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
inscrits	registada	inscrire	registar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
inscrits	registrado	inscrire	registrar	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
inscrits	registado	inscrire	registar	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
inscrits	inscrito	inscrire	inscrito	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
quarante	forty	quarante	forty	NUM	N;MASC;SG
italiens	italianos	italien	italiano	ADJ;MASC;PL	N;MASC;PL
italiens	italiana	italien	italiana	ADJ;MASC;PL	N;FEM;SG
italiens	italianos	italien	italiano	ADJ;MASC;PL	N;MASC;PL
italiens	italiano	italien	italiano	ADJ;MASC;PL	N;MASC;SG
commandeur	commandeur	commandeur	commandeur	N;MASC;SG	V;IND;SG;3;PST;FIN
supprimé	eliminados	supprimer	eliminar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
supprimé	excluídos	supprimer	excluir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
supprimé	removidos	supprimer	remover	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
supprimé	removidas	supprimer	remover	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
douglas	douglas	dougla	dougla	PROPN	N;FEM;PL
listes	lista	liste	lista	N;FEM;PL	N;FEM;SG
listes	listar	liste	listar	N;FEM;PL	V;NFIN
listes	lista	liste	lista	N;FEM;PL	N;FEM;SG
lecteur	conduzir	lecteur	conduzir	N;MASC;SG	V;NFIN
lecteur	conduza	lecteur	conduzir	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
lecteur	conduz	lecteur	conduzir	N;MASC;SG	V;IND;SG;3;PRS;FIN
idem	idem	idem	idem		N;MASC;SG
idem	idem	idem	idem		N;MASC;SG
remise	descontos	remise	desconto	N;FEM;SG	N;MASC;PL
tire	atire	tirer	atire	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
réduire	diminuição	réduire	diminuição	V;NFIN	N;FEM;SG
réduire	redução	réduire	redução	V;NFIN	N;FEM;SG
réduire	redutores	réduire	redutor	V;NFIN	N;MASC;PL
réduire	redutor	réduire	redutor	V;NFIN	N;MASC;SG
anderson	anderson	anderson	anderson	PROPN	N;MASC;SG
goût	provar	goût	provar	N;MASC;SG	V;NFIN
goût	prove	goût	provar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
morceaux	morceaux	morceau	morceaux	N;MASC;PL	V;IND;SG;3;PST;FIN
majeures	majors	majeur	major	ADJ;FEM;PL	N;MASC;PL
sélectionné	selecionadas	sélectionner	selecionar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
sélectionné	selecionados	sélectionner	selecionar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
venus	venus	venir	venu	V;MASC;PL;PST;V.PTCP	N;MASC;SG
venus	vênus	venir	vênus	V;MASC;PL;PST;V.PTCP	N;MASC;SG
venus	vénus	venir	vénus	V;MASC;PL;PST;V.PTCP	N;FEM;SG
miller	miller	miller	miller	PROPN	N;MASC;SG
dédié	dedicados	dédier	dedicar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
terminé	concluídas	terminer	concluir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
terminé	concluídos	terminer	concluir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
construits	construída	construire	construir	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
construits	construído	construire	construir	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
construits	construída	construire	construir	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
construits	construído	construire	construir	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
fixe	fixo	fixe	fixo	ADJ;MASC;SG	N;MASC;SG
fixe	fixas	fixe	fixo	ADJ;MASC;SG	N;FEM;PL
fixe	fixos	fixe	fixo	ADJ;MASC;SG	ADJ;MASC;PL
fixe	corrigido	fixe	corrigir	ADJ;MASC;SG	V;MASC;SG;V.PTCP
fixe	fixa	fixe	fixo	ADJ;MASC;SG	N;FEM;SG
fixe	fixo	fixe	fixo	ADJ;MASC;SG	N;MASC;SG
ventes	sales	vente	sale	N;FEM;PL	N;MASC;SG
relative	parente	relatif	parente	ADJ;FEM;SG	N;MASC;SG
relative	relativa	relatif	relativo	ADJ;FEM;SG	N;FEM;SG
instruction	instruções	instruction	instrução	N;FEM;SG	N;FEM;PL
remis	devolvidas	remettre	devolver	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
donald	donald	donald	donald	PROPN	N;MASC;SG
parallèlement	paralelo	parallèlement	paralelo	ADV	N;MASC;SG
parallèlement	paralelas	parallèlement	paralelo	ADV	N;FEM;PL
parallèlement	paralelos	parallèlement	paralelo	ADV	N;MASC;PL
parallèlement	paralela	parallèlement	paralelo	ADV	N;FEM;SG
fréquence	frequências	fréquence	frequência	N;FEM;SG	N;FEM;PL
dure	dura	dur	durar	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
dure	hard	dur	hard	ADJ;FEM;SG	N;MASC;SG
dure	dura	dur	durar	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
dure	dura	dur	durar	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
sortant	cessante	sortir	cessante	V;PRS;V.PTCP	N;MASC;SG
vins	vinho	vin	vinho	N;MASC;PL	N;MASC;SG
employés	trabalhadores	employer	trabalhador	V;MASC;PL;PST;V.PTCP	N;MASC;PL
employés	funcionários	employer	funcionário	V;MASC;PL;PST;V.PTCP	N;MASC;PL
employés	empregados	employer	empregado	V;MASC;PL;PST;V.PTCP	N;MASC;PL
out	fora	out	fora	PROPN	ADV
out	out	out	out	PROPN	N;MASC;SG
solaire	solares	solaire	solar	ADJ;MASC;SG	N;MASC;PL
solaire	solar	solaire	solar	ADJ;MASC;SG	N;MASC;SG
alimentation	alimentos	alimentation	alimento	N;FEM;SG	N;MASC;PL
neutre	neutral	neutre	neutral	ADJ;MASC;SG	N;MASC;SG
neutre	neutralidade	neutre	neutralidade	ADJ;MASC;SG	N;FEM;SG
neutre	neutros	neutre	neutro	ADJ;MASC;SG	N;MASC;PL
tués	morto	tuer	morrer	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
tués	matou	tuer	matar	V;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
orthodoxe	ortodoxo	orthodoxe	ortodoxo	ADJ;MASC;SG	N;MASC;SG
orthodoxe	ortodoxos	orthodoxe	ortodoxo	ADJ;MASC;SG	N;MASC;PL
orthodoxe	ortodoxa	orthodoxe	ortodoxa	ADJ;MASC;SG	N;FEM;SG
vladimir	vladimir	vladimir	vladimir	PROPN	N;MASC;SG
stadium	estádio	stadium	estádio	PROPN	N;MASC;SG
stadium	stadium	stadium	stadium	PROPN	N;MASC;SG
pseudonyme	alias	pseudonyme	alia	N;MASC;SG	N;MASC;PL
clé	chaves	clé	chave	N;FEM;SG	N;MASC;PL
manuscrit	rolar	manuscrit	rolar	N;MASC;SG	V;NFIN
manuscrit	deslocar	manuscrit	deslocar	N;MASC;SG	V;NFIN
défaites	derrotar	défaite	derrotar	N;FEM;PL	V;NFIN
défaites	derrota	défaite	derrota	N;FEM;PL	N;FEM;SG
who	oms	who	oms	PROPN	N;FEM;SG
who	who	who	who	PROPN	N;MASC;SG
who	quem	who	quem	PROPN	PRO;SG
dédiée	dedicados	dédier	dedicar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
longues	longa	long	longo	ADJ;FEM;PL	ADJ;FEM;SG
longues	longo	long	longo	ADJ;FEM;PL	ADV
longues	comprido	long	comprido	ADJ;FEM;PL	N;MASC;SG
longues	long	long	long	ADJ;FEM;PL	N;MASC;SG
régionales	regionais	régional	regional	ADJ;FEM;PL	N;MASC;PL
régionales	regional	régional	regional	ADJ;FEM;PL	N;MASC;SG
naturelles	naturais	naturel	natural	ADJ;FEM;PL	N;MASC;PL
naturelles	natural	naturel	natural	ADJ;FEM;PL	ADJ;MASC;SG
trésor	tesouros	trésor	tesouro	N;MASC;SG	N;MASC;PL
technologies	tecnologia	technologie	tecnologia	N;FEM;PL	N;FEM;SG
fais	fais	faire	fal	INTJ	V;IND;SG;3;PRS;FIN
précis	precisos	précis	preciso	ADJ;MASC;SG	ADJ;MASC;PL
précis	exato	précis	exato	ADJ;MASC;SG	N;MASC;SG
précis	exatas	précis	exato	ADJ;MASC;SG	N;FEM;PL
difficulté	dificuldades	difficulté	dificuldade	N;FEM;SG	N;FEM;PL
franz	franz	franz	franz	PROPN	N;MASC;SG
ombre	sombras	ombre	sombra	N;FEM;SG	N;FEM;PL
ombre	sombras	ombre	sombra	N;FEM;SG	N;FEM;PL
maritimes	marítimo	maritime	marítimo	ADJ;MASC;PL	N;MASC;SG
maritimes	maritime	maritime	maritime	ADJ;MASC;PL	N;MASC;SG
maritimes	marítima	maritime	marítimo	ADJ;MASC;PL	N;FEM;SG
équipements	equipamento	équipement	equipamento	N;MASC;PL	N;MASC;SG
vapeur	vapores	vapeur	vapor	N;FEM;SG	N;MASC;PL
bay	baia	bay	baia	PROPN	N;FEM;SG
bay	baía	bay	baía	PROPN	N;FEM;SG
bay	bay	bay	bay	PROPN	N;FEM;SG
colonnes	coluna	colonne	coluna	N;FEM;PL	N;FEM;SG
républicain	republicana	républicain	republicano	ADJ;MASC;SG	N;FEM;SG
républicain	republicanos	républicain	republicano	ADJ;MASC;SG	N;MASC;PL
républicain	republicano	républicain	republicano	ADJ;MASC;SG	N;MASC;SG
attribué	atribuídos	attribuer	atribuir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
