năm	pet	năm	pet	N	NUM
khoang	kabine	khoang	kabina	V	N;NOM;FEM;PL
jura	jura	jura	juro	NUM	N;NOM;MASC;SG
jura	jura	jura	juro	NUM	N;NOM;MASC;SG
like	kao	like	kao	V	CONJ
vii	vii	vii	vii		ADJ
hươu	jelena	hươu	jelen	N	PROPN;NOM;FEM;SG
lorraine	lorraine	lorraine	lorraina	NUM	N;NOM;FEM;SG
chris	chris	chris	chris		PROPN;NOM;MASC;SG
rùa	turtle	rùa	turtle	N	ADP
lawrence	lawrence	lawrence	lawrenca		N;NOM;MASC;SG
samsun	samsun	samsun	samsun	NUM	PROPN;NOM;MASC;SG
jung	jung	jung	jung	N	PROPN;NOM;MASC;SG
củi	drvena	củi	drven	N	ADJ;NOM;DEF;FEM;SG
củi	wood	củi	wood	N	PROPN;NOM;MASC;SG
macedonia	makedonski	macedonia	makedonski	N	ADJ;NOM;MASC;SG
macedonia	makedonsko	macedonia	makedonski	N	ADJ;NOM;NEUT;SG
macedonia	makedonska	macedonia	makedonski	N	ADJ;NOM;FEM;SG
macedonia	makedoniju	macedonia	makedonija	N	PROPN;ACC;FEM;SG
macedonia	makedoniji	macedonia	makedonija	N	PROPN;DAT;FEM;SG
macedonia	makedonija	macedonia	makedonija	N	PROPN;NOM;FEM;SG
münchen	münchen	münchen	münchen	N	PROPN;NOM;MASC;SG
img	img	img	img	N	PROPN;NOM;MASC;SG
muộn	kasno	muộn	kasno	ADJ	ADV
đãi	poslastica	đãi	poslastica		N;NOM;FEM;SG
đãi	liječiti	đãi	liječiti		V;NFIN
đãi	tretirati	đãi	tretirati		V;NFIN
gerais	gerais	gerais	gerais		PROPN;NOM;MASC;SG
son	sine	son	sina	N	INTJ
spring	proljeće	spring	proljeće		N;NOM;NEUT;SG
spring	proljeća	spring	proljeće		N;NOM;NEUT;PL
spring	čuti	spring	čuti		V;NFIN
perry	peri	perry	prati		PROPN;NOM;MASC;SG
perry	perry	perry	perry		PROPN;NOM;MASC;SG
bit	ugristi	bit	ugristiti	N	V;NFIN
main	main	main	main	N	ADP
main	glavni	main	glavni	N	ADJ;NOM;DEF;MASC;SG
main	glavno	main	glavni	N	ADJ;NOM;NEUT;SG
main	glavna	main	glavni	N	ADJ;NOM;DEF;FEM;SG
nén	kompaktan	nén	kompaktan		ADJ;NOM;INDF;MASC;SG
nén	kompresije	nén	kompresija		N;NOM;FEM;PL
allen	allen	allen	allen		PROPN;NOM;MASC;SG
allen	alen	allen	alen		PROPN;NOM;MASC;SG
nhiễu	buka	nhiễu	buka	V	N;NOM;FEM;SG
nhiễu	buku	nhiễu	buka	V	N;ACC;FEM;SG
nhiễu	buke	nhiễu	bika	V	N;NOM;FEM;PL
lựu	šipka	lựu	šipka	N	ADJ;NOM;DEF;FEM;SG
nhạy	osjetljivost	nhạy	osjetljivost	ADJ	N;NOM;FEM;SG
hoãn	odgoda	hoãn	odgoda	V	N;NOM;FEM;SG
hoãn	odgodi	hoãn	odgoda	V	N;NOM;FEM;SG
hoãn	kašnjenje	hoãn	kašnjenje	V	N;NOM;NEUT;SG
hoãn	odgođeno	hoãn	odgoditi	V	ADJ;NOM;NEUT;SG;V.PTCP;PASS
hoãn	odgođen	hoãn	odgoditi	V	ADJ;NOM;MASC;SG;V.PTCP;PASS
turner	turner	turner	turner		N;NOM;MASC;SG
massachusetts	massachusettsu	massachusetts	massachusetts	N	PROPN;DAT;MASC;SG
massachusetts	massachusetts	massachusetts	massachusetts	N	PROPN;NOM;MASC;SG
tấu	kvartet	tấu	kvartet	V	N;NOM;MASC;SG
gốm	keramičke	gốm	keramički	N	ADJ;NOM;DEF;FEM;PL
béo	debelo	béo	debeti	N	V;NEUT;SG;PST;V.PTCP;ACT
béo	masno	béo	masno	N	ADV
béo	debela	béo	debel	N	V;FEM;SG;PST;V.PTCP;ACT
béo	debeli	béo	debeti	N	V;MASC;PL;PST;V.PTCP;ACT
đống	hrpu	đống	hrpa		N;ACC;FEM;SG
đống	hrpa	đống	hrpa		N;NOM;FEM;SG
chase	potjera	chase	potjera		V;IND;SG;3;PRS;FIN
chase	chase	chase	chase		PROPN;NOM;MASC;SG
nhược	slaba	nhược	slab	N	ADJ;NOM;DEF;FEM;SG
nhược	slabo	nhược	slabo	N	ADV
nhược	slabi	nhược	slab	N	ADJ;NOM;DEF;MASC;PL
nhược	slab	nhược	slab	N	ADJ;NOM;INDF;MASC;SG
franklin	franklin	franklin	franklin		PROPN;NOM;MASC;SG
champion	šampion	champion	šampion	V	N;NOM;MASC;SG
champion	prvak	champion	prvak	V	N;NOM;MASC;SG
mtv	mtv	mtv	mtv		N;NOM;MASC;SG
buồng	muško	buồng	muški	N	ADJ;NOM;DEF;NEUT;SG
buồng	muški	buồng	muški	N	ADJ;NOM;DEF;MASC;SG
roi	roi	roi	roi		N;NOM;MASC;SG
roi	trepavice	roi	trepavica		N;NOM;FEM;PL
roi	bič	roi	bič		N;NOM;MASC;SG
roi	bičem	roi	bič		N;INS;MASC;SG
thorell	thorell	thorell	thorell	N	
ham	ham	ham	ham	N	PROPN;NOM;MASC;SG
mekong	mekong	mekong	mekong	N	ADP
vẹn	chambers	vẹn	chambers	ADJ	N;NOM;MASC;SG
vẹn	odaje	vẹn	odavati	ADJ	V;IND;SG;3;PRS;FIN
vẹn	komore	vẹn	komora	ADJ	N;NOM;FEM;PL
vẹn	odaja	vẹn	odaja	ADJ	N;NOM;FEM;SG
vẹn	komora	vẹn	komora	ADJ	N;NOM;FEM;SG
vẹn	komoru	vẹn	komora	ADJ	N;ACC;FEM;SG
somme	sommi	somme	somma	NUM	N;NOM;FEM;SG
party	tulum	party	tulum		N;NOM;MASC;SG
party	zabava	party	zabava		N;NOM;FEM;SG
party	stranka	party	stranka		N;NOM;FEM;SG
party	party	party	Party		PROPN;NOM;MASC;SG
stone	stone	stone	ston		ADP
stone	kamen	stone	kamen		N;NOM;MASC;SG
stone	kamena	stone	kamen		N;NOM;FEM;SG
nhọn	oštar	nhọn	oštar	V	ADJ;NOM;INDF;MASC;SG
nhọn	oštri	nhọn	oštar	V	ADJ;NOM;DEF;MASC;SG
nhọn	oštro	nhọn	oštro	V	ADV
nhọn	oštra	nhọn	oštar	V	ADJ;NOM;DEF;FEM;SG
nhọn	sharp	nhọn	sharp	V	ADP
polypodium	polypodium	polypodium	polypodium	V	N;NOM;MASC;SG
linnaeus	linnaeus	linnaeus	linnaeus	V	N;NOM;MASC;SG
union	union	union	union	N	ADP
street	street	street	street		ADP
street	ulica	street	ulica		N;NOM;FEM;SG
street	ulicu	street	ulica		N;ACC;FEM;SG
ngai	ngai	ngai	ngaj	N	
bad	loše	bad	loše		ADV
bad	bad	bad	bad		PROPN;NOM;MASC;SG
bad	loša	bad	loš		ADJ;NOM;DEF;FEM;SG
bad	lose	bad	lose		ADJ;NOM;DEF;FEM;PL
bad	kupanje	bad	kupanje		N;NOM;NEUT;SG
bad	kupka	bad	kupak		ADJ;NOM;DEF;FEM;SG
central	središnje	central	središnji		ADJ;NOM;DEF;FEM;PL
central	centralno	central	centralan		ADJ;NOM;DEF;NEUT;SG
central	central	central	central		N;NOM;MASC;SG
central	središnja	central	središnji		ADJ;NOM;DEF;FEM;SG
central	središnji	central	središnji		ADJ;NOM;DEF;MASC;SG
ghét	mržnja	ghét	mržnja	V	N;NOM;FEM;SG
ghét	hate	ghét	hat	V	ADP
mississippi	mississippi	mississippi	mississipp	N	PROPN;NOM;MASC;SG
jan	jan	jan	jan		PROPN;NOM;MASC;SG
jan	jana	jan	jana		N;NOM;FEM;SG
rider	jahač	rider	jahač		N;NOM;MASC;SG
rider	ryder	rider	ryder		PROPN;NOM;MASC;SG
lụt	poplave	lụt	poplava	V	N;NOM;FEM;PL
lụt	potop	lụt	potop	V	N;NOM;MASC;SG
lụt	poplava	lụt	poplava	V	N;NOM;FEM;PL
lụt	poplavi	lụt	poplava	V	N;DAT;FEM;SG
lụt	poplave	lụt	poplava	V	N;NOM;FEM;PL
lụt	poplava	lụt	poplava	V	N;NOM;FEM;PL
usa	usa	usa	us		PROPN;NOM;MASC;SG
lewis	lewis	lewis	lewis		PROPN;NOM;MASC;SG
lewis	luis	lewis	luis		PROPN;NOM;MASC;SG
davis	davis	davis	davis	N	PROPN;NOM;MASC;SG
wild	divlja	wild	divlji		N;NOM;FEM;SG
wild	divlji	wild	divlji		ADJ;NOM;DEF;MASC;SG
wild	divlje	wild	divlje		N;NOM;FEM;PL
lùn	patuljka	lùn	patuljka	ADJ	N;ACC;MASC;SG
lùn	patuljak	lùn	patuljak	ADJ	N;NOM;MASC;SG
lùn	shorty	lùn	shorty	ADJ	ADP
kong	kong	kong	kong	N	PROPN;NOM;MASC;SG
antonio	antonio	antonio	antonio		N;NOM;MASC;SG
sút	falls	sút	falls	V	PROPN;NOM;MASC;SG
sút	jesen	sút	jesen	V	N;ACC;FEM;SG
sút	pad	sút	pad	V	N;NOM;MASC;SG
tắm	tuširanje	tắm	tuširanje	V	N;NOM;NEUT;SG
tắm	tuš	tắm	tuš	V	N;NOM;MASC;SG
tắm	kupke	tắm	kupka	V	N;NOM;FEM;PL
tắm	kupanje	tắm	kupanje	V	N;NOM;NEUT;SG
tắm	kupanje	tắm	kupanje	V	N;NOM;NEUT;SG
tắm	kupka	tắm	kupak	V	ADJ;NOM;DEF;FEM;SG
trôi	drift	trôi	drift	V	ADP
iso	iso	iso	iso	N	PROPN;NOM;MASC;SG
pdf	pdf	pdf	pdf	N	PROPN;NOM;MASC;SG
theridiidae	theridiidae	theridiidae	theridiida	V	N;NOM;MASC;SG
bass	bas	bass	bas	N	PROPN;NOM;MASC;SG
studio	studija	studio	studij		N;GEN;MASC;SG
studio	studio	studio	studio		N;NOM;MASC;SG
mập	masti	mập	mast	ADJ	N;NOM;FEM;PL
mập	debelo	mập	debeti	ADJ	V;NEUT;SG;PST;V.PTCP;ACT
mập	masno	mập	masno	ADJ	ADV
mập	debela	mập	debel	ADJ	V;FEM;SG;PST;V.PTCP;ACT
mập	debeli	mập	debeti	ADJ	V;MASC;PL;PST;V.PTCP;ACT
minor	manja	minor	mali	NUM	ADJ;NOM;DEF;CMPR;FEM;SG
fan	ljubitelji	fan	ljubitelj		N;NOM;MASC;PL
fan	navijači	fan	navijač		N;NOM;MASC;PL
fan	obožavatelji	fan	obožavatelj		N;NOM;MASC;PL
fan	fanovi	fan	fan		N;NOM;MASC;PL
thở	dah	thở	dah	V	N;NOM;MASC;SG
thở	disanje	thở	disanje	V	N;NOM;NEUT;SG
đốm	uočio	đốm	uoči	N	V;MASC;SG;PST;V.PTCP;ACT
đốm	lamp	đốm	lamp	N	ADP
oanh	sibirski	oanh	sibirski		ADJ;NOM;DEF;MASC;SG
jersey	jersey	jersey	jersey	N	PROPN;NOM;MASC;SG
carex	šaš	carex	šaš	N	PROPN;NOM;MASC;SG
champagne	šampanjac	champagne	šampanjac		N;NOM;MASC;SG
vắng	hall	vắng	hall	ADJ	PROPN;NOM;MASC;SG
vắng	dvorana	vắng	dvorana	ADJ	N;NOM;FEM;SG
vắng	hodnik	vắng	hodnik	ADJ	N;NOM;MASC;SG
bin	bin	bin	bin	N	PROPN;NOM;MASC;SG
nhũng	kvari	nhũng	kvariti	N	V;IND;SG;3;PRS;FIN
bill	bil	bill	bil		V;MASC;SG;PST;V.PTCP;ACT
bill	bill	bill	bill		PROPN;NOM;MASC;SG
hans	hans	hans	hans	N	PROPN;NOM;MASC;SG
khan	jedva	khan	jedva	V	ADV
khan	khan	khan	khan	V	PROPN;NOM;MASC;SG
khan	kan	khan	kan	V	N;NOM;MASC;SG
lindl	lindl	lindl	lindl	N	
vôi	lime	vôi	lima	N	PROPN;NOM;MASC;SG
ethiopia	etiopski	ethiopia	etiopski	N	ADJ;NOM;DEF;MASC;SG
ben	ben	ben	ben	N	PROPN;NOM;MASC;SG
clark	clark	clark	clark		N;NOM;MASC;SG
chan	chan	chan	chan	N	ADP
khóc	plači	khóc	plača	V	INTJ
khóc	plakanje	khóc	plakanje	V	N;NOM;NEUT;SG
khóc	plakati	khóc	plakat	V	N;NOM;MASC;PL
battle	bitku	battle	bitka		N;ACC;FEM;SG
battle	boj	battle	boj		N;NOM;MASC;SG
battle	bitka	battle	bitka		N;NOM;FEM;SG
đeo	nošenje	đeo	nošenje	V	N;NOM;NEUT;SG
đeo	noseći	đeo	nositi	V	ADV;RL;V.CVB
sydney	sydney	sydney	sydney		PROPN;NOM;MASC;SG
nắng	sunčani	nắng	sunčan	N	ADJ;NOM;DEF;MASC;SG
nắng	sunčano	nắng	sunčano	N	ADJ;NOM;NEUT;SG
nắng	sunny	nắng	sunny	N	PROPN;NOM;MASC;SG
eng	eng	eng	eng		PROPN;NOM;MASC;SG
xén	usjevi	xén	usjev	V	N;NOM;MASC;PL
xén	obrezivanje	xén	obrezivanje	V	N;NOM;NEUT;SG
xén	usjeva	xén	usjev	V	N;NOM;MASC;SG
watson	watson	watson	watson		PROPN;NOM;MASC;SG
adams	adams	adams	adams		N;NOM;MASC;SG
adams	adamsa	adams	adams		N;ANIM;ACC;MASC;SG
wall	zid	wall	zid		N;NOM;MASC;SG
wall	zida	wall	zid		N;GEN;MASC;SG
anna	ana	anna	ana		N;NOM;FEM;SG
anna	anna	anna	anna		N;NOM;FEM;SG
nhung	utrka	nhung	utrka		N;NOM;FEM;SG
nhung	trka	nhung	trka		N;NOM;FEM;SG
nhung	rasa	nhung	ras		N;NOM;FEM;SG
nhung	baršun	nhung	baršun		N;NOM;MASC;SG
mãnh	blistava	mãnh	blistav	N	ADJ;NOM;DEF;FEM;SG
đày	protjeran	đày	protjeran	N	ADJ;NOM;MASC;SG;V.PTCP
đày	prognan	đày	prognan	N	V;MASC;SG;PST;V.PTCP;ACT
xấp	novčić	xấp	novčić		N;NOM;MASC;SG
xấp	kovanica	xấp	kovanica		N;NOM;FEM;SG
diêm	odgovara	diêm	odgovarati	N	V;IND;SG;3;PRS;FIN
tamil	tamilski	tamil	tamilski	N	ADJ;NOM;DEF;MASC;SG
trọn	patuljci	trọn	patuljca		N;NOM;MASC;PL
trọn	patuljci	trọn	patuljca		N;NOM;MASC;PL
dragon	dragon	dragon	dragon	N	ADP
cắn	ugriz	cắn	ugriz	V	N;NOM;MASC;SG
cắn	ugrizi	cắn	ugriza	V	N;NOM;MASC;PL
cắn	zalogaj	cắn	zalogaj	V	N;NOM;MASC;SG
cắn	ugrizi	cắn	ugriza	V	N;NOM;MASC;PL
cắn	ugrize	cắn	ugrizati	V	N;ACC;MASC;SG
nhường	predaja	nhường	predaja	V	N;NOM;FEM;SG
anne	anne	anne	anna		N;NOM;FEM;SG
đèo	ridge	đèo	ridge	N	PROPN;NOM;MASC;SG
eric	eric	eric	eric		N;NOM;MASC;SG
eric	erik	eric	erik		N;NOM;MASC;SG
garonne	garonne	garonne	garonna		ADJ;NOM;DEF;FEM;PL
hollywood	hollywood	hollywood	hollywood	V	PROPN;NOM;MASC;SG
nato	nato	nato	nato	N	PROPN;NOM;MASC;SG
jin	jin	jin	jin	N	PROPN;NOM;MASC;SG
tòng	bi	tòng	biti	N	V;COND;SG;3;PST;FIN
tát	pljuska	tát	pljusak	V	N;NOM;MASC;SG
tát	slap	tát	slap	V	N;NOM;MASC;SG
tát	šamar	tát	šamar	V	N;NOM;MASC;SG
trùm	izvesti	trùm	izvesti	N	V;NFIN
girls	cure	girls	cura		N;NOM;FEM;PL
girls	djevojke	girls	djevojka		N;NOM;FEM;PL
girls	devojke	girls	devojka		N;NOM;FEM;PL
lường	katastrofalno	lường	katastrofalan	V	ADV
lường	bogatstvo	lường	bogatstvo	V	N;NOM;NEUT;SG
rural	ruralnim	rural	ruralan	NUM	ADJ;INS;DEF;MASC;SG
carlos	carlos	carlos	carlos		PROPN;NOM;MASC;SG
inc	inc	inc	inc		ADP
chart	grafikon	chart	grafikon	ADJ	N;NOM;MASC;SG
chart	karton	chart	karton	ADJ	N;NOM;MASC;SG
open	nacionalno	open	nacionalan		ADJ;NOM;NEUT;SG
open	državljana	open	državljanin		N;GEN;MASC;PL
open	nacionalne	open	nacionalan		ADJ;NOM;DEF;FEM;PL
open	državno	open	državno		ADJ;NOM;DEF;NEUT;SG
thổi	udarac	thổi	udarac	V	N;NOM;MASC;SG
miller	miller	miller	miller		PROPN;NOM;MASC;SG
miller	miler	miller	miler		N;NOM;MASC;SG
miller	milleru	miller	miller		N;DAT;MASC;SG
khớp	odgovara	khớp	odgovarati	N	V;IND;SG;3;PRS;FIN
khớp	odgovara	khớp	odgovarati	N	V;IND;SG;3;PRS;FIN
khớp	pristaje	khớp	pristajati	N	V;IND;SG;3;PRS;FIN
khớp	uklapa	khớp	uklapa	N	V;IND;SG;3;PRS;FIN
khớp	paše	khớp	pašiti	N	V;IND;SG;3;PRS;FIN
khớp	odgovarajući	khớp	odgovarajući	N	ADV;PRS;V.CVB
viii	viii	viii	vije	NUM	ADJ
leitão	leitão	leitão	leitão	V	ADV
cắm	plug	cắm	plug	V	N;NOM;MASC;SG
fox	lisac	fox	lisac		N;NOM;MASC;SG
fox	lisica	fox	lisica		N;NOM;FEM;SG
fox	fox	fox	fox		PROPN;NOM;MASC;SG
mác	označi	mác	označiti	N	V;IND;SG;3;PRS;FIN
mác	marko	mác	marko	N	PROPN;NOM;MASC;SG
joe	joe	joe	on	N	PROPN;NOM;MASC;SG
albania	albansko	albania	albanski	N	ADJ;NOM;NEUT;SG
albania	albanski	albania	albanski	N	ADJ;NOM;MASC;SG
albania	albanska	albania	albanski	N	ADJ;NOM;FEM;SG
albania	albanija	albania	albanija	N	PROPN;NOM;FEM;SG
cape	cape	cape	cape	N	ADP
andrew	andrija	andrew	andrija		N;NOM;MASC;SG
andrew	andrew	andrew	andrew		PROPN;NOM;MASC;SG
montana	montana	montana	montan	N	PROPN;NOM;MASC;SG
ali	alija	ali	alija		N;NOM;MASC;SG
norman	norman	norman	norman		N;NOM;MASC;SG
roger	roger	roger	roger		N;NOM;MASC;SG
heart	srce	heart	srce		N;NOM;NEUT;SG
rỗng	prazno	rỗng	prazno	V	ADV
rỗng	isprazni	rỗng	isprazan	V	ADV
rỗng	prazan	rỗng	prazati	V	ADJ;NOM;INDF;MASC;SG
rỗng	prazni	rỗng	prazan	V	ADJ;NOM;DEF;MASC;SG
rỗng	prazna	rỗng	prazan	V	ADJ;NOM;DEF;FEM;SG
rỗng	šuplje	rỗng	šuplje	V	N;NOM;FEM;PL
info	info	info	info		N;NOM;MASC;SG
info	podaci	info	podatak		N;NOM;MASC;PL
info	informacije	info	informacija		N;NOM;FEM;PL
key	tipka	key	tipkati		N;NOM;FEM;SG
key	ključ	key	ključ		N;NOM;MASC;SG
nướng	pečena	nướng	pečen	N	ADJ;NOM;DEF;FEM;SG;V.PTCP
nướng	pečeno	nướng	pečen	N	ADJ;NOM;NEUT;SG;V.PTCP;PASS
has	haas	has	haas		PROPN;NOM;MASC;SG
grant	podari	grant	podar		V;IND;SG;3;PRS;FIN
grant	grant	grant	grant		N;NOM;MASC;SG
xoáy	twist	xoáy	twist	V	N;NOM;MASC;SG
xoáy	spirale	xoáy	spirati	V	N;NOM;FEM;PL
xoáy	vir	xoáy	vir	V	N;NOM;MASC;SG
roman	rimski	roman	rimski	N	ADJ;NOM;DEF;MASC;SG
roman	rimsko	roman	rimski	N	ADJ;NOM;NEUT;SG
francis	francis	francis	francis		N;NOM;MASC;SG
francis	franjo	francis	franje		N;NOM;MASC;SG
madonna	madonna	madonna	madonan	N	ADJ;NOM;DEF;FEM;SG
cưỡng	odoljeti	cưỡng	odoljeti	N	V;NFIN
sudan	sudanu	sudan	sudan	N	PROPN;DAT;MASC;SG
victor	viktor	victor	viktor		N;NOM;MASC;SG
victor	victor	victor	victor		N;NOM;MASC;SG
nhái	masu	nhái	masa	V	N;ACC;FEM;SG
nhái	mise	nhái	misa	V	N;NOM;FEM;PL
nhái	misa	nhái	misa	V	N;NOM;FEM;SG
nhái	masa	nhái	masa	V	N;NOM;FEM;SG
nhái	misu	nhái	misa	V	N;ACC;FEM;SG
nhái	žaba	nhái	žaba	V	N;NOM;FEM;SG
nhái	žabac	nhái	žabac	V	N;NOM;MASC;SG
adam	adame	adam	adama		V;IND;SG;3;PRS;FIN
adam	adam	adam	adam		N;NOM;MASC;SG
ngu	glupo	ngu	glupo	V	ADV
ngu	glup	ngu	glup	V	ADJ;NOM;INDF;MASC;SG
clarke	clarke	clarke	clarke	N	PROPN;NOM;MASC;SG
gruzia	georgia	gruzia	georgia	N	PROPN;NOM;MASC;SG
bengal	bengalskog	bengal	bengalski	N	ADJ;GEN;DEF;MASC;SG
off	isključeno	off	isključiti		ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
off	off	off	off		PROPN;NOM;MASC;SG
gãy	slomljeno	gãy	slomljeno	V	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
gãy	slomljen	gãy	slomiti	V	ADJ;NOM;MASC;SG;V.PTCP;PASS
gãy	slomljeni	gãy	slomljen	V	ADJ;NOM;DEF;MASC;PL;V.PTCP
gãy	slomljena	gãy	slomiti	V	ADJ;NOM;DEF;FEM;SG;V.PTCP
gãy	fraktura	gãy	fraktura	V	N;NOM;FEM;SG
gãy	prijelom	gãy	prijel	V	N;NOM;MASC;SG
gãy	lom	gãy	lom	V	N;NOM;MASC;SG
trộm	lopov	trộm	lopov	ADJ	N;NOM;MASC;SG
trộm	krađe	trộm	krađa	ADJ	N;NOM;FEM;PL
trộm	krađa	trộm	krađa	ADJ	N;NOM;FEM;SG
arizona	arizona	arizona	arizon	N	PROPN;NOM;MASC;SG
ngừa	sake	ngừa	sak	V	N;NOM;FEM;PL
ngừa	cjepiva	ngừa	cjepivo	V	N;NOM;NEUT;PL
torino	torino	torino	torino	NUM	PROPN;NOM;MASC;SG
torino	torinu	torino	torina	NUM	N;DAT;MASC;SG
chang	chang	chang	chang		N;NOM;MASC;SG
belarus	bjeloruski	belarus	bjeloruski	N	ADJ;NOM;MASC;SG
denis	denis	denis	denis		N;NOM;MASC;SG
den	deen	den	deen		N;NOM;MASC;SG
den	jazbina	den	jazbina		N;NOM;FEM;SG
den	den	den	den		PROPN;NOM;MASC;SG
per	peer	per	peer		N;NOM;MASC;SG
per	per	per	per		ADP
jacoby	jacoby	jacoby	jacoby	N	ADV
band	band	band	band		N;NOM;MASC;SG
band	sastav	band	sastav		N;NOM;MASC;SG
band	bend	band	bend		N;NOM;MASC;SG
stephen	stephen	stephen	stephen		N;NOM;MASC;SG
stephen	stjepan	stephen	stjepan		N;NOM;MASC;SG
platnick	platnick	platnick	platnick		N;NOM;MASC;SG
aisne	aisne	aisne	aisan	NUM	ADJ;NOM;DEF;FEM;PL
empire	empire	empire	empir		ADP
empire	carstva	empire	carstvo		N;NOM;NEUT;PL
empire	carstvo	empire	carstvo		N;NOM;NEUT;SG
empire	imperija	empire	imperija		N;GEN;MASC;SG
herbert	herbert	herbert	herbert		PROPN;NOM;MASC;SG
chọc	poke	chọc	poke	V	
xoắn	upletena	xoắn	upleten	N	ADJ;NOM;DEF;FEM;SG
nếp	bore	nếp	boriti	N	V;IND;PL;3;PRS;FIN
road	put	road	put		N;NOM;MASC;SG
road	ceste	road	cesta		N;NOM;FEM;PL
road	cestom	road	cest		N;INS;FEM;SG
road	road	road	road		ADP
road	cesta	road	cesta		N;NOM;FEM;SG
bryum	bryum	bryum	bryum		PROPN;NOM;MASC;SG
solo	solo	solo	solo		N;NOM;MASC;SG
psychotria	psychotria	psychotria	psychotria	V	PROPN;NOM;MASC;SG
kiềm	lužina	kiềm	lužina	V	N;NOM;FEM;SG
review	osvrt	review	osvrt	ADJ	N;NOM;MASC;SG
review	pregled	review	pregled	ADJ	N;NOM;MASC;SG
beatles	beatlesi	beatles	beatles		N;NOM;MASC;PL
beatles	beatlesa	beatles	beatles		N;GEN;MASC;SG
khát	žeđi	khát	žeđa		N;GEN;FEM;SG
khát	žeđ	khát	žeđ		N;NOM;FEM;SG
khát	žedan	khát	žedan		ADJ;NOM;INDF;MASC;SG
bruce	bruce	bruce	bruca		N;NOM;MASC;SG
bruce	brus	bruce	brus		N;NOM;MASC;SG
colorado	colorado	colorado	colorado	N	PROPN;NOM;MASC;SG
imperial	carska	imperial	carska	N	ADJ;NOM;DEF;FEM;SG
imperial	carski	imperial	carski	N	ADV
baden	baden	baden	baden	N	PROPN;NOM;MASC;SG
wolf	vuce	wolf	vuca	N	V;IND;SG;3;PRS;FIN
wolf	wolf	wolf	wolf	N	ADP
tẩy	gospa	tẩy	gospa	V	N;NOM;FEM;SG
tẩy	dama	tẩy	dama	V	N;NOM;FEM;SG
alan	alan	alan	alan		PROPN;NOM;MASC;SG
vladimir	vladimira	vladimir	vladimirati		N;ACC;MASC;SG
vladimir	vladimir	vladimir	vladimir		N;NOM;MASC;SG
golden	zlatni	golden	zlatan	N	ADJ;NOM;DEF;MASC;SG
golden	zlatna	golden	zlatan	N	ADJ;NOM;DEF;FEM;SG
golden	zlatne	golden	zlatan	N	ADJ;NOM;DEF;FEM;PL
golden	zlatno	golden	zlatan	N	ADJ;NOM;NEUT;SG
gregory	gregory	gregory	gregory		N;NOM;MASC;SG
dai	dai	dai	dai	N	PROPN;NOM;MASC;SG
foundation	temelji	foundation	temeljiti	N	V;IND;SG;3;PRS;FIN
banks	banks	banks	banks		ADP
banks	banke	banks	banka		N;NOM;FEM;PL
otto	otto	otto	otto	N	PROPN;NOM;MASC;SG
otto	oto	otto	oto	N	PROPN;NOM;MASC;SG
bob	bob	bob	bob		N;NOM;MASC;SG
bob	bobe	bob	boba		N;NOM;FEM;PL
bob	boba	bob	boba		N;ACC;MASC;SG
sultan	sultana	sultan	sultan	N	ADJ;NOM;FEM;SG
huynh	brate	huynh	bratiti	N	INTJ
jane	jane	jane	jana		N;NOM;FEM;SG
sọc	prugasti	sọc	prugasti	N	ADJ;NOM;DEF;MASC;SG
michel	michel	michel	michel	N	PROPN;NOM;MASC;SG
bush	bush	bush	bush	N	PROPN;NOM;MASC;SG
điên	luda	điên	lud	V	ADJ;NOM;DEF;FEM;SG
điên	lud	điên	lud	V	N;NOM;MASC;SG
điên	ludo	điên	ludo	V	ADV
điên	ludnica	điên	ludnica	V	N;NOM;FEM;SG
diêu	yao	diêu	yao	N	PROPN;NOM;MASC;SG
gertsch	gertsch	gertsch	gertsch	V	PROPN;NOM;MASC;SG
boys	momci	boys	momak		N;NOM;MASC;PL
boys	dečki	boys	dečki		N;NOM;MASC;PL
boy	dečko	boy	dečko		N;NOM;MASC;SG
boy	momak	boy	momak		N;NOM;MASC;SG
boy	dječak	boy	dječak		N;NOM;MASC;SG
short	ukratko	short	ukratko		ADV
short	kratki	short	kratka		ADJ;NOM;DEF;MASC;SG
short	kratko	short	kratko		ADV
short	kratka	short	kratak		ADJ;NOM;DEF;FEM;SG
rome	rim	rome	rim	N	PROPN;NOM;MASC;SG
sharp	oštar	sharp	oštar	N	ADJ;NOM;INDF;MASC;SG
sharp	oštri	sharp	oštar	N	ADJ;NOM;DEF;MASC;SG
sharp	oštro	sharp	oštro	N	ADV
sharp	oštra	sharp	oštar	N	ADJ;NOM;DEF;FEM;SG
sharp	sharp	sharp	sharp	N	ADP
digital	digitalni	digital	digitalan	N	ADJ;NOM;DEF;MASC;SG
digital	digitalno	digital	digitalan	N	ADV
digital	digitalna	digital	digitalan	N	ADJ;NOM;DEF;FEM;SG
luồng	streaming	luồng	streaming		N;NOM;MASC;SG
luồng	tijek	luồng	tijek		N;NOM;MASC;SG
luồng	tok	luồng	tok		N;NOM;MASC;SG
luồng	protok	luồng	protok		N;NOM;MASC;SG
luồng	žure	luồng	žura		V;IND;PL;3;PRS;FIN
luồng	potok	luồng	potok		N;NOM;MASC;SG
