til	za	til	za	ADV	
organiseret	organiziran	organisere	organiziran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
organiseret	organizirana	organisere	organiziran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
organiseret	organizirane	organisere	organiziran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
organiseret	organizirani	organisere	organiziran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
organiseret	organizirano	organisere	organiziran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
organiseret	organiziran	organisere	organiziran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
organiseret	organizirana	organisere	organiziran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
organiseret	organizirane	organisere	organiziran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
party	zabava	party	zabava		N;NOM;FEM;SG
party	zabavo	party	zabava		N;ACC;FEM;SG
party	žur	party	žur		N;NOM;MASC;SG
party	party	party	party		N;NOM;MASC;SG
bemærk	opomba	bemærke	opomba	V;IMP	N;NOM;FEM;SG
bemærk	obvestilo	bemærke	obvestiti	V;IMP	N;NOM;NEUT;SG
america	ameriki	america	amerika		N;DAT;FEM;SG
america	amerika	america	amerika		N;NOM;FEM;SG
america	ameriko	america	amerika		N;ACC;FEM;SG
america	america	america	america		N;NOM;FEM;SG
daglige	dnevno	daglig	dnevno	ADJ;PL	ADV
daglige	dnevna	daglig	dneven	ADJ;PL	ADJ;NOM;FEM;SG
daglige	dnevni	daglig	dneven	ADJ;PL	ADJ;NOM;MASC;SG
daglige	vsakdanji	daglig	vsakdanji	ADJ;PL	ADJ;NOM;MASC;SG
daglige	vsakdanja	daglig	vsakdanji	ADJ;PL	ADJ;NOM;FEM;SG
daglige	vsakodnevno	daglig	vsakodneven	ADJ;PL	ADV
fox	fox	fox	fox	PROPN	PROPN;NOM;MASC;SG
fox	lisica	fox	lisica	PROPN	N;NOM;FEM;SG
fox	lisjak	fox	lisjak	PROPN	N;NOM;MASC;SG
passende	ustrezno	passende	ustrezno	ADJ	ADV
passende	ustrezno	passende	ustrezno	ADJ	ADV
dance	dance	dance	danca		N;NOM;MASC;SG
dance	pleši	dance	plešiti		N;NOM;MASC;SG
dance	plesno	dance	plesno		ADJ;NOM;NEUT;SG
dance	ples	dance	ples		N;NOM;MASC;SG
arts	umetnost	art	umetnost		N;NOM;FEM;SG
arts	umetnosti	art	umetnost		N;GEN;FEM;SG
indførte	uvedeno	indføre	uvedeno	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
indførte	uveden	indføre	uveden	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
indførte	uvedeni	indføre	uveden	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
indførte	uvedene	indføre	uveden	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
indførte	uvedena	indføre	uveden	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
dahl	dahl	dahl	dahel		PROPN;NOM;MASC;SG
davis	davis	davis	davis		PROPN;NOM;MASC;SG
davis	davisa	davis	davis		N;ANIM;ACC;MASC;SG
gyldne	zlat	gylden	zlat	ADJ;PL	N;NOM;MASC;SG
gyldne	zlato	gylden	zlat	ADJ;PL	ADJ;NOM;NEUT;SG
gyldne	zlata	gylden	zlat	ADJ;PL	ADJ;NOM;FEM;SG
gyldne	zlati	gylden	zlat	ADJ;PL	ADJ;NOM;DEF;MASC;SG
douglas	douglas	douglas	douglas		PROPN;NOM;MASC;SG
billy	billy	billy	billy		PROPN;NOM;MASC;SG
hermann	hermann	hermann	hermann		N;NOM;MASC;SG
uafhængigt	neodvisen	uafhængig	neodvisen	ADV	ADJ;NOM;INDF;MASC;SG
uafhængigt	samostojna	uafhængig	samostojen	ADV	ADJ;NOM;FEM;SG
uafhængigt	neodvisni	uafhængig	neodvisen	ADV	ADJ;NOM;MASC;PL
uafhængigt	neodvisna	uafhængig	neodvisen	ADV	ADJ;NOM;FEM;SG
amter	okrožja	amt	okrožje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
islandske	islandski	islandsk	islandski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
helle	svetišče	helle	svetišče		N;NOM;NEUT;SG
helle	zatočišče	helle	zatočišče		N;NOM;NEUT;SG
helle	zavetišče	helle	zavetišče		N;NOM;NEUT;SG
helle	helle	helle	helle		PROPN;NOM;MASC;SG
myrdet	umorili	myrde	umoriti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
myrdet	umorjen	myrde	umorjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
myrdet	umorjena	myrde	umorjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
myrdet	umorjeni	myrde	umorjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
myrdet	ubitih	myrde	ubit	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
myrdet	ubit	myrde	ubit	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
myrdet	ubita	myrde	ubiti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;DU;V.PTCP
myrdet	umorjen	myrde	umorjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
myrdet	umorjena	myrde	umorjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
christine	christine	christine	christina	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
forsøgt	poizkus	forsøge	poizkus	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG
forsøgt	poskus	forsøge	poskus	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG
andy	andy	andy	andy	PROPN	PROPN;NOM;MASC;SG
rødt	rdeči	rød	rdeč	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
rødt	red	rød	red	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
situationen	razmere	situation	razmera	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
syn	vidu	syn	vido	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP
forladt	zapuščen	forlade	zapuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
forladt	zapuščena	forlade	zapuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
forladt	zapuščeni	forlade	zapuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
forladt	zapuščeno	forlade	zapuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
foreslog	predlagane	foreslå	predlagan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
foreslog	predlagan	foreslå	predlagan	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
foreslog	predlagano	foreslå	predlagan	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
foreslog	predlagani	foreslå	predlagan	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
foreslog	predlagana	foreslå	predlagan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
flydende	tekočine	flydende	tekočina	ADJ	N;NOM;FEM;PL
flydende	tekočina	flydende	tekočina	ADJ	N;NOM;FEM;SG
vind	vetrovi	vind	veter	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
vind	zmagala	vind	zmagati	N;INDF;MASC+FEM;SG	V;PFV;FEM;SG;V.PTCP
vind	zmagal	vind	zmagati	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP
slår	udarci	slå	udarec	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
slår	boksarska	slå	boksarski	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;SG
slår	pretepanje	slå	pretepanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
slår	pretepanja	slå	pretepanje	V;IND;PRS;FIN;ACT	N;GEN;NEUT;SG
original	izvirnik	original	izvirnik	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
original	prvotni	original	prvoten	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
original	original	original	original	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
daglig	dnevna	daglig	dneven	ADV	ADJ;NOM;FEM;SG
daglig	dnevni	daglig	dneven	ADV	ADJ;NOM;MASC;SG
leo	lea	leo	le		PROPN;NOM;FEM;SG
leo	leo	leo	leo		N;NOM;MASC;SG
jon	jona	jon	jon	PROPN	N;NOM;MASC;SG
jon	jon	jon	jon	PROPN	PROPN;NOM;MASC;SG
business	posli	business	posel	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
hurtigere	hitrejše	hurtigere	hiter	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
hurtigere	hitrejši	hurtigere	hiter	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
hurtigere	hitrejše	hurtigere	hiter	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
hurtigere	hitrejši	hurtigere	hiter	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
udsendte	oddane	udsende	oddan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
bjerget	gorsko	bjerge	gorski	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
bjerget	gorski	bjerge	gorski	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG
bremen	bremen	brem	bremen	PROPN	N;GEN;NEUT;PL
civil	civilno	civil	civilen		ADJ;NOM;NEUT;SG
civil	civilna	civil	civilen		ADJ;NOM;FEM;SG
civil	civilne	civil	civilen		ADJ;NOM;FEM;PL
civil	civilno	civil	civilen		ADJ;NOM;NEUT;SG
civil	civilni	civil	civilen		ADJ;NOM;MASC;SG
civil	civilist	civil	civilist		N;NOM;MASC;SG
civil	civilne	civil	civilen		ADJ;NOM;FEM;PL
civil	civilna	civil	civilen		ADJ;NOM;FEM;SG
ivan	ivan	ivan	ivan		N;NOM;MASC;SG
ivan	ivana	ivan	ivan		N;NOM;MASC;SG
generelle	splošno	generel	splošen	ADJ;PL	ADJ;NOM;NEUT;SG
generelle	splošni	generel	splošen	ADJ;PL	ADJ;NOM;MASC;SG
generelle	splošna	generel	splošen	ADJ;PL	ADJ;NOM;FEM;SG
erhverv	poklici	erhverv	poklic	N;INDF;NEUT;SG	N;NOM;MASC;PL
erhverv	poklice	erhverv	poklic	N;INDF;NEUT;SG	N;ACC;MASC;PL
erhverv	poklice	erhverv	poklic	N;INDF;NEUT;SG	N;ACC;MASC;PL
microsoft	microsoft	microsoft	microsoft		N;NOM;MASC;SG
jagt	hunt	jagt	hunt	N;INDF;MASC+FEM;SG	
jagt	lovski	jagt	lovski	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
jagt	lovska	jagt	lovski	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tyrkiske	turška	tyrkisk	turški	ADJ;PL	ADJ;NOM;FEM;SG
tyrkiske	turški	tyrkisk	turški	ADJ;PL	ADJ;NOM;MASC;SG
tyrkiske	turško	tyrkisk	turški	ADJ;PL	ADJ;NOM;NEUT;SG
tunge	težka	tung	težek	ADJ;PL	ADJ;NOM;FEM;SG
tunge	težko	tung	težek	ADJ;PL	ADJ;NOM;NEUT;SG
tunge	jezik	tung	jezik	ADJ;PL	N;NOM;MASC;SG
håb	upe	håb	upa	N;INDF;NEUT;SG	N;ACC;MASC;PL
håb	upa	håb	up	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
håb	upi	håb	upa	N;INDF;NEUT;SG	N;NOM;MASC;PL
håb	hope	håb	hopa	N;INDF;NEUT;SG	
lexikon	lexikon	lexikon	lexikon	N;INDF;MASC+FEM;SG	
markant	znatno	markant	znatno	ADJ;INDF;SG	ADV
markant	občutno	markant	občutno	ADJ;INDF;SG	ADV
markant	izrazito	markant	izrazito	ADJ;INDF;SG	ADV
teknologi	tehnologije	teknologi	tehnologija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
hannover	hanover	hannover	hanover		N;NOM;MASC;SG
hannover	hannover	hannover	hannover		PROPN;NOM;MASC;SG
girl	punca	girl	punca		N;NOM;FEM;SG
girl	deklica	girl	deklica		N;NOM;FEM;SG
girl	dekle	girl	dekle		N;NOM;NEUT;SG
girl	punco	girl	punca		N;ACC;FEM;SG
oplevede	izkušeni	opleve	izkušen	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL
oplevede	izkušena	opleve	izkušen	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
oplevede	izkušen	opleve	izkušen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
luxembourg	luksemburg	luxembourg	luksemburg		N;NOM;MASC;SG
hamburg	hamburg	hamburg	hamburg	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
speciel	posebne	speciel	poseben	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
speciel	posebno	speciel	posebno	ADJ;INDF;MASC+FEM;SG	ADV
hænger	obešen	hænge	obešen	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
hænger	obešanje	hænge	obešanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
benjamin	benjamin	benjamin	benjamin		N;NOM;MASC;SG
boston	boston	boston	boston	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
als	als	als	als	N;INDF;MASC+FEM;SG	
tales	zgodbe	tale	zgodba	V;IND;PRS;FIN;PASS	N;NOM;FEM;PL
tales	pravljice	tale	pravljica	V;IND;PRS;FIN;PASS	N;NOM;FEM;PL
traditionel	tradicionalne	traditionel	tradicionalen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
traditionel	tradicionalno	traditionel	tradicionalno	ADJ;INDF;MASC+FEM;SG	ADV
udtalt	izrazita	udtale	izrazit	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
udtalt	izrazit	udtale	izrazit	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
udtalt	izrazito	udtale	izrazito	V;INDF;SG;PST;V.PTCP	ADV
hårde	težko	hård	težek	ADJ;PL	ADJ;NOM;NEUT;SG
hårde	trdo	hård	trdo	ADJ;PL	ADV
hårde	težko	hård	težek	ADJ;PL	ADJ;NOM;NEUT;SG
hårde	grobo	hård	grobo	ADJ;PL	ADV
uafhængig	samostojno	uafhængig	samostojen	ADJ;INDF;MASC+FEM;SG	ADV
uafhængig	neodvisni	uafhængig	neodvisen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
uafhængig	neodvisno	uafhængig	neodvisen	ADJ;INDF;MASC+FEM;SG	ADV
uafhængig	neodvisno	uafhængig	neodvisen	ADJ;INDF;MASC+FEM;SG	ADV
uafhængig	samostojno	uafhængig	samostojen	ADJ;INDF;MASC+FEM;SG	ADV
uafhængig	samostojnost	uafhængig	samostojnost	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
uafhængig	neodvisnost	uafhængig	neodvisnost	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
selvmord	samomorov	selvmord	samomor	N;INDF;NEUT;SG	N;GEN;MASC;PL
afdelinger	chambers	afdeling	chambers	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
parker	parker	park	parker	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
race	pasme	race	pasma	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
adams	adams	adams	adams		PROPN;NOM;MASC;SG
plante	rastline	plante	rastlina	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
geografiske	geografski	geografisk	geografski	ADJ;PL	ADJ;NOM;MASC;SG
geografiske	zemljepisno	geografisk	zemljepisno	ADJ;PL	ADV
heavy	težka	heavy	težek	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
heavy	težki	heavy	težek	N;INDF;NEUT;SG	ADJ;NOM;MASC;PL
heavy	težke	heavy	težek	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
heavy	težko	heavy	težek	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
body	truplo	body	truplo		N;NOM;NEUT;SG
body	body	body	body		N;NOM;MASC;SG
body	telesa	body	telo		N;NOM;NEUT;PL
body	telo	body	telo		N;NOM;NEUT;SG
henrettet	usmrtili	henrette	usmrtiti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
henrettet	izvršena	henrette	izvršen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
henrettet	usmrčen	henrette	usmrčen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
længste	najdlje	længe	dolgo	ADJ;DEF;RL	ADV;RL
talent	talenti	talent	talent	N;INDF;NEUT;SG	N;NOM;MASC;PL
talent	talentiran	talent	talentiran	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
talent	nadarjena	talent	nadarjen	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
talent	nadarjen	talent	nadarjen	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
mord	umorov	mord	umor	N;INDF;NEUT;SG	N;GEN;MASC;PL
anthony	anthony	anthony	anthony		N;NOM;MASC;SG
placerede	postavljen	placere	postavljen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
administrativt	upravne	administrativt	upraven	ADV	ADJ;NOM;FEM;PL
administrativt	administrativna	administrativt	administrativen	ADV	ADJ;NOM;FEM;SG
administrativt	upravna	administrativt	upraven	ADV	ADJ;NOM;FEM;SG
christoffer	christopher	christof	christopher	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
godkendt	pooblaščeni	godkende	pooblaščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
godkendt	dovoljeno	godkende	dovoljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
godkendt	dovoljen	godkende	dovoljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
godkendt	odobrena	godkende	odobren	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
godkendt	odobrene	godkende	odobren	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
godkendt	odobreni	godkende	odobren	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL
godkendt	odobreno	godkende	odobreno	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
godkendt	odobren	godkende	odobren	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
godkendt	pooblaščen	godkende	pooblaščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
godkendt	pooblaščeni	godkende	pooblaščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
light	svetlo	light	svetlo		ADV
light	svetloba	light	svetloba		N;NOM;FEM;SG
light	luč	light	luč		N;NOM;FEM;SG
light	lahka	light	lahek		ADJ;NOM;FEM;SG
forhandlinger	pogajanje	forhandling	pogajanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
grant	grant	gran	grant	N;INDF;MASC+FEM;SG	
hugo	hugo	hugo	hug		
dark	temna	dark	temen		ADJ;NOM;FEM;SG
dark	temni	dark	temen		ADJ;NOM;MASC;PL
dark	temno	dark	temno		ADV
kommunikation	komunikacije	kommunikation	komunikacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
smukke	čudovita	smukke	čudovit	ADJ;PL	ADJ;NOM;FEM;SG
smukke	prelepi	smukke	prelep	ADJ;PL	N;NOM;FEM;SG
smukke	prelepe	smukke	prelep	ADJ;PL	N;NOM;FEM;PL
smukke	lepa	smukke	lep	ADJ;PL	ADJ;NOM;FEM;SG
smukke	lepa	smukke	lep	ADJ;PL	ADJ;NOM;FEM;SG
smukke	čudovita	smukke	čudovit	ADJ;PL	ADJ;NOM;FEM;SG
smukke	lepotica	smukke	lepotica	ADJ;PL	N;NOM;FEM;SG
forkert	nepravilno	forkert	nepravilen	ADJ;INDF;SG	ADV
forkert	narobe	forkert	narobe	ADJ;INDF;SG	ADV
rytter	konjeniški	rytte	konjeniški	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
normal	običajno	normal	običajno	ADJ;INDF;MASC+FEM;SG	ADV
længst	najdlje	længe	dolgo	ADJ;RL	ADV;RL
media	medijev	media	medij		N;GEN;MASC;PL
media	mediji	media	medij		N;NOM;MASC;PL
media	media	media	media		N;NOM;MASC;SG
canadiske	kanadska	canadisk	kanadski	ADJ;PL	ADJ;NOM;FEM;SG
canadiske	kanadsko	canadisk	kanadski	ADJ;PL	ADJ;NOM;NEUT;SG
canadiske	kanadski	canadisk	kanadski	ADJ;PL	ADJ;NOM;MASC;SG
bevægelser	premikanje	bevægelse	premikanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
bevægelser	gibanje	bevægelse	gibanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
double	podvoji	doubel	podvoj		V;PFV;IND;SG;3;PRS;FIN
double	dvojni	doubel	dvojen		ADJ;NOM;MASC;SG
double	dvakrat	doubel	dvakrat		ADV
double	dvojno	doubel	dvojen		ADJ;NOM;NEUT;SG
double	dvojna	doubel	dvojen		NUM;NOM;FEM;SG
double	podvoji	doubel	podvoj		V;PFV;IND;SG;3;PRS;FIN
double	dvojice	doubel	dvojica		N;NOM;FEM;PL
mikkel	mikkel	mikkel	mikki		N;NOM;MASC;SG
mikkel	tod	mikkel	tod		ADV
vokset	goji	vokse	gojiti	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
vokset	odrasel	vokse	odrasel	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
vokset	odrasla	vokse	odrasel	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
besætning	posadke	besætning	posadka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
jødisk	žid	jødisk	žid	ADJ;INDF;SG	N;NOM;MASC;SG
jødisk	judje	jødisk	judja	ADJ;INDF;SG	N;NOM;MASC;PL
indgået	sklenjena	indgå	sklenjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
indgået	sklenjeno	indgå	sklenjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
indgået	sklenjen	indgå	sklenjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
flåden	mornariška	flåd	mornariški	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
flåden	mornariški	flåd	mornariški	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
flåden	mornarice	flåd	mornarica	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
flåden	flote	flåd	flot	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
california	california	california	california		ADJ;NOM;MASC;SG
california	kalifornija	california	kalifornija		N;NOM;FEM;SG
hest	konjsko	hest	konjski	N;INDF;MASC+FEM;SG	ADV
erstatning	odškodnine	erstatning	odškodnina	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
erstatning	nadomestila	erstatning	nadomestilo	N;INDF;MASC+FEM;SG	V;PFV;FEM;SG;V.PTCP
erstatning	odškodnine	erstatning	odškodnina	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
sygdomme	bolezen	sygdom	bolezen	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
udstillet	prikazana	udstille	prikazan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
udstillet	prikazanih	udstille	prikazan	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
udstillet	prikazano	udstille	prikazan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
udstillet	prikazane	udstille	prikazan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
udstillet	prikazan	udstille	prikazan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
sendes	poslan	sende	poslan	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
sendes	poslana	sende	poslan	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
sendes	poslani	sende	poslan	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;PL;V.PTCP
sendes	poslano	sende	poslan	V;IND;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
sendes	poslane	sende	poslan	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
registreret	registrirana	registrere	registriran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
registreret	registrirano	registrere	registrirano	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
registreret	registrirani	registrere	registriran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
registreret	registriran	registrere	registriran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
registreret	posnet	registrere	posnet	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
registreret	posneto	registrere	posnet	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
registreret	zabeleži	registrere	zabelež	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
registreret	zabeleženo	registrere	zabeležen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
registreret	odkrite	registrere	odkriti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
registreret	ugotovljena	registrere	ugotovljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
registreret	odkrita	registrere	odkriti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
rudolf	rudolph	rudolf	rudolph	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
rudolf	rudolf	rudolf	rudolf	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
rudolf	rudolf	rudolf	rudolf	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
menneskelige	človeško	menneskelig	človeški	ADJ;PL	ADJ;NOM;NEUT;SG
menneskelige	človeška	menneskelig	človeški	ADJ;PL	ADJ;NOM;FEM;SG
menneskelige	človeški	menneskelig	človeški	ADJ;PL	ADJ;NOM;MASC;SG
absolut	absolutni	absolut	absoluten	ADV	ADJ;NOM;MASC;SG
absolut	absolutna	absolut	absoluten	ADV	ADJ;NOM;FEM;SG
josé	jose	josé	josa		PROPN;NOM;MASC;SG
josé	josé	josé	josé		PROPN;NOM;MASC;SG
josé	jose	josé	josa		PROPN;NOM;MASC;SG
josé	josé	josé	josé		PROPN;NOM;MASC;SG
stig	stig	stig	stig		PROPN;NOM;MASC;SG
