kategória	categoría	kategória	categoría		N
mindennapi	cotiá	mindennapi	cotián		N
latinul	latín	latinul	latín		N
másodszor	segundo	másod	segundo		ADP
másodszor	segunda	másod	segundo		ADJ
america	américa	america	américar		PROPN
america	ee	america	ee		PROPN
america	america	america	americar		PROPN
america	estados	america	estado		N
america	unidos	america	unir		V
america	uu	america	uu		PROPN
america	nos	america	nos		PRO
terjed	se	terjed	se	V;INDF;IND;SG;3;PRS;FIN;ACT	CONJ
terjed	a	terjed	o	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
ellenség	inimigo	ellenség	inimigo	N;NOM;SG	ADJ
ellenség	inimigos	ellenség	inimigo	N;NOM;SG	ADJ
ellenség	inimigos	ellenség	inimigo	N;NOM;SG	ADJ
lényeges	relevante	lényeges	relevante		ADJ
lényeges	relevantes	lényeges	relevante		ADJ
lényeges	esenciais	lényeges	esencial		ADJ
lényeges	esencial	lényeges	esencial		ADJ
hősök	son	hős	ser	N;NOM;PL	V
támogatást	apoiar	támogatás	apoiar	N;ACC;SG	V
támogatást	de	támogatás	de	N;ACC;SG	ADP
ellentétes	contrario	ellentétes	contrario		N
ellentétes	pola	ellentétes	pola		N
ellentétes	contra	ellentétes	contra		ADP
ellentétes	contrario	ellentétes	contrario		N
ellentétes	oposta	ellentétes	opostar		V
ellentétes	opostas	ellentétes	oposta		V
egyenesen	en	egyenesen	en		ADP
egyenesen	directo	egyenesen	directo		ADJ
egyenesen	dereito	egyenesen	dereito		N
apa	papá	apa	papá	N;NOM;SG	PROPN
caesar	césar	caesar	césar		V
halász	pescador	halász	pescador		N
kisebbségi	minoría	kisebbségi	minoría	ADJ;NOM;SG	N
lost	perdeu	lost	perder		V
lost	perderon	lost	perder		V
lost	perdín	lost	perder		V
lost	perdemos	lost	perder		V
lost	perdido	lost	perdido		V
georges	georges	georges	george		PROPN
részvétel	participar	részvétel	participar	N;NOM;SG	V
vera	vera	vera	verar		N
mezőgazdaság	agrícolas	mezőgazdaság	agrícola	N;NOM;SG	ADJ
mezőgazdaság	agrícola	mezőgazdaság	agrícola	N;NOM;SG	ADJ
mezőgazdaság	a	mezőgazdaság	o	N;NOM;SG	DET
richárd	richard	richárd	richard	N;NOM;SG	PROPN
szeme	os	szem	o	N;NOM;SG	DET
szeme	visual	szem	visual	N;NOM;SG	ADJ
tánc	baila	tánc	baila	N;NOM;SG	V
tánc	bailar	tánc	bailar	N;NOM;SG	V
tánc	bailando	tánc	bailar	N;NOM;SG	V
tánc	bailar	tánc	bailar	N;NOM;SG	V
tánc	bailaba	tánc	bailar	N;NOM;SG	V
steven	steven	steven	stevar		PROPN
off	a	off	o		DET
véres	sangue	véres	sangue		N
véres	o	véres	o		DET
véres	maldito	véres	maldito		N
véres	idiota	véres	idiota		N
véres	malditos	véres	maldito		N
lefelé	abaixo	lefelé	abaixo		ADV
giuseppe	giuseppe	giusep	giuseppe		PROPN
védelme	protexe	védelem	protexer	N;NOM;SG	V
guy	tipo	guy	tipo		N
guy	home	guy	home		N
bay	baía	bay	baía		N
ellenállás	a	ellenállás	o	N;NOM;SG	DET
szicília	sicilia	szicília	sicilia	N;NOM;SG	PROPN
automatikus	automaticamente	automatikus	automaticamente	N;NOM;SG	ADV
automatikus	automático	automatikus	automático	N;NOM;SG	ADJ
hölgy	señora	hölgy	señor		N
hölgy	dama	hölgy	dama		N
hölgy	muller	hölgy	muller		N
hölgy	nai	hölgy	nai		N
érdekel	me	érdekel	me	V;INDF;IND;SG;3;PRS;FIN;ACT	PRO
érdekel	interesábame	érdekel	interesábame	V;INDF;IND;SG;3;PRS;FIN;ACT	PROPN
érdekel	interesados	érdekel	interesado	V;INDF;IND;SG;3;PRS;FIN;ACT	N
érdekel	interesado	érdekel	interesado	V;INDF;IND;SG;3;PRS;FIN;ACT	N
érdekel	interese	érdekel	interese	V;INDF;IND;SG;3;PRS;FIN;ACT	N
érdekel	interesada	érdekel	interesado	V;INDF;IND;SG;3;PRS;FIN;ACT	N
érdekel	igual	érdekel	igual	V;INDF;IND;SG;3;PRS;FIN;ACT	ADV
érdekel	me	érdekel	me	V;INDF;IND;SG;3;PRS;FIN;ACT	PRO
munkás	social	munkás	social	N;NOM;SG	ADJ
prágai	praga	prágai	praga		PROPN
érezte	que	érez	que	V;DEF;IND;SG;3;PST;FIN;ACT	PRO
pszichológia	de	pszichológia	de	N;NOM;SG	ADP
fáj	dano	fáj	dano	V;INDF;IND;SG;3;PRS;FIN;ACT	N
fáj	ferido	fáj	ferido	V;INDF;IND;SG;3;PRS;FIN;ACT	N
fáj	dor	fáj	dor	V;INDF;IND;SG;3;PRS;FIN;ACT	N
fáj	moito	fáj	moito	V;INDF;IND;SG;3;PRS;FIN;ACT	ADV
fáj	doe	fáj	doar	V;INDF;IND;SG;3;PRS;FIN;ACT	PROPN
finom	delicioso	finom	delicioso		ADJ
erik	eric	erik	eric		PROPN
nézni	a	néz	o	V;NFIN;ACT	DET
nézni	as	néz	o	V;NFIN;ACT	DET
gyönyörű	fermoso	gyönyörű	fermoso		ADJ
gyönyörű	bonita	gyönyörű	bonita		N
gyönyörű	fermosa	gyönyörű	fermosa		ADJ
gyönyörű	precioso	gyönyörű	precioso		ADJ
gyönyörű	fermosas	gyönyörű	fermosa		ADJ
free	libre	free	libre		ADJ
free	libres	free	libre		ADJ
free	balde	free	balde		N
vietnami	vietnam	vietnami	vietnam		PROPN
vietnami	vietnamita	vietnami	vietnamita		N
vietnami	vietnamitas	vietnami	vietnamita		N
vietnami	vietnam	vietnami	vietnam		PROPN
tervező	estilista	tervező	estilista		N
korlátozott	limitado	korlátozott	limitado		ADJ
korlátozott	limitada	korlátozott	limitado		ADJ
vadász	caza	vadász	caza		N
segítség	axudar	segítség	axudar	N;NOM;SG	V
segítség	a	segítség	o	N;NOM;SG	DET
érinti	á	érint	á	V;DEF;IND;SG;3;PRS;FIN;ACT	N
oldalra	secundarios	oldal	secundario	N;ON+ALL;SG	ADJ
valahogy	algunha	valahogy	algún		DET
valahogy	dalgún	valahogy	dalgún		PROPN
valahogy	xeito	valahogy	xeito		N
valahogy	dalgunha	valahogy	dalgún		DET
valahogy	maneira	valahogy	maneira		N
angliai	inglaterra	angliai	inglaterra	ADJ;NOM;SG	N
iráni	irán	iráni	ir		PROPN
banda	banda	banda	banda		N
banda	forzados	banda	forzar		V
emelkedik	aumento	emelkedik	aumento	V;INDF;IND;SG;3;PRS;FIN;ACT	N
vezér	líder	vezér	líder		N
vizuális	visual	vizuális	visual	N;NOM;SG	ADJ
vizuális	visuais	vizuális	visual	N;NOM;SG	ADJ
mindenhol	todas	mindenhol	todo		DET
mindenhol	as	mindenhol	o		DET
mindenhol	partes	mindenhol	parte		N
mindenhol	por	mindenhol	por		ADP
mindenhol	en	mindenhol	en		ADP
mindenhol	everywhere	mindenhol	everywhere		PROPN
mindenhol	todo	mindenhol	todo		DET
mindenhol	todos	mindenhol	todo		DET
haladó	avanzado	haladó	avanzar		V
haladó	avanzada	haladó	avanzar		V
cannes	cannes	cannes	canne	N;NOM;SG	PROPN
vlagyimir	vladimir	vlagyimir	vladimir		V
nyomtatott	impreso	nyomtatott	impreso	V;INDF;IND;SG;3;PST;FIN;ACT	N
engedély	licencia	engedély	licencia		N
engedély	permiso	engedély	permiso		N
engedély	permiso	engedély	permiso		N
módszerek	os	módszer	o	N;NOM;PL	DET
zenés	musical	zenés	musical	N;NOM;SG	ADJ
zenés	musicais	zenés	musical	N;NOM;SG	ADJ
leírt	descrito	leírt	descrito		V
felvonás	actuar	felvonás	actuar	N;NOM;SG	V
ellenőrzés	controlar	ellenőrzés	controlar	N;NOM;SG	V
ellenőrzés	comprobalo	ellenőrzés	comprobalo	N;NOM;SG	PROPN
szerencsés	afortunada	szerencsés	afortunar		V
szerencsés	sorte	szerencsés	sorte		N
szerencsés	afortunado	szerencsés	afortunar		V
szerencsés	con	szerencsés	con		ADP
szerencsés	de	szerencsés	de		ADP
dinoszauruszok	os	dinoszaurusz	o	N;NOM;PL	DET
dinoszauruszok	de	dinoszaurusz	de	N;NOM;PL	ADP
falusi	aldea	falusi	aldea	ADJ;NOM;SG	N
falusi	da	falusi	da	ADJ;NOM;SG	V
falusi	pobo	falusi	pobo	ADJ;NOM;SG	N
falusi	vila	falusi	vila	ADJ;NOM;SG	N
heavy	pesada	heavy	pesar		ADJ
heavy	pesados	heavy	pesar		V
heavy	pesado	heavy	pesar		ADJ
heavy	forte	heavy	forte		ADJ
heavy	pesa	heavy	pesar		V
heavy	moito	heavy	moito		ADV
heavy	peso	heavy	peso		N
heavy	intenso	heavy	intenso		ADJ
szolgáltatások	os	szolgáltatás	o	N;NOM;PL	DET
futam	a	futa	o	N;NOM;SG	DET
futam	internacional	futa	internacional	N;NOM;SG	ADJ
szervek	os	szerv	o	N;NOM;PL	DET
gaga	gaga	gaga	gagar		PROPN
kelly	kelly	kelly	kelly		PROPN
britek	a	brit	o	N;NOM;PL	DET
britek	británico	brit	británico	N;NOM;PL	ADJ
britek	británica	brit	británico	N;NOM;PL	ADJ
britek	británicos	brit	británico	N;NOM;PL	ADJ
britek	británicas	brit	británico	N;NOM;PL	ADJ
britek	inglesa	brit	inglesa	N;NOM;PL	ADJ
alt	al	al	al		ADJ
igazából	en	igazából	en	ADV	ADP
igazából	realidade	igazából	realidade	ADV	N
igazából	a	igazából	o	ADV	DET
igazából	de	igazából	de	ADV	ADP
igazából	feito	igazából	feito	ADV	N
utánpótlás	de	utánpótlás	de	N;NOM;SG	ADP
szolgáltatás	os	szolgáltatás	o	N;NOM;SG	DET
szolgáltatás	de	szolgáltatás	de	N;NOM;SG	ADP
képzett	para	képzett	para	V;INDF;IND;SG;3;PST;FIN;ACT	ADP
bevétel	os	bevétel	o	N;NOM;SG	DET
bevétel	do	bevétel	do	N;NOM;SG	PROPN
oliver	oliver	oliver	oliver		N
kaliforniai	california	kaliforniai	california	V;DEF;IND;SG;3;PRS;NFIN;ACT	N
polgár	cidadán	polgár	cidadán		N
tökéletesen	perfectamente	tökéletes	perfectamente	ADJ;FRML;SG	ADV
tökéletesen	pasar	tökéletes	pasar	ADJ;FRML;SG	V
gáz	de	gáz	de	N;NOM;SG	ADP
vállalatok	as	vállalat	o	N;NOM;PL	DET
ideális	ideais	ideális	ideal	ADJ;NOM;SG	N
adatbázis	de	adatbázis	de	N;NOM;SG	ADP
santiago	santiago	santiago	santiago		PROPN
light	luz	light	luz		N
utazó	viaxando	utazó	viaxar		V
formák	de	forma	de	N;NOM;PL	ADP
hidrogén	de	hidrog	de	N;NOM;SG	ADP
váratlanul	inesperado	váratlan	inesperar	ADJ;FRML;SG	V
hír	novas	hír	novo	N;NOM;SG	ADJ
megtörtént	lle	meg+történik	lle		PRO
megtörtént	pasou	meg+történik	pasar		V
megtörtént	ocorreu	meg+történik	ocorrer		V
megtörtént	aconteceu	meg+történik	acontecer		V
megtörtént	sucedeu	meg+történik	suceder		V
megtörtént	que	meg+történik	que		PRO
képzés	estudan	képzés	estudar	N;NOM;SG	V
ken	ken	ken	ker		PROPN
kéz	as	kéz	o	N;NOM;SG	DET
létrehozása	crear	létrehozás	crear	N;NOM;SG	V
létrehozása	creamos	létrehozás	crear	N;NOM;SG	V
létrehozása	unha	létrehozás	un	N;NOM;SG	DET
létrehozása	crean	létrehozás	crear	N;NOM;SG	V
létrehozása	crear	létrehozás	crear	N;NOM;SG	V
létrehozása	creando	létrehozás	crear	N;NOM;SG	V
macska	ao	macska	ao	N;NOM;SG	PROPN
beszélő	falando	beszélő	falar	ADJ;NOM;SG	V
beszélő	de	beszélő	de	ADJ;NOM;SG	ADP
beszélő	falar	beszélő	falar	ADJ;NOM;SG	V
beszélő	a	beszélő	o	ADJ;NOM;SG	DET
beszélő	falo	beszélő	falar	ADJ;NOM;SG	N
beszélő	con	beszélő	con	ADJ;NOM;SG	ADP
beszélő	falar	beszélő	falar	ADJ;NOM;SG	V
beszélő	falando	beszélő	falar	ADJ;NOM;SG	V
harminc	trinta	harminc	trinta		NUM
fejlesztés	da	fejlesztés	da	N;NOM;SG	V
fejlesztés	de	fejlesztés	de	N;NOM;SG	ADP
fejlesztés	xapón	fejlesztés	xapón	N;NOM;SG	PROPN
fejlesztés	mellora	fejlesztés	mellorar	N;NOM;SG	V
fejlesztés	mellor	fejlesztés	mellor	N;NOM;SG	ADJ
kormányzat	do	kormányzat	do	N;NOM;SG	PROPN
útvonal	seu	útvonal	seu	N;NOM;SG	DET
ördög	demo	ördög	demo		N
ördög	diaño	ördög	diar		N
páratlan	único	páratlan	único		ADJ
páratlan	únicas	páratlan	único		ADJ
letartóztatták	o	le+tartózik	o	V;DEF;IND;PL;3;PST;FIN;ACT	DET
zavar	te	zavar	te	N;NOM;SG	PRO
zavar	molesta	zavar	molesta	N;NOM;SG	V
zavar	molestarte	zavar	molestarte	N;NOM;SG	V
zavar	importa	zavar	importar	N;NOM;SG	V
részlet	detalle	részlet	detalle	N;NOM;SG	PROPN
nyilvánvaló	obvio	nyilvánvaló	obvio		ADJ
nyilvánvaló	obvia	nyilvánvaló	obvio		ADJ
nyilvánvaló	evidentes	nyilvánvaló	evidente		ADJ
nyilvánvaló	normal	nyilvánvaló	normal		ADJ
nyilvánvaló	fixo	nyilvánvaló	facer		V
nyilvánvaló	claro	nyilvánvaló	claro		ADJ
nyilvánvaló	claro	nyilvánvaló	claro		ADJ
nyilvánvaló	obviamente	nyilvánvaló	obviamente		ADV
folytatása	continuou	folytatás	continuar	N;NOM;SG	V
sejtek	as	sej	o	N;NOM;PL	DET
kedvéért	ben	kedv	ben	N;SG	ADV
várt	se	vár	se	V;INDF;IND;SG;3;PST;FIN;ACT	CONJ
várt	que	vár	que	V;INDF;IND;SG;3;PST;FIN;ACT	PRO
china	china	china	china		N
valóság	a	valóság	o	N;NOM;SG	DET
tengeren	mar	tenger	mar		N
völgyben	da	völgy	da	N;IN+ESS;SG	V
völgyben	valley	völgy	valley	N;IN+ESS;SG	PROPN
kezelés	de	kezelés	de	N;NOM;SG	ADP
nelson	nelson	nelson	nelson		PROPN
bőr	o	bőr	o	N;NOM;SG	DET
felhasználói	de	felhasználói	de	N;NOM;PL	ADP
őshonos	nativo	őshonos	nativo		ADJ
őshonos	onde	őshonos	onde		PRO
őshonos	terra	őshonos	terra		N
hegyen	montañosa	hegy	montañoso	N;ON+ESS;SG	ADJ
hegyen	hill	hegy	hill	N;ON+ESS;SG	PROPN
hegyen	924	hegy	924	N;ON+ESS;SG	NUM
csík	de	csík	de		ADP
dobok	batería	dob	bater	N;NOM;PL	V
dobok	os	dob	o	N;NOM;PL	DET
franklin	franklin	franklin	franklin		PROPN
tilos	prohibido	tilos	prohibir		V
tilos	prohibidas	tilos	prohibir		V
szárny	as	szárny	o	N;NOM;SG	DET
kifejlesztett	o	kifejlesztett	o	V;INDF;IND;SG;3;PST;FIN;ACT	DET
fred	fred	fred	fred		PROPN
helyesen	ben	helyes	ben	ADJ;FRML;SG	ADV
jelölő	teas	jelölő	teu		N
jelző	teas	jelző	teu		N
arsenal	o	arsenal	o	N;NOM;SG	DET
bull	touro	bull	touro		N
vélemény	opinión	vélemény	opinión		N
vélemény	que	vélemény	que		PRO
vélemény	a	vélemény	o		DET
vélemény	na	vélemény	na		N
vélemény	opinión	vélemény	opinión		N
vélemény	opinións	vélemény	opinión		N
megsérült	feridos	meg+sérül	ferido	V;INDF;IND;SG;3;PST;FIN;ACT	N
megsérült	dano	meg+sérül	dano	V;INDF;IND;SG;3;PST;FIN;ACT	N
megsérült	ferido	meg+sérül	ferido	V;INDF;IND;SG;3;PST;FIN;ACT	N
értelmes	sensible	értelmes	sensible		ADJ
akartam	que	akar	que	V;INDF;IND;SG;1;PST;FIN;ACT	PRO
borító	a	borító	o	N;NOM;SG	DET
borító	cubrir	borító	cubrir	N;NOM;SG	V
borító	cuberto	borító	cuberto	N;NOM;SG	V
borító	cuberta	borító	cubrir	N;NOM;SG	V
borító	cobre	borító	cubrir	N;NOM;SG	V
stuart	stuart	stuart	stuart		V
stuart	estuardo	stuart	estuardo		N
gyilkosság	cometidos	gyilkosság	cometer	N;NOM;SG	V
gyilkosság	un	gyilkosság	un	N;NOM;SG	DET
stewart	stewart	stewart	stewart	N;NOM;SG	V
aláírás	asinado	aláírás	asinar	N;NOM;SG	V
marx	marx	marx	marx		PROPN
környezeti	ambientais	környezeti	ambiental	N;NOM;SG	ADJ
extra	de	extra	de		ADP
extra	máis	extra	máis		ADV
extra	extra	extra	extra		PROPN
extra	un	extra	un		DET
europe	europa	europe	europa		PROPN
europe	en	europe	en		ADP
érzem	que	érez	que	V;DEF;IND;SG;1;PRS;FIN;ACT	PRO
érzem	sensación	érez	sensación	V;DEF;IND;SG;1;PRS;FIN;ACT	N
érzem	sentimento	érez	sentimento	V;DEF;IND;SG;1;PRS;FIN;ACT	N
alfa	chan	alfa	chan		N
roll	dados	roll	dar		V
roll	o	roll	o		DET
roll	roll	roll	roll		PROPN
roll	rolo	roll	rolo		N
fegyverek	as	fegyver	o	N;NOM;PL	DET
fegyverek	as	fegyver	o	N;NOM;PL	DET
vasárnapi	domingo	vasárnapi	domingo		N
vasárnapi	domingos	vasárnapi	domingo		N
vasárnapi	dominical	vasárnapi	dominical		N
orgona	órgano	orgona	órgano		N
fejét	a	feje	o	N;ACC;SG	DET
legfelső	do	legfelső	do		PROPN
legfelső	enriba	legfelső	enriba		ADV
legfelső	20	legfelső	20		NUM
legfelső	cima	legfelső	cima		N
legfelső	superior	legfelső	superior		ADJ
haladás	segue	haladás	seguir	N;NOM;SG	V
fejlesztett	o	fejlesztett	o	V;INDF;IND;SG;3;PST;FIN;ACT	DET
vélemények	que	vélemény	que	N;NOM;PL	PRO
vélemények	a	vélemény	o	N;NOM;PL	DET
mag	sementes	mag	semente		N
mag	semente	mag	semente		N
mag	sementes	mag	semente		N
építkezés	construír	építkezés	construír	N;NOM;SG	V
fürdő	cuarto	fürdő	cuarto	N;NOM;SG	ADJ
kevéssé	lixeiramente	kevéssé	lixeiramente		ADV
rolling	rolling	rolling	rolling		PROPN
nulla	cero	nulla	cero		N
tudás	coñecía	tudás	coñecer	N;NOM;SG	V
moore	moore	moore	moore		PROPN
technológiai	tecnolóxica	technológiai	tecnolóxico	N;NOM;SG	ADJ
ellenőrzése	o	ellenőrzés	o	N;NOM;SG	DET
elkövetett	cometiches	elkövetett	cometiche	V;INDF;IND;SG;3;PST;FIN;ACT	N
elkövetett	cometeses	elkövetett	cometer	V;INDF;IND;SG;3;PST;FIN;ACT	N
elkövetett	compromiso	elkövetett	compromiso	V;INDF;IND;SG;3;PST;FIN;ACT	N
design	deseño	design	deseño		N
design	deseñar	design	deseñar		V
nukleáris	nucleares	nukleáris	nuclear	N;NOM;SG	V
vezetés	liderado	vezetés	liderado	N;NOM;SG	V
vezetés	conducir	vezetés	conducir	N;NOM;SG	V
vezetés	conducindo	vezetés	conducir	N;NOM;SG	V
vezetés	a	vezetés	o	N;NOM;SG	DET
meghatározása	de	meghatározás	de	N;NOM;SG	ADP
tehetséges	talento	tehetséges	talento	ADJ;NOM;SG	N
tehetséges	con	tehetséges	con	ADJ;NOM;SG	ADP
tehetséges	talento	tehetséges	talento	ADJ;NOM;SG	N
konkrétan	especificamente	konkrétan	especificamente		ADV
apple	mazá	apple	mazá		N
apple	apple	apple	apple		PROPN
apple	asadas	apple	asada		N
apple	mazás	apple	mazás		N
ablak	fiestras	ablak	fiestra		N
ablak	fiestra	ablak	fiestra		N
ablak	xanela	ablak	xanela		N
ablak	pola	ablak	pola		N
elismerte	mañá	elismer	mañá	V;DEF;IND;SG;3;PST;FIN;ACT	ADV
mozgó	movéndose	mozgó	movéndose		V
mozgó	aquí	mozgó	aquí		ADV
mozgó	de	mozgó	de		ADP
vonalak	de	vonal	de	N;NOM;PL	ADP
rendelt	que	rendelt	que	V;INDF;IND;SG;3;PST;FIN;ACT	PRO
rendelt	atención	rendelt	atención	V;INDF;IND;SG;3;PST;FIN;ACT	N
erőszakos	violencia	erőszakos	violencia	ADJ;NOM;SG	N
erőszakos	violencia	erőszakos	violencia	ADJ;NOM;SG	N
erőszakos	a	erőszakos	o	ADJ;NOM;SG	DET
tizenegy	once	tizenegy	once		NUM
bruno	bruno	bruno	bruno		N
rejtett	oculto	rejtett	oculto		N
rejtett	oculta	rejtett	oculto		V
rejtett	ocultas	rejtett	oculto		N
rejtett	escondidos	rejtett	esconder		V
rejtett	escondidas	rejtett	esconder		V
kézi	manual	kézi	manual		ADJ
szellem	o	szellem	o	N;NOM;SG	DET
szellem	déixate	szellem	déixate	N;NOM;SG	V
magán	privadas	maga	privado		ADJ
magán	privado	maga	privado		ADJ
magán	privada	maga	privado		ADJ
magán	privados	maga	privado		ADJ
magán	raso	maga	raso		N
magán	soldado	maga	soldar		V
másodperc	segundos	másodperc	segundo		N
másodperc	segundo	másodperc	segundo		ADP
másodperc	segunda	másodperc	segundo		ADJ
frissen	fresco	frissen	fresco		N
frissen	fresca	frissen	frescar		N
frissen	frescos	frissen	fresco		N
frissen	descarado	frissen	descarar		V
frissen	descarados	frissen	descarar		V
frissen	frescas	frissen	fresca		N
frissen	cambiar	frissen	cambiar		V
rang	última	rang	último	N;NOM;SG	ADJ
russell	russell	russell	russell		PROPN
radikális	radicais	radikális	radical	ADJ;NOM;SG	N
harcos	forte	harcos	forte	N;NOM;SG	ADJ
play	tocar	play	tocar		V
play	xogar	play	xogar		V
play	xogan	play	xogar		V
play	xogo	play	xogo		N
tartalék	reserva	tartalék	reserva		N
képtelen	incapacidade	képtelen	incapacidade		N
színek	de	szín	de	N;NOM;PL	ADP
enyhén	lixeiramente	enyhén	lixeiramente		ADV
beszélgetés	sobre	beszélgetés	sobre	N;NOM;SG	ADP
beszélgetés	falar	beszélgetés	falar	N;NOM;SG	V
beszélgetés	con	beszélgetés	con	N;NOM;SG	ADP
özvegy	viúva	özvegy	viúva		N
karrier	súa	karrier	seu	N;NOM;SG	DET
szavakat	as	szó	o	N;ACC;PL	DET
kelta	gaélico	kel	gaélico		N
könnyebben	doado	könnyű	doado	ADV	ADJ
könnyebben	fácil	könnyű	fácil	ADV	ADJ
építés	construír	építés	construír	N;NOM;SG	V
háttérben	de	háttér	de	N;IN+ESS;SG	ADP
tizenöt	quince	tizenöt	quince		NUM
vásárolt	merqueino	vásárol	merqueino	V;INDF;IND;SG;3;PST;FIN;ACT	N
vásárolt	merqueille	vásárol	merqueille	V;INDF;IND;SG;3;PST;FIN;ACT	PROPN
kár	mágoa	kár	mágoa		ADJ
kár	vergoña	kár	vergoña		N
kár	que	kár	que		PRO
kár	ferida	kár	ferida		N
kár	lesión	kár	lesión		N
kár	danos	kár	dano		N
kár	dano	kár	dano		N
táplálkozik	de	táplálkozik	de	V;INDF;IND;SG;3;PRS;FIN;ACT	ADP
körbe	redor	kör	redor	ADV	N
körbe	por	kör	por	ADV	ADP
körbe	redondo	kör	redordo	ADV	N
körbe	redondos	kör	redondo	ADV	N
körbe	xira	kör	xira	ADV	N
ice	xeo	ice	xeo		N
uniós	unión	uniós	unión	ADJ;NOM;SG	N
uniós	sindicato	uniós	sindicato	ADJ;NOM;SG	N
uniós	sindicalista	uniós	sindicalista	ADJ;NOM;SG	N
uniós	sindical	uniós	sindical	ADJ;NOM;SG	N
uniós	do	uniós	do	ADJ;NOM;SG	PROPN
esetenként	cando	eset	cando	N;ABS;SG	PRO
időjárás	♫	időjárás	♫	N;NOM;SG	PROPN
időjárás	do	időjárás	do	N;NOM;SG	PROPN
időjárás	este	időjárás	este	N;NOM;SG	DET
időjárás	ben	időjárás	ben	N;NOM;SG	ADV
piac	esa	piac	ese	N;NOM;SG	DET
kocsis	condutor	kocsis	condutor		N
kocsis	de	kocsis	de		ADP
kocsis	o	kocsis	o		DET
kocsis	permiso	kocsis	permiso		N
állati	animais	állati	animal		N
állati	animal	állati	animal		N
ábrahám	abraham	ábrahám	abraham	N;NOM;SG	PROPN
kennedy	kennedy	kennedy	kennedy		PROPN
robot	robot	rob	robot		N
valakit	alguén	valakit	alguén		PRO
távolság	lonxe	távolság	lonxe	N;NOM;SG	ADV
távolság	as	távolság	o	N;NOM;SG	DET
távolság	até	távolság	até	N;NOM;SG	ADV
távolság	de	távolság	de	N;NOM;SG	ADP
távolság	montañosa	távolság	montañoso	N;NOM;SG	ADJ
lawrence	lawrence	lawrence	lawrence		PROPN
lát	xigante	lát	xigante	V;INDF;IND;SG;3;PRS;FIN;ACT	ADJ
ismeretek	coñecía	ismeret	coñecer	N;NOM;PL	V
óvoda	cativos	óvoda	cativo	N;NOM;SG	ADJ
munkások	os	munkás	o	N;NOM;PL	DET
támadások	ataca	támadás	ataca	N;NOM;PL	V
studio	estudio	studio	estudio		N
hollywood	hollywood	hollywood	hollywood		PROPN
bármelyik	calquera	bármelyik	calquera		DET
bármelyik	máis	bármelyik	máis		ADV
bármelyik	ningún	bármelyik	ningún		DET
sérült	feridos	sérül	ferido	V;INDF;IND;SG;3;PST;FIN;ACT	N
sérült	feridos	sérül	ferido	V;INDF;IND;SG;3;PST;FIN;ACT	N
sérült	ferido	sérül	ferido	V;INDF;IND;SG;3;PST;FIN;ACT	N
tavasz	a	tavasz	o	N;NOM;SG	DET
durva	aproximada	durva	aproximar		V
durva	vaga	durva	vagar		N
durva	duro	durva	duro		ADJ
durva	mal	durva	mal		ADV
durva	moi	durva	moi		ADV
durva	duros	durva	duro		ADJ
durva	duras	durva	duro		ADJ
élni	vivo	él	vivo	V;NFIN;ACT	ADJ
élni	vida	él	vida	V;NFIN;ACT	N
élni	vivo	él	vivo	V;NFIN;ACT	ADJ
élni	viva	él	vivo	V;NFIN;ACT	ADJ
eddie	eddie	eddie	eddie		PROPN
színpad	no	színpad	no	N;NOM;SG	V
relatív	parente	relatív	parente		N
georgia	georgia	georgia	georgia		PROPN
kidolgozott	desenvolveu	kidolgozott	desenvolver		V
kidolgozott	desenvolvido	kidolgozott	desenvolver		V
kidolgozott	desenvolvidos	kidolgozott	desenvolver		V
kidolgozott	desenvolvemos	kidolgozott	desenvolver		V
kidolgozott	o	kidolgozott	o		DET
lincoln	lincoln	lincoln	lincoln		PROPN
álom	soño	álom	soño		N
álom	soños	álom	soño		N
álom	con	álom	con		ADP
álom	soños	álom	soño		N
átfogó	xeral	átfogó	xeral		ADJ
átfogó	para	átfogó	para		ADP
átfogó	todo	átfogó	todo		DET
rendőr	poli	rendőr	poli	N;NOM;SG	PROPN
fém	de	fém	de		ADP
fém	metal	fém	metal		N
union	unión	union	unión		N
union	sindicato	union	sindicato		N
union	sindicalista	union	sindicalista		N
union	sindical	union	sindical		N
union	do	union	do		PROPN
egészséges	saúde	egészséges	saúde	ADJ;NOM;SG	N
egészséges	sans	egészséges	san	ADJ;NOM;SG	PROPN
negyed	cuarto	negyed	cuarto		ADJ
nehezebb	máis	nehéz	máis	ADJ;NOM;CMPR;SG	ADV
alatta	baixo	alat	baixo		ADP
alatta	debaixo	alat	debaixo		ADV
alatta	na	alat	na		N
alatta	debaixo	alat	debaixo		ADV
alatta	por	alat	por		ADP
alatta	baixo	alat	baixo		ADP
alatta	abaixo	alat	abaixo		ADV
alatta	embaixo	alat	embaixo		N
alatta	seccionada	alat	seccionar		V
alatta	baixo	alat	baixo		ADP
alatta	debaixo	alat	debaixo		ADV
alatta	de	alat	de		ADP
gömb	esfera	gömb	esfera		N
minőségi	calidade	minőségi	calidade	ADJ;NOM;SG	N
hangzik	soa	hangzik	só	V;INDF;IND;SG;3;PRS;FIN;ACT	DET
hangzik	sons	hangzik	son	V;INDF;IND;SG;3;PRS;FIN;ACT	N
hangzik	en	hangzik	en	V;INDF;IND;SG;3;PRS;FIN;ACT	ADP
