den	az	den	az	PRO;DEF;MASC+FEM;SG	
vald	megválasztott	välja	megválasztott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vald	kijelölt	välja	kijelölt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
vald	kiválasztva	välja	kiválasztva	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADV;V.CVB
vald	kiválasztott	välja	kiválasztott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
andre	andre	annan	andre	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;SG
andre	andré	annan	andré	ADJ;NOM;DEF;MASC;SG	
avtal	szerződések	avtal	szerződés	N;NOM;INDF;NEUT;SG	N;NOM;PL
avtal	egyetértés	avtal	egyetértés	N;NOM;INDF;NEUT;SG	
avtal	megegyezés	avtal	megegyezés	N;NOM;INDF;NEUT;SG	
avtal	egyezség	avtal	egyezség	N;NOM;INDF;NEUT;SG	
avtal	megállapodások	avtal	megállapodás	N;NOM;INDF;NEUT;SG	N;NOM;PL
avtal	egyezmények	avtal	egyezmény	N;NOM;INDF;NEUT;SG	N;NOM;PL
spencer	spencer	spencer	spencer	PROPN;NOM	
handel	kereskedelmi	handel	kereskedelmi	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
handel	kereskedelmi	handel	kereskedelmi	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
utbildade	tanult	utbilda	tanult	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utbildade	művelt	utbilda	művelt	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utbildade	edzett	utbilda	edzett	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utbildade	képzett	utbilda	képzett	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utbildade	kiképzett	utbilda	kiképzett	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
musikaliska	zenés	musikalisk	zenés	ADJ;NOM;PL	N;NOM;SG
musikaliska	zenei	musikalisk	zenei	ADJ;NOM;PL	ADJ;NOM;SG
musikaliska	musical	musikalisk	musical	ADJ;NOM;PL	N;NOM;SG
jon	jon	jon	jon	PROPN;NOM	
anhängare	támogató	anhängare	támogató	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;SG
anhängare	támogatója	anhängare	támogató	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
higgins	higgins	higga	higgins	PROPN;NOM	
semifinal	elődöntőben	semifinal	elődöntő	N;NOM;INDF;MASC+FEM;SG	N;IN+ESS;SG
thailand	thaiföld	thailand	thaiföld	PROPN;NOM	
thailand	thaiföldi	thailand	thaiföldi	PROPN;NOM	
förbi	elmúlt	förbi	elmúlt	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
förbi	múlt	förbi	múlt	ADV	N;NOM;SG
förbi	múltbeli	förbi	múltbeli	ADV	ADJ;NOM;SG
medborgare	polgár	medborgare	polgár	N;NOM;INDF;MASC+FEM;PL	
medborgare	állampolgár	medborgare	állampolgár	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
junior	junior	junia	junior	N;NOM;INDF;MASC+FEM;SG	
jazz	jazz	jazz	jazz	N;NOM;INDF;MASC+FEM;SG	
polsk	lengyel	polsk	lengyel	ADJ;NOM;INDF;MASC+FEM;SG	
pakistan	pakisztán	pakistan	pakiszta	PROPN;NOM	N;NOM;SG
pakistan	pakisztáni	pakistan	pakiszta	PROPN;NOM	ADJ;NOM;SG
konsensus	egyetértés	konsensus	egyetértés	N;NOM;INDF;MASC+FEM;SG	
petter	petter	pett	petter	PROPN;NOM	
page	oldalt	page	oldal	V;IMP;FIN;ACT	N;ACC;SG
page	oldal	page	oldal	V;IMP;FIN;ACT	N;NOM;SG
brand	tűz	brand	tűz	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
brand	brand	brand	brand	N;NOM;INDF;MASC+FEM;SG	
book	könyvet	book	könyv	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
tidningar	újság	tidning	újság	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
tidningar	magazinokat	tidning	magazin	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
tidningar	papírokat	tidning	papír	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
clara	clara	clara	clar	PROPN;NOM	
styrelsen	fedélzeten	styrelse	fedélzet	N;NOM;DEF;MASC+FEM;SG	N;ON+ESS;SG
bach	bach	bach	bach	N;NOM;INDF;NEUT;SG	
karlstad	karlstad	karlstad	karlstad	N;NOM;INDF;MASC+FEM;SG	
mittfältare	középpályás	mittfältare	középpályás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
swedish	angolul	swedish	angolul	PROPN;NOM	
swedish	angol	swedish	angol	PROPN;NOM	
kjell	kjell	kjell	kjell	PROPN;NOM	PROPN;NOM;SG
söker	keresés	söka	keresés	V;IND;PRS;FIN;ACT	
allierade	szövetséges	alliera	szövetséges	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;SG
allierade	szövetséges	alliera	szövetséges	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;SG
allierade	szövetségesek	alliera	szövetséges	ADJ;NOM;PL;PST;V.PTCP	N;NOM;PL
allierade	szövetséges	alliera	szövetséges	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;SG
allierade	szövetségesek	alliera	szövetséges	ADJ;NOM;PL;PST;V.PTCP	N;NOM;PL
allierade	ally	alliera	ally	ADJ;NOM;PL;PST;V.PTCP	
torsten	torsten	torst	torsten	PROPN;NOM	
jason	jason	jason	jason	PROPN;NOM	N;NOM;SG
tyrolen	tirol	tyrol	tirol	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;SG
jens	jens	jen	jens	PROPN;NOM	
let	engedd	leta	engedd	N;NOM;INDF;NEUT;SG	V;DEF;IMP;SG;2;PRS;FIN;ACT
kelly	kelly	kelly	kelly	PROPN;NOM	
evans	evans	evans	evans	PROPN;NOM	
flagga	megjelölés	flagga	megjelölés	N;NOM;INDF;MASC+FEM;SG	
flagga	lobogó	flagga	lobogó	N;NOM;INDF;MASC+FEM;SG	
iron	vas	iron	vas	N;NOM;INDF;NEUT;SG	
iron	vasat	iron	vasat	N;NOM;INDF;NEUT;SG	N;ACC;SG
byggt	épült	bygga	épül	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
byggt	épített	bygga	épít	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
byggt	felépített	bygga	felépít	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
byggt	beépített	bygga	beépített	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
baserade	alapú	basera	alapú	ADJ;NOM;PL;PST;V.PTCP	
baserade	alapozott	basera	alapozott	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
lokalt	helyben	lokal	hely	ADJ;NOM;INDF;NEUT;SG	N;IN+ESS;SG
lokalt	helyileg	lokal	helyi	ADJ;NOM;INDF;NEUT;SG	
lokalt	helyi	lokal	helyi	ADJ;NOM;INDF;NEUT;SG	
dokument	iratok	dokument	irat	N;NOM;INDF;NEUT;SG	N;NOM;PL
dokument	dokumentumok	dokument	dokumentum	N;NOM;INDF;NEUT;SG	N;NOM;PL
dokument	okmányok	dokument	okmány	N;NOM;INDF;NEUT;SG	N;NOM;PL
föda	élelmiszerek	föda	élelmiszer	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
bernhard	bernard	bernhard	bernard	N;NOM;INDF;MASC+FEM;SG	
bernhard	bernhard	bernhard	bernhard	N;NOM;INDF;MASC+FEM;SG	
träffar	találat	träffa	találat	V;IND;PRS;FIN;ACT	N;NOM;SG
benjamin	benjamin	benjamin	benjami	PROPN;NOM	
loch	loch	loch	loch	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;SG
vincent	vincent	vincent	vincen	N;NOM;INDF;MASC+FEM;SG	
stål	steel	stål	steel	N;NOM;INDF;NEUT;SG	
förbättra	javítása	förbättra	javítás	V;IMP;FIN;ACT	N;NOM;SG
förbättra	javul	förbättra	javul	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
förbättra	fokozása	förbättra	fokozás	V;IMP;FIN;ACT	N;NOM;SG
förbättra	javítása	förbättra	javítás	V;IMP;FIN;ACT	N;NOM;SG
diskussioner	vita	diskussion	vita	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
diskussioner	megbeszélés	diskussion	megbeszélés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
diskussioner	beszélgetés	diskussion	beszélgetés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
hotell	szálloda	hotell	szálloda	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
hotell	hotel	hotell	hotel	N;NOM;INDF;NEUT;SG	
hotell	hotelek	hotell	hotel	N;NOM;INDF;NEUT;SG	N;NOM;PL
hotell	szállások	hotell	szállás	N;NOM;INDF;NEUT;SG	N;NOM;PL
hotell	szállodák	hotell	szállodák	N;NOM;INDF;NEUT;SG	N;NOM;PL
abraham	ábrahám	abraham	ábrahám	PROPN;NOM	N;NOM;SG
abraham	abraham	abraham	abraha	PROPN;NOM	
resor	utazás	resa	utazás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
resor	utazási	resa	utazási	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
resor	utazik	resa	utazik	N;NOM;INDF;MASC+FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
sek	sek	sek	sek	N	
sek	sec	sek	sec	N	
omedelbart	azonnal	omedelbar	azonnal	ADV	
omedelbart	azonnali	omedelbar	azonnali	ADV	
omedelbart	azonnal	omedelbar	azonnal	ADV	
diverse	többféle	diverse	többfél	N;NOM;INDF;MASC+FEM;PL	
diverse	különféle	diverse	különféle	N;NOM;INDF;MASC+FEM;PL	
diverse	különböző	diverse	különböző	N;NOM;INDF;MASC+FEM;PL	
diverse	egyéb	diverse	egyéb	N;NOM;INDF;MASC+FEM;PL	
diverse	egyebek	diverse	egyéb	N;NOM;INDF;MASC+FEM;PL	
diverse	különféle	diverse	különféle	N;NOM;INDF;MASC+FEM;PL	
diverse	vegyes	diverse	vegyes	N;NOM;INDF;MASC+FEM;PL	
diverse	válogatott	diverse	válogat	N;NOM;INDF;MASC+FEM;PL	
vietnam	vietnam	vietnam	viet	N;NOM;INDF;NEUT;SG	
vietnam	vietnami	vietnam	vietnami	N;NOM;INDF;NEUT;SG	
fordon	járművel	fordon	jármű	N;NOM;INDF;NEUT;PL	N;INS;SG
fordon	jármű	fordon	jármű	N;NOM;INDF;NEUT;PL	N;NOM;SG
fordon	gépjármű	fordon	gépjármű	N;NOM;INDF;NEUT;PL	N;NOM;SG
regioner	régiói	region	régiói	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
väljer	válasszon	välja	válassz	V;IND;PRS;FIN;ACT	V;INDF;IMP;SG;3;PRS;FIN;ACT
väljer	választás	välja	választás	V;IND;PRS;FIN;ACT	
framtiden	jövőbeli	framtid	jövőbeli	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;SG
framtiden	jövő	framtid	jövő	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;SG
holm	holm	holm	holm	PROPN;NOM	
lokaler	telephelyén	lokal	telephely	N;NOM;INDF;MASC+FEM;PL	N;ON+ESS;SG
götalands	götaland	götaland	götaland	PROPN;NOM	N;NOM;SG
toronto	toronto	toronto	toronto	PROPN;NOM	N;NOM;SG
österrikiska	osztrák	österrikisk	osztrák	ADJ;NOM;PL	
österrikiska	ausztria	österrikisk	ausztria	ADJ;NOM;PL	N;NOM;SG
córdoba	córdoba	cardob	córdo	PROPN;NOM	
antoine	antoine	antoine	antoi	PROPN;NOM	
fire	tűz	fire	tűz	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
judiska	zsidó	judisk	zsidó	ADJ;NOM;PL	
judiska	zsidók	judisk	zsidó	ADJ;NOM;PL	N;NOM;PL
saga	saga	saga	saga	N;NOM;INDF;MASC+FEM;SG	
segrare	győztesek	segrare	győztes	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
segrare	győztes	segrare	győztes	N;NOM;INDF;MASC+FEM;SG	
segrare	nyertes	segrare	nyertes	N;NOM;INDF;MASC+FEM;SG	
segrare	victor	segrare	victor	N;NOM;INDF;MASC+FEM;SG	
segrare	viktor	segrare	viktor	N;NOM;INDF;MASC+FEM;SG	
jane	jane	jane	jane	PROPN;NOM	
carlo	carlo	carlo	carlo	PROPN;NOM	
shandong	shandong	shandong	shandong	PROPN;NOM	N;NOM;SG
tillfälle	lehetőséget	tillfälle	lehetőség	N;NOM;INDF;NEUT;SG	N;ACC;SG
margaret	margaret	margar	margaret	N;NOM;DEF;NEUT;SG	
margaret	margit	margar	margit	N;NOM;DEF;NEUT;SG	
georgetown	georgetown	georgeton	georgetown	PROPN;NOM	
götaland	götaland	götaland	götaland	PROPN;NOM	N;NOM;SG
köra	vezess	köra	vezess	V;IMP;FIN;ACT	V;DEF;IND;PL;3;PRS;FIN;ACT
köra	meghajtó	köra	meghajtó	V;IMP;FIN;ACT	N;NOM;SG
köra	vezet	köra	vezet	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
köra	vezetés	köra	vezetés	V;IMP;FIN;ACT	N;NOM;SG
köra	vezetési	köra	vezetési	V;IMP;FIN;ACT	ADJ;NOM;SG
traditionellt	hagyományos	traditionell	hagyományos	ADJ;NOM;INDF;NEUT;SG	
traditionellt	hagyományosan	traditionell	hagyományos	ADJ;NOM;INDF;NEUT;SG	ADJ;FRML;SG
irak	irak	irak	irak	PROPN;NOM	N;NOM;SG
irak	iraki	irak	iraki	PROPN;NOM	N;NOM;SG
referenser	hivatkozás	referens	hivatkozás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
referenser	hivatkozásokat	referens	hivatkozás	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
bbc	bbc	bbc	bbc	PROPN;NOM	
marshall	marshall	marshall	marshall	PROPN;NOM	
ombord	fedélzeten	ombord	fedélzet	ADV	N;ON+ESS;SG
ombord	fedélzeti	ombord	fedélzeti	ADV	
ombord	fedélzeten	ombord	fedélzet	ADV	N;ON+ESS;SG
antogs	elfogadva	anta	elfogadva	V;IND;PST;FIN;PASS	ADV;V.CVB
antogs	elfogadott	anta	el+fogadott	V;IND;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
delade	közös	delad	közös	ADJ;NOM;PL;PST;V.PTCP	
delade	osztott	delad	osztott	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
delade	megosztotta	delad	megoszt	ADJ;NOM;PL;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
delade	megosztott	delad	megosztott	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
delade	megosztva	delad	megosztva	ADJ;NOM;PL;PST;V.PTCP	ADV;V.CVB
organ	szervei	organ	szervei	N;NOM;INDF;NEUT;SG	N;NOM;PL
organ	szervek	organ	szerv	N;NOM;INDF;NEUT;SG	N;NOM;PL
organ	holttestek	organ	holttes	N;NOM;INDF;NEUT;SG	N;NOM;PL
organ	hullák	organ	hullák	N;NOM;INDF;NEUT;SG	N;NOM;PL
organ	testek	organ	tesik	N;NOM;INDF;NEUT;SG	N;NOM;PL
organ	szervek	organ	szerv	N;NOM;INDF;NEUT;SG	N;NOM;PL
organ	orgona	organ	orgona	N;NOM;INDF;NEUT;SG	
organ	szerv	organ	szerv	N;NOM;INDF;NEUT;SG	
diplomat	diplomata	diplom	diplomata	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;SG
santander	santander	santand	santander	N;NOM;INDF;MASC+FEM;PL	
amerika	america	amerik	america	N;NOM;INDF;MASC+FEM;SG	
thomson	thompson	thomson	thompson	PROPN;NOM	
thomson	thomson	thomson	thomson	PROPN;NOM	
enstaka	egyedülálló	enstaka	egyedülálló	ADJ;NOM	
enstaka	single	enstaka	single	ADJ;NOM	
enstaka	egyetlen	enstaka	egyetlen	ADJ;NOM	
enstaka	szingli	enstaka	szingli	ADJ;NOM	N;NOM;SG
ansvarig	felelős	ansvarig	felelős	ADJ;NOM;INDF;MASC+FEM;SG	
ansvarig	karbantartó	ansvarig	karbantartó	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;SG
tillverkad	gyártottak	tillverkad	gyárt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
tillverkad	előállított	tillverkad	előállított	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
tillverkad	gyártott	tillverkad	gyárt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
tillverkad	készítette	tillverkad	készít	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
tillverkad	készült	tillverkad	készül	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
tillverkad	tett	tillverkad	tesz	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
emma	emmával	emma	emma	PROPN;NOM	N;INS;SG
emma	emma	emma	emma	PROPN;NOM	
borgerliga	burzsoá	borgerlig	burzsoá	ADJ;NOM;PL	
enheter	egység	enhet	egység	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
montenegro	montenegró	montenegro	montenegró	PROPN;NOM	N;NOM;SG
lanserades	elindított	lansera	elindított	V;IND;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
lanserades	indított	lansera	indít	V;IND;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
utsträckning	mértékben	utsträckning	mérték	N;NOM;INDF;MASC+FEM;SG	N;IN+ESS;SG
rörande	megható	röra	megható	ADJ;NOM;PRS;V.PTCP	
rörande	érintés	röra	érintés	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
dålig	bad	dålig	bad	ADJ;NOM;INDF;MASC+FEM;SG	
dålig	rosz	dålig	rosz	ADJ;NOM;INDF;MASC+FEM;SG	
dålig	rossz	dålig	rossz	ADJ;NOM;INDF;MASC+FEM;SG	
veckan	héten	vecka	hét	N;NOM;DEF;MASC+FEM;SG	N;ON+ESS;SG
veckan	heti	vecka	heti	N;NOM;DEF;MASC+FEM;SG	
burkina	burkina	burkin	burkina	PROPN;NOM	V;INDF;IND;SG;3;PRS;FIN;ACT
diameter	átmérője	diamet	átmérő	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
diameter	átmérő	diamet	átmérő	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
diameter	átmérőjű	diamet	átmérőjű	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;SG
ola	ola	ola	ola	PROPN;NOM	
jiangsu	jiangsu	jiangsu	jiangsu	N;NOM;INDF;MASC+FEM;SG	
motstånd	ellenálló	motstånd	ellenálló	N;NOM;INDF;NEUT;SG	
motstånd	ellenzéki	motstånd	ellenzéki	N;NOM;INDF;NEUT;SG	ADJ;NOM;SG
kritiker	kritikus	kritik	kritikus	N;NOM;INDF;MASC+FEM;PL	
motståndare	ellenfél	motståndare	ellenfél	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
motståndare	ellenfele	motståndare	ellenfele	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
häst	lovas	häst	lovas	N;NOM;INDF;MASC+FEM;SG	
grå	ősz	grå	ősz	N;NOM;INDF;MASC+FEM;SG	
grå	gray	grå	gray	N;NOM;INDF;MASC+FEM;SG	
grå	szürke	grå	szürke	N;NOM;INDF;MASC+FEM;SG	
grå	ősz	grå	ősz	N;NOM;INDF;MASC+FEM;SG	
grå	grey	grå	grey	N;NOM;INDF;MASC+FEM;SG	
grå	szürke	grå	szürke	N;NOM;INDF;MASC+FEM;SG	
tyckte	hittem	tycka	hit	V;IND;PST;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
tyckte	gondolat	tycka	gondolat	V;IND;PST;FIN;ACT	N;NOM;SG
förstå	értem	förstå	ér	V;IMP;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
förstå	megértés	förstå	megértés	V;IMP;FIN;ACT	N;NOM;SG
förstå	egyetértés	förstå	egyetértés	V;IMP;FIN;ACT	
förstå	megértő	förstå	megértő	V;IMP;FIN;ACT	
förstå	megértést	förstå	megértés	V;IMP;FIN;ACT	N;ACC;SG
bolívar	bolívar	boltva	bolívar	N;NOM;INDF;MASC+FEM;SG	
racing	racing	racing	racing	N;NOM;INDF;MASC+FEM;SG	
äktenskapet	házasságot	äktenskap	házasság	N;NOM;DEF;NEUT;SG	N;ACC;SG
flandern	flanders	flander	flanders	PROPN;NOM	
herr	herr	herr	herr	N;NOM;INDF;MASC+FEM;SG	
carter	carter	cart	carter	PROPN;NOM	
stiftelsen	alap	stiftelse	alap	N;NOM;DEF;MASC+FEM;SG	
mord	gyilkosságok	mord	gyilkosság	N;NOM;INDF;NEUT;SG	N;NOM;PL
enkla	egyszerű	enkel	egyszerű	ADJ;NOM;PL	ADJ;NOM;SG
enkla	szimpla	enkel	szimpla	ADJ;NOM;PL	
dave	dave	dav	dave	PROPN;NOM	
singlar	egyéni	singla	egyéni	N;NOM;INDF;MASC+FEM;PL	
låga	láng	låg	láng	ADJ;NOM;PL	N;NOM;SG
låga	alacsonyan	låg	alacsony	ADJ;NOM;PL	ADJ;FRML;SG
låga	alacsony	låg	alacsony	ADJ;NOM;PL	ADJ;NOM;SG
latinska	latin	latinsk	latin	ADJ;NOM;PL	
latinska	latinul	latinsk	latinul	ADJ;NOM;PL	
quercus	quercus	quercus	quercus	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;SG
korrekt	pontos	korrekt	pontos	ADJ;NOM;INDF;MASC+FEM;SG	
korrekt	helyes	korrekt	helyes	ADJ;NOM;INDF;MASC+FEM;SG	
korrekt	korrekt	korrekt	korrekt	ADJ;NOM;INDF;MASC+FEM;SG	
korrekt	helyesen	korrekt	helyes	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FRML;SG
ling	ling	ling	ling	N;NOM;INDF;NEUT;SG	
lane	lane	lane	lane	PROPN;NOM	
lane	sáv	lane	sáv	PROPN;NOM	N;NOM;SG
betala	fizet	betala	fizet	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
betala	fizetés	betala	fizetés	V;IMP;FIN;ACT	N;NOM;SG
law	jogszabályok	law	jogszabály	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
law	jogszabály	law	jogszabály	N;NOM;INDF;MASC+FEM;SG	
stjärnor	csillag	stjärna	csillag	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
gifta	feleségül	gift	feleségül	ADJ;NOM;PL;PST;V.PTCP	N;NOM;SG
gifta	házas	gift	házas	ADJ;NOM;PL;PST;V.PTCP	
gifta	házasok	gift	házas	ADJ;NOM;PL;PST;V.PTCP	N;NOM;PL
människa	emberi	människa	emberi	N;NOM;INDF;MASC+FEM;SG	
scen	színpadon	scen	színpad	N;NOM;INDF;MASC+FEM;SG	N;ON+ESS;SG
bit	darabka	bit	darabka	N;NOM;INDF;MASC+FEM;SG	
bit	darab	bit	darab	N;NOM;INDF;MASC+FEM;SG	
faso	faso	faso	faso	PROPN;NOM	PROPN;NOM;SG
trea	harmadik	tre	harmadik	N;NOM;INDF;MASC+FEM;SG	
trea	harmadszor	tre	harmadszor	N;NOM;INDF;MASC+FEM;SG	
roland	roland	roland	roland	PROPN;NOM	
rothschild	rothschild	rothschild	rothschild	N;NOM;INDF;MASC+FEM;SG	
nielsen	nielsen	nielsen	niels	N;NOM;DEF;MASC+FEM;SG	
bevis	bizonyítékok	bevis	bizonyítékok	N;NOM;INDF;NEUT;SG	N;NOM;PL
aragonien	aragón	aragonien	aragó	PROPN;NOM	
aragonien	aragon	aragonien	arag	PROPN;NOM	
litterära	irodalmi	litterär	irodalmi	ADJ;NOM;PL	
hardy	hardy	hardy	hardy	PROPN;NOM	
grundat	alapították	grunda	alapít	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
grundat	alapított	grunda	alapított	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
grundat	alapította	grunda	alapít	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
grundat	megalapozott	grunda	megalapozott	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
einar	einar	einar	einar	PROPN;NOM	PROPN;NOM;SG
moritz	moritz	moritz	moritz	PROPN;NOM	
wolfgang	wolfgang	wolfgang	wolfgang	PROPN;NOM	
watson	watson	watson	watson	PROPN;NOM	
dasht	dast	dasht	dast	N;NOM;INDF;MASC+FEM;SG	
skador	kár	skada	kár	N;NOM;INDF;MASC+FEM;PL	
skador	károsodás	skada	károsodás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
skador	kárt	skada	kár	N;NOM;INDF;MASC+FEM;PL	N;ACC;SG
skador	sérülés	skada	sérülés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
skador	károkozás	skada	károkozás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
skador	kártérítés	skada	kártérítés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
skador	sérülés	skada	sérülés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
skador	károkozás	skada	károkozás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
skador	kár	skada	kár	N;NOM;INDF;MASC+FEM;PL	
skador	sérülés	skada	sérülés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
skador	sérültek	skada	sérül	N;NOM;INDF;MASC+FEM;PL	V;INDF;IND;PL;3;PST;FIN;ACT
nigeria	nigéria	nigeri	nigéria	PROPN;NOM	
mala	őrlés	mala	őrlés	V;IMP;FIN;ACT	N;NOM;SG
mala	mala	mala	mala	V;IMP;FIN;ACT	
elmer	elmer	elmer	elmer	PROPN;NOM	PROPN;NOM;SG
handlingar	dokumentum	handling	dokumentum	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
drew	rajzolt	drew	rajzolt	PROPN;NOM	V;INDF;IND;SG;3;PST;FIN;ACT
drew	drew	drew	drew	PROPN;NOM	N;NOM;SG
drew	rajzolta	drew	rajzol	PROPN;NOM	V;DEF;IND;SG;3;PST;FIN;ACT
sri	srí	sri	srí	PROPN;NOM	
uppfattning	felfogás	uppfattning	felfogás	N;NOM;INDF;MASC+FEM;SG	
bretagne	bretagne	bretagne	bretag	N;NOM;INDF;NEUT;SG	
bretagne	brittany	bretagne	brittany	N;NOM;INDF;NEUT;SG	
åtgärder	művelet	åtgärd	művelet	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
