del	del	del	del	ADP;MASC;SG	PROPN;ANIM;NOM;MASC;SG
mañana	zajtrajšok	mañana	zajtrajšok	ADV	N;INAN;NOM;MASC;SG
mañana	ranná	mañana	ranný	ADV	ADJ;NOM;FEM;SG
mañana	ráno	mañana	ráno	ADV	N;NOM;NEUT;SG
mañana	rano	mañana	rano	ADV	PROPN;ANIM;NOM;MASC;SG
tomás	thomas	tomás	thomas	PROPN	N;ANIM;NOM;MASC;SG
tomás	tomáš	tomás	tomať	PROPN	N;ANIM;NOM;MASC;SG
tomás	tomi	tomás	to	PROPN	DET;ANIM;DAT;MASC;SG
tomás	tom	tomás	to	PROPN	DET;NOM;NEUT;SG
fotografía	fotografie	fotografía	fotografia	N;FEM;SG	N;NOM;FEM;PL
fotografía	photo	fotografía	photo	N;FEM;SG	
romanos	rímske	romano	rímsky	N;MASC;PL	ADJ;NOM;NEUT;SG
romanos	roman	romano	roman	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
romanos	rímsky	romano	rímsky	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
romanos	romana	romano	romana	N;MASC;PL	N;NOM;FEM;SG
romanos	rímska	romano	rímsky	N;MASC;PL	ADJ;NOM;FEM;SG
etiqueta	označiť	etiqueta	označiť	N;FEM;SG	V;PFV;POS;NFIN
etiqueta	tag	etiqueta	tag	N;FEM;SG	
ohio	ohio	ohio	ohio	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cable	káblové	cable	káblový	N;MASC;SG	ADJ;NOM;NEUT;SG
cable	káble	cable	káblo	N;MASC;SG	N;NOM;FEM;PL
propias	vlastný	propio	vlastný	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
propias	vlastná	propio	vlastný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
propias	vlastné	propio	vlastný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
propias	vlastniť	propio	vlastniť	ADJ;FEM;PL	V;PFV;POS;NFIN
hugo	hugo	hugo	hugo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
hugo	hugh	hugo	hugh	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
décadas	desaťročí	década	desaťročie	N;FEM;PL	N;NOM;NEUT;SG
permanente	natrvalo	permanente	natrvať	ADJ;SG	V;PFV;NEUT;SG;POS;PST;V.PTCP
anime	anime	animar	anima	N;MASC;SG	
antiguas	staroveký	antiguo	staroveký	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
antiguas	staroveké	antiguo	staroveký	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
química	chemické	química	chemický	N;FEM;SG	ADJ;NOM;NEUT;SG
química	chemická	química	chemický	N;FEM;SG	ADJ;NOM;FEM;SG
química	chemickej	química	chemický	N;FEM;SG	ADJ;GEN;FEM;SG
química	chemický	química	chemický	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
plataforma	platformy	plataforma	platforma	N;FEM;SG	N;NOM;FEM;PL
poblaciones	obyvateľstvo	población	obyvateľstvo	N;FEM;PL	N;NOM;NEUT;SG
espíritu	spirit	espíritu	spirit	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pro	pro	pro	pro		PROPN;ANIM;NOM;MASC;SG
pro	profi	pro	profi		
artístico	umeleckých	artístico	umelecký	ADJ;MASC;SG	ADJ;GEN;MASC;PL
vivió	žili	vivir	žiť	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
rol	role	rol	role	N;MASC;SG	N;NOM;FEM;PL
tren	vlakové	tren	vlakový	N;MASC;SG	ADJ;NOM;NEUT;SG
tren	trénovať	tren	trénovať	N;MASC;SG	V;IPFV;POS;NFIN
juvenil	mladistvých	juvenil	mladistvý	ADJ;SG	ADJ;ANIM;GEN;MASC;PL
misiones	misiones	misión	misiones	N;FEM;PL	N;INAN;NOM;MASC;SG
misiones	poslanie	misión	poslanie	N;FEM;PL	N;NOM;NEUT;SG
college	vysoká	collegar	vysoký	N;MASC;SG	ADJ;NOM;FEM;SG
audiencia	diváci	audiencia	divák	N;FEM;SG	N;ANIM;NOM;MASC;PL
valign	valign	valign	valignúť		N;ANIM;NOM;MASC;SG
asteroides	asteroid	asteroid	asteroid	N;MASC;PL	N;ANIM;NOM;MASC;SG
reconocido	uznal	reconocido	uznať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
reconocido	uznala	reconocido	uznať	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
reconocido	spoznal	reconocido	spoznať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
reconocido	spoznali	reconocido	spoznať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
corta	rez	corto	rez	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
corta	strih	corto	strih	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
reunión	stretnutia	reunión	stretnutie	N;FEM;SG	N;NOM;NEUT;PL
estándar	štandard	estándar	štandard	ADJ;SG	N;INAN;NOM;MASC;SG
estándar	norma	estándar	norma	ADJ;SG	N;NOM;FEM;SG
frank	frank	frank	frank	N;SG	PROPN;ANIM;NOM;MASC;SG
programación	rozvrh	programación	rozvrh	N;FEM;SG	N;NOM;FEM;PL
programación	naplánovať	programación	naplánovať	N;FEM;SG	V;POS;NFIN
animal	zvieratá	animal	zviera	N;MASC;SG	N;NOM;NEUT;PL
animal	živočíšne	animal	živočíšny	N;MASC;SG	ADJ;NOM;NEUT;SG
animal	zvierat	animal	zviera	N;MASC;SG	N;GEN;NEUT;PL
animal	zvieracie	animal	zvierací	N;MASC;SG	ADJ;NOM;NEUT;SG
animal	zvieraťa	animal	zviera	N;MASC;SG	N;NOM;NEUT;PL
recibido	dostala	recibido	dostať	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
recibido	získala	recibido	získať	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
grand	grand	grand	grand	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
escultura	sochy	escultura	socha	N;FEM;SG	N;NOM;FEM;PL
escultura	sochy	escultura	socha	N;FEM;SG	N;NOM;FEM;PL
saga	saga	sagar	saga	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
fuertes	silná	fuerte	silný	ADJ;PL	ADJ;NOM;FEM;SG
fuertes	silné	fuerte	silný	ADJ;PL	ADJ;NOM;NEUT;SG
fuertes	silný	fuerte	silný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
fuertes	pevnosti	fuerte	pevnosť	ADJ;PL	N;NOM;FEM;PL
sureste	juhovýchodnej	sureste	juhovýchodný	N;MASC;SG	ADJ;GEN;FEM;SG
bretaña	brittany	bretaña	brittan	N;FEM;SG	N;INAN;NOM;MASC;PL
chino	chino	chino	chino	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
chino	čínska	chino	čínsky	N;MASC;SG	ADJ;NOM;FEM;SG
chino	čínske	chino	čínsky	N;MASC;SG	ADJ;NOM;NEUT;SG
chino	číňania	chino	číňanie	N;MASC;SG	N;ANIM;NOM;NEUT;PL
chino	čínsky	chino	čínsky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
chino	čínskych	chino	čínsky	N;MASC;SG	ADJ;GEN;MASC;PL
viii	viii	viii	viii		NUM
entorno	okolia	entorno	okolie	N;MASC;SG	N;NOM;NEUT;PL
récord	zaznamenávať	récord	zaznamenávať	N;MASC;SG	V;IPFV;POS;NFIN
récord	zaznamenať	récord	zaznamenať	N;MASC;SG	V;PFV;POS;NFIN
récord	nahrať	récord	nahrať	N;MASC;SG	V;PFV;POS;NFIN
fauna	fauny	fauna	fauna	N;FEM;SG	N;NOM;FEM;PL
profundidad	hĺbky	profundidad	hĺbka	N;FEM;SG	N;NOM;FEM;PL
japonesa	japonci	japonés	japonec	ADJ;FEM;SG	N;ANIM;NOM;MASC;PL
japonesa	japonsky	japonés	japonsky	ADJ;FEM;SG	ADV
crea	vytvorí	creer	vytvoriť	V;SBJV;SG;3;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
crea	vytvára	creer	vytvárať	V;SBJV;SG;3;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
crea	vytvorte	creer	vytvoriť	V;SBJV;SG;3;FIN	V;PFV;IMP;PL;2;POS;FIN
científicos	vedecký	científico	vedecký	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
científicos	vedecká	científico	vedecký	N;MASC;PL	ADJ;NOM;FEM;SG
científicos	vedecké	científico	vedecký	N;MASC;PL	ADJ;NOM;NEUT;SG
universidades	univerzita	universidad	univerzita	N;FEM;PL	N;NOM;FEM;SG
universidades	univerzite	universidad	univerzite	N;FEM;PL	N;NOM;FEM;SG
universidades	univerzitné	universidad	univerzitný	N;FEM;PL	ADJ;NOM;NEUT;SG
termina	konce	terminar	koniec	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
ciudadanos	občan	ciudadano	občan	N;MASC;PL	N;ANIM;NOM;MASC;SG
ciudadanos	občana	ciudadano	občan	N;MASC;PL	N;ANIM;ACC;MASC;SG
descrita	opísal	descrito	opísať	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
primaria	základnej	primario	základný	N;FEM;SG	ADJ;GEN;FEM;SG
primaria	primárne	primario	primárne	N;FEM;SG	ADV
primaria	primárna	primario	primárny	N;FEM;SG	ADJ;NOM;FEM;SG
primaria	primárny	primario	primárny	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
rápido	rýchlo	rápido	rýchlo	ADJ;MASC;SG	ADV
rápido	rýchlo	rápido	rýchlo	ADJ;MASC;SG	ADV
rápido	rýchlo	rápido	rýchlo	ADJ;MASC;SG	ADV
eléctrica	elektrických	eléctrico	elektrický	ADJ;FEM;SG	ADJ;GEN;MASC;PL
eléctrica	elektrických	eléctrico	elektrický	ADJ;FEM;SG	ADJ;GEN;MASC;PL
moreno	brown	moreno	brown	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
moreno	hnedé	moreno	hnedý	N;MASC;SG	ADJ;NOM;NEUT;SG
moreno	hnedý	moreno	hnedý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
moreno	hnedá	moreno	hnedať	N;MASC;SG	ADJ;NOM;FEM;SG
moreno	moreno	moreno	moreno	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
destacados	zdôraznil	destacado	zdôrazniť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
destacados	zdôraznila	destacado	zdôrazniť	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
destacados	zdôraznené	destacado	zdôraznený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
destacados	zdôrazňuje	destacado	zdôrazňovať	ADJ;MASC;PL;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
destacados	najdôležitejšie	destacado	dôležitý	ADJ;MASC;PL;V.PTCP	ADV;RL
destacados	najlepšie	destacado	dobre	ADJ;MASC;PL;V.PTCP	ADV;RL
destacados	vybrané	destacado	vybraný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizando	použitím	utilizar	použitie	V;V.MSDR	N;INS;NEUT;SG
utilizando	používanie	utilizar	používanie	V;V.MSDR	N;NOM;NEUT;SG
utilizando	pomocou	utilizar	pomoc	V;V.MSDR	N;INS;FEM;SG
pocas	málokto	poco	málokto	PRO;FEM;PL	PRO;ANIM;NOM;MASC;SG
pocas	málo	poco	málo	PRO;FEM;PL	ADV
pocas	pár	poco	pár	PRO;FEM;PL	NUM;NOM;NEUT;SG
pocas	mála	poco	málo	PRO;FEM;PL	N;NOM;FEM;SG
paulo	paulo	paulo	paulo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pobreza	chudoby	pobreza	chudoba	N;FEM;SG	N;NOM;FEM;PL
film	filmová	film	filmový	N;MASC;SG	ADJ;NOM;FEM;SG
fachada	predné	fachada	predný	N;FEM;SG	ADJ;NOM;NEUT;SG
fachada	predný	fachada	predný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
fachada	predná	fachada	predný	N;FEM;SG	ADJ;NOM;FEM;SG
ventas	predaja	venta	predaj	N;FEM;PL	N;INAN;GEN;MASC;SG
ventas	predaj	venta	predaj	N;FEM;PL	N;INAN;NOM;MASC;SG
cambió	zmenené	cambiar	zmenený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cambió	zmenená	cambiar	zmenený	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
scott	scott	scott	scott	PROPN	PROPN;ANIM;NOM;MASC;SG
contexto	súvislosti	contexto	súvislosť	N;MASC;SG	N;NOM;FEM;PL
propiedades	pozemok	propiedad	pozemok	N;FEM;PL	N;INAN;NOM;MASC;SG
propiedades	vlastnosť	propiedad	vlastnosť	N;FEM;PL	N;NOM;FEM;SG
propiedades	majetok	propiedad	majetok	N;FEM;PL	N;INAN;NOM;MASC;SG
propiedades	nehnuteľnosť	propiedad	nehnuteľnosť	N;FEM;PL	N;NOM;FEM;SG
enfermedades	choroba	enfermedad	choroba	N;FEM;PL	N;NOM;FEM;SG
enfermedades	ochorenie	enfermedad	ochorenie	N;FEM;PL	N;NOM;NEUT;SG
cola	chvosty	cola	chvost	N;FEM;SG	N;INAN;NOM;MASC;PL
cola	lepidla	cola	lepidlo	N;FEM;SG	N;NOM;NEUT;PL
exteriores	vonkajšie	exterior	vonkajší	ADJ;PL	ADJ;NOM;NEUT;SG
exteriores	vonkajší	exterior	vonkajší	ADJ;PL	ADJ;INAN;NOM;MASC;SG
exteriores	vonkajšia	exterior	vonkajší	ADJ;PL	ADJ;NOM;FEM;SG
exteriores	vonkajšie	exterior	vonkajší	ADJ;PL	ADJ;NOM;NEUT;SG
constante	konštanta	constante	konštant	ADJ;SG	N;NOM;FEM;SG
constante	neustále	constante	ustále	ADJ;SG	ADV
asesinato	vraždiť	asesinato	vraždiť	N;MASC;SG	V;IPFV;POS;NFIN
asesinato	zavraždiť	asesinato	zavraždiť	N;MASC;SG	V;PFV;POS;NFIN
asesinato	vraždy	asesinato	vražda	N;MASC;SG	N;NOM;FEM;PL
natal	natal	natal	natať	ADJ;SG	INTJ
recibir	užívajúcich	recibir	užívajúci	V;NFIN	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
lograr	dosahovanie	lograr	dosahovanie	V;NFIN	N;NOM;NEUT;SG
lograr	dosiahnutie	lograr	dosiahnutie	V;NFIN	N;NOM;NEUT;SG
juntos	spolu	junto	spolu	ADJ;MASC;PL	ADV
juntos	dokopy	junto	dokopy	ADJ;MASC;PL	ADV
juntos	spoločne	junto	spoločne	ADJ;MASC;PL	ADV
individuales	singles	individual	singles	ADJ;PL	N;INAN;NOM;MASC;SG
individuales	dvojhra	individual	dvojhra	ADJ;PL	N;NOM;FEM;SG
individuales	individuálna	individual	individuálny	ADJ;PL	ADJ;NOM;FEM;SG
individuales	individuálne	individual	individuálne	ADJ;PL	ADV
individuales	jednotlivec	individual	jednotlivec	ADJ;PL	N;ANIM;NOM;MASC;SG
individuales	individuálny	individual	individuálny	ADJ;PL	ADJ;INAN;NOM;MASC;SG
individuales	jednotlivca	individual	jednotlivec	ADJ;PL	N;ANIM;ACC;MASC;SG
individuales	jedincov	individual	jedinec	ADJ;PL	N;ANIM;GEN;MASC;PL
individuales	jednotlivci	individual	jednotlivec	ADJ;PL	N;ANIM;NOM;MASC;PL
individuales	jedinci	individual	jedinec	ADJ;PL	N;ANIM;NOM;MASC;PL
individuales	jedince	individual	jedinec	ADJ;PL	N;INAN;NOM;MASC;PL
individuales	jednotlivcov	individual	jednotlivec	ADJ;PL	N;ANIM;ACC;MASC;PL
machos	samec	macho	samec	N;MASC;PL	N;ANIM;NOM;MASC;SG
machos	mužské	macho	mužský	N;MASC;PL	ADJ;NOM;NEUT;SG
machos	muž	macho	muž	N;MASC;PL	N;ANIM;NOM;MASC;SG
machos	mužský	macho	mužský	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
hacienda	irs	hacienda	irs	N;FEM;SG	
hacienda	pokladnice	hacienda	pokladnica	N;FEM;SG	N;NOM;FEM;PL
paris	paris	pari	paris	N;SG	
paris	paríž	pari	paríž	N;SG	PROPN;INAN;NOM;MASC;SG
chan	chan	chan	chan	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sufrió	utrpeli	sufrir	utrpieť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
sufrió	trpeli	sufrir	trpieť	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
roca	skaly	roca	skala	N;FEM;SG	N;NOM;FEM;PL
roca	roca	roca	roc	N;FEM;SG	INTJ
cargos	obvinenie	cargo	obvinenie	N;MASC;PL	N;NOM;NEUT;SG
cargos	nabiť	cargo	nabiť	N;MASC;PL	V;PFV;POS;NFIN
cargos	poplatok	cargo	poplatok	N;MASC;PL	N;INAN;NOM;MASC;SG
prisión	väzenia	prisión	väzenie	N;FEM;SG	N;NOM;NEUT;PL
prisión	base	prisión	basa	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
prisión	basy	prisión	basa	N;FEM;SG	N;NOM;FEM;PL
prisión	väzenia	prisión	väzenie	N;FEM;SG	N;NOM;NEUT;PL
dirigente	leader	dirigente	leader	N;SG	PROPN;ANIM;NOM;MASC;SG
religiosos	náboženské	religioso	náboženský	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
religiosos	náboženský	religioso	náboženský	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
religiosos	náboženská	religioso	náboženský	ADJ;MASC;PL	ADJ;NOM;FEM;SG
religiosos	veriaci	religioso	veriaci	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
filipinas	filipínskom	filipino	filipínsky	N;FEM;PL	ADJ;INS;NEUT;SG
privada	vojak	privado	vojak	ADJ;FEM;SG;V.PTCP	N;ANIM;NOM;MASC;SG
intervención	intervencie	intervención	intervencia	N;FEM;SG	N;NOM;FEM;PL
ingreso	príjmy	ingreso	príjmy	N;MASC;SG	N;INAN;NOM;MASC;PL
ingreso	výnosy	ingreso	výnos	N;MASC;SG	N;INAN;NOM;MASC;PL
europeos	európske	europeo	európsky	N;MASC;PL	ADJ;NOM;NEUT;SG
europeos	európsky	europeo	európsky	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
europeos	európan	europeo	európan	N;MASC;PL	N;ANIM;NOM;MASC;SG
europeos	európskej	europeo	európsky	N;MASC;PL	ADJ;GEN;FEM;SG
europeos	európska	europeo	európsky	N;MASC;PL	ADJ;NOM;FEM;SG
permaneció	zostali	permanecer	zostať	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;POS;PST;V.PTCP
documental	dokument	documental	dokument	ADJ;SG	N;INAN;NOM;MASC;SG
ascendencia	predkovia	ascendencia	predovieť	N;FEM;SG	N;ANIM;NOM;MASC;PL
expansión	rozšíriť	expansión	rozšíriť	N;FEM;SG	V;PFV;POS;NFIN
expansión	rozvinúť	expansión	rozvinúť	N;FEM;SG	V;PFV;POS;NFIN
igualmente	aj	igualmente	aj	ADV	PART
igualmente	tiež	igualmente	tiež	ADV	PART
tradicionales	tradičné	tradicional	tradičný	ADJ;PL	ADJ;NOM;NEUT;SG
tradicionales	tradičná	tradicional	tradičný	ADJ;PL	ADJ;NOM;FEM;SG
tradicionales	tradičný	tradicional	tradičný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
cápita	obyvateľa	cápita	obyvateľ	ADJ;SG	N;ANIM;ACC;MASC;SG
pan	pana	pan	pana	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pan	pan	pan	pan	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
inmediatamente	ihned	inmediatamente	ihned	ADV	N;NOM;FEM;SG
familiar	rodinka	familiar	rodinka	ADJ;SG	N;NOM;FEM;SG
familiar	rodine	familiar	rodina	ADJ;SG	N;DAT;FEM;SG
familiar	family	familiar	famila	ADJ;SG	N;NOM;FEM;SG
familiar	rodina	familiar	rodina	ADJ;SG	N;NOM;FEM;SG
riesgo	riskovať	riesgo	riskovať	N;MASC;SG	V;IPFV;POS;NFIN
riesgo	riziká	riesgo	riziko	N;MASC;SG	N;NOM;NEUT;PL
hablar	hovor	hablar	hovor	V;NFIN	ADV
hablar	talk	hablar	talk	V;NFIN	
hablar	hovor	hablar	hovor	V;NFIN	ADV
inicia	zacina	iniciar	zacin	V;IND;SG;3;PRS;FIN	
inicia	zacne	iniciar	zacne	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
caza	loví	caza	lovieť	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
caza	lovia	caza	lovieť	N;FEM;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
caza	loviť	caza	loviť	N;FEM;SG	V;IPFV;POS;NFIN
caza	hunt	caza	hunt	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
caza	loviť	caza	loviť	N;FEM;SG	V;IPFV;POS;NFIN
caza	love	caza	lov	N;FEM;SG	
reacción	reakcie	reacción	reakcia	N;FEM;SG	N;NOM;FEM;PL
llamados	volal	llamado	volať	ADJ;MASC;PL;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
llamados	vola	llamado	vol	ADJ;MASC;PL;V.PTCP	
humanidad	ľudskosti	humanidad	ľudskosť	N;FEM;SG	N;NOM;FEM;PL
guerrero	guerrero	guerrero	guerrero	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
seguido	nasledovala	seguido	nasledovať	ADJ;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
seguido	sledovaní	seguido	sledovanie	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;PL
seguido	nasledovalo	seguido	nasledovať	ADJ;MASC;SG;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
seguido	nasledovali	seguido	nasledovať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
seguido	sledoval	seguido	sledovať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tramo	natiahnuť	tramo	natiahnuť	N;MASC;SG	V;PFV;POS;NFIN
uefa	uefa	uefa	uefa	N;FEM;SG	
representante	reprezentatívna	representante	reprezentatívny	N;SG	ADJ;NOM;FEM;SG
representante	reprezentatívny	representante	reprezentatívny	N;SG	ADJ;INAN;NOM;MASC;SG
representante	reprezentatívne	representante	reprezentatívne	N;SG	ADV
empieza	zacina	empezar	zacin	V;IND;SG;3;PRS;FIN	
empieza	zacne	empezar	zacne	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
chris	chris	chris	chris	PROPN	PROPN;ANIM;NOM;MASC;SG
galicia	galície	galicia	galícia	N;FEM;SG	N;NOM;FEM;PL
max	max	max	max	PROPN	NUM
max	maximálne	max	maximálne	PROPN	ADV
max	maximálny	max	maximálny	PROPN	ADJ;INAN;NOM;MASC;SG
max	maximálna	max	maximálny	PROPN	ADJ;NOM;FEM;SG
pensilvania	pennsylvania	pensilvania	pennsylvanie	N;FEM;SG	N;NOM;NEUT;PL
cubierta	kryté	cubierto	krytý	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;SG
cubierta	kryt	cubierto	kryt	ADJ;FEM;SG;V.PTCP	N;INAN;NOM;MASC;SG
cubierta	cover	cubierto	cover	ADJ;FEM;SG;V.PTCP	
cubierta	zakryť	cubierto	zakryť	ADJ;FEM;SG;V.PTCP	V;PFV;POS;NFIN
cubierta	krytie	cubierto	krytie	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;SG
cubierta	pokrytie	cubierto	pokrytie	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;SG
cubierta	paluba	cubierto	paluba	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG
cubierta	palubu	cubierto	paluba	ADJ;FEM;SG;V.PTCP	N;ACC;FEM;SG
cubierta	palube	cubierto	paluba	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG
cubierta	paluby	cubierto	paluba	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;PL
perfil	profilové	perfil	profilový	N;MASC;SG	ADJ;NOM;NEUT;SG
escocia	škótsko	escocia	škótsko	N;FEM;SG	ADV
escocia	škótsku	escocia	škótsky	N;FEM;SG	ADV
png	png	png	png	N	
definición	definície	definición	definícia	N;FEM;SG	N;NOM;FEM;PL
simon	simon	simon	simon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
simon	simona	simon	simon	N;MASC;SG	PROPN;NOM;FEM;SG
amarillo	amarilla	amarillo	amarillo	ADJ;MASC;SG	N;NOM;FEM;SG
piel	kožušiny	piel	kožušina	N;FEM;SG	N;NOM;FEM;PL
piel	kožušín	piel	kožušina	N;FEM;SG	N;GEN;FEM;PL
piel	kože	piel	koža	N;FEM;SG	N;NOM;FEM;PL
sergio	sergej	sergio	sergej	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sergio	sergio	sergio	sergio	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sergio	sergej	sergio	sergej	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
primavera	jarná	primavera	jarný	N;FEM;SG	ADJ;NOM;FEM;SG
primavera	jaro	primavera	jaro	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
primavera	jarné	primavera	jarný	N;FEM;SG	ADJ;NOM;NEUT;SG
solución	riešenia	solución	riešenie	N;FEM;SG	N;NOM;NEUT;PL
diferencias	diff	diferencia	diff	N;FEM;PL	
dimensiones	rozmer	dimensión	rozmer	N;FEM;PL	N;INAN;NOM;MASC;SG
dimensiones	dimenzia	dimensión	dimenzia	N;FEM;PL	N;NOM;FEM;SG
fusión	spojiť	fusión	spojiť	N;FEM;SG	V;PFV;POS;NFIN
fusión	zlúčiť	fusión	zlúčiť	N;FEM;SG	V;PFV;POS;NFIN
coro	zborový	coro	zborový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
eje	nápravy	eje	náprava	N;MASC;SG	N;NOM;FEM;PL
eje	os	eje	os	N;MASC;SG	
america	ameriky	america	amerika	N;FEM;SG	N;NOM;FEM;PL
mary	márie	mary	mária	N;FEM;SG	N;NOM;FEM;PL
mary	mary	mary	mary	N;FEM;SG	PROPN;NOM;FEM;SG
formando	tvarovanie	formar	tvarovanie	V;V.MSDR	N;NOM;NEUT;SG
formando	tvoriace	formar	tvoriaci	V;V.MSDR	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
nacidos	narodená	nacido	narodený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
nacidos	narodené	nacido	narodený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
nacidos	narodený	nacido	narodený	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
php	php	php	php	N;MASC;SG	
canto	song	canto	song	N;MASC;SG	
canto	spievaj	canto	spievať	N;MASC;SG	V;IPFV;IMP;SG;2;POS;FIN
canto	zaspievať	canto	zaspievať	N;MASC;SG	V;IPFV;POS;NFIN
canto	spievať	canto	spievať	N;MASC;SG	V;IPFV;POS;NFIN
