die	os	die	o	DET;DEF	PRO;ACC;MASC;PL;3
meganiese	mecânicos	meganies	mecânico	N;SG	N;MASC;PL
wilson	wilson	wilson	wilson		N;MASC;SG
kings	kings	king	kings	N;PL	N;MASC;SG
toepassings	aplicativo	toepassing	aplicativo	N;PL	N;MASC;SG
toepassings	aplicação	toepassing	aplicação	N;PL	N;FEM;SG
zyl	zyl	zyl	zyl		N;MASC;SG
weduwee	viúvas	weduwee	viúva	N;SG	N;FEM;PL
#ffffff	#ffffff	#ffffff	#ffffff	ADP	N;MASC;SG
lion	leão	lion	leão		N;MASC;SG
dns	adn	dns	adn	N;PL	N;MASC;SG
dns	dna	dns	dna	N;PL	N;MASC;SG
dns	dns	dns	dns	N;PL	N;MASC;SG
individu	individual	individu	individual	N;SG	ADJ;MASC;SG
individu	individuais	individu	individual	N;SG	ADJ;MASC;PL
nissan	nissan	nissan	nissan		N;FEM;SG
aanneem	adoção	aanneem	adoção	V;PRS	N;FEM;SG
aanneem	adopção	aanneem	adopção	V;PRS	N;FEM;SG
fishbase	fishbase	fishbase	fishbase		N;FEM;SG
oorsig	rever	oorsig	rever	N;SG	V;NFIN
viëtnam	vietname	viëtnam	vietname	PROPN;SG	N;MASC;SG
viëtnam	vietnam	viëtnam	vietnar	PROPN;SG	N;MASC;SG
viëtnam	vietnã	viëtnam	vietnã	PROPN;SG	N;MASC;SG
label	reconhecimento	label	reconhecimento		N;MASC;SG
maxwell	maxwell	maxwell	maxwell		N;MASC;SG
gekoppel	horizonte	koppel	horizonte	V;PST;V.PTCP	N;MASC;SG
stabiele	estábulo	stabiel	estábulo	ADJ;NOM	N;MASC;SG
vertalings	traduzindo	vertaling	traduzir	N;PL	V;V.MSDR
vertalings	traduzir	vertaling	traduzir	N;PL	V;NFIN
oosterse	orientais	oosters	oriental	ADJ;NOM	N;MASC;PL
redir	redir	redir	redir		N;MASC;SG
klaar	terminei	klaar	terminar		V;IND;SG;1;PST;FIN
klaar	terminou	klaar	terminar		V;IND;SG;3;PST;FIN
klaar	acabado	klaar	acabar		V;MASC;SG;V.PTCP
klaar	concluído	klaar	concluir		V;MASC;SG;V.PTCP
klaar	terminado	klaar	terminar		V;MASC;SG;V.PTCP
klaar	terminada	klaar	terminar		V;FEM;SG;V.PTCP
klaar	feito	klaar	fazer		V;MASC;SG;V.PTCP
optiese	óptica	optiese	óptica	ADJ;NOM	N;FEM;SG
optiese	óptico	optiese	óptico	ADJ;NOM	N;MASC;SG
optiese	ópticos	optiese	óptico	ADJ;NOM	N;MASC;PL
optiese	ótica	optiese	ótico	ADJ;NOM	N;FEM;SG
sleutel	chave	sleutel	chave	V;PRS	N;FEM;SG
sleutel	tecla	sleutel	tecla	V;PRS	N;FEM;SG
sleutel	chaves	sleutel	chave	V;PRS	N;MASC;PL
sleutel	key	sleutel	key	V;PRS	N;MASC;SG
jane	jane	jane	jane		N;FEM;SG
jane	joana	jane	joana		N;FEM;SG
ideale	ideais	ideal	ideal	N;SG	N;MASC;PL
lui	preguiça	lui	preguiça	V;PRS	N;FEM;SG
lui	preguiçosa	lui	preguiçoso	V;PRS	ADJ;FEM;SG
lui	preguiçosos	lui	preguiçoso	V;PRS	ADJ;MASC;PL
lui	preguiçoso	lui	preguiçoso	V;PRS	ADJ;MASC;SG
wolke	nuvens	wolk	nuvem	V;PRS	N;FEM;PL
twyfel	duvido	twyfel	duvido		V;IND;SG;1;PRS;FIN
twyfel	dúvidas	twyfel	dúvida		N;FEM;PL
twyfel	duvidas	twyfel	duvida		N;FEM;PL
twyfel	dúvida	twyfel	dúvida		N;FEM;SG
twyfel	duvida	twyfel	duvidar		N;FEM;SG
lot	duro	lot	duro	N;SG	ADJ;MASC;SG
lot	difícil	lot	difícil	N;SG	ADJ;MASC;SG
plantegroei	vegetação	plantegroei	vegetação	N;PL	N;FEM;SG
vyand	inimigas	vyand	inimiga	N;SG	N;FEM;PL
vyand	inimigos	vyand	inimigo	N;SG	N;MASC;PL
vlaktes	planície	vlakte	planície	N;PL	N;FEM;SG
ludwig	ludwig	ludwig	ludwig		N;MASC;SG
ludwig	luís	ludwig	luís		N;MASC;SG
skenk	doe	skenk	doe	V;PRS	N;MASC;SG
skiet	atirador	skiet	atirador	V;PRS	N;MASC;SG
skiet	shooter	skiet	shooter	V;PRS	N;MASC;SG
skiet	tiroteio	skiet	tiroteio	V;PRS	N;MASC;SG
skiet	tiro	skiet	tiro	V;PRS	N;MASC;SG
noordwestelike	northwestern	noordwestelik	northwestern	ADJ;NOM	N;MASC;SG
noordwestelike	noroeste	noordwestelik	noroeste	ADJ;NOM	N;MASC;SG
cradock	cradock	cradock	cradock	PROPN;SG	N;MASC;SG
manne	men	man	men	N;PL	N;MASC;SG
geb	geb	geb	geb	V;PST;V.PTCP	N;MASC;SG
jones	jones	jone	jone		N;MASC;SG
assiriese	assíria	assiries	assírir		N;FEM;SG
skandinawiese	escandinavos	skandinawies	escandinavo	ADJ;NOM	N;MASC;PL
august	augusto	august	augusto	PROPN;SG	N;MASC;SG
august	august	august	august	PROPN;SG	N;MASC;SG
august	agosto	august	agosto	PROPN;SG	N;MASC;SG
august	augusto	august	augusto	PROPN;SG	N;MASC;SG
august	augustus	august	augustus	PROPN;SG	N;MASC;SG
hard	duro	hard	duro	ADV	ADJ;MASC;SG
hard	hard	hard	hard	ADV	N;MASC;SG
hard	difícil	hard	difícil	ADV	ADJ;MASC;SG
hard	dura	hard	durar	ADV	V;IND;SG;3;PRS;FIN
geag	considerou	geag	considerar	V;PRS	V;IND;SG;3;PST;FIN
reds	vermelhos	reds	vermelho		N;MASC;PL
caesar	caesar	caesar	caesar		N;MASC;SG
caesar	cesar	caesar	cesar		N;MASC;SG
caesar	césar	caesar	césar		N;MASC;SG
gelukkig	sortuda	gelukkig	sortuda	ADV	N;FEM;SG
gelukkig	sorte	gelukkig	sorte	ADV	N;FEM;SG
gelukkig	lucky	gelukkig	lucky	ADV	N;MASC;SG
gelukkig	sortudo	gelukkig	sortudo	ADV	N;MASC;SG
gelukkig	feliz	gelukkig	feliz	ADV	ADJ;MASC;SG
gelukkig	happy	gelukkig	happy	ADV	N;MASC;SG
gelukkig	felizes	gelukkig	feliz	ADV	ADJ;MASC;PL
josé	josé	josé	josé		N;MASC;SG
arktiese	ártico	arkties	ártico	ADJ;NOM	N;MASC;SG
arktiese	arctic	arkties	arctic	ADJ;NOM	N;MASC;SG
arktiese	árctico	arkties	árctico	ADJ;NOM	N;MASC;SG
slaap	dormir	slaap	dormir	N;SG	V;NFIN
slaap	dorme	slaap	dorme	N;SG	V;IND;SG;3;PRS;FIN
slaap	durma	slaap	dormir	N;SG	V;SBJV;SG;3;PRS;FIN
slaap	dormindo	slaap	dormir	N;SG	V;V.MSDR
slaap	dormir	slaap	dormir	N;SG	V;NFIN
marx	marx	marx	marx		N;MASC;SG
kommando	kommando	kommando	kommar	V;PRS	N;MASC;SG
donald	donald	donald	donald		N;MASC;SG
auckland	auckland	auckland	auckland		N;MASC;SG
lading	cobrar	lading	cobrar	N;SG	V;NFIN
dalí	dalí	dalí	dalí		N;MASC;SG
plate	placa	plaat	placa	N;PL	N;FEM;SG
plate	prato	plaat	prato	N;PL	N;MASC;SG
plate	chapa	plaat	chapa	N;PL	N;FEM;SG
jakobus	james	jakobus	jame		N;MASC;SG
jakobus	jaime	jakobus	jaime		N;MASC;SG
jakobus	tiago	jakobus	tiago		N;MASC;SG
stade	stade	stade	stade		N;MASC;SG
verwelkom	acolhedor	verwelkom	acolhedor	V;PRS	ADJ;MASC;SG
stoor	loja	stoor	loja	V;PRS	N;FEM;SG
plaaslik	locais	plaaslik	local	ADV	N;MASC;PL
plaaslik	local	plaaslik	local	ADV	N;MASC;SG
plaaslik	nativas	plaaslik	nativa	ADV	N;FEM;PL
plaaslik	nativa	plaaslik	nativa	ADV	ADJ;FEM;SG
plaaslik	nativo	plaaslik	nativo	ADV	N;MASC;SG
plaaslik	nativos	plaaslik	nativo	ADV	N;MASC;PL
normandië	normandia	normandië	normandia		N;FEM;SG
mest	mest	mest	mest		N;MASC;SG
mater	mate	mater	mate	N;SG	V;SBJV;SG;3;PRS;FIN
eis	reclamar	eis	reclamar		V;NFIN
eis	reivindicar	eis	reivindicar		V;NFIN
eis	reivindicação	eis	reivindicação		N;FEM;SG
eis	alegação	eis	alegação		N;FEM;SG
christoffel	cristóvão	christoffel	cristóvão		N;MASC;SG
christoffel	christopher	christoffel	christopher		N;MASC;SG
christoffel	christoffel	christoffel	christoffel		N;MASC;SG
commons	commons	commons	commom		N;FEM;SG
commons	comuns	commons	comum		ADJ;MASC;PL
argument	argumento	argument	argumento		N;MASC;SG
argument	argumentação	argument	argumentação		N;FEM;SG
argument	argumentar	argument	argumentar		V;NFIN
argument	argumentos	argument	argumento		N;MASC;PL
hyundai	hyundai	hyundai	hyundai		N;MASC;SG
western	ocidental	western	ocidental		N;FEM;SG
western	ocidentais	western	ocidental		N;MASC;PL
western	western	western	western		N;MASC;SG
western	oeste	western	oeste		N;MASC;SG
reguit	oito	reguit	oito		NUM
reguit	eight	reguit	eight		N;MASC;SG
kuba	cuba	kuba	cubar	PROPN;SG	N;FEM;SG
malherbe	malherbe	malherb	malherbir		N;MASC;SG
swaziland	suazilândia	swaziland	suazilândia	PROPN;SG	N;FEM;SG
voorkeur	preferência	voorkeur	preferência		N;FEM;SG
seisoene	seasons	seisoen	seasom	N;PL	N;MASC;SG
benjamin	benjamin	benjamin	benjamin		N;MASC;SG
benjamin	benjamim	benjamin	benjamim		N;MASC;SG
web	web	web	web		N;MASC;SG
web	teia	web	ter		N;FEM;SG
ridder	cavaleiros	ridder	cavaleiro	N;SG	N;MASC;PL
uraan	pontos	uraan	ponto	N;SG	N;MASC;PL
uraan	euros	uraan	euro	N;SG	N;MASC;PL
pen	pen	pen	pen	V;PRS	N;MASC;SG
pen	caneta	pen	caneta	V;PRS	N;FEM;SG
pen	canetas	pen	caneta	V;PRS	N;FEM;PL
sutherland	sutherland	sutherland	sutherland		N;MASC;SG
semi	semi	semi	semir		N;MASC;SG
margaret	margaret	margaret	margaret		N;FEM;SG
margaret	margarida	margaret	margarida		N;FEM;SG
latns	latns	latn	latm		N;MASC;SG
longew	longew	longew	longew		N;MASC;SG
francesco	francesco	francesco	francesco		N;MASC;SG
barnard	barnard	barnard	barnard		N;MASC;SG
dubbele	duplicar	dubbel	duplicar	ADJ;NOM	V;NFIN
dubbele	dupla	dubbel	dupla	ADJ;NOM	N;FEM;SG
dubbele	duplo	dubbel	duplo	ADJ;NOM	N;MASC;SG
dubbele	dobro	dubbel	dobro	ADJ;NOM	N;MASC;SG
sotho	sotho	sotho	sotho	PROPN;SG	N;MASC;SG
soedan	sudão	soedan	sudão	PROPN;SG	N;MASC;SG
its	seu	its	seu		DET;MASC;SG
its	sua	its	seu		DET;FEM;SG
beeste	gado	bees	gado	N;PL	N;MASC;SG
opgelewer	devolução	oplewer	devolução	V;PST;V.PTCP	N;FEM;SG
opgelewer	retorno	oplewer	retorno	V;PST;V.PTCP	N;MASC;SG
opgelewer	regresso	oplewer	regresso	V;PST;V.PTCP	N;MASC;SG
analise	análises	analise	análise	N;SG	N;FEM;PL
ondergrondse	underground	ondergronds	underground	ADJ;NOM	N;MASC;SG
ondergrondse	subterrânea	ondergronds	subterrânea	ADJ;NOM	N;FEM;SG
ondergrondse	subterrâneos	ondergronds	subterrâneo	ADJ;NOM	N;MASC;PL
bestuurder	gerenciador	bestuurder	gerenciador		N;MASC;SG
bestuurder	gerente	bestuurder	gerente		N;MASC;SG
bestuurder	gestor	bestuurder	gestor		N;MASC;SG
now	agora	now	agora		ADV
columbia	colúmbia	columbia	colúmbia		N;FEM;SG
columbia	columbia	columbia	columbia		N;FEM;SG
columbia	colômbia	columbia	colômbia		N;FEM;SG
blok	bloqueio	blok	bloqueio	V;PRS	N;MASC;SG
blok	bloco	blok	bloco	V;PRS	N;MASC;SG
blok	block	blok	block	V;PRS	N;MASC;SG
vermoed	suspeita	vermoed	suspeita	V;PRS	N;FEM;SG
vermoed	suspeito	vermoed	suspeito	V;PRS	N;MASC;SG
vermoed	suspeitos	vermoed	suspeito	V;PRS	N;MASC;PL
douglas	douglas	douglas	dougla		N;FEM;PL
dertien	treze	dertien	treze		NUM
dertien	thirteen	dertien	thirteen		N;MASC;SG
deens	dinamarquesa	deens	dinamarquesa	PROPN;SG	N;FEM;SG
deens	dinamarqueses	deens	dinamarquês	PROPN;SG	N;MASC;PL
deens	dinamarquês	deens	dinamarquês	PROPN;SG	N;MASC;SG
bevry	libertou	bevry	libertar	V;PRS	V;IND;SG;3;PST;FIN
salvador	salvador	salvador	salvador		N;MASC;SG
ooreenstem	match	ooreenstem	match		N;MASC;SG
streep	stripe	streep	stripe	V;PRS	N;MASC;SG
streep	risca	streep	risca	V;PRS	N;FEM;SG
toestel	aparelho	toestel	aparelho	V;PRS	N;MASC;SG
toestel	dispositivo	toestel	dispositivo	V;PRS	N;MASC;SG
gebed	oração	gebed	oração		N;FEM;SG
hebreeus	hebraico	hebreeus	hebraico		N;MASC;SG
hebreeus	hebraica	hebreeus	hebraica		N;FEM;SG
hebreeus	hebreu	hebreeus	hebreu		N;MASC;SG
hebreeus	hebreus	hebreeus	hebreu		N;MASC;PL
charmed	encantado	charmed	encantar		V;MASC;SG;V.PTCP
charmed	encantada	charmed	encantar		V;FEM;SG;V.PTCP
charmed	encantadas	charmed	encantar		V;FEM;PL;V.PTCP
charmed	encantou	charmed	encantar		V;IND;SG;3;PST;FIN
grondwetlike	violações	grondwetlik	violação	ADJ;NOM	N;FEM;PL
grondwetlike	constitucionais	grondwetlik	constitucional	ADJ;NOM	N;MASC;PL
records	registos	records	registo		N;MASC;PL
records	records	records	record		N;MASC;SG
records	registros	records	registro		N;MASC;PL
records	discos	records	disco		N;MASC;PL
oggend	manhã	oggend	manhã		N;FEM;SG
oggend	morning	oggend	morning		N;MASC;SG
gordon	gordon	gordon	gordon		N;MASC;SG
bad	banheira	bad	banheira		N;FEM;SG
bad	banheira	bad	banheira		N;FEM;SG
bad	banho	bad	banho		N;MASC;SG
bad	bath	bad	bath		N;MASC;SG
costa	costa	costa	costa	PROPN;SG	N;FEM;SG
getuienis	testemunhar	getuienis	testemunhar	N;SG	V;NFIN
getuienis	evidências	getuienis	evidência	N;SG	N;FEM;PL
getuienis	provas	getuienis	prova	N;SG	N;FEM;PL
ned	ned	ned	ned		N;MASC;SG
adel	adel	adel	adel		N;MASC;SG
johnson	johnson	johnson	johnson		N;MASC;SG
filippyne	filipinas	filippyn	filipina		N;FEM;PL
afwesigheid	ausência	afwesigheid	ausência		N;FEM;SG
helen	helena	helen	heleno	PROPN;SG	N;FEM;SG
helen	helen	helen	helen	PROPN;SG	N;FEM;SG
arabië	arábia	arabië	arábia	PROPN;SG	N;FEM;SG
rykdom	riquezas	rykdom	riqueza	N;SG	N;FEM;PL
kontinentale	continentais	kontinentaal	continental	N;SG	N;MASC;PL
presidensiële	presidenciais	presidensieel	presidencial	ADJ;NOM	N;MASC;PL
presidensiële	presidencial	presidensieel	presidencial	ADJ;NOM	N;MASC;SG
wild	selvagem	wild	selvagem		ADJ;MASC;SG
wild	wild	wild	wild		N;MASC;SG
wild	selvagens	wild	selvagem		N;MASC;PL
volgelinge	segue	volgeling	seguir	N;PL	V;IND;SG;3;PRS;FIN
hannover	hanover	hannover	hanover		N;MASC;SG
hannover	hanôver	hannover	hanôver		N;MASC;SG
blacks	negros	blacks	negro		N;MASC;PL
blacks	pretos	blacks	preto		N;MASC;PL
relatiewe	desactivar	relatief	desactivar		V;NFIN
relatiewe	desativar	relatief	desativar		V;NFIN
relatiewe	desativada	relatief	desativar		V;FEM;SG;V.PTCP
relatiewe	desativado	relatief	desativar		V;MASC;SG;V.PTCP
relatiewe	parente	relatief	parente		N;MASC;SG
relatiewe	relativa	relatief	relativo		N;FEM;SG
relatiewe	relativo	relatief	relativo		ADJ;MASC;SG
nigerië	nigéria	nigerië	nigéria	PROPN;SG	N;FEM;SG
jaco	jaco	jaco	jaco		N;MASC;SG
verkeerd	incorrecta	verkeerd	incorrecto		N;FEM;SG
verkeerd	incorreta	verkeerd	incorretar		ADJ;FEM;SG
verkeerd	incorretas	verkeerd	incorreta		ADJ;FEM;PL
verkeerd	incorrecto	verkeerd	incorrecto		ADJ;MASC;SG
verkeerd	incorreto	verkeerd	incorreto		ADJ;MASC;SG
verkeerd	errado	verkeerd	errar		V;MASC;SG;V.PTCP
verkeerd	errada	verkeerd	errar		V;FEM;SG;V.PTCP
istanboel	istambul	istanboel	istambul		N;MASC;SG
hongaarse	húngaro	hongaars	húngaro	N;PL	N;MASC;SG
hongaarse	húngara	hongaars	húngaro	N;PL	N;FEM;SG
vincent	vicente	vincent	vicente	PROPN;SG	N;MASC;SG
vincent	vincent	vincent	vincent	PROPN;SG	N;MASC;SG
aaron	aaron	aaron	aaron		N;MASC;SG
aaron	aarão	aaron	aarão		INTJ
strauss	strauss	strauss	straus		N;MASC;SG
ligter	isqueiro	ligter	isqueiro	ADJ;NOM;CMPR	N;MASC;SG
sisilië	sicilia	sisilië	sicilia		N;MASC;SG
sisilië	sicília	sisilië	sicília		N;FEM;SG
verkose	eleito	verkose	eleger	N;SG	V;MASC;SG;V.PTCP
verkose	eleita	verkose	eleger	N;SG	V;FEM;SG;V.PTCP
verkose	eleitos	verkose	eleger	N;SG	V;MASC;PL;V.PTCP
gestoor	salvo	stoor	salvar	V;PST;V.PTCP	ADV
gestoor	salva	stoor	salvar	V;PST;V.PTCP	V;IND;SG;3;PRS;FIN
gestoor	salvos	stoor	salvo	V;PST;V.PTCP	N;MASC;PL
ltd	lda	ltd	lda		N;MASC;SG
ltd	ltd	ltd	ltd		N;MASC;SG
bordeaux	bordeaux	bordeaux	bordeaux		N;FEM;SG
bordeaux	bordéus	bordeaux	bordéu		N;MASC;SG
sar	sar	sar	sar		N;MASC;SG
leuse	mote	leuse	mote	V;PRS	N;MASC;SG
leuse	lema	leuse	lema	V;PRS	N;MASC;SG
herhaal	repetição	herhaal	repetição	V;PRS	N;FEM;SG
herhaal	generalidades	herhaal	generalidade	V;PRS	N;MASC;PL
herhaal	gerais	herhaal	geral	V;PRS	N;MASC;PL
herhaal	geral	herhaal	geral	V;PRS	N;MASC;SG
herhaal	general	herhaal	general	V;PRS	N;MASC;SG
adv	adv	adv	adv	PRO;NOM;SG;3	N;MASC;SG
brood	pães	brood	pão	N;SG	N;MASC;PL
verlig	destaque	verlig	destaque	V;PRS	N;MASC;SG
verlig	realce	verlig	realce	V;PRS	N;MASC;SG
franke	franks	frank	frank	N;PL	N;MASC;SG
yale	yale	yale	yale		N;MASC;SG
admins	administradores	admins	administrador		N;MASC;PL
toulouse	toulouse	toulous	toulouse		N;MASC;SG
krüger	krüger	krüger	krüger		N;MASC;SG
herbert	herbert	herbert	herbert		N;MASC;SG
groente	vegetal	groent	vegetal	N;PL	ADJ;MASC;SG
groente	legume	groent	legume	N;PL	N;MASC;SG
piramide	pirâmide	piramide	pirâmide	N;PL	N;FEM;SG
kaas	queijos	kaas	queijo	N;SG	N;MASC;PL
venezuela	venezuela	venezuela	venezuela	PROPN;SG	N;FEM;SG
system	tho	system	tho		N;MASC;SG
kopiereg	copiar	kopiereg	copiar	N;SG	V;NFIN
kopiereg	copie	kopiereg	copie	N;SG	V;SBJV;SG;3;PRS;FIN
globe	globo	glob	globo		N;MASC;SG
globe	globe	glob	globe		N;MASC;SG
luukse	luxo	luukse	luxo	N;PL	N;MASC;SG
luukse	luxuoso	luukse	luxuoso	N;PL	ADJ;MASC;SG
luukse	esperta	luukse	esperto	N;PL	ADJ;FEM;SG
luukse	esperto	luukse	esperto	N;PL	ADJ;MASC;SG
luukse	smart	luukse	smart	N;PL	N;MASC;SG
luukse	inteligente	luukse	inteligente	N;PL	ADJ;MASC;SG
jonker	jonker	jonker	jonker		N;MASC;SG
fout	erros	fout	erro	N;SG	N;MASC;PL
omega	ómega	omega	ómega		N;MASC;SG
omega	ômega	omega	ômega		N;MASC;SG
omega	omega	omega	omegar		N;MASC;SG
geleef	morava	leef	morar	V;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
geleef	vivia	leef	viver	V;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
potensiaal	potencialidades	potensiaal	potencialidade	N;SG	N;FEM;PL
potensiaal	potenciais	potensiaal	potencial	N;SG	N;MASC;PL
serwië	sérvia	serwië	sérvio	N;PL	N;FEM;SG
andersins	alternadamente	andersins	alternadamente		ADV
andersins	alternativamente	andersins	alternativamente		ADV
andersins	escalada	andersins	escalada		N;FEM;SG
linux	linux	linux	linux	N;PL	N;MASC;SG
alpe	alpes	al	alpes	N;SG	N;MASC;PL
milaan	milão	milaan	milão		N;MASC;SG
milaan	milan	milaan	milan		N;MASC;SG
heilig	santo	heilig	santo		N;MASC;SG
uruguay	uruguai	uruguay	urugual		N;MASC;SG
hieronder	abaixo	hieronder	abaixo	PRO	ADV
korrek	corrija	korrek	corrija	ADV	V;SBJV;SG;3;PRS;FIN
korrek	correcta	korrek	correcto	ADV	ADJ;FEM;SG
korrek	correto	korrek	correto	ADV	ADJ;MASC;SG
korrek	corrigir	korrek	corrigir	ADV	V;NFIN
modern	moderna	modern	moderno		N;FEM;SG
modern	modernas	modern	moderno		N;FEM;PL
modern	modern	modern	modern		N;MASC;SG
modern	moderno	modern	moderno		ADJ;MASC;SG
pienk	pink	pienk	pink		N;MASC;SG
pienk	rosa	pienk	rosa		N;FEM;SG
aar	veia	aar	veia		N;FEM;SG
suite	suite	suite	suite		N;MASC;SG
suite	suíte	suite	suíte		N;FEM;SG
craig	craig	craig	craig		N;MASC;SG
ideaal	ideal	ideaal	ideal	N;SG	ADJ;MASC;SG
ideaal	ideais	ideaal	ideal	N;SG	N;MASC;PL
peru	perú	peru	perú		N;MASC;SG
peru	peru	peru	peru		N;MASC;SG
verbetering	melhorar	verbetering	melhorar	N;SG	V;NFIN
verbetering	melhorando	verbetering	melhorar	N;SG	V;V.MSDR
finaal	finais	finaal	final	PART	N;MASC;PL
finaal	final	finaal	final	PART	N;MASC;SG
sterkte	dosagem	sterk	dosagem	V;PRS	N;FEM;SG
sterkte	força	sterk	força	V;PRS	N;FEM;SG
sterkte	forças	sterk	força	V;PRS	N;FEM;PL
dog	pensei	dog	pensar		V;IND;SG;1;PST;FIN
dog	pensamento	dog	pensamento		N;MASC;SG
dog	pensado	dog	pensar		V;MASC;SG;V.PTCP
dog	pensou	dog	pensar		V;IND;SG;3;PST;FIN
collier	collier	collier	collier		N;MASC;SG
chiefs	chiefs	chiefs	chiefs		N;MASC;SG
chiefs	chefes	chiefs	chefe		N;MASC;PL
weier	declínio	weier	declínio	V;PRS	N;MASC;SG
weier	recusa	weier	recusa	V;PRS	N;FEM;SG
napels	nápoles	napel	nápoles		N;MASC;SG
minimum	mínimos	minimum	mínimo		N;MASC;PL
minimum	mínimo	minimum	pequeno		N;MASC;SG
minimum	mínima	minimum	pequeno		N;FEM;SG
minimum	minimo	minimum	minimo		N;MASC;SG
minimum	mínimo	minimum	pequeno		N;MASC;SG
minimum	mínimos	minimum	mínimo		N;MASC;PL
minimum	mínima	minimum	pequeno		N;FEM;SG
gepaardgaande	acompanhamento	gepaardgaan	acompanhamento		N;MASC;SG
gepaardgaande	acompanhando	gepaardgaan	acompanhar		V;V.MSDR
sekondes	segunda	sekonde	segundo	N;PL	ADJ;FEM;SG
sekondes	second	sekonde	second	N;PL	N;MASC;SG
sekondes	segundo	sekonde	segundo	N;PL	ADV
sekondes	sec	sekonde	sec	N;PL	N;MASC;SG
vleuel	grandioso	vleuel	grandioso	ADV	ADJ;MASC;SG
vleuel	grand	vleuel	grand	ADV	N;MASC;SG
singapoer	singapura	singapoer	singapura	PROPN;SG	N;FEM;SG
singapoer	cingapura	singapoer	cingapura	PROPN;SG	N;FEM;SG
potsdam	potsdam	potsdam	potsdar		N;FEM;SG
winkel	conservar	winkel	conservar	N;SG	V;NFIN
winkel	armazenar	winkel	armazenar	N;SG	V;NFIN
haai	tubarões	haai	tubarão	V;PRS	N;MASC;PL
haai	shark	haai	shark	V;PRS	N;MASC;SG
haai	tubarão	haai	tubar	V;PRS	V;IND;PL;3;FUT;FIN
haai	ei	haai	ei	V;PRS	N;MASC;SG
haai	hey	haai	hey	V;PRS	N;MASC;SG
hermann	hermann	hermann	hermann		N;MASC;SG
bestel	ordenou	bestel	ordenar	V;PRS	V;IND;SG;3;PST;FIN
bestel	ordem	bestel	ordem	V;PRS	N;FEM;SG
bestel	encomenda	bestel	encomenda	V;PRS	N;FEM;SG
mac	mac	mac	mac		N;MASC;SG
michel	michel	michel	michel	PROPN;SG	N;MASC;SG
leiden	leiden	leiden	leiden		N;MASC;SG
mario	mário	mario	mário		N;MASC;SG
mario	mario	mario	mario		N;MASC;SG
brons	queimador	brons	queimador	N;PL	N;MASC;SG
brons	bronze	brons	bronze	N;PL	N;MASC;SG
onseker	insegura	onseker	insegurar		ADJ;FEM;SG
onseker	incerta	onseker	incerto		ADJ;FEM;SG
onseker	inseguro	onseker	inseguro		ADJ;MASC;SG
onseker	incerto	onseker	incerto		ADJ;MASC;SG
myne	meu	myne	meu	N;PL	DET;MASC;SG
myne	mina	myne	mina	N;PL	N;FEM;SG
myne	minha	myne	meu	N;PL	DET;FEM;SG
gevoelens	sensações	gevoel	sensação	ADP	N;FEM;PL
gevoelens	sentimentos	gevoel	sentimento	ADP	N;MASC;PL
aanbeveel	recomendou	aanbeveel	recomendar	V;PRS	V;IND;SG;3;PST;FIN
tennis	ténis	tennis	ténis	N;PL	N;MASC;SG
tennis	tênis	tennis	tênis	N;PL	N;MASC;SG
tennis	tenis	tennis	tenis	N;PL	N;MASC;SG
visuele	visuais	visueel	visual	ADJ;NOM	N;MASC;PL
afghanistan	afeganistão	afghanistan	afeganistão	PROPN;SG	N;MASC;SG
evangelies	evangélica	evangelies	evangélico		N;FEM;SG
evangelies	evangélico	evangelies	evangélico		ADJ;MASC;SG
howard	howard	howard	howard	PROPN;SG	N;MASC;SG
geluk	parabéns	geluk	parabéns	N;SG	N;MASC;PL
geluk	parabens	geluk	parabem	N;SG	N;MASC;PL
geluk	felicidades	geluk	felicidade	N;SG	N;FEM;PL
geluk	parabéns	geluk	parabéns	N;SG	N;MASC;PL
geluk	parabens	geluk	parabem	N;SG	N;MASC;PL
verse	verso	vers	verso	V;PRS	N;MASC;SG
verse	versos	vers	verso	V;PRS	N;MASC;PL
verse	versículo	vers	versículo	V;PRS	N;MASC;SG
paralimpiese	paraolímpicos	paralimpies	paraolímpico	ADJ;NOM	N;MASC;PL
paralimpiese	paralímpicos	paralimpies	paralímpico	ADJ;NOM	N;MASC;PL
palgrave	palgrave	palgrave	palgrave		N;MASC;SG
dieet	dietas	dieet	dieta	N;SG	N;FEM;PL
robinson	robinson	robinson	robinson		N;MASC;SG
robinson	robson	robinson	robson		N;MASC;SG
aug	ago	aug	ago	PROPN;SG	N;MASC;SG
aug	agosto	aug	agosto	PROPN;SG	N;MASC;SG
termiese	térmicos	termies	térmico	ADJ;NOM	N;MASC;PL
termiese	térmico	termies	térmico	ADJ;NOM	N;MASC;SG
termiese	termal	termies	termal	ADJ;NOM	N;MASC;SG
termiese	térmica	termies	térmico	ADJ;NOM	N;MASC;SG
voorgestelde	sugerida	voorstel	sugerir	ADJ;NOM	V;FEM;SG;V.PTCP
voorgestelde	sugerido	voorstel	sugerir	ADJ;NOM	V;MASC;SG;V.PTCP
voorgestelde	sugeriu	voorstel	sugerir	ADJ;NOM	V;IND;SG;3;PST;FIN
voorgestelde	sugestão	voorstel	sugestão	ADJ;NOM	N;FEM;SG
