der	het	der	het	DET;NOM;DEF;MASC;SG	PRO;3
andrew	andrew	andrew	andrew	PROPN;NOM;SG	N;MASC+FEM;SG
register	inschrijven	register	inschrijven		V;NFIN
register	register	register	register		N;NEUT;SG
register	registreren	register	registreren		V;NFIN
register	registers	register	register		N;PL
register	griffie	register	griffie		N;MASC+FEM;SG
register	register	register	register		N;NEUT;SG
douglas	douglas	douglas	douglas	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
beginnen	begin	beginnen	begin	V;NFIN	N;NEUT;SG
beginnen	begin	beginnen	begin	V;NFIN	N;NEUT;SG
koblenz	koblenz	koblenz	koblenz		N;MASC+FEM;SG
becker	becker	becker	becker	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
flotte	vloot	flott	vloot	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
flotte	wagenpark	flott	wagenpark	ADJ;NOM;FEM;SG	N;NEUT;SG
flugzeug	vliegtuig	flugzeug	vliegtuig	ADJ	N;NEUT;SG
flugzeug	vliegtuig	flugzeug	vliegtuig	ADJ	N;NEUT;SG
flugzeug	vliegtuigen	flugzeug	vliegtuig	ADJ	N;PL
flugzeug	vliegtuig	flugzeug	vliegtuig	ADJ	N;NEUT;SG
flugzeug	vliegtuigen	flugzeug	vliegtuig	ADJ	N;PL
flugzeug	luchtvaartuigen	flugzeug	luchtvaartuig	ADJ	N;PL
flugzeug	luchtvaartuig	flugzeug	luchtvaartuig	ADJ	N;NEUT;SG
flugzeug	vliegtuig	flugzeug	vliegtuig	ADJ	N;NEUT;SG
server	servers	serv	server		N;PL
server	server	serv	server		N;MASC+FEM;SG
kritisiert	kritiek	kritisieren	kritiek	V;V.PTCP	N;MASC+FEM;SG
vermutet	vermoedelijke	vermuten	vermoedelijk	V;V.PTCP	ADJ
vermutet	vermoedelijke	vermuten	vermoedelijk	V;V.PTCP	ADJ
angst	angst	angst	angst		N;MASC+FEM;SG
angst	vrees	angst	vrezen		V;SG;PRS;FIN
angst	fear	angst	fear		
angst	angst	angst	angst		N;MASC+FEM;SG
angst	ongerustheid	angst	ongerustheid		N;MASC+FEM;SG
angst	angst	angst	angst		N;MASC+FEM;SG
angst	vrees	angst	vrezen		V;SG;PRS;FIN
angst	angsten	angst	angst		N;PL
angst	bang	angst	bang		ADJ
innen	binnen	innen	binnen	ADV	ADP
innen	binnenkant	innen	binnenkant	ADV	N;MASC+FEM;SG
wesentliche	essentie	wesentlich	essentie	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
wesentliche	essentials	wesentlich	essential	ADJ;NOM;FEM;PL	N;PL
konzerte	concerten	konzern	concert		N;PL
konstruktion	bouwen	konstruktion	bouwen	N;SG	V;NFIN
konstruktion	ontwerpen	konstruktion	ontwerpen	N;SG	V;NFIN
schlicht	vlakte	schlicht	vlakken	ADJ	N;MASC+FEM;SG
schlicht	effen	schlicht	effen	ADJ	N;NEUT;SG
auseinandersetzung	polemiek	auseinandersetzen	polemiek		N;MASC+FEM;SG
auseinandersetzung	controverse	auseinandersetzen	controvers		ADJ
auseinandersetzung	confrontatie	auseinandersetzen	confrontatie		N;MASC+FEM;SG
auseinandersetzung	confrontaties	auseinandersetzen	confrontatie		N;PL
erwin	erwin	erwin	erwin	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
erinnern	herinnering	erinnern	herinnering	V;NFIN	N;MASC+FEM;SG
bochum	bochum	bochum	bochum	PROPN;NOM;SG	PROPN;NEUT;SG
bearbeiten	edit	bearbeiten	edit	V;NFIN	N;MASC+FEM;SG
legende	legende	legend	legende	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
legende	legend	legend	legend	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
legende	legenden	legend	legend	ADJ;NOM;FEM;PL	N;PL
legende	legendes	legend	legend	ADJ;NOM;FEM;PL	N;PL
box	box	box	box		N;MASC+FEM;SG
box	vak	box	vak		N;NEUT;SG
box	doos	box	doos		N;MASC+FEM;SG
promotion	promo	promotion	promo	ADJ	N;MASC+FEM;SG
promotion	bevordering	promotion	bevordering	ADJ	N;MASC+FEM;SG
promotion	promoten	promotion	promoot	ADJ	V;NFIN
promotion	promotie	promotion	promotie	ADJ	N;MASC+FEM;SG
promotion	doctoraat	promotion	doctoraat	ADJ	N;MASC+FEM;SG
promotion	doctoraat	promotion	doctoraat	ADJ	N;MASC+FEM;SG
promotion	phd	promotion	phd	ADJ	N;MASC+FEM;SG
besatzung	bemanning	Besatzung	bemanning	ADJ	N;MASC+FEM;SG
besatzung	crew	Besatzung	crew	ADJ	N;MASC+FEM;SG
vorstellung	inleiding	vorstellung	inleiding	ADJ;SG	N;MASC+FEM;SG
vorstellung	invoering	vorstellung	invoering	ADJ;SG	N;MASC+FEM;SG
vorstellung	introductie	vorstellung	introductie	ADJ;SG	N;MASC+FEM;SG
vorstellung	idee	vorstellung	idee	ADJ;SG	N;NEUT;SG
vorstellung	ideetje	vorstellung	ideetje	ADJ;SG	N;NEUT;SG
vorstellung	introducties	vorstellung	introductie	ADJ;SG	N;PL
vorstellung	presentatie	vorstellung	presentatie	ADJ;SG	N;MASC+FEM;SG
botschaft	bericht	botschaft	bericht	ADJ;NOM;FEM;SG	N;NEUT;SG
botschaft	boodschap	botschaft	boodschap	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
botschaft	berichtje	botschaft	bericht	ADJ;NOM;FEM;SG	N;NEUT;SG
botschaft	ambassade	botschaft	ambassade	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
botschaft	consulaat	botschaft	consulaat	ADJ;NOM;FEM;SG	N;NEUT;SG
brunnen	nou	brunnen	nou	ADJ	ADV
brunnen	wel	brunnen	wel	ADJ	ADV
brunnen	fontein	brunnen	fontein	ADJ	N;MASC+FEM;SG
brunnen	wells	brunnen	wells	ADJ	N;SG
brunnen	putten	brunnen	putten	ADJ	V;NFIN
brunnen	fonteinen	brunnen	fontein	ADJ	N;PL
uni	uni	uni	uni		N;MASC+FEM;SG
flora	flora	flora	flora	PROPN;NOM;SG	N;MASC+FEM;SG
sätze	zinnen	satzen	zin		N;PL
sätze	uitdrukkingen	satzen	uitdrukking		N;PL
sätze	verzamelingen	satzen	verzameling		N;PL
sätze	sets	satzen	set		N;PL
sätze	zinnen	satzen	zin		N;PL
sätze	vonnissen	satzen	vonnis		N;PL
paderborn	paderborn	paderborn	paderborn	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
bisschen	bit	bißchen	bit	ADV	N;MASC+FEM;SG
bisschen	beetje	bißchen	beetje	ADV	N;NEUT;SG
museen	musea	museen	museum	V;NFIN	N;PL
museen	museum	museen	museum	V;NFIN	N;NEUT;SG
indischen	indiaan	indisch	indiaan	ADJ;MASC	N;MASC+FEM;SG
symbol	symbool	symbol	symbool		N;NEUT;SG
symbol	icoon	symbol	icoon		N;NEUT;SG
symbol	pictogram	symbol	pictogram		N;NEUT;SG
übergeben	pass	übergeben	pass	V;V.PTCP	N;MASC+FEM;SG
eric	eric	eric	eric	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
eric	erik	eric	erik	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
neuseeland	zeeland	neuseeland	zeeland	ADJ	N;MASC+FEM;SG
neuseeland	queenstown	neuseeland	queenstown	ADJ	N;MASC+FEM;SG
neuseeland	wellington	neuseeland	wellington	ADJ	N;MASC+FEM;SG
neuseeland	christchurch	neuseeland	christchurch	ADJ	N;MASC+FEM;SG
neuseeland	auckland	neuseeland	auckland	ADJ	N;NEUT;SG
brüssel	bruxelles	brüssel	bruxelle	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
brüssel	brussel	brüssel	brussel	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
verlängerung	overuren	verlängerung	overuren	ADJ;NOM;FEM;SG	N;PL
verlängerung	overwerk	verlängerung	overwerk	ADJ;NOM;FEM;SG	N;NEUT;SG
verlängerung	verlenging	verlängerung	verlenging	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
verlängerung	extensie	verlängerung	extensie	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
verlängerung	verlenging	verlängerung	verlenging	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
verlängerung	uitbreiding	verlängerung	uitbreiding	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
verlängerung	vernieuwing	verlängerung	vernieuwing	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
verlängerung	hernieuwing	verlängerung	hernieuwing	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
verlängerung	verlenging	verlängerung	verlenging	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
parameter	parameter	paramet	parameter	ADJ	N;MASC+FEM;SG
parameter	parameters	paramet	parameter	ADJ	N;PL
getroffen	hit	treffen|triefen	hit	V;V.PTCP	N;MASC+FEM;SG
getroffen	treffer	treffen|triefen	treffer	V;V.PTCP	N;MASC+FEM;SG
gegenstand	item	gegenstehen	item	ADJ	N;NEUT;SG
gegenstand	voorwerp	gegenstehen	voorwerp	ADJ	N;NEUT;SG
gegenstand	object	gegenstehen	object	ADJ	N;NEUT;SG
gegenstand	onderwerp	gegenstehen	onderwerp	ADJ	N;NEUT;SG
gegenstand	proefpersoon	gegenstehen	proefpersoon	ADJ	N;MASC+FEM;SG
gegenstand	subject	gegenstehen	subject	ADJ	N;NEUT;SG
engel	engel	engel	engel		N;MASC+FEM;SG
engel	engeltjes	engel	engel		N;PL
engel	engelen	engel	engel		N;PL
engel	angels	engel	angel		N;PL
engel	engel	engel	engel		N;MASC+FEM;SG
engel	angel	engel	angel		N;MASC+FEM;SG
engel	engeltje	engel	engel		N;NEUT;SG
christi	christi	christi	christi		N;MASC+FEM;SG
holte	holte	holen	holte	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
lokomotiven	locomotieven	lokomotiv	locomotief	ADJ;NOM;PL	N;PL
lokomotiven	locomotief	lokomotiv	locomotief	ADJ;NOM;PL	N;MASC+FEM;SG
auftritte	prestaties	auftritten	prestatie	V;IND;SG;3;PST;FIN	N;PL
auftritte	optredens	auftritten	optredens	V;IND;SG;3;PST;FIN	N;PL
auftritte	uitvoeringen	auftritten	uitvoering	V;IND;SG;3;PST;FIN	N;PL
auftritte	voorstellingen	auftritten	voorstelling	V;IND;SG;3;PST;FIN	N;PL
auftritte	schijn	auftritten	schijn	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
auftritte	verschijningen	auftritten	verschijning	V;IND;SG;3;PST;FIN	N;PL
auftritte	optredens	auftritten	optredens	V;IND;SG;3;PST;FIN	N;PL
warschau	wroclaw	warschau	wroclaw	PROPN;NOM;MASC;SG	N;NEUT;SG
warschau	warschau	warschau	warschau	PROPN;NOM;MASC;SG	N;NEUT;SG
arabischen	arabier	arabisch	arabier	ADJ;NOM;PL	N;MASC+FEM;SG
arabischen	arabier	arabisch	arabier	ADJ;NOM;PL	N;MASC+FEM;SG
fertig	ready	fertig	ready	ADJ	
fertig	voltooid	fertig	voltooien	ADJ	V;V.PTCP
fertig	afgewerkt	fertig	afwerken	ADJ	V;V.PTCP
fertig	afgewerkte	fertig	afwerken	ADJ	V;V.PTCP
fertig	gedaan	fertig	doen	ADJ	V;V.PTCP
haltung	houdingen	haltung	houding	N;NOM;FEM;SG	N;PL
phil	phil	phil	phil	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
höhepunkt	accentueren	höhrunkt	accentuer	ADJ	V;NFIN
höhepunkt	hoogtepunt	höhrunkt	hoogtepunt	ADJ	N;NEUT;SG
höhepunkt	climax	höhrunkt	climax	ADJ	N;MASC+FEM;SG
höhepunkt	hoogtepunt	höhrunkt	hoogtepunt	ADJ	N;NEUT;SG
höhepunkt	peak	höhrunkt	peak	ADJ	N;MASC+FEM;SG
höhepunkt	piek	höhrunkt	piek	ADJ	N;MASC+FEM;SG
höhepunkt	hoogtepunt	höhrunkt	hoogtepunt	ADJ	N;NEUT;SG
nhl	nhl	nhl	nhl	PROPN;NOM;MASC;SG	PROPN;NEUT;SG
nachkommen	nakomelingen	nachkommen	nakomeling	V;NFIN	N;PL
nachkommen	nageslacht	nachkommen	nageslacht	V;NFIN	N;NEUT;SG
nachkommen	nakomeling	nachkommen	nakomeling	V;NFIN	N;MASC+FEM;SG
nachkommen	afstammeling	nachkommen	afstammeling	V;NFIN	N;MASC+FEM;SG
nachkommen	zaden	nachkommen	zaad	V;NFIN	N;PL
nachkommen	zaaigoed	nachkommen	zaaigoed	V;NFIN	N;NEUT;SG
nachkommen	zaad	nachkommen	zaad	V;NFIN	N;NEUT;SG
nachkommen	zaaizaad	nachkommen	zaaizaad	V;NFIN	N;NEUT;SG
nachkommen	nakomelingen	nachkommen	nakomeling	V;NFIN	N;PL
nachkommen	nageslacht	nachkommen	nageslacht	V;NFIN	N;NEUT;SG
nachkommen	nakomeling	nachkommen	nakomeling	V;NFIN	N;MASC+FEM;SG
nachkommen	kroost	nachkommen	kroost	V;NFIN	N;NEUT;SG
nachkommen	nakomelingen	nachkommen	nakomeling	V;NFIN	N;PL
nachkommen	afstammelingen	nachkommen	afstammeling	V;NFIN	N;PL
nachkommen	nageslacht	nachkommen	nageslacht	V;NFIN	N;NEUT;SG
liter	liter	liter	liter		N;MASC+FEM;SG
liter	liter	liter	liter		N;MASC+FEM;SG
liter	liter	liter	liter		N;MASC+FEM;SG
liter	liters	liter	liter		N;PL
flächen	oppervlakken	flächen	oppervlak	V;NFIN	N;PL
flächen	oppervlakten	flächen	oppervlakte	V;NFIN	N;PL
flächen	percelen	flächen	perceel	V;NFIN	N;PL
flächen	oppervlakten	flächen	oppervlakte	V;NFIN	N;PL
flächen	gebieden	flächen	gebied	V;NFIN	N;PL
andrea	andrea	andrea	andrea	PROPN;NOM;SG	N;MASC+FEM;SG
kindheit	jeugd	kindheit	jeugd		N;MASC+FEM;SG
kindheit	kinderjaren	kindheit	kinderjaar		ADJ
kindheit	kindertijd	kindheit	kindertijd		N;MASC+FEM;SG
erhebung	verzamelen	Erhebung	verzamelen	N;NOM;FEM;SG	V;NFIN
wind	winden	wind	wind	ADV	N;PL
wind	wind	wind	wind	ADV	N;MASC+FEM;SG
wind	wind	wind	wind	ADV	N;MASC+FEM;SG
bundesstraße	bundesstraße	bundesstraße	bundesstraar	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
umsatz	opbrengsten	umsatz	opbrengst	N;NOM;MASC;SG	N;PL
umsatz	inkomsten	umsatz	inkomsten	N;NOM;MASC;SG	N;PL
umsatz	inkomsten	umsatz	inkomsten	N;NOM;MASC;SG	N;PL
umsatz	ontvangsten	umsatz	ontvangst	N;NOM;MASC;SG	N;PL
umsatz	verkopen	umsatz	verkopen	N;NOM;MASC;SG	V;NFIN
menschlichen	mens	menschlich	mens	ADJ	N;MASC+FEM;SG
weiler	hamlets	weil	hamlet		ADV
weiler	weiler	weil	weiler		N;MASC+FEM;SG
weiler	gehucht	weil	huchten		N;NEUT;SG
weiler	hamlet	weil	hamlet		N;MASC+FEM;SG
oftmals	vaak	oftmals	vaak	ADV	ADJ
umgang	dealen	umgehen	deal	N;SG	V;NFIN
wächst	teelt	wachsen	teellen	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
positionen	rubrieken	position	rubriek	V;NFIN	N;PL
positionen	posities	position	positie	V;NFIN	N;PL
positionen	items	position	item	V;NFIN	N;PL
chile	chili	chile	chili	PROPN;NOM;NEUT;SG	N;NEUT;SG
lewis	lewis	lewis	lewis	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
petersburg	petersburg	petersburg	petersburg	PROPN	N;MASC+FEM;SG
out	eruit	out	eruit	PROPN	ADV
out	uit	out	uit	PROPN	ADP
out	out	out	out	PROPN	
synagoge	synagoge	synagoge	synagoge		N;MASC+FEM;SG
verfolgt	spookhuis	verfolgen	spookhuis	V;V.PTCP	N;NEUT;SG
wild	wild	wild	wild		ADJ
wild	wilde	wild	willen		V;SG;PST;FIN
wild	herten	wild	herten		N;PL
wild	hert	wild	herten		N;NEUT;SG
niederösterreich	niederösterreich	niederösterreich	niederösterreich	ADJ	N;MASC+FEM;SG
jackson	jackson	jackson	jackson	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
unterteilt	onderverdeeld	unterteilen	onderverdelen	ADJ;V.PTCP	V;V.PTCP
forschungen	onderzoekingen	forschungen	onderzoeking	V;NFIN	N;PL
forschungen	onderzoek	forschungen	onderzoek	V;NFIN	N;NEUT;SG
forschungen	research	forschungen	research	V;NFIN	N;MASC+FEM;SG
analog	analoog	analog	analoog	ADJ	N;MASC+FEM;SG
analog	analoge	analog	analoge	ADJ	N;MASC+FEM;SG
analog	analoog	analog	analoog	ADJ	N;MASC+FEM;SG
analog	analoog	analog	analoog	ADJ	N;MASC+FEM;SG
analog	analoge	analog	analoge	ADJ	N;MASC+FEM;SG
analog	analogie	analog	analogie	ADJ	N;MASC+FEM;SG
long	lang	long	lang	PROPN	ADJ
long	lange	long	lang	PROPN	ADJ
long	long	long	long	PROPN	N;MASC+FEM;SG
nordamerika	amerika	nordamerika	amerika	ADJ	PROPN;NEUT;SG
böhmen	bohemen	böhmen	bohemen	PROPN;NOM;NEUT;SG	V;NFIN
islam	islam	islam	islam		N;MASC+FEM;SG
untersucht	onderzochte	untersuchen	onderzoeken	V;V.PTCP	ADJ
untersucht	onderzochte	untersuchen	onderzoeken	V;V.PTCP	ADJ
antiken	antiek	antik	antiek	ADJ;NOM	N;MASC+FEM;SG
annahme	hypothese	annehmen	hypothese		N;MASC+FEM;SG
annahme	aanname	annehmen	aannaam		N;MASC+FEM;SG
annahme	veronderstelling	annehmen	veronderstelling		N;MASC+FEM;SG
annahme	acceptatie	annehmen	acceptatie		N;MASC+FEM;SG
annahme	aanvaarding	annehmen	aanvaarding		N;MASC+FEM;SG
annahme	adoptie	annehmen	adoptie		N;MASC+FEM;SG
annahme	vermoeden	annehmen	vermoeden		V;V.PTCP
annahme	veronderstelling	annehmen	veronderstelling		N;MASC+FEM;SG
oberst	kolonel	oberst	kolonel		N;MASC+FEM;SG
oberst	col	oberst	col		N;MASC+FEM;SG
oberst	kol	oberst	kol		N;MASC+FEM;SG
oberst	oberst	oberst	oberst		N;MASC+FEM;SG
nation	natie	nation	natie		N;MASC+FEM;SG
nation	nation	nation	nation		
präsentiert	cadeaus	präsentieren	cadeaus	V;V.PTCP	N;PL
präsentiert	cadeautjes	präsentieren	cadeautje	V;V.PTCP	N;PL
haut	haut	haut	haut		N;MASC+FEM;SG
haut	huid	haut	huid		N;MASC+FEM;SG
haut	skin	haut	skin		N;MASC+FEM;SG
ray	ray	ray	ray	PROPN;NOM;SG	N;MASC+FEM;SG
schwierigkeiten	moeilijkheidsgraad	schwierigkeit	moeilijkheidsgraad	N;NOM;FEM;PL	N;MASC+FEM;SG
schwierigkeiten	moeilijkheid	schwierigkeit	moeilijkheid	N;NOM;FEM;PL	N;MASC+FEM;SG
eigentümer	eigenaar	eigentüm	eigenaar	ADJ	N;MASC+FEM;SG
eigentümer	baasje	eigentüm	baas	ADJ	N;NEUT;SG
eigentümer	baasjes	eigentüm	baas	ADJ	N;PL
eigentümer	eigenaren	eigentüm	eigenaar	ADJ	N;PL
eigentümer	eigenaars	eigentüm	eigenaar	ADJ	N;PL
eigentümer	eigendom	eigentüm	eigendom	ADJ	N;NEUT;SG
são	são	são	são	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
são	sao	são	sao	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
gabriel	gabriel	gabriel	gabriel	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
gabriel	gabriël	gabriel	gabriël	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
beschädigt	corrupt	beschädigen	corrupt	V;V.PTCP	ADJ
beschädigt	corrupte	beschädigen	corrupt	V;V.PTCP	ADJ
beschädigt	corrupt	beschädigen	corrupt	V;V.PTCP	ADJ
pommern	pommeren	pommern	pomm	PROPN	V;NFIN
pommern	pommeren	pommern	pomm	PROPN	V;NFIN
schwerin	schwerin	schwerin	schwerin	PROPN	N;NEUT;SG
christen	dopen	christ	duipen		V;NFIN
christen	christenen	christ	christenen		N;PL
sektion	afdeling	sektion	afdeling	PROPN	N;MASC+FEM;SG
sektion	sectie	sektion	sectie	PROPN	N;MASC+FEM;SG
saale	saale	saalen	saal	PROPN;NOM;SG	N;MASC+FEM;SG
anfrage	vraagje	anfrage	vraag	ADJ;NOM;FEM;SG	N;NEUT;SG
anfrage	vraag	anfrage	vraag	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
anfrage	aanvraag	anfrage	aanvraag	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
anfrage	aanvragen	anfrage	aanvragen	ADJ;NOM;FEM;SG	V;NFIN
anfrage	verzoek	anfrage	verzoek	ADJ;NOM;FEM;SG	N;NEUT;SG
anfrage	verzoeken	anfrage	verzoek	ADJ;NOM;FEM;SG	N;PL
anfrage	onderzoek	anfrage	onderzoek	ADJ;NOM;FEM;SG	N;NEUT;SG
anfrage	query	anfrage	query	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
anfrage	opvragen	anfrage	opvragen	ADJ;NOM;FEM;SG	V;NFIN
anfrage	zoekopdracht	anfrage	zoekopdracht	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
gekennzeichnet	gekarakteriseerd	kennzeichnen	karakteriseren	ADJ;V.PTCP	V;V.PTCP
gekennzeichnet	gekenmerkt	kennzeichnen	kenmerken	ADJ;V.PTCP	V;V.PTCP
gekennzeichnet	gelabeld	kennzeichnen	labelen	ADJ;V.PTCP	V;V.PTCP
gekennzeichnet	gemarkeerde	kennzeichnen	markeren	ADJ;V.PTCP	V;V.PTCP
gekennzeichnet	gemarkeerd	kennzeichnen	markeren	ADJ;V.PTCP	V;V.PTCP
gekennzeichnet	gemerkt	kennzeichnen	merken	ADJ;V.PTCP	V;V.PTCP
gekennzeichnet	gekenmerkt	kennzeichnen	kenmerken	ADJ;V.PTCP	V;V.PTCP
gekennzeichnet	gemarkeerd	kennzeichnen	markeren	ADJ;V.PTCP	V;V.PTCP
forderte	eisten	fordern	eisen	V;IND;SG;3;PST;FIN	V;PL;PST;FIN
firmen	bedrijven	farmen	bedrijf	V;NFIN	N;PL
hoffnung	hoop	hoffnung	hoop		N;MASC+FEM;SG
hoffnung	hoopt	hoffnung	hopen		V;SG;PRS;FIN
hoffnung	hoopvol	hoffnung	hoopvol		ADJ
hoffnung	hoopgevend	hoffnung	hoopgevend		V;V.PTCP
hoffnung	hoopvolle	hoffnung	hoopvol		ADJ
hoffnung	hoopt	hoffnung	hopen		V;SG;PRS;FIN
hoffnung	hopen	hoffnung	hopen		V;NFIN
hoffnung	hopend	hoffnung	hopen		V;V.PTCP
hoffnung	hoop	hoffnung	hoop		N;MASC+FEM;SG
hoffnung	hopen	hoffnung	hopen		V;NFIN
hoffnung	hope	hoffnung	hope		N;MASC+FEM;SG
entwickelten	ontwikkelde	entwickeln	ontwikkelen	V;IND;PL;3;PST;FIN	V;SG;PST;FIN
stephen	stephen	stephen	stephen	PROPN	N;SG
valign	valign	valign	valign		N;SG
dresdner	dresdner	dresdner	dresdner	PROPN	N;MASC+FEM;SG
mittelpunkt	centrum	mittelpunkt	centrum	ADV	N;NEUT;SG
mittelpunkt	centreren	mittelpunkt	centreren	ADV	V;NFIN
plötzlich	ineens	plötzlich	ineens	ADJ	ADV
plötzlich	plots	plötzlich	plot	ADJ	ADV
plötzlich	opeens	plötzlich	opeens	ADJ	ADV
äußeren	buitenste	äußer	buitenst	ADJ	N;MASC+FEM;SG
nassau	nassau	nassau	nassau	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
verleger	uitgeverij	verleger	uitgeverij	ADJ	N;MASC+FEM;SG
verleger	uitgever	verleger	uitgever	ADJ	N;MASC+FEM;SG
verleger	uitgeverij	verleger	uitgeverij	ADJ	N;MASC+FEM;SG
verleger	uitgeverijen	verleger	uitgeverij	ADJ	N;PL
verleger	uitgevers	verleger	uitgever	ADJ	N;PL
ecke	corner	eck	corner	ADV	N;MASC+FEM;SG
ecke	hoekje	eck	hoek	ADV	N;NEUT;SG
ecke	hoek	eck	hoek	ADV	N;MASC+FEM;SG
innenstadt	binnenstad	innenstadt	binnenstad	ADJ	N;MASC+FEM;SG
innenstadt	midtown	innenstadt	midtown	ADJ	N;NEUT;SG
ruhestand	pensionering	ruhestehen	pensionering		N;MASC+FEM;SG
ruhestand	gepensioneerde	ruhestehen	pensioneren		V;V.PTCP
ruhestand	gepensioneerd	ruhestehen	pensioneren		V;V.PTCP
sophie	sophie	sophie	sophie	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
ermittelt	bepaald	ermitteln	bepaald	V;V.PTCP	ADJ
ermittelt	vastberaden	ermitteln	vastberaden	V;V.PTCP	ADJ
irgendwann	uiteindelijk	irgendwann	uiteindelijk	ADV	ADJ
buchstaben	letteren	buchstaben	letteren	V;NFIN	N;PL
buchstaben	letters	buchstaben	letter	V;NFIN	N;PL
buchstaben	brieven	buchstaben	brief	V;NFIN	N;PL
buchstaben	brief	buchstaben	brief	V;NFIN	N;MASC+FEM;SG
buchstaben	letter	buchstaben	letter	V;NFIN	N;MASC+FEM;SG
buchstaben	personages	buchstaben	personage	V;NFIN	N;PL
buchstaben	tekens	buchstaben	teken	V;NFIN	N;PL
buchstaben	karakters	buchstaben	karakter	V;NFIN	N;PL
bedeutenden	eminente	bedeutend	eminent	ADJ;PL	N;MASC+FEM;SG
bedeutenden	eminent	bedeutend	eminent	ADJ;PL	N;MASC+FEM;SG
sachen	dingen	sachen	dingen	V;NFIN	N;PL
sachen	spul	sachen	spul	V;NFIN	N;NEUT;SG
sachen	spullen	sachen	spul	V;NFIN	N;PL
voraus	voorschot	voraus	voorschot	ADV	N;NEUT;SG
voraus	oprukken	voraus	oprukken	ADV	V;NFIN
brauchen	nood	brauchen	nood	V;NFIN	N;MASC+FEM;SG
brauchen	need	brauchen	need	V;NFIN	
brauchen	nodig	brauchen	nodig	V;NFIN	ADJ
brauchen	noodzaak	brauchen	noodzaak	V;NFIN	N;MASC+FEM;SG
brauchen	behoefte	brauchen	behoefte	V;NFIN	N;MASC+FEM;SG
sonntag	zondagen	sonntag	zondag	PROPN	N;PL
sonntag	zondags	sonntag	zondags	PROPN	ADV
sonntag	zondag	sonntag	zondag	PROPN	PROPN;MASC+FEM;SG
sonntag	sunday	sonntag	sunday	PROPN	N;MASC+FEM;SG
arena	arena	arena	arena		N;MASC+FEM;SG
zufluss	zijrivier	zuflussen	zijrivier	V;IND;SG;FIN	N;MASC+FEM;SG
zufluss	instroom	zuflussen	instroom	V;IND;SG;FIN	N;MASC+FEM;SG
christus	christus	christus	christus		N;MASC+FEM;SG
christus	cristo	christus	cristo		N;MASC+FEM;SG
verlust	verliezen	verlusen	verliezen		V;NFIN
verlust	verlies	verlusen	verlies		N;NEUT;SG
verlust	verliezen	verlusen	verliezen		V;NFIN
verlust	verlies	verlusen	verlies		N;NEUT;SG
gestorben	dies	sterben	dies	V;V.PTCP	ADV
gestorben	overledene	sterben	overlid	V;V.PTCP	ADJ
gestorben	overledenen	sterben	overlidden	V;V.PTCP	ADJ
geburtsort	geboorteplaats	purtsoren	geboorteplaats	ADJ	N;MASC+FEM;SG
verlängert	langdurige	verlängern	langdurig	V;V.PTCP	ADJ
verlängert	langdurig	verlängern	langdurig	V;V.PTCP	ADJ
streitkräfte	forces	streitkraft	forces	ADJ;NOM;FEM;SG	
streitkräfte	krachten	streitkraft	kracht	ADJ;NOM;FEM;SG	N;PL
heilbronn	heilbronn	heilbronn	heilbronn	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
null	zero	null	zero		N;MASC+FEM;SG
null	nul	null	nul		NUM
