את	你	את	你	PART;ACC	PRO;2
אחראית	負責	אחראי	負責	ADJ;FEM;SG	V
פולחן	崇拜	פולחן	崇拜	N;MASC;SG	V
פולחן	崇拜	פולחן	崇拜	N;MASC;SG	V
עומק	深	עומק	深		PART
עומק	深度	עומק	深度		N
מוזר	怪	מוזר	怪	ADJ;MASC;SG	N
מוזר	奇怪	מוזר	奇怪	ADJ;MASC;SG	N
מוזר	單數	מוזר	單數	ADJ;MASC;SG	N
מוזר	怪	מוזר	怪	ADJ;MASC;SG	N
תועלת	受益	תועלת	受益	N;FEM;SG	V
הדלק	燃料	הדלק	燃料		N
הדלק	燃油	הדלק	燃油		N
לשתף	share	שיתף	share	V;NFIN;ACT	
אשקלון	ashkelon	אשקלון	ashkelon	PROPN	
ריקה	空白	ריק	空白	PROPN	N
ריקה	空	ריק	空	PROPN	N
המתחם	復合	המתחם	復合	N;MASC;SG	V
המתחם	化合	המתחם	化合	N;MASC;SG	V
פחמן	碳	פחמן	碳	PROPN	N
פחמן	炭	פחמן	炭	PROPN	N
תפיסה	擷取	תפיסה	擷取	N;FEM;SG	V
תפיסה	捕捉	תפיסה	捕捉	N;FEM;SG	V
תפיסה	捕獲	תפיסה	捕獲	N;FEM;SG	V
תפיסה	接住	תפיסה	接住	N;FEM;SG	V
אימו	emo	אימו	emo		
התחתן	已婚	התחתן	已婚	V;MASC;SG;3;PST	N
הקבוע	常數	הקבוע	常數	PROPN	N
חולה	病	חלה	病	PROPN	N
חולה	生病	חלה	生病	PROPN	V
חולה	病患	חלה	病患	PROPN	N
חולה	患者	חלה	患者	PROPN	N
חולה	病人	חלה	病人	PROPN	N
חולה	病	חלה	病	PROPN	N
חולה	生病	חלה	生病	PROPN	V
הטירה	castle	הטירה	castle	N;FEM;SG	
רלוונטי	相關	רלוונטי	相關	ADJ;MASC;SG	V
רלוונטי	適用	רלוונטי	適用	ADJ;MASC;SG	V
הסעודית	阿拉伯	הסעודית	阿拉伯	ADV	PROPN
ניסן	日產	ניסן	日產	PROPN	N
מינוי	任用	מינוי	任用	N;MASC;SG	V
מינוי	任命	מינוי	任命	N;MASC;SG	V
מינוי	預約	מינוי	預約	N;MASC;SG	V
מינוי	訂閱	מינוי	訂閱	N;MASC;SG	V
האזרח	市民	האזרח	市民	PROPN	N
האזרח	公民	האזרח	公民	PROPN	N
התקפות	攻擊	התקפה	攻擊	N;FEM;PL	V
פיקוח	控制	פיקוח	控制	N;MASC;SG	V
פיקוח	控制	פיקוח	控制	N;MASC;SG	V
הגזע	比賽	הגזע	比賽	PROPN	N
הגזע	賽	הגזע	賽	PROPN	N
הגזע	種族	הגזע	種族	PROPN	N
הגזע	競賽	הגזע	競賽	PROPN	N
לינקולן	林	לינקולן	林	PROPN	PROPN
ליין	lane	ליין	lane	PROPN	
ליין	巷	ליין	巷	PROPN	N
ליין	車道	ליין	車道	PROPN	N
התאמה	配對	התאמה	配對	N;FEM;SG	V
התאמה	比對	התאמה	比對	N;FEM;SG	V
התאמה	匹配	התאמה	匹配	N;FEM;SG	V
התאמה	匹配	התאמה	匹配	N;FEM;SG	V
התאמה	比對	התאמה	比對	N;FEM;SG	V
התאמה	match	התאמה	match	N;FEM;SG	
התאמה	匹配	התאמה	匹配	N;FEM;SG	V
כלא	監獄	כלא	監獄		N
כלא	監獄	כלא	監獄		N
מימן	氫氣	מימן	氫氣	PROPN	N
מימן	氫	מימן	氫	PROPN	N
אנוש	人類	אנוש	人類		N
מנהיגים	領導	מנהיג	領導	N;MASC;PL	V
מנהיגים	領導	מנהיג	領導	N;MASC;PL	V
הדרכה	指導	הדרכה	指導	N;FEM;SG	V
הדרכה	指示	הדרכה	指示	N;FEM;SG	V
קים	金	קים	金	PROPN	PROPN
קים	kim	קים	kim	PROPN	
הונגרית	匈牙利	הונגרית	匈牙利	PROPN	PROPN
הונגרית	匈牙利	הונגרית	匈牙利	PROPN	PROPN
מנועי	發動	מנועה	發動	N;PSSD;MASC;PL	V
התערבות	干預	התערבות	干預	N;FEM;SG	V
התערבות	干涉	התערבות	干涉	N;FEM;SG	V
שנבחר	選取	שנבחר	選取	PROPN	V
אולפני	工作	אולפן	工作	PROPN	V
געש	火山	געש	火山	PROPN	N
שלושים	thirty	שלושים	thirty	NUM;SG	
הוליווד	好	הוליווד	好	PROPN	PART
אנדרו	andrew	אנדרו	andrew	PROPN	
זנב	尾巴	None	尾巴	PROPN	N
זנב	尾	None	尾	PROPN	N
חומות	布朗	חומה	布朗	N;FEM;PL	PROPN
חומות	brown	חומה	brown	N;FEM;PL	
העור	肌膚	העור	肌膚		N
ספרדי	西班牙	ספרדי	西班牙	PROPN	PROPN
ספרדי	西班牙	ספרדי	西班牙	PROPN	PROPN
נאום	演說	נאום	演說	N;MASC;SG	V
אגן	骨盆	אגן	骨盆		N
אגן	盆地	אגן	盆地		N
אגן	海盆	אגן	海盆		N
אגן	流域	אגן	流域		N
אגן	盆	אגן	盆		N
עתיקים	古老	עתיק	古老	N;MASC;PL	ADJ
פרנסיס	francis	פרנסיס	francis	PROPN	
פרנסיס	frances	פרנסיס	frances	PROPN	
למות	垂死	מת	垂死		V
ברכת	祝	ברכת	祝		V
אנדרטה	紀念	אנדרטה	紀念	N;FEM;SG	V
עורכת	編輯	עורך	編輯	V;FEM;SG;V.PTCP;ACT	N
קובה	古巴	קובה	古巴	PROPN	PROPN
נעה	感動	נעה	感動	N;FEM;SG	V
שיקום	修復	שיקום	修復	N;MASC;SG	V
שיקום	恢復	שיקום	恢復	N;MASC;SG	V
שיקום	復原	שיקום	復原	N;MASC;SG	V
שיקום	康復	שיקום	康復	N;MASC;SG	V
שיקום	重建	שיקום	重建	N;MASC;SG	V
הביתה	首頁	הביתה	首頁	ADV	
הביתה	家	הביתה	家	ADV	N
הביתה	home	הביתה	home	ADV	
הביתה	住家	הביתה	住家	ADV	N
מפורט	詳細	פורט	詳細	V;MASC;SG;V.PTCP;PASS	N
מרק	湯	מרק	湯		N
מרק	標記	מרק	標記		N
מרק	標示	מרק	標示		V
מרק	馬克	מרק	馬克		PROPN
מרק	mark	מרק	mark		
סוכן	代理	סוכן	代理	N;MASC;SG	V
סוכן	代理	סוכן	代理	N;MASC;SG	V
סוכן	代理	סוכן	代理	N;MASC;SG	V
פאול	保羅	פאול	保羅	PROPN	PROPN
פאול	paul	פאול	paul	PROPN	
חקיקה	立法	חקיקה	立法	N;FEM;SG	V
דלקת	發炎	דלקת	發炎	N;FEM;SG	V
פתוחים	開	פתוח	開	ADJ;MASC;PL	
פתוחים	營業	פתוח	營業	ADJ;MASC;PL	V
פתוחים	開啟	פתוח	開啟	ADJ;MASC;PL	V
פתוחים	開放	פתוח	開放	ADJ;MASC;PL	V
הרג	被	הרג	被	N;MASC;SG	V;PASS
הרג	殺害	הרג	殺害	N;MASC;SG	V
פינה	角落	פינה	角落		N
פינה	轉角	פינה	轉角		N
פינה	角	פינה	角		N
ארון	衣櫥	ארון	衣櫥	N;MASC;SG	PROPN
מילואים	準備	מילואים	準備	N;MASC;PL	V
מילואים	準備	מילואים	準備	N;MASC;PL	V
אווה	eva	אווה	eva	PROPN	
ויכוח	爭論	ויכוח	爭論	N;MASC;SG	V
נבה	日內瓦	נבה	日內瓦	PROPN	PROPN
אובמה	obama	אובמה	obama	PROPN	
נפצעו	傷	נפצע	傷	V;PL;3;PST;MID	N
פצועים	受傷	פצוע	受傷	N;MASC;PL	V
הצופה	觀察	הצופה	觀察		V
הפרדה	分離	הפרדה	分離	N;FEM;SG	V
הפרדה	離職	הפרדה	離職	N;FEM;SG	V
הפרדה	分居	הפרדה	分居	N;FEM;SG	V
אנדרטת	紀念	אנדרטת	紀念	N;FEM;SG	V
שריר	肌	שריר	肌	PROPN	N
שריר	肌肉	שריר	肌肉	PROPN	N
כינה	蝨	כינה	蝨	V;MASC;SG;3;PST;ACT	N
כינה	蝨子	כינה	蝨子	V;MASC;SG;3;PST;ACT	N
אט	慢慢	אט	慢慢		ADJ
ייצוג	代表	ייצוג	代表	N;MASC;SG	V
החזקה	持有	החזקה	持有	N;FEM;SG	V
החזקה	擁有	החזקה	擁有	N;FEM;SG	V
החזקה	佔有	החזקה	佔有	N;FEM;SG	V
מחסור	短	מחסור	短	N;MASC;SG	ADJ
חתול	貓咪	חתול	貓咪	PROPN	N
חתול	貓	חתול	貓	PROPN	N
חתול	cat	חתול	cat	PROPN	
היעד	目	היעד	目		N
קלות	容易	קל	容易		ADV
קלות	輕鬆	קל	輕鬆		ADJ
קלות	簡單	קל	簡單		ADJ
אוקספורד	牛津	אוקספורד	牛津	PROPN	PROPN
הפסטיבל	節	הפסטיבל	節	PROPN	PROPN
הפסטיבל	節慶	הפסטיבל	節慶	PROPN	N
הפסטיבל	節日	הפסטיבל	節日	PROPN	N
הרחבת	擴大	הרחבה	擴大	N;PSSD;FEM;SG	V
הרחבת	擴張	הרחבה	擴張	N;PSSD;FEM;SG	V
מרבי	最大	מרבי	最大		ADJ
מרבי	最大	מרבי	最大		ADJ
השמים	天空	השמים	天空	ADV	N
השמים	sky	השמים	sky	ADV	
ניצחו	元	ניצח	元	V;PL;3;PST;ACT	PROPN
אנושי	人類	אנושי	人類	ADJ;MASC;SG	N
השולחן	表	השולחן	表	PROPN	
יעילה	有效率	יעיל	有效率	ADJ;FEM;SG	V
יעילה	有效	יעיל	有效	ADJ;FEM;SG	V
חומה	壁	חומה	壁	PROPN	N
חומה	牆壁	חומה	牆壁	PROPN	N
חומה	圍牆	חומה	圍牆	PROPN	N
חומה	牆	חומה	牆	PROPN	N
חומה	棕	חומה	棕	PROPN	N
חומה	褐	חומה	褐	PROPN	N
חומה	布朗	חומה	布朗	PROPN	PROPN
חומה	brown	חומה	brown	PROPN	
חומה	棕色	חומה	棕色	PROPN	N
החדר	房間	החדר	房間		N
החדר	房	החדר	房		N
אופניים	騎車	אופניים	騎車	N	V
אופניים	自行	אופניים	自行	N	V
אופניים	自行	אופניים	自行	N	V
אופניים	自行	אופניים	自行	N	V
סף	門檻	סף	門檻		PROPN
סכנה	危險	סכנה	危險	N;FEM;SG	ADJ
רים	rim	רים	rim	PROPN	
לטעון	負載	טען	負載	V;NFIN;ACT	N
ראסל	羅素	ראסל	羅素	PROPN	PROPN
הלידה	出生	הלידה	出生	N;FEM;SG	V
קלע	彈弓	קלע	彈弓	V;MASC;SG;3;PST;ACT	N
מועמדת	提名	מועמד	提名	N;FEM;SG	V
מועמדת	候選	מועמד	候選	N;FEM;SG	V
מועמדת	候選	מועמד	候選	N;FEM;SG	V
הונג	虹	הונג	虹	PROPN	PROPN
הונג	洪	הונג	洪	PROPN	PROPN
בהשראת	啟發	בהשראת	啟發	ADP	V
בהשראת	靈感	בהשראת	靈感	ADP	N
הראה	show	הראה	show	V;MASC;SG;3;PST;ACT	
ציטוט	報價	ציטוט	報價	PROPN	V
ציטוט	引文	ציטוט	引文	PROPN	N
ציטוט	引用	ציטוט	引用	PROPN	V
ציטוט	引述	ציטוט	引述	PROPN	V
ציטוט	報價	ציטוט	報價	PROPN	V
ציטוט	引文	ציטוט	引文	PROPN	N
המכשיר	裝置	המכשיר	裝置	PROPN	N
פורום	論壇	פורום	論壇	ADV	N
ריבוי	多	ריבוי	多	N;MASC;SG	ADJ
ריבוי	多	ריבוי	多	N;MASC;SG	NUM
ריבוי	多	ריבוי	多	N;MASC;SG	NUM
דורות	一	דור	一	N;MASC;PL	NUM
הגירה	移民	הגירה	移民	N;FEM;SG	V
הגירה	移民	הגירה	移民	N;FEM;SG	V
הגירה	移民	הגירה	移民	N;FEM;SG	V
הגירה	移徙	הגירה	移徙	N;FEM;SG	V
הגירה	移民	הגירה	移民	N;FEM;SG	V
הגירה	遷徙	הגירה	遷徙	N;FEM;SG	V
מיועד	專用	יועד	專用	V;MASC;SG;V.PTCP;PASS	N
אנדרסון	anderson	אנדרסון	anderson	PROPN	
לאלו	lalo	לאלו	lalo		
המושבות	殖民	המושבות	殖民	N;FEM;PL	V
יתרה	平衡	יתרה	平衡		N
יתרה	結餘	יתרה	結餘		N
יתרה	均衡	יתרה	均衡		N
יתרה	餘額	יתרה	餘額		N
בינוני	介質	בינוני	介質	ADJ;MASC;SG	N
בינוני	中型	בינוני	中型	ADJ;MASC;SG	N
בינוני	中	בינוני	中	ADJ;MASC;SG	N
בינוני	媒介	בינוני	媒介	ADJ;MASC;SG	N
בוקרשט	布加勒斯特	בוקרשט	布加勒斯特	PROPN	PROPN
הרס	拆毀	הרס	拆毀	N;MASC;SG	V
הרס	拆除	הרס	拆除	N;MASC;SG	V
הרס	破壞	הרס	破壞	N;MASC;SG	V
הרס	毀壞	הרס	毀壞	N;MASC;SG	V
הרס	銷毀	הרס	銷毀	N;MASC;SG	V
דמי	手續	None	手續	N;PSSD;MASC;PL	V
דמי	demi	None	demi	N;PSSD;MASC;PL	
מילאנו	米蘭	מילאנו	米蘭	PROPN	PROPN
העברה	轉帳	העברה	轉帳	N;FEM;SG	V
העברה	轉讓	העברה	轉讓	N;FEM;SG	V
העברה	轉移	העברה	轉移	N;FEM;SG	V
מסתיים	末端	הסתיים	末端	V;MASC;SG;V.PTCP	N
מסתיים	結局	הסתיים	結局	V;MASC;SG;V.PTCP	N
מסתיים	結尾	הסתיים	結尾	V;MASC;SG;V.PTCP	N
התפיסה	感知	התפיס	感知	V;FEM;SG;3;PST;ACT	N
התפיסה	知覺	התפיס	知覺	V;FEM;SG;3;PST;ACT	N
סטנלי	stanley	סטנלי	stanley	PROPN	
פיגוע	攻擊	פיגוע	攻擊	N;MASC;SG	V
פיגוע	進攻	פיגוע	進攻	N;MASC;SG	V
פיגוע	轟炸	פיגוע	轟炸	N;MASC;SG	V
התיקון	修正	התיקון	修正	PROPN	V
התיקון	修正	התיקון	修正	PROPN	V
צינור	管	צינור	管	N;MASC;SG	
צינור	管管	צינור	管管	N;MASC;SG	V
צינור	管	צינור	管	N;MASC;SG	
שחזור	修復	שחזור	修復	N;MASC;SG	V
שחזור	恢復	שחזור	恢復	N;MASC;SG	V
שחזור	復原	שחזור	復原	N;MASC;SG	V
שחזור	重建	שחזור	重建	N;MASC;SG	V
חודשיים	每月	חודש	每月	N;MASC;DU	DET
אמיל	emile	אמיל	emile	PROPN	
אדמס	亞當斯	אדמס	亞當斯	PROPN	PROPN
אדמס	adams	אדמס	adams	PROPN	
ההמשך	續集	ההמשך	續集	PROPN	N
הקיסרי	帝王	הקיסרי	帝王	PROPN	N
אופק	地平	אופק	地平	PROPN	N
טירת	castle	טירה	castle	N;PSSD;FEM;SG	
מיון	排序	מיון	排序		V
מיון	排序	מיון	排序		V
מיון	分類	מיון	分類		N
הרצאות	講	הרצאה	講	N;FEM;PL	V
יקרה	昂貴	קרה	昂貴	V;MASC;SG;3;FUT	N
יקרה	貴	קרה	貴	V;MASC;SG;3;FUT	N
האגדה	傳說	האגדה	傳說	PROPN	V
האגדה	傳奇	האגדה	傳奇	PROPN	N
בתשלום	付費	בתשלום	付費	ADV	V
תקן	修復	תקן	修復	N;MASC;SG	V
תקן	修	תקן	修	N;MASC;SG	V
חנן	hanan	חנן	hanan	PROPN	
גירוש	驅逐	גירוש	驅逐	N;MASC;SG	V
גירוש	驅逐	גירוש	驅逐	N;MASC;SG	V
גירוש	驅逐	גירוש	驅逐	N;MASC;SG	V
גירוש	驅逐	גירוש	驅逐	N;MASC;SG	V
קמרון	cameron	קמרון	cameron	PROPN	
קמרון	喀麥隆	קמרון	喀麥隆	PROPN	PROPN
שמים	sky	שמיים	sky	N;MASC;PL	
זיהום	沾染	זיהום	沾染	N;FEM;SG	V
זיהום	傳染	זיהום	傳染	N;FEM;SG	V
זיהום	感染	זיהום	感染	N;FEM;SG	V
במפורש	具體	במפורש	具體	ADV	ADJ
היל	希爾	היל	希爾	PROPN	PROPN
היל	山	היל	山	PROPN	N
שוורץ	schwartz	שוורץ	schwartz	PROPN	
ברמן	酒	ברמן	酒	PROPN	N
ברמן	berman	ברמן	berman	PROPN	
עוף	雞肉	עוף	雞肉		N
עוף	山雞	עוף	山雞		N
עוף	雞	עוף	雞		N
קצה	邊緣	קצה	邊緣		N
תחתון	低	תחתון	低	ADJ;MASC;SG	PART
תחתון	下方	תחתון	下方	ADJ;MASC;SG	N
תחתון	底	תחתון	底	ADJ;MASC;SG	N
תחתון	底部	תחתון	底部	ADJ;MASC;SG	N
תחתון	底下	תחתון	底下	ADJ;MASC;SG	N
קרטר	卡特	קרטר	卡特	PROPN	PROPN
קרטר	carter	קרטר	carter	PROPN	
השבט	部族	השבט	部族		N
השבט	部落	השבט	部落		N
השבט	部落	השבט	部落		N
כפייה	被	כפייה	被	N;FEM;SG	V;PASS
כפייה	強迫	כפייה	強迫	N;FEM;SG	
כפייה	強制	כפייה	強制	N;FEM;SG	V
כפייה	強迫	כפייה	強迫	N;FEM;SG	
כפייה	強制	כפייה	強制	N;FEM;SG	V
כפייה	強迫	כפייה	強迫	N;FEM;SG	
כפייה	強迫	כפייה	強迫	N;FEM;SG	V
ליברפול	利物浦	ליברפול	利物浦	PROPN	PROPN
האלפים	阿爾卑斯	האלף	阿爾卑斯	N;MASC;PL	PROPN
קניון	峽谷	קניון	峽谷	PROPN	N
קניון	商場	קניון	商場	PROPN	N
עיסוק	佔領	עיסוק	佔領	N;MASC;SG	V
ווקר	walker	ווקר	walker	PROPN	
עתיק	古	עתיק	古		PART
עתיק	古代	עתיק	古代		N
עתיק	古老	עתיק	古老		ADJ
חריפה	急性	חריף	急性	ADV	N
חריפה	尖	חריף	尖	ADV	ADJ
נפץ	爆炸	נפץ	爆炸	N;MASC;SG	V
העתיד	今後	העתיד	今後	ADV	N
העתיד	將來	העתיד	將來	ADV	N
העתיד	未來	העתיד	未來	ADV	N
ייעוץ	輔導	ייעוץ	輔導	N;MASC;SG	V
ייעוץ	協商	ייעוץ	協商	N;MASC;SG	V
סרן	機長	סרן	機長	PROPN	N
סרן	隊長	סרן	隊長	PROPN	N
סוגה	類型	סוג	類型	ADV	N
סוגה	流派	סוג	流派	ADV	N
גרף	圖表	גרף	圖表	PROPN	N
גרף	圖形	גרף	圖形	PROPN	N
גרף	圖	גרף	圖	PROPN	N
לנין	列寧	לנין	列寧	PROPN	PROPN
שלג	下雪	שלג	下雪	PROPN	N
שלג	雪	שלג	雪	PROPN	PROPN
שלג	snow	שלג	snow	PROPN	
פרדיננד	ferdinand	פרדיננד	ferdinand	PROPN	
מנה	小菜	מנה	小菜		N
מנה	菜	מנה	菜		N
מנה	劑量	מנה	劑量		N
גפן	藤	גפן	藤		PROPN
גזר	胡蘿蔔	גזר	胡蘿蔔		PROPN
גזר	蘿蔔	גזר	蘿蔔		PROPN
גזר	胡蘿蔔	גזר	胡蘿蔔		PROPN
הד	回響	הד	回響		N
הד	呼應	הד	呼應		V
הד	回聲	הד	回聲		N
הד	回音	הד	回音		N
אובדן	滅失	אובדן	滅失	N;MASC;SG	V
אובדן	喪失	אובדן	喪失	N;MASC;SG	V
השוואה	對	השוואה	對	N;FEM;SG	ADP
השוואה	比較	השוואה	比較	N;FEM;SG	ADV
קיצור	簡短	קיצור	簡短	N;MASC;SG	ADJ
קיצור	短	קיצור	短	N;MASC;SG	PART
נגן	球員	נגן	球員		N
נגן	玩家	נגן	玩家		N
נגן	玩	נגן	玩		V
נגן	彈	נגן	彈		N
נגן	播放	נגן	播放		V
היבשת	內地	היבשת	內地	PROPN	N
היבשת	大陸	היבשת	大陸	PROPN	N
היבשת	大洲	היבשת	大洲	PROPN	N
היבשת	大陸	היבשת	大陸	PROPN	N
לאסוף	集合	אסף	集合	V;NFIN;ACT	N
יווני	希臘	יווני	希臘	PROPN	PROPN
יווני	希臘	יווני	希臘	PROPN	PROPN
יורש	繼承	הורש	繼承	N;MASC;SG	V
יורש	繼任	הורש	繼任	N;MASC;SG	V
יורש	繼任	הורש	繼任	N;MASC;SG	V
ישן	老	ישן	老	PROPN	PART
ישן	舊	ישן	舊	PROPN	ADJ
ישן	舊	ישן	舊	PROPN	PART
ישן	老了	ישן	老了	PROPN	N
ישן	睡	ישן	睡	PROPN	V
ישן	睡覺	ישן	睡覺	PROPN	V
בק	bec	בק	bec		
ימית	海事	ימית	海事	PROPN	N
ימית	海事	ימית	海事	PROPN	N
קאפ	帽	קאפ	帽	PROPN	N
קאפ	cap	קאפ	cap	PROPN	
קאפ	上限	קאפ	上限	PROPN	N
התשיעית	第九	התשיעית	第九	ADV	NUM
ארלי	提早	ארלי	提早	PROPN	V
ארלי	及	ארלי	及	PROPN	ADV
ארלי	早期	ארלי	早期	PROPN	N
ארלי	提前	ארלי	提前	PROPN	V
הסוציאליסטית	社會	הסוציאליסטי	社會	ADV	N
רג	reg	רג	reg		
הערב	今夜	הערב	今夜	ADV	N
הערב	今晚	הערב	今晚	ADV	N
חוברת	小	חוברת	小	N;FEM;SG	PART
חוברת	小	חוברת	小	N;FEM;SG	PART
לשמר	保全	שימר	保全	V;NFIN;ACT	N
המצטיין	mvp	המצטיין	mvp	PROPN	
פרנקלין	franklin	פרנקלין	franklin	PROPN	
הוגו	hugo	הוגו	hugo	PROPN	
מקורה	室內	קורה	室內	PROPN	N
נורה	nora	נורה	nora	V;MASC;SG;3;PST;MID	
נורה	norah	נורה	norah	V;MASC;SG;3;PST;MID	
פופולרית	熱門	פופולרית	熱門	ADJ;FEM;SG	N
פופולרית	流行	פופולרית	流行	ADJ;FEM;SG	V
פופולרית	受	פופולרית	受	ADJ;FEM;SG	V
פופולרית	人氣	פופולרית	人氣	ADJ;FEM;SG	N
טרי	新鮮	טרי	新鮮		N
טרי	清新	טרי	清新		N
טרי	特里	טרי	特里		PROPN
טרי	terry	טרי	terry		
קלי	kelly	קלי	kelly		
יון	離子	יון	離子	PROPN	N
יון	尹	יון	尹	PROPN	PROPN
יון	允	יון	允	PROPN	V
נוכחות	存在	נוכחות	存在	N;FEM;SG	V
אספקת	供應	אספקה	供應	N;PSSD;FEM;SG	V
אספקת	供給	אספקה	供給	N;PSSD;FEM;SG	V
חזקים	強大	חזק	強大	ADJ;MASC;PL	N
חזקים	強	חזק	強	ADJ;MASC;PL	N
מרקס	標記	מרקס	標記	PROPN	N
כבדות	沈	כבד	沈	N;FEM;PL	PROPN
מורכבות	複雜	הורכב	複雜	V;FEM;PL;V.PTCP;PASS	ADJ
מורכבות	複雜	הורכב	複雜	V;FEM;PL;V.PTCP;PASS	ADJ
מרגרט	margaret	מרגרט	margaret	PROPN	
עצמות	bones	עצם	bones	N;FEM;PL	
יעילות	高	יעילות	高	N;FEM;SG	ADJ
יעילות	有效率	יעילות	有效率	N;FEM;SG	V
יעילות	有效	יעילות	有效	N;FEM;SG	V
המנהיג	領導	המנהיג	領導	PROPN	V
המנהיג	領導	המנהיג	領導	PROPN	V
המנהיג	領袖	המנהיג	領袖	PROPN	N
הסרת	刪除	הסרה	刪除	N;PSSD;FEM;SG	V
הסרת	移除	הסרה	移除	N;PSSD;FEM;SG	V
המנצח	勝者	המנצח	勝者	PROPN	N
המנצח	贏家	המנצח	贏家	PROPN	N
חשיפה	披露	חשיפה	披露	N;FEM;SG	V
חשיפה	暴露	חשיפה	暴露	N;FEM;SG	
חשיפה	曝光	חשיפה	曝光	N;FEM;SG	V
חשיפה	曝露	חשיפה	曝露	N;FEM;SG	V
פוטנציאל	潛在	פוטנציאל	潛在	N;MASC;SG	V
שומרי	守護	שומר	守護	PROPN	V
שומרי	監護	שומר	監護	PROPN	V
שייכת	屬	שייך	屬	ADJ;FEM;SG	V
לחסום	區塊	חסם	區塊	V;NFIN;ACT	N
לחסום	block	חסם	block	V;NFIN;ACT	
חודשי	月刊	חודש	月刊	PROPN	N
חודשי	每月	חודש	每月	PROPN	DET
חודשי	月	חודש	月	PROPN	N
חודשי	月份	חודש	月份	PROPN	N
פראג	布拉格	פראג	布拉格	PROPN	PROPN
מוצלחת	成功	הוצלח	成功	ADJ;FEM;SG	N
אנתוני	anthony	אנתוני	anthony	PROPN	
אביר	騎士	אביר	騎士	PROPN	N
אלפא	alpha	אלפא	alpha	PROPN	
הטקס	儀式	הטקס	儀式		N
דבורה	deborah	דבורה	deborah	PROPN	
דבורה	蜂	דבורה	蜂	PROPN	N
דבורה	蜜蜂	דבורה	蜜蜂	PROPN	N
תיק	包	תיק	包	N;MASC;SG	PROPN
תיק	手提	תיק	手提	N;MASC;SG	V
מקורי	原文	מקורי	原文	ADJ;MASC;SG	N
מקורי	原件	מקורי	原件	ADJ;MASC;SG	N
מקורי	原創	מקורי	原創	ADJ;MASC;SG	N
מקורי	原始	מקורי	原始	ADJ;MASC;SG	N
מקורי	原	מקורי	原	ADJ;MASC;SG	PART
קש	稻草	קש	稻草		N
קש	吸管	קש	吸管		V
הפרה	違反	הפרה	違反	N;FEM;SG	V
הפרה	違規	הפרה	違規	N;FEM;SG	V
הפרה	違反	הפרה	違反	N;FEM;SG	V
הפרה	違規	הפרה	違規	N;FEM;SG	V
הלייבור	勞動	הלייבור	勞動	PROPN	V
הלייבור	勞工	הלייבור	勞工	PROPN	N
הלייבור	勞動	הלייבור	勞動	PROPN	V
יורד	降	ירד	降	V;MASC;SG;V.PTCP;ACT	
תצוגה	顯示	תצוגה	顯示	N;FEM;SG	V
תצוגה	顯示	תצוגה	顯示	N;FEM;SG	V
תצוגה	展示	תצוגה	展示	N;FEM;SG	V
תצוגה	檢視	תצוגה	檢視	N;FEM;SG	V
תצוגה	瀏覽	תצוגה	瀏覽	N;FEM;SG	V
סרגיי	sergei	סרגיי	sergei	PROPN	
באיכות	素質	באיכות	素質		N
באיכות	品質	באיכות	品質		N
באיכות	優質	באיכות	優質		N
באיכות	質量	באיכות	質量		N
פלורידה	佛羅里達	פלורידה	佛羅里達	PROPN	PROPN
פלורידה	佛羅里達	פלורידה	佛羅里達	PROPN	PROPN
מעקב	追蹤	מעקב	追蹤	N;MASC;SG	V
מעקב	跟蹤	מעקב	跟蹤	N;MASC;SG	V
מעקב	監視	מעקב	監視	N;MASC;SG	V
תחושה	感受	תחושה	感受	N;FEM;SG	V
אספקה	供應	אספקה	供應	N;FEM;SG	V
אספקה	供應	אספקה	供應	N;FEM;SG	V
אספקה	供給	אספקה	供給	N;FEM;SG	V
קבלה	驗收	קבלה	驗收	N;FEM;SG	V
קבלה	接受	קבלה	接受	N;FEM;SG	V
קבלה	收據	קבלה	收據	N;FEM;SG	V
קבלה	接待	קבלה	接待	N;FEM;SG	V
קבלה	接收	קבלה	接收	N;FEM;SG	V
קבלה	招待	קבלה	招待	N;FEM;SG	V
מניות	共享	מנייה	共享	N;FEM;PL	V
מניות	分享	מנייה	分享	N;FEM;PL	V
זקן	老	זקן	老		PART
זקן	舊	זקן	舊		ADJ
זקן	舊	זקן	舊		PART
זקן	老了	זקן	老了		N
זקן	鬍子	זקן	鬍子		N
זקן	鬍	זקן	鬍		N
מיל	磨坊	מיל	磨坊	PROPN	N
הפקות	製作	הפקה	製作	N;FEM;PL	V
אופנה	時裝	אופנה	時裝	PROPN	N
אופנה	時尚	אופנה	時尚	PROPN	N
האוסף	收集	האוסף	收集	N;MASC;SG	V
מצבה	墓碑	ציבה	墓碑		N
מצבה	墓碑	ציבה	墓碑		N
התפרצות	爆發	התפרצות	爆發	N;FEM;SG	V
התפרצות	爆發	התפרצות	爆發	N;FEM;SG	V
התפרצות	噴發	התפרצות	噴發	N;FEM;SG	V
ראויה	值得	ראוי	值得	ADJ;FEM;SG	V
טוקיו	東京	טוקיו	東京	PROPN	PROPN
ילדות	girls	ילד	girls	N;FEM;PL	
חווה	eve	חווה	eve	N;FEM;SG	
חזון	視覺	חזון	視覺		N
חזון	願景	חזון	願景		N
חזון	視	חזון	視		V
חזון	展望	חזון	展望		N
מעץ	木質	מעץ	木質		N
מעץ	木	מעץ	木		N
