algeriet	algeria	algeri	algeri	N;DEF;NEUT;SG	PROPN;NOM;SG
bekendte	tuttavat	bekendt	tuttaa	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
mærker	marks	mærke	marks	N;INDF;NEUT;PL	N;NOM;SG
edge	reuna	edge	reuna		N;NOM;SG
edge	edge	edge	edge		
edge	reunan	edge	reuna		N;GEN;SG
jürgen	jürgen	jürg	jürki	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
jürgen	jurgen	jürg	jurki	N;DEF;MASC+FEM;SG	
læsere	lukija	læser	lukija	N;INDF;MASC+FEM;PL	N;NOM;SG
knight	knight	knight	knight	N;INDF;MASC+FEM;SG	
tilgængeligt	saatavissa	tilgængeligt	saada	ADJ;INDF;NEUT;SG	V;IN+ESS;PL;V.PTCP;PASS
tilgængeligt	käytettävissä	tilgængeligt	käyttää	ADJ;INDF;NEUT;SG	V;IN+ESS;PL;V.PTCP;PASS
tilgængeligt	tarjolla	tilgængeligt	tarjolla	ADJ;INDF;NEUT;SG	ADV
tilgængeligt	saatavilla	tilgængeligt	saada	ADJ;INDF;NEUT;SG	V;AT+ESS
;PL;V.PTCP;PASS
tilgængeligt	saatavana	tilgængeligt	saada	ADJ;INDF;NEUT;SG	V;FRML;SG;V.PTCP;PASS
tungt	raskaat	tungt	raskas	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
smukt	kaunotar	smuk	kaunotar	ADJ;INDF;NEUT;SG	N;NOM;SG
smukt	kauniit	smuk	kaunis	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
hugh	hugh	hugh	hugh		PROPN;NOM;SG
ryg	takaisin	ryg	takaisin	N;INDF;MASC+FEM;SG	ADV
ryg	taaksepäin	ryg	taaksepäin	N;INDF;MASC+FEM;SG	ADV
ryg	polttaa	ryg	polttaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
ryg	polta	ryg	polta	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
faldende	putoaminen	falde	putoaminen	V;PRS;V.PTCP	N;NOM;SG
faldende	laskussa	falde	lasku	V;PRS;V.PTCP	N;IN+ESS;SG
forstad	lähiöissä	forstad	lähiö	N;INDF;MASC+FEM;SG	N;IN+ESS;PL
ram	ram	ram	ram		N;NOM;SG
ram	pässi	ram	pässi		N;NOM;SG
uro	levottomuuksia	uro	levottomuus	N;INDF;MASC+FEM;SG	N;PRT;PL
trusler	uhka	trusel	uhka	N;INDF;MASC+FEM;PL	N;NOM;SG
trusler	uhkaus	trusel	uhkaus	N;INDF;MASC+FEM;PL	N;NOM;SG
trusler	uhkaa	trusel	uhata	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN;ACT
trusler	uhka	trusel	uhka	N;INDF;MASC+FEM;PL	N;NOM;SG
lau	lau	lau	lau		N;NOM;SG
willy	willy	willy	willy		N;NOM;SG
eminem	eminem	eminem	eminem		N;NOM;SG
coast	rannikolla	coast	rannikko		N;AT+ESS
;SG
coast	rannikko	coast	rannikko		N;NOM;SG
fjernsyn	televisioiden	fjernsyn	televisia	N;INDF;NEUT;SG	N;GEN;PL
ture	trips	tur	trips	N;INDF;MASC+FEM;PL	
leon	leon	leon	leo		
forstået	ymmärtää	forstå	ymmärtää	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
brygge	brew	brygge	brew		N;NOM;SG
opfandt	keksitty	opfinde	keksiä	V;IND;PST;FIN;ACT	N;NOM;SG
opfandt	keksittiin	opfinde	keksiä	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
denis	denis	denis	denis		PROPN;NOM;SG
logik	looginen	logik	looginen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
latinsk	latinaa	latinsk	latina	ADJ;INDF;SG	N;PRT;SG
forbliver	jäännökset	forblive	jäännös	V;IND;PRS;FIN;ACT	N;NOM;PL
ruiner	pilaa	ruin	pilata	N;INDF;MASC+FEM;PL	V;IND;SG;2;PRS;FIN;ACT
investeringer	sijoitus	investering	sijoitus	N;INDF;MASC+FEM;PL	N;NOM;SG
investeringer	investointi	investering	investointi	N;INDF;MASC+FEM;PL	N;NOM;SG
israelsk	israelin	israelsk	israeli	ADJ;INDF;SG	N;GEN;SG
israelsk	israelilaiset	israelsk	israe#lilainen	ADJ;INDF;SG	N;NOM;PL
israelsk	israelin	israelsk	israeli	ADJ;INDF;SG	N;GEN;SG
israelsk	israel	israelsk	israel	ADJ;INDF;SG	N;NOM;SG
israelsk	israelista	israelsk	israelinen	ADJ;INDF;SG	N;IN+ABL;SG
israelsk	israelissa	israelsk	israeli	ADJ;INDF;SG	N;IN+ESS;SG
skåret	sirpale	skære	sirpale	V;INDF;SG;PST;V.PTCP	N;NOM;SG
lane	lanen	lane	lani		N;GEN;SG
lane	lane	lane	lane		N;NOM;SG
tusindvis	tuhannet	tusindvis	tuhat	ADV	N;NOM;PL
tusindvis	tuhansia	tusindvis	tuhat	ADV	NUM;PRT;PL
fjernede	poistetut	fjerne	poistaa	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
fjernede	poistettiin	fjerne	poistaa	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
fjernede	poistettu	fjerne	poistaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
ulykker	vahinko	ulykke	vahinko	N;INDF;MASC+FEM;PL	N;NOM;SG
ulykker	tapaturma	ulykke	tapa#turma	N;INDF;MASC+FEM;PL	N;NOM;SG
ulykker	onnettomuus	ulykke	onnettomuus	N;INDF;MASC+FEM;PL	N;NOM;SG
pete	pete	pete	pete	PROPN	PROPN;NOM;SG
pete	peten	pete	peten	PROPN	N;GEN;SG
nicholas	nicholas	nicholas	nicholas		PROPN;NOM;SG
mann	mann	mann	manta	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
beograd	belgradin	beograd	belgrad		N;GEN;SG
omgivende	ympäröivän	omgive	ympäröidä	ADJ	V;GEN;SG;V.PTCP;ACT
omgivende	ympäröivä	omgive	ympäröidä	ADJ	V;NOM;SG;V.PTCP;ACT
ost	juustoja	ost	juusto	N;INDF;MASC+FEM;SG	N;PRT;PL
troen	faith	tro	faith	N;DEF;MASC+FEM;SG	
troen	uskoa	tro	uskoa	N;DEF;MASC+FEM;SG	V;SG;NFIN;ACT
troen	usko	tro	uskoa	N;DEF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
add	lisää	add	lisää	N;INDF;NEUT;SG	ADV
add	lisätä	add	lisätä	N;INDF;NEUT;SG	V;SG;NFIN;ACT
lara	lara	lara	lara	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
overveje	harkittava	overveje	harkittava	V;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
lettisk	latvia	lettisk	latvi	ADJ;INDF;SG	N;NOM;SG
lettisk	latvian	lettisk	latvi	ADJ;INDF;SG	N;GEN;SG
svækket	heikentää	svæk	heikentää	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
svækket	heikkenee	svæk	heiketä	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
est	est	est	est		N;NOM;SG
arkiver	arkisto	arkive	arkisto	N;INDF;NEUT;PL	N;NOM;SG
bekostning	kulu	bekostning	kulua	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
udgår	poistetut	udgå	poistaa	V;IND;PRS;FIN;ACT	V;NOM;PL;V.PTCP;PASS
udgår	poistettiin	udgå	poistaa	V;IND;PRS;FIN;ACT	V;IND;PST;FIN;PASS
udgår	poistettu	udgå	poistaa	V;IND;PRS;FIN;ACT	V;NOM;SG;V.PTCP;PASS
åbnes	avautuu	åbne	avautua	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN;ACT
åbnes	aukeaa	åbne	aueta	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN;ACT
piper	piper	pipe	piper	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
palads	palace	palads	palace	N;INDF;NEUT;SG	
opdagelse	löytöjä	opdagelse	löytö	N;INDF;MASC+FEM;SG	N;PRT;PL
botaniske	kasvitieteellinen	botanisk	kasvi#tieteellinen	ADJ;PL	ADJ;NOM;SG
diskuteres	kyseenalainen	diskutere	kyseenalainen	V;NFIN;PASS	ADJ;NOM;SG
helen	helen	hel	heli	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
uffe	uffe	uffe	uffe	PROPN	N;NOM;SG
españa	españa	españa	españa		
child	lasta	child	lapsi		N;PRT;SG
child	lapsen	child	lapsi		N;GEN;SG
child	lapsi	child	lapsi		N;NOM;SG
krim	krimin	krim	krimi	PROPN	N;GEN;SG
krim	krimin	krim	krimi	PROPN	N;GEN;SG
misbrug	väärinkäytön	misbrug	väärin#käyttö	N;INDF;NEUT;SG	ADJ;GEN;SG
misbrug	väärinkäytön	misbrug	väärin#käyttö	N;INDF;NEUT;SG	ADJ;GEN;SG
misbrug	väärinkäytökset	misbrug	väärin#käytös	N;INDF;NEUT;SG	N;NOM;PL
misbrug	väärinkäytökset	misbrug	väärin#käytös	N;INDF;NEUT;SG	N;NOM;PL
misbrug	väärinkäytöksiä	misbrug	väärin#käytös	N;INDF;NEUT;SG	N;PRT;PL
kulturelt	kulttuurinen	kulturelt	kulttuurinen	ADV	ADJ;NOM;SG
savage	savage	savage	savage		
fastsat	kiinteät	fastsætte	kiinteä	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
fastsat	kiinteän	fastsætte	kiinteä	V;INDF;SG;PST;V.PTCP	ADJ;GEN;SG
fastsat	kiinteä	fastsætte	kiinteä	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
hercegovina	hertsegovina	hercegovina	hertsegöva		PROPN;NOM;SG
foretrukne	suosi	foretrukne	suosia	ADJ;PL	V;IMP;SG;2;FIN;ACT
amerikaner	amerikkalainen	amerikaner	amerikkalainen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
amerikaner	amerikkalaiset	amerikaner	amerikkalainen	N;INDF;MASC+FEM;SG	N;NOM;PL
amerikaner	american	amerikaner	america	N;INDF;MASC+FEM;SG	
erkendelse	tunnustavat	erkendelse	tunnustaa	N;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN;ACT
abel	abel	abel	abel	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
peer	peer	peer	peer	N;INDF;MASC+FEM;SG	
helsingfors	helsingissä	helsingfors	helsinki	N;INDF;NEUT;SG	PROPN;IN+ESS;SG
helsingfors	helsingin	helsingfors	helsinki	N;INDF;NEUT;SG	PROPN;GEN;SG
vindende	voitto	vinde	voitto	V;PRS;V.PTCP	N;NOM;SG
vindende	voitolla	vinde	voitolla	V;PRS;V.PTCP	N;AT+ESS
;SG
vindende	voittaminen	vinde	voittaminen	V;PRS;V.PTCP	N;NOM;SG
six	kuusi	six	kuusi		NUM;NOM;SG
six	kuudes	six	kuudes		ADJ;NOM;SG
adrian	adrian	adrian	adria		
svalbard	svalbard	svalbard	svalbard		N;NOM;SG
discovery	löytö	discovery	löytö		N;NOM;SG
discovery	löytöjä	discovery	löytö		N;PRT;PL
avenue	avenue	avenue	avetua		N;NOM;SG
spencer	spencerin	spence	spencer	N;INDF;MASC+FEM;SG	PROPN;GEN;SG
spencer	spencer	spence	spencer	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
born	syntynyt	born	syntyä		V;NOM;SG;V.PTCP;ACT
born	syntyneet	born	syntyä		V;NOM;PL;V.PTCP;ACT
born	syntyi	born	syntyä		V;IND;SG;3;PST;FIN;ACT
alberto	alberto	alberto	alberto		PROPN;NOM;SG
logisk	loogisesti	logisk	loogisesti	ADJ;INDF;SG	ADV
logisk	logiikkaa	logisk	logiikka	ADJ;INDF;SG	N;PRT;SG
logisk	logiikan	logisk	logiikka	ADJ;INDF;SG	N;GEN;SG
logisk	logiikka	logisk	logiikka	ADJ;INDF;SG	N;NOM;SG
udstedt	myönnetyt	udstedt	myöntää	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
udstedt	annetut	udstedt	antaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
philipp	philipp	philipp	philipp		PROPN;NOM;SG
erhvervet	saavutetut	erhvervet	saavuttaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
velegnet	sopivan	velegnet	sopia	ADJ;INDF;SG	V;GEN;SG;V.PTCP;ACT
velegnet	sopivat	velegnet	sopiva	ADJ;INDF;SG	ADJ;NOM;PL
velegnet	soveltuva	velegnet	soveltua	ADJ;INDF;SG	V;NOM;SG;V.PTCP;ACT
himmel	sky	himmel	sky	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
wang	wang	wang	wang		PROPN;NOM;SG
ansvarlige	vastuullinen	ansvarlig	vastuullinen	ADJ;PL	ADJ;NOM;SG
ansvarlige	vastuussa	ansvarlig	vastuu	ADJ;PL	N;IN+ESS;SG
ansvarlige	vastuuntuntoinen	ansvarlig	vastuuntuntoinen	ADJ;PL	ADJ;NOM;SG
redskaber	vaihde	redskab	vaihde	N;INDF;NEUT;PL	N;NOM;SG
redskaber	vaihdetta	redskab	vaihda	N;INDF;NEUT;PL	N;PRT;SG
blik	eye	blik	eye	N;INDF;NEUT;SG	
blik	silmät	blik	silmä	N;INDF;NEUT;SG	N;NOM;PL
christie	christie	christie	christie	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
påstod	haettu	påstå	hakea	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
påstod	väitetty	påstå	väittää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
greg	greg	greg	greg		PROPN;NOM;SG
bestemmelse	päättäväinen	bestemmelse	päättäväinen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
roberts	roberts	rober	roberts	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;SG
unger	unger	unge	unger	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
udøvende	toimeenpano	udøvende	toimeen#pano	ADJ	N;NOM;SG
udøvende	toimeenpaneva	udøvende	toimeen#pane	ADJ	N;NOM;SG
udøvende	executive	udøvende	executive	ADJ	N;NOM;SG
serbiske	serbia	serbisk	serbi	ADJ;PL	PROPN;NOM;SG
serbiske	serbian	serbisk	serbia	ADJ;PL	N;GEN;SG
ferie	lomat	ferie	loma	N;INDF;MASC+FEM;SG	N;NOM;PL
freedom	vapauden	freedom	vapaus		N;GEN;SG
freedom	vapautta	freedom	vapaus		N;PRT;SG
freedom	vapaus	freedom	vapaus		N;NOM;SG
freedom	vapauteen	freedom	vapaus		N;IN+ALL;SG
botanisk	kasvitieteellinen	botanisk	kasvi#tieteellinen	ADV	ADJ;NOM;SG
polens	puola	polen	puola	N;GEN;DEF;MASC+FEM;SG	PROPN;NOM;SG
polens	puolaa	polen	puola	N;GEN;DEF;MASC+FEM;SG	N;PRT;SG
passager	matkustajat	passager	matkustaja	N;INDF;MASC+FEM;SG	N;NOM;PL
pol	pol	pol	pol		N;NOM;SG
burma	burma	burma	burma		N;NOM;SG
burma	burmassa	burma	burma		N;IN+ESS;SG
burma	burman	burma	burma		N;GEN;SG
tchad	chad	tchad	chad	PROPN	PROPN;NOM;SG
sammenbrud	romahtaa	sammenbrud	romahtaa	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
facto	facto	facto	facto	ADJ;INDF;SG	N;NOM;SG
udpegede	nimetty	udpege	nimetä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
udpegede	nimetyt	udpege	nimetty	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
tænkte	ajatus	tænke	ajatus	V;IND;PST;FIN;ACT	N;NOM;SG
tænkte	ajattelun	tænke	ajattelu	V;IND;PST;FIN;ACT	N;GEN;SG
tænkte	ajattelu	tænke	ajattelu	V;IND;PST;FIN;ACT	N;NOM;SG
tænkte	miettii	tænke	miettiä	V;IND;PST;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
tænkte	ajattelua	tænke	ajattelu	V;IND;PST;FIN;ACT	N;PRT;SG
erklærer	julistetaan	erklære	julistaa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
erklærer	julistetaan	erklære	julistaa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
slås	taistelut	slås	taistelu	V;NFIN;PASS	N;NOM;PL
slås	taistella	slås	taistella	V;NFIN;PASS	V;SG;NFIN;ACT
slås	taistelevat	slås	taistella	V;NFIN;PASS	V;IND;PL;3;PRS;FIN;ACT
kold	kyl	kold	kyllä	ADJ;INDF;MASC+FEM;SG	ADV
relevans	merkityksellinen	relevans	merkityksellinen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
tjekkiske	tsekin	tjekkisk	tse	ADJ;PL	N;GEN;SG
tjekkiske	tšekin	tjekkisk	tše	ADJ;PL	N;GEN;SG
krisen	kriisit	kris	kriisi	N;DEF;MASC+FEM;SG	N;NOM;PL
palæstinensiske	palestiinan	palæstinensisk	palestiina	ADJ;PL	N;GEN;SG
palæstinensiske	palestiinalaiset	palæstinensisk	palestiinalainen	ADJ;PL	N;NOM;PL
wiener	wiener	wiener	wiener	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
wiener	wien	wiener	wien	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
wiener	wienin	wiener	wien	N;INDF;MASC+FEM;SG	PROPN;GEN;SG
wiener	wienissä	wiener	wieni	N;INDF;MASC+FEM;SG	PROPN;IN+ESS;SG
spd	spd	spd	spd		
syriske	syyria	syrisk	syyri	ADJ;PL	N;NOM;SG
syriske	syyrian	syrisk	syyri	ADJ;PL	N;GEN;SG
matthias	matthias	matthias	matthias		PROPN;NOM;SG
moss	moss	moss	moss		PROPN;NOM;SG
anvendelser	käyttää	anvendelse	käyttää	N;INDF;MASC+FEM;PL	V;IND;SG;PRS;FIN;ACT
face	kasvot	face	kasvot	N;INDF;NEUT;SG	N;NOM;PL
face	face	face	face	N;INDF;NEUT;SG	
kontrolleret	hallinnassa	kontrollere	hallinta	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
break	riko	break	riko		V;IMP;SG;2;FIN;ACT
break	rikkoa	break	rikkoa		V;SG;NFIN;ACT
break	tauko	break	tauko		N;NOM;SG
done	tehty	done	tehdä		V;NOM;SG;V.PTCP;PASS
done	done	done	done		
hertz	hertz	hertz	hertz	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
nancy	nancyn	nancy	nancy		N;GEN;SG
nancy	nancy	nancy	nancy		PROPN;NOM;SG
glee	glee	gle	glee	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
gotisk	gothic	gotisk	gothic	ADJ;INDF;SG	
spirit	hengen	spirit	henki		N;GEN;SG
spirit	henki	spirit	henki		N;NOM;SG
fed	rohkeat	fed	rohkea	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
fed	rasvaa	fed	rasva	ADJ;INDF;MASC+FEM;SG	N;PRT;SG
fed	rasva	fed	rasva	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
fed	läski	fed	läski	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
iss	iss	iss	iss	N;INDF;NEUT;SG	PROPN;NOM;SG
tusinder	tuhansia	tusinde	tuhat	N;INDF;NEUT;PL	NUM;PRT;PL
shepherd	shepherd	shepherd	shepherd		N;NOM;SG
shepherd	paimen	shepherd	paimen		N;NOM;SG
thompson	thompson	thompson	thompso		PROPN;NOM;SG
thompson	thompsonin	thompson	thompsoni		PROPN;GEN;SG
daily	päivittäistä	daily	päivittäinen		ADJ;PRT;SG
daily	päivittäin	daily	päivittäin		ADV
daily	päivittäiset	daily	päivittäinen		ADJ;NOM;PL
daily	päivittäinen	daily	päivittäinen		ADJ;NOM;SG
sagn	legendoja	sagn	legendo	N;INDF;NEUT;SG	N;PRT;PL
dårligere	pahempaa	dårlig	paha	ADV;CMPR	ADJ;PRT;CMPR;SG
dårligere	huonompi	dårlig	huono	ADV;CMPR	ADJ;NOM;CMPR;SG
dårligere	pahempi	dårlig	paha	ADV;CMPR	ADJ;NOM;CMPR;SG
alpes	alpes	alpes	alpes	N;INDF;MASC+FEM;SG	
nature	luonnosta	natur	luonnos		N;IN+ABL;SG
nature	luonne	natur	luonne		N;NOM;SG
nature	luontoa	natur	luonto		N;PRT;SG
nature	luonto	natur	luonto		N;NOM;SG
aktuelt	tämänhetkiset	aktuel	tämänhetkinen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
aktuelt	nykyiset	aktuel	nykyinen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
speed	nopeus	speed	nopeus		N;NOM;SG
speed	speed	speed	speed		
speed	nopeutta	speed	nopeus		N;PRT;SG
speed	vauhti	speed	vauhti		N;NOM;SG
argentinske	argentiina	argentinsk	argentiina	ADJ;PL	N;IN+ALL;SG
argentinske	argentiinan	argentinsk	argentiina	ADJ;PL	N;GEN;SG
zagreb	zagrebin	zagreb	zagreb		PROPN;GEN;SG
tilfældigt	satunnaista	tilfældigt	satuntainen	ADV	ADJ;PRT;SG
tilfældigt	satunnainen	tilfældigt	satunnainen	ADV	ADJ;NOM;SG
tilfældigt	satunnaisia	tilfældigt	satunnainen	ADV	ADJ;PRT;PL
tilfældigt	sattuma	tilfældigt	sattuma	ADV	N;NOM;SG
tilfældigt	sattumaa	tilfældigt	sattuma	ADV	N;PRT;SG
oder	oder	oder	oder		
turner	turner	turner	turner	N;INDF;MASC+FEM;SG	
primitive	alkukantainen	primitiv	alku#kantainen	ADJ;PL	ADJ;NOM;SG
wing	siipi	wing	siipi		N;NOM;SG
wing	siiven	wing	siivi		N;GEN;SG
wing	wing	wing	wing		PROPN;NOM;SG
nytte	hyöty	nytte	hyöty	V;NFIN;ACT	N;NOM;SG
joan	johanna	joan	johanna		PROPN;NOM;SG
joan	joan	joan	joka		PROPN;NOM;SG
afhængige	riippuvainen	afhængig	riippuvainen	ADJ;PL	ADJ;NOM;SG
afhængige	riippuvainen	afhængig	riippuvainen	ADJ;PL	ADJ;NOM;SG
afhængige	koukussa	afhængig	koukku	ADJ;PL	N;IN+ESS;SG
dirty	likaista	dirty	likainen		ADJ;PRT;SG
dirty	likainen	dirty	likainen		ADJ;NOM;SG
dirty	likaiset	dirty	likainen		ADJ;NOM;PL
skyder	ammuskelua	skyde	ammuskelu	V;IND;PRS;FIN;ACT	N;PRT;SG
skyder	ammuskelu	skyde	ammuskelu	V;IND;PRS;FIN;ACT	N;NOM;SG
skyder	ampuminen	skyde	ampuminen	V;IND;PRS;FIN;ACT	N;NOM;SG
skyder	ampuminen	skyde	ampuminen	V;IND;PRS;FIN;ACT	N;NOM;SG
skyder	potkut	skyde	potku	V;IND;PRS;FIN;ACT	N;NOM;PL
præsenterede	esitellyt	præsentere	esitellä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
præsenterede	esitelty	præsentere	esitellä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
præsenterede	esitti	præsentere	esittää	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
bin	bin	bin	bin		PROPN;NOM;SG
floyd	floyd	floyd	floyd		PROPN;NOM;SG
hegn	aitojen	hegn	aito	N;INDF;NEUT;SG	ADJ;GEN;PL
hegn	aitoja	hegn	aito	N;INDF;NEUT;SG	ADJ;PRT;PL
liège	liege	liège	liege		N;NOM;SG
liège	liège	liège	liège		N;NOM;SG
lilla	violetti	lilla	violetti		N;NOM;SG
bros	bros	bros	bros		
groft	rankka	groft	rankka	ADV	ADJ;NOM;SG
groft	rankkaa	groft	rankka	ADV	ADJ;PRT;SG
groft	karkea	groft	karkea	ADV	ADJ;NOM;SG
groft	karkea	groft	karkea	ADV	ADJ;NOM;SG
krydset	ylitti	kryds	ylittää	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN;ACT
krydset	ylitetty	kryds	ylittää	N;DEF;NEUT;SG	V;NOM;SG;V.PTCP;PASS
overdrev	liioiteltua	overdrev	liioitella	N;INDF;NEUT;SG	V;PRT;SG;V.PTCP;PASS
overdrev	liioiteltuja	overdrev	liioitella	N;INDF;NEUT;SG	V;PRT;PL;V.PTCP;PASS
iowa	iowa	iowa	iowa		
gennemgang	tarkistaa	gennemgang	tarkistaa	N;INDF;MASC+FEM;SG	V;IND;SG;FIN;ACT
drager	leijoja	drage	leija	V;IND;PRS;FIN;ACT	N;PRT;PL
drager	lohikäärmeet	drage	lohi#käärme	V;IND;PRS;FIN;ACT	N;NOM;PL
drager	lohikäärmeitä	drage	lohi#käärme	V;IND;PRS;FIN;ACT	N;PRT;PL
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
arrangerede	järjestetty	arrangere	järjestää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
kvaliteten	laadukas	kvalitet	laadukas	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
pablo	pablo	pablo	pablo		PROPN;NOM;SG
split	jako	split	jako		N;NOM;SG
split	jaettu	split	jakaa		V;NOM;SG;V.PTCP;PASS
begrænsninger	rajoitus	begrænsning	rajoitus	N;INDF;MASC+FEM;PL	N;NOM;SG
begrænsninger	rajoittaminen	begrænsning	rajoittaminen	N;INDF;MASC+FEM;PL	N;NOM;SG
gaver	esittelee	gave	esitellä	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN;ACT
oplevelse	kokemukset	oplevelse	kokemus	N;INDF;MASC+FEM;SG	N;NOM;PL
oplevelse	kokemuksia	oplevelse	kokemus	N;INDF;MASC+FEM;SG	N;PRT;PL
mystiske	salaperäinen	mystisk	sala#peräinen	ADJ;PL	ADJ;NOM;SG
mystiske	mystinen	mystisk	mystinen	ADJ;PL	ADJ;NOM;SG
mystiske	mystinen	mystisk	mystinen	ADJ;PL	ADJ;NOM;SG
mystiske	mystic	mystisk	mystic	ADJ;PL	
mystiske	mystinen	mystisk	mystinen	ADJ;PL	ADJ;NOM;SG
sri	sri	sri	sri	PROPN	PROPN;NOM;SG
filosofisk	filosofinen	filosofisk	filosofinen	ADV	ADJ;NOM;SG
glade	hyvää	glad	hyvä	ADJ;PL	ADJ;PRT;SG
glade	onnellinen	glad	onnellinen	ADJ;PL	ADJ;NOM;SG
glade	tyytyväinen	glad	tyytyväinen	ADJ;PL	ADJ;NOM;SG
glade	iloinen	glad	iloinen	ADJ;PL	ADJ;NOM;SG
cola	kokaiinia	cola	kokaiini		N;PRT;SG
cola	kokaiini	cola	kokaini		N;NOM;SG
cola	cola	cola	cola		N;NOM;SG
queens	queens	que	queens	N;GEN;DEF;MASC+FEM;SG	
moser	moser	mose	moser	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
afsluttende	viimeistely	afslutte	viimeistely	V;PRS;V.PTCP	N;NOM;SG
afsluttende	sulkeminen	afslutte	sulkeminen	V;PRS;V.PTCP	N;NOM;SG
afsluttende	lopullinen	afslutte	lopullinen	V;PRS;V.PTCP	ADJ;NOM;SG
afsluttende	finaali	afslutte	finaali	V;PRS;V.PTCP	N;NOM;SG
emilie	emilie	emilie	emilie		N;NOM;SG
utah	utah	utah	utah		PROPN;NOM;SG
karakterer	merkkiä	karakter	merkki	N;INDF;MASC+FEM;PL	N;PRT;SG
joint	yhteinen	joint	yhteinen		ADJ;NOM;SG
joint	yhteisen	joint	yhteinen		ADJ;GEN;SG
ondt	pahaa	ondt	paha	ADV	ADJ;PRT;SG
ondt	ilkeä	ondt	ilkeä	ADV	ADJ;NOM;SG
ondt	paha	ondt	paha	ADV	ADJ;NOM;SG
ondt	pahuus	ondt	pahuus	ADV	N;NOM;SG
