اتھاہ	diep	اتھاہ	diep		ADV
برعکس	teenoorgestelde	برعکس	teenoorgesteld	ADP	ADJ;NOM
برقرار	daargestel	برقرار	daarstel	ADJ	V;PST;V.PTCP
برقرار	vasgestel	برقرار	vasstel	ADJ	V;PST;V.PTCP
برقرار	gevestig	برقرار	vestig	ADJ	V;PST;V.PTCP
برقرار	vas	برقرار	vas	ADJ	ADV
برقرار	staande	برقرار	staand	ADJ	
برقرار	staan	برقرار	staan	ADJ	V;PRS
برقرار	reggemaak	برقرار	regmaak	ADJ	V;PST;V.PTCP
برقرار	extant	برقرار	extant	ADJ	
برگشتگی	opstand	برگشتگی	opstand	V;MASC;SG;FIN;ACT	N;SG
برلانا	grant	برلانا	grant	V;SG;NFIN;ACT	
برملا	openbare	برملا	openbaar	V;MASC;SG;ACT	ADJ;NOM
برملا	publieke	برملا	publiek	V;MASC;SG;ACT	N;PL
برملا	publiek	برملا	publiek	V;MASC;SG;ACT	N;SG
برملا	openbare	برملا	openbaar	V;MASC;SG;ACT	ADJ;NOM
برملا	publieke	برملا	publiek	V;MASC;SG;ACT	N;PL
برملا	publiek	برملا	publiek	V;MASC;SG;ACT	N;SG
برملا	ope	برملا	ope	V;MASC;SG;ACT	N;SG
برملا	oop	برملا	oop	V;MASC;SG;ACT	ADV
بِر	reinheid	بِر	reinheid		N;SG
بُرا	verlies	بُرا	verlies	PRO;NOM;MASC;SG	N;SG
بُرا	wicked	بُرا	wicked	PRO;NOM;MASC;SG	
بُرا	sleg	بُرا	sleg	PRO;NOM;MASC;SG	ADV
بُرا	lelik	بُرا	lelik	PRO;NOM;MASC;SG	ADV
بُرا	base	بُرا	base	PRO;NOM;MASC;SG	
بُرا	onderliggende	بُرا	onderliggend	PRO;NOM;MASC;SG	ADJ;NOM
بُرا	basis	بُرا	basis	PRO;NOM;MASC;SG	N;SG
بُرا	ongeskik	بُرا	ongeskik	PRO;NOM;MASC;SG	
براحال	hartseer	براحال	hartseer	N	V;PRS
برّا	lamb	برّا	lamb	PROPN;NOM;MASC;SG;3	
بُرّا	hol	بُرِا	hol	PROPN;NOM;MASC;SG;3	
برابر	presies	برابر	presies	ADJ	
برابر	parallel	برابر	parallel	ADJ	
برابر	parallelle	برابر	parallel	ADJ	N;PL
برابر	selfde	برابر	selfde	ADJ	
برابر	akkurate	برابر	akkuraat	ADJ	N;PL
برابر	akkuraat	برابر	akkuraat	ADJ	
برابر	uniform	برابر	uniform	ADJ	
برابر	heeltyd	برابر	heeltyd	ADJ	ADV
برابر	ooreenstemmend	برابر	ooreenstemmend	ADJ	ADP
برابر	glad	برابر	glad	ADJ	
برابر	gewoon	برابر	gewoon	ADJ	V;PST;V.PTCP
برابر	eenvoudig	برابر	eenvoudig	ADJ	ADV
برابر	direk	برابر	direk	ADJ	
برابر	rig	برابر	rig	ADJ	V;PRS
برابر	gekuier	برابر	kuier	ADJ	V;PST;V.PTCP
برابر	saam	برابر	saam	ADJ	ADV
برابر	selfs	برابر	selfs	ADJ	ADV
برابری	par	برابری	par	ADJ	
برابری	parallelism	برابری	parallelism	ADJ	
برابری	gelykheid	برابری	gelykheid	ADJ	N;SG
برابری	saldo	برابری	saldo	ADJ	
برابری	balans	برابری	balans	ADJ	N;SG
برات	orde	برات	orde	N;NOM;MASC;PL;3	N;SG
برات	bestel	برات	bestel	N;NOM;MASC;PL;3	V;PRS
برات	volgorde	برات	volgorde	N;NOM;MASC;PL;3	N;SG
برات	bestelling	برات	bestelling	N;NOM;MASC;PL;3	N;SG
برات	rangskik	برات	rangskik	N;NOM;MASC;PL;3	
برات	betaling	برات	betaling	N;NOM;MASC;PL;3	N;SG
برات	noot	برات	noot	N;NOM;MASC;PL;3	N;SG
برات	skare	برات	skaar	N;NOM;MASC;PL;3	N;SG
برات	ontslag	برات	ontslag	N;NOM;MASC;PL;3	N;SG
برات	ontlaai	برات	ontlaai	N;NOM;MASC;PL;3	V;PRS
بِراٹ	skoonheid	بِراٹ	skoonheid	PROPN;NOM;MASC;SG;3	N;SG
بِراجمان	pragtige	بِراجمان	pragtig	PROPN;NOM;MASC;SG;3	ADJ;NOM
بِراجمان	brilliant	بِراجمان	brilliant	PROPN;NOM;MASC;SG;3	
بِراجمان	ongelooflike	بِراجمان	ongelooflik	PROPN;NOM;MASC;SG;3	ADJ;NOM
بِراجمان	briljante	بِراجمان	briljant	PROPN;NOM;MASC;SG;3	ADJ;NOM
بِراجمان	slank	بِراجمان	slank	PROPN;NOM;MASC;SG;3	
بِراجنا	grace	بِراجنا	grace	PROPN;NOM;MASC;SG;3	
بِرادر	broer	بِرادر	broer	PROPN;NOM;MASC;SG;3	N;SG
بِرادری	community	بِرادری	community	N;NOM;MASC;SG;3	
بُرادہ	sawdust	بُرادہ	sawdust	PROPN;NOM;MASC;SG;3	
برار	versoening	برار	versoening	PROPN;NOM;MASC;SG;3	N;SG
برارا	tou	برارا	tou		N;SG
براری	bos	براری	bos	N;NOM;MASC;SG;3	V;PRS
براز	mosie	براز	mosie	PROPN;NOM;MASC;SG;3	N;SG
براز	motion	براز	motion	PROPN;NOM;MASC;SG;3	
براز	beweging	براز	beweging	PROPN;NOM;MASC;SG;3	N;SG
بُراس	boos	بُراس	boos	PROPN;NOM;MASC;SG;3	
بُراس	bose	بُراس	bose	PROPN;NOM;MASC;SG;3	N;SG
براعت	kundigheid	براعت	kundigheid	ADP	N;SG
براعت	vermoë	براعت	vermoë	ADP	N;SG
براعت	vermoeë	براعت	vermoeë	ADP	V;PRS
برّاق	ongelooflike	برّاق	ongelooflik		ADJ;NOM
برّاق	briljante	برّاق	briljant		ADJ;NOM
برّاق	luukse	برّاق	luukse		N;PL
برّاق	swift	برّاق	swift		
براقت	skyn	براقت	skyn		V;PRS
بِرام	rus	بِرام	rus		V;PRS
بِرام	res	بِرام	res		N;SG
بُرّاں	skerp	بُرّ	skerp	PROPN;NOM;MASC;SG;3	
بِرانا	buitelandse	بِرانا	buitelands	V;SG;NFIN;ACT	ADJ;NOM
بِرانا	foreign	بِرانا	foreign	V;SG;NFIN;ACT	
بِرانا	vreemd	بِرانا	vreemd	V;SG;NFIN;ACT	
برّانا	cry	برّانا	cry	V;SG;NFIN;ACT	
برّانا	rave	برّانا	rave	V;SG;NFIN;ACT	
براوا	strik	براوا	strik		V;PRS
براہ	via	براہ	via		ADP
براہمن	brahman	براہمن	brahman	ADP	
برأت	verlossing	برأت	verlossing	ADP	N;SG
براؤ	presisie	براؤ	presisie	ADP	
براؤ	beskerming	براؤ	beskerming	ADP	N;SG
بُرائی	harm	بُرائی	harm	N;NOM;FEM;SG;3	
بُرائی	vice	بُرائی	vice	N;NOM;FEM;SG;3	
بُرائی	boos	بُرائی	boos	N;NOM;FEM;SG;3	
برباد	vernietig	برباد	vernietig	ADJ	V;PRS
برباد	verlore	برباد	verlore	ADJ	V;PRS
برباد	verloor	برباد	verloor	ADJ	V;PRS
برباد	misluk	برباد	misluk	ADJ	V;PRS
برباد	onsuksesvol	برباد	onsuksesvol	ADJ	
بربادی	vernietiging	بربادی	vernietiging	N;NOM;MASC;SG;3	V;PRS
بربادی	afval	بربادی	afval	N;NOM;MASC;SG;3	V;PRS
بربر	berber	بربر	berber	PROPN;NOM;MASC;SG;3	
بربریّت	wreedheid	بربریّت	wreedheid	PROPN;NOM;MASC;SG;3	N;SG
بربس	krag	بربس	krag		N;SG
بربس	elektrisiteit	بربس	elektrisiteit		N;SG
بربس	force	بربس	force		
بربس	forseer	بربس	forseer		V;PRS
بربس	krag	بربس	krag		N;SG
بربس	dwing	بربس	dwing		V;PRS
بربس	sterkte	بربس	sterk		V;PRS
بربست	modus	بربست	modus		N;SG
بربست	aangepas	بربست	aanpas		V;PST;V.PTCP
بربست	bestuur	بربست	bestuur		V;PRS
بربست	indeling	بربست	indeling		N;SG
بربھس	valsheid	بربھس	valsheid		N;SG
بربھس	strik	بربھس	strik		V;PRS
بربھسیا	kul	بربھسیا	kul	PROPN;NOM;MASC;SG;3	N;SG
بربھسیا	oneerlik	بربھسیا	oneerlik	PROPN;NOM;MASC;SG;3	
برپا	vas	برپا	vas	V;V.PTCP;ACT	ADV
برپا	staande	برپا	staand	V;V.PTCP;ACT	
برپا	vas	برپا	vas	V;V.PTCP;ACT	ADV
برپا	staande	برپا	staand	V;V.PTCP;ACT	
برَت	markus	برَت	markus		N;SG
برَت	merk	برَت	merk		V;PRS
برَت	mark	برَت	mark		N;SG
برَت	gelofte	برَت	gelofte		N;SG
برَت	kabel	برَت	kabel		N;SG
برَت	vinnige	برَت	vinnig		ADJ;NOM
برَت	tou	برَت	tou		N;SG
برت	gebruik	برت	gebruik		V;PRS
برت	praktyk	برت	praktyk		N;SG
برت	oefen	برت	oefen		V;PRS
بِرتا	krag	بڑرتا	krag	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
بِرتا	elektrisiteit	بڑرتا	elektrisiteit	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
بِرتا	vermoë	بڑرتا	vermoë	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
بِرتا	hulp	بڑرتا	hulp	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
بِرتا	force	بڑرتا	force	V;IPFV;MASC;SG;V.PTCP;ACT	
بِرتا	krag	بڑرتا	krag	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
بِرتا	ondersteuning	بڑرتا	ondersteuning	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
بِرتا	bystand	بڑرتا	bystand	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
برتائو	optrede	برتائو	optrede		N;SG
برتائو	gebruik	برتائو	gebruik		V;PRS
برتائو	praktyk	برتائو	praktyk		N;SG
برتائو	oefen	برتائو	oefen		V;PRS
برتائو	aangepas	برتائو	aanpas		V;PST;V.PTCP
برتائو	gedrag	برتائو	gedrag		N;SG
برتائو	optrede	برتائو	optrede		N;SG
برتائو	behandeling	برتائو	behandeling		N;SG
برتمان	bestaande	برتمان	bestaan	PROPN;NOM;MASC;SG;3	ADJ;NOM
برتمان	hede	برتمان	hede	PROPN;NOM;MASC;SG;3	N;PL
برتمان	tans	برتمان	tans	PROPN;NOM;MASC;SG;3	ADV
برتمان	voordra	برتمان	voordra	PROPN;NOM;MASC;SG;3	V;PRS
برتمان	teenwoordig	برتمان	teenwoordig	PROPN;NOM;MASC;SG;3	
برتنا	treat	برتنا	treat	V;NFIN;ACT	
بُرج	tower	بُرج	tower		
بُرج	toring	بُرج	toring		N;SG
برچخ	spear	برچخ	spear		
برچھا	lance	برچھا	lanc	PROPN;NOM;MASC;SG;3	
برچھا	lance	برچھا	lanc	PROPN;NOM;MASC;SG;3	
برچھا	spear	برچھا	spear	PROPN;NOM;MASC;SG;3	
برچَھیت	lancer	برچَھیت	lancer	PROPN;NOM;MASC;SG;3	
برخ	deel	برخ	deel		V;PRS
برخ	gedeelte	برخ	gedeelte		N;SG
برخ	sommige	برخ	sommige		DET
برخ	bietjie	برخ	bietjie		DET
برَد	bullock	برَد	bullock		
برد	winter	برد	winter	PROPN;NOM;MASC;SG;3	V;PRS
برد	hael	برد	hael	PROPN;NOM;MASC;SG;3	
برد	cold	برد	cold	PROPN;NOM;MASC;SG;3	
برد	koue	برد	koud	PROPN;NOM;MASC;SG;3	V;PRS
برد	koud	برد	koud	PROPN;NOM;MASC;SG;3	V;PRS
بُرد	winsgewende	بُرد	winsgeef		ADJ;NOM
بُرد	vang	بُرد	vang		V;PRS
بُرد	bie	بُرد	bie		N;SG
بُرد	versterking	بُرد	versterking		N;SG
بُرد	aanwins	بُرد	aanwins		V;PRS
بردار	draer	بردار	draer	PROPN;NOM;MASC;SG;3	
بردار	diensverskaffer	بردار	diensverskaffer	PROPN;NOM;MASC;SG;3	N;SG
برداری	bearing	برداری	bearing	N;NOM;MASC;SG;3	
برداشت	geduld	برداشت	duld	N;NOM;FEM;SG;3	
برداشت	endurance	برداشت	endurance	N;NOM;FEM;SG;3	
برداشت	tolerance	برداشت	tolerance	N;NOM;FEM;SG;3	
برداشت	geduld	برداشت	duld	N;NOM;FEM;SG;3	
برداشت	endurance	برداشت	endurance	N;NOM;FEM;SG;3	
برداشتہ	verhoogde	برداشتہ	verhoog	V;SG;ACT	ADJ;NOM
بُردبار	mild	بُردبار	mild	PROPN;NOM;MASC;SG;3	
بُردبار	geduldig	بُردبار	geduldig	PROPN;NOM;MASC;SG;3	N;SG
بُردبار	patient	بُردبار	patient	PROPN;NOM;MASC;SG;3	
بُردباری	geduld	بُردباری	duld	N;NOM;MASC;SG;3	
بردوخت	profit	بردوخت	profit	PROPN;NOM;MASC;SG;3	
بردوخت	winsgewende	بردوخت	winsgeef	PROPN;NOM;MASC;SG;3	ADJ;NOM
بردوخت	inkomste	بردوخت	inkomste	PROPN;NOM;MASC;SG;3	N;SG
بردوخت	versterking	بردوخت	versterking	PROPN;NOM;MASC;SG;3	N;SG
بردوختہ	gebind	بردوختہ	bind	PROPN;NOM;MASC;SG;3	
بردوختہ	aangesluit	بردوختہ	aansluit	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
بردہ	slaaf	بردہ	slaaf	N;NOM;MASC;SG;3	
بردہ	den	بردہ	den	N;NOM;MASC;SG;3	
بردہ	captive	بردہ	captive	N;NOM;MASC;SG;3	
بُردہ	staat	بُردہ	staat	PROPN;NOM;MASC;SG;3	N;SG
بُردہ	vernietig	بُردہ	vernietig	PROPN;NOM;MASC;SG;3	V;PRS
بردی	papirus	بردی	papirus	PROPN;NOM;MASC;SG;3	N;SG
بردھ	bull	بردھ	bull		
بِردھا	oud	بِردھا	oud	PROPN;NOM;MASC;SG;3	ADV
بِردھا	ou	بِردھا	oud	PROPN;NOM;MASC;SG;3	
بِردھان	florerende	بِردھان	floreer	PROPN;NOM;MASC;SG;3	ADJ;NOM
برزخ	vorms	برزخ	vorm		N;PL
برزخ	skerm	برزخ	skerm		N;SG
برزخ	mode	برزخ	mode		N;SG
برزخ	modes	برزخ	mode		N;PL
برزن	mansion	برزن	mansion	PROPN;NOM;MASC;SG;3	
برزن	wilderness	برزن	wilderness	PROPN;NOM;MASC;SG;3	
برزن	straat	برزن	straat	PROPN;NOM;MASC;SG;3	N;SG
برسات	stort	برسات	stort	N;NOM;MASC;SG;3	V;PRS
برسات	reën	برسات	reën	N;NOM;MASC;SG;3	V;PRS
برسنا	reën	برسنا	reën		V;PRS
برسنگھا	hert	برسنگھا	hert	PROPN;NOM;MASC;SG;3	N;SG
برشا	reën	برشا	reën	PROPN;NOM;MASC;SG;3	V;PRS
بِرِشتہ	gebraaide	بِرِشتہ	gebraaide	PROPN;NOM;MASC;SG;3	N;SG
برشِگال	reën	برشِگال	reën	PROPN;NOM;MASC;SG;3	V;PRS
برطانیہ	brittanje	برطانیہ	brittanje	PROPN;NOM;MASC;SG;3	N;PL
برفانی	snowy	برفانی	snowy	ADJ	
برفانی	snowy	برفانی	snowy	ADJ	
برفیلا	snowy	برفیلا	snowy	PROPN;NOM;MASC;SG;3	
برق	kundige	برق	kundig	PROPN;NOM;MASC;SG;3	ADJ;NOM
برق	expert	برق	expert	PROPN;NOM;MASC;SG;3	
برق	ervare	برق	ervaar	PROPN;NOM;MASC;SG;3	ADJ;NOM
برق	waarskuwing	برق	waarskuwing	PROPN;NOM;MASC;SG;3	N;SG
برق	elektrisiteit	برق	elektrisiteit	PROPN;NOM;MASC;SG;3	N;SG
برق	onaktiewe	برق	onaktief	PROPN;NOM;MASC;SG;3	ADJ;NOM
برق	aktief	برق	aktief	PROPN;NOM;MASC;SG;3	ADV
برق	weerlig	برق	weerlig	PROPN;NOM;MASC;SG;3	N;SG
برقاب	hidroëlektrisiteit	برقاب	hidroëlektrisiteit		N;SG
بُرقع	guise	بُرقع	guis	ADP	
بُرقع	toemaak	بُرقع	toemaak	ADP	V;PRS
بُرقع	omslag	بُرقع	omslag	ADP	
بُرقع	omhulsel	بُرقع	omhulsel	ADP	
بُرقع	veil	بُرقع	veil	ADP	
بُرقع	rok	بُرقع	rok	ADP	V;PRS
برقیہ	telegram	برقیہ	telegram	N;NOM;MASC;SG;3	V;PRS
برقیہ	telegram	برقیہ	telegram	N;NOM;MASC;SG;3	V;PRS
برکان	vulkaan	برکان	vulkaan		N;SG
برکت	verhoog	برکت	verhoog	N;NOM;FEM;SG;3	V;PRS
برکت	vermeerder	برکت	vermeerder	N;NOM;FEM;SG;3	V;PRS
بِرکہ	dammetjie	بِرکہ	dammetjie	CONJ	N;SG
بِرکہ	swembad	بِرکہ	swembad	CONJ	N;SG
برگ	melody	برگ	melody	PROPN;NOM;MASC;SG;3	
برگ	melodie	برگ	melodie	PROPN;NOM;MASC;SG;3	N;SG
برگ	blaar	برگ	blaar	PROPN;NOM;MASC;SG;3	N;SG
برگ	melody	برگ	melody	PROPN;NOM;MASC;SG;3	
برگ	melodie	برگ	melodie	PROPN;NOM;MASC;SG;3	N;SG
برگشتہ	gewysig	برگشتہ	wysig	ADJ	V;PST;V.PTCP
برگشتہ	geskakel	برگشتہ	skakel	ADJ	V;PST;V.PTCP
بِرلا	paar	بِرلا	paar	PROPN;NOM;MASC;SG;3	
بِرلا	wonderlik	بِرلا	wonderlik	PROPN;NOM;MASC;SG;3	ADV
بِرلا	heerlik	بِرلا	heerlik	PROPN;NOM;MASC;SG;3	
بِرلا	edelman	بِرلا	edelman	PROPN;NOM;MASC;SG;3	N;SG
بِرلا	scarce	بِرلا	scarce	PROPN;NOM;MASC;SG;3	
بِرلا	skaars	بِرلا	skaars	PROPN;NOM;MASC;SG;3	V;PRS
بِرلا	bietjie	بِرلا	bietjie	PROPN;NOM;MASC;SG;3	DET
برما	dril	برما	dril	PROPN;NOM;MASC;SG;3	
برما	dril	برما	dril	PROPN;NOM;MASC;SG;3	
برمانا	dril	برما	dril	V;SG;V.PTCP;ACT	
برمحل	apt	برمحل	apt	N	
برن	tribe	برن	tribe	PROPN;NOM;MASC;SG;3	
برن	division	برن	division	PROPN;NOM;MASC;SG;3	
برن	deling	برن	deling	PROPN;NOM;MASC;SG;3	N;SG
برن	klas	برن	klas	PROPN;NOM;MASC;SG;3	N;SG
برن	skoonheid	برن	skoonheid	PROPN;NOM;MASC;SG;3	N;SG
برن	eienskap	برن	eienskap	PROPN;NOM;MASC;SG;3	N;SG
برن	kenmerk	برن	kenmerk	PROPN;NOM;MASC;SG;3	V;PRS
برن	sekte	برن	sek	PROPN;NOM;MASC;SG;3	N;PL
برن	voorkoms	برن	voorkoms	PROPN;NOM;MASC;SG;3	N;SG
برن	rangskik	برن	rangskik	PROPN;NOM;MASC;SG;3	
برن	sorteer	برن	sorteer	PROPN;NOM;MASC;SG;3	V;PRS
برن	guise	برن	guis	PROPN;NOM;MASC;SG;3	
برنائی	jeug	برنائی	jeug	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
برنائی	jeug	برنائی	jeug	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
برنائی	adolescent	برنائی	adolescent	V;PFV;FEM;SG;V.PTCP;ACT	
بِرنج	rys	بِرنج	rys	PROPN;NOM;MASC;SG;3	N;SG
بِرنجہ	nael	بِرنجہ	nael	PROPN;NOM;MASC;SG;3	V;PRS
بِرنجی	yellow	بِرنجی	yellow	PROPN;NOM;MASC;SG;3	
برِندہ	draer	برِندہ	draer	PROPN;NOM;MASC;SG;3	
برِندہ	diensverskaffer	برِندہ	diensverskaffer	PROPN;NOM;MASC;SG;3	N;SG
برنگ	voorrade	برنگ	voorrade		N;PL
برنگ	klok	برنگ	klok		V;PRS
برنگ	klokkie	برنگ	klokkie		N;SG
برنگ	sleutel	برنگ	sleutel		V;PRS
برنگ	balk	برنگ	balk		N;SG
برنگ	bout	برنگ	bout		N;SG
برنگا	beam	برنگا	beam	PROPN;NOM;MASC;SG;3	
برنگا	straal	برنگا	straal	PROPN;NOM;MASC;SG;3	V;PRS
برنگا	lewendige	برنگا	leefendig	PROPN;NOM;MASC;SG;3	ADJ;NOM
بِروا	seun	بِروا	seun	PROPN;NOM;MASC;SG;3	N;SG
بِروا	seuntjie	بِروا	seuntjie	PROPN;NOM;MASC;SG;3	N;SG
بِروا	plant	بِروا	plant	PROPN;NOM;MASC;SG;3	N;SG
بِروا	boom	بِروا	boom	PROPN;NOM;MASC;SG;3	N;SG
بِروا	kind	بِروا	kind	PROPN;NOM;MASC;SG;3	N;SG
بروٹھا	veranda	بروٹھا	veranda	PROPN;NOM;MASC;SG;3	
بُرُوز	voorkoms	بُرُوز	voorkoms	PROPN;NOM;MASC;SG;3	N;SG
بُرُوز	emergence	بُرُوز	emergenc	PROPN;NOM;MASC;SG;3	
بروقت	apt	بروقت	apt	N;SG	
برومند	lucky	برومند	lucky	PROPN;NOM;MASC;SG;3	
برومند	gelukkig	برومند	gelukkig	PROPN;NOM;MASC;SG;3	ADV
برومند	geseënd	برومند	geseënd	PROPN;NOM;MASC;SG;3	N;SG
برومند	gelukkig	برومند	gelukkig	PROPN;NOM;MASC;SG;3	ADV
برومند	suksesvol	برومند	suksesvol	PROPN;NOM;MASC;SG;3	
برومند	suksesvolle	برومند	suksesvol	PROPN;NOM;MASC;SG;3	ADJ;NOM
بُرُوں	buite	بُرا	buite	N;ACC;MASC;PL;3	ADP
بُرُوں	sonder	بُرا	sonder	N;ACC;MASC;PL;3	ADP
برّہ	kinder	برّہ	kin		N;SG
برّہ	kind	برّہ	kind		N;SG
بُرہان	proeflees	بُرہان	proeflees	PROPN;NOM;MASC;SG;3	N;PL
بُرہان	bewys	بُرہان	bewys	PROPN;NOM;MASC;SG;3	N;SG
بِرہسپت	donderdag	بِرہسپت	donderdag	PROPN;NOM;MASC;SG;3	
برہم	kwaai	برہم	kwaai	ADJ	
برہم	confused	برہم	confused	ADJ	
برہم	verward	برہم	verward	ADJ	
برہم	kruis	برہم	kruis	ADJ	
برَہم	god	برَہم	god		N;SG
برہمانڈ	wêreld	برہمانڈ	wêreld		N;SG
برہمانڈ	aardbol	برہمانڈ	aardbol		N;SG
برہمانڈ	globe	برہمانڈ	glob		
برہمن	brahman	برہمن	brahman	PROPN;NOM;MASC;SG;3	
برہمی	verwarring	برہمی	verwarring	N;NOM;MASC;SG;3	
بِرہن	geskeide	بِرہن	geskei		ADJ;NOM
بِرہن	geskei	بِرہن	skei		V;PST;V.PTCP
بِرہن	afgekeur	بِرہن	afkeur		V;PST;V.PTCP
بِرہن	verwerp	بِرہن	verwerp		V;PRS
برہنہ	bare	برہنہ	baar	ADJ	N;SG
برہنہ	bare	برہنہ	baar	ADJ	N;SG
برہنہ	naked	برہنہ	naked	ADJ	
برہنہ	naak	برہنہ	naak	ADJ	
بری	gratis	بری	gratis	ADJ;FEM	PRO;NOM
بری	vry	بری	vry	ADJ;FEM	
بری	free	بری	free	ADJ;FEM	
بری	vrygestel	بری	vrystel	ADJ;FEM	V;PST;V.PTCP
بری	gelos	بری	gelos	ADJ;FEM	V;PST;V.PTCP
بری	skoonmaak	بری	skoonmaak	ADJ;FEM	V;PRS
بری	skoon	بری	skoon	ADJ;FEM	
بُری	wicked	بُری	wicked	ADJ;FEM	
بُری	sleg	بُری	sleg	ADJ;FEM	ADV
بِریاں	gebraaide	بِری	gebraaide	N;NOM;MASC;PL;3	N;SG
بِریانی	skryfwerk	بِریانی	skryfwerk	ADJ;NOM	N;SG
برِیّت	bevryding	برِیّت	bevryding	PROPN;NOM;MASC;SG;3	N;SG
برِیّت	vrylaat	برِیّت	vrylaat	PROPN;NOM;MASC;SG;3	V;PRS
برِیّت	vrystelling	برِیّت	vrystelling	PROPN;NOM;MASC;SG;3	N;SG
برِیّت	vryheid	برِیّت	vryheid	PROPN;NOM;MASC;SG;3	N;SG
برید	plasing	برید	plasing		N;SG
برید	plaas	برید	plaas		V;PRS
بُریدہ	cut	بُریدہ	cut	PROPN;NOM;MASC;SG;3	
بریشم	silk	بریشم	silk	PROPN;NOM;MASC;SG;3	
بریق	lig	بریق	lig	PROPN;NOM;MASC;SG;3	V;PRS
بریق	ligte	بریق	lig	PROPN;NOM;MASC;SG;3	ADJ;NOM
بریق	skitter	بریق	skitter	PROPN;NOM;MASC;SG;3	
بریں	hoë	بریں	hoog	V;SBJV;PL;FIN;ACT	
بریں	hoog	بریں	hoog	V;SBJV;PL;FIN;ACT	
بریں	vleuel	بریں	vleuel	V;SBJV;PL;FIN;ACT	ADV
بریں	grand	بریں	grand	V;SBJV;PL;FIN;ACT	
بڑ	buitensporig	بڑ	buitensporig		N;SG
بڑ	groot	بڑ	groot		V;PRS
بڑ	wonderlik	بڑ	wonderlik		ADV
بڑ	buitensporig	بڑ	buitensporig		N;SG
بڑ	groot	بڑ	groot		V;PRS
بڑ	wonderlik	بڑ	wonderlik		ADV
بڑبھاگی	lucky	بڑبھاگی	lucky	PROPN;NOM;MASC;SG;3	
بڑبھاگی	gelukkig	بڑبھاگی	gelukkig	PROPN;NOM;MASC;SG;3	ADV
بڑا	buitensporig	بڑا	buitensporig	ADJ;NOM;MASC;SG	N;SG
بڑا	huge	بڑا	hug	ADJ;NOM;MASC;SG	
بڑا	vast	بڑا	vast	ADJ;NOM;MASC;SG	
بڑا	noble	بڑا	noble	ADJ;NOM;MASC;SG	
بڑا	edel	بڑا	edel	ADJ;NOM;MASC;SG	N;SG
بڑا	superior	بڑا	superior	ADJ;NOM;MASC;SG	
بڑا	elder	بڑا	elder	ADJ;NOM;MASC;SG	
بڑا	oud	بڑا	oud	ADJ;NOM;MASC;SG	ADV
بڑا	ou	بڑا	oud	ADJ;NOM;MASC;SG	
بڑا	supreme	بڑا	supreme	ADJ;NOM;MASC;SG	
بڑا	burra	بڑا	burra	ADJ;NOM;MASC;SG	PROPN;SG
بڑا	buitensporig	بڑا	buitensporig	ADJ;NOM;MASC;SG	N;SG
بڑا	huge	بڑا	hug	ADJ;NOM;MASC;SG	
بڑا	prinsipaal	بڑا	prinsipaal	ADJ;NOM;MASC;SG	
بڑا	vast	بڑا	vast	ADJ;NOM;MASC;SG	
بڑا	noble	بڑا	noble	ADJ;NOM;MASC;SG	
بڑا	edel	بڑا	edel	ADJ;NOM;MASC;SG	N;SG
بڑا	vleuel	بڑا	vleuel	ADJ;NOM;MASC;SG	ADV
بڑا	grand	بڑا	grand	ADJ;NOM;MASC;SG	
بڑا	superior	بڑا	superior	ADJ;NOM;MASC;SG	
بڑا	elder	بڑا	elder	ADJ;NOM;MASC;SG	
بڑا	oud	بڑا	oud	ADJ;NOM;MASC;SG	ADV
بڑا	ou	بڑا	oud	ADJ;NOM;MASC;SG	
بڑا	supreme	بڑا	supreme	ADJ;NOM;MASC;SG	
بڑا	burra	بڑا	burra	ADJ;NOM;MASC;SG	PROPN;SG
بڑاوٹ	growth	بڑاوٹ	growth	PROPN;NOM;MASC;SG;3	
بڑاوٹ	groei	بڑاوٹ	groei	PROPN;NOM;MASC;SG;3	N;SG
بڑائی	betrekking	بڑائی	betrekking	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
بڑائی	opsig	بڑائی	opsig	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
بڑائی	greatness	بڑائی	greatness	V;PFV;FEM;SG;V.PTCP;ACT	
بڑائی	volume	بڑائی	volume	V;PFV;FEM;SG;V.PTCP;ACT	
بڑائی	respek	بڑائی	respek	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
بڑائی	applous	بڑائی	applous	V;PFV;FEM;SG;V.PTCP;ACT	
بڑائی	lofprysing	بڑائی	lofprysing	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
بڑبڑانا	mutter	بڑبڑانا	mutter	V;NFIN;ACT	
بڑبک	gek	بڑبک	gek		V;PST;V.PTCP
بُڑک	byt	بُڑک	byt		N;SG
