что	מה	что	מה	PRO;NOM	ADV
опубликовано	פרסם	опубликовать	פרסם	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
опубликовано	פרסם	опубликовать	פרסם	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
нормы	נורמה	норма	נורמה	N;INAN;NOM;FEM;PL	N;FEM;SG
нормы	נורם	норма	נורם	N;INAN;NOM;FEM;PL	PROPN
запрещено	אסורים	запретить	None	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;MASC;PL
запрещено	אסור	запретить	אסור	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;MASC;SG
запрещено	אסורה	запретить	אסורה	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;FEM;SG
запрещено	נאסר	запретить	נאסר	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
запрещено	אסורים	запретить	None	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;MASC;PL
запрещено	אסור	запретить	אסור	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;MASC;SG
запрещено	אסורה	запретить	אסורה	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;FEM;SG
запрещено	אסר	запретить	אסר	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
запрещено	נאסר	запретить	נאסר	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
ключ	מקש	ключ	מקש	N;INAN;NOM;MASC;SG	PROPN
ключ	המפתח	ключ	המפתח	N;INAN;NOM;MASC;SG	PROPN
скульптуры	פסל	скульптура	פסל	N;INAN;NOM;FEM;PL	PROPN
скульптуры	פיסול	скульптура	פיסול	N;INAN;NOM;FEM;PL	N;MASC;SG
местное	מקומיים	местный	מקומי	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
местное	מקומי	местный	מקומי	ADJ;NOM;NEUT;SG	PROPN
местное	מקומית	местный	מקומית	ADJ;NOM;NEUT;SG	ADV
баден	באדן	бадный	באדן	N;INAN;NOM;MASC;SG	PROPN
одесса	אודסה	одесс	אודסה	N;INAN;NOM;FEM;SG	PROPN
эндрю	אנדרו	эндрю	אנדרו	N;ANIM;NOM;MASC;SG	PROPN
соседние	שכנות	соседний	שכנות	ADJ;NOM;PL	N;FEM;SG
лорд	לורד	лорда	לורד	N;ANIM;NOM;MASC;SG	PROPN
рас	ראס	раса	ראס	N;INAN;GEN;FEM;PL	PROPN
долина	עמק	долина	עמק	N;INAN;NOM;FEM;SG	
долина	ואלי	долина	ואלי	N;INAN;NOM;FEM;SG	PROPN
долина	העמק	долина	העמק	N;INAN;NOM;FEM;SG	
текущий	זרם	текущий	זרם	ADJ;NOM;MASC;SG	N;MASC;SG
текущий	הנוכחית	текущий	הנוכחית	ADJ;NOM;MASC;SG	N
текущий	נוכחית	текущий	נוכחי	ADJ;NOM;MASC;SG	ADV
текущий	נוכחי	текущий	נוכחי	ADJ;NOM;MASC;SG	
чистая	נקיה	чистый	נקיה	ADJ;NOM;FEM;SG	
чистая	טהורים	чистый	טהור	ADJ;NOM;FEM;SG	N;MASC;PL
чистая	טהור	чистый	טהור	ADJ;NOM;FEM;SG	
христианство	כריסטיאן	христианство	כריסטיאן	N;INAN;NOM;NEUT;SG	PROPN
христианство	נוצרי	христианство	נוצרי	N;INAN;NOM;NEUT;SG	PROPN
значимых	משמעותי	значимый	משמעותי	ADJ;GEN;PL	ADJ;MASC;SG
значимых	משמעותית	значимый	משמעותי	ADJ;GEN;PL	ADV
папы	אבות	папа	אב	N;ANIM;ACC;MASC;SG	
папы	אבות	папа	אב	N;ANIM;ACC;MASC;SG	
внук	נכד	внук	נכד	N;ANIM;NOM;MASC;SG	PROPN
внук	נכד	внук	נכד	N;ANIM;NOM;MASC;SG	PROPN
внук	הנכד	внук	הנכד	N;ANIM;NOM;MASC;SG	
катастрофы	קטסטרופה	катастрофа	קטסטרופה	N;INAN;NOM;FEM;PL	PROPN
смотреть	שעון	смотреть	שעון	V;IPFV;NFIN;ACT	PROPN
смотреть	צפו	смотреть	צפה	V;IPFV;NFIN;ACT	PROPN
смотреть	צפה	смотреть	צפה	V;IPFV;NFIN;ACT	PROPN
ядра	גרעין	ядро	גרעין	N;INAN;NOM;NEUT;PL	N;MASC;SG
ядра	גרעין	ядро	גרעין	N;INAN;NOM;NEUT;PL	N;MASC;SG
ядра	הגרעין	ядро	הגרעין	N;INAN;NOM;NEUT;PL	PROPN
английская	אנגלית	английский	אנגלית	ADJ;NOM;FEM;SG	PROPN
колумбия	קולומביה	колумбия	קולומביה	N;INAN;NOM;FEM;SG	PROPN
колумбия	קולומביה	колумбия	קולומביה	N;INAN;NOM;FEM;SG	PROPN
последствия	פגיעה	последствие	פגיעה	N;INAN;NOM;NEUT;PL	N;FEM;SG
последствия	השפעה	последствие	השפעה	N;INAN;NOM;NEUT;PL	N;FEM;SG
последствия	תוצאה	последствие	תוצאה	N;INAN;NOM;NEUT;PL	N;FEM;SG
спортсмен	אתלט	спортсмен	אתלט	N;ANIM;NOM;MASC;SG	PROPN
рекомендуется	המלצת	рекомендовать	המלצה	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;SG
рекомендуется	המלצה	рекомендовать	המלצה	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;SG
рекомендуется	מומלץ	рекомендовать	מומלץ	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG
местами	למקומות	место	למקום	N;INAN;INS;NEUT;PL	
стюарт	סטיוארט	стюарт	סטיוארט	N;ANIM;NOM;MASC;SG	PROPN
стюарт	סטיוארט	стюарт	סטיוארט	N;ANIM;NOM;MASC;SG	PROPN
стюарт	סטוארט	стюарт	סטוארט	N;ANIM;NOM;MASC;SG	PROPN
германию	גרמניה	германия	גרמניה	N;INAN;ACC;NEUT;SG	PROPN
ответственный	אחריות	ответственный	אחריות	ADJ;NOM;MASC;SG	N;FEM;SG
ответственный	האחראי	ответственный	האחראי	ADJ;NOM;MASC;SG	PROPN
ответственный	אחראיות	ответственный	אחראי	ADJ;NOM;MASC;SG	ADJ;FEM;PL
ответственный	אחראים	ответственный	אחראי	ADJ;NOM;MASC;SG	N;MASC;PL
живопись	ציורים	живопись	ציור	N;INAN;NOM;FEM;SG	N;MASC;PL
мусульмане	המוסלמי	мусульманин	המוסלמי	N;ANIM;NOM;MASC;PL	PROPN
мусульмане	מוסלמית	мусульманин	מוסלמי	N;ANIM;NOM;MASC;PL	ADV
мусульмане	מוסלמי	мусульманин	מוסלמי	N;ANIM;NOM;MASC;PL	PROPN
пришла	באו	прийти	בא	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PL;3;PST;ACT
жила	חיו	жить	חי	V;IPFV;FEM;IND;SG;PST;FIN;ACT	PROPN
художественная	אומנותי	художественный	אומנותי	ADJ;NOM;FEM;SG	N;MASC;SG
художественная	אמנותית	художественный	אמנותי	ADJ;NOM;FEM;SG	ADV
стен	סטאן	стена	סטאן	N;INAN;GEN;FEM;PL	PROPN
стен	סטן	стена	סטן	N;INAN;GEN;FEM;PL	PROPN
оскар	אוסקר	оскар	אוסקר	N;ANIM;NOM;MASC;SG	PROPN
частиц	חלקיק	частица	חלקיק	N;INAN;GEN;FEM;PL	PROPN
частиц	חלקיק	частица	חלקיק	N;INAN;GEN;FEM;PL	PROPN
играла	שיחק	играть	שיחק	V;IPFV;FEM;IND;SG;PST;FIN;ACT	PROPN
играла	ניגן	играть	ניגן	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;MASC;SG
евреи	יהודייה	еврей	יהודי	N;ANIM;NOM;MASC;PL	PROPN
евреи	יהודית	еврей	יהודית	N;ANIM;NOM;MASC;PL	PROPN
евреи	יהדות	еврей	יהדות	N;ANIM;NOM;MASC;PL	N;FEM;SG
евреи	יהודיה	еврей	None	N;ANIM;NOM;MASC;PL	PROPN
евреи	יהודי	еврей	יהודי	N;ANIM;NOM;MASC;PL	N;MASC;SG
евреи	יהדות	еврей	יהדות	N;ANIM;NOM;MASC;PL	N;FEM;SG
действительный	תקף	действительный	תקף	ADJ;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
действительный	בתוקף	действительный	בתוקף	ADJ;NOM;MASC;SG	
действительный	תקפה	действительный	תקפה	ADJ;NOM;MASC;SG	N;FEM;SG
пфальц	פאלץ	пфальц	פאלץ	N;INAN;NOM;MASC;SG	PROPN
существовала	קיים	существовать	קיים	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
армения	ארמניה	армение	ארמניה	N;INAN;NOM;FEM;SG	PROPN
ханты	חנטי	хант	חנטי	N;INAN;NOM;MASC;SG	PROPN
неправильно	טועה	неправильный	טעה	ADJ;NEUT;SG	V;MASC;SG;V.PTCP;ACT
неправильно	שגוי	неправильный	שגוי	ADJ;NEUT;SG	
неправильно	טעות	неправильный	טעות	ADJ;NEUT;SG	N;FEM;SG
бельгия	בלגיה	бельгия	בלגיה	N;INAN;NOM;FEM;SG	PROPN
внутреннего	פנימית	внутренний	פנימי	ADJ;GEN;MASC;SG	ADV
внутреннего	פנימיות	внутренний	פנימייה	ADJ;GEN;MASC;SG	N;FEM;PL
внутреннего	פנימי	внутренний	פנימי	ADJ;GEN;MASC;SG	
выделить	בחרי	выделить	בחרי	V;PFV;NFIN;ACT	PROPN
калифорнии	קליפורניה	калифорния	קליפורניה	N;INAN;NOM;FEM;PL	PROPN
мальчик	בוי	мальчик	בוי	N;ANIM;NOM;MASC;SG	PROPN
извините	סליחה	извинить	סליחה	V;PFV;IMP;PL;2;FIN;ACT	PROPN
извините	מצטער	извинить	הצטער	V;PFV;IMP;PL;2;FIN;ACT	V;MASC;SG;V.PTCP
происшествия	תאונה	происшествие	תאונה	N;INAN;NOM;NEUT;PL	N;FEM;SG
конкретных	ספציפית	конкретный	ספציפית	ADJ;GEN;PL	ADV
конкретных	ספציפי	конкретный	ספציפי	ADJ;GEN;PL	ADJ;MASC;SG
татар	טטרים	татарин	טטארי	N;ANIM;GEN;MASC;PL	ADJ;MASC;PL
браун	בראון	браун	בראון	N;ANIM;NOM;MASC;SG	PROPN
браун	חומה	браун	חומה	N;ANIM;NOM;MASC;SG	PROPN
браун	חומות	браун	חומה	N;ANIM;NOM;MASC;SG	N;FEM;PL
браун	חום	браун	חום	N;ANIM;NOM;MASC;SG	
расположенных	אותרה	расположенный	אותר	ADJ;GEN;PL	PROPN
расположенных	ממוקמת	расположенный	מוקם	ADJ;GEN;PL	V;FEM;SG;V.PTCP;PASS
расположенных	ממוקם	расположенный	מוקם	ADJ;GEN;PL	V;MASC;SG;V.PTCP;PASS
птица	ציפור	птица	ציפור	N;ANIM;NOM;FEM;SG	PROPN
птица	בירד	птица	בירד	N;ANIM;NOM;FEM;SG	PROPN
метрополитен	המטרופולין	метрополитный	המטרופולין	N;INAN;NOM;MASC;SG	PROPN
метрополитен	מטרו	метрополитный	מטרה	N;INAN;NOM;MASC;SG	PROPN
старое	זקן	старый	זקן	ADJ;NOM;NEUT;SG	
старое	ישן	старый	ישן	ADJ;NOM;NEUT;SG	PROPN
старое	זקנה	старый	זקן	ADJ;NOM;NEUT;SG	N;FEM;SG
румыния	רומניה	румыния	רומניה	N;INAN;NOM;FEM;SG	PROPN
железнодорожные	מעקה	железнодорожный	מעקה	ADJ;NOM;PL	N;MASC;SG
танки	מיכלי	танк	מיכלי	N;INAN;NOM;MASC;PL	PROPN
франциско	פרנסיסקו	франциский	פרנסיסקו	ADV	PROPN
белое	לבן	белый	לבן	ADJ;NOM;NEUT;SG	
белое	לבנה	белый	לבן	ADJ;NOM;NEUT;SG	
широкой	רחבה	широкий	רחבה	ADJ;INS;FEM;SG	N;FEM;SG
широкой	רחבות	широкий	רחבה	ADJ;INS;FEM;SG	N;FEM;PL
широкой	רחב	широкий	רחב	ADJ;INS;FEM;SG	
рейн	הריין	рейн	הריין	N;INAN;NOM;MASC;SG	PROPN
рейн	ריין	рейн	ריין	N;INAN;NOM;MASC;SG	PROPN
рейн	rhein	рейн	rhein	N;INAN;NOM;MASC;SG	PROPN
фрагменты	שברי	фрагмент	שבר	N;INAN;NOM;MASC;PL	PROPN
чёрные	שחורה	черный	שחורה	ADJ;NOM;PL	ADJ;FEM;SG
чёрные	השחור	черный	השחור	ADJ;NOM;PL	
чёрные	black	черный	black	ADJ;NOM;PL	
чёрные	שחור	черный	שחור	ADJ;NOM;PL	ADJ;MASC;SG
длинные	ארוך	длинный	ארוך	ADJ;NOM;PL	ADJ;MASC;SG
длинные	ארוכה	длинный	ארוך	ADJ;NOM;PL	ADJ;FEM;SG
длинные	לונג	длинный	לונג	ADJ;NOM;PL	PROPN
опрос	סקר	опрос	סקר	N;INAN;NOM;MASC;SG	
опрос	סקר	опрос	סקר	N;INAN;NOM;MASC;SG	
греческий	יוונים	греческий	יוון	ADJ;NOM;MASC;SG	N;MASC;PL
греческий	יווני	греческий	יווני	ADJ;NOM;MASC;SG	PROPN
греческий	יוונית	греческий	יוונית	ADJ;NOM;MASC;SG	PROPN
австрийский	אוסטרי	австрийский	אוסטרי	ADJ;NOM;MASC;SG	PROPN
коротко	בקצרה	коротко	בקצרה	ADV	
коротко	קצר	коротко	קצר	ADV	ADJ;MASC;SG
коротко	קיצור	коротко	קיצור	ADV	N;MASC;SG
важные	חשוב	важный	חשוב	ADJ;NOM;PL	ADJ;MASC;SG
важные	חשובה	важный	חשוב	ADJ;NOM;PL	ADJ;FEM;SG
врагов	אויבי	враг	אויבי	N;ANIM;ACC;MASC;PL	PROPN
редактора	העורך	редактор	העורך	N;ANIM;ACC;MASC;SG	ADV
редактора	עורכת	редактор	עורך	N;ANIM;ACC;MASC;SG	V;FEM;SG;V.PTCP;ACT
короткий	קיצור	короткий	קיצור	ADJ;NOM;MASC;SG	N;MASC;SG
короткий	קצרה	короткий	קצר	ADJ;NOM;MASC;SG	ADV
убивает	הריגות	убивать	הריגה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
убивает	הורגת	убивать	הרגה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
убивает	הורג	убивать	הרג	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
гражданских	סיוויק	гражданский	סיוויק	ADJ;GEN;PL	PROPN
перевести	תרגם	перевести	תרגם	V;PFV;NFIN;ACT	PROPN
учения	תורתו	учение	תורתו	N;INAN;NOM;NEUT;PL	
порту	פורטו	порт	פורט	N;INAN;NOM;MASC;SG	PROPN
порту	נמל	порт	נמל	N;INAN;NOM;MASC;SG	PROPN
порту	פורט	порт	פורט	N;INAN;NOM;MASC;SG	PROPN
иванова	איבנובה	иванов	איבנובה	N;ANIM;ACC;MASC;SG	PROPN
пос	פיק	поса	פיק	N;INAN;NOM;FEM;SG	PROPN
греческой	ההלנית	греческий	ההלנית	ADJ;INS;FEM;SG	ADV
свободно	שוטף	свободно	שוטף	ADV	ADJ;MASC;SG
свободно	שוטפת	свободно	שוטף	ADV	N;FEM;SG
свободно	רהוט	свободно	רהוט	ADV	N;MASC;SG
свободно	חופשי	свободно	חופשי	ADV	PROPN
свободно	חינם	свободно	חינם	ADV	PROPN
свободно	free	свободно	free	ADV	
свободно	חופשיים	свободно	חופשי	ADV	ADJ;MASC;PL
свободно	בחינם	свободно	בחינם	ADV	
продолжить	המשך	продолжить	המשך	V;PFV;NFIN;ACT	N;MASC;SG
захвата	ללכוד	захват	ללכוד	N;INAN;GEN;MASC;SG	V;NFIN;ACT
утверждал	טענה	утверждать	טענה	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
попов	פופוב	поп	פופוב	N;ANIM;NOM;MASC;SG	PROPN
марокко	מרוקו	марокко	רוקו	N;INAN;NOM;MASC;SG	PROPN
марокко	מרוקאי	марокко	מרוקאי	N;INAN;NOM;MASC;SG	PROPN
ученик	השוליה	ученик	השוליה	N;ANIM;NOM;MASC;SG	PROPN
кожи	העור	кожа	העור	N;INAN;GEN;FEM;SG	
вене	וינה	вена	וינה	N;INAN;DAT;FEM;SG	PROPN
сторонники	תומכי	сторонник	תומך	N;ANIM;NOM;MASC;PL	PROPN
согласия	ההסכמה	согласие	ההסכם	N;INAN;GEN;NEUT;SG	PROPN
согласия	קונקורד	согласие	קונקורד	N;INAN;GEN;NEUT;SG	PROPN
болезнь	מחלות	болезнь	מחלה	N;INAN;NOM;FEM;SG	N;FEM;PL
болезнь	חולי	болезнь	חולי	N;INAN;NOM;FEM;SG	PROPN
барселона	ברצלונה	барселон	ברצלונה	N;INAN;NOM;FEM;SG	PROPN
королевский	מלכותי	королевский	מלכותי	ADJ;NOM;MASC;SG	N;MASC;SG
королевский	רויאל	королевский	רויאל	ADJ;NOM;MASC;SG	PROPN
души	הנשמה	душа	הנשמה	N;INAN;NOM;FEM;PL	
души	נפש	душа	נפש	N;INAN;NOM;FEM;PL	N;FEM;SG
души	נשמה	душа	נשמה	N;INAN;NOM;FEM;PL	N;FEM;SG
масло	חמאה	масло	חמאה	N;INAN;NOM;NEUT;SG	PROPN
каталина	קטלינה	каталин	קטלינה	N;ANIM;NOM;FEM;SG	PROPN
шри	סרי	шри	סרי		PROPN
реконструкция	השיפוץ	реконструкция	השיפוץ	N;INAN;NOM;FEM;SG	PROPN
инженеры	הנדסה	инженер	הנדסה	N;ANIM;NOM;MASC;PL	N;FEM;SG
социалистической	הסוציאליסטית	социалистический	הסוציאליסטי	ADJ;INS;FEM;SG	ADV
социалистической	סוציאליזם	социалистический	סוציאליזם	ADJ;INS;FEM;SG	N;MASC;SG
демократическая	דמוקרטי	демократический	דמוקרטי	ADJ;NOM;FEM;SG	N;MASC;SG
демократическая	דמוקרטית	демократический	דמוקרטי	ADJ;NOM;FEM;SG	ADV
сроки	תיזמון	срок	תזמון	N;INAN;NOM;MASC;PL	N;MASC;SG
сроки	עיתוי	срок	עיתוי	N;INAN;NOM;MASC;PL	N;MASC;SG
сроки	תזמון	срок	תזמון	N;INAN;NOM;MASC;PL	N;MASC;SG
древний	עתיקים	древний	עתיק	ADJ;NOM;MASC;SG	N;MASC;PL
древний	עתיקה	древний	עתיק	ADJ;NOM;MASC;SG	N;FEM;SG
древний	עתיקות	древний	עתיקות	ADJ;NOM;MASC;SG	
древний	עתיק	древний	עתיק	ADJ;NOM;MASC;SG	
древний	העתיקה	древний	העתיק	ADJ;NOM;MASC;SG	V;FEM;SG;3;PST;ACT
научное	מדעי	научный	מדע	ADJ;NOM;NEUT;SG	PROPN
захватили	נלכד	захватить	נלכד	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;SG;3;PST;MID
захватили	נתפס	захватить	נתפס	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;SG;3;PST;MID
захватили	נתפסה	захватить	נתפס	V;PFV;IND;PL;PST;FIN;ACT	V;FEM;SG;3;PST;MID
захватили	נתפסו	захватить	נתפס	V;PFV;IND;PL;PST;FIN;ACT	V;PL;3;PST;MID
норвегия	נורבגיה	норвегия	נורבגיה	N;INAN;NOM;FEM;SG	PROPN
сильный	חזקים	сильный	חזק	ADJ;NOM;MASC;SG	ADJ;MASC;PL
сильный	סטרונג	сильный	סטרונג	ADJ;NOM;MASC;SG	PROPN
сильный	חזקות	сильный	חזק	ADJ;NOM;MASC;SG	ADJ;FEM;PL
бойцов	לוחמי	боец	לוחם	N;ANIM;GEN;MASC;PL	PROPN
продолжать	המשך	продолжать	המשך	V;IPFV;NFIN;ACT	N;MASC;SG
алгоритм	אלגוריתם	алгоритм	אלגורי	N;INAN;NOM;MASC;SG	PROPN
екатеринбург	יקטרינבורג	екатеринбург	יקטרינבורג	N;INAN;NOM;MASC;SG	PROPN
президенты	נשיא	президент	נשיא	N;ANIM;NOM;MASC;PL	N;MASC;SG
согласился	מסכימה	согласиться	הסכים	V;PFV;MASC;IND;SG;PST;FIN;MID	V;FEM;SG;V.PTCP;ACT
согласился	מוסכם	согласиться	מוסכם	V;PFV;MASC;IND;SG;PST;FIN;MID	V;MASC;SG;V.PTCP;PASS
согласился	הסכים	согласиться	הסכים	V;PFV;MASC;IND;SG;PST;FIN;MID	V;MASC;SG;3;PST;ACT
согласился	מסכים	согласиться	הסכים	V;PFV;MASC;IND;SG;PST;FIN;MID	V;MASC;SG;V.PTCP;ACT
мухаммад	מוחמד	мухаммад	מוחמד	N;ANIM;NOM;MASC;SG	PROPN
техас	טקסס	техас	טקסס	N;INAN;NOM;FEM;SG	PROPN
мистер	מיסטר	мистер	מיסטר	N;ANIM;NOM;MASC;SG	PROPN
мистер	אדון	мистер	אדון	N;ANIM;NOM;MASC;SG	
алан	אלן	алан	אלן	N;ANIM;NOM;MASC;SG	PROPN
просьбе	בקשי	просьба	בקש	N;INAN;DAT;FEM;SG	PROPN
просьбе	בקש	просьба	בקש	N;INAN;DAT;FEM;SG	PROPN
воздухе	באוויר	воздух	באוויר	N;INAN;ESS;MASC;SG	PROPN
порта	פורטה	порт	פורטה	N;INAN;GEN;MASC;SG	PROPN
джозеф	יוסף	джозеф	יוסף	N;ANIM;NOM;MASC;SG	PROPN
признания	וידוי	признание	וידוי	N;INAN;NOM;NEUT;PL	N;MASC;SG
существовали	התקיים	существовать	התקיים	V;IPFV;IND;PL;PST;FIN;ACT	V;MASC;SG;3;PST
существовали	קיים	существовать	קיים	V;IPFV;IND;PL;PST;FIN;ACT	ADJ;MASC;SG
лесу	יער	лес	יער	N;INAN;DAT;MASC;SG	
лесу	וודס	лес	ודס	N;INAN;DAT;MASC;SG	PROPN
океан	האוקיינוס	океан	האוקיינוס	N;INAN;NOM;MASC;SG	PROPN
рот	רוט	рот	רוט	N;INAN;NOM;MASC;SG	PROPN
рот	מאות	рот	מאות	N;INAN;NOM;MASC;SG	NUM;FEM;PL
диссертации	התזה	диссертация	התזה	N;INAN;NOM;FEM;PL	
каролина	קרולין	каролин	קרולין	N;INAN;NOM;FEM;SG	PROPN
каролина	קרוליין	каролин	קרוליין	N;INAN;NOM;FEM;SG	PROPN
каролина	קרוליינה	каролин	קרוליינה	N;INAN;NOM;FEM;SG	PROPN
сцена	זירת	сцена	זירה	N;INAN;NOM;FEM;SG	ADV
продолжается	ממשיכה	продолжаться	המשיך	V;IPFV;IND;SG;3;PRS;FIN;MID	V;FEM;SG;V.PTCP;ACT
продолжается	ממשיך	продолжаться	המשיך	V;IPFV;IND;SG;3;PRS;FIN;MID	V;MASC;SG;V.PTCP;ACT
обратить	הפוך	обратить	הפוך	V;PFV;NFIN;ACT	
воеводство	יסלאב	воеводство	לסלאב	N;INAN;NOM;NEUT;SG	PROPN
будущий	עתיד	будущий	עתיד	ADJ;NOM;MASC;SG	N;MASC;SG
будущий	העתיד	будущий	העתיד	ADJ;NOM;MASC;SG	ADV
правовой	חוקי	правовой	חוקי	ADJ;NOM;MASC;SG	ADJ;MASC;PL
правовой	חוקית	правовой	חוקי	ADJ;NOM;MASC;SG	ADV
правовой	חוקיים	правовой	חוקי	ADJ;NOM;MASC;SG	ADJ;MASC;PL
правовой	חוקיות	правовой	חוקיות	ADJ;NOM;MASC;SG	N;FEM;SG
людвиг	לודוויג	людвига	לודוויג	N;ANIM;NOM;MASC;SG	PROPN
комиссар	הנציב	комиссар	הנציב	N;ANIM;NOM;MASC;SG	PROPN
комиссар	נציב	комиссар	נציב	N;ANIM;NOM;MASC;SG	
комиссар	קומיסר	комиссар	קומיסר	N;ANIM;NOM;MASC;SG	PROPN
оригинал	מקוריות	оригинал	מקורי	N;INAN;NOM;MASC;SG	ADJ;FEM;PL
оригинал	מקוריים	оригинал	מקורי	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
оригинал	מקורית	оригинал	מקורי	N;INAN;NOM;MASC;SG	ADV
оригинал	מקורי	оригинал	מקורי	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
оригинал	המקורי	оригинал	המקור	N;INAN;NOM;MASC;SG	PROPN
конкретные	ספציפית	конкретный	ספציפית	ADJ;NOM;PL	ADV
конкретные	ספציפי	конкретный	ספציפי	ADJ;NOM;PL	ADJ;MASC;SG
конкретные	בטון	конкретный	בטון	ADJ;NOM;PL	PROPN
нато	נאטו	нато	נאט	N;INAN;NOM;NEUT;SG	PROPN
канадский	קנדית	канадский	קנדי	ADJ;NOM;MASC;SG	PROPN
канадский	קנדי	канадский	קנדי	ADJ;NOM;MASC;SG	PROPN
иран	איראן	иран	איראן	N;INAN;NOM;MASC;SG	PROPN
иран	אירן	иран	אירן	N;INAN;NOM;MASC;SG	PROPN
марко	מרקו	марко	מרק	N;ANIM;NOM;MASC;SG	PROPN
марко	מרקו	марко	מרק	N;ANIM;NOM;MASC;SG	PROPN
орбиты	מסלולית	орбита	מסלולית	N;INAN;NOM;FEM;PL	N;FEM;SG
орбиты	מסלול	орбита	מסלול	N;INAN;NOM;FEM;PL	N;MASC;SG
торонто	טורונטו	торонто	טורונטו	N;INAN;NOM;MASC;SG	PROPN
требование	דורש	требование	דרש	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
городок	טאון	городок	טאון	N;INAN;NOM;MASC;SG	PROPN
городок	העיר	городок	העיר	N;INAN;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
конго	קונגו	конго	קונגו	N;INAN;NOM;MASC;SG	PROPN
высший	העליון	высший	העליון	ADJ;NOM;MASC;SG	PROPN
поддерживаю	תמיכה	поддерживать	תמיכה	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
поддерживаю	תומך	поддерживать	תמך	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
поддерживаю	התמיכה	поддерживать	התמיך	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;FEM;SG;3;PST;ACT
социальные	חברתית	социальный	חברתי	ADJ;NOM;PL	ADV
социальные	חברתי	социальный	חברתי	ADJ;NOM;PL	ADJ;MASC;SG
древние	עתיקים	древний	עתיק	ADJ;NOM;PL	N;MASC;PL
древние	עתיקה	древний	עתיק	ADJ;NOM;PL	N;FEM;SG
древние	עתיקות	древний	עתיקות	ADJ;NOM;PL	
древние	עתיק	древний	עתיק	ADJ;NOM;PL	
древние	העתיקה	древний	העתיק	ADJ;NOM;PL	V;FEM;SG;3;PST;ACT
древние	הקדמונים	древний	הקדמון	ADJ;NOM;PL	N;MASC;PL
патрик	פטריק	патрик	פטריק	N;ANIM;NOM;MASC;SG	PROPN
кавказа	הקווקז	кавказ	הקווקז	N;INAN;GEN;MASC;SG	PROPN
кавказа	לבן	кавказ	לבן	N;INAN;GEN;MASC;SG	
кавказа	לבנה	кавказ	לבן	N;INAN;GEN;MASC;SG	
руководители	מפקחים	руководитель	פיקח	N;ANIM;NOM;MASC;PL	V;MASC;PL;V.PTCP;ACT
руководители	מנהלים	руководитель	ניהל	N;ANIM;NOM;MASC;PL	V;MASC;PL;V.PTCP;ACT
руководители	מנהלים	руководитель	ניהל	N;ANIM;NOM;MASC;PL	V;MASC;PL;V.PTCP;ACT
окна	windows	окно	windows	N;INAN;NOM;NEUT;PL	PROPN
окна	חלון	окно	חלון	N;INAN;NOM;NEUT;PL	N;MASC;SG
окна	חלון	окно	חלון	N;INAN;NOM;NEUT;PL	N;MASC;SG
окна	החלון	окно	החלון	N;INAN;NOM;NEUT;PL	PROPN
вырос	גדל	вырасти	גדל	V;PFV;MASC;IND;SG;PST;FIN;ACT	
вырос	גדל	вырасти	גדל	V;PFV;MASC;IND;SG;PST;FIN;ACT	
вырос	גדלו	вырасти	גדל	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST;ACT
