funkcjonowanie	العمليات	funkcjonowanie	عَمَلِيَّة	N;NOM;NEUT;SG	N;NOM;DEF;PL
potrzebuje	الاحتياجات	potrzebować	اِحتِيَاج	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
potrzebuje	حاجات	potrzebować	حَاجَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
potrzebuje	الحاجات	potrzebować	حَاجَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
forever	للابد	forever	للابد		N;NOM;DEF;SG
forever	الابد	forever	الابد		N;NOM;DEF;SG
cat	القط	cat	قَطّ		
cat	قطة	cat	قُطَّة		N;NOM;INDF;SG
cat	قط	cat	قَطّ		
cat	القطة	cat	قُطَّة		N;NOM;DEF;SG
cat	كات	cat	كَات		
wydawcy	الناشرين	wydawca	نَاشِر	N;NOM;MASC;SG	N;NOM;DEF;PL
wydawcy	المحررين	wydawca	مُحَرِّر	N;NOM;MASC;SG	N;NOM;DEF;PL
episkopatu	الاسقفية	episkopat	أُسقُفِيّ	N;ACC;MASC;SG	
freedom	حرية	freed	حُرِّيَّة		N;NOM;INDF;SG
freedom	الحرية	freed	حُرِّيَّة		N;NOM;DEF;SG
delegatów	الوفود	delegat	وَفد	N;GEN;MASC;PL	N;NOM;DEF;PL
delegatów	مندوبين	delegat	مَندُوب	N;GEN;MASC;PL	N;NOM;INDF;PL
delegatów	المندوبون	delegat	مَندُوب	N;GEN;MASC;PL	N;NOM;DEF;PL
delegatów	المندوبين	delegat	مَندُوب	N;GEN;MASC;PL	N;NOM;DEF;PL
imagesize	imag	imagesiza	حَاصِه		
yang	يانغ	yang	يانغ	V;IPFV;IND;SG;2;PRS;FIN;ACT	
yang	يانج	yang	يانج	V;IPFV;IND;SG;2;PRS;FIN;ACT	
fabrykę	مصنع	fabryka	مَصنَع	N;ACC;FEM;SG	N;NOM;INDF;SG
fabrykę	المصنع	fabryka	مَصنَع	N;ACC;FEM;SG	N;NOM;DEF;SG
burbon	البوربون	burbon	بُوربُون		
burbon	بوربون	burbon	بوربون		
sal	سال	sal	سَال		V;PFV;MASC;SG;3;ACT
plotarea	p	plotar	!		
lucy	لوسى	lucy	لوسى		
lucy	لوسي	lucy	لوسي		
sebastiana	سباستيان	sebastiany	سباستيان	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
sebastiana	سيباستيان	sebastiany	سِيبَاستِيَان	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
walczyli	قاتلت	walczyć	قَاتَل	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
ostry	حادة	ostry	حَادّ		ADJ;NOM;INDF;FEM;SG
ostry	شارب	ostry	شَارِب		
ostry	حاد	ostry	حَادّ		ADJ;NOM;INDF;MASC;SG
równoległy	مواز	równolec	مَازّ		N;NOM;INDF;SG
równoległy	بالتوازي	równolec	بالتوازي		N;NOM;DEF;SG
równoległy	متوازية	równolec	مُتَوَازِي		ADJ;NOM;INDF;FEM;SG
równoległy	موازية	równolec	مُوَازِي		ADJ;NOM;INDF;FEM;SG
równoległy	الموازي	równolec	مَوزِي		N;NOM;DEF;SG
edytuj	حرر	edytować	حَرَّر		V;PFV;MASC;SG;3;ACT
edytuj	تحرير	edytować	تَحرِير		N;NOM;INDF;SG
edytuj	تعديل	edytować	تَعدِيل		N;NOM;INDF;SG
edytuj	التحرير	edytować	تَحرِير		N;NOM;DEF;SG
wells	ويلز	wells	ويلز	PROPN;NOM;MASC;SG	
wells	ابار	wells	أَبَار	PROPN;NOM;MASC;SG	
wells	الابار	wells	بِئر	PROPN;NOM;MASC;SG	N;NOM;DEF;PL
organizacyjnych	تنظيمي	organizacyjny	تنظيمي	ADJ;GEN;MASC;PL	ADJ;NOM;INDF;MASC;SG
fizyczna	بدني	fizyczny	بدني	ADJ;NOM;FEM;SG	
ekspozycja	تعرض	ekspozycja	عَرَض	N;NOM;FEM;SG	V;PFV;MASC;SG;3;ACT
konsul	القنصل	konsul	قُنصُل		N;NOM;DEF;SG
konsul	قنصل	konsul	قُنصُل		N;NOM;INDF;SG
ograniczeń	القيود	ograniczenie	قَيد	N;GEN;NEUT;PL	N;NOM;DEF;PL
ograniczeń	تقييدات	ograniczenie	تَقيِيد	N;GEN;NEUT;PL	N;NOM;INDF;PL
ograniczeń	قيود	ograniczenie	قَيد	N;GEN;NEUT;PL	N;NOM;INDF;PL
astronomii	فلك	astronomia	فٰلِكَ		
protesty	احتجاج	protest	اِحتِجَاج	N;NOM;MASC;PL	N;NOM;INDF;SG
protesty	الاحتجاج	protest	اِحتِجَاج	N;NOM;MASC;PL	N;NOM;DEF;SG
protesty	احتج	protest	اِحتَجّ	N;NOM;MASC;PL	V;PFV;MASC;SG;3;ACT
ciemności	ظلام	ciemność	ظَلَام	N;GEN;FEM;SG	N;NOM;INDF;SG
ciemności	الظلام	ciemność	ظَلَام	N;GEN;FEM;SG	N;NOM;DEF;SG
ciemności	ظلمة	ciemność	ظِلمَة	N;GEN;FEM;SG	N;NOM;INDF;SG
ahmed	ahm	ahmed	٤َيَّف	PROPN;NOM;MASC;SG	
ahmed	احمد	ahmed	احمد	PROPN;NOM;MASC;SG	
ahmed	احمد	ahmed	احمد	PROPN;NOM;MASC;SG	
anatolij	اناتولي	anatolać	إِنتُولِيّ	PROPN;NOM;MASC;SG	
płótnie	اللوحة	płótno	لَوحَة	N;ACC;NEUT;SG	N;NOM;DEF;SG
płótnie	قماش	płótno	قِمَاش	N;ACC;NEUT;SG	N;NOM;INDF;SG
gerhard	جيرهارد	gerhard	جيرهارد	PROPN;NOM;MASC;SG	
gerhard	غيرهارد	gerhard	غيرهارد	PROPN;NOM;MASC;SG	
modyfikacji	التعديل	modyfikacja	تَعدِيل	N;GEN;FEM;SG	N;NOM;DEF;SG
modyfikacji	تعديلات	modyfikacja	تَعدِيل	N;GEN;FEM;SG	N;NOM;INDF;PL
modyfikacji	التعديلات	modyfikacja	تَعدِيل	N;GEN;FEM;SG	N;NOM;DEF;PL
karate	الكاراتيه	karat	الكاراتيه		
kapitału	العاصمة	kapitał	عَاصِمَة	N;GEN;MASC;SG	N;NOM;DEF;SG
kapitału	عاصمة	kapitał	عَاصِمَة	N;GEN;MASC;SG	N;NOM;INDF;SG
foster	يتبنى	foster	تَبَنَّى	V;IPFV;IND;SG;2;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
harvey	هارفي	harvea	هَارِفِيّ	PROPN;NOM;MASC;SG	
krytykę	الانتقاد	krytyka	اِنتِقَاد	N;ACC;FEM;SG	N;NOM;DEF;SG
krytykę	انتقادات	krytyka	اِنتِقَاد	N;ACC;FEM;SG	N;NOM;INDF;PL
krytykę	انتقاد	krytyka	اِنتِقَاد	N;ACC;FEM;SG	N;NOM;INDF;SG
krytykę	الانتقادات	krytyka	اِنتِقَاد	N;ACC;FEM;SG	N;NOM;DEF;PL
krytykę	نقد	krytyka	نَقد	N;ACC;FEM;SG	N;NOM;INDF;SG
krytykę	النقد	krytyka	نَقد	N;ACC;FEM;SG	N;NOM;DEF;SG
krytykę	نقد	krytyka	نَقد	N;ACC;FEM;SG	N;NOM;INDF;SG
eugene	يوجين	eugen	يُوجِين	PROPN;NOM;MASC;SG	
wspomniany	ذكرت	wspomnieć	ذَكَر	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
burza	رعدية	burza	رَعدِيّ	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
burza	ستورم	burza	ستورم	N;NOM;FEM;SG	
najbliższych	الاقرب	bliski	أَقرَب	ADJ;ACC;CMPR;MASC;PL	
tragedii	الماسي	tragedia	مَاسِيّ	N;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
tragedii	ماسي	tragedia	ماسي	N;GEN;FEM;SG	
wystawę	المعرض	wystawa	مَعرِض	N;ACC;FEM;SG	N;NOM;DEF;SG
wystawę	معرض	wystawa	مَعرِض	N;ACC;FEM;SG	N;NOM;INDF;SG
edwards	ادواردز	edwards	أَدُورَد	PROPN;NOM;MASC;SG	
nowoczesny	المعاصر	nowoczesny	مُعَاصِر	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
nowoczesny	المعاصرة	nowoczesny	مُعَاصِر	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
grobie	مقبرة	grób	مُقبِر	N;DAT;MASC;SG	N;NOM;INDF;SG
grobie	قبر	grób	قَبر	N;DAT;MASC;SG	N;NOM;INDF;SG
grobie	القبر	grób	قَبر	N;DAT;MASC;SG	N;NOM;DEF;SG
grobie	المقبرة	grób	مُقبِر	N;DAT;MASC;SG	N;NOM;DEF;SG
grobie	القبر	grób	قَبر	N;DAT;MASC;SG	N;NOM;DEF;SG
grobie	قبر	grób	قَبر	N;DAT;MASC;SG	N;NOM;INDF;SG
utah	يوتا	utah	يُوتَا	PROPN;NOM;MASC;SG	
utah	يوتاه	utah	وَتَاء	PROPN;NOM;MASC;SG	
guillermo	غييرمو	guillermo	غييرمو	N;NOM;MASC;SG	
dochody	دخل	dochód	دَخَل	N;NOM;MASC;PL	V;PFV;MASC;SG;3;ACT
dochody	الدخل	dochód	دَخل	N;NOM;MASC;PL	N;NOM;DEF;SG
dochody	ايراد	dochód	إِيرَاد	N;NOM;MASC;PL	N;NOM;INDF;SG
ruth	روث	ruth	روث	PROPN;NOM;FEM;SG	
piętra	الطوابق	piętro	طَابِق	N;NOM;NEUT;SG	N;NOM;DEF;PL
piętra	طوابق	piętro	طَابِق	N;NOM;NEUT;SG	N;NOM;INDF;PL
tango	تانجو	tango	تانجو		
szerzej	اوسع	szeroko	أَوسَع	ADV;CMPR	
szerzej	اوسع	szeroko	أَوسَع	ADV;CMPR	
bukareszcie	بوخارست	bukareszt	بُوخرَست	N;NOM;MASC;SG	
gotowy	مستعدون	gotowy	مُستَعِدّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;PL
gotowy	استعداد	gotowy	اِستِعدَاد	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
franków	فرنك	franek	فرنك	N;ACC;MASC;PL	N;NOM;INDF;SG
cywilów	مدنيون	cywil	مَدَنِيّ	N;ACC;MASC;PL	N;NOM;INDF;PL
cywilów	المدنيين	cywil	مَدَنِيّ	N;ACC;MASC;PL	ADJ;ACC;DEF;MASC;PL
cywilów	مدنيين	cywil	مَدَنِيّ	N;ACC;MASC;PL	ADJ;NOM;INDF;MASC;PL
cywilów	المدنيون	cywil	مَدَنِيّ	N;ACC;MASC;PL	N;NOM;DEF;PL
body	الجسد	bód	جَسَد		N;NOM;DEF;SG
body	جسم	bód	جَسم		N;NOM;INDF;SG
body	جثة	bód	جُثَّة		N;NOM;INDF;SG
body	جسد	bód	جَسَد		
body	الجسم	bód	جِسم		N;NOM;DEF;SG
higgins	هيغنز	higgins	هِيغنز	PROPN;NOM;MASC;SG	
crystal	كريستال	crystal	كرِيستَال		
crystal	بلورة	crystal	بَلوَرَة		N;NOM;INDF;SG
crystal	الكريستال	crystal	كُرَيستَال		N;NOM;DEF;SG
dzwon	بيل	dzwon	بِيل	N;NOM;MASC;SG	
marcelo	مارسيلو	marcelo	مارسيلو	PROPN;NOM;MASC;SG	
uzupełnienia	يكمل	uzupełnić	أَكمَل	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
uzupełnienia	تكملة	uzupełnić	تَكمِلَة	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
uzupełnienia	مكمل	uzupełnić	مُكمَل	N;PFV;GEN;NEUT;SG;POS;V.MSDR	ADJ;NOM;INDF;MASC;SG
uzupełnienia	تكميل	uzupełnić	تَكمِيل	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
uzupełnienia	الاضافات	uzupełnić	إِضَافَة	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;PL
uzupełnienia	اضافات	uzupełnić	إِضَافَة	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;PL
toro	تورو	toro	تورو		
lampy	المصباح	lampa	مِصبَاح	N;ACC;FEM;PL	N;NOM;DEF;SG
lampy	مصباح	lampa	مِصبَاح	N;ACC;FEM;PL	
lampy	مصابيح	lampa	مِصبَاح	N;ACC;FEM;PL	N;NOM;INDF;PL
lampy	المصابيح	lampa	مُصَابِيَح	N;ACC;FEM;PL	
wad	العيوب	wada	عَيب		N;NOM;DEF;PL
wad	عيوب	wada	عَيب		N;NOM;INDF;SG
wad	الرذائل	wada	رَذِيلَة		N;NOM;DEF;PL
zakup	مشتريات	zakup	مُشتَرَى	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;PL
zakup	المشتريات	zakup	مُشتَرَى	N;NOM;MASC;SG	N;NOM;DEF;PL
curtis	كيرتيس	curtis	كيرتيس		
spirit	الروح	spirit	رُوح		N;NOM;DEF;SG
spirit	روح	spirit	رُوح		
gazet	الصحف	gazeta	صَحِيفَة	N;GEN;FEM;PL	N;NOM;DEF;PL
gazet	صحف	gazeta	صَحِيفَة	N;GEN;FEM;PL	N;NOM;INDF;PL
gazet	الجرائد	gazeta	جَرِيدَة	N;GEN;FEM;PL	N;NOM;DEF;PL
arabski	العرب	arabski	عَرَب	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
arabski	عرب	arabski	عرب	ADJ;NOM;MASC;SG	
arabski	بالعربي	arabski	بالعربي	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
arabski	بالعربية	arabski	بَالِعربِيّ	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
lin	الحبال	lin	حِبَال		N;NOM;DEF;PL
lin	حبال	lin	حَبَال		N;NOM;INDF;PL
leslie	ليسلي	lasnąć	ليسلي	V;IPFV;IND;SG;2;PRS;FIN;ACT	
leslie	ليزلي	lasnąć	ليزلي	V;IPFV;IND;SG;2;PRS;FIN;ACT	
lima	ليما	lima	ليما		
głosi	يعظ	głos	عَظّ		V;IPFV;MASC;IND;SG;3;FIN;ACT
singles	الفردي	singles	فَردِيّ		ADJ;NOM;DEF;MASC;SG
singles	فردي	singles	فَردِيّ		ADJ;NOM;INDF;MASC;SG
singles	العزاب	singles	عِزَاب		N;NOM;DEF;PL
procesor	معالج	procesor	مَعلَج	N;NOM;MASC;SG	
garcia	غارسيا	garcia	غارسيا	PROPN;NOM;MASC;SG	
zimbabwe	زيمبابوي	zimbabwy	زِيمبَابوِي		
zimbabwe	زمبابوي	zimbabwy	زَمبَابوِي		
bach	باخ	bach	بَاخ	PROPN;NOM;MASC;SG	
bird	الطائر	bird	طَائِر	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;DEF;SG
bird	الطير	bird	الطير	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;DEF;SG
bird	طائر	bird	طَائِر	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;INDF;SG
bird	طير	bird	طَير	V;IPFV;IND;SG;PRS;FIN;ACT	
bird	بيرد	bird	بِيرد	V;IPFV;IND;SG;PRS;FIN;ACT	
bird	عصفور	bird	عُصفُور	V;IPFV;IND;SG;PRS;FIN;ACT	
pokolenie	الاجيال	pokolenie	جِيل	N;NOM;NEUT;SG	N;NOM;DEF;PL
pokolenie	اجيال	pokolenie	اجيال	N;NOM;NEUT;SG	N;NOM;INDF;PL
uzbrojony	مسلحين	uzbroić	مُسَلَّح	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;INDF;PL
uzbrojony	مسلح	uzbroić	مُسَلَّح	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;INDF;SG
uzbrojony	مسلحون	uzbroić	مُسَلَّح	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;INDF;PL
gun	مسدس	guna	مُسَدَّس		N;NOM;INDF;SG
samantha	سامانثا	samantha	سامانثا	N;NOM;FEM;SG	
wydać	قضاء	wydać	قَضَاء	V;PFV;NFIN;ACT	N;NOM;INDF;SG
brody	اللحى	broda	لَحِيّ		N;NOM;DEF;PL
brody	برودي	broda	برودي		
spożywczy	بقالة	spożywczy	بَقَّال	ADJ;NOM;MASC;SG	
zimy	الشتاء	zima	شِتَاء	N;ACC;FEM;SG	N;NOM;DEF;SG
zimy	شتاء	zima	شِتَاء	N;ACC;FEM;SG	N;NOM;INDF;SG
zimy	وينتر	zima	وينتر	N;ACC;FEM;SG	
zimy	ونتر	zima	ونتر	N;ACC;FEM;SG	
zimy	وينترز	zima	وينترز	N;ACC;FEM;SG	
six	six	six	قِثَّة		
six	ستة	six	سِتَّة		NUM;NOM;INDF;MASC
six	سكس	six	سَكس		
poziomy	افقي	poziom	أُفقِيّ	N;NOM;MASC;PL	N;NOM;INDF;SG
poziomy	افقيا	poziom	أَفقِيّ	N;NOM;MASC;PL	ADJ;ACC;INDF;MASC;SG
poziomy	افقية	poziom	افقية	N;NOM;MASC;PL	ADJ;NOM;INDF;FEM;SG
męczennika	شهيد	męczennik	شَهِيد	N;ACC;MASC;SG	N;NOM;INDF;SG
męczennika	الشهيد	męczennik	شَهِيد	N;ACC;MASC;SG	
wyjazd	يغادر	wyjazd	غَادَر	N;NOM;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
wyjazd	رحيل	wyjazd	رَحِيل	N;NOM;MASC;SG	
chana	تشان	chany	تشَان		
chana	شان	chany	شَان		
discovery	الاكتشاف	discover	اِكتِشَاف		N;NOM;DEF;SG
discovery	اكتشاف	discover	اِكتِشَاف		N;NOM;INDF;SG
rozdzielczości	قرار	rozdzielczość	قَرَار	N;GEN;FEM;SG	N;NOM;INDF;SG
rozdzielczości	القرار	rozdzielczość	قَرَار	N;GEN;FEM;SG	N;NOM;DEF;SG
dekady	عقودا	dekada	عَقد		N;ACC;INDF;PL
dekady	عقود	dekada	عَقد		N;NOM;INDF;PL
zmniejszenia	تقليل	zmniejszyć	تَقلِيل	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
pełen	الكامل	pełen	كَامِل	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
pełen	ملي	pełen	مَليَ	N;NOM;MASC;SG	
pełen	كامل	pełen	كَامِل	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
pełen	كاملة	pełen	كَامِل	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
wodoru	الهيدروجين	wodor	الهيدروجين	N;ACC;MASC;SG	N;NOM;DEF;DU
mika	مايك	mika	مَايك	PROPN;NOM;MASC;SG	
niebezpieczne	خطر	niebezpieczny	خَطَر	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
wizji	الرؤى	wizja	رُؤيَا	N;GEN;FEM;SG	N;NOM;DEF;PL
wizji	رؤى	wizja	رؤى	N;GEN;FEM;SG	N;NOM;INDF;SG
wizji	رؤية	wizja	رُؤيَة	N;GEN;FEM;SG	N;NOM;INDF;SG
wizji	الرؤية	wizja	رُؤيَة	N;GEN;FEM;SG	N;NOM;DEF;SG
wizji	رؤيا	wizja	رؤيا	N;GEN;FEM;SG	
bojowników	المقاتلين	bojownik	مُقَاتِل	N;ACC;MASC;PL	N;NOM;DEF;PL
bojowników	مقاتلين	bojownik	مُقَاتِل	N;ACC;MASC;PL	N;NOM;INDF;PL
bojowników	المقاتلون	bojownik	مُقَاتِل	N;ACC;MASC;PL	N;NOM;DEF;PL
bojowników	المقاتلات	bojownik	مُقَاتِلَة	N;ACC;MASC;PL	N;NOM;DEF;PL
frekwencja	اقبال	frekwencja	اقبال	N;NOM;FEM;SG	
afganistanie	افغانستان	afganistan	أَفغَانِستَان	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;INDF;SG
owen	اوين	owen	اوين	PROPN;NOM;MASC;SG	
odznakę	الشارة	odznaka	شَارَّة	N;ACC;FEM;SG	N;NOM;DEF;SG
odznakę	شارة	odznaka	شَارَّة	N;ACC;FEM;SG	N;NOM;INDF;SG
southern	جنوبي	southerny	جَنُوبِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
southern	جنوبية	southerny	جَنُوبِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
pedersen	بيدرسن	pedersen	بِيدِرسُن	PROPN;NOM;MASC;SG	
luksemburg	لوكسمبورغ	luksemburg	لوكسمبورغ	N;NOM;MASC;SG	
zmieniony	تغيرت	zmienić	تَغَيَّر	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
zmieniony	تغير	zmienić	تَغَيُّر	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;INDF;SG
zmieniony	المعدل	zmienić	مُعَدَّل	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;DEF;SG
zmieniony	معدل	zmienić	مُعَدَّل	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;INDF;SG
zmieniony	تعديل	zmienić	تَعدِيل	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;INDF;SG
fisher	فيشر	fisher	فيشر		
zbawiciela	المنقذ	zbawiciel	مُنقَذ	N;ACC;MASC;SG	N;NOM;DEF;SG
zbawiciela	منقذ	zbawiciel	مُنقَذ	N;ACC;MASC;SG	
zbawiciela	المنقذ	zbawiciel	مُنقَذ	N;ACC;MASC;SG	N;NOM;DEF;SG
galerie	معارض	galeria	مَعرِض	N;NOM;MASC;SG	N;NOM;INDF;PL
beat	تغلب	beat	تَغَلَّب		V;PFV;MASC;SG;3;ACT
beat	ضرب	beat	ضَرب		N;NOM;INDF;SG
kończyny	طرف	kończyna	طَرَف	N;ACC;FEM;PL	N;NOM;INDF;SG
kończyny	اطراف	kończyna	طَرَف	N;ACC;FEM;PL	N;NOM;INDF;PL
kończyny	الاطراف	kończyna	طَرَف	N;ACC;FEM;PL	N;NOM;DEF;PL
kończyny	اطراف	kończyna	طَرَف	N;ACC;FEM;PL	N;NOM;INDF;PL
bonn	بون	bonn	بون	PROPN;NOM;MASC;SG	
mile	ميل	mile	مِيل		
mile	الميل	mile	مِيل		N;NOM;DEF;SG
mile	مايل	mile	مَايِل		
mile	ميل	mile	مِيل		
mile	مايلز	mile	مايلز		
mile	اميال	mile	مِيل		N;NOM;INDF;PL
obywatela	مواطن	obywatela	مُوَاطِن	N;ACC;MASC;SG	N;NOM;INDF;SG
obywatela	مواطنة	obywatela	مُوَاطِنَة	N;ACC;MASC;SG	N;NOM;INDF;SG
obywatela	المواطن	obywatela	مُوَاطِن	N;ACC;MASC;SG	N;NOM;DEF;SG
komiks	كوميكس	komiks	كوميكس	N;NOM;MASC;SG	
komiks	الهزلية	komiks	هُزلِيَّة	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
komiks	هزلي	komiks	هُزَل	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
mass	الكتلة	massy	كُتلَة		N;NOM;DEF;SG
mass	كتلة	massy	كُتلَة		N;NOM;INDF;SG
mass	قداس	massy	قداس		N;NOM;INDF;SG
mass	القداس	massy	قِدَاس		N;NOM;DEF;SG
cząstki	الجسيم	cząstka	الجسيم	N;NOM;FEM;PL	N;NOM;DEF;SG
cząstki	جسيم	cząstka	جَسِيم	N;NOM;FEM;PL	N;NOM;INDF;SG
wystrój	ديكور	wystrój	ديكور	N;NOM;MASC;SG	
drogowy	الطريق	drogowy	طَرِيق	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
drogowy	طريق	drogowy	طَرِيق	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
otrzymaniu	تسلم	otrzymać	تَسَلُّم	N;PFV;DAT;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
otrzymaniu	الاستلام	otrzymać	اِستِلَام	N;PFV;DAT;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
otrzymaniu	استلام	otrzymać	اِستِلَام	N;PFV;DAT;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
otrzymaniu	ايصال	otrzymać	إِيصَال	N;PFV;DAT;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
rywala	منافس	rywal	مُنَافِس	N;ACC;MASC;SG	
libanu	لبنان	liban	لُبنَان	PROPN;GEN;MASC;SG	N;NOM;INDF;SG
libanu	بلبن	liban	بَلَب	PROPN;GEN;MASC;SG	
knowles	نولز	knowles	نولز		
zabójstwa	اغتيال	zabójstwo	اِغتِيَال	N;GEN;NEUT;SG	N;NOM;INDF;SG
zabójstwa	الاغتيال	zabójstwo	اِغتِيَال	N;GEN;NEUT;SG	N;NOM;DEF;SG
wszechświata	الكون	wszechświatać	كَون	N;GEN;MASC;SG	N;NOM;DEF;SG
düsseldorf	دوسلدورف	düsseldorf	دوسلدورف	PROPN;NOM;MASC;SG	
religijny	متدين	religijny	متدين	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;DU
dunaju	الدانوب	dunaj	دَانُوب	V;IPFV;IND;SG;PRS;FIN;ACT	
przydział	المخصصات	przydział	مُخَصَّص	N;ACC;MASC;SG	N;NOM;DEF;PL
przydział	التخصيص	przydział	تَخصِيص	N;ACC;MASC;SG	N;NOM;DEF;SG
przydział	تخصيص	przydział	تَخصِيص	N;ACC;MASC;SG	N;NOM;INDF;SG
przydział	الانتداب	przydział	اِنتِدَاب	N;ACC;MASC;SG	N;NOM;DEF;SG
przydział	التكليف	przydział	تَكلِيف	N;ACC;MASC;SG	N;NOM;DEF;SG
przydział	مخصصات	przydział	مُخَصَّص	N;ACC;MASC;SG	N;NOM;INDF;PL
przydział	المخصصات	przydział	مُخَصَّص	N;ACC;MASC;SG	N;NOM;DEF;PL
temple	تمبل	temple	مَبَّل	N;NOM;NEUT;SG	
zastąpione	استبدل	zastąpić	اِستَبدَل	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
ogrodów	جنات	ogród	جِنَة	N;GEN;MASC;PL	
ogrodów	حدائق	ogród	حَدِيقَة	N;GEN;MASC;PL	N;NOM;INDF;PL
ogrodów	الحدائق	ogród	حَدِيقَة	N;GEN;MASC;PL	N;NOM;DEF;PL
ogłoszenia	الاعلانات	ogłoszenie	إِعلَان	V;PFV;IND;SG;1;FIN;ACT	N;NOM;DEF;PL
ogłoszenia	اعلانات	ogłoszenie	إِعلَان	V;PFV;IND;SG;1;FIN;ACT	N;NOM;INDF;PL
ogłoszenia	الاعلانات	ogłoszenie	إِعلَان	V;PFV;IND;SG;1;FIN;ACT	N;NOM;DEF;PL
ogłoszenia	اعلانات	ogłoszenie	إِعلَان	V;PFV;IND;SG;1;FIN;ACT	N;NOM;INDF;PL
schneider	شنايدر	schneider	شنَايدَر		
echo	صدى	echo	صَدَى		N;NOM;INDF;SG
echo	الصدى	echo	صَدَى		N;NOM;DEF;SG
echo	ايكو	echo	ايكو		
zwyczaj	عاده	zwyczaj	عاده	N;NOM;MASC;SG	PRO;NOM;MASC;SG;3
zwyczaj	عادة	zwyczaj	عَادَة	N;NOM;MASC;SG	N;ACC;INDF;SG
zwyczaj	مخصص	zwyczaj	مُخَصَّص	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
zwyczaj	مخصصة	zwyczaj	مُخَصَّص	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
guillaume	غيوم	guillaumy	غِيَوم	V;IPFV;IND;SG;2;PRS;FIN;ACT	
bogaty	ثريا	bogat	ثَرِّيّ	ADJ;NOM;MASC;SG	
bogaty	غني	bogat	غَنِّيّ	ADJ;NOM;MASC;SG	
