של	shel	של	shel	PART;GEN	N;MASC;SG
יוצרת	creación	יצר	creación	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
יוצרת	creadora	יצר	creador	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
יוצרת	creador	יצר	creador	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
מחודשת	renovados	מחודש	renovado	ADJ;FEM;SG	ADJ;MASC;PL;V.PTCP
אלפים	millares	אלפים	millar	NUM;MASC;PL	N;MASC;PL
אלפים	elfos	אלפים	elfo	NUM;MASC;PL	N;MASC;PL
אלפים	duendes	אלפים	duende	NUM;MASC;PL	N;PL
מנזר	monasterio	מנזר	monasterio	PROPN	N;MASC;SG
נוי	ornamental	נוי	ornamental	PROPN	ADJ;SG
נוי	ornamentales	נוי	ornamental	PROPN	ADJ;PL
נוי	noy	נוי	noy	PROPN	
נוי	nui	נוי	nui	PROPN	N
סימנים	señalización	סימן	señalización	N;MASC;PL	N;FEM;SG
חם	caliente	חם	caliente		ADJ;SG
חם	hot	חם	hot		N
חם	calientes	חם	caliente		ADJ;PL
חם	calor	חם	calor		N;MASC;SG
חם	cálido	חם	cálido		ADJ;MASC;SG
חם	caliente	חם	caliente		ADJ;SG
חם	tibio	חם	tibio		ADJ;MASC;SG
חם	cálida	חם	cálido		ADJ;FEM;SG
מרקוס	marcus	מרקוס	marcus	PROPN	N
מרקוס	marco	מרקוס	marco	PROPN	N;MASC;SG
מרקוס	marcos	מרקוס	marco	PROPN	N;MASC;PL
מרקוס	markus	מרקוס	markus	PROPN	PROPN
זכאי	elegible	זכאי	elegible		ADJ;SG
זכאי	elegibles	זכאי	elegible		ADJ;PL
זכאי	titulado	זכאי	titulado		ADJ;MASC;SG;V.PTCP
מחבלים	terrorista	מחבל	terrorista	N;MASC;PL	N;SG
לירות	disparar	ירה	disparar		V;NFIN
לירות	dispara	ירה	disparar		V;IND;SG;3;PRS;FIN
לירות	disparen	ירה	disparar		V;IMP;PL;3;FIN
התוצאות	resultados	התוצאות	resultado	N;FEM;SG	N;MASC;PL
בלוס	bellows	בלוס	bellow		N;MASC;SG
קשורים	relacionada	קשר	relacionado	V;MASC;PL;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
קשורים	afines	קשר	afín	V;MASC;PL;V.PTCP;ACT	ADJ;PL
קשורים	conexo	קשר	conexo	V;MASC;PL;V.PTCP;ACT	ADJ;MASC;SG
קשורים	conexas	קשר	conexa	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
קשורים	relacionado	קשר	relacionado	V;MASC;PL;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
טורניר	torneos	טורניר	torneo	N;MASC;SG	N;MASC;PL
הרגל	hábito	הרגל	hábito	PROPN	N;MASC;SG
חברון	hebrón	חברון	hebrón	PROPN	V;IND;SG;3;PST;FIN
סרביה	serbio	סרביה	serbio	PROPN	N;MASC;SG
סרביה	serbia	סרביה	serbio	PROPN	ADJ;FEM;SG
צלם	fotógrafa	צלם	fotógrafa	PROPN	N;FEM;SG
צלם	fotografo	צלם	fotografo	PROPN	N;MASC;SG
צלם	fotógrafo	צלם	fotógrafo	PROPN	N;MASC;SG
שמינית	octava	שמינית	octavo	ADV	ADJ;FEM;SG
שמינית	octavo	שמינית	octavo	ADV	ADJ;MASC;SG
עילית	élite	עילה	élite	PROPN	N;FEM;SG
עילית	elitista	עילה	elitista	PROPN	ADJ;SG
עילית	elite	עילה	elite	PROPN	N;FEM;SG
און	eun	און	eun		N;SG
הקול	voice	הקול	voice		N
הקול	voz	הקול	voz		N;FEM;SG
הפניות	remisión	הפניה	remisión	N;FEM;PL	N;FEM;SG
פישר	fisher	פישר	fisher	PROPN	PROPN
פישר	pescador	פישר	pescador	PROPN	N;MASC;SG
פישר	fischer	פישר	fischer	PROPN	PROPN
ורדן	verdún	ורדן	verdun	PROPN	PROPN
איור	fig	איור	fig	PROPN	N;SG
איור	ilustración	איור	ilustración	PROPN	N;FEM;SG
המלחין	compositor	המלחין	compositor	PROPN	N;MASC;SG
המלחין	compositora	המלחין	compositora	PROPN	N;FEM;SG
נמצאה	encontrada	נמצא	encontrado	V;FEM;SG;3;PST;MID	ADJ;FEM;SG;V.PTCP
נמצאה	encontradas	נמצא	encontrado	V;FEM;SG;3;PST;MID	ADJ;FEM;PL;V.PTCP
נמצאה	encontrados	נמצא	encontrado	V;FEM;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נמצאה	hallado	נמצא	hallado	V;FEM;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
נמצאה	encontrado	נמצא	encontrado	V;FEM;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
חברתיות	social	חברתי	social	ADJ;FEM;PL	ADJ;SG
מתקן	dispositivos	מתקן	dispositivo	N;MASC;SG	N;MASC;PL
ויילס	gales	ויילס	gal	PROPN	N;MASC;SG
הכנסה	ingresos	הכנסה	ingreso	N;FEM;SG	N;MASC;PL
הכנסה	ingresos	הכנסה	ingreso	N;FEM;SG	N;MASC;PL
הכנסה	rentas	הכנסה	renta	N;FEM;SG	N;FEM;PL
תסריטאי	escritora	תסריטאי	escritora	PROPN	N;FEM;SG
תסריטאי	escritor	תסריטאי	escritor	PROPN	N;MASC;SG
תסריטאי	writer	תסריטאי	writer	PROPN	N;MASC;SG
תסריטאי	guionista	תסריטאי	guionista	PROPN	N;SG
אבידות	perdidas	אבדה	perdido	N;FEM;PL	ADJ;FEM;PL;V.PTCP
הפרט	individuo	הפרט	individuo	PROPN	N;MASC;SG
הפרט	individual	הפרט	individual	PROPN	ADJ;SG
הפרט	individuales	הפרט	individual	PROPN	ADJ;PL
ברכה	bendición	ברכה	bendición	PROPN	N;FEM;SG
ברכה	saludo	ברכה	saludo	PROPN	N;MASC;SG
ברכה	bendiciones	ברכה	bendición	PROPN	N;FEM;PL
מחזיק	poseedor	החזיק	poseedor	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מחזיק	holder	החזיק	holder	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מחזיק	titular	החזיק	titular	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מחזיק	holding	החזיק	holding	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
נבחרים	escogidos	נבחר	escogido	N;MASC;PL	ADJ;MASC;PL;V.PTCP
נבחרים	elegido	נבחר	elegido	N;MASC;PL	ADJ;MASC;SG;V.PTCP
נבחרים	escogido	נבחר	escogido	N;MASC;PL	ADJ;MASC;SG;V.PTCP
נבחרים	elegida	נבחר	elegido	N;MASC;PL	ADJ;FEM;SG;V.PTCP
נבחרים	escogida	נבחר	escogida	N;MASC;PL	ADJ;FEM;SG;V.PTCP
נבחרים	elegidos	נבחר	elegido	N;MASC;PL	ADJ;MASC;PL;V.PTCP
נבחרים	destacada	נבחר	destacado	N;MASC;PL	ADJ;FEM;SG;V.PTCP
נבחרים	destacado	נבחר	destacado	N;MASC;PL	ADJ;MASC;SG;V.PTCP
נבחרים	destacados	נבחר	destacado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
נבחרים	destacadas	נבחר	destacado	N;MASC;PL	ADJ;FEM;PL;V.PTCP
נבחרים	seleccionados	נבחר	seleccionado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
נבחרים	seleccionado	נבחר	seleccionado	N;MASC;PL	ADJ;MASC;SG;V.PTCP
נבחרים	seleccionada	נבחר	seleccionado	N;MASC;PL	ADJ;FEM;SG;V.PTCP
נבחרים	seleccionadas	נבחר	seleccionado	N;MASC;PL	ADJ;FEM;PL;V.PTCP
ברכות	bendiciones	ברכה	bendición		N;FEM;PL
ברכות	saludos	ברכה	saludo		N;MASC;PL
בירה	cervezas	בירה	cerveza	N;FEM;SG	N;FEM;PL
רבני	rabínica	רבני	rabínico	PROPN	ADJ;FEM;SG
מצווה	comandos	ציווה	comando	V;FEM;SG;V.PTCP;ACT	N;MASC;PL
מצווה	mandos	ציווה	mando	V;FEM;SG;V.PTCP;ACT	N;MASC;PL
מצווה	mitzvah	ציווה	mitzvah	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
תהליכים	procesa	תהליך	procesa	N;MASC;PL	V;IND;SG;3;PRS;FIN
בהיר	luminoso	בהיר	luminoso		ADJ;MASC;SG
בהיר	bright	בהיר	bright		N
בהיר	brillante	בהיר	brillante		ADJ;SG
בלה	blah	בלה	blah	PROPN	N
בלה	bla	בלה	bla	PROPN	INTJ
בלה	bella	בלה	bello	PROPN	ADJ;FEM;SG
רביעית	cuarto	רביעית	cuarto	NUM;FEM;SG	ADJ;MASC;SG
רביעית	cuarta	רביעית	cuarto	NUM;FEM;SG	ADJ;FEM;SG
נשואה	casadas	נשוי	casada	ADJ;FEM;SG	N;FEM;PL
נשואה	casados	נשוי	casado	ADJ;FEM;SG	ADJ;MASC;PL;V.PTCP
חוסיין	hussein	חוסיין	hussein	PROPN	N;MASC;SG
חוסיין	husein	חוסיין	husein	PROPN	N;MASC;SG
אפשרית	posible	אפשרי	posible	ADV	ADJ;SG
אפשרית	posibles	אפשרי	posible	ADV	ADJ;PL
התערוכה	exposiciones	התערוכה	exposición	V;FEM;SG;3;PST	N;FEM;PL
התערוכה	exhibición	התערוכה	exhibición	V;FEM;SG;3;PST	N;FEM;SG
התערוכה	exposición	התערוכה	exposición	V;FEM;SG;3;PST	N;FEM;SG
פטר	pedro	פטר	pedro	PROPN	N;MASC;SG
פטר	peter	פטר	peter	PROPN	N;MASC;SG
עומדים	standing	עמד	standing	V;MASC;PL;V.PTCP;ACT	
עומדים	parados	עמד	parado	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
דייוויס	davis	דייוויס	davis	PROPN	PROPN
דייוויס	davies	דייוויס	davie	PROPN	PROPN
סיפר	contada	סיפר	contado	V;MASC;SG;3;PST;ACT	ADJ;FEM;SG;V.PTCP
שמיר	dill	שמיר	dill	PROPN	PROPN
שמיר	shamir	שמיר	shamir	PROPN	N
כתבתי	escribió	כתבתי	escribir	V;SG;1;PST;ACT	V;IND;SG;3;PST;FIN
כתבתי	escribía	כתבתי	escribir	V;SG;1;PST;ACT	V;IND;SG;3;IPFV;FIN
פרטית	privados	פרטי	privado	ADV	ADJ;MASC;PL;V.PTCP
פרטית	privadas	פרטי	privado	ADV	ADJ;FEM;PL;V.PTCP
פרטית	privado	פרטי	privado	ADV	ADJ;MASC;SG;V.PTCP
פרטית	privada	פרטי	privado	ADV	ADJ;FEM;SG;V.PTCP
שלומית	salomé	שלומית	salomar	PROPN	N;FEM;SG
רן	ran	רן	ran	PROPN	N
רן	corrió	רן	correr	PROPN	V;IND;SG;3;PST;FIN
רן	wren	רן	wren	PROPN	PROPN
רן	ren	רן	ren	PROPN	N
לוגו	logo	לוגו	logo	PROPN	N;MASC;SG
לוגו	logotipo	לוגו	logotipo	PROPN	N;MASC;SG
לוגו	logos	לוגו	logo	PROPN	N;MASC;PL
לוגו	logotipos	לוגו	logotipo	PROPN	N;MASC;PL
מכונית	coches	מכונית	coche	N;FEM;SG	N;MASC;PL
מכונית	automóviles	מכונית	automóvil	N;FEM;SG	N;MASC;PL
הסכסוך	conflicto	הסכסוך	conflicto	PROPN	N;MASC;SG
הסכסוך	conflictos	הסכסוך	conflicto	PROPN	N;MASC;PL
כוונה	intenciones	כוונה	intención	N;FEM;SG	N;FEM;PL
עשיר	ricas	עשיר	rico	ADJ;MASC;SG	ADJ;FEM;PL
עשיר	rich	עשיר	rich	ADJ;MASC;SG	PROPN
עשיר	ricos	עשיר	rico	ADJ;MASC;SG	N;MASC;PL
בצלאל	bezalel	בצלאל	bezalel	PROPN	V;NFIN
כבדים	hígados	כבד	hígado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
יאן	jan	יאן	janto	PROPN	PROPN
יאן	enero	יאן	enero	PROPN	N
יאן	ene	יאן	ene	PROPN	
יאן	yan	יאן	yan	PROPN	PROPN
המדבר	desierto	המדבר	desierto	PROPN	N;MASC;SG
לוקח	tomador	לקח	tomador	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
לוקח	toma	לקח	tomar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
נדיר	raros	נדיר	raro		ADJ;MASC;PL
נדיר	rara	נדיר	raro		ADJ;FEM;SG
נדיר	raras	נדיר	raro		ADJ;FEM;PL
נדיר	raro	נדיר	raro		ADJ;MASC;SG
לוחות	comprimidos	לוח	comprimido	N;MASC;PL	ADJ;MASC;PL;V.PTCP
סם	sam	סם	sam		PROPN
גנים	jardín	גן	jardín	N;MASC;PL	N;MASC;SG
גנים	gardens	גן	garden	N;MASC;PL	N;MASC;SG
תמר	tamar	תמר	tamar		PROPN
טילי	tilly	טילי	tilly	PROPN	N;FEM;SG
ספרה	dígitos	ספרה	dígito	N;FEM;SG	N;MASC;PL
סופיה	sofia	סופיה	sofia	PROPN	N;FEM;SG
סופיה	sofía	סופיה	sofer	PROPN	N;FEM;SG
סופיה	sophia	סופיה	sophia	PROPN	N;FEM;SG
סופיה	sofía	סופיה	sofer	PROPN	N;FEM;SG
ספרית	peluquera	ספרית	peluquera	PROPN	N;FEM;SG
ספרית	peluquero	ספרית	peluquero	PROPN	N;MASC;SG
ספרית	estilista	ספרית	estilista	PROPN	N;SG
ספרית	peluquería	ספרית	peluquería	PROPN	N;FEM;SG
קרובים	cierra	קרוב	cerrar	N;MASC;PL	V;IND;SG;3;PRS;FIN
קרובים	cerca	קרוב	cerca	N;MASC;PL	ADV
קרובים	cierre	קרוב	cierre	N;MASC;PL	N;MASC;SG
קרובים	cerrar	קרוב	cerrar	N;MASC;PL	V;NFIN
החוצה	afuera	החוצה	afuera	ADV	
החוצה	out	החוצה	out	ADV	
דיוק	ducado	דיוק	ducado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
דיוק	duke	דיוק	duke	N;MASC;SG	PROPN
נפגע	lastimado	נפגע	lastimado	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
נפגע	herido	נפגע	herido	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
ביטוח	aseguradas	ביטוח	asegurado	N;MASC;SG	ADJ;FEM;PL;V.PTCP
ביטוח	asegurada	ביטוח	asegurado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
ביטוח	asegurado	ביטוח	asegurado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
ביטוח	asegurados	ביטוח	asegurado	N;MASC;SG	ADJ;MASC;PL;V.PTCP
ביטוח	aseguradoras	ביטוח	aseguradora	N;MASC;SG	N;FEM;PL
ביטוח	seguros	ביטוח	seguro	N;MASC;SG	N;MASC;PL
ביטוח	seguro	ביטוח	seguro	N;MASC;SG	ADJ;MASC;SG
מגע	toques	מגע	toque	N;MASC;SG	N;MASC;PL
מגע	contactar	מגע	contactar	N;MASC;SG	V;NFIN
מגע	contactos	מגע	contacto	N;MASC;SG	N;MASC;PL
מגע	contacta	מגע	contacta	N;MASC;SG	V;IND;SG;3;PRS;FIN
ביקור	visitadas	ביקור	visitado	N;MASC;SG	ADJ;FEM;PL;V.PTCP
ביקור	visitados	ביקור	visitado	N;MASC;SG	ADJ;MASC;PL;V.PTCP
ביקור	visitó	ביקור	visitar	N;MASC;SG	V;IND;SG;3;PST;FIN
ביקור	visitada	ביקור	visitado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
ביקור	visitado	ביקור	visitar	N;MASC;SG	ADJ;MASC;SG;V.PTCP
ביקור	visite	ביקור	visitar	N;MASC;SG	V;IMP;SG;3;FIN
ביקור	visitar	ביקור	visitar	N;MASC;SG	V;NFIN
ביקור	visitando	ביקור	visitar	N;MASC;SG	V;V.MSDR
ביקור	visitas	ביקור	visita	N;MASC;SG	N;FEM;PL
ביקור	visitar	ביקור	visitar	N;MASC;SG	V;NFIN
תקציר	sinopsis	תקציר	sinopsis		N;FEM
תקציר	breves	תקציר	breve		ADJ;PL
תקציר	breve	תקציר	breve		ADJ;SG
תקציר	resumen	תקציר	resumen		N;MASC;SG
תקציר	síntesis	תקציר	síntesis		N;FEM
תקציר	sumario	תקציר	sumario		N;MASC;SG
זכייה	ganar	זכייה	ganar	N;FEM;SG	V;NFIN
זכייה	ganando	זכייה	ganar	N;FEM;SG	V;V.MSDR
ויצא	salido	ויצא	salir	PROPN	ADJ;MASC;SG;V.PTCP
ויצא	salió	ויצא	salir	PROPN	V;IND;SG;3;PST;FIN
נישואים	casamiento	נישואין	casamiento	N;MASC;PL	N;MASC;SG
נישואים	matrimonio	נישואין	matrimonio	N;MASC;PL	N;MASC;SG
נישואים	matrimonial	נישואין	matrimonial	N;MASC;PL	ADJ;SG
רגילה	regulares	רגיל	regular	ADJ;FEM;SG	ADJ;PL
רגילה	regular	רגיל	regular	ADJ;FEM;SG	V;NFIN
רגילה	regularidad	רגיל	regularidad	ADJ;FEM;SG	N;FEM;SG
רגילה	ordinarios	רגיל	ordinario	ADJ;FEM;SG	ADJ;MASC;PL
רגילה	ordinarias	רגיל	ordinario	ADJ;FEM;SG	ADJ;FEM;PL
רובה	gun	רובה	gun	PROPN	N
רובה	pistola	רובה	pistola	PROPN	N;FEM;SG
רובה	arma	רובה	arma	PROPN	N;FEM;SG
רובה	fusil	רובה	fusil	PROPN	N;MASC;SG
רובה	rifle	רובה	rifle	PROPN	N;MASC;SG
הנחה	descuentos	הנחה	descuento	N;FEM;SG	N;MASC;PL
הפעלה	operando	הפעלה	operar	N;FEM;SG	V;V.MSDR
הפעלה	operar	הפעלה	operar	N;FEM;SG	V;NFIN
הפעלה	operativo	הפעלה	operativo	N;FEM;SG	ADJ;MASC;SG
הפעלה	operativa	הפעלה	operativo	N;FEM;SG	ADJ;FEM;SG
רבקה	rebeca	רבק	rebecar	PROPN	N;FEM;SG
רבקה	rebecca	רבק	rebecir	PROPN	N;FEM;SG
לחצי	clic	לחץים	clic		V;SBJV;SG;3;PRS;FIN
לחצי	click	לחץים	click		INTJ
טייסת	escuadra	טייס	escuadra	PROPN	N;FEM;SG
טייסת	escuadrón	טייס	escuadrón	PROPN	N;MASC;SG
העובד	empleada	העובד	empleado	PROPN	ADJ;FEM;SG;V.PTCP
העובד	empleados	העובד	empleado	PROPN	N;MASC;PL
העובד	trabajador	העובד	trabajador	PROPN	N;MASC;SG
העובד	asalariado	העובד	asalariado	PROPN	ADJ;MASC;SG;V.PTCP
העובד	empleado	העובד	empleado	PROPN	ADJ;MASC;SG;V.PTCP
וו	woo	וו	woo	PROPN	N
וו	cortejar	וו	cortejar	PROPN	V;NFIN
חורף	invierno	חורף	invierno	PROPN	N;MASC;SG
מנדל	mendel	מנדל	mendel	PROPN	N;MASC;SG
מנדל	mandel	מנדל	mandel	PROPN	N;SG
להחזיק	hold	החזיק	hold	V;NFIN;ACT	N
הגרעין	núcleos	הגרעין	núcleo	PROPN	N;MASC;PL
הגרעין	núcleo	הגרעין	núcleo	PROPN	N;MASC;SG
ניווט	navegación	ניווט	navegación	PROPN	N;FEM;SG
ניווט	navegando	ניווט	navegar	PROPN	V;V.MSDR
משרת	criado	משרה	criado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
משרת	servir	משרה	servir	N;FEM;SG	V;NFIN
משרת	sirva	משרה	servir	N;FEM;SG	V;SBJV;SG;3;FIN
משרת	sirven	משרה	servir	N;FEM;SG	V;IND;PL;3;PRS;FIN
מספק	satisfactorio	סיפק	satisfactorio	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מספק	satisfactorios	סיפק	satisfactorio	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL
מספק	satisfactorias	סיפק	satisfactorio	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;PL
מספק	satisfactoria	סיפק	satisfactorio	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
מספק	satisfactorio	סיפק	satisfactorio	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מספק	satisfactoria	סיפק	satisfactorio	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
מספק	proporciona	סיפק	proporcionar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מספק	provee	סיפק	proveer	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
עובדת	trabajos	עובדה	trabajo	N;FEM;SG	N;MASC;PL
עובדת	trabaja	עובדה	trabajar	N;FEM;SG	V;IND;SG;3;PRS;FIN
עובדת	obras	עובדה	obra	N;FEM;SG	N;FEM;PL
עובדת	funciona	עובדה	funcionar	N;FEM;SG	V;IND;SG;3;PRS;FIN
עובדת	trabajando	עובדה	trabajar	N;FEM;SG	V;V.MSDR
עובדת	funcionando	עובדה	funcionar	N;FEM;SG	V;V.MSDR
עובדת	trabajar	עובדה	trabajar	N;FEM;SG	V;NFIN
הענק	gigante	הענק	gigante		N;SG
הענק	giant	הענק	giant		N
הענק	gigantes	הענק	gigante		N;PL
הכלי	tool	הכלי	tool		N
הכלי	herramienta	הכלי	herramienta		N;FEM;SG
הכלי	instrumento	הכלי	instrumento		N;MASC;SG
מזל	afortunados	מזל	afortunado		ADJ;MASC;PL;V.PTCP
מזל	afortunada	מזל	afortunado		ADJ;FEM;SG;V.PTCP
מזל	afortunado	מזל	afortunado		ADJ;MASC;SG;V.PTCP
מזל	suerte	מזל	suerte		N;FEM;SG
מזל	lucky	מזל	lucky		N;MASC;SG
מזל	suerte	מזל	suerte		N;FEM;SG
אסון	calamidades	אסון	calamidad	N;MASC;SG	N;FEM;PL
אסון	desastroso	אסון	desastroso	N;MASC;SG	ADJ;MASC;SG
אסון	desastrosas	אסון	desastroso	N;MASC;SG	ADJ;FEM;PL
אסון	desastrosos	אסון	desastroso	N;MASC;SG	ADJ;MASC;PL
אסון	desastrosa	אסון	desastroso	N;MASC;SG	ADJ;FEM;SG
אסון	desastres	אסון	desastre	N;MASC;SG	N;MASC;PL
מודע	conscientes	מודע	consciente	ADJ;MASC;SG	ADJ;PL
מודע	conscientes	מודע	consciente	ADJ;MASC;SG	ADJ;PL
ריי	rayo	ריי	rayo	PROPN	N;MASC;SG
ריי	rayos	ריי	rayo	PROPN	N;MASC;PL
ריי	ray	ריי	ray	PROPN	PROPN
העמק	valle	העמק	valle		N;MASC;SG
ונציה	venecia	ונציה	venecia	PROPN	N;FEM;SG
האטלנטי	atlántico	האטלנטי	atlántico	PROPN	ADJ;MASC;SG
האטלנטי	atlántica	האטלנטי	atlántico	PROPN	ADJ;FEM;SG
קשורה	atados	קשר	atado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
קשורה	atado	קשר	atado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
קשורה	empatados	קשר	empatado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
קשורה	atadas	קשר	atado	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
קשורה	até	קשר	até	V;FEM;SG;V.PTCP;ACT	
קשורה	relacionada	קשר	relacionado	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
קשורה	afines	קשר	afín	V;FEM;SG;V.PTCP;ACT	ADJ;PL
קשורה	conexo	קשר	conexo	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
קשורה	conexas	קשר	conexa	V;FEM;SG;V.PTCP;ACT	N;FEM;PL
קשורה	relacionado	קשר	relacionado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
קשורה	atados	קשר	atado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
קשורה	atado	קשר	atado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
מעורבים	mixta	מעורב	mixto	ADJ;MASC;PL	ADJ;FEM;SG
מעורבים	mixto	מעורב	mixto	ADJ;MASC;PL	ADJ;MASC;SG
מעורבים	mezclado	מעורב	mezclado	ADJ;MASC;PL	ADJ;MASC;SG;V.PTCP
אדומים	rojos	אדום	rojo	N;MASC;PL	ADJ;MASC;PL
אדומים	rojo	אדום	rojo	N;MASC;PL	N;MASC;SG
אדומים	rojas	אדום	rojo	N;MASC;PL	ADJ;FEM;PL
אדומים	roja	אדום	rojo	N;MASC;PL	ADJ;FEM;SG
אדומים	red	אדום	red	N;MASC;PL	N;FEM;SG
מסוף	terminal	מסוף	terminal		ADJ;SG
מסוף	terminales	מסוף	terminal		N;PL
תוספת	suplementaria	תוספת	suplementario	N;FEM;SG	ADJ;FEM;SG
תוספת	suplementario	תוספת	suplementario	N;FEM;SG	ADJ;MASC;SG
תוספת	extra	תוספת	extra	N;FEM;SG	
התשיעי	novena	התשיע	noveno	PROPN	ADJ;FEM;SG
התשיעי	noveno	התשיע	noveno	PROPN	ADJ;MASC;SG
הקשת	moño	הקשה	moño	ADV	N;MASC;SG
הקשת	reverencia	הקשה	reverencia	ADV	N;FEM;SG
הקשת	arco	הקשה	arco	ADV	N;MASC;SG
הקשת	proa	הקשה	proa	ADV	N;FEM;SG
הקשת	bow	הקשה	bow	ADV	N
פרדריק	frederic	פרדריק	frederic	PROPN	PROPN
פרדריק	federico	פרדריק	federico	PROPN	ADJ;MASC;SG
פרדריק	federico	פרדריק	federico	PROPN	ADJ;MASC;SG
מסמכים	documentación	מסמך	documentación	N;MASC;PL	N;FEM;SG
מוקד	despacho	מוקד	despacho		N;MASC;SG
ציד	cazar	ציד	cazar	N;MASC;SG	V;NFIN
ציד	cazando	ציד	cazar	N;MASC;SG	V;V.MSDR
סקר	encuesta	סקר	encuesta		N;FEM;SG
סקר	sondeo	סקר	sondeo		N;MASC;SG
סקר	encuesta	סקר	encuesta		N;FEM;SG
זמורה	zamora	זמור	zamora	PROPN	N;FEM;SG
תגובות	comenta	תגובה	comentar	N;FEM;PL	V;IND;SG;3;PRS;FIN
תגובות	comentario	תגובה	comentario	N;FEM;PL	N;MASC;SG
הוד	capucha	הוד	capucha		N;FEM;SG
הוד	hood	הוד	hood		N;MASC;SG
הוד	capó	הוד	capar		N;MASC;SG
תוקף	validado	תוקף	validar	N;MASC;SG	ADJ;MASC;SG;V.PTCP
תוקף	validados	תוקף	validado	N;MASC;SG	ADJ;MASC;PL;V.PTCP
תוקף	atacar	תוקף	atacar	N;MASC;SG	V;NFIN
תוקף	atacando	תוקף	atacar	N;MASC;SG	V;V.MSDR
נפח	volumen	נפח	volumen		N;MASC;SG
נפח	herrero	נפח	herrero		N;MASC;SG
משתמשת	utiliza	השתמש	utilizar	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
משתמשת	usos	השתמש	uso	V;FEM;SG;V.PTCP	N;MASC;PL
ארז	erez	ארז	erez		N;SG
ארז	cedro	ארז	cedro		N;MASC;SG
ארז	lleno	ארז	lleno		ADJ;MASC;SG
ארז	empacado	ארז	empacado		ADJ;MASC;SG;V.PTCP
ארז	empaquetado	ארז	empaquetado		ADJ;MASC;SG;V.PTCP
תופים	batería	תוף	batería	N;MASC;PL	N;FEM;SG
החצר	patio	החצר	patio	PROPN	N;MASC;SG
החצר	yard	החצר	yard	PROPN	N;SG
החצר	yarda	החצר	yarda	PROPN	N;FEM;SG
החצר	patio	החצר	patio	PROPN	N;MASC;SG
התנגד	resiste	התנגד	resistir	V;MASC;SG;3;PST	V;IND;SG;3;PRS;FIN
התנגד	resistirse	התנגד	resistir	V;MASC;SG;3;PST	V;SBJV;SG;3;IPFV;FIN
התנגד	resistido	התנגד	resistir	V;MASC;SG;3;PST	ADJ;MASC;SG;V.PTCP
לתפוס	captura	תפס	captura	V;NFIN;ACT	N;FEM;SG
לתפוס	capturas	תפס	captura	V;NFIN;ACT	N;FEM;PL
הדר	cítricos	הדר	cítrico	PROPN	N;MASC;PL
הדר	hadar	הדר	hadar	PROPN	N;FEM;SG
