van	din	van	din		ADP;ACC
nico	nico	nico	nico		N;INDF;MASC;SG
onderdruk	suprima	onderdruk	suprima	V;PRS	V;IND;SG;3;IPFV;FIN
sub	submarin	sub	submarin		N;INDF;MASC;SG
georganiseer	organizat	organiseer	organiza	V;PST;V.PTCP	ADJ;INDF;MASC;SG
georganiseer	organizata	organiseer	organizat	V;PST;V.PTCP	ADJ;DEF;FEM;SG
georganiseer	organizate	organiseer	organizat	V;PST;V.PTCP	ADJ;INDF;FEM;PL
tuisblad	acasa	tuisblad	acasa	N;SG	
tuisblad	acasa	tuisblad	acasa	N;SG	
tuisblad	home	tuisblad	homă	N;SG	
gelyke	egali	gelyk	egal	N;SG	ADJ;INDF;MASC;PL
gelyke	egal	gelyk	egal	N;SG	ADJ;INDF;MASC;SG
gelyke	egala	gelyk	egală	N;SG	ADJ;DEF;FEM;SG
gelyke	egale	gelyk	egal	N;SG	ADJ;INDF;FEM;PL
gelyke	egala	gelyk	egală	N;SG	ADJ;DEF;FEM;SG
toesig	supravegherea	toesig	supraveghere		N;DEF;FEM;SG
toesig	supervizare	toesig	supervizare		N;INDF;FEM;SG
toesig	supraveghere	toesig	supraveghere		N;INDF;FEM;SG
toesig	supravegherea	toesig	supraveghere		N;DEF;FEM;SG
bymekaar	aduna	bymekaar	aduna		V;IND;SG;3;IPFV;FIN
beveel	recomanda	beveel	recomanda	V;PRS	V;IND;SG;3;IPFV;FIN
hubble	hubble	hubble	hubblă	PRO;NOM;SG;3	N;INDF;FEM;SG
merk	eticheta	merk	etichetă	V;PRS	N;DEF;FEM;SG
merk	eticheta	merk	etichetă	V;PRS	N;DEF;FEM;SG
merk	eticheteaza	merk	etichetează	V;PRS	V;IND;SG;3;IPFV;FIN
merk	tag	merk	tag	V;PRS	
merk	marcaj	merk	marcaj	V;PRS	N;INDF;MASC;SG
merk	marcu	merk	marcu	V;PRS	
merk	marcheaza	merk	marcheaza	V;PRS	V;IND;SG;3;IPFV;FIN
merk	marca	merk	marcă	V;PRS	N;DEF;FEM;SG
merk	mark	merk	mark	V;PRS	PROPN
gevorderde	avansata	vorder	avansat	ADJ;NOM	N;DEF;FEM;SG
veranderlike	tabelul	veranderlik	tabel	ADJ;NOM	N;DEF;MASC;SG
veranderlike	masa	veranderlik	masă	ADJ;NOM	N;DEF;FEM;SG
veranderlike	masa	veranderlik	masă	ADJ;NOM	N;DEF;FEM;SG
veranderlike	tabel	veranderlik	tabel	ADJ;NOM	N;INDF;MASC;SG
voorspel	prognoza	voorspel	prognoza	V;PRS	N;DEF;FEM;SG
voorspel	previziune	voorspel	previziune	V;PRS	N;INDF;FEM;SG
voorspel	prognoza	voorspel	prognoza	V;PRS	N;DEF;FEM;SG
voorspel	previziuni	voorspel	previziune	V;PRS	N;INDF;FEM;PL
geassosieer	asociate	assosieer	asociat	V;PST;V.PTCP	ADJ;INDF;FEM;PL
geassosieer	asociat	assosieer	asociat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
geassosieer	asociata	assosieer	asociat	V;PST;V.PTCP	ADJ;DEF;FEM;SG
fins	finlandez	fins	finlandez		ADJ;INDF;MASC;SG
fins	finlandeza	fins	finlandez		ADJ;DEF;FEM;SG
airlines	airlines	airline	airlines	PROPN;SG	PROPN
parke	parks	park	parks	N;PL	PROPN
janeiro	janeiro	janeiro	janeiro	PROPN;SG	N;INDF;MASC;SG
pruisiese	prusac	pruisies	prusac	ADJ;NOM	N;INDF;MASC;SG
tref	impuna	tref	impuna	V;PRS	V;IND;SG;3;IPFV;FIN
tref	hit	tref	hit	V;PRS	N;INDF;MASC;SG
tref	lovit	tref	lovi	V;PRS	ADJ;INDF;MASC;SG
regstreeks	traiasca	regstreeks	traiască	ADV	N;DEF;FEM;SG
regstreeks	live	regstreeks	livă	ADV	
wal	wal	wal	wal	N;SG	PROPN
small	mic	small	mic		ADJ;INDF;MASC;SG
small	mica	small	mic		ADJ;DEF;FEM;SG
small	micii	small	mic		N;DEF;MASC;PL
small	mici	small	mic		ADJ;INDF;PL
lesotho	lesotho	lesotho	lesotho	PROPN;SG	N;INDF;MASC;SG
gesproke	vorbit	spreek	vorbi	N;PL	ADJ;INDF;MASC;SG
gesproke	vorbite	spreek	vorbi	N;PL	ADJ;INDF;FEM;PL
gesproke	vorbita	spreek	vorbita	N;PL	ADJ;DEF;FEM;SG
smaak	gust	smaak	gust	V;PRS	N;INDF;MASC;SG
smaak	gusturi	smaak	gust	V;PRS	N;INDF;FEM;PL
smaak	gusta	smaak	gusta	V;PRS	V;IND;SG;3;IPFV;FIN
smaak	gustul	smaak	gust	V;PRS	N;DEF;MASC;SG
smaak	gusta	smaak	gusta	V;PRS	V;IND;SG;3;IPFV;FIN
nuut	nou	nuut	nou	ADV	ADJ;INDF;MASC;SG
nuut	noua	nuut	nou	ADV	ADJ;DEF;FEM;SG
nuut	noi	nuut	eu	ADV	PRO;PL;1
nuut	noua	nuut	nou	ADV	ADJ;DEF;FEM;SG
koolstof	carbon	koolstof	carbon	N;PL	N;INDF;MASC;SG
koolstof	carbonul	koolstof	carbon	N;PL	N;DEF;MASC;SG
dmitri	dmitri	dmitri	dmitru	PRO;NOM;SG;3	PROPN
dmitri	dmitri	dmitri	dmitru	PRO;NOM;SG;3	PROPN
dmitri	dmitry	dmitri	dmitry	PRO;NOM;SG;3	PROPN
monaco	monaco	monaco	monaco		PROPN
veertig	forty	veertig	forty	ADP	N;INDF;MASC;SG
veertig	patruzeci	veertig	patruzeci	ADP	NUM;PL
kookkuns	gatesc	kookkuns	gatesc	N;SG	V;IND;PL;3;PRS;FIN
queen	regina	queen	regină		N;DEF;FEM;SG
queen	dama	queen	damă		N;INDF;MASC;SG
queen	regina	queen	regină		N;DEF;FEM;SG
queen	queen	queen	queen		N;INDF;MASC;SG
werknemers	angajati	werknemer	angaja	N;PL	ADJ;INDF;MASC;PL
werknemers	angajati	werknemer	angaja	N;PL	ADJ;INDF;MASC;PL
sharks	rechini	sharks	rechin		N;INDF;MASC;PL
sharks	rechinii	sharks	rechin		N;DEF;MASC;PL
sharks	rechinilor	sharks	rechin		N;DEF;MASC;PL
grant	subventie	grant	subventie		N;INDF;FEM;SG
grant	grant	grant	grant		N;INDF;MASC;SG
reageer	raspunde	reageer	raspunde	V;PRS	
china	china	china	chină	PROPN;SG	PROPN
slowakye	slovacia	slowaky	slovacie	V;PRS	PROPN
damme	damme	damme	damm	N;PL	N;INDF;MASC;SG
adolf	adolf	adolf	adolf		PROPN
congress	congres	congress	congres	PROPN;SG	N;INDF;MASC;SG
congress	congresului	congress	congres	PROPN;SG	N;DEF;MASC;SG
congress	congresul	congress	congres	PROPN;SG	N;DEF;MASC;SG
keulen	koln	keulen	koln	N;SG	PROPN
keulen	köln	keulen	köln	N;SG	PROPN
alma	alma	alma	alm	N;SG	PROPN
php	php	php	php		N
ethiopië	etiopia	ethiopië	etiopia	PROPN;SG	N;DEF;FEM;SG
daal	picaturi	daal	picatură	V;PRS	N;INDF;FEM;PL
gemeen	comuna	gemeen	comună	V;PST;V.PTCP	N;DEF;FEM;SG
gemeen	comun	gemeen	comun	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gemeen	comuna	gemeen	comună	V;PST;V.PTCP	N;DEF;FEM;SG
gemeen	frecvente	gemeen	frecvent	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gemeen	medie	gemeen	medie	V;PST;V.PTCP	N;INDF;FEM;SG
storm	graba	storm	grab	V;PRS	N;DEF;FEM;SG
storm	furtuna	storm	furtună	V;PRS	N;DEF;FEM;SG
storm	furtuna	storm	furtună	V;PRS	N;DEF;FEM;SG
storm	storm	storm	storm	V;PRS	N;INDF;MASC;SG
erg	seriozitate	erg	seriozitate	ADV	N;INDF;FEM;SG
genetiese	genetica	geneties	genetică	ADJ;NOM	N;DEF;FEM;SG
libië	libiei	libië	libie	PROPN;SG	PROPN;DEF;FEM;SG
libië	libia	libië	libie	PROPN;SG	PROPN
som	suma	som	sumă		N;DEF;FEM;SG
som	suma	som	sumă		N;DEF;FEM;SG
junior	juniori	junior	junior		N;INDF;MASC;PL
orkes	orchestra	orkes	orchestră	N;PL	N;DEF;FEM;SG
orkes	orchestra	orkes	orchestră	N;PL	N;DEF;FEM;SG
papier	hirtie	papier	hirtie		N;INDF;FEM;SG
smelt	celtic	smelt	celtic	V;PRS	ADJ;INDF;MASC;SG
geëis	pretins	eis	pretinge	V;PST;V.PTCP	ADJ;INDF;MASC;SG
geëis	revendicat	eis	revendica	V;PST;V.PTCP	ADJ;INDF;MASC;SG
andorra	andorra	andorra	andorra		PROPN
tuis	casa	tuis	casă		N;DEF;FEM;SG
meganiese	mecanice	meganies	mecanic	N;SG	ADJ;INDF;FEM;PL
meganiese	mecanic	meganies	mecanic	N;SG	ADJ;INDF;MASC;SG
wilson	wilson	wilson	wilson		PROPN
kings	kings	king	kings	N;PL	N;INDF;MASC;SG
toepassings	aplicarea	toepassing	aplicare	N;PL	N;DEF;FEM;SG
toepassings	aplicatie	toepassing	aplicatie	N;PL	N;INDF;FEM;SG
toepassings	cerere	toepassing	cerere	N;PL	N;INDF;FEM;SG
newton	newton	newton	newton	N;SG	PROPN
lion	leul	lion	leu		N;DEF;MASC;SG
lion	leu	lion	leu		N;INDF;MASC;SG
lion	lion	lion	lion		N;INDF;MASC;SG
dns	adn	dns	adn	N;PL	
blootgestel	expus	blootstel	expune	V;PST;V.PTCP	ADJ;INDF;MASC;SG
blootgestel	expusa	blootstel	expune	V;PST;V.PTCP	ADJ;DEF;FEM;SG
individu	individual	individu	individual	N;SG	ADJ;INDF;MASC;SG
individu	individuale	individu	individual	N;SG	ADJ;INDF;FEM;PL
nissan	nissan	nissan	nissan		N;INDF;MASC;SG
aanneem	adoptarea	aanneem	adoptare	V;PRS	N;DEF;FEM;SG
aanneem	adoptare	aanneem	adoptare	V;PRS	N;INDF;FEM;SG
fishbase	fishbase	fishbase	fishbas		V;IND;SG;3;PST+PRF;FIN
sade	sade	sade	săda	N;SG	
viëtnam	vietnam	viëtnam	vietnam	PROPN;SG	PROPN
viëtnam	vietnamul	viëtnam	vietnam	PROPN;SG	N;DEF;MASC;SG
sneeu	savannah	sneeu	savannah	N;SG	PROPN
maxwell	maxwell	maxwell	maxwell		PROPN
gekoppel	skyline	koppel	skyline	V;PST;V.PTCP	
stabiele	grajd	stabiel	grajd	ADJ;NOM	N;INDF;MASC;SG
stabiele	stabila	stabiel	stabila	ADJ;NOM	ADJ;DEF;FEM;SG
oosterse	orientala	oosters	orientală	ADJ;NOM	ADJ;DEF;FEM;SG
klaar	terminat	klaar	termina		ADJ;INDF;MASC;SG
optiese	optica	optiese	optic	ADJ;NOM	N;DEF;FEM;SG
lokomotief	locomotive	lokomotief	locomotiv	N;SG	N;INDF;FEM;PL
sleutel	cheie	sleutel	cheie	V;PRS	N;INDF;FEM;SG
sleutel	tasta	sleutel	tasta	V;PRS	N;DEF;FEM;SG
sleutel	cheia	sleutel	cheie	V;PRS	N;DEF;FEM;SG
jane	jane	jane	jană		N;INDF;MASC;SG
ideale	idealurile	ideal	ideal	N;SG	N;DEF;FEM;PL
ideale	idealuri	ideal	ideal	N;SG	N;INDF;FEM;PL
lui	lene	lui	lene	V;PRS	
wolke	nori	wolk	nor	V;PRS	N;INDF;MASC;PL
wolke	norilor	wolk	noare	V;PRS	N;DEF;MASC;PL
wolke	norii	wolk	nor	V;PRS	N;DEF;MASC;PL
dak	dakota	dak	dakota	N;SG	PROPN
twyfel	indoiala	twyfel	indoială		ADJ;DEF;FEM;SG
twyfel	indoiala	twyfel	indoială		ADJ;DEF;FEM;SG
twyfel	indoiala	twyfel	indoială		ADJ;DEF;FEM;SG
vaandel	ensign	vaandel	ensign	N;SG	
lot	greu	lot	greu	N;SG	ADV
lot	dur	lot	dur	N;SG	ADJ;INDF;MASC;SG
lot	dura	lot	dura	N;SG	V;IND;SG;3;IPFV;FIN
vlaktes	campii	vlakte	campii	N;PL	
ludwig	ludwig	ludwig	ludwig		PROPN
skenk	dona	skenk	donă	V;PRS	V;IND;SG;3;IPFV;FIN
skenk	doneaza	skenk	donează	V;PRS	V;IND;SG;3;IPFV;FIN
skiet	tragatorul	skiet	tragator	V;PRS	N;DEF;MASC;SG
skiet	shooter	skiet	shooter	V;PRS	N;INDF;MASC;SG
skiet	tragator	skiet	tragator	V;PRS	N;INDF;MASC;SG
skiet	fotografiere	skiet	fotografier	V;PRS	N;INDF;FEM;SG
noordwestelike	northwestern	noordwestelik	northwestern	ADJ;NOM	PROPN
manne	barbati	man	barba	N;PL	
manne	barbati	man	barba	N;PL	
geb	geb	geb	geb	V;PST;V.PTCP	PROPN
jones	jones	jone	jones		PROPN
betrek	implica	betrek	implica	V;PRS	V;IND;SG;3;IPFV;FIN
betrek	implica	betrek	implica	V;PRS	V;IND;SG;3;IPFV;FIN
assiriese	asirian	assiries	asirian		ADJ;INDF;MASC;SG
august	august	august	august	PROPN;SG	N;INDF;MASC;SG
august	augustus	august	augustus	PROPN;SG	PROPN
geag	considerata	geag	considerat	V;PRS	ADJ;DEF;FEM;SG
geag	considerate	geag	considerat	V;PRS	ADJ;INDF;FEM;PL
geag	considerata	geag	considerat	V;PRS	ADJ;DEF;FEM;SG
geag	considerat	geag	considerat	V;PRS	ADJ;INDF;MASC;SG
amptenare	oficiali	amptenaar	oficial	N;PL	ADJ;INDF;MASC;PL
volwassenes	adulti	volwassene	adult	N;PL	
volwassenes	adulti	volwassene	adult	N;PL	
caesar	caesar	caesar	caesar		N;INDF;MASC;SG
caesar	cezar	caesar	cezar		N;INDF;MASC;SG
gelukkig	norocoasa	gelukkig	norocos	ADV	ADJ;DEF;FEM;SG
gelukkig	norocos	gelukkig	norocos	ADV	ADJ;INDF;MASC;SG
gelukkig	fericita	gelukkig	fericita	ADV	ADJ;DEF;FEM;SG
gelukkig	fericita	gelukkig	fericita	ADV	ADJ;DEF;FEM;SG
gelukkig	happy	gelukkig	happy	ADV	
gelukkig	fericit	gelukkig	fericit	ADV	ADJ;INDF;MASC;SG
josé	josé	josé	josé		PROPN
arktiese	arctica	arkties	arctică	ADJ;NOM	N;DEF;FEM;SG
arktiese	arctic	arkties	arctic	ADJ;NOM	
arktiese	arctica	arkties	arctică	ADJ;NOM	N;DEF;FEM;SG
slaap	dormi	slaap	dormi	N;SG	
slaap	dormind	slaap	dormi	N;SG	V;V.MSDR
slaap	doarme	slaap	dormi	N;SG	V;IND;SG;3;PRS;FIN
slaap	dormit	slaap	dormi	N;SG	ADJ;INDF;MASC;SG
marx	marx	marx	marx		PROPN
kommando	kommando	kommando	kommando	V;PRS	
donald	donald	donald	donald		PROPN
auckland	auckland	auckland	auckla		PROPN
dalí	dalí	dalí	dalí		PROPN
nek	gat	nek	gat	N;SG	
nek	gat	nek	gat	N;SG	
nek	nek	nek	nek	N;SG	
plate	farfurie	plaat	farfurie	N;PL	N;INDF;FEM;SG
plate	placa	plaat	placă	N;PL	N;DEF;FEM;SG
jakobus	james	jakobus	james		PROPN
jakobus	iacov	jakobus	iacov		PROPN
jakobus	iacob	jakobus	iacob		PROPN
bemark	promoveaza	bemark	promoveaza	V;PRS	V;IND;SG;3;IPFV;FIN
bemark	promova	bemark	promova	V;PRS	V;IND;SG;3;IPFV;FIN
stade	stade	stade	stad		PROPN
verwelkom	primitoare	verwelkom	primitor	V;PRS	ADJ;INDF;FEM
verwelkom	primitor	verwelkom	primitor	V;PRS	ADJ;INDF;MASC;SG
stoor	magazin	stoor	magazin	V;PRS	N;INDF;MASC;SG
stoor	magazinul	stoor	magazin	V;PRS	N;DEF;MASC;SG
stoor	store	stoor	stură	V;PRS	
stoor	stocheaza	stoor	stochează	V;PRS	V;IND;SG;3;IPFV;FIN
ondervind	avand	ondervind	avand	V;PRS	
ondervind	avand	ondervind	avand	V;PRS	
geheim	secrete	heim	secret	N;SG	N;INDF;FEM;PL
plaaslik	locale	plaaslik	local	ADV	ADJ;INDF;FEM;PL
plaaslik	localnic	plaaslik	localnic	ADV	N;INDF;MASC;SG
plaaslik	local	plaaslik	local	ADV	ADJ;INDF;MASC;SG
plaaslik	locala	plaaslik	locală	ADV	ADJ;DEF;FEM;SG
plaaslik	nativ	plaaslik	nativ	ADV	N;INDF;MASC;SG
plaaslik	nativa	plaaslik	nativă	ADV	N;DEF;FEM;SG
plaaslik	nativi	plaaslik	nativ	ADV	N;INDF;MASC;PL
plaaslik	native	plaaslik	nativ	ADV	ADJ;INDF;FEM;PL
normandië	normandia	normandië	normandia		PROPN
mater	mater	mater	mater	N;SG	
diepte	adancime	diepte	adancime	N;SG	
diepte	adancime	diepte	adancime	N;SG	
eis	revendicare	eis	revendicare		N;INDF;FEM;SG
eis	revendica	eis	revendica		V;IND;SG;3;IPFV;FIN
christoffel	cristofor	christoffel	cristofor		PROPN
christoffel	christopher	christoffel	christopher		PROPN
christoffel	christoffel	christoffel	christoffel		N;INDF;MASC;SG
commons	commons	commons	commons		N;INDF;MASC;SG
argument	argumentul	argument	argument		N;DEF;MASC;SG
argument	argument	argument	argument		N;INDF;MASC;SG
hyundai	hyundai	hyundai	hyund		
western	occidental	western	occidental		ADJ;INDF;MASC;SG
western	vest	western	vest		N;INDF;MASC;SG
western	western	western	western		PROPN
reguit	opt	reguit	opt		NUM;PL
reguit	eight	reguit	eight		N;INDF;MASC;SG
kuba	cuba	kuba	cubă	PROPN;SG	PROPN
swaziland	swaziland	swaziland	swaziland	PROPN;SG	PROPN
voorkeur	preferinta	voorkeur	preferintă		N;DEF;FEM;SG
geïnspireer	inspirata	inspireer	inspirat	V;PST;V.PTCP	ADJ;DEF;FEM;SG
geïnspireer	inspirat	inspireer	inspira	V;PST;V.PTCP	ADJ;INDF;MASC;SG
jersey	jersey	jersey	jersey	N;SG	PROPN
pietersburg	pietersburg	pietersburg	pietersburg		N;INDF;MASC;SG
identifiseer	identifica	identifiseer	identifica	V;PRS	V;IND;SG;3;IPFV;FIN
identifiseer	identifica	identifiseer	identifica	V;PRS	V;IND;SG;3;IPFV;FIN
benjamin	benjamin	benjamin	benjamin		N;INDF;MASC;SG
web	web	web	web		
ridder	knight	ridder	knight	N;SG	PROPN
uraan	puncte	uraan	punct	N;SG	N;INDF;FEM;PL
uraan	uraniu	uraan	uraniu	N;SG	N;INDF;MASC;PL
pen	pen	pen	pen	V;PRS	
pen	stilou	pen	stilou	V;PRS	N;INDF;MASC;SG
sutherland	sutherland	sutherland	sutherland		PROPN
margaret	margaret	margaret	margaret		N;INDF;MASC;SG
margaret	margareta	margaret	margaretă		N;DEF;FEM;SG
longew	longew	longew	longew		
francesco	francesco	francesco	francesco		PROPN
barnard	barnard	barnard	barnard		PROPN
dubbele	dubla	dubbel	dublu	ADJ;NOM	ADJ;DEF;FEM;SG
dubbele	dubla	dubbel	dublu	ADJ;NOM	ADJ;DEF;FEM;SG
dubbele	duble	dubbel	dublu	ADJ;NOM	N;INDF;FEM;PL
soedan	sudan	soedan	sudan	PROPN;SG	N;INDF;MASC;SG
soedan	sudanului	soedan	sudan	PROPN;SG	N;DEF;MASC;SG
soedan	sudanul	soedan	sudan	PROPN;SG	N;DEF;MASC;SG
opgelewer	retur	oplewer	retur	V;PST;V.PTCP	N;INDF;MASC;SG
opgelewer	intoarcere	oplewer	intoarcere	V;PST;V.PTCP	N;INDF;FEM;SG
verken	exploreaza	verken	exploreaza	V;PRS	V;IND;SG;3;IPFV;FIN
verken	explora	verken	explora	V;PRS	V;IND;SG;3;IPFV;FIN
invloedryke	influente	invloedryk	influent	ADJ;NOM	N;INDF;FEM;PL
invloedryke	influenta	invloedryk	influenta	ADJ;NOM	N;DEF;FEM;SG
analise	analize	analise	analiză	N;SG	N;INDF;FEM;PL
ondergrondse	underground	ondergronds	underground	ADJ;NOM	N;INDF;MASC;SG
bestuurder	manager	bestuurder	manager		N;INDF;MASC;SG
bestuurder	managerul	bestuurder	manager		N;DEF;MASC;SG
now	acum	now	acum		ADV
columbia	columbia	columbia	columbie		PROPN
blok	blocheaza	blok	bloca	V;PRS	V;IND;SG;3;IPFV;FIN
blok	bloc	blok	bloc	V;PRS	N;INDF;MASC;SG
blok	block	blok	block	V;PRS	N;INDF;MASC;SG
versier	decora	versier	decora	V;PRS	V;IND;SG;3;IPFV;FIN
vermoed	suspecta	vermoed	suspecta	V;PRS	N;DEF;FEM;SG
vermoed	suspectul	vermoed	suspect	V;PRS	N;DEF;MASC;SG
vermoed	suspect	vermoed	suspect	V;PRS	ADJ;INDF;MASC;SG
douglas	douglas	douglas	douglas		PROPN
dertien	treisprezece	dertien	treisprezece		NUM;PL
dertien	thirteen	dertien	thirteen		PROPN
deens	daneza	deens	daneza	PROPN;SG	ADJ;DEF;FEM;SG
deens	danez	deens	danez	PROPN;SG	ADJ;INDF;MASC;SG
bevry	eliberat	bevry	elibera	V;PRS	ADJ;INDF;MASC;SG
gevul	umplute	vul	umple	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gevul	umplut	vul	umple	V;PST;V.PTCP	ADJ;INDF;MASC;SG
salvador	salvador	salvador	salvador		PROPN
ooreenstem	meci	ooreenstem	meci		N;INDF;MASC;SG
ooreenstem	match	ooreenstem	match		N;INDF;MASC;SG
ooreenstem	potrivire	ooreenstem	potrivire		N;INDF;FEM;SG
streep	dunga	streep	dungă	V;PRS	N;DEF;FEM;SG
toestel	dispozitivul	toestel	dispozitiv	V;PRS	N;DEF;MASC;SG
toestel	dispozitiv	toestel	dispozitiv	V;PRS	N;INDF;MASC;SG
gebed	rugaciune	gebed	rugaciune		N;INDF;FEM;SG
gebed	rugaciunea	gebed	rugaciune		N;DEF;FEM;SG
gebed	rugaciunea	gebed	rugaciune		N;DEF;FEM;SG
gebed	rugaciune	gebed	rugaciune		N;INDF;FEM;SG
hebreeus	ebraica	hebreeus	ebraică		N;DEF;FEM;SG
charmed	fermecat	charmed	fermecat		ADJ;INDF;MASC;SG
charmed	fermecate	charmed	fermecat		ADJ;INDF;FEM;PL
grondwetlike	incalcari	grondwetlik	incalcar	ADJ;NOM	N;INDF;FEM;PL
records	discuri	records	disc		N;INDF;FEM;PL
records	records	records	records		N;INDF;MASC;SG
records	inregistrari	records	inregistrare		N;INDF;FEM;PL
records	recorduri	records	record		N;INDF;FEM;PL
oggend	dimineata	oggend	dimineata		N;DEF;FEM;SG
oggend	dimineata	oggend	dimineata		N;DEF;FEM;SG
oggend	neatza	oggend	neatză		N;DEF;FEM;SG
gordon	gordon	gordon	gordon		PROPN
bad	baie	bad	baie		N;INDF;FEM;SG
bad	bath	bad	bath		N;INDF;MASC;SG
costa	costa	costa	costa	PROPN;SG	V;IND;SG;3;IPFV;FIN
sigbare	vizibila	sigbaar	vizibil	ADJ;NOM	ADJ;DEF;FEM;SG
sigbare	vizibil	sigbaar	vizibil	ADJ;NOM	ADV
getuienis	martori	getuienis	martor	N;SG	N;INDF;MASC;PL
getuienis	dovezi	getuienis	dovadă	N;SG	N;INDF;FEM;PL
getuienis	probe	getuienis	probă	N;SG	N;INDF;FEM;PL
ned	ned	ned	nede		PROPN
landgoed	estates	landgoed	estates	N;SG	PROPN
landgoed	imobiliare	landgoed	imobiliar	N;SG	N;INDF;FEM;PL
landgoed	estate	landgoed	esta	N;SG	
adel	adel	adel	adel		N;INDF;MASC;SG
johnson	johnson	johnson	johnson		PROPN
filippyne	filipine	filippyn	filipine		N;INDF;FEM;SG
afwesigheid	absenta	afwesigheid	absenta		N;DEF;FEM;SG
afwesigheid	absenta	afwesigheid	absenta		N;DEF;FEM;SG
helen	helen	helen	helen	PROPN;SG	PROPN
arabië	arabia	arabië	arabia	PROPN;SG	PROPN
rykdom	averi	rykdom	aver	N;SG	N;INDF;FEM;PL
kontinentale	continental	kontinentaal	continental	N;SG	ADV
kontinentale	continentale	kontinentaal	continental	N;SG	ADJ;INDF;FEM;PL
kontinentale	continentala	kontinentaal	continental	N;SG	ADJ;DEF;FEM;SG
wild	wild	wild	wild		N;INDF;MASC;SG
wild	salbatic	wild	salbatic		ADJ;INDF;MASC;SG
wild	salbatica	wild	salbatică		N;DEF;FEM;SG
wild	salbatic	wild	salbatic		ADJ;INDF;MASC;SG
wild	salbatice	wild	salbatic		ADJ;INDF;FEM;PL
volgelinge	urmaritori	volgeling	urmaritor	N;PL	ADJ;INDF;MASC;PL
hannover	hanovra	hannover	hanovră		PROPN
blacks	negri	blacks	negru		ADJ;INDF;MASC;PL
blacks	negrii	blacks	negru		
relatiewe	dezactiva	relatief	dezactiva		V;IND;SG;3;IPFV;FIN
relatiewe	dezactiveaza	relatief	dezactivează		V;IND;SG;3;IPFV;FIN
relatiewe	dezactivat	relatief	dezactiva		ADJ;INDF;MASC;SG
relatiewe	ruda	relatief	ruda		N;DEF;FEM;SG
relatiewe	relativ	relatief	relativ		ADV
relatiewe	ruda	relatief	ruda		N;DEF;FEM;SG
relatiewe	relative	relatief	relativ		ADJ;INDF;FEM;PL
relatiewe	relativa	relatief	relativa		ADJ;DEF;FEM;SG
nigerië	nigeria	nigerië	nigerie	PROPN;SG	PROPN
jaco	jaco	jaco	jaco		PROPN
verkeerd	incorect	verkeerd	incorect		ADV
verkeerd	incorecte	verkeerd	incorect		ADJ;INDF;FEM;PL
verkeerd	incorecta	verkeerd	incorecta		ADJ;DEF;FEM;SG
verkeerd	gresit	verkeerd	gresit		ADJ;INDF;MASC;SG
verkeerd	gresit	verkeerd	gresit		ADJ;INDF;MASC;SG
barcelona	barcelona	barcelona	barcelonă	N;SG	N;DEF;FEM;PL
istanboel	istanbul	istanboel	istanb		PROPN
hongaarse	ungara	hongaars	ungar	N;PL	N;DEF;FEM;SG
hongaarse	maghiara	hongaars	maghiară	N;PL	N;DEF;FEM;SG
hongaarse	maghiar	hongaars	maghiar	N;PL	ADJ;INDF;MASC;SG
vincent	vincent	vincent	vincent	PROPN;SG	PROPN
geloods	lansat	geloods	lansat	V;PST;V.PTCP	ADJ;INDF;MASC;SG
geloods	lansata	geloods	lansat	V;PST;V.PTCP	ADJ;DEF;FEM;SG
geloods	lansate	geloods	lansa	V;PST;V.PTCP	ADJ;INDF;FEM;PL
aaron	aaron	aaron	aaron		PROPN
strauss	strauss	strauss	strauss		PROPN
ligter	bricheta	ligter	brichetă	ADJ;NOM;CMPR	N;DEF;FEM;SG
ligter	bricheta	ligter	brichetă	ADJ;NOM;CMPR	N;DEF;FEM;SG
sisilië	sicilia	sisilië	sicilie		PROPN
verkose	alesi	verkose	ales	N;SG	ADJ;INDF;MASC;PL
verkose	electiva	verkose	electiva	N;SG	ADJ;DEF;FEM;SG
cornelis	cornelis	cornelis	cornelis	N;SG	PROPN
hermanus	hermanus	hermanus	hermanus		N;INDF;MASC;SG
gestoor	salvate	stoor	salva	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gestoor	salvata	stoor	salva	V;PST;V.PTCP	N;DEF;FEM;SG
gestoor	salvat	stoor	salva	V;PST;V.PTCP	ADJ;INDF;MASC;SG
nederlande	olanda	nederland	olanda	N;SG	PROPN
kock	kock	kock	kock	N;SG	
ltd	srl	ltd	srl		
ltd	ltd	ltd	ltd		N
bordeaux	bordeaux	bordeaux	bordeaux		PROPN
sar	sar	sar	sar		V;IND;PL;3;PRS;FIN
torings	towers	toring	towers	N;PL	PROPN
leuse	motto	leuse	motto	V;PRS	
herhaal	reflecta	herhaal	reflecta	V;PRS	V;IND;SG;3;IPFV;FIN
herhaal	reflecta	herhaal	reflecta	V;PRS	V;IND;SG;3;IPFV;FIN
herhaal	repeta	herhaal	repeta	V;PRS	V;IND;SG;3;IPFV;FIN
herhaal	repeta	herhaal	repeta	V;PRS	V;IND;SG;3;IPFV;FIN
herhaal	generalul	herhaal	general	V;PRS	N;DEF;MASC;SG
