から	от	から	от	CONJ	ADP
ブルガリア	български	ブルガリア	български	PROPN	ADJ;INDF;MASC;SG
ブルガリア	българия	ブルガリア	българия	PROPN	PROPN;INDF;FEM;SG
反発	реституция	反発	реституция	V	N;INDF;FEM;SG
アンナ	анна	アンナ	анна	PROPN	PROPN;INDF;FEM;SG
アンナ	ана	アンナ	ана	PROPN	PROPN;INDF;FEM;SG
質量	масов	質量	масов	N	ADJ;INDF;MASC;SG
質量	масово	質量	масово	N	ADV
ミル	мил	ミル	мил	PROPN	ADJ;INDF;MASC;SG
ミル	мелница	ミル	мелница	PROPN	N;INDF;FEM;SG
プロイセン	пруски	プロイセン	пруски	N	ADJ;INDF;MASC;SG
エンド	край	エンド	край	N	ADP
フラ	fra	フラ	fra	PROPN	PROPN;INDF;NEUT;SG
フラ	хула	フラ	хула	PROPN	N;INDF;FEM;SG
独特	уникално	独特	уникално	ADJ	ADV
ピエール	пиер	ピエール	пиер	PROPN	PROPN;INDF;MASC;SG
亡命	изгнание	亡命	изгнание	V	N;INDF;NEUT;SG
不適切	неуместно	不適切	неуместно	ADJ	ADV
不適切	неподходящо	不適切	неподходящ	ADJ	ADV
不適切	злоупотреба	不適切	злоупотреба	ADJ	N;INDF;FEM;SG
チベット	тибет	チベット	тибет	PROPN	N;INDF;MASC;SG
アーケード	arcade	アーケード	arcade	PROPN	N;INDF;MASC;SG
毎月	месечна	毎月	месечен	N	ADJ;INDF;FEM;SG
毎月	месечно	毎月	месечно	N	ADV
毎月	месечни	毎月	месечен	N	ADJ;INDF;PL
毎月	месечен	毎月	месечен	N	ADJ;INDF;MASC;SG
ルーマニア	румъния	ルーマニア	румъния	PROPN	PROPN;INDF;FEM;SG
キス	целувка	キス	целувка	V	N;INDF;FEM;SG
キス	целуване	キス	целуване	V	N;INDF;NEUT;SG
キス	целувки	キス	целувка	V	N;INDF;FEM;PL
キス	кис	キス	кис	V	N;INDF;MASC;SG
キス	целувка	キス	целувка	V	N;INDF;FEM;SG
急速	спешност	急速	спешност	ADJ	N;INDF;FEM;SG
ロマン	римски	ロマン	римски	N	ADJ;INDF;MASC;SG
ロマン	римска	ロマン	римски	N	ADJ;INDF;FEM;SG
ウィリアムズ	уилиамс	ウィリアムズ	уилиамс	PROPN	N;INDF;MASC;SG
ウィリアムズ	уилямс	ウィリアムズ	уилямс	PROPN	N;INDF;MASC;SG
別れ	сбогом	別れ	сбогом	V	N;INDF;MASC;SG
別れ	раздяла	別れ	раздяла	V	N;INDF;FEM;SG
別れ	раздялата	別れ	раздяла	V	N;DEF;FEM;SG
大山	ояма	大山	тям	PROPN	N;INDF;MASC;SG
努力	усилия	努力	усилие	V	N;INDF;NEUT;PL
努力	усилие	努力	усилие	V	N;INDF;NEUT;SG
努力	старание	努力	старание	V	N;INDF;NEUT;SG
努力	усилия	努力	усилие	V	N;INDF;NEUT;PL
努力	усилието	努力	усилие	V	N;DEF;NEUT;SG
再会	събирания	再会	събирание	V	N;INDF;NEUT;PL
再会	събиране	再会	събиране	V	N;INDF;NEUT;SG
室内	закрито	室内	закрито	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
素材	материално	素材	материален	N	ADV
ライナー	райнер	ライナー	райнер	N	PROPN;INDF;MASC;SG
怒り	яд	怒り	яд	V	INTJ
怒り	гняв	怒り	гняв	V	N;INDF;MASC;SG
怒り	гневен	怒り	гневен	V	ADJ;INDF;MASC;SG
怒り	бесен	怒り	бесен	V	N;INDF;MASC;SG
怒り	ядосан	怒り	ядосам-(се)	V	N;INDF;MASC;SG
怒り	ядосана	怒り	ядосам-(се)	V	N;INDF;FEM;SG
ブー	бу	ブー	съм	PROPN	N;INDF;MASC;SG
トレード	търговия	トレード	търговия	V	N;INDF;FEM;SG
トレード	търговско	トレード	търговски	V	ADV
神田	канда	神田	канда	PROPN	N;INDF;MASC;SG
外観	виж	外観	видя-(се)	N	V;PFV;IMP;SG;2;FIN
近衛	коное	近衛	коное	PROPN	N;INDF;MASC;SG
エイト	осем	エイト	осем	PROPN	NUM;INDF;PL
奨励	насърчаване	奨励	насърчаване	V	N;INDF;NEUT;SG
セラ	сера	セラ	сера	PROPN	PROPN;INDF;MASC;SG
シャルル	чарлз	シャルル	чарлз	PROPN	N;INDF;MASC;SG
シャルル	чарлс	シャルル	чарлс	PROPN	PROPN;INDF;MASC;SG
シャルル	шарл	シャルル	шарл	PROPN	PROPN;INDF;MASC;SG
シルバー	сребърни	シルバー	сребърен	N	ADJ;INDF;PL
救助	спасяване	救助	спасяване	V	N;INDF;NEUT;SG
やす	лекота	やす	лек	PROPN	N;INDF;FEM;SG
ジョージア	джорджия	ジョージア	джорджия	PROPN	N;INDF;FEM;SG
ジョージア	грузия	ジョージア	груз	PROPN	PROPN;INDF;FEM;SG
グレイ	сив	グレイ	сив	PROPN	PROPN;INDF;MASC;SG
グレイ	сиво	グレイ	сиво	PROPN	ADV
グレイ	сива	グレイ	сив	PROPN	ADJ;INDF;FEM;SG
グレイ	сиви	グレイ	сив	PROPN	ADJ;INDF;PL
グレイ	грей	グレイ	грей	PROPN	PROPN;INDF;MASC;SG
グレイ	сив	グレイ	сив	PROPN	PROPN;INDF;MASC;SG
グレイ	сиво	グレイ	сиво	PROPN	ADV
グレイ	сива	グレイ	сив	PROPN	ADJ;INDF;FEM;SG
グレイ	сиви	グレイ	сив	PROPN	ADJ;INDF;PL
グレイ	грей	グレイ	грей	PROPN	PROPN;INDF;MASC;SG
デル	дел	デル	дел	PROPN	PROPN
デル	del	デル	del	PROPN	PROPN
デル	дел	デル	дел	PROPN	PROPN
デル	dell	デル	dell	PROPN	N;INDF;MASC;SG
働く	работещ	働く	работя	V	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
働く	работен	働く	работен	V	ADJ;INDF;MASC;SG
アドベンチャー	приключенски	アドベンチャー	приключенски	N	ADJ;INDF;MASC;SG
アルバ	алба	アルバ	алба	PROPN	N;INDF;FEM;SG
アルバ	аруба	アルバ	аруб	PROPN	N;INDF;FEM;SG
加賀	кага	加賀	кага	PROPN	N;INDF;FEM;SG
ゲイ	обратен	ゲイ	обратя	N	ADJ;INDF;MASC;SG
森林	горски	森林	горски	N	ADJ;INDF;MASC;SG
グレート	страхотно	グレート	страхотно	PROPN	ADV
混合	смесен	混合	смесен	N	ADJ;INDF;MASC;SG
混合	смесени	混合	смесен	N	ADJ;INDF;PL
混合	смесено	混合	смесено	N	ADV
混合	смесена	混合	смесен	N	ADJ;INDF;FEM;SG
告白	признания	告白	признание	V	N;INDF;NEUT;PL
告白	самопризнания	告白	самопризнание	V	N;INDF;NEUT;PL
その	междувременно	その	междувременно	DET	ADV
所持	владение	所持	владение	V	N;INDF;NEUT;SG
所持	обсебване	所持	обсебване	V	N;INDF;NEUT;SG
所持	притежание	所持	притежание	V	N;INDF;NEUT;SG
所持	притежаване	所持	притежаване	V	N;INDF;NEUT;SG
セカンド	второ	セカンド	втори	N	ADV
セカンド	втора	セカンド	втори	N	ADJ;INDF;FEM;SG
セカンド	втори	セカンド	втори	N	ADJ;INDF;MASC;SG
不能	невъзможност	不能	невъзможност	ADJ	N;INDF;FEM;SG
マドリード	мадрид	マドリード	мадрид	PROPN	PROPN;INDF;MASC;SG
和泉	изуми	和泉	изумя	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
後ろ	зад	後ろ	зад	N	ADP
後ろ	назад	後ろ	назад	N	ADV
後ろ	обратно	後ろ	обратно	N	ADV
パーティー	party	パーティー	party	N	ADJ
修行	тренировки	修行	тренировка	V	N;INDF;FEM;PL
修行	обучение	修行	обучение	V	N;INDF;NEUT;SG
修行	тренировка	修行	тренировка	V	N;INDF;FEM;SG
ミュンヘン	мюнхен	ミュンヘン	мюнхен	PROPN	N;INDF;MASC;SG
ニック	ник	ニック	ник	PROPN	PROPN;INDF;MASC;SG
ブラッド	кръвта	ブラッド	кръв	PROPN	N;DEF;FEM;SG
ブラッド	кръв	ブラッド	кръв	PROPN	N;INDF;FEM;SG
ブラッド	брад	ブラッド	брад	PROPN	PROPN;INDF;MASC;SG
動員	мобилизация	動員	мобилизация	V	N;INDF;FEM;SG
繁殖	разплод	繁殖	разплод	V	N;INDF;MASC;SG
繁殖	размножаване	繁殖	размножаване	V	N;INDF;NEUT;SG
十二	twelve	十二	twelve	NUM	N;INDF;MASC;SG
ショウ	шоу	ショウ	шоу	PROPN	N;INDF;NEUT;SG
ブライアン	браян	ブライアン	браян	PROPN	PROPN;INDF;MASC;SG
ブライアン	брайън	ブライアン	брайън	PROPN	PROPN;INDF;MASC;SG
ダニエル	даниел	ダニエル	даниел	PROPN	PROPN;INDF;MASC;SG
ダニエル	даниъл	ダニエル	даниал	PROPN	PROPN;INDF;MASC;SG
詰め	плънка	詰める	плънка	V	N;INDF;FEM;SG
詰め	пълнене	詰める	пълнене	V	N;INDF;NEUT;SG
土佐	тоса	土佐	тос	PROPN	N;INDF;FEM;SG
クロアチア	хърватска	クロアチア	хърватска	PROPN	ADJ;INDF;FEM;SG
クロアチア	хърватия	クロアチア	хърват	PROPN	PROPN;INDF;FEM;SG
ソナタ	сонати	ソナタ	сонат	PROPN	N;INDF;NEUT;PL
ソナタ	sonata	ソナタ	sonata	PROPN	PROPN;INDF;MASC;SG
下関	шимоносеки	下関	шимоносеки	PROPN	N;INDF;MASC;SG
表彰	награди	表彰	награда	V	N;INDF;FEM;PL
表彰	възлагане	表彰	възлагане	V	N;INDF;NEUT;SG
表彰	награда	表彰	награда	V	N;INDF;FEM;SG
陽子	протон	陽子	протон	PROPN	N;INDF;MASC;SG
不満	недоволство	不満	недоволство		N;INDF;NEUT;SG
不満	недоволство	不満	недоволство		N;INDF;NEUT;SG
ラテン語	латинска	ラテン語	латински	N	ADJ;INDF;FEM;SG
ラテン語	латински	ラテン語	латински	N	ADJ;INDF;MASC;SG
シル	сил	シル	сил	N	PROPN;INDF;MASC;SG
アントニオ	антонио	アントニオ	антонио	PROPN	PROPN;INDF;MASC;SG
アーカイブ	архивирани	アーカイブ	архивирам	N	V;PFV;INDF;PL;V.PTCP;PASS
変動	колебания	変動	колебание	V	N;INDF;NEUT;PL
衝撃	шокиран	衝撃	шокирам	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
衝撃	шокирани	衝撃	шокирам	N	V;PFV;INDF;PL;V.PTCP;PASS
衝撃	шокирана	衝撃	шокирам	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
手続き	процедури	手続き	процедура	V	N;INDF;FEM;PL
手続き	процедура	手続き	процедура	V	N;INDF;FEM;SG
カロライナ	каролина	カロライナ	каролина	PROPN	N;INDF;FEM;SG
諏訪	сува	諏訪	сувам-(се)	PROPN	N;INDF;FEM;SG
前面	преден	前面	преден	N	ADJ;INDF;MASC;SG
前面	предни	前面	преден	N	ADJ;INDF;PL
前面	отпред	前面	отпред	N	ADV
前面	предна	前面	преден	N	ADJ;INDF;FEM;SG
瞬間	моментално	瞬間	моментално	N	ADV
中断	прекъсване	中断	прекъсване	V	N;INDF;NEUT;SG
ホンダ	хонда	ホンダ	хонд	PROPN	N;INDF;MASC;SG
歯科	зъболекарски	歯科	зъболекарски	N	ADJ;INDF;MASC;SG
招待	поканите	招待	покана	V	N;DEF;FEM;PL
招待	покани	招待	покана	V	N;INDF;FEM;PL
招待	покани	招待	покана	V	N;INDF;FEM;PL
招待	покана	招待	покана	V	N;INDF;FEM;SG
招待	покана	招待	покана	V	N;INDF;FEM;SG
招待	покани	招待	покана	V	N;INDF;FEM;PL
招待	покани	招待	покана	V	N;INDF;FEM;PL
川越	кавагое	川越	каваго	PROPN	N;INDF;MASC;SG
エクスプレス	експресна	エクスプレス	експресен	N	ADJ;INDF;FEM;SG
怪我	контузен	怪我	контузен	V	N;INDF;MASC;SG
怪我	нараняване	怪我	нараняване	V	N;INDF;NEUT;SG
怪我	контузия	怪我	контузия	V	N;INDF;FEM;SG
怪我	травма	怪我	травма	V	N;INDF;FEM;SG
怪我	наранявания	怪我	нараняване	V	N;INDF;NEUT;PL
怪我	вреда	怪我	вреда	V	N;INDF;FEM;SG
怪我	контузии	怪我	контузия	V	N;INDF;FEM;PL
怪我	наранявания	怪我	нараняване	V	N;INDF;NEUT;PL
プレゼント	представя	プレゼント	представям-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
プレゼント	присъстващи	プレゼント	присъствам	N	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
スロバキア	словашки	スロバキア	словашки	PROPN	ADJ;INDF;MASC;SG
スロバキア	словакия	スロバキア	словакие	PROPN	PROPN;INDF;FEM;SG
縮小	психиатър	縮小	психиатър	V	N;INDF;MASC;SG
健一	кеничи	健一	кенича	PROPN	N;INDF;FEM;PL
回収	възстановяване	回収	възстановяване	V	N;INDF;NEUT;SG
妨害	заглушаване	妨害	заглушаване	V	N;INDF;NEUT;SG
復讐	отмъщението	復讐	отмъщение	V	N;DEF;NEUT;SG
復讐	отмъщение	復讐	отмъщение	V	N;INDF;NEUT;SG
復讐	мъст	復讐	мъст	V	N;INDF;FEM;SG
復讐	мъст	復讐	мъст	V	N;INDF;FEM;SG
復讐	отмъщение	復讐	отмъщение	V	N;INDF;NEUT;SG
復讐	отмъщението	復讐	отмъщение	V	N;DEF;NEUT;SG
講義	лекции	講義	лекция	V	N;INDF;FEM;PL
講義	лекция	講義	лекция	V	N;INDF;FEM;SG
講義	лекцията	講義	лекция	V	N;DEF;FEM;SG
講義	лекции	講義	лекция	V	N;INDF;FEM;PL
講義	лекциите	講義	лекция	V	N;DEF;FEM;PL
ボブ	боб	ボブ	боб	PROPN	N;INDF;MASC;SG
絶滅	изчезване	絶滅	изчезване	V	N;INDF;NEUT;SG
婦人	дамски	婦人	дамски	N	ADJ;INDF;SG
マーティン	мартин	マーティン	мартин	PROPN	PROPN;INDF;MASC;SG
マーティン	martin	マーティン	martin	PROPN	PROPN;INDF;MASC;SG
リアル	истинско	リアル	истински	ADJ	ADV
リアル	реал	リアル	реал	ADJ	PROPN;INDF;MASC;SG
リアル	реално	リアル	реално	ADJ	ADV
リアル	риал	リアル	риал	ADJ	N;INDF;MASC;SG
アーサー	артър	アーサー	артър	PROPN	N;INDF;MASC;SG
学位	градус	学位	градус	V	N;INDF;MASC;SG
学位	степен	学位	степен	V	N;INDF;FEM;SG
カム	кам	カム	кам	N	ADV
ラッシュ	ръш	ラッシュ	ръш	N	PROPN;INDF;MASC;SG
コントロール	контролиране	コントロール	контролиране	V	N;INDF;NEUT;SG
コントロール	контрол	コントロール	контрол	V	N;INDF;MASC;SG
コントロール	контроли	コントロール	контрола	V	N;INDF;FEM;PL
コントロール	контрол	コントロール	контрол	V	N;INDF;MASC;SG
コントロール	управление	コントロール	управление	V	N;INDF;NEUT;SG
アルト	алто	アルト	алто	PROPN	PROPN;INDF;MASC;SG
山中	яманака	山中	яманака	PROPN	N;DEF;MASC;SG
フォーク	народни	フォーク	народен	N	ADJ;INDF;PL
反映	отразяване	反映	отразяване	V	N;INDF;NEUT;SG
思い出	спомени	思い出	споменя	V	N;INDF;MASC;PL
思い出	спомените	思い出	спомен	V	N;DEF;MASC;PL
キューバ	кубинска	キューバ	кубински	PROPN	ADJ;INDF;FEM;SG
キューバ	кубински	キューバ	кубински	PROPN	ADJ;INDF;MASC;SG
キューバ	куба	キューバ	кубо	PROPN	N;INDF;FEM;SG
予約	резерви	予約	резервя	V	N;INDF;FEM;PL
予約	резервации	予約	резервация	V	N;INDF;FEM;PL
予約	назначаване	予約	назначаване	V	N;INDF;NEUT;SG
予約	резервация	予約	резервация	V	N;INDF;FEM;SG
予約	резервация	予約	резервация	V	N;INDF;FEM;SG
予約	резерват	予約	резервам	V	N;INDF;FEM;SG
送る	изпращане	送る	изпращане	V	N;INDF;NEUT;SG
ふじ	фуджи	ふじる	фуджа	PROPN	N;INDF;MASC;SG
工藤	кудо	工藤	кудо	PROPN	N;INDF;MASC;SG
スピン	завърти	スピン	завъртя-(се)	N	V;PFV;IMP;SG;2;FIN
カラ	кара	カラ	карам-се	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
レーザー	лазерно	レーザー	лазерно	N	ADV
アキ	аки	アキ	аки	PROPN	N;INDF;MASC;SG
ライオンズ	лъвовете	ライオンズ	лъв	PROPN	N;DEF;MASC;PL
ライオンズ	лъвове	ライオンズ	лъв	PROPN	N;INDF;MASC;PL
入院	хоспитализация	入院	хоспитализация	V	N;INDF;FEM;SG
ヒトラー	хитлер	ヒトラー	хитлер	PROPN	N;INDF;MASC;SG
フィラデルフィア	фили	フィラデルフィア	филя-се	PROPN	N;INDF;MASC;SG
フィラデルフィア	филаделфия	フィラデルフィア	филаделфия	PROPN	N;INDF;FEM;SG
フィラデルフィア	филаделфия	フィラデルフィア	филаделфия	PROPN	N;INDF;FEM;SG
ユーザ	потребителски	ユーザ	потребителски	N	ADJ;INDF;MASC;SG
誤解	недоразумение	誤解	недоразумение	V	N;INDF;NEUT;SG
誤解	неразбирателство	誤解	неразбирателство	V	N;INDF;NEUT;SG
ワイ	уай	ワイ	уай	PROPN	PROPN;INDF;MASC;SG
バッハ	бах	バッハ	съм	PROPN	PROPN;INDF;MASC;SG
マサチューセッツ	масачузетс	マサチューセッツ	масачузетс	PROPN	N;INDF;MASC;SG
浅野	асано	浅野	асано	PROPN	N;INDF;MASC;SG
ハリー	хари	ハリー	харя-(се)	PROPN	N;INDF;MASC;SG
ビーチ	beach	ビーチ	beach	PROPN	N;INDF;MASC;SG
ビーチ	плажът	ビーチ	плаж	PROPN	N;DEF;MASC;SG
ビーチ	плаж	ビーチ	плаж	PROPN	N;INDF;MASC;SG
ビーチ	бряг	ビーチ	бряг	PROPN	N;INDF;MASC;SG
ビーチ	плажа	ビーチ	плаж	PROPN	N;DEF;MASC;SG
ビーチ	плажове	ビーチ	плаж	PROPN	N;INDF;MASC;PL
ビーチ	плажовете	ビーチ	плаж	PROPN	N;DEF;MASC;PL
カルロス	карлос	カルロス	карлос	PROPN	PROPN;INDF;MASC;SG
秋山	акияма	秋山	акияма	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
友達	friends	友達	friends	N	PROPN;INDF;MASC;SG
友達	приятелю	友達	приятел	N	INTJ
充実	изпълняване	充実	изпълняване	V	N;INDF;NEUT;SG
ゴジラ	годзила	ゴジラ	годзила	PROPN	N;INDF;FEM;SG
着陸	кацания	着陸	кацания	V	N;INDF;NEUT;PL
着陸	разтоварване	着陸	разтоварване	V	N;INDF;NEUT;SG
着陸	кацане	着陸	кацане	V	N;INDF;NEUT;SG
着陸	приземяване	着陸	приземяване	V	N;INDF;NEUT;SG
着陸	разтоварване	着陸	разтоварване	V	N;INDF;NEUT;SG
着陸	приземяването	着陸	приземяване	V	N;DEF;NEUT;SG
河野	коно	河野	коно	PROPN	PROPN;INDF;MASC;SG
キース	кийт	キース	кийт	PROPN	PROPN;INDF;MASC;SG
説得	убеждение	説得	убеждение	V	N;INDF;NEUT;SG
説得	убеждаване	説得	убеждаване	V	N;INDF;NEUT;SG
説得	убедителна	説得	убедителен	V	ADJ;INDF;FEM;SG
説得	убедителен	説得	убедителен	V	ADJ;INDF;MASC;SG
独占	изключително	独占	изключително	V	ADV
独占	ексклузивно	独占	ексклузивно	V	ADV
独占	изключителни	独占	изключителен	V	ADJ;INDF;PL
独占	изключителна	独占	изключителен	V	ADJ;INDF;FEM;SG
独占	монополи	独占	монопол	V	N;INDF;MASC;PL
独占	монопол	独占	монопол	V	N;INDF;MASC;SG
ベリー	боровинки	ベリー	боровинка	PROPN	N;INDF;FEM;PL
ベリー	бери	ベリー	бера	PROPN	N;INDF;FEM;SG
謝罪	извинение	謝罪	извинение	V	N;INDF;NEUT;SG
謝罪	извинението	謝罪	извинение	V	N;DEF;NEUT;SG
認知	когнитивни	認知	когнитивен	V	ADJ;INDF;PL
避ける	избягване	避ける	избягване	V	N;INDF;NEUT;SG
エリ	илай	エリ	илам	PROPN	PROPN;INDF;MASC;SG
クリスタル	кристална	クリスタル	кристален	N	ADJ;INDF;FEM;SG
クリスタル	кристално	クリスタル	кристално	N	ADV
中田	наката	中田	накат	PROPN	N;DEF;MASC;SG
チャンピオンズ	шампиони	チャンピオンズ	шампион	PROPN	N;INDF;MASC;PL
チャンピオンズ	шампионите	チャンピオンズ	шампион	PROPN	N;DEF;MASC;PL
マレーシア	малайзия	マレーシア	малайзия	PROPN	N;INDF;FEM;SG
マレーシア	малайзийски	マレーシア	малайзийски	PROPN	PROPN;INDF;MASC;SG
マジ	сериозно	マジ	сериозно		ADV
考え	нагласа	考える	нагласа	V	N;INDF;FEM;SG
告知	обявяване	告知	обявяване	V	N;INDF;NEUT;SG
告知	съобщение	告知	съобщение	V	N;INDF;NEUT;SG
告知	обявление	告知	обявление	V	N;INDF;NEUT;SG
告知	известие	告知	известие	V	N;INDF;NEUT;SG
告知	предизвестие	告知	предизвестие	V	N;INDF;NEUT;SG
無限	безкрайност	無限	безкрайност		N;INDF;FEM;SG
無限	безкрайността	無限	безкрайност		N;DEF;FEM;SG
ハロー	здравей	ハロー	здравей	PROPN	INTJ
ハロー	ало	ハロー	ало	PROPN	N;INDF;MASC;SG
ハロー	здравейте	ハロー	здравейте	PROPN	N;INDF;MASC;SG
付与	предоставяне	付与	предоставяне	V	N;INDF;NEUT;SG
付与	предоставянето	付与	предоставяне	V	N;DEF;NEUT;SG
付与	субсидия	付与	субсидия	V	N;INDF;FEM;SG
付与	грант	付与	грант	V	PROPN;INDF;MASC;SG
エリック	ерик	エリック	ерик	PROPN	PROPN;INDF;MASC;SG
ハーフ	наполовина	ハーフ	наполовина	N	ADV
ジェン	джен	ジェン	джен	PROPN	PROPN;INDF;MASC;SG
ネオ	нео	ネオ	аз	PROPN	N;INDF;MASC;SG
幸せ	щастие	幸せ	щастие	ADJ	N;INDF;NEUT;SG
幸せ	щастието	幸せ	щастие	ADJ	N;DEF;NEUT;SG
幸せ	щастливо	幸せ	щастлив	ADJ	ADV
幸せ	хепи	幸せ	хеп	ADJ	INTJ
日向	хюга	日向	хюга	PROPN	N;INDF;MASC;SG
同等	еквивалентна	同等	еквивалентен	CONJ	ADJ;INDF;FEM;SG
同等	еквивалент	同等	еквивалент	CONJ	N;INDF;MASC;SG
同等	еквивалентни	同等	еквивалентен	CONJ	ADJ;INDF;PL
同等	еквивалентно	同等	еквивалентно	CONJ	ADV
リトアニア	литва	リトアニア	литва	PROPN	PROPN;INDF;FEM;SG
グローバル	световно	グローバル	световен	ADJ	ADV
グローバル	глобално	グローバル	глобален	ADJ	ADV
安倍	ейб	安倍	ейб	PROPN	N;INDF;MASC;SG
パラダイス	раят	パラダイス	рай	N	ADV
小沢	озава	小沢	озавам-(се)	PROPN	PROPN;INDF;FEM;SG
農民	селска	農民	селски	N	ADJ;INDF;FEM;SG
スプリング	пролетно	スプリング	пролетно	N	ADV
アナウンス	обявяване	アナウンス	обявяване	V	N;INDF;NEUT;SG
アナウンス	съобщение	アナウンス	съобщение	V	N;INDF;NEUT;SG
アナウンス	обявление	アナウンス	обявление	V	N;INDF;NEUT;SG
日光	нико	日光	никой	N	PROPN;INDF;MASC;SG
ウエスト	западно	ウエスト	западно	N	ADV
ウエスト	западна	ウエスト	западна	N	ADJ;INDF;FEM;SG
ウエスト	западен	ウエスト	западя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ウエスト	уест	ウエスト	уест	N	PROPN;INDF;MASC;SG
ゆり	юри	ゆり	юри	PROPN	PROPN;INDF;MASC;SG
ゆり	юрий	ゆり	юрий	PROPN	PROPN;INDF;MASC;SG
ジェフ	джеф	ジェフ	джеф	PROPN	PROPN;INDF;MASC;SG
避難	евакуация	避難	евакуация	V	N;INDF;FEM;SG
避難	убежище	避難	убежище	V	N;INDF;NEUT;SG
避難	евакуация	避難	евакуация	V	N;INDF;FEM;SG
三河	микава	三河	микавам	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
装飾	украшение	装飾	украшение	V	N;INDF;NEUT;SG
装飾	украса	装飾	украса	V	N;INDF;FEM;SG
装飾	декорация	装飾	декорация	V	N;INDF;FEM;SG
装飾	украси	装飾	украся	V	N;INDF;MASC;PL
装飾	украса	装飾	украса	V	N;INDF;FEM;SG
装飾	украшения	装飾	украшение	V	N;INDF;NEUT;PL
装飾	украса	装飾	украса	V	N;INDF;FEM;SG
装飾	орнаменти	装飾	орнамент	V	N;INDF;MASC;PL
ドラゴンズ	дракони	ドラゴンズ	дракон	PROPN	N;INDF;MASC;PL
ドラゴンズ	драконите	ドラゴンズ	дракон	PROPN	N;DEF;MASC;PL
アテネ	атина	アテネ	атина	PROPN	PROPN;INDF;FEM;SG
モンテ	монте	モンテ	монте	PROPN	PROPN;INDF;MASC;SG
モンテ	монти	モンテ	монта	PROPN	N;INDF;MASC;SG
チリ	чилийски	チリ	чилийски	PROPN	ADJ;INDF;MASC;SG
チリ	чили	チリ	чила	PROPN	PROPN;INDF;MASC;SG
チリ	люти	チリ	лют	PROPN	ADJ;INDF;PL
チリ	чили	チリ	чила	PROPN	PROPN;INDF;MASC;SG
サマー	лятно	サマー	летен	N	ADV
サマー	самър	サマー	самър	N	PROPN;INDF;MASC;SG
併合	приложено	併合	приложа	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
併合	приложен	併合	приложа	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
併合	приложени	併合	приложа	N	V;PFV;INDF;PL;V.PTCP;PASS
処刑	екзекуция	処刑	екзекуция	V	N;INDF;FEM;SG
処刑	изпълнение	処刑	изпълнение	V	N;INDF;NEUT;SG
警告	предупреждение	警告	предупреждение	V	N;INDF;NEUT;SG
警告	предупрежденията	警告	предупреждение	V	N;DEF;NEUT;PL
警告	предупреждения	警告	предупреждение	V	N;INDF;NEUT;PL
白鳥	лебеди	白鳥	лебед	PROPN	N;INDF;MASC;PL
白鳥	суон	白鳥	суон	PROPN	PROPN;INDF;MASC;SG
白鳥	лебед	白鳥	лебед	PROPN	N;INDF;MASC;SG
頻繁	често	頻繁	често	ADJ	ADV
公爵	дюк	公爵	дюк	N	PROPN;INDF;MASC;SG
才能	талантливи	才能	талантлив	N	ADJ;INDF;PL
才能	талантлив	才能	талантлив	N	ADJ;INDF;MASC;SG
才能	талантлива	才能	талантлив	N	ADJ;INDF;FEM;SG
グラフィック	графични	グラフィック	графичен	N	ADJ;INDF;PL
グラフィック	графичен	グラフィック	графичен	N	ADJ;INDF;MASC;SG
グラフィック	графичен	グラフィック	графичен	N	ADJ;INDF;MASC;SG
ハイム	хаим	ハイム	хаим	PROPN	N;INDF;MASC;SG
公国	пловдивско	公国	пловдивски	N	ADV
圧倒的	поразително	圧倒的	поразително	ADJ	ADV
バレー	вали	バレー	вали	N	V;IPFV;IMP;SG;3;PRS;FIN
緑色	грийн	緑色	грийн	N	PROPN;INDF;MASC;SG
緑色	зелено	緑色	зелено	N	ADV
緑色	зелен	緑色	зелен	N	ADJ;INDF;MASC;SG
緑色	зелена	緑色	зелен	N	ADJ;INDF;FEM;SG
緑色	зелени	緑色	зелен	N	ADJ;INDF;PL
強調	акцент	強調	акцент	V	N;INDF;MASC;SG
辞職	оставката	辞職	оставка	V	N;DEF;FEM;SG
辞職	оставка	辞職	оставка	V	N;INDF;FEM;SG
チョウ	пеперудата	チョウ	пеперуда	PROPN	N;DEF;FEM;SG
チョウ	пеперуда	チョウ	пеперуда	PROPN	N;INDF;FEM;SG
同	другари	同	другар	ADJ	N;INDF;MASC;PL
北村	китамура	北村	китамура	PROPN	N;DEF;MASC;SG
予報	прогноза	予報	прогноза	V	N;INDF;FEM;SG
直樹	наоки	直樹	наока	PROPN	N;INDF;MASC;SG
