של	шел	של	шел	PART;GEN	N;INDF;MASC;SG
סר	сер	סר	серу	PROPN	PROPN;INDF;MASC;SG
סר	сир	סר	сир	PROPN	N;INDF;NEUT;SG
הלוח	дъска	הלוח	дъска		N;INDF;FEM;SG
הלוח	борд	הלוח	борд		N;INDF;MASC;SG
הלוח	борда	הלוח	борд		N;DEF;MASC;SG
הלוח	таблетка	הלוח	таблетка		N;INDF;FEM;SG
הלוח	плоча	הלוח	плоча-(се)		N;INDF;FEM;SG
אהוד	ехуд	אהוד	ехуд	PROPN	N;INDF;MASC;SG
אהוד	популярно	אהוד	популярен	PROPN	ADV
אהוד	популярен	אהוד	популярен	PROPN	ADJ;INDF;MASC;SG
אהוד	популярна	אהוד	популярен	PROPN	ADJ;INDF;FEM;SG
אהוד	популярни	אהוד	популярен	PROPN	ADJ;INDF;PL
בוט	бот	בוט	бот	PROPN	N;INDF;MASC;SG
לנצח	победи	ניצח	победа	V;NFIN;ACT	N;INDF;FEM;PL
לנצח	победа	ניצח	победа	V;NFIN;ACT	N;INDF;FEM;SG
לנצח	завинаги	ניצח	завинаги	V;NFIN;ACT	ADV
לנצח	вечно	ניצח	вечно	V;NFIN;ACT	ADV
מינה	мина	מינה	мина-(се)	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
יורם	зубър	יורם	зубър	PROPN	N;INDF;MASC;SG
יורם	зубър	יורם	зубър	PROPN	N;INDF;MASC;SG
עומדת	стои	עמד	стоя	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
עומדת	стояща	עמד	стоящ	V;FEM;SG;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
פורטוגל	португалия	פורטוגל	португалия	PROPN	PROPN;INDF;FEM;SG
איינשטיין	айнщайн	איינשטיין	айнщайн	PROPN	N;INDF;MASC;SG
בשבי	пленник	בשבי	пленник		N;INDF;MASC;SG
פייר	пиер	פייר	пиер	PROPN	PROPN;INDF;MASC;SG
חשמלי	електрическо	חשמל	електрически	ADJ;MASC;SG	ADV
חשמלי	електрическо	חשמל	електрически	ADJ;MASC;SG	ADV
חשמלי	електричество	חשמל	електричество	ADJ;MASC;SG	N;INDF;NEUT;SG
המפעל	фабрика	המפעל	фабрика	PROPN	N;INDF;FEM;SG
המפעל	завод	המפעל	завод	PROPN	N;INDF;MASC;SG
המפעל	фабриката	המפעל	фабрика	PROPN	N;DEF;FEM;SG
נח	ноа	נח	ноа		PROPN;INDF;FEM;SG
נח	ной	נח	ной		N;INDF;MASC;SG
מונדיאל	фифа	מונדיאל	фиф	PROPN	N;INDF;MASC;SG
להציל	спасяване	הציל	спасяване	V;NFIN;ACT	N;INDF;NEUT;SG
להציל	запис	הציל	запис	V;NFIN;ACT	N;INDF;MASC;SG
מאמין	вярвай	האמין	вярвам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN
מאמין	вярваща	האמין	вярвам	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
מאמין	вярващ	האמין	вярващ	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
בטעות	инцидентно	בטעות	инцидентно		ADV
בטעות	случайно	בטעות	случайно		ADV
הטרור	терор	הטרור	терор	PROPN	N;INDF;MASC;SG
הטרור	ужас	הטרור	ужас	PROPN	N;INDF;MASC;SG
בהתאמה	съответна	בהתאם	съответен	ADV	ADJ;INDF;FEM;SG
בהתאמה	съответни	בהתאם	съответен	ADV	ADJ;INDF;PL
בהתאמה	съответен	בהתאם	съответен	ADV	ADJ;INDF;MASC;SG
סיבות	причинява	סיבה	причинявам	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
שמחה	радост	שמחה	радост	PROPN	N;INDF;FEM;SG
שמחה	джой	שמחה	джой	PROPN	PROPN;INDF;FEM;SG
שמחה	щастлив	שמחה	щастлив	PROPN	ADJ;INDF;MASC;SG
שמחה	щастливи	שמחה	щастлив	PROPN	ADJ;INDF;PL
שמחה	щастлива	שמחה	щастлив	PROPN	ADJ;INDF;FEM;SG
שמחה	щастливо	שמחה	щастлив	PROPN	ADV
שמחה	хепи	שמחה	хеп	PROPN	INTJ
התייחסות	референтни	התייחסות	референтен	N;FEM;SG	ADJ;INDF;PL
מימון	финанси	מימון	финанси	N;MASC;SG	N;INDF
אוטומטית	автоматична	אוטומטית	автоматичен	ADV	ADJ;INDF;FEM;SG
אוטומטית	автоматични	אוטומטית	автоматичен	ADV	ADJ;INDF;PL
אוטומטית	автоматичен	אוטומטית	автоматичен	ADV	ADJ;INDF;MASC;SG
תומך	подкрепа	תמך	подкрепа	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
תומך	поддържаща	תמך	поддържам	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
תומך	подкрепящи	תמך	подкрепям	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
תומך	подпомагане	תמך	подпомагане	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
תומך	подкрепа	תמך	подкрепа	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
תומך	поддръжка	תמך	поддръжка	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
תומך	подкрепя	תמך	подкрепя	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
תומך	поддържа	תמך	поддържам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
תומך	поддръжник	תמך	поддръжник	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
תומך	привърженик	תמך	привърженик	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
ארנסט	ърнест	ארנסט	ърнест	PROPN	PROPN;INDF;MASC;SG
ארנסט	ернст	ארנסט	ернст	PROPN	PROPN;INDF;MASC;SG
לימד	преподавал	לימד	преподавам	N;MASC;SG	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
לימד	научени	לימד	науча-(се)	N;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
הצעות	предложен	הצעה	предложа	N;FEM;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הצעות	предложени	הצעה	предложа	N;FEM;PL	V;PFV;INDF;PL;V.PTCP;PASS
הצעות	предложено	הצעה	предложа	N;FEM;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
הצעות	предлага	הצעה	предлагам	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ביים	насочено	ביים	насоча-(се)	PROPN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ביים	насочени	ביים	насоча-(се)	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
ויליאמס	уилиамс	ויליאמס	уилиамс	PROPN	N;INDF;MASC;SG
ויליאמס	уилямс	ויליאמס	уилямс	PROPN	N;INDF;MASC;SG
דרומית	южен	דרומי	южен	ADV	N;INDF;MASC;SG
דרומית	южни	דרומי	южен	ADV	ADJ;INDF;PL
דרומית	южна	דרומי	южен	ADV	ADJ;INDF;FEM;SG
נסיך	княз	נסיך	княз	PROPN	N;INDF;MASC;SG
נסיך	принц	נסיך	принц	PROPN	N;INDF;MASC;SG
נסיך	принс	נסיך	принс	PROPN	PROPN;INDF;MASC;SG
נסיך	принцът	נסיך	принц	PROPN	N;DEF;MASC;SG
בבל	вавилон	בבל	вавилон	PROPN	N;INDF;MASC;SG
מחלה	заболявания	מחלה	заболяване	N;FEM;SG	N;INDF;NEUT;PL
מחלה	болести	מחלה	болест	N;FEM;SG	N;INDF;FEM;PL
מחלה	заболявания	מחלה	заболяване	N;FEM;SG	N;INDF;NEUT;PL
מחלה	болести	מחלה	болест	N;FEM;SG	N;INDF;FEM;PL
המאמר	статия	המאמר	статия	PROPN	N;INDF;FEM;SG
המאמר	член	המאמר	член	PROPN	N;INDF;MASC;SG
עופות	пилешко	עופה	пилешки	N;MASC;PL	ADV
עופות	кокошка	עופה	кокошка	N;MASC;PL	N;INDF;FEM;SG
עופות	пиле	עופה	пила	N;MASC;PL	N;INDF;NEUT;SG
עופות	пиленце	עופה	пиленце	N;MASC;PL	N;INDF;NEUT;SG
קנה	купувам	קנה	купувам	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
קנה	купи	קנה	купя	N;MASC;SG	V;PFV;IMP;SG;3;PST;FIN;ACT
קנה	купена	קנה	купен	N;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
קנה	купих	קנה	купя	N;MASC;SG	V;PFV;IND;SG;1;PST;FIN;ACT
קנה	купил	קנה	купя	N;MASC;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
קנה	купен	קנה	купен	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
גיבור	героично	גיבור	героично	N;MASC;SG	ADV
גיבור	геройски	גיבור	геройски	N;MASC;SG	ADJ;INDF;MASC;SG
נרצחו	убита	נרצח	убия	V;PL;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נרצחו	убити	נרצח	убия	V;PL;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נרצחו	убит	נרצח	убия	V;PL;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
בסיסי	основни	בסיסי	основен	ADJ;MASC;SG	ADJ;INDF;PL
ייחודי	отличителни	ייחודי	отличителен	ADJ;MASC;SG	ADJ;INDF;PL
ייחודי	уникално	ייחודי	уникално	ADJ;MASC;SG	ADV
ייחודי	уникални	ייחודי	уникален	ADJ;MASC;SG	ADJ;INDF;PL
גילו	открит	גילה	открия-(се)	V;PL;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
גילו	открита	גילה	открия-(се)	V;PL;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
גילו	открити	גילה	открит	V;PL;3;PST;ACT	ADJ;INDF;PL
עמי	ami	עם	ami	PROPN	INTJ
התקבלה	получени	התקבל	получа	V;FEM;SG;3;PST	V;PFV;INDF;PL;V.PTCP;PASS
התקבלה	приети	התקבל	приема	V;FEM;SG;3;PST	V;PFV;INDF;PL;V.PTCP;PASS
החליף	заменен	החליף	заменя	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
החליף	заменено	החליף	заменя	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
החליף	сменен	החליף	сменя-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
החליף	сменени	החליף	сменя-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
החליף	заменена	החליף	заменя	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
החליף	сменени	החליף	сменя-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
החליף	разменени	החליף	разменя	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
מחיר	разходи	מחיר	разход	N;MASC;SG	N;INDF;MASC;PL
אוצר	съкровища	אוצר	съкровище	N;MASC;SG	N;INDF;NEUT;PL
דובר	говорител	דובר	говорител	PROPN	N;INDF;MASC;SG
דובר	говорителят	דובר	говорител	PROPN	N;DEF;MASC;SG
דובר	дувър	דובר	дувър	PROPN	N;INDF;MASC;SG
דעה	становища	דעה	становище	N;FEM;SG	N;INDF;NEUT;PL
דעה	мнения	דעה	мнение	N;FEM;SG	N;INDF;NEUT;PL
מחזות	играе	מחזה	играя	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
קווין	куин	קווין	куин	PROPN	N;INDF;MASC;SG
קווין	кевин	קווין	кевин	PROPN	PROPN;INDF;MASC;SG
אליפויות	първенство	אליפות	първенство	N;FEM;PL	N;INDF;NEUT;SG
אליפויות	шампионат	אליפות	шампионат	N;FEM;PL	N;INDF;MASC;SG
ובפרט	специално	ובפרט	специално	PROPN	ADV
נוצרו	създадени	נוצר	създам	V;PL;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נוצרו	създадено	נוצר	създам	V;PL;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נוצרו	създадена	נוצר	създам	V;PL;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נוצרו	създаде	נוצר	създам	V;PL;3;PST;MID	V;PFV;IND;SG;3;PST;FIN;ACT
נוצרו	създаден	נוצר	създам	V;PL;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
גדי	козирог	גדי	козирог	PROPN	N;INDF;MASC;SG
מוסלמים	мюсюлманин	מוסלמי	мюсюлманин	N;MASC;PL	N;INDF;MASC;SG
מוסלמים	мюсюлмански	מוסלמי	мюсюлмански	N;MASC;PL	ADJ;INDF;MASC;SG
מוסלמים	мюсюлманска	מוסלמי	мюсюлмански	N;MASC;PL	ADJ;INDF;FEM;SG
מבוא	въведение	מבוא	въведение		N;INDF;NEUT;SG
מבוא	въвеждане	מבוא	въвеждане		N;INDF;NEUT;SG
מבוא	въведение	מבוא	въведение		N;INDF;NEUT;SG
מבוא	интро	מבוא	интро		N;INDF;NEUT;SG
מבוא	предговор	מבוא	предговор		N;INDF;MASC;SG
הרוב	повечето	הרוב	повече		ADV;DEF;PL
הרוב	мнозинство	הרוב	мнозинство		N;INDF;NEUT;SG
הרוב	мнозинството	הרוב	мнозинство		N;DEF;NEUT;SG
הרוב	мажоритарен	הרוב	мажоритарен		ADJ;INDF;MASC;SG
הודיעה	обявена	הודיע	обявя-(се)	V;FEM;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הודיעה	обявен	הודיע	обявя-(се)	V;FEM;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הודיעה	обявени	הודיע	обявя-(се)	V;FEM;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
הודיעה	обявено	הודיע	обявя-(се)	V;FEM;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
למידה	учене	למידה	учене	PROPN	N;INDF;NEUT;SG
למידה	учи	למידה	уча-(се)	PROPN	V;IPFV;IMP;SG;2;FIN
למידה	проучване	למידה	проучване	PROPN	N;INDF;NEUT;SG
למידה	изучаване	למידה	изучаване	PROPN	N;INDF;NEUT;SG
למידה	изследване	למידה	изследване	PROPN	N;INDF;NEUT;SG
למידה	учене	למידה	учене	PROPN	N;INDF;NEUT;SG
פוסט	post	פוסט	post	PROPN	N
פוסט	публикация	פוסט	публикация	PROPN	N;INDF;FEM;SG
פוסט	публикуване	פוסט	публикуване	PROPN	N;INDF;NEUT;SG
פוסט	пост	פוסט	пост	PROPN	N;INDF;MASC;SG
שחר	зора	שחר	зора	PROPN	N;INDF;FEM;SG
שחר	даун	שחר	даун	PROPN	N;INDF;MASC;SG
שחר	зори	שחר	зора	PROPN	N;INDF;FEM;PL
שחר	доун	שחר	доун	PROPN	PROPN;INDF;MASC;SG
שחר	зората	שחר	зора	PROPN	N;DEF;FEM;SG
סבל	агония	סבל	агония		N;INDF;FEM;SG
סבל	страданието	סבל	страдание		N;DEF;NEUT;SG
סבל	страда	סבל	страдам		V;IPFV;IND;SG;3;PRS;FIN;ACT
סבל	страдания	סבל	страдане		N;INDF;NEUT;PL
סבל	страдание	סבל	страдание		N;INDF;NEUT;SG
סבל	издържа	סבל	издържа		V;PFV;IND;SG;3;PST;FIN;ACT
סבל	мизерия	סבל	мизерия		N;INDF;FEM;SG
סבל	нещастие	סבל	нещастие		N;INDF;NEUT;SG
אתונה	атина	אתונה	атина	PROPN	PROPN;INDF;FEM;SG
עור	кожен	עור	кожен	N;MASC;SG	ADJ;INDF;MASC;SG
עור	кожи	עור	кожа	N;MASC;SG	N;INDF;FEM;PL
עור	кожена	עור	кожен	N;MASC;SG	ADJ;INDF;FEM;SG
נס	нес	נס	нес		N;INDF;MASC;SG
נס	чудо	נס	чудо		N;INDF;NEUT;SG
נס	чудото	נס	чудо		N;DEF;NEUT;SG
בנוי	структурирани	בנה	структурирам	V;MASC;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
בנוי	построени	בנה	построя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
בנוי	изградена	בנה	изградя	V;MASC;SG;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
בנוי	построена	בנה	построя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
בנוי	построено	בנה	построя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
בנוי	построен	בנה	построя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
בנוי	построени	בנה	построя-(се)	V;MASC;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
בנוי	конструирани	בנה	конструирам	V;MASC;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
בנוי	изградено	בנה	изградя	V;MASC;SG;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
משפטי	правно	משפטי	правен	ADJ;MASC;SG	ADV
משפטי	правни	משפטי	правен	ADJ;MASC;SG	ADJ;INDF;PL
משפטי	правен	משפטי	правя-(се)	ADJ;MASC;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
משפטי	законно	משפטי	законен	ADJ;MASC;SG	ADV
ירון	ярон	ירון	ярон	PROPN	N;INDF;MASC;SG
גורמת	причинявайки	גרם	причинявам	V;FEM;SG;V.PTCP;ACT	ADV
גורמת	причиняване	גרם	причиняване	V;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
ובמקום	вместо	ובמקום	вместо	PROPN	ADP
לפתור	решителност	פתר	решителност	V;NFIN;ACT	N;INDF;FEM;SG
לפתור	разрешаване	פתר	разрешаване	V;NFIN;ACT	N;INDF;NEUT;SG
לפתור	решаване	פתר	решаване	V;NFIN;ACT	N;INDF;NEUT;SG
לפתור	разрешаване	פתר	разрешаване	V;NFIN;ACT	N;INDF;NEUT;SG
לפתור	решаване	פתר	решаване	V;NFIN;ACT	N;INDF;NEUT;SG
התגורר	живели	התגורר	живея	V;MASC;SG;3;PST	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT
פרמטר	параметри	פרמטר	параметър	N;MASC;SG	N;INDF;MASC;PL
אמי	еми	אמי	еми		PROPN;INDF;MASC;SG
מושב	седалки	מושב	седалка		N;INDF;FEM;PL
מושב	места	מושב	място		N;INDF;NEUT;PL
מושב	седалките	מושב	седалка		N;DEF;FEM;PL
מושב	седалка	מושב	седалка		N;INDF;FEM;SG
מושב	седалката	מושב	седалка		N;DEF;FEM;SG
עתיד	бъдещ	עתיד	бъдещ	N;MASC;SG	ADJ;INDF;MASC;SG
עתיד	бъдещи	עתיד	бъдещ	N;MASC;SG	ADJ;INDF;PL
עתיד	бъдеща	עתיד	бъдещ	N;MASC;SG	ADJ;INDF;FEM;SG
חכמים	умна	חכם	умна	N;MASC;PL	ADJ;INDF;FEM;SG
חכמים	интелигентно	חכם	интелигентно	N;MASC;PL	ADV
חכמים	умно	חכם	умно	N;MASC;PL	ADV
חכמים	умни	חכם	умна	N;MASC;PL	ADJ;INDF;PL
חכמים	умен	חכם	умен	N;MASC;PL	ADJ;INDF;MASC;SG
אייל	сърна	אייל	сърна-(се)	PROPN	N;INDF;MASC;SG
אייל	елен	אייל	елен	PROPN	N;INDF;MASC;SG
אייל	елени	אייל	елен	PROPN	N;INDF;MASC;PL
השישית	шесто	השישית	шесто	ADV	ADJ;INDF;NEUT;SG
השישית	шести	השישית	шести	ADV	ADJ;INDF;MASC;SG
השישית	шеста	השישית	шест	ADV	ADJ;INDF;FEM;SG
תארים	прилагателни	תואר	прилагателен	N;MASC;PL	ADJ;INDF;PL
תארים	градуса	תואר	градус	N;MASC;PL	N;DEF;MASC;SG
הון	капитали	הון	капитал	N;MASC;SG	N;INDF;MASC;PL
משוררים	поетите	משורר	поема	N;MASC;PL	ADJ;PFV;DEF;PL;V.PTCP;PASS
משוררים	поети	משורר	поема	N;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
שנית	второ	שנית	втори		ADV
שנית	второ	שנית	втори		ADV
שנית	втора	שנית	втори		ADJ;INDF;FEM;SG
שנית	втори	שנית	втори		ADJ;INDF;MASC;SG
מלווה	придружено	ליווה	придружа		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מלווה	придружени	ליווה	придружа		V;PFV;INDF;PL;V.PTCP;PASS
מלווה	придружена	ליווה	придружа		V;PFV;INDF;FEM;SG;V.PTCP;PASS
מלווה	придружен	ליווה	придружа		V;PFV;INDF;MASC;SG;V.PTCP;PASS
מלווה	съпътстващи	ליווה	съпътствам		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
מלווה	придружаващи	ליווה	придружавам		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
מלווה	придружител	ליווה	придружител		N;INDF;MASC;SG
מלווה	спътник	ליווה	спътник		N;INDF;MASC;SG
מלווה	придружител	ליווה	придружител		N;INDF;MASC;SG
קרני	карни	קרני	карен		N;INDF;MASC;SG
קרני	лъчи	קרני	лъча		N;INDF;FEM;PL
קרני	кърни	קרני	кърна-(се)		N;INDF;MASC;SG
איטלקי	италианска	איטלקי	италиански	PROPN	ADJ;INDF;FEM;SG
איטלקי	италианец	איטלקי	италианец	PROPN	N;INDF;MASC;SG
איטלקי	италиански	איטלקי	италиански	PROPN	ADJ;INDF;MASC;SG
איטלקי	италианско	איטלקי	италиански	PROPN	ADV
מעוניין	заинтересовани	מעוניין	заинтересован	ADJ;MASC;SG	ADJ;INDF;PL
מעוניין	заинтригуван	מעוניין	заинтригувам	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מעוניין	заинтересуван	מעוניין	заинтересувам-(се)	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
תקף	валидна	תקף	валиден	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
תקף	валидни	תקף	валиден	V;MASC;SG;3;PST;ACT	ADJ;INDF;PL
תקף	валиден	תקף	валиден	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
תקף	валидно	תקף	валиден	V;MASC;SG;3;PST;ACT	ADV
תקף	атакуван	תקף	атакувам	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
תקף	атакувани	תקף	атакувам	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
תקף	нападната	תקף	нападен	V;MASC;SG;3;PST;ACT	ADJ;DEF;FEM;SG
תקף	нападнат	תקף	нападна	V;MASC;SG;3;PST;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
המקומיים	местни	המקום	местен	N;MASC;DU	ADJ;INDF;PL
הוסיף	добавена	הוסיף	добавя	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הוסיף	добавен	הוסיף	добавен	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הוסיף	добавени	הוסיף	добавя	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
הוסיף	добавено	הוסיף	добавя	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
אלעזר	елеазар	אלעזר	елеазар	PROPN	N;INDF;MASC;SG
אליס	елис	אליס	елис	PROPN	PROPN;INDF;MASC;SG
אליס	алиса	אליס	алиша	PROPN	N;INDF;FEM;SG
אליס	алис	אליס	алис	PROPN	PROPN;INDF;FEM;SG
ממוקמת	разположени	מוקם	разположа-(се)	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
עיקרי	първични	עיקרי	първичен	ADJ;MASC;SG	ADJ;INDF;PL
עיקרי	първично	עיקרי	първичен	ADJ;MASC;SG	ADV
בנפרד	поотделно	בנפרד	поотделно	PROPN	ADV
בנפרד	отделно	בנפרד	отделно	PROPN	ADV
בנפרד	индивидуално	בנפרד	индивидуално	PROPN	ADV
בנפרד	отделни	בנפרד	отделен	PROPN	ADJ;INDF;PL
בנפרד	разделени	בנפרד	разделя-(се)	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
בנפרד	отделно	בנפרד	отделно	PROPN	ADV
בנפרד	отделна	בנפרד	отделен	PROPN	ADJ;INDF;FEM;SG
בנפרד	отделен	בנפרד	отделен	PROPN	ADJ;INDF;MASC;SG
בנפרד	отделени	בנפרד	отделя-(се)	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
עדן	рай	עדן	рай		N;INDF;MASC;SG
עדן	раят	עדן	рай		ADV
עדן	рая	עדן	рай		N;INDF;MASC;SG
עדן	небето	עדן	небе		N;DEF;NEUT;SG
עדן	идън	עדן	идън		N;INDF;MASC;SG
עדן	едем	עדן	едем		N;INDF;MASC;SG
עדן	еден	עדן	еден		PROPN;INDF;MASC;SG
מכר	продаден	מכר	продам	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מכר	продадена	מכר	продам	N;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מכר	продадено	מכר	продам	N;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מכר	продадени	מכר	продам	N;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
מכר	позната	מכר	познат	N;MASC;SG	ADJ;INDF;FEM;SG
מכר	познати	מכר	познат	N;MASC;SG	ADJ;INDF;PL
פטרבורג	петербург	פטרבורג	петербург	PROPN	PROPN;INDF;MASC;SG
להכניס	вмъкване	הכניס	вмъкване	V;NFIN;ACT	N;INDF;NEUT;SG
בורה	невежи	בורה	невеж	PROPN	ADJ;INDF;PL
בורה	бора	בורה	бор	PROPN	N;INDF;FEM;SG
הממוצע	среден	הממוצע	среден	PROPN	ADJ;INDF;MASC;SG
הממוצע	средно	הממוצע	средно	PROPN	ADV
מוזכר	споменава	הוזכר	споменавам	V;MASC;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
תרמו	дари	תרם	даря	V;PL;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
תרמו	дарени	תרם	даря	V;PL;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
הסמוך	съседни	הסמוך	съседен		ADJ;INDF;PL
מוצג	изложба	הוצג	изложба	V;MASC;SG;V.PTCP;PASS	N;INDF;FEM;SG
מוצג	експонат	הוצג	експонат	V;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
מוצג	показани	הוצג	покажа-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
דורש	взискателен	דרש	взискателен	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
דורש	изискваща	דרש	изисквам	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
דורש	изисква	דרש	изисквам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
האמן	изпълнител	האמן	изпълнител		N;INDF;MASC;SG
האמן	художничка	האמן	художничка		N;INDF;FEM;SG
האמן	художник	האמן	художник		N;INDF;MASC;SG
האמן	артист	האמן	артист		N;INDF;MASC;SG
האמן	творец	האמן	творец		N;INDF;MASC;SG
