les	را	le	را	DET;DEF;PL	PART
étudier	مطالعه	étudier	مطالعه	V;NFIN	N;SG
viii	هشتم	viii	هشتم	NUM	ADJ
limitée	محدود	limiter	محدود	V;FEM;SG;PST;V.PTCP	ADJ
andrea	آندریا	andrea	آندریا	PROPN	N;SG
andrea	آندرا	andrea	آندرا	PROPN	N;SG
avantage	برتری	avantage	برتری	N;MASC;SG	ADJ;CMPR
monts	کوهستان	mont	کوهستان	N;MASC;PL	N;SG
deviennent	بشوی	devenir	بشو	V;IND;PL;3;PRS;FIN	V;SBJV;SG;2;PRS
engagé	استخدام	engager	استخدام	V;MASC;SG;PST;V.PTCP	N;SG
engagé	engaged	engager	engaged	V;MASC;SG;PST;V.PTCP	N;SG
engagé	نامزد	engager	نامزد	V;MASC;SG;PST;V.PTCP	N;SG
engagé	متعهد	engager	None	V;MASC;SG;PST;V.PTCP	ADJ
ann	ان	ann	None	PROPN	N;SG
écossais	اسکاتلندی	écossais	اسکاتلندی	ADJ;MASC;SG	N;SG
écossais	اسکاتلند	écossais	اسکاتلند	ADJ;MASC;SG	N;SG
écossais	اسکاتلندی	écossais	اسکاتلندی	ADJ;MASC;SG	N;SG
soirée	شبها	soirée	شب	N;FEM;SG	N;PL
soirée	شبانه	soirée	شبانه	N;FEM;SG	ADV
mélange	آمیخته	mélange	None	N;MASC;SG	ADJ
montée	عروج	monter	عروج	V;FEM;SG;PST;V.PTCP	N;SG
montée	صعود	monter	صعود	V;FEM;SG;PST;V.PTCP	N;SG
acquis	بدست	acquérir	بدست	V;MASC;SG;PST;V.PTCP	N;SG
acquis	اکتسابی	acquérir	اکتسابی	V;MASC;SG;PST;V.PTCP	N;SG
lucien	لوسین	lucien	لوسین	PROPN	N;SG
qualifié	ماهر	qualifier	ماهر	V;MASC;SG;PST;V.PTCP	N;SG
qualifié	شایستگی	qualifier	شایستگی	V;MASC;SG;PST;V.PTCP	N;SG
introduit	معرفی	introduire	معرفی	V;MASC;SG;PST;V.PTCP	N;SG
caractéristique	ویژگی	caractéristique	ویژگی	ADJ;FEM;SG	N;SG
nba	انبیای	nba	انبیا	N;MASC;SG	N;PL
howard	هوارد	howard	هوارد	PROPN	N;SG
howard	هاوارد	howard	هاوارد	PROPN	N;SG
charlie	چارلی	charlie	چارلی	PROPN	N;SG
communautaire	اجتماع	communautaire	None	ADJ;MASC;SG	N;SG
communautaire	ملتی	communautaire	ملت	ADJ;MASC;SG	N;SG
communautaire	جامعه	communautaire	جامعه	ADJ;MASC;SG	N;SG
communautaire	انجمن	communautaire	انجمن	ADJ;MASC;SG	N;SG
communautaire	امت	communautaire	امت	ADJ;MASC;SG	N;SG
évêques	اسقف	évêque	اسقف	N;MASC;PL	N;SG
évêques	بیشاپ	évêque	بیشاپ	N;MASC;PL	N;SG
maires	شهردار	maire	شهردار	N;MASC;PL	N;SG
elizabeth	الیزابت	elizabeth	الیزابت	ADJ;MASC;SG	N;SG
recevoir	دریافت	recevoir	دریافت	V;NFIN	N;SG
recevoir	دریافت	recevoir	دریافت	V;NFIN	N;SG
performances	عملکرد	performance	عملکرد	N;FEM;PL	N;SG
performances	اجرا	performance	اجرا	N;FEM;PL	N;SG
performances	کارایی	performance	کارایی	N;FEM;PL	N;SG
autrichien	اتریش	autrichien	اتریش	ADJ;MASC;SG	N;SG
autrichien	اتریشی	autrichien	اتریشی	ADJ;MASC;SG	N;SG
brest	برست	brest	برست	PROPN	
friedrich	فردریش	friedrich	فردریش	PROPN	N;SG
friedrich	فریدریش	friedrich	فریدریش	PROPN	N;SG
occupé	مشغول	occuper	مشغول	V;MASC;SG;PST;V.PTCP	ADJ
occupé	مصروف	occuper	مصروف	V;MASC;SG;PST;V.PTCP	ADJ
occupé	اشغال	occuper	اشغال	V;MASC;SG;PST;V.PTCP	N;SG
occupé	شلوغ	occuper	شلوغ	V;MASC;SG;PST;V.PTCP	ADJ
archéologique	باستانشناسی	archéologique	باستانشناسی	ADJ;MASC;SG	N;SG
musées	موزه	musée	موزه	N;MASC;PL	N;SG
réussi	موفق	réussir	موفق	V;MASC;SG;PST;V.PTCP	ADJ
réussi	رستگار	réussir	رستگار	V;MASC;SG;PST;V.PTCP	ADJ
brésilien	برزیلی	brésilien	برزیلی	ADJ;MASC;SG	N;SG
brésilien	برزیل	brésilien	برزیل	ADJ;MASC;SG	N;SG
doctorat	یل	doctorat	یل	N;MASC;SG	
centaines	صدها	centaine	صد	N;FEM;PL	NUM
calcul	محاسبات	calcul	محاسبه	N;MASC;SG	N;PL
rêve	رؤیاها	rêve	رؤیا	N;MASC;SG	N;PL
rêve	رویاها	rêve	رویا	N;MASC;SG	N;PL
rêve	رویاهای	rêve	رویا	N;MASC;SG	N;PL
mathieu	ماتیو	mathieu	ماتیو	PROPN	N;SG
mathieu	متیو	mathieu	متیو	PROPN	N;SG
mathieu	ماتیو	mathieu	ماتیو	PROPN	N;SG
dérivés	مشتقات	dériver	مشتقه	V;MASC;PL;PST;V.PTCP	N;PL
dérivés	مشتق	dériver	مشتق	V;MASC;PL;PST;V.PTCP	N;SG
aspects	دیدگاه	aspect	دیدگاه	N;MASC;PL	N;SG
simples	اختصاص	simple	اختصاص	ADJ;MASC;PL	N;SG
simples	تکآهنگ	simple	تکآهنگ	ADJ;MASC;PL	N;SG
simples	تکنفره	simple	تکنفره	ADJ;MASC;PL	N;SG
simples	مجرد	simple	مجرد	ADJ;MASC;PL	N;SG
nez	nez	nez	nez	N;MASC;SG	
meilleures	best	meilleur	best	ADJ;FEM;PL	N;SG
vigueur	ویگور	vigueur	ویگور	N;FEM;SG	
élite	نخبگان	élite	نخبه	N;FEM;SG	N;PL
aîné	ارشد	aîné	ارشد	ADJ;MASC;SG	N;SG
verre	بنوش	verre	نوشید#نوش	N;MASC;SG	V;IMP;SG;2
équipement	تجهیزات	équipement	تجهیزات	N;MASC;SG	N;PL
équipement	وسایل	équipement	وسیله	N;MASC;SG	N;PL
hong	هونگ	hong	هونگ	PROPN	N;SG
hong	هوانگ	hong	هوانگ	PROPN	N;SG
hong	هانگ	hong	هانگ	PROPN	N;SG
hong	هنگ	hong	هنگ	PROPN	N;SG
ivan	ایوان	ivan	ایوان	PROPN	N;SG
exécutif	اجرایی	exécutif	اجرایی	N;MASC;SG	ADJ
jonathan	جاناتان	jonathan	جانات	PROPN	N;PL
tenue	همسفر	tenir	همسفر	V;FEM;SG;PST;V.PTCP	N;SG
jacob	یعقوب	jacob	یعقوب	PROPN	N;SG
jacob	جیکوب	jacob	جیکوب	PROPN	N;SG
jacob	یاکوب	jacob	یاکوب	PROPN	N;SG
jacob	جاکوب	jacob	جاکوب	PROPN	N;SG
belgrade	بلگراد	belgrade	بل#گرد#آ	PROPN	N;SG
revenu	درآمد	revenir	درآمد	V;MASC;SG;PST;V.PTCP	N;SG
revenu	درآمدی	revenir	درآمدی	V;MASC;SG;PST;V.PTCP	N;SG
revenu	درآمد	revenir	درآمد	V;MASC;SG;PST;V.PTCP	N;SG
guinée	گینه	guiné	گینه	ADJ;FEM;SG	N;SG
gamme	گسترۀ	gamme	گسترۀ	N;FEM;SG	
arrêter	استعفا	arrêter	استعفا	V;NFIN	N;SG
arrêter	انصراف	arrêter	انصراف	V;NFIN	N;SG
arrêter	ترک	arrêter	ترک	V;NFIN	N;SG
arrêter	توقف	arrêter	توقف	V;NFIN	N;SG
colspan	colspan	colspan	colspan	PROPN	N;SG
diego	دیگو	diego	دیگو	PROPN	N;SG
maladies	بیماری	maladie	بیماری	N;FEM;PL	N;SG
maximale	بیشینه	maximal	بیشینه	ADJ;FEM;SG	N;SG
verte	گرین	vert	گرین	ADJ;FEM;SG	N;SG
citer	نقل	citer	نقل	V;NFIN	N;SG
francesco	فرانچسکو	francesco	فرانچسکو	PROPN	N;SG
connaissances	دانش	connaissance	دانش	N;FEM;PL	N;SG
connaissances	آگاهی	connaissance	آگاهی	N;FEM;PL	N;SG
connaissances	علم	connaissance	علم	N;FEM;PL	N;SG
connaissances	معرفت	connaissance	معرفت	N;FEM;PL	N;SG
budapest	بوداپست	budapest	بوداپست	PROPN	N;SG
représentations	لاماسو	représentation	لاماسو	N;FEM;PL	N;SG
noble	بزرگوار	noble	بزرگوار	ADJ;MASC;SG	N;SG
noble	نوبل	noble	نوبل	ADJ;MASC;SG	N;SG
noble	اصیل	noble	None	ADJ;MASC;SG	N;SG
noble	نجیب	noble	نجیب	ADJ;MASC;SG	N;SG
inverse	معکوس	inverse	معکوس	PROPN	N;SG
inverse	وارون	inverse	وارون	PROPN	N;SG
inverse	معکوس	inverse	معکوس	PROPN	N;SG
souvenir	سوغاتی	souvenir	سوغتی	V;NFIN	N;SG
souvenir	سوغات	souvenir	سوغه	V;NFIN	N;SG
souvenir	خاطره	souvenir	خاطره	V;NFIN	N;SG
souvenir	حافظه	souvenir	حافظه	V;NFIN	N;SG
souvenir	حافظۀ	souvenir	حافظۀ	V;NFIN	N;SG
ennemis	دشمن	ennemi	دشمن	ADJ;MASC;PL	N;SG
ennemis	دشمنی	ennemi	دشمنی	ADJ;MASC;PL	N;SG
ennemis	دشمنان	ennemi	دشمن	ADJ;MASC;PL	N;PL
viens	بیا	venir	آمد#آ	V;IND;SG;1;PRS;FIN	V;IMP;SG;2
viens	بیاید	venir	آمد#آ	V;IND;SG;1;PRS;FIN	V;SBJV;SG;3;PRS
são	سائو	são	سائو	PROPN	N;SG
localités	localities	localité	localities	N;FEM;PL	N;SG
italiens	ایتالیایی	italien	ایتالیایی	ADJ;MASC;PL	N;SG
italiens	ایتالیا	italien	ایتالیا	ADJ;MASC;PL	N;SG
douglas	داگلاس	dougla	داگلاس	PROPN	N;SG
listes	فهرست	liste	فهرست	N;FEM;PL	N;SG
boy	boy	boy	boy	N;MASC;SG	
lecteur	خوانندگان	lecteur	خواننده	N;MASC;SG	N;PL
idem	ایضا	idem	ایضا		
établie	تمکین	établir	تمکین	V;FEM;SG;PST;V.PTCP	N;SG
tire	شلیک	tirer	شلیک	V;IND;SG;3;PRS;FIN	N;SG
tire	شوت	tirer	شوت	V;IND;SG;3;PRS;FIN	N;SG
maintenir	حفظ	maintenir	حفظ	V;NFIN	N;SG
maintenir	حفظ	maintenir	حفظ	V;NFIN	N;SG
réduire	کاهش	réduire	کاهش	V;NFIN	N;SG
réduire	کاهش	réduire	کاهش	V;NFIN	N;SG
anderson	اندرسون	anderson	None	PROPN	N;SG
anderson	اندرسن	anderson	اندرسن	PROPN	N;SG
anderson	آندرسون	anderson	آندرسون	PROPN	N;SG
morceaux	قطعه	morceau	قطعه	N;MASC;PL	N;SG
venus	ونوس	venir	ونوس	V;MASC;PL;PST;V.PTCP	N;SG
venus	زهره	venir	زهره	V;MASC;PL;PST;V.PTCP	N;SG
miller	میلر	miller	None	PROPN	N;SG
dédié	وقف	dédier	وقف	V;MASC;SG;PST;V.PTCP	N;SG
fixe	معین	fixe	معین	ADJ;MASC;SG	N;SG
ventes	فروش	vente	فروش	N;FEM;PL	N;SG
relative	نسبی	relatif	نسبی	ADJ;FEM;SG	N;SG
donald	دونالد	donald	دونالد	PROPN	N;SG
parallèlement	موازی	parallèlement	موازی	ADV	N;SG
dure	زننده	dur	None	ADJ;FEM;SG	N;SG
dure	سخت	dur	سخت	ADJ;FEM;SG	ADV
sortant	صادره	sortir	صادره	V;PRS;V.PTCP	N;SG
vins	شرابی	vin	شراب	N;MASC;PL	N;SG
vins	شراب	vin	شراب	N;MASC;PL	N;SG
vins	باده	vin	باده	N;MASC;PL	N;SG
employés	کارمندان	employer	کارمند	V;MASC;PL;PST;V.PTCP	N;PL
employés	کارکنان	employer	کارکن	V;MASC;PL;PST;V.PTCP	N;PL
employés	کارمند	employer	کارمند	V;MASC;PL;PST;V.PTCP	N;SG
out	بیرون	out	بیرون	PROPN	ADV;ESS
out	برون	out	برون	PROPN	N;SG
solaire	خورشیدی	solaire	خورشید#خور	ADJ;MASC;SG	N;SG
neutre	بیطرف	neutre	بیطرف	ADJ;MASC;SG	N;SG
neutre	خنثی	neutre	None	ADJ;MASC;SG	N;SG
tués	کشته	tuer	کشت#کش	V;MASC;PL;PST;V.PTCP	V;SG;3;V.PTCP
orthodoxe	ارتدوکس	orthodoxe	ارتدوکس	ADJ;MASC;SG	N;SG
vladimir	ولادیمیر	vladimir	ولادیمیر	PROPN	N;SG
stadium	ورزشگاه	stadium	ورزشگاه	PROPN	N;SG
déterminer	تعیین	déterminer	تعیین	V;NFIN	N;SG
défaites	شکست	défaite	شکست	N;FEM;PL	N;SG
who	که	who	که	PROPN	CONJ
dédiée	وقف	dédier	وقف	V;FEM;SG;PST;V.PTCP	N;SG
longues	لانگ	long	لانگ	ADJ;FEM;PL	N;SG
régionales	منطقهای	régional	منطق	ADJ;FEM;PL	N;PL
régionales	محلی	régional	محل	ADJ;FEM;PL	N;SG
naturelles	natural	naturel	natural	ADJ;FEM;PL	N;SG
ruines	ویران	ruine	None	N;FEM;PL	ADJ
technologies	فناوری	technologie	فناوری	N;FEM;PL	N;SG
technologies	تکنولوژی	technologie	None	N;FEM;PL	N;SG
précis	دقیقی	précis	دقیقی	ADJ;MASC;SG	N;SG
précis	دقیق	précis	دقیق	ADJ;MASC;SG	ADV
précis	دقیق	précis	دقیق	ADJ;MASC;SG	ADV
désignations	designations	désignation	designations	N;FEM;PL	N;SG
franz	فرانتس	franz	فرانتس	PROPN	N;SG
ombre	ombre	ombre	ombre	N;FEM;SG	
maritimes	دریانوردی	maritime	دریانوردی	ADJ;MASC;PL	N;SG
équipements	تأسیسات	équipement	تأسیسات	N;MASC;PL	N;SG
bay	خلیج	bay	None	PROPN	N;SG
bay	بای	bay	با	PROPN	
colonnes	ستون	colonne	ستون	N;FEM;PL	N;SG
colonnes	ستونی	colonne	ستون	N;FEM;PL	N;SG
attribué	معین	attribuer	معین	V;MASC;SG;PST;V.PTCP	N;SG
stanley	استنلی	stanley	استنلی	PROPN	N;SG
muet	صامت	muet	صامت	ADJ;MASC;SG	N;SG
muet	سایلنت	muet	سایلنت	ADJ;MASC;SG	N;SG
muet	خاموش	muet	خاموش	ADJ;MASC;SG	N;SG
muet	خموش	muet	خموش	ADJ;MASC;SG	N;SG
muet	لاله	muet	لاله	ADJ;MASC;SG	N;SG
muet	لال	muet	لال	ADJ;MASC;SG	N;SG
muet	بیصدا	muet	بیصدا	ADJ;MASC;SG	N;SG
pétersbourg	پترزبورگ	pétersbourg	پترزبورگ	PROPN	N;SG
couvre	بپوشد	couvrir	بود#باش	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
garçon	boy	garçon	boy	N;MASC;SG	
western	غربی	western	غربی	N;MASC;SG	ADJ
vérifier	وارسی	vérifier	None	V;NFIN	N;SG
vérifier	تأیید	vérifier	تأیید	V;NFIN	N;SG
vérifier	بررسی	vérifier	بررسی	V;NFIN	N;SG
proposer	خواستگاری	proposer	None	V;NFIN	N;SG
proposer	پیشنهاد	proposer	پیشنهاد	V;NFIN	N;SG
présentée	عرضه	présenter	عرضه	V;FEM;SG;PST;V.PTCP	N;SG
canadiens	کانادایی	canadien	کانادایی	ADJ;MASC;PL	N;SG
canadiens	کانادا	canadien	کانادا	ADJ;MASC;PL	N;SG
commentaires	بازخورد	commentaire	بازخورد	N;MASC;PL	N;SG
turin	تورینو	turin	تورینو	PROPN	N;SG
turin	تورین	turin	تورین	PROPN	N;SG
poitou	پواتو	poitou	پواتو	PROPN	N;SG
automatique	خودکار	automatique	خودکار	ADJ;MASC;SG	N;SG
automatique	اتوماتیک	automatique	اتوماتیک	ADJ;MASC;SG	N;SG
automatique	خودکار	automatique	خودکار	ADJ;MASC;SG	N;SG
compétences	مهارتش	compétence	مهارتش	N;FEM;PL	N;SG
compétences	مهارت	compétence	مهارت	N;FEM;PL	N;SG
compétences	تخصص	compétence	تخصص	N;FEM;PL	N;SG
compétences	مهارتی	compétence	مهارتی	N;FEM;PL	N;SG
compétences	مهارت	compétence	مهارت	N;FEM;PL	N;SG
mohamed	محمد	mohamed	محمد	PROPN	N;SG
commerciale	الاهلی	commercial	الاهلی	ADJ;FEM;SG	N;SG
commerciale	تجاری	commercial	تجاری	ADJ;FEM;SG	N;SG
publicité	تبلیغات	publicité	تبلیغ	N;FEM;SG	N;PL
associés	همتای	associer	همتا	V;MASC;PL;PST;V.PTCP	N;SG
associés	شرکا	associer	شرکا	V;MASC;PL;PST;V.PTCP	N;PL
associés	شریکان	associer	None	V;MASC;PL;PST;V.PTCP	N;PL
associés	شرکای	associer	شرکا	V;MASC;PL;PST;V.PTCP	N;PL
chargée	بارگذاری	charger	بارگذاری	V;FEM;SG;PST;V.PTCP	N;SG
charte	چارتر	charte	چارتر	N;FEM;SG	ADJ;CMPR
imposer	تحمیل	imposer	None	V;NFIN	N;SG
arrivé	رسیدن	arriver	رسیدن	V;MASC;SG;PST;V.PTCP	N;SG
arrivé	رسید	arriver	رسید#رس	V;MASC;SG;PST;V.PTCP	N;SG
échecs	چس	échec	چس	N;MASC;PL	N;SG
échecs	شطرنج	échec	None	N;MASC;PL	N;SG
frais	تازه	frais	تازه	ADJ;MASC;SG	ADV
frais	شهریه	frais	شهریه	ADJ;MASC;SG	N;SG
bac	ترجیحات	bac	ترجیح	N;MASC;SG	N;PL
judiciaire	قضائیه	judiciaire	قضائیه	ADJ;MASC;SG	N;SG
amiens	امیان	amien	امیان	PROPN	N;SG
troubles	اختلالات	trouble	اختلال	ADJ;MASC;PL	N;PL
troubles	ناآرامی	trouble	ناآرامی	ADJ;MASC;PL	N;SG
marco	مارکو	marco	مارکو	PROPN	N;SG
offensive	تهاجمی	offensif	تهاجمی	ADJ;FEM;SG	N;SG
intention	قصدم	intention	قصدم	N;FEM;SG	ADV
nombres	عدد	nombre	عدد	N;MASC;PL	N;SG
passagers	مسافر	passager	مسافر	N;MASC;PL	N;SG
passagers	سرنشین	passager	سرنشین	N;MASC;PL	N;SG
passagers	مسافر	passager	مسافر	N;MASC;PL	N;SG
degré	زینه	degré	زینه	N;MASC;SG	INTJ
puissant	توانا	puissant	None	ADJ;MASC;SG	N;SG
puissant	قدرتمند	puissant	قدرتمند	ADJ;MASC;SG	N;SG
espagnols	اسپانیا	espagnol	اسپانیا	ADJ;MASC;PL	N;SG
espagnols	اسپانیایی	espagnol	اسپانیایی	ADJ;MASC;PL	N;SG
correspondance	مکاتبات	correspondance	مکاتبه	N;FEM;SG	N;PL
hamilton	همیلتون	hamilton	همیلتون	PROPN	N;SG
partiellement	جزئی	partiellement	جزئی	ADV	N;SG
tim	تیم	tim	تیم	PROPN	N;SG
tim	tim	tim	tim	PROPN	N;SG
sauver	ذخیره	sauver	ذخیره	V;NFIN	N;SG
sauver	نجات	sauver	نجات	V;NFIN	N;SG
sauver	ذخیره	sauver	ذخیره	V;NFIN	N;SG
sauver	ذخیرۀ	sauver	ذخیرۀ	V;NFIN	N;SG
juniors	juniors	junior	juniors	N;MASC;PL	
juniors	جونیور	junior	جونیور	N;MASC;PL	N;SG
possibles	امکان	possible	امکان	ADJ;MASC;PL	N;SG
future	اینده	futur	اینده	ADJ;FEM;SG	
future	future	futur	future	ADJ;FEM;SG	N;SG
future	آینده	futur	آینده	ADJ;FEM;SG	N;SG
danois	دانمارکی	danois	دانمارکی	ADJ;MASC;SG	N;SG
danois	دانمارک	danois	دانمارک	ADJ;MASC;SG	N;SG
montrer	نمایش	montrer	نمایش	V;NFIN	N;SG
conférences	کنفرانس	conférence	کنفرانس	N;FEM;PL	N;SG
conférences	همایش	conférence	همایش	N;FEM;PL	N;SG
paramètres	پارامتر	paramètre	پارامتر	N;MASC;PL	N;SG
actualité	اخبار	actualité	خبر	N;FEM;SG	N;PL
actualité	اخباری	actualité	اخباری	N;FEM;SG	N;PL
logements	سازش	logement	سازش	N;MASC;PL	N;SG
logements	پذیرایی	logement	پذیرایی	N;MASC;PL	N;SG
mariée	عروس	marier	None	V;FEM;SG;PST;V.PTCP	N;SG
mariée	married	marier	married	V;FEM;SG;PST;V.PTCP	N;SG
mariée	متاهل	marier	متاهل	V;FEM;SG;PST;V.PTCP	N;SG
mariée	ازدواج	marier	ازدواج	V;FEM;SG;PST;V.PTCP	N;SG
billy	بیلی	billy	بیلی	PROPN	N;SG
suffisamment	کافیه	suffisamment	کافیه	ADV	N;SG
poser	ژست	poser	ژست	V;NFIN	N;SG
poser	پوز	poser	پوز	V;NFIN	N;SG
traditionnel	سنتی	traditionnel	سنت	ADJ;MASC;SG	N;SG
lacs	لیکس	lac	لیکس	N;MASC;PL	N;SG
musulmans	مسلمان	musulman	مسلمان	N;MASC;PL	N;SG
musulmans	مسلم	musulman	مسلم	N;MASC;PL	ADJ
musulmans	مسلمان	musulman	مسلمان	N;MASC;PL	N;SG
ain	عین	ain	عین	PROPN	N;SG
ain	آئین	ain	آئین	PROPN	N;SG
échanges	تجارت	échange	تجارت	N;MASC;PL	N;SG
procédé	فرایند	procéder	فرایند	V;MASC;SG;PST;V.PTCP	N;SG
procédé	پروسه	procéder	پروسه	V;MASC;SG;PST;V.PTCP	N;SG
procédé	فرآیند	procéder	فرآیند	V;MASC;SG;PST;V.PTCP	N;SG
procédé	روند	procéder	روند	V;MASC;SG;PST;V.PTCP	N;SG
procédé	مراحل	procéder	مرحله	V;MASC;SG;PST;V.PTCP	N;PL
séjour	بمان	séjour	None	N;MASC;SG	V;IMP;SG;2
séjour	بمانی	séjour	بمانی	N;MASC;SG	V;IMP;2
séjour	بمانم	séjour	ممتم	N;MASC;SG	V;SBJV;SG;1;PRS
séjour	بمانید	séjour	None	N;MASC;SG	V;SBJV;PL;2;PRS
installations	تأسیسات	installation	تأسیسات	N;FEM;PL	N;SG
andy	اندی	andy	None	PROPN	N;SG
gordon	گوردون	gordon	گوردون	PROPN	N;SG
graphique	گراف	graphique	گراف	ADJ;MASC;SG	N;SG
graphique	نگاره	graphique	نگاره	ADJ;MASC;SG	N;SG
graphique	graphic	graphique	graphic	ADJ;MASC;SG	N;SG
graphique	نمودار	graphique	نمودار	ADJ;MASC;SG	N;SG
graphique	چارت	graphique	چارت	ADJ;MASC;SG	N;SG
graphique	نگارهای	graphique	نگار	ADJ;MASC;SG	N;PL
graphique	گرافیک	graphique	گرافیک	ADJ;MASC;SG	N;SG
graphique	گرافیکی	graphique	گرافیکی	ADJ;MASC;SG	N;SG
repose	آرامش	reposer	آرامش	V;IND;SG;3;PRS;FIN	N;SG
repose	الباقی	reposer	الباقی	V;IND;SG;3;PRS;FIN	N;SG
repose	استراحت	reposer	استراحت	V;IND;SG;3;PRS;FIN	N;SG
ligues	فرسنگ	ligue	فرسنگ	N;FEM;PL	N;SG
nick	نیک	nick	نیک	PROPN	N;SG
juif	یهودی	juif	یهودی	ADJ;MASC;SG	N;SG
juif	یهود	juif	یهود	ADJ;MASC;SG	N;SG
juif	یهودیان	juif	یهودی	ADJ;MASC;SG	N;PL
juif	یهودی	juif	یهودی	ADJ;MASC;SG	N;SG
efficace	کارآمد	efficace	کارآمد	ADJ;MASC;SG	N;SG
efficace	موثر	efficace	موثر	ADJ;MASC;SG	N;SG
bulgarie	بلغارستان	bulgarie	بلغارستان	ADJ;FEM;SG	N;SG
grecs	یونانی	grec	یونانی	N;MASC;PL	N;SG
grecs	یونان	grec	یونان	N;MASC;PL	N;SG
grecs	یونانی	grec	یونانی	N;MASC;PL	N;SG
longs	لانگ	long	لانگ	ADJ;MASC;PL	N;SG
votes	رای	vote	None	N;MASC;PL	N;SG
votes	رأی	vote	رأی	N;MASC;PL	N;SG
spectateurs	بیننده	spectateur	بیننده	N;MASC;PL	N;SG
supplémentaires	اضافی	supplémentaire	None	ADJ;MASC;PL	N;SG
supplémentaires	اضافی	supplémentaire	None	ADJ;MASC;PL	N;SG
baroque	باروک	baroque	باروک	ADJ;MASC;SG	N;SG
will	ویل	will	ویل	PROPN	N;SG
tournois	تورنومنت	tournoi	تورنومنت	N;MASC;PL	N;SG
tournois	تورنمنت	tournoi	تورنمنت	N;MASC;PL	N;SG
gagné	وون	gagner	وون	V;MASC;SG;PST;V.PTCP	N;SG
retirer	حذف	retirer	حذف	V;NFIN	N;SG
ateliers	کارگاه	atelier	کارگاه	N;MASC;PL	N;SG
den	لانه	den	لانه	PROPN	N;SG
den	den	den	den	PROPN	N;SG
venezuela	ونزوئلا	venezuela	ونزوئلا	PROPN	N;SG
triple	تریپل	triple	تریپل	ADJ;MASC;SG	N;SG
continuer	ادامه	continuer	ادامه	V;NFIN	N;SG
fournir	فراهم	fournir	فراهم	V;NFIN	N;SG
efforts	کوشش	effort	کوشش	N;MASC;PL	N;SG
treize	سیزده	treize	سیزده	NUM	N;SG
treize	thirteen	treize	thirteen	NUM	N;SG
démographique	جمعیتی	démographique	جمعیتی	ADJ;MASC;SG	N;SG
exclusivement	مختص	exclusivement	مختص	ADV	N;SG
columbia	کلمبیا	columbia	کلمبیا	PROPN	N;SG
bons	خوبی	bon	خوبی	ADJ;MASC;PL	N;SG
bons	good	bon	good	ADJ;MASC;PL	
bons	خوب	bon	خوب	ADJ;MASC;PL	ADV
bons	خوبش	bon	خوبش	ADJ;MASC;PL	
choisir	انتخاب	choisir	انتخاب	V;NFIN	N;SG
choisir	انتخاب	choisir	انتخاب	V;NFIN	N;SG
choisir	انتخاب	choisir	انتخاب	V;NFIN	N;SG
choisir	برگزیدن	choisir	بر#گز	V;NFIN	N;SG
administrateurs	admins	administrateur	admins	N;MASC;PL	N;SG
reliant	اتصال	relier	اتصال	V;PRS;V.PTCP	N;SG
reliant	رلاینت	relier	رلاینت	V;PRS;V.PTCP	N;SG
reliant	مرتبط	relier	مرتبط	V;PRS;V.PTCP	N;SG
global	سراسری	global	سراسری	ADJ;MASC;SG	N;SG
global	جهانی	global	جهانی	ADJ;MASC;SG	N;SG
global	گلوبال	global	گلوبال	ADJ;MASC;SG	N;SG
bruce	بروس	bruce	بروس	PROPN	N;SG
sauvage	وحشی	sauvage	وحشی	ADJ;MASC;SG	N;SG
sauvage	وایلد	sauvage	وایلد	ADJ;MASC;SG	N;SG
sauvage	وحشی	sauvage	وحشی	ADJ;MASC;SG	N;SG
sauvage	برهوت	sauvage	برهوت	ADJ;MASC;SG	N;SG
consulté	مشورت	consulter	مشورت	V;MASC;SG;PST;V.PTCP	N;SG
optique	نوری	optique	نوری	ADJ;MASC;SG	N;SG
optique	اپتیک	optique	اپتیک	ADJ;MASC;SG	N;SG
occidental	وسترن	occidental	وسترن	ADJ;MASC;SG	N;SG
augmenter	افزایش	augmenter	افزایش	V;NFIN	N;SG
pourraient	میتوانست	pouvoir	توانست#توان	V;COND;PL;3;PRS;FIN	V;SG;3;PST
voyages	مسافرت	voyage	مسافرت	N;MASC;PL	N;SG
voyages	travel	voyage	travel	N;MASC;PL	N;SG
voyages	سفر	voyage	سفر	N;MASC;PL	N;SG
surveillance	پایش	surveillance	پایش	N;FEM;SG	
initial	آغازی	initial	None	ADJ;MASC;SG	N;SG
revenus	درامد	revenu	درامد	N;MASC;PL	N;SG
revenus	درآمد	revenu	درآمد	N;MASC;PL	N;SG
revenus	درآمدی	revenu	درآمدی	N;MASC;PL	N;SG
revenus	درآمد	revenu	درآمد	N;MASC;PL	N;SG
désert	متروک	désert	متروک	N;MASC;SG	ADJ
désert	اعراب	désert	عرب	N;MASC;SG	N;PL
musiques	موسیقی	musique	موسیقی	N;FEM;PL	N;SG
musiques	موزیک	musique	موزیک	N;FEM;PL	N;SG
naturels	natural	naturel	natural	ADJ;MASC;PL	N;SG
ibn	ابن	ibn	ابن	PROPN	
nam	نم	nam	None	PROPN	N;SG
nam	nam	nam	nam	PROPN	
enseignant	اساتید	enseignant	استاد	N;MASC;SG	N;PL
territoriale	ارضی	territorial	None	ADJ;FEM;SG	N;SG
pedro	پدرو	pedro	پدرو	PROPN	N;SG
