категорія	kategorii	категорія	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
русь	rus	русь	rus	PROPN;INAN;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
русь	rusi	русь	rus	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
арденни	ardennes	арденн	ardennes	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
хуан	juan	хуан	juan	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
хуан	juane	хуан	juane	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;POS
хуан	juana	хуан	juana	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
хуан	huang	хуан	huang	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
душу	duší	душа	duše	N;INAN;ACC;FEM;SG	N;INS;FEM;SG;POS
душу	soul	душа	soul	N;INAN;ACC;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
душу	duše	душа	duše	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
рівне	rivne	рівний	rivne	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;POS
рівне	rovni	рівний	rovný	ADJ;NOM;NEUT;SG	ADJ;ANIM;MASC;PL;POS
міді	měď	міди	měď		N;NOM;FEM;SG;POS
міді	mědi	міди	měď		N;NOM;FEM;SG;POS
японська	japonské	японський	japonský	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
японська	japonec	японський	japonec	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
особливий	speciál	особливий	speciál	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
особливий	special	особливий	special	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
прага	praha	праго	praha	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
вікна	oken	вікно	okno	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL;POS
семен	sperma	семен	sperma	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
семен	semeno	семен	semeno	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
ріг	rih	ріг	rih	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
ріг	horn	ріг	horn	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
позицій	polohy	позиція	poloha	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
позицій	pozice	позиція	pozice	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG;POS
дем	dem	дем	dem	PROPN;ANIM;NOM;FEM;SG	N;FEM;POS
норм	norma	норма	norma	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG;POS
поляків	poláci	поляк	polác	N;ANIM;ACC;MASC;PL	PROPN;ANIM;NOM;MASC;PL;POS
андерсон	anderson	андерсон	anderson		PROPN;ANIM;NOM;MASC;SG;POS
андерсон	andersonová	андерсон	andersonový		ADJ;NOM;FEM;SG;POS
воював	bojovala	воювати	bojovat	V;IPFV;MASC;IND;SG;PST;FIN	V;IPFV;POS;PST;V.PTCP;ACT
воював	bojovali	воювати	bojovat	V;IPFV;MASC;IND;SG;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
худоби	spravované	худоба	spravovaný	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
худоби	řízené	худоба	řízený	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG;POS
худоби	podařilo	худоба	podařit	N;INAN;NOM;FEM;PL	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
атмосфера	atmosféru	атмосфера	atmosféra	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
атмосфера	atmosféry	атмосфера	atmosféra	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
діяти	herectví	діяти	herectví	V;IPFV;NFIN	N;NOM;NEUT;SG;POS
діяти	hraní	діяти	hraní	V;IPFV;NFIN	N;NOM;NEUT;SG;POS
діяти	běhounu	діяти	běhoun	V;IPFV;NFIN	N;INAN;DAT;MASC;SG;POS
діяти	čin	діяти	čin	V;IPFV;NFIN	N;INAN;NOM;MASC;SG;POS
діяти	akt	діяти	akt	V;IPFV;NFIN	N;INAN;NOM;MASC;SG;POS
діяти	dějství	діяти	dějství	V;IPFV;NFIN	N;NOM;NEUT;SG;POS
землею	zemi	земля	země	N;INAN;INS;FEM;SG	N;ACC;FEM;SG;POS
землею	země	земля	země	N;INAN;INS;FEM;SG	N;NOM;FEM;SG;POS
землею	zem	земля	země	N;INAN;INS;FEM;SG	N;ACC;FEM;SG;POS
землею	pozemní	земля	pozemní	N;INAN;INS;FEM;SG	ADJ;NOM;MASC;SG;POS
землею	země	земля	země	N;INAN;INS;FEM;SG	N;NOM;FEM;SG;POS
землею	zem	земля	země	N;INAN;INS;FEM;SG	N;ACC;FEM;SG;POS
десяти	desítka	десять	desítka	NUM;NOM	N;NOM;FEM;SG;POS
намагалися	zkusil	намагатися	zkusit	V;IPFV;IND;PL;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
намагалися	zkoušela	намагатися	zkoušet	V;IPFV;IND;PL;PST;FIN	V;IPFV;POS;PST;V.PTCP;ACT
намагалися	zkusila	намагатися	zkusit	V;IPFV;IND;PL;PST;FIN	V;PFV;POS;PST;V.PTCP;ACT
намагалися	zkoušel	намагатися	zkoušet	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
джо	pepa	джо	pepa	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
джо	joe	джо	být	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
адам	adam	адам	adam	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
стрільби	střílet	стрільба	střílet	N;INAN;NOM;FEM;PL	V;IPFV;POS;NFIN
стрільби	zastřelení	стрільба	zastřelení	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
стрільби	střelba	стрільба	střelba	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
стрільби	střílení	стрільба	střílení	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
шукати	vyhledání	шукати	vyhledání	V;IPFV;NFIN	N;NOM;NEUT;SG;POS
шукати	vyhledat	шукати	vyhledat	V;IPFV;NFIN	V;PFV;POS;NFIN
шукати	hledání	шукати	hledání	V;IPFV;NFIN	N;NOM;NEUT;SG;POS
шукати	vyhledávání	шукати	vyhledávání	V;IPFV;NFIN	N;NOM;NEUT;SG;POS
зелені	zelené	зелений	zelený	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
зелені	zelený	зелений	zelený	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
зелені	green	зелений	green	ADJ;NOM;PL	PROPN;ANIM;NOM;MASC;SG;POS
зелені	zeleně	зелений	zeleň	ADJ;NOM;PL	ADV;POS
зелені	zelená	зелений	zelený	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
секції	sekci	секція	sekce	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
секції	úsek	секція	úsek	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
секції	oddíl	секція	oddíl	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
секції	sekce	секція	sekce	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
переклади	překladů	переклад	překlad	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
заповідник	rezervovat	заповідник	rezervovat	N;INAN;NOM;MASC;SG	V;POS;NFIN
заповідник	rezervy	заповідник	rezerva	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
іль	île	іль	île		PROPN;INAN;NOM;MASC;SG;POS
туреччина	turecko	туреччина	turecký	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
туреччина	krocan	туреччина	krocan	N;INAN;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
показав	ukázala	показати	ukázat	V;PFV;MASC;IND;SG;PST;FIN	V;POS;PST;V.PTCP;ACT
розслідування	prošetřit	розслідування	prošetřit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
розслідування	vyšetřovat	розслідування	vyšetřovat	N;INAN;NOM;NEUT;SG	V;IPFV;POS;NFIN
розслідування	vyšetřit	розслідування	vyšetřit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
удар	udeřit	удар	udeřit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
автобус	bus	автобус	bus	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
автобус	autobusem	автобус	autobus	N;INAN;NOM;MASC;SG	N;INAN;INS;MASC;SG;POS
автобус	autobusy	автобус	autobus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
переговори	vyjednávání	переговори	vyjednávání	N;INAN;NOM	N;NOM;NEUT;SG;POS
переговори	vyjednávat	переговори	vyjednávat	N;INAN;NOM	V;IPFV;POS;NFIN
переговори	vyjednávání	переговори	vyjednávání	N;INAN;NOM	N;NOM;NEUT;SG;POS
переговори	jednání	переговори	jednání	N;INAN;NOM	N;NOM;NEUT;SG;POS
александр	alexandre	александр	alexandre	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
літери	znaků	літера	znak	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
мюнхен	mnichov	мюнхен	mnichov	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
бійців	stíhačky	бійц	stíhačka	N;ANIM;ACC;MASC;PL	N;NOM;FEM;PL;POS
бійців	bojovníků	бійц	bojovník	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL;POS
бійців	bojovníci	бійц	bojovník	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
бек	beck	бек	beck		PROPN;ANIM;NOM;MASC;SG;POS
буду	gonna	бути	gonna	V;IPFV;IND;SG;1;FUT;FIN	N;NOM;FEM;SG;POS
зразки	vzorku	зразок	vzorek	N;INAN;NOM;MASC;PL	N;INAN;DAT;MASC;SG;POS
зразки	vzorek	зразок	vzorek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
зразки	vzorků	зразок	vzorek	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
албанії	albánie	албанія	albánie	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;FEM;SG;POS
анрі	henri	анрі	henri	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
анрі	henryho	анрі	henrý	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
анрі	jindřich	анрі	jindřich	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
анрі	henry	анрі	henr	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ато	ato	ато	ato	PROPN;INAN;NOM;FEM;SG	PROPN;FEM;POS
баку	baku	бак	bak	PROPN;INAN;GEN;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
ваги	beztíže	вага	beztíže	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
ваги	závaží	вага	závaží	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
ваги	zvážit	вага	zvážit	N;INAN;NOM;FEM;PL	V;PFV;POS;NFIN
ваги	vážit	вага	vážit	N;INAN;NOM;FEM;PL	V;IPFV;POS;NFIN
португалія	portugalsko	португалія	portugalský	N;INAN;NOM;FEM;SG	ADJ;POS
припущення	dohady	припущення	dohad	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
дошка	palubě	дошка	paluba	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
дошка	tabule	дошка	tabule	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
рівнів	hladiny	рівень	hladina	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
рівнів	úrovně	рівень	úroveň	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG;POS
долі	osudu	доля	osud	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;SG;POS
долі	osud	доля	osud	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
жодних	žádný	жодний	žádný	DET;GEN;PL	DET;NOM;MASC;SG
жодних	žádná	жодний	žádný	DET;GEN;PL	DET;NOM;FEM;SG
жодних	žádné	жодний	žádný	DET;GEN;PL	DET;NOM;FEM;PL
поранений	zranění	поранений	zranění	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;NEUT;SG;POS
поранений	zranění	поранений	zranění	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;NEUT;SG;POS
торгівля	trade	торгівля	trada	N;INAN;NOM;FEM;SG	PROPN;INAN;MASC;POS
королеви	queensu	королева	Ťueensus	N;ANIM;NOM;FEM;PL	N;INAN;GEN;MASC;SG;POS
королеви	queens	королева	queens	N;ANIM;NOM;FEM;PL	PROPN;INAN;NOM;MASC;SG;POS
випадково	omylem	випадково	omyl	ADV	N;INAN;INS;MASC;SG;POS
звернення	páry	звернення	pár	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
звернення	subjekty	звернення	subjekt	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
звернення	odvolat	звернення	odvolat	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
хімічні	chemická	хімічний	chemický	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
хімічні	chemikálie	хімічний	chemikálie	ADJ;NOM;PL	N;NOM;FEM;PL;POS
хімічні	chemické	хімічний	chemický	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
хімічні	chemický	хімічний	chemický	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
долю	osudu	доля	osud	N;INAN;ACC;FEM;SG	N;INAN;GEN;MASC;SG;POS
долю	osud	доля	osud	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
введено	zadané	ввести	zadaný	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG;POS
рнк	rna	рнк	rna		N;NOM;FEM;SG;POS
природа	přírodní	природа	přírodní	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
природа	přírodě	природа	příroda	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
найбільшу	největší	найбільший	velký	ADJ;ACC;RL;FEM;SG	ADJ;NOM;RL;MASC;SG;POS
суму	částka	сума	částka	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
суму	suma	сума	suma	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
суму	součet	сума	součet	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
суму	množství	сума	množství	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG;POS
суму	částka	сума	částka	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
суму	výše	сума	výše	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
тіл	těla	тіло	tělo	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;PL;POS
ізраїль	izraelský	ізраїль	izraelský	PROPN;INAN;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
ізраїль	izrael	ізраїль	izrael	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
ізраїль	izraelská	ізраїль	izraelský	PROPN;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
клан	klanu	клан	klan	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
поєднання	kombinaci	поєднання	kombinace	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG;POS
єгипті	egypt	єгипть	egypt	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
єгипті	egyptský	єгипть	egyptský	PROPN;INAN;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
єгипті	egyptě	єгипть	egypt	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;DAT;MASC;SG;POS
рівненська	rivne	рівненський	rivne	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;POS
реконструкції	rekonstrukci	реконструкція	rekonstrukce	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
реконструкції	rekonstrukce	реконструкція	rekonstrukce	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
конфлікти	konfliktů	конфлікт	konflikt	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
знав	věděla	знати	vědět	V;IPFV;MASC;IND;SG;PST;FIN	V;POS;PST;V.PTCP;ACT
макс	max	макс	maximum	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
макс	maxe	макс	maxe	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
макс	maximálně	макс	maximálně	PROPN;ANIM;NOM;MASC;SG	ADV;POS
макс	maxi	макс	maxi	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
урахуванням	citlivé	урахування	citlivý	N;INAN;INS;NEUT;SG	ADJ;NOM;NEUT;SG;POS
урахуванням	citlivý	урахування	citlivý	N;INAN;INS;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
урахуванням	citliví	урахування	citlivý	N;INAN;INS;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS
урахуванням	citlivá	урахування	citlivý	N;INAN;INS;NEUT;SG	ADJ;NOM;FEM;SG;POS
служить	zaměstnance	служити	zaměstnanec	V;IPFV;IND;SG;3;PRS;FIN	N;ANIM;ACC;MASC;PL;POS
служить	zaměstnanec	служити	zaměstnanec	V;IPFV;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;SG;POS
служить	zaměstnankyně	служити	zaměstnankyně	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;POS
споживання	spotřebu	споживання	spotřeba	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG;POS
згадки	zmiňuje	згадки	zmiňovat	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
компонентів	součástky	компонент	součástka	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
компонентів	komponenty	компонент	komponenta	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
компонентів	součásti	компонент	součást	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
конгресу	kongres	конгрес	kongres	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
конгресу	sjezd	конгрес	sjezd	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
виявив	objeven	виявити	objevený	V;PFV;MASC;IND;SG;PST;FIN	ADJ;MASC;SG;POS;V.PTCP;PASS
виявив	objevili	виявити	objevit	V;PFV;MASC;IND;SG;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
виявив	objevila	виявити	objevit	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;POS;PST;V.PTCP;ACT
призначені	přiděleno	призначений	přidělený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
призначені	přidělená	призначений	přidělený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
призначені	přidělen	призначений	přidělený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
призначені	přidělený	призначений	přidělený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
призначені	přidělené	призначений	přidělený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
призначені	určený	призначений	určený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
працівники	pracovníky	працівник	pracovník	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
працівники	zaměstnanců	працівник	zaměstnanec	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
працівники	zaměstnancům	працівник	zaměstnanec	N;ANIM;NOM;MASC;PL	N;ANIM;DAT;MASC;PL;POS
працівники	zaměstnance	працівник	zaměstnanec	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
заняття	činnost	заняття	činnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
заняття	činnosti	заняття	činnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
заняття	esl	заняття	esl	N;INAN;NOM;NEUT;PL	PROPN;MASC;POS
марокко	maroko	марокко	maroko	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
захворювань	choroby	захворювання	choroba	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL;POS
захворювань	nemoci	захворювання	nemoc	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL;POS
захворювань	onemocnění	захворювання	onemocnění	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG;POS
вільна	freestyle	вільний	freestyle	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;POS
вільна	zdarma	вільний	zdarma	ADJ;NOM;FEM;SG	ADV
георгія	jiřího	георгія	jiří	N;ANIM;NOM;FEM;SG	PROPN;ANIM;GEN;MASC;SG;POS
георгія	jiří	георгія	jiřit	N;ANIM;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
георгія	george	георгія	george	N;ANIM;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
продукція	přípravky	продукція	přípravek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
продукція	produktů	продукція	produkt	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;PL;POS
продукція	výrobky	продукція	výrobek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
продукція	produkty	продукція	produkt	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
відкрили	odhalil	відкрити	odhalit	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
відкрили	otevřel	відкрити	otevřít	V;PFV;IND;PL;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
відкрили	otevřeno	відкрити	otevřený	V;PFV;IND;PL;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
потенціал	potenciální	потенціал	potenciální	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
губернатор	guvernér	губернатор	guvernér	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
губернатор	guvernéra	губернатор	guvernér	ADJ;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
студія	studia	студія	studium	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL;POS
студія	studiu	студія	studium	N;INAN;NOM;FEM;SG	N;DAT;NEUT;SG;POS
правом	autority	право	autorita	N;INAN;INS;MASC;SG	N;NOM;FEM;PL;POS
правом	autorita	право	autorita	N;INAN;INS;MASC;SG	N;NOM;FEM;SG;POS
правом	pravomoc	право	pravomoc	N;INAN;INS;MASC;SG	N;NOM;FEM;SG;POS
правом	orgán	право	orgán	N;INAN;INS;MASC;SG	N;INAN;NOM;MASC;SG;POS
десятиліття	desetiletí	десятиліття	desetiletí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
десятиліття	dekády	десятиліття	dekáda	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
доба	věku	доба	věk	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
концепція	konceptu	концепція	koncept	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
тимошенко	tymošenkové	тимошенко	tymošenkový	PROPN;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
фінляндія	finsko	фінляндія	finský	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
розміщені	zamýšlená	розміщений	zamýšlený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
розміщені	zamýšlené	розміщений	zamýšlený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
розміщені	určeno	розміщений	určený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
розміщені	určena	розміщений	určený	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
біології	biologie	біологія	biologie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
кваліфікації	kvalifikace	кваліфікація	kvalifikace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
ботанічний	botanic	ботанічний	botanice	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;POS
панування	nadvládu	панування	nadvláda	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG;POS
яєць	inkubace	яйце	inkubace	N;INAN;GEN;NEUT;PL	N;NOM;FEM;SG;POS
відбувалися	děje	відбуватися	dít	V;IPFV;IND;PL;PST;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
виступала	provedené	виступати	provedený	V;IPFV;FEM;IND;SG;PST;FIN	ADJ;NOM;MASC;PL;POS
виступала	provedena	виступати	provedený	V;IPFV;FEM;IND;SG;PST;FIN	ADJ;POS;V.PTCP;PASS
відтворення	hrají	відтворення	hrát	N;INAN;NOM;NEUT;SG	V;IND;PL;3;POS;PRS;FIN;ACT
відтворення	hrajeme	відтворення	hrát	N;INAN;NOM;NEUT;SG	V;IND;PL;1;POS;PRS;FIN;ACT
відтворення	hraje	відтворення	hrát	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
схеми	schéma	схем	schéma	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
схеми	režim	схем	režim	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
сильний	silně	сильний	silně	ADJ;NOM;MASC;SG	ADV;POS
виконується	běžící	виконуватися	běžící	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
виконується	běh	виконуватися	běh	V;IPFV;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG;POS
виконується	běhání	виконуватися	běhání	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG;POS
архієпископ	arcibiskupa	архієпископ	arcibiskup	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
оголошення	inzeráty	оголошення	inzerát	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
оголошення	reklamy	оголошення	reklama	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
оголошення	utajované	оголошення	utajovaný	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
оголошення	tajné	оголошення	tajný	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
оголошення	vyhlásit	оголошення	vyhlásit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
оголошення	prohlásit	оголошення	prohlásit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
