din	від	din	від	ADP;ACC	ADP;GEN
caracterul	характер	caracter	характер	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
caracterul	символів	caracter	символ	N;DEF;MASC;SG	N;INAN;GEN;MASC;PL
caracterul	персонаж	caracter	персонаж	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
caracterul	символ	caracter	символ	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
poliție	поліція	poliție	поліція	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
datând	побачення	data	побачення	V;V.MSDR	N;INAN;NOM;NEUT;SG
datând	побачень	data	побачення	V;V.MSDR	N;INAN;GEN;NEUT;PL
datând	знайомств	data	знайомство	V;V.MSDR	N;INAN;NOM;NEUT;PL
iorga	йорга	iorgă	йорг	PROPN	
eurovision	eurovision	eurovision	eurovision	N;INDF;MASC;SG	
eurovision	пісенний	eurovision	пісенний	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
private	приватна	privat	приватний	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
private	особисте	privat	особистий	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
private	приватний	privat	приватний	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
atenție	увага	atenție	увага	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
profesională	фахівець	profesional	фахівець	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
profesională	професійний	profesional	професійний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
profesională	професіонал	profesional	професіонал	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
profesională	professional	profesional	professional	ADJ;INDF;FEM;SG	
profesională	професійні	profesional	професійний	ADJ;INDF;FEM;SG	ADJ;NOM;PL
fips	fips	fips	fips	ADJ;INDF;MASC;SG	
melodii	songs	melodie	songs	N;INDF;FEM;PL	
creează	створення	crea	створення	V;IND;3;PRS;FIN	N;INAN;NOM;NEUT;SG
lasă	хай	lăsa	хай	V;IND;3;PRS;FIN	PART
lasă	нехай	lăsa	нехай	V;IND;3;PRS;FIN	
încheie	укладає	încheia	укладати	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
contemporană	сучасна	contemporan	сучасний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
contemporană	contemporary	contemporan	contemporary	ADJ;INDF;FEM;SG	
contemporană	сучасне	contemporan	сучасне	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
scrierea	написання	scriere	написання	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
scrierea	запис	scriere	запис	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
scrierea	писати	scriere	писати	N;DEF;FEM;SG	V;IPFV;NFIN
scrierea	запису	scriere	запис	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
conceptul	поняття	concept	поняття	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
conceptul	концепція	concept	концепція	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
corneliu	корнеліу	corneliu	корнелі	PROPN	N;INAN;NOM;FEM;SG
vizitat	відвідала	vizita	відвідати	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN
vizitat	відвідали	vizita	відвідати	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
vizitat	відвідав	vizita	відвідати	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
vizitat	відвідував	vizita	відвідувати	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN
linecolor	linecolor	linecolor	linecolor	N;INDF;MASC;SG	
network	network	network	network	N;INDF;MASC;SG	
network	мережі	network	мережа	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
network	мережеві	network	мережевий	N;INDF;MASC;SG	ADJ;NOM;PL
etnie	національність	etnie	національність	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
emis	видала	emite	видати	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN
emis	випущено	emite	випустити	ADJ;INDF;MASC;SG	V;PFV;IND;0;FIN
andrew	ендрю	andrew	ендрю	PROPN	PROPN;ANIM;NOM;MASC;SG
simbolul	символ	simbol	символ	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
cfr	cfr	cfr	cfr	PROPN	
eliberarea	випуск	eliberare	випускати	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
eliberarea	реліз	eliberare	реліз	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
eliberarea	випуску	eliberare	випуск	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
eliberarea	звільнення	eliberare	звільнення	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
eliberarea	визволення	eliberare	визволення	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
eliberarea	звільнення	eliberare	звільнення	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
soluție	розчин	soluție	розчин	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
soluție	вирішення	soluție	вирішення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
personajele	символів	personaj	символ	N;DEF;FEM;PL	N;INAN;GEN;MASC;PL
personajele	персонажі	personaj	персонаж	N;DEF;FEM;PL	N;ANIM;NOM;MASC;PL
personajele	ієрогліфи	personaj	ієрогліф	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
personajele	літери	personaj	літера	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
personajele	символи	personaj	символ	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
patrimoniul	спадщина	patrimoniu	спадщина	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
medii	середній	medie	середній	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
medii	середнє	medie	середній	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
medii	середня	medie	середній	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
medii	середнього	medie	середній	N;INDF;FEM;PL	ADJ;GEN;MASC;SG
medii	середній	medie	середній	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
medii	носій	medie	ніс	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
medii	середня	medie	середній	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
medii	середні	medie	середній	N;INDF;FEM;PL	ADJ;NOM;PL
poloneze	польською	polonez	польський	ADJ;INDF;FEM;PL	ADJ;INS;FEM;SG
poloneze	польську	polonez	польський	ADJ;INDF;FEM;PL	ADJ;ACC;FEM;SG
poloneze	польська	polonez	польський	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
poloneze	польське	polonez	польський	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
grec	грецький	grec	грецький	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
grec	грецьке	grec	грецький	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
grec	грецькі	grec	грецький	N;INDF;MASC;SG	ADJ;NOM;PL
congresul	конгрес	congres	конгрес	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
congresul	конгресу	congres	конгрес	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
actul	діяти	act	діяти	N;DEF;MASC;SG	V;IPFV;NFIN
actul	акт	act	акт	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
vreau	вимагаємо	vrea	вимагати	V;IND;SG;1;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN
vreau	хочеш	vrea	хотіти	V;IND;SG;1;PRS;FIN	V;IPFV;IND;SG;2;PRS;FIN
gaze	газова	gaz	газовий	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
gaze	газу	gaz	газ	N;INDF;FEM;PL	N;INAN;GEN;MASC;SG
gaze	газ	gaz	газ	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
institute	інституція	institut	інституція	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
sherlock	шерлок	sherlock	шерлок	PROPN	N;ANIM;NOM;MASC;SG
var	вар	var	вар		
var	lime	var	lime		
arabe	арабський	arab	арабський	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
iugoslavia	югославії	iugoslavie	югославія	PROPN	PROPN;INAN;DAT;FEM;SG
spirit	spirit	spirit	spirit	N;INDF;MASC;SG	
min	мін	min	мін.		
min	хв	min	хв		
comandă	наказую	comandă	наказувати	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
comandă	командний	comandă	командний	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
comandă	команда	comandă	команда	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
comandă	замовити	comandă	замовити	N;INDF;FEM;SG	V;PFV;NFIN
comandă	ордер	comandă	ордер	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
comandă	наказ	comandă	наказ	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
comandă	порядок	comandă	порядок	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
golful	гольф	golf	гольф	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
golful	затока	golf	затока	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
golful	затоці	golf	заток	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
golful	губа	golf	губа	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
golful	затока	golf	затока	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
johnson	джонсон	johnson	джонсон	PROPN	PROPN;ANIM;NOM;MASC;SG
zeci	десятки	zece	десяток	NUM;INDF;FEM;PL	N;INAN;NOM;MASC;PL
zeci	десятки	zece	десяток	NUM;INDF;FEM;PL	N;INAN;NOM;MASC;PL
toscana	тоскана	toscană	тосканий	PROPN	PROPN;INAN;NOM;FEM;SG
mâinile	рук	mână	рука	N;DEF;FEM;PL	N;INAN;GEN;FEM;PL
mâinile	руками	mână	рука	N;DEF;FEM;PL	N;INAN;INS;FEM;PL
mâinile	руки	mână	рука	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
duminică	неділя	duminică	неділя	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
project	project	project	project	N;INDF;MASC;SG	
unic	унікальні	unic	унікальний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
british	британці	british	британець	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
british	британська	british	британський	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
british	британські	british	британський	N;INDF;MASC;SG	ADJ;NOM;PL
british	british	british	british	N;INDF;MASC;SG	
lectură	читання	lectură	читання	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
maior	мажор	maior	мажор	PROPN	N;INAN;NOM;FEM;SG
maior	майор	maior	майор	PROPN	N;ANIM;NOM;MASC;SG
decorat	прикрасили	decorat	прикрасити	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
separate	розійшлися	separat	розійтися	ADJ;INDF;FEM;PL	V;PFV;IND;PL;PST;FIN
separate	окреме	separat	окреме	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
separate	відокремити	separat	відокремити	ADJ;INDF;FEM;PL	V;PFV;NFIN
felix	фелікс	felix	фелікс	PROPN	PROPN;ANIM;NOM;MASC;SG
carmen	кармен	carmen	кармен	PROPN	N;ANIM;NOM;FEM;SG
bazinul	басейн	bazin	басейн	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
distanța	дистанція	distanță	дистанція	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
distanța	відстань	distanță	відстань	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
distanța	дистанції	distanță	дистанція	N;DEF;FEM;SG	N;INAN;ACC;FEM;PL
alan	алан	alan	алан	PROPN	PROPN;ANIM;NOM;MASC;SG
manual	ручний	manual	ручний	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
manual	ручна	manual	ручний	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
manual	ручне	manual	ручний	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
manual	вручну	manual	вручну	N;INDF;MASC;SG	ADV
manual	довідок	manual	довідка	N;INDF;MASC;SG	N;INAN;GEN;FEM;PL
semnificativ	значний	semnificativ	значний	ADV	ADJ;NOM;MASC;SG
clasice	класика	clasic	класика	ADJ;INDF;FEM;PL	N;INAN;NOM;FEM;SG
clasice	класику	clasic	класика	ADJ;INDF;FEM;PL	N;INAN;ACC;FEM;SG
maestru	master	maestru	master	N;INDF;MASC;SG	
mac	mac	mac	mac		
mac	мак	mac	мак		
hectare	гектарів	hectare	гектар	N;INDF;FEM;SG	N;INAN;GEN;MASC;PL
hectare	акр	hectare	акр	N;INDF;FEM;SG	
acordul	угода	acord	угода	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
acordul	угоду	acord	угода	N;DEF;MASC;SG	N;INAN;ACC;FEM;SG
sprijin	підтримую	sprijin	підтримувати	N;INDF;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
sprijin	підтримати	sprijin	підтримати	N;INDF;MASC;SG	V;PFV;NFIN
microsoft	microsoft	microsoft	microsoft	N;INDF;MASC;SG	
conrad	конрад	conrad	конрад	PROPN	PROPN;ANIM;NOM;MASC;SG
proprietate	властивості	proprietate	властивість	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
proprietate	властивість	proprietate	властивість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
proprietate	майна	proprietate	майна	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG
proprietate	власність	proprietate	власність	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
proprietate	майно	proprietate	майно	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
proprietate	власники	proprietate	власник	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
proprietate	належність	proprietate	належність	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
proprietate	власник	proprietate	власник	N;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
proprietate	власність	proprietate	власність	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
mecklenburg	мекленбург	mecklenburg	мекленбург	PROPN	PROPN;INAN;NOM;MASC;SG
cercul	коло	cerc	коло	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
cercul	гурток	cerc	гурток	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
sam	сем	sam	сем		PROPN;ANIM;NOM;MASC;SG
sam	sam	sam	sam		
free	вільна	free	вільний		ADJ;NOM;FEM;SG
free	безкоштовне	free	безкоштовний		ADJ;NOM;NEUT;SG
free	вільний	free	вільний		ADJ;NOM;MASC;SG
free	безкоштовно	free	безкоштовно		ADV
free	вільно	free	вільно		ADV
sant	сант	sant	сант	V;IND;PL;3;PRS;FIN	
devin	девін	deveni	девін	V;IND;PL;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
devin	стануть	deveni	стати	V;IND;PL;3;PRS;FIN	V;PFV;IND;PL;3;FUT;FIN
comparație	порівняння	comparație	порівняння	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
bosnia	боснія	bosnie	босній	PROPN	PROPN;INAN;NOM;FEM;SG
bosnia	боснії	bosnie	босній	PROPN	PROPN;INAN;GEN;FEM;SG
reale	реал	real	реал	ADJ;INDF;FEM;PL	
reale	справжня	real	справжній	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
reale	реальний	real	реальний	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
reale	справжній	real	справжній	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
wilson	вілсон	wilson	вілсон	PROPN	PROPN;ANIM;NOM;MASC;SG
mit	mit	mit	mit	N;INDF;MASC;SG	
maine	завтра	maină	завтра		
maine	tomorrow	maină	tomorrow		
maine	мен	maină	я		
ape	epa	apă	epa	N;INDF;FEM;PL	
cumpărat	платні	cumpărat	платний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
cumpărat	купили	cumpărat	купити	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN
cumpărat	купила	cumpărat	купити	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN
cumpărat	купив	cumpărat	купити	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
necesită	потребує	necesita	потребувати	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
necesită	вимагає	necesita	вимагати	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
arbore	ялинки	arbor	ялинка	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
arbore	шахти	arbor	шахта	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
arbore	вали	arbor	вати	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
planeta	planet	planetă	planet	N;DEF;FEM;SG	
planeta	планета	planetă	планета	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
idee	idea	idee	idea	N;INDF;FEM;SG	
idee	ідея	idee	ідея	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
idee	ідею	idee	ідея	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
chineză	китайською	chinez	китайський	ADJ;INDF;FEM;SG	ADJ;INS;FEM;SG
chineză	китайські	chinez	китайський	ADJ;INDF;FEM;SG	ADJ;NOM;PL
chineză	китайська	chinez	китайський	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
chineză	китайці	chinez	китайка	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
chineză	китайський	chinez	китайський	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
pdf	pdf	pdf	pdf	N;INDF;MASC;SG	
marca	бренду	marcă	бренда	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
marca	бренд	marcă	бренд	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
marca	brand	marcă	brand	N;DEF;FEM;SG	
marca	кропивницький	marcă	кропивницький	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
actorii	акторів	actor	актор	N;DEF;MASC;PL	N;ANIM;ACC;MASC;PL
actorii	актори	actor	актор	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
charlotte	шарлотта	charlotte	шарлотт	PROPN	N;ANIM;NOM;FEM;SG
înregistrarea	запис	înregistrare	запис	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
seara	вечір	seară	вечір	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
seara	вечірня	seară	вечірень	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
seara	вечірній	seară	вечірній	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
variază	вари	varia	вар	V;IND;3;PRS;FIN	PROPN;INAN;NOM;MASC;SG
variază	різною	varia	різний	V;IND;3;PRS;FIN	ADJ;INS;FEM;SG
transportul	транспорт	transport	транспорт	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
transportul	транспортування	transport	транспортування	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
transportul	перевезення	transport	перевезення	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
transportul	транспорт	transport	транспорт	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
transportul	пересилання	transport	пересилання	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
altar	сесії	altar	сесія	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
individual	окремо	individual	окремо	ADJ;INDF;MASC;SG	ADV
individual	окремих	individual	окремий	ADJ;INDF;MASC;SG	ADJ;GEN;PL
individual	індивідуальні	individual	індивідуальний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
individual	окремі	individual	окремий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
dimineața	morning	dimineața	morning	ADV	
dimineața	ранку	dimineața	ранок	ADV	N;INAN;GEN;MASC;SG
dimineața	ранок	dimineața	ранок	ADV	N;INAN;NOM;MASC;SG
dimineața	утро	dimineața	утро	ADV	
serii	серія	serie	серія	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
serii	ряд	serie	ряд	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
bogată	багаті	bogat	багатий	ADJ;INDF;FEM;SG	ADJ;NOM;PL
bogată	багатий	bogat	багатий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
bogată	rich	bogat	rich	ADJ;INDF;FEM;SG	
plină	повна	plin	повний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
plină	повний	plin	повний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
plină	повне	plin	повний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
papal	папська	papal	папський	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
realitatea	реальність	realitate	реальність	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
realitatea	реаліті	realitate	реаліт	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
stâng	ліворуч	stâng	ліворуч	N;INDF;MASC;SG	ADV
stâng	лівий	stâng	лівий	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
stâng	зліва	stâng	злів	N;INDF;MASC;SG	ADV
încercare	перевірка	încercare	перевірка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
încercare	перевірити	încercare	перевірити	N;INDF;FEM;SG	V;PFV;NFIN
încercare	test	încercare	test	N;INDF;FEM;SG	
încercare	тест	încercare	тест	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
schimbă	зміна	schimba	зміна	V;IND;SG;3;PST;FIN	N;INAN;NOM;FEM;SG
schimbă	change	schimba	change	V;IND;SG;3;PST;FIN	
olimpic	олімпіади	olimpic	олімпіада	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;PL
olimpic	олімпійські	olimpic	олімпійський	ADJ;INDF;MASC;SG	ADJ;NOM;PL
bus	шини	bus	шина	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
bus	бус	bus	бути	N;INDF;MASC;SG	
constant	постійна	constant	постійний	ADV	ADJ;NOM;FEM;SG
constant	стала	constant	стати	ADV	V;PFV;FEM;IND;SG;PST;FIN
constant	постійний	constant	постійний	ADV	ADJ;NOM;MASC;SG
georges	жорж	georges	жорж	PROPN	PROPN;ANIM;NOM;MASC;SG
ray	рей	ray	рей	PROPN	
ray	ray	ray	ray	PROPN	
republică	республіка	republică	республіка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
municipal	муніципальна	municipal	муніципальний	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
municipal	муніципальний	municipal	муніципальний	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
bulgară	болгарський	bulgar	болгарський	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
bulgară	болгарська	bulgar	болгарський	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
natal	наталь	natal	наталь	ADJ;INDF;MASC;SG	PROPN;INAN;NOM;FEM;SG
desemnat	призначені	desemnat	призначений	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
desemnat	оргкомітет	desemnat	оргкомітет	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
desemnat	призначені	desemnat	призначений	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
acoperă	обкладинку	acoperi	обкладинка	V;IND;3;PRS;FIN	N;INAN;ACC;FEM;SG
acoperă	cover	acoperi	cover	V;IND;3;PRS;FIN	
acoperă	обкладинка	acoperi	обкладинка	V;IND;3;PRS;FIN	N;INAN;NOM;FEM;SG
acoperă	обкладинки	acoperi	обкладинка	V;IND;3;PRS;FIN	N;INAN;NOM;FEM;PL
acoperă	обкладинки	acoperi	обкладинка	V;IND;3;PRS;FIN	N;INAN;NOM;FEM;PL
acoperă	обкладинок	acoperi	обкладинок	V;IND;3;PRS;FIN	N;INAN;GEN;FEM;PL
detaliu	докладно	detaliu	докладно	N;INDF;MASC;SG	ADV
detaliu	детально	detaliu	детально	N;INDF;MASC;SG	ADV
detaliu	подробиці	detaliu	подробиця	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
detaliu	детальні	detaliu	детальня	N;INDF;MASC;SG	ADJ;NOM;PL
alice	еліс	alica	еліс	N;INDF;MASC;SG	PROPN;ANIM;NOM;FEM;SG
fondul	фонд	fond	фонд	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
fondul	фонду	fond	фонд	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
înălțimea	висота	înălțime	висота	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
lituania	литві	lituanie	литво	PROPN	PROPN;INAN;NOM;FEM;SG
lituania	литви	lituanie	литва	PROPN	PROPN;INAN;NOM;FEM;SG
lituania	литва	lituanie	литво	PROPN	PROPN;INAN;NOM;FEM;SG
subiecte	звернення	subiect	звернення	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
sainte	сент	sainte	сент	PROPN	
regim	mode	regim	mode	N;INDF;MASC;SG	
inima	серце	inimă	серце	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
francesco	франческо	francesco	франческо	PROPN	PROPN;ANIM;NOM;FEM;SG
sare	сіль	sare	сіль	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
sare	солі	sare	сіль	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
guillaume	гійом	guillaume	гій	N;INDF;FEM;PL	PROPN;ANIM;NOM;MASC;SG
redusă	зведена	redus	зведений	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
congo	конго	congo	конго	PROPN	PROPN;INAN;NOM;FEM;SG
languedoc	лангедок	languedoc	лангедок	PROPN	N;INAN;NOM;MASC;SG
sunet	sound	sunet	sound	N;INDF;MASC;SG	
utilizatorii	користувачі	utilizator	користувач	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
utilizatorii	користувачів	utilizator	користувач	N;DEF;MASC;PL	N;ANIM;ACC;MASC;PL
florența	флоренція	florență	флоренція	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
florența	флоренції	florență	флоренція	N;DEF;FEM;SG	PROPN;INAN;GEN;FEM;SG
provence	прованс	provenc	прованс	N;INDF;MASC;SG	
cursă	перегони	cursă	перегона	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
cursă	забіг	cursă	забігти	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
cursă	раса	cursă	рас	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
verlag	verlag	verlag	verlag	N;INDF;MASC;SG	
congresului	конгрес	congres	конгрес	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
congresului	конгресу	congres	конгрес	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
lincoln	лінкольн	lincoln	лінкольн	PROPN	PROPN;ANIM;NOM;MASC;SG
vatra	ватра	vatră	ватр	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
christopher	крістофер	christopher	крістофер	PROPN	PROPN;ANIM;NOM;MASC;SG
anopheles	anopheles	anopheles	anopheles	N;INDF;MASC;SG	
boris	борис	boris	борис	PROPN	PROPN;ANIM;NOM;MASC;SG
ernest	ернест	ernest	ернест	PROPN	PROPN;ANIM;NOM;MASC;SG
comunistă	комуністичний	comunist	комуністичний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
comunistă	комуністична	comunist	комуністичний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
savoie	савойя	savoie	савий	N;INDF;FEM;SG	PROPN;INAN;NOM;MASC;SG
urbane	урбан	urban	урбан	ADJ;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
urbane	міський	urban	міський	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
presiune	тиск	presiune	тиск	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
