per	za	per	za	ADP	
resoldre	vyriešenie	resoldre	vyriešenie	V;NFIN	N;NOM;NEUT;SG
dibuix	kresba	dibuix	kresba		N;NOM;FEM;SG
dibuix	kreslenie	dibuix	kreslenie		N;NOM;NEUT;SG
dibuix	výkres	dibuix	výkres		N;INAN;NOM;MASC;SG
dibuix	čerpania	dibuix	čerpanie		N;NOM;NEUT;PL
activa	aktivovať	actiu	aktivovať	ADJ;FEM;SG	V;IPFV;POS;NFIN
presentació	prezentácie	presentació	prezentácia	N;FEM;SG	N;NOM;FEM;PL
anell	prsteň	anell	prsteň		N;INAN;NOM;MASC;SG
anell	krúžok	anell	krúžok		N;INAN;NOM;MASC;SG
anell	ring	anell	ring		PROPN;ANIM;NOM;MASC;SG
anell	ringu	anell	ringa		N;INAN;GEN;MASC;SG
mary	márie	mary	mária		N;NOM;FEM;PL
mary	mary	mary	mary		PROPN;NOM;FEM;SG
mary	mária	mary	máriť		N;NOM;FEM;SG
absència	absencie	absència	absencia	N;FEM;SG	N;NOM;FEM;PL
prefix	predpona	prefixar	predpona		N;NOM;FEM;SG
branques	vetvenie	branca	vetvenie	N;FEM;PL	N;NOM;NEUT;SG
barroc	baroko	barroc	baroko	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
disciplina	disciplíny	disciplina	disciplína	N;FEM;SG	N;NOM;FEM;PL
one	jedno	one	jeden		NUM;NOM;NEUT;SG
one	jedným	one	jeden		NUM;INS;MASC;SG
one	one	one	ona		
one	jeden	one	jeden		NUM;ANIM;NOM;MASC;SG
one	jedna	one	jeden		NUM;NOM;FEM;SG
discurs	reči	discurs	reč	N;MASC;SG	N;NOM;FEM;PL
transmissió	zasielať	transmissió	zasielať	N;FEM;SG	V;IPFV;POS;NFIN
transmissió	prenášať	transmissió	prenášať	N;FEM;SG	V;IPFV;POS;NFIN
cadascuna	každý	cadascun	každý	PRO;FEM;SG	DET;ANIM;NOM;MASC;SG
cadascuna	každého	cadascun	každý	PRO;FEM;SG	DET;ANIM;ACC;MASC;SG
cadascuna	každé	cadascun	každý	PRO;FEM;SG	DET;NOM;NEUT;SG
cadascuna	každá	cadascun	každý	PRO;FEM;SG	DET;NOM;FEM;SG
profunditat	hĺbky	profunditat	hĺbka	N;FEM;SG	N;NOM;FEM;PL
capçalera	hlavičky	capçalera	hlavička	N;FEM;SG	N;NOM;FEM;PL
mineral	rudy	mineral	ruda	ADJ;SG	N;NOM;FEM;PL
mineral	minerálnych	mineral	minerálny	ADJ;SG	ADJ;GEN;MASC;PL
mineral	minerálne	mineral	minerálny	ADJ;SG	ADJ;NOM;NEUT;PL
voltes	kôl	volta	kôl		N;GEN;FEM;PL
voltes	kolá	volta	kolo		N;NOM;NEUT;PL
goya	goya	goya	goya		PROPN;ANIM;NOM;MASC;SG
paret	steny	paret	stena		N;NOM;FEM;PL
paret	múr	paret	múr		N;INAN;NOM;MASC;SG
paret	wall	paret	wall		
paret	stenu	paret	stena		N;ACC;FEM;SG
paret	stene	paret	stena		N;DAT;FEM;SG
paret	stena	paret	stena		N;NOM;FEM;SG
arthur	artuša	arthur	artuša	PROPN	N;ANIM;ACC;MASC;SG
arthur	arthur	arthur	arthur	PROPN	N;ANIM;NOM;MASC;SG
arthur	artuš	arthur	artuš	PROPN	N;ANIM;NOM;MASC;SG
períodes	doby	període	doby	N;MASC;PL	N;GEN;FEM;SG
sierra	sierra	sierra	sierra		N;NOM;FEM;SG
recinte	priestorov	recinte	priestor	N;MASC;SG	N;INAN;GEN;MASC;PL
andré	andré	andre	andrý		PROPN;ANIM;NOM;MASC;SG
ramón	ramón	ramón	ramón		PROPN;ANIM;NOM;MASC;SG
ramón	ramon	ramón	ramon		PROPN;ANIM;NOM;MASC;SG
atmosfera	atmosféry	atmosfera	atmosféra	N;FEM;SG	N;NOM;FEM;PL
bones	dobre	bo	dobre	ADJ;FEM;PL	ADV
bones	dobrá	bo	dobrý	ADJ;FEM;PL	ADJ;NOM;FEM;SG
bones	dobra	bo	dobra	ADJ;FEM;PL	N;NOM;FEM;SG
bones	dobré	bo	dobrý	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
bones	dobrý	bo	dobrý	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
proposat	navrhovaných	proposat	navrhovaný	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
combinació	kombinácie	combinació	kombinácia	N;FEM;SG	N;NOM;FEM;PL
macedònia	macedónsko	macedònia	macedónsko	ADJ;FEM;SG	ADV
botigues	uloží	botiga	uložiť	N;FEM;PL	V;PFV;IND;SG;3;POS;PRS;FIN
windows	windows	window	windows		N;NOM;MASC;SG
windows	okná	window	okno		N;NOM;NEUT;PL
havent	so	haver	s	V;V.MSDR	ADP;INS
coma	kóme	coma	kóm		N;INAN;ESS;MASC;SG
coma	kómy	coma	kóm		N;GEN;FEM;SG
coma	kóma	coma	kóma		N;NOM;FEM;SG
coma	čiarka	coma	čiarka		N;NOM;FEM;SG
coma	čiarkou	coma	čiarka		N;INS;FEM;SG
ona	vlnová	ona	vlnový	N;FEM;SG	ADJ;NOM;FEM;SG
onze	eleven	onze	eleven	NUM;PL	N;INAN;NOM;MASC;SG
onze	jedenásť	onze	jedenásť	NUM;PL	NUM;NOM;NEUT;SG
pati	lodenice	pati	lodenica	N;MASC;SG	N;NOM;FEM;PL
víctor	victor	víctor	victor		PROPN;ANIM;NOM;MASC;SG
víctor	viktor	víctor	viktor		N;ANIM;NOM;MASC;SG
junts	spolu	junt	spolu	ADJ;MASC;PL	ADV
junts	dokopy	junt	dokopy	ADJ;MASC;PL	ADV
junts	spoločne	junt	spoločne	ADJ;MASC;PL	ADV
horta	horta	horta	horta	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
particularment	obzvlášť	particularment	obzvlášť	ADV	PART
maneres	spôsoby	manera	spôsob		N;INAN;NOM;MASC;PL
maneres	spôsobov	manera	spôsob		N;INAN;GEN;MASC;PL
calor	tepla	calor	tepnúť		N;NOM;NEUT;SG
calor	teplo	calor	teplo		N;NOM;NEUT;SG
calor	horúčavy	calor	horúčava		N;NOM;FEM;PL
munic	mníchove	munic	mníchov		N;ANIM;NOM;MASC;PL
munic	mníchov	munic	mních		N;ANIM;ACC;MASC;PL
cruz	cruz	cruz	cruz		PROPN;ANIM;NOM;MASC;SG
manteniment	údržby	manteniment	údržey	N;MASC;SG	N;NOM;FEM;PL
rècord	zaznamenávať	rècord	zaznamenávať	N;MASC;SG	V;IPFV;POS;NFIN
rècord	zaznamenať	rècord	zaznamenať	N;MASC;SG	V;PFV;POS;NFIN
rècord	nahrať	rècord	nahrať	N;MASC;SG	V;PFV;POS;NFIN
treballant	pracuje	treballar	pracovať	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN
treballant	pracovných	treballar	pracovný	V;V.MSDR	ADJ;GEN;MASC;PL
treballant	pracovná	treballar	pracovný	V;V.MSDR	ADJ;NOM;FEM;SG
treballant	práca	treballar	práca	V;V.MSDR	N;NOM;FEM;SG
treballant	pracovné	treballar	pracovný	V;V.MSDR	ADJ;NOM;NEUT;SG
western	západný	western	západný		ADJ;ANIM;NOM;MASC;SG
western	západnej	western	západný		ADJ;GEN;FEM;SG
western	západná	western	západný		ADJ;NOM;FEM;SG
western	western	western	western		N;INAN;NOM;MASC;SG
western	západné	western	západný		ADJ;NOM;NEUT;SG
utilització	používať	utilització	používať	N;FEM;SG	V;IPFV;POS;NFIN
utilització	použiť	utilització	použiť	N;FEM;SG	V;PFV;POS;NFIN
utilització	použite	utilització	použita	N;FEM;SG	V;PFV;IMP;PL;2;POS;FIN
illinois	illinois	illinoi	illinois	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
renaixement	renesancie	renaixement	renesancie	N;MASC;SG	N;NOM;FEM;PL
alfabet	abeceda	alfabet	abeceda		N;NOM;FEM;SG
pilar	stĺp	pilar	stĺp		N;INAN;NOM;MASC;SG
pilar	piliera	pilar	pilier		N;INAN;GEN;MASC;SG
pilar	pilier	pilar	pilier		N;INAN;NOM;MASC;SG
pilar	pilar	pilar	pilar		PROPN;NOM;FEM;SG
provença	provence	provençar	provenec		N;INAN;NOM;MASC;SG
ales	krídla	ala	krídlo		N;NOM;NEUT;PL
ales	wings	ala	winga		PROPN;ANIM;NOM;MASC;SG
ales	ales	ala	ales		PROPN;ANIM;NOM;MASC;SG
vietnam	vietname	vietnam	vietnymy	N;MASC;SG	N;DAT;FEM;PL
vietnam	vietnamu	vietnam	vietny	N;MASC;SG	ADJ;DAT;NEUT;SG
variable	ukazovateľ	variable	ukazovateľ	ADJ;SG	N;INAN;NOM;MASC;SG
individuals	individuálna	individual	individuálny	ADJ;PL	ADJ;NOM;FEM;SG
individuals	individuálne	individual	individuálne	ADJ;PL	ADV
individuals	jednotlivec	individual	jednotlivec	ADJ;PL	N;ANIM;NOM;MASC;SG
individuals	individuálny	individual	individuálny	ADJ;PL	ADJ;INAN;NOM;MASC;SG
individuals	jednotlivca	individual	jednotlivec	ADJ;PL	N;ANIM;ACC;MASC;SG
karl	karla	karl	karnúť	PROPN	N;NOM;FEM;SG
karl	karl	karl	karl	PROPN	PROPN;ANIM;NOM;MASC;SG
suec	švédska	suec	švédsky	ADJ;MASC;SG	PROPN;NOM;FEM;SG
lampisteria	tórium	lampisteria	tórium	ADJ;FEM;SG	N;NOM;NEUT;SG
recuperació	obnovy	recuperació	obnov	N;FEM;SG	N;NOM;FEM;PL
legal	právne	legal	právny	ADJ;SG	ADJ;NOM;NEUT;PL
legal	legálne	legal	legálny	ADJ;SG	ADV
gai	gay	gai	gay		PROPN;ANIM;NOM;MASC;SG
gai	teplý	gai	teplý		ADJ;INAN;NOM;MASC;SG
bilbao	bilbao	bilbao	bilbao		PROPN;ANIM;NOM;MASC;SG
divideix	rozdelenie	dividir	rozdelenie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
tardor	jeseň	tardor	jeseň		N;NOM;FEM;SG
violència	násilia	violència	násilie	N;FEM;SG	N;NOM;NEUT;PL
vidre	sklenená	vidre	sklenený	N;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vidre	sklá	vidre	sklo	N;MASC;SG	N;NOM;NEUT;PL
dividit	rozdelili	dividit	rozdeliť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
continguts	obsahu	contingut	obsah	N;MASC;PL	N;INAN;GEN;MASC;SG
continguts	obsah	contingut	obsah	N;MASC;PL	N;INAN;NOM;MASC;SG
continguts	obsahom	contingut	obsah	N;MASC;PL	N;INAN;INS;MASC;SG
formats	formátov	format	formát	ADJ;MASC;PL;V.PTCP	N;INAN;GEN;MASC;PL
formats	formáty	format	formát	ADJ;MASC;PL;V.PTCP	N;INAN;NOM;MASC;PL
fetes	made	fet	made	ADJ;FEM;PL;V.PTCP	N;NOM;FEM;SG
fetes	vyrobený	fet	vyrobený	ADJ;FEM;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
fetes	vyrobené	fet	vyrobený	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fetes	vyrobená	fet	vyrobený	ADJ;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
lord	lord	lord	lord		PROPN;ANIM;NOM;MASC;SG
lord	pane	lord	pán		PROPN;ANIM;VOC;MASC;SG
aquelles	tý	aquell	tý	DET;FEM;PL	N;ANIM;NOM;MASC;PL
relacionat	súvisiace	relacionat	súvisiaci	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
relacionat	príbuzné	relacionat	príbuzný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;PL
necessitats	potrebuje	necessitat	potrebovať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
identificar	identifikovanie	identificar	identifikovanie	V;NFIN	N;NOM;NEUT;SG
identificar	identifikáciu	identificar	identifikácia	V;NFIN	N;ACC;FEM;SG
comentaris	komentár	comentari	komentár	N;MASC;PL	N;INAN;NOM;MASC;SG
compostos	zlúčeniny	compost	zlúčeniny	ADJ;MASC;PL	N;NOM;FEM;PL
compostos	zlúčenín	compost	zlúčeniny	ADJ;MASC;PL	N;NOM;NEUT;PL
probable	pravdepodobne	probable	pravdepodobne	ADJ;SG	ADV
vidal	vidal	vidal	vidať		V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
consulta	konzultácie	consulta	konzultácia	N;FEM;SG	N;NOM;FEM;PL
consulta	porady	consulta	porada	N;FEM;SG	N;NOM;FEM;PL
assaig	skúšky	assaig	skúška	N;MASC;SG	N;NOM;FEM;PL
passeig	kráčať	passeig	kráčať	N;MASC;SG	V;IPFV;POS;NFIN
passeig	peši	passeig	pešiť	N;MASC;SG	N;GEN;FEM;PL
estableix	stanovené	establir	stanovený	V;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
estableix	set	establir	set	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
fauna	fauny	fauna	fauna	N;FEM;SG	N;NOM;FEM;PL
marró	brown	marró	brown		PROPN;ANIM;NOM;MASC;SG
marró	hnedé	marró	hnedý		ADJ;NOM;NEUT;SG
marró	hnedý	marró	hnedý		ADJ;ANIM;NOM;MASC;SG
marró	hnedá	marró	hnedať		ADJ;NOM;FEM;SG
perpinyà	perpignan	perpinyà	perpignan		N;INAN;NOM;MASC;SG
puerto	puerto	puerto	puerto		N;INAN;NOM;MASC;SG
manual	manuál	manual	manuál	ADJ;SG	N;INAN;NOM;MASC;SG
manual	manuálne	manual	manuálny	ADJ;SG	ADV
manual	príručka	manual	príručka	ADJ;SG	N;NOM;FEM;SG
manual	príručke	manual	príručka	ADJ;SG	N;DAT;FEM;SG
rowspan	rowspan	rowspan	rowspan		N;INAN;NOM;MASC;SG
amistat	priateľstva	amistat	priateľstvo	N;FEM;SG	N;NOM;NEUT;PL
llicència	licencie	llicència	licencia	N;FEM;SG	N;NOM;FEM;PL
llicència	licenčné	llicència	licenčný	N;FEM;SG	ADJ;NOM;NEUT;SG
sal	soľ	sal	soľ		N;NOM;FEM;SG
lisboa	lisboa	lisboar	lisbo		N;INAN;NOM;MASC;SG
lisboa	lisabon	lisboar	lisabon		N;INAN;NOM;MASC;SG
lisboa	lisabonská	lisboar	lisabonský		ADJ;NOM;FEM;SG
lisboa	lisabonskej	lisboar	lisabonský		ADJ;GEN;FEM;SG
lisboa	lisabonu	lisboar	lisabon		N;INAN;GEN;MASC;SG
letònia	lotyšsko	letònia	lotyšsko	ADJ;FEM;SG	ADV
wiki	wiki	wiki	wikia		
equació	rovnice	equació	rovnica	N;FEM;SG	N;NOM;FEM;PL
enterrat	pochovali	enterrat	pochovať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
petició	požiadať	petició	požiadať	N;FEM;SG	V;PFV;POS;NFIN
petició	vyžiadať	petició	vyžiadať	N;FEM;SG	V;PFV;POS;NFIN
escapar	únik	escapar	únik	V;NFIN	N;INAN;NOM;MASC;SG
escapar	útek	escapar	útek	V;NFIN	N;INAN;NOM;MASC;SG
baró	barón	baró	barón		N;ANIM;NOM;MASC;SG
miró	miro	miró	miro		PROPN;ANIM;NOM;MASC;SG
miró	miró	miró	miró		PROPN;ANIM;NOM;MASC;SG
metro	metre	metro	meter	N;MASC;SG	N;INAN;NOM;MASC;PL
pertanyia	patrilo	pertànyer	patriť	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
pertanyia	patrili	pertànyer	patriť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
pertanyia	patrila	pertànyer	patriť	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
pertanyia	patril	pertànyer	patriť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
alba	alba	alba	alba		PROPN;NOM;FEM;SG
càncer	rak	càncer	rak	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
amsterdam	amsterdam	amsterdam	amsterda		N;INAN;NOM;MASC;SG
amsterdam	amsterdamu	amsterdam	amsterdam		N;INAN;GEN;MASC;SG
nicolau	nicholas	nicolau	nicholas		PROPN;ANIM;NOM;MASC;SG
turc	tureckých	turc	turecký	ADJ;MASC;SG	ADJ;GEN;MASC;PL
blat	pšenica	blat	pšenica		N;NOM;FEM;SG
blat	pšenicu	blat	pšenica		N;ACC;FEM;SG
blat	pšenice	blat	pšenica		N;NOM;FEM;PL
caracteritza	charakterizovaná	caracteritzar	charakterizovaný	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
caracteritza	charakterizovaný	caracteritzar	charakterizovaný	V;IND;SG;3;PRS;FIN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
adults	dospelí	adult	dospeliť	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL
adults	dospelé	adult	dospelý	N;MASC;PL	ADJ;NOM;NEUT;SG
adults	dospelý	adult	dospelý	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
arriben	doraziť	arribar	doraziť	V;IND;PL;3;PRS;FIN	V;PFV;POS;NFIN
giuseppe	giuseppe	giuseppe	giuseppa	PROPN	PROPN;ANIM;NOM;MASC;SG
norma	norma	norma	norma		N;NOM;FEM;SG
norma	normou	norma	norma		N;INS;FEM;SG
norma	norma	norma	norma		N;NOM;FEM;SG
mor	mor	mor	mor	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
sobirania	suverenity	sobirania	suverenita	N;FEM;SG	N;NOM;FEM;PL
sobirania	zvrchovanosti	sobirania	zvrchovanosť	N;FEM;SG	N;NOM;FEM;PL
conjuntament	spoločne	conjuntament	spoločne	N	ADV
benet	prospech	benet	prospech		N;INAN;NOM;MASC;SG
nasa	nasa	nasa	nasa	N;FEM;SG	PROPN;NOM;FEM;SG
georges	georges	georga	georges		PROPN;ANIM;NOM;MASC;SG
viatges	cestovať	viatge	cestovať	N;MASC;PL	V;IPFV;POS;NFIN
viatges	cestovné	viatge	cestovný	N;MASC;PL	ADJ;NOM;NEUT;SG
viatges	cestovný	viatge	cestovný	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
viatges	cestovanie	viatge	cestovanie	N;MASC;PL	N;NOM;NEUT;SG
coure	meď	coure	meď		N;NOM;MASC;SG
coure	medi	coure	med		N;NOM;FEM;SG
ohio	ohio	ohio	ohio	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
portat	priniesli	portar	priniesť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
portat	priniesla	portar	priniesť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
portat	priniesol	portar	priniesť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
portat	doniesli	portar	doniesť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
portat	prinieslo	portar	priniesť	ADJ;MASC;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
quin	čo	quin	čo	PRO;MASC;SG	PRO;NOM;NEUT;SG
quin	co	quin	c	PRO;MASC;SG	INTJ
quin	aké	quin	aký	PRO;MASC;SG	DET;NOM;NEUT;SG
temporal	dočasne	temporal	dočasne	ADJ;SG	ADV
confederació	konfederácie	confederació	konfederácia	N;FEM;SG	N;NOM;FEM;PL
localització	umiestnenia	localització	umiestnenie	N;FEM;SG	N;NOM;NEUT;PL
valladolid	valladolid	valladolid	valladolid		N;INAN;NOM;MASC;SG
pablo	pablo	pablo	pabnúť		PROPN;ANIM;NOM;MASC;SG
española	española	española	española		N;NOM;FEM;SG
delta	delta	delta	delta	N;MASC;SG	PROPN;NOM;FEM;SG
alberto	alberto	alberto	alberto		PROPN;ANIM;NOM;MASC;SG
javier	javier	javier	javier		PROPN;ANIM;NOM;MASC;SG
potencial	potenciálne	potencial	potenciálne	N;MASC;SG	ADV
cobert	kryté	cobert	krytý	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;SG
cobert	prístrešok	cobert	prístrešok	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
buit	prázdna	buit	prázdno		N;NOM;FEM;SG
buit	prázdne	buit	prázdny		ADJ;NOM;NEUT;SG
buit	vyprázdniť	buit	vyprázdniť		V;PFV;POS;NFIN
buit	prázdny	buit	prázdny		ADJ;INAN;NOM;MASC;SG
buit	vákuové	buit	vákuový		ADJ;NOM;NEUT;SG
buit	vákuum	buit	vákuum		N;INAN;NOM;MASC;SG
juvenil	mládež	juvenil	mládež	ADJ;SG	N;NOM;FEM;SG
juvenil	mladosť	juvenil	mladosť	ADJ;SG	N;NOM;FEM;SG
juvenil	mládeže	juvenil	mládež	ADJ;SG	N;NOM;FEM;SG
juvenil	mladosti	juvenil	mladosť	ADJ;SG	N;NOM;FEM;PL
gust	chut	gust	chut		N;NOM;FEM;SG
gust	chuť	gust	chuť		N;NOM;FEM;SG
gust	chuti	gust	chuť		N;GEN;FEM;SG
borbó	bourbon	borbó	bourbon		N;INAN;NOM;MASC;SG
colom	holub	colom	holub		N;ANIM;NOM;MASC;SG
gómez	gomez	gómez	gomez	PROPN	PROPN;NOM;FEM;SG
lituània	litva	lituània	litvo	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
lituània	litve	lituània	litva	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
pro	pro	pro	pro		PROPN;ANIM;NOM;MASC;SG
pro	profi	pro	profi		
tothom	každý	tothom	každý	PRO;SG	DET;ANIM;NOM;MASC;SG
tothom	každého	tothom	každý	PRO;SG	DET;ANIM;ACC;MASC;SG
tothom	vsetci	tothom	vsetec	PRO;SG	N;ANIM;NOM;MASC;SG
tothom	všetkým	tothom	všetok	PRO;SG	DET;ANIM;DAT;MASC;PL
tothom	všetci	tothom	všetok	PRO;SG	DET;ANIM;NOM;MASC;PL
hans	hans	haver	hans	PROPN	PROPN;ANIM;NOM;MASC;SG
traduït	preložil	traduït	preložiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
moral	morálka	moral	morálka	ADJ;SG	N;NOM;FEM;SG
moral	morálky	moral	morálka	ADJ;SG	N;NOM;FEM;PL
moral	morálka	moral	morálka	ADJ;SG	N;NOM;FEM;SG
moral	morálku	moral	morálka	ADJ;SG	N;ACC;FEM;SG
moral	morálky	moral	morálka	ADJ;SG	N;NOM;FEM;PL
moral	morálka	moral	morálka	ADJ;SG	N;NOM;FEM;SG
hitler	hitlera	hitler	hitler		N;ANIM;ACC;MASC;SG
hitler	hitler	hitler	hitler		N;ANIM;NOM;MASC;SG
barreja	miešanie	barrejar	miešanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
barreja	shuffle	barrejar	shuffľa	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
barreja	mix	barrejar	mix	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
barreja	zmes	barrejar	zmes	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
henri	henri	henri	henri		PROPN;ANIM;NOM;MASC;SG
rebels	povstalci	rebel	povstalec	ADJ;PL	N;ANIM;NOM;MASC;PL
rebels	rebelov	rebel	rebel	ADJ;PL	N;ANIM;GEN;MASC;PL
rebels	rebeli	rebel	rebieť	ADJ;PL	N;ANIM;NOM;MASC;PL
notícia	novinky	notícia	novinky	N;FEM;SG	N;NOM;FEM;PL
notícia	spravy	notícia	sprava	N;FEM;SG	N;NOM;FEM;PL
notícia	správy	notícia	správa	N;FEM;SG	N;NOM;FEM;PL
publica	odovzdanie	publicar	odovzdanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
catòlic	katolík	catòlic	katolík	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
acer	steel	acer	stel	N;MASC;SG	INTJ
acer	oceľové	acer	oceľový	N;MASC;SG	ADJ;NOM;NEUT;SG
acer	ocele	acer	oceľa	N;MASC;SG	N;NOM;FEM;PL
acer	oceľový	acer	oceľový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
aquitània	akvitánsko	aquitani	akvitánsko	ADJ;FEM;SG	ADV
farmàcia	lekárne	farmàcia	lekárne	N;FEM;SG	ADV
rodes	kolieska	roda	koliesky		N;NOM;NEUT;PL
rodes	kolesá	roda	koleso		N;NOM;NEUT;PL
celebració	osláv	celebració	oslava	N;FEM;SG	N;GEN;FEM;PL
celebració	oslavy	celebració	oslava	N;FEM;SG	N;NOM;FEM;PL
utc+	utc+	utc+	utcť		PROPN;ANIM;NOM;MASC;SG
informe	hlásiť	informe	hlásiť	N;MASC;SG	V;IPFV;POS;NFIN
informe	nahlásiť	informe	nahlásiť	N;MASC;SG	V;PFV;POS;NFIN
dictadura	diktatúry	dictadura	diktatúra	N;FEM;SG	N;NOM;FEM;PL
finlàndia	fínsko	finlàndia	fínsko	ADJ;FEM;SG	ADV
recents	najnovšie	recent	mový	ADJ;PL	ADV;RL
recents	posledné	recent	posledný	ADJ;PL	ADJ;NOM;NEUT;SG
recents	nedávny	recent	nedávny	ADJ;PL	ADJ;INAN;NOM;MASC;SG
recents	nedávne	recent	nedávne	ADJ;PL	ADJ;NOM;NEUT;SG
recents	nedávna	recent	nedávny	ADJ;PL	ADJ;NOM;FEM;SG
personals	osobný	personal	osobný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
personals	osobná	personal	osobný	ADJ;PL	ADJ;NOM;FEM;SG
personals	osobné	personal	osobný	ADJ;PL	ADJ;NOM;NEUT;SG
personals	personal	personal	personať	ADJ;PL	N;INAN;NOM;MASC;SG
califa	kalif	califar	kalif	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
flux	flow	flux	flow	N;MASC;SG	
acabada	skončili	acabar	skončiť	ADJ;FEM;SG;V.PTCP	V;PFV;MASC;PL;POS;PST;V.PTCP
acabada	skončil	acabar	skončiť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
roda	koleso	rodar	koleso	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
roda	kolesa	rodar	kolesa	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
retirat	dôchodca	retirat	dôchodca	ADJ;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG
retirat	dôchodku	retirat	dôchodok	ADJ;MASC;SG;V.PTCP	N;INAN;GEN;MASC;SG
retirat	dôchodcovia	retirat	dôchodca	ADJ;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;PL
cotxe	auta	cotxe	auto	N;MASC;SG	N;NOM;NEUT;PL
cotxe	car	cotxe	car	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
registres	records	registre	records	N;MASC;PL	
golden	zlaté	goldre	zlatý		ADJ;NOM;NEUT;SG
golden	golden	goldre	golden		PROPN;ANIM;NOM;MASC;SG
golden	zlatá	goldre	zlatý		ADJ;NOM;FEM;SG
electricista	elektrikár	electricista	elektrikár	ADJ;SG	N;ANIM;NOM;MASC;SG
esforços	úsilie	esforç	úsilie	N;MASC;PL	N;NOM;NEUT;SG
fotos	photos	foto	photos	N;FEM;PL	N;NOM;MASC;SG
lès	lès	ell	lès		PROPN;ANIM;NOM;MASC;SG
arma	zbraň	arma	zbraň	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
