von	from	von	from	ADP	PROPN
harald	харальд	harald	харальд	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
unterstützen	поддержка	unterstützen	поддержка	V;NFIN	N;INAN;NOM;FEM;SG
unterstützen	поддержки	unterstützen	поддержка	V;NFIN	N;INAN;GEN;FEM;SG
unterstützen	поддержка	unterstützen	поддержка	V;NFIN	N;INAN;NOM;FEM;SG
unterstützen	поддержку	unterstützen	поддержка	V;NFIN	N;INAN;ACC;FEM;SG
francis	франсис	francis	франсис	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
francis	фрэнсис	francis	фрэнсис	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
francis	франциск	francis	франциск	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
francis	френсис	francis	френсис	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
bundeswehr	бундесвера	bundeswehr	бундесвер	PROPN	N;INAN;GEN;MASC;SG
anforderungen	требования	anforderingen	требование	V;NFIN	N;INAN;NOM;NEUT;PL
anforderungen	потребности	anforderingen	потребность	V;NFIN	N;INAN;NOM;FEM;PL
anforderungen	требования	anforderingen	требование	V;NFIN	N;INAN;NOM;NEUT;PL
schützen	защита	schützen	защита	V;NFIN	N;INAN;NOM;FEM;SG
schützen	стрелка	schützen	стрелка	V;NFIN	N;INAN;NOM;FEM;SG
schützen	стрелок	schützen	стрелок	V;NFIN	N;ANIM;NOM;MASC;SG
schützen	стрелки	schützen	стрелка	V;NFIN	N;INAN;NOM;FEM;PL
schützen	стрелков	schützen	стрелок	V;NFIN	N;ANIM;GEN;MASC;PL
beleg	получения	belegen	получение		N;INAN;GEN;NEUT;SG
beleg	получение	belegen	получение		N;INAN;NOM;NEUT;SG
web	web	web	веб		N;INAN;NOM;MASC;SG
web	веб	web	веб		N;INAN;NOM;MASC;SG
übernahme	приобретения	übernehmen	приобретение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
vollkommen	полностью	vollkommen	полностью	ADJ	ADV
vollkommen	совершенно	vollkommen	совершенно	ADJ	ADV
florida	флорида	florida	флорида	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
florida	флориде	florida	флорида	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
kader	спасатели	kader	спасатель	N;NOM;MASC;SG	N;ANIM;NOM;MASC;PL
ausgaben	издания	ausgeben	издание	V;FIN	N;INAN;NOM;NEUT;PL
ausgaben	расходы	ausgeben	расход	V;FIN	N;INAN;NOM;MASC;PL
ausgaben	расходы	ausgeben	расход	V;FIN	N;INAN;NOM;MASC;PL
ausgaben	расходы	ausgeben	расход	V;FIN	N;INAN;NOM;MASC;PL
kommunikation	связь	kommunikation	связь	PROPN	N;INAN;NOM;FEM;SG
kommunikation	коммуникация	kommunikation	коммуникация	PROPN	N;INAN;NOM;FEM;SG
kommunikation	общение	kommunikation	общение	PROPN	N;INAN;NOM;NEUT;SG
kommunikation	общение	kommunikation	общение	PROPN	N;INAN;NOM;NEUT;SG
kommunikation	общения	kommunikation	общение	PROPN	N;INAN;GEN;NEUT;SG
kommunikation	связь	kommunikation	связь	PROPN	N;INAN;NOM;FEM;SG
kommunikation	коммуникации	kommunikation	коммуникация	PROPN	N;INAN;NOM;FEM;PL
kommunikation	коммуникация	kommunikation	коммуникация	PROPN	N;INAN;NOM;FEM;SG
kommunikation	связи	kommunikation	связь	PROPN	N;INAN;NOM;FEM;PL
kommunikation	сообщения	kommunikation	сообщение	PROPN	N;INAN;NOM;NEUT;PL
gebrauch	использование	gebrauch	использование	ADJ	N;INAN;NOM;NEUT;SG
gebrauch	употребление	gebrauch	употребление	ADJ	N;INAN;NOM;NEUT;SG
gebrauch	использования	gebrauch	использование	ADJ	N;INAN;GEN;NEUT;SG
gebrauch	используйте	gebrauch	использовать	ADJ	V;IPFV;IMP;PL;2;FIN;ACT
gebrauch	использование	gebrauch	использование	ADJ	N;INAN;NOM;NEUT;SG
gebrauch	использовать	gebrauch	использовать	ADJ	V;IPFV;NFIN;ACT
guter	хорошо	gut	хорошо	ADJ;NOM;MASC	ADV
männchen	мужчин	männchen	мужчина	N;NOM;PL	N;ANIM;GEN;MASC;PL
männchen	мужской	männchen	мужской	N;NOM;PL	ADJ;NOM;MASC;SG
männchen	мужчина	männchen	мужчина	N;NOM;PL	N;ANIM;NOM;MASC;SG
männchen	самец	männchen	самец	N;NOM;PL	N;ANIM;NOM;MASC;SG
männchen	мужские	männchen	мужской	N;NOM;PL	ADJ;NOM;PL
ursprung	происхождение	ursprung	происхождение	ADV	N;INAN;NOM;NEUT;SG
ursprung	происхождения	ursprung	происхождение	ADV	N;INAN;NOM;NEUT;SG
ursprung	происхождение	ursprung	происхождение	ADV	N;INAN;NOM;NEUT;SG
ursprung	происхождения	ursprung	происхождение	ADV	N;INAN;NOM;NEUT;SG
stücke	куски	stücken	кусок		N;INAN;NOM;MASC;PL
stücke	треки	stücken	трек		N;INAN;NOM;MASC;PL
stücke	дорожки	stücken	дорожка		N;INAN;NOM;FEM;PL
stücke	следы	stücken	след		N;INAN;NOM;MASC;PL
stücke	песни	stücken	песня		N;INAN;NOM;FEM;PL
stücke	songs	stücken	songs		PROPN
stücke	играет	stücken	играть		V;IPFV;IND;SG;3;PRS;FIN;ACT
stücke	пьесы	stücken	пьеса		N;INAN;NOM;FEM;PL
stücke	куски	stücken	кусок		N;INAN;NOM;MASC;PL
stücke	кусочки	stücken	кусочек		N;INAN;NOM;MASC;PL
dauer	длительность	dauer	длительность		N;INAN;NOM;FEM;SG
dauer	продолжительность	dauer	продолжительность		N;INAN;NOM;FEM;SG
dauer	длину	dauer	длина		N;INAN;ACC;FEM;SG
dauer	протяженность	dauer	протяженность		N;INAN;NOM;FEM;SG
dauer	длина	dauer	длина		N;INAN;NOM;FEM;SG
dauer	продолжительность	dauer	продолжительность		N;INAN;NOM;FEM;SG
südafrika	претории	südafrika	претория	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
südafrika	африка	südafrika	африка	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
bewusst	осознанно	bewußt	осознанно	ADJ	ADV
bewusst	сознательно	bewußt	сознательно	ADJ	ADV
bewusst	умышленно	bewußt	умышленно	ADJ	ADV
bewusst	преднамеренно	bewußt	преднамеренно	ADJ	ADV
bewusst	намеренно	bewußt	намеренно	ADJ	ADV
bewusst	сознании	bewußt	сознание	ADJ	N;INAN;ESS;NEUT;SG
bewusst	сознавая	bewußt	сознавать	ADJ	V;IPFV;PRS;V.CVB;ACT
roland	роланд	roland	роланд	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
geist	призрак	geisen	призрак		N;ANIM;NOM;MASC;SG
geist	призраки	geisen	призрак		N;INAN;NOM;MASC;PL
geist	привидение	geisen	привидение		N;INAN;NOM;NEUT;SG
geist	разум	geisen	разум		N;INAN;NOM;MASC;SG
geist	ум	geisen	ум		N;INAN;NOM;MASC;SG
geist	дух	geisen	дух		N;INAN;NOM;MASC;SG
geist	духом	geisen	дух		N;INAN;INS;MASC;SG
geist	духи	geisen	дух		N;INAN;NOM;MASC;PL
geist	духов	geisen	дух		N;ANIM;GEN;MASC;PL
della	делла	Della	делла	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
katalog	каталог	katalog	каталог	ADJ	N;INAN;NOM;MASC;SG
katalog	каталог	katalog	каталог	ADJ	N;INAN;NOM;MASC;SG
begrenzt	ограниченные	begrenzen	ограничить	ADJ	V;PFV;NOM;PL;PST;V.PTCP;PASS
begrenzt	ограниченное	begrenzen	ограничить	ADJ	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
begrenzt	ограниченная	begrenzen	ограничить	ADJ	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
begrenzt	ограниченный	begrenzen	ограничить	ADJ	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
begrenzt	ограниченные	begrenzen	ограничить	ADJ	V;PFV;NOM;PL;PST;V.PTCP;PASS
begrenzt	ограниченное	begrenzen	ограничить	ADJ	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
begrenzt	ограничено	begrenzen	ограничить	ADJ	V;PFV;NEUT;SG;PST;V.PTCP;PASS
vii	vii	vii	vii		NUM
argentinien	аргентина	argentinien	аргентина	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
argentinien	аргентинский	argentinien	аргентинский	PROPN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
argentinien	аргентинская	argentinien	аргентинский	PROPN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
argentinien	аргентинская	argentinien	аргентинский	PROPN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
argentinien	аргентины	argentinien	аргентина	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
episoden	эпизодов	episod	эпизод	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
episoden	серий	episod	серия	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
episoden	серия	episod	серия	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
episoden	эпизод	episod	эпизод	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
central	центральная	central	центральный	PROPN	ADJ;NOM;FEM;SG
central	центральное	central	центральный	PROPN	ADJ;NOM;NEUT;SG
central	центральной	central	центральный	PROPN	ADJ;INS;FEM;SG
central	центральный	central	центральный	PROPN	ADJ;NOM;MASC;SG
siegfried	зигфрид	siegfrieden	зигфрид	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
verkauf	продавать	verkaufen	продавать	N	V;IPFV;NFIN;ACT
verkauf	продать	verkaufen	продать	N	V;PFV;NFIN;ACT
objekt	предмет	objekt	предмет		N;INAN;NOM;MASC;SG
objekt	объект	objekt	объект		N;INAN;NOM;MASC;SG
objekt	объекта	objekt	объект		N;INAN;GEN;MASC;SG
positiv	положительно	positiv	положительно	ADJ	ADV
positiv	позитив	positiv	позитить	ADJ	N;INAN;NOM;MASC;SG
positiv	плюсы	positiv	плюс	ADJ	N;INAN;NOM;MASC;PL
positiv	положительно	positiv	положительно	ADJ	ADV
positiv	позитивно	positiv	позитивно	ADJ	ADV
wohnung	квартиру	wohnung	квартира	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
wohnung	апартаменты	wohnung	апартамент	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
wohnung	квартире	wohnung	квартира	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
bass	бас	bassen	бас		N;ANIM;NOM;MASC;SG
bass	басс	bassen	басса		N;INAN;NOM;MASC;SG
schreib	напиши	schreib	пишаш	V;IND;SG;2;FIN	V;PFV;IMP;SG;2;FIN;ACT
schreib	пиши	schreib	писать	V;IND;SG;2;FIN	V;IPFV;IMP;SG;2;FIN;ACT
schreib	пишите	schreib	писать	V;IND;SG;2;FIN	V;IPFV;IMP;PL;2;FIN;ACT
schreib	напишите	schreib	писать	V;IND;SG;2;FIN	V;PFV;IMP;PL;2;FIN;ACT
interessen	интерес	interesse	интерес	N;NOM;PL	N;INAN;NOM;MASC;SG
interessen	заинтересованность	interesse	заинтересованность	N;NOM;PL	N;INAN;NOM;FEM;SG
herzogtum	герцогства	herzogtum	герцогство	PROPN	N;INAN;NOM;NEUT;PL
pfarrei	приход	pfarrei	приход	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
pfarrei	волость	pfarrei	волость	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
goethe	гёте	goethe	гете		N;ANIM;NOM;MASC;SG
master	masters	master	masters	ADJ	PROPN
master	мастерс	master	мастерс	ADJ	N;INAN;NOM;MASC;SG
master	мастера	master	мастер	ADJ	N;ANIM;NOM;MASC;PL
master	хозяева	master	хозяин	ADJ	N;ANIM;NOM;MASC;PL
master	мастер	master	мастер	ADJ	N;ANIM;NOM;MASC;SG
master	хозяин	master	хозяин	ADJ	N;ANIM;NOM;MASC;SG
master	master	master	master	ADJ	PROPN
grüne	зелень	grün	зелень	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;SG
grüne	зелёный	grün	зелёный	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
grüne	зелёная	grün	зеленый	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
grüne	зеленый	grün	зеленый	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
grüne	зелень	grün	зелень	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;SG
anmerkungen	замечания	anmerkingen	замечание	V;NFIN	N;INAN;NOM;NEUT;PL
anmerkungen	записки	anmerkingen	записка	V;NFIN	N;INAN;NOM;FEM;PL
anmerkungen	примечания	anmerkingen	примечание	V;NFIN	N;INAN;NOM;NEUT;PL
anmerkungen	ноты	anmerkingen	нота	V;NFIN	N;INAN;NOM;FEM;PL
anmerkungen	заметки	anmerkingen	заметка	V;NFIN	N;INAN;NOM;FEM;PL
anmerkungen	замечания	anmerkingen	замечание	V;NFIN	N;INAN;NOM;NEUT;PL
anmerkungen	наблюдения	anmerkingen	наблюдение	V;NFIN	N;INAN;NOM;NEUT;PL
anmerkungen	замечания	anmerkingen	замечание	V;NFIN	N;INAN;NOM;NEUT;PL
anmerkungen	комментарии	anmerkingen	комментарий	V;NFIN	N;INAN;NOM;MASC;PL
anmerkungen	аннотации	anmerkingen	аннотация	V;NFIN	N;INAN;NOM;FEM;PL
posten	пункт	posten	пункт	V;FIN	N;INAN;NOM;MASC;SG
posten	товар	posten	товар	V;FIN	N;INAN;NOM;MASC;SG
posten	публикация	posten	публикация	V;FIN	N;INAN;NOM;FEM;SG
posten	post	posten	post	V;FIN	PROPN
posten	пост	posten	пост	V;FIN	N;INAN;NOM;MASC;SG
posten	посты	posten	пост	V;FIN	N;INAN;NOM;MASC;PL
posten	публикации	posten	публикация	V;FIN	N;INAN;NOM;FEM;PL
posten	должности	posten	должность	V;FIN	N;INAN;NOM;FEM;PL
posten	публикация	posten	публикация	V;FIN	N;INAN;NOM;FEM;SG
posten	размещения	posten	размещение	V;FIN	N;INAN;NOM;NEUT;PL
ideen	идеи	ide	идея	V;NFIN	N;INAN;NOM;FEM;PL
ideen	мысли	ide	мысль	V;NFIN	N;INAN;NOM;FEM;PL
gedanken	мысль	panken	мысль	V;NFIN	N;INAN;NOM;FEM;SG
gedanken	умы	panken	ум	V;NFIN	N;INAN;NOM;MASC;PL
gedanken	соображения	panken	соображение	V;NFIN	N;INAN;NOM;NEUT;PL
gedanken	размышления	panken	размышление	V;NFIN	N;INAN;NOM;NEUT;PL
gedanken	отражения	panken	отражение	V;NFIN	N;INAN;NOM;NEUT;PL
gedanken	мысли	panken	мысль	V;NFIN	N;INAN;NOM;FEM;PL
bergen	берген	bergen	берген	V;NFIN	N;INAN;NOM;MASC;SG
einfachen	простой	einfach	простой	ADJ;ACC;SG	ADJ;NOM;MASC;SG
einfachen	простое	einfach	простой	ADJ;ACC;SG	ADJ;NOM;NEUT;SG
einfachen	простая	einfach	простой	ADJ;ACC;SG	ADJ;NOM;FEM;SG
einfachen	простые	einfach	простой	ADJ;ACC;SG	ADJ;NOM;PL
veranstaltung	мероприятие	veranstaltung	мероприятие	ADJ	N;INAN;NOM;NEUT;SG
veranstaltung	событие	veranstaltung	событие	ADJ	N;INAN;NOM;NEUT;SG
hinten	back	hinten	back	ADV	PROPN
hinten	спина	hinten	спина	ADV	N;INAN;NOM;FEM;SG
hinten	задняя	hinten	задний	ADV	ADJ;NOM;FEM;SG
hinten	тыл	hinten	тыл	ADV	N;INAN;NOM;MASC;SG
hinten	задних	hinten	задний	ADV	ADJ;GEN;PL
japanischer	японцы	japanisch	японец	ADJ	N;ANIM;NOM;MASC;PL
japanischer	японии	japanisch	япония	ADJ	N;INAN;NOM;FEM;SG
niederlanden	нидерланды	niederlinden	нидерланд	ADJ	N;INAN;NOM;MASC;PL
niederlanden	нидерландов	niederlinden	нидерланд	ADJ	N;INAN;GEN;MASC;PL
verletzt	раненый	verletzen	раненый	V;V.PTCP	N;ANIM;NOM;MASC;SG
verletzt	раненых	verletzen	раненый	V;V.PTCP	N;ANIM;GEN;MASC;PL
verletzt	раненые	verletzen	раненый	V;V.PTCP	N;ANIM;NOM;MASC;PL
verletzt	больно	verletzen	больно	V;V.PTCP	ADV
krankheit	болезнь	krankheit	болезнь	ADJ	N;INAN;NOM;FEM;SG
krankheit	заболевание	krankheit	заболевание	ADJ	N;INAN;NOM;NEUT;SG
krankheit	болезни	krankheit	болезнь	ADJ	N;INAN;NOM;FEM;PL
krankheit	болезнь	krankheit	болезнь	ADJ	N;INAN;NOM;FEM;SG
krankheit	заболевание	krankheit	заболевание	ADJ	N;INAN;NOM;NEUT;SG
krankheit	заболевания	krankheit	заболевание	ADJ	N;INAN;NOM;NEUT;PL
krankheit	болезни	krankheit	болезнь	ADJ	N;INAN;NOM;FEM;PL
krankheit	заболевания	krankheit	заболевание	ADJ	N;INAN;NOM;NEUT;PL
krankheit	болезни	krankheit	болезнь	ADJ	N;INAN;NOM;FEM;PL
krankheit	заболеваний	krankheit	заболевание	ADJ	N;INAN;GEN;NEUT;PL
krankheit	болезнь	krankheit	болезнь	ADJ	N;INAN;NOM;FEM;SG
krankheit	болезни	krankheit	болезнь	ADJ	N;INAN;NOM;FEM;PL
erweiterte	передовые	erweitern	передовой	V;IND;SG;3;PST;FIN	ADJ;NOM;PL
erweiterte	передовых	erweitern	передовой	V;IND;SG;3;PST;FIN	ADJ;GEN;PL
strecken	маршрутов	strecken	маршрут	V;NFIN	N;INAN;GEN;MASC;PL
strecken	маршруты	strecken	маршрут	V;NFIN	N;INAN;NOM;MASC;PL
premierminister	прайм	premierminister	прай	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
premierminister	премьер	premierminister	премьер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
premierminister	премьера	premierminister	премьер	PROPN;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
premierminister	премьер	premierminister	премьер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
unser	наши	unser	наш	PRO;NOM;MASC;SG	DET;NOM;PL
unser	наше	unser	наш	PRO;NOM;MASC;SG	DET;NOM;NEUT;SG
unser	наш	unser	наш	PRO;NOM;MASC;SG	DET;NOM;MASC;SG
unser	наша	unser	наш	PRO;NOM;MASC;SG	DET;NOM;FEM;SG
unser	наши	unser	наш	PRO;NOM;MASC;SG	DET;NOM;PL
unser	наше	unser	наш	PRO;NOM;MASC;SG	DET;NOM;NEUT;SG
unser	наш	unser	наш	PRO;NOM;MASC;SG	DET;NOM;MASC;SG
unser	наша	unser	наш	PRO;NOM;MASC;SG	DET;NOM;FEM;SG
navy	флот	navy	флот	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
jung	янг	jung	янг	ADJ	N;ANIM;NOM;MASC;SG
jung	young	jung	young	ADJ	PROPN
jung	чжон	jung	чжон	ADJ	PART
jung	чон	jung	чон	ADJ	PART
nationalpark	парк	nationalpark	парк	ADJ	N;INAN;NOM;MASC;SG
nationalpark	park	nationalpark	park	ADJ	PROPN
nationalpark	пак	nationalpark	пак	ADJ	N;INAN;NOM;MASC;SG
sehenswürdigkeiten	достопримечательностей	sehenswürdigkeiten	достопримечательность	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
sehenswürdigkeiten	памятников	sehenswürdigkeiten	памятник	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
johnson	джонсон	johnson	джонсон	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
jesus	иисус	jesus	иисус	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
via	виа	via	виа		N;INAN;NOM;MASC;SG
via	via	via	via		PROPN
via	через	via	через		ADP
königsberg	кёнигсберг	königsberg	кёнигсберг	ADJ	N;INAN;NOM;MASC;SG
königsberg	калининград	königsberg	калининград	ADJ	N;INAN;NOM;MASC;SG
foundation	фонд	foundation	фонд	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
foundation	основа	foundation	основа	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
foundation	foundation	foundation	foundation	PROPN;NOM;SG	PROPN
foundation	основание	foundation	основание	PROPN;NOM;SG	N;INAN;NOM;NEUT;SG
foundation	фундамент	foundation	фундамент	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
flügel	фортепиано	flügeln	фортепиано	ADJ	ADV
flügel	рояль	flügeln	рояль	ADJ	N;INAN;NOM;MASC;SG
flügel	пианино	flügeln	пианино	ADJ	N;INAN;NOM;NEUT;SG
flügel	крылья	flügeln	крыло	ADJ	N;INAN;NOM;NEUT;PL
flügel	крыло	flügeln	крыло	ADJ	N;INAN;NOM;NEUT;SG
flügel	крыла	flügeln	крыло	ADJ	N;INAN;NOM;NEUT;PL
rezeption	регистратор	Rezeption	регистратор		N;ANIM;NOM;MASC;SG
rezeption	секретарь	Rezeption	секретарь		N;ANIM;NOM;MASC;SG
rezeption	секретарша	Rezeption	секретарша		N;ANIM;NOM;FEM;SG
rezeption	прием	Rezeption	прием		N;INAN;NOM;MASC;SG
rezeption	приём	Rezeption	приём		N;INAN;NOM;MASC;SG
kämpfen	битв	kämpfen	битва	V;NFIN	N;INAN;GEN;FEM;PL
kämpfen	сражения	kämpfen	сражение	V;NFIN	N;INAN;NOM;NEUT;PL
kämpfen	битвы	kämpfen	битва	V;NFIN	N;INAN;NOM;FEM;PL
kämpfen	бои	kämpfen	бой	V;NFIN	N;INAN;NOM;MASC;PL
kämpfen	драки	kämpfen	драка	V;NFIN	N;INAN;NOM;FEM;PL
kämpfen	борьба	kämpfen	борьба	V;NFIN	N;INAN;NOM;FEM;SG
kämpfen	бои	kämpfen	бой	V;NFIN	N;INAN;NOM;MASC;PL
kämpfen	бой	kämpfen	бой	V;NFIN	N;INAN;NOM;MASC;SG
kämpfen	драка	kämpfen	драка	V;NFIN	N;INAN;NOM;FEM;SG
baum	баум	baum	баум		N;ANIM;NOM;MASC;SG
baum	дерево	baum	дерево		N;INAN;NOM;NEUT;SG
abhängig	зависимость	abhängig	зависимость	ADJ	N;INAN;NOM;FEM;SG
abhängig	наркоман	abhängig	наркоман	ADJ	N;ANIM;NOM;MASC;SG
gewissen	совести	gewiß	совесть		N;INAN;NOM;FEM;SG
gewissen	сознание	gewiß	сознание		N;INAN;NOM;NEUT;SG
gewissen	совесть	gewiß	совесть		N;INAN;NOM;FEM;SG
steve	стива	steven	стив	PROPN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
steve	стив	steven	стив	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
sprecher	выступающие	sprecher	выступать	N	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
sprecher	выступающий	sprecher	выступать	N	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
ohio	огайо	ohio	огато	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pariser	парижский	pariser	парижский	PROPN;NOM;SG	ADJ;NOM;MASC;SG
maximilian	максимилиан	maximilian	максимилиан	PROPN	N;ANIM;NOM;MASC;SG
mario	марио	mario	марио	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
wahrheit	истина	wahrheit	истина		N;INAN;NOM;FEM;SG
wahrheit	правда	wahrheit	правда		ADV
wahrheit	правду	wahrheit	правда		N;INAN;ACC;FEM;SG
istanbul	стамбуле	istanbul	стамбул	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
istanbul	стамбул	istanbul	стамбул	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
uwe	уве	uwe	уве	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
unabhängigkeit	независимости	unabhängigkeit	независимость	ADJ;SG	N;INAN;NOM;FEM;SG
unabhängigkeit	независимость	unabhängigkeit	независимость	ADJ;SG	N;INAN;NOM;FEM;SG
gipfel	саммит	gipfel	саммит	ADV	N;INAN;NOM;MASC;SG
gipfel	пик	gipfel	пик	ADV	N;INAN;NOM;MASC;SG
gipfel	пикс	gipfel	пикс	ADV	N;INAN;NOM;MASC;SG
gipfel	вершины	gipfel	вершина	ADV	N;INAN;NOM;FEM;PL
pop	поп	pop	поп	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
pop	pop	pop	pop	PROPN;NOM;SG	PROPN
vermeiden	избежание	vermeiden	избежание	V;NFIN	N;INAN;NOM;NEUT;SG
vermeiden	избежание	vermeiden	избежание	V;NFIN	N;INAN;NOM;NEUT;SG
vermeiden	расторжение	vermeiden	расторжение	V;NFIN	N;INAN;NOM;NEUT;SG
church	церковь	church	церковь	PROPN	N;INAN;NOM;FEM;SG
church	церкви	church	церковь	PROPN	N;INAN;NOM;FEM;SG
bauer	бауэр	Bauer	бауэр	ADJ	N;ANIM;NOM;MASC;SG
bauer	крестьян	Bauer	крестьянин	ADJ	N;ANIM;ACC;MASC;PL
bauer	пешка	Bauer	пешка	ADJ	N;INAN;NOM;FEM;SG
aktive	активная	aktiv	активный	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
aktive	активный	aktiv	активный	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
aktive	активное	aktiv	активный	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
denkmalschutz	памятник	denkmalschutz	памятник	ADJ	N;INAN;NOM;MASC;SG
denkmalschutz	наследие	denkmalschutz	наследие	ADJ	N;INAN;NOM;NEUT;SG
denkmalschutz	наследия	denkmalschutz	наследие	ADJ	N;INAN;NOM;NEUT;SG
rosa	pink	rosa	pink	PROPN	PROPN
rosa	розовая	rosa	розовый	PROPN	ADJ;NOM;FEM;SG
rosa	розовые	rosa	розовый	PROPN	ADJ;NOM;PL
rosa	розовое	rosa	розовый	PROPN	ADJ;NOM;NEUT;SG
rosa	розовый	rosa	розовый	PROPN	ADJ;NOM;MASC;SG
rosa	розу	rosa	роза	PROPN	N;ANIM;ACC;FEM;SG
rosa	роза	rosa	роза	PROPN	N;INAN;NOM;FEM;SG
bundes	федеральное	bund	федеральный		ADJ;NOM;NEUT;SG
bundes	федеральные	bund	федеральный		ADJ;NOM;PL
bundes	федерального	bund	федеральный		ADJ;GEN;MASC;SG
bundes	федеральный	bund	федеральный		ADJ;NOM;MASC;SG
bundes	федеральная	bund	федеральный		ADJ;NOM;FEM;SG
bundes	bund	bund	bund		PROPN
verständnis	симпатии	verständnis	симпатия	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
verständnis	понимания	verständnis	понимание	N;NOM;NEUT;SG	N;INAN;GEN;NEUT;SG
verständnis	понимания	verständnis	понимание	N;NOM;NEUT;SG	N;INAN;GEN;NEUT;SG
luxemburg	люксембург	luxemburg	люксембург	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
luxemburg	люксембург	luxemburg	люксембург	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
luxemburg	люксембурга	luxemburg	люксембург	PROPN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
keinem	никому	kein	никто	PRO;ACC;INDF;MASC;SG;NEG	PRO;DAT
keinem	никто	kein	никто	PRO;ACC;INDF;MASC;SG;NEG	PRO;NOM
extrem	чрезвычайно	extrem	чрезвычайно	ADJ	ADV
extrem	крайне	extrem	крайне	ADJ	ADV
ford	форд	ford	форд	PROPN;NOM;MASC;SG	INTJ
ford	ford	ford	ford	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG
begleitet	сопровождении	begleiten	сопровождение	V;V.PTCP	N;INAN;ESS;NEUT;SG
viertel	квартал	viertel	квартал		N;INAN;NOM;MASC;SG
viertel	четверть	viertel	четверть		N;INAN;NOM;FEM;SG
viertel	квартале	viertel	квартал		N;INAN;ESS;MASC;SG
