月	moon	月	moon	N	PROPN;NOM;MASC;SG
恆	heng	恆	heng	PROPN	N;NOM;MASC;SG
山地	gorsko	山地	gorski	N	ADJ;NOM;NEUT;SG
山地	gorski	山地	gorski	N	ADJ;NOM;MASC;SG
改良	izboljšano	改良	izboljšano	V	ADJ;NOM;NEUT;SG;V.PTCP
改良	izboljšani	改良	izboljšan	V	ADJ;NOM;MASC;PL;V.PTCP
改良	izboljšana	改良	izboljšan	V	ADJ;NOM;FEM;SG;V.PTCP
改良	izboljšan	改良	izboljšan	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
改良	izboljšave	改良	izboljšava	V	N;NOM;FEM;PL
改良	izboljšanje	改良	izboljšanje	V	N;NOM;NEUT;SG
改良	izboljševanje	改良	izboljševanje	V	N;NOM;NEUT;SG
改良	izboljšave	改良	izboljšava	V	N;NOM;FEM;PL
發動	motorja	發動	motor	V	N;NOM;MASC;SG
發動	motor	發動	motor	V	N;NOM;MASC;SG
發動	motorje	發動	motor	V	N;ACC;MASC;PL
發動	motorji	發動	motor	V	N;NOM;MASC;PL
發動	motor	發動	motor	V	N;NOM;MASC;SG
完美	popolnost	完美	popolnost	ADJ	N;NOM;FEM;SG
夏天	poletna	夏天	poleten	N	ADJ;NOM;FEM;SG
夏天	poletni	夏天	poleten	N	ADJ;NOM;DEF;MASC;SG
夏天	poletno	夏天	poleten	N	ADJ;NOM;NEUT;SG
夏天	poleti	夏天	poleti	N	ADV
借	sposodil	借	sposoditi	ADP	V;PFV;MASC;SG;V.PTCP
借	sposodila	借	sposodilo	ADP	V;PFV;FEM;SG;V.PTCP
借	izposoja	借	izposoja	ADP	N;NOM;FEM;SG
借	izposoditi	借	izposoditi	ADP	V;PFV;NFIN
借	posodi	借	posoda	ADP	N;NOM;FEM;SG
立陶宛	litva	立陶宛	litev	PROPN	PROPN;NOM;FEM;SG
立陶宛	litvi	立陶宛	litev	PROPN	N;NOM;FEM;SG
立陶宛	litvo	立陶宛	litev	PROPN	PROPN;ACC;FEM;SG
縮寫	okrajšava	縮寫	okrajšava	V	N;NOM;FEM;SG
縮寫	kratica	縮寫	kratica	V	N;NOM;FEM;SG
縮寫	začetnice	縮寫	začetnica	V	N;NOM;FEM;PL
田中	tanaka	田中	tanak	PROPN	N;NOM;MASC;SG
大	ogromen	大	ogromen	PART	ADJ;NOM;INDF;MASC;SG
合同	naročila	合同	naročiti	N	V;PFV;FEM;SG;V.PTCP
遊行	parada	遊行	parada	V	N;NOM;FEM;SG
遊行	parade	遊行	parada	V	N;NOM;FEM;SG
遊行	parado	遊行	parada	V	N;ACC;FEM;SG
遊行	sprevod	遊行	sprevod	V	N;NOM;MASC;SG
楠	nan	楠	nan	PROPN	
人氣	priljubljene	人氣	priljubljen	N	ADJ;NOM;FEM;PL
人氣	priljubljena	人氣	priljubljen	N	ADJ;NOM;FEM;SG
人氣	priljubljeno	人氣	priljubljen	N	ADV
人氣	priljubljeni	人氣	priljubljen	N	ADJ;NOM;MASC;PL
人氣	priljubljen	人氣	priljubljen	N	ADJ;NOM;INDF;MASC;SG
順利	gladka	順利	gladko	ADV	ADJ;NOM;FEM;SG
順利	gladek	順利	gladek	ADV	ADJ;NOM;INDF;MASC;SG
美術	art	美術	art	N	
光明	svetlo	光明	svetlo	N	ADV
光明	lahka	光明	lahek	N	ADJ;NOM;FEM;SG
平安	varni	平安	varen	PROPN	ADJ;NOM;MASC;PL
平安	varen	平安	varen	PROPN	ADJ;NOM;INDF;MASC;SG
平安	varna	平安	varen	PROPN	ADJ;NOM;FEM;SG
平安	varno	平安	varno	PROPN	ADV
平安	mir	平安	mir	PROPN	N;NOM;MASC;SG
平安	peace	平安	peac	PROPN	
哈利	harry	哈利	harry	PROPN	
事務	trdno	事務	trdno	N	ADV
垂直	vertikalno	垂直	vertikalen	N	ADV
垂直	navpično	垂直	navpičen	N	ADV
垂直	pravokotnih	垂直	pravokoten	N	ADJ;GEN;MASC;PL
垂直	pravokotno	垂直	pravokotno	N	ADV
垂直	pravokotna	垂直	pravokoten	N	ADJ;NOM;FEM;SG
垂直	navpična	垂直	navpičen	N	ADJ;NOM;FEM;SG
垂直	vertikalno	垂直	vertikalen	N	ADV
垂直	navpični	垂直	navpičen	N	ADJ;NOM;DEF;MASC;SG
垂直	navpične	垂直	navpičen	N	ADJ;NOM;FEM;PL
垂直	navpično	垂直	navpičen	N	ADV
網上	spletna	網上	spleten	N	ADJ;NOM;FEM;SG
主辦	gostovanje	主辦	gostovanje	V	N;NOM;NEUT;SG
帆	jadro	帆	jadro	PROPN	N;NOM;NEUT;SG
帆	jadra	帆	jadro	PROPN	N;NOM;NEUT;PL
帆	jadra	帆	jadro	PROPN	N;NOM;NEUT;PL
雅典	atene	雅典	aten	PROPN	N;NOM;MASC;SG
雅典	atenah	雅典	atene	PROPN	N;ESS;FEM;PL
豐富	obilno	豐富	obilno	ADJ	ADV
豐富	bogato	豐富	bogato	ADJ	ADV
豐富	rich	豐富	rich	ADJ	
砂	peščena	砂	peščen	N	ADJ;NOM;FEM;SG
砂	peščeni	砂	peščen	N	ADJ;NOM;MASC;SG
上方	zgoraj	上方	zgoraj	N	ADV
梨	hruške	梨	hruška	PROPN	N;NOM;FEM;PL
梨	hruške	梨	hruška	PROPN	N;NOM;FEM;PL
加速	pospešitev	加速	pospešitev	V	N;NOM;FEM;SG
加速	pospešek	加速	pospešek	V	N;NOM;MASC;SG
加速	pospeševanje	加速	pospeševanje	V	N;NOM;NEUT;SG
狐	fox	狐	fox	N	PROPN;NOM;MASC;SG
重複	dvojnik	重複	dvojnik	V	N;NOM;MASC;SG
自殺	samomor	自殺	samomor	V	N;NOM;MASC;SG
利物浦	liverpool	利物浦	liverpool	PROPN	N;NOM;MASC;SG
比利	belgijo	比利	belgija	PROPN	N;ACC;FEM;SG
比利	belgija	比利	belgija	PROPN	N;NOM;FEM;SG
智慧	obveščevalna	智慧	obveščevalen	N	ADJ;NOM;FEM;SG
逆	obrnjeno	逆	obrnjen		ADJ;NOM;NEUT;SG;V.PTCP
逆	povratne	逆	povraten		ADJ;NOM;FEM;PL
逆	vzvratno	逆	vzvraten		ADV
鐘	jong	鐘	jong	N	PROPN;NOM;MASC;SG
鐘	chung	鐘	chung	N	PROPN;NOM;MASC;SG
分享	skupna	分享	skupen	V	ADJ;NOM;FEM;SG
分享	deljeno	分享	deljen	V	ADJ;NOM;NEUT;SG;V.PTCP
分享	deljena	分享	deljen	V	ADJ;NOM;FEM;SG;V.PTCP
分享	deljenje	分享	deljenje	V	N;NOM;NEUT;SG
分享	delitev	分享	delitev	V	N;NOM;FEM;SG
分享	deli	分享	del	V	N;NOM;MASC;PL
分享	delež	分享	delež	V	N;INAN;ACC;MASC;SG
分享	delnice	分享	delnica	V	N;NOM;FEM;PL
分享	deleži	分享	delež	V	N;NOM;MASC;PL
入圍	finalist	入圍	finalist	V	N;NOM;MASC;SG
入圍	finalistov	入圍	finalist	V	N;GEN;MASC;PL
時報	krat	時報	krat	N	ADV
擴大	razširjeni	擴大	razširjen	V	ADJ;NOM;MASC;PL;V.PTCP
擴大	razširjen	擴大	razširjen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
擴大	razširjena	擴大	razširjen	V	ADJ;NOM;FEM;SG;V.PTCP
擴大	razširjene	擴大	razširjen	V	ADJ;NOM;FEM;PL;V.PTCP
擴大	razširitev	擴大	razširitev	V	N;NOM;FEM;SG
擴大	širjenje	擴大	širjenje	V	N;NOM;NEUT;SG
擴大	širitev	擴大	širitev	V	N;NOM;FEM;SG
擴大	širitev	擴大	širitev	V	N;NOM;FEM;SG
擴大	povečan	擴大	povečan	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
擴大	povečana	擴大	povečan	V	ADJ;NOM;FEM;SG;V.PTCP
擴大	razširjeni	擴大	razširjen	V	ADJ;NOM;MASC;PL;V.PTCP
擴大	povečane	擴大	povečan	V	ADJ;NOM;FEM;PL;V.PTCP
擴大	razširjena	擴大	razširjen	V	ADJ;NOM;FEM;SG;V.PTCP
擴大	povečano	擴大	povečan	V	ADJ;NOM;NEUT;SG;V.PTCP
有	slavni	有	slaven	V	ADJ;NOM;DEF;MASC;SG
有	slaven	有	slaven	V	ADJ;NOM;INDF;MASC;SG
有	znana	有	znan	V	ADJ;NOM;FEM;SG;V.PTCP
有	znani	有	znan	V	ADJ;NOM;MASC;PL;V.PTCP
有	znan	有	znan	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
指數	kazalo	指數	kazati	N	V;IPFV;NEUT;SG;V.PTCP
指數	eksponentna	指數	eksponenten	N	ADJ;NOM;FEM;SG
帝王	cesarski	帝王	cesarski	N	ADJ;NOM;MASC;SG
帝王	carski	帝王	carski	N	ADJ;NOM;DEF;MASC;SG
帝王	imperial	帝王	imperial	N	
撰寫	pisanje	撰寫	pisanje	V	N;NOM;NEUT;SG
撰寫	pisno	撰寫	pisno	V	ADV
撰寫	napisano	撰寫	napisan	V	ADJ;NOM;NEUT;SG;V.PTCP
撰寫	napisana	撰寫	napisan	V	ADJ;NOM;FEM;SG;V.PTCP
撰寫	pisna	撰寫	pisen	V	ADJ;NOM;FEM;SG
撰寫	zapisano	撰寫	zapisan	V	ADJ;NOM;NEUT;SG;V.PTCP
撰寫	pisanje	撰寫	pisanje	V	N;NOM;NEUT;SG
就	kot	就	kot	ADV	CONJ
絕對	absolutni	絕對	absoluten	ADV	ADJ;NOM;MASC;SG
絕對	absolutna	絕對	absoluten	ADV	ADJ;NOM;FEM;SG
重點	osredotočiti	重點	osredotočiti	N	V;PFV;NFIN
感覺	občuti	感覺	občutiti	N	V;PFV;IND;SG;3;PRS;FIN
左翼	levi	左翼	lev	N	ADJ;NOM;MASC;SG
左翼	levo	左翼	levo	N	ADV
左翼	leva	左翼	lev	N	ADJ;NOM;FEM;SG
九州	kjušu	九州	kjuš	PROPN	N;DAT;MASC;SG
限	omejena	限	omejen	N	ADJ;NOM;FEM;SG;V.PTCP
限	omejene	限	omejen	N	ADJ;NOM;FEM;PL;V.PTCP
限	omejen	限	omejen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
限	omejeno	限	omejen	N	ADJ;NOM;NEUT;SG;V.PTCP
限	omejeni	限	omejen	N	ADJ;NOM;MASC;PL;V.PTCP
限	omeji	限	omejiti	N	V;PFV;IND;SG;3;PRS;FIN
休息	break	休息	break	V	N;NOM;MASC;SG
休息	zlomi	休息	zlom	V	N;NOM;MASC;SG
休息	počitek	休息	počitek	V	N;NOM;MASC;SG
休息	počitka	休息	počitek	V	N;NOM;MASC;SG
休息	počitek	休息	počitek	V	N;NOM;MASC;SG
曲目	sledi	曲目	slediti	N	V;IPFV;IND;SG;3;PRS;FIN
曆	koledar	曆	koledar		N;NOM;MASC;SG
東區	vzhodni	東區	vzhoden	N	ADJ;NOM;DEF;MASC;SG
東區	vzhodna	東區	vzhoden	N	ADJ;NOM;FEM;SG
東區	vzhodno	東區	vzhoden	N	ADV
定期	redno	定期	redno	N	ADV
定期	redni	定期	reden	N	ADJ;NOM;MASC;SG
定期	redna	定期	reden	N	ADJ;NOM;FEM;SG
定期	periodično	定期	periodično	N	ADV
反抗	upor	反抗	upor	V	N;NOM;MASC;SG
殺害	ubijanje	殺害	ubijanje	V	N;NOM;NEUT;SG
殺害	uboj	殺害	uboj	V	N;NOM;MASC;SG
穿越	prečkanje	穿越	prečkanje	V	N;NOM;NEUT;SG
穿越	prehod	穿越	prehod	V	N;NOM;MASC;SG
株	seva	株	seva	N	V;IPFV;IND;SG;3;PRS;FIN
管制	kontrole	管制	kontrola	V	N;NOM;FEM;PL
管制	nadzor	管制	nadzor	V	N;NOM;MASC;SG
亂	umazano	亂	umazan	N	ADJ;NOM;NEUT;SG;V.PTCP
否則	drugače	否則	drugače	ADP	ADV
否則	sicer	否則	sicer	ADP	PART
貴族	plemenite	貴族	plemenit	N	ADJ;NOM;FEM;PL
貴族	plemenit	貴族	plemenit	N	ADJ;NOM;INDF;MASC;SG
貴族	plemenito	貴族	plemenito	N	ADJ;NOM;NEUT;SG
貴族	plemenita	貴族	plemenit	N	ADJ;NOM;FEM;SG
貴族	plemeniti	貴族	plemeniti	N	ADJ;NOM;MASC;SG
訊息	sporočil	訊息	sporočiti	N	V;PFV;MASC;SG;V.PTCP
訊息	sporočila	訊息	sporočiti	N	V;PFV;FEM;PL;V.PTCP
浪漫	romantično	浪漫	romantičen	N	ADV
浪漫	romantičen	浪漫	romantičen	N	ADJ;NOM;INDF;MASC;SG
浪漫	romantična	浪漫	romantičen	N	ADJ;NOM;FEM;SG
主權	suvereno	主權	suveren	N	ADV
探索	raziskovanju	探索	raziskovanje	V	N;DAT;NEUT;SG
探索	raziskovanje	探索	raziskovanje	V	N;NOM;NEUT;SG
探索	raziskovanje	探索	raziskovanje	V	N;NOM;NEUT;SG
探索	raziskovanje	探索	raziskovanje	V	N;NOM;NEUT;SG
探索	odkritje	探索	odkritje	V	N;NOM;NEUT;SG
探索	discovery	探索	discovery	V	PROPN;NOM;MASC;SG
簽約	podpisovanje	簽約	podpisovanje	V	N;NOM;NEUT;SG
簽約	podpis	簽約	podpis	V	N;NOM;MASC;SG
參賽	tekmovalec	參賽	tekmovalec	V	N;NOM;MASC;SG
參賽	tekmovalca	參賽	tekmovalec	V	N;NOM;MASC;DU
參賽	tekmovalci	參賽	tekmovalec	V	N;NOM;MASC;PL
晚間	zvečer	晚間	zvečer	N	ADV
晚間	večerni	晚間	večeren	N	ADJ;NOM;MASC;SG
望遠	daljnogled	望遠	daljnogled	V	N;NOM;MASC;SG
望遠	teleskop	望遠	teleskop	V	N;NOM;MASC;SG
望遠	daljnogled	望遠	daljnogled	V	N;NOM;MASC;SG
望遠	teleskopi	望遠	teleskop	V	N;NOM;MASC;PL
內地	notranja	內地	notranji	N	ADJ;NOM;FEM;SG
內地	notranje	內地	notranji	N	ADJ;NOM;FEM;PL
內地	notranji	內地	notranji	N	ADJ;NOM;DEF;MASC;SG
內地	celinskih	內地	celinski	N	ADJ;GEN;MASC;PL
電車	tramvajski	電車	tramvajski	N	ADJ;NOM;MASC;SG
理工	politehnični	理工	politehničen	N	ADJ;NOM;MASC;PL
特區	sar	特區	sar	N	
緊急	nujno	緊急	nujno	N	ADV
緊急	nujna	緊急	nujen	N	ADJ;NOM;FEM;SG
緊急	nujen	緊急	nujen	N	ADJ;NOM;INDF;MASC;SG
緊急	nujni	緊急	nujen	N	ADJ;NOM;MASC;SG
適合	primerna	適合	primeren	V	ADJ;NOM;FEM;SG
適合	primerno	適合	primeren	V	ADJ;NOM;NEUT;SG
適合	primerni	適合	primeren	V	ADJ;NOM;MASC;PL
適合	ustrezna	適合	ustrezen	V	ADJ;NOM;FEM;SG
適合	primeren	適合	primeren	V	ADJ;NOM;INDF;MASC;SG
適合	fit	適合	fit	V	N;NOM;MASC;SG
精選	predstavljeni	精選	predstavljen	N	ADJ;NOM;MASC;PL;V.PTCP
精選	predstavljeno	精選	predstavljen	N	ADJ;NOM;NEUT;SG;V.PTCP
精選	predstavljene	精選	predstavljen	N	ADJ;NOM;FEM;PL;V.PTCP
精選	predstavljena	精選	predstavljen	N	ADJ;NOM;FEM;SG;V.PTCP
精選	predstavljenih	精選	predstavljen	N	ADJ;GEN;MASC;PL;V.PTCP
精選	predstavljen	精選	predstavljen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
銅	bakrene	銅	bakren	N	ADJ;NOM;FEM;PL
單	mono	單	mona	NUM	
單	enotnega	單	enoten	NUM	ADJ;GEN;NEUT;SG
單	single	單	singla	NUM	N;NOM;MASC;SG
單	samski	單	samski	NUM	ADJ;NOM;MASC;PL
單	samska	單	samski	NUM	ADJ;NOM;FEM;SG
象徵	simbol	象徵	simbol	V	N;NOM;MASC;SG
象徵	simbolično	象徵	simbolično	V	ADV
百年	stoletni	百年	stoleten	N	ADJ;NOM;MASC;SG
巨人	velikanski	巨人	velikanski	N	ADJ;NOM;MASC;SG
巨人	ogromen	巨人	ogromen	N	ADJ;NOM;INDF;MASC;SG
巨人	orjaški	巨人	orjaški	N	ADJ;NOM;DEF;MASC;SG
無限	neskončne	無限	neskončen	N	ADJ;NOM;FEM;PL
無限	neskončno	無限	neskončno	N	ADV
無限	neskončna	無限	neskončen	N	ADJ;NOM;FEM;SG
無限	neskončen	無限	neskončen	N	ADJ;NOM;INDF;MASC;SG
無限	neskončno	無限	neskončno	N	ADV
無限	neomejene	無限	neomejen	N	ADJ;NOM;FEM;PL
無限	neomejena	無限	neomejen	N	ADJ;NOM;FEM;SG
無限	neomejen	無限	neomejen	N	ADJ;NOM;INDF;MASC;SG
無限	neomejeno	無限	neomejen	N	ADJ;NOM;NEUT;SG
王后	queen	王后	queen	N	
永遠	vedno	永遠	vedno	N	ADV
永遠	zmeraj	永遠	zmeraj	N	ADV
永遠	večno	永遠	večen	N	ADV
永遠	zavedno	永遠	zavedno	N	ADV
難	trde	難	trd	N	ADJ;NOM;FEM;PL
難	težko	難	težek	N	ADJ;NOM;NEUT;SG
難	trdo	難	trdo	N	ADV
難	težka	難	težek	N	ADJ;NOM;FEM;SG
難	težavna	難	težaven	N	ADJ;NOM;FEM;SG
難	težko	難	težek	N	ADJ;NOM;NEUT;SG
戰術	taktične	戰術	taktičen	N	ADJ;NOM;FEM;PL
戰術	taktično	戰術	taktično	N	ADV
戰術	taktična	戰術	taktičen	N	ADJ;NOM;FEM;SG
戰術	taktični	戰術	taktičen	N	ADJ;NOM;MASC;SG
追求	pohod	追求	pohod	V	N;NOM;MASC;SG
追求	iskanje	追求	iskanje	V	N;NOM;NEUT;SG
追求	zasledovanje	追求	zasledovanje	V	N;NOM;NEUT;SG
追求	pregon	追求	pregon	V	N;NOM;MASC;SG
衛生	higienskih	衛生	higienski	N	ADJ;GEN;MASC;PL
衛生	sanitarne	衛生	sanitaren	N	ADJ;NOM;FEM;PL
南斯拉夫	jugoslovanske	南斯拉夫	jugoslovanski	PROPN	ADJ;NOM;FEM;PL
南斯拉夫	jugoslovanska	南斯拉夫	jugoslovanski	PROPN	ADJ;NOM;FEM;SG
南斯拉夫	jugoslovansko	南斯拉夫	jugoslovanski	PROPN	ADJ;NOM;NEUT;SG
南斯拉夫	jugoslovanski	南斯拉夫	jugoslovanski	PROPN	ADJ;NOM;MASC;SG
南斯拉夫	jugoslavija	南斯拉夫	jugoslavija	PROPN	N;NOM;FEM;SG
南斯拉夫	jugoslavijo	南斯拉夫	jugoslavija	PROPN	N;ACC;FEM;SG
誕生	rojen	誕生	rojen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
誕生	rojena	誕生	rojen	V	ADJ;NOM;FEM;SG;V.PTCP
誕生	rojene	誕生	rojen	V	ADJ;NOM;FEM;PL;V.PTCP
誕生	rojeni	誕生	rojen	V	ADJ;NOM;MASC;PL;V.PTCP
郝	hao	郝	hao	PROPN	PROPN;NOM;MASC;SG
緬甸	burmi	緬甸	burma	PROPN	N;NOM;FEM;SG
緬甸	burmo	緬甸	burma	PROPN	N;ACC;FEM;SG
緬甸	mjanmaru	緬甸	mjanmar	PROPN	N;DAT;MASC;SG
昆明	kunming	昆明	kunming	PROPN	N;NOM;MASC;SG
規範	normativne	規範	normativen	N	ADJ;NOM;FEM;PL
環球	univerzalno	環球	univerzalno	PROPN	ADJ;NOM;NEUT;SG
環球	univerzalnih	環球	univerzalen	PROPN	ADJ;GEN;MASC;PL
環球	univerzalni	環球	univerzalen	PROPN	ADJ;NOM;MASC;SG
環球	univerzalne	環球	univerzalen	PROPN	ADJ;NOM;FEM;PL
環球	univerzalna	環球	univerzalen	PROPN	ADJ;NOM;FEM;SG
彬	bin	彬	bin	PROPN	
彬	koš	彬	koš	PROPN	N;NOM;MASC;SG
交換	zamenjava	交換	zamenjava	V	N;NOM;FEM;SG
交換	swap	交換	swap	V	N;NOM;MASC;SG
交換	menjava	交換	menjava	V	N;NOM;FEM;SG
交換	izmenjava	交換	izmenjava	V	N;NOM;FEM;SG
交換	izmenjavo	交換	izmenjava	V	N;ACC;FEM;SG
交換	izmenjave	交換	izmenjava	V	N;NOM;FEM;PL
交換	menjava	交換	menjava	V	N;NOM;FEM;SG
交易	izmenjav	交易	izmenjava	V	N;GEN;FEM;PL
交易	izmenjave	交易	izmenjava	V	N;NOM;FEM;PL
交易	izmenjava	交易	izmenjava	V	N;NOM;FEM;SG
交易	izmenjavo	交易	izmenjava	V	N;ACC;FEM;SG
交易	izmenjave	交易	izmenjava	V	N;NOM;FEM;PL
交易	menjava	交易	menjava	V	N;NOM;FEM;SG
乳	mlečni	乳	mlečen	N	ADJ;NOM;MASC;PL
提前	zgodnje	提前	zgodnji	V	ADJ;NOM;NEUT;SG
提前	zgodnja	提前	zgodnja	V	ADJ;NOM;FEM;SG
提前	zgodnji	提前	zgodnji	V	ADJ;NOM;DEF;MASC;SG
提前	zgodaj	提前	zgodaj	V	ADV
神奇	neverjetno	神奇	neverjetno	ADJ	ADV
神奇	čarovnija	神奇	čarovnija	ADJ	N;NOM;FEM;SG
神奇	magic	神奇	magica	ADJ	N;NOM;MASC;SG
神奇	magijo	神奇	magija	ADJ	N;ACC;FEM;SG
週刊	tedenska	週刊	tedenski	N	ADJ;NOM;FEM;SG
週刊	tedenski	週刊	tedenski	N	ADJ;NOM;MASC;SG
週刊	tedensko	週刊	tedensko	N	ADV
示威	dokazovanje	示威	dokazovanje	V	N;NOM;NEUT;SG
示威	prikaz	示威	prikaz	V	N;NOM;MASC;SG
示威	demonstracij	示威	demonstracija	V	N;GEN;FEM;PL
示威	predstavitve	示威	predstavitev	V	N;NOM;FEM;PL
示威	demonstracije	示威	demonstracija	V	N;NOM;FEM;PL
撞擊	učinek	撞擊	učinek	V	N;NOM;MASC;SG
撞擊	trk	撞擊	trk	V	N;NOM;MASC;SG
撞擊	vpliv	撞擊	vpliv	V	N;NOM;MASC;SG
撞擊	trčenje	撞擊	trčenje	V	N;NOM;NEUT;SG
撞擊	trk	撞擊	trk	V	N;NOM;MASC;SG
外圍	periferni	外圍	periferen	N	ADJ;NOM;DEF;MASC;SG
種子	semenski	種子	semenski	N	ADJ;NOM;MASC;SG
排行	razvrstitev	排行	razvrstitev	V	N;NOM;FEM;SG
瀑布	pade	瀑布	pasti	N	V;PFV;IND;SG;3;PRS;FIN
萍	ping	萍	ping	PROPN	N;NOM;MASC;SG
米蘭	milan	米蘭	milan	PROPN	PROPN;NOM;MASC;SG
米蘭	milano	米蘭	milan	PROPN	PROPN;NOM;MASC;SG
德州	teksas	德州	teksas	PROPN	PROPN;NOM;MASC;SG
德州	texas	德州	texas	PROPN	PROPN;NOM;MASC;SG
威尼斯	benetke	威尼斯	benetek	PROPN	N;NOM;FEM;PL
折	krat	折	krat	PROPN	ADV
鼓勵	spodbudno	鼓勵	spodbudno	V	ADJ;NOM;NEUT;SG
鼓勵	spodbudo	鼓勵	spodbuda	V	N;ACC;FEM;SG
鼓勵	spodbude	鼓勵	spodbuda	V	N;NOM;FEM;PL
鼓勵	spodbujanje	鼓勵	spodbujanje	V	N;NOM;NEUT;SG
鼓勵	spodbuda	鼓勵	spodbuda	V	N;NOM;FEM;SG
柬埔寨	kambodži	柬埔寨	kambodža	PROPN	N;NOM;FEM;SG
希特勒	hitlerju	希特勒	hitler	PROPN	N;DAT;MASC;SG
希特勒	hitler	希特勒	hitler	PROPN	N;NOM;MASC;SG
希特勒	hitlerja	希特勒	hitler	PROPN	N;ANIM;ACC;MASC;SG
輸入	vhodna	輸入	vhoden	V	ADJ;NOM;FEM;SG
輸入	vnos	輸入	vnos	V	N;NOM;MASC;SG
輸入	vložek	輸入	vložek	V	N;NOM;MASC;SG
輸入	vstop	輸入	vstop	V	N;NOM;MASC;SG
處理	procesor	處理	procesor	V	N;NOM;MASC;SG
無	null	無	null	V	N;NOM;MASC;SG
無	neveljaven	無	neveljaven	V	ADJ;NOM;INDF;MASC;SG
無	neveljavno	無	neveljavno	V	ADJ;NOM;NEUT;SG
無	neveljavna	無	neveljaven	V	ADJ;NOM;FEM;SG
贊助	sponzor	贊助	sponzor	V	N;NOM;MASC;SG
贊助	sponzorja	贊助	sponzor	V	N;NOM;MASC;SG
贊助	sponzorstvo	贊助	sponzorstvo	V	N;NOM;NEUT;SG
幫忙	pomagaj	幫忙	pomagaj	V	N;ACC;MASC;SG
幫忙	pomoč	幫忙	pomoč	V	N;NOM;FEM;SG
實現	spoznanje	實現	spoznanje	V	N;NOM;NEUT;SG
實現	doseganje	實現	doseganje	V	N;NOM;NEUT;SG
出局	ven	出局	ven	V	ADV
出局	zunaj	出局	zunaj	V	ADV
瑪麗	marija	瑪麗	marija	PROPN	N;NOM;FEM;SG
瑪麗	mary	瑪麗	mary	PROPN	PROPN;NOM;FEM;SG
平等	enakost	平等	enakost	N	DET;NOM;NEUT;SG
平等	enaka	平等	enak	N	DET;NOM;FEM;SG
平等	enaki	平等	enak	N	DET;NOM;MASC;PL
平等	enako	平等	enako	N	ADV
困難	oteženo	困難	otežen	N	ADJ;NOM;NEUT;SG;V.PTCP
困難	težka	困難	težek	N	ADJ;NOM;FEM;SG
困難	težavna	困難	težaven	N	ADJ;NOM;FEM;SG
困難	težko	困難	težek	N	ADJ;NOM;NEUT;SG
危險	nevarno	危險	nevaren	N	ADJ;NOM;NEUT;SG
危險	nevaren	危險	nevaren	N	ADJ;NOM;INDF;MASC;SG
危險	nevarne	危險	nevaren	N	ADJ;NOM;FEM;PL
危險	nevarni	危險	nevaren	N	ADJ;NOM;MASC;PL
危險	nevarna	危險	nevaren	N	ADJ;NOM;FEM;SG
強大	močan	強大	močen	N	ADJ;NOM;INDF;MASC;SG
強大	močni	強大	močen	N	ADJ;NOM;MASC;PL
強大	močno	強大	močno	N	ADV
強大	močna	強大	močen	N	ADJ;NOM;FEM;SG
強大	močan	強大	močen	N	ADJ;NOM;INDF;MASC;SG
強大	močni	強大	močen	N	ADJ;NOM;MASC;PL
強大	močno	強大	močno	N	ADV
強大	mogočna	強大	mogočen	N	ADJ;NOM;FEM;SG
強大	močna	強大	močen	N	ADJ;NOM;FEM;SG
外國	tuje	外國	tuj	N	ADJ;NOM;FEM;PL
外國	tuja	外國	tuj	N	ADJ;NOM;FEM;SG
外國	tuji	外國	tuj	N	ADJ;NOM;MASC;PL
瓦爾	val	瓦爾	val	PROPN	N;NOM;MASC;SG
公寓	ravna	公寓	raven	N	V;IPFV;IND;SG;3;PRS;FIN
接管	prevzem	接管	prevzem	V	N;NOM;MASC;SG
聯絡	kontakt	聯絡	kontakt	V	N;NOM;MASC;SG
聯絡	stik	聯絡	stik	V	N;NOM;MASC;SG
聯絡	stika	聯絡	stik	V	N;GEN;MASC;SG
漢	kitajske	漢	kitajski	PROPN	ADJ;NOM;FEM;PL
漢	kitajski	漢	kitajski	PROPN	ADJ;NOM;MASC;SG
漢	kitajsko	漢	kitajski	PROPN	ADJ;NOM;NEUT;SG
漢	kitajska	漢	kitajski	PROPN	ADJ;NOM;FEM;SG
漢	kitajci	漢	kitajec	PROPN	N;NOM;MASC;PL
下載	prenos	下載	prenos	V	N;NOM;MASC;SG
下載	prenosi	下載	prenositi	V	N;NOM;MASC;PL
下載	prejemanja	下載	prejemanje	V	N;GEN;NEUT;SG
下載	prejemanje	下載	prejemanje	V	N;NOM;NEUT;SG
下載	prenašanje	下載	prenašanje	V	N;NOM;NEUT;SG
獅子	leva	獅子	lev	N	ADJ;NOM;FEM;SG
獅子	levi	獅子	lev	N	ADJ;NOM;MASC;SG
獅子	leve	獅子	lev	N	ADJ;NOM;FEM;PL
裡面	znotraj	裡面	znotraj	N	ADP;GEN
裡面	notri	裡面	notri	N	ADV
修道	samostana	修道	samostan	V	N;GEN;MASC;SG
