fundamentala	fundamentales	fundamental	fundamental	ADJ;DEF;FEM;SG	ADJ;PL
reciproc	mutuos	reciproc	mutuo	ADV	ADJ;MASC;PL
reciproc	mutuo	reciproc	mutuo	ADV	ADJ;MASC;SG
reciproc	mutua	reciproc	mutuo	ADV	ADJ;FEM;SG
reciproc	mutuas	reciproc	mutua	ADV	ADJ;FEM;PL
avansate	avanzado	avansat	avanzado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
avansate	adelantado	avansat	adelantar	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
avansate	avanzada	avansat	avanzado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
antena	antenas	antena	antena	N;DEF;FEM;SG	N;FEM;PL
antena	antenas	antena	antena	N;DEF;FEM;SG	N;FEM;PL
umbra	sombras	umbră	sombra	N;DEF;FEM;SG	N;FEM;PL
umbra	sombras	umbră	sombra	N;DEF;FEM;SG	N;FEM;PL
vocala	vocal	vocală	vocal	N;DEF;FEM;SG	ADJ;SG
vocala	vocal	vocală	vocal	N;DEF;FEM;SG	ADJ;SG
creuse	creuse	creus	creusar	V;IND;SG;3;PST+PRF;FIN	N;MASC;SG
omorat	asesinados	omora	asesinado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
omorat	mató	omora	matar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
omorat	asesinados	omora	asesinado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
marturii	testimonio	marturie	testimonio	N;INDF;FEM;PL	N;MASC;SG
aaron	aaron	aaron	aaron	PROPN	PROPN
aaron	aarón	aaron	aarón	PROPN	PROPN
falls	caídas	fall	caído	PROPN	ADJ;FEM;PL;V.PTCP
falls	cascadas	fall	cascado	PROPN	N;FEM;PL
falls	falls	fall	falls	PROPN	N;MASC;PL
falls	cataratas	fall	catarata	PROPN	N;FEM;PL
falls	cae	fall	caer	PROPN	V;IND;SG;3;PRS;FIN
paraná	paraná	paraná	paraná	PROPN	N;MASC;SG
transformare	transformaciones	transformare	transformación	N;INDF;FEM;SG	N;FEM;PL
academica	académicos	academică	académico	N;DEF;FEM;SG	N;MASC;PL
academica	académico	academică	académico	N;DEF;FEM;SG	ADJ;MASC;SG
academica	académicas	academică	académico	N;DEF;FEM;SG	ADJ;FEM;PL
academica	académica	academică	académico	N;DEF;FEM;SG	ADJ;FEM;SG
promoveaza	promueva	promoveaza	promueva	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;FIN
promoveaza	promociona	promoveaza	promocionar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
promoveaza	promociona	promoveaza	promocionar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
promoveaza	impulso	promoveaza	impulso	V;IND;SG;3;IPFV;FIN	N;MASC;SG
digitale	digital	digital	digital	ADJ;INDF;FEM;PL	ADJ;SG
grafic	gráfica	grafic	gráfico	ADV	ADJ;FEM;SG
grafic	gráfico	grafic	gráfico	ADV	ADJ;MASC;SG
grafic	grafo	grafic	grafo	ADV	N;MASC;SG
grafic	gráficos	grafic	gráfico	ADV	N;MASC;PL
grafic	gráfico	grafic	gráfico	ADV	ADJ;MASC;SG
grafic	gráfica	grafic	gráfico	ADV	ADJ;FEM;SG
grafic	gráficas	grafic	gráfico	ADV	ADJ;FEM;PL
grafic	gráfico	grafic	gráfico	ADV	ADJ;MASC;SG
grafic	gráfica	grafic	gráfico	ADV	ADJ;FEM;SG
contul	cuenta	cont	contar	N;DEF;MASC;SG	V;IND;SG;3;PRS;FIN
pedeapsa	penal	pedeapsă	penal	N;DEF;FEM;SG	ADJ;SG
pedeapsa	castigos	pedeapsă	castigo	N;DEF;FEM;SG	N;MASC;PL
pedeapsa	penal	pedeapsă	penal	N;DEF;FEM;SG	ADJ;SG
pedeapsa	castigos	pedeapsă	castigo	N;DEF;FEM;SG	N;MASC;PL
mei	mei	meu	mei	DET;MASC;PL;1	N
sevilla	sevilla	sevilla	sevilla	PROPN	N;FEM;SG
domnule	sir	domn	sir	N;VOC;DEF;MASC;SG	PROPN
domnule	señor	domn	señor	N;VOC;DEF;MASC;SG	INTJ
definite	definida	definit	definido	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
definite	definido	definit	definido	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
pauza	romper	pauză	romper	N;DEF;FEM;SG	V;NFIN
pauza	romper	pauză	romper	N;DEF;FEM;SG	V;NFIN
allan	allan	allan	allar	PROPN	N;MASC;SG
seminarul	seminarios	seminar	seminario	N;DEF;MASC;SG	N;MASC;PL
globala	globales	globală	global	ADJ;DEF;FEM;SG	ADJ;PL
torre	torre	torre	torre	PROPN	N;FEM;SG
conan	conan	conan	conar	PROPN	N;MASC;SG
brescia	brescia	brescie	brescia	PROPN	N;MASC;SG
circuitul	circuitos	circuit	circuito	N;DEF;MASC;SG	N;MASC;PL
infrant	vencido	infrant	vencido		ADJ;MASC;SG;V.PTCP
infrant	derrotada	infrant	derrotado		ADJ;FEM;SG;V.PTCP
infrant	derrotado	infrant	derrotado		ADJ;MASC;SG;V.PTCP
infrant	vencidos	infrant	vencido		ADJ;MASC;PL;V.PTCP
infrant	derrotados	infrant	derrotado		ADJ;MASC;PL;V.PTCP
ferrara	ferrara	ferrara	ferrar	PROPN	V;SBJV;SG;3;IPFV;FIN
string	cadena	stringe	cadena		N;FEM;SG
string	cuerda	stringe	cuerda		N;FEM;SG
string	string	stringe	string		N
julian	julián	julian	julián	N;INDF;MASC;SG	PROPN
julian	julian	julian	juliar	N;INDF;MASC;SG	PROPN
collins	collins	collins	collin	PROPN	N;MASC;SG
ontario	ontario	ontario	ontario	PROPN	N;MASC;SG
valoroase	valiosa	valoros	valioso	ADJ;INDF;FEM;PL	ADJ;FEM;SG
valoroase	valioso	valoros	valioso	ADJ;INDF;FEM;PL	ADJ;MASC;SG
reclama	comercial	reclama	comercial	N;DEF;FEM;SG	ADJ;SG
reclama	comerciales	reclama	comercial	N;DEF;FEM;SG	ADJ;PL
maniu	maniu	maniu	maniu	PROPN	
merite	mérito	merit	mérito	N;INDF;FEM;PL	N;MASC;SG
tong	tong	tong	tong	PROPN	PROPN
comunicatii	comunicacion	comunicat	comunicacion		N;FEM;SG
comunicatii	comunicación	comunicat	comunicación		N;FEM;SG
comunicatii	comunicaciones	comunicat	comunicación		N;FEM;PL
manga	manga	manga	manga		N;FEM;SG
electorala	electoral	electoral	electoral	N;DEF;FEM;SG	ADJ;SG
electorala	electorales	electoral	electoral	N;DEF;FEM;SG	ADJ;PL
indo	indo	indo	ir		N;MASC;SG
indo	indochina	indo	indochina		ADJ;FEM;SG
montreal	montreal	montreal	montreal	PROPN	V;NFIN
scade	descenso	scădea	descenso	V;IND;SG;3;PRS;FIN	N;MASC;SG
scade	disminución	scădea	disminución	V;IND;SG;3;PRS;FIN	N;FEM;SG
ton	atunes	ton	atun	N;INDF;MASC;SG	N;MASC;PL
ton	tonos	ton	tono	N;INDF;MASC;SG	N;MASC;PL
cheia	llaves	cheie	llave	N;DEF;FEM;SG	N;FEM;PL
cheia	claves	cheie	clave	N;DEF;FEM;SG	N;FEM;PL
cheia	key	cheie	key	N;DEF;FEM;SG	
britannica	britannica	britannic	britannico	N;DEF;FEM;SG	ADJ;FEM;SG
romanov	romanov	romanov	romanov	PROPN	N;MASC;SG
mecanice	mecánico	mecanic	mecánico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
mecanice	mecánica	mecanic	mecánico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
vrh	vrh	vrh	v7h	N;INDF;MASC;SG	
hogna	hogna	hognă	hogna	N;DEF;FEM;SG	
ascunde	oculta	ascunde	oculto	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
ascunde	ocultarse	ascunde	ocultarse	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;IPFV;FIN
ascunde	esconderse	ascunde	esconderse	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
mobil	celulares	mobil	celular	N;INDF;MASC;SG	N;PL
mobil	celular	mobil	celular	N;INDF;MASC;SG	ADJ;SG
mobil	móviles	mobil	móvil	N;INDF;MASC;SG	N;MASC;PL
sean	sean	sean	ser	PROPN	V;SBJV;PL;3;PRS;FIN
schi	esquiar	schi	esquiar	N;INDF;MASC;SG	V;NFIN
schi	esquiar	schi	esquiar	N;INDF;MASC;SG	V;NFIN
fondarea	fundar	fondare	fundar	N;DEF;FEM;SG	V;NFIN
fondarea	fundadores	fondare	fundador	N;DEF;FEM;SG	N;MASC;PL
fictiv	ficticios	fictiv	ficticio	ADJ;INDF;MASC;SG	ADJ;MASC;PL
maplandia	maplandia	maplandie	maplandia	N;INDF;MASC;SG	
aeroport	aeropuertos	aeroport	aeropuerto	N;INDF;MASC;SG	N;MASC;PL
talentul	talentos	talent	talento	N;DEF;MASC;SG	N;MASC;PL
oklahoma	oklahoma	oklahoma	oklahoma	PROPN	N;MASC;SG
terestra	terrestre	terestră	terrestre	N;DEF;FEM;SG	ADJ;SG
terestra	terrenal	terestră	terrenal	N;DEF;FEM;SG	ADJ;SG
terestra	terrestres	terestră	terrestre	N;DEF;FEM;SG	N;PL
bernhard	bernhard	bernhard	bernhard	PROPN	PROPN
bernhard	bernardo	bernhard	bernardo	PROPN	N;MASC;SG
batut	golpeados	bate	golpeado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
batut	golpeados	bate	golpeado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
pragul	umbrales	prag	umbral	N;DEF;MASC;SG	N;MASC;PL
oua	huevo	ou	huevo	N;DEF;FEM;PL	N;MASC;SG
oua	huevo	ou	huevo	N;DEF;FEM;PL	N;MASC;SG
aristotel	aristóteles	aristotel	aristótel	N;INDF;MASC;SG	N;FEM;PL
panchen	panchen	panchen	panchen	N;INDF;MASC;SG	
alpha	alpha	alpha	alphar		N;FEM;SG
alpha	alfa	alpha	alfa		N;FEM;SG
atlético	atlético	atlético	atlético	PROPN	N;MASC;SG
contrar	contrario	contrar	contrario	ADV	ADJ;MASC;SG
sprijina	apoyos	sprijină	apoyo	V;IND;SG;3;IPFV;FIN	N;MASC;PL
sprijina	soportes	sprijină	soporte	V;IND;SG;3;IPFV;FIN	N;MASC;PL
sprijina	apoya	sprijină	apoyar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
tiparita	impreso	tiparită	impreso	ADJ;DEF;FEM;SG	N;MASC;SG
tiparita	impresa	tiparită	impresa	ADJ;DEF;FEM;SG	N;FEM;SG
tiparita	impresos	tiparită	impreso	ADJ;DEF;FEM;SG	N;MASC;PL
rica	rica	rica	rico	PROPN	ADJ;FEM;SG
chirurgie	cirugías	chirurgie	cirugía	N;INDF;FEM;SG	N;FEM;PL
afecta	afectan	afecta	afectar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
afecta	afecta	afecta	afectar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
amy	amy	amy	amy	PROPN	N;FEM;SG
klaus	klaus	klaus	klau	PROPN	N;MASC;SG
pasi	peldaños	pas	peldaño		N;MASC;PL
pasi	pasos	pas	paso		N;MASC;PL
pasi	escalones	pas	escalón		N;MASC;PL
pasi	pisadas	pas	pisado		N;FEM;PL
pasi	pasos	pas	paso		N;MASC;PL
pasi	peldaños	pas	peldaño		N;MASC;PL
pasi	pasos	pas	paso		N;MASC;PL
pasi	escalones	pas	escalón		N;MASC;PL
spatial	espaciales	spatial	espacial	N;INDF;MASC;SG	ADJ;PL
spatial	espacial	spatial	espacial	N;INDF;MASC;SG	ADJ;SG
butler	butler	butler	butler	PROPN	N;MASC;SG
butler	mayordomo	butler	mayordomo	PROPN	N;MASC;SG
discutat	discutimos	discuta	discutir	ADJ;INDF;MASC;SG	V;IND;PL;1;PST;FIN
inutil	inútiles	inutil	inútil	ADV	ADJ;PL
inutil	inútil	inutil	inútil	ADV	ADJ;SG
inutil	inservible	inutil	inservible	ADV	ADJ;SG
inutil	inutil	inutil	inutil	ADV	ADJ;SG
rolling	rolling	rolling	rolling	PROPN	N
rolling	laminado	rolling	laminado	PROPN	N;MASC;SG
rolling	laminación	rolling	laminación	PROPN	N;FEM;SG
rolling	rodando	rolling	rodar	PROPN	V;V.MSDR
ritm	rítmica	ritm	rítmica	N;INDF;MASC;SG	ADJ;FEM;SG
hudson	hudson	hudson	hudson	PROPN	N;MASC;SG
edmund	edmund	edmunde	edmund	PROPN	PROPN
mercedes	mercedes	mercedes	merced	N;INDF;MASC;SG	
intelectuali	intelectual	intelectual	intelectual	N;INDF;MASC;PL	ADJ;SG
protejat	protegidas	protejat	protegido	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
protejat	protegidos	protejat	protegido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
ronald	ronald	ronald	ronald	PROPN	N;SG
alin	alin	alin	alin	PROPN	PROPN
colective	colectivo	colectiv	colectivo	ADJ;INDF;FEM;PL	N;MASC;SG
colective	colectiva	colectiv	colectivo	ADJ;INDF;FEM;PL	ADJ;FEM;SG
colective	colectividad	colectiv	colectividad	ADJ;INDF;FEM;PL	N;FEM;SG
colective	colectivos	colectiv	colectivo	ADJ;INDF;FEM;PL	N;MASC;PL
gandit	pensamiento	gandi	pensamiento	ADJ;INDF;MASC;SG	N;MASC;SG
gandit	pensó	gandi	pensar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
homo	gays	homo	gay	N;INDF;MASC;SG	N;PL
homo	homosexual	homo	homosexual	N;INDF;MASC;SG	ADJ;SG
droguri	droga	drog	droga	N;INDF;FEM;PL	N;FEM;SG
droguri	droga	drog	droga	N;INDF;FEM;PL	N;FEM;SG
droguri	fármaco	drog	fármaco	N;INDF;FEM;PL	N;MASC;SG
droguri	droga	drog	droga	N;INDF;FEM;PL	N;FEM;SG
droguri	medicamento	drog	medicamento	N;INDF;FEM;PL	N;MASC;SG
willem	willem	willem	willem	PROPN	N;MASC;SG
jucand	jugando	juca	jugar	N;INDF;MASC;SG	V;V.MSDR
jucand	tocando	juca	tocar	N;INDF;MASC;SG	V;V.MSDR
jucand	jugar	juca	jugar	N;INDF;MASC;SG	V;NFIN
intervenit	intervinieron	interveni	intervenir	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
intervenit	intervino	interveni	intervenir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
generat	generadas	genera	generado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
generat	generados	genera	generado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
succese	exito	succes	exito	N;INDF;FEM;PL	N;MASC;SG
succese	éxito	succes	éxito	N;INDF;FEM;PL	N;MASC;SG
card	tarjetas	card	tarjeta	N;INDF;MASC;SG	N;FEM;PL
reformei	reformar	reformă	reformar	N;DEF;FEM;SG	V;NFIN
reformei	reformas	reformă	reforma	N;DEF;FEM;SG	N;FEM;PL
necunoscute	desconocida	necunoscut	desconocido	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
necunoscute	desconocido	necunoscut	desconocido	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
filipine	filipinas	filipine	filipino	N;INDF;FEM;SG	N;FEM;PL
secundara	secundarios	secundar	secundario	ADJ;DEF;FEM;SG	N;MASC;PL
secundara	secundarias	secundar	secundario	ADJ;DEF;FEM;SG	ADJ;FEM;PL
promis	prometida	promite	prometida	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
promis	prometido	promite	prometer	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
promis	prometidos	promite	prometido	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
incident	incidentes	incident	incidente	N;INDF;MASC;SG	N;PL
semnificatia	significado	semnificatie	significado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
gandire	pensando	gandire	pensar	N;INDF;FEM;SG	V;V.MSDR
gandire	pensar	gandire	pensar	N;INDF;FEM;SG	V;NFIN
identificate	identificado	identificat	identificado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
identificate	identificada	identificat	identificado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
farmacie	farmacias	farmacie	farmacia	N;INDF;FEM;SG	N;FEM;PL
biti	bits	biti	bit		N;MASC;PL
rightarm	rightarm	rightarm	rightarm	N;INDF;MASC;SG	INTJ
mexican	mexicanos	mexican	mexicano	ADJ;INDF;MASC;SG	N;MASC;PL
mexican	mexicanas	mexican	mexicano	ADJ;INDF;MASC;SG	ADJ;FEM;PL
mexican	mexicano	mexican	mexicano	ADJ;INDF;MASC;SG	N;MASC;SG
five	cinco	fiv	cinco	N;INDF;MASC;SG	NUM;PL
portrete	retrato	portret	retrato	N;INDF;FEM;PL	N;MASC;SG
pictate	pintada	picta	pintado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
pictate	pintadas	picta	pintada	ADJ;INDF;FEM;PL	N;FEM;PL
pictate	pintado	picta	pintado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
aleksandr	aleksandr	aleksandr	aleksandr	PROPN	ADJ;SG
pozitiva	positivos	pozitivă	positivo	ADJ;DEF;FEM;SG	ADJ;MASC;PL
pozitiva	positivas	pozitivă	positivo	ADJ;DEF;FEM;SG	ADJ;FEM;PL
tiparit	impreso	tipari	impreso	ADJ;INDF;MASC;SG	N;MASC;SG
tiparit	impresa	tipari	impresa	ADJ;INDF;MASC;SG	N;FEM;SG
tiparit	impresos	tipari	impreso	ADJ;INDF;MASC;SG	N;MASC;PL
yemen	yemení	yemen	yemení	PROPN	N;SG
yemen	yemen	yemen	yemar	PROPN	N;MASC;SG
cantand	canto	cantand	canto		N;MASC;SG
cantand	cantos	cantand	canto		N;MASC;PL
cantand	cantando	cantand	cantar		V;V.MSDR
cantand	cantar	cantand	cantar		V;NFIN
cantand	canto	cantand	canto		N;MASC;SG
cantand	cantos	cantand	canto		N;MASC;PL
cantand	cantando	cantand	cantar		V;V.MSDR
cantand	cantar	cantand	cantar		V;NFIN
protejarea	proteger	protejare	proteger	N;DEF;FEM;SG	V;NFIN
protejarea	protegiendo	protejare	proteger	N;DEF;FEM;SG	V;V.MSDR
norvegian	noruego	norvegian	noruego	ADJ;INDF;MASC;SG	N;MASC;SG
norvegian	noruega	norvegian	noruego	ADJ;INDF;MASC;SG	N;FEM;SG
impuscat	tiro	impusca	tiro	ADJ;INDF;MASC;SG	N;MASC;SG
impuscat	shot	impusca	shot	ADJ;INDF;MASC;SG	N
impuscat	disparo	impusca	disparo	ADJ;INDF;MASC;SG	N;MASC;SG
impuscat	tiro	impusca	tiro	ADJ;INDF;MASC;SG	N;MASC;SG
impuscat	shot	impusca	shot	ADJ;INDF;MASC;SG	N
impuscat	disparo	impusca	disparo	ADJ;INDF;MASC;SG	N;MASC;SG
salbatica	silvestre	salbatică	silvestre	N;DEF;FEM;SG	ADJ;SG
salbatica	silvestres	salbatică	silvestre	N;DEF;FEM;SG	N;FEM;PL
salbatica	salvajes	salbatică	salvaje	N;DEF;FEM;SG	N;PL
salbatica	salvaje	salbatică	salvaje	N;DEF;FEM;SG	ADJ;SG
sambata	sábados	sambata	sábado	N;DEF;FEM;SG	N;MASC;PL
sambata	sabado	sambata	sabar	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
sambata	sábados	sambata	sábado	N;DEF;FEM;SG	N;MASC;PL
sambata	sabado	sambata	sabar	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
sambata	sábados	sambata	sábado	N;DEF;FEM;SG	N;MASC;PL
sambata	sábados	sambata	sábado	N;DEF;FEM;SG	N;MASC;PL
sambata	sabado	sambata	sabar	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
sambata	sábados	sambata	sábado	N;DEF;FEM;SG	N;MASC;PL
sambata	sabado	sambata	sabar	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
profesionisti	profesionales	profesionist	profesional	ADJ;INDF;MASC;PL	N;PL
profesionisti	profesionales	profesionist	profesional	ADJ;INDF;MASC;PL	N;PL
irlandez	irlanda	irlandez	irlanda	ADJ;INDF;MASC;SG	N;FEM;SG
irlandez	irlandeses	irlandez	irlandés	ADJ;INDF;MASC;SG	N;MASC;PL
irlandez	irish	irlandez	irish	ADJ;INDF;MASC;SG	N
irlandez	irlandés	irlandez	irlandés	ADJ;INDF;MASC;SG	N;MASC;SG
lituaniei	lituania	lituanie	lituania	PROPN;DEF;FEM;SG	N;FEM;SG
limitate	limited	limitat	limited	ADJ;INDF;FEM;PL	N
limitate	limitado	limitat	limitado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
limitate	limitada	limitat	limitado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
sándor	sándor	sándor	sándor	PROPN	N;MASC;SG
cosmin	cosmin	cosmine	cosmin	PROPN	
perry	perry	perry	perry	PROPN	PROPN
sept	tabique	sept	tabique		N;MASC;SG
distinctie	distinciones	distinctie	distinción	N;INDF;FEM;SG	N;FEM;PL
luther	luther	luther	luther	PROPN	N;MASC;SG
luther	lutero	luther	lutero	PROPN	N;MASC;SG
atelierul	talleres	atelier	taller	N;DEF;MASC;SG	N;MASC;PL
cook	cocinero	cook	cocinero	PROPN	N;MASC;SG
cook	cook	cook	cook	PROPN	PROPN
cook	cocinar	cook	cocinar	PROPN	V;NFIN
cook	cocinera	cook	cocinerar	PROPN	N;FEM;SG
cook	cocina	cook	cocina	PROPN	N;FEM;SG
blois	blois	blois	blois	PROPN	N;MASC;SG
oleg	oleg	oleg	oleg	PROPN	N;MASC;SG
vama	aduanera	vamă	aduanera	N;DEF;FEM;SG	ADJ;FEM;SG
vama	aduanas	vamă	aduana	N;DEF;FEM;SG	N;FEM;PL
vama	costumbres	vamă	costumbre	N;DEF;FEM;SG	N;FEM;PL
vama	aduanera	vamă	aduanera	N;DEF;FEM;SG	ADJ;FEM;SG
vama	aduanas	vamă	aduana	N;DEF;FEM;SG	N;FEM;PL
vama	costumbres	vamă	costumbre	N;DEF;FEM;SG	N;FEM;PL
interimar	provisionales	interimar	provisional	N;INDF;MASC;SG	ADJ;PL
interimar	interina	interimar	interino	N;INDF;MASC;SG	ADJ;FEM;SG
interimar	provisional	interimar	provisional	N;INDF;MASC;SG	ADJ;SG
adult	adulto	adult	adulto	N;INDF;MASC;SG	ADJ;MASC;SG
adult	adulta	adult	adultar	N;INDF;MASC;SG	ADJ;FEM;SG
adult	adultos	adult	adulto	N;INDF;MASC;SG	N;MASC;PL
imparte	dividida	imparte	dividido	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG;V.PTCP
imparte	split	imparte	split	V;IND;SG;3;PRS;FIN	N;MASC;SG
imparte	divididos	imparte	dividido	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL;V.PTCP
experimental	experimentación	experimental	experimentación	ADJ;INDF;MASC;SG	N;FEM;SG
experimental	experimentales	experimental	experimental	ADJ;INDF;MASC;SG	ADJ;PL
helsinki	helsinki	helsinki	helsinki	PROPN	N;MASC;SG
mussolini	mussolini	mussolină	mussolini	N;INDF;MASC;PL	N;MASC;SG
faimos	famosas	faimos	famoso	ADJ;INDF;MASC;SG	ADJ;FEM;PL
faimos	famosos	faimos	famoso	ADJ;INDF;MASC;SG	ADJ;MASC;PL
bat	murciélago	bate	murciélago	V;IND;PL;3;PRS;FIN	N;MASC;SG
bat	bate	bate	batir	V;IND;PL;3;PRS;FIN	N;MASC;SG
bat	bat	bate	bat	V;IND;PL;3;PRS;FIN	N
bat	murciélagos	bate	murciélago	V;IND;PL;3;PRS;FIN	N;MASC;PL
bat	pincho	bate	pincho	V;IND;PL;3;PRS;FIN	N;MASC;SG
mintea	mind	minte	mind	N;DEF;FEM;SG	PROPN
dmitri	dmitry	dmitru	dmitry	PROPN	N;MASC;SG
dmitri	dmitri	dmitru	dmitri	PROPN	PROPN
dmitri	dmitri	dmitru	dmitri	PROPN	PROPN
dmitri	dimitri	dmitru	dimitri	PROPN	N;MASC;SG
americanii	americanas	american	americano	N;DEF;MASC;PL	ADJ;FEM;PL
alexei	alexei	alexe	alexei	PROPN;DEF;FEM;SG	N;MASC;SG
sarb	serbio	sarb	serbio	PROPN	N;MASC;SG
sarb	serbios	sarb	serbio	PROPN	N;MASC;PL
sarb	serbio	sarb	serbio	PROPN	N;MASC;SG
documentul	documentar	document	documentar	N;DEF;MASC;SG	V;NFIN
codreanu	codreanu	codreanu	codreanu	N;INDF;MASC;SG	ADJ;SG
preocupat	preocupados	preocupa	preocupado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
brusc	repentino	brusc	repentino	ADV	ADJ;MASC;SG
brusc	súbita	brusc	súbita	ADV	ADJ;FEM;SG
brusc	súbito	brusc	súbito	ADV	ADJ;MASC;SG
brusc	repentina	brusc	repentino	ADV	ADJ;FEM;SG
japonezi	japonesas	japonez	japonés	N;INDF;MASC;PL	ADJ;FEM;PL
japonezi	japonesa	japonez	japonés	N;INDF;MASC;PL	ADJ;FEM;SG
japonezi	japonés	japonez	japonés	N;INDF;MASC;PL	N;MASC;SG
inspirata	inspiró	inspirat	inspirar	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
inspirata	inspirados	inspirat	inspirado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
paraguay	paraguay	paraguay	paraguay	PROPN	N;MASC;SG
consacrat	consagró	consacra	consagrar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
consacrat	consagradas	consacra	consagrado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
consacrat	consagrados	consacra	consagrado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
jennifer	jennifer	jennifer	jennifer	PROPN	N;FEM;SG
izolat	aislados	izolat	aislado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
izolat	aisladas	izolat	aislado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
izolat	aislados	izolat	aislado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
berg	berg	berg	berg	PROPN	PROPN
anulat	cancelados	anula	cancelado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
anulat	canceladas	anula	cancelado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
anulat	cancelados	anula	cancelado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
anulat	canceladas	anula	cancelado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
precizeaza	especifica	precizează	especificar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
precizeaza	especifique	precizează	especificar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
evaluare	calificar	evaluare	calificar	N;INDF;FEM;SG	V;NFIN
divizat	divididas	diviza	dividido	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
divizat	divididos	diviza	dividido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
divizat	dividir	diviza	dividir	ADJ;INDF;MASC;SG	V;NFIN
divizat	split	diviza	split	ADJ;INDF;MASC;SG	N;MASC;SG
divizat	divididos	diviza	dividido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
bergamo	bérgamo	bergamo	bérgamo	PROPN	N;FEM;SG
taxe	impuesto	taxă	impuesto	N;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
