hugh	hugh	hugh	hugh		
tutsak	bundne	tutsak	bundne		V;PL;PST;V.PTCP
tutsak	fangenskab	tutsak	fangenskab		N;INDF;MASC+FEM;SG
tutsak	indsatte	tutsak	indsætte		V;PL;PST;V.PTCP
tutsak	fangerne	tutsak	fange		N;DEF;MASC+FEM;PL
tutsak	fanger	tutsak	fange		N;INDF;MASC+FEM;PL
tutsak	fængslede	tutsak	fængsel		V;PL;PST;V.PTCP
tutsak	fangenskab	tutsak	fangenskab		N;INDF;MASC+FEM;SG
sonsuza	forever	sonsuz	foreve	ADJ;DAT;SG;3	N;INDF;MASC+FEM;SG
emily	emily	emily	emily		
haiti	haiti	hait	haiti		N;INDF;MASC+FEM;SG
haiti	haitianske	hait	haitiansk		ADJ;PL
buluşma	mødestedet	buluş	mødested	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;NEUT;SG
buluşma	date	buluş	date	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
buluşma	dato	buluş	dato	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
buluşma	møde	buluş	møde	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
buluşma	mødet	buluş	møde	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;NEUT;SG
kazanma	vinde	kazan	vinde		V;NFIN;ACT
kazanma	vinder	kazan	vinde		V;IND;PRS;FIN;ACT
kazanma	vindende	kazan	vinde		V;PRS;V.PTCP
korkut	skræmme	korkut	skræmme		V;NFIN;ACT
korkut	skræm	korkut	skræm		N;INDF;MASC+FEM;SG
liderlik	ledende	liderlik	lede	N;NOM;SG;3	V;PRS;V.PTCP
liderlik	førende	liderlik	førende	N;NOM;SG;3	ADJ
jimnastik	gymnastik	jimnastik	gymnastik		N;INDF;MASC+FEM;SG
jimnastik	gymnastik	jimnastik	gymnastik		N;INDF;MASC+FEM;SG
sağlanan	forudsat	sağla	forudsætte	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
sağlanan	medfølger	sağla	medfølge	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;ACT
sağlanan	leveret	sağla	levere	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
sağlanan	leverede	sağla	levere	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PST;FIN;ACT
sağlanan	medfølger	sağla	medfølge	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;ACT
garcia	garcia	garcia	garcia	PROPN;NOM;SG;3	
garcia	garcía	garcia	garcía	PROPN;NOM;SG;3	
eng}}	eng}}	eng}}	engnd		
sembolik	symbolsk	sembolik	symbolsk		ADJ;INDF;SG
sembolik	symbolske	sembolik	symbolsk		ADJ;PL
sembolik	symbolsk	sembolik	symbolsk		ADJ;INDF;SG
minimum	mindst	minim	mindst	N;NOM;SG;3	ADV;RL
minimum	minimale	minim	minimal	N;NOM;SG;3	ADJ;PL
minimum	minimal	minim	minimal	N;NOM;SG;3	ADJ;INDF;MASC+FEM;SG
minimum	minimalt	minim	minimalt	N;NOM;SG;3	ADV
cbs	cbs	cbs	cbs		N;INDF;MASC+FEM;SG
cbs	centralbanker	cbs	centralbank		N;INDF;MASC+FEM;PL
cbs	gis	cbs	gås		N;INDF;MASC+FEM;SG
yen	yen	yen	yen		
joey	joey	joey	joey		
asistan	resident	asistan	resident		N;INDF;MASC+FEM;SG
asistan	beboer	asistan	beboer		N;INDF;MASC+FEM;SG
asistan	bosat	asistan	bosat		V;INDF;SG;PST;V.PTCP
asistan	bosiddende	asistan	bosidde		ADJ
asistan	assisterende	asistan	assistere		V;PRS;V.PTCP
asistan	medhjælper	asistan	medhjælpe		N;INDF;MASC+FEM;SG
asistan	assistent	asistan	assistent		N;INDF;MASC+FEM;SG
karşılaşma	matcher	karşılaşma	matcher		V;IND;PRS;FIN;ACT
karşılaşma	matche	karşılaşma	matche		V;NFIN;ACT
karşılaşma	match	karşılaşma	match		N;INDF;NEUT;SG
bitkisel	urte	bitkisel	urte		N;INDF;MASC+FEM;SG
bitkisel	vegetabilsk	bitkisel	vegetabilsk		ADJ;INDF;SG
bitkisel	grøntsag	bitkisel	grøntsag		N;INDF;MASC+FEM;SG
bitkisel	vegetativt	bitkisel	vegetativt		ADV
sedan	sedan	sedan	sedan	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
önerisi	forslag	öneri	forslag	N;NOM;SG;3	N;INDF;NEUT;PL
topluluklar	samfund	topluluk	samfund	N;NOM;PL;3	N;INDF;NEUT;SG
topluluklar	lokalsamfund	topluluk	lokalsamfund	N;NOM;PL;3	N;INDF;MASC+FEM;SG
topluluklar	samfund	topluluk	samfund	N;NOM;PL;3	N;INDF;NEUT;SG
veronica	veronica	veronica	veronica		N;INDF;MASC+FEM;SG
nötron	neutroner	nötron	neutron	N;NOM;SG;3	N;INDF;MASC+FEM;PL
nötron	neutroner	nötron	neutron	N;NOM;SG;3	N;INDF;MASC+FEM;PL
agg	agg	agg	agg		
beğeni	bedømmelse	beğen	bedømmelse		N;INDF;MASC+FEM;SG
beğeni	kreditvurdering	beğen	kreditvurdering		N;INDF;MASC+FEM;SG
beğeni	rating	beğen	rating		N;INDF;MASC+FEM;SG
beğeni	likes	beğen	likes		N;INDF;MASC+FEM;SG
beğeni	påskønnelse	beğen	påskønnelse		N;INDF;MASC+FEM;SG
beğeni	værdsættelse	beğen	værdsættelse		N;INDF;MASC+FEM;SG
şifreleme	kryptering	şifrele	kryptering	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
şifreleme	krypto	şifrele	krypto	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
şifreleme	kryptografi	şifrele	kryptografi	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
galileo	galileo	gal	galileo		N;INDF;MASC+FEM;SG
chuck	chuck	chuck	chuck		
goethe	goethe	goethe	goethe		N;INDF;MASC+FEM;SG
wales	wales	wales	wales	PROPN;NOM;SG;3	
fetih	erobringer	fetih	erobring		N;INDF;MASC+FEM;PL
fetih	erobring	fetih	erobring		N;INDF;MASC+FEM;SG
fetih	sejrende	fetih	sejre		V;PRS;V.PTCP
fetih	erobrer	fetih	erobrer		N;INDF;MASC+FEM;SG
meşgul	travlt	meşgul	travlt		ADV
meşgul	optaget	meşgul	optage		V;INDF;SG;PST;V.PTCP
meşgul	travl	meşgul	travl		ADJ;INDF;MASC+FEM;SG
beyan	erklæring	beyan	erklæring		N;INDF;MASC+FEM;SG
beyan	redegørelse	beyan	redegørelse		N;INDF;MASC+FEM;SG
beyan	erklæring	beyan	erklæring		N;INDF;MASC+FEM;SG
beyan	angivelse	beyan	angivelse		N;INDF;MASC+FEM;SG
engellendi	blokeret	engelle	blokere		V;INDF;SG;PST;V.PTCP
engellendi	blokerede	engelle	blokere		V;PL;PST;V.PTCP
engellendi	spærret	engelle	spærre		V;INDF;SG;PST;V.PTCP
taklit	identitetstyveri	taklit	identitetstyveri		N;INDF;NEUT;SG
taklit	efterligner	taklit	efterligne		V;IND;PRS;FIN;ACT
taklit	efterligne	taklit	efterligne		V;NFIN;ACT
taklit	efterligninger	taklit	efterligning		N;INDF;MASC+FEM;PL
taklit	efterligning	taklit	efterligning		N;INDF;MASC+FEM;SG
taklit	imiteret	taklit	imitere		V;INDF;SG;PST;V.PTCP
chan	chan	chan	chan		
aras	aras	aras	aras		
yakalandı	fangede	yakala	fange	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
yakalandı	fangede	yakala	fange	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
çekimler	skud	çekim	skud	N;NOM;PL;3	N;INDF;NEUT;SG
çekimler	shots	çekim	shots	N;NOM;PL;3	
kaybeder	mister	kaybet	miste	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN;ACT
kaybeder	taber	kaybet	tabe	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN;ACT
kaybeder	mister	kaybet	miste	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN;ACT
mevsim	sæsonbestemte	mevsim	sæsonbestemt		ADJ;PL
mevsim	sæsonbestemt	mevsim	sæsonbestemt		N;INDF;NEUT;SG
mevsim	årstid	mevsim	årstid		N;INDF;MASC+FEM;SG
mevsim	sæsonen	mevsim	sæson		N;DEF;MASC+FEM;SG
mevsim	sæson	mevsim	sæson		N;INDF;MASC+FEM;SG
mevsim	årstider	mevsim	årstid		N;INDF;MASC+FEM;PL
mevsim	sæsoner	mevsim	sæson		N;INDF;MASC+FEM;PL
analitik	analytisk	analitik	analytisk		ADV
bulma	finde	bul	finde		V;NFIN;ACT
bulma	finder	bul	finde		V;IND;PRS;FIN;ACT
bulma	bulma	bul	bulma		N;INDF;MASC+FEM;SG
bahreyn	bahrain	bahrey	bahrain	PROPN;NOM;SG;3	
sarp	stejlt	sarp	stejlt		ADV
sarp	stejle	sarp	stejl		ADJ;PL
sarp	stejl	sarp	stejl		ADJ;INDF;MASC+FEM;SG
maccabi	maccabi	maccabi	maccabi		
atp	atp	atp	atp		
turne	rundvisning	tur	rundvisning		N;INDF;MASC+FEM;SG
turne	tour	tur	tour		
turne	turné	tur	turné		N;INDF;MASC+FEM;SG
turne	rundtur	tur	rundtur		N;INDF;MASC+FEM;SG
turne	touring	tur	touring		N;INDF;MASC+FEM;SG
kaydedilen	indspillet	kaydet	indspille	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
kaydedilen	optaget	kaydet	optage	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
kaydedilen	registreret	kaydet	registrere	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
kaydedilen	indspillede	kaydet	indspille	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PST;FIN;ACT
kaydedilen	gemte	kaydet	gemme	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PL;PST;V.PTCP
kaydedilen	sparet	kaydet	spar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
kaydedilen	reddede	kaydet	redde	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PST;FIN;ACT
kaydedilen	reddet	kaydet	redde	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
kaydedilen	gemt	kaydet	gemme	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
sipariş	bestiller	sipariş	bestille	N;NOM;SG;3	V;IND;PRS;FIN;ACT
sipariş	order	sipariş	orde	N;NOM;SG;3	
sipariş	bestil	sipariş	bestil	N;NOM;SG;3	V;IMP
sipariş	kendelser	sipariş	kendelse	N;NOM;SG;3	N;INDF;MASC+FEM;PL
sipariş	bestillinger	sipariş	bestilling	N;NOM;SG;3	N;INDF;MASC+FEM;PL
sipariş	ordrer	sipariş	ordre	N;NOM;SG;3	N;INDF;MASC+FEM;PL
bern	bern	bern	bern	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
bulanık	fuzzy	bulanık	fuzzy		
bulanık	sløret	bulanık	slør		N;DEF;NEUT;SG
bulanık	slørede	bulanık	sløret		ADJ;PL
bulanık	sløret	bulanık	slør		N;DEF;NEUT;SG
ispat	bevise	ispat	bevise		V;NFIN;ACT
gözlemci	observatøren	gözlemci	observatør		N;DEF;MASC+FEM;SG
gözlemci	observatør	gözlemci	observatør		N;INDF;MASC+FEM;SG
gözlemci	iagttager	gözlemci	iagttage		N;INDF;MASC+FEM;SG
gerilla	guerillaer	geril	guerilla		N;INDF;NEUT;PL
gerilla	guerrilla	geril	guerrilla		N;INDF;MASC+FEM;SG
değişti	skiftet	değiş	skift	V;PFV;IND;SG;3;POS;PST	N;DEF;NEUT;SG
değişti	ændrede	değiş	ændre	V;PFV;IND;SG;3;POS;PST	V;PL;PST;V.PTCP
toplamak	indsamling	topla	indsamling	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
dolaşım	omløb	dolaşım	omløb		N;INDF;NEUT;SG
dolaşım	oplag	dolaşım	oplag		N;INDF;NEUT;SG
dolaşım	cirkulation	dolaşım	cirkulation		N;INDF;MASC+FEM;SG
dolaşım	cirkulerer	dolaşım	cirkulere		V;IND;PRS;FIN;ACT
dolaşım	cirkulerende	dolaşım	cirkulere		V;PRS;V.PTCP
dolaşım	roaming	dolaşım	roaming		N;INDF;MASC+FEM;SG
anlamsız	formålsløst	anlamsız	formålsløs	ADJ	ADV
bataklık	marsh	bataklık	marsh	N;NOM;SG;3	
bataklık	sumpe	bataklık	sumpe	N;NOM;SG;3	N;INDF;MASC+FEM;PL
katılacak	deltager	kat	deltage	V;PFV;IND;SG;3;POS;FUT;PASS	V;IND;PRS;FIN;ACT
palermo	palermo	palermo	palermo	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
blackburn	blackburn	blackburn	blackburn	PROPN;NOM;SG;3	
eklenmiş	tilføjede	ekle	tilføje	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
çar	zar	çar	zar		N;INDF;MASC+FEM;SG
asi	rebel	asi	rebel		N;INDF;MASC+FEM;SG
asi	oprører	asi	oprøre		N;INDF;MASC+FEM;SG
greg	greg	greg	greg		
tyler	tyler	iy	tyle		N;INDF;MASC+FEM;SG
tyler	tylers	iy	tyle		N;GEN;INDF;MASC+FEM;PL
ilaçlar	medicin	ilaç	medicin	N;NOM;PL;3	N;INDF;MASC+FEM;SG
ilaçlar	medicin	ilaç	medicin	N;NOM;PL;3	N;INDF;MASC+FEM;SG
ilaçlar	lægevidenskab	ilaç	lægevidenskab	N;NOM;PL;3	N;INDF;MASC+FEM;SG
ilaçlar	lægemiddel	ilaç	lægemiddel	N;NOM;PL;3	N;INDF;NEUT;SG
nielsen	nielsen	niel	nielsen		PROPN
viking	viking	viking	viking		N;INDF;MASC+FEM;SG
medeni	civil	meden	civil		
medeni	civilret	meden	civilret		N;DEF;NEUT;SG
medeni	civile	meden	civil		ADJ;PL
medeni	civiliseret	meden	civilisere		ADJ;INDF;SG
medeni	civiliserede	meden	civilisere		V;PL;PST;V.PTCP
medeni	civiliseret	meden	civilisere		ADJ;INDF;SG
medeni	civiliserede	meden	civilisere		V;PL;PST;V.PTCP
fiziki	fysiske	fizik	fysisk		ADJ;PL
fiziki	fysisk	fizik	fysisk		ADV
riski	risici	riski	risiko		N;INDF;MASC+FEM;PL
riski	risiko	riski	risiko		N;INDF;MASC+FEM;SG
quebec	quebec	quebec	quebec	PROPN;NOM;SG;3	N;INDF;NEUT;SG
teşhis	diagnostiske	teşhis	diagnostisk	N;NOM;SG;3	ADJ;PL
teşhis	diagnostisk	teşhis	diagnostisk	N;NOM;SG;3	ADV
teşhis	identificere	teşhis	identificere	N;NOM;SG;3	V;NFIN;ACT
teşhis	diagnoser	teşhis	diagnos	N;NOM;SG;3	N;INDF;MASC+FEM;PL
tavşan	hare	tavşan	hare		N;INDF;MASC+FEM;SG
tavşan	kanin	tavşan	kanin		N;INDF;MASC+FEM;SG
tavşan	bunny	tavşan	bunny		
tavşan	kanin	tavşan	kanin		N;INDF;MASC+FEM;SG
tavşan	kaniner	tavşan	kanin		N;INDF;MASC+FEM;PL
tavşan	rabbit	tavşan	rabbit		
thunder	thunder	thunder	thinde		N;INDF;MASC+FEM;SG
thunder	torden	thunder	torden		N;INDF;MASC+FEM;SG
yaklaşan	forestående	yaklaş	forestående	V;PFV;IND;POS;PRS;V.PTCP	ADJ
hayvanat	zoo	hayvanat	zoo	ADJ;NOM;SG;3	N;INDF;MASC+FEM;SG
köprülü	köprülü	köprülü	köprülü		
luigi	luigi	luigi	luigi		
iğne	nåle	iğne	nål	N;NOM;SG;3	N;INDF;MASC+FEM;PL
iğne	nåle	iğne	nål	N;NOM;SG;3	N;INDF;MASC+FEM;PL
iğne	kanyler	iğne	kanyle	N;NOM;SG;3	N;INDF;MASC+FEM;PL
iğne	pin	iğne	pin	N;NOM;SG;3	
dokuma	vævet	dokum	væve		V;INDF;SG;PST;V.PTCP
dokuma	vævede	dokum	vævet		N;INDF;NEUT;PL
dokuma	vævning	dokum	vævning		N;INDF;MASC+FEM;SG
dokuma	væve	dokum	væve		V;NFIN;ACT
dokuma	vævning	dokum	vævning		N;INDF;MASC+FEM;SG
eşsiz	entydigt	eşsiz	entydig	ADJ	ADV
nicole	nicole	nicol	nicole		
todd	todd	todd	todd		N;INDF;MASC+FEM;SG
ellen	ellen	el	ellen		
deve	kameler	deve	kamel		N;INDF;MASC+FEM;PL
deve	kamel	deve	kamel		N;INDF;MASC+FEM;SG
granada	grenada	grana	grenada	PROPN;ESS;SG;3	
granada	granada	grana	granada	PROPN;ESS;SG;3	PROPN
wesley	wesley	wesley	wesley		
selahaddin	saladin	selahaddi	saladin		
mercury	kviksølv	mercury	kviksølv	PROPN;NOM;SG;3	N;INDF;NEUT;SG
mercury	mercury	mercury	mercury	PROPN;NOM;SG;3	
pearl	perle	pearl	perle		N;INDF;MASC+FEM;SG
pearl	perlen	pearl	perlen		N;DEF;MASC+FEM;SG
pearl	pearl	pearl	pearl		N;INDF;MASC+FEM;SG
beckett	beckett	beckett	beckett		N;INDF;MASC+FEM;SG
kaplar	bestik	kap	bestik	N;NOM;PL;3	N;INDF;NEUT;SG
taşlar	sten	taş	sten	ADJ;NOM;PL;3	N;INDF;MASC+FEM;SG
taşlar	klipper	taş	klippe	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
taşlar	sten	taş	sten	ADJ;NOM;PL;3	N;INDF;MASC+FEM;SG
hesaplama	databehandling	hesaplama	databehandling	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
hesaplama	beregning	hesaplama	beregning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
hesaplama	udregning	hesaplama	udregning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
hesaplama	beregningerne	hesaplama	beregning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC+FEM;PL
hesaplama	beregninger	hesaplama	beregning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
hesaplama	udregninger	hesaplama	udregning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
madagaskar	madagaskar	madagaskar	madagaskar	N;NOM;SG;3	
madagaskar	madagascar	madagaskar	madagascar	N;NOM;SG;3	
cohen	cohen	cohen	coh		N;INDF;MASC+FEM;SG
ekvator	ækvator	ekvator	ækvator		N;INDF;MASC+FEM;SG
ekvator	ecuador	ekvator	ecuador		
anayasal	forfatningsmæssig	anayasal	forfatningsmæssig		ADJ;INDF;MASC+FEM;SG
anayasal	forfatningsmæssige	anayasal	forfatningsmæssig		ADJ;PL
jonas	jonas	jonas	jonas		N;INDF;MASC+FEM;SG
ekler	indsætter	ek	indsætte		V;IND;PRS;FIN;ACT
ekler	tilføjer	ek	tilføje		V;IND;PRS;FIN;ACT
ekler	tilføjelser	ek	tilføjelse		N;INDF;MASC+FEM;PL
karen	karen	karen	kar		N;DEF;MASC+FEM;SG
pascal	pascal	pascal	pascal		
çarpan	multiplikator	çarp	multiplikator		N;INDF;MASC+FEM;SG
esp	esp	esp	esp		
laurent	laurent	laurent	laurent	PROPN;NOM;SG;3	
touch	touch	touch	touch		N;INDF;MASC+FEM;SG
touch	rør	touch	røre		V;IMP
touch	berøring	touch	berøring		N;INDF;MASC+FEM;SG
touch	pift	touch	pift		N;INDF;NEUT;SG
discovery	opdagelser	discovery	opdagelse	N;NOM;SG;3	N;INDF;MASC+FEM;PL
discovery	discovery	discovery	discovery	N;NOM;SG;3	
kürek	roning	kürek	roning		N;INDF;MASC+FEM;SG
kürek	skovl	kürek	skovl		N;INDF;MASC+FEM;SG
kürek	padle	kürek	padle		V;NFIN;ACT
kürek	ro	kürek	ro		N;INDF;MASC+FEM;SG
kürek	række	kürek	række		N;INDF;MASC+FEM;SG
kürek	row	kürek	row		
çıkarken	afslutter	çık	afslutte	V;IPFV;IND;SG;3;POS;V.CVB	V;IND;PRS;FIN;ACT
simpsonlar	simpsons	simpson	simpsons	N;NOM;PL;3	N;GEN;INDF;MASC+FEM;SG
bilbao	bilbao	bilbao	bilbao	PROPN;NOM;SG;3	PROPN
bahçeleri	gardens	bahçe	gard	N;ACC;PL;3	N;GEN;DEF;MASC+FEM;SG
takas	samhandel	takas	samhandel		N;INDF;MASC+FEM;SG
takas	bytte	takas	bytte		N;INDF;MASC+FEM;SG
takas	handel	takas	handel		N;INDF;MASC+FEM;SG
takas	trade	takas	trade		
takas	trading	takas	trading		
takas	byt	takas	byt		V;IMP
takas	swap	takas	swap		
takas	bytter	takas	bytter		V;IND;PRS;FIN;ACT
takas	bytte	takas	bytte		N;INDF;MASC+FEM;SG
takas	byttes	takas	bytte		V;NFIN;PASS
takas	byttehandel	takas	byttehandel		N;INDF;MASC+FEM;SG
takas	ombytning	takas	ombytning		N;INDF;MASC+FEM;SG
takas	udveksling	takas	udveksling		N;INDF;MASC+FEM;SG
takas	bytte	takas	bytte		N;INDF;MASC+FEM;SG
takas	exchange	takas	exchange		
cola	coke	cola	coke		N;INDF;MASC+FEM;SG
cola	koks	cola	koks		
cola	kokain	cola	kokain		N;INDF;MASC+FEM;SG
cola	cola	cola	cola		
cola	cola	cola	cola		
yalancı	løgner	yalancı	løgne		N;INDF;MASC+FEM;SG
dul	enke	dul	enke		N;INDF;MASC+FEM;SG
dul	enkemand	dul	enkemand		N;INDF;MASC+FEM;SG
dul	enkemand	dul	enkemand		N;INDF;MASC+FEM;SG
dul	enke	dul	enke		N;INDF;MASC+FEM;SG
dul	enken	dul	enken		N;INDF;MASC+FEM;SG
xxx	xxx	xxx	xxx		
bolton	bolton	bolton	bolton	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
romen	rumænske	romen	rumænsk		ADJ;PL
romen	rumænsk	romen	rumænsk		ADJ;INDF;SG
komplo	plot	komplo	plot		N;INDF;NEUT;SG
komplo	komplot	komplo	komplot		N;INDF;NEUT;SG
komplo	komplot	komplo	komplot		N;INDF;NEUT;SG
komplo	sammensværgelse	komplo	sammensværgelse		N;INDF;MASC+FEM;SG
komplo	konspiration	komplo	konspiration		N;INDF;MASC+FEM;SG
komplo	planlægger	komplo	planlægge		V;IND;PRS;FIN;ACT
césar	césar	césar	césar		N;INDF;MASC+FEM;SG
açıklamalar	undertekster	açıkla	undertekster	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
açıklamalar	redegørelser	açıkla	redegørelse	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
açıklamalar	forklaring	açıkla	forklaring	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
açıklamalar	forklaringer	açıkla	forklaring	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
açıklamalar	beskrivelser	açıkla	beskrivelse	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
açıklamalar	betegnelser	açıkla	betegnelse	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
store	opbevares	store	opbevare		V;IND;PRS;FIN;PASS
store	butik	store	butik		N;INDF;MASC+FEM;SG
seine	vod	sein	vod	PROPN;NOM;SG;3	N;INDF;NEUT;SG
seine	seine	sein	seine	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
galya	gallien	gal	gallien		PROPN
iletim	transmission	iletim	transmission		N;INDF;MASC+FEM;SG
iletim	overførsel	iletim	overførsel		N;INDF;MASC+FEM;SG
iletim	gearkasse	iletim	gearkasse		N;INDF;MASC+FEM;SG
iletim	indberetning	iletim	indberetning		N;INDF;MASC+FEM;SG
hawks	hawks	hawks	hawks	PROPN;NOM;SG;3	
hamit	hamit	hamit	hamit		
beatles	beatles	beatles	beatel		N;INDF;MASC+FEM;SG
kumaş	klæde	kumaş	klæde		V;NFIN;ACT
kumaş	klud	kumaş	klud		N;INDF;MASC+FEM;SG
kumaş	stof	kumaş	stof		N;INDF;NEUT;SG
kumaş	stof	kumaş	stof		N;INDF;NEUT;SG
reaksiyon	tilbagemelding	reaksiyon	tilbagemelding		N;INDF;MASC+FEM;SG
reaksiyon	reaktion	reaksiyon	reaktion		N;INDF;MASC+FEM;SG
reaksiyon	reaktioner	reaksiyon	reaktion		N;INDF;MASC+FEM;PL
reaksiyon	reaktionen	reaksiyon	reaktion		N;DEF;MASC+FEM;SG
odak	fokus	odak	fokus		N;INDF;NEUT;SG
odak	focus	odak	focus		N;INDF;MASC+FEM;SG
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
verlag	verlag	verlag	verlag		N;INDF;NEUT;SG
sınav	eksamener	sınav	eksamen	N;NOM;SG;3	N;INDF;NEUT;PL
sınav	eksaminer	sınav	eksamin	N;NOM;SG;3	N;INDF;NEUT;PL
sınav	prøve	sınav	prøve	N;NOM;SG;3	V;NFIN;ACT
tarama	scanning	tarama	scanning		N;INDF;MASC+FEM;SG
tarama	skanning	tarama	skanning		N;INDF;MASC+FEM;SG
tarama	scanner	tarama	scanne		N;INDF;MASC+FEM;SG
tarama	skanner	tarama	skanne		V;IND;PRS;FIN;ACT
tarama	gennemsyn	tarama	gennemsyn		N;INDF;NEUT;SG
tarama	browsing	tarama	browsing		N;INDF;MASC+FEM;SG
tarama	scanning	tarama	scanning		N;INDF;MASC+FEM;SG
tarama	skanning	tarama	skanning		N;INDF;MASC+FEM;SG
tarama	scanner	tarama	scanne		N;INDF;MASC+FEM;SG
tarama	scan	tarama	scan		
tüyleri	fjer	tüy	fjer	ADJ;NOM;PL;3	N;INDF;MASC+FEM;SG
tüyleri	fjerdragt	tüy	fjerdrægge	ADJ;NOM;PL;3	N;INDF;MASC+FEM;SG
donetsk	donetsk	donetsk	donetsk	PROPN;NOM;SG;3	N;DEF;NEUT;SG
evcil	pet	evcil	pet	N;NOM;SG;3	
evcil	tæmme	evcil	tæmme	N;NOM;SG;3	V;NFIN;ACT
evcil	tamme	evcil	tamme	N;NOM;SG;3	N;INDF;MASC+FEM;PL
evcil	tamme	evcil	tamme	N;NOM;SG;3	N;INDF;MASC+FEM;PL
evcil	huslig	evcil	huslig	N;NOM;SG;3	ADV
nathan	nathan	nathan	nathan	PROPN;NOM;SG;3	
kenneth	kenneth	kenneth	kenneth		N;INDF;NEUT;SG
fisher	fisher	fishe	fishe		N;INDF;MASC+FEM;SG
satürn	saturn	satürn	saturn		N;INDF;MASC+FEM;SG
sorunlu	problematisk	sorunlu	problematisk		ADJ;INDF;SG
sorunlu	problematiske	sorunlu	problematisk		ADJ;PL
sorunlu	plaget	sorunlu	plag		V;INDF;SG;PST;V.PTCP
sorunlu	bekymret	sorunlu	bekymre		V;INDF;SG;PST;V.PTCP
karesi	firkant	kare	firkant		N;INDF;MASC+FEM;SG
karesi	firkantet	kare	firkantet		ADJ;INDF;SG
karesi	square	kare	square		
karesi	kvadrat	kare	kvadrat		N;INDF;NEUT;SG
karesi	torv	kare	torv		N;INDF;NEUT;SG
komisyon	bestillinger	komisyon	bestilling		N;INDF;MASC+FEM;PL
komisyon	underudvalg	komisyon	underudvalg		N;INDF;NEUT;SG
komisyon	provision	komisyon	provision		N;INDF;MASC+FEM;SG
