med	med	med	med	ADP	N;INAN;NOM;MASC;SG;POS
tidning	noviny	tidning	noviny	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
tidning	věstníku	tidning	věstník	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
kim	kim	kimma	kim	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
fly	moucha	fly	moucha	V;IMP;FIN;ACT	N;NOM;FEM;SG;POS
fly	leť	fly	leť	V;IMP;FIN;ACT	INTJ
fly	útěk	fly	útěk	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
fly	únik	fly	únik	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
planet	planetu	plan	planeta	N;NOM;DEF;NEUT;SG	N;ACC;FEM;SG;POS
planet	planet	plan	planeta	N;NOM;DEF;NEUT;SG	N;GEN;FEM;PL;POS
planet	planetě	plan	planeta	N;NOM;DEF;NEUT;SG	N;DAT;FEM;SG;POS
sand	písku	sand	písek	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
tomas	tomas	tomas	tomas	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
tomas	tomáš	tomas	tomáš	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
tomas	tomáše	tomas	tomác	PROPN;NOM	PROPN;ANIM;GEN;MASC;SG;POS
tomas	thomas	tomas	thomas	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
tomas	tomáš	tomas	tomáš	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
tomas	thomasi	tomas	thomase	PROPN;NOM	N;DAT;FEM;SG;POS
kval	muka	kval	muka	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
etapp	fázi	etapp	fáze	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
grant	udělit	grant	udělit	PROPN;NOM	V;PFV;POS;NFIN
grant	grant	grant	grant	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
händer	ruce	hända	ruka	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
abu	abú	abu	abú	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
abu	abu	abu	abu	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
utah	utahu	utah	utaha	PROPN;NOM	PROPN;INAN;GEN;MASC;SG;POS
sichuan	sichuan	sichuan	sichuan	PROPN;NOM	N;NOM;NEUT;SG;POS
medlemmarna	členy	medlem	člen	N;NOM;DEF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL;POS
medlemmarna	členů	medlem	člen	N;NOM;DEF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL;POS
studera	studium	studera	studium	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
studera	studuje	studera	studovat	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
studera	studium	studera	studium	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
studera	studijní	studera	studijní	V;IMP;FIN;ACT	ADJ;NOM;MASC;PL;POS
studera	studie	studera	studie	V;IMP;FIN;ACT	N;NOM;FEM;PL;POS
lorraine	lorraine	lorraine	lorraine	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
slå	beat	slå	beat	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
slå	bití	slå	bití	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
slå	výprask	slå	výprask	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
lokal	lokální	lokal	lokální	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
lokal	místní	lokal	místní	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
kommentarer	komentář	kommentar	komentář	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
windows	windows	PindoOs	windows	N;NOM;INDF;MASC+FEM;SG	N;INAN;MASC;PL;POS
windows	okna	PindoOs	okno	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
windows	oken	PindoOs	okno	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;PL;POS
valle	valle	valla	valle	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
morgan	morganová	morgan	morganový	PROPN;NOM	ADJ;NOM;FEM;SG;POS
morgan	morgana	morgan	morgana	PROPN;NOM	N;NOM;FEM;SG;POS
morgan	morgan	morgan	morgan	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
lasse	lasse	lasse	lass	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
lincoln	lincoln	lincoln	lincoln	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
lincoln	lincolna	lincoln	lincolna	PROPN;NOM	N;ANIM;ACC;MASC;SG;POS
heliga	posvátný	helig	posvátný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
heliga	posvátné	helig	posvátný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
heliga	posvátná	helig	posvátný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
heliga	svatý	helig	svatý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
heliga	svaté	helig	svatý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
heliga	svatá	helig	svatý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
yang	jang	yang	jang	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
yang	yang	yang	yang	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
visat	zobrazeny	visa	zobrazený	V;V.CVB;ACT	ADJ;INAN;PL;POS;V.PTCP;PASS
anställd	zaměstnance	anställd	zaměstnanec	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;ANIM;ACC;MASC;PL;POS
anställd	zaměstnanec	anställd	zaměstnanec	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;ANIM;NOM;MASC;SG;POS
anställd	zaměstnankyně	anställd	zaměstnankyně	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;FEM;SG;POS
anställd	zaměstnaní	anställd	zaměstnaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
anställd	zaměstnané	anställd	zaměstnaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
särskild	speciál	särskild	speciál	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG;POS
särskild	special	särskild	special	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG;POS
rheinland	porýní	rheinland	porýnit	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG;POS
sekreterare	sekretářka	sekreterare	sekretářka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
sekreterare	tajemník	sekreterare	tajemník	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
berömda	slavná	berömma	slavný	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
berömda	slavný	berömma	slavný	ADJ;NOM;PL;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
berömda	slavné	berömma	slavný	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
utländska	zahraniční	utländsk	zahraniční	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
utländska	cizí	utländsk	cizí	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
överste	plukovník	överste	plukovník	ADJ;NOM;DEF;RL	N;ANIM;NOM;MASC;SG;POS
överste	plukovníku	överste	plukovník	ADJ;NOM;DEF;RL	N;ANIM;DAT;MASC;SG;POS
pico	pico	pico	pico	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
täthet	hustotu	täthet	hustota	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
inlägg	zveřejnit	inlägg	zveřejnit	N;NOM;INDF;NEUT;SG	V;PFV;POS;NFIN
inlägg	příspěvky	inlägg	příspěvek	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
inlägg	příspěvků	inlägg	příspěvek	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
adams	adamsová	adams	adamsový	PROPN;NOM	ADJ;NOM;FEM;SG;POS
adams	adams	adams	adams	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
holstein	holštýnsko	holstein	holštýnský	PROPN;NOM	ADJ;NOM;NEUT;SG;POS
order	příkazy	ord	příkaz	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
order	objednávky	ord	objednávka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
order	rozkazy	ord	rozkaz	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
kanadensisk	kanadský	kanadensisk	kanadský	N;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
kanadensisk	kanadská	kanadensisk	kanadský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
kanadensisk	kanadské	kanadensisk	kanadský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
fåglar	ptáky	fågel	pták	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL;POS
fåglar	ptáků	fågel	pták	N;NOM;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL;POS
württemberg	württembersko	württemberg	württembersko	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
inslag	elementy	inslag	element	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
inslag	prvky	inslag	prvek	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
sänka	umyvadlo	sänka	umyvadlo	V;IMP;NFIN;ACT	N;NOM;NEUT;SG;POS
sant	pravdivé	sant	pravdivý	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
elever	studenty	elev	student	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL;POS
elever	žáky	elev	žák	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL;POS
elever	žáků	elev	žák	N;NOM;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL;POS
dalar	minima	dal	minimum	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
christopher	christopher	christophar	christopher	PROPN;NOM	N;ANIM;NOM;MASC;SG;POS
hästar	koně	häst	kůň	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL;POS
hästar	koní	häst	kůň	N;NOM;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL;POS
armenien	arménie	armeni	arménie	PROPN;NOM	PROPN;NOM;FEM;SG;POS
skapar	vytvoření	skapa	vytvoření	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
skapar	vytváření	skapa	vytváření	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
skapar	vytvoření	skapa	vytvoření	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
skapar	vytváření	skapa	vytváření	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
karlskrona	karlskrona	karlskrona	karlskrona	PROPN;NOM	N;NOM;FEM;SG;POS
elizabeth	alžběta	elizabeth	alžběta	PROPN;NOM	N;NOM;FEM;SG;POS
elizabeth	elizabeth	elizabeth	elizabeth	PROPN;NOM	PROPN;NOM;FEM;SG;POS
framgångsrika	úspěšná	framgångsrika	úspěšný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
framgångsrika	úspěšně	framgångsrika	úspěšně	ADJ;NOM;PL	ADV;POS
framgångsrika	úspěšné	framgångsrika	úspěšný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
framgångsrika	úspěšný	framgångsrika	úspěšný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
oliver	olivy	oliv	oliva	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
oliver	olivera	oliv	olivera	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG;POS
lucas	lucas	luca	lucas	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
olle	olle	oll	olel	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
placerade	umístěna	placera	umístěný	ADJ;NOM;PL;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
placerade	umístěno	placera	umístěný	ADJ;NOM;PL;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
middle	střední	middle	střední	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
middle	prostřední	middle	prostřední	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
paran	paraná	para	paraný	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
sannolikt	pravděpodobný	sannolik	pravděpodobný	ADV	ADJ;INAN;NOM;MASC;SG;POS
sannolikt	pravděpodobné	sannolik	pravděpodobný	ADV	ADJ;NOM;NEUT;SG;POS
tätort	městský	tätor	městský	N;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
tätort	městská	tätor	městský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
tätort	městské	tätor	městský	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
varianter	variant	variant	varianta	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL;POS
jordan	jordan	jordan	jordan	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
medel	fondy	medel	fond	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
medel	fondů	medel	fond	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
medel	zdrojů	medel	zdroj	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
medel	zdroje	medel	zdroj	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
medel	prostředky	medel	prostředek	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
rumänien	rumunsko	rumänie	rumunský	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
boston	boston	boston	boston	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
boston	bostonu	boston	boston	PROPN;NOM	PROPN;INAN;GEN;MASC;SG;POS
johnny	johny	johnny	johna	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
johnny	johnny	johnny	johnný	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
johnny	johnnyho	johnny	johnny	PROPN;NOM	N;ANIM;ACC;MASC;SG;POS
wild	divoká	wild	divoký	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS
wild	divoké	wild	divoký	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS
wild	divoký	wild	divoký	N;NOM;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
förbundet	league	förbund	league	N;NOM;DEF;NEUT;SG	PROPN;FEM;POS
förbundet	lize	förbund	liga	N;NOM;DEF;NEUT;SG	N;DAT;FEM;SG;POS
road	silniční	road	silniční	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
road	road	road	road	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
lexikon	slovníky	lexikon	slovník	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
tillgång	přístupu	tillgång	přístup	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
tillgång	aktiva	tillgång	aktivum	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
tillgång	aktiv	tillgång	aktivum	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;PL;POS
bro	bro	bro	bro	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
like	jako	like	jako	V;IMP;FIN;ACT	CONJ
like	like	like	like	V;IMP;FIN;ACT	N;MASC;SG;POS
gemensamt	kloub	gemensam	kloub	ADJ;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG;POS
gemensamt	joint	gemensam	joint	ADJ;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG;POS
canal	kanálu	canal	kanál	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
sport	sportu	sport	sport	N;NOM;INDF;MASC+FEM;SG	N;INAN;DAT;MASC;SG;POS
sport	sportovní	sport	sportovní	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
sport	sportovní	sport	sportovní	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
sport	sporty	sport	sport	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
cameron	cameron	cameron	cameron	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
cameron	cameronová	cameron	cameronový	PROPN;NOM	ADJ;NOM;FEM;SG;POS
armé	armádní	arm	armádní	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
armé	armádu	arm	armáda	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
armé	army	arm	arma	N;NOM;INDF;MASC+FEM;SG	PROPN;FEM;POS
vitt	white	vitt	white	ADJ;NOM;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
vitt	bílé	vitt	bílý	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
lättare	zapalovač	lätt	zapalovač	ADJ;NOM;CMPR	N;INAN;NOM;MASC;SG;POS
iso	iso	iso	iso	N;NOM;INDF;MASC+FEM;SG	PROPN;MASC;POS
södertälje	södertälje	södertälje	södertäla	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
marcus	marcus	marcus	marcus	PROPN;NOM	N;ANIM;NOM;MASC;SG;POS
marcus	marcuse	marcus	marcus	PROPN;NOM	N;ANIM;ACC;MASC;SG;POS
kentucky	kentucky	kentucky	kentucky	PROPN;NOM	PROPN;NOM;FEM;SG;POS
artist	umělce	artist	umělec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL;POS
ägs	vlastní	äga	vlastní	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;SG;POS
ägs	vlastnil	äga	vlastnit	V;IND;PRS;FIN;PASS	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
down	down	do	down	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
down	dolů	do	dolů	N;NOM;INDF;MASC+FEM;SG	ADV
down	dolu	do	důl	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
fält	polí	fält	pole	N;NOM;INDF;NEUT;SG	N;GEN;NEUT;PL;POS
huvudet	hlavu	huvud	hlava	N;NOM;DEF;NEUT;SG	N;ACC;FEM;SG;POS
champagne	šampaňské	champagne	šampaňské	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
parlamentet	parlamentu	parlamente	parlament	N;NOM;DEF;NEUT;SG	N;INAN;DAT;MASC;SG;POS
spansk	španělsky	spansk	španělsky	ADJ;NOM;INDF;MASC+FEM;SG	ADV;POS
spansk	španělština	spansk	španělština	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;POS
kemi	chemii	kemi	chemie	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
vinst	zisku	vinst	zisk	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
vinst	win	vinst	win	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
vinst	vyhrát	vinst	vyhrát	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
vinst	zisky	vinst	zisk	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
publik	diváci	publik	divák	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL;POS
publik	davu	publik	dav	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
sjukhus	nemocnici	sjukhus	nemocnice	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG;POS
sjukhus	nemocniční	sjukhus	nemocniční	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG;POS
sjukhus	nemocnic	sjukhus	nemocnice	N;NOM;INDF;NEUT;SG	N;GEN;FEM;PL;POS
förmåga	schopnosti	förmåga	schopnost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
förmåga	schopnosti	förmåga	schopnost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
bertil	bertil	bertil	bertil	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
privata	soukromé	privat	soukromý	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
privata	privátní	privat	privátní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
privata	soukromá	privat	soukromý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
privata	soukromý	privat	soukromý	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
gemensamma	kloub	gemensam	kloub	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
gemensamma	společné	gemensam	společný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
gemensamma	joint	gemensam	joint	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
gemensamma	časté	gemensam	častý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
gemensamma	společná	gemensam	společný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
gemensamma	společné	gemensam	společný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
härstammar	sestoupil	härstamma	sestoupit	V;IND;PRS;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
dakota	dakota	dakot	dakota	PROPN;NOM	N;NOM;FEM;SG;POS
förluster	ztrát	förlust	ztráta	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL;POS
ray	paprsek	ray	paprsek	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
ray	ray	ray	ray	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
köptes	koupil	köpa	koupit	V;IND;PST;FIN;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
köptes	koupila	köpa	koupit	V;IND;PST;FIN;PASS	V;PFV;POS;PST;V.PTCP;ACT
köptes	koupili	köpa	koupit	V;IND;PST;FIN;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
show	ukázat	show	ukázat	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
show	zobrazit	show	zobrazit	N;NOM;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
tornet	tower	torn	tower	N;NOM;DEF;NEUT;SG	PROPN;NOM;FEM;SG;POS
tornet	věži	torn	věž	N;NOM;DEF;NEUT;SG	N;DAT;FEM;SG;POS
tornet	věže	torn	věž	N;NOM;DEF;NEUT;SG	N;NOM;FEM;PL;POS
skiva	kotouče	skiva	kotouč	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
representerar	zastupování	representera	zastupování	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
representerar	zastupující	representera	zastupující	V;IND;PRS;FIN;ACT	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
representerar	představující	representera	představující	V;IND;PRS;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
ändra	měním	ändra	měnit	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
ändra	změna	ändra	změna	V;IMP;FIN;ACT	N;NOM;FEM;SG;POS
ändra	změny	ändra	změna	V;IMP;FIN;ACT	N;NOM;FEM;PL;POS
tider	krát	tid	krát	N;NOM;INDF;MASC+FEM;PL	ADV
tider	times	tid	times	N;NOM;INDF;MASC+FEM;PL	PROPN;INAN;MASC;PL;POS
prout	prout	prout	prout	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
döden	smrti	död	smrt	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG;POS
organisationer	organizace	organisation	organizace	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
oavsett	cokoliv	oavsett	cokoliv	N;NOM;INDF;MASC+FEM;SG	PRO;NOM
bred	širokou	bred	široký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ACC;FEM;SG;POS
totala	celková	total	celkový	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
totala	celkové	total	celkový	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
totala	celkový	total	celkový	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
totala	celkem	total	celkem	ADJ;NOM;PL	ADV
may	májový	may	májový	N;NOM;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
may	května	may	květen	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;SG;POS
hålls	držené	hålla	držený	V;IND;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;POS
hålls	držen	hålla	držený	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
hålls	držel	hålla	držet	V;IND;PRS;FIN;PASS	V;MASC;SG;POS;PST;V.PTCP;ACT
färger	barev	färg	barva	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL;POS
färger	barev	färg	barva	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL;POS
manchester	manchesteru	manchest	manchester	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;SG;POS
manchester	manchester	manchest	manchester	N;NOM;INDF;MASC+FEM;PL	PROPN;INAN;NOM;MASC;SG;POS
placeras	umístěna	placera	umístěný	V;IND;PRS;FIN;PASS	ADJ;POS;V.PTCP;PASS
placeras	umístěné	placera	umístěný	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;PL;POS
placeras	umístěno	placera	umístěný	V;IND;PRS;FIN;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
mato	mato	mato	mato	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
öka	navýšení	öka	navýšení	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
öka	zvýšení	öka	zvýšení	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
öka	nárůst	öka	nárůst	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG;POS
motiv	rámy	motiv	rám	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
motiv	motivy	motiv	motiv	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
bergman	bergman	bergman	bergman	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
revolutionen	revoluci	revolution	revoluce	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG;POS
länderna	země	land	země	N;NOM;DEF;NEUT;PL	N;NOM;FEM;SG;POS
ute	ute	ute	ute	ADV	PROPN;ANIM;NOM;MASC;SG;POS
ute	out	ute	out	ADV	N;INAN;NOM;MASC;SG;POS
